Fp1   -3,4219 -3,3602 -3,2484 -3,0795 -2,8735 -2,6638 -2,4771 -2,3240 -2,1972 -2,0706 -1,9087 -1,6857 -1,4035 -1,0946 -0,8039 -0,5625 -0,3763 -0,2369 -0,1399 -0,0901 -0,0903 -0,1312 -0,1913 -0,2406 -0,2421 -0,1599 0,0263 0,3073 0,6425 0,9752 1,2530 1,4420 1,5356 1,5535 1,5313 1,5078 1,5123 1,5546 1,6234 1,6983 1,7645 1,8218 1,8766 1,9286 1,9705 2,0017 2,0347 2,0851 2,1616 2,2652 2,3942 2,5462 2,7164 2,8955 3,0637 3,1902 3,2503 3,2399 3,1711 3,0583 2,9170 2,7678 2,6357 2,5373 2,4714 2,4244 2,3895 2,3733 2,3851 2,4257 2,4874 2,5592 2,6305 2,6917 2,7327 2,7411 2,7030 2,6054 2,4417 2,2187 1,9615 1,7087 1,4940 1,3285 1,2025 1,1059 1,0399 1,0126 1,0284 1,0818 1,1618 1,2585 1,3568 1,4293 1,4475 1,3999 1,2942 1,1428 0,9474 0,6932 0,3603 -0,0591 -0,5539 -1,0998 -1,6670 -2,2253 -2,7501 -3,2252 -3,6466 -4,0202 -4,3488 -4,6167 -4,7906 -4,8365 -4,7375 -4,5006 -4,1566 -3,7525 -3,3331 -2,9237 -2,5279 -2,1393 -1,7527 -1,3636 -0,9644 -0,5492 -0,1182 0,3296 0,8014 1,3021 1,8237 2,3482 2,8619 3,3620 3,8480 4,3102 4,7331 5,1130 5,4719 5,8448 6,2479 6,6591 7,0331 7,3311 7,5414 7,6829 7,7936 7,9079 8,0392 8,1793 8,3074 8,4015 8,4532 8,4761 8,4957 8,5308 8,5840 8,6482 8,7132 8,7712 8,8226 8,8731 8,9234 8,9697 9,0093 9,0337 9,0211 8,9466 8,8022 8,5984 8,3533 8,0855 7,8099 7,5333 7,2544 6,9669 6,6658 6,3481 6,0139 5,6669 5,3105 4,9445 4,5681 4,1841 3,7974 3,4097 3,0153 2,6075 2,1898 1,7752 1,3810 1,0233 0,7076 0,4201 0,1332 -0,1770 -0,5134 -0,8596 -1,2051 -1,5594 -1,9327 -2,3110 -2,6645 -2,9708 -3,2233 -3,4264 -3,5897 -3,7259 -3,8484 -3,9691 -4,0951 -4,2259 -4,3522 -4,4665 -4,5765 -4,7061 -4,8840 -5,1290 -5,4401 -5,7973 -6,1709 -6,5296 -6,8448 -7,0966 -7,2769 -7,3860 -7,4312 -7,4289 -7,3974 -7,3455 -7,2712 -7,1692 -7,0403 -6,8987 -6,7697 -6,6775 -6,6306 -6,6152 -6,6071 -6,5930 -6,5776 -6,5745 -6,5951 -6,6454 -6,7218 -6,8051 -6,8689 -6,8990 -6,8995 -6,8809 -6,8495 -6,8089 -6,7671 -6,7309 -6,6946 -6,6369 -6,5376 -6,3998 -6,2536 -6,1381 -6,0769 -6,0663 -6,0842 -6,1041 -6,1065 -6,0842 -6,0419 -5,9919 -5,9496 -5,9271 -5,9313 -5,9695 -6,0498 -6,1774 -6,3515 -6,5602 -6,7786 -6,9772 -7,1384 -7,2655 -7,3779 -7,4931 -7,6105 -7,7123 -7,7772 -7,7904 -7,7488 -7,6673 -7,5745 -7,5005 -7,4683 -7,4874 -7,5456 -7,6087 -7,6390 -7,6169 -7,5441 -7,4351 -7,3089 -7,1851 -7,0825 -7,0194 -7,0169 -7,0943 -7,2606 -7,5106 -7,8310 -8,2054 -8,6112 -9,0166 -9,3890 -9,7064 -9,9582 -10,1398 -10,2548 -10,3194 -10,3579 -10,3888 -10,4113 -10,4028 -10,3322 -10,1818 -9,9569 -9,6792 -9,3835 -9,1159 -8,9192 -8,8119 -8,7848 -8,8147 -8,8823 -8,9754 -9,0811 -9,1787 -9,2397 -9,2336 -9,1396 -8,9562 -8,7006 -8,4018 -8,0919 -7,7998 -7,5512 -7,3750 -7,3015 -7,3437 -7,4822 -7,6713 -7,8557 -7,9863 -8,0324 -7,9915 -7,8882 -7,7577 -7,6306 -7,5253 -7,4443 -7,3777 -7,3151 -7,2527 -7,1923 -7,1434 -7,1205 -7,1245 -7,1337 -7,1190 -7,0621 -6,9560 -6,8012 -6,6074 -6,3934 -6,1822 -5,9888 -5,8132 -5,6460 -5,4789 -5,3059 -5,1187 -4,9145 -4,7045 -4,5072 -4,3341 -4,1827 -4,0425 -3,9069 -3,7816 -3,6843 -3,6319 -3,6274 -3,6577 -3,7036 -3,7520 -3,7974 -3,8356 -3,8580 -3,8537 -3,8190 -3,7674 -3,7260 -3,7156 -3,7381 -3,7828 -3,8355 -3,8771 -3,8942 -3,8964 -3,9170 -3,9885 -4,1194 -4,2941 -4,4891 -4,6875 -4,8826 -5,0723 -5,2508 -5,4067 -5,5299 -5,6138 -5,6452 -5,6037 -5,4786 -5,2870 -5,0718 -4,8838 -4,7586 -4,6961 -4,6606 -4,6066 -4,5088 -4,3727 -4,2254 -4,0957 -3,9991 -3,9360 -3,8942 -3,8496 -3,7788 -3,6812 -3,5842 -3,5206 -3,5004 -3,5100 -3,5296 -3,5417 -3,5334 -3,5066 -3,4842 -3,4955 -3,5564 -3,6608 -3,7846 -3,8957 -3,9623 -3,9590 -3,8736 -3,7110 -3,4894 -3,2350 -2,9766 -2,7344 -2,5119 -2,3030 -2,1091 -1,9497 -1,8571 -1,8584 -1,9558 -2,1219 -2,3206 -2,5309 -2,7494 -2,9790 -3,2199 -3,4645 -3,6981 -3,9062 -4,0853 -4,2440 -4,3909 -4,5205 -4,6139 -4,6553 -4,6462 -4,6046 -4,5519 -4,5041 -4,4700 -4,4497 -4,4348 -4,4145 -4,3818 -4,3323 -4,2609 -4,1669 -4,0601 -3,9582 -3,8726 -3,8052 -3,7587 -3,7386 -3,7407 -3,7449 -3,7259 -3,6650 -3,5506 -3,3725 -3,1201 -2,7910 -2,3960 -1,9534 -1,4853 -1,0155 -0,5592 -0,1180 0,3087 0,7108 1,0680 1,3595 1,5787 1,7376 1,8581 1,9633 2,0764 2,2163 2,3873 2,5763 2,7614 2,9219 3,0447 3,1230 3,1570 3,1511 3,1101 3,0373 2,9338 2,7948 2,6145 2,3987 2,1646 1,9274 1,6917 1,4541 1,2134 0,9790 0,7675 0,5977 0,4873 0,4458 0,4728 0,5653 0,7174 0,9075 1,0923 1,2203 1,2524 1,1744 0,9968 0,7476 0,4620 0,1747 -0,0874 -0,3091 -0,4880 -0,6311 -0,7514 -0,8630 -0,9725 -1,0747 -1,1604 -1,2317 -1,3100 -1,4302 -1,6238 -1,8980 -2,2215 -2,5358 -2,7923 -2,9822 -3,1317 -3,2727 -3,4281 -3,6117 -3,8242 -4,0493 -4,2614 -4,4364 -4,5574 -4,6159 -4,6119 -4,5570 -4,4749 -4,3959 -4,3460 -4,3367 -4,3618 -4,3986 -4,4196 -4,4111 -4,3822 -4,3514
Fz    -2,2459 -2,4360 -2,5687 -2,6150 -2,5756 -2,4723 -2,3303 -2,1685 -1,9953 -1,8048 -1,5795 -1,3034 -0,9798 -0,6391 -0,3253 -0,0743 0,0972 0,1878 0,2018 0,1444 0,0279 -0,1217 -0,2683 -0,3759 -0,4155 -0,3683 -0,2305 -0,0189 0,2313 0,4808 0,6979 0,8653 0,9865 1,0854 1,1906 1,3172 1,4608 1,6024 1,7170 1,7813 1,7858 1,7444 1,6856 1,6298 1,5805 1,5355 1,4970 1,4681 1,4520 1,4583 1,4996 1,5797 1,6891 1,8118 1,9274 2,0092 2,0368 2,0093 1,9405 1,8458 1,7390 1,6335 1,5392 1,4551 1,3693 1,2721 1,1703 1,0842 1,0297 1,0061 1,0016 1,0065 1,0144 1,0152 0,9938 0,9377 0,8454 0,7270 0,5979 0,4718 0,3577 0,2587 0,1702 0,0787 -0,0287 -0,1497 -0,2665 -0,3592 -0,4135 -0,4251 -0,4003 -0,3529 -0,3021 -0,2730 -0,2894 -0,3618 -0,4844 -0,6399 -0,8140 -1,0103 -1,2480 -1,5427 -1,8903 -2,2682 -2,6491 -3,0110 -3,3367 -3,6121 -3,8310 -4,0013 -4,1368 -4,2390 -4,2905 -4,2655 -4,1465 -3,9334 -3,6446 -3,3082 -2,9493 -2,5813 -2,2072 -1,8223 -1,4175 -0,9847 -0,5208 -0,0289 0,4887 1,0372 1,6252 2,2513 2,9022 3,5624 4,2193 4,8554 5,4404 5,9364 6,3202 6,6069 6,8507 7,1146 7,4311 7,7869 8,1405 8,4506 8,6989 8,8972 9,0760 9,2595 9,4466 9,6159 9,7426 9,8156 9,8452 9,8583 9,8829 9,9328 10,0041 10,0823 10,1478 10,1817 10,1752 10,1338 10,0704 10,0004 9,9414 9,9026 9,8696 9,8087 9,6904 9,5040 9,2578 8,9730 8,6688 8,3518 8,0196 7,6732 7,3255 6,9984 6,7111 6,4704 6,2702 6,0937 5,9147 5,7012 5,4236 5,0626 4,6125 4,0832 3,4986 2,8901 2,2875 1,7185 1,2081 0,7695 0,3931 0,0498 -0,2892 -0,6388 -1,0046 -1,3881 -1,7834 -2,1710 -2,5227 -2,8106 -3,0147 -3,1303 -3,1732 -3,1793 -3,1938 -3,2565 -3,3877 -3,5809 -3,8038 -4,0177 -4,2053 -4,3813 -4,5800 -4,8307 -5,1358 -5,4688 -5,7943 -6,0873 -6,3392 -6,5528 -6,7304 -6,8647 -6,9444 -6,9699 -6,9571 -6,9266 -6,8923 -6,8566 -6,8179 -6,7771 -6,7342 -6,6836 -6,6196 -6,5448 -6,4703 -6,4094 -6,3719 -6,3608 -6,3743 -6,4108 -6,4676 -6,5304 -6,5759 -6,5903 -6,5807 -6,5622 -6,5391 -6,5019 -6,4364 -6,3342 -6,1927 -6,0095 -5,7859 -5,5416 -5,3184 -5,1612 -5,0920 -5,1016 -5,1610 -5,2396 -5,3179 -5,3904 -5,4586 -5,5249 -5,5919 -5,6659 -5,7554 -5,8649 -5,9920 -6,1331 -6,2902 -6,4709 -6,6817 -6,9231 -7,1897 -7,4757 -7,7764 -8,0829 -8,3778 -8,6400 -8,8524 -9,0032 -9,0879 -9,1118 -9,0880 -9,0304 -8,9490 -8,8504 -8,7393 -8,6196 -8,5002 -8,3950 -8,3143 -8,2560 -8,2087 -8,1641 -8,1250 -8,1049 -8,1229 -8,1986 -8,3466 -8,5713 -8,8661 -9,2164 -9,6003 -9,9864 -10,3390 -10,6325 -10,8568 -11,0109 -11,1016 -11,1479 -11,1778 -11,2108 -11,2413 -11,2393 -11,1701 -11,0205 -10,8064 -10,5604 -10,3163 -10,1029 -9,9387 -9,8267 -9,7569 -9,7165 -9,6962 -9,6905 -9,6988 -9,7211 -9,7492 -9,7606 -9,7238 -9,6094 -9,4010 -9,1036 -8,7473 -8,3811 -8,0635 -7,8530 -7,7934 -7,8912 -8,1072 -8,3714 -8,6126 -8,7806 -8,8547 -8,8436 -8,7765 -8,6850 -8,5890 -8,4995 -8,4247 -8,3680 -8,3238 -8,2815 -8,2348 -8,1836 -8,1289 -8,0656 -7,9841 -7,8801 -7,7646 -7,6601 -7,5860 -7,5472 -7,5361 -7,5401 -7,5404 -7,5095 -7,4237 -7,2795 -7,0918 -6,8800 -6,6638 -6,4646 -6,2983 -6,1644 -6,0463 -5,9224 -5,7793 -5,6209 -5,4720 -5,3657 -5,3214 -5,3364 -5,3968 -5,4905 -5,6086 -5,7416 -5,8767 -6,0035 -6,1256 -6,2635 -6,4380 -6,6508 -6,8789 -7,0868 -7,2457 -7,3432 -7,3858 -7,3956 -7,4039 -7,4429 -7,5357 -7,6923 -7,9154 -8,2059 -8,5610 -8,9659 -9,3917 -9,8013 -10,1590 -10,4348 -10,6053 -10,6565 -10,5935 -10,4445 -10,2541 -10,0716 -9,9361 -9,8624 -9,8341 -9,8141 -9,7696 -9,6903 -9,5854 -9,4716 -9,3657 -9,2792 -9,2132 -9,1581 -9,1022 -9,0431 -8,9909 -8,9608 -8,9578 -8,9682 -8,9639 -8,9191 -8,8259 -8,7021 -8,5841 -8,5087 -8,4935 -8,5297 -8,5873 -8,6289 -8,6249 -8,5635 -8,4507 -8,3022 -8,1337 -7,9516 -7,7509 -7,5238 -7,2711 -7,0078 -6,7584 -6,5464 -6,3840 -6,2700 -6,1928 -6,1405 -6,1131 -6,1241 -6,1893 -6,3139 -6,4863 -6,6823 -6,8768 -7,0536 -7,2067 -7,3358 -7,4380 -7,5032 -7,5187 -7,4800 -7,4006 -7,3110 -7,2455 -7,2297 -7,2739 -7,3702 -7,4946 -7,6200 -7,7274 -7,8070 -7,8561 -7,8839 -7,9112 -7,9604 -8,0412 -8,1434 -8,2440 -8,3182 -8,3506 -8,3413 -8,2993 -8,2297 -8,1229 -7,9578 -7,7145 -7,3847 -6,9753 -6,5063 -6,0071 -5,5121 -5,0514 -4,6413 -4,2821 -3,9640 -3,6742 -3,3970 -3,1130 -2,8075 -2,4795 -2,1413 -1,8122 -1,5130 -1,2622 -1,0722 -0,9458 -0,8745 -0,8406 -0,8272 -0,8264 -0,8407 -0,8783 -0,9446 -1,0388 -1,1624 -1,3206 -1,5092 -1,7096 -1,9033 -2,0831 -2,2492 -2,3980 -2,5204 -2,6115 -2,6745 -2,7112 -2,7129 -2,6637 -2,5525 -2,3846 -2,1846 -1,9877 -1,8301 -1,7398 -1,7314 -1,8046 -1,9431 -2,1148 -2,2817 -2,4207 -2,5343 -2,6396 -2,7504 -2,8724 -3,0079 -3,1580 -3,3196 -3,4845 -3,6487 -3,8207 -4,0189 -4,2620 -4,5519 -4,8640 -5,1597 -5,4120 -5,6186 -5,7995 -5,9848 -6,2003 -6,4581 -6,7575 -7,0899 -7,4358 -7,7610 -8,0236 -8,1907 -8,2536 -8,2292 -8,1538 -8,0708 -8,0132 -7,9922 -7,9956 -7,9920 -7,9422 -7,8161 -7,6068 -7,3316
F3    -2,6758 -2,8146 -2,8915 -2,8743 -2,7707 -2,6189 -2,4609 -2,3234 -2,2114 -2,1065 -1,9737 -1,7786 -1,5067 -1,1753 -0,8259 -0,5035 -0,2371 -0,0397 0,0801 0,1148 0,0712 -0,0229 -0,1294 -0,2112 -0,2341 -0,1674 0,0068 0,2771 0,5981 0,9102 1,1639 1,3310 1,4118 1,4354 1,4432 1,4673 1,5197 1,5929 1,6650 1,7123 1,7251 1,7159 1,7069 1,7103 1,7250 1,7484 1,7813 1,8238 1,8750 1,9410 2,0337 2,1555 2,2903 2,4122 2,4990 2,5372 2,5265 2,4804 2,4184 2,3545 2,2959 2,2485 2,2162 2,1950 2,1700 2,1241 2,0546 1,9794 1,9255 1,9109 1,9373 1,9943 2,0618 2,1111 2,1128 2,0477 1,9154 1,7342 1,5324 1,3364 1,1629 1,0142 0,8808 0,7474 0,6053 0,4654 0,3549 0,3003 0,3129 0,3831 0,4850 0,5878 0,6629 0,6873 0,6486 0,5487 0,3983 0,2094 -0,0127 -0,2764 -0,5957 -0,9728 -1,3897 -1,8188 -2,2393 -2,6418 -3,0208 -3,3667 -3,6717 -3,9381 -4,1752 -4,3814 -4,5323 -4,5935 -4,5442 -4,3843 -4,1272 -3,7924 -3,4047 -2,9907 -2,5720 -2,1596 -1,7536 -1,3466 -0,9286 -0,4915 -0,0268 0,4774 1,0325 1,6369 2,2734 2,9185 3,5523 4,1558 4,7048 5,1727 5,5472 5,8484 6,1281 6,4417 6,8137 7,2241 7,6271 7,9809 8,2685 8,5029 8,7183 8,9488 9,2070 9,4772 9,7295 9,9391 10,0978 10,2126 10,2973 10,3638 10,4192 10,4670 10,5056 10,5287 10,5324 10,5173 10,4850 10,4427 10,4084 10,3970 10,3999 10,3843 10,3144 10,1678 9,9418 9,6509 9,3158 8,9518 8,5678 8,1741 7,7892 7,4351 7,1270 6,8662 6,6376 6,4133 6,1637 5,8671 5,5123 5,0940 4,6105 4,0682 3,4869 2,8981 2,3370 1,8327 1,3996 1,0312 0,7039 0,3909 0,0738 -0,2585 -0,6177 -1,0148 -1,4466 -1,8903 -2,3124 -2,6813 -2,9724 -3,1725 -3,2873 -3,3430 -3,3804 -3,4440 -3,5667 -3,7532 -3,9750 -4,1923 -4,3862 -4,5743 -4,7962 -5,0854 -5,4471 -5,8556 -6,2659 -6,6321 -6,9218 -7,1236 -7,2419 -7,2838 -7,2556 -7,1703 -7,0502 -6,9198 -6,7985 -6,6974 -6,6212 -6,5694 -6,5359 -6,5113 -6,4867 -6,4547 -6,4103 -6,3540 -6,2928 -6,2386 -6,2051 -6,2068 -6,2501 -6,3192 -6,3815 -6,4140 -6,4177 -6,4053 -6,3830 -6,3445 -6,2768 -6,1683 -6,0108 -5,7998 -5,5426 -5,2722 -5,0440 -4,9078 -4,8752 -4,9138 -4,9711 -5,0029 -4,9902 -4,9384 -4,8657 -4,7937 -4,7441 -4,7339 -4,7717 -4,8544 -4,9704 -5,1116 -5,2822 -5,4926 -5,7453 -6,0304 -6,3324 -6,6355 -6,9245 -7,1816 -7,3844 -7,5132 -7,5611 -7,5353 -7,4518 -7,3327 -7,2026 -7,0868 -7,0077 -6,9742 -6,9739 -6,9787 -6,9662 -6,9336 -6,8936 -6,8584 -6,8284 -6,7953 -6,7531 -6,7079 -6,6824 -6,7100 -6,8197 -7,0230 -7,3123 -7,6664 -8,0554 -8,4421 -8,7905 -9,0796 -9,3052 -9,4714 -9,5847 -9,6581 -9,7111 -9,7602 -9,8059 -9,8269 -9,7896 -9,6700 -9,4702 -9,2166 -8,9518 -8,7222 -8,5611 -8,4771 -8,4585 -8,4884 -8,5550 -8,6517 -8,7696 -8,8916 -8,9923 -9,0408 -9,0064 -8,8666 -8,6164 -8,2755 -7,8874 -7,5088 -7,1978 -7,0091 -6,9847 -7,1322 -7,4073 -7,7253 -7,9964 -8,1585 -8,1907 -8,1130 -7,9753 -7,8294 -7,7034 -7,5995 -7,5063 -7,4137 -7,3177 -7,2161 -7,1072 -6,9933 -6,8794 -6,7638 -6,6350 -6,4843 -6,3176 -6,1519 -6,0052 -5,8878 -5,8012 -5,7441 -5,7110 -5,6849 -5,6421 -5,5655 -5,4479 -5,2895 -5,0992 -4,8968 -4,7046 -4,5355 -4,3885 -4,2490 -4,0981 -3,9309 -3,7665 -3,6345 -3,5523 -3,5175 -3,5203 -3,5531 -3,6075 -3,6690 -3,7201 -3,7501 -3,7671 -3,7993 -3,8799 -4,0241 -4,2198 -4,4358 -4,6352 -4,7834 -4,8622 -4,8813 -4,8771 -4,8966 -4,9753 -5,1275 -5,3540 -5,6494 -6,0049 -6,4066 -6,8285 -7,2316 -7,5724 -7,8143 -7,9336 -7,9257 -7,8117 -7,6349 -7,4458 -7,2884 -7,1900 -7,1497 -7,1348 -7,0981 -7,0099 -6,8738 -6,7165 -6,5650 -6,4346 -6,3309 -6,2530 -6,1902 -6,1261 -6,0536 -5,9836 -5,9353 -5,9191 -5,9282 -5,9419 -5,9344 -5,8868 -5,8010 -5,7060 -5,6439 -5,6449 -5,7110 -5,8157 -5,9189 -5,9841 -5,9883 -5,9244 -5,7993 -5,6290 -5,4316 -5,2211 -5,0060 -4,7923 -4,5860 -4,3934 -4,2231 -4,0895 -4,0090 -3,9857 -4,0062 -4,0569 -4,1419 -4,2775 -4,4718 -4,7150 -4,9833 -5,2487 -5,4903 -5,7009 -5,8840 -6,0418 -6,1656 -6,2405 -6,2586 -6,2274 -6,1673 -6,1019 -6,0489 -6,0176 -6,0075 -6,0091 -6,0118 -6,0084 -5,9910 -5,9516 -5,8935 -5,8347 -5,7935 -5,7734 -5,7646 -5,7588 -5,7551 -5,7531 -5,7479 -5,7309 -5,6904 -5,6093 -5,4641 -5,2357 -4,9219 -4,5394 -4,1142 -3,6749 -3,2484 -2,8516 -2,4885 -2,1557 -1,8490 -1,5664 -1,3065 -1,0629 -0,8234 -0,5765 -0,3146 -0,0342 0,2580 0,5421 0,7939 0,9987 1,1557 1,2710 1,3480 1,3814 1,3600 1,2768 1,1391 0,9643 0,7634 0,5367 0,2887 0,0351 -0,2101 -0,4469 -0,6829 -0,9175 -1,1358 -1,3197 -1,4555 -1,5341 -1,5495 -1,4981 -1,3780 -1,1966 -0,9806 -0,7740 -0,6235 -0,5623 -0,6020 -0,7343 -0,9347 -1,1644 -1,3782 -1,5439 -1,6570 -1,7357 -1,8047 -1,8838 -1,9865 -2,1195 -2,2783 -2,4479 -2,6159 -2,7888 -2,9939 -3,2632 -3,6050 -3,9869 -4,3504 -4,6463 -4,8604 -5,0107 -5,1307 -5,2561 -5,4167 -5,6256 -5,8754 -6,1412 -6,3850 -6,5656 -6,6550 -6,6508 -6,5762 -6,4706 -6,3777 -6,3298 -6,3389 -6,3937 -6,4618 -6,4996 -6,4719 -6,3651 -6,1872
F7    -2,7425 -2,7601 -2,7243 -2,6282 -2,4907 -2,3447 -2,2189 -2,1298 -2,0774 -2,0372 -1,9626 -1,8103 -1,5712 -1,2788 -0,9858 -0,7315 -0,5265 -0,3653 -0,2434 -0,1561 -0,0879 -0,0172 0,0672 0,1661 0,2835 0,4319 0,6231 0,8544 1,1035 1,3365 1,5188 1,6224 1,6387 1,5855 1,4977 1,4110 1,3504 1,3249 1,3270 1,3389 1,3461 1,3476 1,3519 1,3649 1,3863 1,4152 1,4539 1,5055 1,5736 1,6641 1,7855 1,9390 2,1074 2,2620 2,3797 2,4546 2,4988 2,5316 2,5642 2,5918 2,6053 2,6049 2,6038 2,6151 2,6374 2,6530 2,6437 2,6088 2,5690 2,5526 2,5742 2,6265 2,6863 2,7241 2,7128 2,6369 2,4998 2,3209 2,1265 1,9406 1,7803 1,6555 1,5661 1,4993 1,4365 1,3679 1,3007 1,2535 1,2425 1,2717 1,3359 1,4269 1,5313 1,6263 1,6874 1,6989 1,6554 1,5565 1,3977 1,1663 0,8532 0,4714 0,0551 -0,3610 -0,7587 -1,1354 -1,4947 -1,8369 -2,1567 -2,4492 -2,7125 -2,9366 -3,0957 -3,1605 -3,1207 -2,9913 -2,8012 -2,5807 -2,3523 -2,1267 -1,9020 -1,6685 -1,4159 -1,1355 -0,8234 -0,4834 -0,1210 0,2667 0,6902 1,1546 1,6543 2,1766 2,7067 3,2301 3,7324 4,1975 4,6131 4,9852 5,3446 5,7300 6,1596 6,6177 7,0700 7,4881 7,8633 8,2046 8,5291 8,8504 9,1698 9,4726 9,7344 9,9300 10,0462 10,0905 10,0901 10,0763 10,0682 10,0667 10,0603 10,0365 9,9886 9,9139 9,8083 9,6745 9,5303 9,3987 9,2865 9,1800 9,0595 8,9083 8,7157 8,4826 8,2212 7,9456 7,6634 7,3786 7,0985 6,8321 6,5794 6,3261 6,0460 5,7156 5,3314 4,9167 4,5072 4,1241 3,7611 3,3956 3,0127 2,6194 2,2413 1,9097 1,6422 1,4283 1,2331 1,0188 0,7644 0,4664 0,1258 -0,2542 -0,6568 -1,0477 -1,3921 -1,6735 -1,8947 -2,0666 -2,2000 -2,3049 -2,3959 -2,4960 -2,6303 -2,8102 -3,0246 -3,2499 -3,4701 -3,6870 -3,9155 -4,1712 -4,4585 -4,7643 -5,0604 -5,3133 -5,4989 -5,6133 -5,6721 -5,6979 -5,7105 -5,7219 -5,7328 -5,7305 -5,6976 -5,6262 -5,5253 -5,4147 -5,3127 -5,2289 -5,1619 -5,1017 -5,0350 -4,9551 -4,8676 -4,7881 -4,7372 -4,7351 -4,7917 -4,8892 -4,9845 -5,0393 -5,0448 -5,0137 -4,9615 -4,8977 -4,8302 -4,7680 -4,7115 -4,6431 -4,5409 -4,4130 -4,3042 -4,2568 -4,2683 -4,2942 -4,2840 -4,2134 -4,0919 -3,9515 -3,8283 -3,7501 -3,7311 -3,7693 -3,8522 -3,9668 -4,1031 -4,2551 -4,4258 -4,6200 -4,8279 -5,0255 -5,1930 -5,3249 -5,4248 -5,4950 -5,5302 -5,5236 -5,4775 -5,4018 -5,3051 -5,1939 -5,0801 -4,9889 -4,9540 -4,9965 -5,1013 -5,2193 -5,3022 -5,3327 -5,3222 -5,2898 -5,2459 -5,1861 -5,1010 -4,9950 -4,8953 -4,8416 -4,8676 -4,9874 -5,1936 -5,4642 -5,7698 -6,0752 -6,3475 -6,5685 -6,7364 -6,8577 -6,9449 -7,0197 -7,1087 -7,2283 -7,3702 -7,4944 -7,5459 -7,4868 -7,3190 -7,0796 -6,8232 -6,6049 -6,4598 -6,3922 -6,3875 -6,4324 -6,5231 -6,6578 -6,8223 -6,9863 -7,1121 -7,1660 -7,1278 -6,9959 -6,7864 -6,5290 -6,2610 -6,0144 -5,8079 -5,6566 -5,5852 -5,6139 -5,7301 -5,8838 -6,0142 -6,0774 -6,0557 -5,9567 -5,8102 -5,6534 -5,5154 -5,4090 -5,3292 -5,2607 -5,1919 -5,1204 -5,0499 -4,9929 -4,9643 -4,9615 -4,9612 -4,9402 -4,8899 -4,8109 -4,7072 -4,5851 -4,4519 -4,3191 -4,2022 -4,1103 -4,0391 -3,9737 -3,8905 -3,7625 -3,5753 -3,3372 -3,0709 -2,7976 -2,5335 -2,2937 -2,0966 -1,9638 -1,9142 -1,9508 -2,0527 -2,1810 -2,2975 -2,3806 -2,4250 -2,4322 -2,4051 -2,3507 -2,2855 -2,2353 -2,2257 -2,2637 -2,3335 -2,4111 -2,4753 -2,5069 -2,4939 -2,4458 -2,3990 -2,3987 -2,4689 -2,6031 -2,7817 -2,9897 -3,2195 -3,4635 -3,7054 -3,9183 -4,0741 -4,1546 -4,1539 -4,0783 -3,9502 -3,8057 -3,6851 -3,6231 -3,6368 -3,7114 -3,7997 -3,8465 -3,8192 -3,7190 -3,5670 -3,3823 -3,1768 -2,9637 -2,7601 -2,5758 -2,4080 -2,2544 -2,1246 -2,0329 -1,9848 -1,9766 -2,0005 -2,0410 -2,0759 -2,0961 -2,1194 -2,1786 -2,2946 -2,4573 -2,6293 -2,7671 -2,8420 -2,8429 -2,7705 -2,6337 -2,4479 -2,2328 -2,0081 -1,7873 -1,5759 -1,3737 -1,1808 -1,0104 -0,8966 -0,8789 -0,9669 -1,1245 -1,3008 -1,4704 -1,6370 -1,8158 -2,0194 -2,2489 -2,4908 -2,7271 -2,9518 -3,1710 -3,3847 -3,5770 -3,7259 -3,8170 -3,8520 -3,8489 -3,8314 -3,8159 -3,8077 -3,8022 -3,7879 -3,7549 -3,6993 -3,6203 -3,5219 -3,4210 -3,3450 -3,3159 -3,3348 -3,3857 -3,4520 -3,5217 -3,5811 -3,6148 -3,6088 -3,5513 -3,4298 -3,2313 -2,9497 -2,5924 -2,1773 -1,7266 -1,2680 -0,8301 -0,4235 -0,0348 0,3518 0,7345 1,0952 1,4124 1,6775 1,9027 2,1099 2,3175 2,5390 2,7821 3,0404 3,2962 3,5330 3,7395 3,9058 4,0219 4,0797 4,0730 3,9995 3,8662 3,6889 3,4785 3,2371 2,9702 2,6945 2,4288 2,1790 1,9365 1,6944 1,4618 1,2576 1,1002 1,0032 0,9684 0,9835 1,0334 1,1075 1,1942 1,2756 1,3306 1,3389 1,2833 1,1546 0,9585 0,7191 0,4748 0,2615 0,0930 -0,0420 -0,1692 -0,3148 -0,4938 -0,7006 -0,9091 -1,0848 -1,2066 -1,2822 -1,3460 -1,4405 -1,5891 -1,7798 -1,9772 -2,1502 -2,2910 -2,4090 -2,5169 -2,6287 -2,7606 -2,9217 -3,1078 -3,3061 -3,4995 -3,6671 -3,7896 -3,8603 -3,8891 -3,8922 -3,8787 -3,8500 -3,8080 -3,7586 -3,7084 -3,6567 -3,5958 -3,5182 -3,4218
