Fp1   -4,0880 -4,8104 -5,3064 -5,5889 -5,6615 -5,5313 -5,1825 -4,5515 -3,5904 -2,3661 -1,0586 0,1475 1,1613 1,9903 2,6782 3,2461 3,6771 3,9464 4,0625 4,0662 3,9936 3,8563 3,6468 3,3651 3,0515 2,7576 2,4538 2,0065 1,2930 0,3330 -0,7068 -1,6228 -2,2736 -2,5861 -2,5235 -2,1035 -1,4321 -0,6798 -0,0057 0,5092 0,8750 1,1394 1,3132 1,3587 1,2495 1,0167 0,7381 0,5212 0,4866 0,7292 1,2827 2,0961 3,0168 3,8290 4,3476 4,4730 4,1962 3,6023 2,8424 2,0627 1,3725 0,8708 0,6463 0,7304 1,0864 1,6473 2,3349 3,0589 3,7298 4,2795 4,6801 4,9518 5,1508 5,3393 5,5452 5,7386 5,8552 5,8567 5,7694 5,6656 5,6103 5,6123 5,6172 5,5748 5,5226 5,5751 5,8471 6,4033 7,2508 8,3460 9,5979 10,8631 11,9654 12,7652 13,2167 13,3407 13,1492 12,6098 11,6668 10,2735 8,4106 6,0988 3,3968 0,3837 -2,8518 -6,2153 -9,6173 -12,9879 -16,2852 -19,4741 -22,4955 -25,2734 -27,7433 -29,8484 -31,5190 -32,6794 -33,2805 -33,3257 -32,8858 -32,1084 -31,1843 -30,2593 -29,3648 -28,4443 -27,4430 -26,3712 -25,2916 -24,2657 -23,3120 -22,3965 -21,4425 -20,3475 -19,0064 -17,3557 -15,4247 -13,3484 -11,3319 -9,5752 -8,1992 -7,2211 -6,5622 -6,0518 -5,4599 -4,5725 -3,2598 -1,5071 0,5745 2,7721 4,8537 6,6618 8,1331 9,2628 10,0862 10,6796 11,1439 11,5640 11,9591 12,2610 12,3535 12,1356 11,5594 10,6478 9,4935 8,2119 6,8772 5,5189 4,1760 2,9203 1,8147 0,8658 0,0382 -0,7027 -1,3720 -1,9671 -2,4699 -2,8564 -3,1105 -3,2312 -3,2460 -3,2254 -3,2532 -3,3814 -3,6376 -4,0537 -4,6537 -5,4150 -6,2620 -7,1045 -7,8653 -8,4609 -8,7883 -8,7814 -8,4876 -8,0609 -7,6724 -7,4294 -7,3692 -7,4915 -7,7679 -8,1418 -8,5552 -8,9881 -9,4644 -10,0041 -10,5726 -11,0975 -11,5387 -11,9228 -12,3045 -12,7130 -13,1417 -13,5536 -13,8779 -14,0298 -13,9641 -13,7056 -13,3224 -12,8690 -12,3420 -11,6692 -10,7524 -9,5541 -8,1443 -6,6633 -5,2547 -4,0088 -2,9282 -1,9589 -1,0591 -0,2195 0,5549 1,2521 1,8622 2,3905 2,8422 3,1928 3,3733 3,2738 2,7802 1,8365 0,4826 -1,1575 -2,9138 -4,6206 -6,1646 -7,4990 -8,6125 -9,5039 -10,2032 -10,8012 -11,4286 -12,1971 -13,1583 -14,3015 -15,5833 -16,9522 -18,3284 -19,5757 -20,5347 -21,0920 -21,2122 -20,9399 -20,4134 -19,8497 -19,4596 -19,3518 -19,4975 -19,7649 -19,9991 -20,1003 -20,0500 -19,8737 -19,5963 -19,2398 -18,8411 -18,4414 -18,0540 -17,6586 -17,2318 -16,7729 -16,2954 -15,8120 -15,3424 -14,9154 -14,5526 -14,2626 -14,0537 -13,9410 -13,9412 -14,0566 -14,2641 -14,5360 -14,8770 -15,3205 -15,8801 -16,5135 -17,1325 -17,6196 -17,8374 -17,6790 -17,1380 -16,3100 -15,3407 -14,3794 -13,5338 -12,8392 -12,2741 -11,8005 -11,3869 -10,9949 -10,5583 -10,0084 -9,3352 -8,6110 -7,9445 -7,4158 -7,0465 -6,8117 -6,6782 -6,6498 -6,7770 -7,1131 -7,6713 -8,4106 -9,2341 -10,0049 -10,5974 -10,9502 -11,0633 -10,9517 -10,6014 -9,9678 -9,0206 -7,7917 -6,3855 -4,9519 -3,6492 -2,6168 -1,9578 -1,7177 -1,8580 -2,2547 -2,7547 -3,2568 -3,7347 -4,1904 -4,6125 -4,9724 -5,2402 -5,4118 -5,5368 -5,7107 -6,0172 -6,4781 -7,0684 -7,7550 -8,4834 -9,1408 -9,5595 -9,5752 -9,1264 -8,3100 -7,3006 -6,2265 -5,1500 -4,1159 -3,1789 -2,4047 -1,8525 -1,5289 -1,3593 -1,2445 -1,1498 -1,1112 -1,1586 -1,2631 -1,3518 -1,3484 -1,2122 -0,9737 -0,7190 -0,5154 -0,3459 -0,1115 0,3001 0,9279 1,7058 2,4848 3,0699 3,2850 3,0712 2,5464 1,9654 1,6058 1,6536 2,1297 2,8657 3,5553 3,8836 3,6514 2,8289 1,5533 0,0805 -1,3203 -2,4757 -3,3426 -3,9676 -4,4364 -4,8321 -5,1920 -5,4801 -5,6168 -5,5562 -5,3339 -5,0250 -4,6614 -4,2048 -3,6035 -2,8544 -2,0011 -1,0946 -0,1758 0,7109 1,5122 2,1872 2,7132 3,0697 3,2343 3,1951 2,9571 2,5470 2,0326 1,5303 1,1667 1,0194 1,0798 1,2490 1,3901 1,4133 1,3148 1,1483 0,9960 0,9478 1,0597 1,3161 1,6408 1,9469 2,1776 2,3129 2,3456 2,2816 2,1731 2,1004 2,0762 2,0017 1,7508 1,2879 0,6946 0,0890 -0,4560 -0,9106 -1,2455 -1,4415 -1,5373 -1,6279 -1,8039 -2,1149 -2,5730 -3,1638 -3,8637 -4,6691 -5,6106 -6,7199 -7,9813 -9,3454 -10,7875 -12,3048 -13,8551 -15,3521 -16,7290 -17,9701 -19,0929 -20,1288 -21,1124 -22,0678 -23,0159 -23,9942 -25,0535 -26,2205 -27,4559 -28,6443 -29,6334 -30,3050 -30,6160 -30,5737 -30,2112 -29,6030 -28,8655 -28,1211 -27,4775 -27,0160 -26,7632 -26,6721 -26,6431 -26,5699 -26,3810 -26,0522 -25,5928 -25,0203 -24,3516 -23,6094 -22,8148 -21,9784 -21,1181 -20,2622 -19,4102 -18,5262 -17,5958 -16,6689 -15,8190 -15,0662 -14,3617 -13,6533 -12,9495 -12,3161 -11,8291 -11,5277 -11,3974 -11,4053 -11,5542 -11,8816 -12,3902 -12,9911 -13,5387 -13,9355 -14,1950 -14,4061 -14,6583 -15,0007 -15,4395 -15,9741 -16,6456 -17,5224 -18,6216 -19,8732 -21,1631 -22,3908 -23,4964 -24,4569 -25,2607 -25,8933 -26,3522 -26,6606 -26,8467 -26,9244 -26,8978 -26,7627 -26,5147 -26,1801 -25,8279 -25,5362 -25,3428 -25,2260 -25,1182 -24,9281 -24,5693 -24,0086 -23,2923 -22,5213 -21,8050 -21,2166 -20,7627 -20,4038 -20,1247 -19,9835 -20,0903 -20,5376 -21,3469 -22,4717 -23,8360 -25,3631 -26,9711 -28,5550 -29,9922 -31,1707 -32,0256 -32,5716 -32,8874 -33,0342 -32,9904 -32,6707 -31,9849 -30,8770 -29,3490 -27,4684 -25,3430 -23,0752 -20,7196 -18,2869 -15,8106
Fz    -0,8064 -1,1822 -1,4811 -1,7043 -1,8397 -1,8713 -1,7758 -1,5184 -1,0823 -0,5166 0,0659 0,5511 0,8842 1,0729 1,1528 1,1565 1,1011 0,9924 0,8418 0,6678 0,4836 0,2964 0,1189 -0,0233 -0,0936 -0,0716 0,0094 0,0644 0,0196 -0,1288 -0,3214 -0,4920 -0,6048 -0,6414 -0,5794 -0,4081 -0,1574 0,1072 0,3268 0,4849 0,6046 0,7131 0,8036 0,8396 0,8003 0,7086 0,6121 0,5558 0,5737 0,6905 0,9183 1,2429 1,6045 1,9081 2,0682 2,0372 1,8102 1,4295 0,9759 0,5340 0,1666 -0,0833 -0,1876 -0,1400 0,0446 0,3410 0,7186 1,1383 1,5530 1,9156 2,1928 2,3778 2,4910 2,5625 2,6098 2,6332 2,6291 2,6028 2,5682 2,5396 2,5300 2,5460 2,5823 2,6375 2,7387 2,9249 3,2076 3,5609 3,9484 4,3479 4,7479 5,1258 5,4422 5,6652 5,7908 5,8304 5,7804 5,6118 5,2831 4,7568 4,0094 3,0375 1,8592 0,5109 -0,9520 -2,4593 -3,9450 -5,3671 -6,7132 -7,9827 -9,1637 -10,2312 -11,1562 -11,9042 -12,4297 -12,6893 -12,6741 -12,4294 -12,0436 -11,6218 -11,2529 -10,9707 -10,7354 -10,4644 -10,0923 -9,6075 -9,0453 -8,4536 -7,8628 -7,2719 -6,6495 -5,9508 -5,1427 -4,2246 -3,2315 -2,2244 -1,2807 -0,4722 0,1628 0,6279 0,9668 1,2629 1,6212 2,1288 2,8308 3,7266 4,7655 5,8468 6,8524 7,6980 8,3506 8,8147 9,1244 9,3413 9,5365 9,7622 10,0272 10,2850 10,4541 10,4585 10,2551 9,8468 9,2811 8,6248 7,9266 7,2151 6,5222 5,8853 5,3223 4,8130 4,3179 3,8133 3,3070 2,8312 2,4251 2,1213 1,9410 1,8905 1,9475 2,0586 2,1641 2,2207 2,1948 2,0526 1,7725 1,3649 0,8733 0,3530 -0,1425 -0,5514 -0,8025 -0,8544 -0,7369 -0,5371 -0,3469 -0,2263 -0,2038 -0,2890 -0,4711 -0,7143 -0,9775 -1,2427 -1,5162 -1,7967 -2,0481 -2,2193 -2,2886 -2,2791 -2,2298 -2,1622 -2,0771 -1,9679 -1,8206 -1,6130 -1,3349 -1,0090 -0,6825 -0,3941 -0,1437 0,1144 0,4430 0,8722 1,3722 1,8741 2,3172 2,6851 3,0107 3,3425 3,7065 4,0952 4,4738 4,7948 5,0256 5,1644 5,2218 5,2019 5,1020 4,9146 4,6281 4,2373 3,7551 3,2136 2,6529 2,1026 1,5710 1,0545 0,5548 0,0793 -0,3752 -0,8332 -1,3303 -1,8917 -2,5181 -3,1909 -3,8896 -4,6031 -5,3148 -5,9786 -6,5236 -6,8872 -7,0415 -7,0011 -6,8218 -6,5941 -6,4199 -6,3754 -6,4792 -6,6898 -6,9390 -7,1736 -7,3703 -7,5197 -7,6126 -7,6439 -7,6190 -7,5432 -7,4105 -7,2128 -6,9600 -6,6837 -6,4165 -6,1768 -5,9732 -5,8093 -5,6797 -5,5738 -5,4861 -5,4186 -5,3805 -5,3873 -5,4547 -5,5946 -5,8182 -6,1281 -6,5008 -6,8833 -7,2090 -7,4139 -7,4485 -7,2974 -6,9994 -6,6370 -6,3015 -6,0631 -5,9479 -5,9309 -5,9542 -5,9598 -5,9132 -5,8037 -5,6249 -5,3672 -5,0353 -4,6639 -4,3056 -3,9985 -3,7531 -3,5631 -3,4231 -3,3421 -3,3446 -3,4551 -3,6835 -4,0187 -4,4235 -4,8335 -5,1786 -5,4111 -5,5117 -5,4777 -5,3058 -4,9883 -4,5282 -3,9592 -3,3439 -2,7525 -2,2471 -1,8829 -1,7052 -1,7311 -1,9289 -2,2209 -2,5169 -2,7582 -2,9331 -3,0594 -3,1595 -3,2450 -3,3128 -3,3540 -3,3690 -3,3724 -3,3806 -3,4029 -3,4534 -3,5585 -3,7340 -3,9564 -4,1596 -4,2625 -4,2167 -4,0360 -3,7697 -3,4522 -3,0981 -2,7256 -2,3626 -2,0388 -1,7788 -1,5849 -1,4244 -1,2558 -1,0725 -0,8994 -0,7473 -0,5912 -0,3917 -0,1266 0,1901 0,5023 0,7333 0,8377 0,8474 0,8636 0,9952 1,2932 1,7275 2,2016 2,5867 2,7724 2,7184 2,4769 2,1709 1,9395 1,8833 2,0290 2,3132 2,6006 2,7471 2,6637 2,3393 1,8334 1,2530 0,7101 0,2733 -0,0500 -0,2961 -0,5144 -0,7405 -0,9750 -1,1783 -1,2902 -1,2688 -1,1196 -0,8884 -0,6274 -0,3685 -0,1268 0,0873 0,2684 0,4233 0,5678 0,7131 0,8609 1,0094 1,1536 1,2809 1,3741 1,4142 1,3841 1,2812 1,1373 1,0174 0,9884 1,0873 1,3062 1,5904 1,8623 2,0615 2,1637 2,1742 2,1242 2,0719 2,0784 2,1674 2,3091 2,4452 2,5273 2,5361 2,4780 2,3784 2,2827 2,2385 2,2478 2,2473 2,1541 1,9345 1,6231 1,2834 0,9593 0,6696 0,4257 0,2311 0,0678 -0,0928 -0,2631 -0,4391 -0,6215 -0,8233 -1,0631 -1,3617 -1,7386 -2,1976 -2,7161 -3,2611 -3,8186 -4,3886 -4,9550 -5,4841 -5,9530 -6,3642 -6,7363 -7,0906 -7,4377 -7,7750 -8,1048 -8,4496 -8,8462 -9,3241 -9,8808 -10,4684 -11,0083 -11,4364 -11,7301 -11,8937 -11,9372 -11,8807 -11,7598 -11,6130 -11,4699 -11,3485 -11,2462 -11,1346 -10,9719 -10,7242 -10,3807 -9,9508 -9,4547 -8,9167 -8,3614 -7,8053 -7,2496 -6,6921 -6,1468 -5,6410 -5,1811 -4,7400 -4,2936 -3,8560 -3,4623 -3,1250 -2,8217 -2,5278 -2,2483 -2,0141 -1,8585 -1,7973 -1,8213 -1,9119 -2,0708 -2,3207 -2,6632 -3,0404 -3,3578 -3,5503 -3,6201 -3,6147 -3,5877 -3,5818 -3,6302 -3,7607 -4,0038 -4,3847 -4,8955 -5,4838 -6,0822 -6,6454 -7,1648 -7,6519 -8,1121 -8,5352 -8,9069 -9,2232 -9,4898 -9,7122 -9,8848 -9,9907 -10,0224 -10,0065 -9,9975 -10,0436 -10,1549 -10,2986 -10,4226 -10,4765 -10,4165 -10,2159 -9,8829 -9,4669 -9,0425 -8,6739 -8,3846 -8,1610 -7,9913 -7,8969 -7,9254 -8,1171 -8,4800 -8,9946 -9,6353 -10,3780 -11,1820 -11,9783 -12,6848 -13,2343 -13,5987 -13,8048 -13,9180 -13,9890 -14,0088 -13,9172 -13,6438 -13,1458 -12,4288 -11,5477 -10,5822 -9,6000 -8,6295 -7,6647 -6,7025
F3    -1,1569 -1,5965 -1,9457 -2,2030 -2,3583 -2,4024 -2,3240 -2,0971 -1,7029 -1,1736 -0,5958 -0,0617 0,3781 0,7175 0,9664 1,1280 1,1977 1,1755 1,0786 0,9323 0,7553 0,5620 0,3728 0,2164 0,1279 0,1263 0,1764 0,1927 0,1060 -0,0779 -0,2919 -0,4716 -0,5902 -0,6368 -0,5874 -0,4193 -0,1468 0,1739 0,4785 0,7338 0,9473 1,1375 1,2926 1,3695 1,3402 1,2233 1,0719 0,9486 0,9115 1,0014 1,2323 1,5804 1,9710 2,2946 2,4581 2,4155 2,1679 1,7637 1,2884 0,8282 0,4458 0,1878 0,0914 0,1715 0,4095 0,7594 1,1622 1,5594 1,9026 2,1603 2,3239 2,4111 2,4580 2,4980 2,5406 2,5703 2,5665 2,5261 2,4689 2,4242 2,4142 2,4402 2,4798 2,5181 2,5824 2,7269 2,9856 3,3500 3,7868 4,2626 4,7502 5,2112 5,5909 5,8469 5,9759 6,0004 5,9313 5,7491 5,4130 4,8749 4,0878 3,0212 1,6798 0,1124 -1,5950 -3,3427 -5,0454 -6,6502 -8,1383 -9,5070 -10,7491 -11,8513 -12,7994 -13,5707 -14,1258 -14,4230 -14,4469 -14,2230 -13,8157 -13,3183 -12,8283 -12,4046 -12,0379 -11,6708 -11,2493 -10,7576 -10,2157 -9,6558 -9,0995 -8,5462 -7,9706 -7,3324 -6,5935 -5,7365 -4,7773 -3,7702 -2,7995 -1,9476 -1,2614 -0,7436 -0,3546 -0,0081 0,4075 0,9845 1,7683 2,7565 3,8975 5,0885 6,2075 7,1638 7,9172 8,4648 8,8354 9,0878 9,2914 9,4978 9,7175 9,9122 10,0153 9,9664 9,7314 9,3103 8,7377 8,0645 7,3310 6,5658 5,8055 5,0960 4,4656 3,9054 3,3846 2,8823 2,3988 1,9523 1,5732 1,2984 1,1608 1,1725 1,3085 1,5065 1,6964 1,8245 1,8502 1,7385 1,4719 1,0632 0,5555 0,0063 -0,5241 -0,9676 -1,2527 -1,3450 -1,2821 -1,1517 -1,0348 -0,9723 -0,9751 -1,0458 -1,1805 -1,3609 -1,5640 -1,7833 -2,0295 -2,3032 -2,5735 -2,7968 -2,9563 -3,0714 -3,1682 -3,2502 -3,3022 -3,3106 -3,2634 -3,1435 -2,9418 -2,6743 -2,3772 -2,0817 -1,7887 -1,4590 -1,0360 -0,4934 0,1372 0,7845 1,3822 1,9082 2,3941 2,8897 3,4172 3,9583 4,4676 4,8908 5,1896 5,3577 5,4084 5,3583 5,2194 4,9915 4,6610 4,2166 3,6655 3,0352 2,3665 1,6981 1,0510 0,4308 -0,1560 -0,6988 -1,2002 -1,6906 -2,2180 -2,8192 -3,4984 -4,2290 -4,9803 -5,7382 -6,4884 -7,1843 -7,7497 -8,1154 -8,2488 -8,1626 -7,9160 -7,6070 -7,3473 -7,2239 -7,2648 -7,4345 -7,6659 -7,9019 -8,1095 -8,2675 -8,3574 -8,3713 -8,3171 -8,2071 -8,0456 -7,8319 -7,5746 -7,2975 -7,0273 -6,7818 -6,5707 -6,3968 -6,2528 -6,1267 -6,0095 -5,8946 -5,7795 -5,6699 -5,5803 -5,5351 -5,5699 -5,7148 -5,9707 -6,3043 -6,6580 -6,9580 -7,1241 -7,1033 -6,9064 -6,6040 -6,2876 -6,0357 -5,8863 -5,8220 -5,7862 -5,7183 -5,5820 -5,3660 -5,0674 -4,6880 -4,2502 -3,8067 -3,4219 -3,1377 -2,9580 -2,8585 -2,8084 -2,7950 -2,8365 -2,9666 -3,2093 -3,5652 -4,0029 -4,4554 -4,8401 -5,0888 -5,1652 -5,0614 -4,7846 -4,3487 -3,7793 -3,1225 -2,4433 -1,8118 -1,2888 -0,9216 -0,7421 -0,7548 -0,9240 -1,1792 -1,4448 -1,6764 -1,8697 -2,0400 -2,2030 -2,3653 -2,5234 -2,6727 -2,8181 -2,9742 -3,1493 -3,3358 -3,5278 -3,7388 -3,9835 -4,2418 -4,4472 -4,5169 -4,4070 -4,1447 -3,7951 -3,4047 -2,9952 -2,5847 -2,1909 -1,8303 -1,5220 -1,2757 -1,0745 -0,8928 -0,7316 -0,6128 -0,5379 -0,4715 -0,3646 -0,1851 0,0624 0,3285 0,5402 0,6551 0,7037 0,7758 0,9624 1,3012 1,7608 2,2542 2,6619 2,8755 2,8512 2,6346 2,3405 2,0995 2,0051 2,0818 2,2710 2,4502 2,4911 2,3155 1,9146 1,3433 0,7037 0,1052 -0,3816 -0,7421 -1,0018 -1,2009 -1,3734 -1,5308 -1,6543 -1,7078 -1,6682 -1,5499 -1,3916 -1,2199 -1,0320 -0,8192 -0,5881 -0,3524 -0,1135 0,1387 0,4079 0,6835 0,9496 1,1915 1,3910 1,5289 1,5900 1,5644 1,4552 1,2964 1,1575 1,1148 1,2133 1,4453 1,7498 2,0395 2,2456 2,3378 2,3175 2,2157 2,0939 2,0186 2,0195 2,0746 2,1366 2,1666 2,1485 2,0829 1,9863 1,9013 1,8784 1,9232 1,9723 1,9413 1,7969 1,5768 1,3429 1,1307 0,9442 0,7787 0,6243 0,4550 0,2421 -0,0165 -0,2976 -0,5812 -0,8670 -1,1682 -1,5042 -1,8973 -2,3598 -2,8808 -3,4402 -4,0387 -4,6886 -5,3738 -6,0476 -6,6694 -7,2276 -7,7328 -8,2009 -8,6396 -9,0474 -9,4287 -9,8087 -10,2278 -10,7176 -11,2747 -11,8479 -12,3565 -12,7355 -12,9665 -13,0643 -13,0498 -12,9472 -12,7876 -12,6016 -12,4173 -12,2600 -12,1382 -12,0324 -11,9063 -11,7302 -11,4934 -11,1960 -10,8377 -10,4183 -9,9456 -9,4342 -8,8926 -8,3243 -7,7460 -7,1888 -6,6670 -6,1645 -5,6676 -5,1947 -4,7760 -4,4117 -4,0655 -3,7020 -3,3229 -2,9673 -2,6871 -2,5193 -2,4681 -2,5169 -2,6580 -2,9004 -3,2367 -3,6109 -3,9393 -4,1675 -4,3016 -4,3858 -4,4628 -4,5591 -4,6899 -4,8741 -5,1469 -5,5480 -6,0848 -6,7140 -7,3642 -7,9757 -8,5241 -9,0149 -9,4591 -9,8559 -10,1965 -10,4760 -10,7002 -10,8817 -11,0275 -11,1284 -11,1742 -11,1797 -11,1858 -11,2327 -11,3290 -11,4408 -11,5110 -11,4823 -11,3114 -10,9843 -10,5277 -10,0024 -9,4839 -9,0348 -8,6791 -8,4062 -8,2056 -8,0968 -8,1248 -8,3284 -8,7141 -9,2577 -9,9252 -10,6828 -11,4871 -12,2748 -12,9731 -13,5192 -13,8867 -14,1069 -14,2515 -14,3715 -14,4516 -14,4265 -14,2260 -13,8044 -13,1540 -12,3077 -11,3260 -10,2692 -9,1743 -8,0538 -6,9261
F7    -1,4424 -1,5979 -1,7108 -1,8269 -1,9607 -2,0942 -2,1686 -2,0962 -1,8171 -1,3563 -0,8113 -0,2849 0,1676 0,5375 0,8309 1,0478 1,1867 1,2574 1,2841 1,2901 1,2815 1,2501 1,1835 1,0756 0,9420 0,8109 0,6763 0,4803 0,1655 -0,2607 -0,7204 -1,1164 -1,3797 -1,4725 -1,3733 -1,0885 -0,6749 -0,2280 0,1660 0,4758 0,7281 0,9643 1,1865 1,3501 1,4087 1,3572 1,2319 1,0931 1,0095 1,0427 1,2311 1,5715 1,9966 2,3877 2,6291 2,6500 2,4342 2,0205 1,4920 0,9438 0,4584 0,1041 -0,0683 -0,0438 0,1549 0,4848 0,8974 1,3408 1,7632 2,1171 2,3690 2,5113 2,5685 2,5840 2,5913 2,5944 2,5743 2,5184 2,4410 2,3739 2,3429 2,3508 2,3770 2,4075 2,4685 2,6130 2,8766 3,2574 3,7283 4,2585 4,8168 5,3554 5,8094 6,1282 6,3002 6,3383 6,2478 6,0111 5,5965 4,9708 4,1009 2,9617 1,5584 -0,0594 -1,8051 -3,5781 -5,2886 -6,8801 -8,3393 -9,6781 -10,9042 -12,0131 -12,9958 -13,8346 -14,4964 -14,9432 -15,1510 -15,1216 -14,8889 -14,5227 -14,1137 -13,7280 -13,3685 -12,9868 -12,5360 -12,0131 -11,4592 -10,9238 -10,4303 -9,9661 -9,4915 -8,9527 -8,2981 -7,5016 -6,5821 -5,6035 -4,6563 -3,8246 -3,1548 -2,6472 -2,2610 -1,9196 -1,5311 -1,0198 -0,3419 0,5193 1,5486 2,6873 3,8447 4,9314 5,8775 6,6331 7,1778 7,5328 7,7529 7,9030 8,0274 8,1217 8,1369 8,0113 7,7016 7,2058 6,5715 5,8718 5,1617 4,4632 3,7925 3,1787 2,6446 2,1789 1,7460 1,3186 0,8953 0,4942 0,1409 -0,1395 -0,3243 -0,3975 -0,3638 -0,2606 -0,1441 -0,0611 -0,0407 -0,1033 -0,2626 -0,5171 -0,8442 -1,2065 -1,5573 -1,8391 -1,9896 -1,9803 -1,8511 -1,6908 -1,5802 -1,5568 -1,6251 -1,7796 -2,0089 -2,2882 -2,5913 -2,9154 -3,2819 -3,7029 -4,1504 -4,5708 -4,9300 -5,2301 -5,4842 -5,6884 -5,8267 -5,8876 -5,8618 -5,7411 -5,5322 -5,2653 -4,9800 -4,7032 -4,4300 -4,1183 -3,7108 -3,1829 -2,5712 -1,9490 -1,3751 -0,8592 -0,3613 0,1695 0,7522 1,3687 1,9807 2,5382 2,9931 3,3233 3,5345 3,6417 3,6455 3,5193 3,2231 2,7383 2,0857 1,3142 0,4830 -0,3543 -1,1627 -1,9235 -2,6179 -3,2210 -3,7212 -4,1455 -4,5548 -5,0138 -5,5596 -6,1950 -6,9039 -7,6661 -8,4433 -9,1578 -9,7101 -10,0246 -10,0779 -9,9009 -9,5728 -9,2035 -8,8983 -8,7212 -8,6782 -8,7248 -8,7956 -8,8396 -8,8381 -8,7952 -8,7191 -8,6178 -8,5067 -8,4031 -8,3082 -8,2049 -8,0763 -7,9192 -7,7409 -7,5546 -7,3795 -7,2310 -7,1085 -6,9978 -6,8827 -6,7546 -6,6194 -6,4975 -6,4142 -6,3983 -6,4868 -6,7114 -7,0676 -7,4993 -7,9161 -8,2220 -8,3355 -8,2141 -7,8804 -7,4159 -6,9263 -6,5030 -6,1922 -5,9856 -5,8388 -5,6995 -5,5279 -5,3022 -5,0127 -4,6617 -4,2737 -3,8985 -3,5906 -3,3815 -3,2712 -3,2385 -3,2609 -3,3364 -3,4871 -3,7363 -4,0873 -4,5176 -4,9770 -5,3893 -5,6764 -5,7895 -5,7183 -5,4768 -5,0848 -4,5591 -3,9200 -3,2066 -2,4805 -1,8104 -1,2545 -0,8570 -0,6456 -0,6207 -0,7456 -0,9493 -1,1527 -1,3128 -1,4436 -1,5891 -1,7815 -2,0221 -2,2854 -2,5377 -2,7614 -2,9679 -3,1798 -3,4039 -3,6342 -3,8682 -4,1014 -4,3056 -4,4205 -4,3731 -4,1296 -3,7326 -3,2706 -2,8143 -2,3933 -2,0141 -1,6767 -1,3849 -1,1470 -0,9599 -0,7951 -0,6253 -0,4649 -0,3614 -0,3424 -0,3842 -0,4278 -0,4160 -0,3240 -0,1732 -0,0176 0,0990 0,1795 0,2732 0,4358 0,6902 1,0169 1,3578 1,6207 1,7087 1,5788 1,2829 0,9508 0,7271 0,7041 0,8868 1,1886 1,4618 1,5625 1,4054 0,9820 0,3573 -0,3482 -1,0049 -1,5273 -1,8948 -2,1345 -2,2929 -2,4126 -2,5151 -2,5953 -2,6349 -2,6298 -2,6006 -2,5715 -2,5373 -2,4566 -2,2869 -2,0195 -1,6784 -1,2925 -0,8786 -0,4476 -0,0170 0,3887 0,7415 1,0134 1,1852 1,2531 1,2253 1,1155 0,9512 0,7823 0,6657 0,6401 0,7077 0,8263 0,9306 0,9774 0,9682 0,9333 0,9148 0,9546 1,0736 1,2496 1,4256 1,5457 1,5867 1,5610 1,4928 1,4028 1,3174 1,2666 1,2457 1,1963 1,0500 0,7935 0,4831 0,1962 -0,0226 -0,1659 -0,2396 -0,2602 -0,2691 -0,3216 -0,4560 -0,6828 -0,9910 -1,3571 -1,7593 -2,1942 -2,6834 -3,2511 -3,8949 -4,5912 -5,3258 -6,0915 -6,8580 -7,5745 -8,2066 -8,7573 -9,2515 -9,7140 -10,1610 -10,6031 -11,0515 -11,5212 -12,0271 -12,5717 -13,1296 -13,6442 -14,0492 -14,3041 -14,4079 -14,3806 -14,2483 -14,0483 -13,8256 -13,6163 -13,4443 -13,3223 -13,2432 -13,1753 -13,0788 -12,9270 -12,7139 -12,4437 -12,1171 -11,7293 -11,2825 -10,7936 -10,2817 -9,7605 -9,2513 -8,7850 -8,3759 -8,0083 -7,6662 -7,3641 -7,1300 -6,9583 -6,7975 -6,5923 -6,3285 -6,0361 -5,7617 -5,5370 -5,3634 -5,2258 -5,1264 -5,0963 -5,1624 -5,3066 -5,4748 -5,6310 -5,7884 -5,9804 -6,2187 -6,4876 -6,7639 -7,0462 -7,3727 -7,7984 -8,3470 -8,9895 -9,6676 -10,3227 -10,9150 -11,4273 -11,8552 -12,1975 -12,4605 -12,6612 -12,8141 -12,9229 -12,9843 -12,9938 -12,9554 -12,8941 -12,8499 -12,8545 -12,9122 -12,9974 -13,0646 -13,0602 -12,9336 -12,6543 -12,2277 -11,6957 -11,1221 -10,5711 -10,0873 -9,6921 -9,4005 -9,2403 -9,2527 -9,4715 -9,8999 -10,5086 -11,2533 -12,0875 -12,9583 -13,7979 -14,5319 -15,0954 -15,4570 -15,6437 -15,7291 -15,7692 -15,7509 -15,6065 -15,2666 -14,6987 -13,9198 -12,9854 -11,9637 -10,9063 -9,8283 -8,7181 -7,5792
