Fp1   -4,1514 -4,0323 -3,8662 -3,6369 -3,2689 -2,7192 -2,0541 -1,4385 -1,0484 -0,9897 -1,2671 -1,7898 -2,4054 -2,9419 -3,2603 -3,3083 -3,1282 -2,8238 -2,5121 -2,2586 -2,0416 -1,8077 -1,5699 -1,4267 -1,4599 -1,6313 -1,8139 -1,8906 -1,7760 -1,3861 -0,6607 0,3820 1,6210 2,8514 3,8651 4,5481 4,8935 4,9512 4,8129 4,6098 4,4529 4,3675 4,3039 4,1986 4,0227 3,7878 3,5207 3,2458 3,0138 2,9170 3,0203 3,2802 3,5729 3,7901 3,8814 3,8413 3,6970 3,4979 3,2955 3,1118 2,9220 2,7104 2,5597 2,6366 3,0505 3,7510 4,5744 5,3514 5,9715 6,3942 6,6214 6,6715 6,6074 6,5460 6,5720 6,6350 6,5536 6,1652 5,4965 4,7550 4,1460 3,7385 3,4867 3,2976 3,0815 2,8191 2,5977 2,5366 2,6769 2,9593 3,2742 3,5243 3,6701 3,7183 3,6688 3,4981 3,2029 2,8342 2,4708 2,1725 1,9566 1,7897 1,5982 1,3037 0,8625 0,2861 -0,3670 -1,0138 -1,5842 -2,0789 -2,5510 -2,9629 -3,1117 -2,7850 -1,9677 -0,8768 0,1495 0,7899 0,8482 0,3201 -0,5806 -1,4782 -1,9791 -1,8315 -1,0309 0,1765 1,4007 2,2597 2,5024 2,0765 1,1373 -0,0078 -1,0027 -1,5664 -1,6018 -1,2288 -0,7141 -0,3379 -0,2554 -0,4402 -0,7500 -1,0242 -1,1480 -1,0896 -0,8998 -0,6842 -0,5505 -0,5448 -0,6363 -0,7499 -0,7906 -0,6651 -0,3286 0,1728 0,7101 1,1240 1,2840 1,1307 0,6768 -0,0237 -0,8899 -1,8252 -2,7343 -3,5118 -4,0437 -4,2485 -4,0856 -3,5477 -2,7124 -1,7957 -1,1124 -0,9429 -1,3600 -2,1670 -3,0450 -3,7295 -4,0756 -4,0959 -3,9452 -3,7749 -3,6137 -3,4060 -3,1196 -2,8084 -2,5969 -2,6103 -2,9102 -3,4645 -4,1445 -4,7409 -5,0486 -4,9958 -4,6934 -4,3647 -4,2269 -4,3938 -4,8478 -5,4741 -6,1118 -6,6250 -6,9473 -7,0537 -6,9304 -6,6108 -6,2273 -5,9722 -5,9724 -6,2085 -6,5483 -6,8447 -7,0210 -7,0903 -7,1138 -7,1387 -7,1770 -7,2250 -7,2520 -7,1808 -6,9586 -6,6388 -6,3348 -6,1154 -5,9854 -5,9351 -5,9513 -5,9709 -5,8741 -5,5703 -5,0715 -4,4511 -3,7830 -3,1366 -2,5590 -2,0387 -1,5366 -1,0564 -0,6559 -0,3836 -0,2179 -0,0883 0,0428 0,1531 0,2222 0,2775 0,3680 0,5210 0,7274 0,9390 1,0806 1,0959 0,9840 0,7936 0,5907 0,4117 0,2352 0,0096 -0,3020 -0,6903 -1,0860 -1,3936 -1,5571 -1,5732 -1,4564 -1,2293 -0,9470 -0,7111 -0,6336 -0,7728 -1,1068 -1,5509 -1,9719 -2,2126 -2,1577 -1,7989 -1,2414 -0,6452 -0,1594 0,1191 0,1753 0,0755 -0,0885 -0,2521 -0,3673 -0,3730 -0,2082 0,1407 0,6178 1,1273 1,5732 1,8836 2,0312 2,0424 1,9755 1,8653 1,6844 1,3784 0,9464 0,4795 0,1113 -0,0716 -0,0722 0,0599 0,2961 0,6218 0,9712 1,2151 1,2417 1,0494 0,7562 0,5140 0,4260 0,5346 0,8415 1,3165 1,8883 2,4204 2,7319 2,7041 2,3719 1,8834 1,3871 0,9577 0,5916 0,2630 -0,0076 -0,1507 -0,1094 0,1107 0,4440 0,8001 1,1083 1,3596 1,6240 2,0104 2,5663 3,1747 3,5644 3,4859 2,9043 2,0007 1,0072 0,0797 -0,6911 -1,2125 -1,3806 -1,1383 -0,5206 0,3531 1,3154 2,1921 2,8441 3,1956 3,2325 2,9884 2,5459 2,0310 1,5826 1,3134 1,2631 1,3568 1,4219 1,2837 0,8700 0,2518 -0,3868 -0,8420 -1,0141 -0,9715 -0,9114 -1,0392 -1,4328 -2,0001 -2,5527 -2,8977 -2,8947 -2,5199 -1,9122 -1,3245 -0,9877 -0,9952 -1,2948 -1,7686 -2,3143 -2,8699 -3,3925 -3,8149 -4,0184 -3,8816 -3,4044 -2,7812 -2,2946 -2,1040 -2,1610 -2,3246 -2,5176 -2,7716 -3,1538 -3,6657 -4,2079 -4,6150 -4,7253 -4,4646 -3,8803 -3,0825 -2,1736 -1,2401 -0,3754 0,3221 0,7729 0,9455 0,8758 0,6418 0,3149 -0,0376 -0,3231 -0,4518 -0,3934 -0,1730 0,1833 0,6712 1,2791 1,9543 2,5983 3,0914 3,3217 3,2078 2,7277 1,9277 0,8957 -0,2430 -1,2993 -2,0495 -2,3369 -2,1460 -1,5935 -0,8869 -0,2709 0,0648 0,0696 -0,1789 -0,5674 -1,0223 -1,5082 -1,9752 -2,3356 -2,5018 -2,4345 -2,1459 -1,6656 -1,0156 -0,2137 0,7135 1,7122 2,7022 3,6113 4,3896 4,9686 5,2351 5,0757 4,4552 3,4611 2,2916 1,1973 0,4019 0,0347 0,1065 0,5467 1,2603 2,1378 3,0442 3,8407 4,4183 4,7117 4,6937 4,3749 3,8302 3,2032 2,6237 2,1119 1,6057 1,0575 0,4568 -0,2113 -0,9711 -1,8108 -2,6426 -3,3246 -3,7410 -3,8737 -3,8022 -3,6405 -3,4849 -3,3894 -3,3401 -3,2723 -3,1390 -2,9465 -2,7375 -2,5782 -2,5468 -2,6840 -2,9382 -3,1695 -3,2189 -2,9797 -2,4266 -1,6226 -0,7290 0,0348 0,5136 0,7245 0,8225 0,9535 1,1575 1,4179 1,7543 2,2120 2,7650 3,2685 3,5342 3,4584 3,0799 2,5283 1,9236 1,3149 0,6962 0,0448 -0,6596 -1,4023 -2,0837 -2,5282 -2,5757 -2,1647 -1,3695 -0,4124 0,3923 0,7834 0,6822 0,1929 -0,5133 -1,2994 -2,0711 -2,7658 -3,3840 -4,0072 -4,7434 -5,6370 -6,6305 -7,6042 -8,4499 -9,1268 -9,6535 -10,0376 -10,2309 -10,1640 -9,8020 -9,1758 -8,3773 -7,5140 -6,6583 -5,8540 -5,1691 -4,7219 -4,6424 -4,9982 -5,7473 -6,7554 -7,8494 -8,8510 -9,5929 -9,9606 -9,9530 -9,6904 -9,3533 -9,0987 -9,0032 -9,0611 -9,2229 -9,4179 -9,5667 -9,6169 -9,5785 -9,5225 -9,5464 -9,7240 -10,0517 -10,4178 -10,6307 -10,5212 -10,0525 -9,3332 -8,5361 -7,8032 -7,1917 -6,6728 -6,1858 -5,7270 -5,3852 -5,2641 -5,3754
Fz    -1,4577 -1,5590 -1,6940 -1,8323 -1,9382 -1,9951 -2,0275 -2,0858 -2,2075 -2,3900 -2,5962 -2,7818 -2,9162 -2,9838 -2,9829 -2,9218 -2,8066 -2,6474 -2,4766 -2,3302 -2,2094 -2,0803 -1,9116 -1,7066 -1,4938 -1,2870 -1,0724 -0,8461 -0,6276 -0,4110 -0,1336 0,2763 0,8308 1,4633 2,0651 2,5463 2,8776 3,0932 3,2683 3,4797 3,7574 4,0552 4,2773 4,3498 4,2743 4,1218 3,9805 3,8997 3,8812 3,9117 3,9826 4,0825 4,1886 4,2677 4,2895 4,2515 4,1862 4,1204 4,0234 3,8180 3,4594 2,9941 2,5403 2,2232 2,1184 2,2352 2,5472 3,0231 3,6143 4,2414 4,8132 5,2553 5,5314 5,6429 5,6113 5,4683 5,2439 4,9647 4,6829 4,4818 4,4203 4,4835 4,5838 4,5971 4,4112 3,9717 3,3170 2,5836 1,9654 1,6404 1,6995 2,1041 2,6921 3,2434 3,5705 3,5758 3,2532 2,6561 1,8744 1,0412 0,3292 -0,1096 -0,2190 -0,0619 0,2180 0,4601 0,5448 0,4219 0,1145 -0,2991 -0,7321 -1,1320 -1,4663 -1,6916 -1,7744 -1,7312 -1,6331 -1,5701 -1,5994 -1,7221 -1,9060 -2,1141 -2,3073 -2,4348 -2,4463 -2,3355 -2,1528 -1,9497 -1,7417 -1,5368 -1,3552 -1,1972 -1,0183 -0,7596 -0,3979 0,0390 0,4798 0,8310 1,0320 1,0906 1,0338 0,8616 0,5792 0,2355 -0,0813 -0,2812 -0,3272 -0,2526 -0,0962 0,1720 0,6176 1,2359 1,9189 2,5269 2,9614 3,1846 3,1913 2,9757 2,5480 1,9774 1,3802 0,8557 0,4486 0,1562 -0,0567 -0,2389 -0,4128 -0,5445 -0,5669 -0,4184 -0,0717 0,4321 0,9987 1,5502 2,0431 2,4401 2,7150 2,8660 2,8966 2,7925 2,5260 2,0897 1,5268 0,9237 0,3758 -0,0449 -0,3210 -0,5093 -0,7172 -1,0170 -1,3662 -1,6301 -1,6927 -1,5463 -1,2891 -1,0603 -0,9722 -1,0737 -1,3656 -1,8401 -2,4842 -3,2560 -4,0710 -4,8057 -5,3244 -5,5234 -5,3748 -4,9539 -4,4193 -3,9398 -3,6265 -3,5116 -3,5686 -3,7444 -3,9838 -4,2346 -4,4398 -4,5461 -4,5318 -4,4013 -4,1488 -3,7581 -3,2442 -2,6808 -2,1779 -1,8108 -1,5765 -1,4409 -1,3963 -1,4398 -1,5315 -1,6045 -1,5942 -1,4543 -1,1723 -0,7830 -0,3562 0,0348 0,3310 0,4947 0,5196 0,4436 0,3407 0,2825 0,2949 0,3512 0,4057 0,4315 0,4407 0,4867 0,6348 0,9136 1,2882 1,6684 1,9383 2,0060 1,8506 1,5298 1,1475 0,8124 0,6075 0,5783 0,7281 1,0166 1,3746 1,7334 2,0409 2,2631 2,3819 2,3951 2,3149 2,1659 1,9812 1,7956 1,6364 1,5201 1,4489 1,4089 1,3759 1,3227 1,2318 1,1180 1,0396 1,0689 1,2455 1,5553 1,9375 2,3029 2,5652 2,6787 2,6505 2,5297 2,3872 2,2862 2,2564 2,2837 2,3103 2,2587 2,0821 1,7939 1,4406 1,0671 0,7245 0,4844 0,4126 0,5269 0,7842 1,0973 1,3656 1,5089 1,4983 1,3708 1,2084 1,0833 1,0073 0,9338 0,8108 0,6333 0,4482 0,3083 0,2261 0,1776 0,1437 0,1403 0,2133 0,4022 0,7046 1,0716 1,4343 1,7335 1,9389 2,0616 2,1494 2,2610 2,4324 2,6405 2,7799 2,7092 2,3553 1,7761 1,1312 0,6014 0,3119 0,3002 0,5294 0,9163 1,3577 1,7615 2,0775 2,3019 2,4546 2,5609 2,6399 2,6910 2,7008 2,6694 2,6198 2,5724 2,5117 2,3855 2,1439 1,7815 1,3508 0,9554 0,7169 0,7149 0,9343 1,2636 1,5549 1,7061 1,7117 1,6369 1,5486 1,4787 1,4351 1,4079 1,3567 1,2218 0,9703 0,6307 0,2708 -0,0510 -0,2944 -0,4174 -0,3874 -0,2137 0,0527 0,3513 0,6371 0,8797 1,0594 1,1723 1,2292 1,2337 1,1708 1,0281 0,8291 0,6347 0,5079 0,4769 0,5276 0,6164 0,6943 0,7359 0,7579 0,8039 0,9132 1,1022 1,3685 1,6963 2,0529 2,3892 2,6605 2,8601 3,0246 3,1932 3,3784 3,5788 3,7946 4,0127 4,1952 4,2940 4,2802 4,1739 4,0447 3,9579 3,9187 3,8710 3,7408 3,4825 3,1108 2,7025 2,3679 2,1993 2,2206 2,3760 2,5800 2,7879 3,0281 3,3599 3,7926 4,2523 4,6250 4,8212 4,8029 4,5790 4,1958 3,7275 3,2676 2,9138 2,7452 2,8065 3,1059 3,6188 4,2955 5,0591 5,8031 6,4114 6,7956 6,9236 6,8266 6,5873 6,3174 6,1277 6,0919 6,2136 6,4260 6,6347 6,7733 6,8322 6,8419 6,8218 6,7482 6,5734 6,2701 5,8680 5,4503 5,0976 4,8360 4,6366 4,4443 4,2110 3,9281 3,6328 3,3761 3,1830 3,0323 2,8687 2,6458 2,3660 2,0775 1,8376 1,6834 1,6285 1,6630 1,7507 1,8376 1,8729 1,8355 1,7531 1,6908 1,7136 1,8605 2,1441 2,5592 3,0891 3,7013 4,3427 4,9482 5,4591 5,8380 6,0847 6,2371 6,3447 6,4401 6,5287 6,5941 6,6105 6,5595 6,4436 6,2914 6,1528 6,0838 6,1183 6,2421 6,3966 6,5089 6,5177 6,3870 6,1242 5,7922 5,4919 5,3102 5,2585 5,2544 5,1802 4,9595 4,5798 4,0718 3,4793 2,8456 2,2204 1,6549 1,1734 0,7602 0,3876 0,0502 -0,2296 -0,4250 -0,5328 -0,5880 -0,6477 -0,7469 -0,8764 -1,0097 -1,1354 -1,2544 -1,3593 -1,4247 -1,4104 -1,2726 -1,0026 -0,6731 -0,4262 -0,3867 -0,5859 -0,9617 -1,4067 -1,8153 -2,1129 -2,2700 -2,3122 -2,3194 -2,3936 -2,6003 -2,9334 -3,3260 -3,6834 -3,9131 -3,9420 -3,7364 -3,3256 -2,8108 -2,3411 -2,0632 -2,0626 -2,3252 -2,7394 -3,1459 -3,4027 -3,4232 -3,1908 -2,7586 -2,2260 -1,6950 -1,2329 -0,8666 -0,6065 -0,4666 -0,4577
F3    -1,2786 -1,3542 -1,5091 -1,6951 -1,8433 -1,9117 -1,9167 -1,9149 -1,9589 -2,0643 -2,2047 -2,3324 -2,4115 -2,4355 -2,4215 -2,3946 -2,3745 -2,3710 -2,3833 -2,3886 -2,3451 -2,2219 -2,0257 -1,7999 -1,5945 -1,4260 -1,2744 -1,1190 -0,9481 -0,7276 -0,3929 0,1065 0,7606 1,4870 2,1666 2,7052 3,0688 3,2772 3,3858 3,4658 3,5661 3,6835 3,7786 3,8217 3,8158 3,7826 3,7290 3,6353 3,4885 3,3153 3,1662 3,0735 3,0338 3,0221 3,0147 3,0063 3,0066 3,0138 2,9942 2,9005 2,7141 2,4757 2,2761 2,2098 2,3164 2,5633 2,8921 3,2653 3,6681 4,0827 4,4675 4,7679 4,9613 5,0720 5,1286 5,1230 5,0125 4,7706 4,4430 4,1266 3,8831 3,6943 3,4944 3,2209 2,8446 2,3828 1,9004 1,4913 1,2417 1,1993 1,3590 1,6632 2,0222 2,3502 2,5906 2,7115 2,6905 2,5102 2,1680 1,7011 1,1949 0,7421 0,3838 0,0959 -0,1706 -0,4409 -0,7130 -0,9860 -1,2746 -1,5967 -1,9565 -2,3202 -2,6019 -2,7053 -2,6019 -2,3597 -2,1012 -1,9336 -1,9016 -1,9867 -2,1292 -2,2493 -2,2756 -2,1722 -1,9509 -1,6637 -1,3734 -1,1235 -0,9351 -0,8200 -0,7762 -0,7742 -0,7573 -0,6637 -0,4643 -0,1906 0,0743 0,2458 0,3051 0,3093 0,3193 0,3449 0,3691 0,3921 0,4354 0,5154 0,6214 0,7301 0,8312 0,9375 1,0803 1,2933 1,5894 1,9413 2,2861 2,5536 2,6829 2,6197 2,3324 1,8519 1,2822 0,7478 0,3233 0,0168 -0,1986 -0,3385 -0,3691 -0,2252 0,1213 0,6241 1,1756 1,6398 1,9157 1,9966 1,9549 1,8805 1,8389 1,8451 1,8610 1,8322 1,7211 1,5165 1,2394 0,9349 0,6394 0,3526 0,0452 -0,3112 -0,7111 -1,0942 -1,3673 -1,4599 -1,3656 -1,1457 -0,9029 -0,7471 -0,7634 -0,9889 -1,4098 -1,9854 -2,6679 -3,4014 -4,1126 -4,7135 -5,1291 -5,3284 -5,3344 -5,2112 -5,0347 -4,8685 -4,7620 -4,7506 -4,8466 -5,0330 -5,2663 -5,4811 -5,6005 -5,5641 -5,3670 -5,0591 -4,6933 -4,2929 -3,8704 -3,4587 -3,1104 -2,8616 -2,7163 -2,6716 -2,7253 -2,8444 -2,9594 -3,0019 -2,9231 -2,6916 -2,3051 -1,8094 -1,2878 -0,8236 -0,4700 -0,2486 -0,1605 -0,1780 -0,2372 -0,2664 -0,2295 -0,1359 -0,0205 0,0787 0,1428 0,1931 0,2787 0,4322 0,6402 0,8494 0,9903 1,0087 0,8871 0,6477 0,3478 0,0672 -0,1193 -0,1640 -0,0558 0,1792 0,4858 0,7943 1,0368 1,1613 1,1455 1,0085 0,8095 0,6264 0,5206 0,5144 0,5945 0,7291 0,8780 0,9957 1,0414 0,9885 0,8309 0,5934 0,3429 0,1709 0,1519 0,3064 0,5960 0,9451 1,2747 1,5285 1,6826 1,7459 1,7517 1,7318 1,6942 1,6270 1,5147 1,3557 1,1717 0,9948 0,8397 0,6980 0,5648 0,4574 0,3978 0,3892 0,4183 0,4698 0,5314 0,5915 0,6435 0,6976 0,7799 0,9073 1,0591 1,1733 1,1810 1,0574 0,8420 0,6041 0,3930 0,2228 0,0907 0,0015 -0,0224 0,0453 0,2094 0,4430 0,7038 0,9573 1,1905 1,4106 1,6339 1,8712 2,1156 2,3216 2,3965 2,2490 1,8682 1,3457 0,8199 0,4047 0,1568 0,0850 0,1693 0,3690 0,6330 0,9218 1,2158 1,4995 1,7482 1,9381 2,0570 2,0974 2,0548 1,9429 1,7987 1,6618 1,5418 1,4048 1,2011 0,9099 0,5634 0,2468 0,0702 0,1124 0,3661 0,7335 1,0747 1,2793 1,3201 1,2491 1,1439 1,0651 1,0484 1,0935 1,1483 1,1273 0,9703 0,6855 0,3312 -0,0336 -0,3699 -0,6474 -0,8403 -0,9353 -0,9281 -0,8165 -0,6133 -0,3664 -0,1434 0,0131 0,0998 0,1246 0,0830 -0,0327 -0,2073 -0,3945 -0,5377 -0,5953 -0,5501 -0,4134 -0,2227 -0,0188 0,1813 0,3841 0,5996 0,8290 1,0674 1,3083 1,5442 1,7566 1,9156 2,0034 2,0371 2,0505 2,0685 2,1115 2,2068 2,3737 2,6018 2,8497 3,0634 3,2055 3,2718 3,2722 3,2051 3,0518 2,7876 2,4086 1,9617 1,5407 1,2427 1,1226 1,1706 1,3194 1,4825 1,6080 1,7092 1,8362 2,0131 2,2086 2,3648 2,4456 2,4491 2,3909 2,2923 2,1788 2,0821 2,0409 2,0942 2,2678 2,5636 2,9643 3,4470 3,9812 4,5136 4,9690 5,2715 5,3737 5,2802 5,0510 4,7840 4,5785 4,4984 4,5525 4,7047 4,9049 5,1111 5,2962 5,4458 5,5410 5,5479 5,4311 5,1823 4,8426 4,4939 4,2059 3,9854 3,7832 3,5382 3,2145 2,8178 2,3888 1,9793 1,6270 1,3412 1,1029 0,8822 0,6622 0,4449 0,2415 0,0632 -0,0736 -0,1500 -0,1655 -0,1448 -0,1207 -0,1158 -0,1308 -0,1435 -0,1160 -0,0060 0,2212 0,5820 1,0708 1,6570 2,2823 2,8707 3,3584 3,7207 3,9774 4,1717 4,3417 4,5094 4,6896 4,8903 5,0990 5,2787 5,3859 5,4001 5,3398 5,2527 5,1829 5,1388 5,0899 4,9909 4,8050 4,5193 4,1600 3,7953 3,5106 3,3701 3,3775 3,4582 3,4956 3,3935 3,1131 2,6723 2,1179 1,5013 0,8785 0,3060 -0,1895 -0,6276 -1,0510 -1,4816 -1,9028 -2,2755 -2,5696 -2,7892 -2,9661 -3,1221 -3,2469 -3,3198 -3,3355 -3,3026 -3,2282 -3,1090 -2,9293 -2,6692 -2,3336 -1,9853 -1,7353 -1,6807 -1,8501 -2,2013 -2,6517 -3,1094 -3,4934 -3,7492 -3,8677 -3,8976 -3,9241 -4,0192 -4,2077 -4,4671 -4,7483 -4,9927 -5,1446 -5,1691 -5,0709 -4,8991 -4,7332 -4,6564 -4,7201 -4,9120 -5,1481 -5,3119 -5,3140 -5,1244 -4,7679 -4,3087 -3,8268 -3,3875 -3,0199 -2,7294 -2,5251 -2,4249 -2,4356
F7    -1,5153 -1,6319 -1,7159 -1,7357 -1,6946 -1,6216 -1,5584 -1,5454 -1,6042 -1,7243 -1,8703 -2,0065 -2,1155 -2,1959 -2,2518 -2,2779 -2,2484 -2,1352 -1,9445 -1,7191 -1,4985 -1,2935 -1,1004 -0,9274 -0,7942 -0,7055 -0,6422 -0,5834 -0,5147 -0,4006 -0,1750 0,2137 0,7508 1,3517 1,9072 2,3334 2,5971 2,7157 2,7477 2,7681 2,8310 2,9365 3,0320 3,0554 2,9854 2,8540 2,7206 2,6380 2,6283 2,6811 2,7616 2,8237 2,8391 2,8121 2,7593 2,6944 2,6357 2,5927 2,5324 2,3890 2,1278 1,7903 1,4739 1,2795 1,2646 1,4318 1,7603 2,2284 2,7888 3,3519 3,8204 4,1297 4,2699 4,2767 4,2002 4,0802 3,9320 3,7451 3,5148 3,2693 3,0593 2,9250 2,8704 2,8586 2,8311 2,7333 2,5358 2,2533 1,9528 1,7332 1,6759 1,7943 2,0196 2,2353 2,3319 2,2462 1,9698 1,5353 1,0013 0,4504 -0,0100 -0,2658 -0,2395 0,0609 0,5208 0,9514 1,1725 1,0912 0,7242 0,1656 -0,4701 -1,0988 -1,6672 -2,1298 -2,4496 -2,6165 -2,6570 -2,6320 -2,6103 -2,6320 -2,6993 -2,7946 -2,8849 -2,9093 -2,7900 -2,4898 -2,0582 -1,5946 -1,1773 -0,8442 -0,6021 -0,4275 -0,2733 -0,0943 0,1332 0,4122 0,7239 1,0193 1,2376 1,3473 1,3601 1,3154 1,2636 1,2442 1,2706 1,3344 1,4107 1,4629 1,4794 1,5193 1,6782 1,9881 2,3755 2,7225 2,9374 2,9770 2,8348 2,5341 2,1341 1,7230 1,3781 1,1360 1,0020 0,9671 1,0035 1,0544 1,0554 0,9805 0,8571 0,7408 0,6844 0,7108 0,8212 1,0186 1,2857 1,5604 1,7790 1,9197 1,9922 2,0143 2,0016 1,9624 1,8870 1,7462 1,5256 1,2616 1,0139 0,7968 0,5595 0,2549 -0,0803 -0,3369 -0,4255 -0,3507 -0,2114 -0,1402 -0,2375 -0,5448 -1,0541 -1,7324 -2,5248 -3,3398 -4,0535 -4,5475 -4,7548 -4,6732 -4,3527 -3,8904 -3,4256 -3,0975 -2,9810 -3,0585 -3,2469 -3,4491 -3,6016 -3,6971 -3,7602 -3,8042 -3,8205 -3,7915 -3,6962 -3,5218 -3,2817 -3,0216 -2,7987 -2,6331 -2,4796 -2,2840 -2,0598 -1,8700 -1,7478 -1,6648 -1,5601 -1,3798 -1,1101 -0,7843 -0,4551 -0,1579 0,0988 0,3146 0,4802 0,5840 0,6298 0,6352 0,6098 0,5450 0,4331 0,2888 0,1556 0,0899 0,1281 0,2632 0,4578 0,6689 0,8553 0,9781 1,0083 0,9343 0,7711 0,5700 0,4102 0,3651 0,4631 0,6728 0,9238 1,1431 1,2801 1,3121 1,2380 1,0779 0,8756 0,6919 0,5837 0,5802 0,6755 0,8429 1,0520 1,2687 1,4533 1,5695 1,5967 1,5418 1,4438 1,3565 1,3192 1,3467 1,4374 1,5737 1,7184 1,8277 1,8760 1,8697 1,8404 1,8233 1,8373 1,8759 1,9057 1,8834 1,7834 1,6062 1,3631 1,0725 0,7786 0,5492 0,4378 0,4577 0,5899 0,7989 1,0330 1,2262 1,3235 1,3208 1,2728 1,2530 1,2994 1,3874 1,4505 1,4349 1,3386 1,1994 1,0559 0,9297 0,8340 0,7862 0,8050 0,8933 1,0282 1,1737 1,3025 1,4069 1,4982 1,6063 1,7680 2,0027 2,2959 2,5913 2,7938 2,8074 2,5997 2,2324 1,8269 1,5016 1,3286 1,3253 1,4634 1,6827 1,9113 2,0948 2,2113 2,2616 2,2574 2,2207 2,1738 2,1245 2,0748 2,0397 2,0457 2,1083 2,2102 2,2968 2,2985 2,1706 1,9237 1,6227 1,3597 1,2173 1,2296 1,3641 1,5434 1,6938 1,7806 1,8049 1,7797 1,7216 1,6568 1,6107 1,5852 1,5521 1,4776 1,3496 1,1809 0,9898 0,7908 0,6029 0,4536 0,3690 0,3646 0,4442 0,5976 0,7929 0,9805 1,1180 1,1910 1,2055 1,1703 1,0878 0,9645 0,8241 0,7023 0,6239 0,5842 0,5522 0,4984 0,4248 0,3685 0,3777 0,4853 0,7005 1,0145 1,4018 1,8153 2,1879 2,4564 2,5952 2,6270 2,6000 2,5664 2,5766 2,6662 2,8358 3,0484 3,2516 3,4048 3,4957 3,5335 3,5219 3,4426 3,2670 2,9769 2,5839 2,1449 1,7513 1,4905 1,4035 1,4659 1,6053 1,7476 1,8643 1,9918 2,1932 2,4890 2,8297 3,1302 3,3176 3,3535 3,2365 3,0031 2,7203 2,4668 2,3095 2,2864 2,4010 2,6281 2,9321 3,2888 3,6835 4,0896 4,4594 4,7384 4,8860 4,8902 4,7727 4,5885 4,4130 4,3139 4,3191 4,4039 4,5123 4,5942 4,6281 4,6180 4,5691 4,4744 4,3312 4,1591 3,9992 3,8947 3,8621 3,8766 3,8836 3,8236 3,6554 3,3743 3,0152 2,6350 2,2832 1,9774 1,7042 1,4461 1,2051 0,9980 0,8363 0,7209 0,6517 0,6288 0,6410 0,6623 0,6655 0,6366 0,5817 0,5281 0,5175 0,5888 0,7613 1,0307 1,3839 1,8104 2,2932 2,7995 3,2906 3,7450 4,1687 4,5808 4,9869 5,3656 5,6836 5,9153 6,0469 6,0714 5,9917 5,8309 5,6341 5,4542 5,3283 5,2587 5,2185 5,1757 5,1067 4,9974 4,8461 4,6644 4,4704 4,2797 4,0953 3,8953 3,6432 3,3142 2,9076 2,4398 1,9316 1,4085 0,9105 0,4841 0,1520 -0,1030 -0,3271 -0,5686 -0,8483 -1,1467 -1,4213 -1,6433 -1,8152 -1,9532 -2,0671 -2,1592 -2,2324 -2,2885 -2,3242 -2,3286 -2,2813 -2,1529 -1,9288 -1,6456 -1,3917 -1,2602 -1,3000 -1,5007 -1,8051 -2,1349 -2,4174 -2,6043 -2,6881 -2,7076 -2,7255 -2,7943 -2,9305 -3,1100 -3,2821 -3,3931 -3,4047 -3,3074 -3,1323 -2,9466 -2,8293 -2,8451 -3,0222 -3,3320 -3,6846 -3,9643 -4,0865 -4,0250 -3,7978 -3,4470 -3,0288 -2,6072 -2,2407 -1,9685 -1,8075 -1,7563 -1,7993
