Fp1   -0,9176 -0,5830 -0,3814 -0,2964 -0,3330 -0,5124 -0,8368 -1,2673 -1,7325 -2,1380 -2,3822 -2,4016 -2,2017 -1,8424 -1,4058 -0,9758 -0,6308 -0,4303 -0,3836 -0,4356 -0,5054 -0,5470 -0,5708 -0,6198 -0,7278 -0,8762 -0,9765 -0,9099 -0,6097 -0,1125 0,4671 1,0043 1,4254 1,7252 1,9297 2,0468 2,0686 2,0039 1,8849 1,7524 1,6498 1,6013 1,5772 1,5147 1,3883 1,2361 1,0992 0,9594 0,7573 0,4522 0,0561 -0,3650 -0,7098 -0,8758 -0,7961 -0,4609 0,0911 0,7975 1,5772 2,3230 2,9187 3,2853 3,4095 3,3212 3,0530 2,6240 2,0645 1,4458 0,8773 0,4763 0,3290 0,4589 0,8254 1,3510 1,9504 2,5551 3,1195 3,6019 3,9585 4,1709 4,2690 4,3044 4,2989 4,2387 4,1191 3,9645 3,7985 3,6294 3,4778 3,3842 3,3770 3,4591 3,6191 3,8352 4,0782 4,3272 4,5816 4,8448 5,0890 5,2598 5,3311 5,3372 5,3454 5,4065 5,5257 5,6801 5,8620 6,0898 6,3756 6,6946 6,9912 7,2105 7,3128 7,2649 7,0367 6,6178 6,0366 5,3567 4,6550 4,0031 3,4664 3,0952 2,9051 2,8701 2,9380 3,0495 3,1417 3,1464 3,0065 2,7118 2,3152 1,9008 1,5370 1,2647 1,1053 1,0601 1,1030 1,1839 1,2548 1,3078 1,3881 1,5712 1,9207 2,4440 3,0815 3,7374 4,3253 4,8034 5,1828 5,4994 5,7801 6,0401 6,2941 6,5458 6,7715 6,9291 6,9882 6,9511 6,8409 6,6677 6,4236 6,1184 5,7899 5,4736 5,1849 4,9347 4,7477 4,6670 4,7449 5,0188 5,4766 6,0506 6,6544 7,2152 7,6852 8,0528 8,3420 8,5883 8,8124 9,0144 9,1890 9,3247 9,3811 9,2905 9,0014 8,5286 7,9678 7,4560 7,1099 6,9946 7,1294 7,4957 8,0300 8,6299 9,1962 9,6628 9,9981 10,2073 10,3366 10,4515 10,5989 10,7930 11,0270 11,2744 11,4816 11,5792 11,5022 11,2073 10,6926 10,0077 9,2464 8,5377 8,0284 7,8391 8,0178 8,5271 9,2593 10,0674 10,8073 11,3891 11,7997 12,0696 12,2284 12,3047 12,3419 12,3838 12,4542 12,5565 12,6712 12,7528 12,7496 12,6320 12,4103 12,1392 11,8956 11,7234 11,5922 11,4164 11,1318 10,7540 10,3666 10,0830 10,0005 10,1416 10,4347 10,7662 11,0426 11,2178 11,2830 11,2425 11,1048 10,9020 10,6984 10,5573 10,4967 10,4875 10,4932 10,4912 10,4560 10,3478 10,1428 9,8621 9,5581 9,2812 9,0637 8,9221 8,8760 8,9621 9,2073 9,5898 10,0307 10,4104 10,6117 10,5724 10,2987 9,8444 9,2968 8,7654 8,3538 8,1269 8,0960 8,2302 8,4824 8,8105 9,1733 9,5208 9,8062 9,9883 10,0086 9,8058 9,3849 8,8565 8,3825 8,0865 8,0145 8,1463 8,4209 8,7586 9,0664 9,2536 9,2725 9,1381 8,9128 8,6772 8,4875 8,3467 8,2276 8,1232 8,0618 8,0656 8,1096 8,1362 8,0983 7,9793 7,7877 7,5579 7,3601 7,2804 7,3619 7,5689 7,8109 7,9954 8,0715 8,0356 7,9060 7,7126 7,5035 7,3297 7,2263 7,2144 7,3030 7,4785 7,7050 7,9432 8,1715 8,3875 8,5802 8,7064 8,7120 8,5816 8,3595 8,1266 7,9630 7,9261 8,0330 8,2362 8,4241 8,4785 8,3474 8,0607 7,6815 7,2557 6,8143 6,4152 6,1631 6,1593 6,4305 6,9096 7,4725 7,9950 8,3953 8,6489 8,7782 8,8206 8,8065 8,7635 8,7167 8,6729 8,6166 8,5261 8,3842 8,1809 7,9246 7,6503 7,4057 7,2332 7,1556 7,1690 7,2515 7,3764 7,5110 7,6080 7,6111 7,4789 7,2217 6,9223 6,7066 6,6740 6,8580 7,2450 7,7884 8,3886 8,9060 9,2338 9,3443 9,2589 9,0000 8,5920 8,0907 7,5883 7,1783 6,9082 6,7704 6,7402 6,8043 6,9497 7,1531 7,3936 7,6558 7,9199 8,1493 8,2987 8,3473 8,3222 8,2842 8,2851 8,3326 8,3889 8,4052 8,3657 8,3017 8,2555 8,2358 8,2188 8,1839 8,1274 8,0444 7,9293 7,7953 7,6677 7,5612 7,4839 7,4493 7,4649 7,5154 7,5600 7,5594 7,5120 7,4528 7,4201 7,4231 7,4277 7,3809 7,2654 7,1335 7,0800 7,1723 7,4020 7,6912 7,9359 8,0595 8,0461 7,9371 7,8086 7,7468 7,8135 8,0064 8,2592 8,4846 8,6233 8,6701 8,6631 8,6459 8,6363 8,6181 8,5617 8,4654 8,3528 8,2188 8,0181 7,7242 7,3784 7,0776 6,9224 6,9762 7,2512 7,6984 8,2130 8,6858 9,0639 9,3478 9,5470 9,6547 9,6579 9,5741 9,4751 9,4477 9,5235 9,6668 9,8250 9,9686 10,0874 10,1655 10,1718 10,0788 9,8849 9,6056 9,2503 8,8286 8,3729 7,9428 7,5950 7,3353 7,1062 6,8325 6,4825 6,0964 5,7679 5,5949 5,6331 5,8767 6,2695 6,7462 7,2750 7,8461 8,4239 8,9317 9,2739 9,3686 9,1865 8,7702 8,2137 7,6275 7,1164 6,7559 6,5636 6,4899 6,4566 6,4184 6,3858 6,3931 6,4495 6,5289 6,6060 6,6862 6,7948 6,9542 7,1690 7,4112 7,6264 7,7720 7,8305 7,7907 7,6452 7,3989 7,0666 6,6734 6,2577 5,8664 5,5507 5,3637 5,3393 5,4645 5,6953 6,0030 6,3731 6,7629 7,1159 7,4169 7,6852 7,9137 8,0517 8,0497 7,8979 7,6206 7,2572 6,8573 6,4789 6,1844 6,0415 6,1077 6,3882 6,8087 7,2470 7,5979 7,8205 7,9411 8,0212 8,1118 8,2140 8,2761 8,2350 8,0661 7,7988 7,4894 7,1803 6,8809 6,5770 6,2512 5,8966 5,5308 5,2220 5,0876 5,2239 5,6248 6,1783 6,7314 7,1556 7,3827 7,4170
Fz    -0,2950 -0,2037 -0,0786 0,0655 0,1927 0,2531 0,2152 0,0856 -0,1080 -0,3419 -0,6041 -0,8872 -1,1689 -1,4013 -1,5303 -1,5281 -1,4081 -1,2114 -0,9789 -0,7349 -0,4951 -0,2791 -0,1085 0,0004 0,0437 0,0400 0,0368 0,0960 0,2514 0,4754 0,6929 0,8383 0,8983 0,9069 0,9097 0,9314 0,9733 1,0210 1,0448 1,0066 0,8895 0,7108 0,5020 0,2886 0,0964 -0,0410 -0,0979 -0,0755 0,0035 0,1077 0,2050 0,2801 0,3457 0,4224 0,5077 0,5662 0,5567 0,4739 0,3647 0,2990 0,3186 0,4159 0,5599 0,7280 0,9082 1,0876 1,2519 1,3847 1,4667 1,4829 1,4325 1,3296 1,1987 1,0642 0,9455 0,8661 0,8516 0,9051 0,9973 1,0971 1,2005 1,3247 1,4885 1,7078 1,9933 2,3384 2,7068 3,0399 3,2862 3,4234 3,4612 3,4336 3,3822 3,3312 3,2855 3,2518 3,2503 3,3040 3,4132 3,5475 3,6708 3,7727 3,8771 4,0232 4,2301 4,4802 4,7335 4,9526 5,1149 5,2112 5,2418 5,2169 5,1457 5,0257 4,8477 4,6150 4,3524 4,0968 3,8799 3,7191 3,6132 3,5402 3,4639 3,3512 3,1869 2,9671 2,6781 2,2937 1,8038 1,2410 0,6763 0,1853 -0,1804 -0,3937 -0,4398 -0,3167 -0,0458 0,3263 0,7420 1,1549 1,5465 1,9318 2,3451 2,8124 3,3349 3,8870 4,4207 4,8788 5,2164 5,4099 5,4521 5,3544 5,1521 4,8980 4,6503 4,4676 4,4021 4,4878 4,7233 5,0584 5,4104 5,7149 5,9576 6,1537 6,3111 6,4245 6,4999 6,5669 6,6650 6,8247 7,0575 7,3577 7,7086 8,0791 8,4301 8,7417 9,0247 9,3010 9,5783 9,8401 10,0584 10,2111 10,2925 10,3153 10,3102 10,3185 10,3770 10,4923 10,6214 10,6829 10,6069 10,3822 10,0554 9,6980 9,3852 9,1816 9,1223 9,2074 9,4103 9,6808 9,9464 10,1344 10,2098 10,1943 10,1569 10,1837 10,3333 10,6033 10,9337 11,2424 11,4602 11,5501 11,5109 11,3728 11,1900 11,0319 10,9628 11,0122 11,1593 11,3520 11,5391 11,6847 11,7657 11,7799 11,7599 11,7658 11,8550 12,0495 12,3229 12,6132 12,8581 13,0257 13,1182 13,1561 13,1636 13,1614 13,1573 13,1393 13,0886 12,9972 12,8631 12,6873 12,4853 12,2860 12,1228 12,0195 11,9688 11,9300 11,8566 11,7273 11,5570 11,3906 11,2785 11,2504 11,3061 11,4239 11,5702 11,7005 11,7658 11,7328 11,6058 11,4291 11,2602 11,1370 11,0601 10,9993 10,9194 10,8068 10,6726 10,5364 10,4069 10,2673 10,0890 9,8650 9,6128 9,3510 9,0913 8,8567 8,6930 8,6505 8,7447 8,9382 9,1557 9,3197 9,3852 9,3528 9,2539 9,1312 9,0256 8,9688 8,9801 9,0650 9,2077 9,3698 9,5085 9,5987 9,6387 9,6405 9,6148 9,5687 9,5144 9,4608 9,4061 9,3505 9,3052 9,2891 9,3295 9,4598 9,6996 10,0200 10,3372 10,5577 10,6302 10,5530 10,3509 10,0612 9,7409 9,4602 9,2654 9,1516 9,0786 9,0035 8,9041 8,7810 8,6427 8,5004 8,3762 8,2991 8,2892 8,3522 8,4802 8,6524 8,8382 9,0082 9,1449 9,2465 9,3154 9,3433 9,3182 9,2462 9,1543 9,0750 9,0335 9,0454 9,1120 9,2122 9,3098 9,3780 9,4167 9,4463 9,4855 9,5311 9,5549 9,5254 9,4360 9,3045 9,1534 9,0015 8,8669 8,7659 8,7062 8,6766 8,6440 8,5680 8,4302 8,2517 8,0748 7,9273 7,8079 7,7034 7,6084 7,5297 7,4852 7,5011 7,6024 7,8010 8,0799 8,3867 8,6590 8,8615 8,9950 9,0754 9,1139 9,1152 9,0841 9,0263 8,9420 8,8256 8,6847 8,5511 8,4572 8,4043 8,3696 8,3380 8,3172 8,3216 8,3495 8,3760 8,3700 8,3174 8,2277 8,1177 7,9976 7,8773 7,7716 7,6935 7,6521 7,6521 7,6809 7,7067 7,6998 7,6556 7,5942 7,5360 7,4866 7,4455 7,4170 7,4099 7,4338 7,4976 7,5978 7,7046 7,7727 7,7798 7,7491 7,7254 7,7326 7,7585 7,7729 7,7538 7,7039 7,6501 7,6219 7,6285 7,6548 7,6731 7,6568 7,5860 7,4468 7,2422 6,9988 6,7456 6,4889 6,2161 5,9252 5,6462 5,4269 5,3081 5,3106 5,4255 5,6105 5,8080 5,9674 6,0619 6,1056 6,1452 6,2133 6,2974 6,3590 6,3669 6,3167 6,2417 6,2043 6,2598 6,4156 6,6252 6,8316 7,0063 7,1406 7,2277 7,2726 7,2973 7,3137 7,3076 7,2640 7,2013 7,1549 7,1338 7,1240 7,1298 7,1826 7,3052 7,4804 7,6515 7,7572 7,7749 7,7215 7,6162 7,4655 7,2874 7,1268 7,0277 7,0015 7,0343 7,1176 7,2560 7,4353 7,5955 7,6552 7,5743 7,3864 7,1625 6,9432 6,7155 6,4490 6,1444 5,8399 5,5782 5,3654 5,1641 4,9289 4,6429 4,3222 4,0079 3,7549 3,6032 3,5557 3,5845 3,6608 3,7769 3,9335 4,1126 4,2807 4,4151 4,5150 4,5878 4,6319 4,6398 4,6178 4,5946 4,6018 4,6481 4,7163 4,7841 4,8426 4,8955 4,9476 4,9964 5,0281 5,0222 4,9700 4,8793 4,7605 4,6156 4,4359 4,2103 3,9486 3,7023 3,5518 3,5585 3,7272 4,0042 4,3063 4,5580 4,7190 4,7760 4,7216 4,5665 4,3703 4,2234 4,1858 4,2609 4,4284 4,6690 4,9573 5,2547 5,5208 5,7197 5,8170 5,7898 5,6499 5,4403 5,2051 4,9696 4,7510 4,5730 4,4550 4,3936 4,3650 4,3393 4,2958 4,2371 4,1878 4,1756 4,2034 4,2383 4,2316 4,1551 4,0227 3,8762 3,7503 3,6586 3,6067 3,5961 3,6114 3,6198 3,5829 3,4688 3,2701 3,0176
F3    -0,7659 -0,7360 -0,5885 -0,3683 -0,1450 0,0193 0,1020 0,1191 0,0954 0,0386 -0,0698 -0,2637 -0,5580 -0,9186 -1,2707 -1,5367 -1,6665 -1,6442 -1,4740 -1,1779 -0,8065 -0,4299 -0,1046 0,1482 0,3352 0,4738 0,5838 0,6846 0,7822 0,8513 0,8491 0,7570 0,6053 0,4585 0,3730 0,3657 0,4184 0,4991 0,5699 0,5987 0,5814 0,5432 0,5082 0,4815 0,4601 0,4454 0,4377 0,4339 0,4384 0,4669 0,5321 0,6362 0,7713 0,9164 1,0303 1,0558 0,9456 0,7007 0,3877 0,1103 -0,0541 -0,0916 -0,0291 0,1073 0,3029 0,5439 0,8113 1,0760 1,2982 1,4476 1,5259 1,5590 1,5609 1,5126 1,3826 1,1727 0,9359 0,7404 0,6258 0,5973 0,6488 0,7766 0,9806 1,2599 1,6083 2,0034 2,3988 2,7361 2,9732 3,1057 3,1595 3,1655 3,1377 3,0691 2,9530 2,8108 2,6923 2,6468 2,6940 2,8183 2,9901 3,1865 3,3951 3,6032 3,7862 3,9186 3,9981 4,0465 4,0815 4,0975 4,0801 4,0302 3,9623 3,8879 3,8127 3,7458 3,6980 3,6718 3,6586 3,6450 3,6096 3,5195 3,3472 3,0964 2,8001 2,4853 2,1453 1,7538 1,3011 0,8135 0,3443 -0,0502 -0,3343 -0,4908 -0,5080 -0,3794 -0,1179 0,2400 0,6456 1,0580 1,4588 1,8550 2,2626 2,6854 3,1095 3,5140 3,8801 4,1880 4,4148 4,5392 4,5480 4,4410 4,2361 3,9742 3,7168 3,5319 3,4721 3,5573 3,7662 4,0375 4,2944 4,4890 4,6257 4,7392 4,8589 5,0015 5,1844 5,4257 5,7285 6,0734 6,4297 6,7697 7,0709 7,3110 7,4739 7,5657 7,6183 7,6755 7,7717 7,9134 8,0804 8,2457 8,3985 8,5489 8,7122 8,8886 9,0648 9,2177 9,3067 9,2789 9,1010 8,7850 8,3774 7,9354 7,5229 7,2052 7,0315 7,0219 7,1624 7,3975 7,6339 7,7829 7,8123 7,7594 7,7101 7,7636 7,9828 8,3597 8,8329 9,3332 9,8034 10,1864 10,4220 10,4703 10,3364 10,0737 9,7608 9,4692 9,2438 9,1072 9,0727 9,1395 9,2800 9,4512 9,6221 9,7870 9,9523 10,1148 10,2526 10,3374 10,3590 10,3367 10,3039 10,2849 10,2873 10,3135 10,3695 10,4589 10,5751 10,6975 10,7871 10,7967 10,6980 10,4985 10,2362 9,9556 9,6836 9,4282 9,1910 8,9748 8,7910 8,6620 8,6025 8,6034 8,6454 8,7216 8,8299 8,9465 9,0253 9,0265 8,9495 8,8375 8,7482 8,7123 8,7109 8,6868 8,5772 8,3464 8,0064 7,6192 7,2683 7,0103 6,8609 6,8172 6,8591 6,9329 6,9708 6,9362 6,8469 6,7525 6,6915 6,6671 6,6474 6,5894 6,4734 6,3143 6,1439 5,9994 5,9221 5,9498 6,0996 6,3547 6,6662 6,9694 7,2062 7,3435 7,3755 7,3141 7,1839 7,0277 6,8972 6,8165 6,7657 6,7083 6,6243 6,5276 6,4702 6,5183 6,7031 6,9870 7,2808 7,4994 7,5999 7,5790 7,4538 7,2512 7,0123 6,7894 6,6207 6,5096 6,4391 6,4020 6,4092 6,4671 6,5563 6,6408 6,6925 6,6994 6,6649 6,6085 6,5585 6,5431 6,5816 6,6774 6,8120 6,9544 7,0768 7,1582 7,1902 7,1894 7,1878 7,2041 7,2343 7,2669 7,2933 7,3064 7,3092 7,3239 7,3824 7,5047 7,6859 7,8964 8,0880 8,2042 8,2001 8,0572 7,7857 7,4207 7,0192 6,6527 6,3849 6,2422 6,2031 6,2170 6,2342 6,2287 6,1984 6,1507 6,0889 6,0126 5,9242 5,8345 5,7644 5,7394 5,7811 5,8997 6,0826 6,2865 6,4571 6,5678 6,6386 6,7204 6,8564 7,0505 7,2617 7,4237 7,4752 7,3887 7,1897 6,9467 6,7283 6,5656 6,4528 6,3700 6,3061 6,2696 6,2809 6,3493 6,4601 6,5852 6,7019 6,7968 6,8617 6,8924 6,8882 6,8519 6,7906 6,7076 6,5940 6,4421 6,2708 6,1251 6,0424 6,0183 6,0107 5,9833 5,9394 5,9131 5,9400 6,0424 6,2202 6,4400 6,6435 6,7897 6,8808 6,9413 6,9876 7,0178 7,0160 6,9648 6,8676 6,7554 6,6654 6,6163 6,6090 6,6391 6,6924 6,7328 6,7151 6,6219 6,4776 6,3163 6,1417 5,9251 5,6397 5,2983 4,9580 4,6992 4,5893 4,6460 4,8320 5,0875 5,3539 5,5790 5,7321 5,8105 5,8128 5,7259 5,5490 5,3122 5,0682 4,8797 4,8048 4,8741 5,0752 5,3637 5,6924 6,0270 6,3428 6,6227 6,8634 7,0679 7,2249 7,3032 7,2774 7,1528 6,9508 6,6851 6,3785 6,0954 5,9298 5,9501 6,1544 6,4618 6,7506 6,9259 6,9563 6,8513 6,6337 6,3447 6,0535 5,8347 5,7378 5,7830 5,9705 6,2723 6,6147 6,8933 7,0252 6,9948 6,8542 6,6790 6,5171 6,3696 6,2161 6,0528 5,8984 5,7606 5,6033 5,3615 4,9991 4,5415 4,0539 3,6060 3,2507 3,0093 2,8719 2,8170 2,8383 2,9524 3,1753 3,4950 3,8721 4,2544 4,5893 4,8326 4,9553 4,9536 4,8607 4,7440 4,6771 4,7078 4,8401 5,0345 5,2311 5,3790 5,4475 5,4222 5,3003 5,0951 4,8443 4,5963 4,3841 4,2119 4,0611 3,9055 3,7318 3,5591 3,4408 3,4349 3,5591 3,7707 3,9951 4,1728 4,2757 4,2911 4,2092 4,0461 3,8676 3,7636 3,7949 3,9754 4,2867 4,6870 5,1153 5,5102 5,8287 6,0375 6,0941 5,9595 5,6365 5,1830 4,6848 4,2229 3,8597 3,6340 3,5520 3,5861 3,6833 3,7786 3,8229 3,8108 3,7753 3,7537 3,7540 3,7510 3,7163 3,6522 3,5946 3,5865 3,6481 3,7671 3,9100 4,0322 4,0810 4,0094 3,7967 3,4531 3,0193 2,5639
F7    -0,1135 0,0894 0,2243 0,2193 0,0696 -0,1517 -0,3568 -0,5046 -0,6080 -0,7009 -0,8058 -0,9231 -1,0343 -1,1155 -1,1656 -1,2172 -1,3045 -1,4196 -1,5071 -1,4955 -1,3356 -1,0249 -0,6111 -0,1643 0,2647 0,6544 0,9889 1,2455 1,4146 1,5206 1,6051 1,6854 1,7462 1,7726 1,7667 1,7321 1,6614 1,5316 1,3069 0,9657 0,5329 0,0791 -0,3159 -0,6000 -0,7645 -0,8329 -0,8361 -0,7938 -0,7232 -0,6513 -0,6022 -0,5750 -0,5377 -0,4331 -0,2005 0,1823 0,6749 1,2020 1,6992 2,1293 2,4810 2,7692 3,0100 3,1867 3,2447 3,1211 2,7860 2,2653 1,6287 0,9568 0,3242 -0,1965 -0,5408 -0,6683 -0,5674 -0,2514 0,2376 0,8243 1,4125 1,9152 2,2902 2,5545 2,7604 2,9456 3,0991 3,1670 3,0964 2,8828 2,5747 2,2457 1,9900 1,9238 2,1336 2,6075 3,2241 3,8126 4,2335 4,4280 4,4133 4,2420 3,9741 3,6837 3,4637 3,3854 3,4541 3,6204 3,8352 4,0695 4,2856 4,4270 4,4515 4,3584 4,1760 3,9326 3,6403 3,3016 2,9285 2,5454 2,1763 1,8531 1,6332 1,5751 1,6837 1,8915 2,0905 2,1799 2,1079 1,8955 1,6149 1,3399 1,1176 0,9624 0,8610 0,7888 0,7354 0,7169 0,7621 0,8863 1,0774 1,2985 1,4997 1,6401 1,7166 1,7786 1,8983 2,1127 2,4054 2,7407 3,0975 3,4729 3,8741 4,3122 4,7850 5,2601 5,6729 5,9477 6,0342 5,9271 5,6602 5,3025 4,9528 4,7051 4,6040 4,6353 4,7510 4,9032 5,0598 5,1933 5,2700 5,2706 5,2219 5,1965 5,2770 5,5196 5,9353 6,4822 7,0738 7,6068 7,9989 8,2180 8,2845 8,2509 8,1805 8,1297 8,1303 8,1778 8,2331 8,2370 8,1343 7,9042 7,5794 7,2405 6,9888 6,9029 6,9999 7,2306 7,5131 7,7706 7,9452 8,0072 7,9713 7,8999 7,8693 7,9262 8,0729 8,2827 8,5282 8,7987 9,0832 9,3394 9,4997 9,5207 9,4290 9,3101 9,2441 9,2542 9,3094 9,3582 9,3543 9,2630 9,0653 8,7746 8,4539 8,1978 8,0851 8,1460 8,3655 8,7030 9,1118 9,5564 10,0054 10,3974 10,6312 10,6204 10,3623 9,9509 9,5146 9,1475 8,8856 8,7166 8,6031 8,5144 8,4387 8,3690 8,2966 8,2260 8,1836 8,1927 8,2370 8,2613 8,2151 8,0934 7,9368 7,7983 7,7144 7,7103 7,8030 7,9767 8,1708 8,3203 8,3986 8,4063 8,3351 8,1685 7,9103 7,5974 7,2879 7,0381 6,8732 6,7668 6,6513 6,4555 6,1494 5,7677 5,3860 5,0702 4,8553 4,7632 4,8114 4,9992 5,3031 5,6931 6,1459 6,6320 7,0932 7,4432 7,5961 7,5051 7,1954 6,7718 6,3693 6,0760 5,9009 5,8076 5,7650 5,7661 5,8034 5,8372 5,8006 5,6454 5,3846 5,0973 4,8951 4,8616 5,0007 5,2372 5,4688 5,6262 5,6935 5,6861 5,6223 5,5112 5,3494 5,1257 4,8448 4,5576 4,3546 4,3180 4,4652 4,7243 4,9677 5,0900 5,0626 4,9283 4,7700 4,6758 4,6988 4,8310 5,0090 5,1481 5,1881 5,1250 5,0072 4,9014 4,8499 4,8502 4,8704 4,8813 4,8856 4,9296 5,0787 5,3690 5,7694 6,1855 6,5111 6,6859 6,7045 6,5929 6,3962 6,1752 5,9868 5,8539 5,7618 5,6935 5,6682 5,7276 5,8784 6,0625 6,1890 6,1911 6,0586 5,8265 5,5489 5,2859 5,0836 4,9497 4,8631 4,8058 4,7791 4,7960 4,8604 4,9442 4,9943 4,9758 4,8974 4,7967 4,7246 4,7303 4,8269 4,9716 5,0884 5,1135 5,0278 4,8582 4,6508 4,4449 4,2610 4,1129 4,0280 4,0439 4,1870 4,4523 4,7942 5,1437 5,4491 5,7005 5,9184 6,1227 6,3079 6,4389 6,4686 6,3677 6,1498 5,8659 5,5639 5,2570 4,9359 4,6044 4,3001 4,0841 4,0086 4,0869 4,2884 4,5557 4,8258 5,0468 5,1914 5,2637 5,2929 5,3175 5,3635 5,4335 5,5153 5,6041 5,7060 5,8168 5,9113 5,9565 5,9256 5,8110 5,6330 5,4191 5,1807 4,9232 4,6656 4,4381 4,2714 4,1859 4,1849 4,2608 4,3969 4,5610 4,7218 4,8734 5,0274 5,1862 5,3349 5,4397 5,4416 5,2753 4,9243 4,4542 3,9813 3,6151 3,4355 3,4946 3,7926 4,2538 4,7618 5,2316 5,6338 5,9621 6,2035 6,3370 6,3482 6,2472 6,0730 5,8713 5,6762 5,5160 5,4169 5,3847 5,3997 5,4444 5,5200 5,6318 5,7795 5,9643 6,1805 6,3949 6,5501 6,5907 6,4883 6,2580 5,9600 5,6673 5,4350 5,3028 5,3041 5,4573 5,7592 6,1762 6,6313 7,0214 7,2623 7,3086 7,1496 6,8178 6,3917 5,9605 5,5786 5,2603 5,0091 4,8370 4,7475 4,7124 4,6827 4,6325 4,5821 4,5679 4,6000 4,6631 4,7410 4,8271 4,9273 5,0619 5,2489 5,4851 5,7514 6,0270 6,2927 6,5192 6,6602 6,6641 6,5063 6,2108 5,8309 5,4133 4,9983 4,6493 4,4529 4,4681 4,6788 4,9975 5,3126 5,5475 5,6989 5,8102 5,9017 5,9377 5,8618 5,6606 5,3931 5,1513 4,9830 4,8704 4,7759 4,6791 4,5726 4,4550 4,3396 4,2505 4,1951 4,1525 4,1034 4,0633 4,0705 4,1475 4,2876 4,4815 4,7310 5,0263 5,3236 5,5546 5,6585 5,6122 5,4400 5,2022 4,9685 4,7948 4,7186 4,7589 4,9104 5,1386 5,3840 5,5783 5,6647 5,6044 5,3720 4,9682 4,4461 3,9147 3,5009 3,2974 3,3279 3,5366 3,8050 4,0066 4,0691 4,0023 3,8784 3,7821 3,7641 3,8341 3,9814 4,1827 4,4013 4,6028 4,7672 4,8788
