Fp1   -2,6617 -2,5085 -2,1034 -1,5600 -1,0263 -0,6543 -0,5467 -0,6788 -0,8894 -0,9768 -0,7938 -0,2904 0,4622 1,2784 1,9213 2,2109 2,1271 1,8156 1,4753 1,2436 1,1691 1,2314 1,3621 1,4769 1,5237 1,5263 1,5598 1,6556 1,7573 1,7887 1,7262 1,6010 1,4516 1,2717 1,0012 0,5776 -0,0070 -0,6915 -1,3715 -1,9485 -2,3723 -2,6263 -2,6793 -2,4920 -2,0836 -1,5724 -1,1184 -0,7997 -0,5464 -0,2158 0,2790 0,9216 1,6334 2,3292 2,9487 3,4705 3,8922 4,1862 4,2913 4,1621 3,8172 3,3302 2,7979 2,3333 2,0535 2,0456 2,3486 2,9398 3,7211 4,5368 5,2085 5,5789 5,5832 5,2886 4,8313 4,3245 3,8331 3,4016 3,0757 2,8784 2,7709 2,6839 2,6029 2,5742 2,6328 2,7773 2,9922 3,2381 3,4445 3,5437 3,4829 3,2157 2,7441 2,1514 1,5306 0,9050 0,2725 -0,3046 -0,7025 -0,8179 -0,6319 -0,2134 0,3200 0,8475 1,2844 1,5970 1,7601 1,7079 1,3666 0,7260 -0,1553 -1,1838 -2,2336 -3,1568 -3,8466 -4,3037 -4,6104 -4,8356 -4,9773 -4,9880 -4,8406 -4,5659 -4,2343 -3,9312 -3,7517 -3,7777 -4,0382 -4,4968 -5,0600 -5,5931 -5,9677 -6,1258 -6,1008 -5,9815 -5,8484 -5,7105 -5,5114 -5,2015 -4,7892 -4,3284 -3,8855 -3,5121 -3,2271 -3,0206 -2,8808 -2,8040 -2,7707 -2,7353 -2,6479 -2,4626 -2,1303 -1,6122 -0,9169 -0,1306 0,5997 1,1491 1,4934 1,6956 1,8308 1,9359 2,0120 2,0461 2,0247 1,9440 1,7997 1,5687 1,2415 0,8748 0,5816 0,4613 0,5412 0,7916 1,1818 1,6794 2,2113 2,6814 3,0247 3,2276 3,3072 3,2827 3,1647 2,9522 2,6318 2,1883 1,6346 1,0314 0,4601 -0,0269 -0,4300 -0,7789 -1,0801 -1,2879 -1,3312 -1,1782 -0,8759 -0,5102 -0,1463 0,1716 0,3977 0,4944 0,4558 0,3131 0,1039 -0,1635 -0,4882 -0,8276 -1,1074 -1,2765 -1,3406 -1,3613 -1,4259 -1,5893 -1,8497 -2,1984 -2,6453 -3,1584 -3,6340 -3,9640 -4,1032 -4,0617 -3,8675 -3,5594 -3,2050 -2,8886 -2,6601 -2,5056 -2,3762 -2,2348 -2,0749 -1,9151 -1,7660 -1,5910 -1,3398 -1,0294 -0,7201 -0,4060 -0,0301 0,3776 0,6693 0,7087 0,4849 0,0977 -0,3256 -0,7088 -1,0502 -1,3621 -1,6133 -1,7648 -1,8206 -1,8072 -1,7361 -1,6035 -1,4126 -1,2017 -1,0538 -1,0656 -1,3085 -1,8164 -2,5687 -3,4588 -4,3159 -4,9907 -5,4254 -5,6435 -5,6859 -5,5766 -5,3558 -5,1064 -4,9157 -4,8182 -4,7890 -4,7860 -4,7883 -4,7810 -4,7292 -4,6065 -4,4343 -4,2701 -4,1571 -4,0767 -3,9512 -3,7081 -3,3501 -2,9783 -2,7329 -2,6903 -2,8213 -3,0404 -3,2699 -3,4816 -3,7041 -3,9726 -4,2614 -4,4958 -4,6147 -4,5860 -4,3868 -4,0155 -3,5234 -3,0146 -2,6084 -2,3891 -2,3794 -2,5485 -2,8352 -3,1754 -3,5109 -3,7776 -3,9188 -3,9192 -3,7999 -3,5840 -3,2952 -2,9903 -2,7671 -2,7128 -2,8499 -3,1472 -3,5634 -4,0713 -4,6451 -5,2278 -5,7341 -6,0928 -6,2478 -6,1337 -5,7070 -4,9817 -4,0134 -2,8951 -1,7662 -0,7862 -0,0882 0,2583 0,2672 0,0192 -0,3909 -0,8839 -1,3724 -1,7439 -1,8902 -1,7606 -1,4056 -0,9663 -0,5929 -0,3641 -0,2792 -0,2984 -0,3779 -0,4782 -0,5634 -0,6138 -0,6407 -0,6756 -0,7335 -0,7889 -0,7846 -0,6582 -0,3690 0,0719 0,5954 1,1135 1,5584 1,8822 2,0465 2,0330 1,8507 1,5236 1,0944 0,6441 0,2652 0,0133 -0,0954 -0,0556 0,1289 0,4151 0,7175 0,9564 1,0898 1,0937 0,9430 0,6353 0,2200 -0,2054 -0,5325 -0,6929 -0,6920 -0,6075 -0,5516 -0,6043 -0,7608 -0,9453 -1,0796 -1,1352 -1,1280 -1,0845 -1,0211 -0,9474 -0,8805 -0,8560 -0,9180 -1,0801 -1,3168 -1,6156 -1,9937 -2,4321 -2,8374 -3,1013 -3,1703 -3,0428 -2,7255 -2,2197 -1,5642 -0,8838 -0,3517 -0,0775 -0,0380 -0,1124 -0,1670 -0,1182 0,0507 0,2973 0,5459 0,7236 0,7814 0,7113 0,5595 0,3912 0,2421 0,1268 0,0711 0,1008 0,2046 0,3364 0,4538 0,5279 0,5367 0,4751 0,3596 0,2150 0,0634 -0,0830 -0,2248 -0,3632 -0,4841 -0,5677 -0,6162 -0,6571 -0,6984 -0,6831 -0,5140 -0,1564 0,3048 0,7394 1,0739 1,2986 1,4131 1,4204 1,3749 1,3779 1,4961 1,7112 1,9550 2,1720 2,3497 2,5022 2,6369 2,7438 2,8077 2,8116 2,7433 2,6321 2,5527 2,5646 2,6684 2,8269 2,9879 3,0730 2,9816 2,6460 2,0828 1,3826 0,6521 -0,0274 -0,6059 -1,0691 -1,4265 -1,6590 -1,7123 -1,5702 -1,2972 -1,0064 -0,8226 -0,8613 -1,1812 -1,7261 -2,3510 -2,9423 -3,4871 -4,0192 -4,5468 -5,0400 -5,4618 -5,7936 -6,0109 -6,0631 -5,9279 -5,6676 -5,4050 -5,2429 -5,2020 -5,2175 -5,1718 -4,9464 -4,4949 -3,8751 -3,1900 -2,5134 -1,8968 -1,4122 -1,1348 -1,0907 -1,2438 -1,5223 -1,8476 -2,1529 -2,3874 -2,5091 -2,4785 -2,2670 -1,8815 -1,3783 -0,8462 -0,3705 -0,0136 0,1835 0,2053 0,0769 -0,1453 -0,3953 -0,6001 -0,6954 -0,6721 -0,5963 -0,5582 -0,5975 -0,6720 -0,6974 -0,6256 -0,4828 -0,3368 -0,2620 -0,3416 -0,6474 -1,1733 -1,8163 -2,4514 -2,9982 -3,3981 -3,5952 -3,5886 -3,4559 -3,2926 -3,1375 -2,9557 -2,6846 -2,2889 -1,7753 -1,1938 -0,6517 -0,2808 -0,1475 -0,2105 -0,3956 -0,6957 -1,1568 -1,7755 -2,4616 -3,1061 -3,6644 -4,1748 -4,6840 -5,1462 -5,4274 -5,4203 -5,1352 -4,6847 -4,1960 -3,7324 -3,2891 -2,8437 -2,3892 -1,9272 -1,4642 -1,0337 -0,7023 -0,5272 -0,4923 -0,4952 -0,4414
Fz    -0,3813 -0,3838 -0,2214 0,0121 0,1849 0,1780 -0,0528 -0,4349 -0,8113 -1,0245 -0,9736 -0,6324 -0,0594 0,6049 1,1677 1,4583 1,4216 1,1380 0,7499 0,3862 0,1360 0,0396 0,0788 0,1937 0,3336 0,5073 0,7590 1,0692 1,3137 1,3445 1,0886 0,5801 -0,0679 -0,7255 -1,2976 -1,7386 -2,0392 -2,2003 -2,2099 -2,0507 -1,7341 -1,2993 -0,7749 -0,1703 0,4723 1,0330 1,3612 1,3968 1,2335 1,0411 0,9495 1,0151 1,2398 1,5861 1,9977 2,4226 2,8096 3,0794 3,1299 2,8983 2,4173 1,8098 1,2367 0,8427 0,7131 0,8602 1,2532 1,8460 2,5670 3,3073 3,9360 4,3380 4,4652 4,3495 4,0537 3,6318 3,1428 2,6719 2,3253 2,1822 2,2349 2,3976 2,5855 2,7656 2,9432 3,1375 3,3615 3,5918 3,7686 3,8315 3,7377 3,4594 3,0009 2,4110 1,7509 1,0641 0,4070 -0,1165 -0,3949 -0,3706 -0,0636 0,4326 0,9719 1,3946 1,5860 1,5210 1,2384 0,7778 0,1726 -0,5209 -1,2284 -1,8818 -2,4233 -2,8095 -3,0404 -3,1807 -3,3260 -3,5281 -3,7508 -3,8973 -3,8795 -3,6696 -3,3127 -2,9190 -2,6274 -2,5474 -2,7176 -3,0967 -3,5772 -4,0165 -4,2914 -4,3533 -4,2502 -4,1036 -4,0339 -4,0694 -4,1298 -4,1060 -3,9470 -3,6812 -3,3843 -3,1357 -2,9817 -2,9122 -2,8645 -2,7600 -2,5422 -2,1954 -1,7427 -1,2185 -0,6313 0,0414 0,8248 1,7069 2,6140 3,4430 4,1257 4,6426 4,9905 5,1787 5,2473 5,2546 5,2398 5,2046 5,1120 4,9051 4,5757 4,2297 4,0551 4,2043 4,6909 5,3930 6,1493 6,8282 7,3266 7,5675 7,5219 7,2243 6,7595 6,2171 5,6576 5,1101 4,5785 4,0538 3,5458 3,1094 2,8196 2,7111 2,7405 2,8135 2,8662 2,9204 3,0536 3,3222 3,7046 4,1178 4,4743 4,7125 4,7980 4,7242 4,5065 4,1776 3,7784 3,3443 2,9163 2,5629 2,3619 2,3480 2,4812 2,6600 2,7642 2,7135 2,4950 2,1250 1,6196 1,0356 0,4922 0,1043 -0,0930 -0,1350 -0,0713 0,0617 0,2390 0,4501 0,7039 1,0140 1,3614 1,6798 1,8906 1,9507 1,8742 1,7236 1,5585 1,3939 1,2540 1,2580 1,5567 2,1582 2,8714 3,4397 3,6977 3,6117 3,2294 2,6203 1,8548 1,0353 0,3160 -0,1537 -0,3117 -0,1936 0,1297 0,5955 1,1308 1,6233 1,9401 1,9789 1,6922 1,0771 0,1851 -0,8444 -1,7991 -2,4736 -2,7464 -2,5980 -2,0857 -1,3220 -0,4696 0,3002 0,8803 1,2528 1,4416 1,4596 1,3108 1,0430 0,7727 0,6252 0,6513 0,8078 1,0020 1,1678 1,3192 1,5300 1,8598 2,2884 2,7256 3,0852 3,3328 3,4729 3,5112 3,4215 3,1426 2,6357 1,9534 1,2249 0,5803 0,1156 -0,1024 -0,0500 0,2277 0,6247 1,0124 1,2923 1,4326 1,4698 1,4743 1,5009 1,5675 1,6719 1,7982 1,9042 1,9428 1,9063 1,8343 1,7662 1,6982 1,6020 1,4762 1,3511 1,2491 1,1524 1,0139 0,8040 0,5304 0,2101 -0,1287 -0,4136 -0,5548 -0,4972 -0,2291 0,2121 0,7403 1,2595 1,7001 2,0287 2,2498 2,3959 2,5024 2,5970 2,7113 2,8827 3,1378 3,4696 3,8158 4,0778 4,1934 4,1834 4,1061 3,9898 3,8255 3,6077 3,3689 3,1772 3,0936 3,1291 3,2417 3,3712 3,4851 3,6033 3,7764 4,0285 4,3209 4,5773 4,7363 4,7721 4,6814 4,4775 4,1937 3,8735 3,5597 3,2926 3,0864 2,9067 2,6970 2,4399 2,1805 1,9801 1,8617 1,8066 1,7719 1,7049 1,5589 1,3151 1,0081 0,7401 0,6435 0,8012 1,1990 1,7303 2,2319 2,5613 2,6698 2,5983 2,4147 2,1766 1,9376 1,7527 1,6648 1,6861 1,7894 1,9126 1,9842 1,9721 1,8989 1,7866 1,6287 1,4380 1,2650 1,1420 1,0522 0,9798 0,9686 1,1095 1,4598 1,9678 2,4929 2,9064 3,1670 3,3143 3,4094 3,4808 3,5124 3,4659 3,3184 3,0926 2,8524 2,6755 2,6206 2,6883 2,8121 2,9091 2,9318 2,8636 2,6907 2,3958 1,9771 1,4573 0,8799 0,3112 -0,1698 -0,4992 -0,6452 -0,6204 -0,4842 -0,3146 -0,1615 -0,0266 0,1048 0,2343 0,3646 0,5321 0,7929 1,1455 1,4960 1,7331 1,8193 1,7935 1,7054 1,5797 1,4515 1,3844 1,4200 1,5414 1,7030 1,8784 2,0727 2,2927 2,5102 2,6727 2,7498 2,7439 2,6710 2,5661 2,4833 2,4598 2,4906 2,5483 2,5993 2,5932 2,4688 2,1914 1,7841 1,3270 0,9162 0,6116 0,4143 0,2737 0,1339 0,0118 0,0011 0,1727 0,5030 0,8942 1,2161 1,3331 1,1578 0,7186 0,1458 -0,4428 -1,0120 -1,5636 -2,0705 -2,4785 -2,7527 -2,8975 -2,9199 -2,8146 -2,6143 -2,4255 -2,3861 -2,5776 -2,9605 -3,3794 -3,6219 -3,5061 -2,9828 -2,1693 -1,2621 -0,4218 0,2426 0,6340 0,6915 0,4512 0,0391 -0,3968 -0,7447 -0,9442 -0,9773 -0,8621 -0,6422 -0,3546 -0,0141 0,3549 0,6959 0,9491 1,0834 1,0980 1,0240 0,9293 0,8909 0,9581 1,1404 1,3955 1,6153 1,6655 1,4741 1,0905 0,6689 0,3807 0,3038 0,3765 0,4590 0,4284 0,2199 -0,1676 -0,6628 -1,1429 -1,5165 -1,7870 -2,0117 -2,2243 -2,4265 -2,6196 -2,7949 -2,8936 -2,8112 -2,4653 -1,8473 -1,0107 -0,0517 0,8793 1,6008 2,0000 2,1053 2,0296 1,8465 1,5523 1,1347 0,6284 0,0903 -0,4543 -1,0106 -1,5470 -1,9483 -2,0627 -1,8136 -1,2779 -0,6562 -0,1448 0,1711 0,3104 0,3196 0,2406 0,1374 0,0970 0,1779 0,3740 0,6410 0,9436 1,2615 1,5381
F3    0,5035 0,3195 0,2491 0,2676 0,2832 0,1818 -0,0925 -0,4805 -0,8353 -1,0107 -0,9213 -0,5624 -0,0170 0,5573 0,9750 1,1019 0,9304 0,5851 0,2408 0,0310 0,0056 0,1305 0,3127 0,4563 0,5350 0,6253 0,8365 1,1839 1,5543 1,7910 1,7866 1,5157 1,0179 0,3605 -0,3820 -1,1301 -1,8050 -2,3378 -2,6721 -2,7746 -2,6538 -2,3468 -1,8790 -1,2569 -0,5178 0,2280 0,8347 1,2255 1,4474 1,6018 1,7472 1,8915 2,0263 2,1375 2,2073 2,2267 2,1997 2,1153 1,9240 1,5691 1,0482 0,4382 -0,1282 -0,5037 -0,5730 -0,2951 0,2925 1,0899 1,9476 2,6990 3,2122 3,4275 3,3743 3,1517 2,8630 2,5644 2,2727 2,0084 1,8266 1,7939 1,9250 2,1628 2,4240 2,6468 2,8103 2,9334 3,0443 3,1333 3,1485 3,0420 2,8010 2,4410 1,9925 1,4897 0,9559 0,4083 -0,1010 -0,4726 -0,6139 -0,4971 -0,1716 0,2524 0,6450 0,9065 1,0050 0,9768 0,8633 0,6506 0,3006 -0,1746 -0,7084 -1,2372 -1,7296 -2,1664 -2,5358 -2,8656 -3,2163 -3,6146 -4,0070 -4,2839 -4,3454 -4,1526 -3,7555 -3,2921 -2,9417 -2,8468 -3,0572 -3,5185 -4,0954 -4,6161 -4,9337 -4,9894 -4,8337 -4,5920 -4,3919 -4,2858 -4,2294 -4,1384 -3,9641 -3,7280 -3,4970 -3,3278 -3,2305 -3,1740 -3,1086 -2,9867 -2,7749 -2,4639 -2,0771 -1,6573 -1,2232 -0,7477 -0,1909 0,4405 1,0710 1,6140 2,0398 2,3689 2,6299 2,8553 3,0900 3,3627 3,6483 3,8703 3,9338 3,7720 3,4127 3,0096 2,7727 2,8428 3,2145 3,7644 4,3466 4,8489 5,1902 5,3151 5,2090 4,9101 4,4943 4,0400 3,6129 3,2622 3,0013 2,7975 2,6064 2,4183 2,2545 2,1247 1,9996 1,8276 1,5891 1,3392 1,1844 1,2055 1,3988 1,6966 2,0289 2,3449 2,6021 2,7599 2,7840 2,6597 2,4033 2,0588 1,6988 1,4217 1,3127 1,3914 1,5908 1,7761 1,7999 1,5780 1,1207 0,4825 -0,2776 -1,0607 -1,7159 -2,1158 -2,2332 -2,1261 -1,8691 -1,5203 -1,1254 -0,7166 -0,3002 0,1316 0,5533 0,8849 1,0389 0,9816 0,7506 0,4354 0,1305 -0,1107 -0,2471 -0,1896 0,1515 0,7376 1,3781 1,8552 2,0499 1,9597 1,6461 1,1750 0,6001 0,0015 -0,4927 -0,7700 -0,8154 -0,7045 -0,5211 -0,3052 -0,0768 0,1234 0,2315 0,1856 -0,0575 -0,5203 -1,1855 -1,9609 -2,6858 -3,1975 -3,4036 -3,2987 -2,9276 -2,3554 -1,6728 -0,9875 -0,3838 0,0960 0,4246 0,5654 0,4896 0,2286 -0,0977 -0,3366 -0,3922 -0,2703 -0,0556 0,1665 0,3815 0,6347 0,9509 1,2734 1,4992 1,5719 1,5141 1,3827 1,2234 1,0402 0,7837 0,4079 -0,0471 -0,4696 -0,7608 -0,8698 -0,7801 -0,5118 -0,1320 0,2568 0,5481 0,6694 0,6079 0,4098 0,1577 -0,0663 -0,2080 -0,2409 -0,1692 -0,0317 0,1272 0,2953 0,4852 0,6881 0,8535 0,9326 0,9245 0,8646 0,7832 0,6799 0,5273 0,3046 0,0182 -0,3142 -0,6611 -0,9494 -1,0856 -1,0003 -0,6676 -0,1234 0,5350 1,1863 1,7210 2,0654 2,2067 2,1947 2,1086 2,0217 1,9926 2,0590 2,2292 2,4742 2,7207 2,8704 2,8676 2,7411 2,5622 2,3810 2,2165 2,0831 2,0107 2,0348 2,1603 2,3328 2,4520 2,4292 2,2557 2,0266 1,8880 1,9418 2,1819 2,5123 2,8175 3,0129 3,0550 2,9389 2,6917 2,3524 1,9651 1,5866 1,2698 1,0291 0,8437 0,7090 0,6632 0,7396 0,9165 1,1359 1,3413 1,4788 1,4875 1,3171 0,9762 0,5693 0,2604 0,1746 0,3298 0,6388 0,9499 1,1245 1,1195 1,0009 0,8797 0,8415 0,9203 1,1032 1,3465 1,5958 1,8009 1,9156 1,8962 1,7259 1,4267 1,0208 0,5213 -0,0122 -0,4670 -0,7551 -0,8611 -0,7951 -0,5359 -0,0500 0,6421 1,4246 2,1213 2,5891 2,7871 2,7695 2,6300 2,4551 2,3020 2,1881 2,0993 2,0139 1,9203 1,8252 1,7517 1,7026 1,6378 1,5180 1,3530 1,1767 0,9938 0,7734 0,4902 0,1546 -0,1889 -0,4749 -0,6449 -0,6670 -0,5367 -0,2829 0,0210 0,2759 0,4067 0,3956 0,2701 0,0759 -0,1246 -0,2434 -0,1993 0,0090 0,2855 0,5197 0,6743 0,7882 0,9162 1,0863 1,3069 1,5750 1,8537 2,0768 2,1937 2,1991 2,1208 1,9901 1,8216 1,6213 1,4111 1,2257 1,0967 1,0603 1,1511 1,3599 1,6201 1,8546 2,0112 2,0540 1,9590 1,7342 1,4303 1,1231 0,8714 0,6877 0,5459 0,3939 0,1790 -0,0879 -0,3148 -0,4084 -0,3478 -0,1837 -0,0135 0,0432 -0,0977 -0,4143 -0,7895 -1,1247 -1,4189 -1,7270 -2,0807 -2,4655 -2,8520 -3,2164 -3,5191 -3,7067 -3,7706 -3,7823 -3,8534 -4,0494 -4,3294 -4,5609 -4,5795 -4,2593 -3,5934 -2,7209 -1,8407 -1,0940 -0,5490 -0,2557 -0,2469 -0,4898 -0,8858 -1,3267 -1,7306 -2,0346 -2,1853 -2,1569 -1,9644 -1,6419 -1,2267 -0,7793 -0,3826 -0,1017 0,0396 0,0445 -0,0595 -0,2086 -0,3265 -0,3618 -0,2959 -0,1427 0,0379 0,1592 0,1686 0,0895 0,0047 -0,0067 0,0607 0,1246 0,0797 -0,1298 -0,5022 -1,0068 -1,5862 -2,1550 -2,6443 -3,0434 -3,3644 -3,5950 -3,7256 -3,7986 -3,8792 -3,9682 -3,9685 -3,7553 -3,2704 -2,5441 -1,6693 -0,7819 -0,0210 0,5433 0,9387 1,2176 1,3580 1,2709 0,9019 0,2892 -0,4817 -1,3420 -2,2372 -3,0722 -3,6878 -3,9236 -3,7213 -3,1815 -2,5213 -1,9496 -1,5587 -1,3292 -1,2139 -1,1751 -1,1491 -1,0498 -0,8409 -0,5694 -0,3029 -0,0546 0,2061 0,4693
F7    -1,5640 -1,5780 -1,3922 -1,0368 -0,6129 -0,2637 -0,1124 -0,1941 -0,4425 -0,7321 -0,9299 -0,9482 -0,7727 -0,4385 -0,0122 0,4116 0,7497 0,9689 1,0882 1,1648 1,2599 1,3914 1,5168 1,5686 1,5213 1,4434 1,4717 1,6780 1,9572 2,0990 1,9645 1,5552 0,9558 0,2942 -0,2685 -0,5985 -0,6598 -0,5301 -0,3732 -0,3664 -0,5994 -1,0247 -1,4957 -1,8492 -1,9815 -1,8777 -1,5635 -1,0402 -0,3127 0,5108 1,2183 1,6385 1,7559 1,6851 1,5688 1,4919 1,4571 1,4142 1,2965 1,0374 0,6187 0,1595 -0,0982 0,0337 0,5309 1,1937 1,8073 2,2219 2,3309 2,0756 1,4987 0,7592 0,0864 -0,3054 -0,3037 0,0852 0,7841 1,6737 2,6063 3,4331 4,0148 4,2285 4,0124 3,4229 2,6398 1,8942 1,3602 1,0799 0,9822 0,9850 1,0600 1,1911 1,3269 1,4156 1,4523 1,4611 1,4596 1,4688 1,5259 1,6572 1,8376 1,9795 1,9769 1,7806 1,4502 1,1412 1,0119 1,1067 1,3057 1,3947 1,1966 0,6565 -0,1409 -1,0101 -1,7613 -2,2927 -2,6088 -2,7611 -2,7570 -2,5311 -2,0392 -1,3869 -0,8361 -0,6684 -1,0256 -1,8566 -2,9811 -4,1684 -5,1811 -5,8181 -5,9659 -5,6396 -4,9948 -4,2642 -3,6227 -3,0901 -2,5786 -2,0501 -1,6049 -1,3846 -1,4179 -1,6077 -1,8326 -2,0092 -2,0953 -2,0900 -2,0237 -1,9247 -1,7987 -1,6313 -1,3977 -1,0901 -0,7377 -0,3833 -0,0592 0,2208 0,4735 0,7373 1,0339 1,3511 1,6626 1,9475 2,1862 2,3380 2,3268 2,0778 1,6117 1,0928 0,7583 0,7725 1,1089 1,5673 1,9389 2,1331 2,1458 1,9996 1,7559 1,5259 1,4204 1,4819 1,6761 1,9291 2,1372 2,1695 1,9339 1,4515 0,8345 0,2010 -0,3885 -0,9445 -1,5045 -2,0571 -2,5022 -2,6889 -2,5130 -1,9954 -1,2741 -0,5337 0,0612 0,3971 0,4187 0,1333 -0,3967 -1,0752 -1,7813 -2,3816 -2,7674 -2,8938 -2,7917 -2,5700 -2,3992 -2,4323 -2,7083 -3,1555 -3,6687 -4,1489 -4,5167 -4,7357 -4,8085 -4,7314 -4,4771 -4,0410 -3,4874 -2,9342 -2,4965 -2,2451 -2,2089 -2,4002 -2,8086 -3,3547 -3,8825 -4,2558 -4,4795 -4,6797 -4,9284 -5,1265 -5,0947 -4,7502 -4,1662 -3,4858 -2,8121 -2,1879 -1,6553 -1,3110 -1,2806 -1,6145 -2,2053 -2,8439 -3,3655 -3,7138 -3,9019 -3,9680 -3,9599 -3,9353 -3,9596 -4,0735 -4,2679 -4,5197 -4,8361 -5,2288 -5,6529 -5,9956 -6,1304 -5,9890 -5,5877 -5,0049 -4,3550 -3,7566 -3,2738 -2,8804 -2,5175 -2,1932 -1,9924 -1,9739 -2,0881 -2,2198 -2,2808 -2,2551 -2,1970 -2,1971 -2,3188 -2,5575 -2,8753 -3,2564 -3,6924 -4,1313 -4,4774 -4,6345 -4,5518 -4,2549 -3,8499 -3,4728 -3,2084 -3,0547 -2,9497 -2,8130 -2,5828 -2,2555 -1,8960 -1,5967 -1,4270 -1,4066 -1,5024 -1,6550 -1,8215 -1,9948 -2,1869 -2,3981 -2,6109 -2,8153 -3,0267 -3,2735 -3,5713 -3,9035 -4,2205 -4,4542 -4,5362 -4,4268 -4,1562 -3,8409 -3,6199 -3,5511 -3,5877 -3,6483 -3,6688 -3,5977 -3,3966 -3,0510 -2,5854 -2,0836 -1,6511 -1,3299 -1,0842 -0,8679 -0,6723 -0,5214 -0,4567 -0,5274 -0,7513 -1,0537 -1,2754 -1,2912 -1,1163 -0,8693 -0,6560 -0,5215 -0,4841 -0,5684 -0,7877 -1,1173 -1,5020 -1,8629 -2,0924 -2,0886 -1,8312 -1,4105 -0,9639 -0,5850 -0,2889 -0,0402 0,2064 0,4788 0,7749 1,0521 1,2327 1,2407 1,0303 0,5879 -0,0485 -0,7642 -1,4027 -1,8396 -2,0168 -1,9308 -1,6324 -1,2308 -0,8468 -0,5461 -0,3353 -0,2000 -0,1206 -0,0819 -0,1040 -0,2336 -0,4808 -0,7953 -1,1172 -1,4223 -1,7004 -1,9061 -1,9577 -1,7860 -1,3840 -0,8217 -0,2302 0,2359 0,4614 0,4246 0,1981 -0,1056 -0,4035 -0,6689 -0,9110 -1,1545 -1,4275 -1,7479 -2,1099 -2,4741 -2,7739 -2,9395 -2,9059 -2,6148 -2,0603 -1,3482 -0,6640 -0,1700 0,0530 0,0042 -0,2585 -0,6490 -1,0757 -1,4516 -1,7080 -1,8193 -1,8122 -1,7480 -1,6954 -1,7007 -1,7597 -1,8209 -1,8347 -1,7983 -1,7437 -1,6960 -1,6584 -1,6229 -1,5807 -1,5189 -1,4268 -1,3121 -1,1953 -1,0939 -1,0225 -0,9934 -1,0010 -1,0164 -1,0092 -0,9719 -0,9263 -0,8950 -0,8629 -0,7957 -0,6920 -0,5829 -0,5011 -0,4735 -0,5234 -0,6441 -0,7706 -0,8148 -0,7305 -0,5251 -0,2377 0,0801 0,3811 0,6159 0,7140 0,6158 0,3397 -0,0120 -0,3109 -0,4476 -0,3554 -0,0361 0,4377 0,9527 1,3853 1,6282 1,6219 1,3704 0,9318 0,3974 -0,1323 -0,5820 -0,9423 -1,2838 -1,6847 -2,1118 -2,4101 -2,4344 -2,1648 -1,7095 -1,2473 -0,9648 -0,9847 -1,2951 -1,7599 -2,2184 -2,5663 -2,7606 -2,8074 -2,7755 -2,7900 -2,9649 -3,3219 -3,7873 -4,2678 -4,7112 -5,1038 -5,4215 -5,5868 -5,4794 -5,0038 -4,1660 -3,1046 -2,0338 -1,1321 -0,4725 -0,0575 0,1141 0,0485 -0,2186 -0,6403 -1,1666 -1,7202 -2,2043 -2,5421 -2,7003 -2,6808 -2,5014 -2,1976 -1,8345 -1,4847 -1,1896 -0,9606 -0,8121 -0,7639 -0,8179 -0,9500 -1,1130 -1,2460 -1,3136 -1,3423 -1,3802 -1,4178 -1,3822 -1,2172 -0,9419 -0,6441 -0,4297 -0,3604 -0,4359 -0,6362 -0,9567 -1,3894 -1,8999 -2,4561 -3,0349 -3,5667 -3,9441 -4,1424 -4,2682 -4,4454 -4,6831 -4,8677 -4,8538 -4,5412 -3,9020 -3,0006 -2,0137 -1,1834 -0,6853 -0,5344 -0,6354 -0,9107 -1,3620 -2,0263 -2,9025 -3,9294 -5,0061 -6,0090 -6,8040 -7,2780 -7,3868 -7,1682 -6,7059 -6,0987 -5,4455 -4,8164 -4,2372 -3,7252 -3,3161 -3,0297 -2,8444 -2,7401 -2,7535 -2,9464 -3,3053 -3,7063 -4,0152
