Fp1   -1,6620 -1,5287 -1,4576 -1,4685 -1,5675 -1,7224 -1,8561 -1,8695 -1,6907 -1,3190 -0,8251 -0,3122 0,1301 0,4521 0,6583 0,8016 0,9442 1,1024 1,2264 1,2410 1,1143 0,8895 0,6541 0,4805 0,3873 0,3469 0,3281 0,3341 0,3978 0,5419 0,7467 0,9503 1,0684 1,0198 0,7449 0,2201 -0,5167 -1,3365 -2,0290 -2,3838 -2,2924 -1,7876 -1,0031 -0,0980 0,7962 1,5820 2,1751 2,5049 2,5454 2,3423 2,0000 1,6380 1,3478 1,1677 1,0789 1,0205 0,9273 0,7765 0,6027 0,4656 0,4064 0,4299 0,5142 0,6329 0,7648 0,8864 0,9674 0,9768 0,9011 0,7655 0,6311 0,5654 0,6184 0,8109 1,1220 1,4904 1,8377 2,0942 2,2174 2,1986 2,0596 1,8368 1,5638 1,2567 0,9205 0,5706 0,2451 -0,0139 -0,1937 -0,3215 -0,4429 -0,5885 -0,7558 -0,9172 -1,0391 -1,0875 -1,0275 -0,8305 -0,4921 -0,0525 0,3906 0,6908 0,6896 0,2725 -0,5835 -1,8013 -3,2366 -4,7278 -6,1284 -7,3210 -8,2259 -8,8042 -9,0504 -8,9867 -8,6580 -8,1156 -7,4015 -6,5482 -5,5853 -4,5495 -3,4937 -2,4857 -1,5861 -0,8225 -0,1845 0,3610 0,8433 1,2716 1,6427 1,9682 2,2930 2,6834 3,1960 3,8611 4,6831 5,6446 6,7122 7,8468 9,0040 10,1280 11,1525 12,0125 12,6582 13,0575 13,1906 13,0554 12,6914 12,1960 11,7062 11,3431 11,1513 11,0720 10,9735 10,7255 10,2648 9,6160 8,8702 8,1509 7,5782 7,2255 7,0854 7,0753 7,0860 7,0379 6,9111 6,7408 6,5821 6,4652 6,3816 6,3047 6,2160 6,1121 5,9996 5,8834 5,7519 5,5812 5,3556 5,0761 4,7558 4,4244 4,1299 3,9230 3,8343 3,8607 3,9691 4,1169 4,2702 4,4122 4,5392 4,6518 4,7521 4,8417 4,9137 4,9522 4,9489 4,9126 4,8589 4,7899 4,6841 4,5024 4,2058 3,7836 3,2787 2,7857 2,4204 2,2787 2,4041 2,7822 3,3608 4,0621 4,7828 5,4095 5,8571 6,1020 6,1868 6,1977 6,2300 6,3523 6,5845 6,8986 7,2475 7,6021 7,9631 8,3497 8,7812 9,2617 9,7720 10,2692 10,6874 10,9506 11,0016 10,8222 10,4315 9,8773 9,2276 8,5573 7,9331 7,4134 7,0540 6,9000 6,9690 7,2399 7,6540 8,1294 8,5862 8,9772 9,2942 9,5447 9,7286 9,8328 9,8294 9,6785 9,3444 8,8244 8,1713 7,4892 6,8962 6,4774 6,2616 6,2302 6,3365 6,5267 6,7585 7,0030 7,2297 7,3948 7,4473 7,3537 7,1262 6,8395 6,6135 6,5666 6,7639 7,1866 7,7407 8,3030 8,7763 9,1112 9,2914 9,3178 9,2115 9,0290 8,8600 8,7973 8,8911 9,1191 9,3971 9,6307 9,7637 9,7898 9,7347 9,6256 9,4703 9,2632 9,0132 8,7616 8,5653 8,4641 8,4634 8,5451 8,6877 8,8786 9,1215 9,4409 9,8666 10,4031 11,0065 11,5906 12,0610 12,3557 12,4653 12,4271 12,3014 12,1456 12,0038 11,9124 11,8966 11,9507 12,0369 12,1152 12,1739 12,2319 12,3125 12,4131 12,5051 12,5578 12,5608 12,5375 12,5451 12,6433 12,8462 13,1064 13,3455 13,4930 13,5058 13,3757 13,1355 12,8539 12,6160 12,4890 12,4895 12,5714 12,6488 12,6419 12,5235 12,3323 12,1398 12,0023 11,9377 11,9345 11,9645 11,9929 11,9947 11,9701 11,9407 11,9280 11,9288 11,9097 11,8344 11,6984 11,5385 11,4118 11,3620 11,3930 11,4707 11,5557 11,6324 11,7057 11,7819 11,8541 11,9071 11,9325 11,9357 11,9315 11,9287 11,9170 11,8706 11,7596 11,5541 11,2278 10,7729 10,2140 9,6069 9,0265 8,5503 8,2375 8,1154 8,1821 8,4133 8,7553 9,1199 9,4061 9,5464 9,5393 9,4416 9,3277 9,2440 9,1843 9,1005 8,9371 8,6656 8,3002 7,8889 7,4962 7,1902 7,0226 7,0005 7,0792 7,1898 7,2700 7,2833 7,2278 7,1334 7,0528 7,0474 7,1580 7,3691 7,6030 7,7528 7,7293 7,4929 7,0628 6,4993 5,8690 5,2183 4,5782 3,9908 3,5241 3,2569 3,2412 3,4655 3,8461 4,2590 4,5970 4,8103 4,9065 4,9220 4,8944 4,8514 4,8057 4,7510 4,6664 4,5379 4,3795 4,2277 4,1059 4,0028 3,8961 3,7981 3,7713 3,8960 4,2191 4,7210 5,3163 5,8842 6,3104 6,5168 6,4709 6,1837 5,7090 5,1407 4,5924 4,1619 3,9013 3,8023 3,8009 3,8036 3,7314 3,5513 3,2749 2,9361 2,5649 2,1735 1,7620 1,3407 0,9379 0,5769 0,2483 -0,0877 -0,4776 -0,9523 -1,5147 -2,1397 -2,7811 -3,3734 -3,8404 -4,1244 -4,2121 -4,1238 -3,8900 -3,5524 -3,1767 -2,8507 -2,6597 -2,6485 -2,7863 -2,9615 -3,0211 -2,8376 -2,3561 -1,5898 -0,5911 0,5593 1,7500 2,8574 3,7822 4,4759 4,9457 5,2446 5,4511 5,6429 5,8715 6,1394 6,3965 6,5694 6,6141 6,5495 6,4455 6,3767 6,3837 6,4730 6,6406 6,8708 7,1085 7,2530 7,2009 6,8997 6,3584 5,6245 4,7699 3,8795 3,0257 2,2395 1,5029 0,7673 -0,0048 -0,8028 -1,5613 -2,1829 -2,5706 -2,6632 -2,4616 -2,0362 -1,5109 -1,0243 -0,6845 -0,5508 -0,6482 -0,9762 -1,4942 -2,1126 -2,7153 -3,1992 -3,5032 -3,6147 -3,5564 -3,3689 -3,1031 -2,8157 -2,5646 -2,4030 -2,3710 -2,4881 -2,7497 -3,1305 -3,5911 -4,0803 -4,5348 -4,8912 -5,1145 -5,2235 -5,2821 -5,3510 -5,4455 -5,5362 -5,5773 -5,5361 -5,4176 -5,2666 -5,1317 -5,0238 -4,9057 -4,7140 -4,3968 -3,9414 -3,3718 -2,7282 -2,0550 -1,4035 -0,8347 -0,4158 -0,2042 -0,2213 -0,4352 -0,7718 -1,1409 -1,4608 -1,6764 -1,7681 -1,7534
Fz    -1,3940 -1,3996 -1,3901 -1,3347 -1,2117 -1,0140 -0,7499 -0,4421 -0,1223 0,1764 0,4248 0,6016 0,6959 0,7090 0,6537 0,5510 0,4259 0,3006 0,1909 0,1070 0,0537 0,0281 0,0180 0,0051 -0,0275 -0,0865 -0,1675 -0,2605 -0,3547 -0,4400 -0,5087 -0,5545 -0,5707 -0,5496 -0,4857 -0,3775 -0,2278 -0,0462 0,1519 0,3490 0,5306 0,6838 0,7976 0,8665 0,8956 0,8992 0,8945 0,8944 0,9014 0,9096 0,9120 0,9105 0,9201 0,9661 1,0713 1,2383 1,4437 1,6492 1,8204 1,9366 1,9928 1,9978 1,9710 1,9368 1,9140 1,9085 1,9175 1,9362 1,9600 1,9868 2,0209 2,0741 2,1597 2,2844 2,4454 2,6319 2,8274 3,0068 3,1396 3,2020 3,1891 3,1166 3,0092 2,8826 2,7337 2,5491 2,3193 2,0464 1,7450 1,4398 1,1590 0,9243 0,7439 0,6116 0,5110 0,4235 0,3375 0,2496 0,1622 0,0797 0,0039 -0,0719 -0,1668 -0,3080 -0,5183 -0,8051 -1,1588 -1,5591 -1,9815 -2,4048 -2,8178 -3,2205 -3,6170 -4,0054 -4,3707 -4,6849 -4,9138 -5,0222 -4,9754 -4,7442 -4,3182 -3,7206 -3,0085 -2,2553 -1,5278 -0,8694 -0,2975 0,1930 0,6253 1,0376 1,4756 1,9807 2,5772 3,2668 4,0306 4,8379 5,6550 6,4500 7,1956 7,8716 8,4642 8,9642 9,3664 9,6691 9,8751 9,9942 10,0441 10,0442 10,0061 9,9339 9,8331 9,7168 9,6018 9,5019 9,4284 9,3905 9,3936 9,4374 9,5141 9,6070 9,6869 9,7129 9,6384 9,4252 9,0569 8,5491 7,9508 7,3334 6,7710 6,3236 6,0247 5,8768 5,8532 5,9089 5,9976 6,0880 6,1713 6,2553 6,3483 6,4463 6,5321 6,5818 6,5714 6,4827 6,3104 6,0662 5,7783 5,4824 5,2089 4,9750 4,7865 4,6451 4,5495 4,4938 4,4747 4,5001 4,5865 4,7475 4,9788 5,2499 5,5076 5,6965 5,7864 5,7828 5,7147 5,6140 5,5045 5,4024 5,3211 5,2712 5,2594 5,2970 5,4088 5,6275 5,9747 6,4456 7,0093 7,6201 8,2304 8,7997 9,2987 9,7109 10,0326 10,2696 10,4339 10,5406 10,6037 10,6326 10,6289 10,5907 10,5191 10,4205 10,3062 10,1912 10,0911 10,0194 9,9873 10,0042 10,0763 10,2037 10,3779 10,5821 10,7905 10,9700 11,0887 11,1275 11,0831 10,9609 10,7691 10,5190 10,2270 9,9143 9,6029 9,3077 9,0324 8,7732 8,5298 8,3114 8,1327 8,0042 7,9250 7,8833 7,8634 7,8525 7,8407 7,8197 7,7856 7,7400 7,6879 7,6346 7,5845 7,5429 7,5211 7,5364 7,6058 7,7371 7,9234 8,1446 8,3728 8,5790 8,7429 8,8616 8,9497 9,0296 9,1193 9,2203 9,3149 9,3749 9,3767 9,3136 9,1978 9,0551 8,9157 8,8017 8,7188 8,6564 8,5967 8,5253 8,4410 8,3584 8,3011 8,2895 8,3360 8,4447 8,6111 8,8196 9,0484 9,2790 9,5044 9,7264 9,9466 10,1613 10,3612 10,5357 10,6791 10,7962 10,8987 10,9948 11,0829 11,1531 11,1967 11,2156 11,2238 11,2400 11,2813 11,3589 11,4738 11,6167 11,7745 11,9405 12,1208 12,3304 12,5807 12,8690 13,1782 13,4815 13,7466 13,9402 14,0371 14,0275 13,9194 13,7367 13,5149 13,2931 13,1068 12,9833 12,9363 12,9625 13,0411 13,1388 13,2217 13,2697 13,2801 13,2617 13,2251 13,1789 13,1292 13,0801 13,0309 12,9738 12,8961 12,7910 12,6658 12,5390 12,4308 12,3574 12,3282 12,3455 12,4069 12,5047 12,6210 12,7252 12,7823 12,7663 12,6689 12,5009 12,2887 12,0681 11,8746 11,7329 11,6492 11,6130 11,6047 11,6032 11,5899 11,5489 11,4685 11,3450 11,1865 11,0106 10,8354 10,6745 10,5397 10,4427 10,3917 10,3843 10,4041 10,4218 10,4066 10,3389 10,2184 10,0633 9,9019 9,7589 9,6475 9,5678 9,5096 9,4615 9,4188 9,3831 9,3533 9,3210 9,2747 9,2072 9,1212 9,0245 8,9218 8,8098 8,6805 8,5265 8,3459 8,1447 7,9372 7,7400 7,5623 7,4013 7,2467 7,0909 6,9336 6,7813 6,6450 6,5378 6,4732 6,4618 6,5056 6,5987 6,7313 6,8909 7,0601 7,2158 7,3319 7,3847 7,3595 7,2559 7,0897 6,8901 6,6957 6,5512 6,5017 6,5801 6,7956 7,1311 7,5523 8,0193 8,4933 8,9413 9,3373 9,6596 9,8845 9,9857 9,9404 9,7376 9,3819 8,8977 8,3310 7,7432 7,1947 6,7300 6,3687 6,1074 5,9250 5,7907 5,6723 5,5454 5,3968 5,2243 5,0357 4,8442 4,6597 4,4771 4,2704 4,0000 3,6322 3,1563 2,5944 2,0022 1,4534 1,0135 0,7210 0,5859 0,5952 0,7208 0,9267 1,1751 1,4338 1,6860 1,9348 2,1946 2,4766 2,7821 3,1041 3,4321 3,7562 4,0731 4,3885 4,7148 5,0617 5,4283 5,8013 6,1654 6,5150 6,8581 7,2113 7,5885 7,9941 8,4230 8,8594 9,2705 9,6050 9,8063 9,8345 9,6809 9,3644 8,9196 8,3891 7,8183 7,2493 6,7129 6,2232 5,7778 5,3661 4,9798 4,6184 4,2840 3,9754 3,6899 3,4273 3,1873 2,9668 2,7590 2,5552 2,3406 2,0929 1,7918 1,4349 1,0445 0,6540 0,2893 -0,0369 -0,3181 -0,5466 -0,7157 -0,8244 -0,8792 -0,8959 -0,8966 -0,9027 -0,9281 -0,9780 -1,0541 -1,1597 -1,2943 -1,4418 -1,5711 -1,6560 -1,6920 -1,6959 -1,6930 -1,7061 -1,7465 -1,8102 -1,8825 -1,9482 -2,0005 -2,0422 -2,0815 -2,1261 -2,1819 -2,2523 -2,3349 -2,4166 -2,4718 -2,4652 -2,3565 -2,1094 -1,7024 -1,1399 -0,4547 0,3004 1,0638 1,7751 2,3826 2,8526 3,1744 3,3571 3,4204 3,3851 3,2681 3,0858 2,8564
F3    -0,9628 -1,0933 -1,2227 -1,2914 -1,2481 -1,0637 -0,7399 -0,3110 0,1660 0,6284 1,0219 1,3067 1,4583 1,4637 1,3178 1,0305 0,6387 0,2058 -0,1965 -0,5092 -0,7020 -0,7805 -0,7769 -0,7290 -0,6625 -0,5898 -0,5182 -0,4536 -0,3976 -0,3497 -0,3124 -0,2922 -0,2923 -0,3022 -0,2983 -0,2560 -0,1687 -0,0552 0,0545 0,1482 0,2409 0,3567 0,5032 0,6626 0,8011 0,8879 0,9156 0,9084 0,9085 0,9504 1,0436 1,1743 1,3194 1,4610 1,5955 1,7331 1,8837 2,0377 2,1616 2,2140 2,1674 2,0237 1,8187 1,6107 1,4580 1,3971 1,4353 1,5562 1,7241 1,8922 2,0211 2,0984 2,1394 2,1692 2,2067 2,2624 2,3392 2,4256 2,4950 2,5199 2,4835 2,3846 2,2382 2,0712 1,9105 1,7747 1,6693 1,5843 1,5021 1,4110 1,3081 1,1905 1,0524 0,8914 0,7147 0,5391 0,3847 0,2614 0,1629 0,0771 -0,0017 -0,0783 -0,1728 -0,3215 -0,5548 -0,8736 -1,2505 -1,6516 -2,0515 -2,4332 -2,7847 -3,0986 -3,3742 -3,6139 -3,8117 -3,9447 -3,9829 -3,9033 -3,6937 -3,3499 -2,8803 -2,3141 -1,6986 -1,0853 -0,5137 0,0008 0,4686 0,9156 1,3703 1,8581 2,4012 3,0180 3,7169 4,4855 5,2872 6,0729 6,7963 7,4247 7,9447 8,3638 8,7029 8,9862 9,2311 9,4435 9,6224 9,7657 9,8718 9,9430 9,9886 10,0241 10,0685 10,1414 10,2557 10,4111 10,5974 10,7999 10,9947 11,1457 11,2127 11,1638 10,9814 10,6623 10,2157 9,6635 9,0431 8,4087 7,8241 7,3469 7,0130 6,8255 6,7560 6,7566 6,7731 6,7615 6,7076 6,6354 6,5943 6,6285 6,7489 6,9281 7,1235 7,3012 7,4401 7,5192 7,5123 7,4005 7,1825 6,8720 6,4944 6,0867 5,6976 5,3776 5,1589 5,0458 5,0258 5,0860 5,2208 5,4269 5,6885 5,9655 6,1996 6,3433 6,3854 6,3469 6,2556 6,1313 5,9865 5,8271 5,6522 5,4616 5,2716 5,1287 5,1082 5,2884 5,7110 6,3545 7,1407 7,9669 8,7433 9,4170 9,9752 10,4300 10,7948 11,0678 11,2346 11,2870 11,2362 11,1090 10,9336 10,7335 10,5256 10,3210 10,1341 9,9906 9,9191 9,9324 10,0250 10,1881 10,4225 10,7287 11,0859 11,4488 11,7662 12,0002 12,1285 12,1386 12,0239 11,7852 11,4347 11,0030 10,5390 10,0978 9,7253 9,4499 9,2785 9,1949 9,1691 9,1781 9,2159 9,2885 9,3996 9,5362 9,6648 9,7443 9,7452 9,6582 9,4940 9,2740 9,0221 8,7663 8,5459 8,4063 8,3819 8,4792 8,6795 8,9528 9,2693 9,6009 9,9230 10,2168 10,4656 10,6520 10,7617 10,7958 10,7771 10,7405 10,7105 10,6846 10,6355 10,5326 10,3652 10,1534 9,9409 9,7722 9,6697 9,6250 9,6105 9,6013 9,5912 9,5946 9,6340 9,7273 9,8813 10,0896 10,3336 10,5901 10,8379 11,0582 11,2372 11,3737 11,4776 11,5586 11,6198 11,6639 11,7037 11,7643 11,8759 12,0566 12,2922 12,5335 12,7222 12,8236 12,8415 12,8092 12,7678 12,7436 12,7403 12,7467 12,7477 12,7340 12,7126 12,7107 12,7628 12,8887 13,0779 13,2932 13,4864 13,6161 13,6614 13,6231 13,5132 13,3514 13,1723 13,0243 12,9546 12,9943 13,1484 13,3921 13,6721 13,9146 14,0485 14,0374 13,8927 13,6581 13,3876 13,1267 12,9011 12,7162 12,5665 12,4427 12,3378 12,2560 12,2153 12,2350 12,3232 12,4763 12,6794 12,9069 13,1258 13,3074 13,4295 13,4695 13,4058 13,2297 12,9500 12,5878 12,1794 11,7827 11,4686 11,2984 11,3027 11,4678 11,7368 12,0286 12,2675 12,4030 12,4138 12,3066 12,1118 11,8688 11,6072 11,3437 11,0873 10,8436 10,6181 10,4216 10,2679 10,1681 10,1278 10,1481 10,2285 10,3654 10,5441 10,7320 10,8842 10,9624 10,9520 10,8696 10,7535 10,6378 10,5298 10,4154 10,2780 10,1059 9,8915 9,6359 9,3517 9,0579 8,7751 8,5220 8,3100 8,1419 8,0171 7,9330 7,8804 7,8415 7,7952 7,7240 7,6173 7,4718 7,2896 7,0806 6,8647 6,6696 6,5253 6,4578 6,4788 6,5760 6,7199 6,8785 7,0231 7,1288 7,1731 7,1369 7,0143 6,8266 6,6251 6,4794 6,4584 6,6100 6,9401 7,4075 7,9415 8,4703 8,9419 9,3329 9,6453 9,8938 10,0869 10,2151 10,2512 10,1619 9,9229 9,5331 9,0182 8,4205 7,7837 7,1499 6,5638 6,0733 5,7161 5,5067 5,4322 5,4545 5,5202 5,5785 5,5948 5,5531 5,4477 5,2703 4,9973 4,5943 4,0347 3,3200 2,4950 1,6552 0,9288 0,4290 0,2103 0,2562 0,4941 0,8274 1,1735 1,4909 1,7798 2,0610 2,3509 2,6499 2,9450 3,2149 3,4403 3,6158 3,7572 3,8966 4,0690 4,2944 4,5716 4,8856 5,2229 5,5797 5,9584 6,3594 6,7784 7,2078 7,6368 8,0500 8,4280 8,7476 8,9799 9,0909 9,0544 8,8693 8,5642 8,1861 7,7834 7,3899 7,0183 6,6638 6,3176 5,9770 5,6457 5,3341 5,0564 4,8145 4,5849 4,3337 4,0408 3,7094 3,3592 3,0136 2,6866 2,3741 2,0546 1,7027 1,3102 0,8983 0,5092 0,1831 -0,0576 -0,2086 -0,2787 -0,2924 -0,2902 -0,3139 -0,3876 -0,5132 -0,6846 -0,8991 -1,1523 -1,4264 -1,6889 -1,8960 -2,0024 -1,9830 -1,8550 -1,6775 -1,5224 -1,4405 -1,4440 -1,5143 -1,6254 -1,7644 -1,9280 -2,1047 -2,2686 -2,3900 -2,4494 -2,4457 -2,3917 -2,3018 -2,1822 -2,0342 -1,8610 -1,6655 -1,4406 -1,1655 -0,8135 -0,3658 0,1813 0,8181 1,5197 2,2390 2,9053 3,4410 3,7850 3,9124 3,8368 3,5983 3,2492 2,8392
F7    -1,3710 -1,4674 -1,4841 -1,3914 -1,1690 -0,8229 -0,3907 0,0692 0,4964 0,8401 1,0659 1,1571 1,1148 0,9569 0,7180 0,4440 0,1755 -0,0670 -0,2784 -0,4527 -0,5732 -0,6199 -0,5876 -0,4947 -0,3743 -0,2579 -0,1638 -0,0926 -0,0311 0,0384 0,1258 0,2275 0,3266 0,3986 0,4221 0,3911 0,3205 0,2394 0,1790 0,1589 0,1767 0,2071 0,2182 0,1924 0,1376 0,0855 0,0805 0,1619 0,3468 0,6173 0,9215 1,1943 1,3850 1,4714 1,4541 1,3405 1,1382 0,8599 0,5320 0,1952 -0,1057 -0,3353 -0,4754 -0,5257 -0,5003 -0,4217 -0,3120 -0,1895 -0,0728 0,0212 0,0849 0,1238 0,1510 0,1824 0,2320 0,3075 0,4069 0,5184 0,6230 0,6974 0,7200 0,6801 0,5834 0,4479 0,2975 0,1583 0,0498 -0,0210 -0,0545 -0,0494 -0,0035 0,0770 0,1710 0,2412 0,2463 0,1639 0,0014 -0,2172 -0,4665 -0,7230 -0,9650 -1,1774 -1,3567 -1,5088 -1,6443 -1,7773 -1,9287 -2,1264 -2,3948 -2,7406 -3,1441 -3,5607 -3,9358 -4,2262 -4,4126 -4,4957 -4,4818 -4,3687 -4,1383 -3,7685 -3,2572 -2,6343 -1,9506 -1,2588 -0,6026 -0,0119 0,4963 0,9163 1,2554 1,5362 1,7925 2,0614 2,3764 2,7645 3,2440 3,8200 4,4778 5,1821 5,8871 6,5551 7,1663 7,7160 8,2051 8,6314 8,9850 9,2470 9,3953 9,4157 9,3102 9,0992 8,8194 8,5161 8,2333 8,0037 7,8401 7,7383 7,6898 7,6926 7,7512 7,8661 8,0223 8,1861 8,3162 8,3788 8,3555 8,2442 8,0535 7,7945 7,4795 7,1253 6,7552 6,3950 6,0662 5,7780 5,5274 5,3092 5,1298 5,0109 4,9817 5,0656 5,2679 5,5690 5,9244 6,2692 6,5319 6,6529 6,5989 6,3728 6,0167 5,5982 5,1879 4,8390 4,5725 4,3778 4,2325 4,1251 4,0569 4,0316 4,0443 4,0757 4,0944 4,0739 4,0147 3,9483 3,9160 3,9465 4,0501 4,2240 4,4545 4,7176 4,9837 5,2329 5,4685 5,7161 6,0118 6,3853 6,8409 7,3468 7,8384 8,2376 8,4822 8,5534 8,4833 8,3354 8,1782 8,0646 8,0206 8,0463 8,1271 8,2468 8,3932 8,5523 8,7012 8,8124 8,8651 8,8508 8,7735 8,6496 8,5064 8,3763 8,2893 8,2635 8,2969 8,3703 8,4625 8,5649 8,6805 8,8089 8,9343 9,0284 9,0647 9,0379 8,9714 8,9026 8,8580 8,8390 8,8266 8,7961 8,7294 8,6210 8,4770 8,3090 8,1300 7,9527 7,7862 7,6319 7,4866 7,3515 7,2371 7,1611 7,1447 7,2095 7,3696 7,6221 7,9413 8,2849 8,6075 8,8747 9,0712 9,1990 9,2702 9,3013 9,3116 9,3236 9,3600 9,4286 9,5127 9,5829 9,6208 9,6268 9,6090 9,5709 9,5087 9,4142 9,2848 9,1340 8,9891 8,8766 8,8122 8,7989 8,8298 8,8894 8,9590 9,0241 9,0802 9,1343 9,2041 9,3134 9,4812 9,7131 9,9990 10,3172 10,6388 10,9312 11,1645 11,3223 11,4015 11,4033 11,3286 11,1819 10,9794 10,7537 10,5509 10,4177 10,3863 10,4648 10,6362 10,8641 11,1026 11,3082 11,4502 11,5181 11,5196 11,4707 11,3826 11,2591 11,1042 10,9307 10,7595 10,6059 10,4666 10,3257 10,1773 10,0402 9,9480 9,9264 9,9822 10,1043 10,2633 10,4087 10,4819 10,4437 10,2983 10,0915 9,8831 9,7157 9,6006 9,5256 9,4710 9,4214 9,3693 9,3146 9,2602 9,2066 9,1547 9,1122 9,0947 9,1196 9,1994 9,3313 9,4933 9,6550 9,7920 9,8911 9,9450 9,9491 9,9033 9,8171 9,7106 9,6025 9,4949 9,3708 9,2065 8,9867 8,7121 8,4004 8,0826 7,7961 7,5801 7,4704 7,4900 7,6398 7,9006 8,2434 8,6327 9,0218 9,3529 9,5687 9,6297 9,5242 9,2701 8,9074 8,4879 8,0651 7,6853 7,3783 7,1541 7,0060 6,9177 6,8694 6,8481 6,8580 6,9212 7,0657 7,3055 7,6260 7,9822 8,3097 8,5438 8,6402 8,5831 8,3820 8,0620 7,6514 7,1735 6,6466 6,0909 5,5352 5,0151 4,5640 4,2020 3,9347 3,7610 3,6828 3,7048 3,8266 4,0363 4,3109 4,6239 4,9496 5,2607 5,5255 5,7109 5,7945 5,7760 5,6777 5,5367 5,3936 5,2847 5,2345 5,2452 5,2956 5,3565 5,4118 5,4648 5,5276 5,6076 5,7034 5,8081 5,9080 5,9817 6,0057 5,9643 5,8548 5,6904 5,4990 5,3171 5,1813 5,1161 5,1223 5,1686 5,2017 5,1680 5,0338 4,7937 4,4660 4,0785 3,6564 3,2193 2,7855 2,3747 2,0075 1,6990 1,4488 1,2358 1,0281 0,8016 0,5538 0,3098 0,1137 0,0096 0,0228 0,1530 0,3739 0,6454 0,9378 1,2498 1,5982 1,9934 2,4293 2,8937 3,3770 3,8683 4,3467 4,7823 5,1440 5,4132 5,5932 5,7070 5,7850 5,8480 5,9004 5,9378 5,9587 5,9695 5,9844 6,0227 6,1005 6,2199 6,3655 6,5062 6,6011 6,6078 6,5005 6,2863 6,0048 5,7080 5,4341 5,1899 4,9497 4,6729 4,3295 3,9230 3,4959 3,1129 2,8310 2,6760 2,6362 2,6728 2,7370 2,7858 2,7888 2,7268 2,5869 2,3622 2,0572 1,6911 1,2882 0,8666 0,4387 0,0215 -0,3576 -0,6633 -0,8594 -0,9174 -0,8264 -0,6014 -0,2830 0,0688 0,3853 0,6051 0,6934 0,6501 0,4977 0,2602 -0,0493 -0,4216 -0,8375 -1,2611 -1,6458 -1,9478 -2,1425 -2,2302 -2,2283 -2,1581 -2,0354 -1,8743 -1,6987 -1,5453 -1,4516 -1,4393 -1,5042 -1,6177 -1,7338 -1,7989 -1,7654 -1,6054 -1,3197 -0,9346 -0,4904 -0,0307 0,4056 0,7907 1,1120 1,3692 1,5655 1,6989 1,7621 1,7583 1,7100
