Fp1   -2,8545 -2,9027 -2,7790 -2,4731 -1,9975 -1,3887 -0,7242 -0,1060 0,4000 0,7965 1,1195 1,3802 1,5475 1,5721 1,4159 1,0712 0,5719 -0,0082 -0,5735 -1,0224 -1,2588 -1,2103 -0,8496 -0,2097 0,6211 1,5230 2,3710 3,0521 3,4766 3,5889 3,3791 2,8796 2,1538 1,2928 0,4051 -0,4086 -1,0762 -1,5599 -1,8519 -1,9676 -1,9334 -1,7682 -1,4795 -1,0877 -0,6479 -0,2404 0,0510 0,1489 -0,0054 -0,4332 -1,1095 -1,9646 -2,8901 -3,7647 -4,4877 -4,9888 -5,2240 -5,1865 -4,9267 -4,5445 -4,1497 -3,8240 -3,6061 -3,4927 -3,4490 -3,4364 -3,4385 -3,4586 -3,5048 -3,5833 -3,6942 -3,8377 -4,0362 -4,3337 -4,7634 -5,3221 -5,9674 -6,6242 -7,1893 -7,5386 -7,5461 -7,1198 -6,2383 -4,9683 -3,4653 -1,9579 -0,6876 0,1764 0,5734 0,5147 0,0444 -0,7545 -1,7448 -2,7648 -3,6773 -4,3743 -4,7688 -4,8239 -4,5837 -4,1543 -3,6496 -3,1592 -2,7575 -2,5104 -2,4521 -2,5725 -2,8417 -3,2280 -3,6700 -4,0532 -4,2450 -4,1630 -3,8096 -3,2669 -2,6716 -2,1766 -1,9090 -1,9378 -2,2579 -2,7983 -3,4463 -4,0808 -4,6041 -4,9568 -5,1156 -5,0883 -4,9139 -4,6616 -4,4201 -4,2754 -4,2817 -4,4237 -4,6123 -4,7435 -4,7617 -4,6592 -4,4416 -4,1150 -3,7018 -3,2556 -2,8587 -2,5941 -2,5035 -2,5667 -2,7159 -2,8571 -2,8899 -2,7353 -2,3522 -1,7392 -0,9394 -0,0356 0,8845 1,7651 2,5824 3,3182 3,9426 4,4284 4,7798 5,0364 5,2428 5,4208 5,5630 5,6381 5,5983 5,3867 4,9686 4,3807 3,7507 3,2642 3,0899 3,2922 3,7972 4,4400 5,0393 5,4593 5,6390 5,5891 5,3695 5,0612 4,7322 4,4159 4,1129 3,8095 3,5041 3,2243 3,0084 2,8594 2,7320 2,5832 2,4186 2,2808 2,2157 2,2563 2,4081 2,6302 2,8414 2,9554 2,9095 2,6768 2,2804 1,8010 1,3469 0,9987 0,7776 0,6514 0,5668 0,4859 0,4151 0,4040 0,5152 0,7894 1,2214 1,7490 2,2645 2,6544 2,8501 2,8449 2,6617 2,3110 1,7797 1,0529 0,1475 -0,8781 -1,9375 -2,9154 -3,6619 -4,0312 -3,9637 -3,5357 -2,9267 -2,3267 -1,8459 -1,4899 -1,2146 -0,9932 -0,8331 -0,7524 -0,7606 -0,8663 -1,0870 -1,4353 -1,8986 -2,4381 -2,9976 -3,5178 -3,9469 -4,2330 -4,3215 -4,1811 -3,8255 -3,3078 -2,7168 -2,1652 -1,7488 -1,5114 -1,4570 -1,5804 -1,8724 -2,3050 -2,8201 -3,3282 -3,7296 -3,9572 -4,0089 -3,9449 -3,8598 -3,8442 -3,9502 -4,1768 -4,4837 -4,8152 -5,1130 -5,3218 -5,4064 -5,3783 -5,3012 -5,2477 -5,2335 -5,2081 -5,1197 -4,9725 -4,8223 -4,7384 -4,7690 -4,9157 -5,1215 -5,2884 -5,3343 -5,2414 -5,0366 -4,7408 -4,3599 -3,9071 -3,4105 -2,9052 -2,4308 -2,0409 -1,8098 -1,8078 -2,0552 -2,5080 -3,0929 -3,7486 -4,4316 -5,0918 -5,6648 -6,0982 -6,3764 -6,5129 -6,5291 -6,4431 -6,2602 -5,9751 -5,5956 -5,1560 -4,7019 -4,2692 -3,8802 -3,5421 -3,2504 -3,0127 -2,8763 -2,9157 -3,1781 -3,6373 -4,1977 -4,7409 -5,1612 -5,3639 -5,2733 -4,8694 -4,2032 -3,3820 -2,5488 -1,8474 -1,3840 -1,2132 -1,3373 -1,7031 -2,2189 -2,7948 -3,3693 -3,8987 -4,3375 -4,6484 -4,8281 -4,9033 -4,8896 -4,7650 -4,4864 -4,0213 -3,3654 -2,5538 -1,6727 -0,8484 -0,2088 0,1510 0,1836 -0,1005 -0,6320 -1,3118 -2,0549 -2,8070 -3,5361 -4,2190 -4,8168 -5,2441 -5,3749 -5,0964 -4,3721 -3,2684 -1,9301 -0,5266 0,7955 1,9304 2,8108 3,4015 3,6951 3,7032 3,4489 2,9676 2,3075 1,5204 0,6456 -0,2985 -1,3134 -2,4007 -3,5261 -4,6141 -5,5920 -6,4260 -7,1064 -7,6085 -7,8744 -7,8460 -7,5239 -6,9898 -6,3725 -5,7834 -5,2662 -4,8047 -4,3718 -3,9663 -3,6169 -3,3664 -3,2534 -3,2933 -3,4625 -3,7012 -3,9380 -4,1161 -4,2219 -4,2945 -4,3801 -4,4712 -4,4985 -4,3846 -4,0982 -3,6583 -3,0957 -2,4246 -1,6631 -0,8658 -0,1175 0,5012 0,9292 1,1158 1,0155 0,6024 -0,0984 -0,9977 -1,9740 -2,9265 -3,7941 -4,5306 -5,0688 -5,3122 -5,1793 -4,6716 -3,8890 -2,9759 -2,0737 -1,3174 -0,8426 -0,7622 -1,1271 -1,9057 -2,9894 -4,2117 -5,3860 -6,3538 -7,0142 -7,3250 -7,2895 -6,9317 -6,2723 -5,3335 -4,1625 -2,8601 -1,5988 -0,5929 -0,0116 0,0908 -0,2245 -0,8244 -1,5562 -2,2962 -2,9726 -3,5582 -4,0432 -4,4041 -4,5872 -4,5352 -4,2387 -3,7648 -3,2364 -2,7749 -2,4452 -2,2555 -2,2067 -2,3270 -2,6592 -3,2283 -4,0249 -4,9966 -6,0335 -6,9714 -7,6346 -7,9027 -7,7655 -7,3336 -6,7837 -6,2793 -5,9336 -5,8081 -5,9111 -6,2057 -6,6296 -7,1170 -7,6144 -8,0841 -8,4908 -8,7894 -8,9344 -8,9018 -8,7028 -8,3738 -7,9558 -7,4858 -7,0007 -6,5385 -6,1365 -5,8302 -5,6397 -5,5434 -5,4664 -5,2986 -4,9357 -4,3308 -3,5257 -2,6319 -1,7816 -1,0783 -0,5604 -0,2022 0,0451 0,2242 0,3830 0,5837 0,8814 1,2932 1,7694 2,1900 2,4162 2,3566 1,9796 1,2857 0,2931 -0,9472 -2,3206 -3,6453 -4,7287 -5,4521 -5,8040 -5,8373 -5,6107 -5,1661 -4,5260 -3,6926 -2,6534 -1,4091 -0,0086 1,4425 2,8045 3,9305 4,6823 4,9567 4,7220 4,0317 2,9909 1,7126 0,3057 -1,1175 -2,4441 -3,5830 -4,4870 -5,1519 -5,5896 -5,8093 -5,8211 -5,6518 -5,3570 -5,0223 -4,7494 -4,6223 -4,6787 -4,9090 -5,2804 -5,7579 -6,3079 -6,8971 -7,4925 -8,0557 -8,5415 -8,9067 -9,1125 -9,1166 -8,8780 -8,3810 -7,6583 -6,7920 -5,8918 -5,0559 -4,3295 -3,7026 -3,1610 -2,7331 -2,4840 -2,4774
Fz    0,9761 0,9802 1,0089 1,0664 1,1221 1,1095 0,9444 0,5674 -0,0184 -0,7454 -1,5093 -2,2061 -2,7581 -3,1219 -3,2861 -3,2594 -3,0485 -2,6579 -2,1146 -1,4789 -0,8229 -0,2034 0,3507 0,8336 1,2555 1,6356 1,9855 2,2906 2,5065 2,5772 2,4665 2,1818 1,7892 1,4040 1,1390 1,0395 1,0629 1,1082 1,0622 0,8434 0,4387 -0,0879 -0,6262 -1,0672 -1,3380 -1,4154 -1,3249 -1,1243 -0,8790 -0,6517 -0,5092 -0,5159 -0,7089 -1,0860 -1,6159 -2,2455 -2,9014 -3,5048 -4,0001 -4,3749 -4,6571 -4,8961 -5,1386 -5,3977 -5,6454 -5,8448 -5,9802 -6,0507 -6,0555 -5,9948 -5,8682 -5,6712 -5,4035 -5,0789 -4,7266 -4,3942 -4,1525 -4,0859 -4,2643 -4,7064 -5,3605 -6,1153 -6,8320 -7,3839 -7,6917 -7,7370 -7,5489 -7,1792 -6,6838 -6,1144 -5,5070 -4,8710 -4,2059 -3,5441 -2,9663 -2,5608 -2,3740 -2,3898 -2,5424 -2,7550 -2,9791 -3,2072 -3,4572 -3,7523 -4,1029 -4,4932 -4,8839 -5,2282 -5,4878 -5,6455 -5,7175 -5,7495 -5,7853 -5,8322 -5,8546 -5,7954 -5,6030 -5,2460 -4,7309 -4,1224 -3,5348 -3,0949 -2,9043 -3,0028 -3,3478 -3,8323 -4,3355 -4,7658 -5,0752 -5,2562 -5,3233 -5,2905 -5,1664 -4,9662 -4,7209 -4,4738 -4,2686 -4,1339 -4,0740 -4,0749 -4,1190 -4,1935 -4,2814 -4,3537 -4,3736 -4,3045 -4,1170 -3,7982 -3,3493 -2,7631 -2,0110 -1,0640 0,0774 1,3751 2,7606 4,1447 5,4279 6,5203 7,3702 7,9789 8,3842 8,6302 8,7432 8,7264 8,5669 8,2534 7,8045 7,2856 6,7898 6,4058 6,1965 6,1800 6,3128 6,5052 6,6693 6,7631 6,7965 6,7998 6,7928 6,7813 6,7644 6,7308 6,6508 6,4755 6,1486 5,6361 4,9482 4,1286 3,2310 2,3181 1,4694 0,7737 0,3030 0,0889 0,1189 0,3491 0,7196 1,1625 1,6062 1,9902 2,2923 2,5388 2,7768 3,0320 3,2924 3,5288 3,7272 3,8935 4,0330 4,1412 4,2149 4,2563 4,2542 4,1631 3,9128 3,4545 2,8082 2,0622 1,3314 0,7197 0,2967 0,0731 -0,0076 -0,0419 -0,1216 -0,2975 -0,5592 -0,8432 -1,0763 -1,2234 -1,2943 -1,3107 -1,2725 -1,1639 -0,9871 -0,7858 -0,6306 -0,5829 -0,6698 -0,8851 -1,1980 -1,5545 -1,8864 -2,1391 -2,2967 -2,3769 -2,4054 -2,3965 -2,3498 -2,2572 -2,1082 -1,8890 -1,5949 -1,2498 -0,9063 -0,6240 -0,4452 -0,3755 -0,3794 -0,4029 -0,4094 -0,3951 -0,3845 -0,4171 -0,5244 -0,7093 -0,9514 -1,2256 -1,5101 -1,7928 -2,0884 -2,4379 -2,8783 -3,4146 -4,0218 -4,6682 -5,3268 -5,9550 -6,4702 -6,7710 -6,8016 -6,5897 -6,2164 -5,7638 -5,2945 -4,8573 -4,4853 -4,1892 -3,9697 -3,8291 -3,7610 -3,7391 -3,7304 -3,7132 -3,6832 -3,6492 -3,6205 -3,5938 -3,5523 -3,4720 -3,3250 -3,0840 -2,7358 -2,3007 -1,8392 -1,4349 -1,1727 -1,1244 -1,3304 -1,7746 -2,3820 -3,0531 -3,7007 -4,2550 -4,6533 -4,8394 -4,7819 -4,5022 -4,0742 -3,5847 -3,0911 -2,6153 -2,1692 -1,7835 -1,5146 -1,4216 -1,5272 -1,7994 -2,1682 -2,5590 -2,9251 -3,2670 -3,6241 -4,0432 -4,5377 -5,0586 -5,5038 -5,7592 -5,7401 -5,4171 -4,8247 -4,0471 -3,1933 -2,3755 -1,6877 -1,1810 -0,8514 -0,6456 -0,4829 -0,2962 -0,0760 0,1326 0,2774 0,3339 0,3005 0,1845 -0,0023 -0,2398 -0,4921 -0,7026 -0,8075 -0,7650 -0,5694 -0,2414 0,1845 0,6653 1,1614 1,6516 2,1350 2,6092 3,0485 3,4070 3,6460 3,7539 3,7435 3,6361 3,4506 3,2016 2,9000 2,5547 2,1715 1,7494 1,2858 0,7832 0,2500 -0,3055 -0,8734 -1,4302 -1,9315 -2,3240 -2,5736 -2,6873 -2,7144 -2,7278 -2,7907 -2,9321 -3,1510 -3,4346 -3,7749 -4,1763 -4,6437 -5,1589 -5,6739 -6,1189 -6,4135 -6,4922 -6,3355 -5,9783 -5,4866 -4,9301 -4,3689 -3,8460 -3,3863 -2,9987 -2,6813 -2,4228 -2,1970 -1,9724 -1,7407 -1,5310 -1,3917 -1,3513 -1,3882 -1,4345 -1,4153 -1,2871 -1,0437 -0,7057 -0,3143 0,0829 0,4529 0,7804 1,0474 1,2162 1,2399 1,0955 0,8050 0,4222 0,0004 -0,4289 -0,8511 -1,2566 -1,6424 -2,0142 -2,3762 -2,7200 -3,0256 -3,2686 -3,4216 -3,4474 -3,3069 -2,9854 -2,5152 -1,9753 -1,4787 -1,1421 -1,0316 -1,1195 -1,2981 -1,4408 -1,4635 -1,3487 -1,1322 -0,8735 -0,6309 -0,4478 -0,3459 -0,3294 -0,3968 -0,5429 -0,7482 -0,9707 -1,1558 -1,2671 -1,3189 -1,3771 -1,5250 -1,8179 -2,2603 -2,8141 -3,4201 -4,0223 -4,5832 -5,0758 -5,4727 -5,7495 -5,8912 -5,8943 -5,7738 -5,5740 -5,3671 -5,2266 -5,1863 -5,2218 -5,2712 -5,2734 -5,1916 -5,0178 -4,7644 -4,4603 -4,1524 -3,8927 -3,7125 -3,6138 -3,5871 -3,6263 -3,7264 -3,8734 -4,0426 -4,2015 -4,3114 -4,3312 -4,2267 -3,9735 -3,5492 -2,9422 -2,1826 -1,3463 -0,5129 0,2710 0,9994 1,6981 2,3956 3,0920 3,7601 4,3625 4,8466 5,1352 5,1463 4,8388 4,2404 3,4278 2,4871 1,5007 0,5550 -0,2711 -0,9438 -1,4894 -1,9600 -2,3844 -2,7394 -2,9521 -2,9365 -2,6455 -2,0992 -1,3704 -0,5519 0,2692 1,0164 1,6185 2,0106 2,1511 2,0405 1,7315 1,3236 0,9305 0,6298 0,4390 0,3379 0,2997 0,2946 0,2780 0,1978 0,0185 -0,2603 -0,6059 -0,9685 -1,3105 -1,6340 -1,9884 -2,4458 -3,0666 -3,8741 -4,8469 -5,9251 -7,0231 -8,0474 -8,9189 -9,5912 -10,0464 -10,2687 -10,2352 -9,9391 -9,4194 -8,7637 -8,0860 -7,4893 -7,0354 -6,7385 -6,5796 -6,5298 -6,5722 -6,7121 -6,9618 -7,3103 -7,7012 -8,0381 -8,2075 -8,1080 -7,6825
F3    2,7502 2,8061 2,8205 2,7707 2,6020 2,2498 1,6636 0,8396 -0,1625 -1,2395 -2,2805 -3,1799 -3,8388 -4,1820 -4,1776 -3,8300 -3,1653 -2,2455 -1,1923 -0,1693 0,6740 1,2493 1,5468 1,6267 1,5895 1,5328 1,5129 1,5350 1,5653 1,5513 1,4490 1,2546 1,0269 0,8706 0,8654 1,0036 1,1954 1,3231 1,2844 1,0136 0,5024 -0,1901 -0,9570 -1,6731 -2,2199 -2,5092 -2,5038 -2,2179 -1,7024 -1,0386 -0,3409 0,2585 0,6440 0,7419 0,5254 0,0137 -0,7292 -1,5990 -2,4691 -3,2311 -3,8374 -4,3137 -4,7287 -5,1346 -5,5317 -5,8860 -6,1624 -6,3385 -6,4089 -6,3792 -6,2435 -5,9722 -5,5264 -4,8855 -4,0711 -3,1715 -2,3469 -1,7938 -1,6804 -2,0890 -2,9890 -4,2479 -5,6655 -7,0150 -8,0903 -8,7466 -8,9172 -8,6140 -7,9163 -6,9432 -5,8126 -4,6133 -3,4209 -2,3350 -1,4785 -0,9548 -0,8139 -1,0373 -1,5310 -2,1567 -2,7916 -3,3644 -3,8452 -4,2277 -4,5162 -4,7113 -4,8090 -4,8196 -4,7791 -4,7434 -4,7747 -4,9258 -5,2139 -5,5925 -5,9518 -6,1648 -6,1447 -5,8681 -5,3706 -4,7366 -4,0817 -3,5344 -3,2155 -3,1939 -3,4423 -3,8445 -4,2573 -4,5704 -4,7302 -4,7340 -4,6085 -4,3913 -4,1367 -3,9218 -3,8219 -3,8742 -4,0694 -4,3671 -4,7040 -5,0002 -5,1842 -5,2188 -5,1053 -4,8686 -4,5391 -4,1430 -3,7083 -3,2719 -2,8620 -2,4619 -2,0008 -1,3894 -0,5647 0,4872 1,7243 3,0542 4,3540 5,5002 6,4052 7,0447 7,4530 7,6919 7,8181 7,8687 7,8622 7,8125 7,7465 7,6978 7,6758 7,6500 7,5742 7,4218 7,1969 6,9275 6,6620 6,4573 6,3502 6,3353 6,3737 6,4271 6,4788 6,5167 6,5057 6,3839 6,0878 5,5926 4,9341 4,1796 3,3830 2,5738 1,7769 1,0381 0,4271 0,0076 -0,1941 -0,1878 -0,0002 0,3365 0,7859 1,3155 1,9056 2,5455 3,2184 3,8868 4,4925 4,9786 5,3137 5,4871 5,4838 5,2805 4,8729 4,2958 3,6039 2,8319 1,9892 1,0986 0,2296 -0,5179 -1,0524 -1,3085 -1,2553 -0,9166 -0,3817 0,2172 0,7420 1,0819 1,1842 1,0684 0,8033 0,4647 0,1106 -0,2080 -0,4309 -0,5051 -0,4229 -0,2435 -0,0753 -0,0273 -0,1579 -0,4506 -0,8330 -1,2139 -1,5082 -1,6535 -1,6289 -1,4690 -1,2560 -1,0835 -1,0106 -1,0433 -1,1434 -1,2448 -1,2833 -1,2307 -1,1006 -0,9241 -0,7231 -0,4993 -0,2426 0,0463 0,3418 0,5956 0,7446 0,7292 0,5285 0,1862 -0,2097 -0,5800 -0,8850 -1,1276 -1,3522 -1,6331 -2,0438 -2,6257 -3,3710 -4,2250 -5,0997 -5,8859 -6,4649 -6,7373 -6,6671 -6,3017 -5,7379 -5,0680 -4,3644 -3,6954 -3,1248 -2,6928 -2,4174 -2,3038 -2,3377 -2,4815 -2,6903 -2,9242 -3,1496 -3,3393 -3,4735 -3,5340 -3,4948 -3,3227 -2,9956 -2,5173 -1,9155 -1,2364 -0,5488 0,0531 0,4588 0,5661 0,3225 -0,2431 -1,0311 -1,9214 -2,8175 -3,6538 -4,3731 -4,9044 -5,1788 -5,1786 -4,9539 -4,5848 -4,1347 -3,6316 -3,0760 -2,4699 -1,8512 -1,2974 -0,8856 -0,6528 -0,6026 -0,7393 -1,0812 -1,6393 -2,3924 -3,2815 -4,2091 -5,0389 -5,6216 -5,8450 -5,6717 -5,1448 -4,3653 -3,4526 -2,5133 -1,6385 -0,9040 -0,3596 -0,0123 0,1777 0,2746 0,3197 0,2925 0,1267 -0,2295 -0,7705 -1,4329 -2,1180 -2,7206 -3,1506 -3,3380 -3,2373 -2,8390 -2,1782 -1,3225 -0,3464 0,6809 1,6907 2,6144 3,3969 4,0040 4,4117 4,5942 4,5347 4,2457 3,7744 3,1892 2,5641 1,9654 1,4400 1,0089 0,6706 0,4072 0,1871 -0,0256 -0,2508 -0,4787 -0,6846 -0,8458 -0,9462 -0,9792 -0,9511 -0,8753 -0,7738 -0,6988 -0,7395 -0,9841 -1,4688 -2,1610 -2,9838 -3,8534 -4,7185 -5,5692 -6,4019 -7,1779 -7,8129 -8,1990 -8,2444 -7,9130 -7,2377 -6,3067 -5,2400 -4,1654 -3,1900 -2,3679 -1,6881 -1,1091 -0,6124 -0,2142 0,0592 0,1861 0,1511 -0,0543 -0,4257 -0,9289 -1,4840 -1,9833 -2,3315 -2,4666 -2,3597 -2,0140 -1,4598 -0,7462 0,0615 0,8823 1,6305 2,2322 2,6286 2,7628 2,5743 2,0271 1,1473 0,0272 -1,2079 -2,4361 -3,5515 -4,4559 -5,0588 -5,3022 -5,1902 -4,7894 -4,1940 -3,4899 -2,7450 -2,0251 -1,4153 -1,0213 -0,9349 -1,1811 -1,6926 -2,3338 -2,9482 -3,3962 -3,5849 -3,4914 -3,1636 -2,6949 -2,1903 -1,7375 -1,3916 -1,1736 -1,0726 -1,0498 -1,0553 -1,0514 -1,0302 -1,0217 -1,0872 -1,2942 -1,6849 -2,2605 -2,9845 -3,7883 -4,5777 -5,2487 -5,7102 -5,9026 -5,8131 -5,4826 -5,0006 -4,4869 -4,0635 -3,8283 -3,8335 -4,0625 -4,4282 -4,8037 -5,0682 -5,1443 -5,0143 -4,7134 -4,3135 -3,9084 -3,5891 -3,4117 -3,3906 -3,5209 -3,7902 -4,1712 -4,6129 -5,0464 -5,3989 -5,6031 -5,5966 -5,3260 -4,7652 -3,9313 -2,8960 -1,7858 -0,7397 0,1617 0,9271 1,6206 2,3121 3,0393 3,7847 4,4833 5,0498 5,3973 5,4458 5,1391 4,4695 3,4887 2,2858 0,9586 -0,3853 -1,6145 -2,5988 -3,2662 -3,6280 -3,7440 -3,6746 -3,4556 -3,0948 -2,5865 -1,9373 -1,1809 -0,3764 0,4037 1,0885 1,6159 1,9262 1,9693 1,7306 1,2497 0,6181 -0,0328 -0,5598 -0,8522 -0,8660 -0,6237 -0,1933 0,3325 0,8520 1,2715 1,5235 1,5740 1,4221 1,0956 0,6285 0,0303 -0,7217 -1,6585 -2,7831 -4,0474 -5,3582 -6,6049 -7,6905 -8,5515 -9,1673 -9,5552 -9,7408 -9,7215 -9,4625 -8,9378 -8,1722 -7,2504 -6,2933 -5,4301 -4,7798 -4,4271 -4,3911 -4,6157 -5,0063 -5,4833 -6,0089 -6,5738 -7,1572 -7,6899 -8,0480 -8,0863 -7,6931
F7    -4,1891 -4,3759 -4,3447 -4,0449 -3,4767 -2,7222 -1,9267 -1,2127 -0,6139 -0,1020 0,3426 0,6995 0,9393 1,0607 1,0871 1,0469 0,9763 0,9269 0,9410 1,0141 1,1023 1,1773 1,2630 1,4201 1,7107 2,1666 2,7484 3,3109 3,6498 3,6277 3,2416 2,5694 1,7099 0,7851 -0,0737 -0,7811 -1,3186 -1,6935 -1,8992 -1,9218 -1,7645 -1,4487 -1,0028 -0,4802 0,0142 0,3479 0,4230 0,2152 -0,2411 -0,8837 -1,6385 -2,4289 -3,1857 -3,8430 -4,3213 -4,5292 -4,4014 -3,9482 -3,2775 -2,5673 -2,0092 -1,7617 -1,9096 -2,4238 -3,1707 -3,9886 -4,7468 -5,3562 -5,7845 -6,0602 -6,2323 -6,3435 -6,4491 -6,6194 -6,8913 -7,2253 -7,5283 -7,7224 -7,7738 -7,6577 -7,3314 -6,7553 -5,9380 -4,9739 -4,0290 -3,2724 -2,8077 -2,6376 -2,6808 -2,8321 -3,0203 -3,2215 -3,4312 -3,6457 -3,8657 -4,0854 -4,2716 -4,3797 -4,3972 -4,3490 -4,2680 -4,1884 -4,1574 -4,2327 -4,4598 -4,8344 -5,2791 -5,6682 -5,8772 -5,8216 -5,4986 -5,0117 -4,5117 -4,0907 -3,7328 -3,3597 -2,9353 -2,5282 -2,2703 -2,2662 -2,5358 -3,0160 -3,6027 -4,1814 -4,6403 -4,8971 -4,9385 -4,8388 -4,7381 -4,7912 -5,1087 -5,6915 -6,3979 -7,0029 -7,3163 -7,2706 -6,9191 -6,3666 -5,6966 -4,9518 -4,1601 -3,3604 -2,6180 -2,0361 -1,7151 -1,6607 -1,7468 -1,7724 -1,5591 -1,0397 -0,2901 0,5360 1,3128 1,9848 2,5297 2,9230 3,1603 3,3008 3,4531 3,6995 4,0353 4,3820 4,6497 4,7788 4,7349 4,4975 4,0816 3,5681 3,0938 2,8021 2,7765 2,9869 3,2969 3,5411 3,6173 3,5285 3,3492 3,1440 2,9250 2,6800 2,4067 2,1182 1,8489 1,6596 1,6013 1,6697 1,8107 1,9602 2,0731 2,1386 2,1768 2,2217 2,3089 2,4690 2,7095 2,9928 3,2410 3,3717 3,3379 3,1326 2,7664 2,2677 1,6970 1,1313 0,6332 0,2444 -0,0159 -0,1663 -0,2668 -0,3842 -0,5371 -0,6619 -0,6563 -0,4730 -0,1623 0,1633 0,3885 0,4389 0,2937 -0,0263 -0,4833 -1,0483 -1,7034 -2,4099 -3,0926 -3,6643 -4,0468 -4,1633 -3,9553 -3,4398 -2,7301 -1,9767 -1,3004 -0,7880 -0,5081 -0,4960 -0,7381 -1,1814 -1,7554 -2,3870 -3,0153 -3,6109 -4,1720 -4,6859 -5,1003 -5,3440 -5,3686 -5,1596 -4,7302 -4,1273 -3,4340 -2,7489 -2,1643 -1,7561 -1,5710 -1,6153 -1,8725 -2,3209 -2,9242 -3,6233 -4,3533 -5,0619 -5,7112 -6,2728 -6,7292 -7,0827 -7,3575 -7,5754 -7,7287 -7,7968 -7,7913 -7,7543 -7,7087 -7,6313 -7,4841 -7,2685 -7,0416 -6,8711 -6,7817 -6,7584 -6,7892 -6,8891 -7,0824 -7,3686 -7,7091 -8,0384 -8,2787 -8,3506 -8,1992 -7,8226 -7,2705 -6,6222 -5,9651 -5,3619 -4,8255 -4,3372 -3,8913 -3,5218 -3,3050 -3,3318 -3,6512 -4,2411 -5,0273 -5,9118 -6,7990 -7,6152 -8,3076 -8,8488 -9,2412 -9,4824 -9,5304 -9,3307 -8,8606 -8,1407 -7,2351 -6,2519 -5,3297 -4,6112 -4,2086 -4,1653 -4,4434 -4,9577 -5,6281 -6,3991 -7,2164 -7,9967 -8,6215 -8,9698 -8,9672 -8,5972 -7,8800 -6,8698 -5,6725 -4,4463 -3,3686 -2,5795 -2,1417 -2,0398 -2,1989 -2,5196 -2,9274 -3,3975 -3,9340 -4,5346 -5,1751 -5,8179 -6,4211 -6,9455 -7,3656 -7,6686 -7,8428 -7,8674 -7,7149 -7,3788 -6,9057 -6,3806 -5,8797 -5,4459 -5,1011 -4,8651 -4,7629 -4,8131 -5,0084 -5,3035 -5,6308 -5,9280 -6,1492 -6,2507 -6,1784 -5,8824 -5,3477 -4,6127 -3,7538 -2,8526 -1,9756 -1,1757 -0,4985 0,0242 0,3806 0,5712 0,5921 0,4297 0,0633 -0,5242 -1,3333 -2,3516 -3,5623 -4,9279 -6,3683 -7,7691 -9,0117 -10,0008 -10,6793 -11,0278 -11,0506 -10,7763 -10,2733 -9,6376 -8,9495 -8,2479 -7,5491 -6,8803 -6,2815 -5,7821 -5,3961 -5,1374 -5,0306 -5,1047 -5,3610 -5,7419 -6,1407 -6,4511 -6,6145 -6,6267 -6,5109 -6,2854 -5,9533 -5,5283 -5,0637 -4,6339 -4,2878 -4,0289 -3,8340 -3,6744 -3,5206 -3,3413 -3,1150 -2,8558 -2,6310 -2,5403 -2,6624 -3,0179 -3,5763 -4,2897 -5,1169 -6,0189 -6,9360 -7,7667 -8,3716 -8,6242 -8,4726 -7,9608 -7,2087 -6,3796 -5,6389 -5,1078 -4,8399 -4,8356 -5,0634 -5,4681 -5,9859 -6,5767 -7,2356 -7,9674 -8,7527 -9,5275 -10,1822 -10,5966 -10,6915 -10,4560 -9,9347 -9,1981 -8,3256 -7,4025 -6,5160 -5,7385 -5,1189 -4,6945 -4,4962 -4,5342 -4,7842 -5,1837 -5,6335 -6,0201 -6,2652 -6,3671 -6,3975 -6,4514 -6,5877 -6,8128 -7,1097 -7,4621 -7,8452 -8,2185 -8,5425 -8,7950 -8,9578 -9,0029 -8,9128 -8,7190 -8,5231 -8,4684 -8,6587 -9,0920 -9,6728 -10,2690 -10,7577 -11,0627 -11,1806 -11,1859 -11,2017 -11,3322 -11,5881 -11,8761 -12,0679 -12,0886 -11,9466 -11,6940 -11,3800 -11,0438 -10,7236 -10,4523 -10,2502 -10,1277 -10,0794 -10,0737 -10,0529 -9,9380 -9,6396 -9,1001 -8,3509 -7,5197 -6,7715 -6,2246 -5,9028 -5,7637 -5,7673 -5,9029 -6,1517 -6,4570 -6,7477 -6,9744 -7,1156 -7,1609 -7,1023 -6,9600 -6,8213 -6,8297 -7,1172 -7,7353 -8,6231 -9,6097 -10,4527 -10,9221 -10,8950 -10,3946 -9,5539 -8,5433 -7,5062 -6,5284 -5,6424 -4,8553 -4,1793 -3,6430 -3,2740 -3,0721 -3,0070 -3,0454 -3,1732 -3,3873 -3,6798 -4,0401 -4,4615 -4,9299 -5,4107 -5,8596 -6,2524 -6,6066 -6,9735 -7,4136 -7,9835 -8,7217 -9,6247 -10,6343 -11,6469 -12,5322 -13,1645 -13,4773 -13,5079 -13,3776 -13,2179 -13,1053 -13,0455 -12,9952 -12,8972 -12,7119 -12,4321 -12,0742 -11,6649 -11,2317 -10,8031 -10,4139 -10,1041 -9,8947 -9,7522 -9,5783 -9,2480 -8,6725 -7,8492 -6,8794
