Fp1   -1,4386 -1,7922 -2,0615 -2,0373 -1,6301 -0,9540 -0,2698 0,1763 0,3143 0,2760 0,2353 0,2673 0,3962 0,6733 1,1333 1,7305 2,3460 2,8335 3,0714 3,0166 2,7273 2,3072 1,8252 1,3218 0,8727 0,5930 0,5705 0,7783 1,0498 1,1816 1,0578 0,6776 0,1163 -0,5370 -1,2208 -1,8763 -2,3951 -2,6178 -2,4286 -1,8486 -1,0247 -0,1748 0,4578 0,6864 0,4531 -0,1773 -1,0442 -1,9193 -2,6129 -3,0857 -3,4146 -3,6710 -3,8376 -3,8038 -3,4730 -2,9036 -2,3014 -1,8625 -1,6383 -1,5428 -1,4767 -1,4071 -1,3203 -1,1601 -0,8552 -0,3893 0,1882 0,8191 1,4851 2,1974 2,9474 3,6886 4,3729 4,9720 5,4588 5,7907 5,9190 5,8340 5,6195 5,4474 5,4586 5,6073 5,6737 5,4756 5,0368 4,5482 4,2183 4,1596 4,3399 4,5861 4,6696 4,4589 4,0091 3,4853 3,0066 2,5707 2,1017 1,5498 0,9466 0,3829 -0,0559 -0,3419 -0,5192 -0,6871 -0,9108 -1,1065 -1,1144 -0,9091 -0,6108 -0,3271 -0,1234 -0,0838 -0,2564 -0,5711 -0,8758 -1,0209 -0,9124 -0,5437 0,0187 0,7048 1,4963 2,4299 3,5316 4,7128 5,7909 6,6399 7,2757 7,8001 8,2939 8,7687 9,2039 9,5783 9,8404 9,9090 9,7844 9,6299 9,6395 9,8349 10,0591 10,1404 10,0323 9,8456 9,7603 9,8709 10,1394 10,4845 10,8173 11,0157 11,0007 10,8337 10,6555 10,5585 10,5525 10,6183 10,7594 10,9954 11,3088 11,6265 11,8750 12,0504 12,2214 12,4538 12,7555 13,1006 13,4618 13,8077 14,0889 14,2194 14,0647 13,4888 12,4504 11,0561 9,5410 8,2069 7,3159 6,9854 7,1494 7,6024 8,0776 8,3206 8,1728 7,6354 6,8568 6,0734 5,5220 5,3210 5,4104 5,6043 5,6873 5,4835 4,9094 4,0300 3,0726 2,3409 2,0507 2,1999 2,5951 3,0212 3,3689 3,5937 3,6546 3,5859 3,5352 3,6181 3,7784 3,8407 3,6733 3,2854 2,8018 2,3521 1,9709 1,5965 1,1497 0,6255 0,1229 -0,2387 -0,4287 -0,4937 -0,4398 -0,1605 0,4859 1,5128 2,7483 3,9415 4,8917 5,5036 5,7847 5,7983 5,5927 5,1773 4,5830 3,9204 3,3174 2,8325 2,5119 2,4454 2,6342 2,8891 2,9944 2,9060 2,7209 2,5554 2,5107 2,6729 3,0592 3,5614 4,0043 4,2775 4,3720 4,3293 4,2076 4,0428 3,7920 3,3553 2,6884 1,8808 1,1218 0,5924 0,3413 0,2343 0,0557 -0,3281 -0,8759 -1,3974 -1,7076 -1,8043 -1,8626 -2,0508 -2,3855 -2,7322 -2,8929 -2,7133 -2,1669 -1,3688 -0,4967 0,3039 0,9384 1,3628 1,6198 1,8184 2,0449 2,3311 2,6725 3,0050 3,1801 3,0365 2,5212 1,7288 0,8334 -0,0090 -0,7197 -1,2804 -1,6760 -1,8844 -1,8951 -1,6641 -1,1025 -0,2308 0,6921 1,3220 1,4928 1,2765 0,8598 0,4358 0,1367 -0,0394 -0,2277 -0,5718 -1,0822 -1,5940 -1,8708 -1,7861 -1,3795 -0,7335 0,1277 1,1807 2,2969 3,2408 3,7736 3,7836 3,3639 2,7409 2,0823 1,4324 0,8311 0,3715 0,1326 0,1548 0,4745 1,1056 1,9681 2,8776 3,6309 4,1077 4,3217 4,3916 4,4449 4,5446 4,6935 4,8701 5,0608 5,2951 5,6541 6,2083 6,9481 7,7985 8,6504 9,3572 9,7837 9,8910 9,7296 9,3880 8,9898 8,6861 8,5920 8,7163 8,9474 9,1237 9,1380 8,9707 8,6452 8,1908 7,6267 6,9627 6,2292 5,5104 4,9222 4,5291 4,2957 4,1583 4,1155 4,2060 4,4087 4,5967 4,6117 4,3900 3,9958 3,5365 3,1078 2,8171 2,7733 2,9975 3,3583 3,6364 3,6740 3,4552 3,0663 2,6212 2,2283 1,9795 1,9193 2,0162 2,1780 2,3035 2,3596 2,4169 2,5738 2,8670 3,2664 3,7041 4,0938 4,3580 4,4574 4,3970 4,2419 4,1521 4,3385 4,9219 5,8412 6,9080 7,9048 8,6380 8,9846 8,9496 8,6850 8,4045 8,2343 8,1865 8,2479 8,3981 8,5740 8,6774 8,5966 8,2552 7,7050 7,1245 6,6824 6,4329 6,3316 6,3003 6,2579 6,1233 5,8386 5,4202 4,9815 4,6875 4,6868 5,0804 5,8829 6,9535 8,0145 8,8086 9,2285 9,2785 8,9707 8,3236 7,4599 6,6600 6,2841 6,5845 7,5236 8,7890 10,0135 10,9644 11,5723 11,8682 11,9188 11,7924 11,5405 11,1890 10,7637 10,3370 10,0126 9,8534 9,8579 9,9942 10,2085 10,4268 10,5943 10,6911 10,6996 10,5908 10,3433 9,9497 9,4389 8,9116 8,5304 8,4562 8,7583 9,3512 10,0177 10,5090 10,6652 10,4675 9,9879 9,3104 8,4874 7,5415 6,5203 5,5525 4,7932 4,2918 3,9610 3,7013 3,5182 3,4886 3,6494 3,9690 4,4249 5,0626 5,9242 6,9116 7,7851 8,3649 8,7149 9,0844 9,6914 10,5665 11,5518 12,4136 12,9836 13,2306 13,2284 13,1059 13,0213 13,0896 13,2951 13,5119 13,6182 13,5820 13,4565 13,3246 13,2673 13,3461 13,5694 13,8999 14,3129 14,8095 15,3600 15,8639 16,1822 16,2120 15,9568 15,5430 15,1601 14,9927 15,1836 15,7675 16,5953 17,3607 17,7622 17,6699 17,1363 16,2801 15,2329 14,1759 13,3192 12,7737 12,4505 12,1157 11,5734 10,8313 10,1109 9,6721 9,5928 9,7037 9,7437 9,5807 9,2607 8,8949 8,5687 8,3045 8,0452 7,6929 7,1782 6,4911 5,6769 4,8437 4,1515 3,7113 3,4811 3,2913 2,9673 2,4425 1,8157 1,3155 1,1636 1,4333 2,0137 2,6953 3,2978 3,7369 4,0144 4,1901 4,3509 4,5518 4,7596 4,8609 4,7343 4,3205 3,6391 2,7596 1,7648 0,7436 -0,1735 -0,8143 -1,0530 -0,8895 -0,4300 0,1738
Fz    -0,6409 -0,8101 -0,9807 -1,0853 -1,0950 -1,0252 -0,9115 -0,7782 -0,6216 -0,4208 -0,1739 0,0886 0,3372 0,5765 0,8326 1,1196 1,4156 1,6661 1,8150 1,8393 1,7547 1,5966 1,4008 1,1983 1,0169 0,8777 0,7855 0,7230 0,6583 0,5691 0,4486 0,2908 0,0878 -0,1607 -0,4456 -0,7453 -1,0172 -1,2027 -1,2563 -1,1727 -0,9850 -0,7485 -0,5269 -0,3755 -0,3282 -0,3958 -0,5593 -0,7578 -0,9116 -0,9662 -0,9052 -0,7385 -0,4877 -0,1676 0,2080 0,5990 0,9356 1,1580 1,2591 1,2825 1,2765 1,2624 1,2509 1,2700 1,3631 1,5596 1,8591 2,2453 2,7044 3,2252 3,7808 4,3161 4,7638 5,0823 5,2771 5,3822 5,4237 5,4104 5,3553 5,2905 5,2441 5,2002 5,1079 4,9404 4,7299 4,5424 4,4304 4,4095 4,4591 4,5286 4,5536 4,4929 4,3536 4,1695 3,9568 3,7012 3,3832 3,0082 2,6082 2,2192 1,8601 1,5296 1,2116 0,8835 0,5351 0,1974 -0,0702 -0,2366 -0,3142 -0,3249 -0,2866 -0,2249 -0,1628 -0,0975 0,0029 0,1786 0,4470 0,7848 1,1515 1,5293 1,9319 2,3904 2,9299 3,5357 4,1497 4,7144 5,2119 5,6557 6,0610 6,4307 6,7638 7,0598 7,3057 7,4750 7,5567 7,5785 7,5809 7,5798 7,5723 7,5686 7,5998 7,7007 7,8860 8,1293 8,3694 8,5471 8,6308 8,6159 8,5308 8,4361 8,3874 8,3992 8,4532 8,5277 8,6152 8,7207 8,8473 8,9881 9,1298 9,2599 9,3721 9,4603 9,5104 9,5103 9,4696 9,4172 9,3728 9,3249 9,2283 9,0221 8,6662 8,1744 7,6163 7,0873 6,6640 6,3699 6,1718 6,0039 5,7962 5,4895 5,0498 4,4865 3,8537 3,2366 2,7254 2,3816 2,2137 2,1799 2,2110 2,2383 2,2181 2,1507 2,0762 2,0448 2,0847 2,1886 2,3256 2,4666 2,5936 2,6800 2,6902 2,6230 2,5318 2,4703 2,4364 2,3896 2,3057 2,1971 2,0909 2,0018 1,9219 1,8239 1,6775 1,4767 1,2546 1,0556 0,8948 0,7600 0,6558 0,6363 0,7811 1,1232 1,6046 2,1123 2,5508 2,8799 3,1044 3,2412 3,2916 3,2421 3,0963 2,8995 2,7127 2,5708 2,4898 2,4934 2,5884 2,7269 2,8369 2,8785 2,8511 2,7686 2,6492 2,5153 2,3813 2,2398 2,0774 1,9032 1,7472 1,6377 1,5875 1,5811 1,5640 1,4659 1,2481 0,9307 0,5745 0,2307 -0,1001 -0,4578 -0,8712 -1,3186 -1,7274 -2,0015 -2,0771 -1,9743 -1,7842 -1,5985 -1,4520 -1,3204 -1,1483 -0,8830 -0,5081 -0,0615 0,3829 0,7575 1,0287 1,2051 1,3328 1,4670 1,6358 1,8351 2,0448 2,2305 2,3423 2,3376 2,2137 2,0108 1,7877 1,5997 1,4820 1,4430 1,4749 1,5617 1,6805 1,8191 1,9854 2,1694 2,3102 2,3399 2,2460 2,0742 1,8867 1,7356 1,6518 1,6271 1,6058 1,5197 1,3475 1,1456 1,0084 0,9854 1,0507 1,1505 1,2581 1,3783 1,5077 1,6078 1,6186 1,5021 1,2788 1,0194 0,7877 0,6049 0,4710 0,3873 0,3442 0,3203 0,3082 0,3295 0,4077 0,5340 0,6735 0,7982 0,9056 1,0138 1,1442 1,3045 1,4784 1,6330 1,7493 1,8453 1,9649 2,1418 2,3767 2,6444 2,9025 3,0967 3,1855 3,1720 3,0933 2,9889 2,8977 2,8668 2,9310 3,0883 3,3050 3,5386 3,7541 3,9282 4,0478 4,1086 4,1055 4,0272 3,8722 3,6710 3,4821 3,3552 3,2957 3,2771 3,2826 3,3166 3,3774 3,4378 3,4609 3,4314 3,3613 3,2714 3,1856 3,1401 3,1734 3,2948 3,4696 3,6401 3,7631 3,8283 3,8458 3,8305 3,8018 3,7883 3,8151 3,8852 3,9798 4,0720 4,1454 4,2018 4,2457 4,2716 4,2706 4,2426 4,1914 4,1182 4,0251 3,9249 3,8489 3,8473 3,9754 4,2606 4,6826 5,1856 5,6969 6,1312 6,4083 6,4852 6,3769 6,1430 5,8446 5,5248 5,2275 4,9982 4,8542 4,7705 4,6903 4,5564 4,3493 4,0946 3,8314 3,5874 3,3799 3,2209 3,1116 3,0398 2,9949 2,9883 3,0462 3,1839 3,3967 3,6741 3,9970 4,3151 4,5530 4,6566 4,6264 4,4997 4,3175 4,1135 3,9220 3,7911 3,7842 3,9515 4,2821 4,6978 5,1026 5,4316 5,6671 5,8223 5,9146 5,9535 5,9459 5,9041 5,8519 5,8274 5,8712 5,9965 6,1795 6,3747 6,5338 6,6254 6,6519 6,6348 6,5812 6,4692 6,2634 5,9400 5,5123 5,0402 4,6142 4,3238 4,2162 4,2672 4,3901 4,4805 4,4605 4,2991 4,0096 3,6350 3,2265 2,8226 2,4467 2,1214 1,8697 1,6946 1,5732 1,4871 1,4473 1,4760 1,5734 1,7191 1,9016 2,1302 2,4105 2,7088 2,9591 3,1242 3,2487 3,4325 3,7520 4,2056 4,7168 5,1793 5,5197 5,7293 5,8431 5,9108 5,9897 6,1270 6,3275 6,5498 6,7406 6,8668 6,9194 6,9084 6,8638 6,8275 6,8317 6,8859 6,9852 7,1178 7,2623 7,3850 7,4442 7,4076 7,2782 7,1042 6,9522 6,8736 6,8877 6,9722 7,0638 7,0861 6,9958 6,8050 6,5576 6,2936 6,0474 5,8613 5,7698 5,7632 5,7823 5,7553 5,6392 5,4457 5,2385 5,0825 4,9789 4,8591 4,6532 4,3606 4,0401 3,7515 3,5282 3,3769 3,2778 3,1935 3,0867 2,9343 2,7336 2,5079 2,3017 2,1476 2,0291 1,8878 1,6684 1,3587 0,9962 0,6494 0,3905 0,2661 0,2794 0,3971 0,5737 0,7687 0,9543 1,1230 1,2925 1,4886 1,7101 1,9127 2,0344 2,0345 1,9113 1,6963 1,4303 1,1451 0,8699 0,6417 0,4922 0,4274 0,4285 0,4650
F3    -1,1109 -1,2605 -1,4069 -1,4565 -1,3671 -1,1676 -0,9290 -0,7088 -0,5055 -0,2666 0,0407 0,3837 0,7099 1,0057 1,2841 1,5443 1,7550 1,8710 1,8667 1,7582 1,5927 1,4186 1,2678 1,1615 1,1189 1,1490 1,2350 1,3226 1,3348 1,2199 0,9781 0,6442 0,2625 -0,1310 -0,5195 -0,8948 -1,2288 -1,4630 -1,5464 -1,4766 -1,2911 -1,0422 -0,7897 -0,5939 -0,5053 -0,5617 -0,7650 -1,0534 -1,3351 -1,5482 -1,6685 -1,6892 -1,6161 -1,4598 -1,2380 -0,9968 -0,8057 -0,7109 -0,6950 -0,6886 -0,6365 -0,5453 -0,4520 -0,3578 -0,2152 0,0245 0,3731 0,8160 1,3383 1,9278 2,5531 3,1531 3,6606 4,0355 4,2735 4,3908 4,4038 4,3318 4,2217 4,1502 4,1702 4,2405 4,2420 4,0875 3,7990 3,4791 3,2305 3,1099 3,1236 3,2279 3,3387 3,3754 3,3044 3,1293 2,8509 2,4574 1,9537 1,3886 0,8440 0,3942 0,0699 -0,1510 -0,3264 -0,5247 -0,7857 -1,0740 -1,3082 -1,4475 -1,5084 -1,5149 -1,4927 -1,4841 -1,5112 -1,5315 -1,4544 -1,2007 -0,7542 -0,1721 0,4571 1,0713 1,6578 2,2456 2,8785 3,5583 4,2221 4,7961 5,2577 5,6321 5,9506 6,2307 6,4882 6,7349 6,9518 7,0904 7,1293 7,1126 7,1022 7,1140 7,1313 7,1564 7,2270 7,4024 7,7267 8,1735 8,6404 9,0179 9,2429 9,2954 9,1995 9,0306 8,8713 8,7581 8,6831 8,6313 8,6080 8,6349 8,7219 8,8500 8,9865 9,1088 9,2144 9,3073 9,3817 9,4325 9,4734 9,5269 9,5909 9,6161 9,5153 9,2043 8,6552 7,9200 7,1153 6,3816 5,8304 5,4999 5,3457 5,2725 5,1762 4,9689 4,5994 4,0689 3,4278 2,7645 2,1855 1,7728 1,5408 1,4342 1,3612 1,2361 1,0114 0,6979 0,3596 0,0771 -0,0952 -0,1476 -0,0983 0,0305 0,2082 0,3711 0,4464 0,4338 0,4207 0,4770 0,5668 0,5918 0,4974 0,3150 0,1156 -0,0569 -0,2123 -0,3899 -0,6171 -0,8754 -1,1004 -1,2350 -1,2839 -1,2913 -1,2646 -1,1379 -0,8171 -0,2724 0,4178 1,1154 1,7034 2,1351 2,4302 2,6274 2,7316 2,7123 2,5616 2,3436 2,1561 2,0572 2,0700 2,2180 2,4878 2,7843 2,9898 3,0526 2,9897 2,8437 2,6644 2,5035 2,3882 2,2943 2,1724 2,0066 1,8246 1,6741 1,6067 1,6460 1,7504 1,8290 1,8107 1,6967 1,5476 1,4159 1,2810 1,0574 0,6790 0,1650 -0,3834 -0,8301 -1,0804 -1,1508 -1,1518 -1,1845 -1,2630 -1,3249 -1,2843 -1,0781 -0,6989 -0,2086 0,2888 0,7034 0,9930 1,1704 1,2957 1,4410 1,6448 1,9025 2,1751 2,3887 2,4508 2,3006 1,9507 1,4789 0,9857 0,5534 0,2196 -0,0144 -0,1490 -0,1748 -0,0860 0,1301 0,4952 0,9717 1,4192 1,6863 1,7275 1,6011 1,3905 1,1582 0,9444 0,7553 0,5518 0,2886 -0,0157 -0,2544 -0,3052 -0,1394 0,1608 0,4941 0,8218 1,1549 1,4881 1,7682 1,9220 1,9106 1,7717 1,6067 1,5021 1,4791 1,5232 1,6101 1,6928 1,7160 1,6640 1,5818 1,5355 1,5604 1,6543 1,8009 1,9837 2,1929 2,4296 2,7059 3,0314 3,3979 3,7813 4,1613 4,5345 4,9038 5,2613 5,5826 5,8215 5,9096 5,8021 5,5293 5,1724 4,8069 4,4984 4,3163 4,3086 4,4672 4,7288 5,0078 5,2306 5,3528 5,3651 5,2843 5,1179 4,8451 4,4532 3,9888 3,5509 3,2195 2,9947 2,8246 2,6757 2,5520 2,4575 2,3658 2,2390 2,0731 1,9051 1,7737 1,6983 1,6975 1,7946 1,9906 2,2406 2,4667 2,6067 2,6473 2,6113 2,5302 2,4367 2,3673 2,3467 2,3672 2,3913 2,3768 2,3135 2,2409 2,2161 2,2676 2,3828 2,5192 2,6230 2,6580 2,6265 2,5592 2,5014 2,5206 2,6994 3,0842 3,6444 4,2957 4,9411 5,4826 5,8336 5,9492 5,8504 5,6027 5,2614 4,8674 4,4874 4,1998 4,0350 3,9495 3,8499 3,6539 3,3603 3,0477 2,7962 2,6292 2,5226 2,4396 2,3460 2,2153 2,0466 1,8863 1,8122 1,8862 2,1296 2,5337 3,0574 3,6014 4,0277 4,2424 4,2485 4,1061 3,8643 3,5443 3,1772 2,8424 2,6604 2,7308 3,0571 3,5453 4,0808 4,5883 5,0326 5,3911 5,6337 5,7302 5,6761 5,5054 5,2889 5,1208 5,0750 5,1525 5,2808 5,3667 5,3478 5,2263 5,0718 4,9724 4,9619 5,0005 5,0105 4,9155 4,6735 4,3051 3,8988 3,5833 3,4634 3,5531 3,7656 3,9666 4,0423 3,9391 3,6669 3,2808 2,8474 2,4099 1,9871 1,6035 1,2955 1,0754 0,9119 0,7711 0,6625 0,6262 0,6863 0,8354 1,0573 1,3382 1,6415 1,8781 1,9414 1,8080 1,5978 1,5083 1,6864 2,1503 2,7937 3,4516 3,9883 4,3508 4,5556 4,6571 4,7330 4,8500 5,0187 5,1933 5,3153 5,3520 5,3035 5,1927 5,0644 4,9802 4,9905 5,1118 5,3367 5,6467 6,0027 6,3342 6,5553 6,6030 6,4801 6,2660 6,0745 6,0006 6,0938 6,3419 6,6610 6,9290 7,0532 7,0155 6,8529 6,6086 6,3187 6,0283 5,7828 5,5953 5,4384 5,2667 5,0452 4,7815 4,5387 4,3897 4,3407 4,3107 4,2025 3,9907 3,7199 3,4389 3,1732 2,9309 2,7004 2,4518 2,1533 1,7910 1,3790 0,9657 0,6259 0,4151 0,3181 0,2567 0,1456 -0,0565 -0,3301 -0,6097 -0,8171 -0,9019 -0,8627 -0,7393 -0,5889 -0,4684 -0,4218 -0,4554 -0,5233 -0,5533 -0,5029 -0,3909 -0,2798 -0,2351 -0,2962 -0,4689 -0,7344 -1,0587 -1,3865 -1,6483 -1,7991 -1,8485 -1,8439 -1,8361
F7    -0,6697 -1,0835 -1,4293 -1,5533 -1,3913 -1,0158 -0,5938 -0,2851 -0,1391 -0,0769 0,0085 0,1591 0,3712 0,6413 0,9578 1,2881 1,5863 1,8010 1,8882 1,8417 1,7042 1,5259 1,3158 1,0615 0,7925 0,5910 0,5384 0,6389 0,7948 0,8726 0,7901 0,5443 0,1893 -0,2097 -0,6061 -0,9633 -1,2301 -1,3386 -1,2454 -0,9730 -0,5995 -0,2316 0,0147 0,0575 -0,1149 -0,4603 -0,9021 -1,3327 -1,6600 -1,8697 -2,0127 -2,1352 -2,2258 -2,2166 -2,0521 -1,7656 -1,4653 -1,2466 -1,1247 -1,0460 -0,9613 -0,8755 -0,8100 -0,7472 -0,6366 -0,4427 -0,1639 0,1880 0,6048 1,0781 1,5860 2,0931 2,5622 2,9592 3,2539 3,4276 3,4759 3,4138 3,2967 3,2276 3,2959 3,4812 3,6534 3,6949 3,5983 3,4406 3,3038 3,2332 3,2283 3,2356 3,1702 2,9801 2,6859 2,3466 2,0016 1,6522 1,2811 0,8803 0,4687 0,0865 -0,2292 -0,4670 -0,6495 -0,8264 -1,0283 -1,2018 -1,2514 -1,1632 -1,0130 -0,8684 -0,7683 -0,7640 -0,8890 -1,0984 -1,2812 -1,3241 -1,1626 -0,8013 -0,2934 0,3118 1,0018 1,7888 2,6638 3,5491 4,3217 4,9008 5,2960 5,5750 5,7978 5,9815 6,1165 6,1879 6,1683 6,0231 5,7723 5,5296 5,4220 5,4712 5,5860 5,6568 5,6459 5,6138 5,6699 5,8806 6,2309 6,6659 7,1107 7,4604 7,6374 7,6638 7,6315 7,6152 7,6417 7,7179 7,8552 8,0644 8,3322 8,6134 8,8599 9,0670 9,2742 9,5101 9,7605 10,0002 10,2191 10,4068 10,5342 10,5456 10,3610 9,9128 9,1971 8,2893 7,3240 6,4647 5,8565 5,5732 5,5925 5,8145 6,0989 6,2985 6,3087 6,1133 5,7783 5,4162 5,1417 5,0106 4,9844 4,9591 4,8203 4,4868 3,9447 3,2745 2,6365 2,2038 2,0692 2,1895 2,4248 2,6437 2,7898 2,8492 2,8099 2,6963 2,5881 2,5444 2,5330 2,4620 2,2620 1,9373 1,5570 1,1977 0,8869 0,5991 0,2947 -0,0310 -0,3309 -0,5473 -0,6679 -0,7189 -0,7039 -0,5652 -0,2259 0,3239 0,9997 1,6772 2,2489 2,6488 2,8599 2,9013 2,7931 2,5434 2,1824 1,7969 1,4856 1,2932 1,2338 1,3291 1,5518 1,7780 1,8739 1,8026 1,6129 1,3803 1,1906 1,1325 1,2528 1,5049 1,7793 1,9898 2,1106 2,1580 2,1700 2,1731 2,1392 1,9968 1,7040 1,3066 0,9206 0,6605 0,5585 0,5312 0,4442 0,2196 -0,1075 -0,4201 -0,6209 -0,7246 -0,8384 -1,0443 -1,3160 -1,5423 -1,6024 -1,4304 -1,0456 -0,5436 -0,0419 0,3750 0,6637 0,8182 0,8853 0,9416 1,0352 1,1715 1,3403 1,5097 1,6019 1,5242 1,2425 0,8128 0,3460 -0,0534 -0,3361 -0,5126 -0,6075 -0,6255 -0,5542 -0,3550 0,0303 0,5867 1,1549 1,5234 1,5832 1,3656 0,9830 0,5726 0,2480 0,0373 -0,1286 -0,3402 -0,6149 -0,8655 -0,9624 -0,8390 -0,5223 -0,0625 0,5214 1,2065 1,9119 2,5033 2,8489 2,8847 2,6596 2,3030 1,9228 1,5604 1,2434 1,0117 0,8913 0,9001 1,0758 1,4546 2,0141 2,6605 3,2701 3,7377 4,0125 4,1081 4,0725 3,9624 3,8444 3,7816 3,8039 3,9235 4,1712 4,5772 5,1232 5,7493 6,3835 6,9351 7,3115 7,4716 7,4312 7,2346 6,9546 6,6892 6,5220 6,4780 6,5086 6,5247 6,4605 6,3024 6,0711 5,7923 5,4729 5,0984 4,6678 4,2255 3,8435 3,5630 3,3679 3,2284 3,1494 3,1545 3,2313 3,3033 3,2761 3,1152 2,8579 2,5560 2,2547 2,0247 1,9581 2,0953 2,3691 2,6401 2,7959 2,8115 2,7282 2,6045 2,4895 2,4187 2,4033 2,4203 2,4275 2,3930 2,3277 2,2945 2,3657 2,5745 2,9024 3,2853 3,6321 3,8664 3,9578 3,9171 3,7918 3,6816 3,7149 3,9732 4,4360 5,0050 5,5584 5,9889 6,2313 6,2866 6,2265 6,1500 6,1063 6,0843 6,0663 6,0421 5,9905 5,8814 5,6792 5,3596 4,9583 4,5767 4,3087 4,1785 4,1481 4,1579 4,1488 4,0676 3,8828 3,6135 3,3406 3,1726 3,1954 3,4537 3,9451 4,5927 5,2531 5,7949 6,1604 6,3321 6,2727 5,9481 5,4127 4,8497 4,5128 4,5964 5,1128 5,8900 6,7041 7,4006 7,9143 8,2322 8,3624 8,3220 8,1338 7,8289 7,4574 7,0946 6,8185 6,6687 6,6350 6,6783 6,7482 6,8027 6,8300 6,8341 6,7970 6,6874 6,4990 6,2524 5,9815 5,7380 5,5899 5,6010 5,8010 6,1583 6,5750 6,9160 7,0739 7,0149 6,7609 6,3487 5,8079 5,1573 4,4269 3,6962 3,0756 2,6224 2,2998 2,0445 1,8494 1,7605 1,8188 2,0338 2,4055 2,9417 3,6238 4,3480 4,9452 5,3113 5,5094 5,7149 6,0703 6,5986 7,2164 7,7983 8,2404 8,4984 8,5893 8,5820 8,5770 8,6442 8,7658 8,8650 8,8851 8,8344 8,7668 8,7335 8,7631 8,8682 9,0456 9,2837 9,5829 9,9491 10,3603 10,7514 11,0354 11,1447 11,0757 10,9046 10,7476 10,7101 10,8663 11,2346 11,7417 12,2329 12,5553 12,6409 12,4989 12,1494 11,6160 10,9697 10,3312 9,8015 9,3902 9,0115 8,5645 8,0329 7,5103 7,1229 6,9245 6,8562 6,8009 6,6814 6,4997 6,2995 6,1246 5,9906 5,8635 5,6725 5,3519 4,8767 4,2752 3,6306 3,0602 2,6495 2,3862 2,1710 1,8980 1,5335 1,1475 0,8782 0,8475 1,0862 1,5189 2,0130 2,4495 2,7584 2,9147 2,9322 2,8553 2,7284 2,5607 2,3200 1,9634 1,4764 0,8867 0,2438 -0,4089 -1,0308 -1,5549 -1,8905 -1,9829 -1,8554 -1,5845 -1,2538
