Fp1   -0,5865 -0,5527 -0,6071 -0,7452 -0,9181 -1,0747 -1,1917 -1,2665 -1,2999 -1,2907 -1,2287 -1,0895 -0,8570 -0,5562 -0,2563 -0,0386 0,0447 -0,0075 -0,1536 -0,3444 -0,5494 -0,7537 -0,9428 -1,0940 -1,1770 -1,1664 -1,0595 -0,8838 -0,6834 -0,4961 -0,3451 -0,2431 -0,1811 -0,1163 0,0056 0,2162 0,5105 0,8508 1,1796 1,4472 1,6406 1,7833 1,9051 2,0142 2,0947 2,1236 2,0915 2,0149 1,9337 1,9006 1,9688 2,1775 2,5343 3,0033 3,5037 3,9292 4,1959 4,2826 4,2205 4,0528 3,8172 3,5487 3,2760 3,0168 2,7867 2,6047 2,4815 2,4002 2,3206 2,2056 2,0471 1,8696 1,7075 1,5780 1,4779 1,3951 1,3125 1,2027 1,0403 0,8322 0,6230 0,4600 0,3566 0,2930 0,2392 0,1634 0,0355 -0,1570 -0,4010 -0,6697 -0,9294 -1,1285 -1,2011 -1,1019 -0,8415 -0,4979 -0,1906 -0,0106 0,0346 -0,0023 -0,0704 -0,1456 -0,2217 -0,3063 -0,4201 -0,5788 -0,7765 -0,9869 -1,1651 -1,2642 -1,2710 -1,2193 -1,1677 -1,1711 -1,2600 -1,4224 -1,6107 -1,7730 -1,8758 -1,9022 -1,8479 -1,7228 -1,5547 -1,3863 -1,2561 -1,1733 -1,1109 -1,0190 -0,8435 -0,5437 -0,1085 0,4367 1,0369 1,6223 2,1215 2,4789 2,6784 2,7567 2,7929 2,8851 3,1266 3,5783 4,2426 5,0595 5,9250 6,7201 7,3445 7,7452 7,9239 7,9173 7,7713 7,5298 7,2256 6,8791 6,5094 6,1454 5,8209 5,5638 5,3964 5,3396 5,3951 5,5174 5,6158 5,6085 5,4847 5,3105 5,1759 5,1344 5,1799 5,2741 5,3883 5,5215 5,6884 5,8947 6,1195 6,3284 6,4995 6,6266 6,7070 6,7393 6,7262 6,6698 6,5745 6,4578 6,3453 6,2553 6,1980 6,1825 6,2090 6,2573 6,2932 6,2753 6,1704 5,9895 5,8093 5,7478 5,9101 6,3397 7,0053 7,8108 8,6104 9,2507 9,6431 9,8024 9,8019 9,7018 9,5388 9,3649 9,2460 9,2084 9,2048 9,1452 8,9643 8,6522 8,2273 7,7080 7,1240 6,5298 5,9885 5,5399 5,1682 4,8099 4,4117 3,9903 3,6327 3,4409 3,4629 3,6646 3,9591 4,2517 4,4645 4,5497 4,5019 4,3618 4,1929 4,0275 3,8358 3,5608 3,1917 2,7964 2,4818 2,3321 2,3825 2,6189 2,9788 3,3684 3,6932 3,8803 3,8972 3,7746 3,5909 3,4128 3,2647 3,1506 3,0822 3,0841 3,1794 3,3636 3,5860 3,7676 3,8497 3,8355 3,7940 3,8301 4,0307 4,4150 4,9293 5,4926 6,0521 6,5910 7,0933 7,5204 7,8299 8,0059 8,0722 8,0825 8,0980 8,1519 8,2225 8,2534 8,2111 8,1128 8,0005 7,9087 7,8556 7,8369 7,8196 7,7632 7,6589 7,5457 7,4884 7,5343 7,6875 7,9145 8,1634 8,3863 8,5595 8,6829 8,7685 8,8375 8,9156 9,0126 9,1018 9,1284 9,0502 8,8726 8,6468 8,4348 8,2739 8,1744 8,1339 8,1478 8,2146 8,3303 8,4774 8,6316 8,7841 8,9357 9,0613 9,1024 9,0154 8,8146 8,5673 8,3593 8,2521 8,2604 8,3614 8,5186 8,7044 8,9117 9,1406 9,3789 9,5965 9,7559 9,8369 9,8548 9,8532 9,8798 9,9703 10,1510 10,4363 10,8090 11,2086 11,5494 11,7465 11,7317 11,4657 10,9584 10,2818 9,5566 8,9080 8,4195 8,1200 8,0005 8,0386 8,2100 8,4712 8,7409 8,9291 9,0032 9,0211 9,0933 9,3065 9,6653 10,0908 10,4716 10,7223 10,8172 10,7839 10,6577 10,4486 10,1568 9,8060 9,4546 9,1829 9,0633 9,1263 9,3385 9,6131 9,8559 9,9995 9,9960 9,8103 9,4419 8,9392 8,3802 7,8358 7,3418 6,9021 6,5208 6,2274 6,0752 6,1209 6,3864 6,8288 7,3604 7,8925 8,3547 8,7065 8,9555 9,1401 9,2859 9,3921 9,4443 9,4238 9,3222 9,1636 8,9990 8,8706 8,7821 8,7024 8,5914 8,4220 8,1948 7,9417 7,7061 7,5175 7,3957 7,3653 7,4409 7,6049 7,8183 8,0518 8,2886 8,4955 8,6096 8,5750 8,4017 8,1792 8,0104 7,9265 7,8741 7,7726 7,5673 7,2558 6,8962 6,5804 6,3841 6,3332 6,4021 6,5319 6,6646 6,7824 6,9273 7,1677 7,5275 7,9544 8,3614 8,6731 8,8299 8,7960 8,5783 8,2300 7,8314 7,4542 7,1326 6,8734 6,6757 6,5319 6,4341 6,3731 6,3158 6,1966 5,9571 5,5892 5,1343 4,6628 4,2578 3,9871 3,8821 3,9510 4,1923 4,5801 5,0457 5,4981 5,8723 6,1481 6,3280 6,4233 6,4544 6,4394 6,3863 6,2954 6,1546 5,9374 5,6168 5,1845 4,6656 4,1188 3,6083 3,1685 2,7908 2,4400 2,0853 1,7188 1,3529 1,0131 0,7414 0,5947 0,6217 0,8378 1,2032 1,6132 1,9425 2,1294 2,1953 2,1876 2,1518 2,1552 2,2898 2,6310 3,1940 3,9254 4,7334 5,5287 6,2505 6,8698 7,3824 7,8041 8,1593 8,4633 8,7070 8,8658 8,9319 8,9403 8,9559 9,0320 9,1840 9,4019 9,6700 9,9547 10,1894 10,2942 10,2122 9,9356 9,5183 9,0582 8,6473 8,3326 8,1139 7,9484 7,7504 7,4122 6,8589 6,0950 5,1946 4,2596 3,3979 2,7029 2,2087 1,8686 1,5959 1,3282 1,0560 0,8073 0,6120 0,4748 0,3797 0,3221 0,3358 0,4807 0,7953 1,2589 1,8007 2,3341 2,7844 3,1018 3,2673 3,2932 3,2210 3,1171 3,0392 2,9841 2,8813 2,6636 2,3399 1,9890 1,6983 1,5140 1,4269 1,3831 1,3146 1,1801 0,9876 0,7916 0,6760 0,7340 1,0403 1,6160 2,3991 3,2417 3,9578 4,4077 4,5530 4,4425 4,1648 3,8163 3,4933 3,2811 3,2276
Fz    -2,3694 -2,3293 -2,3926 -2,5301 -2,6817 -2,7855 -2,8034 -2,7308 -2,5855 -2,3949 -2,1828 -1,9604 -1,7287 -1,4945 -1,2798 -1,1099 -0,9857 -0,8708 -0,7104 -0,4693 -0,1561 0,1880 0,5216 0,8312 1,1301 1,4310 1,7214 1,9650 2,1294 2,2095 2,2198 2,1666 2,0413 1,8426 1,5935 1,3335 1,0977 0,9088 0,7841 0,7369 0,7732 0,8917 1,0779 1,2933 1,4755 1,5597 1,5065 1,3205 1,0475 0,7537 0,5008 0,3214 0,1975 0,0683 -0,1304 -0,4265 -0,8016 -1,2045 -1,5703 -1,8363 -1,9592 -1,9285 -1,7699 -1,5327 -1,2657 -1,0020 -0,7667 -0,5853 -0,4795 -0,4562 -0,4931 -0,5311 -0,4922 -0,3178 0,0082 0,4630 0,9972 1,5472 2,0496 2,4553 2,7389 2,9002 2,9618 2,9637 2,9459 2,9246 2,8868 2,8119 2,6946 2,5469 2,3857 2,2222 2,0590 1,8894 1,7002 1,4785 1,2195 0,9370 0,6620 0,4214 0,2205 0,0451 -0,1282 -0,3251 -0,5668 -0,8631 -1,2080 -1,5781 -1,9358 -2,2449 -2,4953 -2,7123 -2,9410 -3,2223 -3,5787 -4,0046 -4,4617 -4,8856 -5,2064 -5,3723 -5,3660 -5,2121 -4,9741 -4,7339 -4,5568 -4,4579 -4,3993 -4,3143 -4,1320 -3,7954 -3,2761 -2,5817 -1,7430 -0,8022 0,1814 1,1295 1,9669 2,6523 3,1877 3,6127 3,9931 4,4022 4,8952 5,4883 6,1451 6,7852 7,3197 7,6908 7,8862 7,9275 7,8557 7,7164 7,5406 7,3366 7,0994 6,8245 6,5191 6,2146 5,9672 5,8382 5,8597 6,0060 6,1954 6,3368 6,3897 6,3819 6,3765 6,4227 6,5292 6,6781 6,8524 7,0413 7,2332 7,4196 7,6017 7,7838 7,9676 8,1536 8,3348 8,4897 8,5943 8,6386 8,6257 8,5597 8,4422 8,2859 8,1244 7,9978 7,9245 7,8918 7,8640 7,7966 7,6599 7,4669 7,2740 7,1459 7,1222 7,2158 7,4227 7,7148 8,0321 8,3008 8,4732 8,5525 8,5817 8,6075 8,6536 8,7292 8,8374 8,9548 9,0268 9,0046 8,8772 8,6643 8,3911 8,0723 7,7167 7,3377 6,9458 6,5340 6,0807 5,5722 5,0245 4,4910 4,0478 3,7576 3,6312 3,6197 3,6407 3,6086 3,4600 3,1794 2,8088 2,4279 2,1221 1,9460 1,8980 1,9378 2,0366 2,2084 2,4920 2,9124 3,4574 4,0792 4,7053 5,2511 5,6397 5,8238 5,7963 5,5896 5,2726 4,9348 4,6533 4,4717 4,4014 4,4321 4,5360 4,6739 4,8069 4,9131 4,9961 5,0785 5,1830 5,3216 5,4988 5,7136 5,9574 6,2133 6,4562 6,6604 6,8130 6,9149 6,9662 6,9584 6,8842 6,7555 6,6123 6,5061 6,4672 6,4826 6,5069 6,4972 6,4369 6,3277 6,1710 5,9620 5,6950 5,3779 5,0474 4,7640 4,5882 4,5604 4,6948 4,9825 5,3911 5,8674 6,3474 6,7719 7,0961 7,2904 7,3378 7,2350 7,0003 6,6767 6,3202 5,9836 5,7050 5,5034 5,3807 5,3238 5,3122 5,3365 5,4105 5,5574 5,7772 6,0363 6,2967 6,5449 6,7874 7,0259 7,2487 7,4404 7,5973 7,7341 7,8736 8,0296 8,1962 8,3496 8,4639 8,5283 8,5442 8,5123 8,4351 8,3292 8,2291 8,1771 8,2162 8,3860 8,7081 9,1673 9,7109 10,2680 10,7668 11,1449 11,3562 11,3785 11,2116 10,8696 10,3815 9,7978 9,1828 8,6013 8,1166 7,7899 7,6680 7,7627 8,0351 8,4012 8,7680 9,0779 9,3305 9,5627 9,8082 10,0677 10,3065 10,4730 10,5239 10,4465 10,2575 9,9772 9,6140 9,1757 8,6861 8,1915 7,7592 7,4618 7,3438 7,3919 7,5381 7,6951 7,7860 7,7517 7,5574 7,2060 6,7362 6,2047 5,6640 5,1462 4,6599 4,2023 3,7809 3,4272 3,1880 3,1002 3,1705 3,3722 3,6599 3,9933 4,3571 4,7588 5,2032 5,6698 6,1082 6,4486 6,6254 6,6064 6,4083 6,0854 5,7016 5,3034 4,9100 4,5288 4,1733 3,8684 3,6489 3,5535 3,6101 3,8240 4,1749 4,6140 5,0721 5,4860 5,8218 6,0669 6,2059 6,2147 6,0819 5,8366 5,5498 5,2968 5,1083 4,9602 4,8083 4,6318 4,4522 4,3196 4,2785 4,3455 4,5094 4,7349 4,9705 5,1680 5,3010 5,3684 5,3833 5,3591 5,3047 5,2232 5,1024 4,9158 4,6567 4,3741 4,1563 4,0728 4,1298 4,2735 4,4304 4,5459 4,6013 4,6081 4,5847 4,5298 4,4135 4,1915 3,8330 3,3396 2,7491 2,1311 1,5697 1,1335 0,8552 0,7306 0,7287 0,8061 0,9175 1,0251 1,0994 1,1112 1,0328 0,8516 0,5797 0,2495 -0,0980 -0,4242 -0,6976 -0,8973 -1,0275 -1,1256 -1,2530 -1,4776 -1,8562 -2,4064 -3,0838 -3,7924 -4,4263 -4,9107 -5,2155 -5,3458 -5,3238 -5,1755 -4,9280 -4,6120 -4,2664 -3,9300 -3,6160 -3,3007 -2,9450 -2,5201 -2,0087 -1,3957 -0,6710 0,1552 1,0413 1,9288 2,7673 3,5193 4,1443 4,5990 4,8614 4,9483 4,9084 4,7949 4,6432 4,4694 4,2871 4,1188 3,9894 3,9163 3,9083 3,9621 4,0476 4,1003 4,0413 3,8138 3,4113 2,8814 2,3044 1,7528 1,2624 0,8327 0,4376 0,0323 -0,4260 -0,9421 -1,4693 -1,9445 -2,3285 -2,6067 -2,7703 -2,8231 -2,7992 -2,7500 -2,7141 -2,7045 -2,7175 -2,7415 -2,7588 -2,7471 -2,6813 -2,5350 -2,2817 -1,9053 -1,4068 -0,7996 -0,1083 0,6290 1,3663 2,0564 2,6533 3,1216 3,4526 3,6556 3,7287 3,6541 3,4334 3,1182 2,7945 2,5350 2,3660 2,2676 2,1889 2,0680 1,8556 1,5370 1,1386 0,7178 0,3467 0,0894 -0,0189 0,0146 0,1386 0,2792 0,3771 0,4122 0,3998 0,3749 0,3755 0,4329 0,5651 0,7632
F3    -1,1580 -1,1579 -1,2689 -1,4616 -1,6707 -1,8286 -1,8984 -1,8820 -1,8048 -1,6931 -1,5595 -1,4007 -1,2117 -1,0079 -0,8306 -0,7257 -0,7084 -0,7453 -0,7752 -0,7527 -0,6753 -0,5709 -0,4618 -0,3377 -0,1652 0,0764 0,3681 0,6593 0,9025 1,0817 1,2038 1,2684 1,2615 1,1784 1,0393 0,8812 0,7401 0,6414 0,6034 0,6382 0,7509 0,9407 1,1961 1,4837 1,7452 1,9164 1,9592 1,8829 1,7388 1,5951 1,5118 1,5142 1,5744 1,6254 1,6034 1,4812 1,2712 1,0114 0,7499 0,5340 0,3988 0,3560 0,3908 0,4722 0,5731 0,6778 0,7730 0,8415 0,8657 0,8368 0,7687 0,7084 0,7187 0,8439 1,0919 1,4383 1,8335 2,2121 2,5111 2,6886 2,7340 2,6679 2,5354 2,3943 2,2917 2,2361 2,1934 2,1177 1,9848 1,8028 1,6014 1,4119 1,2518 1,1158 0,9782 0,8075 0,5869 0,3295 0,0722 -0,1501 -0,3231 -0,4507 -0,5478 -0,6382 -0,7495 -0,9018 -1,0949 -1,3016 -1,4770 -1,5842 -1,6254 -1,6479 -1,7156 -1,8774 -2,1535 -2,5337 -2,9790 -3,4288 -3,8146 -4,0724 -4,1587 -4,0694 -3,8499 -3,5804 -3,3374 -3,1530 -3,0057 -2,8402 -2,5916 -2,2032 -1,6433 -0,9147 -0,0460 0,9209 1,9272 2,8940 3,7436 4,4322 4,9634 5,3809 5,7549 6,1602 6,6535 7,2507 7,9118 8,5476 9,0575 9,3725 9,4762 9,3970 9,1890 8,9074 8,5855 8,2328 7,8517 7,4502 7,0467 6,6745 6,3817 6,2184 6,2067 6,3122 6,4437 6,5035 6,4581 6,3614 6,3052 6,3501 6,4955 6,7026 6,9327 7,1602 7,3709 7,5657 7,7570 7,9564 8,1686 8,3910 8,6053 8,7759 8,8688 8,8731 8,8007 8,6715 8,4975 8,2896 8,0776 7,9073 7,8088 7,7751 7,7662 7,7251 7,6086 7,4197 7,2122 7,0558 6,9984 7,0605 7,2477 7,5446 7,8983 8,2313 8,4865 8,6564 8,7711 8,8628 8,9470 9,0346 9,1367 9,2326 9,2579 9,1490 8,8913 8,5202 8,0888 7,6410 7,2064 6,8072 6,4510 6,1161 5,7589 5,3460 4,8852 4,4332 4,0710 3,8612 3,8119 3,8743 3,9715 4,0269 3,9821 3,8152 3,5497 3,2467 2,9830 2,8125 2,7348 2,7103 2,7132 2,7627 2,8992 3,1421 3,4710 3,8368 4,1813 4,4488 4,5947 4,5897 4,4245 4,1155 3,7140 3,2957 2,9333 2,6759 2,5482 2,5509 2,6587 2,8283 3,0173 3,2030 3,3901 3,5989 3,8385 4,0978 4,3638 4,6372 4,9260 5,2285 5,5237 5,7803 5,9769 6,1074 6,1740 6,1831 6,1453 6,0791 6,0166 5,9959 6,0412 6,1468 6,2789 6,3959 6,4670 6,4725 6,3976 6,2322 5,9745 5,6385 5,2656 4,9218 4,6724 4,5552 4,5754 4,7200 4,9661 5,2820 5,6360 6,0043 6,3640 6,6759 6,8797 6,9167 6,7654 6,4551 6,0431 5,5918 5,1587 4,7884 4,5091 4,3336 4,2594 4,2750 4,3722 4,5423 4,7569 4,9649 5,1228 5,2255 5,2986 5,3682 5,4453 5,5332 5,6428 5,7962 6,0137 6,2990 6,6346 6,9828 7,2982 7,5421 7,6822 7,6965 7,5934 7,4190 7,2348 7,1025 7,0854 7,2362 7,5722 8,0640 8,6452 9,2329 9,7467 10,1201 10,3069 10,2879 10,0677 9,6645 9,1120 8,4667 7,7979 7,1696 6,6396 6,2615 6,0746 6,0852 6,2556 6,5094 6,7648 6,9787 7,1652 7,3690 7,6196 7,9052 8,1776 8,3743 8,4465 8,3856 8,2240 8,0010 7,7360 7,4364 7,1165 6,8062 6,5504 6,4011 6,3955 6,5295 6,7527 6,9929 7,1805 7,2560 7,1805 6,9501 6,5928 6,1523 5,6746 5,1962 4,7362 4,3012 3,9030 3,5748 3,3670 3,3221 3,4527 3,7367 4,1260 4,5641 5,0110 5,4576 5,9108 6,3671 6,7988 7,1528 7,3640 7,3890 7,2339 6,9486 6,5927 6,2075 5,8114 5,4147 5,0313 4,6793 4,3828 4,1756 4,0943 4,1648 4,3895 4,7387 5,1541 5,5730 5,9534 6,2718 6,4958 6,5774 6,4887 6,2628 5,9817 5,7165 5,4818 5,2418 4,9556 4,6223 4,2940 4,0454 3,9294 3,9597 4,1188 4,3660 4,6486 4,9230 5,1707 5,3968 5,6132 5,8199 6,0037 6,1419 6,1974 6,1208 5,8831 5,5181 5,1231 4,8036 4,6104 4,5216 4,4780 4,4349 4,3857 4,3472 4,3311 4,3228 4,2779 4,1369 3,8548 3,4227 2,8716 2,2664 1,6967 1,2573 1,0219 1,0164 1,2116 1,5427 1,9406 2,3530 2,7411 3,0597 3,2505 3,2667 3,1067 2,8194 2,4783 2,1503 1,8838 1,7041 1,6032 1,5377 1,4428 1,2499 0,8997 0,3648 -0,3248 -1,0742 -1,7574 -2,2783 -2,6086 -2,7749 -2,8256 -2,8129 -2,7880 -2,7886 -2,8237 -2,8724 -2,8913 -2,8294 -2,6552 -2,3684 -1,9785 -1,4785 -0,8534 -0,1132 0,6955 1,5161 2,3130 3,0654 3,7417 4,2973 4,6980 4,9423 5,0592 5,0849 5,0408 4,9297 4,7544 4,5349 4,3067 4,1103 3,9848 3,9570 4,0189 4,1110 4,1397 4,0223 3,7295 3,2960 2,7974 2,3061 1,8625 1,4787 1,1422 0,8098 0,4242 -0,0397 -0,5503 -1,0457 -1,4710 -1,7873 -1,9694 -2,0195 -1,9794 -1,9057 -1,8316 -1,7583 -1,6743 -1,5735 -1,4578 -1,3300 -1,1862 -1,0082 -0,7641 -0,4262 0,0114 0,5324 1,1050 1,6895 2,2500 2,7596 3,1962 3,5437 3,8034 3,9874 4,0892 4,0762 3,9296 3,6880 3,4364 3,2515 3,1611 3,1405 3,1291 3,0550 2,8632 2,5391 2,1160 1,6636 1,2682 1,0024 0,8979 0,9343 1,0457 1,1486 1,1874 1,1603 1,1023 1,0506 1,0282 1,0524 1,1420 1,2981
F7    -2,4680 -2,2326 -2,0161 -1,8547 -1,7382 -1,6358 -1,5338 -1,4424 -1,3738 -1,3268 -1,2854 -1,2290 -1,1451 -1,0379 -0,9296 -0,8522 -0,8224 -0,8211 -0,8052 -0,7462 -0,6581 -0,5850 -0,5534 -0,5378 -0,4726 -0,2957 0,0165 0,4416 0,9153 1,3462 1,6395 1,7308 1,6168 1,3635 1,0772 0,8565 0,7582 0,7930 0,9384 1,1536 1,3944 1,6233 1,8089 1,9217 1,9352 1,8363 1,6379 1,3891 1,1661 1,0386 1,0357 1,1289 1,2468 1,3135 1,2844 1,1539 0,9441 0,6902 0,4279 0,1832 -0,0321 -0,2147 -0,3611 -0,4647 -0,5195 -0,5232 -0,4747 -0,3816 -0,2725 -0,1881 -0,1551 -0,1687 -0,1891 -0,1525 0,0006 0,2868 0,6567 1,0177 1,2869 1,4273 1,4539 1,4128 1,3434 1,2520 1,1150 0,8943 0,5638 0,1452 -0,2858 -0,6418 -0,8707 -0,9562 -0,8950 -0,7068 -0,4580 -0,2421 -0,1233 -0,1062 -0,1590 -0,2503 -0,3606 -0,4745 -0,5813 -0,6829 -0,8006 -0,9765 -1,2532 -1,6325 -2,0535 -2,4218 -2,6714 -2,8040 -2,8706 -2,9264 -3,0139 -3,1708 -3,4278 -3,7945 -4,2466 -4,7231 -5,1426 -5,4337 -5,5627 -5,5438 -5,4328 -5,2913 -5,1397 -4,9456 -4,6550 -4,2256 -3,6395 -2,9032 -2,0412 -1,0851 -0,0746 0,9220 1,8088 2,5121 3,0302 3,4254 3,7730 4,1352 4,5748 5,1475 5,8515 6,5999 7,2567 7,7083 7,9165 7,9163 7,7758 7,5596 7,3060 7,0184 6,6816 6,2944 5,8856 5,5071 5,2184 5,0661 5,0564 5,1439 5,2549 5,3352 5,3793 5,4164 5,4737 5,5506 5,6210 5,6549 5,6317 5,5432 5,4094 5,2917 5,2730 5,4178 5,7395 6,1751 6,5978 6,8897 6,9981 6,9261 6,7087 6,4016 6,0571 5,7052 5,3715 5,0936 4,9035 4,8113 4,8078 4,8652 4,9387 4,9859 4,9912 4,9823 5,0168 5,1455 5,3845 5,7010 6,0150 6,2324 6,2910 6,1896 5,9827 5,7418 5,5287 5,4039 5,4175 5,5547 5,7118 5,7619 5,6547 5,4419 5,2096 4,9928 4,7602 4,4711 4,1288 3,7679 3,4063 3,0360 2,6622 2,3331 2,1193 2,0603 2,1267 2,2338 2,2921 2,2455 2,0727 1,7798 1,4011 1,0028 0,6686 0,4573 0,3685 0,3589 0,4008 0,5166 0,7518 1,1300 1,6383 2,2330 2,8425 3,3647 3,6796 3,6894 3,3714 2,7949 2,0822 1,3541 0,7091 0,2309 -0,0157 -0,0119 0,2084 0,5852 1,0491 1,5235 1,9446 2,2851 2,5531 2,7838 3,0262 3,3138 3,6325 3,9227 4,1249 4,2233 4,2450 4,2314 4,2206 4,2440 4,3245 4,4791 4,7122 4,9936 5,2625 5,4702 5,6031 5,6621 5,6358 5,4994 5,2297 4,8260 4,3277 3,8157 3,3912 3,1365 3,0832 3,2112 3,4632 3,7521 3,9778 4,0692 4,0158 3,8590 3,6596 3,4898 3,4411 3,5905 3,9241 4,3245 4,6591 4,8626 4,9449 4,9544 4,9348 4,8987 4,8330 4,7242 4,5858 4,4631 4,4044 4,4297 4,5289 4,6710 4,8047 4,8720 4,8484 4,7619 4,6662 4,6062 4,6018 4,6493 4,7305 4,8265 4,9348 5,0676 5,2238 5,3723 5,4820 5,5650 5,6683 5,8272 6,0496 6,3437 6,7291 7,2089 7,7474 8,2742 8,7046 8,9622 8,9961 8,7992 8,4122 7,9024 7,3384 6,7804 6,2725 5,8336 5,4675 5,1893 5,0366 5,0492 5,2319 5,5327 5,8629 6,1547 6,4053 6,6621 6,9694 7,3333 7,7206 8,0701 8,3050 8,3635 8,2273 7,9255 7,5169 7,0736 6,6732 6,3978 6,3237 6,4837 6,8302 7,2484 7,6068 7,7997 7,7671 7,4978 7,0241 6,4133 5,7445 5,0798 4,4601 3,9159 3,4674 3,1141 2,8244 2,5484 2,2627 2,0061 1,8734 1,9787 2,3955 3,0939 3,9400 4,7715 5,4706 5,9772 6,2728 6,3642 6,2738 6,0489 5,7859 5,6025 5,5517 5,5834 5,6021 5,5359 5,3544 5,0638 4,7001 4,3231 4,0177 3,8804 3,9671 4,2369 4,5580 4,7833 4,8318 4,7273 4,5813 4,5298 4,6486 4,9141 5,2400 5,5293 5,6869 5,6358 5,3582 4,9207 4,4548 4,0991 3,9260 3,9079 3,9594 4,0003 3,9708 3,8198 3,5233 3,1259 2,7496 2,5415 2,6014 2,9458 3,5136 4,1942 4,8620 5,4041 5,7353 5,8219 5,7139 5,5297 5,3821 5,3129 5,2981 5,2979 5,2827 5,2207 5,0773 4,8360 4,5184 4,1844 3,9107 3,7525 3,7111 3,7389 3,7824 3,8246 3,8906 4,0093 4,1799 4,3771 4,5668 4,7184 4,8220 4,8920 4,9515 5,0162 5,0804 5,1035 5,0193 4,7667 4,3055 3,6200 2,7363 1,7468 0,8063 0,0837 -0,3117 -0,3908 -0,2805 -0,1460 -0,1169 -0,2579 -0,5464 -0,8719 -1,0957 -1,1402 -1,0360 -0,8727 -0,7082 -0,5549 -0,4340 -0,3860 -0,4137 -0,4406 -0,3436 -0,0213 0,5663 1,3828 2,3195 3,2396 4,0334 4,6326 5,0038 5,1584 5,1530 5,0575 4,9156 4,7368 4,5301 4,3295 4,1761 4,0949 4,1038 4,2162 4,4065 4,6013 4,7210 4,7167 4,5770 4,3233 3,9895 3,5907 3,1245 2,6043 2,0674 1,5489 1,0688 0,6417 0,2748 -0,0400 -0,3057 -0,4950 -0,5652 -0,4976 -0,3206 -0,0975 0,1032 0,2351 0,2922 0,3022 0,2996 0,3144 0,3772 0,5212 0,7729 1,1350 1,5707 2,0057 2,3600 2,5922 2,7172 2,7897 2,8798 3,0408 3,2775 3,5460 3,7772 3,8924 3,8324 3,6001 3,2669 2,9255 2,6311 2,3758 2,1094 1,7819 1,3681 0,8724 0,3338 -0,1787 -0,5897 -0,8498 -0,9539 -0,9429 -0,8946 -0,8907 -0,9593 -1,0527 -1,1057 -1,1182 -1,1643 -1,3104 -1,5328 -1,7325
