Fp1   -2,7525 -1,7695 -0,9698 -0,4002 -0,0088 0,2936 0,5535 0,7491 0,8191 0,6835 0,2718 -0,4085 -1,2190 -1,9261 -2,3049 -2,2353 -1,7340 -0,9235 0,0345 1,0076 1,9220 2,7251 3,3310 3,6219 3,4993 2,9360 2,0021 0,8503 -0,3251 -1,3195 -1,9464 -2,0850 -1,7275 -0,9981 -0,1304 0,6071 1,0143 1,0358 0,7538 0,3013 -0,2097 -0,7002 -1,1198 -1,4201 -1,5069 -1,2653 -0,6649 0,1834 1,0751 1,8002 2,2188 2,3019 2,1170 1,7825 1,4403 1,2323 1,2402 1,4347 1,6879 1,8302 1,7188 1,3032 0,6475 -0,1133 -0,8333 -1,3879 -1,6806 -1,6476 -1,2826 -0,6659 0,0462 0,6802 1,1021 1,2532 1,1811 1,0247 0,9292 0,9643 1,1122 1,3023 1,4650 1,5958 1,7682 2,0486 2,3989 2,6938 2,8376 2,8489 2,8452 2,9598 3,2503 3,6448 3,9740 4,0733 3,8754 3,4311 2,8709 2,3544 2,0244 1,9588 2,1368 2,4532 2,7671 2,9497 2,9144 2,6143 2,0260 1,1631 0,1089 -0,9858 -1,9377 -2,5687 -2,7563 -2,4878 -1,8677 -1,0717 -0,2894 0,3279 0,7133 0,8979 0,9747 1,0384 1,1341 1,2320 1,2609 1,1843 1,0221 0,7878 0,4527 0,0138 -0,4344 -0,7451 -0,8253 -0,6847 -0,4115 -0,1127 0,1440 0,3451 0,5094 0,6748 0,8836 1,1462 1,4270 1,6732 1,8629 2,0398 2,2862 2,6468 3,1003 3,5958 4,0753 4,4752 4,7432 4,8515 4,7879 4,5503 4,1617 3,6789 3,1622 2,6263 2,0353 1,3535 0,6047 -0,1090 -0,6338 -0,8300 -0,6419 -0,1058 0,7070 1,7228 2,8415 3,9248 4,8398 5,5039 5,8776 5,9431 5,7251 5,3216 4,8780 4,5214 4,3134 4,2431 4,2380 4,1854 3,9817 3,6079 3,1742 2,8739 2,8812 3,2663 3,9418 4,6887 5,3036 5,7380 6,0824 6,4426 6,8496 7,2538 7,5825 7,7986 7,9043 7,8908 7,6951 7,2235 6,4293 5,3796 4,2573 3,3056 2,7459 2,6907 3,1035 3,8276 4,6279 5,2290 5,4168 5,1405 4,4841 3,5593 2,4580 1,2697 0,1012 -0,9130 -1,6243 -1,9241 -1,7962 -1,3255 -0,6565 0,0709 0,7645 1,3732 1,8627 2,2073 2,3836 2,3540 2,0836 1,5805 0,9155 0,2208 -0,3328 -0,5922 -0,4835 -0,0619 0,4786 0,9018 1,0867 1,0748 0,9785 0,8876 0,8420 0,8372 0,8451 0,8507 0,8870 1,0312 1,3562 1,8980 2,6591 3,5975 4,6058 5,5391 6,2805 6,7755 7,0102 6,9843 6,7282 6,3359 5,9473 5,6808 5,5882 5,6608 5,8572 6,1245 6,3945 6,5741 6,5615 6,2896 5,7608 5,0581 4,3220 3,6974 3,2803 3,0868 3,0488 3,0456 2,9744 2,8105 2,5993 2,4074 2,2891 2,2722 2,3506 2,4851 2,6081 2,6347 2,5011 2,2052 1,7989 1,3494 0,9189 0,5664 0,3386 0,2471 0,2631 0,3507 0,4992 0,7281 1,0782 1,5749 2,1671 2,7290 3,1391 3,3524 3,4105 3,3959 3,3780 3,4006 3,5026 3,7221 4,0582 4,4408 4,7714 4,9836 5,0443 4,9319 4,6423 4,2009 3,6674 3,1371 2,7227 2,5242 2,5979 2,9304 3,4466 4,0472 4,6346 5,1262 5,4832 5,7286 5,9110 6,0527 6,1402 6,1468 6,0448 5,8132 5,4661 5,0764 4,7404 4,5006 4,3273 4,1859 4,0887 4,0680 4,1329 4,2585 4,3872 4,4363 4,3366 4,0716 3,6806 3,2473 2,8922 2,7418 2,8790 3,3151 3,9818 4,7343 5,3875 5,7914 5,8848 5,6769 5,1819 4,3812 3,2779 1,9967 0,7968 -0,0408 -0,3521 -0,1530 0,3893 1,0409 1,5787 1,8319 1,7263 1,3521 0,9661 0,8592 1,1732 1,8181 2,5537 3,1554 3,5294 3,7130 3,8128 3,9463 4,2008 4,6122 5,1803 5,8918 6,7099 7,5551 8,3158 8,8746 9,1342 9,0583 8,6904 8,1066 7,3656 6,5402 5,7826 5,2996 5,2198 5,4944 5,9488 6,4061 6,7532 6,9383 6,9466 6,7853 6,4982 6,1820 5,9533 5,8675 5,8632 5,7923 5,5189 5,0025 4,3140 3,6010 3,0258 2,6951 2,6250 2,7577 3,0097 3,3032 3,5645 3,7312 3,7981 3,8274 3,8741 3,9216 3,9072 3,7854 3,5543 3,2547 2,9527 2,7211 2,6266 2,7034 2,9306 3,2523 3,6058 3,9154 4,0975 4,1154 4,0236 3,9278 3,8945 3,9165 3,9713 4,0856 4,3210 4,7204 5,2998 6,0673 6,9994 7,9896 8,8511 9,4023 9,5730 9,4352 9,1250 8,7217 8,2007 7,4989 6,6020 5,5609 4,4643 3,4286 2,6000 2,1286 2,1216 2,6016 3,4751 4,5386 5,5503 6,3218 6,7656 6,8843 6,7201 6,3131 5,7126 5,0076 4,3141 3,7348 3,3319 3,1217 3,0854 3,1786 3,3406 3,5286 3,7503 4,0488 4,4505 4,9435 5,5017 6,1107 6,7759 7,5214 8,3522 9,1880 9,8498 10,1378 9,9410 9,2984 8,3723 7,3591 6,4085 5,5982 4,9674 4,5765 4,5199 4,8528 5,5017 6,2629 6,8923 7,2148 7,1909 6,9153 6,5551 6,2634 6,1213 6,1283 6,2233 6,3127 6,3098 6,1611 5,8546 5,4410 5,0634 4,9200 5,1385 5,6807 6,3725 7,0129 7,4772 7,7556 7,8986 7,9232 7,7915 7,4772 7,0212 6,5149 6,0349 5,5962 5,1741 4,7632 4,4097 4,1973 4,1988 4,4276 4,8310 5,3211 5,7987 6,1533 6,2551 5,9783 5,2716 4,2182 3,0294 1,9811 1,3262 1,2223 1,7020 2,6611 3,8482 4,9261 5,6170 5,8187 5,5983 5,1013 4,4459 3,6848 2,8628 2,0736 1,4280 0,9850 0,7405 0,6646 0,7161 0,8273 0,9019 0,8465 0,6154 0,2296 -0,2509 -0,7619 -1,2494 -1,6865 -2,0921 -2,5015
Fz    -3,9048 -3,4866 -2,9459 -2,3695 -1,8337 -1,3864 -1,0496 -0,8159 -0,6455 -0,4806 -0,2752 -0,0269 0,2214 0,4202 0,5574 0,6648 0,7875 0,9468 1,1316 1,3159 1,4737 1,5863 1,6499 1,6747 1,6709 1,6421 1,5918 1,5183 1,3997 1,1977 0,8877 0,4866 0,0509 -0,3516 -0,6652 -0,8568 -0,9211 -0,8697 -0,7131 -0,4642 -0,1590 0,1369 0,3498 0,4338 0,3928 0,2708 0,1211 -0,0179 -0,1297 -0,2120 -0,2611 -0,2708 -0,2458 -0,2047 -0,1689 -0,1512 -0,1486 -0,1388 -0,0872 0,0348 0,2365 0,5048 0,8099 1,1179 1,3910 1,5829 1,6472 1,5647 1,3615 1,0949 0,8154 0,5390 0,2536 -0,0445 -0,3226 -0,5230 -0,6047 -0,5694 -0,4440 -0,2454 0,0329 0,4016 0,8485 1,3415 1,8542 2,3759 2,8950 3,3735 3,7385 3,9139 3,8714 3,6483 3,3211 2,9740 2,6831 2,4956 2,4044 2,3506 2,2606 2,0860 1,8259 1,5211 1,2249 0,9692 0,7522 0,5489 0,3288 0,0716 -0,2256 -0,5561 -0,9149 -1,2925 -1,6636 -1,9947 -2,2582 -2,4341 -2,5096 -2,4834 -2,3671 -2,1895 -2,0001 -1,8449 -1,7369 -1,6709 -1,6594 -1,7274 -1,8749 -2,0580 -2,2096 -2,2730 -2,2176 -2,0359 -1,7375 -1,3440 -0,8907 -0,4316 -0,0252 0,2843 0,4724 0,5344 0,4895 0,3826 0,2805 0,2517 0,3294 0,4923 0,6887 0,8800 1,0612 1,2429 1,4261 1,6031 1,7740 1,9460 2,1148 2,2619 2,3688 2,4241 2,4184 2,3478 2,2305 2,1078 2,0187 1,9752 1,9598 1,9415 1,8968 1,8270 1,7637 1,7584 1,8578 2,0790 2,3952 2,7465 3,0751 3,3546 3,5897 3,7965 3,9823 4,1438 4,2786 4,3905 4,4867 4,5816 4,7058 4,8933 5,1596 5,4883 5,8413 6,1860 6,5163 6,8461 7,1908 7,5551 7,9289 8,2888 8,5971 8,7995 8,8354 8,6606 8,2673 7,6981 7,0527 6,4610 6,0259 5,7744 5,6515 5,5575 5,4071 5,1625 4,8179 4,3761 3,8493 3,2677 2,6676 2,0702 1,4794 0,9052 0,3820 -0,0474 -0,3631 -0,5796 -0,7365 -0,8899 -1,1024 -1,4251 -1,8794 -2,4449 -3,0544 -3,6092 -4,0174 -4,2216 -4,2022 -3,9796 -3,6176 -3,2079 -2,8340 -2,5414 -2,3328 -2,1885 -2,0914 -2,0411 -2,0489 -2,1155 -2,2132 -2,2945 -2,3117 -2,2263 -2,0164 -1,6796 -1,2245 -0,6668 -0,0364 0,6226 1,2638 1,8559 2,3937 2,8892 3,3539 3,7895 4,1871 4,5353 4,8316 5,0856 5,3095 5,5137 5,7036 5,8646 5,9538 5,9199 5,7303 5,3892 4,9513 4,5090 4,1450 3,8906 3,7299 3,6309 3,5619 3,4872 3,3695 3,1920 2,9705 2,7344 2,5082 2,3163 2,1769 2,0784 1,9752 1,8180 1,5855 1,2910 0,9608 0,6068 0,2286 -0,1615 -0,5330 -0,8605 -1,1435 -1,3993 -1,6316 -1,8061 -1,8647 -1,7623 -1,4902 -1,0744 -0,5603 0,0017 0,5725 1,1379 1,7094 2,3065 2,9280 3,5337 4,0577 4,4444 4,6738 4,7622 4,7419 4,6380 4,4659 4,2464 4,0156 3,8202 3,7069 3,7125 3,8548 4,1200 4,4514 4,7618 4,9689 5,0227 4,9200 4,7083 4,4670 4,2643 4,1171 3,9845 3,8135 3,5935 3,3686 3,2084 3,1761 3,3031 3,5750 3,9310 4,2791 4,5300 4,6337 4,5860 4,4084 4,1431 3,8601 3,6483 3,5866 3,7003 3,9273 4,1406 4,2261 4,1492 3,9550 3,7250 3,5354 3,4354 3,4340 3,5027 3,5908 3,6407 3,5992 3,4343 3,1502 2,7768 2,3439 1,8653 1,3413 0,7837 0,2417 -0,2105 -0,5121 -0,6366 -0,5817 -0,3497 0,0502 0,5798 1,1659 1,7287 2,2233 2,6585 3,0753 3,5085 3,9709 4,4588 4,9587 5,4525 5,9188 6,3341 6,6763 6,9234 7,0487 7,0298 6,8710 6,6185 6,3564 6,1800 6,1551 6,2891 6,5353 6,8194 7,0685 7,2280 7,2625 7,1587 6,9361 6,6411 6,3217 6,0105 5,7271 5,4826 5,2754 5,0844 4,8739 4,6134 4,2973 3,9517 3,6217 3,3441 3,1313 2,9773 2,8725 2,8060 2,7570 2,6953 2,6025 2,4956 2,4224 2,4316 2,5507 2,7797 3,0873 3,4094 3,6685 3,8123 3,8434 3,8080 3,7516 3,6941 3,6428 3,6134 3,6290 3,7062 3,8477 4,0445 4,2814 4,5391 4,7949 5,0287 5,2355 5,4317 5,6448 5,8939 6,1745 6,4611 6,7304 6,9798 7,2212 7,4626 7,6989 7,9104 8,0649 8,1267 8,0787 7,9380 7,7550 7,5921 7,4911 7,4501 7,4286 7,3731 7,2365 6,9907 6,6349 6,1902 5,6795 5,1241 4,5558 4,0098 3,5002 3,0250 2,5971 2,2550 2,0414 1,9804 2,0783 2,3355 2,7481 3,2975 3,9325 4,5605 5,0676 5,3664 5,4395 5,3425 5,1766 5,0512 5,0452 5,1750 5,3971 5,6432 5,8574 6,0154 6,1248 6,2129 6,3096 6,4334 6,5877 6,7639 6,9501 7,1403 7,3346 7,5288 7,7030 7,8290 7,8962 7,9275 7,9542 7,9834 7,9986 7,9846 7,9400 7,8746 7,8040 7,7447 7,7065 7,6815 7,6442 7,5681 7,4501 7,3138 7,1823 7,0531 6,9078 6,7447 6,5979 6,5195 6,5408 6,6558 6,8349 7,0404 7,2330 7,3802 7,4671 7,4979 7,4934 7,4895 7,5191 7,5825 7,6431 7,6486 7,5567 7,3545 7,0680 6,7498 6,4494 6,1955 6,0010 5,8675 5,7775 5,6932 5,5737 5,3973 5,1658 4,8996 4,6259 4,3651 4,1268 3,9198 3,7538 3,6298 3,5312 3,4240 3,2693 3,0438 2,7534 2,4285 2,1129 1,8466 1,6407 1,4662 1,2768 1,0375 0,7250 0,3137 -0,2189 -0,8684 -1,5923 -2,3246 -2,9952 -3,5366 -3,8886 -4,0178
F3    -3,1856 -3,0894 -2,7984 -2,3789 -1,9231 -1,5066 -1,1655 -0,8828 -0,5930 -0,2141 0,3019 0,9257 1,5504 2,0448 2,3219 2,3718 2,2471 2,0200 1,7417 1,4291 1,0783 0,7023 0,3584 0,1265 0,0598 0,1625 0,3947 0,6804 0,9224 1,0363 0,9815 0,7653 0,4250 0,0090 -0,4225 -0,7982 -1,0550 -1,1580 -1,1037 -0,9160 -0,6420 -0,3406 -0,0686 0,1273 0,2154 0,1875 0,0617 -0,1274 -0,3410 -0,5381 -0,6763 -0,7280 -0,7003 -0,6327 -0,5740 -0,5548 -0,5648 -0,5531 -0,4571 -0,2323 0,1348 0,6192 1,1596 1,6807 2,1183 2,4305 2,5974 2,6193 2,5199 2,3426 2,1245 1,8715 1,5696 1,2260 0,8830 0,5901 0,3755 0,2515 0,2325 0,3373 0,5744 0,9285 1,3593 1,8266 2,3263 2,8863 3,5189 4,1745 4,7405 5,0958 5,1836 5,0391 4,7602 4,4585 4,2158 4,0527 3,9222 3,7416 3,4443 3,0194 2,5138 2,0039 1,5610 1,2321 1,0310 0,9368 0,9006 0,8615 0,7594 0,5408 0,1730 -0,3299 -0,9009 -1,4500 -1,9007 -2,2059 -2,3505 -2,3528 -2,2634 -2,1536 -2,0858 -2,0683 -2,0456 -1,9601 -1,8180 -1,6802 -1,5988 -1,5711 -1,5498 -1,4916 -1,3916 -1,2701 -1,1326 -0,9509 -0,6920 -0,3608 -0,0082 0,2978 0,5060 0,6055 0,6292 0,6399 0,7084 0,8848 1,1715 1,5207 1,8604 2,1257 2,2789 2,3130 2,2492 2,1362 2,0391 2,0085 2,0548 2,1538 2,2728 2,3784 2,4350 2,4264 2,3843 2,3775 2,4586 2,6231 2,8144 2,9650 3,0345 3,0128 2,9096 2,7558 2,6101 2,5343 2,5462 2,6114 2,6873 2,7628 2,8520 2,9646 3,0957 3,2413 3,4114 3,6267 3,9074 4,2662 4,7028 5,1962 5,6981 6,1395 6,4619 6,6587 6,7871 6,9312 7,1486 7,4369 7,7378 7,9813 8,1276 8,1718 8,1176 7,9541 7,6572 7,2284 6,7391 6,3184 6,0772 6,0374 6,1145 6,1557 6,0187 5,6445 5,0651 4,3630 3,6375 2,9787 2,4349 1,9947 1,6196 1,3017 1,0778 0,9810 0,9917 1,0362 1,0189 0,8532 0,4881 -0,0766 -0,7920 -1,5737 -2,3150 -2,9105 -3,2829 -3,3914 -3,2274 -2,8286 -2,2906 -1,7380 -1,2778 -0,9749 -0,8541 -0,9129 -1,1321 -1,4774 -1,8894 -2,2788 -2,5451 -2,6122 -2,4490 -2,0700 -1,5245 -0,8706 -0,1538 0,5900 1,3196 1,9880 2,5524 2,9879 3,2997 3,5237 3,7125 3,9135 4,1459 4,4002 4,6672 4,9551 5,2682 5,5839 5,8597 6,0487 6,1081 6,0082 5,7463 5,3610 4,9416 4,6088 4,4571 4,5035 4,6919 4,9367 5,1522 5,2579 5,1939 4,9593 4,6231 4,2776 3,9861 3,7710 3,6244 3,5116 3,3789 3,1802 2,9031 2,5764 2,2502 1,9582 1,6994 1,4551 1,2100 0,9517 0,6617 0,3282 -0,0249 -0,3311 -0,5058 -0,4829 -0,2417 0,1829 0,7186 1,2861 1,8221 2,2935 2,7097 3,1137 3,5414 3,9824 4,3799 4,6602 4,7634 4,6672 4,3973 4,0123 3,5748 3,1427 2,7803 2,5578 2,5286 2,7050 3,0531 3,5030 3,9548 4,2911 4,4083 4,2540 3,8624 3,3601 2,9181 2,6696 2,6455 2,7653 2,8987 2,9568 2,9347 2,8888 2,8947 3,0141 3,2666 3,6119 3,9653 4,2474 4,4243 4,4976 4,4717 4,3537 4,1809 4,0290 3,9820 4,0753 4,2556 4,4127 4,4626 4,3950 4,2486 4,0629 3,8580 3,6333 3,3724 3,0621 2,7144 2,3617 2,0328 1,7437 1,5109 1,3540 1,2723 1,2206 1,1187 0,9060 0,5879 0,2265 -0,1010 -0,3267 -0,3875 -0,2210 0,2075 0,8601 1,6142 2,3155 2,8691 3,2882 3,6514 4,0169 4,3949 4,7769 5,1576 5,5334 5,8972 6,2392 6,5470 6,7928 6,9315 6,9342 6,8312 6,7139 6,6920 6,8396 7,1654 7,6211 8,1317 8,6099 8,9548 9,0733 8,9217 8,5291 7,9852 7,4026 6,8678 6,4173 6,0476 5,7375 5,4623 5,2018 4,9470 4,7004 4,4712 4,2693 4,1010 3,9658 3,8566 3,7587 3,6489 3,4997 3,2900 3,0139 2,6963 2,4019 2,2154 2,1998 2,3668 2,6768 3,0603 3,4389 3,7393 3,9118 3,9534 3,9044 3,8106 3,6960 3,5774 3,4924 3,4948 3,6205 3,8617 4,1778 4,5224 4,8570 5,1532 5,3972 5,5969 5,7750 5,9541 6,1439 6,3305 6,4753 6,5402 6,5155 6,4233 6,3030 6,1978 6,1310 6,0816 5,9944 5,8331 5,6314 5,4896 5,5177 5,7686 6,2069 6,7217 7,1597 7,3635 7,2295 6,7622 6,0639 5,2666 4,4864 3,8176 3,3184 2,9888 2,7893 2,6913 2,6930 2,7941 2,9761 3,2111 3,4797 3,7791 4,1143 4,4783 4,8356 5,1340 5,3389 5,4595 5,5428 5,6385 5,7672 5,9091 6,0116 6,0124 5,8722 5,6020 5,2688 4,9734 4,8100 4,8249 5,0029 5,2880 5,6187 5,9559 6,2870 6,6024 6,8706 7,0410 7,0751 6,9770 6,7934 6,5845 6,3961 6,2537 6,1653 6,1207 6,0957 6,0666 6,0258 5,9853 5,9650 5,9743 6,0084 6,0660 6,1475 6,2205 6,2121 6,0584 5,7574 5,3730 5,0020 4,7331 4,6194 4,6761 4,8915 5,2382 5,6723 6,1277 6,5291 6,8318 7,0541 7,2515 7,4553 7,6469 7,7776 7,7963 7,6699 7,3951 6,9976 6,5231 6,0310 5,5966 5,2997 5,1877 5,2421 5,3867 5,5173 5,5275 5,3379 4,9308 4,3636 3,7459 3,1937 2,7840 2,5340 2,4104 2,3597 2,3439 2,3570 2,4053 2,4774 2,5476 2,5987 2,6228 2,6065 2,5311 2,3811 2,1394 1,7818 1,2871 0,6570 -0,0727 -0,8411 -1,5812 -2,2307 -2,7336 -3,0521
F7    -2,4954 -2,0372 -1,5897 -1,2171 -0,9387 -0,7267 -0,5278 -0,3020 -0,0557 0,1633 0,2958 0,2947 0,1526 -0,0664 -0,2424 -0,2719 -0,1232 0,1698 0,5436 0,9384 1,3084 1,6125 1,8025 1,8304 1,6703 1,3375 0,8916 0,4175 -0,0083 -0,3426 -0,5751 -0,7129 -0,7707 -0,7621 -0,6892 -0,5490 -0,3599 -0,1746 -0,0513 -0,0148 -0,0473 -0,1066 -0,1412 -0,1042 0,0201 0,2008 0,3886 0,5544 0,6804 0,7311 0,6666 0,4897 0,2663 0,1046 0,1179 0,3766 0,8571 1,4367 1,9642 2,3408 2,5358 2,5585 2,4409 2,2326 1,9825 1,7112 1,4134 1,0839 0,7397 0,4320 0,2378 0,2177 0,3688 0,6228 0,8871 1,0947 1,2331 1,3447 1,4978 1,7466 2,1123 2,5833 3,1099 3,6006 3,9531 4,1103 4,0884 3,9525 3,7867 3,6832 3,7123 3,8698 4,0683 4,1923 4,1684 3,9977 3,7345 3,4468 3,1906 2,9882 2,8163 2,6280 2,3808 2,0413 1,5903 1,0457 0,4742 -0,0245 -0,3439 -0,4016 -0,1717 0,3006 0,9105 1,5085 1,9258 2,0298 1,7834 1,2617 0,6163 0,0119 -0,4409 -0,7253 -0,8961 -1,0162 -1,1127 -1,1697 -1,1398 -0,9809 -0,7019 -0,3584 -0,0016 0,3439 0,6503 0,8689 0,9605 0,9344 0,8567 0,8217 0,9105 1,1523 1,5047 1,8695 2,1507 2,3198 2,4272 2,5398 2,6759 2,8127 2,9374 3,0644 3,2090 3,3582 3,4768 3,5437 3,5714 3,5797 3,5656 3,5230 3,4796 3,4815 3,5327 3,5751 3,5418 3,4130 3,2130 2,9804 2,7581 2,6026 2,5724 2,6871 2,9063 3,1504 3,3418 3,4396 3,4500 3,4232 3,4420 3,5786 3,8373 4,1490 4,4273 4,6239 4,7422 4,8222 4,9099 5,0264 5,1711 5,3489 5,5655 5,8014 6,0162 6,1797 6,2953 6,4110 6,6038 6,9297 7,3658 7,8024 8,1031 8,1827 8,0446 7,7603 7,4117 7,0476 6,6845 6,3340 6,0185 5,7714 5,6302 5,6155 5,6945 5,7634 5,6824 5,3539 4,7810 4,0586 3,3090 2,6123 1,9802 1,3997 0,8983 0,5585 0,4617 0,6277 1,0040 1,4957 1,9953 2,3919 2,5789 2,4803 2,0727 1,3918 0,5431 -0,3025 -0,9549 -1,2706 -1,2043 -0,8203 -0,2538 0,3516 0,8948 1,3458 1,7367 2,0988 2,4035 2,5713 2,5321 2,2718 1,8409 1,3383 0,8879 0,6081 0,5828 0,8556 1,4424 2,3257 3,4312 4,6237 5,7347 6,6153 7,1903 7,4746 7,5425 7,4745 7,3106 7,0367 6,6365 6,1656 5,7567 5,5343 5,5167 5,6005 5,6472 5,5825 5,4219 5,2265 5,0565 4,9515 4,9226 4,9488 4,9921 5,0211 5,0101 4,9260 4,7450 4,4801 4,1669 3,8290 3,4759 3,1216 2,7873 2,4955 2,2639 2,0954 1,9893 1,9685 2,0673 2,2853 2,5709 2,8455 3,0479 3,1641 3,2117 3,2035 3,1442 3,0476 2,9307 2,8047 2,6961 2,6525 2,6964 2,7810 2,8175 2,7487 2,5956 2,4617 2,5009 2,8255 3,4082 4,0974 4,7416 5,2748 5,6855 5,9438 5,9954 5,8181 5,4504 4,9581 4,4038 3,8619 3,4312 3,1957 3,1750 3,3197 3,5465 3,7757 3,9540 4,0677 4,1458 4,2394 4,3909 4,6230 4,9462 5,3553 5,8203 6,2946 6,7241 7,0486 7,2184 7,2189 7,0722 6,8172 6,4843 6,0839 5,6217 5,1150 4,5976 4,1181 3,7198 3,4159 3,1962 3,0531 3,0011 3,0787 3,3222 3,7153 4,1630 4,5141 4,6212 4,4166 3,9487 3,3374 2,6917 2,0726 1,5140 1,0551 0,7351 0,5611 0,5016 0,5191 0,5986 0,7461 0,9652 1,2399 1,5568 1,9502 2,4943 3,2333 4,1318 5,0965 6,0242 6,8192 7,3988 7,7233 7,8141 7,7321 7,5570 7,3905 7,3409 7,4608 7,7066 7,9913 8,2725 8,5630 8,8630 9,1136 9,2367 9,2150 9,1205 9,0631 9,1106 9,2525 9,4175 9,5097 9,4433 9,1720 8,7137 8,1549 7,6043 7,1229 6,6943 6,2664 5,8232 5,4164 5,1189 4,9551 4,8951 4,9035 4,9691 5,0960 5,2866 5,5364 5,8252 6,0956 6,2490 6,1840 5,8593 5,3294 4,7260 4,1896 3,8033 3,5866 3,5352 3,6538 3,9591 4,4491 5,0688 5,7181 6,2929 6,7184 6,9657 7,0538 7,0295 6,9343 6,7806 6,5552 6,2525 5,9021 5,5634 5,3142 5,2458 5,4318 5,8682 6,4470 7,0047 7,4065 7,6014 7,6315 7,5947 7,5767 7,6020 7,6364 7,6164 7,4734 7,1585 6,6709 6,0587 5,3933 4,7514 4,2065 3,8172 3,6228 3,6421 3,8700 4,2723 4,7816 5,2964 5,6947 5,8772 5,8153 5,5512 5,1635 4,7495 4,4193 4,2651 4,3226 4,5597 4,8953 5,2291 5,4775 5,5956 5,5789 5,4713 5,3798 5,4557 5,8274 6,5216 7,4217 8,2893 8,8578 8,9597 8,6051 7,9533 7,2062 6,5096 5,9138 5,4004 4,9552 4,6269 4,5025 4,6217 4,9340 5,3453 5,7973 6,2846 6,7926 7,2495 7,5590 7,6588 7,5307 7,1828 6,6535 6,0198 5,3826 4,8378 4,4600 4,3003 4,3756 4,6502 5,0439 5,4799 5,9258 6,3915 6,8924 7,4116 7,8969 8,2866 8,5285 8,5818 8,4274 8,0916 7,6502 7,2053 6,8488 6,6350 6,5703 6,6182 6,7053 6,7389 6,6545 6,4636 6,2569 6,1474 6,1964 6,3831 6,6203 6,7848 6,7615 6,5001 6,0376 5,4711 4,9201 4,4965 4,2723 4,2679 4,4616 4,7927 5,1703 5,5022 5,7278 5,8281 5,8137 5,7063 5,5252 5,2787 4,9602 4,5586 4,0778 3,5492 3,0339 2,6149 2,3607 2,2779 2,3097 2,3825 2,4430 2,4590 2,4131 2,3007 2,1302
