Fp1   -1,8749 -2,0361 -2,1430 -2,1799 -2,1377 -2,0225 -1,8657 -1,7022 -1,5477 -1,4049 -1,2750 -1,1560 -1,0485 -0,9656 -0,9204 -0,9166 -0,9620 -1,0708 -1,2434 -1,4524 -1,6399 -1,7272 -1,6510 -1,4047 -1,0397 -0,6253 -0,2153 0,1611 0,4980 0,8133 1,1412 1,5125 1,9296 2,3584 2,7489 3,0482 3,1957 3,1441 2,9115 2,5855 2,2640 2,0041 1,8104 1,6378 1,4222 1,1369 0,8165 0,5269 0,3252 0,2363 0,2461 0,3094 0,3714 0,3924 0,3539 0,2439 0,0528 -0,2096 -0,5124 -0,8240 -1,1206 -1,3663 -1,5088 -1,5179 -1,4194 -1,2769 -1,1503 -1,0746 -1,0620 -1,1085 -1,1949 -1,2772 -1,3011 -1,2528 -1,1740 -1,1129 -1,0806 -1,0610 -1,0389 -1,0038 -0,9447 -0,8528 -0,7190 -0,5206 -0,2261 0,1807 0,6914 1,2834 1,9221 2,5478 3,0821 3,4762 3,7478 3,9530 4,1274 4,2665 4,3531 4,3897 4,3977 4,3823 4,3127 4,1454 3,8495 3,4099 2,8309 2,1401 1,3725 0,5524 -0,2961 -1,1376 -1,9384 -2,6801 -3,3563 -3,9693 -4,5290 -5,0433 -5,5092 -5,9106 -6,2137 -6,3697 -6,3259 -6,0470 -5,5378 -4,8494 -4,0582 -3,2318 -2,3978 -1,5397 -0,6248 0,3619 1,4014 2,4489 3,4586 4,4153 5,3423 6,2706 7,2052 8,1233 8,9917 9,7775 10,4496 10,9873 11,3924 11,6823 11,8726 11,9777 12,0180 12,0141 11,9701 11,8686 11,6858 11,4147 11,0825 10,7504 10,4828 10,3008 10,1647 10,0020 9,7564 9,4196 9,0273 8,6313 8,2711 7,9602 7,6907 7,4471 7,2124 6,9680 6,6980 6,3972 6,0786 5,7765 5,5296 5,3504 5,2189 5,1106 5,0192 4,9484 4,8940 4,8376 4,7514 4,6083 4,3945 4,1051 3,7298 3,2584 2,7067 2,1178 1,5414 1,0211 0,5969 0,3020 0,1385 0,0608 -0,0033 -0,1092 -0,2743 -0,4866 -0,7219 -0,9555 -1,1709 -1,3571 -1,5027 -1,6053 -1,6803 -1,7459 -1,7955 -1,7920 -1,6945 -1,4949 -1,2188 -0,8900 -0,5109 -0,0828 0,3674 0,7889 1,1338 1,3839 1,5552 1,6801 1,7866 1,8913 2,0071 2,1501 2,3293 2,5379 2,7594 2,9763 3,1703 3,3126 3,3658 3,3076 3,1497 2,9237 2,6624 2,3996 2,1694 1,9955 1,8873 1,8451 1,8601 1,9064 1,9431 1,9370 1,8837 1,8014 1,7122 1,6351 1,5777 1,5247 1,4491 1,3409 1,2164 1,0991 0,9953 0,8908 0,7681 0,6222 0,4558 0,2736 0,0967 -0,0295 -0,0699 -0,0361 0,0249 0,0759 0,1139 0,1559 0,2107 0,2689 0,3150 0,3372 0,3270 0,2804 0,2065 0,1303 0,0847 0,1043 0,2141 0,4148 0,6816 0,9756 1,2555 1,4973 1,6990 1,8590 1,9658 2,0162 2,0315 2,0473 2,0932 2,1853 2,3375 2,5697 2,8942 3,2938 3,7254 4,1500 4,5517 4,9308 5,2974 5,6711 6,0641 6,4541 6,7842 6,9966 7,0673 7,0206 6,9101 6,7799 6,6407 6,4752 6,2519 5,9357 5,4996 4,9367 4,2653 3,5245 2,7609 2,0252 1,3790 0,8788 0,5415 0,3424 0,2402 0,1917 0,1585 0,1206 0,0772 0,0317 -0,0136 -0,0501 -0,0631 -0,0442 0,0032 0,0685 0,1387 0,2035 0,2530 0,2755 0,2669 0,2369 0,1976 0,1581 0,1375 0,1648 0,2624 0,4394 0,6861 0,9542 1,1557 1,2017 1,0507 0,7270 0,3025 -0,1458 -0,5640 -0,9109 -1,1400 -1,2185 -1,1528 -0,9826 -0,7614 -0,5453 -0,3901 -0,3435 -0,4370 -0,6833 -1,0657 -1,5249 -1,9724 -2,3242 -2,5261 -2,5681 -2,4814 -2,3096 -2,0760 -1,7834 -1,4439 -1,1010 -0,8166 -0,6405 -0,5918 -0,6551 -0,7883 -0,9473 -1,1085 -1,2665 -1,4183 -1,5596 -1,6888 -1,8077 -1,9244 -2,0517 -2,1846 -2,2827 -2,2846 -2,1472 -1,8884 -1,5964 -1,3860 -1,3233 -1,3811 -1,4634 -1,4683 -1,3392 -1,0811 -0,7454 -0,4006 -0,1149 0,0606 0,1257 0,1432 0,1919 0,3019 0,4359 0,5206 0,4942 0,3281 0,0122 -0,4576 -1,0644 -1,7513 -2,4338 -3,0399 -3,5311 -3,8908 -4,1180 -4,2331 -4,2659 -4,2283 -4,1115 -3,9113 -3,6565 -3,4074 -3,2233 -3,1340 -3,1347 -3,2026 -3,3109 -3,4280 -3,5125 -3,5128 -3,3656 -3,0180 -2,4732 -1,8068 -1,1195 -0,4776 0,1069 0,6635 1,2360 1,8451 2,4713 3,0725 3,6016 4,0077 4,2604 4,3930 4,4848 4,5903 4,7067 4,7926 4,7932 4,6726 4,4350 4,1030 3,6861 3,1867 2,6270 2,0542 1,5229 1,0756 0,7245 0,4405 0,1602 -0,1827 -0,6101 -1,0819 -1,5405 -1,9644 -2,3631 -2,7403 -3,0840 -3,3750 -3,5862 -3,6826 -3,6388 -3,4590 -3,1815 -2,8683 -2,5854 -2,3798 -2,2623 -2,1933 -2,0918 -1,8900 -1,5844 -1,2242 -0,8640 -0,5295 -0,2020 0,1728 0,6419 1,2121 1,8559 2,5330 3,2050 3,8482 4,4614 5,0588 5,6530 6,2332 6,7567 7,1762 7,4811 7,7020 7,8829 8,0661 8,2889 8,5641 8,8636 9,1372 9,3453 9,4729 9,5207 9,4925 9,3909 9,2127 8,9474 8,5934 8,1754 7,7315 7,2813 6,8162 6,3153 5,7659 5,1802 4,5999 4,0750 3,6356 3,2857 3,0070 2,7529 2,4532 2,0467 1,5108 0,8633 0,1557 -0,5388 -1,1537 -1,6516 -2,0213 -2,2638 -2,3892 -2,4201 -2,3896 -2,3345 -2,2980 -2,3218 -2,4198 -2,5724 -2,7470 -2,9098 -3,0250 -3,0595 -2,9948 -2,8289 -2,5686 -2,2302 -1,8432 -1,4452 -1,0717 -0,7478 -0,4836 -0,2783 -0,1201 0,0310 0,2364 0,5238 0,8575 1,1815 1,4633 1,6796 1,7814 1,7042 1,4172 0,9512 0,3840 -0,1855 -0,6698 -1,0298 -1,2819 -1,4592 -1,5750 -1,6293 -1,6305 -1,5949 -1,5341 -1,4513
Fz    -2,3661 -2,3557 -2,2978 -2,1953 -2,0453 -1,8479 -1,6150 -1,3602 -1,0883 -0,7977 -0,4889 -0,1687 0,1463 0,4281 0,6425 0,7559 0,7419 0,5954 0,3428 0,0356 -0,2625 -0,4932 -0,6241 -0,6567 -0,6139 -0,5216 -0,4011 -0,2742 -0,1611 -0,0605 0,0598 0,2456 0,5240 0,8794 1,2561 1,5820 1,7922 1,8509 1,7712 1,6074 1,4216 1,2612 1,1472 1,0617 0,9585 0,7992 0,5768 0,3154 0,0568 -0,1595 -0,3176 -0,4309 -0,5292 -0,6423 -0,7934 -1,0007 -1,2760 -1,6185 -2,0131 -2,4357 -2,8527 -3,2124 -3,4559 -3,5516 -3,5184 -3,4083 -3,2717 -3,1378 -3,0163 -2,9069 -2,7983 -2,6590 -2,4470 -2,1459 -1,7815 -1,3975 -1,0274 -0,6931 -0,4079 -0,1717 0,0314 0,2239 0,4278 0,6704 0,9857 1,4014 1,9226 2,5303 3,1843 3,8219 4,3702 4,7783 5,0391 5,1751 5,2111 5,1604 5,0324 4,8485 4,6412 4,4275 4,1899 3,8886 3,4812 2,9326 2,2270 1,3768 0,4059 -0,6707 -1,8417 -3,0857 -4,3711 -5,6598 -6,9041 -8,0527 -9,0656 -9,9221 -10,6200 -11,1648 -11,5520 -11,7547 -11,7286 -11,4355 -10,8680 -10,0576 -9,0605 -7,9356 -6,7242 -5,4412 -4,0859 -2,6609 -1,1835 0,3145 1,7953 3,2313 4,6164 5,9532 7,2332 8,4334 9,5249 10,4766 11,2597 11,8603 12,2930 12,5947 12,8024 12,9404 13,0222 13,0541 13,0331 12,9477 12,7873 12,5525 12,2646 11,9689 11,7141 11,5156 11,3368 11,1151 10,8102 10,4256 9,9930 9,5493 9,1237 8,7292 8,3618 8,0113 7,6704 7,3388 7,0234 6,7304 6,4593 6,2097 5,9834 5,7722 5,5562 5,3213 5,0719 4,8211 4,5750 4,3264 4,0609 3,7676 3,4447 3,0933 2,7076 2,2846 1,8412 1,4089 1,0074 0,6357 0,2869 -0,0374 -0,3409 -0,6498 -1,0018 -1,4185 -1,8935 -2,4033 -2,9194 -3,4109 -3,8445 -4,1846 -4,4018 -4,4953 -4,5046 -4,4835 -4,4562 -4,3990 -4,2692 -4,0473 -3,7434 -3,3649 -2,9004 -2,3418 -1,7103 -1,0502 -0,4022 0,2133 0,7918 1,3348 1,8482 2,3425 2,8282 3,3098 3,7796 4,2170 4,5940 4,8812 5,0536 5,0932 4,9925 4,7593 4,4147 3,9839 3,4929 2,9762 2,4784 2,0444 1,7078 1,4869 1,3827 1,3739 1,4168 1,4614 1,4761 1,4540 1,4018 1,3290 1,2375 1,1110 0,9235 0,6643 0,3496 0,0060 -0,3525 -0,7303 -1,1370 -1,5717 -2,0180 -2,4455 -2,8077 -3,0452 -3,1145 -3,0176 -2,7969 -2,5030 -2,1711 -1,8261 -1,5012 -1,2379 -1,0659 -0,9884 -0,9853 -1,0223 -1,0586 -1,0544 -0,9793 -0,8176 -0,5764 -0,2891 -0,0019 0,2440 0,4212 0,5252 0,5719 0,5797 0,5621 0,5413 0,5523 0,6293 0,7926 1,0504 1,4111 1,8846 2,4697 3,1389 3,8389 4,5130 5,1249 5,6644 6,1445 6,5975 7,0531 7,5121 7,9418 8,2958 8,5430 8,6885 8,7653 8,8047 8,8176 8,7949 8,7142 8,5485 8,2748 7,8773 7,3482 6,6947 5,9434 5,1405 4,3512 3,6430 3,0496 2,5550 2,1132 1,6773 1,2193 0,7376 0,2498 -0,2225 -0,6569 -1,0265 -1,3096 -1,5109 -1,6617 -1,7989 -1,9462 -2,1078 -2,2743 -2,4350 -2,5814 -2,7034 -2,7863 -2,8090 -2,7503 -2,6074 -2,4071 -2,1881 -1,9738 -1,7671 -1,5626 -1,3572 -1,1544 -0,9594 -0,7724 -0,5891 -0,4080 -0,2312 -0,0639 0,0781 0,1641 0,1575 0,0276 -0,2461 -0,6716 -1,2397 -1,9210 -2,6729 -3,4456 -4,1800 -4,8077 -5,2601 -5,4881 -5,4805 -5,2677 -4,9018 -4,4334 -3,9075 -3,3769 -2,9086 -2,5676 -2,3922 -2,3801 -2,4916 -2,6691 -2,8675 -3,0699 -3,2799 -3,5065 -3,7592 -4,0478 -4,3760 -4,7365 -5,1098 -5,4653 -5,7603 -5,9457 -5,9868 -5,8859 -5,6843 -5,4370 -5,1760 -4,8915 -4,5499 -4,1238 -3,6081 -3,0244 -2,4181 -1,8404 -1,3328 -0,9216 -0,6068 -0,3567 -0,1301 0,0917 0,2952 0,4472 0,5117 0,4553 0,2474 -0,1288 -0,6554 -1,2739 -1,9039 -2,4729 -2,9332 -3,2615 -3,4574 -3,5417 -3,5433 -3,4820 -3,3668 -3,2115 -3,0484 -2,9246 -2,8860 -2,9612 -3,1564 -3,4653 -3,8756 -4,3611 -4,8719 -5,3292 -5,6265 -5,6607 -5,3885 -4,8555 -4,1646 -3,4175 -2,6774 -1,9596 -1,2399 -0,4848 0,3180 1,1481 1,9574 2,6821 3,2679 3,6985 3,9918 4,1722 4,2555 4,2481 4,1452 3,9454 3,6653 3,3234 2,9181 2,4396 1,8967 1,3275 0,7893 0,3376 -0,0008 -0,2396 -0,4258 -0,6204 -0,8746 -1,2156 -1,6513 -2,1786 -2,7762 -3,3990 -3,9937 -4,5151 -4,9253 -5,1894 -5,2880 -5,2313 -5,0594 -4,8286 -4,5928 -4,3863 -4,2177 -4,0686 -3,9038 -3,7030 -3,4882 -3,3076 -3,1957 -3,1444 -3,0962 -2,9634 -2,6747 -2,2109 -1,6008 -0,8938 -0,1352 0,6472 1,4382 2,2209 2,9719 3,6658 4,2811 4,8089 5,2642 5,6800 6,0887 6,5125 6,9623 7,4301 7,8854 8,2914 8,6230 8,8696 9,0247 9,0810 9,0382 8,9080 8,7072 8,4465 8,1306 7,7594 7,3233 6,8078 6,2072 5,5306 4,8031 4,0631 3,3454 2,6678 2,0392 1,4662 0,9381 0,4188 -0,1296 -0,7237 -1,3614 -2,0313 -2,7125 -3,3748 -3,9829 -4,5058 -4,9303 -5,2694 -5,5580 -5,8300 -6,0953 -6,3423 -6,5558 -6,7246 -6,8429 -6,9112 -6,9267 -6,8754 -6,7398 -6,5136 -6,2015 -5,8105 -5,3466 -4,8186 -4,2396 -3,6311 -3,0244 -2,4547 -1,9490 -1,5144 -1,1289 -0,7501 -0,3509 0,0572 0,4408 0,7643 0,9882 1,0647 0,9541 0,6522 0,1976 -0,3458 -0,9087 -1,4336 -1,8889 -2,2720 -2,6004 -2,9031 -3,2116 -3,5463 -3,8993 -4,2337 -4,5001
F3    -1,1946 -1,2937 -1,2620 -1,1144 -0,8816 -0,6068 -0,3465 -0,1464 -0,0119 0,0866 0,1825 0,2922 0,4110 0,5143 0,5705 0,5501 0,4206 0,1570 -0,2329 -0,6977 -1,1475 -1,4788 -1,6250 -1,5919 -1,4377 -1,2243 -0,9968 -0,7927 -0,6392 -0,5265 -0,3949 -0,1696 0,1847 0,6364 1,1046 1,4927 1,7095 1,7012 1,4971 1,2065 0,9518 0,8086 0,7854 0,8248 0,8398 0,7782 0,6556 0,5310 0,4597 0,4612 0,5124 0,5639 0,5688 0,5005 0,3447 0,0853 -0,2856 -0,7457 -1,2470 -1,7399 -2,1754 -2,4877 -2,6048 -2,5037 -2,2459 -1,9398 -1,6726 -1,4847 -1,3844 -1,3697 -1,4277 -1,5145 -1,5637 -1,5408 -1,4715 -1,4010 -1,3460 -1,2944 -1,2306 -1,1466 -1,0397 -0,9114 -0,7588 -0,5584 -0,2704 0,1359 0,6693 1,3143 2,0220 2,7037 3,2590 3,6332 3,8469 3,9574 3,9993 3,9720 3,8725 3,7250 3,5727 3,4428 3,3257 3,1841 2,9664 2,6195 2,1129 1,4527 0,6647 -0,2264 -1,1921 -2,1920 -3,1868 -4,1471 -5,0443 -5,8502 -6,5462 -7,1281 -7,6051 -7,9902 -8,2782 -8,4332 -8,4039 -8,1533 -7,6850 -7,0473 -6,3117 -5,5385 -4,7462 -3,9105 -2,9997 -2,0060 -0,9480 0,1394 1,2200 2,2794 3,3286 4,3743 5,3959 6,3596 7,2424 8,0390 8,7519 9,3866 9,9578 10,4857 10,9840 11,4582 11,9087 12,3260 12,6812 12,9242 13,0025 12,8902 12,6105 12,2340 11,8416 11,4751 11,1208 10,7374 10,3043 9,8467 9,4159 9,0512 8,7584 8,5149 8,2884 8,0536 7,7965 7,5106 7,1980 6,8709 6,5532 6,2806 6,0796 5,9359 5,7979 5,6180 5,3834 5,1097 4,8186 4,5237 4,2236 3,9049 3,5501 3,1365 2,6348 2,0311 1,3569 0,6830 0,0814 -0,4026 -0,7434 -0,9256 -0,9623 -0,9157 -0,8755 -0,9106 -1,0421 -1,2522 -1,5053 -1,7644 -2,0014 -2,1974 -2,3428 -2,4514 -2,5644 -2,7174 -2,8959 -3,0276 -3,0261 -2,8501 -2,5154 -2,0544 -1,4868 -0,8340 -0,1410 0,5305 1,1323 1,6518 2,1047 2,5158 2,9046 3,2810 3,6482 4,0064 4,3463 4,6436 4,8645 4,9813 4,9815 4,8591 4,6120 4,2532 3,8162 3,3395 2,8537 2,3852 1,9602 1,6009 1,3231 1,1395 1,0559 1,0564 1,1003 1,1421 1,1552 1,1348 1,0881 1,0287 0,9628 0,8769 0,7501 0,5808 0,3908 0,2017 0,0130 -0,1970 -0,4485 -0,7411 -1,0560 -1,3660 -1,6278 -1,7824 -1,7941 -1,6868 -1,5266 -1,3698 -1,2352 -1,1153 -0,9991 -0,8829 -0,7696 -0,6670 -0,5868 -0,5395 -0,5239 -0,5233 -0,5098 -0,4445 -0,2902 -0,0340 0,3049 0,6812 1,0353 1,3199 1,5157 1,6175 1,6263 1,5626 1,4737 1,4165 1,4343 1,5480 1,7711 2,1221 2,6104 3,2114 3,8692 4,5257 5,1419 5,6985 6,1959 6,6587 7,1176 7,5733 7,9896 8,3211 8,5438 8,6676 8,7277 8,7582 8,7718 8,7551 8,6713 8,4729 8,1206 7,5999 6,9274 6,1457 5,3115 4,4907 3,7537 3,1514 2,6843 2,3113 1,9865 1,6785 1,3699 1,0561 0,7415 0,4306 0,1288 -0,1482 -0,3785 -0,5555 -0,6946 -0,8218 -0,9608 -1,1246 -1,3122 -1,5111 -1,6935 -1,8170 -1,8427 -1,7512 -1,5445 -1,2469 -0,9031 -0,5542 -0,2209 0,0783 0,3066 0,4206 0,3964 0,2458 0,0136 -0,2454 -0,4895 -0,6863 -0,8015 -0,8126 -0,7284 -0,5877 -0,4437 -0,3483 -0,3459 -0,4689 -0,7339 -1,1423 -1,6735 -2,2733 -2,8625 -3,3621 -3,7146 -3,8987 -3,9290 -3,8312 -3,6142 -3,2750 -2,8379 -2,3773 -1,9913 -1,7519 -1,6752 -1,7238 -1,8359 -1,9651 -2,0985 -2,2448 -2,4135 -2,6127 -2,8540 -3,1423 -3,4650 -3,7950 -4,0931 -4,3064 -4,3778 -4,2760 -4,0299 -3,7316 -3,4906 -3,3625 -3,3080 -3,2279 -3,0361 -2,7065 -2,2732 -1,7998 -1,3469 -0,9585 -0,6550 -0,4142 -0,1730 0,1261 0,4851 0,8438 1,1190 1,2511 1,2186 1,0182 0,6531 0,1479 -0,4408 -1,0447 -1,6166 -2,1349 -2,5850 -2,9582 -3,2635 -3,5123 -3,6918 -3,7720 -3,7424 -3,6375 -3,5305 -3,5031 -3,6105 -3,8609 -4,2240 -4,6527 -5,0955 -5,4957 -5,7818 -5,8639 -5,6668 -5,1875 -4,5108 -3,7549 -3,0048 -2,2893 -1,5928 -0,8777 -0,1180 0,6761 1,4640 2,1923 2,8039 3,2653 3,6055 3,8954 4,1780 4,4399 4,6327 4,6990 4,6072 4,3726 4,0267 3,5763 3,0111 2,3471 1,6486 1,0067 0,4966 0,1453 -0,0772 -0,2515 -0,4810 -0,8406 -1,3386 -1,9363 -2,5912 -3,2629 -3,8973 -4,4396 -4,8551 -5,1248 -5,2319 -5,1616 -4,9108 -4,4954 -3,9594 -3,3787 -2,8409 -2,4044 -2,0646 -1,7657 -1,4610 -1,1642 -0,9394 -0,8452 -0,8883 -1,0097 -1,1097 -1,0979 -0,9261 -0,5860 -0,0967 0,5057 1,1798 1,8889 2,6032 3,3011 3,9606 4,5478 5,0290 5,4000 5,6956 5,9682 6,2619 6,5910 6,9318 7,2334 7,4518 7,5748 7,6143 7,5837 7,4907 7,3444 7,1523 6,9098 6,6092 6,2638 5,9032 5,5418 5,1639 4,7387 4,2444 3,6816 3,0762 2,4638 1,8769 1,3485 0,9049 0,5331 0,1677 -0,2720 -0,8339 -1,5140 -2,2617 -3,0040 -3,6799 -4,2564 -4,7213 -5,0793 -5,3536 -5,5793 -5,7818 -5,9673 -6,1402 -6,3095 -6,4674 -6,5857 -6,6406 -6,6220 -6,5209 -6,3284 -6,0476 -5,6878 -5,2494 -4,7298 -4,1370 -3,4916 -2,8254 -2,1768 -1,5815 -1,0729 -0,6754 -0,3716 -0,0982 0,1967 0,5103 0,8111 1,0718 1,2599 1,3186 1,1861 0,8405 0,3202 -0,2895 -0,8869 -1,3938 -1,7888 -2,1016 -2,3713 -2,6142 -2,8288 -3,0147 -3,1757 -3,3162 -3,4407
F7    1,8109 1,5761 1,3153 1,0712 0,8401 0,5938 0,2840 -0,1379 -0,6799 -1,2932 -1,8936 -2,3892 -2,7116 -2,8532 -2,8530 -2,7603 -2,6375 -2,5496 -2,5316 -2,5819 -2,6560 -2,6546 -2,4739 -2,0855 -1,5544 -0,9860 -0,4750 -0,0908 0,1422 0,2761 0,4288 0,7169 1,1928 1,8376 2,5847 3,3075 3,7986 3,8566 3,4601 2,8157 2,1988 1,7725 1,5354 1,3641 1,1130 0,7329 0,3116 -0,0004 -0,1005 0,0124 0,2544 0,5058 0,6697 0,7172 0,6738 0,5588 0,3695 0,1236 -0,1379 -0,3932 -0,6409 -0,8494 -0,9461 -0,8880 -0,7250 -0,5601 -0,4618 -0,4344 -0,4556 -0,5176 -0,6196 -0,7149 -0,7197 -0,6155 -0,4883 -0,4293 -0,4389 -0,4549 -0,4452 -0,4500 -0,5587 -0,8512 -1,3136 -1,7961 -2,0894 -2,0472 -1,6351 -0,9103 0,0042 0,9327 1,6951 2,2120 2,5620 2,8894 3,2654 3,6572 3,9945 4,2410 4,4039 4,4869 4,4577 4,2654 3,8686 3,2637 2,5086 1,7039 0,9449 0,2968 -0,1968 -0,5149 -0,6831 -0,7753 -0,8761 -1,0385 -1,2710 -1,5566 -1,8789 -2,2197 -2,5448 -2,8025 -2,9278 -2,8622 -2,5973 -2,1926 -1,7346 -1,2774 -0,8098 -0,2769 0,3575 1,0702 1,7855 2,4092 2,8785 3,2165 3,5337 3,9421 4,4759 5,0948 5,7362 6,3571 6,9417 7,4894 8,0051 8,4900 8,9385 9,3460 9,7119 10,0284 10,2681 10,3819 10,3198 10,0651 9,6646 9,2352 8,9093 8,7466 8,6989 8,6553 8,5232 8,2882 8,0140 7,7860 7,6452 7,5700 7,5182 7,4696 7,4102 7,2997 7,0892 6,7677 6,3785 6,0013 5,7095 5,5218 5,3964 5,2845 5,1767 5,0924 5,0481 5,0385 5,0252 4,9527 4,7840 4,4976 4,0578 3,4289 2,6267 1,7334 0,8693 0,1610 -0,2839 -0,4056 -0,2221 0,1584 0,5762 0,8972 1,0716 1,1288 1,1239 1,0855 1,0021 0,8532 0,6403 0,3761 0,0697 -0,2531 -0,5298 -0,6792 -0,6414 -0,4113 -0,0282 0,4698 1,0640 1,7186 2,3504 2,8474 3,1193 3,1383 2,9457 2,6312 2,2969 2,0235 1,8756 1,9135 2,1621 2,5765 3,0649 3,5437 3,9558 4,2404 4,3265 4,1847 3,8658 3,4695 3,0878 2,7768 2,5511 2,3929 2,2758 2,1836 2,1018 2,0017 1,8482 1,6357 1,4058 1,2178 1,1133 1,1081 1,1917 1,3263 1,4673 1,5908 1,6968 1,7889 1,8573 1,8774 1,8366 1,7538 1,6553 1,5472 1,4380 1,3587 1,3242 1,3009 1,2429 1,1463 1,0562 1,0238 1,0594 1,1270 1,1761 1,1713 1,1014 0,9780 0,8327 0,7036 0,6206 0,6172 0,7397 1,0186 1,4354 1,9190 2,3746 2,7394 3,0079 3,1959 3,3071 3,3471 3,3494 3,3741 3,4706 3,6412 3,8593 4,1155 4,4184 4,7637 5,1360 5,5374 5,9891 6,4999 7,0514 7,6151 8,1495 8,5720 8,7757 8,6962 8,3558 7,8576 7,3377 6,8947 6,5487 6,2483 5,9006 5,4081 4,7106 3,8162 2,8017 1,7767 0,8336 0,0364 -0,5504 -0,8690 -0,9136 -0,7275 -0,3658 0,1064 0,6087 1,0712 1,4517 1,7309 1,9142 2,0435 2,1888 2,4074 2,7102 3,0556 3,3640 3,5503 3,5513 3,3458 2,9802 2,5582 2,1823 1,9212 1,8213 1,9055 2,1575 2,5343 2,9707 3,3521 3,5233 3,3565 2,8086 1,9322 0,8552 -0,2712 -1,3242 -2,2080 -2,8310 -3,1258 -3,0766 -2,7143 -2,0974 -1,3097 -0,4732 0,2567 0,7242 0,8152 0,5204 -0,0287 -0,6316 -1,1320 -1,4564 -1,5989 -1,5995 -1,4996 -1,2943 -0,9396 -0,4272 0,1588 0,6765 1,0115 1,1321 1,0913 0,9873 0,9025 0,8566 0,8237 0,7837 0,7262 0,6235 0,4416 0,1720 -0,1565 -0,4753 -0,6776 -0,6423 -0,3017 0,2788 0,8886 1,2672 1,2609 0,9230 0,4581 0,0738 -0,1119 -0,0783 0,1172 0,3605 0,5178 0,5064 0,3714 0,2866 0,4350 0,8606 1,4267 1,9057 2,1123 1,9711 1,4916 0,7294 -0,2241 -1,2421 -2,1908 -2,9868 -3,6037 -4,0157 -4,1949 -4,1736 -4,0356 -3,8362 -3,5785 -3,2654 -2,9411 -2,6755 -2,5203 -2,4843 -2,5424 -2,6584 -2,8046 -2,9655 -3,1179 -3,1916 -3,0495 -2,5555 -1,7072 -0,6730 0,3354 1,2043 1,9417 2,6203 3,3076 4,0064 4,6432 5,1214 5,3731 5,3607 5,0975 4,7076 4,3864 4,2638 4,3433 4,5359 4,7093 4,7521 4,6247 4,3396 3,9130 3,3631 2,7547 2,2071 1,8289 1,6507 1,6170 1,6103 1,4767 1,0867 0,4254 -0,3795 -1,1586 -1,8240 -2,3670 -2,7801 -3,0428 -3,1557 -3,1320 -2,9690 -2,6629 -2,2288 -1,6948 -1,1096 -0,5653 -0,1750 0,0075 0,0555 0,1413 0,4108 0,8740 1,4115 1,8752 2,1949 2,4239 2,6871 3,0747 3,5887 4,1711 4,7421 5,2089 5,4871 5,5514 5,4651 5,3383 5,2435 5,1725 5,0873 5,0010 4,9808 5,0898 5,3579 5,7809 6,3098 6,8623 7,3699 7,8110 8,1978 8,5462 8,8605 9,1188 9,2428 9,1155 8,6830 8,0258 7,3049 6,6565 6,1347 5,7181 5,3545 5,0144 4,7160 4,5026 4,3998 4,4093 4,5110 4,6227 4,5898 4,2713 3,6338 2,7704 1,8585 1,0824 0,5356 0,1839 -0,0676 -0,2845 -0,4709 -0,5910 -0,5970 -0,4717 -0,2893 -0,1952 -0,2904 -0,5730 -0,9825 -1,4430 -1,8715 -2,1928 -2,3584 -2,3350 -2,0940 -1,6459 -1,0646 -0,4545 0,0953 0,5282 0,8164 0,9445 0,9113 0,7857 0,7141 0,8008 1,0214 1,2997 1,6040 1,9155 2,1473 2,1613 1,8789 1,3535 0,7416 0,2322 -0,0453 -0,1037 -0,0669 -0,0338 0,0060 0,1200 0,3343 0,6075 0,8621 1,0271
