Fp1   -2,9156 -3,0078 -3,0974 -3,1534 -3,1400 -3,0295 -2,8084 -2,4839 -2,0903 -1,6831 -1,3144 -1,0003 -0,7116 -0,4047 -0,0601 0,3091 0,6769 1,0210 1,3288 1,5918 1,8011 1,9473 2,0322 2,0857 2,1533 2,2558 2,3672 2,4356 2,4159 2,2833 2,0304 1,6678 1,2343 0,7952 0,4202 0,1578 0,0181 -0,0336 -0,0594 -0,1101 -0,1859 -0,2368 -0,2127 -0,1135 0,0084 0,0814 0,0452 -0,1301 -0,4237 -0,7577 -1,0210 -1,1159 -1,0175 -0,8107 -0,6585 -0,7036 -0,9833 -1,4294 -1,9293 -2,3832 -2,7362 -2,9742 -3,0933 -3,0855 -2,9521 -2,7222 -2,4468 -2,1792 -1,9617 -1,8162 -1,7323 -1,6793 -1,6431 -1,6439 -1,7058 -1,7992 -1,8237 -1,6619 -1,2523 -0,6277 0,0971 0,7755 1,2875 1,5814 1,6924 1,7199 1,7637 1,8526 1,9402 1,9737 1,9475 1,8888 1,8099 1,6928 1,5181 1,3008 1,1004 0,9933 1,0234 1,1840 1,4397 1,7365 1,9938 2,1220 2,0759 1,8895 1,6472 1,4176 1,2165 1,0270 0,8325 0,6311 0,4359 0,2639 0,1175 -0,0215 -0,1719 -0,3223 -0,4255 -0,4373 -0,3520 -0,2039 -0,0455 0,0908 0,2158 0,3600 0,5336 0,7244 0,9256 1,1557 1,4492 1,8210 2,2403 2,6397 2,9457 3,1123 3,1427 3,0812 2,9817 2,8896 2,8349 2,8206 2,8282 2,8534 2,9301 3,1071 3,4031 3,7761 4,1366 4,3995 4,5269 4,5355 4,4757 4,4047 4,3665 4,3892 4,4952 4,7078 5,0290 5,4058 5,7365 5,9308 5,9645 5,8627 5,6533 5,3687 5,0775 4,8787 4,8503 5,0038 5,2896 5,6336 5,9660 6,2322 6,3939 6,4294 6,3338 6,1181 5,8105 5,4544 5,0990 4,7925 4,5805 4,4965 4,5412 4,6677 4,8034 4,8894 4,8932 4,8037 4,6475 4,5025 4,4557 4,5409 4,7304 4,9808 5,2641 5,5569 5,8218 6,0135 6,0977 6,0504 5,8465 5,4745 4,9643 4,3837 3,8156 3,3394 3,0084 2,8369 2,8177 2,9366 3,1619 3,4347 3,6858 3,8628 3,9426 3,9333 3,8787 3,8500 3,9201 4,1393 4,5164 5,0057 5,5150 5,9407 6,2108 6,3178 6,3176 6,2870 6,2790 6,3104 6,3742 6,4502 6,5074 6,5231 6,5107 6,5154 6,5737 6,6839 6,8142 6,9263 6,9913 7,0047 6,9916 6,9856 7,0057 7,0571 7,1459 7,2878 7,4988 7,7638 8,0159 8,1555 8,0951 7,8073 7,3489 6,8392 6,4062 6,1369 6,0594 6,1545 6,3727 6,6555 6,9572 7,2374 7,4463 7,5429 7,5230 7,4138 7,2532 7,0865 6,9606 6,8983 6,8787 6,8469 6,7333 6,4754 6,0483 5,4944 4,9133 4,4017 4,0017 3,7114 3,5239 3,4359 3,4295 3,4602 3,4685 3,4144 3,3020 3,1676 3,0541 3,0050 3,0668 3,2738 3,6301 4,1098 4,6623 5,2159 5,7015 6,0871 6,3762 6,5649 6,6157 6,4800 6,1403 5,6315 5,0353 4,4536 3,9766 3,6774 3,6102 3,7759 4,0951 4,4498 4,7624 5,0219 5,2369 5,3818 5,4136 5,3362 5,2170 5,1213 5,0583 5,0022 4,9285 4,8193 4,6663 4,4969 4,3853 4,4148 4,6264 4,9952 5,4370 5,8405 6,1081 6,1785 6,0253 5,6482 5,0749 4,3712 3,6437 3,0181 2,5917 2,3940 2,3931 2,5466 2,8413 3,2725 3,7828 4,2542 4,5794 4,7231 4,7230 4,6542 4,5789 4,5058 4,3940 4,1988 3,9219 3,6296 3,4076 3,2899 3,2476 3,2435 3,2749 3,3675 3,5431 3,7958 4,0921 4,3821 4,6117 4,7451 4,7777 4,7199 4,5858 4,4019 4,2142 4,0771 4,0346 4,0984 4,2286 4,3401 4,3528 4,2501 4,0825 3,9195 3,8090 3,7720 3,8054 3,8890 4,0036 4,1455 4,3242 4,5443 4,7925 5,0535 5,3403 5,7024 6,1914 6,7985 7,4222 7,9145 8,1602 8,1139 7,8013 7,3174 6,7979 6,3519 6,0243 5,8175 5,7148 5,6864 5,7052 5,7560 5,8274 5,9207 6,0579 6,2552 6,4980 6,7466 6,9524 7,0665 7,0515 6,8981 6,6250 6,2487 5,7614 5,1514 4,4436 3,7193 3,0935 2,6609 2,4553 2,4560 2,6187 2,8942 3,2246 3,5345 3,7507 3,8520 3,8844 3,9077 3,9376 3,9535 3,9418 3,9260 3,9694 4,1260 4,3776 4,6466 4,8659 5,0024 5,0470 5,0283 5,0133 5,0557 5,1608 5,3118 5,5053 5,7363 5,9544 6,0573 5,9503 5,6268 5,1886 4,7882 4,5426 4,4814 4,5485 4,6441 4,6880 4,6645 4,6066 4,5596 4,5694 4,6765 4,8920 5,1809 5,4788 5,7268 5,8945 5,9806 6,0045 5,9901 5,9454 5,8710 5,7865 5,7202 5,6728 5,6086 5,4846 5,2850 5,0302 4,7597 4,5182 4,3506 4,2836 4,3085 4,3907 4,4946 4,6031 4,7310 4,9198 5,1991 5,5478 5,8940 6,1455 6,2345 6,1483 5,9266 5,6429 5,3787 5,1804 5,0306 4,8741 4,6836 4,4944 4,3710 4,3432 4,3809 4,4276 4,4307 4,3466 4,1528 3,8657 3,5283 3,1948 2,9314 2,7920 2,7735 2,8219 2,8870 2,9559 3,0416 3,1661 3,3506 3,5985 3,8836 4,1680 4,4175 4,5900 4,6309 4,5087 4,2486 3,9188 3,5893 3,3069 3,0979 2,9871 2,9998 3,1331 3,3328 3,5167 3,6272 3,6602 3,6542 3,6645 3,7362 3,8798 4,0622 4,2213 4,3086 4,3275 4,3198 4,3168 4,3157 4,2906 4,2179 4,1045 3,9851 3,8771 3,7533 3,5680 3,3003 2,9721 2,6380 2,3562 2,1615 2,0612 2,0496 2,1129 2,2245 2,3554 2,4939 2,6421 2,7925 2,9236 3,0179 3,0826 3,1584 3,3021 3,5496 3,8918 4,2941 4,7290 5,1692 5,5670 5,8640
Fz    -3,7629 -3,9362 -4,1258 -4,2540 -4,2580 -4,1096 -3,8103 -3,3849 -2,8771 -2,3399 -1,8196 -1,3399 -0,8943 -0,4602 -0,0217 0,4212 0,8607 1,2887 1,6951 2,0566 2,3369 2,5050 2,5580 2,5383 2,5202 2,5609 2,6598 2,7677 2,8344 2,8366 2,7611 2,5873 2,3067 1,9451 1,5566 1,2003 0,9107 0,6755 0,4493 0,1990 -0,0559 -0,2553 -0,3529 -0,3604 -0,3410 -0,3693 -0,5023 -0,7627 -1,1241 -1,5135 -1,8411 -2,0363 -2,0847 -2,0541 -2,0759 -2,2676 -2,6564 -3,1757 -3,7168 -4,1842 -4,5283 -4,7442 -4,8420 -4,8341 -4,7455 -4,6170 -4,4867 -4,3737 -4,2839 -4,2123 -4,1323 -4,0092 -3,8371 -3,6451 -3,4639 -3,2829 -3,0376 -2,6474 -2,0702 -1,3352 -0,5387 0,1951 0,7672 1,1448 1,3756 1,5636 1,8042 2,1146 2,4336 2,6921 2,8669 2,9643 2,9787 2,8865 2,6751 2,3730 2,0511 1,7866 1,6143 1,5191 1,4691 1,4338 1,3678 1,2105 0,9284 0,5547 0,1668 -0,1741 -0,4508 -0,6713 -0,8483 -0,9935 -1,1131 -1,2043 -1,2605 -1,2820 -1,2810 -1,2634 -1,2123 -1,1093 -0,9670 -0,8319 -0,7560 -0,7475 -0,7512 -0,6907 -0,5177 -0,2220 0,1812 0,6660 1,2027 1,7491 2,2422 2,6157 2,8287 2,8849 2,8331 2,7419 2,6656 2,6335 2,6541 2,7153 2,7950 2,8917 3,0389 3,2823 3,6418 4,0882 4,5531 4,9643 5,2749 5,4754 5,5952 5,6886 5,8074 5,9806 6,2201 6,5334 6,9067 7,2746 7,5384 7,6301 7,5558 7,3648 7,0974 6,7831 6,4750 6,2529 6,1818 6,2739 6,4881 6,7560 7,0082 7,1969 7,3050 7,3340 7,2861 7,1532 6,9266 6,6110 6,2267 5,8069 5,3988 5,0553 4,8146 4,6834 4,6377 4,6368 4,6323 4,5806 4,4716 4,3465 4,2673 4,2639 4,3215 4,4135 4,5268 4,6555 4,7849 4,8927 4,9589 4,9632 4,8755 4,6692 4,3439 3,9281 3,4733 3,0457 2,6937 2,4257 2,2291 2,0966 2,0249 2,0035 2,0169 2,0549 2,1151 2,2011 2,3229 2,4990 2,7579 3,1319 3,6360 4,2396 4,8623 5,4020 5,7791 5,9768 6,0484 6,0775 6,1266 6,2157 6,3351 6,4617 6,5646 6,6183 6,6331 6,6609 6,7526 6,9157 7,1138 7,2948 7,4147 7,4597 7,4559 7,4461 7,4542 7,4761 7,4997 7,5301 7,5899 7,6865 7,7873 7,8278 7,7361 7,4668 7,0382 6,5375 6,0788 5,7449 5,5584 5,4971 5,5142 5,5591 5,6038 5,6414 5,6625 5,6540 5,6153 5,5573 5,4913 5,4331 5,4022 5,3992 5,3916 5,3220 5,1225 4,7374 4,1620 3,4653 2,7619 2,1495 1,6726 1,3413 1,1567 1,1088 1,1615 1,2481 1,2849 1,2066 1,0011 0,7061 0,3823 0,0997 -0,0654 -0,0529 0,1560 0,5344 1,0185 1,5171 1,9446 2,2691 2,5150 2,7092 2,8389 2,8674 2,7780 2,5973 2,3830 2,1952 2,0762 2,0591 2,1762 2,4297 2,7652 3,0990 3,3764 3,5940 3,7681 3,8951 3,9512 3,9346 3,8863 3,8518 3,8373 3,8185 3,7711 3,6789 3,5332 3,3569 3,2223 3,2186 3,3948 3,7271 4,1225 4,4589 4,6386 4,6100 4,3543 3,8769 3,2196 2,4629 1,7083 1,0510 0,5531 0,2317 0,0730 0,0698 0,2461 0,6278 1,1790 1,7885 2,3363 2,7621 3,0757 3,3227 3,5317 3,6801 3,7067 3,5583 3,2381 2,8260 2,4339 2,1246 1,8885 1,6962 1,5491 1,4818 1,5300 1,6989 1,9599 2,2677 2,5763 2,8561 3,1004 3,3036 3,4496 3,5268 3,5409 3,5101 3,4551 3,3948 3,3384 3,2745 3,1816 3,0583 2,9360 2,8550 2,8399 2,8941 3,0001 3,1292 3,2680 3,4349 3,6644 3,9696 4,3214 4,6764 5,0227 5,3953 5,8441 6,3730 6,9058 7,3193 7,5090 7,4273 7,0968 6,6168 6,1307 5,7528 5,5271 5,4475 5,4778 5,5580 5,6396 5,7166 5,8129 5,9593 6,1849 6,4984 6,8723 7,2455 7,5378 7,6708 7,5935 7,3016 6,8298 6,2153 5,4755 4,6233 3,7015 2,8017 2,0426 1,5136 1,2349 1,1667 1,2455 1,4102 1,6098 1,7978 1,9318 1,9967 2,0230 2,0601 2,1313 2,2285 2,3411 2,4820 2,6936 3,0125 3,4192 3,8473 4,2347 4,5311 4,6932 4,7200 4,6730 4,6270 4,6151 4,6377 4,6939 4,7722 4,8135 4,7124 4,3868 3,8576 3,2554 2,7496 2,4649 2,4352 2,6015 2,8468 3,0608 3,1993 3,2858 3,3711 3,5079 3,7367 4,0636 4,4490 4,8284 5,1481 5,3802 5,5178 5,5741 5,5758 5,5428 5,4894 5,4443 5,4375 5,4643 5,4822 5,4349 5,2795 5,0092 4,6630 4,3134 4,0333 3,8573 3,7685 3,7186 3,6654 3,6044 3,5827 3,6779 3,9406 4,3487 4,8135 5,2204 5,4761 5,5382 5,4176 5,1721 4,8918 4,6543 4,4796 4,3374 4,1986 4,0669 3,9628 3,8928 3,8479 3,8217 3,8084 3,7808 3,7040 3,5646 3,3692 3,1421 2,9355 2,8037 2,7523 2,7419 2,7379 2,7363 2,7527 2,8117 2,9450 3,1731 3,4805 3,8204 4,1371 4,3742 4,4820 4,4435 4,2901 4,0816 3,8725 3,6926 3,5536 3,4747 3,4869 3,5950 3,7477 3,8655 3,8995 3,8590 3,7911 3,7491 3,7783 3,9067 4,1256 4,3811 4,6009 4,7405 4,7943 4,7681 4,6568 4,4450 4,1254 3,7235 3,2889 2,8471 2,3754 1,8389 1,2404 0,6395 0,1295 -0,2079 -0,3405 -0,2838 -0,0773 0,2304 0,5810 0,9144 1,1915 1,4064 1,5733 1,7084 1,8254 1,9509 2,1356 2,4358 2,8708 3,3997 3,9529 4,4827 4,9662 5,3806 5,6928
F3    -2,9026 -3,1113 -3,3457 -3,5230 -3,5843 -3,5089 -3,2976 -2,9622 -2,5332 -2,0628 -1,6058 -1,1882 -0,7944 -0,3920 0,0316 0,4611 0,8753 1,2669 1,6396 1,9882 2,2891 2,5138 2,6527 2,7374 2,8268 2,9559 3,0994 3,1933 3,1825 3,0431 2,7716 2,3798 1,9067 1,4186 0,9881 0,6656 0,4527 0,2978 0,1248 -0,1179 -0,4204 -0,7163 -0,9308 -1,0305 -1,0410 -1,0291 -1,0735 -1,2320 -1,5095 -1,8496 -2,1631 -2,3672 -2,4275 -2,3923 -2,3798 -2,5021 -2,7846 -3,1604 -3,5295 -3,8189 -4,0121 -4,1350 -4,2153 -4,2584 -4,2517 -4,1827 -4,0530 -3,8816 -3,6994 -3,5317 -3,3750 -3,2132 -3,0558 -2,9460 -2,9228 -2,9672 -2,9857 -2,8555 -2,4940 -1,9053 -1,1830 -0,4677 0,1148 0,5066 0,7405 0,9131 1,1134 1,3530 1,5729 1,7176 1,7844 1,8019 1,7821 1,7104 1,5769 1,4047 1,2480 1,1598 1,1580 1,2267 1,3445 1,4882 1,6073 1,6268 1,4993 1,2473 0,9407 0,6360 0,3482 0,0688 -0,2088 -0,4807 -0,7329 -0,9454 -1,1036 -1,2135 -1,2973 -1,3588 -1,3642 -1,2824 -1,1302 -0,9661 -0,8464 -0,7725 -0,6827 -0,5082 -0,2278 0,1338 0,5372 0,9566 1,3891 1,8357 2,2732 2,6509 2,9158 3,0443 3,0550 2,9915 2,8956 2,7987 2,7234 2,6740 2,6383 2,6168 2,6469 2,7857 3,0639 3,4493 3,8554 4,1923 4,4142 4,5309 4,5908 4,6524 4,7637 4,9524 5,2303 5,5996 6,0338 6,4528 6,7455 6,8339 6,7151 6,4372 6,0500 5,5971 5,1382 4,7512 4,5079 4,4419 4,5367 4,7375 4,9772 5,2052 5,3958 5,5382 5,6226 5,6353 5,5661 5,4142 5,1859 4,8986 4,5966 4,3523 4,2343 4,2617 4,3931 4,5564 4,6789 4,7070 4,6331 4,5107 4,4142 4,3802 4,3984 4,4507 4,5349 4,6494 4,7714 4,8578 4,8659 4,7638 4,5310 4,1702 3,7201 3,2408 2,7964 2,4489 2,2391 2,1682 2,2090 2,3241 2,4680 2,5919 2,6641 2,6846 2,6783 2,6783 2,7222 2,8479 3,0835 3,4406 3,9082 4,4430 4,9695 5,4029 5,6845 5,8123 5,8435 5,8616 5,9314 6,0746 6,2725 6,4762 6,6199 6,6594 6,6211 6,5963 6,6717 6,8707 7,1528 7,4425 7,6594 7,7601 7,7614 7,7147 7,6656 7,6394 7,6510 7,7166 7,8486 8,0296 8,2015 8,2866 8,2132 7,9407 7,4937 6,9734 6,5167 6,2295 6,1483 6,2501 6,4733 6,7431 7,0040 7,2196 7,3555 7,3854 7,3114 7,1619 6,9753 6,7966 6,6687 6,6036 6,5654 6,4878 6,2993 5,9430 5,4046 4,7387 4,0501 3,4299 2,9142 2,5030 2,1953 1,9902 1,8685 1,7816 1,6652 1,4732 1,2040 0,8932 0,5909 0,3536 0,2382 0,2833 0,4940 0,8496 1,3096 1,8092 2,2784 2,6817 3,0228 3,3037 3,4933 3,5454 3,4435 3,2243 2,9659 2,7487 2,6176 2,5857 2,6528 2,7908 2,9238 2,9640 2,8834 2,7342 2,5939 2,4980 2,4362 2,4040 2,4309 2,5425 2,7206 2,9171 3,0868 3,1924 3,2046 3,1339 3,0545 3,0688 3,2402 3,5537 3,9270 4,2578 4,4670 4,5012 4,3193 3,9039 3,2891 2,5651 1,8468 1,2325 0,7739 0,4699 0,2871 0,1996 0,2212 0,3876 0,6938 1,0676 1,4186 1,6966 1,9079 2,0935 2,2859 2,4715 2,5949 2,6007 2,4828 2,3049 2,1555 2,0717 2,0270 1,9876 1,9578 1,9745 2,0739 2,2590 2,4938 2,7204 2,8887 2,9873 3,0436 3,0841 3,1131 3,1299 3,1423 3,1587 3,1790 3,1938 3,1842 3,1231 2,9911 2,8019 2,6016 2,4351 2,3240 2,2743 2,2791 2,3177 2,3751 2,4639 2,6162 2,8479 3,1390 3,4623 3,8215 4,2586 4,8168 5,4795 6,1429 6,6600 6,9111 6,8407 6,4680 5,8989 5,2968 4,7987 4,4626 4,2841 4,2203 4,2072 4,1968 4,1823 4,1894 4,2672 4,4751 4,8422 5,3370 5,8782 6,3615 6,6867 6,7838 6,6287 6,2361 5,6305 4,8318 3,8709 2,8089 1,7420 0,7882 0,0495 -0,4262 -0,6498 -0,6666 -0,5307 -0,2952 -0,0207 0,2277 0,4176 0,5771 0,7595 0,9882 1,2499 1,5238 1,8062 2,1178 2,4709 2,8267 3,1129 3,2785 3,3035 3,1883 2,9738 2,7462 2,5860 2,5242 2,5575 2,6790 2,8678 3,0572 3,1336 2,9972 2,6422 2,1743 1,7484 1,4823 1,4079 1,4708 1,5672 1,6141 1,6034 1,5832 1,6039 1,6982 1,8798 2,1351 2,4209 2,6856 2,8998 3,0647 3,1954 3,3055 3,3963 3,4489 3,4456 3,4045 3,3649 3,3398 3,3012 3,2043 3,0198 2,7523 2,4374 2,1309 1,8921 1,7553 1,7066 1,6933 1,6577 1,5727 1,4724 1,4494 1,5943 1,9244 2,3672 2,7982 3,1003 3,2094 3,1298 2,9285 2,7078 2,5492 2,4657 2,4154 2,3625 2,3148 2,3030 2,3387 2,4033 2,4699 2,5151 2,5094 2,4273 2,2635 2,0252 1,7325 1,4350 1,1892 1,0113 0,8799 0,7813 0,7266 0,7345 0,8223 1,0057 1,2812 1,6064 1,9172 2,1553 2,2697 2,2175 1,9943 1,6590 1,3047 1,0106 0,8170 0,7322 0,7559 0,8882 1,1057 1,3419 1,5128 1,5710 1,5319 1,4572 1,4226 1,4928 1,7006 2,0343 2,4367 2,8303 3,1561 3,3878 3,5145 3,5242 3,3982 3,1218 2,7133 2,2286 1,7132 1,1719 0,5980 0,0150 -0,5138 -0,9045 -1,0919 -1,0651 -0,8684 -0,5711 -0,2425 0,0559 0,2846 0,4471 0,5802 0,7154 0,8576 0,9987 1,1466 1,3404 1,6313 2,0385 2,5252 3,0293 3,5108 3,9495 4,3165 4,5672
F7    -1,9623 -2,0548 -2,1695 -2,2687 -2,3209 -2,3008 -2,1858 -1,9643 -1,6507 -1,2873 -0,9250 -0,5908 -0,2738 0,0528 0,3986 0,7480 1,0772 1,3689 1,6155 1,8112 1,9475 2,0163 2,0205 1,9861 1,9548 1,9520 1,9663 1,9643 1,9163 1,8003 1,5935 1,2816 0,8831 0,4545 0,0673 -0,2213 -0,3934 -0,4801 -0,5424 -0,6278 -0,7319 -0,8023 -0,7881 -0,6848 -0,5383 -0,4184 -0,3927 -0,5042 -0,7458 -1,0501 -1,3088 -1,4171 -1,3347 -1,1277 -0,9439 -0,9185 -1,0875 -1,3806 -1,6824 -1,8992 -1,9976 -2,0003 -1,9476 -1,8658 -1,7659 -1,6551 -1,5416 -1,4343 -1,3503 -1,3107 -1,3168 -1,3443 -1,3733 -1,4124 -1,4824 -1,5687 -1,5973 -1,4729 -1,1423 -0,6293 -0,0279 0,5360 0,9538 1,1782 1,2478 1,2660 1,3324 1,4723 1,6360 1,7620 1,8254 1,8303 1,7763 1,6519 1,4572 1,2244 1,0135 0,8858 0,8692 0,9525 1,1110 1,3166 1,5193 1,6492 1,6583 1,5610 1,4197 1,2877 1,1733 1,0509 0,8909 0,6801 0,4314 0,1781 -0,0466 -0,2318 -0,3872 -0,5124 -0,5788 -0,5585 -0,4584 -0,3199 -0,1966 -0,1199 -0,0795 -0,0425 0,0162 0,1094 0,2506 0,4633 0,7730 1,1819 1,6502 2,1039 2,4651 2,6898 2,7889 2,8100 2,7950 2,7654 2,7323 2,7009 2,6723 2,6579 2,6920 2,8174 3,0509 3,3584 3,6650 3,8957 4,0086 4,0057 3,9275 3,8353 3,7895 3,8321 3,9847 4,2531 4,6172 5,0155 5,3590 5,5747 5,6366 5,5483 5,3123 4,9391 4,4830 4,0481 3,7436 3,6264 3,6822 3,8530 4,0783 4,3186 4,5452 4,7241 4,8180 4,7991 4,6618 4,4243 4,1194 3,7891 3,4843 3,2606 3,1569 3,1689 3,2533 3,3626 3,4657 3,5439 3,5961 3,6489 3,7360 3,8622 4,0006 4,1225 4,2160 4,2791 4,3052 4,2805 4,1928 4,0348 3,7999 3,4913 3,1339 2,7682 2,4390 2,1946 2,0697 2,0676 2,1683 2,3447 2,5603 2,7682 2,9265 3,0140 3,0281 2,9790 2,8939 2,8181 2,8060 2,9089 3,1557 3,5329 3,9781 4,4005 4,7245 4,9317 5,0619 5,1709 5,2898 5,4198 5,5515 5,6728 5,7598 5,7862 5,7610 5,7365 5,7647 5,8544 5,9728 6,0731 6,1213 6,1202 6,1126 6,1497 6,2579 6,4374 6,6795 6,9814 7,3410 7,7300 8,0794 8,2968 8,2962 8,0356 7,5552 6,9724 6,4311 6,0437 5,8650 5,8989 6,1066 6,4220 6,7772 7,1101 7,3605 7,4866 7,4832 7,3781 7,2164 7,0531 6,9416 6,9086 6,9399 6,9896 6,9935 6,8843 6,6188 6,2108 5,7308 5,2585 4,8378 4,4833 4,2107 4,0398 3,9705 3,9627 3,9493 3,8781 3,7411 3,5652 3,3887 3,2559 3,2156 3,3094 3,5593 3,9588 4,4613 4,9805 5,4270 5,7560 5,9735 6,0960 6,1160 6,0081 5,7613 5,3981 4,9709 4,5427 4,1711 3,9110 3,8106 3,8742 4,0367 4,2048 4,3268 4,4119 4,4830 4,5293 4,5173 4,4451 4,3590 4,3055 4,2918 4,3027 4,3252 4,3416 4,3288 4,2912 4,2839 4,3808 4,6177 4,9672 5,3523 5,6857 5,9041 5,9709 5,8628 5,5719 5,1206 4,5678 3,9963 3,4876 3,0936 2,8243 2,6651 2,6121 2,6930 2,9363 3,3094 3,7090 4,0290 4,2277 4,3338 4,4089 4,4957 4,5830 4,6146 4,5341 4,3341 4,0755 3,8460 3,6869 3,5794 3,4956 3,4418 3,4524 3,5589 3,7587 4,0087 4,2442 4,4080 4,4808 4,4871 4,4642 4,4343 4,4084 4,4001 4,4242 4,4829 4,5589 4,6215 4,6345 4,5696 4,4257 4,2303 4,0156 3,8036 3,6160 3,4752 3,3950 3,3842 3,4574 3,6300 3,8952 4,2147 4,5429 4,8661 5,2197 5,6567 6,1806 6,7099 7,1249 7,3387 7,3186 7,0768 6,6775 6,2296 5,8313 5,5305 5,3370 5,2374 5,1969 5,1831 5,1877 5,2210 5,3071 5,4800 5,7570 6,1139 6,4872 6,7974 6,9748 6,9819 6,8215 6,5263 6,1285 5,6400 5,0636 4,4197 3,7662 3,1892 2,7628 2,5145 2,4297 2,4778 2,6279 2,8429 3,0637 3,2199 3,2804 3,2841 3,2972 3,3512 3,4379 3,5400 3,6552 3,8065 4,0161 4,2627 4,4917 4,6615 4,7507 4,7501 4,6869 4,6285 4,6292 4,6930 4,8019 4,9512 5,1346 5,3020 5,3558 5,2129 4,8801 4,4631 4,1034 3,9055 3,8983 4,0348 4,2190 4,3591 4,4190 4,4203 4,4091 4,4296 4,5088 4,6452 4,8093 4,9591 5,0644 5,1182 5,1351 5,1446 5,1701 5,2050 5,2216 5,2038 5,1500 5,0532 4,8957 4,6606 4,3504 3,9952 3,6415 3,3370 3,1248 3,0307 3,0467 3,1291 3,2221 3,2894 3,3400 3,4240 3,5887 3,8353 4,1116 4,3373 4,4465 4,4198 4,2849 4,1043 3,9548 3,8868 3,8882 3,9009 3,8800 3,8323 3,7935 3,7811 3,7811 3,7738 3,7482 3,6943 3,6054 3,4853 3,3376 3,1687 3,0055 2,8813 2,8027 2,7572 2,7475 2,7959 2,9215 3,1293 3,4138 3,7553 4,1113 4,4291 4,6652 4,7786 4,7257 4,4917 4,1231 3,7093 3,3345 3,0478 2,8697 2,8153 2,8967 3,0908 3,3232 3,5055 3,5880 3,5750 3,5032 3,4205 3,3736 3,3921 3,4731 3,5813 3,6760 3,7453 3,8095 3,8897 3,9800 4,0432 4,0391 3,9664 3,8617 3,7483 3,6065 3,3995 3,1135 2,7771 2,4518 2,1967 2,0353 1,9623 1,9736 2,0729 2,2482 2,4615 2,6693 2,8412 2,9614 3,0262 3,0478 3,0611 3,1224 3,2897 3,5871 3,9859 4,4278 4,8623 5,2510 5,5555 5,7375
