Fp1   -1,8884 -1,8259 -1,6853 -1,4863 -1,2613 -1,0429 -0,8596 -0,7250 -0,6274 -0,5396 -0,4408 -0,3246 -0,1902 -0,0346 0,1431 0,3340 0,5146 0,6588 0,7560 0,8165 0,8655 0,9312 1,0311 1,1608 1,2952 1,4003 1,4470 1,4196 1,3141 1,1359 0,9036 0,6495 0,4047 0,1878 0,0070 -0,1349 -0,2388 -0,3101 -0,3632 -0,4158 -0,4708 -0,5066 -0,4942 -0,4218 -0,3070 -0,1886 -0,1094 -0,0973 -0,1506 -0,2352 -0,3029 -0,3229 -0,3027 -0,2772 -0,2795 -0,3259 -0,4185 -0,5470 -0,6850 -0,7898 -0,8116 -0,7109 -0,4757 -0,1278 0,2830 0,6903 1,0257 1,2336 1,2883 1,2027 1,0139 0,7586 0,4676 0,1788 -0,0569 -0,1907 -0,1952 -0,0723 0,1527 0,4429 0,7653 1,1023 1,4503 1,8033 2,1381 2,4131 2,5883 2,6511 2,6216 2,5347 2,4223 2,3095 2,2107 2,1217 2,0172 1,8589 1,6162 1,2857 0,8938 0,4817 0,0931 -0,2331 -0,4733 -0,6229 -0,6910 -0,6948 -0,6516 -0,5757 -0,4794 -0,3700 -0,2454 -0,1037 0,0485 0,2051 0,3721 0,5659 0,8049 1,1062 1,4775 1,9095 2,3835 2,8839 3,3975 3,9044 4,3745 4,7757 5,0889 5,3173 5,4827 5,6125 5,7283 5,8400 5,9384 5,9935 5,9605 5,7955 5,4775 5,0207 4,4647 3,8595 3,2625 2,7380 2,3424 2,0997 1,9927 1,9767 2,0040 2,0413 2,0715 2,0846 2,0747 2,0451 2,0064 1,9702 1,9469 1,9430 1,9511 1,9490 1,9147 1,8433 1,7491 1,6567 1,5894 1,5610 1,5664 1,5724 1,5266 1,3880 1,1503 0,8405 0,5059 0,1973 -0,0535 -0,2498 -0,4242 -0,6116 -0,8261 -1,0539 -1,2635 -1,4233 -1,5167 -1,5467 -1,5299 -1,4891 -1,4533 -1,4568 -1,5278 -1,6739 -1,8787 -2,1082 -2,3138 -2,4405 -2,4483 -2,3311 -2,1232 -1,8898 -1,7032 -1,6151 -1,6432 -1,7707 -1,9483 -2,1158 -2,2388 -2,3256 -2,4130 -2,5448 -2,7509 -3,0291 -3,3393 -3,6199 -3,8161 -3,9021 -3,8833 -3,7787 -3,6050 -3,3845 -3,1613 -2,9919 -2,9150 -2,9283 -2,9918 -3,0539 -3,0791 -3,0542 -2,9839 -2,8918 -2,8154 -2,7908 -2,8407 -2,9628 -3,1221 -3,2666 -3,3586 -3,3920 -3,3854 -3,3718 -3,3873 -3,4560 -3,5776 -3,7287 -3,8776 -4,0003 -4,0882 -4,1480 -4,1943 -4,2405 -4,2947 -4,3593 -4,4223 -4,4550 -4,4245 -4,3115 -4,1221 -3,8868 -3,6467 -3,4389 -3,2875 -3,1999 -3,1680 -3,1701 -3,1792 -3,1725 -3,1348 -3,0591 -2,9500 -2,8216 -2,6864 -2,5477 -2,3985 -2,2261 -2,0177 -1,7660 -1,4776 -1,1772 -0,9030 -0,6945 -0,5810 -0,5717 -0,6466 -0,7584 -0,8529 -0,8968 -0,8834 -0,8199 -0,7209 -0,6118 -0,5214 -0,4624 -0,4236 -0,3776 -0,2918 -0,1386 0,0934 0,3902 0,7123 1,0005 1,1911 1,2372 1,1207 0,8581 0,5030 0,1348 -0,1707 -0,3731 -0,4815 -0,5457 -0,6256 -0,7588 -0,9552 -1,2048 -1,4785 -1,7271 -1,8946 -1,9434 -1,8719 -1,7127 -1,5130 -1,3134 -1,1368 -0,9852 -0,8459 -0,7051 -0,5563 -0,3962 -0,2174 -0,0159 0,1945 0,3852 0,5372 0,6548 0,7530 0,8411 0,9200 0,9852 1,0249 1,0226 0,9696 0,8738 0,7551 0,6368 0,5357 0,4554 0,3923 0,3559 0,3710 0,4575 0,6126 0,8155 1,0389 1,2582 1,4553 1,6183 1,7405 1,8146 1,8283 1,7715 1,6512 1,4944 1,3377 1,2127 1,1411 1,1352 1,1952 1,3083 1,4500 1,5863 1,6846 1,7357 1,7555 1,7620 1,7625 1,7613 1,7625 1,7640 1,7519 1,7060 1,6098 1,4616 1,2768 1,0790 0,8882 0,7148 0,5571 0,4041 0,2433 0,0681 -0,1200 -0,3089 -0,4766 -0,5934 -0,6287 -0,5656 -0,4180 -0,2298 -0,0535 0,0742 0,1465 0,1897 0,2541 0,3943 0,6439 0,9919 1,3805 1,7343 1,9978 2,1477 2,1839 2,1236 1,9971 1,8372 1,6685 1,5118 1,3939 1,3387 1,3481 1,4002 1,4653 1,5197 1,5492 1,5519 1,5501 1,5906 1,7124 1,9132 2,1490 2,3561 2,4776 2,4904 2,4213 2,3367 2,3091 2,3782 2,5279 2,6979 2,8152 2,8166 2,6643 2,3725 2,0141 1,6827 1,4508 1,3578 1,4116 1,5946 1,8737 2,2078 2,5551 2,8807 3,1591 3,3745 3,5309 3,6510 3,7587 3,8691 3,9906 4,1234 4,2558 4,3646 4,4201 4,3975 4,2877 4,0946 3,8253 3,4831 3,0702 2,5955 2,0702 1,5029 0,9129 0,3469 -0,1347 -0,4887 -0,7024 -0,7877 -0,7722 -0,6956 -0,6040 -0,5358 -0,5120 -0,5331 -0,5864 -0,6644 -0,7809 -0,9630 -1,2246 -1,5443 -1,8697 -2,1460 -2,3359 -2,4180 -2,3899 -2,2789 -2,1390 -2,0254 -1,9738 -1,9990 -2,0933 -2,2134 -2,2863 -2,2456 -2,0579 -1,7270 -1,2952 -0,8323 -0,4019 -0,0332 0,2715 0,5078 0,6614 0,7268 0,7144 0,6415 0,5277 0,4003 0,2923 0,2196 0,1597 0,0646 -0,1013 -0,3335 -0,5871 -0,8001 -0,9344 -1,0040 -1,0612 -1,1612 -1,3387 -1,6039 -1,9365 -2,2799 -2,5589 -2,7173 -2,7469 -2,6895 -2,6184 -2,6100 -2,7110 -2,9164 -3,1876 -3,4894 -3,7914 -4,0637 -4,2990 -4,5184 -4,7431 -4,9791 -5,2261 -5,4815 -5,7253 -5,9066 -5,9672 -5,8970 -5,7555 -5,6377 -5,6343 -5,8146 -6,2004 -6,7419 -7,3362 -7,8793 -8,3113 -8,6278 -8,8550 -9,0157 -9,1299 -9,2351 -9,3816 -9,6011 -9,8834 -10,1860 -10,4628 -10,6836 -10,8354 -10,9175 -10,9466 -10,9643 -11,0285 -11,1777 -11,3997 -11,6395 -11,8310 -11,9239 -11,9034 -11,7950 -11,6488 -11,5090 -11,3803 -11,2223 -10,9853 -10,6493 -10,2262 -9,7421 -9,2294 -8,7382 -8,3385 -8,0965 -8,0335 -8,1001 -8,2063 -8,2872
Fz    -1,6760 -1,6943 -1,6562 -1,5668 -1,4404 -1,2945 -1,1485 -1,0161 -0,8941 -0,7676 -0,6272 -0,4778 -0,3292 -0,1815 -0,0231 0,1549 0,3436 0,5225 0,6743 0,7921 0,8817 0,9609 1,0489 1,1516 1,2574 1,3445 1,3912 1,3818 1,3085 1,1702 0,9753 0,7441 0,5024 0,2741 0,0803 -0,0629 -0,1476 -0,1779 -0,1733 -0,1643 -0,1724 -0,1946 -0,2090 -0,1964 -0,1566 -0,1069 -0,0704 -0,0664 -0,1026 -0,1658 -0,2260 -0,2584 -0,2631 -0,2600 -0,2664 -0,2861 -0,3190 -0,3701 -0,4427 -0,5267 -0,5938 -0,6068 -0,5373 -0,3790 -0,1494 0,1182 0,3831 0,6046 0,7502 0,8067 0,7813 0,6894 0,5507 0,3972 0,2766 0,2370 0,3087 0,4964 0,7789 1,1122 1,4453 1,7456 2,0118 2,2643 2,5211 2,7786 3,0098 3,1878 3,3065 3,3750 3,4016 3,3887 3,3367 3,2450 3,1073 2,9108 2,6454 2,3204 1,9665 1,6195 1,3065 1,0424 0,8285 0,6588 0,5319 0,4527 0,4298 0,4647 0,5414 0,6308 0,7093 0,7631 0,7832 0,7705 0,7433 0,7343 0,7808 0,9160 1,1574 1,4975 1,9109 2,3701 2,8525 3,3362 3,7984 4,2180 4,5835 4,8988 5,1814 5,4493 5,7102 5,9602 6,1833 6,3502 6,4190 6,3479 6,1178 5,7458 5,2769 4,7656 4,2655 3,8259 3,4826 3,2457 3,0977 3,0081 2,9516 2,9150 2,8904 2,8671 2,8353 2,7971 2,7654 2,7525 2,7621 2,7896 2,8267 2,8626 2,8854 2,8840 2,8498 2,7784 2,6710 2,5357 2,3782 2,1867 1,9350 1,6080 1,2194 0,8041 0,4028 0,0513 -0,2324 -0,4580 -0,6553 -0,8505 -1,0454 -1,2163 -1,3347 -1,3890 -1,3893 -1,3589 -1,3222 -1,2975 -1,2986 -1,3409 -1,4393 -1,5988 -1,8120 -2,0582 -2,3012 -2,4954 -2,6034 -2,6098 -2,5279 -2,3996 -2,2830 -2,2296 -2,2675 -2,3949 -2,5798 -2,7766 -2,9540 -3,1077 -3,2502 -3,3981 -3,5621 -3,7376 -3,9008 -4,0193 -4,0675 -4,0358 -3,9302 -3,7658 -3,5576 -3,3236 -3,0937 -2,9048 -2,7825 -2,7241 -2,6998 -2,6698 -2,6074 -2,5047 -2,3693 -2,2234 -2,0983 -2,0223 -2,0123 -2,0687 -2,1704 -2,2833 -2,3806 -2,4524 -2,5042 -2,5543 -2,6279 -2,7441 -2,9012 -3,0759 -3,2386 -3,3700 -3,4679 -3,5457 -3,6215 -3,7047 -3,7960 -3,8942 -3,9922 -4,0717 -4,1095 -4,0920 -4,0238 -3,9240 -3,8138 -3,7062 -3,6073 -3,5208 -3,4479 -3,3844 -3,3251 -3,2690 -3,2149 -3,1572 -3,0913 -3,0138 -2,9179 -2,7934 -2,6326 -2,4320 -2,1942 -1,9281 -1,6506 -1,3873 -1,1678 -1,0170 -0,9487 -0,9598 -1,0255 -1,1036 -1,1540 -1,1592 -1,1220 -1,0494 -0,9472 -0,8255 -0,6981 -0,5733 -0,4497 -0,3174 -0,1600 0,0412 0,2978 0,6029 0,9261 1,2182 1,4268 1,5139 1,4665 1,2983 1,0495 0,7795 0,5502 0,4035 0,3458 0,3481 0,3644 0,3553 0,2956 0,1727 -0,0061 -0,2050 -0,3694 -0,4488 -0,4195 -0,2931 -0,1074 0,0910 0,2660 0,4032 0,5077 0,5921 0,6675 0,7466 0,8476 0,9865 1,1610 1,3531 1,5495 1,7523 1,9660 2,1826 2,3818 2,5426 2,6481 2,6888 2,6709 2,6135 2,5360 2,4500 2,3593 2,2621 2,1628 2,0834 2,0567 2,1042 2,2251 2,4037 2,6202 2,8561 3,0937 3,3138 3,4957 3,6166 3,6537 3,5978 3,4695 3,3173 3,1968 3,1481 3,1864 3,3058 3,4850 3,6926 3,8926 4,0487 4,1368 4,1601 4,1430 4,1039 4,0429 3,9545 3,8374 3,6901 3,5053 3,2771 3,0125 2,7348 2,4723 2,2433 2,0484 1,8744 1,7045 1,5263 1,3350 1,1387 0,9584 0,8217 0,7525 0,7654 0,8671 1,0520 1,2933 1,5439 1,7562 1,9031 1,9875 2,0417 2,1153 2,2527 2,4710 2,7518 3,0500 3,3153 3,5108 3,6192 3,6422 3,5981 3,5154 3,4183 3,3172 3,2168 3,1278 3,0614 3,0201 3,0010 3,0021 3,0237 3,0636 3,1167 3,1852 3,2845 3,4255 3,5940 3,7538 3,8634 3,8886 3,8150 3,6608 3,4754 3,3174 3,2238 3,1929 3,1911 3,1740 3,1031 2,9604 2,7632 2,5615 2,4106 2,3479 2,3879 2,5243 2,7354 2,9931 3,2703 3,5459 3,8063 4,0399 4,2363 4,3966 4,5347 4,6615 4,7793 4,8890 4,9922 5,0833 5,1451 5,1521 5,0820 4,9246 4,6815 4,3597 3,9706 3,5299 3,0559 2,5614 2,0531 1,5456 1,0735 0,6817 0,4058 0,2606 0,2402 0,3197 0,4580 0,6095 0,7414 0,8423 0,9136 0,9559 0,9554 0,8826 0,7098 0,4348 0,0902 -0,2716 -0,6036 -0,8768 -1,0767 -1,2040 -1,2783 -1,3341 -1,4011 -1,4905 -1,5999 -1,7193 -1,8238 -1,8737 -1,8328 -1,6854 -1,4412 -1,1335 -0,8073 -0,4972 -0,2127 0,0553 0,3143 0,5587 0,7719 0,9295 1,0065 0,9930 0,9042 0,7742 0,6333 0,4903 0,3381 0,1752 0,0203 -0,0909 -0,1249 -0,0757 0,0258 0,1307 0,1975 0,2007 0,1276 -0,0158 -0,1965 -0,3653 -0,4826 -0,5423 -0,5744 -0,6242 -0,7252 -0,8861 -1,0935 -1,3281 -1,5768 -1,8249 -2,0531 -2,2547 -2,4418 -2,6320 -2,8422 -3,0889 -3,3811 -3,7073 -4,0285 -4,2949 -4,4804 -4,5993 -4,6915 -4,8087 -5,0032 -5,3033 -5,6907 -6,1108 -6,5031 -6,8292 -7,0840 -7,2851 -7,4523 -7,6003 -7,7493 -7,9247 -8,1395 -8,3825 -8,6282 -8,8544 -9,0514 -9,2211 -9,3747 -9,5351 -9,7360 -10,0050 -10,3355 -10,6831 -10,9901 -11,2068 -11,3053 -11,2883 -11,1855 -11,0390 -10,8870 -10,7445 -10,5962 -10,4160 -10,1885 -9,9136 -9,6010 -9,2675 -8,9425 -8,6712 -8,4951 -8,4249 -8,4295 -8,4560 -8,4658
F3    -1,8745 -1,8505 -1,7719 -1,6592 -1,5315 -1,4009 -1,2755 -1,1569 -1,0328 -0,8821 -0,6948 -0,4780 -0,2431 0,0027 0,2496 0,4778 0,6605 0,7790 0,8348 0,8471 0,8438 0,8562 0,9071 0,9948 1,0919 1,1615 1,1758 1,1246 1,0132 0,8546 0,6669 0,4713 0,2855 0,1201 -0,0153 -0,1090 -0,1532 -0,1542 -0,1343 -0,1186 -0,1136 -0,1004 -0,0543 0,0309 0,1378 0,2355 0,2925 0,2902 0,2360 0,1629 0,1113 0,1016 0,1197 0,1300 0,1035 0,0341 -0,0684 -0,1909 -0,3178 -0,4237 -0,4724 -0,4254 -0,2595 0,0198 0,3778 0,7600 1,1043 1,3537 1,4722 1,4549 1,3211 1,0994 0,8239 0,5417 0,3161 0,2106 0,2652 0,4839 0,8363 1,2683 1,7190 2,1414 2,5112 2,8161 3,0405 3,1687 3,2025 3,1751 3,1370 3,1239 3,1421 3,1775 3,2112 3,2243 3,1933 3,0884 2,8863 2,5884 2,2265 1,8515 1,5185 1,2701 1,1206 1,0570 1,0533 1,0786 1,1037 1,1074 1,0809 1,0280 0,9603 0,8839 0,7976 0,7055 0,6264 0,5890 0,6244 0,7606 1,0112 1,3672 1,8046 2,2992 2,8304 3,3726 3,8936 4,3630 4,7673 5,1163 5,4324 5,7306 6,0074 6,2467 6,4263 6,5207 6,5064 6,3698 6,1148 5,7652 5,3541 4,9127 4,4722 4,0729 3,7596 3,5597 3,4707 3,4698 3,5269 3,6128 3,7035 3,7817 3,8394 3,8744 3,8850 3,8713 3,8423 3,8085 3,7673 3,7035 3,6071 3,4856 3,3573 3,2375 3,1324 3,0426 2,9624 2,8710 2,7326 2,5155 2,2112 1,8351 1,4199 1,0084 0,6375 0,3175 0,0315 -0,2409 -0,5000 -0,7260 -0,8965 -1,0033 -1,0552 -1,0728 -1,0768 -1,0811 -1,0995 -1,1517 -1,2553 -1,4131 -1,6105 -1,8227 -2,0153 -2,1464 -2,1818 -2,1130 -1,9663 -1,7963 -1,6641 -1,6142 -1,6611 -1,7867 -1,9433 -2,0769 -2,1632 -2,2191 -2,2839 -2,3958 -2,5762 -2,8147 -3,0681 -3,2779 -3,3968 -3,4071 -3,3217 -3,1699 -2,9796 -2,7752 -2,5878 -2,4555 -2,4033 -2,4243 -2,4818 -2,5309 -2,5406 -2,4986 -2,4087 -2,2915 -2,1812 -2,1112 -2,0994 -2,1399 -2,2034 -2,2579 -2,2933 -2,3210 -2,3574 -2,4162 -2,5086 -2,6347 -2,7774 -2,9103 -3,0151 -3,0905 -3,1501 -3,2147 -3,3020 -3,4149 -3,5439 -3,6761 -3,7946 -3,8721 -3,8775 -3,7946 -3,6359 -3,4378 -3,2395 -3,0658 -2,9271 -2,8273 -2,7639 -2,7225 -2,6798 -2,6137 -2,5092 -2,3593 -2,1687 -1,9509 -1,7200 -1,4867 -1,2596 -1,0463 -0,8519 -0,6768 -0,5177 -0,3737 -0,2522 -0,1675 -0,1345 -0,1602 -0,2329 -0,3190 -0,3814 -0,4024 -0,3822 -0,3220 -0,2216 -0,0944 0,0319 0,1349 0,2151 0,2937 0,3996 0,5572 0,7747 1,0371 1,3102 1,5513 1,7195 1,7840 1,7297 1,5599 1,3017 1,0058 0,7342 0,5349 0,4198 0,3626 0,3189 0,2495 0,1311 -0,0432 -0,2605 -0,4858 -0,6703 -0,7725 -0,7780 -0,7036 -0,5808 -0,4358 -0,2830 -0,1255 0,0414 0,2230 0,4198 0,6303 0,8540 1,0868 1,3165 1,5280 1,7157 1,8834 2,0342 2,1627 2,2595 2,3177 2,3341 2,3087 2,2490 2,1730 2,1027 2,0567 2,0408 2,0402 2,0289 1,9970 1,9635 1,9598 2,0087 2,1189 2,2868 2,4983 2,7325 2,9688 3,1902 3,3757 3,4974 3,5339 3,4911 3,4035 3,3154 3,2601 3,2545 3,3019 3,3933 3,5091 3,6227 3,7060 3,7416 3,7370 3,7157 3,6928 3,6665 3,6323 3,5913 3,5411 3,4680 3,3554 3,1990 3,0120 2,8163 2,6299 2,4607 2,3078 2,1648 2,0198 1,8577 1,6670 1,4493 1,2261 1,0346 0,9175 0,9126 1,0373 1,2699 1,5515 1,8148 2,0151 2,1424 2,2210 2,3019 2,4412 2,6721 2,9853 3,3313 3,6453 3,8775 4,0051 4,0277 3,9590 3,8266 3,6670 3,5164 3,4034 3,3452 3,3454 3,3933 3,4697 3,5507 3,6135 3,6428 3,6386 3,6220 3,6285 3,6834 3,7805 3,8886 3,9719 4,0034 3,9755 3,9086 3,8446 3,8244 3,8606 3,9264 3,9720 3,9536 3,8497 3,6618 3,4202 3,1825 3,0106 2,9445 2,9956 3,1515 3,3858 3,6682 3,9682 4,2593 4,5239 4,7506 4,9330 5,0781 5,2055 5,3309 5,4592 5,5899 5,7159 5,8172 5,8593 5,8040 5,6285 5,3355 4,9462 4,4883 3,9919 3,4848 2,9836 2,4890 1,9966 1,5193 1,0966 0,7722 0,5653 0,4671 0,4570 0,5130 0,6133 0,7365 0,8649 0,9839 1,0771 1,1287 1,1263 1,0575 0,9104 0,6849 0,4051 0,1117 -0,1602 -0,3925 -0,5766 -0,7090 -0,7965 -0,8582 -0,9183 -0,9977 -1,1110 -1,2585 -1,4128 -1,5237 -1,5429 -1,4440 -1,2257 -0,9110 -0,5424 -0,1634 0,2008 0,5444 0,8612 1,1322 1,3347 1,4567 1,4994 1,4690 1,3745 1,2326 1,0618 0,8672 0,6404 0,3791 0,1047 -0,1369 -0,2930 -0,3364 -0,2863 -0,1952 -0,1168 -0,0883 -0,1284 -0,2344 -0,3761 -0,5059 -0,5853 -0,6051 -0,5880 -0,5767 -0,6198 -0,7508 -0,9692 -1,2496 -1,5667 -1,8951 -2,2048 -2,4823 -2,7425 -3,0098 -3,3000 -3,6196 -3,9609 -4,2929 -4,5608 -4,7119 -4,7369 -4,6804 -4,6106 -4,5915 -4,6725 -4,8736 -5,1729 -5,5184 -5,8566 -6,1560 -6,4160 -6,6508 -6,8675 -7,0692 -7,2742 -7,5102 -7,7861 -8,0798 -8,3579 -8,6020 -8,8128 -8,9970 -9,1601 -9,3080 -9,4530 -9,6139 -9,8034 -10,0123 -10,2130 -10,3754 -10,4781 -10,5166 -10,5036 -10,4577 -10,3882 -10,2802 -10,0980 -9,8128 -9,4259 -8,9699 -8,4940 -8,0473 -7,6738 -7,4092 -7,2726 -7,2536 -7,3092 -7,3858 -7,4552
F7    -1,9275 -1,9057 -1,8272 -1,6991 -1,5385 -1,3672 -1,2055 -1,0593 -0,9143 -0,7522 -0,5741 -0,3979 -0,2361 -0,0840 0,0708 0,2342 0,3995 0,5501 0,6678 0,7429 0,7832 0,8112 0,8494 0,9036 0,9600 0,9945 0,9881 0,9381 0,8575 0,7638 0,6714 0,5888 0,5172 0,4519 0,3863 0,3182 0,2548 0,2052 0,1677 0,1307 0,0893 0,0535 0,0358 0,0373 0,0476 0,0527 0,0411 0,0101 -0,0291 -0,0565 -0,0550 -0,0221 0,0261 0,0624 0,0631 0,0188 -0,0649 -0,1713 -0,2769 -0,3533 -0,3709 -0,3078 -0,1591 0,0603 0,3163 0,5612 0,7434 0,8239 0,7904 0,6615 0,4703 0,2446 0,0028 -0,2312 -0,4179 -0,5166 -0,5066 -0,3881 -0,1720 0,1194 0,4509 0,7903 1,1204 1,4323 1,7144 1,9503 2,1268 2,2477 2,3358 2,4139 2,4850 2,5360 2,5551 2,5349 2,4634 2,3197 2,0822 1,7466 1,3384 0,9047 0,4954 0,1484 -0,1184 -0,3052 -0,4216 -0,4824 -0,5073 -0,5187 -0,5350 -0,5603 -0,5779 -0,5659 -0,5150 -0,4279 -0,3076 -0,1512 0,0502 0,3102 0,6363 1,0207 1,4467 1,9034 2,3833 2,8727 3,3501 3,7931 4,1855 4,5233 4,8142 5,0702 5,3004 5,5075 5,6837 5,8094 5,8579 5,8096 5,6666 5,4509 5,1886 4,8955 4,5823 4,2699 3,9925 3,7835 3,6582 3,6095 3,6189 3,6671 3,7308 3,7814 3,7978 3,7814 3,7511 3,7268 3,7184 3,7239 3,7260 3,6987 3,6300 3,5374 3,4572 3,4212 3,4392 3,4971 3,5627 3,5894 3,5280 3,3514 3,0696 2,7205 2,3521 2,0141 1,7447 1,5526 1,4119 1,2804 1,1250 0,9365 0,7301 0,5376 0,3913 0,3082 0,2842 0,2977 0,3138 0,2959 0,2234 0,1017 -0,0458 -0,1895 -0,2954 -0,3294 -0,2729 -0,1338 0,0533 0,2354 0,3583 0,3891 0,3254 0,1935 0,0399 -0,0912 -0,1873 -0,2696 -0,3717 -0,5217 -0,7315 -0,9874 -1,2499 -1,4692 -1,6096 -1,6646 -1,6549 -1,6081 -1,5408 -1,4608 -1,3837 -1,3350 -1,3347 -1,3828 -1,4596 -1,5384 -1,5990 -1,6338 -1,6485 -1,6657 -1,7193 -1,8363 -2,0250 -2,2686 -2,5243 -2,7403 -2,8829 -2,9483 -2,9579 -2,9495 -2,9625 -3,0162 -3,0990 -3,1799 -3,2323 -3,2506 -3,2506 -3,2584 -3,2943 -3,3571 -3,4290 -3,4935 -3,5382 -3,5465 -3,4999 -3,3897 -3,2260 -3,0337 -2,8408 -2,6694 -2,5349 -2,4487 -2,4148 -2,4262 -2,4660 -2,5111 -2,5344 -2,5114 -2,4329 -2,3080 -2,1543 -1,9877 -1,8157 -1,6382 -1,4495 -1,2398 -1,0013 -0,7432 -0,4997 -0,3155 -0,2284 -0,2547 -0,3742 -0,5282 -0,6498 -0,7032 -0,6891 -0,6235 -0,5265 -0,4272 -0,3604 -0,3473 -0,3802 -0,4300 -0,4667 -0,4730 -0,4477 -0,4018 -0,3497 -0,3038 -0,2788 -0,2924 -0,3614 -0,4954 -0,6867 -0,9010 -1,0905 -1,2239 -1,3061 -1,3706 -1,4540 -1,5744 -1,7314 -1,9194 -2,1282 -2,3367 -2,5143 -2,6336 -2,6861 -2,6885 -2,6705 -2,6527 -2,6361 -2,6061 -2,5474 -2,4567 -2,3407 -2,2026 -2,0330 -1,8169 -1,5523 -1,2565 -0,9531 -0,6638 -0,4137 -0,2289 -0,1210 -0,0845 -0,1099 -0,1878 -0,2998 -0,4180 -0,5199 -0,5978 -0,6603 -0,7300 -0,8275 -0,9476 -1,0581 -1,1245 -1,1286 -1,0670 -0,9469 -0,7814 -0,5832 -0,3613 -0,1253 0,1022 0,2867 0,4029 0,4529 0,4595 0,4471 0,4331 0,4289 0,4440 0,4855 0,5534 0,6357 0,7064 0,7404 0,7344 0,7027 0,6521 0,5785 0,4887 0,4045 0,3415 0,2932 0,2395 0,1644 0,0636 -0,0595 -0,2011 -0,3547 -0,5045 -0,6346 -0,7446 -0,8520 -0,9771 -1,1228 -1,2687 -1,3822 -1,4322 -1,3975 -1,2762 -1,0923 -0,8875 -0,7024 -0,5635 -0,4767 -0,4208 -0,3528 -0,2327 -0,0444 0,2007 0,4700 0,7191 0,9057 0,9978 0,9776 0,8511 0,6598 0,4674 0,3304 0,2814 0,3301 0,4612 0,6395 0,8252 0,9829 1,0806 1,0980 1,0402 0,9406 0,8444 0,7843 0,7698 0,7943 0,8421 0,8891 0,9108 0,8994 0,8740 0,8718 0,9256 1,0421 1,1976 1,3546 1,4762 1,5308 1,5079 1,4307 1,3410 1,2750 1,2583 1,3041 1,4077 1,5496 1,7081 1,8666 2,0161 2,1548 2,2863 2,4203 2,5648 2,7132 2,8502 2,9726 3,0881 3,1943 3,2649 3,2595 3,1473 2,9219 2,5991 2,2086 1,7885 1,3690 0,9563 0,5377 0,1059 -0,3172 -0,6815 -0,9406 -1,0811 -1,1190 -1,0773 -0,9816 -0,8675 -0,7758 -0,7345 -0,7511 -0,8218 -0,9405 -1,1046 -1,3190 -1,5925 -1,9223 -2,2777 -2,6068 -2,8698 -3,0537 -3,1531 -3,1638 -3,1021 -3,0061 -2,9116 -2,8358 -2,7824 -2,7457 -2,7047 -2,6277 -2,4888 -2,2700 -1,9569 -1,5570 -1,1148 -0,6959 -0,3505 -0,0960 0,0654 0,1248 0,0710 -0,0877 -0,3138 -0,5550 -0,7685 -0,9330 -1,0494 -1,1443 -1,2630 -1,4373 -1,6568 -1,8702 -2,0128 -2,0502 -2,0074 -1,9483 -1,9291 -1,9815 -2,1236 -2,3559 -2,6485 -2,9528 -3,2287 -3,4595 -3,6453 -3,7936 -3,9273 -4,0804 -4,2647 -4,4702 -4,7010 -4,9651 -5,2459 -5,5182 -5,7673 -5,9871 -6,1870 -6,3899 -6,6064 -6,8110 -6,9401 -6,9304 -6,7765 -6,5438 -6,3345 -6,2485 -6,3483 -6,6305 -7,0305 -7,4542 -7,8176 -8,0865 -8,2887 -8,4704 -8,6437 -8,7975 -8,9515 -9,1606 -9,4567 -9,8103 -10,1660 -10,4874 -10,7546 -10,9426 -11,0327 -11,0399 -11,0158 -11,0177 -11,0713 -11,1617 -11,2555 -11,3269 -11,3705 -11,3957 -11,4032 -11,3781 -11,3044 -11,1642 -10,9353 -10,6160 -10,2427 -9,8727 -9,5419 -9,2458 -8,9748 -8,7467 -8,5935 -8,5272 -8,5241 -8,5396 -8,5459
