Fp1   -1,4896 -1,7739 -2,0351 -2,2247 -2,3262 -2,3501 -2,3171 -2,2378 -2,1062 -1,9145 -1,6774 -1,4358 -1,2284 -1,0574 -0,8886 -0,6781 -0,3945 -0,0308 0,3897 0,8160 1,1763 1,3883 1,3841 1,1488 0,7430 0,2871 -0,0908 -0,3125 -0,3756 -0,3352 -0,2580 -0,1801 -0,0932 0,0325 0,2105 0,4269 0,6544 0,8740 1,0871 1,3048 1,5261 1,7347 1,9127 2,0424 2,1027 2,0777 1,9682 1,7861 1,5345 1,2027 0,7859 0,3086 -0,1633 -0,5251 -0,6633 -0,5058 -0,0621 0,5735 1,2592 1,8571 2,2692 2,4489 2,4036 2,1933 1,9124 1,6583 1,5018 1,4735 1,5663 1,7550 2,0132 2,3173 2,6453 2,9767 3,2913 3,5708 3,7973 3,9530 4,0261 4,0139 3,9230 3,7822 3,6451 3,5633 3,5600 3,6343 3,7763 3,9685 4,1807 4,3737 4,5095 4,5635 4,5271 4,3943 4,1508 3,7760 3,2629 2,6435 1,9923 1,3977 0,9238 0,5922 0,3860 0,2605 0,1568 0,0274 -0,1409 -0,3221 -0,4658 -0,5255 -0,4926 -0,4054 -0,3228 -0,2890 -0,3175 -0,3968 -0,5070 -0,6313 -0,7514 -0,8421 -0,8807 -0,8507 -0,7361 -0,5318 -0,2638 0,0101 0,2240 0,3384 0,3634 0,3499 0,3569 0,4237 0,5650 0,7793 1,0557 1,3748 1,7041 1,9951 2,1971 2,2895 2,3034 2,3047 2,3541 2,4870 2,7089 2,9850 3,2472 3,4346 3,5292 3,5520 3,5331 3,4874 3,4139 3,3177 3,2197 3,1409 3,0836 3,0333 2,9781 2,9349 2,9549 3,0982 3,3998 3,8533 4,4172 5,0342 5,6497 6,2207 6,7158 7,1182 7,4278 7,6506 7,7885 7,8403 7,8006 7,6545 7,3894 7,0182 6,5851 6,1450 5,7407 5,3984 5,1365 4,9640 4,8638 4,7858 4,6672 4,4719 4,2115 3,9292 3,6641 3,4308 3,2201 3,0192 2,8373 2,7087 2,6703 2,7343 2,8741 3,0308 3,1418 3,1752 3,1393 3,0589 2,9492 2,8064 2,6139 2,3572 2,0356 1,6689 1,2974 0,9762 0,7588 0,6721 0,7042 0,8215 0,9982 1,2216 1,4749 1,7260 1,9318 2,0534 2,0760 2,0228 1,9470 1,8927 1,8560 1,7942 1,6708 1,4805 1,2401 0,9734 0,7075 0,4767 0,3163 0,2416 0,2365 0,2693 0,3158 0,3665 0,4249 0,5119 0,6608 0,8976 1,2179 1,5738 1,8806 2,0547 2,0640 1,9467 1,7893 1,6877 1,7135 1,8991 2,2387 2,6960 3,2201 3,7635 4,2915 4,7769 5,1896 5,4862 5,6086 5,5062 5,1754 4,6803 4,1302 3,6240 3,2089 2,8839 2,6297 2,4338 2,3019 2,2644 2,3765 2,6903 3,2043 3,8434 4,4956 5,0682 5,5042 5,7626 5,8048 5,6115 5,2011 4,6232 3,9357 3,1919 2,4416 1,7344 1,1150 0,6188 0,2729 0,1011 0,1193 0,3228 0,6849 1,1669 1,7139 2,2317 2,5976 2,7120 2,5369 2,0973 1,4743 0,7970 0,2054 -0,2084 -0,4321 -0,5097 -0,4958 -0,4256 -0,3060 -0,1214 0,1482 0,4983 0,8851 1,2453 1,5326 1,7368 1,8744 1,9623 1,9968 1,9599 1,8468 1,6842 1,5205 1,4011 1,3479 1,3587 1,4203 1,5218 1,6609 1,8370 2,0407 2,2556 2,4720 2,6892 2,9000 3,0769 3,1730 3,1383 2,9450 2,6089 2,1927 1,7833 1,4494 1,2144 1,0671 0,9951 1,0043 1,1134 1,3296 1,6253 1,9422 2,2221 2,4270 2,5304 2,5140 2,3954 2,2459 2,1622 2,2106 2,3968 2,6757 2,9809 3,2471 3,4314 3,5331 3,5876 3,6276 3,6452 3,5902 3,4109 3,1024 2,7217 2,3613 2,1078 2,0137 2,0884 2,2989 2,5743 2,8190 2,9440 2,9044 2,7113 2,4126 2,0658 1,7215 1,4131 1,1496 0,9184 0,6982 0,4760 0,2582 0,0698 -0,0601 -0,1154 -0,1085 -0,0816 -0,0839 -0,1389 -0,2317 -0,3222 -0,3673 -0,3381 -0,2284 -0,0570 0,1421 0,3405 0,5272 0,6990 0,8462 0,9497 0,9916 0,9655 0,8804 0,7614 0,6467 0,5765 0,5760 0,6433 0,7601 0,9214 1,1399 1,4180 1,7208 1,9766 2,0945 1,9992 1,6769 1,1974 0,6846 0,2544 -0,0295 -0,1599 -0,1668 -0,1008 -0,0217 0,0223 0,0232 0,0184 0,0655 0,2059 0,4298 0,6678 0,8209 0,8056 0,5908 0,2187 -0,2053 -0,5527 -0,7239 -0,6819 -0,4544 -0,1125 0,2559 0,5777 0,8173 0,9705 1,0341 0,9937 0,8434 0,6078 0,3366 0,0823 -0,1110 -0,2085 -0,1900 -0,0615 0,1396 0,3565 0,5365 0,6424 0,6459 0,5251 0,2787 -0,0609 -0,4390 -0,8086 -1,1584 -1,5151 -1,9183 -2,3799 -2,8660 -3,3107 -3,6434 -3,8064 -3,7648 -3,5166 -3,0957 -2,5571 -1,9626 -1,3845 -0,9063 -0,5959 -0,4784 -0,5328 -0,7068 -0,9437 -1,2086 -1,4930 -1,7984 -2,1190 -2,4314 -2,6916 -2,8438 -2,8405 -2,6636 -2,3309 -1,8782 -1,3326 -0,7096 -0,0346 0,6332 1,1990 1,5649 1,6804 1,5655 1,2895 0,9333 0,5657 0,2359 -0,0257 -0,2054 -0,3044 -0,3384 -0,3391 -0,3527 -0,4231 -0,5601 -0,7263 -0,8613 -0,9197 -0,8879 -0,7781 -0,6237 -0,4802 -0,4113 -0,4609 -0,6325 -0,8902 -1,1784 -1,4505 -1,6916 -1,9065 -2,0894 -2,2155 -2,2627 -2,2370 -2,1786 -2,1424 -2,1685 -2,2623 -2,3962 -2,5314 -2,6471 -2,7559 -2,8938 -3,0948 -3,3723 -3,7127 -4,0786 -4,4216 -4,7043 -4,9153 -5,0610 -5,1421 -5,1371 -5,0081 -4,7321 -4,3397 -3,9196 -3,5747 -3,3723 -3,3249 -3,4002 -3,5407 -3,6842 -3,7831 -3,8212 -3,8113 -3,7740 -3,7093 -3,5945 -3,4105 -3,1605 -2,8587 -2,5126 -2,1261 -1,7192 -1,3439 -1,0771 -0,9832 -1,0651 -1,2475 -1,4221 -1,5214 -1,5463 -1,5285
Fz    -1,7668 -2,0121 -2,2858 -2,5481 -2,7636 -2,9034 -2,9489 -2,8933 -2,7386 -2,4925 -2,1697 -1,7958 -1,4034 -1,0191 -0,6555 -0,3144 0,0064 0,3070 0,5806 0,8141 0,9886 1,0785 1,0564 0,9142 0,6810 0,4198 0,1992 0,0637 0,0233 0,0650 0,1660 0,3036 0,4650 0,6463 0,8425 1,0421 1,2325 1,4053 1,5551 1,6734 1,7479 1,7726 1,7555 1,7116 1,6552 1,5971 1,5442 1,4997 1,4635 1,4338 1,4093 1,3916 1,3949 1,4521 1,5970 1,8314 2,1099 2,3580 2,5050 2,5115 2,3811 2,1559 1,9022 1,6968 1,6098 1,6830 1,9163 2,2703 2,6818 3,0875 3,4383 3,7048 3,8838 4,0007 4,0939 4,1977 4,3345 4,5140 4,7318 4,9680 5,1916 5,3772 5,5174 5,6166 5,6789 5,7065 5,7068 5,6925 5,6760 5,6599 5,6298 5,5639 5,4510 5,2924 5,0889 4,8290 4,4936 4,0749 3,5891 3,0714 2,5605 2,0899 1,6841 1,3548 1,0985 0,9005 0,7430 0,6129 0,5092 0,4413 0,4177 0,4384 0,4944 0,5663 0,6292 0,6647 0,6701 0,6597 0,6599 0,6977 0,7846 0,9099 1,0464 1,1638 1,2431 1,2826 1,2879 1,2613 1,2053 1,1327 1,0717 1,0648 1,1576 1,3818 1,7454 2,2337 2,8121 3,4266 4,0087 4,4966 4,8640 5,1256 5,3127 5,4469 5,5299 5,5443 5,4733 5,3230 5,1259 4,9229 4,7447 4,6035 4,4987 4,4309 4,4099 4,4472 4,5479 4,7075 4,9140 5,1557 5,4321 5,7591 6,1626 6,6621 7,2559 7,9188 8,6101 9,2786 9,8665 10,3203 10,6060 10,7168 10,6730 10,5139 10,2783 9,9871 9,6447 9,2588 8,8544 8,4685 8,1331 7,8642 7,6640 7,5222 7,4120 7,2913 7,1167 6,8609 6,5240 6,1326 5,7307 5,3697 5,0981 4,9497 4,9277 4,9983 5,1038 5,1871 5,2033 5,1182 4,9144 4,6079 4,2494 3,8986 3,5951 3,3461 3,1345 2,9342 2,7239 2,5003 2,2916 2,1537 2,1415 2,2738 2,5215 2,8303 3,1522 3,4546 3,7052 3,8618 3,8880 3,7775 3,5641 3,3123 3,0930 2,9516 2,8828 2,8319 2,7292 2,5350 2,2597 1,9504 1,6643 1,4500 1,3364 1,3246 1,3884 1,4914 1,6064 1,7184 1,8197 1,9102 2,0026 2,1198 2,2820 2,4969 2,7588 3,0514 3,3535 3,6471 3,9245 4,1903 4,4561 4,7284 4,9984 5,2418 5,4317 5,5539 5,6135 5,6232 5,5918 5,5245 5,4250 5,2969 5,1427 4,9650 4,7684 4,5598 4,3485 4,1482 3,9767 3,8498 3,7769 3,7663 3,8285 3,9647 4,1486 4,3263 4,4401 4,4559 4,3701 4,1934 3,9331 3,5936 3,1873 2,7434 2,3038 1,9068 1,5691 1,2826 1,0248 0,7747 0,5273 0,2976 0,1073 -0,0352 -0,1426 -0,2340 -0,3251 -0,4361 -0,5937 -0,8136 -1,0880 -1,3939 -1,7030 -1,9797 -2,1837 -2,2877 -2,2955 -2,2348 -2,1366 -2,0225 -1,9006 -1,7639 -1,5988 -1,4032 -1,1994 -1,0277 -0,9233 -0,8929 -0,9118 -0,9452 -0,9700 -0,9787 -0,9700 -0,9434 -0,8998 -0,8426 -0,7776 -0,7092 -0,6352 -0,5452 -0,4278 -0,2812 -0,1158 0,0511 0,2022 0,3253 0,4167 0,4795 0,5121 0,5023 0,4362 0,3112 0,1380 -0,0651 -0,2794 -0,4915 -0,6913 -0,8647 -0,9907 -1,0450 -1,0102 -0,8901 -0,7139 -0,5232 -0,3557 -0,2367 -0,1721 -0,1407 -0,1045 -0,0324 0,0803 0,2135 0,3430 0,4605 0,5725 0,6858 0,7927 0,8717 0,8990 0,8633 0,7708 0,6415 0,5015 0,3798 0,3014 0,2806 0,3194 0,4097 0,5307 0,6482 0,7202 0,7036 0,5651 0,2935 -0,0924 -0,5487 -1,0224 -1,4708 -1,8689 -2,2041 -2,4720 -2,6805 -2,8526 -3,0157 -3,1857 -3,3595 -3,5213 -3,6547 -3,7497 -3,8028 -3,8128 -3,7757 -3,6852 -3,5395 -3,3526 -3,1610 -3,0129 -2,9430 -2,9534 -3,0115 -3,0662 -3,0711 -3,0020 -2,8616 -2,6767 -2,4863 -2,3203 -2,1837 -2,0640 -1,9475 -1,8231 -1,6788 -1,5110 -1,3411 -1,2103 -1,1558 -1,1960 -1,3260 -1,5176 -1,7244 -1,9005 -2,0205 -2,0853 -2,1147 -2,1356 -2,1755 -2,2583 -2,3937 -2,5602 -2,7074 -2,7795 -2,7408 -2,5902 -2,3638 -2,1279 -1,9596 -1,9179 -2,0142 -2,2019 -2,3957 -2,5114 -2,5022 -2,3720 -2,1664 -1,9531 -1,8003 -1,7545 -1,8278 -1,9997 -2,2282 -2,4659 -2,6766 -2,8428 -2,9580 -3,0143 -3,0009 -2,9140 -2,7677 -2,5947 -2,4345 -2,3150 -2,2472 -2,2338 -2,2750 -2,3664 -2,4975 -2,6603 -2,8604 -3,1142 -3,4306 -3,7945 -4,1701 -4,5201 -4,8234 -5,0726 -5,2588 -5,3636 -5,3699 -5,2774 -5,1035 -4,8700 -4,5928 -4,2884 -3,9830 -3,7163 -3,5317 -3,4561 -3,4825 -3,5782 -3,7024 -3,8155 -3,8798 -3,8668 -3,7690 -3,6025 -3,3979 -3,1903 -3,0081 -2,8593 -2,7232 -2,5578 -2,3251 -2,0152 -1,6544 -1,2964 -1,0035 -0,8238 -0,7747 -0,8397 -0,9784 -1,1414 -1,2870 -1,3943 -1,4712 -1,5470 -1,6544 -1,8114 -2,0124 -2,2277 -2,4132 -2,5303 -2,5657 -2,5386 -2,4890 -2,4587 -2,4780 -2,5636 -2,7232 -2,9586 -3,2609 -3,6038 -3,9518 -4,2781 -4,5739 -4,8395 -5,0694 -5,2452 -5,3454 -5,3599 -5,2960 -5,1714 -5,0069 -4,8264 -4,6622 -4,5541 -4,5409 -4,6477 -4,8752 -5,1962 -5,5646 -5,9331 -6,2652 -6,5390 -6,7470 -6,8911 -6,9753 -7,0009 -6,9677 -6,8813 -6,7601 -6,6309 -6,5141 -6,4151 -6,3279 -6,2393 -6,1315 -5,9911 -5,8190 -5,6301 -5,4421 -5,2628 -5,0841 -4,8901 -4,6724 -4,4407 -4,2215 -4,0446 -3,9244 -3,8532 -3,8123 -3,7869 -3,7723 -3,7660 -3,7541 -3,7119 -3,6227 -3,4918 -3,3349
F3    -1,2399 -1,5258 -1,8593 -2,1949 -2,4829 -2,6752 -2,7382 -2,6627 -2,4617 -2,1614 -1,7959 -1,4082 -1,0374 -0,6992 -0,3862 -0,0874 0,1996 0,4677 0,7037 0,8937 1,0236 1,0735 1,0214 0,8633 0,6262 0,3603 0,1189 -0,0614 -0,1649 -0,1903 -0,1440 -0,0353 0,1332 0,3657 0,6559 0,9734 1,2684 1,4910 1,6090 1,6151 1,5305 1,4009 1,2774 1,1900 1,1419 1,1261 1,1389 1,1786 1,2414 1,3231 1,4181 1,5160 1,6095 1,7087 1,8367 2,0040 2,1856 2,3225 2,3496 2,2312 1,9788 1,6455 1,3066 1,0431 0,9251 0,9935 1,2509 1,6620 2,1614 2,6693 3,1114 3,4317 3,6021 3,6277 3,5470 3,4259 3,3385 3,3387 3,4402 3,6204 3,8430 4,0788 4,3113 4,5309 4,7256 4,8793 4,9814 5,0369 5,0610 5,0590 5,0145 4,9034 4,7184 4,4722 4,1819 3,8564 3,4953 3,0988 2,6757 2,2439 1,8258 1,4457 1,1240 0,8631 0,6453 0,4494 0,2669 0,1005 -0,0429 -0,1564 -0,2357 -0,2792 -0,2865 -0,2624 -0,2197 -0,1676 -0,0964 0,0223 0,2170 0,4931 0,8215 1,1460 1,4048 1,5514 1,5705 1,4835 1,3327 1,1553 0,9731 0,7960 0,6342 0,5167 0,4932 0,6139 0,9057 1,3662 1,9688 2,6624 3,3742 4,0289 4,5773 5,0046 5,3152 5,5127 5,5896 5,5327 5,3471 5,0740 4,7817 4,5333 4,3599 4,2591 4,2140 4,2151 4,2641 4,3628 4,5024 4,6651 4,8363 5,0183 5,2312 5,5047 5,8694 6,3467 6,9326 7,5867 8,2363 8,7964 9,2002 9,4215 9,4732 9,3845 9,1874 8,9170 8,6052 8,2702 7,9216 7,5770 7,2641 7,0046 6,7966 6,6150 6,4314 6,2312 6,0134 5,7789 5,5206 5,2279 4,9011 4,5576 4,2267 3,9450 3,7558 3,6954 3,7698 3,9441 4,1561 4,3391 4,4411 4,4387 4,3382 4,1605 3,9186 3,6130 3,2471 2,8393 2,4210 2,0252 1,6721 1,3681 1,1222 0,9655 0,9424 1,0756 1,3409 1,6782 2,0235 2,3274 2,5531 2,6713 2,6654 2,5453 2,3517 2,1430 1,9712 1,8618 1,8052 1,7630 1,6878 1,5471 1,3372 1,0800 0,8098 0,5635 0,3737 0,2616 0,2353 0,2935 0,4256 0,6104 0,8159 1,0083 1,1691 1,3088 1,4590 1,6490 1,8875 2,1569 2,4253 2,6660 2,8705 3,0477 3,2158 3,3906 3,5726 3,7416 3,8707 3,9497 3,9946 4,0303 4,0689 4,1043 4,1237 4,1227 4,1078 4,0878 4,0685 4,0490 4,0199 3,9711 3,9013 3,8167 3,7234 3,6263 3,5346 3,4551 3,3806 3,2948 3,1898 3,0715 2,9513 2,8347 2,7158 2,5806 2,4159 2,2156 1,9819 1,7230 1,4502 1,1787 0,9268 0,7066 0,5195 0,3586 0,2108 0,0559 -0,1261 -0,3402 -0,5778 -0,8369 -1,1240 -1,4305 -1,7237 -1,9661 -2,1366 -2,2286 -2,2398 -2,1725 -2,0417 -1,8735 -1,6959 -1,5311 -1,3851 -1,2430 -1,0795 -0,8783 -0,6491 -0,4277 -0,2564 -0,1541 -0,1053 -0,0822 -0,0714 -0,0734 -0,0876 -0,1083 -0,1301 -0,1487 -0,1575 -0,1445 -0,0944 0,0096 0,1815 0,4214 0,7099 1,0108 1,2814 1,4855 1,6047 1,6400 1,5997 1,4888 1,3140 1,0914 0,8449 0,6016 0,3831 0,1944 0,0273 -0,1222 -0,2425 -0,3124 -0,3175 -0,2635 -0,1723 -0,0661 0,0424 0,1467 0,2453 0,3454 0,4592 0,5903 0,7313 0,8745 1,0220 1,1851 1,3703 1,5657 1,7382 1,8417 1,8359 1,7101 1,4884 1,2127 0,9245 0,6636 0,4726 0,3918 0,4441 0,6207 0,8781 1,1482 1,3545 1,4299 1,3350 1,0695 0,6696 0,1911 -0,3096 -0,7895 -1,2269 -1,6184 -1,9686 -2,2819 -2,5584 -2,7925 -2,9782 -3,1123 -3,1941 -3,2219 -3,1902 -3,0918 -2,9235 -2,6837 -2,3703 -1,9925 -1,5855 -1,2121 -0,9423 -0,8227 -0,8611 -1,0270 -1,2589 -1,4846 -1,6516 -1,7460 -1,7862 -1,8004 -1,8049 -1,7995 -1,7795 -1,7445 -1,6874 -1,5828 -1,4032 -1,1532 -0,8787 -0,6398 -0,4856 -0,4420 -0,5033 -0,6296 -0,7734 -0,9160 -1,0754 -1,2775 -1,5248 -1,7964 -2,0696 -2,3285 -2,5494 -2,6911 -2,7086 -2,5735 -2,2903 -1,9057 -1,5042 -1,1865 -1,0347 -1,0745 -1,2617 -1,5063 -1,7207 -1,8548 -1,8965 -1,8588 -1,7740 -1,6875 -1,6426 -1,6663 -1,7642 -1,9196 -2,0949 -2,2433 -2,3307 -2,3517 -2,3247 -2,2725 -2,2095 -2,1408 -2,0701 -2,0063 -1,9633 -1,9549 -1,9880 -2,0569 -2,1468 -2,2452 -2,3532 -2,4884 -2,6757 -2,9286 -3,2343 -3,5570 -3,8615 -4,1367 -4,3925 -4,6361 -4,8525 -5,0101 -5,0847 -5,0763 -4,9987 -4,8633 -4,6788 -4,4603 -4,2328 -4,0259 -3,8624 -3,7491 -3,6784 -3,6312 -3,5798 -3,4922 -3,3458 -3,1423 -2,9096 -2,6885 -2,5142 -2,4076 -2,3745 -2,3987 -2,4337 -2,4145 -2,2907 -2,0535 -1,7421 -1,4275 -1,1812 -1,0457 -1,0235 -1,0863 -1,1908 -1,2924 -1,3604 -1,3941 -1,4229 -1,4873 -1,6185 -1,8261 -2,0954 -2,3884 -2,6502 -2,8306 -2,9114 -2,9162 -2,8898 -2,8718 -2,8863 -2,9480 -3,0700 -3,2582 -3,4994 -3,7637 -4,0272 -4,2853 -4,5417 -4,7879 -4,9945 -5,1246 -5,1579 -5,1023 -4,9829 -4,8267 -4,6595 -4,5097 -4,4103 -4,3945 -4,4867 -4,6925 -4,9909 -5,3424 -5,7067 -6,0528 -6,3564 -6,5942 -6,7486 -6,8158 -6,8057 -6,7322 -6,6054 -6,4379 -6,2493 -6,0576 -5,8739 -5,7089 -5,5750 -5,4739 -5,3901 -5,3039 -5,2101 -5,1192 -5,0400 -4,9664 -4,8841 -4,7895 -4,6975 -4,6289 -4,5959 -4,5998 -4,6354 -4,6937 -4,7659 -4,8441 -4,9101 -4,9230 -4,8324 -4,6181 -4,3118 -3,9758
F7    -1,1884 -1,3216 -1,4155 -1,4914 -1,5674 -1,6351 -1,6685 -1,6463 -1,5612 -1,4141 -1,2145 -0,9858 -0,7566 -0,5453 -0,3581 -0,1946 -0,0468 0,0988 0,2509 0,4081 0,5600 0,6803 0,7249 0,6555 0,4740 0,2304 -0,0023 -0,1627 -0,2197 -0,1771 -0,0678 0,0611 0,1668 0,2222 0,2206 0,1801 0,1392 0,1409 0,2161 0,3748 0,6023 0,8636 1,1172 1,3311 1,4916 1,6019 1,6742 1,7184 1,7318 1,7043 1,6321 1,5226 1,3917 1,2615 1,1542 1,0807 1,0354 1,0022 0,9647 0,9124 0,8491 0,7950 0,7743 0,8024 0,8840 1,0127 1,1721 1,3415 1,5055 1,6584 1,7986 1,9224 2,0232 2,0955 2,1420 2,1824 2,2523 2,3858 2,5948 2,8611 3,1425 3,3916 3,5726 3,6674 3,6676 3,5719 3,3932 3,1638 2,9324 2,7492 2,6453 2,6235 2,6599 2,7114 2,7287 2,6704 2,5110 2,2464 1,8921 1,4781 1,0423 0,6268 0,2697 -0,0061 -0,1926 -0,2918 -0,3168 -0,2955 -0,2629 -0,2443 -0,2454 -0,2547 -0,2594 -0,2598 -0,2705 -0,3111 -0,3965 -0,5266 -0,6803 -0,8220 -0,9134 -0,9208 -0,8260 -0,6424 -0,4101 -0,1733 0,0354 0,1947 0,2932 0,3354 0,3434 0,3470 0,3692 0,4238 0,5208 0,6678 0,8678 1,1138 1,3864 1,6621 1,9263 2,1724 2,3900 2,5617 2,6694 2,7040 2,6702 2,5859 2,4759 2,3629 2,2607 2,1704 2,0813 1,9842 1,8836 1,7975 1,7515 1,7735 1,8841 2,0849 2,3547 2,6547 2,9404 3,1770 3,3537 3,4909 3,6282 3,7994 4,0158 4,2685 4,5396 4,8059 5,0387 5,2078 5,2869 5,2550 5,0991 4,8235 4,4560 4,0440 3,6375 3,2751 2,9790 2,7535 2,5857 2,4553 2,3415 2,2216 2,0750 1,8932 1,6826 1,4612 1,2583 1,1092 1,0348 1,0267 1,0505 1,0632 1,0312 0,9368 0,7754 0,5596 0,3255 0,1183 -0,0416 -0,1718 -0,3055 -0,4626 -0,6387 -0,8104 -0,9474 -1,0264 -1,0385 -0,9929 -0,9177 -0,8453 -0,7881 -0,7282 -0,6423 -0,5326 -0,4336 -0,3945 -0,4546 -0,6243 -0,8776 -1,1642 -1,4356 -1,6665 -1,8528 -1,9883 -2,0473 -1,9964 -1,8224 -1,5465 -1,2168 -0,8904 -0,6172 -0,4282 -0,3323 -0,3218 -0,3819 -0,4953 -0,6376 -0,7777 -0,8854 -0,9441 -0,9549 -0,9269 -0,8576 -0,7259 -0,5073 -0,1961 0,1868 0,5994 0,9913 1,3151 1,5363 1,6424 1,6428 1,5602 1,4291 1,2915 1,1813 1,1137 1,0865 1,0830 1,0770 1,0449 0,9796 0,8938 0,8138 0,7691 0,7819 0,8668 1,0316 1,2650 1,5230 1,7410 1,8670 1,8814 1,7925 1,6153 1,3561 1,0195 0,6266 0,2221 -0,1353 -0,3934 -0,5301 -0,5562 -0,5011 -0,3963 -0,2683 -0,1383 -0,0233 0,0628 0,1089 0,1100 0,0662 -0,0253 -0,1726 -0,3767 -0,6218 -0,8838 -1,1410 -1,3741 -1,5611 -1,6799 -1,7150 -1,6601 -1,5201 -1,3151 -1,0795 -0,8498 -0,6517 -0,4955 -0,3772 -0,2802 -0,1826 -0,0732 0,0407 0,1431 0,2237 0,2859 0,3429 0,4112 0,5087 0,6475 0,8186 0,9895 1,1227 1,2001 1,2307 1,2355 1,2291 1,2164 1,1965 1,1640 1,1129 1,0476 0,9833 0,9340 0,9054 0,9023 0,9339 1,0044 1,1035 1,2089 1,2986 1,3603 1,3896 1,3860 1,3528 1,2982 1,2381 1,1947 1,1850 1,2138 1,2772 1,3703 1,4864 1,6118 1,7203 1,7744 1,7400 1,6166 1,4491 1,3008 1,2133 1,1901 1,2123 1,2659 1,3517 1,4741 1,6297 1,8081 1,9973 2,1842 2,3527 2,4802 2,5402 2,5109 2,3777 2,1307 1,7708 1,3205 0,8240 0,3332 -0,1082 -0,4734 -0,7470 -0,9124 -0,9580 -0,8984 -0,7830 -0,6770 -0,6253 -0,6285 -0,6481 -0,6311 -0,5406 -0,3780 -0,1806 0,0057 0,1534 0,2550 0,3095 0,3130 0,2621 0,1643 0,0418 -0,0736 -0,1552 -0,1954 -0,2054 -0,1992 -0,1819 -0,1506 -0,0990 -0,0177 0,1039 0,2693 0,4685 0,6753 0,8484 0,9405 0,9247 0,8107 0,6309 0,4201 0,2121 0,0418 -0,0657 -0,1063 -0,0957 -0,0589 -0,0179 0,0125 0,0206 -0,0009 -0,0484 -0,1065 -0,1546 -0,1747 -0,1596 -0,1149 -0,0563 -0,0061 0,0143 -0,0046 -0,0546 -0,1076 -0,1243 -0,0738 0,0508 0,2328 0,4399 0,6294 0,7566 0,7919 0,7334 0,6017 0,4255 0,2299 0,0309 -0,1619 -0,3362 -0,4704 -0,5391 -0,5351 -0,4883 -0,4523 -0,4690 -0,5530 -0,6959 -0,8705 -1,0372 -1,1693 -1,2729 -1,3784 -1,5168 -1,7040 -1,9343 -2,1834 -2,4206 -2,6197 -2,7620 -2,8410 -2,8644 -2,8489 -2,8138 -2,7751 -2,7365 -2,6852 -2,5974 -2,4552 -2,2670 -2,0699 -1,9078 -1,8067 -1,7674 -1,7680 -1,7735 -1,7548 -1,7045 -1,6325 -1,5518 -1,4719 -1,4008 -1,3452 -1,3067 -1,2806 -1,2594 -1,2360 -1,2040 -1,1568 -1,0865 -0,9819 -0,8281 -0,6180 -0,3702 -0,1314 0,0477 0,1346 0,1130 -0,0276 -0,2850 -0,6259 -0,9829 -1,2798 -1,4602 -1,5030 -1,4225 -1,2599 -1,0667 -0,8891 -0,7614 -0,7007 -0,7074 -0,7754 -0,9018 -1,0836 -1,3075 -1,5509 -1,7949 -2,0318 -2,2609 -2,4793 -2,6735 -2,8250 -2,9252 -2,9847 -3,0248 -3,0624 -3,1036 -3,1470 -3,1893 -3,2255 -3,2504 -3,2621 -3,2622 -3,2505 -3,2248 -3,1834 -3,1306 -3,0765 -3,0321 -3,0083 -3,0191 -3,0797 -3,1996 -3,3843 -3,6344 -3,9340 -4,2373 -4,4768 -4,5866 -4,5283 -4,3095 -3,9866 -3,6422 -3,3526 -3,1649 -3,0878 -3,0966 -3,1463 -3,1906 -3,1979 -3,1562 -3,0661 -2,9328 -2,7649 -2,5779 -2,3961 -2,2466 -2,1463 -2,0980 -2,0943 -2,1222 -2,1631
