Fp1   -4,1642 -3,5757 -3,0343 -2,6537 -2,4955 -2,5756 -2,8682 -3,3112 -3,8214 -4,3137 -4,7128 -4,9546 -4,9795 -4,7381 -4,2157 -3,4425 -2,4758 -1,3790 -0,2236 0,8957 1,8688 2,6110 3,0903 3,3242 3,3590 3,2389 2,9820 2,5894 2,0775 1,4983 0,9191 0,3946 -0,0293 -0,3069 -0,4076 -0,3344 -0,1221 0,1889 0,5846 1,0796 1,6838 2,3688 3,0567 3,6410 4,0305 4,1904 4,1489 3,9797 3,7689 3,5647 3,3477 3,0484 2,5856 1,9019 1,0005 -0,0344 -1,0640 -1,9557 -2,6260 -3,0364 -3,1792 -3,0800 -2,7955 -2,3932 -1,9231 -1,4082 -0,8710 -0,3700 -0,0026 0,1463 0,0611 -0,2056 -0,5815 -0,9997 -1,3930 -1,7007 -1,8992 -2,0122 -2,0889 -2,1762 -2,2931 -2,4141 -2,4784 -2,4288 -2,2514 -1,9860 -1,6976 -1,4368 -1,2178 -1,0184 -0,8009 -0,5454 -0,2633 0,0138 0,2511 0,4245 0,5198 0,5126 0,3568 0,0106 -0,5222 -1,1850 -1,9046 -2,6269 -3,3188 -3,9508 -4,4829 -4,8670 -5,0735 -5,1152 -5,0384 -4,8851 -4,6663 -4,3619 -3,9436 -3,4118 -2,8171 -2,2335 -1,7098 -1,2626 -0,9127 -0,7181 -0,7654 -1,1241 -1,8064 -2,7549 -3,8555 -4,9621 -5,9275 -6,6340 -7,0109 -7,0272 -6,6737 -5,9725 -5,0106 -3,9410 -2,9280 -2,0806 -1,4310 -0,9557 -0,6068 -0,3362 -0,1104 0,0924 0,2991 0,5528 0,9049 1,3868 1,9818 2,6263 3,2422 3,7711 4,1874 4,5003 4,7461 4,9663 5,1891 5,4199 5,6366 5,7941 5,8417 5,7459 5,4971 5,1042 4,5873 3,9638 3,2365 2,4077 1,5074 0,6034 -0,2168 -0,8726 -1,3097 -1,5052 -1,4584 -1,1839 -0,7148 -0,1080 0,5603 1,2034 1,7319 2,0577 2,1044 1,8310 1,2658 0,5235 -0,2189 -0,7926 -1,1025 -1,1347 -0,9213 -0,5168 0,0049 0,5646 1,1078 1,6115 2,0627 2,4468 2,7509 2,9622 3,0712 3,0871 3,0446 2,9959 2,9972 3,0864 3,2532 3,4336 3,5374 3,5003 3,3279 3,0924 2,8806 2,7499 2,7128 2,7314 2,7213 2,5941 2,3218 1,9587 1,5996 1,3272 1,1885 1,1940 1,3285 1,5625 1,8557 2,1652 2,4510 2,6571 2,7051 2,5467 2,2253 1,8647 1,5860 1,4372 1,3941 1,4019 1,3967 1,3068 1,0690 0,6589 0,0995 -0,5544 -1,2269 -1,8219 -2,2357 -2,3909 -2,2629 -1,8786 -1,2962 -0,5793 0,2217 1,0719 1,9379 2,7782 3,5452 4,1932 4,6817 4,9788 5,0636 4,9233 4,5503 3,9597 3,2271 2,4985 1,9421 1,6783 1,7392 2,0739 2,5752 3,1112 3,5530 3,8018 3,8089 3,5772 3,1471 2,5854 1,9731 1,3838 0,8605 0,4124 0,0368 -0,2519 -0,4091 -0,3732 -0,1014 0,3954 1,0414 1,7119 2,2623 2,5684 2,5706 2,2966 1,8403 1,3188 0,8306 0,4236 0,0908 -0,2035 -0,4960 -0,8038 -1,1069 -1,3502 -1,4720 -1,4369 -1,2385 -0,8817 -0,3677 0,3044 1,1192 2,0326 2,9748 3,8501 4,5389 4,9262 4,9413 4,5796 3,8973 2,9922 1,9706 0,9253 -0,0555 -0,8742 -1,4391 -1,6938 -1,6384 -1,3295 -0,8537 -0,2917 0,3015 0,8862 1,4148 1,8333 2,1120 2,2591 2,2974 2,2397 2,0868 1,8400 1,5131 1,1416 0,7724 0,4435 0,1876 0,0500 0,0794 0,2903 0,6370 1,0218 1,3405 1,5412 1,6501 1,7458 1,9130 2,2110 2,6491 3,1723 3,6720 4,0178 4,0981 3,8628 3,3465 2,6525 1,9035 1,1969 0,5913 0,1063 -0,2760 -0,5825 -0,7991 -0,8589 -0,6886 -0,2788 0,2819 0,8390 1,2404 1,4014 1,3304 1,1004 0,7928 0,4603 0,1238 -0,2061 -0,5038 -0,7319 -0,8678 -0,9220 -0,9395 -0,9899 -1,1389 -1,4181 -1,8023 -2,1989 -2,4677 -2,4790 -2,1742 -1,5850 -0,8181 -0,0226 0,6531 1,0998 1,2566 1,1105 0,7022 0,1224 -0,4966 -0,9892 -1,1878 -0,9873 -0,4009 0,4408 1,3409 2,1066 2,6116 2,8226 2,7846 2,5819 2,3008 2,0093 1,7522 1,5574 1,4433 1,4183 1,4753 1,5922 1,7527 1,9588 2,2082 2,4675 2,6771 2,7805 2,7502 2,5900 2,3160 1,9414 1,4756 0,9266 0,3054 -0,3634 -1,0354 -1,6593 -2,2058 -2,6790 -3,0993 -3,4853 -3,8502 -4,2037 -4,5561 -4,9128 -5,2493 -5,4853 -5,4996 -5,1940 -4,5592 -3,6859 -2,7201 -1,8030 -1,0208 -0,3840 0,1474 0,6168 1,0465 1,4411 1,7956 2,0966 2,3205 2,4430 2,4586 2,3910 2,2798 2,1537 2,0071 1,7911 1,4296 0,8648 0,1099 -0,7378 -1,5279 -2,1101 -2,3865 -2,3371 -2,0083 -1,4864 -0,8837 -0,3276 0,0596 0,1891 0,0259 -0,3954 -0,9679 -1,5463 -2,0150 -2,3403 -2,5721 -2,8011 -3,1079 -3,5291 -4,0422 -4,5597 -4,9523 -5,1055 -4,9773 -4,6137 -4,1152 -3,5801 -3,0582 -2,5436 -2,0098 -1,4492 -0,8858 -0,3623 0,0788 0,4026 0,5796 0,5900 0,4367 0,1450 -0,2502 -0,7084 -1,1710 -1,5458 -1,7029 -1,5087 -0,8955 0,0982 1,3539 2,7223 4,0475 5,1735 5,9702 6,3698 6,3826 6,0723 5,5153 4,7862 3,9646 3,1201 2,2876 1,4765 0,7113 0,0549 -0,4146 -0,6516 -0,6761 -0,5699 -0,4380 -0,3578 -0,3534 -0,4062 -0,4844 -0,5687 -0,6593 -0,7638 -0,8776 -0,9654 -0,9695 -0,8453 -0,5906 -0,2487 0,1074 0,3980 0,5625 0,5811 0,4837 0,3290 0,1690 0,0349 -0,0591 -0,1211 -0,1876 -0,3100 -0,5253 -0,8325 -1,1867 -1,5064 -1,6961 -1,6850 -1,4612 -1,0715 -0,5982 -0,1406 0,2085 0,3959 0,4232 0,3309 0,1629 -0,0619 -0,3474 -0,6927 -1,0768 -1,4764 -1,8920 -2,3443 -2,8405 -3,3407 -3,7459 -3,9236 -3,7724 -3,2779
Fz    -3,9969 -4,6800 -5,0941 -5,1714 -4,9125 -4,3878 -3,7031 -2,9622 -2,2437 -1,5901 -1,0075 -0,4788 0,0200 0,4983 0,9243 1,2229 1,3107 1,1379 0,7152 0,1229 -0,5029 -1,0109 -1,2838 -1,2727 -1,0057 -0,5761 -0,1071 0,2998 0,6082 0,8484 1,0772 1,3363 1,6377 1,9670 2,2883 2,5483 2,6862 2,6583 2,4712 2,1876 1,8922 1,6509 1,4973 1,4401 1,4694 1,5623 1,6981 1,8701 2,0712 2,2690 2,4120 2,4633 2,4160 2,2749 2,0373 1,6902 1,2167 0,6078 -0,1131 -0,8670 -1,5295 -1,9791 -2,1488 -2,0497 -1,7636 -1,4149 -1,1259 -0,9749 -0,9796 -1,1005 -1,2585 -1,3752 -1,4179 -1,4049 -1,3746 -1,3616 -1,3953 -1,4951 -1,6507 -1,8168 -1,9343 -1,9490 -1,8200 -1,5335 -1,1219 -0,6647 -0,2552 0,0384 0,1858 0,1824 0,0377 -0,2258 -0,5702 -0,9469 -1,3060 -1,6036 -1,8091 -1,9127 -1,9249 -1,8667 -1,7585 -1,6162 -1,4484 -1,2565 -1,0463 -0,8390 -0,6689 -0,5731 -0,5843 -0,7224 -0,9897 -1,3725 -1,8429 -2,3560 -2,8551 -3,2873 -3,6235 -3,8692 -4,0512 -4,1867 -4,2656 -4,2627 -4,1540 -3,9237 -3,5695 -3,1132 -2,6091 -2,1404 -1,8016 -1,6667 -1,7541 -2,0076 -2,3185 -2,5822 -2,7451 -2,8111 -2,8110 -2,7630 -2,6536 -2,4492 -2,1147 -1,6307 -1,0074 -0,2911 0,4445 1,1196 1,6796 2,1092 2,4188 2,6247 2,7444 2,8044 2,8409 2,8912 2,9837 3,1239 3,2853 3,4236 3,5101 3,5467 3,5523 3,5430 3,5267 3,5097 3,5020 3,5095 3,5246 3,5315 3,5161 3,4634 3,3454 3,1182 2,7385 2,1857 1,4774 0,6725 -0,1432 -0,8846 -1,4935 -1,9449 -2,2337 -2,3631 -2,3486 -2,2204 -2,0073 -1,7162 -1,3387 -0,8834 -0,3965 0,0627 0,4633 0,8091 1,1093 1,3583 1,5406 1,6396 1,6441 1,5578 1,4070 1,2393 1,1147 1,0899 1,1974 1,4336 1,7621 2,1285 2,4771 2,7596 2,9394 3,0025 2,9716 2,8996 2,8339 2,7817 2,7070 2,5556 2,2852 1,8918 1,4291 0,9974 0,6938 0,5636 0,5954 0,7481 0,9741 1,2204 1,4285 1,5530 1,5833 1,5328 1,4032 1,1764 0,8481 0,4525 0,0395 -0,3586 -0,7272 -1,0432 -1,2687 -1,3769 -1,3756 -1,3080 -1,2413 -1,2460 -1,3651 -1,5903 -1,8595 -2,0750 -2,1332 -1,9621 -1,5549 -0,9749 -0,3227 0,3137 0,8836 1,3646 1,7404 1,9915 2,1052 2,0948 2,0101 1,9302 1,9378 2,0801 2,3465 2,6831 3,0197 3,2789 3,3815 3,2721 2,9548 2,4956 1,9836 1,4900 1,0594 0,7122 0,4419 0,2168 -0,0063 -0,2650 -0,5789 -0,9444 -1,3367 -1,7147 -2,0333 -2,2576 -2,3730 -2,3780 -2,2702 -2,0490 -1,7347 -1,3702 -1,0031 -0,6733 -0,4111 -0,2310 -0,1223 -0,0479 0,0492 0,2299 0,5338 0,9586 1,4626 1,9799 2,4329 2,7529 2,9073 2,9115 2,8154 2,6769 2,5375 2,4118 2,2929 2,1596 1,9840 1,7413 1,4221 1,0467 0,6689 0,3534 0,1391 0,0243 -0,0100 0,0312 0,1615 0,3909 0,7109 1,1032 1,5519 2,0352 2,5119 2,9294 3,2474 3,4509 3,5428 3,5257 3,3929 3,1400 2,7795 2,3424 1,8631 1,3673 0,8789 0,4360 0,0996 -0,0649 -0,0211 0,2167 0,5920 1,0279 1,4473 1,7903 2,0199 2,1089 2,0364 1,8026 1,4363 0,9864 0,5077 0,0460 -0,3665 -0,7000 -0,9159 -0,9771 -0,8737 -0,6344 -0,3054 0,0757 0,4702 0,8162 1,0406 1,0938 0,9718 0,7127 0,3674 -0,0266 -0,4455 -0,8703 -1,2807 -1,6480 -1,9345 -2,1155 -2,2071 -2,2667 -2,3568 -2,5112 -2,7349 -3,0242 -3,3763 -3,7781 -4,1891 -4,5423 -4,7638 -4,7913 -4,5868 -4,1478 -3,5130 -2,7518 -1,9421 -1,1539 -0,4404 0,1598 0,6077 0,8585 0,8817 0,6824 0,3059 -0,1702 -0,6516 -1,0557 -1,3354 -1,4790 -1,4955 -1,3919 -1,1605 -0,7959 -0,3314 0,1575 0,5912 0,9213 1,1366 1,2593 1,3382 1,4322 1,5770 1,7555 1,8996 1,9278 1,7903 1,4990 1,1223 0,7405 0,4009 0,1104 -0,1454 -0,3843 -0,6234 -0,8842 -1,1876 -1,5330 -1,8850 -2,1833 -2,3661 -2,3947 -2,2677 -2,0211 -1,7111 -1,3933 -1,1111 -0,8909 -0,7382 -0,6407 -0,5743 -0,5051 -0,3914 -0,1917 0,1165 0,5253 1,0115 1,5624 2,1727 2,8118 3,4102 3,8853 4,1868 4,3189 4,3185 4,2183 4,0357 3,7839 3,4762 3,1249 2,7453 2,3564 1,9733 1,6045 1,2628 0,9693 0,7388 0,5676 0,4399 0,3443 0,2798 0,2475 0,2377 0,2276 0,1922 0,1195 0,0163 -0,0977 -0,2075 -0,3225 -0,4755 -0,6986 -0,9967 -1,3337 -1,6476 -1,8890 -2,0507 -2,1660 -2,2856 -2,4483 -2,6538 -2,8602 -3,0075 -3,0426 -2,9346 -2,6840 -2,3208 -1,8845 -1,4005 -0,8687 -0,2731 0,3953 1,1193 1,8512 2,5241 3,0706 3,4450 3,6387 3,6700 3,5632 3,3544 3,1100 2,9087 2,7985 2,7817 2,8345 2,9238 3,0140 3,0785 3,1184 3,1634 3,2449 3,3589 3,4590 3,4829 3,3844 3,1483 2,7933 2,3700 1,9380 1,5267 1,1209 0,6913 0,2306 -0,2362 -0,6656 -1,0121 -1,2441 -1,3612 -1,3998 -1,4095 -1,4202 -1,4341 -1,4350 -1,4030 -1,3270 -1,2044 -1,0397 -0,8487 -0,6589 -0,4965 -0,3760 -0,3010 -0,2783 -0,3238 -0,4465 -0,6328 -0,8533 -1,0778 -1,2834 -1,4590 -1,6070 -1,7329 -1,8206 -1,8179 -1,6617 -1,3288 -0,8612 -0,3471 0,1181 0,4609 0,6366 0,6257 0,4388 0,1235 -0,2475 -0,6010 -0,8849 -1,0793 -1,1998 -1,2923 -1,4184 -1,6331 -1,9576 -2,3604 -2,7722 -3,1258 -3,3849
F3    -3,3932 -4,5016 -5,3008 -5,6431 -5,4719 -4,8289 -3,8308 -2,6251 -1,3559 -0,1507 0,8862 1,6859 2,2224 2,5008 2,5297 2,3023 1,8022 1,0287 0,0361 -1,0384 -1,9961 -2,6442 -2,8625 -2,6334 -2,0347 -1,2089 -0,3193 0,5037 1,2060 1,8096 2,3602 2,8740 3,3238 3,6538 3,8040 3,7329 3,4304 2,9259 2,2928 1,6264 1,0074 0,4861 0,0966 -0,1309 -0,1819 -0,0784 0,1264 0,3813 0,6575 0,9374 1,2025 1,4411 1,6553 1,8449 1,9828 2,0189 1,9045 1,6088 1,1344 0,5335 -0,1034 -0,6914 -1,1833 -1,5746 -1,8971 -2,1996 -2,5117 -2,8196 -3,0789 -3,2413 -3,2661 -3,1337 -2,8630 -2,5113 -2,1500 -1,8389 -1,6168 -1,4938 -1,4430 -1,4129 -1,3608 -1,2711 -1,1452 -0,9942 -0,8450 -0,7414 -0,7212 -0,7923 -0,9356 -1,1288 -1,3572 -1,6077 -1,8633 -2,1117 -2,3514 -2,5882 -2,8193 -3,0168 -3,1277 -3,0962 -2,8894 -2,5072 -1,9743 -1,3342 -0,6547 -0,0327 0,4210 0,6118 0,4901 0,0670 -0,5963 -1,4183 -2,3201 -3,2290 -4,0708 -4,7769 -5,3138 -5,7028 -5,9991 -6,2420 -6,4202 -6,4761 -6,3342 -5,9321 -5,2506 -4,3386 -3,3163 -2,3575 -1,6527 -1,3537 -1,5154 -2,0693 -2,8521 -3,6730 -4,3732 -4,8515 -5,0704 -5,0505 -4,8441 -4,4947 -4,0098 -3,3656 -2,5464 -1,5840 -0,5653 0,3964 1,2050 1,8114 2,2138 2,4377 2,5188 2,4985 2,4247 2,3477 2,3075 2,3168 2,3554 2,3892 2,3995 2,3962 2,4052 2,4462 2,5216 2,6233 2,7435 2,8726 2,9941 3,0920 3,1557 3,1659 3,0777 2,8270 2,3594 1,6577 0,7537 -0,2782 -1,3445 -2,3598 -3,2607 -4,0001 -4,5288 -4,7889 -4,7342 -4,3618 -3,7216 -2,8979 -1,9860 -1,0811 -0,2750 0,3585 0,7890 1,0354 1,1400 1,1407 1,0677 0,9497 0,8121 0,6744 0,5558 0,4892 0,5191 0,6791 0,9727 1,3635 1,7734 2,1112 2,3221 2,4176 2,4563 2,5020 2,5964 2,7474 2,9184 3,0337 3,0171 2,8358 2,5072 2,0762 1,6046 1,1669 0,8301 0,6289 0,5623 0,6069 0,7262 0,8685 0,9726 0,9944 0,9378 0,8492 0,7702 0,6932 0,5669 0,3350 -0,0345 -0,5425 -1,1525 -1,7816 -2,3140 -2,6521 -2,7623 -2,6737 -2,4500 -2,1698 -1,9081 -1,7091 -1,5707 -1,4511 -1,2922 -1,0530 -0,7389 -0,4047 -0,1254 0,0434 0,0855 0,0219 -0,1005 -0,2283 -0,3195 -0,3406 -0,2517 -0,0044 0,4381 1,0691 1,8206 2,5814 3,2297 3,6544 3,7677 3,5337 3,0017 2,2981 1,5682 0,9229 0,4239 0,0906 -0,0891 -0,1560 -0,1777 -0,2342 -0,3852 -0,6445 -0,9841 -1,3572 -1,7211 -2,0552 -2,3610 -2,6356 -2,8435 -2,9273 -2,8488 -2,6162 -2,2758 -1,8903 -1,5145 -1,1747 -0,8624 -0,5425 -0,1657 0,3166 0,9252 1,6258 2,3340 2,9514 3,3926 3,6024 3,5728 3,3400 2,9565 2,4690 1,9182 1,3441 0,7802 0,2485 -0,2335 -0,6463 -0,9723 -1,1895 -1,2608 -1,1502 -0,8607 -0,4454 0,0218 0,4791 0,8872 1,2287 1,5082 1,7472 1,9614 2,1367 2,2320 2,2104 2,0696 1,8493 1,6107 1,4028 1,2414 1,1133 0,9959 0,8730 0,7352 0,5723 0,3790 0,1740 0,0057 -0,0703 -0,0214 0,1504 0,4167 0,7330 1,0485 1,3175 1,4994 1,5464 1,4074 1,0580 0,5213 -0,1386 -0,8370 -1,4882 -2,0136 -2,3408 -2,4069 -2,1808 -1,6873 -1,0027 -0,2193 0,5844 1,3343 1,9345 2,2722 2,2635 1,9023 1,2662 0,4762 -0,3507 -1,1237 -1,7878 -2,3246 -2,7338 -3,0121 -3,1538 -3,1723 -3,1145 -3,0450 -3,0169 -3,0662 -3,2234 -3,5105 -3,9148 -4,3684 -4,7629 -4,9909 -4,9918 -4,7752 -4,4101 -3,9824 -3,5516 -3,1319 -2,7052 -2,2463 -1,7409 -1,2036 -0,6903 -0,2817 -0,0479 -0,0316 -0,2506 -0,6928 -1,3072 -2,0044 -2,6648 -3,1559 -3,3568 -3,1869 -2,6406 -1,8046 -0,8304 0,1256 0,9481 1,5784 2,0073 2,2602 2,3808 2,4116 2,3657 2,2118 1,8991 1,4073 0,7834 0,1362 -0,4203 -0,8320 -1,1191 -1,3408 -1,5533 -1,7885 -2,0524 -2,3282 -2,5799 -2,7661 -2,8549 -2,8241 -2,6552 -2,3412 -1,9060 -1,4080 -0,9208 -0,5071 -0,2045 -0,0255 0,0315 -0,0259 -0,1752 -0,3618 -0,5021 -0,5184 -0,3781 -0,0973 0,2864 0,7275 1,1655 1,5248 1,7421 1,8042 1,7591 1,6803 1,6227 1,6113 1,6508 1,7281 1,8174 1,8961 1,9560 1,9962 2,0077 1,9729 1,8758 1,7013 1,4270 1,0336 0,5275 -0,0498 -0,6315 -1,1441 -1,5258 -1,7371 -1,7650 -1,6257 -1,3673 -1,0693 -0,8314 -0,7413 -0,8363 -1,0849 -1,4039 -1,7009 -1,9236 -2,0901 -2,2777 -2,5859 -3,0814 -3,7426 -4,4512 -5,0479 -5,4063 -5,4768 -5,2886 -4,9167 -4,4372 -3,8919 -3,2773 -2,5604 -1,7111 -0,7309 0,3415 1,4419 2,4941 3,4240 4,1788 4,7247 5,0214 5,0254 4,7318 4,1983 3,5214 2,7976 2,1054 1,5076 1,0562 0,7909 0,7399 0,9131 1,2861 1,7887 2,3167 2,7670 3,0704 3,2006 3,1641 2,9852 2,6883 2,2837 1,7713 1,1657 0,5123 -0,1309 -0,7208 -1,2349 -1,6619 -2,0014 -2,2670 -2,4788 -2,6508 -2,7914 -2,9081 -3,0065 -3,0806 -3,1059 -3,0488 -2,8928 -2,6532 -2,3651 -2,0648 -1,7863 -1,5682 -1,4560 -1,4856 -1,6555 -1,9174 -2,1957 -2,4204 -2,5526 -2,5920 -2,5657 -2,4955 -2,3688 -2,1485 -1,8163 -1,4045 -0,9865 -0,6362 -0,3957 -0,2783 -0,2927 -0,4500 -0,7422 -1,1211 -1,5068 -1,8160 -1,9887 -2,0111 -1,9227 -1,7976 -1,7170 -1,7467 -1,9197 -2,2310 -2,6454 -3,1121
F7    -4,5942 -4,0409 -3,3672 -2,6838 -2,0814 -1,6534 -1,4904 -1,6423 -2,0875 -2,7360 -3,4496 -4,0677 -4,4426 -4,4827 -4,1738 -3,5691 -2,7573 -1,8216 -0,8181 0,2073 1,1986 2,0971 2,8498 3,4070 3,7293 3,8011 3,6344 3,2743 2,7999 2,3006 1,8460 1,4785 1,2227 1,0826 1,0377 1,0576 1,1281 1,2645 1,4868 1,7714 2,0348 2,1733 2,1211 1,8768 1,4966 1,0742 0,7147 0,5118 0,5256 0,7556 1,1333 1,5553 1,9221 2,1479 2,1579 1,9168 1,4583 0,8619 0,2135 -0,3957 -0,8716 -1,1505 -1,2290 -1,1591 -1,0251 -0,9150 -0,8922 -0,9834 -1,1903 -1,4889 -1,8097 -2,0579 -2,1729 -2,1599 -2,0696 -1,9635 -1,8977 -1,9200 -2,0578 -2,3071 -2,6323 -2,9619 -3,1979 -3,2531 -3,0931 -2,7484 -2,2861 -1,7858 -1,3266 -0,9655 -0,7198 -0,5787 -0,5236 -0,5318 -0,5735 -0,6268 -0,7057 -0,8639 -1,1564 -1,5960 -2,1451 -2,7370 -3,2969 -3,7557 -4,0738 -4,2672 -4,3980 -4,5305 -4,7051 -4,9419 -5,2338 -5,5301 -5,7465 -5,8056 -5,6701 -5,3547 -4,9257 -4,4708 -4,0472 -3,6698 -3,3540 -3,1506 -3,1253 -3,3142 -3,7090 -4,2708 -4,9519 -5,7030 -6,4559 -7,1038 -7,5170 -7,5904 -7,2872 -6,6630 -5,8551 -5,0329 -4,3325 -3,8155 -3,4680 -3,2262 -3,0013 -2,7055 -2,2885 -1,7583 -1,1636 -0,5574 0,0235 0,5621 1,0625 1,5461 2,0304 2,5064 2,9524 3,3662 3,7704 4,1803 4,5744 4,8918 5,0585 5,0196 4,7632 4,3242 3,7585 3,1094 2,4018 1,6567 0,9022 0,1824 -0,4400 -0,9058 -1,1873 -1,2982 -1,2815 -1,1878 -1,0576 -0,9108 -0,7510 -0,5850 -0,4399 -0,3572 -0,3646 -0,4619 -0,6381 -0,8864 -1,1918 -1,5119 -1,7881 -1,9823 -2,0917 -2,1260 -2,0840 -1,9524 -1,7135 -1,3560 -0,8862 -0,3360 0,2456 0,8121 1,3379 1,8206 2,2678 2,6794 3,0470 3,3700 3,6587 3,9177 4,1292 4,2566 4,2573 4,0981 3,7674 3,2792 2,6697 1,9992 1,3554 0,8301 0,4688 0,2510 0,1235 0,0445 -0,0032 -0,0189 0,0080 0,0928 0,2496 0,4766 0,7440 1,0042 1,2101 1,3176 1,2863 1,1026 0,8064 0,4759 0,1703 -0,1083 -0,3916 -0,6931 -0,9927 -1,2689 -1,5247 -1,7798 -2,0527 -2,3522 -2,6678 -2,9631 -3,1898 -3,3081 -3,2883 -3,1055 -2,7502 -2,2373 -1,5967 -0,8618 -0,0676 0,7552 1,5839 2,3862 3,1000 3,6394 3,9153 3,8606 3,4615 2,7800 1,9552 1,1648 0,5514 0,1729 0,0234 0,0821 0,3276 0,7134 1,1550 1,5552 1,8463 2,0109 2,0635 2,0150 1,8608 1,5991 1,2405 0,7982 0,2918 -0,2302 -0,6774 -0,9486 -0,9901 -0,8247 -0,5332 -0,2152 0,0432 0,1883 0,2008 0,0878 -0,1305 -0,4305 -0,7900 -1,1948 -1,6349 -2,0846 -2,4953 -2,8173 -3,0225 -3,1105 -3,1053 -3,0396 -2,9211 -2,7176 -2,3839 -1,9027 -1,3013 -0,6403 0,0066 0,5667 0,9807 1,2155 1,2748 1,1979 1,0375 0,8179 0,5132 0,0770 -0,4953 -1,1431 -1,7749 -2,3114 -2,7027 -2,9262 -2,9835 -2,8925 -2,6739 -2,3505 -1,9605 -1,5632 -1,2266 -1,0083 -0,9358 -0,9991 -1,1688 -1,4166 -1,7126 -2,0174 -2,2946 -2,5224 -2,6782 -2,7274 -2,6420 -2,4227 -2,1051 -1,7510 -1,4325 -1,2055 -1,0900 -1,0713 -1,1064 -1,1325 -1,0925 -0,9600 -0,7547 -0,5452 -0,4228 -0,4494 -0,6243 -0,9004 -1,2304 -1,5850 -1,9327 -2,2273 -2,4302 -2,5312 -2,5380 -2,4606 -2,3095 -2,1089 -1,9083 -1,7630 -1,6986 -1,7055 -1,7595 -1,8347 -1,9122 -2,0000 -2,1444 -2,4002 -2,7805 -3,2413 -3,7139 -4,1420 -4,5027 -4,8039 -5,0659 -5,3120 -5,5587 -5,7843 -5,9170 -5,8758 -5,6243 -5,1922 -4,6694 -4,1819 -3,8412 -3,7024 -3,7691 -4,0150 -4,3870 -4,8012 -5,1447 -5,2860 -5,1056 -4,5473 -3,6539 -2,5540 -1,4163 -0,4009 0,3801 0,8748 1,0739 0,9952 0,6903 0,2530 -0,2007 -0,5671 -0,7760 -0,7953 -0,6441 -0,3992 -0,1574 0,0189 0,1179 0,1612 0,1822 0,2014 0,2106 0,1804 0,0816 -0,1032 -0,3825 -0,7645 -1,2584 -1,8586 -2,5243 -3,1823 -3,7636 -4,2331 -4,5860 -4,8332 -4,9993 -5,1241 -5,2561 -5,4359 -5,6745 -5,9409 -6,1711 -6,3014 -6,3028 -6,1801 -5,9445 -5,5963 -5,1321 -4,5640 -3,9332 -3,3107 -2,7762 -2,3804 -2,1170 -1,9306 -1,7656 -1,6040 -1,4540 -1,3250 -1,2387 -1,2428 -1,3859 -1,6846 -2,1235 -2,6584 -3,1971 -3,6002 -3,7356 -3,5579 -3,1361 -2,6053 -2,0887 -1,6516 -1,3114 -1,0814 -1,0000 -1,1133 -1,4368 -1,9324 -2,5200 -3,1162 -3,6739 -4,1948 -4,7048 -5,2178 -5,7259 -6,2243 -6,7248 -7,2279 -7,6913 -8,0364 -8,1822 -8,0837 -7,7516 -7,2369 -6,5942 -5,8587 -5,0576 -4,2360 -3,4625 -2,8103 -2,3299 -2,0365 -1,9208 -1,9674 -2,1647 -2,5117 -3,0091 -3,6238 -4,2561 -4,7445 -4,9056 -4,5996 -3,7917 -2,5618 -1,0638 0,5189 1,9952 3,1830 3,9435 4,2257 4,0780 3,6076 2,9170 2,0773 1,1430 0,1650 -0,8170 -1,7681 -2,6325 -3,3239 -3,7572 -3,9010 -3,8043 -3,5728 -3,3221 -3,1389 -3,0585 -3,0616 -3,0987 -3,1297 -3,1417 -3,1398 -3,1343 -3,1358 -3,1539 -3,1979 -3,2809 -3,4274 -3,6744 -4,0480 -4,5233 -5,0159 -5,4168 -5,6390 -5,6420 -5,4274 -5,0256 -4,5006 -3,9517 -3,4898 -3,1994 -3,1139 -3,2059 -3,3906 -3,5498 -3,5800 -3,4360 -3,1338 -2,7269 -2,2870 -1,8921 -1,6120 -1,4964 -1,5702 -1,8315 -2,2489 -2,7592 -3,2718 -3,6997 -4,0072 -4,2199 -4,3849 -4,5319 -4,6600 -4,7347 -4,7023 -4,5346 -4,2652
