Fp1   -0,1724 -0,1884 -0,0693 0,1329 0,3430 0,4727 0,4457 0,2210 -0,1903 -0,7212 -1,2751 -1,7662 -2,1383 -2,3542 -2,3894 -2,2382 -1,9139 -1,4449 -0,8820 -0,3037 0,2034 0,5739 0,7785 0,8222 0,7340 0,5567 0,3393 0,1307 -0,0369 -0,1635 -0,2755 -0,3975 -0,5258 -0,6262 -0,6601 -0,6079 -0,4703 -0,2617 0,0006 0,3097 0,6616 1,0333 1,3835 1,6771 1,8937 2,0177 2,0374 1,9550 1,7878 1,5619 1,3148 1,0933 0,9354 0,8527 0,8341 0,8601 0,9188 1,0125 1,1560 1,3710 1,6803 2,0911 2,5735 3,0565 3,4548 3,7022 3,7679 3,6537 3,3880 3,0201 2,6103 2,2188 1,8985 1,6860 1,5903 1,5900 1,6507 1,7489 1,8811 2,0544 2,2690 2,5035 2,7173 2,8694 2,9413 2,9406 2,8899 2,8167 2,7452 2,6881 2,6432 2,5978 2,5348 2,4435 2,3329 2,2318 2,1752 2,1924 2,3030 2,5119 2,8043 3,1464 3,4903 3,7826 3,9765 4,0422 3,9718 3,7814 3,5131 3,2235 2,9607 2,7486 2,5879 2,4648 2,3553 2,2294 2,0613 1,8378 1,5574 1,2319 0,8963 0,6022 0,3938 0,2950 0,3251 0,5120 0,8727 1,3720 1,9175 2,4117 2,8162 3,1629 3,5147 3,9227 4,4034 4,9365 5,4754 5,9679 6,3848 6,7400 7,0733 7,4046 7,7087 7,9361 8,0522 8,0611 8,0103 7,9758 8,0250 8,1830 8,4256 8,7012 8,9566 9,1545 9,2763 9,3031 9,2030 8,9518 8,5617 8,0789 7,5601 7,0576 6,6195 6,2825 6,0595 5,9410 5,9096 5,9500 6,0472 6,1804 6,3196 6,4283 6,4711 6,4261 6,2916 6,0802 5,8049 5,4712 5,0915 4,7063 4,3795 4,1634 4,0695 4,0720 4,1282 4,1914 4,2085 4,1259 3,9171 3,6045 3,2492 2,9234 2,6965 2,6284 2,7465 3,0241 3,3871 3,7446 4,0159 4,1412 4,0887 3,8690 3,5377 3,1727 2,8478 2,6162 2,5002 2,4887 2,5423 2,6005 2,5955 2,4750 2,2212 1,8483 1,3811 0,8337 0,2095 -0,4798 -1,2002 -1,8943 -2,4853 -2,8857 -3,0152 -2,8276 -2,3361 -1,6208 -0,8072 -0,0276 0,6169 1,0706 1,3152 1,3545 1,2130 0,9393 0,5941 0,2240 -0,1517 -0,5260 -0,8752 -1,1514 -1,3062 -1,3166 -1,1856 -0,9282 -0,5664 -0,1339 0,3202 0,7425 1,0927 1,3512 1,5092 1,5580 1,4895 1,3082 1,0435 0,7445 0,4648 0,2397 0,0703 -0,0694 -0,2108 -0,3752 -0,5629 -0,7443 -0,8644 -0,8634 -0,7022 -0,3818 0,0510 0,5093 0,8899 1,1137 1,1630 1,0865 0,9676 0,8789 0,8527 0,8758 0,9073 0,9129 0,8884 0,8481 0,7979 0,7250 0,6198 0,5096 0,4578 0,5180 0,6913 0,9343 1,2048 1,4967 1,8366 2,2524 2,7439 3,2734 3,7821 4,2207 4,5698 4,8392 5,0500 5,2206 5,3637 5,4957 5,6440 5,8272 6,0206 6,1539 6,1465 5,9446 5,5428 4,9885 4,3600 3,7234 3,1031 2,4927 1,8939 1,3489 0,9411 0,7596 0,8460 1,1660 1,6258 2,1134 2,5327 2,8242 2,9719 2,9917 2,9109 2,7520 2,5273 2,2443 1,9177 1,5713 1,2323 0,9395 0,7602 0,7761 1,0408 1,5507 2,2512 3,0552 3,8596 4,5637 5,0878 5,3901 5,4802 5,4078 5,2298 4,9881 4,7156 4,4485 4,2291 4,0944 4,0610 4,1210 4,2476 4,4061 4,5621 4,6806 4,7190 4,6336 4,4100 4,0860 3,7394 3,4492 3,2627 3,1876 3,2059 3,2909 3,4120 3,5321 3,6227 3,6969 3,8175 4,0621 4,4713 5,0191 5,6121 6,1108 6,3834 6,3747 6,1341 5,7745 5,4043 5,0854 4,8267 4,6057 4,4094 4,2548 4,1701 4,1620 4,2170 4,3245 4,4752 4,6384 4,7612 4,7956 4,7153 4,5101 4,1695 3,6701 2,9883 2,1405 1,2082 0,3017 -0,5011 -1,1747 -1,7185 -2,1284 -2,3893 -2,4856 -2,4107 -2,1679 -1,7734 -1,2592 -0,6659 -0,0290 0,6220 1,2498 1,8009 2,2202 2,4758 2,5685 2,5195 2,3610 2,1377 1,9003 1,6868 1,5257 1,4579 1,5335 1,7765 2,1580 2,6051 3,0402 3,4230 3,7550 4,0509 4,3190 4,5658 4,8073 5,0659 5,3481 5,6176 5,7972 5,8092 5,6222 5,2701 4,8359 4,4005 3,9931 3,5906 3,1592 2,6878 2,1894 1,6915 1,2287 0,8392 0,5647 0,4463 0,5122 0,7615 1,1497 1,5943 2,0038 2,3133 2,4967 2,5525 2,4789 2,2685 1,9257 1,4893 1,0392 0,6752 0,4779 0,4837 0,6845 1,0364 1,4726 1,9195 2,3073 2,5703 2,6505 2,5132 2,1698 1,6824 1,1395 0,6188 0,1594 -0,2408 -0,6026 -0,9410 -1,2564 -1,5355 -1,7574 -1,8982 -1,9291 -1,8192 -1,5510 -1,1367 -0,6216 -0,0726 0,4398 0,8591 1,1524 1,3157 1,3696 1,3425 1,2566 1,1359 1,0205 0,9667 1,0289 1,2369 1,5841 2,0358 2,5497 3,0830 3,5889 4,0199 4,3429 4,5528 4,6783 4,7779 4,9123 5,1085 5,3477 5,5856 5,7795 5,9053 5,9608 5,9582 5,9122 5,8286 5,7078 5,5656 5,4420 5,3785 5,3872 5,4424 5,4996 5,5297 5,5361 5,5338 5,5217 5,4719 5,3320 5,0387 4,5575 3,9168 3,2047 2,5345 2,0066 1,6759 1,5310 1,4984 1,4691 1,3389 1,0486 0,6012 0,0399 -0,5936 -1,2704 -1,9536 -2,5855 -3,1091 -3,4972 -3,7586 -3,9201 -4,0072 -4,0331 -3,9920 -3,8668 -3,6638 -3,4399 -3,2908 -3,3111 -3,5614 -4,0461 -4,6998 -5,4018 -6,0172 -6,4426 -6,6288 -6,5794 -6,3336 -5,9426 -5,4426 -4,8376 -4,1100 -3,2618 -2,3550 -1,5106 -0,8613 -0,4952 -0,4302 -0,6217 -0,9876 -1,4317
Fz    0,7217 0,8132 0,8671 0,8627 0,7882 0,6347 0,4005 0,0979 -0,2437 -0,5808 -0,8702 -1,0873 -1,2286 -1,3040 -1,3301 -1,3269 -1,3092 -1,2840 -1,2562 -1,2301 -1,2002 -1,1474 -1,0486 -0,8886 -0,6659 -0,3985 -0,1215 0,1269 0,3193 0,4447 0,5103 0,5317 0,5194 0,4769 0,4044 0,3036 0,1842 0,0679 -0,0151 -0,0345 0,0255 0,1596 0,3502 0,5806 0,8365 1,0990 1,3447 1,5535 1,7153 1,8313 1,9174 2,0007 2,1061 2,2418 2,3936 2,5339 2,6409 2,7121 2,7658 2,8312 2,9317 3,0706 3,2266 3,3611 3,4323 3,4139 3,3055 3,1270 2,9056 2,6718 2,4622 2,3191 2,2798 2,3608 2,5437 2,7761 2,9925 3,1413 3,2012 3,1830 3,1211 3,0547 3,0105 2,9963 3,0067 3,0309 3,0602 3,0904 3,1175 3,1356 3,1378 3,1175 3,0704 2,9946 2,8920 2,7750 2,6730 2,6278 2,6806 2,8522 3,1281 3,4654 3,8128 4,1226 4,3559 4,4920 4,5356 4,5092 4,4386 4,3432 4,2269 4,0755 3,8666 3,5859 3,2350 2,8345 2,4243 2,0538 1,7618 1,5678 1,4800 1,4974 1,6041 1,7682 1,9542 2,1452 2,3567 2,6257 2,9830 3,4316 3,9454 4,4869 5,0276 5,5540 6,0609 6,5467 7,0162 7,4785 7,9406 8,4050 8,8687 9,3158 9,7158 10,0367 10,2625 10,3985 10,4698 10,5138 10,5652 10,6418 10,7441 10,8622 10,9765 11,0578 11,0751 11,0029 10,8252 10,5422 10,1753 9,7649 9,3598 9,0062 8,7375 8,5599 8,4441 8,3430 8,2220 8,0722 7,9002 7,7174 7,5349 7,3616 7,2029 7,0635 6,9485 6,8547 6,7603 6,6315 6,4427 6,1903 5,8897 5,5684 5,2605 4,9982 4,8064 4,7025 4,6932 4,7664 4,8897 5,0162 5,0970 5,1026 5,0406 4,9509 4,8796 4,8583 4,8970 4,9849 5,0952 5,1917 5,2407 5,2269 5,1575 5,0471 4,9022 4,7228 4,5114 4,2755 4,0208 3,7413 3,4188 3,0348 2,5839 2,0781 1,5390 0,9862 0,4320 -0,1112 -0,6221 -1,0733 -1,4365 -1,6833 -1,7875 -1,7339 -1,5309 -1,2143 -0,8350 -0,4423 -0,0765 0,2309 0,4550 0,5792 0,6001 0,5296 0,3886 0,1989 -0,0178 -0,2342 -0,4123 -0,5085 -0,4943 -0,3745 -0,1864 0,0206 0,2030 0,3320 0,3930 0,3830 0,3068 0,1768 0,0110 -0,1720 -0,3571 -0,5284 -0,6675 -0,7613 -0,8090 -0,8202 -0,8065 -0,7760 -0,7351 -0,6928 -0,6576 -0,6277 -0,5891 -0,5233 -0,4185 -0,2747 -0,1040 0,0710 0,2238 0,3319 0,3838 0,3839 0,3542 0,3276 0,3344 0,3882 0,4813 0,5963 0,7170 0,8302 0,9283 1,0138 1,0976 1,1941 1,3189 1,4862 1,7035 1,9675 2,2720 2,6205 3,0278 3,5025 4,0283 4,5626 5,0537 5,4629 5,7802 6,0220 6,2119 6,3658 6,4903 6,5880 6,6623 6,7142 6,7351 6,7085 6,6158 6,4395 6,1687 5,8079 5,3777 4,9037 4,4049 3,8914 3,3697 2,8558 2,3835 1,9948 1,7214 1,5740 1,5447 1,6097 1,7298 1,8554 1,9397 1,9514 1,8793 1,7309 1,5304 1,3162 1,1316 1,0105 0,9697 1,0145 1,1495 1,3783 1,6944 2,0810 2,5185 2,9887 3,4765 3,9672 4,4392 4,8623 5,2118 5,4819 5,6803 5,8139 5,8870 5,9048 5,8712 5,7846 5,6441 5,4617 5,2654 5,0888 4,9525 4,8524 4,7591 4,6317 4,4459 4,2184 3,9999 3,8465 3,7984 3,8751 4,0715 4,3591 4,6956 5,0327 5,3267 5,5546 5,7278 5,8848 6,0639 6,2764 6,4983 6,6824 6,7807 6,7687 6,6625 6,5133 6,3777 6,2918 6,2616 6,2669 6,2752 6,2648 6,2324 6,1825 6,1181 6,0398 5,9406 5,8017 5,5966 5,3028 4,9097 4,4235 3,8658 3,2637 2,6440 2,0358 1,4691 0,9641 0,5200 0,1209 -0,2454 -0,5740 -0,8442 -1,0311 -1,1165 -1,0958 -0,9759 -0,7683 -0,4809 -0,1187 0,3074 0,7704 1,2276 1,6308 1,9449 2,1609 2,2954 2,3781 2,4383 2,4935 2,5456 2,5938 2,6548 2,7607 2,9340 3,1693 3,4395 3,7176 3,9936 4,2755 4,5788 4,9159 5,2894 5,6879 6,0855 6,4477 6,7349 6,9068 6,9357 6,8210 6,5906 6,2894 5,9589 5,6212 5,2815 4,9420 4,6059 4,2714 3,9379 3,6203 3,3454 3,1337 2,9870 2,8935 2,8396 2,8182 2,8312 2,8859 2,9817 3,1023 3,2219 3,3185 3,3823 3,4191 3,4501 3,5047 3,6053 3,7512 3,9159 4,0593 4,1396 4,1232 3,9979 3,7768 3,4875 3,1560 2,8005 2,4336 2,0653 1,7021 1,3471 1,0036 0,6760 0,3718 0,1010 -0,1264 -0,3045 -0,4276 -0,4867 -0,4718 -0,3767 -0,2004 0,0541 0,3767 0,7463 1,1324 1,5044 1,8420 2,1386 2,3996 2,6377 2,8700 3,1164 3,3949 3,7170 4,0846 4,4856 4,8929 5,2757 5,6121 5,8940 6,1296 6,3417 6,5561 6,7826 7,0125 7,2333 7,4390 7,6273 7,7964 7,9417 8,0531 8,1208 8,1488 8,1575 8,1676 8,1866 8,2138 8,2540 8,3184 8,4150 8,5430 8,6935 8,8499 8,9894 9,0832 9,1000 9,0132 8,8056 8,4706 8,0120 7,4448 6,7934 6,0889 5,3676 4,6665 4,0146 3,4243 2,8919 2,4031 1,9396 1,4911 1,0603 0,6531 0,2622 -0,1350 -0,5609 -1,0218 -1,5031 -1,9756 -2,4045 -2,7610 -3,0303 -3,2150 -3,3356 -3,4270 -3,5342 -3,7001 -3,9486 -4,2765 -4,6580 -5,0539 -5,4185 -5,7056 -5,8730 -5,8905 -5,7488 -5,4611 -5,0546 -4,5565 -3,9836 -3,3412 -2,6341 -1,8822 -1,1292 -0,4415 0,1035 0,4365 0,5226 0,3803 0,0776 -0,2941
F3    0,3274 0,2585 0,1885 0,1168 0,0383 -0,0600 -0,1959 -0,3810 -0,6052 -0,8295 -1,0027 -1,0889 -1,0787 -0,9879 -0,8571 -0,7434 -0,6936 -0,7237 -0,8219 -0,9623 -1,1074 -1,2073 -1,2125 -1,0909 -0,8385 -0,4864 -0,0939 0,2741 0,5692 0,7723 0,8959 0,9732 1,0349 1,0895 1,1208 1,1022 1,0178 0,8709 0,6831 0,4885 0,3226 0,2101 0,1623 0,1799 0,2561 0,3811 0,5506 0,7701 1,0452 1,3688 1,7213 2,0785 2,4154 2,7070 2,9309 3,0700 3,1164 3,0757 2,9690 2,8301 2,6984 2,6045 2,5552 2,5299 2,4970 2,4381 2,3603 2,2873 2,2424 2,2418 2,3011 2,4384 2,6633 2,9590 3,2804 3,5736 3,7980 3,9324 3,9735 3,9351 3,8430 3,7188 3,5658 3,3736 3,1363 2,8674 2,6016 2,3876 2,2697 2,2674 2,3669 2,5315 2,7172 2,8820 2,9926 3,0393 3,0453 3,0539 3,1023 3,2040 3,3489 3,5168 3,6884 3,8450 3,9647 4,0290 4,0363 4,0047 3,9597 3,9160 3,8661 3,7813 3,6266 3,3804 3,0458 2,6498 2,2349 1,8485 1,5332 1,3193 1,2196 1,2279 1,3225 1,4757 1,6702 1,9110 2,2199 2,6119 3,0781 3,5846 4,0848 4,5388 4,9318 5,2770 5,6017 5,9326 6,2937 6,7054 7,1773 7,7036 8,2644 8,8256 9,3441 9,7872 10,1447 10,4150 10,5920 10,6715 10,6619 10,5851 10,4734 10,3641 10,2828 10,2292 10,1807 10,1046 9,9688 9,7539 9,4637 9,1296 8,8008 8,5292 8,3506 8,2646 8,2299 8,1904 8,1136 7,9992 7,8550 7,6734 7,4353 7,1358 6,8060 6,5038 6,2828 6,1646 6,1311 6,1381 6,1384 6,0977 5,9993 5,8442 5,6487 5,4355 5,2248 5,0317 4,8667 4,7332 4,6232 4,5137 4,3749 4,1897 3,9718 3,7602 3,5955 3,4982 3,4677 3,4908 3,5497 3,6229 3,6870 3,7253 3,7327 3,7073 3,6391 3,5157 3,3372 3,1224 2,8978 2,6835 2,4847 2,2924 2,0879 1,8513 1,5604 1,1879 0,7137 0,1467 -0,4668 -1,0594 -1,5669 -1,9392 -2,1442 -2,1726 -2,0447 -1,8066 -1,5146 -1,2184 -0,9503 -0,7196 -0,5177 -0,3311 -0,1525 0,0146 0,1590 0,2681 0,3348 0,3619 0,3633 0,3629 0,3868 0,4475 0,5339 0,6179 0,6687 0,6626 0,5880 0,4479 0,2601 0,0539 -0,1395 -0,3008 -0,4255 -0,5161 -0,5718 -0,5860 -0,5525 -0,4737 -0,3626 -0,2397 -0,1268 -0,0398 0,0230 0,0863 0,1873 0,3535 0,5867 0,8629 1,1365 1,3462 1,4348 1,3757 1,1848 0,9126 0,6261 0,3914 0,2584 0,2427 0,3198 0,4441 0,5727 0,6777 0,7526 0,8137 0,8863 0,9888 1,1295 1,3134 1,5482 1,8437 2,2125 2,6696 3,2213 3,8465 4,4896 5,0760 5,5393 5,8498 6,0254 6,1105 6,1402 6,1286 6,0805 6,0055 5,9197 5,8358 5,7548 5,6726 5,5873 5,4916 5,3665 5,1949 4,9764 4,7227 4,4386 4,1163 3,7447 3,3244 2,8774 2,4458 2,0812 1,8306 1,7252 1,7674 1,9184 2,1072 2,2597 2,3234 2,2776 2,1339 1,9310 1,7276 1,5878 1,5569 1,6420 1,8175 2,0466 2,2980 2,5512 2,8012 3,0577 3,3356 3,6481 4,0036 4,3954 4,7951 5,1635 5,4693 5,6943 5,8279 5,8664 5,8168 5,6968 5,5255 5,3197 5,0974 4,8800 4,6834 4,5086 4,3388 4,1420 3,8809 3,5402 3,1552 2,8098 2,5929 2,5600 2,7252 3,0659 3,5290 4,0465 4,5500 4,9778 5,2893 5,4807 5,5872 5,6627 5,7479 5,8474 5,9305 5,9530 5,8871 5,7420 5,5610 5,4021 5,3137 5,3117 5,3709 5,4458 5,5012 5,5214 5,4990 5,4290 5,3105 5,1463 4,9376 4,6840 4,3853 4,0382 3,6331 3,1633 2,6304 2,0459 1,4379 0,8522 0,3361 -0,0820 -0,3942 -0,6040 -0,7198 -0,7507 -0,7009 -0,5726 -0,3813 -0,1601 0,0611 0,2854 0,5481 0,8822 1,2881 1,7309 2,1564 2,5131 2,7701 2,9244 2,9934 3,0050 2,9925 2,9887 3,0221 3,1131 3,2661 3,4654 3,6817 3,8827 4,0449 4,1617 4,2454 4,3227 4,4275 4,5865 4,8039 5,0625 5,3392 5,6119 5,8532 6,0285 6,1101 6,0922 5,9917 5,8333 5,6298 5,3798 5,0772 4,7138 4,2792 3,7782 3,2524 2,7726 2,4031 2,1689 2,0496 2,0011 1,9842 1,9818 2,0004 2,0561 2,1583 2,3018 2,4713 2,6467 2,8058 2,9279 3,0017 3,0290 3,0157 2,9662 2,8884 2,7973 2,7061 2,6198 2,5367 2,4504 2,3480 2,2136 2,0391 1,8284 1,5955 1,3600 1,1387 0,9410 0,7699 0,6267 0,5132 0,4313 0,3819 0,3667 0,3902 0,4551 0,5550 0,6749 0,8023 0,9358 1,0797 1,2322 1,3826 1,5216 1,6532 1,7942 1,9695 2,2086 2,5397 2,9756 3,5022 4,0802 4,6541 5,1672 5,5811 5,8846 6,0883 6,2135 6,2869 6,3370 6,3883 6,4530 6,5297 6,6109 6,6930 6,7776 6,8655 6,9562 7,0574 7,1852 7,3515 7,5462 7,7384 7,8979 8,0123 8,0835 8,1145 8,1039 8,0541 7,9785 7,8918 7,7917 7,6587 7,4730 7,2277 6,9253 6,5689 6,1574 5,6866 5,1566 4,5798 3,9774 3,3696 2,7719 2,1984 1,6634 1,1752 0,7304 0,3155 -0,0888 -0,5037 -0,9425 -1,4027 -1,8656 -2,3042 -2,6940 -3,0206 -3,2806 -3,4766 -3,6131 -3,7041 -3,7860 -3,9122 -4,1251 -4,4337 -4,8119 -5,2098 -5,5703 -5,8440 -5,9972 -6,0141 -5,8962 -5,6547 -5,2990 -4,8340 -4,2673 -3,6171 -2,9144 -2,2032 -1,5412 -0,9947 -0,6240 -0,4676 -0,5273 -0,7602 -1,0894 -1,4280
F7    -0,4855 -0,3349 -0,2192 -0,1598 -0,1587 -0,2074 -0,2866 -0,3696 -0,4344 -0,4722 -0,4897 -0,5058 -0,5386 -0,5903 -0,6487 -0,6976 -0,7210 -0,7087 -0,6642 -0,6019 -0,5366 -0,4740 -0,4139 -0,3561 -0,2980 -0,2294 -0,1316 0,0140 0,2120 0,4514 0,7128 0,9634 1,1492 1,2122 1,1207 0,8856 0,5624 0,2349 -0,0173 -0,1470 -0,1486 -0,0511 0,1025 0,2782 0,4577 0,6262 0,7592 0,8267 0,8103 0,7186 0,5894 0,4757 0,4215 0,4459 0,5438 0,6974 0,8846 1,0800 1,2575 1,3984 1,4986 1,5661 1,6074 1,6120 1,5591 1,4406 1,2744 1,0929 0,9194 0,7607 0,6215 0,5202 0,4865 0,5482 0,7159 0,9725 1,2677 1,5297 1,6947 1,7352 1,6684 1,5447 1,4249 1,3606 1,3793 1,4748 1,6149 1,7611 1,8781 1,9354 1,9179 1,8372 1,7195 1,5858 1,4496 1,3274 1,2434 1,2254 1,2928 1,4449 1,6615 1,9175 2,1944 2,4761 2,7384 2,9499 3,0814 3,1110 3,0231 2,8101 2,4791 2,0546 1,5735 1,0771 0,6037 0,1814 -0,1706 -0,4347 -0,5941 -0,6333 -0,5439 -0,3384 -0,0604 0,2257 0,4584 0,6061 0,6864 0,7590 0,8894 1,1130 1,4208 1,7712 2,1173 2,4306 2,7117 2,9816 3,2633 3,5645 3,8698 4,1488 4,3796 4,5634 4,7162 4,8517 4,9727 5,0780 5,1779 5,2980 5,4619 5,6736 5,9152 6,1558 6,3541 6,4654 6,4587 6,3311 6,1059 5,8148 5,4839 5,1368 4,8028 4,5136 4,2967 4,1650 4,1028 4,0684 4,0181 3,9254 3,7919 3,6507 3,5503 3,5256 3,5786 3,6828 3,8006 3,8974 3,9410 3,8986 3,7483 3,4967 3,1788 2,8378 2,5075 2,2084 1,9550 1,7561 1,6119 1,5117 1,4343 1,3487 1,2220 1,0361 0,8027 0,5612 0,3615 0,2447 0,2359 0,3437 0,5537 0,8195 1,0694 1,2372 1,2941 1,2530 1,1446 0,9887 0,7924 0,5684 0,3380 0,1103 -0,1236 -0,3662 -0,5950 -0,7771 -0,8990 -0,9721 -1,0135 -1,0344 -1,0455 -1,0609 -1,0956 -1,1603 -1,2592 -1,3856 -1,5183 -1,6267 -1,6814 -1,6660 -1,5850 -1,4600 -1,3144 -1,1618 -1,0081 -0,8612 -0,7352 -0,6466 -0,6028 -0,5914 -0,5825 -0,5435 -0,4555 -0,3212 -0,1654 -0,0217 0,0895 0,1723 0,2420 0,3033 0,3468 0,3656 0,3644 0,3494 0,3163 0,2514 0,1470 0,0174 -0,1067 -0,2004 -0,2502 -0,2467 -0,1902 -0,0994 -0,0043 0,0671 0,0953 0,0756 0,0194 -0,0496 -0,1047 -0,1244 -0,0983 -0,0321 0,0521 0,1275 0,1785 0,2090 0,2336 0,2593 0,2767 0,2755 0,2622 0,2570 0,2746 0,3096 0,3398 0,3435 0,3150 0,2702 0,2425 0,2683 0,3688 0,5451 0,7894 1,0908 1,4287 1,7699 2,0850 2,3654 2,6186 2,8508 3,0569 3,2194 3,3123 3,3124 3,2190 3,0630 2,8904 2,7343 2,5992 2,4651 2,3019 2,0835 1,7983 1,4581 1,0989 0,7672 0,5033 0,3323 0,2591 0,2688 0,3323 0,4124 0,4758 0,5063 0,5045 0,4804 0,4544 0,4560 0,5068 0,6026 0,7139 0,8029 0,8418 0,8258 0,7788 0,7420 0,7488 0,8112 0,9303 1,1067 1,3379 1,6100 1,8969 2,1683 2,4001 2,5794 2,7068 2,7955 2,8601 2,9031 2,9183 2,9013 2,8524 2,7735 2,6662 2,5339 2,3827 2,2219 2,0661 1,9317 1,8202 1,7184 1,6195 1,5371 1,4927 1,4942 1,5298 1,5790 1,6239 1,6550 1,6688 1,6644 1,6455 1,6302 1,6519 1,7504 1,9506 2,2382 2,5592 2,8491 3,0607 3,1756 3,2072 3,1967 3,1948 3,2360 3,3214 3,4227 3,5033 3,5359 3,5073 3,4164 3,2736 3,0976 2,8990 2,6660 2,3726 1,9969 1,5358 1,0115 0,4723 -0,0165 -0,3926 -0,6187 -0,6962 -0,6676 -0,6035 -0,5749 -0,6208 -0,7356 -0,8815 -1,0126 -1,0946 -1,1141 -1,0697 -0,9566 -0,7682 -0,5125 -0,2180 0,0787 0,3479 0,5708 0,7445 0,8914 1,0544 1,2664 1,5197 1,7628 1,9222 1,9356 1,7872 1,5246 1,2381 1,0183 0,9219 0,9646 1,1323 1,3982 1,7357 2,1240 2,5436 2,9690 3,3695 3,7147 3,9755 4,1237 4,1392 4,0137 3,7449 3,3358 2,8011 2,1798 1,5409 0,9724 0,5511 0,3133 0,2484 0,3122 0,4426 0,5687 0,6242 0,5701 0,4163 0,2239 0,0717 0,0096 0,0357 0,1173 0,2264 0,3560 0,5102 0,6898 0,8873 1,0897 1,2801 1,4390 1,5454 1,5764 1,5073 1,3240 1,0388 0,6910 0,3366 0,0355 -0,1695 -0,2764 -0,3265 -0,3738 -0,4522 -0,5707 -0,7283 -0,9166 -1,1163 -1,3017 -1,4534 -1,5662 -1,6492 -1,7144 -1,7683 -1,8086 -1,8218 -1,7823 -1,6689 -1,4801 -1,2266 -0,9159 -0,5526 -0,1499 0,2655 0,6560 0,9827 1,2235 1,3850 1,4959 1,5867 1,6680 1,7278 1,7533 1,7520 1,7523 1,7874 1,8715 1,9888 2,1118 2,2251 2,3321 2,4550 2,6329 2,8962 3,2319 3,5813 3,8728 4,0511 4,0872 3,9793 3,7568 3,4804 3,2248 3,0521 2,9995 3,0751 3,2561 3,4967 3,7441 3,9445 4,0466 4,0137 3,8355 3,5299 3,1366 2,7062 2,2816 1,8819 1,5032 1,1324 0,7564 0,3619 -0,0605 -0,5012 -0,9182 -1,2516 -1,4656 -1,5780 -1,6450 -1,7228 -1,8480 -2,0399 -2,2995 -2,6068 -2,9263 -3,2250 -3,4880 -3,7208 -3,9418 -4,1721 -4,4225 -4,6819 -4,9162 -5,0827 -5,1536 -5,1288 -5,0303 -4,8846 -4,7138 -4,5333 -4,3490 -4,1583 -3,9559 -3,7382 -3,5079 -3,2776 -3,0643 -2,8801 -2,7294 -2,6173 -2,5533 -2,5446 -2,5856 -2,6539 -2,7197
