Fp1   -0,5800 -0,7393 -0,9287 -1,1312 -1,3183 -1,4858 -1,6591 -1,8553 -2,0627 -2,2626 -2,4418 -2,5810 -2,6520 -2,6240 -2,4718 -2,1826 -1,7596 -1,2221 -0,6049 0,0484 0,6964 1,3039 1,8418 2,2853 2,6134 2,8121 2,8896 2,8884 2,8686 2,8655 2,8580 2,7888 2,6197 2,3606 2,0517 1,7317 1,4257 1,1509 0,9086 0,6655 0,3776 0,0446 -0,2850 -0,5650 -0,7929 -1,0041 -1,2385 -1,5200 -1,8618 -2,2669 -2,7225 -3,2038 -3,6813 -4,1221 -4,4985 -4,8027 -5,0500 -5,2665 -5,4771 -5,6999 -5,9432 -6,2028 -6,4543 -6,6500 -6,7377 -6,6890 -6,5002 -6,1788 -5,7505 -5,2623 -4,7556 -4,2414 -3,7123 -3,1718 -2,6433 -2,1571 -1,7388 -1,4040 -1,1512 -0,9605 -0,8095 -0,6872 -0,5873 -0,5004 -0,4245 -0,3806 -0,4029 -0,5006 -0,6448 -0,7988 -0,9446 -1,0733 -1,1718 -1,2354 -1,2868 -1,3756 -1,5522 -1,8361 -2,2080 -2,6336 -3,0909 -3,5763 -4,0996 -4,6787 -5,3274 -6,0350 -6,7619 -7,4510 -8,0470 -8,5128 -8,8381 -9,0274 -9,0846 -9,0112 -8,8102 -8,4870 -8,0485 -7,5050 -6,8736 -6,1754 -5,4307 -4,6550 -3,8599 -3,0671 -2,3159 -1,6476 -1,0920 -0,6713 -0,3911 -0,2130 -0,0503 0,1987 0,6047 1,1792 1,8786 2,6431 3,4364 4,2437 5,0365 5,7676 6,4094 6,9717 7,4703 7,8952 8,2145 8,4019 8,4623 8,4347 8,3768 8,3511 8,4067 8,5579 8,7757 9,0028 9,1866 9,3066 9,3707 9,3847 9,3308 9,1766 8,9011 8,5200 8,0847 7,6492 7,2419 6,8716 6,5415 6,2436 5,9460 5,6048 5,1980 4,7392 4,2599 3,7833 3,3191 2,8784 2,4867 2,1768 1,9672 1,8406 1,7352 1,5621 1,2460 0,7671 0,1712 -0,4600 -1,0524 -1,5616 -1,9695 -2,2716 -2,4658 -2,5451 -2,5081 -2,3776 -2,2006 -2,0225 -1,8642 -1,7235 -1,5879 -1,4456 -1,2901 -1,1199 -0,9370 -0,7534 -0,5946 -0,4823 -0,4113 -0,3507 -0,2648 -0,1271 0,0765 0,3439 0,6566 0,9846 1,2928 1,5533 1,7637 1,9484 2,1314 2,3116 2,4682 2,5795 2,6308 2,6115 2,5200 2,3729 2,1984 2,0192 1,8390 1,6420 1,4170 1,1808 0,9737 0,8371 0,8005 0,8732 1,0367 1,2392 1,4069 1,4760 1,4208 1,2507 0,9910 0,6756 0,3476 0,0463 -0,2139 -0,4431 -0,6560 -0,8565 -1,0354 -1,1748 -1,2562 -1,2764 -1,2602 -1,2462 -1,2528 -1,2650 -1,2521 -1,1885 -1,0579 -0,8537 -0,5775 -0,2407 0,1296 0,4922 0,8078 1,0562 1,2366 1,3583 1,4323 1,4648 1,4540 1,4008 1,3239 1,2563 1,2182 1,1999 1,1810 1,1598 1,1548 1,1831 1,2497 1,3472 1,4571 1,5556 1,6254 1,6587 1,6502 1,5986 1,5236 1,4692 1,4825 1,5943 1,8167 2,1431 2,5410 2,9572 3,3386 3,6494 3,8701 3,9917 4,0230 3,9915 3,9228 3,8217 3,6783 3,4837 3,2407 2,9588 2,6357 2,2498 1,7797 1,2375 0,6841 0,2108 -0,1032 -0,2333 -0,2221 -0,1437 -0,0433 0,0906 0,2969 0,5932 0,9496 1,2959 1,5505 1,6598 1,6264 1,5001 1,3398 1,1913 1,0915 1,0689 1,1333 1,2772 1,4872 1,7475 2,0361 2,3258 2,5935 2,8285 3,0242 3,1699 3,2685 3,3543 3,4733 3,6427 3,8359 4,0058 4,1177 4,1577 4,1207 4,0047 3,8091 3,5301 3,1607 2,7093 2,2146 1,7338 1,3197 1,0099 0,8188 0,7337 0,7274 0,7734 0,8496 0,9454 1,0666 1,2180 1,3916 1,5793 1,7832 2,0070 2,2436 2,4652 2,6197 2,6491 2,5246 2,2691 1,9519 1,6641 1,4789 1,4159 1,4416 1,5111 1,6044 1,7324 1,9237 2,2072 2,5901 3,0489 3,5434 4,0297 4,4555 4,7591 4,8827 4,7957 4,5089 4,0698 3,5410 2,9766 2,4123 1,8704 1,3626 0,8907 0,4549 0,0574 -0,3015 -0,6234 -0,9050 -1,1334 -1,2878 -1,3491 -1,3109 -1,1871 -1,0152 -0,8485 -0,7342 -0,6928 -0,7242 -0,8304 -1,0199 -1,2848 -1,5902 -1,8954 -2,1766 -2,4191 -2,5984 -2,6764 -2,6109 -2,3784 -1,9952 -1,5071 -0,9520 -0,3371 0,3424 1,0559 1,7135 2,2103 2,4929 2,5711 2,4798 2,2480 1,8932 1,4294 0,8822 0,2953 -0,2758 -0,7744 -1,1526 -1,3935 -1,5291 -1,6204 -1,7059 -1,7766 -1,8097 -1,8134 -1,8242 -1,8752 -1,9804 -2,1394 -2,3426 -2,5768 -2,8334 -3,1077 -3,3872 -3,6475 -3,8578 -3,9920 -4,0358 -3,9856 -3,8494 -3,6542 -3,4444 -3,2644 -3,1438 -3,0925 -3,1051 -3,1668 -3,2598 -3,3689 -3,4804 -3,5829 -3,6763 -3,7750 -3,8892 -4,0016 -4,0711 -4,0663 -3,9894 -3,8666 -3,7234 -3,5744 -3,4286 -3,2925 -3,1671 -3,0537 -2,9649 -2,9177 -2,9119 -2,9226 -2,9241 -2,9162 -2,9167 -2,9344 -2,9648 -2,9994 -3,0203 -2,9935 -2,8760 -2,6304 -2,2458 -1,7490 -1,1846 -0,5838 0,0492 0,7291 1,4679 2,2620 3,0950 3,9439 4,7783 5,5633 6,2648 6,8547 7,3220 7,6885 7,9966 8,2661 8,4685 8,5493 8,4604 8,1833 7,7428 7,2006 6,6185 6,0230 5,4069 4,7594 4,0872 3,4080 2,7338 2,0671 1,4089 0,7720 0,1883 -0,2967 -0,6487 -0,8688 -0,9933 -1,0721 -1,1466 -1,2380 -1,3524 -1,4951 -1,6772 -1,9084 -2,1805 -2,4558 -2,6758 -2,7939 -2,8018 -2,7287 -2,6255 -2,5401 -2,4965 -2,4911 -2,5051 -2,5084 -2,4623 -2,3436 -2,1715 -1,9956 -1,8515 -1,7375 -1,6357 -1,5445 -1,4815 -1,4621 -1,4777 -1,4864 -1,4272 -1,2650 -1,0315 -0,8137 -0,6946 -0,7124 -0,8611 -1,1047 -1,3907 -1,6719 -1,9245 -2,1412 -2,3143 -2,4383 -2,5145 -2,5416 -2,5075 -2,4003
Fz    -1,5214 -1,6295 -1,7393 -1,8352 -1,8994 -1,9340 -1,9603 -1,9925 -2,0247 -2,0452 -2,0470 -2,0193 -1,9419 -1,7852 -1,5163 -1,1106 -0,5642 0,1022 0,8473 1,6177 2,3547 3,0019 3,5166 3,8773 4,0802 4,1312 4,0478 3,8637 3,6214 3,3532 3,0673 2,7584 2,4309 2,0999 1,7719 1,4349 1,0679 0,6572 0,1987 -0,3075 -0,8483 -1,3808 -1,8441 -2,1979 -2,4486 -2,6415 -2,8259 -3,0323 -3,2718 -3,5372 -3,8044 -4,0515 -4,2750 -4,4860 -4,7010 -4,9405 -5,2222 -5,5489 -5,9060 -6,2722 -6,6265 -6,9462 -7,2005 -7,3479 -7,3497 -7,1926 -6,8898 -6,4676 -5,9661 -5,4367 -4,9184 -4,4153 -3,9063 -3,3715 -2,8077 -2,2278 -1,6522 -1,0973 -0,5731 -0,0889 0,3410 0,6992 0,9724 1,1507 1,2226 1,1763 1,0120 0,7564 0,4571 0,1546 -0,1340 -0,4045 -0,6494 -0,8625 -1,0586 -1,2832 -1,5885 -1,9959 -2,4836 -3,0117 -3,5555 -4,1160 -4,7080 -5,3489 -6,0513 -6,8109 -7,5944 -8,3444 -8,9965 -9,4950 -9,8031 -9,9055 -9,8047 -9,5161 -9,0634 -8,4737 -7,7723 -6,9847 -6,1412 -5,2758 -4,4157 -3,5721 -2,7453 -1,9431 -1,1956 -0,5448 -0,0255 0,3497 0,6019 0,7896 0,9909 1,2740 1,6731 2,1826 2,7714 3,4111 4,0996 4,8485 5,6494 6,4643 7,2531 7,9944 8,6775 9,2883 9,8046 10,2018 10,4689 10,6238 10,7145 10,8064 10,9606 11,2075 11,5324 11,8858 12,2126 12,4796 12,6756 12,7928 12,8195 12,7530 12,6145 12,4478 12,2996 12,1918 12,1102 12,0184 11,8763 11,6464 11,2909 10,7773 10,0957 9,2731 8,3667 7,4435 6,5593 5,7519 5,0462 4,4589 3,9959 3,6376 3,3279 2,9880 2,5548 2,0092 1,3758 0,7035 0,0378 -0,5938 -1,1784 -1,7058 -2,1638 -2,5398 -2,8247 -3,0180 -3,1311 -3,1826 -3,1861 -3,1454 -3,0595 -2,9323 -2,7793 -2,6219 -2,4747 -2,3423 -2,2266 -2,1257 -2,0249 -1,8960 -1,7083 -1,4400 -1,0852 -0,6612 -0,2031 0,2515 0,6693 1,0234 1,3069 1,5407 1,7584 1,9778 2,1902 2,3684 2,4800 2,4986 2,4167 2,2535 2,0434 1,8183 1,5977 1,3903 1,2109 1,0943 1,0799 1,1862 1,3998 1,6777 1,9587 2,1810 2,3000 2,3005 2,1949 2,0049 1,7441 1,4184 1,0352 0,6024 0,1262 -0,3796 -0,8866 -1,3606 -1,7727 -2,1017 -2,3334 -2,4669 -2,5243 -2,5408 -2,5421 -2,5332 -2,5053 -2,4427 -2,3272 -2,1478 -1,9062 -1,6166 -1,3025 -0,9947 -0,7219 -0,4974 -0,3146 -0,1531 0,0075 0,1747 0,3389 0,4850 0,6071 0,7100 0,7982 0,8747 0,9549 1,0723 1,2620 1,5369 1,8799 2,2537 2,6160 2,9327 3,1852 3,3701 3,4921 3,5621 3,5994 3,6285 3,6713 3,7442 3,8614 4,0326 4,2566 4,5182 4,7924 5,0484 5,2532 5,3822 5,4344 5,4302 5,3903 5,3242 5,2367 5,1321 5,0105 4,8606 4,6543 4,3504 3,9141 3,3420 2,6782 2,0041 1,4042 0,9285 0,5778 0,3226 0,1406 0,0348 0,0180 0,0836 0,1920 0,2826 0,3002 0,2229 0,0754 -0,0876 -0,2166 -0,2842 -0,2773 -0,1887 -0,0161 0,2418 0,5852 1,0062 1,4854 1,9978 2,5258 3,0657 3,6137 4,1545 4,6725 5,1687 5,6526 6,1201 6,5456 6,8947 7,1370 7,2426 7,1783 6,9198 6,4679 5,8492 5,1070 4,2991 3,4931 2,7528 2,1276 1,6512 1,3364 1,1712 1,1282 1,1747 1,2794 1,4198 1,5851 1,7671 1,9571 2,1542 2,3646 2,5904 2,8210 3,0320 3,1877 3,2506 3,2006 3,0492 2,8412 2,6430 2,5162 2,4863 2,5341 2,6197 2,7106 2,7942 2,8782 2,9834 3,1278 3,3158 3,5407 3,7826 4,0013 4,1428 4,1614 4,0389 3,7900 3,4539 3,0792 2,7089 2,3714 2,0795 1,8306 1,6104 1,4023 1,1967 0,9933 0,7995 0,6279 0,4962 0,4283 0,4472 0,5584 0,7355 0,9215 1,0475 1,0590 0,9343 0,6789 0,3062 -0,1725 -0,7343 -1,3351 -1,9219 -2,4484 -2,8740 -3,1573 -3,2591 -3,1499 -2,8214 -2,2967 -1,6238 -0,8535 -0,0284 0,8075 1,5906 2,2334 2,6555 2,8210 2,7428 2,4525 1,9744 1,3217 0,5117 -0,4156 -1,3935 -2,3462 -3,2133 -3,9564 -4,5554 -5,0060 -5,3152 -5,4867 -5,5207 -5,4324 -5,2605 -5,0474 -4,8185 -4,5828 -4,3467 -4,1222 -3,9257 -3,7724 -3,6668 -3,5961 -3,5324 -3,4441 -3,3091 -3,1235 -2,8980 -2,6507 -2,4062 -2,1937 -2,0337 -1,9288 -1,8686 -1,8427 -1,8470 -1,8793 -1,9342 -2,0069 -2,1006 -2,2271 -2,3983 -2,6124 -2,8450 -3,0575 -3,2228 -3,3420 -3,4373 -3,5355 -3,6598 -3,8265 -4,0402 -4,2886 -4,5470 -4,7920 -5,0100 -5,1901 -5,3168 -5,3749 -5,3623 -5,2893 -5,1685 -5,0131 -4,8353 -4,6320 -4,3774 -4,0359 -3,5826 -3,0163 -2,3565 -1,6251 -0,8346 0,0139 0,9281 1,9179 2,9879 4,1367 5,3540 6,6130 7,8663 9,0583 10,1413 11,0862 11,8861 12,5460 13,0555 13,3796 13,4837 13,3551 13,0017 12,4458 11,7229 10,8764 9,9455 8,9614 7,9520 6,9417 5,9445 4,9621 3,9938 3,0499 2,1606 1,3714 0,7293 0,2632 -0,0301 -0,1836 -0,2448 -0,2598 -0,2669 -0,2981 -0,3833 -0,5462 -0,7900 -1,0865 -1,3822 -1,6200 -1,7654 -1,8171 -1,8021 -1,7659 -1,7579 -1,8107 -1,9244 -2,0682 -2,1914 -2,2390 -2,1764 -2,0083 -1,7714 -1,5074 -1,2432 -0,9936 -0,7740 -0,6032 -0,4947 -0,4477 -0,4457 -0,4655 -0,4983 -0,5661 -0,7084 -0,9496 -1,2757 -1,6387 -1,9774 -2,2411 -2,4082 -2,4891 -2,5073 -2,4804 -2,4166 -2,3152 -2,1619 -1,9304 -1,6011
F3    -0,5652 -0,9635 -1,3372 -1,6586 -1,9038 -2,0811 -2,2308 -2,3841 -2,5408 -2,6863 -2,8014 -2,8567 -2,8191 -2,6613 -2,3637 -1,9185 -1,3344 -0,6367 0,1355 0,9358 1,7162 2,4261 3,0181 3,4624 3,7518 3,8921 3,8990 3,8022 3,6393 3,4343 3,1861 2,8877 2,5554 2,2291 1,9427 1,6997 1,4776 1,2462 0,9717 0,6122 0,1488 -0,3756 -0,8769 -1,2961 -1,6368 -1,9445 -2,2594 -2,5986 -2,9692 -3,3698 -3,7813 -4,1777 -4,5417 -4,8670 -5,1592 -5,4387 -5,7293 -6,0429 -6,3768 -6,7197 -7,0598 -7,3860 -7,6749 -7,8795 -7,9448 -7,8369 -7,5512 -7,1076 -6,5558 -5,9672 -5,3955 -4,8483 -4,3062 -3,7607 -3,2262 -2,7223 -2,2521 -1,7989 -1,3384 -0,8592 -0,3774 0,0681 0,4390 0,7112 0,8689 0,8932 0,7766 0,5513 0,2813 0,0170 -0,2287 -0,4613 -0,6832 -0,8984 -1,1272 -1,4054 -1,7591 -2,1774 -2,6150 -3,0263 -3,3967 -3,7475 -4,1187 -4,5516 -5,0774 -5,7024 -6,3998 -7,1183 -7,7972 -8,3787 -8,8159 -9,0734 -9,1225 -8,9460 -8,5459 -7,9452 -7,1777 -6,2791 -5,2903 -4,2628 -3,2498 -2,2867 -1,3855 -0,5569 0,1686 0,7515 1,1627 1,3876 1,4369 1,3669 1,2766 1,2776 1,4600 1,8674 2,4925 3,2983 4,2459 5,2930 6,3735 7,4052 8,3320 9,1409 9,8311 10,3873 10,7852 11,0102 11,0753 11,0287 10,9475 10,9194 11,0121 11,2444 11,5787 11,9428 12,2680 12,5173 12,6838 12,7672 12,7583 12,6454 12,4305 12,1436 11,8329 11,5334 11,2521 10,9815 10,7135 10,4307 10,0909 9,6386 9,0428 8,3215 7,5307 6,7335 5,9800 5,3088 4,7550 4,3476 4,0951 3,9619 3,8551 3,6515 3,2559 2,6466 1,8783 1,0489 0,2508 -0,4595 -1,0608 -1,5492 -1,9213 -2,1685 -2,2855 -2,2854 -2,1991 -2,0592 -1,8869 -1,6924 -1,4784 -1,2471 -1,0080 -0,7758 -0,5621 -0,3764 -0,2289 -0,1194 -0,0279 0,0780 0,2251 0,4214 0,6533 0,8886 1,0914 1,2392 1,3247 1,3526 1,3470 1,3552 1,4274 1,5900 1,8370 2,1365 2,4375 2,6823 2,8318 2,8861 2,8704 2,8056 2,6965 2,5422 2,3565 2,1755 2,0402 1,9734 1,9756 2,0322 2,1159 2,1870 2,2017 2,1356 1,9989 1,8189 1,6126 1,3818 1,1236 0,8333 0,5051 0,1433 -0,2283 -0,5732 -0,8557 -1,0485 -1,1415 -1,1566 -1,1526 -1,1978 -1,3282 -1,5335 -1,7734 -1,9928 -2,1299 -2,1335 -1,9792 -1,6785 -1,2776 -0,8443 -0,4408 -0,0998 0,1787 0,4118 0,6175 0,8047 0,9704 1,1064 1,2107 1,2937 1,3660 1,4215 1,4425 1,4225 1,3773 1,3388 1,3433 1,4166 1,5596 1,7471 1,9457 2,1304 2,2793 2,3721 2,4065 2,4072 2,4106 2,4469 2,5400 2,7048 2,9416 3,2340 3,5510 3,8496 4,0867 4,2361 4,3012 4,3085 4,2829 4,2314 4,1484 4,0275 3,8690 3,6717 3,4154 3,0603 2,5760 1,9749 1,3233 0,7227 0,2672 0,0015 -0,0933 -0,0707 0,0307 0,2079 0,4722 0,8130 1,1814 1,5010 1,6957 1,7210 1,5925 1,3820 1,1731 1,0219 0,9631 1,0256 1,2300 1,5788 2,0518 2,6068 3,1910 3,7584 4,2834 4,7590 5,1803 5,5344 5,8170 6,0490 6,2634 6,4793 6,6905 6,8711 6,9890 7,0091 6,8951 6,6222 6,1882 5,6102 4,9194 4,1644 3,4131 2,7385 2,2027 1,8492 1,6940 1,7156 1,8622 2,0705 2,2828 2,4618 2,5981 2,6988 2,7757 2,8470 2,9347 3,0476 3,1703 3,2689 3,2989 3,2191 3,0145 2,7109 2,3681 2,0626 1,8570 1,7695 1,7685 1,8035 1,8401 1,8734 1,9219 2,0159 2,1790 2,4182 2,7273 3,0836 3,4349 3,7037 3,8197 3,7514 3,5155 3,1600 2,7360 2,2776 1,8046 1,3386 0,9044 0,5192 0,1908 -0,0811 -0,3108 -0,5180 -0,7088 -0,8677 -0,9683 -0,9885 -0,9169 -0,7564 -0,5296 -0,2748 -0,0335 0,1620 0,2859 0,3111 0,2132 -0,0093 -0,3255 -0,6884 -1,0534 -1,3740 -1,5975 -1,6745 -1,5674 -1,2644 -0,7933 -0,2077 0,4506 1,1646 1,9160 2,6472 3,2540 3,6327 3,7377 3,5894 3,2323 2,6997 2,0106 1,1864 0,2687 -0,6737 -1,5585 -2,3137 -2,8976 -3,3086 -3,5849 -3,7781 -3,9105 -3,9606 -3,9084 -3,7819 -3,6425 -3,5359 -3,4721 -3,4441 -3,4498 -3,4958 -3,5867 -3,7117 -3,8362 -3,9050 -3,8607 -3,6687 -3,3309 -2,8814 -2,3733 -1,8721 -1,4463 -1,1452 -0,9868 -0,9666 -1,0681 -1,2615 -1,5026 -1,7455 -1,9582 -2,1306 -2,2745 -2,4106 -2,5480 -2,6742 -2,7687 -2,8267 -2,8649 -2,9063 -2,9669 -3,0564 -3,1805 -3,3364 -3,5079 -3,6766 -3,8375 -3,9945 -4,1372 -4,2324 -4,2485 -4,1865 -4,0752 -3,9427 -3,8055 -3,6735 -3,5454 -3,4017 -3,2089 -2,9311 -2,5477 -2,0611 -1,4839 -0,8246 -0,0859 0,7337 1,6391 2,6380 3,7371 4,9286 6,1772 7,4228 8,5964 9,6379 10,5144 11,2324 11,8205 12,2864 12,5992 12,7113 12,5818 12,1930 11,5712 10,7885 9,9259 9,0313 8,1156 7,1815 6,2450 5,3265 4,4342 3,5695 2,7481 2,0088 1,4033 0,9759 0,7384 0,6547 0,6495 0,6409 0,5762 0,4470 0,2754 0,0864 -0,1064 -0,2961 -0,4702 -0,6010 -0,6539 -0,6142 -0,5050 -0,3762 -0,2821 -0,2607 -0,3164 -0,4234 -0,5436 -0,6363 -0,6633 -0,6064 -0,4868 -0,3510 -0,2322 -0,1327 -0,0411 0,0422 0,1047 0,1395 0,1578 0,1924 0,2819 0,4324 0,5896 0,6638 0,5864 0,3420 -0,0363 -0,4848 -0,9346 -1,3390 -1,6836 -1,9659 -2,1730 -2,2831 -2,2756 -2,1285 -1,8218 -1,3555
F7    -0,9462 -1,2689 -1,5203 -1,7040 -1,8189 -1,9099 -2,0624 -2,3238 -2,6714 -3,0681 -3,4886 -3,8958 -4,2347 -4,4429 -4,4624 -4,2607 -3,8423 -3,2506 -2,5624 -1,8555 -1,1634 -0,4704 0,2542 1,0212 1,8047 2,5451 3,1850 3,7087 4,1340 4,4660 4,6653 4,6702 4,4629 4,1062 3,7037 3,3332 3,0313 2,8109 2,6437 2,4369 2,0944 1,6201 1,1130 0,6610 0,2714 -0,1093 -0,5346 -1,0277 -1,5984 -2,2496 -2,9607 -3,6816 -4,3460 -4,8962 -5,3204 -5,6697 -6,0244 -6,4418 -6,9292 -7,4458 -7,9371 -8,3716 -8,7229 -8,9331 -8,9307 -8,6831 -8,2096 -7,5530 -6,7713 -5,9491 -5,1751 -4,4907 -3,8725 -3,2725 -2,6708 -2,0850 -1,5512 -1,1053 -0,7616 -0,5107 -0,3483 -0,2871 -0,3147 -0,3584 -0,3292 -0,2118 -0,0786 0,0011 0,0287 0,0413 0,0581 0,0829 0,1107 0,1109 0,0312 -0,1754 -0,5278 -1,0035 -1,5451 -2,0887 -2,5922 -3,0487 -3,4891 -3,9713 -4,5460 -5,2209 -5,9540 -6,6731 -7,2973 -7,7574 -8,0172 -8,0787 -7,9720 -7,7391 -7,4227 -7,0533 -6,6304 -6,1246 -5,5112 -4,8005 -4,0358 -3,2673 -2,5275 -1,8423 -1,2577 -0,8244 -0,5752 -0,5353 -0,7034 -0,9915 -1,2211 -1,1948 -0,7749 0,0686 1,2513 2,6208 4,0229 5,3290 6,4243 7,2301 7,7689 8,1607 8,5146 8,8476 9,1026 9,2128 9,1532 8,9557 8,6984 8,4828 8,3918 8,4467 8,5995 8,7639 8,8729 8,9286 8,9898 9,1025 9,2450 9,3332 9,2741 9,0333 8,6582 8,2178 7,7438 7,2531 6,7911 6,4064 6,0894 5,7756 5,4101 4,9880 4,5354 4,0737 3,6124 3,1740 2,8187 2,6234 2,6259 2,7764 2,9317 2,9007 2,5346 1,8221 0,9140 0,0261 -0,6883 -1,1758 -1,4394 -1,4956 -1,3601 -1,0515 -0,6093 -0,1037 0,3844 0,8069 1,1678 1,4983 1,8252 2,1631 2,5154 2,8761 3,2291 3,5408 3,7614 3,8521 3,8122 3,6740 3,4756 3,2485 3,0300 2,8701 2,8085 2,8428 2,9236 2,9938 3,0431 3,1098 3,2232 3,3654 3,4985 3,6032 3,6787 3,7197 3,7166 3,6739 3,6041 3,5030 3,3407 3,0776 2,6977 2,2324 1,7550 1,3592 1,1300 1,1154 1,3095 1,6331 1,9392 2,0834 2,0075 1,7508 1,4011 1,0581 0,8188 0,7482 0,8399 1,0186 1,1917 1,3000 1,3324 1,3191 1,3087 1,3270 1,3441 1,2904 1,1112 0,8047 0,4228 0,0599 -0,1761 -0,2085 -0,0159 0,3675 0,8548 1,3288 1,6914 1,9047 1,9861 1,9744 1,9043 1,7990 1,6727 1,5423 1,4379 1,3916 1,4051 1,4423 1,4617 1,4460 1,3957 1,3161 1,2276 1,1669 1,1486 1,1426 1,1082 1,0321 0,9168 0,7623 0,5834 0,4225 0,3300 0,3455 0,4983 0,7972 1,2149 1,6982 2,1912 2,6411 2,9947 3,2120 3,2983 3,3090 3,3053 3,3089 3,2952 3,2196 3,0543 2,7921 2,4126 1,8711 1,1516 0,3318 -0,4230 -0,9409 -1,1265 -0,9963 -0,6630 -0,2616 0,1457 0,5931 1,1374 1,7758 2,4308 2,9860 3,3382 3,4517 3,3863 3,2555 3,1394 3,0500 2,9730 2,9087 2,8741 2,8892 2,9637 3,0918 3,2632 3,4748 3,7321 4,0342 4,3487 4,6120 4,7796 4,8729 4,9568 5,0740 5,2068 5,3016 5,3217 5,2671 5,1518 4,9852 4,7709 4,5051 4,1764 3,7781 3,3256 2,8554 2,4141 2,0517 1,8072 1,6910 1,6867 1,7548 1,8306 1,8560 1,8217 1,7614 1,7206 1,7470 1,8747 2,0979 2,3711 2,6304 2,8078 2,8437 2,7122 2,4424 2,1103 1,8100 1,6184 1,5582 1,5939 1,6778 1,7958 1,9689 2,2278 2,5936 3,0662 3,6223 4,2255 4,8280 5,3627 5,7501 5,9217 5,8459 5,5446 5,0876 4,5578 4,0016 3,4139 2,7695 2,0535 1,2808 0,5180 -0,1388 -0,6249 -0,9386 -1,1253 -1,2487 -1,3612 -1,4748 -1,5524 -1,5411 -1,4286 -1,2631 -1,1101 -0,9970 -0,9164 -0,8699 -0,8714 -0,9106 -0,9451 -0,9410 -0,9050 -0,8676 -0,8476 -0,8227 -0,7220 -0,4667 -0,0437 0,4799 1,0261 1,5813 2,1854 2,8335 3,4147 3,7871 3,9036 3,8275 3,6431 3,3876 3,0567 2,6419 2,1570 1,6456 1,1696 0,7914 0,5532 0,4465 0,3932 0,2839 0,0676 -0,2003 -0,4249 -0,5742 -0,6911 -0,8347 -1,0427 -1,3302 -1,6940 -2,1209 -2,5993 -3,1079 -3,5974 -4,0051 -4,2850 -4,4145 -4,3798 -4,1701 -3,8012 -3,3440 -2,9061 -2,5742 -2,3877 -2,3622 -2,5010 -2,7681 -3,0806 -3,3492 -3,5138 -3,5477 -3,4605 -3,3019 -3,1429 -3,0322 -2,9693 -2,9185 -2,8431 -2,7182 -2,5215 -2,2360 -1,8717 -1,4700 -1,0824 -0,7608 -0,5658 -0,5489 -0,7017 -0,9369 -1,1531 -1,3219 -1,4888 -1,6968 -1,9471 -2,2202 -2,4913 -2,7276 -2,8823 -2,9000 -2,7494 -2,4485 -2,0378 -1,5369 -0,9364 -0,2235 0,5899 1,4626 2,3441 3,1909 3,9690 4,6574 5,2410 5,6963 6,0171 6,2617 6,5228 6,8287 7,1080 7,2470 7,1435 6,7409 6,0796 5,3076 4,5893 3,9960 3,4955 3,0321 2,5904 2,1862 1,8230 1,4797 1,1360 0,8002 0,5194 0,3614 0,3623 0,4835 0,6194 0,6475 0,4922 0,1685 -0,2352 -0,6186 -0,9194 -1,1316 -1,2884 -1,4193 -1,5193 -1,5682 -1,5644 -1,5325 -1,5102 -1,5197 -1,5432 -1,5414 -1,4874 -1,3620 -1,1393 -0,8227 -0,4815 -0,2108 -0,0534 0,0145 0,0247 -0,0264 -0,1515 -0,3356 -0,5371 -0,6949 -0,7369 -0,6289 -0,4293 -0,2580 -0,2121 -0,3321 -0,6198 -1,0466 -1,5535 -2,0702 -2,5427 -2,9369 -3,2235 -3,3773 -3,3929 -3,2895 -3,0942 -2,8282
