Fp1   -5,2989 -5,1111 -4,7418 -4,1805 -3,4609 -2,6740 -1,9389 -1,3578 -0,9924 -0,8633 -0,9513 -1,1933 -1,4913 -1,7391 -1,8514 -1,7904 -1,5812 -1,2898 -0,9800 -0,6949 -0,4724 -0,3452 -0,2949 -0,2269 -0,0338 0,3203 0,7927 1,3197 1,8625 2,3929 2,8579 3,1941 3,3750 3,4126 3,3207 3,1001 2,7559 2,3308 1,9176 1,6123 1,4526 1,4128 1,4432 1,4846 1,4655 1,3223 1,0363 0,6723 0,3793 0,3218 0,5857 1,1301 1,8117 2,4707 3,0192 3,4473 3,7467 3,8699 3,7759 3,4799 3,0395 2,5263 2,0191 1,5804 1,2209 0,9205 0,6900 0,5840 0,6422 0,8274 1,0227 1,0854 0,9103 0,4740 -0,1552 -0,8450 -1,4581 -1,9092 -2,1812 -2,2963 -2,2833 -2,1635 -1,9448 -1,6205 -1,1886 -0,6964 -0,2675 -0,0672 -0,2216 -0,7574 -1,5910 -2,5579 -3,4699 -4,1860 -4,6636 -4,9464 -5,0973 -5,1428 -5,0654 -4,8346 -4,4450 -3,9256 -3,3271 -2,7306 -2,2506 -1,9877 -1,9761 -2,1885 -2,5584 -2,9720 -3,2937 -3,4540 -3,5074 -3,5885 -3,8110 -4,2039 -4,7298 -5,3314 -5,9468 -6,5125 -6,9716 -7,2831 -7,4370 -7,4527 -7,3436 -7,0997 -6,7242 -6,2729 -5,8409 -5,5301 -5,4330 -5,6064 -6,0211 -6,5470 -7,0127 -7,2926 -7,3440 -7,1750 -6,8053 -6,2708 -5,6446 -5,0122 -4,4145 -3,8431 -3,2953 -2,8070 -2,4255 -2,1826 -2,0985 -2,1852 -2,4235 -2,7343 -2,9874 -3,0617 -2,9136 -2,5851 -2,1560 -1,6973 -1,2593 -0,8732 -0,5467 -0,2668 -0,0181 0,2100 0,4358 0,6879 0,9833 1,3155 1,6715 2,0482 2,4408 2,8206 3,1416 3,3633 3,4530 3,3841 3,1625 2,8472 2,5344 2,3287 2,3106 2,4899 2,7780 3,0335 3,1587 3,1613 3,1226 3,1197 3,1797 3,2789 3,3586 3,3321 3,0925 2,5489 1,6669 0,4899 -0,8562 -2,1910 -3,3346 -4,1442 -4,5257 -4,4593 -4,0268 -3,3947 -2,7605 -2,2952 -2,1073 -2,2338 -2,6394 -3,2212 -3,8413 -4,3840 -4,8067 -5,1438 -5,4559 -5,7813 -6,1188 -6,4238 -6,6207 -6,6439 -6,4654 -6,0905 -5,5498 -4,8969 -4,1981 -3,5165 -2,9036 -2,3970 -2,0158 -1,7505 -1,5680 -1,4404 -1,3608 -1,3288 -1,3283 -1,3159 -1,2324 -1,0410 -0,7580 -0,4570 -0,2406 -0,1834 -0,2857 -0,4927 -0,7616 -1,0968 -1,5163 -2,0060 -2,5082 -2,9374 -3,2155 -3,2997 -3,1815 -2,8917 -2,5238 -2,2158 -2,0821 -2,1647 -2,4397 -2,8467 -3,3145 -3,7856 -4,2338 -4,6534 -5,0427 -5,4179 -5,8250 -6,3076 -6,8468 -7,3492 -7,7085 -7,8771 -7,8867 -7,8219 -7,7817 -7,8503 -8,0708 -8,4142 -8,7830 -9,0795 -9,2752 -9,4111 -9,5521 -9,7619 -10,0844 -10,5170 -11,0135 -11,5164 -11,9763 -12,3584 -12,6527 -12,8689 -13,0138 -13,0771 -13,0318 -12,8507 -12,5403 -12,1471 -11,7193 -11,2768 -10,8227 -10,3755 -9,9836 -9,6887 -9,4764 -9,2875 -9,0653 -8,7680 -8,3625 -7,8435 -7,2480 -6,6499 -6,1487 -5,8448 -5,7983 -6,0025 -6,3755 -6,7700 -7,0097 -6,9575 -6,5781 -5,9409 -5,1611 -4,3377 -3,5448 -2,8636 -2,3858 -2,1617 -2,1689 -2,3464 -2,6339 -2,9801 -3,3374 -3,6751 -4,0081 -4,3852 -4,8327 -5,3180 -5,7572 -6,0459 -6,1163 -5,9872 -5,7507 -5,5125 -5,3372 -5,2281 -5,1453 -5,0349 -4,8496 -4,5712 -4,2190 -3,8313 -3,4556 -3,1594 -3,0139 -3,0470 -3,2119 -3,3845 -3,3997 -3,1326 -2,5654 -1,7848 -0,9400 -0,2073 0,2557 0,3651 0,1268 -0,3877 -1,0744 -1,8259 -2,5526 -3,1970 -3,7366 -4,1769 -4,5455 -4,8750 -5,1719 -5,4165 -5,5946 -5,7178 -5,8252 -5,9680 -6,1664 -6,3872 -6,5778 -6,7177 -6,8445 -7,0453 -7,4076 -7,9486 -8,5826 -9,1781 -9,6519 -10,0006 -10,2595 -10,4577 -10,6059 -10,7010 -10,7282 -10,6737 -10,5421 -10,3533 -10,1308 -9,9023 -9,6913 -9,4839 -9,2111 -8,7955 -8,2330 -7,6144 -7,0673 -6,6891 -6,5182 -6,5344 -6,6836 -6,9099 -7,1597 -7,3738 -7,5074 -7,5551 -7,5376 -7,4645 -7,3177 -7,0623 -6,6780 -6,1905 -5,6658 -5,1754 -4,7816 -4,5405 -4,4856 -4,5966 -4,8020 -5,0212 -5,1929 -5,2753 -5,2667 -5,2400 -5,3289 -5,6584 -6,2695 -7,0959 -7,9948 -8,7979 -9,3496 -9,5495 -9,4036 -9,0303 -8,5864 -8,1648 -7,7679 -7,3774 -7,0201 -6,7570 -6,6342 -6,6547 -6,7872 -6,9937 -7,2478 -7,5244 -7,7809 -7,9641 -8,0466 -8,0445 -7,9829 -7,8665 -7,6766 -7,3863 -6,9955 -6,5556 -6,1442 -5,8120 -5,5656 -5,3908 -5,2656 -5,1561 -5,0368 -4,9253 -4,8791 -4,9494 -5,1463 -5,4604 -5,9046 -6,5171 -7,3196 -8,2801 -9,3126 -10,3036 -11,1523 -11,8049 -12,2566 -12,5224 -12,6068 -12,5017 -12,2117 -11,7721 -11,2314 -10,6314 -10,0152 -9,4275 -8,8940 -8,4262 -8,0460 -7,7765 -7,6143 -7,5266 -7,4707 -7,3974 -7,2326 -6,8842 -6,2972 -5,5005 -4,5964 -3,7251 -3,0343 -2,6407 -2,5761 -2,7560 -3,0124 -3,1756 -3,1405 -2,8869 -2,4664 -1,9636 -1,4555 -0,9891 -0,5699 -0,1661 0,2553 0,6890 1,0954 1,4261 1,6198 1,6009 1,3165 0,7766 0,0515 -0,7599 -1,5487 -2,2089 -2,6737 -2,9601 -3,1772 -3,4755 -3,9665 -4,6677 -5,4973 -6,3077 -6,9474 -7,3231 -7,4207 -7,2912 -7,0253 -6,7210 -6,4452 -6,1946 -5,8870 -5,4185 -4,7538 -3,9612 -3,1656 -2,4883 -2,0176 -1,7829 -1,7265 -1,7273 -1,6821 -1,5577 -1,3627 -1,1035 -0,7970 -0,5068 -0,3366 -0,3787 -0,6692 -1,1818 -1,8394 -2,5386 -3,2093 -3,8738 -4,6280 -5,5647 -6,7122 -8,0184 -9,3594 -10,5593 -11,4521 -11,9675 -12,1533 -12,1170 -11,9740 -11,8488 -11,8661 -12,0843 -12,4371 -12,7653 -12,9196 -12,8441 -12,5721 -12,1667
Fz    -4,7109 -4,2888 -3,7284 -3,0581 -2,3434 -1,6814 -1,1721 -0,8768 -0,7939 -0,8691 -1,0246 -1,1887 -1,3106 -1,3625 -1,3341 -1,2292 -1,0642 -0,8613 -0,6428 -0,4375 -0,2878 -0,2323 -0,2637 -0,3099 -0,2748 -0,0999 0,2145 0,6290 1,0885 1,5268 1,8716 2,0730 2,1333 2,0992 2,0232 1,9345 1,8374 1,7328 1,6378 1,5740 1,5431 1,5297 1,5205 1,5035 1,4598 1,3702 1,2295 1,0631 0,9340 0,9178 1,0562 1,3292 1,6663 1,9932 2,2747 2,5083 2,6837 2,7720 2,7555 2,6486 2,4830 2,2866 2,0799 1,8719 1,6570 1,4379 1,2502 1,1485 1,1622 1,2625 1,3694 1,3864 1,2401 0,9085 0,4294 -0,1171 -0,6416 -1,0774 -1,3952 -1,5948 -1,6861 -1,6766 -1,5683 -1,3645 -1,0841 -0,7784 -0,5316 -0,4375 -0,5613 -0,9172 -1,4662 -2,1230 -2,7761 -3,3260 -3,7210 -3,9559 -4,0431 -3,9934 -3,8184 -3,5336 -3,1602 -2,7216 -2,2426 -1,7623 -1,3409 -1,0335 -0,8599 -0,8099 -0,8585 -0,9595 -1,0521 -1,0991 -1,1136 -1,1438 -1,2363 -1,4115 -1,6636 -1,9657 -2,2744 -2,5458 -2,7520 -2,8820 -2,9444 -2,9597 -2,9366 -2,8594 -2,7062 -2,4704 -2,1667 -1,8357 -1,5491 -1,3887 -1,3981 -1,5490 -1,7628 -1,9659 -2,1175 -2,1938 -2,1731 -2,0464 -1,8308 -1,5606 -1,2646 -0,9585 -0,6640 -0,4225 -0,2816 -0,2712 -0,3912 -0,6092 -0,8629 -1,0713 -1,1553 -1,0664 -0,8067 -0,4173 0,0528 0,5655 1,0859 1,5711 1,9801 2,2908 2,5019 2,6276 2,6925 2,7234 2,7368 2,7369 2,7280 2,7247 2,7460 2,7992 2,8759 2,9581 3,0215 3,0419 3,0109 2,9402 2,8517 2,7714 2,7239 2,7143 2,7174 2,6970 2,6455 2,5990 2,6082 2,6988 2,8560 3,0328 3,1669 3,1914 3,0479 2,7066 2,1778 1,5030 0,7488 -0,0010 -0,6621 -1,1608 -1,4443 -1,4987 -1,3593 -1,1005 -0,8232 -0,6375 -0,6339 -0,8514 -1,2637 -1,7933 -2,3436 -2,8365 -3,2448 -3,5965 -3,9382 -4,2923 -4,6402 -4,9306 -5,1003 -5,1005 -4,9134 -4,5555 -4,0712 -3,5192 -2,9552 -2,4210 -1,9379 -1,5110 -1,1432 -0,8432 -0,6180 -0,4635 -0,3657 -0,3099 -0,2883 -0,2957 -0,3228 -0,3562 -0,3876 -0,4263 -0,5017 -0,6449 -0,8624 -1,1327 -1,4333 -1,7569 -2,0982 -2,4353 -2,7293 -2,9349 -3,0194 -2,9774 -2,8282 -2,6108 -2,3899 -2,2438 -2,2293 -2,3618 -2,6232 -2,9766 -3,3795 -3,7994 -4,2238 -4,6508 -5,0751 -5,4904 -5,8964 -6,2885 -6,6395 -6,9038 -7,0455 -7,0626 -6,9890 -6,8834 -6,8102 -6,8197 -6,9291 -7,1096 -7,2990 -7,4451 -7,5464 -7,6485 -7,8068 -8,0597 -8,4186 -8,8644 -9,3560 -9,8476 -10,2987 -10,6785 -10,9663 -11,1449 -11,1917 -11,0833 -10,8072 -10,3758 -9,8371 -9,2620 -8,7092 -8,2004 -7,7312 -7,3024 -6,9386 -6,6678 -6,4905 -6,3780 -6,2907 -6,1885 -6,0380 -5,8271 -5,5714 -5,3053 -5,0739 -4,9194 -4,8630 -4,8927 -4,9657 -5,0199 -4,9917 -4,8405 -4,5690 -4,2164 -3,8278 -3,4298 -3,0364 -2,6744 -2,3918 -2,2302 -2,2004 -2,2957 -2,5128 -2,8438 -3,2542 -3,6866 -4,0993 -4,4888 -4,8691 -5,2373 -5,5586 -5,7809 -5,8721 -5,8486 -5,7678 -5,6911 -5,6469 -5,6226 -5,5868 -5,5120 -5,3802 -5,1828 -4,9195 -4,5931 -4,2175 -3,8340 -3,5047 -3,2763 -3,1428 -3,0344 -2,8497 -2,5169 -2,0363 -1,4751 -0,9332 -0,5155 -0,3020 -0,3164 -0,5227 -0,8488 -1,2165 -1,5634 -1,8507 -2,0619 -2,1982 -2,2721 -2,3033 -2,3115 -2,3056 -2,2936 -2,2961 -2,3376 -2,4322 -2,5827 -2,7760 -2,9818 -3,1711 -3,3394 -3,5164 -3,7537 -4,0942 -4,5438 -5,0650 -5,5984 -6,0913 -6,5099 -6,8328 -7,0480 -7,1579 -7,1780 -7,1277 -7,0242 -6,8794 -6,6961 -6,4744 -6,2290 -5,9920 -5,7891 -5,6120 -5,4238 -5,1969 -4,9409 -4,6909 -4,4796 -4,3246 -4,2271 -4,1774 -4,1631 -4,1689 -4,1734 -4,1605 -4,1345 -4,1157 -4,1144 -4,1097 -4,0527 -3,8946 -3,6173 -3,2377 -2,7994 -2,3744 -2,0620 -1,9512 -2,0646 -2,3417 -2,6816 -2,9971 -3,2418 -3,4170 -3,5692 -3,7682 -4,0671 -4,4692 -4,9277 -5,3720 -5,7346 -5,9628 -6,0278 -5,9411 -5,7588 -5,5477 -5,3398 -5,1268 -4,8985 -4,6701 -4,4739 -4,3368 -4,2663 -4,2522 -4,2816 -4,3486 -4,4453 -4,5452 -4,6066 -4,5967 -4,5072 -4,3490 -4,1462 -3,9326 -3,7379 -3,5828 -3,4824 -3,4397 -3,4361 -3,4385 -3,4184 -3,3597 -3,2576 -3,1224 -2,9836 -2,8770 -2,8253 -2,8390 -2,9372 -3,1594 -3,5483 -4,1201 -4,8464 -5,6528 -6,4340 -7,0843 -7,5332 -7,7632 -7,7946 -7,6532 -7,3551 -6,9199 -6,3823 -5,7821 -5,1553 -4,5424 -3,9838 -3,5036 -3,1124 -2,8226 -2,6458 -2,5769 -2,5884 -2,6326 -2,6460 -2,5535 -2,2908 -1,8375 -1,2341 -0,5659 0,0641 0,5605 0,8593 0,9512 0,8889 0,7640 0,6653 0,6499 0,7376 0,9169 1,1564 1,4185 1,6700 1,8897 2,0690 2,2042 2,2885 2,3201 2,3066 2,2486 2,1295 1,9303 1,6501 1,3056 0,9177 0,5092 0,1128 -0,2355 -0,5221 -0,7739 -1,0456 -1,3819 -1,7859 -2,2102 -2,5755 -2,8134 -2,9089 -2,9056 -2,8770 -2,8932 -2,9965 -3,1876 -3,4161 -3,5858 -3,5955 -3,3930 -2,9973 -2,4815 -1,9494 -1,5108 -1,2388 -1,1287 -1,1083 -1,0957 -1,0433 -0,9346 -0,7664 -0,5547 -0,3523 -0,2435 -0,3078 -0,5827 -1,0557 -1,6768 -2,3754 -3,0946 -3,8268 -4,6031 -5,4446 -6,3257 -7,1786 -7,9193 -8,4703 -8,7818 -8,8525 -8,7326 -8,5057 -8,2674 -8,1095 -8,0972 -8,2336 -8,4425 -8,6016 -8,6124 -8,4512 -8,1634 -7,8205
F3    -3,3781 -2,9670 -2,4385 -1,8374 -1,2479 -0,7843 -0,5431 -0,5495 -0,7426 -1,0101 -1,2402 -1,3588 -1,3394 -1,1909 -0,9352 -0,5938 -0,1898 0,2371 0,6178 0,8601 0,8813 0,6553 0,2505 -0,1804 -0,4648 -0,4840 -0,2086 0,3044 0,9339 1,5323 1,9704 2,1812 2,1810 2,0408 1,8304 1,5818 1,2989 0,9944 0,7032 0,4593 0,2740 0,1456 0,0807 0,0852 0,1408 0,2047 0,2412 0,2567 0,3028 0,4386 0,6855 1,0152 1,3726 1,7069 1,9865 2,2005 2,3491 2,4336 2,4529 2,4060 2,2975 2,1469 1,9917 1,8630 1,7570 1,6468 1,5281 1,4424 1,4453 1,5477 1,6859 1,7528 1,6597 1,3857 0,9828 0,5402 0,1377 -0,1827 -0,4203 -0,5956 -0,7205 -0,7811 -0,7475 -0,5990 -0,3450 -0,0309 0,2671 0,4521 0,4255 0,1219 -0,4545 -1,2160 -2,0146 -2,6944 -3,1473 -3,3400 -3,3033 -3,1096 -2,8489 -2,5981 -2,3966 -2,2425 -2,1066 -1,9642 -1,8213 -1,7036 -1,6285 -1,5958 -1,5937 -1,6011 -1,5970 -1,5832 -1,5958 -1,6885 -1,8957 -2,2130 -2,6108 -3,0530 -3,5009 -3,9122 -4,2420 -4,4575 -4,5619 -4,5841 -4,5343 -4,3867 -4,1144 -3,7252 -3,2632 -2,7930 -2,3869 -2,1065 -1,9751 -1,9620 -2,0044 -2,0490 -2,0686 -2,0425 -1,9380 -1,7190 -1,3778 -0,9512 -0,5044 -0,1023 0,2053 0,3902 0,4486 0,3954 0,2558 0,0722 -0,0897 -0,1541 -0,0605 0,2138 0,6429 1,1641 1,7094 2,2305 2,7024 3,1149 3,4615 3,7358 3,9319 4,0458 4,0762 4,0260 3,9007 3,7096 3,4719 3,2213 2,9945 2,8111 2,6714 2,5729 2,5218 2,5287 2,5971 2,7037 2,7929 2,8055 2,7156 2,5364 2,3028 2,0568 1,8430 1,7083 1,6944 1,8197 2,0627 2,3592 2,6180 2,7472 2,6853 2,4164 1,9562 1,3350 0,6021 -0,1670 -0,8840 -1,4658 -1,8439 -1,9770 -1,8650 -1,5476 -1,1003 -0,6352 -0,2891 -0,1784 -0,3497 -0,7637 -1,3190 -1,8959 -2,4066 -2,8269 -3,1799 -3,4958 -3,7795 -3,9978 -4,0954 -4,0280 -3,7843 -3,3878 -2,8862 -2,3336 -1,7806 -1,2743 -0,8489 -0,5150 -0,2640 -0,0786 0,0575 0,1558 0,2297 0,2993 0,3819 0,4754 0,5560 0,5932 0,5663 0,4669 0,2934 0,0546 -0,2258 -0,5219 -0,8235 -1,1285 -1,4214 -1,6718 -1,8484 -1,9276 -1,8952 -1,7484 -1,4982 -1,1816 -0,8699 -0,6476 -0,5773 -0,6880 -0,9818 -1,4337 -1,9894 -2,5794 -3,1489 -3,6720 -4,1432 -4,5574 -4,8943 -5,1185 -5,1959 -5,1156 -4,9012 -4,6039 -4,2890 -4,0312 -3,9053 -3,9597 -4,1854 -4,5085 -4,8172 -5,0214 -5,1073 -5,1424 -5,2287 -5,4533 -5,8599 -6,4338 -7,1038 -7,7763 -8,3745 -8,8516 -9,1801 -9,3431 -9,3351 -9,1613 -8,8324 -8,3641 -7,7918 -7,1752 -6,5699 -5,9993 -5,4606 -4,9572 -4,5208 -4,1952 -3,9974 -3,9013 -3,8605 -3,8350 -3,7991 -3,7377 -3,6444 -3,5286 -3,4257 -3,3857 -3,4371 -3,5565 -3,6779 -3,7289 -3,6583 -3,4459 -3,1071 -2,6854 -2,2293 -1,7742 -1,3474 -0,9819 -0,7161 -0,5772 -0,5643 -0,6506 -0,8007 -0,9788 -1,1456 -1,2653 -1,3313 -1,3851 -1,5002 -1,7310 -2,0694 -2,4528 -2,8151 -3,1219 -3,3627 -3,5223 -3,5707 -3,4843 -3,2792 -3,0100 -2,7327 -2,4690 -2,2002 -1,8964 -1,5573 -1,2268 -0,9667 -0,8225 -0,7999 -0,8498 -0,8738 -0,7688 -0,4878 -0,0749 0,3535 0,6702 0,8029 0,7606 0,6058 0,4064 0,2029 0,0072 -0,1800 -0,3611 -0,5452 -0,7442 -0,9679 -1,2206 -1,4990 -1,8017 -2,1322 -2,4778 -2,7977 -3,0466 -3,2005 -3,2591 -3,2376 -3,1608 -3,0606 -2,9783 -2,9617 -3,0516 -3,2651 -3,5899 -3,9875 -4,3994 -4,7596 -5,0196 -5,1700 -5,2370 -5,2554 -5,2456 -5,2116 -5,1511 -5,0651 -4,9655 -4,8752 -4,8087 -4,7453 -4,6328 -4,4264 -4,1233 -3,7627 -3,4001 -3,0822 -2,8393 -2,6907 -2,6416 -2,6700 -2,7264 -2,7578 -2,7400 -2,6861 -2,6156 -2,5168 -2,3444 -2,0589 -1,6665 -1,2171 -0,7756 -0,4126 -0,2124 -0,2547 -0,5694 -1,1077 -1,7635 -2,4192 -2,9840 -3,4173 -3,7310 -3,9679 -4,1708 -4,3593 -4,5177 -4,6037 -4,5759 -4,4222 -4,1685 -3,8718 -3,6005 -3,4016 -3,2737 -3,1787 -3,0883 -3,0076 -2,9510 -2,9129 -2,8694 -2,8016 -2,7172 -2,6547 -2,6610 -2,7536 -2,8972 -3,0181 -3,0453 -2,9487 -2,7542 -2,5251 -2,3289 -2,2146 -2,2020 -2,2717 -2,3654 -2,4128 -2,3661 -2,2146 -1,9837 -1,7282 -1,5101 -1,3665 -1,2949 -1,2813 -1,3468 -1,5594 -1,9902 -2,6584 -3,5139 -4,4504 -5,3271 -6,0122 -6,4359 -6,6088 -6,5854 -6,4170 -6,1349 -5,7668 -5,3543 -4,9470 -4,5821 -4,2746 -4,0131 -3,7658 -3,5032 -3,2226 -2,9538 -2,7473 -2,6419 -2,6261 -2,6305 -2,5619 -2,3462 -1,9540 -1,4088 -0,7770 -0,1406 0,4286 0,8802 1,1940 1,3893 1,5162 1,6265 1,7571 1,9407 2,2094 2,5713 2,9896 3,3922 3,7033 3,8709 3,8772 3,7402 3,5144 3,2712 3,0556 2,8607 2,6461 2,3764 2,0472 1,6821 1,3148 0,9754 0,6882 0,4671 0,2926 0,0984 -0,1989 -0,6395 -1,1846 -1,7339 -2,1842 -2,4880 -2,6727 -2,8133 -2,9853 -3,2261 -3,5191 -3,8032 -3,9929 -4,0053 -3,7898 -3,3560 -2,7842 -2,2033 -1,7386 -1,4505 -1,3070 -1,2216 -1,1202 -0,9686 -0,7603 -0,5075 -0,2466 -0,0382 0,0515 -0,0258 -0,2880 -0,7186 -1,2703 -1,8828 -2,5113 -3,1417 -3,7810 -4,4362 -5,0957 -5,7171 -6,2364 -6,5994 -6,7881 -6,8199 -6,7318 -6,5756 -6,4220 -6,3505 -6,4131 -6,5892 -6,7809 -6,8666 -6,7682 -6,4793 -6,0486 -5,5488
F7    -0,8278 -0,4589 0,0459 0,5913 1,0621 1,3483 1,3739 1,1317 0,6968 0,1959 -0,2476 -0,5581 -0,7200 -0,7591 -0,7127 -0,6108 -0,4788 -0,3426 -0,2231 -0,1355 -0,1007 -0,1450 -0,2671 -0,4074 -0,4727 -0,3961 -0,1679 0,1691 0,5322 0,8186 0,9361 0,8416 0,5659 0,2000 -0,1559 -0,4395 -0,6354 -0,7531 -0,8045 -0,7998 -0,7478 -0,6476 -0,4852 -0,2523 0,0298 0,3130 0,5459 0,7008 0,7918 0,8627 0,9552 1,0838 1,2341 1,3876 1,5492 1,7403 1,9604 2,1726 2,3329 2,4224 2,4452 2,4150 2,3549 2,2906 2,2306 2,1657 2,0913 2,0217 1,9785 1,9622 1,9368 1,8448 1,6363 1,2959 0,8582 0,3980 -0,0024 -0,2903 -0,4629 -0,5526 -0,5894 -0,5798 -0,5150 -0,3901 -0,2184 -0,0355 0,1116 0,1793 0,1340 -0,0433 -0,3413 -0,7082 -1,0689 -1,3612 -1,5605 -1,6780 -1,7407 -1,7725 -1,7867 -1,7879 -1,7745 -1,7354 -1,6538 -1,5287 -1,3868 -1,2622 -1,1698 -1,1088 -1,0747 -1,0527 -1,0150 -0,9419 -0,8461 -0,7731 -0,7772 -0,8871 -1,0908 -1,3487 -1,6187 -1,8711 -2,0860 -2,2452 -2,3326 -2,3401 -2,2649 -2,1042 -1,8593 -1,5478 -1,2117 -0,9115 -0,7053 -0,6213 -0,6466 -0,7386 -0,8394 -0,8877 -0,8323 -0,6475 -0,3374 0,0684 0,5209 0,9653 1,3650 1,7070 1,9810 2,1645 2,2305 2,1659 1,9832 1,7298 1,4857 1,3437 1,3728 1,5907 1,9636 2,4305 2,9247 3,3793 3,7373 3,9737 4,1047 4,1716 4,2155 4,2579 4,2994 4,3327 4,3509 4,3471 4,3173 4,2728 4,2414 4,2442 4,2760 4,3150 4,3443 4,3581 4,3628 4,3669 4,3642 4,3336 4,2618 4,1590 4,0485 3,9478 3,8649 3,8024 3,7539 3,7006 3,6268 3,5359 3,4466 3,3671 3,2784 3,1397 2,9018 2,5276 2,0247 1,4527 0,8950 0,4315 0,1252 0,0073 0,0679 0,2640 0,5295 0,7781 0,9179 0,8890 0,6995 0,4197 0,1373 -0,0906 -0,2603 -0,4103 -0,5850 -0,8054 -1,0619 -1,3134 -1,4926 -1,5310 -1,3908 -1,0814 -0,6546 -0,1824 0,2721 0,6729 1,0078 1,2700 1,4415 1,4995 1,4454 1,3227 1,1962 1,1094 1,0659 1,0544 1,0792 1,1584 1,2960 1,4613 1,5953 1,6387 1,5604 1,3703 1,1085 0,8248 0,5698 0,3942 0,3382 0,4139 0,5956 0,8353 1,0961 1,3589 1,5968 1,7661 1,8286 1,7657 1,5766 1,2793 0,9108 0,5139 0,1194 -0,2602 -0,6240 -0,9674 -1,2695 -1,5034 -1,6573 -1,7354 -1,7435 -1,6842 -1,5674 -1,4189 -1,2790 -1,1906 -1,1846 -1,2594 -1,3684 -1,4488 -1,4724 -1,4621 -1,4636 -1,5230 -1,6817 -1,9608 -2,3370 -2,7517 -3,1466 -3,4910 -3,7781 -4,0017 -4,1373 -4,1471 -3,9975 -3,6756 -3,2034 -2,6397 -2,0557 -1,5038 -1,0112 -0,5992 -0,2967 -0,1303 -0,1038 -0,1924 -0,3532 -0,5363 -0,6926 -0,7836 -0,7884 -0,7063 -0,5552 -0,3671 -0,1792 -0,0228 0,0881 0,1631 0,2303 0,3126 0,4114 0,5179 0,6315 0,7583 0,8956 1,0243 1,1195 1,1688 1,1796 1,1698 1,1598 1,1693 1,2115 1,2830 1,3571 1,3857 1,3194 1,1346 0,8501 0,5249 0,2351 0,0379 -0,0492 -0,0313 0,0943 0,3354 0,6772 1,0745 1,4737 1,8387 2,1640 2,4667 2,7516 2,9805 3,0863 3,0240 2,8083 2,5168 2,2645 2,1600 2,2556 2,5151 2,8263 3,0602 3,1388 3,0649 2,8953 2,6967 2,5161 2,3755 2,2848 2,2530 2,2830 2,3610 2,4515 2,5093 2,5056 2,4322 2,2801 2,0378 1,7188 1,3744 1,0767 0,8882 0,8276 0,8549 0,8906 0,8533 0,6934 0,4127 0,0577 -0,3148 -0,6629 -0,9575 -1,1783 -1,3215 -1,4026 -1,4467 -1,4724 -1,4785 -1,4399 -1,3188 -1,0895 -0,7645 -0,3954 -0,0426 0,2637 0,5377 0,8103 1,0910 1,3621 1,5968 1,7744 1,8852 1,9337 1,9406 1,9442 1,9872 2,0843 2,2015 2,2813 2,2974 2,2871 2,3340 2,5177 2,8654 3,3401 3,8573 4,3030 4,5534 4,5195 4,2004 3,6947 3,1542 2,7201 2,4752 2,4184 2,4681 2,5023 2,4192 2,1851 1,8460 1,4939 1,2161 1,0640 1,0437 1,1109 1,1873 1,2102 1,1753 1,1273 1,1075 1,1185 1,1362 1,1414 1,1348 1,1318 1,1450 1,1725 1,2076 1,2549 1,3277 1,4324 1,5620 1,7022 1,8342 1,9364 1,9895 1,9800 1,9012 1,7646 1,6119 1,5046 1,4924 1,5904 1,7770 1,9952 2,1667 2,2304 2,1773 2,0342 1,8084 1,4600 0,9407 0,2532 -0,5332 -1,3125 -1,9771 -2,4485 -2,6991 -2,7502 -2,6428 -2,4120 -2,0850 -1,6918 -1,2656 -0,8305 -0,4010 0,0000 0,3367 0,5811 0,7322 0,8155 0,8652 0,9008 0,9211 0,9298 0,9656 1,0988 1,3930 1,8625 2,4611 3,1070 3,7184 4,2326 4,6068 4,8254 4,9103 4,9107 4,8723 4,8199 4,7705 4,7532 4,8102 4,9730 5,2348 5,5515 5,8675 6,1379 6,3362 6,4554 6,4989 6,4649 6,3466 6,1486 5,8950 5,6203 5,3519 5,1006 4,8638 4,6377 4,4211 4,1999 3,9377 3,5949 3,1643 2,6863 2,2324 1,8641 1,6011 1,4216 1,2862 1,1629 1,0400 0,9275 0,8523 0,8539 0,9731 1,2314 1,6151 2,0666 2,4836 2,7452 2,7771 2,6065 2,3498 2,1396 2,0581 2,1208 2,2941 2,5150 2,7053 2,7934 2,7400 2,5485 2,2588 1,9276 1,5972 1,2698 0,9100 0,4734 -0,0635 -0,6842 -1,3237 -1,8786 -2,2369 -2,3274 -2,1584 -1,8189 -1,4366 -1,1259 -0,9584 -0,9603 -1,1080 -1,3192 -1,4750 -1,4808 -1,3140 -1,0142 -0,6443
