Fp1   -0,3454 -0,1838 0,1048 0,5320 1,0304 1,4620 1,6731 1,5544 1,0802 0,3222 -0,5605 -1,3617 -1,9030 -2,1029 -1,9864 -1,6405 -1,1489 -0,5417 0,1899 1,0233 1,8715 2,6265 3,2116 3,5863 3,7276 3,6229 3,2760 2,7108 1,9710 1,1286 0,3007 -0,3559 -0,6966 -0,6725 -0,3914 -0,0855 0,0263 -0,1380 -0,5388 -1,1110 -1,7877 -2,4575 -2,9722 -3,2134 -3,1348 -2,7648 -2,1941 -1,5414 -0,8997 -0,3017 0,2613 0,7795 1,1907 1,4103 1,3903 1,1581 0,8258 0,5646 0,5317 0,7792 1,2301 1,7405 2,1793 2,4843 2,6840 2,8782 3,1807 3,6450 4,2030 4,6847 4,9167 4,8089 4,3801 3,7396 3,0433 2,4437 2,0541 1,9151 1,9848 2,1822 2,4398 2,7120 2,9688 3,2071 3,4540 3,7244 3,9709 4,0848 3,9282 3,3716 2,3461 0,8873 -0,8587 -2,6697 -4,3118 -5,5970 -6,4013 -6,6718 -6,4299 -5,7536 -4,7684 -3,6490 -2,5785 -1,6712 -0,9210 -0,2256 0,5244 1,3616 2,2242 2,9980 3,5824 3,9277 4,0240 3,8757 3,4894 2,8752 2,0474 1,0335 -0,0934 -1,1908 -2,0813 -2,6108 -2,6837 -2,2825 -1,4672 -0,3390 0,9874 2,3763 3,6701 4,7222 5,4423 5,8284 5,9661 5,9801 5,9520 5,8697 5,6678 5,3175 4,8698 4,4175 4,0442 3,8119 3,7583 3,8776 4,1303 4,4937 4,9947 5,6860 6,5862 7,6364 8,7008 9,6123 10,2420 10,5634 10,6740 10,7442 10,9240 11,2831 11,8183 12,4765 13,1547 13,7110 14,0167 14,0118 13,7174 13,2074 12,5872 12,0010 11,6134 11,5334 11,7517 12,1571 12,6140 13,0227 13,3155 13,4227 13,2716 12,8279 12,1306 11,2801 10,3818 9,4951 8,6291 7,7639 6,8801 5,9950 5,1664 4,4550 3,8862 3,4331 3,0252 2,5940 2,1334 1,7279 1,5329 1,7158 2,3651 3,4216 4,6971 5,9671 7,0570 7,8776 8,4020 8,6189 8,5251 8,1543 7,5680 6,8199 5,9591 5,0569 4,2080 3,5047 3,0145 2,7749 2,7963 3,0703 3,5792 4,2695 5,0124 5,6315 5,9843 6,0007 5,6687 5,0175 4,1082 3,0331 1,9248 0,9420 0,2287 -0,1315 -0,1465 0,0946 0,4636 0,8333 1,1080 1,2508 1,2942 1,3247 1,4299 1,6349 1,8770 2,0325 1,9841 1,7017 1,2795 0,8969 0,7142 0,7710 0,9752 1,1958 1,3536 1,4221 1,3913 1,2718 1,1139 0,9865 0,9340 0,9521 0,9986 1,0400 1,0938 1,2270 1,5253 2,0479 2,7797 3,6236 4,4337 5,0537 5,3463 5,2194 4,6546 3,7304 2,6137 1,5035 0,5566 -0,1479 -0,5846 -0,7572 -0,7064 -0,5156 -0,2951 -0,1596 -0,1991 -0,4516 -0,8986 -1,4708 -2,0559 -2,5232 -2,7474 -2,6316 -2,1519 -1,3864 -0,4758 0,4361 1,2177 1,7551 1,9787 1,8787 1,5009 0,9418 0,3317 -0,2123 -0,6447 -1,0051 -1,3516 -1,6801 -1,9071 -1,9096 -1,5770 -0,8566 0,2202 1,5463 2,9643 4,3020 5,4172 6,2332 6,7502 7,0305 7,1468 7,1258 6,9503 6,6260 6,2428 5,9566 5,9054 6,1371 6,5839 7,0824 7,4315 7,4779 7,1896 6,6704 6,0968 5,6182 5,2916 5,0997 5,0083 4,9930 5,0366 5,1317 5,2862 5,5060 5,7471 5,9016 5,8429 5,4696 4,7138 3,5580 2,0659 0,3724 -1,3755 -3,0696 -4,6425 -6,0402 -7,2015 -8,0554 -8,5283 -8,5597 -8,1334 -7,2987 -6,1416 -4,7432 -3,1964 -1,6481 -0,2956 0,6584 1,0555 0,8283 0,0369 -1,1358 -2,4345 -3,6022 -4,4371 -4,8215 -4,7362 -4,2571 -3,5175 -2,6490 -1,7315 -0,7864 0,1851 1,1639 2,1125 2,9902 3,7500 4,3276 4,6534 4,6854 4,4395 3,9932 3,4520 2,9037 2,4032 2,0024 1,7722 1,7662 1,9635 2,2691 2,5779 2,8379 3,0509 3,2273 3,3656 3,4661 3,5329 3,5606 3,5402 3,4891 3,4497 3,4403 3,4221 3,3258 3,1078 2,7865 2,4370 2,1370 1,8928 1,6254 1,2405 0,7084 0,0910 -0,4691 -0,7843 -0,6966 -0,1489 0,8039 2,0222 3,3084 4,4508 5,2836 5,7135 5,7232 5,3734 4,7794 4,0687 3,3556 2,7175 2,1699 1,6796 1,2159 0,7840 0,4111 0,1113 -0,1195 -0,2683 -0,2707 -0,0307 0,5126 1,3390 2,3629 3,4771 4,5742 5,5463 6,2961 6,7665 6,9670 6,9706 6,8772 6,7821 6,7813 6,9696 7,4030 8,0499 8,7684 9,3454 9,6039 9,4923 9,0749 8,4700 7,8164 7,2605 6,9293 6,9012 7,1759 7,6636 8,2217 8,7141 9,0561 9,2330 9,2827 9,2528 9,1753 9,0586 8,8714 8,5488 8,0417 7,3505 6,4990 5,5150 4,4650 3,4683 2,6315 1,9769 1,4548 1,0203 0,6993 0,5791 0,7317 1,1565 1,7869 2,5076 3,1618 3,5844 3,6665 3,4040 2,8849 2,2343 1,5789 1,0346 0,6952 0,6185 0,8163 1,2592 1,9013 2,6987 3,6017 4,5478 5,4581 6,2173 6,6645 6,6580 6,1921 5,4447 4,7025 4,2367 4,2146 4,6691 5,5184 6,6188 7,8133 8,9470 9,8770 10,5086 10,8354 10,9397 10,9462 10,9639 11,0428 11,1672 11,2951 11,3831 11,3701 11,1833 10,7797 10,1524 9,2999 8,2361 7,0527 5,9378 5,0992 4,6711 4,6827 5,0625 5,6403 6,1814 6,4783 6,4278 6,0263 5,3325 4,4619 3,5726 2,8085 2,2471 1,8999 1,7438 1,7418 1,8469 2,0111 2,1979 2,3814 2,5322 2,6194 2,6267 2,5524 2,3908 2,1284 1,7648 1,3237 0,8459 0,3745 -0,0655 -0,4630 -0,7757 -0,9049 -0,7413 -0,2468 0,4966 1,2965 1,9185 2,1905 2,0786 1,6866 1,1746 0,6531 0,1397 -0,3973 -0,9718 -1,5541 -2,0788 -2,4547
Fz    -1,4204 -1,2140 -0,8934 -0,4987 -0,0665 0,3807 0,8293 1,2626 1,6542 1,9743 2,2021 2,3362 2,3854 2,3480 2,2140 1,9931 1,7326 1,4966 1,3261 1,2131 1,1123 0,9828 0,8197 0,6482 0,4927 0,3559 0,2228 0,0772 -0,0901 -0,2813 -0,4903 -0,7049 -0,9135 -1,1114 -1,3024 -1,4925 -1,6743 -1,8226 -1,9175 -1,9670 -1,9919 -1,9938 -1,9544 -1,8546 -1,6797 -1,4157 -1,0571 -0,6142 -0,1038 0,4663 1,0996 1,7976 2,5409 3,2768 3,9282 4,4255 4,7384 4,8883 4,9344 4,9406 4,9489 4,9768 5,0253 5,0880 5,1639 5,2622 5,3946 5,5588 5,7267 5,8541 5,9083 5,8884 5,8255 5,7684 5,7585 5,8082 5,8979 5,9834 6,0069 5,9233 5,7328 5,4844 5,2449 5,0662 4,9761 4,9741 5,0278 5,0878 5,1129 5,0822 4,9975 4,8788 4,7521 4,6328 4,5127 4,3660 4,1700 3,9194 3,6293 3,3392 3,1022 2,9547 2,8986 2,9128 2,9817 3,1105 3,3124 3,5839 3,8948 4,1981 4,4521 4,6360 4,7441 4,7741 4,7295 4,6261 4,4859 4,3266 4,1673 4,0332 3,9428 3,8966 3,8816 3,8793 3,8679 3,8331 3,7838 3,7470 3,7478 3,7996 3,9075 4,0776 4,3254 4,6713 5,1215 5,6493 6,2018 6,7271 7,1970 7,6028 7,9398 8,2038 8,3942 8,5124 8,5642 8,5695 8,5614 8,5785 8,6550 8,8072 9,0228 9,2649 9,4925 9,6813 9,8323 9,9580 10,0602 10,1285 10,1616 10,1786 10,2021 10,2361 10,2614 10,2493 10,1809 10,0590 9,9079 9,7649 9,6625 9,6109 9,5974 9,5986 9,5968 9,5911 9,5898 9,5889 9,5614 9,4735 9,3054 9,0581 8,7436 8,3765 7,9755 7,5599 7,1353 6,6902 6,2088 5,6903 5,1623 4,6735 4,2713 3,9834 3,8145 3,7564 3,8043 3,9631 4,2312 4,5815 4,9639 5,3226 5,6106 5,8027 5,8967 5,8936 5,7871 5,5808 5,3063 5,0219 4,7901 4,6500 4,5969 4,5830 4,5380 4,4029 4,1546 3,8152 3,4485 3,1311 2,9131 2,8037 2,7825 2,8054 2,8115 2,7489 2,5937 2,3508 2,0475 1,7254 1,4253 1,1678 0,9460 0,7349 0,5128 0,2750 0,0378 -0,1704 -0,3284 -0,4377 -0,5249 -0,6233 -0,7471 -0,8884 -1,0317 -1,1570 -1,2305 -1,2124 -1,0872 -0,8842 -0,6602 -0,4597 -0,2935 -0,1484 -0,0094 0,1298 0,2705 0,4090 0,5349 0,6266 0,6543 0,6016 0,4831 0,3397 0,2240 0,1813 0,2316 0,3638 0,5429 0,7227 0,8538 0,8847 0,7688 0,4835 0,0476 -0,4813 -1,0249 -1,5091 -1,8825 -2,1265 -2,2541 -2,2992 -2,3006 -2,2860 -2,2662 -2,2424 -2,2214 -2,2190 -2,2540 -2,3491 -2,5256 -2,7853 -3,1022 -3,4268 -3,6968 -3,8566 -3,8810 -3,7799 -3,5832 -3,3260 -3,0373 -2,7259 -2,3783 -1,9768 -1,5270 -1,0676 -0,6505 -0,3121 -0,0672 0,0844 0,1569 0,1805 0,1923 0,2199 0,2694 0,3294 0,3883 0,4433 0,5001 0,5723 0,6777 0,8304 1,0332 1,2825 1,5771 1,9210 2,3218 2,7886 3,3229 3,9064 4,4949 5,0264 5,4466 5,7379 5,9239 6,0410 6,1032 6,0993 6,0157 5,8500 5,6076 5,3027 4,9697 4,6627 4,4282 4,2754 4,1701 4,0473 3,8346 3,4919 3,0381 2,5311 2,0235 1,5393 1,0777 0,6280 0,1839 -0,2444 -0,6278 -0,9279 -1,1178 -1,1995 -1,1995 -1,1493 -1,0767 -1,0078 -0,9665 -0,9720 -1,0374 -1,1606 -1,3095 -1,4253 -1,4512 -1,3652 -1,1925 -0,9923 -0,8310 -0,7544 -0,7735 -0,8660 -0,9826 -1,0666 -1,0871 -1,0576 -1,0136 -0,9710 -0,9068 -0,7726 -0,5249 -0,1536 0,3120 0,8237 1,3457 1,8638 2,3714 2,8600 3,3234 3,7574 4,1508 4,4873 4,7595 4,9764 5,1492 5,2732 5,3297 5,3096 5,2276 5,1123 4,9892 4,8791 4,7990 4,7494 4,7056 4,6303 4,4985 4,3178 4,1268 3,9682 3,8583 3,7847 3,7306 3,6954 3,6930 3,7392 3,8421 3,9892 4,1432 4,2622 4,3237 4,3255 4,2765 4,1892 4,0657 3,8934 3,6569 3,3490 2,9726 2,5467 2,1031 1,6709 1,2670 0,9034 0,5972 0,3653 0,2085 0,1098 0,0546 0,0526 0,1345 0,3290 0,6477 1,0882 1,6375 2,2625 2,9062 3,5027 4,0051 4,4093 4,7543 5,0900 5,4371 5,7748 6,0584 6,2512 6,3426 6,3374 6,2388 6,0547 5,8114 5,5426 5,2701 5,0080 4,7784 4,6117 4,5376 4,5688 4,6880 4,8528 5,0103 5,1113 5,1251 5,0459 4,8812 4,6391 4,3307 3,9746 3,5987 3,2433 2,9555 2,7720 2,7103 2,7755 2,9562 3,1984 3,4002 3,4509 3,2866 2,9209 2,4350 1,9315 1,4872 1,1395 0,8891 0,7026 0,5251 0,3107 0,0560 -0,1918 -0,3565 -0,3713 -0,2181 0,0546 0,3548 0,5940 0,7228 0,7413 0,6900 0,6280 0,6166 0,7081 0,9270 1,2552 1,6457 2,0593 2,4907 2,9603 3,4795 4,0252 4,5447 4,9774 5,2773 5,4309 5,4590 5,4045 5,3154 5,2326 5,1792 5,1596 5,1691 5,1983 5,2302 5,2498 5,2543 5,2496 5,2439 5,2426 5,2378 5,2032 5,1132 4,9734 4,8220 4,6900 4,5733 4,4501 4,3047 4,1240 3,8872 3,5743 3,1799 2,7097 2,1787 1,6236 1,1042 0,6776 0,3729 0,1907 0,1167 0,1296 0,2010 0,2964 0,3869 0,4591 0,5117 0,5488 0,5796 0,6135 0,6478 0,6643 0,6423 0,5741 0,4728 0,3642 0,2685 0,1884 0,1171 0,0548 0,0169 0,0257 0,0897 0,1878 0,2757 0,3110 0,2763 0,1818 0,0512 -0,0958 -0,2541 -0,4285 -0,6261 -0,8568 -1,1348 -1,4661
F3    -1,1860 -1,2010 -1,1276 -0,9688 -0,7191 -0,3690 0,0778 0,5944 1,1348 1,6463 2,0845 2,4232 2,6493 2,7494 2,7129 2,5494 2,2934 1,9855 1,6558 1,3180 0,9719 0,6173 0,2704 -0,0384 -0,2851 -0,4693 -0,6074 -0,7133 -0,7921 -0,8468 -0,8822 -0,9084 -0,9408 -0,9886 -1,0460 -1,0974 -1,1285 -1,1298 -1,0978 -1,0391 -0,9701 -0,9073 -0,8601 -0,8323 -0,8263 -0,8397 -0,8543 -0,8322 -0,7274 -0,5021 -0,1346 0,3827 1,0412 1,8016 2,5851 3,2921 3,8411 4,1963 4,3710 4,4131 4,3869 4,3533 4,3534 4,4039 4,5063 4,6550 4,8361 5,0261 5,1936 5,3091 5,3590 5,3553 5,3333 5,3405 5,4174 5,5741 5,7744 5,9448 6,0026 5,8870 5,5880 5,1578 4,6867 4,2613 3,9345 3,7176 3,5858 3,4951 3,4050 3,2957 3,1772 3,0801 3,0312 3,0294 3,0432 3,0265 2,9405 2,7673 2,5168 2,2264 1,9467 1,7209 1,5703 1,4932 1,4778 1,5189 1,6242 1,7999 2,0351 2,3069 2,5998 2,9093 3,2264 3,5286 3,7916 4,0035 4,1676 4,3002 4,4285 4,5772 4,7494 4,9199 5,0476 5,0965 5,0451 4,8883 4,6384 4,3237 3,9809 3,6502 3,3721 3,1875 3,1362 3,2485 3,5361 3,9881 4,5735 5,2486 5,9674 6,6840 7,3505 7,9221 8,3677 8,6787 8,8742 8,9955 9,0892 9,1916 9,3213 9,4797 9,6539 9,8245 9,9722 10,0827 10,1515 10,1845 10,1965 10,2089 10,2456 10,3262 10,4573 10,6228 10,7824 10,8883 10,9125 10,8625 10,7732 10,6819 10,6051 10,5318 10,4394 10,3104 10,1406 9,9400 9,7268 9,5179 9,3196 9,1233 8,9102 8,6601 8,3603 8,0137 7,6431 7,2794 6,9388 6,6098 6,2662 5,8923 5,5031 5,1439 4,8690 4,7125 4,6725 4,7188 4,8157 4,9367 5,0629 5,1773 5,2672 5,3236 5,3384 5,3121 5,2634 5,2187 5,1894 5,1643 5,1256 5,0689 5,0050 4,9489 4,9115 4,8937 4,8782 4,8291 4,7020 4,4683 4,1430 3,7824 3,4515 3,1954 3,0333 2,9551 2,9203 2,8775 2,7933 2,6625 2,4969 2,3105 2,1096 1,8923 1,6558 1,4013 1,1331 0,8617 0,6081 0,3990 0,2511 0,1579 0,0916 0,0244 -0,0530 -0,1295 -0,1844 -0,1937 -0,1309 0,0245 0,2700 0,5738 0,8898 1,1769 1,4100 1,5843 1,7112 1,8083 1,8887 1,9561 2,0052 2,0236 1,9980 1,9269 1,8294 1,7396 1,6947 1,7223 1,8261 1,9759 2,1161 2,1904 2,1648 2,0313 1,7966 1,4736 1,0820 0,6520 0,2218 -0,1706 -0,4965 -0,7433 -0,9164 -1,0337 -1,1147 -1,1734 -1,2176 -1,2512 -1,2742 -1,2858 -1,2981 -1,3449 -1,4702 -1,7054 -2,0525 -2,4753 -2,9035 -3,2572 -3,4742 -3,5202 -3,3879 -3,0933 -2,6691 -2,1546 -1,5877 -1,0006 -0,4225 0,1165 0,5904 0,9820 1,2765 1,4568 1,5123 1,4504 1,2967 1,0872 0,8622 0,6637 0,5350 0,5151 0,6214 0,8369 1,1219 1,4416 1,7875 2,1774 2,6331 3,1584 3,7368 4,3424 4,9460 5,5135 6,0039 6,3761 6,6047 6,6951 6,6883 6,6439 6,6084 6,5932 6,5774 6,5237 6,3915 6,1510 5,8012 5,3762 4,9291 4,5052 4,1209 3,7608 3,3913 2,9924 2,5795 2,1917 1,8607 1,5913 1,3592 1,1223 0,8371 0,4807 0,0665 -0,3625 -0,7600 -1,1001 -1,3829 -1,6207 -1,8226 -1,9881 -2,1088 -2,1717 -2,1608 -2,0570 -1,8419 -1,5092 -1,0771 -0,5904 -0,1122 0,2900 0,5634 0,6892 0,6830 0,5786 0,4175 0,2407 0,0749 -0,0780 -0,2292 -0,3771 -0,4907 -0,5152 -0,3937 -0,0958 0,3672 0,9530 1,6113 2,2955 2,9611 3,5600 4,0466 4,3951 4,6141 4,7437 4,8357 4,9308 5,0452 5,1669 5,2650 5,3109 5,2949 5,2247 5,1115 4,9630 4,7882 4,6015 4,4187 4,2542 4,1205 4,0277 3,9790 3,9663 3,9728 3,9837 3,9943 4,0062 4,0177 4,0187 3,9969 3,9425 3,8455 3,6981 3,5088 3,3070 3,1278 2,9929 2,9004 2,8299 2,7538 2,6481 2,5026 2,3235 2,1255 1,9248 1,7381 1,5822 1,4731 1,4212 1,4216 1,4516 1,4832 1,5035 1,5271 1,5904 1,7358 1,9979 2,3961 2,9270 3,5556 4,2229 4,8706 5,4649 5,9974 6,4699 6,8733 7,1779 7,3447 7,3518 7,2106 6,9606 6,6515 6,3312 6,0423 5,8093 5,6258 5,4657 5,3095 5,1611 5,0441 4,9811 4,9736 5,0018 5,0431 5,0850 5,1218 5,1419 5,1197 5,0196 4,8138 4,5036 4,1264 3,7489 3,4509 3,3015 3,3360 3,5419 3,8592 4,1935 4,4431 4,5309 4,4228 4,1293 3,6955 3,1829 2,6519 2,1527 1,7188 1,3552 1,0409 0,7515 0,4870 0,2873 0,2205 0,3411 0,6447 1,0584 1,4779 1,8119 2,0040 2,0399 1,9484 1,7908 1,6417 1,5673 1,6066 1,7668 2,0376 2,4050 2,8576 3,3853 3,9682 4,5684 5,1327 5,6011 5,9197 6,0615 6,0427 5,9185 5,7630 5,6454 5,6087 5,6602 5,7747 5,9054 5,9979 6,0084 5,9214 5,7582 5,5704 5,4162 5,3326 5,3250 5,3771 5,4670 5,5689 5,6431 5,6416 5,5329 5,3167 5,0159 4,6610 4,2813 3,8987 3,5215 3,1458 2,7718 2,4175 2,1068 1,8484 1,6316 1,4420 1,2755 1,1353 1,0184 0,9135 0,8086 0,7005 0,5982 0,5229 0,5020 0,5515 0,6616 0,7978 0,9204 1,0018 1,0327 1,0163 0,9586 0,8625 0,7334 0,5914 0,4688 0,3908 0,3594 0,3579 0,3643 0,3558 0,3076 0,2018 0,0448 -0,1287 -0,2747 -0,3712 -0,4348 -0,5101 -0,6399
F7    -1,3081 -1,2584 -1,0593 -0,7039 -0,2146 0,3493 0,8946 1,3222 1,5591 1,5755 1,3869 1,0524 0,6541 0,2654 -0,0638 -0,2999 -0,4190 -0,4139 -0,3007 -0,1197 0,0759 0,2495 0,4054 0,5775 0,7877 1,0132 1,1948 1,2751 1,2240 1,0442 0,7720 0,4704 0,2066 0,0224 -0,0876 -0,1711 -0,2775 -0,4191 -0,5800 -0,7490 -0,9196 -1,0665 -1,1532 -1,1606 -1,0989 -1,0024 -0,9172 -0,8770 -0,8759 -0,8611 -0,7530 -0,4819 -0,0269 0,5652 1,1961 1,7640 2,2096 2,5280 2,7459 2,8881 2,9658 2,9856 2,9580 2,9036 2,8615 2,8816 2,9978 3,1988 3,4209 3,5757 3,6019 3,4958 3,3055 3,1048 2,9616 2,9118 2,9507 3,0377 3,1133 3,1317 3,0898 3,0241 2,9793 2,9810 3,0269 3,0863 3,1007 2,9984 2,7184 2,2332 1,5671 0,7956 0,0179 -0,6791 -1,2474 -1,6781 -1,9853 -2,1946 -2,3320 -2,4010 -2,3767 -2,2287 -1,9450 -1,5368 -1,0204 -0,4015 0,3115 1,0775 1,8125 2,4218 2,8478 3,0861 3,1567 3,0719 2,8377 2,4732 2,0136 1,4995 0,9760 0,5010 0,1346 -0,0808 -0,1259 -0,0049 0,2487 0,5797 0,9331 1,2658 1,5482 1,7666 1,9243 2,0441 2,1668 2,3376 2,5792 2,8686 3,1477 3,3664 3,5153 3,6162 3,6984 3,7906 3,9224 4,1182 4,3967 4,7778 5,2824 5,9128 6,6332 7,3691 8,0263 8,5156 8,7752 8,7950 8,6325 8,3978 8,2073 8,1409 8,2309 8,4696 8,8181 9,2151 9,5895 9,8796 10,0528 10,1120 10,0893 10,0323 9,9837 9,9552 9,9200 9,8291 9,6469 9,3794 9,0638 8,7298 8,3791 8,0021 7,6067 7,2240 6,8884 6,6174 6,4067 6,2250 6,0102 5,6908 5,2240 4,6172 3,9227 3,2116 2,5476 1,9730 1,5163 1,2096 1,0979 1,2229 1,5910 2,1572 2,8459 3,5790 4,2884 4,9236 5,4506 5,8324 6,0213 5,9789 5,7007 5,2256 4,6309 4,0153 3,4750 3,0788 2,8493 2,7617 2,7600 2,7917 2,8416 2,9254 3,0511 3,2022 3,3535 3,4740 3,5194 3,4453 3,2301 2,8814 2,4326 1,9370 1,4609 1,0708 0,8104 0,6825 0,6485 0,6489 0,6341 0,5839 0,5043 0,4136 0,3328 0,2827 0,2804 0,3286 0,4127 0,5210 0,6667 0,8753 1,1453 1,4259 1,6419 1,7405 1,7191 1,6144 1,4754 1,3496 1,2715 1,2443 1,2341 1,1884 1,0705 0,8961 0,7371 0,6897 0,8340 1,2026 1,7580 2,3974 2,9862 3,4018 3,5639 3,4395 3,0351 2,3963 1,6079 0,7799 0,0206 -0,5889 -1,0028 -1,2035 -1,1986 -1,0252 -0,7522 -0,4699 -0,2690 -0,2148 -0,3304 -0,5952 -0,9616 -1,3773 -1,7911 -2,1512 -2,4134 -2,5502 -2,5479 -2,4046 -2,1384 -1,7888 -1,4065 -1,0406 -0,7269 -0,4764 -0,2734 -0,0921 0,0703 0,1746 0,1679 0,0315 -0,2013 -0,4583 -0,6461 -0,6715 -0,4749 -0,0575 0,5190 1,1627 1,7944 2,3720 2,8820 3,3145 3,6497 3,8656 3,9635 3,9905 4,0378 4,2020 4,5395 5,0361 5,6036 6,1052 6,4045 6,4162 6,1389 5,6628 5,1443 4,7474 4,5765 4,6458 4,8901 5,1921 5,4242 5,5038 5,4294 5,2618 5,0646 4,8560 4,6026 4,2402 3,7055 2,9801 2,1169 1,2170 0,3752 -0,3594 -0,9881 -1,5440 -2,0599 -2,5307 -2,9027 -3,1032 -3,0875 -2,8701 -2,5175 -2,1082 -1,7037 -1,3465 -1,0680 -0,8927 -0,8393 -0,9140 -1,0941 -1,3199 -1,5102 -1,5982 -1,5586 -1,4096 -1,1945 -0,9602 -0,7451 -0,5724 -0,4364 -0,3001 -0,1248 0,0927 0,3209 0,5279 0,7061 0,8742 1,0610 1,2796 1,5124 1,7220 1,8764 1,9679 2,0187 2,0763 2,1932 2,3934 2,6554 2,9302 3,1737 3,3651 3,4971 3,5546 3,5154 3,3794 3,1875 3,0070 2,8978 2,8904 2,9772 3,1150 3,2398 3,2930 3,2482 3,1265 2,9889 2,8953 2,8590 2,8400 2,7831 2,6565 2,4619 2,2324 2,0318 1,9299 1,9598 2,1057 2,3297 2,5938 2,8651 3,1133 3,3053 3,4056 3,3873 3,2422 2,9844 2,6488 2,2787 1,9124 1,5849 1,3346 1,1962 1,1786 1,2456 1,3289 1,3709 1,3667 1,3679 1,4461 1,6531 2,0092 2,5084 3,1201 3,7851 4,4274 4,9808 5,4141 5,7351 5,9678 6,1292 6,2281 6,2793 6,3100 6,3467 6,3878 6,3919 6,3025 6,0893 5,7612 5,3525 4,9170 4,5289 4,2725 4,2176 4,3857 4,7301 5,1529 5,5469 5,8317 5,9726 5,9759 5,8643 5,6542 5,3573 4,9889 4,5721 4,1445 3,7547 3,4425 3,2263 3,1110 3,0876 3,1140 3,1090 2,9849 2,6973 2,2791 1,8289 1,4553 1,2213 1,1304 1,1376 1,1651 1,1234 0,9494 0,6455 0,2866 -0,0177 -0,1777 -0,1609 0,0075 0,2750 0,5918 0,9182 1,2280 1,5145 1,7912 2,0874 2,4283 2,8053 3,1621 3,4268 3,5661 3,6088 3,6235 3,6813 3,8327 4,0961 4,4510 4,8427 5,2073 5,4986 5,7024 5,8405 5,9645 6,1317 6,3733 6,6755 6,9807 7,2121 7,3123 7,2644 7,0848 6,8091 6,4783 6,1207 5,7395 5,3312 4,9287 4,6083 4,4391 4,4338 4,5512 4,7204 4,8544 4,8653 4,6882 4,2982 3,7077 2,9625 2,1489 1,3811 0,7582 0,3286 0,0915 0,0227 0,0916 0,2629 0,4955 0,7511 0,9978 1,2006 1,3199 1,3323 1,2460 1,0874 0,8785 0,6355 0,3766 0,1239 -0,1012 -0,2876 -0,4393 -0,5657 -0,6574 -0,6727 -0,5590 -0,3000 0,0517 0,3961 0,6440 0,7557 0,7390 0,6286 0,4647 0,2808 0,0961 -0,0901 -0,3010 -0,5648 -0,8791
