Fp1   -1,5148 -1,4112 -1,2570 -1,0910 -0,9600 -0,9075 -0,9510 -1,0717 -1,2224 -1,3409 -1,3694 -1,2801 -1,0895 -0,8489 -0,6168 -0,4331 -0,3076 -0,2229 -0,1459 -0,0424 0,1064 0,2914 0,4751 0,6066 0,6438 0,5696 0,3983 0,1734 -0,0479 -0,2237 -0,3397 -0,3981 -0,4029 -0,3563 -0,2625 -0,1329 0,0132 0,1594 0,3073 0,4781 0,6926 0,9545 1,2481 1,5437 1,7989 1,9683 2,0280 1,9948 1,9217 1,8747 1,9111 2,0607 2,3132 2,6211 2,9205 3,1563 3,2990 3,3473 3,3210 3,2512 3,1642 3,0674 2,9483 2,7811 2,5364 2,1983 1,7817 1,3298 0,8984 0,5384 0,2859 0,1574 0,1454 0,2196 0,3346 0,4428 0,5154 0,5627 0,6321 0,7749 1,0072 1,2961 1,5780 1,7925 1,9074 1,9235 1,8706 1,7994 1,7677 1,8184 1,9615 2,1774 2,4322 2,6840 2,8821 2,9797 2,9570 2,8370 2,6800 2,5554 2,5066 2,5320 2,5930 2,6437 2,6553 2,6218 2,5520 2,4651 2,3846 2,3263 2,2900 2,2680 2,2528 2,2381 2,2215 2,2135 2,2437 2,3554 2,5906 2,9787 3,5290 4,2243 5,0202 5,8576 6,6760 7,4189 8,0466 8,5514 8,9616 9,3282 9,6988 10,0923 10,4905 10,8496 11,1230 11,2871 11,3539 11,3590 11,3380 11,3111 11,2797 11,2240 11,1065 10,8890 10,5519 10,1005 9,5662 9,0077 8,4995 8,1049 7,8538 7,7374 7,7199 7,7534 7,7874 7,7816 7,7203 7,6171 7,5017 7,4003 7,3214 7,2548 7,1769 7,0567 6,8631 6,5715 6,1717 5,6819 5,1567 4,6668 4,2606 3,9431 3,6876 3,4558 3,2043 2,8920 2,4963 2,0242 1,5086 0,9939 0,5211 0,1165 -0,2179 -0,5056 -0,7772 -1,0434 -1,2870 -1,4833 -1,6245 -1,7204 -1,7801 -1,8027 -1,7882 -1,7461 -1,6887 -1,6274 -1,5734 -1,5349 -1,5098 -1,4877 -1,4566 -1,4125 -1,3658 -1,3428 -1,3769 -1,4939 -1,6971 -1,9623 -2,2454 -2,4931 -2,6517 -2,6812 -2,5754 -2,3729 -2,1405 -1,9406 -1,8065 -1,7375 -1,7134 -1,7141 -1,7277 -1,7483 -1,7783 -1,8315 -1,9258 -2,0691 -2,2521 -2,4492 -2,6262 -2,7526 -2,8174 -2,8403 -2,8602 -2,9112 -3,0056 -3,1321 -3,2609 -3,3512 -3,3604 -3,2555 -3,0302 -2,7176 -2,3770 -2,0622 -1,8041 -1,6189 -1,5122 -1,4683 -1,4479 -1,4049 -1,3116 -1,1745 -1,0293 -0,9192 -0,8793 -0,9293 -1,0550 -1,1961 -1,2710 -1,2217 -1,0400 -0,7685 -0,4843 -0,2728 -0,1951 -0,2665 -0,4547 -0,6990 -0,9376 -1,1308 -1,2638 -1,3392 -1,3676 -1,3554 -1,2965 -1,1830 -1,0223 -0,8326 -0,6264 -0,4036 -0,1597 0,1030 0,3696 0,6101 0,7872 0,8752 0,8812 0,8494 0,8431 0,9103 1,0609 1,2673 1,4815 1,6551 1,7563 1,7755 1,7271 1,6472 1,5783 1,5515 1,5773 1,6466 1,7360 1,8158 1,8555 1,8294 1,7278 1,5618 1,3554 1,1397 0,9515 0,8231 0,7656 0,7651 0,7893 0,8013 0,7754 0,7066 0,6058 0,4901 0,3785 0,2888 0,2294 0,1939 0,1652 0,1288 0,0875 0,0670 0,1046 0,2323 0,4637 0,7849 1,1516 1,5023 1,7828 1,9662 2,0593 2,0955 2,1158 2,1483 2,2038 2,2851 2,3966 2,5430 2,7171 2,8927 3,0373 3,1312 3,1742 3,1797 3,1708 3,1723 3,1974 3,2414 3,2899 3,3298 3,3577 3,3887 3,4578 3,6029 3,8409 4,1618 4,5340 4,9117 5,2461 5,5028 5,6740 5,7852 5,8810 5,9962 6,1361 6,2749 6,3672 6,3652 6,2390 5,9907 5,6599 5,3158 5,0352 4,8784 4,8717 5,0051 5,2371 5,5078 5,7588 5,9547 6,0954 6,2071 6,3165 6,4347 6,5624 6,7022 6,8609 7,0411 7,2324 7,4164 7,5798 7,7197 7,8398 7,9487 8,0571 8,1724 8,2918 8,4045 8,4983 8,5675 8,6165 8,6639 8,7356 8,8511 9,0126 9,2029 9,3913 9,5474 9,6519 9,6972 9,6863 9,6374 9,5798 9,5391 9,5273 9,5455 9,5892 9,6460 9,6899 9,6846 9,6103 9,4805 9,3263 9,1723 9,0299 8,8946 8,7479 8,5740 8,3796 8,1952 8,0632 8,0270 8,1189 8,3456 8,6803 9,0660 9,4268 9,6843 9,7706 9,6452 9,3149 8,8377 8,3033 7,8057 7,4196 7,1850 7,1046 7,1519 7,2794 7,4305 7,5602 7,6567 7,7362 7,8206 7,9171 8,0107 8,0720 8,0712 7,9879 7,8073 7,5192 7,1273 6,6580 6,1550 5,6668 5,2344 4,8804 4,6088 4,4092 4,2669 4,1845 4,1964 4,3472 4,6562 5,1062 5,6575 6,2655 6,8858 7,4766 8,0038 8,4488 8,8144 9,1195 9,3868 9,6350 9,8769 10,1189 10,3605 10,5943 10,8052 10,9723 11,0765 11,1104 11,0859 11,0318 10,9702 10,8906 10,7537 10,5183 10,1624 9,6905 9,1316 8,5279 7,9209 7,3469 6,8326 6,3847 5,9871 5,6129 5,2375 4,8452 4,4304 3,9962 3,5558 3,1344 2,7589 2,4403 2,1723 1,9395 1,7181 1,4812 1,2159 0,9342 0,6653 0,4440 0,2999 0,2413 0,2438 0,2627 0,2554 0,2008 0,1100 0,0172 -0,0428 -0,0562 -0,0351 -0,0051 0,0126 0,0081 -0,0197 -0,0637 -0,1085 -0,1411 -0,1691 -0,2195 -0,3203 -0,4895 -0,7372 -1,0676 -1,4795 -1,9629 -2,4918 -3,0267 -3,5261 -3,9540 -4,2882 -4,5292 -4,6961 -4,8140 -4,9079 -4,9970 -5,0820 -5,1401 -5,1354 -5,0329 -4,8132 -4,4883 -4,1046 -3,7247 -3,4040 -3,1822 -3,0832 -3,1138 -3,2622 -3,4965 -3,7692 -4,0358 -4,2729 -4,4802 -4,6753 -4,8831 -5,1077 -5,3092 -5,4189 -5,3824 -5,1914 -4,8823 -4,5099 -4,1243 -3,7700 -3,4851 -3,2865 -3,1602 -3,0712
Fz    -0,7721 -0,7160 -0,6410 -0,5702 -0,5276 -0,5324 -0,5870 -0,6760 -0,7741 -0,8489 -0,8628 -0,7867 -0,6184 -0,3854 -0,1267 0,1266 0,3544 0,5467 0,7047 0,8384 0,9554 1,0502 1,1028 1,0878 0,9893 0,8100 0,5695 0,2985 0,0286 -0,2216 -0,4477 -0,6447 -0,7979 -0,8887 -0,9056 -0,8504 -0,7402 -0,6004 -0,4478 -0,2807 -0,0901 0,1237 0,3487 0,5673 0,7582 0,8993 0,9820 1,0221 1,0551 1,1220 1,2591 1,4875 1,8025 2,1728 2,5506 2,8855 3,1383 3,2893 3,3392 3,3063 3,2162 3,0883 2,9282 2,7281 2,4715 2,1476 1,7665 1,3606 0,9727 0,6420 0,3958 0,2475 0,1955 0,2246 0,3081 0,4095 0,4956 0,5561 0,6091 0,6838 0,7929 0,9241 1,0519 1,1577 1,2379 1,3010 1,3616 1,4390 1,5521 1,7111 1,9125 2,1466 2,4051 2,6731 2,9223 3,1211 3,2543 3,3353 3,4022 3,4992 3,6520 3,8548 4,0756 4,2758 4,4259 4,5062 4,5041 4,4193 4,2706 4,0881 3,9005 3,7293 3,5837 3,4565 3,3331 3,2103 3,1079 3,0613 3,1054 3,2669 3,5649 4,0064 4,5799 5,2562 5,9942 6,7482 7,4801 8,1704 8,8201 9,4465 10,0693 10,6895 11,2796 11,7974 12,2072 12,4943 12,6701 12,7676 12,8246 12,8671 12,9036 12,9256 12,9091 12,8274 12,6688 12,4407 12,1639 11,8719 11,6063 11,4032 11,2798 11,2302 11,2334 11,2596 11,2731 11,2438 11,1611 11,0364 10,8886 10,7295 10,5614 10,3812 10,1820 9,9521 9,6769 9,3414 8,9337 8,4566 7,9392 7,4269 6,9520 6,5190 6,1175 5,7378 5,3673 4,9832 4,5599 4,0788 3,5332 2,9326 2,3058 1,6968 1,1484 0,6839 0,3047 0,0045 -0,2193 -0,3702 -0,4619 -0,5142 -0,5392 -0,5357 -0,4991 -0,4288 -0,3250 -0,1916 -0,0447 0,0909 0,1932 0,2517 0,2666 0,2425 0,1834 0,0934 -0,0213 -0,1508 -0,2822 -0,4022 -0,5010 -0,5709 -0,5957 -0,5499 -0,4171 -0,2120 0,0241 0,2479 0,4346 0,5797 0,6881 0,7622 0,8013 0,8049 0,7695 0,6830 0,5294 0,3007 0,0048 -0,3341 -0,6815 -0,9991 -1,2587 -1,4543 -1,5967 -1,6965 -1,7561 -1,7714 -1,7370 -1,6477 -1,4999 -1,2935 -1,0394 -0,7653 -0,5077 -0,2922 -0,1267 -0,0129 0,0487 0,0678 0,0693 0,0840 0,1320 0,2110 0,3003 0,3744 0,4095 0,3858 0,3034 0,1974 0,1230 0,1225 0,2061 0,3492 0,5007 0,5979 0,5933 0,4767 0,2763 0,0413 -0,1836 -0,3737 -0,5222 -0,6317 -0,7087 -0,7543 -0,7546 -0,6914 -0,5624 -0,3814 -0,1647 0,0773 0,3375 0,6084 0,8793 1,1317 1,3381 1,4773 1,5558 1,6111 1,6917 1,8290 2,0238 2,2514 2,4758 2,6648 2,7986 2,8695 2,8806 2,8458 2,7870 2,7267 2,6816 2,6570 2,6478 2,6440 2,6327 2,5982 2,5281 2,4177 2,2672 2,0851 1,8958 1,7335 1,6234 1,5704 1,5603 1,5686 1,5720 1,5555 1,5107 1,4339 1,3289 1,2089 1,0915 0,9884 0,8993 0,8155 0,7331 0,6623 0,6256 0,6496 0,7539 0,9392 1,1827 1,4473 1,6992 1,9176 2,0957 2,2387 2,3597 2,4708 2,5785 2,6878 2,8093 2,9570 3,1335 3,3188 3,4812 3,5955 3,6502 3,6487 3,6118 3,5709 3,5524 3,5677 3,6163 3,6913 3,7847 3,8979 4,0492 4,2644 4,5580 4,9235 5,3351 5,7541 6,1406 6,4615 6,6951 6,8380 6,9094 6,9384 6,9435 6,9216 6,8509 6,7059 6,4739 6,1661 5,8197 5,4927 5,2497 5,1423 5,1909 5,3802 5,6660 5,9891 6,2920 6,5389 6,7284 6,8865 7,0432 7,2168 7,4147 7,6384 7,8865 8,1509 8,4125 8,6429 8,8199 8,9358 8,9956 9,0146 9,0181 9,0339 9,0792 9,1556 9,2535 9,3612 9,4715 9,5868 9,7152 9,8591 10,0100 10,1520 10,2708 10,3612 10,4276 10,4775 10,5163 10,5501 10,5864 10,6290 10,6769 10,7271 10,7758 10,8116 10,8094 10,7381 10,5863 10,3752 10,1396 9,9054 9,6863 9,4865 9,3038 9,1407 9,0140 8,9500 8,9735 9,0986 9,3255 9,6397 10,0125 10,3987 10,7436 10,9935 11,1016 11,0355 10,7929 10,4107 9,9558 9,5064 9,1319 8,8766 8,7535 8,7480 8,8229 8,9288 9,0260 9,1037 9,1749 9,2554 9,3480 9,4405 9,5127 9,5472 9,5319 9,4529 9,2922 9,0393 8,7052 8,3201 7,9238 7,5548 7,2413 6,9991 6,8287 6,7179 6,6612 6,6772 6,7958 7,0316 7,3721 7,7875 8,2441 8,7104 9,1576 9,5589 9,8944 10,1585 10,3619 10,5242 10,6677 10,8145 10,9823 11,1800 11,4045 11,6403 11,8609 12,0384 12,1566 12,2205 12,2517 12,2650 12,2489 12,1701 11,9963 11,7126 11,3252 10,8555 10,3327 9,7866 9,2476 8,7453 8,3018 7,9237 7,6022 7,3174 7,0442 6,7581 6,4404 6,0843 5,7025 5,3203 4,9584 4,6287 4,3347 4,0680 3,8099 3,5453 3,2725 3,0051 2,7700 2,6006 2,5160 2,5060 2,5368 2,5683 2,5716 2,5391 2,4804 2,4083 2,3277 2,2347 2,1245 1,9997 1,8700 1,7489 1,6507 1,5891 1,5662 1,5560 1,5125 1,3967 1,1919 0,8996 0,5311 0,0988 -0,3851 -0,8998 -1,4124 -1,8878 -2,2979 -2,6296 -2,8896 -3,0992 -3,2837 -3,4632 -3,6465 -3,8252 -3,9734 -4,0569 -4,0443 -3,9208 -3,6991 -3,4159 -3,1156 -2,8388 -2,6202 -2,4850 -2,4467 -2,5068 -2,6514 -2,8487 -3,0626 -3,2709 -3,4699 -3,6712 -3,8921 -4,1313 -4,3507 -4,4882 -4,4958 -4,3658 -4,1278 -3,8268 -3,5071 -3,2140 -2,9897 -2,8542 -2,7924 -2,7656
F3    -0,3953 -0,4253 -0,4360 -0,4415 -0,4583 -0,5037 -0,5820 -0,6783 -0,7634 -0,8032 -0,7713 -0,6642 -0,5084 -0,3477 -0,2188 -0,1329 -0,0788 -0,0351 0,0209 0,1095 0,2398 0,3981 0,5454 0,6340 0,6296 0,5251 0,3407 0,1166 -0,1011 -0,2826 -0,4240 -0,5355 -0,6239 -0,6862 -0,7106 -0,6875 -0,6177 -0,5086 -0,3614 -0,1711 0,0606 0,3199 0,5883 0,8480 1,0798 1,2663 1,4037 1,5066 1,6019 1,7197 1,8871 2,1214 2,4203 2,7586 3,0976 3,4011 3,6473 3,8287 3,9439 3,9912 3,9636 3,8493 3,6412 3,3427 2,9643 2,5243 2,0538 1,5936 1,1833 0,8548 0,6285 0,5107 0,4900 0,5406 0,6282 0,7160 0,7758 0,8060 0,8336 0,8921 0,9941 1,1213 1,2397 1,3245 1,3725 1,3953 1,4108 1,4412 1,5132 1,6472 1,8440 2,0862 2,3500 2,6126 2,8538 3,0581 3,2203 3,3507 3,4762 3,6286 3,8237 4,0492 4,2701 4,4472 4,5553 4,5871 4,5477 4,4482 4,3064 4,1419 3,9696 3,7992 3,6383 3,4940 3,3723 3,2796 3,2283 3,2402 3,3427 3,5624 3,9183 4,4111 5,0178 5,6997 6,4126 7,1129 7,7681 8,3653 8,9118 9,4309 9,9455 10,4604 10,9565 11,4022 11,7671 12,0353 12,2128 12,3218 12,3862 12,4212 12,4320 12,4152 12,3604 12,2555 12,0934 11,8741 11,6068 11,3139 11,0285 10,7825 10,5969 10,4785 10,4224 10,4099 10,4069 10,3775 10,3058 10,2021 10,0910 9,9946 9,9184 9,8458 9,7448 9,5816 9,3352 9,0018 8,5902 8,1223 7,6338 7,1601 6,7177 6,3006 5,8949 5,4887 5,0653 4,6011 4,0747 3,4774 2,8169 2,1192 1,4281 0,7959 0,2643 -0,1526 -0,4688 -0,7075 -0,8850 -1,0126 -1,1068 -1,1825 -1,2380 -1,2572 -1,2277 -1,1514 -1,0389 -0,9039 -0,7616 -0,6252 -0,5010 -0,3888 -0,2887 -0,2088 -0,1663 -0,1813 -0,2697 -0,4365 -0,6702 -0,9393 -1,2002 -1,4069 -1,5160 -1,4967 -1,3490 -1,1112 -0,8408 -0,5861 -0,3716 -0,2009 -0,0686 0,0314 0,1081 0,1751 0,2398 0,2920 0,3086 0,2684 0,1619 -0,0073 -0,2226 -0,4583 -0,6919 -0,9140 -1,1237 -1,3171 -1,4830 -1,6070 -1,6750 -1,6715 -1,5818 -1,3991 -1,1368 -0,8318 -0,5285 -0,2561 -0,0248 0,1605 0,2968 0,3931 0,4714 0,5519 0,6379 0,7116 0,7439 0,7108 0,6015 0,4184 0,1888 -0,0285 -0,1641 -0,1705 -0,0391 0,1974 0,4738 0,7130 0,8563 0,8841 0,8150 0,6883 0,5446 0,4137 0,3155 0,2592 0,2408 0,2512 0,2917 0,3689 0,4786 0,6065 0,7452 0,9016 1,0861 1,2995 1,5265 1,7363 1,8920 1,9722 1,9911 1,9965 2,0465 2,1775 2,3898 2,6561 2,9368 3,1923 3,3886 3,5018 3,5237 3,4658 3,3543 3,2195 3,0899 2,9865 2,9165 2,8721 2,8338 2,7763 2,6785 2,5321 2,3433 2,1344 1,9432 1,8076 1,7465 1,7529 1,8019 1,8651 1,9211 1,9563 1,9646 1,9486 1,9186 1,8841 1,8448 1,7893 1,7019 1,5735 1,4143 1,2607 1,1637 1,1674 1,2920 1,5245 1,8190 2,1145 2,3625 2,5440 2,6672 2,7538 2,8262 2,8996 2,9823 3,0803 3,2016 3,3570 3,5461 3,7425 3,9036 3,9945 4,0018 3,9347 3,8209 3,6994 3,6072 3,5700 3,5990 3,6910 3,8310 4,0045 4,2094 4,4542 4,7455 5,0811 5,4497 5,8282 6,1831 6,4769 6,6806 6,7909 6,8320 6,8372 6,8267 6,7961 6,7208 6,5712 6,3337 6,0238 5,6871 5,3863 5,1815 5,1136 5,1946 5,4047 5,7012 6,0335 6,3549 6,6347 6,8677 7,0702 7,2616 7,4509 7,6414 7,8400 8,0570 8,2956 8,5422 8,7711 8,9579 9,0900 9,1690 9,2077 9,2256 9,2394 9,2537 9,2623 9,2578 9,2398 9,2205 9,2244 9,2767 9,3870 9,5454 9,7291 9,9117 10,0707 10,1942 10,2801 10,3332 10,3632 10,3810 10,3918 10,3954 10,3950 10,3951 10,3897 10,3571 10,2717 10,1287 9,9536 9,7821 9,6366 9,5215 9,4259 9,3326 9,2360 9,1522 9,1096 9,1317 9,2296 9,4032 9,6424 9,9254 10,2155 10,4661 10,6275 10,6515 10,5018 10,1761 9,7177 9,2061 8,7301 8,3602 8,1343 8,0591 8,1183 8,2752 8,4791 8,6837 8,8640 9,0168 9,1491 9,2686 9,3750 9,4538 9,4825 9,4402 9,3088 9,0724 8,7289 8,3007 7,8325 7,3795 6,9917 6,6987 6,5048 6,3963 6,3550 6,3802 6,4969 6,7335 7,0924 7,5432 8,0386 8,5324 8,9879 9,3806 9,6974 9,9376 10,1147 10,2530 10,3759 10,4972 10,6224 10,7516 10,8846 11,0196 11,1489 11,2593 11,3383 11,3813 11,3951 11,3945 11,3865 11,3588 11,2890 11,1601 10,9646 10,7028 10,3817 10,0126 9,6065 9,1756 8,7364 8,3066 7,8993 7,5203 7,1688 6,8373 6,5128 6,1784 5,8210 5,4429 5,0623 4,7022 4,3825 4,1129 3,8843 3,6738 3,4663 3,2659 3,0920 2,9699 2,9227 2,9539 3,0359 3,1200 3,1566 3,1159 3,0023 2,8534 2,7162 2,6191 2,5604 2,5192 2,4765 2,4255 2,3667 2,2991 2,2229 2,1429 2,0580 1,9534 1,8100 1,6131 1,3564 1,0416 0,6732 0,2572 -0,1919 -0,6495 -1,0895 -1,4910 -1,8423 -2,1417 -2,3969 -2,6228 -2,8369 -3,0505 -3,2591 -3,4412 -3,5649 -3,5965 -3,5122 -3,3096 -3,0113 -2,6563 -2,2927 -1,9733 -1,7470 -1,6466 -1,6835 -1,8456 -2,0976 -2,3945 -2,7020 -3,0011 -3,2873 -3,5666 -3,8363 -4,0608 -4,1816 -4,1542 -3,9745 -3,6769 -3,3156 -2,9458 -2,6166 -2,3671 -2,2143 -2,1425 -2,1098
F7    -0,4971 -0,4101 -0,3393 -0,2918 -0,2746 -0,2982 -0,3633 -0,4524 -0,5341 -0,5709 -0,5304 -0,4034 -0,2192 -0,0379 0,0833 0,1234 0,1044 0,0719 0,0696 0,1248 0,2423 0,3998 0,5498 0,6368 0,6195 0,4845 0,2483 -0,0479 -0,3524 -0,6244 -0,8422 -0,9937 -1,0686 -1,0627 -0,9804 -0,8354 -0,6493 -0,4446 -0,2332 -0,0165 0,2030 0,4178 0,6214 0,8097 0,9762 1,1140 1,2237 1,3168 1,4108 1,5225 1,6659 1,8502 2,0757 2,3276 2,5755 2,7859 2,9396 3,0357 3,0802 3,0750 3,0149 2,8943 2,7163 2,4885 2,2100 1,8767 1,5006 1,1146 0,7584 0,4658 0,2605 0,1526 0,1349 0,1857 0,2744 0,3630 0,4182 0,4339 0,4398 0,4796 0,5786 0,7283 0,8935 1,0329 1,1192 1,1469 1,1301 1,0982 1,0892 1,1352 1,2447 1,4023 1,5825 1,7573 1,8984 1,9842 2,0096 1,9892 1,9537 1,9417 1,9787 2,0590 2,1512 2,2214 2,2514 2,2399 2,1938 2,1242 2,0458 1,9709 1,9000 1,8231 1,7315 1,6286 1,5299 1,4566 1,4332 1,4873 1,6444 1,9233 2,3367 2,8876 3,5609 4,3195 5,1108 5,8790 6,5806 7,1985 7,7454 8,2510 8,7399 9,2129 9,6482 10,0163 10,2936 10,4711 10,5604 10,5857 10,5673 10,5131 10,4235 10,2957 10,1223 9,8983 9,6289 9,3270 9,0084 8,6945 8,4105 8,1764 8,0008 7,8831 7,8201 7,8029 7,8069 7,7954 7,7398 7,6354 7,5035 7,3776 7,2805 7,2081 7,1318 7,0145 6,8312 6,5736 6,2412 5,8403 5,3899 4,9148 4,4300 3,9419 3,4631 3,0131 2,5983 2,2031 1,8023 1,3791 0,9299 0,4624 -0,0051 -0,4434 -0,8235 -1,1329 -1,3771 -1,5642 -1,6960 -1,7768 -1,8228 -1,8552 -1,8839 -1,9055 -1,9169 -1,9232 -1,9308 -1,9408 -1,9502 -1,9536 -1,9457 -1,9245 -1,8944 -1,8666 -1,8583 -1,8899 -1,9789 -2,1333 -2,3425 -2,5769 -2,7979 -2,9708 -3,0678 -3,0699 -2,9762 -2,8156 -2,6398 -2,4977 -2,4132 -2,3818 -2,3868 -2,4138 -2,4496 -2,4766 -2,4783 -2,4508 -2,4040 -2,3548 -2,3206 -2,3138 -2,3346 -2,3703 -2,4099 -2,4593 -2,5373 -2,6555 -2,8024 -2,9446 -3,0391 -3,0491 -2,9553 -2,7617 -2,4965 -2,2064 -1,9376 -1,7142 -1,5377 -1,4039 -1,3089 -1,2390 -1,1697 -1,0803 -0,9703 -0,8628 -0,7893 -0,7717 -0,8184 -0,9282 -1,0786 -1,2170 -1,2823 -1,2356 -1,0733 -0,8269 -0,5585 -0,3439 -0,2413 -0,2648 -0,3840 -0,5440 -0,6918 -0,7934 -0,8390 -0,8381 -0,8090 -0,7637 -0,6990 -0,6097 -0,5048 -0,4003 -0,3016 -0,1995 -0,0846 0,0415 0,1656 0,2672 0,3242 0,3246 0,2775 0,2177 0,1920 0,2367 0,3616 0,5513 0,7721 0,9812 1,1393 1,2233 1,2361 1,2049 1,1630 1,1332 1,1234 1,1311 1,1476 1,1606 1,1556 1,1185 1,0444 0,9412 0,8232 0,7079 0,6165 0,5652 0,5551 0,5719 0,5932 0,5938 0,5503 0,4475 0,2865 0,0892 -0,1117 -0,2916 -0,4448 -0,5772 -0,6953 -0,8000 -0,8799 -0,9066 -0,8452 -0,6723 -0,3888 -0,0252 0,3639 0,7197 1,0005 1,1945 1,3168 1,3950 1,4534 1,5053 1,5554 1,6035 1,6496 1,6991 1,7576 1,8205 1,8738 1,9054 1,9115 1,8940 1,8586 1,8177 1,7892 1,7896 1,8252 1,8857 1,9517 2,0123 2,0775 2,1703 2,3087 2,5003 2,7435 3,0262 3,3259 3,6149 3,8693 4,0816 4,2629 4,4276 4,5746 4,6807 4,7106 4,6344 4,4454 4,1681 3,8509 3,5482 3,3085 3,1702 3,1534 3,2528 3,4413 3,6803 3,9274 4,1473 4,3253 4,4693 4,5948 4,7142 4,8396 4,9858 5,1633 5,3677 5,5751 5,7522 5,8730 5,9266 5,9163 5,8566 5,7712 5,6903 5,6445 5,6567 5,7352 5,8703 6,0426 6,2360 6,4392 6,6405 6,8256 6,9807 7,0968 7,1740 7,2194 7,2405 7,2408 7,2213 7,1816 7,1221 7,0501 6,9842 6,9416 6,9194 6,8889 6,8140 6,6867 6,5402 6,4236 6,3700 6,3835 6,4363 6,4791 6,4708 6,4034 6,3004 6,1975 6,1287 6,1200 6,1848 6,3181 6,4924 6,6622 6,7749 6,7802 6,6424 6,3612 5,9783 5,5643 5,1943 4,9238 4,7763 4,7490 4,8251 4,9796 5,1802 5,3969 5,6100 5,8083 5,9807 6,1137 6,1908 6,1984 6,1313 5,9909 5,7741 5,4719 5,0847 4,6335 4,1564 3,7003 3,3095 3,0098 2,7994 2,6569 2,5614 2,5154 2,5489 2,6926 2,9466 3,2767 3,6365 3,9870 4,3022 4,5658 4,7675 4,9056 4,9929 5,0559 5,1248 5,2267 5,3822 5,5996 5,8709 6,1738 6,4795 6,7550 6,9675 7,0939 7,1331 7,1081 7,0485 6,9688 6,8670 6,7353 6,5666 6,3536 6,0928 5,7869 5,4461 5,0863 4,7246 4,3727 4,0343 3,7097 3,4017 3,1171 2,8595 2,6203 2,3822 2,1346 1,8846 1,6542 1,4689 1,3410 1,2592 1,1981 1,1361 1,0633 0,9776 0,8828 0,7882 0,6969 0,5940 0,4525 0,2524 -0,0025 -0,2772 -0,5175 -0,6778 -0,7425 -0,7302 -0,6790 -0,6268 -0,5994 -0,6087 -0,6547 -0,7306 -0,8335 -0,9764 -1,1827 -1,4677 -1,8277 -2,2404 -2,6708 -3,0830 -3,4507 -3,7577 -4,0005 -4,1915 -4,3525 -4,5043 -4,6574 -4,8080 -4,9430 -5,0536 -5,1420 -5,2173 -5,2820 -5,3239 -5,3193 -5,2483 -5,1132 -4,9404 -4,7614 -4,5973 -4,4603 -4,3581 -4,2947 -4,2731 -4,2952 -4,3545 -4,4387 -4,5387 -4,6482 -4,7657 -4,8995 -5,0528 -5,2007 -5,2942 -5,2938 -5,1936 -5,0160 -4,7921 -4,5528 -4,3337 -4,1709 -4,0787 -4,0370 -4,0052
