Fp1   -1,1808 -1,7130 -1,9933 -2,0068 -1,7966 -1,4676 -1,1565 -0,9538 -0,8605 -0,8228 -0,7891 -0,7272 -0,6049 -0,3794 -0,0352 0,3679 0,7230 0,9601 1,0836 1,1445 1,1969 1,2815 1,4275 1,6547 1,9743 2,3769 2,8146 3,2090 3,4759 3,5442 3,3691 2,9466 2,3277 1,6093 0,8849 0,1951 -0,4723 -1,1361 -1,7695 -2,2882 -2,5986 -2,6629 -2,5182 -2,2438 -1,9206 -1,6045 -1,2993 -0,9554 -0,5342 -0,0762 0,3238 0,6012 0,7580 0,8236 0,8250 0,8060 0,8305 0,9337 1,0802 1,2027 1,2840 1,3670 1,4870 1,6231 1,7154 1,7145 1,6249 1,5053 1,4267 1,4311 1,5180 1,6570 1,8119 1,9515 2,0464 2,0769 2,0428 1,9518 1,8021 1,5826 1,2898 0,9539 0,6434 0,4288 0,3438 0,3840 0,5350 0,7850 1,1076 1,4492 1,7495 1,9667 2,0772 2,0693 1,9575 1,7990 1,6786 1,6683 1,8047 2,0876 2,4853 2,9467 3,4236 3,8984 4,3904 4,9323 5,5404 6,1997 6,8721 7,5169 8,0880 8,5059 8,6575 8,4440 7,8373 6,9062 5,7960 4,6591 3,5858 2,5995 1,7016 0,9020 0,2179 -0,3352 -0,7522 -1,0355 -1,1893 -1,2511 -1,3294 -1,5644 -2,0263 -2,6763 -3,4236 -4,1891 -4,9233 -5,6029 -6,2229 -6,7735 -7,2153 -7,4767 -7,4794 -7,1746 -6,5729 -5,7563 -4,8563 -3,9909 -3,2049 -2,4812 -1,7971 -1,1528 -0,5693 -0,0733 0,3350 0,7008 1,0941 1,5773 2,1918 2,9565 3,8572 4,8357 5,8133 6,7357 7,5958 8,4200 9,2360 10,0467 10,8408 11,6196 12,3978 13,1906 13,9993 14,7995 15,5545 16,2509 16,9083 17,5443 18,1413 18,6453 18,9914 19,1551 19,1974 19,2331 19,3501 19,5608 19,8049 19,9846 20,0189 19,8770 19,5760 19,1603 18,6714 18,1266 17,5265 16,8710 16,1645 15,4123 14,6099 13,7397 12,7753 11,7041 10,5538 9,3822 8,2486 7,2071 6,2984 5,5399 4,9404 4,5079 4,2366 4,0990 4,0458 4,0169 3,9783 3,9437 3,9392 3,9573 3,9522 3,8673 3,6884 3,4712 3,2919 3,1876 3,1462 3,1175 3,0227 2,7753 2,3147 1,6377 0,8048 -0,0784 -0,8735 -1,4284 -1,6256 -1,4253 -0,8749 -0,1024 0,7129 1,4048 1,8852 2,1639 2,3104 2,3907 2,4456 2,5112 2,6138 2,7385 2,8234 2,7860 2,5580 2,1253 1,5462 0,9145 0,3095 -0,2227 -0,6637 -1,0104 -1,2662 -1,4537 -1,6223 -1,8249 -2,0802 -2,3590 -2,6211 -2,8544 -3,0675 -3,2668 -3,4626 -3,6766 -3,9169 -4,1445 -4,2781 -4,2420 -4,0092 -3,6106 -3,1312 -2,6898 -2,3925 -2,2902 -2,3776 -2,6211 -2,9850 -3,4384 -3,9547 -4,5093 -5,0666 -5,5694 -5,9645 -6,2408 -6,4242 -6,5369 -6,5971 -6,6666 -6,8522 -7,2312 -7,7881 -8,4313 -9,0590 -9,5994 -10,0051 -10,2404 -10,2950 -10,1958 -9,9934 -9,7421 -9,4853 -9,2570 -9,0938 -9,0337 -9,0920 -9,2361 -9,3862 -9,4442 -9,3223 -8,9569 -8,3264 -7,4761 -6,5066 -5,5327 -4,6622 -3,9849 -3,5463 -3,3298 -3,2699 -3,2872 -3,3247 -3,3571 -3,3713 -3,3599 -3,3378 -3,3496 -3,4454 -3,6408 -3,9092 -4,2324 -4,6431 -5,1939 -5,8899 -6,6544 -7,3536 -7,8612 -8,0914 -7,9885 -7,5458 -6,8431 -6,0266 -5,2420 -4,5940 -4,1371 -3,8794 -3,7996 -3,8534 -3,9591 -4,0113 -3,9304 -3,6958 -3,3476 -2,9610 -2,5991 -2,2889 -2,0430 -1,8839 -1,8333 -1,8796 -1,9712 -2,0622 -2,1604 -2,3072 -2,5249 -2,7965 -3,0775 -3,3134 -3,4540 -3,4659 -3,3456 -3,1276 -2,8800 -2,6909 -2,6603 -2,8906 -3,4288 -4,1913 -4,9832 -5,6040 -5,9293 -5,9425 -5,7268 -5,4043 -5,0630 -4,7431 -4,4668 -4,2436 -4,0492 -3,8325 -3,5501 -3,1944 -2,8103 -2,4843 -2,2864 -2,2254 -2,2651 -2,3457 -2,3903 -2,3387 -2,1873 -1,9863 -1,8210 -1,7952 -2,0025 -2,4843 -3,1917 -3,9934 -4,7408 -5,3165 -5,6327 -5,6486 -5,4063 -5,0173 -4,6059 -4,2582 -4,0091 -3,8635 -3,8091 -3,8102 -3,8193 -3,8155 -3,8169 -3,8424 -3,8735 -3,8480 -3,6905 -3,3700 -2,9315 -2,4685 -2,0778 -1,8361 -1,7748 -1,8598 -2,0220 -2,2228 -2,4784 -2,8236 -3,2654 -3,7721 -4,3048 -4,8404 -5,3521 -5,7770 -6,0282 -6,0474 -5,8419 -5,4824 -5,0670 -4,6898 -4,4332 -4,3514 -4,4291 -4,5713 -4,6602 -4,6333 -4,5065 -4,3321 -4,1577 -4,0117 -3,9024 -3,8228 -3,7656 -3,7404 -3,7745 -3,8931 -4,1024 -4,3910 -4,7254 -5,0315 -5,1959 -5,1161 -4,7688 -4,2344 -3,6426 -3,0910 -2,6094 -2,1763 -1,7684 -1,3959 -1,0955 -0,9067 -0,8555 -0,9403 -1,1233 -1,3324 -1,4861 -1,5387 -1,4995 -1,4102 -1,3222 -1,3047 -1,4372 -1,7538 -2,2028 -2,6798 -3,0877 -3,3715 -3,5310 -3,6091 -3,6550 -3,7073 -3,8141 -4,0463 -4,4775 -5,1477 -6,0377 -7,0785 -8,1856 -9,2812 -10,2863 -11,1135 -11,6896 -11,9923 -12,0476 -11,8874 -11,5237 -10,9720 -10,2705 -9,4704 -8,6146 -7,7236 -6,7923 -5,8144 -4,8108 -3,8208 -2,8642 -1,9321 -1,0216 -0,1739 0,5376 1,0710 1,4654 1,8140 2,1829 2,5707 2,9462 3,3096 3,7113 4,2166 4,8510 5,5857 6,3697 7,1582 7,9075 8,5616 9,0650 9,3976 9,5934 9,7182 9,8390 10,0037 10,2191 10,4462 10,6353 10,7576 10,8050 10,7849 10,7099 10,5744 10,3428 9,9656 9,4009 8,6378 7,7244 6,7484 5,7770 4,8407 3,9695 3,2121 2,6121 2,1795 1,8924 1,7164 1,6052 1,4934 1,3232 1,0891 0,8334 0,5934 0,3614 0,0827 -0,3182 -0,8816 -1,5526 -2,1826 -2,5950 -2,6615 -2,3568 -1,7651 -1,0362 -0,3369 0,1708 0,3607 0,1991 -0,2305 -0,7844
Fz    0,7091 0,2577 -0,0530 -0,2215 -0,2725 -0,2584 -0,2433 -0,2663 -0,3222 -0,3832 -0,4259 -0,4361 -0,3980 -0,2917 -0,1131 0,1048 0,3082 0,4676 0,5991 0,7453 0,9384 1,1814 1,4542 1,7275 1,9780 2,1893 2,3388 2,3952 2,3315 2,1340 1,8048 1,3604 0,8332 0,2691 -0,2905 -0,8248 -1,3314 -1,8059 -2,2195 -2,5149 -2,6343 -2,5554 -2,3036 -1,9356 -1,5207 -1,1235 -0,7798 -0,4811 -0,1987 0,0774 0,3391 0,5867 0,8369 1,1004 1,3669 1,6174 1,8425 2,0376 2,1920 2,3024 2,3944 2,5101 2,6685 2,8480 3,0038 3,1004 3,1346 3,1328 3,1303 3,1523 3,2075 3,2924 3,3979 3,5055 3,5824 3,5905 3,5035 3,3147 3,0345 2,6840 2,2883 1,8733 1,4645 1,0811 0,7316 0,4206 0,1559 -0,0540 -0,2069 -0,3087 -0,3658 -0,3811 -0,3584 -0,3022 -0,2080 -0,0572 0,1708 0,4802 0,8569 1,2783 1,7185 2,1521 2,5642 2,9598 3,3600 3,7887 4,2571 4,7548 5,2554 5,7297 6,1442 6,4516 6,5950 6,5324 6,2572 5,8032 5,2330 4,6105 3,9767 3,3548 2,7694 2,2513 1,8266 1,5064 1,2818 1,1309 1,0288 0,9420 0,8155 0,5910 0,2453 -0,1953 -0,6813 -1,1681 -1,6228 -2,0259 -2,3736 -2,6694 -2,9045 -3,0455 -3,0471 -2,8764 -2,5317 -2,0471 -1,4838 -0,9050 -0,3499 0,1715 0,6687 1,1602 1,6603 2,1673 2,6702 3,1625 3,6472 4,1337 4,6342 5,1607 5,7153 6,2836 6,8436 7,3864 7,9233 8,4739 9,0466 9,6273 10,1879 10,7064 11,1777 11,6138 12,0363 12,4634 12,9033 13,3592 13,8361 14,3348 14,8406 15,3194 15,7280 16,0446 16,2961 16,5416 16,8267 17,1533 17,4771 17,7278 17,8422 17,7891 17,5773 17,2501 16,8631 16,4607 16,0674 15,6872 15,3065 14,9006 14,4413 13,9047 13,2808 12,5818 11,8424 11,1023 10,3913 9,7321 9,1390 8,6106 8,1396 7,7249 7,3749 7,1045 6,9248 6,8316 6,8087 6,8367 6,8867 6,9163 6,8805 6,7526 6,5486 6,3290 6,1596 6,0724 6,0590 6,0816 6,0869 6,0225 5,8510 5,5647 5,1950 4,8024 4,4598 4,2341 4,1625 4,2405 4,4321 4,6808 4,9185 5,0862 5,1593 5,1583 5,1347 5,1373 5,1922 5,3033 5,4507 5,5912 5,6728 5,6509 5,4999 5,2266 4,8748 4,5038 4,1595 3,8608 3,6029 3,3730 3,1663 2,9831 2,8168 2,6547 2,4917 2,3383 2,2047 2,0811 1,9444 1,7806 1,5873 1,3628 1,1054 0,8292 0,5716 0,3781 0,2805 0,2835 0,3575 0,4451 0,4885 0,4608 0,3753 0,2657 0,1566 0,0497 -0,0713 -0,2297 -0,4398 -0,6922 -0,9585 -1,2092 -1,4222 -1,5791 -1,6743 -1,7367 -1,8248 -1,9879 -2,2366 -2,5437 -2,8662 -3,1637 -3,4006 -3,5439 -3,5723 -3,4877 -3,3149 -3,0927 -2,8633 -2,6629 -2,5199 -2,4523 -2,4597 -2,5136 -2,5610 -2,5449 -2,4274 -2,1966 -1,8629 -1,4579 -1,0290 -0,6264 -0,2920 -0,0480 0,1146 0,2316 0,3442 0,4777 0,6319 0,7898 0,9370 1,0723 1,2023 1,3297 1,4459 1,5413 1,6153 1,6602 1,6436 1,5232 1,2826 0,9506 0,5907 0,2701 0,0432 -0,0465 0,0209 0,2153 0,4602 0,6677 0,7744 0,7613 0,6560 0,5102 0,3790 0,3149 0,3590 0,5256 0,7971 1,1304 1,4723 1,7814 2,0403 2,2483 2,4078 2,5210 2,5967 2,6513 2,6903 2,6940 2,6300 2,4816 2,2655 2,0259 1,8138 1,6706 1,6244 1,6885 1,8524 2,0741 2,2869 2,4163 2,3980 2,2102 1,9050 1,5902 1,3718 1,3083 1,3918 1,5595 1,7376 1,8854 1,9991 2,0905 2,1746 2,2732 2,4139 2,6191 2,8926 3,2060 3,5041 3,7358 3,8829 3,9583 3,9950 4,0368 4,1136 4,2166 4,3017 4,3125 4,2001 3,9365 3,5261 3,0186 2,4995 2,0498 1,7212 1,5423 1,5167 1,6115 1,7677 1,9276 2,0589 2,1620 2,2554 2,3579 2,4851 2,6437 2,8175 2,9688 3,0671 3,1150 3,1521 3,2346 3,3995 3,6426 3,9245 4,1879 4,3728 4,4365 4,3714 4,2004 3,9550 3,6625 3,3471 3,0345 2,7482 2,4990 2,2835 2,1012 1,9730 1,9420 2,0569 2,3528 2,8322 3,4539 4,1372 4,7800 5,2953 5,6475 5,8543 5,9561 5,9874 5,9739 5,9437 5,9257 5,9364 5,9725 6,0126 6,0294 6,0021 5,9242 5,8023 5,6511 5,4879 5,3341 5,2233 5,1999 5,3026 5,5369 5,8648 6,2246 6,5665 6,8748 7,1672 7,4698 7,7887 8,1026 8,3731 8,5617 8,6462 8,6286 8,5317 8,3854 8,2086 8,0052 7,7757 7,5185 7,2145 6,8300 6,3512 5,8088 5,2604 4,7593 4,3418 4,0233 3,7998 3,6574 3,5726 3,4993 3,3713 3,1296 2,7515 2,2602 1,7095 1,1584 0,6525 0,2209 -0,1211 -0,3730 -0,5476 -0,6550 -0,6819 -0,5933 -0,3594 0,0220 0,5273 1,1211 1,7707 2,4523 3,1427 3,8122 4,4388 5,0314 5,6235 6,2381 6,8585 7,4370 7,9306 8,3281 8,6439 8,8906 9,0690 9,1854 9,2711 9,3785 9,5571 9,8261 10,1678 10,5447 10,9195 11,2613 11,5464 11,7621 11,9138 12,0251 12,1266 12,2444 12,3935 12,5671 12,7359 12,8724 12,9731 13,0571 13,1515 13,2740 13,4127 13,5245 13,5535 13,4534 13,2042 12,8227 12,3535 11,8435 11,3286 10,8362 10,3893 10,0025 9,6781 9,4093 9,1865 8,9956 8,8150 8,6294 8,4475 8,2925 8,1762 8,0833 7,9712 7,7826 7,4782 7,0725 6,6350 6,2576 6,0152 5,9335 5,9819 6,0954 6,1985 6,2171 6,0959 5,8278 5,4689 5,1075
F3    1,3291 0,9216 0,5994 0,3651 0,2079 0,1001 0,0032 -0,1041 -0,2104 -0,2854 -0,3069 -0,2712 -0,1795 -0,0253 0,1889 0,4286 0,6400 0,7887 0,8785 0,9381 0,9942 1,0599 1,1401 1,2406 1,3690 1,5235 1,6824 1,8092 1,8666 1,8244 1,6610 1,3664 0,9529 0,4602 -0,0653 -0,5970 -1,1284 -1,6481 -2,1168 -2,4693 -2,6487 -2,6411 -2,4778 -2,2112 -1,8965 -1,5814 -1,2895 -1,0110 -0,7277 -0,4471 -0,1981 0,0007 0,1560 0,2859 0,4081 0,5458 0,7271 0,9651 1,2404 1,5181 1,7865 2,0624 2,3565 2,6490 2,9010 3,0810 3,1831 3,2273 3,2447 3,2603 3,2812 3,2999 3,3037 3,2788 3,2079 3,0777 2,8901 2,6593 2,3996 2,1198 1,8269 1,5370 1,2748 1,0538 0,8648 0,6905 0,5258 0,3808 0,2689 0,1980 0,1726 0,1936 0,2518 0,3283 0,4117 0,5121 0,6545 0,8594 1,1346 1,4773 1,8727 2,2979 2,7334 3,1739 3,6264 4,1044 4,6205 5,1768 5,7600 6,3442 6,8870 7,3207 7,5630 7,5452 7,2375 6,6653 5,9079 5,0687 4,2340 3,4572 2,7696 2,1905 1,7280 1,3796 1,1329 0,9721 0,8853 0,8554 0,8430 0,7944 0,6757 0,4885 0,2510 -0,0214 -0,3125 -0,6022 -0,8738 -1,1156 -1,3056 -1,4000 -1,3464 -1,1127 -0,7076 -0,1817 0,3882 0,9324 1,4180 1,8491 2,2474 2,6395 3,0433 3,4593 3,8801 4,3074 4,7521 5,2269 5,7424 6,3090 6,9300 7,5902 8,2607 8,9161 9,5429 10,1340 10,6820 11,1763 11,6111 11,9971 12,3625 12,7406 13,1515 13,5873 14,0177 14,4141 14,7687 15,0924 15,4026 15,7047 15,9869 16,2410 16,4867 16,7598 17,0782 17,4260 17,7589 18,0228 18,1752 18,1979 18,1030 17,9280 17,7134 17,4800 17,2238 16,9273 16,5747 16,1616 15,6890 15,1564 14,5596 13,8987 13,1893 12,4595 11,7375 11,0487 10,4132 9,8434 9,3512 8,9537 8,6654 8,4905 8,4156 8,4089 8,4347 8,4681 8,4900 8,4790 8,4135 8,2824 8,1063 7,9406 7,8383 7,8123 7,8384 7,8767 7,8860 7,8283 7,6748 7,4228 7,1032 6,7668 6,4689 6,2601 6,1731 6,2127 6,3559 6,5532 6,7365 6,8471 6,8638 6,8093 6,7301 6,6638 6,6280 6,6288 6,6609 6,7017 6,7152 6,6658 6,5309 6,3138 6,0445 5,7623 5,4970 5,2628 5,0587 4,8763 4,7096 4,5524 4,3913 4,2115 4,0118 3,8114 3,6335 3,4847 3,3550 3,2291 3,0919 2,9286 2,7299 2,5018 2,2701 2,0715 1,9345 1,8661 1,8483 1,8484 1,8374 1,8049 1,7585 1,7064 1,6397 1,5336 1,3635 1,1183 0,8099 0,4755 0,1618 -0,0950 -0,2754 -0,3706 -0,3908 -0,3835 -0,4205 -0,5522 -0,7791 -1,0661 -1,3721 -1,6648 -1,9131 -2,0808 -2,1371 -2,0759 -1,9237 -1,7270 -1,5313 -1,3675 -1,2529 -1,1917 -1,1719 -1,1620 -1,1153 -0,9864 -0,7499 -0,4056 0,0273 0,5130 1,0063 1,4636 1,8488 2,1389 2,3294 2,4342 2,4776 2,4839 2,4679 2,4366 2,4040 2,3931 2,4201 2,4775 2,5360 2,5675 2,5611 2,5089 2,3902 2,1868 1,9096 1,6085 1,3563 1,2160 1,2232 1,3921 1,7093 2,1153 2,5170 2,8296 3,0076 3,0496 2,9885 2,8715 2,7467 2,6643 2,6690 2,7812 2,9895 3,2592 3,5499 3,8351 4,1057 4,3570 4,5745 4,7384 4,8380 4,8785 4,8680 4,8026 4,6733 4,4860 4,2704 4,0688 3,9188 3,8432 3,8505 3,9363 4,0819 4,2548 4,4161 4,5236 4,5355 4,4333 4,2521 4,0714 3,9726 3,9997 4,1431 4,3488 4,5573 4,7397 4,8963 5,0301 5,1388 5,2259 5,3057 5,3917 5,4826 5,5570 5,5856 5,5578 5,4928 5,4242 5,3845 5,4013 5,4890 5,6361 5,8037 5,9333 5,9603 5,8345 5,5405 5,1089 4,6067 4,1055 3,6622 3,3218 3,1088 3,0115 2,9920 3,0138 3,0621 3,1400 3,2494 3,3792 3,5131 3,6356 3,7275 3,7684 3,7568 3,7211 3,7096 3,7716 3,9325 4,1773 4,4541 4,6917 4,8206 4,8005 4,6380 4,3734 4,0490 3,6955 3,3382 3,0060 2,7290 2,5245 2,3893 2,3121 2,2979 2,3756 2,5818 2,9356 3,4243 4,0038 4,6065 5,1547 5,5849 5,8732 6,0395 6,1272 6,1747 6,2024 6,2193 6,2280 6,2227 6,1895 6,1108 5,9730 5,7740 5,5300 5,2733 5,0409 4,8603 4,7468 4,7130 4,7760 4,9481 5,2174 5,5424 5,8730 6,1801 6,4667 6,7591 7,0803 7,4237 7,7496 8,0011 8,1288 8,1155 7,9854 7,7930 7,5965 7,4293 7,2911 7,1630 7,0169 6,8113 6,5036 6,0838 5,5913 5,0933 4,6500 4,2968 4,0402 3,8667 3,7571 3,6919 3,6387 3,5535 3,3999 3,1659 2,8667 2,5322 2,1860 1,8342 1,4780 1,1321 0,8278 0,5994 0,4739 0,4719 0,6078 0,8824 1,2792 1,7694 2,3204 2,9101 3,5358 4,2045 4,9141 5,6526 6,4136 7,1985 7,9962 8,7675 9,4542 10,0111 10,4309 10,7391 10,9644 11,1237 11,2306 11,3058 11,3777 11,4706 11,5904 11,7232 11,8514 11,9715 12,0937 12,2248 12,3604 12,4945 12,6310 12,7790 12,9452 13,1324 13,3369 13,5444 13,7401 13,9171 14,0731 14,2062 14,3098 14,3625 14,3294 14,1788 13,8956 13,4874 12,9908 12,4611 11,9441 11,4625 11,0246 10,6335 10,2888 9,9890 9,7388 9,5498 9,4255 9,3501 9,3015 9,2727 9,2686 9,2847 9,2963 9,2590 9,1147 8,8209 8,3910 7,9045 7,4745 7,1978 7,1132 7,1908 7,3570 7,5269 7,6226 7,5910 7,4244 7,1661 6,8820
F7    -0,0124 -0,1251 -0,1703 -0,1477 -0,0670 0,0462 0,1544 0,2311 0,2743 0,2974 0,3118 0,3218 0,3321 0,3569 0,4099 0,4785 0,5249 0,5194 0,4647 0,3863 0,3111 0,2588 0,2467 0,2887 0,3901 0,5447 0,7303 0,9094 1,0384 1,0803 1,0146 0,8411 0,5825 0,2819 -0,0186 -0,3021 -0,5767 -0,8524 -1,1143 -1,3171 -1,4104 -1,3783 -1,2515 -1,0842 -0,9236 -0,7941 -0,6911 -0,5881 -0,4658 -0,3376 -0,2373 -0,1901 -0,2012 -0,2635 -0,3565 -0,4383 -0,4548 -0,3726 -0,2043 0,0036 0,2144 0,4198 0,6191 0,7989 0,9384 1,0256 1,0688 1,0915 1,1152 1,1456 1,1728 1,1844 1,1757 1,1465 1,0941 1,0190 0,9334 0,8571 0,8063 0,7832 0,7758 0,7709 0,7665 0,7694 0,7852 0,8199 0,8881 1,0078 1,1801 1,3774 1,5567 1,6846 1,7465 1,7432 1,6898 1,6210 1,5838 1,6152 1,7273 1,9093 2,1365 2,3789 2,6121 2,8302 3,0475 3,2864 3,5649 3,8846 4,2278 4,5675 4,8744 5,1119 5,2369 5,2125 5,0199 4,6673 4,1984 3,6766 3,1517 2,6450 2,1661 1,7309 1,3662 1,1009 0,9477 0,8988 0,9348 1,0208 1,0916 1,0690 0,9109 0,6340 0,2901 -0,0674 -0,3976 -0,6782 -0,9080 -1,0956 -1,2392 -1,3162 -1,2938 -1,1482 -0,8782 -0,5117 -0,0987 0,3156 0,7137 1,0985 1,4756 1,8472 2,2068 2,5359 2,8203 3,0681 3,3083 3,5725 3,8804 4,2401 4,6479 5,0826 5,5093 5,9000 6,2490 6,5714 6,8904 7,2221 7,5700 7,9297 8,2943 8,6583 9,0160 9,3527 9,6488 9,8971 10,1079 10,2925 10,4486 10,5624 10,6196 10,6288 10,6333 10,6891 10,8254 11,0293 11,2555 11,4495 11,5722 11,6117 11,5799 11,5033 11,4054 11,2942 11,1628 10,9969 10,7841 10,5204 10,2058 9,8383 9,4125 8,9306 8,4143 7,8974 7,4085 6,9694 6,5945 6,2905 6,0604 5,9071 5,8278 5,8081 5,8220 5,8386 5,8350 5,8059 5,7555 5,6857 5,5930 5,4700 5,3222 5,1790 5,0753 5,0293 5,0410 5,0937 5,1550 5,1835 5,1428 5,0162 4,8123 4,5571 4,2899 4,0611 3,9197 3,8950 3,9854 4,1544 4,3436 4,4995 4,5959 4,6366 4,6419 4,6273 4,6025 4,5819 4,5801 4,5948 4,6009 4,5586 4,4290 4,1937 3,8687 3,4959 3,1218 2,7784 2,4772 2,2206 2,0133 1,8531 1,7195 1,5862 1,4455 1,3129 1,2051 1,1203 1,0458 0,9724 0,8925 0,7953 0,6733 0,5302 0,3831 0,2578 0,1792 0,1603 0,1916 0,2397 0,2655 0,2486 0,1942 0,1134 0,0063 -0,1366 -0,3249 -0,5605 -0,8263 -1,0837 -1,2892 -1,4162 -1,4597 -1,4288 -1,3495 -1,2760 -1,2777 -1,3978 -1,6294 -1,9320 -2,2619 -2,5856 -2,8758 -3,1032 -3,2420 -3,2846 -3,2458 -3,1540 -3,0414 -2,9421 -2,8894 -2,9064 -2,9959 -3,1356 -3,2801 -3,3753 -3,3742 -3,2421 -2,9632 -2,5522 -2,0532 -1,5273 -1,0405 -0,6504 -0,3882 -0,2494 -0,1998 -0,1945 -0,1989 -0,1956 -0,1734 -0,1196 -0,0303 0,0730 0,1454 0,1489 0,0758 -0,0647 -0,2684 -0,5319 -0,8336 -1,1279 -1,3583 -1,4827 -1,4795 -1,3382 -1,0654 -0,6991 -0,2988 0,0788 0,3913 0,6152 0,7522 0,8232 0,8548 0,8740 0,9070 0,9743 1,0867 1,2412 1,4214 1,6090 1,7920 1,9592 2,0926 2,1731 2,1977 2,1875 2,1690 2,1484 2,1146 2,0623 2,0034 1,9573 1,9369 1,9446 1,9778 2,0331 2,1038 2,1774 2,2361 2,2528 2,1857 2,0013 1,7145 1,3941 1,1253 0,9683 0,9393 1,0128 1,1474 1,3122 1,4893 1,6573 1,7931 1,8911 1,9661 2,0372 2,1144 2,1880 2,2311 2,2227 2,1646 2,0762 1,9892 1,9448 1,9731 2,0733 2,2170 2,3585 2,4387 2,3986 2,2039 1,8674 1,4469 1,0136 0,6289 0,3455 0,1965 0,1760 0,2433 0,3453 0,4393 0,5030 0,5269 0,5052 0,4398 0,3425 0,2240 0,0946 -0,0216 -0,0880 -0,0732 0,0386 0,2401 0,4977 0,7630 0,9880 1,1333 1,1788 1,1314 1,0141 0,8476 0,6435 0,4092 0,1589 -0,0830 -0,2946 -0,4678 -0,5994 -0,6723 -0,6554 -0,5265 -0,2936 0,0043 0,3143 0,5861 0,7777 0,8674 0,8698 0,8339 0,8121 0,8266 0,8643 0,8974 0,9046 0,8792 0,8268 0,7598 0,6894 0,6193 0,5485 0,4769 0,4050 0,3288 0,2442 0,1647 0,1285 0,1813 0,3444 0,5929 0,8690 1,1175 1,3131 1,4583 1,5630 1,6272 1,6433 1,6031 1,5034 1,3508 1,1645 0,9754 0,8171 0,7073 0,6387 0,5898 0,5360 0,4452 0,2841 0,0444 -0,2436 -0,5297 -0,7713 -0,9456 -1,0530 -1,1107 -1,1383 -1,1517 -1,1727 -1,2361 -1,3811 -1,6327 -1,9835 -2,3931 -2,8110 -3,1963 -3,5178 -3,7453 -3,8548 -3,8421 -3,7229 -3,5149 -3,2276 -2,8700 -2,4590 -2,0163 -1,5595 -1,0928 -0,6028 -0,0742 0,4855 1,0474 1,5878 2,1031 2,5959 3,0529 3,4472 3,7646 4,0236 4,2653 4,5210 4,7958 5,0775 5,3540 5,6201 5,8729 6,1066 6,3155 6,5000 6,6674 6,8257 6,9725 7,0918 7,1664 7,1942 7,1918 7,1855 7,1982 7,2354 7,2868 7,3423 7,3994 7,4520 7,4854 7,4813 7,4207 7,2859 7,0679 6,7685 6,4027 6,0030 5,6097 5,2473 4,9168 4,6163 4,3562 4,1519 4,0126 3,9426 3,9452 4,0130 4,1172 4,2154 4,2713 4,2625 4,1763 4,0052 3,7439 3,3894 2,9524 2,4738 2,0216 1,6675 1,4619 1,4166 1,5033 1,6714 1,8656 2,0310 2,1186 2,1008 1,9854 1,8084
