Fp1   -5,6195 -5,8465 -5,9478 -5,9310 -5,8154 -5,6198 -5,3513 -5,0084 -4,5863 -4,0842 -3,5210 -2,9395 -2,3812 -1,8613 -1,3679 -0,8741 -0,3542 0,2030 0,7895 1,3778 1,9316 2,4326 2,9000 3,3801 3,9091 4,4827 5,0526 5,5515 5,9205 6,1187 6,1235 5,9386 5,5938 5,1297 4,5846 3,9977 3,4076 2,8364 2,2764 1,6997 1,0791 0,3976 -0,3446 -1,1163 -1,8533 -2,4903 -2,9998 -3,3993 -3,7354 -4,0659 -4,4443 -4,9014 -5,4259 -5,9545 -6,3877 -6,6256 -6,6080 -6,3471 -5,9320 -5,4908 -5,1296 -4,8830 -4,7096 -4,5401 -4,3335 -4,0862 -3,8056 -3,4982 -3,1759 -2,8515 -2,5297 -2,2050 -1,8638 -1,4912 -1,0853 -0,6674 -0,2761 0,0542 0,3117 0,5130 0,6946 0,8906 1,1147 1,3578 1,5943 1,7988 1,9584 2,0662 2,1143 2,0967 2,0064 1,8293 1,5533 1,1903 0,7858 0,4009 0,0804 -0,1766 -0,4297 -0,7824 -1,3353 -2,1352 -3,1566 -4,3158 -5,5054 -6,6367 -7,6593 -8,5396 -9,2365 -9,7062 -9,9269 -9,9178 -9,7386 -9,4703 -9,1900 -8,9550 -8,7911 -8,6833 -8,5723 -8,3659 -7,9761 -7,3679 -6,5776 -5,6822 -4,7405 -3,7589 -2,7088 -1,5700 -0,3540 0,9002 2,1416 3,3233 4,4144 5,4015 6,2787 7,0362 7,6526 8,1023 8,3813 8,5229 8,5719 8,5519 8,4761 8,3728 8,2784 8,2173 8,1964 8,2079 8,2280 8,2190 8,1363 7,9428 7,6216 7,1780 6,6348 6,0330 5,4346 4,9024 4,4653 4,1017 3,7645 3,4232 3,0886 2,8068 2,6398 2,6497 2,8814 3,3338 3,9413 4,5877 5,1426 5,5054 5,6407 5,5861 5,4265 5,2489 5,1112 5,0407 5,0470 5,1283 5,2649 5,4182 5,5427 5,6003 5,5676 5,4409 5,2358 4,9739 4,6644 4,2969 3,8514 3,3128 2,6849 2,0018 1,3256 0,7203 0,2201 -0,1869 -0,5507 -0,9347 -1,3852 -1,9107 -2,4766 -3,0138 -3,4394 -3,6911 -3,7529 -3,6500 -3,4245 -3,1202 -2,7734 -2,4075 -2,0383 -1,6831 -1,3516 -1,0291 -0,6837 -0,2919 0,1487 0,6320 1,1526 1,6903 2,1939 2,6029 2,8859 3,0557 3,1528 3,2251 3,3110 3,4302 3,5754 3,7057 3,7534 3,6525 3,3727 2,9342 2,3908 1,8005 1,2055 0,6248 0,0617 -0,4794 -0,9851 -1,4392 -1,8243 -2,1268 -2,3530 -2,5377 -2,7211 -2,9178 -3,1118 -3,2733 -3,3714 -3,3786 -3,2836 -3,1034 -2,8768 -2,6436 -2,4242 -2,2128 -1,9922 -1,7491 -1,4722 -1,1434 -0,7449 -0,2741 0,2497 0,7905 1,3100 1,7870 2,2216 2,6272 3,0231 3,4289 3,8468 4,2498 4,5976 4,8636 5,0424 5,1342 5,1292 5,0129 4,7908 4,5024 4,2013 3,9183 3,6540 3,4035 3,1795 3,0051 2,8893 2,8200 2,7719 2,7091 2,5940 2,4059 2,1439 1,8080 1,3888 0,8818 0,3024 -0,3193 -0,9509 -1,5579 -2,1015 -2,5448 -2,8591 -3,0324 -3,0734 -3,0056 -2,8600 -2,6730 -2,4813 -2,3113 -2,1695 -2,0328 -1,8546 -1,5975 -1,2641 -0,8956 -0,5477 -0,2625 -0,0570 0,0742 0,1546 0,2211 0,3129 0,4553 0,6490 0,8744 1,1075 1,3362 1,5616 1,7880 2,0128 2,2304 2,4388 2,6401 2,8396 3,0400 3,2254 3,3563 3,3963 3,3426 3,2237 3,0757 2,9278 2,7964 2,6812 2,5685 2,4405 2,2871 2,1099 1,9218 1,7463 1,6057 1,5019 1,4172 1,3331 1,2360 1,1064 0,9208 0,6632 0,3326 -0,0526 -0,4493 -0,7893 -0,9948 -1,0120 -0,8404 -0,5373 -0,1870 0,1478 0,4497 0,7332 1,0196 1,3197 1,6253 1,9098 2,1381 2,2830 2,3362 2,3136 2,2544 2,2100 2,2280 2,3379 2,5361 2,7754 2,9699 3,0145 2,8197 2,3534 1,6556 0,8159 -0,0630 -0,8872 -1,5852 -2,1270 -2,5390 -2,8803 -3,1965 -3,5019 -3,8019 -4,1062 -4,4115 -4,6841 -4,8752 -4,9559 -4,9347 -4,8407 -4,6914 -4,4807 -4,2006 -3,8754 -3,5625 -3,3154 -3,1522 -3,0549 -2,9971 -2,9732 -2,9982 -3,0788 -3,1904 -3,2858 -3,3184 -3,2566 -3,0828 -2,7938 -2,4131 -1,9957 -1,6061 -1,2899 -1,0602 -0,9011 -0,7851 -0,6961 -0,6375 -0,6291 -0,7042 -0,9005 -1,2385 -1,7061 -2,2572 -2,8253 -3,3446 -3,7682 -4,0776 -4,2842 -4,4158 -4,5012 -4,5582 -4,5851 -4,5601 -4,4567 -4,2642 -3,9953 -3,6745 -3,3283 -2,9858 -2,6781 -2,4293 -2,2432 -2,0930 -1,9276 -1,6975 -1,3823 -0,9990 -0,5901 -0,2120 0,0733 0,2088 0,1636 -0,0450 -0,3565 -0,7024 -1,0325 -1,3214 -1,5729 -1,8191 -2,1031 -2,4625 -2,9154 -3,4475 -4,0080 -4,5239 -4,9309 -5,2032 -5,3631 -5,4597 -5,5382 -5,6264 -5,7324 -5,8428 -5,9267 -5,9466 -5,8728 -5,6935 -5,4101 -5,0282 -4,5560 -4,0078 -3,4019 -2,7487 -2,0404 -1,2536 -0,3667 0,6239 1,7034 2,8418 3,9990 5,1371 6,2298 7,2606 8,2207 9,1104 9,9358 10,6964 11,3690 11,9062 12,2550 12,3844 12,3012 12,0435 11,6600 11,1940 10,6748 10,1169 9,5242 8,8938 8,2208 7,5066 6,7591 5,9803 5,1611 4,2967 3,3984 2,4827 1,5508 0,5830 -0,4386 -1,5008 -2,5516 -3,5130 -4,3008 -4,8555 -5,1795 -5,3424 -5,4379 -5,5340 -5,6603 -5,8198 -5,9966 -6,1635 -6,2933 -6,3605 -6,3425 -6,2300 -6,0325 -5,7685 -5,4485 -5,0703 -4,6299 -4,1272 -3,5660 -2,9536 -2,3032 -1,6336 -0,9682 -0,3354 0,2317 0,6971 1,0270 1,1996 1,2236 1,1500 1,0573 1,0257 1,1086 1,3103 1,5905 1,8923 2,1701 2,4040 2,5892 2,7056 2,7013 2,5142 2,1143 1,5316 0,8432 0,1340 -0,5260 -1,0766 -1,4636 -1,6504 -1,6336 -1,4446 -1,1287 -0,7248
Fz    -6,4546 -6,6925 -6,8699 -6,9971 -7,0690 -7,0669 -6,9686 -6,7601 -6,4362 -5,9978 -5,4634 -4,8781 -4,2941 -3,7420 -3,2187 -2,6913 -2,1154 -1,4614 -0,7297 0,0543 0,8539 1,6397 2,4053 3,1637 3,9304 4,7074 5,4750 6,1942 6,8199 7,3132 7,6443 7,7936 7,7519 7,5212 7,1183 6,5769 5,9376 5,2293 4,4605 3,6302 2,7403 1,8001 0,8312 -0,1255 -1,0147 -1,7891 -2,4336 -2,9707 -3,4454 -3,9064 -4,3926 -4,9230 -5,4819 -6,0150 -6,4488 -6,7220 -6,8080 -6,7282 -6,5539 -6,3825 -6,2902 -6,2882 -6,3203 -6,3089 -6,2063 -5,9992 -5,6883 -5,2817 -4,8026 -4,2875 -3,7723 -3,2770 -2,8046 -2,3558 -1,9388 -1,5650 -1,2396 -0,9543 -0,6849 -0,3946 -0,0453 0,3863 0,8987 1,4672 2,0545 2,6264 3,1573 3,6213 3,9881 4,2325 4,3404 4,3063 4,1340 3,8456 3,4826 3,0920 2,7023 2,3012 1,8304 1,2043 0,3458 -0,7793 -2,1460 -3,6727 -5,2438 -6,7476 -8,1027 -9,2510 -10,1476 -10,7717 -11,1426 -11,3177 -11,3756 -11,3950 -11,4363 -11,5305 -11,6768 -11,8459 -11,9759 -11,9689 -11,7190 -11,1664 -10,3299 -9,2838 -8,0989 -6,7999 -5,3752 -3,8184 -2,1552 -0,4431 1,2420 2,8227 4,2373 5,4490 6,4446 7,2266 7,8066 8,2050 8,4597 8,6314 8,7815 8,9438 9,1241 9,3192 9,5240 9,7296 9,9234 10,0872 10,1941 10,2092 10,1003 9,8504 9,4664 8,9802 8,4411 7,9071 7,4341 7,0579 6,7782 6,5625 6,3684 6,1728 5,9876 5,8570 5,8361 5,9695 6,2759 6,7336 7,2716 7,7808 8,1414 8,2610 8,1074 7,7207 7,1942 6,6355 6,1362 5,7658 5,5732 5,5755 5,7434 6,0100 6,3021 6,5674 6,7779 6,9223 6,9951 6,9890 6,8874 6,6633 6,2884 5,7481 5,0547 4,2561 3,4263 2,6418 1,9559 1,3777 0,8686 0,3662 -0,1808 -0,7879 -1,4240 -2,0177 -2,4888 -2,7866 -2,9060 -2,8748 -2,7359 -2,5414 -2,3455 -2,1900 -2,0920 -2,0461 -2,0316 -2,0143 -1,9512 -1,8039 -1,5487 -1,1741 -0,6785 -0,0820 0,5621 1,1779 1,6984 2,0922 2,3690 2,5690 2,7415 2,9220 3,1123 3,2772 3,3563 3,2918 3,0592 2,6835 2,2273 1,7588 1,3219 0,9226 0,5374 0,1413 -0,2693 -0,6741 -1,0428 -1,3489 -1,5822 -1,7494 -1,8622 -1,9250 -1,9402 -1,9141 -1,8464 -1,7238 -1,5361 -1,2956 -1,0344 -0,7883 -0,5834 -0,4302 -0,3265 -0,2633 -0,2231 -0,1762 -0,0896 0,0573 0,2669 0,5290 0,8283 1,1494 1,4762 1,7901 2,0753 2,3249 2,5353 2,6968 2,7972 2,8378 2,8384 2,8216 2,7934 2,7398 2,6496 2,5430 2,4733 2,4974 2,6540 2,9666 3,4479 4,0839 4,8146 5,5479 6,1958 6,6944 7,0040 7,1090 7,0160 6,7376 6,2798 5,6534 4,8895 4,0320 3,1267 2,2247 1,3823 0,6522 0,0735 -0,3399 -0,6031 -0,7472 -0,7991 -0,7806 -0,7161 -0,6344 -0,5574 -0,4849 -0,3961 -0,2733 -0,1200 0,0403 0,1727 0,2402 0,2172 0,1050 -0,0623 -0,2303 -0,3465 -0,3774 -0,3156 -0,1750 0,0212 0,2539 0,5197 0,8316 1,2090 1,6679 2,2152 2,8443 3,5355 4,2579 4,9662 5,6027 6,1149 6,4750 6,6829 6,7565 6,7185 6,5870 6,3715 6,0752 5,7026 5,2654 4,7837 4,2884 3,8244 3,4349 3,1304 2,8847 2,6572 2,4100 2,1074 1,7140 1,1986 0,5489 -0,2120 -1,0173 -1,7635 -2,3381 -2,6620 -2,7208 -2,5649 -2,2752 -1,9175 -1,5203 -1,0798 -0,5760 0,0056 0,6502 1,3092 1,9145 2,4011 2,7265 2,8823 2,8959 2,8233 2,7393 2,7218 2,8208 3,0274 3,2640 3,4037 3,3188 2,9398 2,2816 1,4210 0,4549 -0,5302 -1,4756 -2,3631 -3,2143 -4,0651 -4,9340 -5,8159 -6,7004 -7,5810 -8,4404 -9,2350 -9,9043 -10,4029 -10,7204 -10,8740 -10,8885 -10,7801 -10,5597 -10,2462 -9,8651 -9,4279 -8,9205 -8,3166 -7,6068 -6,8184 -6,0016 -5,1950 -4,4032 -3,6025 -2,7599 -1,8491 -0,8575 0,2085 1,3133 2,3891 3,3469 4,0997 4,5929 4,8254 4,8377 4,6806 4,3909 3,9816 3,4400 2,7427 1,8820 0,8875 -0,1668 -1,1829 -2,0759 -2,7989 -3,3481 -3,7525 -4,0564 -4,3042 -4,5300 -4,7468 -4,9446 -5,1051 -5,2200 -5,2926 -5,3278 -5,3279 -5,2987 -5,2536 -5,2091 -5,1697 -5,1100 -4,9741 -4,7019 -4,2633 -3,6699 -2,9652 -2,2162 -1,5099 -0,9372 -0,5613 -0,3863 -0,3616 -0,4139 -0,4739 -0,4922 -0,4564 -0,3943 -0,3527 -0,3726 -0,4765 -0,6630 -0,9057 -1,1617 -1,3903 -1,5766 -1,7404 -1,9186 -2,1416 -2,4231 -2,7581 -3,1210 -3,4689 -3,7529 -3,9353 -4,0049 -3,9761 -3,8657 -3,6736 -3,3870 -2,9956 -2,4954 -1,8821 -1,1437 -0,2641 0,7673 1,9481 3,2557 4,6464 6,0691 7,4817 8,8558 10,1730 11,4226 12,5997 13,6970 14,6909 15,5386 16,1893 16,6029 16,7689 16,7123 16,4819 16,1292 15,6954 15,2068 14,6744 14,0946 13,4536 12,7376 11,9411 11,0622 10,0969 9,0439 7,9109 6,7127 5,4661 4,1879 2,9009 1,6395 0,4466 -0,6277 -1,5288 -2,2156 -2,6879 -2,9940 -3,2068 -3,3938 -3,6068 -3,8794 -4,2176 -4,6012 -4,9970 -5,3673 -5,6752 -5,8917 -6,0016 -5,9976 -5,8688 -5,5985 -5,1743 -4,5956 -3,8729 -3,0252 -2,0789 -1,0711 -0,0516 0,9177 1,7693 2,4441 2,9140 3,1978 3,3605 3,4945 3,6908 4,0124 4,4725 5,0297 5,6066 6,1192 6,4998 6,7140 6,7575 6,6326 6,3338 5,8594 5,2344 4,5201 3,8007 3,1563 2,6455 2,3053 2,1563 2,2026 2,4299 2,8039 3,2775 3,7997
F3    -5,7481 -5,9899 -6,1886 -6,3388 -6,4297 -6,4457 -6,3700 -6,1942 -5,9220 -5,5621 -5,1317 -4,6605 -4,1775 -3,6932 -3,1997 -2,6821 -2,1314 -1,5545 -0,9721 -0,4112 0,1069 0,5855 1,0654 1,6108 2,2798 3,0971 4,0394 5,0352 5,9865 6,7942 7,3813 7,7120 7,7939 7,6578 7,3394 6,8789 6,3201 5,6910 4,9874 4,1872 3,2800 2,2818 1,2308 0,1849 -0,7812 -1,5979 -2,2325 -2,7001 -3,0528 -3,3594 -3,6857 -4,0738 -4,5228 -4,9845 -5,3808 -5,6365 -5,7115 -5,6254 -5,4551 -5,2998 -5,2315 -5,2575 -5,3239 -5,3605 -5,3261 -5,2112 -5,0187 -4,7620 -4,4706 -4,1782 -3,9025 -3,6363 -3,3542 -3,0331 -2,6650 -2,2576 -1,8285 -1,3970 -0,9743 -0,5543 -0,1153 0,3629 0,8842 1,4316 1,9677 2,4467 2,8283 3,0756 3,1596 3,0722 2,8257 2,4391 1,9387 1,3727 0,8152 0,3433 -0,0009 -0,2410 -0,4709 -0,8273 -1,4302 -2,3240 -3,4620 -4,7358 -6,0192 -7,2097 -8,2454 -9,0932 -9,7352 -10,1681 -10,4095 -10,4982 -10,4903 -10,4466 -10,4216 -10,4567 -10,5727 -10,7539 -10,9331 -10,9958 -10,8179 -10,3259 -9,5328 -8,5122 -7,3335 -6,0207 -4,5684 -2,9852 -1,3173 0,3583 1,9543 3,3949 4,6322 5,6510 6,4600 7,0759 7,5105 7,7734 7,8945 7,9355 7,9599 8,0007 8,0684 8,1696 8,3014 8,4455 8,5805 8,6961 8,7922 8,8649 8,8938 8,8431 8,6805 8,3922 7,9881 7,5067 7,0158 6,5884 6,2617 6,0221 5,8324 5,6759 5,5778 5,5880 5,7478 6,0786 6,5856 7,2452 7,9858 8,6861 9,2006 9,4066 9,2543 8,7881 8,1202 7,3716 6,6355 5,9798 5,4602 5,1133 4,9403 4,9043 4,9446 4,9976 5,0153 4,9771 4,8892 4,7687 4,6157 4,4025 4,0863 3,6303 3,0255 2,3109 1,5676 0,8803 0,2955 -0,1955 -0,6463 -1,1236 -1,6696 -2,2804 -2,9036 -3,4535 -3,8400 -4,0080 -3,9596 -3,7408 -3,4149 -3,0451 -2,6798 -2,3438 -2,0464 -1,7922 -1,5751 -1,3711 -1,1489 -0,8911 -0,5955 -0,2544 0,1562 0,6497 1,1994 1,7455 2,2296 2,6195 2,9155 3,1449 3,3452 3,5436 3,7413 3,9068 3,9791 3,8887 3,5940 3,1069 2,4845 1,8017 1,1230 0,4811 -0,1214 -0,6846 -1,1907 -1,6085 -1,9098 -2,0884 -2,1727 -2,2115 -2,2395 -2,2575 -2,2454 -2,1833 -2,0548 -1,8448 -1,5548 -1,2167 -0,8844 -0,6116 -0,4283 -0,3288 -0,2840 -0,2627 -0,2324 -0,1530 0,0094 0,2648 0,5975 0,9774 1,3710 1,7507 2,0993 2,4139 2,7105 3,0146 3,3361 3,6527 3,9229 4,1155 4,2259 4,2629 4,2250 4,0940 3,8604 3,5506 3,2192 2,9166 2,6750 2,5231 2,4974 2,6231 2,8837 3,2212 3,5623 3,8385 3,9974 4,0169 3,9077 3,6911 3,3792 2,9813 2,5139 1,9959 1,4477 0,9004 0,3966 -0,0201 -0,3157 -0,4756 -0,5114 -0,4515 -0,3256 -0,1589 0,0247 0,2039 0,3712 0,5401 0,7347 0,9650 1,2148 1,4472 1,6199 1,7039 1,6978 1,6277 1,5385 1,4825 1,5024 1,6137 1,7948 1,9981 2,1771 2,3119 2,4196 2,5454 2,7369 3,0242 3,4119 3,8787 4,3867 4,8952 5,3600 5,7318 5,9743 6,0869 6,0976 6,0399 5,9387 5,8052 5,6378 5,4279 5,1665 4,8510 4,4881 4,0993 3,7255 3,4115 3,1718 2,9792 2,7887 2,5578 2,2499 1,8337 1,2834 0,5948 -0,1967 -1,0185 -1,7767 -2,3774 -2,7562 -2,9047 -2,8714 -2,7263 -2,5148 -2,2410 -1,8800 -1,3993 -0,7864 -0,0752 0,6526 1,2971 1,7785 2,0600 2,1521 2,1011 1,9695 1,8268 1,7476 1,7884 1,9473 2,1447 2,2417 2,0941 1,6211 0,8421 -0,1410 -1,1913 -2,1801 -3,0147 -3,6618 -4,1572 -4,5774 -4,9886 -5,4214 -5,8812 -6,3610 -6,8391 -7,2756 -7,6265 -7,8668 -7,9994 -8,0430 -8,0089 -7,8874 -7,6612 -7,3410 -6,9743 -6,6065 -6,2422 -5,8529 -5,4167 -4,9445 -4,4672 -4,0015 -3,5329 -3,0316 -2,4777 -1,8703 -1,2183 -0,5327 0,1619 0,8166 1,3716 1,7809 2,0309 2,1435 2,1566 2,0964 1,9678 1,7603 1,4499 1,0054 0,4061 -0,3358 -1,1653 -1,9963 -2,7408 -3,3356 -3,7606 -4,0390 -4,2187 -4,3477 -4,4599 -4,5671 -4,6560 -4,7002 -4,6841 -4,6153 -4,5161 -4,4109 -4,3187 -4,2540 -4,2287 -4,2402 -4,2550 -4,2082 -4,0282 -3,6726 -3,1483 -2,5057 -1,8251 -1,2038 -0,7373 -0,4858 -0,4433 -0,5454 -0,7112 -0,8777 -1,0127 -1,1167 -1,2129 -1,3304 -1,4946 -1,7190 -1,9970 -2,2990 -2,5789 -2,7906 -2,9141 -2,9728 -3,0180 -3,0943 -3,2194 -3,3847 -3,5642 -3,7252 -3,8340 -3,8615 -3,7940 -3,6367 -3,4045 -3,1105 -2,7621 -2,3620 -1,9101 -1,4018 -0,8247 -0,1583 0,6213 1,5323 2,5713 3,7098 4,9115 6,1446 7,3773 8,5739 9,7046 10,7559 11,7242 12,5941 13,3262 13,8686 14,1827 14,2639 14,1421 13,8616 13,4615 12,9700 12,4059 11,7796 11,0927 10,3446 9,5467 8,7238 7,8929 7,0481 6,1717 5,2524 4,2877 3,2734 2,2036 1,0882 -0,0307 -1,0831 -1,9876 -2,6709 -3,0926 -3,2778 -3,3209 -3,3396 -3,4216 -3,6103 -3,9144 -4,3110 -4,7544 -5,1953 -5,5903 -5,9045 -6,1213 -6,2492 -6,3097 -6,3127 -6,2452 -6,0808 -5,7898 -5,3471 -4,7390 -3,9666 -3,0490 -2,0281 -0,9673 0,0591 0,9840 1,7612 2,3707 2,8280 3,1896 3,5367 3,9404 4,4288 4,9765 5,5244 6,0060 6,3650 6,5678 6,6020 6,4603 6,1279 5,5894 4,8532 3,9690 3,0246 2,1239 1,3649 0,8203 0,5231 0,4679 0,6227 0,9386 1,3630 1,8487
F7    -5,4962 -5,8015 -5,8476 -5,6495 -5,2747 -4,8014 -4,2855 -3,7629 -3,2592 -2,7865 -2,3482 -1,9468 -1,5735 -1,2002 -0,7919 -0,3321 0,1609 0,6444 1,0728 1,4043 1,6132 1,7210 1,8075 1,9744 2,2876 2,7436 3,2744 3,7848 4,1925 4,4477 4,5326 4,4611 4,2710 4,0017 3,6814 3,3389 3,0110 2,7232 2,4619 2,1786 1,8194 1,3444 0,7311 -0,0067 -0,8019 -1,5677 -2,2489 -2,8290 -3,3174 -3,7558 -4,2114 -4,7348 -5,3113 -5,8461 -6,2016 -6,2650 -5,9982 -5,4612 -4,8019 -4,1959 -3,7584 -3,4856 -3,2749 -3,0165 -2,6770 -2,2934 -1,9097 -1,5571 -1,2663 -1,0525 -0,9024 -0,7912 -0,6927 -0,5796 -0,4381 -0,2849 -0,1548 -0,0714 -0,0346 -0,0207 0,0123 0,1000 0,2530 0,4603 0,6865 0,8698 0,9400 0,8449 0,5772 0,1802 -0,2893 -0,8080 -1,3805 -1,9870 -2,5536 -2,9846 -3,2197 -3,2716 -3,2402 -3,2957 -3,6019 -4,2214 -5,0915 -6,0711 -7,0103 -7,8144 -8,4597 -8,9458 -9,2476 -9,3148 -9,1076 -8,6422 -8,0081 -7,3360 -6,7497 -6,3420 -6,1518 -6,1365 -6,1725 -6,0989 -5,7820 -5,1815 -4,3719 -3,4879 -2,6313 -1,8236 -1,0337 -0,2330 0,5788 1,3845 2,1752 2,9562 3,7330 4,4995 5,2362 5,9090 6,4646 6,8389 6,9987 6,9713 6,8089 6,5418 6,1931 5,8077 5,4355 5,1090 4,8491 4,6741 4,5945 4,6006 4,6530 4,6944 4,6731 4,5555 4,3336 4,0376 3,7435 3,5483 3,5018 3,5604 3,6266 3,6357 3,5988 3,5798 3,6502 3,8733 4,3015 4,9456 5,7387 6,5402 7,1819 7,5356 7,5683 7,3514 7,0104 6,6518 6,3283 6,0549 5,8338 5,6644 5,5459 5,4751 5,4375 5,3933 5,2821 5,0521 4,6903 4,2219 3,6833 3,1022 2,4957 1,8692 1,2204 0,5630 -0,0481 -0,5355 -0,8588 -1,0565 -1,2293 -1,4810 -1,8597 -2,3371 -2,8380 -3,2836 -3,6156 -3,8021 -3,8353 -3,7233 -3,4868 -3,1554 -2,7492 -2,2694 -1,7229 -1,1413 -0,5604 0,0018 0,5349 1,0204 1,4448 1,8372 2,2710 2,7932 3,3509 3,8174 4,0890 4,1479 4,0552 3,9029 3,7694 3,7044 3,7258 3,8081 3,8697 3,7897 3,4618 2,8473 1,9892 0,9906 -0,0284 -0,9786 -1,8175 -2,5246 -3,0819 -3,4811 -3,7296 -3,8529 -3,9033 -3,9530 -4,0530 -4,1984 -4,3363 -4,3990 -4,3326 -4,1210 -3,8076 -3,4884 -3,2597 -3,1645 -3,1766 -3,2164 -3,1913 -3,0334 -2,6977 -2,1480 -1,3743 -0,4202 0,6169 1,6155 2,4759 3,1552 3,6671 4,0659 4,4330 4,8462 5,3344 5,8585 6,3367 6,6941 6,8906 6,9066 6,7106 6,2679 5,5985 4,8050 4,0082 3,2635 2,5573 1,8681 1,2089 0,6122 0,0937 -0,3521 -0,7440 -1,1160 -1,4991 -1,8837 -2,2221 -2,4795 -2,6654 -2,8112 -2,9349 -3,0347 -3,1007 -3,1292 -3,1311 -3,1235 -3,1067 -3,0595 -2,9555 -2,7751 -2,5181 -2,2173 -1,9238 -1,6696 -1,4461 -1,2098 -0,9090 -0,5218 -0,0819 0,3337 0,6446 0,8045 0,8116 0,7025 0,5503 0,4488 0,4758 0,6576 0,9554 1,2882 1,5932 1,8660 2,1351 2,4098 2,6596 2,8347 2,8958 2,8333 2,6741 2,4689 2,2556 2,0395 1,8179 1,6070 1,4283 1,2883 1,1837 1,1114 1,0622 1,0155 0,9534 0,8828 0,8369 0,8518 0,9399 1,0732 1,1849 1,2077 1,1212 0,9518 0,7373 0,5062 0,2730 0,0372 -0,2103 -0,4746 -0,7439 -0,9918 -1,2007 -1,3785 -1,5500 -1,7296 -1,8896 -1,9594 -1,8668 -1,5853 -1,1531 -0,6583 -0,1975 0,1681 0,4256 0,5902 0,6905 0,7699 0,8712 1,0184 1,2181 1,4602 1,7037 1,8704 1,8633 1,6048 1,0797 0,3505 -0,4755 -1,2910 -2,0031 -2,5310 -2,8284 -2,9186 -2,8818 -2,7941 -2,6924 -2,5871 -2,4820 -2,3724 -2,2394 -2,0658 -1,8634 -1,6684 -1,5065 -1,3716 -1,2347 -1,0792 -0,9373 -0,8837 -0,9808 -1,2249 -1,5466 -1,8715 -2,1835 -2,5280 -2,9548 -3,4610 -3,9855 -4,4509 -4,8054 -5,0285 -5,1186 -5,0982 -5,0242 -4,9642 -4,9619 -5,0179 -5,0909 -5,1265 -5,1007 -5,0246 -4,9145 -4,7848 -4,6613 -4,5687 -4,5112 -4,4810 -4,4763 -4,5031 -4,5611 -4,6327 -4,6824 -4,6713 -4,5814 -4,4225 -4,2134 -3,9611 -3,6595 -3,3100 -2,9277 -2,5290 -2,1291 -1,7520 -1,4342 -1,2096 -1,0839 -1,0205 -0,9564 -0,8374 -0,6492 -0,4209 -0,2069 -0,0641 -0,0376 -0,1629 -0,4612 -0,9070 -1,4125 -1,8767 -2,2459 -2,5334 -2,8035 -3,1328 -3,5711 -4,1308 -4,7931 -5,5116 -6,2205 -6,8471 -7,3270 -7,6296 -7,7772 -7,8253 -7,8182 -7,7725 -7,6935 -7,5915 -7,4737 -7,3289 -7,1329 -6,8659 -6,5138 -6,0664 -5,5272 -4,9182 -4,2680 -3,5915 -2,8819 -2,1229 -1,3003 -0,3971 0,6024 1,6922 2,8332 3,9737 5,0722 6,1039 7,0569 7,9267 8,7108 9,3935 9,9293 10,2516 10,3102 10,1060 9,6891 9,1258 8,4690 7,7529 7,0007 6,2310 5,4558 4,6713 3,8598 3,0169 2,1666 1,3346 0,5271 -0,2516 -0,9835 -1,6576 -2,2997 -2,9692 -3,7168 -4,5336 -5,3405 -6,0211 -6,4639 -6,6121 -6,5170 -6,3284 -6,1942 -6,1699 -6,2236 -6,2903 -6,3090 -6,2464 -6,1034 -5,8938 -5,6274 -5,3217 -5,0129 -4,7322 -4,4695 -4,1748 -3,7959 -3,3074 -2,7201 -2,0794 -1,4504 -0,8942 -0,4513 -0,1361 0,0588 0,1484 0,1309 -0,0211 -0,3192 -0,7123 -1,0993 -1,3729 -1,4557 -1,3313 -1,0433 -0,6640 -0,2596 0,1303 0,4799 0,7439 0,8526 0,7428 0,3881 -0,1927 -0,9482 -1,8096 -2,6883 -3,4734 -4,0603 -4,3883 -4,4603 -4,3249 -4,0351 -3,6268
