Fp1   0,5655 1,0038 1,3715 1,6450 1,8114 1,8529 1,7517 1,5138 1,1834 0,8317 0,5314 0,3262 0,2153 0,1698 0,1662 0,1998 0,2755 0,3939 0,5428 0,6983 0,8361 0,9482 1,0498 1,1589 1,2676 1,3399 1,3364 1,2380 1,0532 0,8083 0,5333 0,2466 -0,0510 -0,3588 -0,6575 -0,9176 -1,1259 -1,3005 -1,4791 -1,6914 -1,9358 -2,1748 -2,3547 -2,4376 -2,4198 -2,3247 -2,1840 -2,0188 -1,8299 -1,6043 -1,3265 -0,9874 -0,5919 -0,1690 0,2255 0,5248 0,6844 0,7125 0,6716 0,6434 0,6815 0,7934 0,9658 1,1945 1,4866 1,8379 2,2138 2,5578 2,8228 2,9904 3,0693 3,0838 3,0638 3,0353 3,0137 3,0006 2,9843 2,9464 2,8724 2,7576 2,6099 2,4506 2,3086 2,1986 2,1024 1,9754 1,7744 1,4874 1,1470 0,8193 0,5697 0,4285 0,3853 0,4114 0,4813 0,5717 0,6548 0,7000 0,6820 0,5947 0,4539 0,2806 0,0877 -0,1090 -0,2728 -0,3511 -0,3041 -0,1291 0,1354 0,4237 0,6685 0,8295 0,8998 0,8988 0,8656 0,8422 0,8480 0,8790 0,9392 1,0590 1,2723 1,5885 1,9850 2,4139 2,8136 3,1242 3,2974 3,3075 3,1631 2,9030 2,5786 2,2451 1,9621 1,7807 1,7220 1,7701 1,8850 2,0171 2,1187 2,1566 2,1240 2,0450 1,9601 1,8956 1,8486 1,8014 1,7442 1,6851 1,6407 1,6213 1,6250 1,6435 1,6748 1,7266 1,8003 1,8807 1,9508 2,0115 2,0818 2,1812 2,3139 2,4701 2,6350 2,7873 2,9006 2,9544 2,9461 2,8968 2,8431 2,8239 2,8723 3,0103 3,2407 3,5405 3,8661 4,1741 4,4420 4,6699 4,8601 4,9986 5,0543 5,0004 4,8398 4,6086 4,3566 4,1217 3,9178 3,7420 3,5891 3,4562 3,3393 3,2319 3,1245 3,0037 2,8591 2,6926 2,5125 2,3208 2,1115 1,8713 1,5885 1,2679 0,9299 0,5982 0,2937 0,0332 -0,1767 -0,3506 -0,5273 -0,7543 -1,0541 -1,4033 -1,7434 -2,0093 -2,1567 -2,1739 -2,0806 -1,9162 -1,7247 -1,5446 -1,3983 -1,2815 -1,1727 -1,0559 -0,9318 -0,8151 -0,7277 -0,6847 -0,6799 -0,6831 -0,6561 -0,5703 -0,4134 -0,1867 0,1002 0,4333 0,7958 1,1685 1,5259 1,8272 2,0192 2,0604 1,9544 1,7608 1,5639 1,4302 1,3951 1,4790 1,6939 2,0225 2,4052 2,7654 3,0520 3,2571 3,3985 3,4929 3,5439 3,5582 3,5594 3,5725 3,5996 3,6113 3,5537 3,3825 3,1094 2,8118 2,5800 2,4497 2,3825 2,3076 2,1733 1,9681 1,7082 1,4173 1,1130 0,8075 0,5111 0,2309 -0,0272 -0,2519 -0,4328 -0,5697 -0,6643 -0,7082 -0,6930 -0,6316 -0,5557 -0,4858 -0,4124 -0,3115 -0,1684 0,0171 0,2348 0,4586 0,6448 0,7416 0,7045 0,5136 0,1901 -0,2110 -0,6269 -1,0036 -1,2967 -1,4737 -1,5181 -1,4284 -1,2186 -0,9127 -0,5360 -0,1108 0,3331 0,7468 1,0734 1,2775 1,3677 1,3860 1,3691 1,3199 1,2245 1,0924 0,9693 0,9112 0,9477 1,0649 1,2209 1,3761 1,5126 1,6280 1,7182 1,7698 1,7701 1,7180 1,6261 1,5211 1,4330 1,3696 1,3024 1,1864 0,9961 0,7396 0,4489 0,1660 -0,0752 -0,2718 -0,4539 -0,6512 -0,8555 -1,0217 -1,0996 -1,0712 -0,9703 -0,8679 -0,8330 -0,8979 -1,0407 -1,1972 -1,3025 -1,3295 -1,2832 -1,1708 -0,9875 -0,7252 -0,3897 -0,0096 0,3691 0,6983 0,9426 1,0916 1,1681 1,2138 1,2647 1,3413 1,4510 1,5873 1,7273 1,8422 1,9212 1,9790 2,0347 2,0877 2,1146 2,0841 1,9771 1,7961 1,5543 1,2631 0,9397 0,6224 0,3675 0,2268 0,2229 0,3379 0,5154 0,6762 0,7526 0,7251 0,6241 0,5024 0,4115 0,3851 0,4188 0,4745 0,5109 0,5073 0,4707 0,4303 0,4167 0,4456 0,5190 0,6366 0,7964 0,9836 1,1628 1,2912 1,3419 1,3180 1,2412 1,1341 1,0219 0,9453 0,9502 1,0600 1,2627 1,5158 1,7626 1,9602 2,1027 2,2130 2,3141 2,4073 2,4754 2,5044 2,4991 2,4774 2,4497 2,4150 2,3698 2,3120 2,2365 2,1329 1,9895 1,8095 1,6270 1,4967 1,4578 1,5127 1,6279 1,7407 1,7788 1,6948 1,4882 1,1987 0,8852 0,6093 0,4251 0,3711 0,4632 0,6923 1,0227 1,3934 1,7342 1,9807 2,0779 1,9915 1,7306 1,3570 0,9670 0,6506 0,4521 0,3616 0,3377 0,3416 0,3585 0,3976 0,4757 0,5919 0,7159 0,8057 0,8397 0,8235 0,7711 0,6885 0,5789 0,4497 0,3188 0,2159 0,1673 0,1755 0,2153 0,2513 0,2610 0,2419 0,1977 0,1309 0,0519 -0,0185 -0,0641 -0,0854 -0,0966 -0,1072 -0,1082 -0,0879 -0,0585 -0,0566 -0,1086 -0,1957 -0,2650 -0,2747 -0,2194 -0,1204 -0,0064 0,0993 0,1844 0,2518 0,3251 0,4417 0,6297 0,8941 1,2186 1,5645 1,8697 2,0729 2,1549 2,1582 2,1599 2,2164 2,3328 2,4782 2,6138 2,7081 2,7443 2,7262 2,6728 2,6048 2,5321 2,4541 2,3693 2,2861 2,2241 2,2068 2,2508 2,3591 2,5159 2,6891 2,8430 2,9533 3,0101 3,0077 2,9340 2,7770 2,5395 2,2419 1,9121 1,5809 1,2870 1,0739 0,9778 1,0193 1,1933 1,4625 1,7618 2,0188 2,1719 2,1788 2,0188 1,6967 1,2470 0,7232 0,1721 -0,3781 -0,8959 -1,3312 -1,6291 -1,7575 -1,7313 -1,6141 -1,4841 -1,3902 -1,3327 -1,2716 -1,1581 -0,9697 -0,7201 -0,4471 -0,2043 -0,0552 -0,0528 -0,2144 -0,5132 -0,8911 -1,2796 -1,6222 -1,8842 -2,0484 -2,1132 -2,0958 -2,0311 -1,9632 -1,9289 -1,9389
Fz    -1,5147 -1,1712 -0,9060 -0,7433 -0,6726 -0,6663 -0,6927 -0,7165 -0,6988 -0,6085 -0,4350 -0,1947 0,0767 0,3388 0,5625 0,7365 0,8677 0,9745 1,0739 1,1719 1,2668 1,3605 1,4628 1,5832 1,7218 1,8695 2,0123 2,1385 2,2400 2,3058 2,3205 2,2689 2,1370 1,9100 1,5786 1,1486 0,6447 0,1043 -0,4350 -0,9483 -1,4283 -1,8764 -2,2869 -2,6394 -2,9034 -3,0511 -3,0695 -2,9664 -2,7645 -2,4866 -2,1469 -1,7591 -1,3484 -0,9518 -0,6138 -0,3825 -0,2964 -0,3612 -0,5412 -0,7798 -1,0237 -1,2294 -1,3589 -1,3809 -1,2775 -1,0459 -0,6945 -0,2399 0,2905 0,8566 1,4134 1,9230 2,3587 2,6997 2,9315 3,0504 3,0615 2,9729 2,7960 2,5512 2,2703 1,9950 1,7680 1,6134 1,5216 1,4566 1,3789 1,2659 1,1238 0,9832 0,8782 0,8252 0,8220 0,8607 0,9363 1,0378 1,1330 1,1694 1,0922 0,8707 0,5167 0,0795 -0,3803 -0,8129 -1,1816 -1,4550 -1,6101 -1,6466 -1,5943 -1,5028 -1,4188 -1,3674 -1,3485 -1,3435 -1,3249 -1,2666 -1,1539 -0,9817 -0,7435 -0,4292 -0,0375 0,4170 0,9071 1,3957 1,8394 2,1975 2,4412 2,5603 2,5650 2,4775 2,3186 2,0994 1,8285 1,5261 1,2256 0,9583 0,7373 0,5583 0,4101 0,2838 0,1775 0,1006 0,0709 0,0992 0,1827 0,3113 0,4762 0,6705 0,8853 1,1060 1,3152 1,5007 1,6625 1,8114 1,9598 2,1160 2,2815 2,4530 2,6249 2,7872 2,9262 3,0347 3,1212 3,1993 3,2729 3,3418 3,4171 3,5276 3,7082 3,9798 4,3405 4,7710 5,2419 5,7180 6,1627 6,5495 6,8701 7,1289 7,3323 7,4811 7,5651 7,5664 7,4704 7,2738 6,9796 6,5934 6,1260 5,6013 5,0579 4,5391 4,0790 3,6984 3,4057 3,1991 3,0662 2,9803 2,9009 2,7853 2,6026 2,3352 1,9778 1,5431 1,0569 0,5429 0,0129 -0,5243 -1,0507 -1,5414 -1,9833 -2,3838 -2,7574 -3,1004 -3,3807 -3,5501 -3,5693 -3,4243 -3,1296 -2,7229 -2,2601 -1,8051 -1,4095 -1,0937 -0,8522 -0,6774 -0,5720 -0,5410 -0,5797 -0,6690 -0,7780 -0,8742 -0,9360 -0,9552 -0,9285 -0,8454 -0,6865 -0,4382 -0,1112 0,2587 0,6281 0,9622 1,2438 1,4739 1,6695 1,8572 2,0599 2,2847 2,5247 2,7731 3,0350 3,3165 3,6035 3,8652 4,0788 4,2420 4,3618 4,4393 4,4674 4,4406 4,3663 4,2607 4,1334 3,9809 3,7915 3,5573 3,2869 3,0054 2,7355 2,4816 2,2331 1,9765 1,7057 1,4232 1,1355 0,8499 0,5748 0,3144 0,0625 -0,1958 -0,4722 -0,7623 -1,0450 -1,2903 -1,4686 -1,5560 -1,5405 -1,4307 -1,2559 -1,0476 -0,8245 -0,5974 -0,3764 -0,1698 0,0158 0,1716 0,2867 0,3521 0,3627 0,3148 0,2138 0,0808 -0,0536 -0,1628 -0,2295 -0,2477 -0,2203 -0,1542 -0,0560 0,0718 0,2340 0,4322 0,6459 0,8327 0,9539 0,9998 0,9971 0,9930 1,0227 1,0871 1,1614 1,2223 1,2655 1,3014 1,3369 1,3679 1,3864 1,3936 1,3977 1,4028 1,3993 1,3692 1,3013 1,1996 1,0773 0,9499 0,8306 0,7242 0,6234 0,5167 0,3965 0,2603 0,1137 -0,0291 -0,1501 -0,2395 -0,3014 -0,3456 -0,3776 -0,3958 -0,3994 -0,3972 -0,4080 -0,4461 -0,5048 -0,5563 -0,5590 -0,4669 -0,2502 0,0825 0,4888 0,9234 1,3599 1,7910 2,2163 2,6314 3,0256 3,3869 3,7023 3,9594 4,1541 4,2983 4,4159 4,5323 4,6641 4,8155 4,9791 5,1362 5,2574 5,3135 5,2883 5,1799 4,9960 4,7557 4,4883 4,2182 3,9482 3,6629 3,3543 3,0443 2,7795 2,6013 2,5223 2,5266 2,5800 2,6354 2,6440 2,5762 2,4270 2,2078 1,9399 1,6494 1,3572 1,0802 0,8359 0,6407 0,5080 0,4486 0,4699 0,5758 0,7629 1,0134 1,2974 1,5852 1,8525 2,0823 2,2713 2,4295 2,5633 2,6644 2,7245 2,7565 2,7938 2,8690 2,9970 3,1741 3,3854 3,6142 3,8418 4,0432 4,1896 4,2541 4,2172 4,0808 3,8793 3,6723 3,5202 3,4626 3,5080 3,6372 3,8174 4,0145 4,1959 4,3354 4,4266 4,4864 4,5329 4,5676 4,5781 4,5446 4,4429 4,2491 3,9463 3,5325 3,0269 2,4728 1,9297 1,4558 1,0890 0,8412 0,7008 0,6345 0,5968 0,5476 0,4631 0,3383 0,1855 0,0303 -0,0958 -0,1632 -0,1530 -0,0679 0,0672 0,2191 0,3678 0,5169 0,6827 0,8699 1,0617 1,2329 1,3679 1,4621 1,5133 1,5204 1,4882 1,4303 1,3740 1,3612 1,4268 1,5687 1,7434 1,8911 1,9700 1,9744 1,9271 1,8577 1,7901 1,7420 1,7244 1,7380 1,7721 1,8134 1,8558 1,9006 1,9503 2,0030 2,0550 2,1136 2,1981 2,3205 2,4719 2,6250 2,7476 2,8190 2,8396 2,8302 2,8219 2,8419 2,9015 2,9980 3,1207 3,2517 3,3671 3,4431 3,4670 3,4396 3,3721 3,2773 3,1632 3,0314 2,8865 2,7437 2,6231 2,5374 2,4862 2,4635 2,4670 2,5045 2,5905 2,7333 2,9288 3,1668 3,4409 3,7455 4,0674 4,3866 4,6872 4,9678 5,2403 5,5139 5,7777 5,9981 6,1403 6,1876 6,1397 6,0046 5,8001 5,5537 5,2932 5,0400 4,8101 4,6142 4,4558 4,3288 4,2121 4,0708 3,8730 3,6084 3,2863 2,9207 2,5176 2,0753 1,5966 1,0982 0,6096 0,1620 -0,2215 -0,5276 -0,7497 -0,8849 -0,9287 -0,8750 -0,7260 -0,5036 -0,2478 -0,0019 0,2008 0,3365 0,3870 0,3450 0,2218 0,0462 -0,1500 -0,3461 -0,5352 -0,7174 -0,8929 -1,0610 -1,2206 -1,3733 -1,5216 -1,6600
F3    -0,9421 -0,5038 -0,1101 0,1850 0,3673 0,4400 0,4128 0,3234 0,2387 0,2229 0,3049 0,4681 0,6636 0,8402 0,9710 1,0531 1,0946 1,1085 1,1118 1,1182 1,1371 1,1800 1,2664 1,4132 1,6104 1,8082 1,9399 1,9651 1,8901 1,7489 1,5797 1,4081 1,2294 1,0102 0,7203 0,3602 -0,0435 -0,4640 -0,8902 -1,3247 -1,7743 -2,2368 -2,6874 -3,0771 -3,3488 -3,4636 -3,4175 -3,2401 -2,9803 -2,6873 -2,3889 -2,0859 -1,7716 -1,4541 -1,1612 -0,9336 -0,8111 -0,8053 -0,8853 -0,9952 -1,0877 -1,1370 -1,1255 -1,0265 -0,8073 -0,4539 0,0139 0,5524 1,1088 1,6302 2,0731 2,4155 2,6566 2,8043 2,8632 2,8402 2,7567 2,6431 2,5184 2,3785 2,2072 2,0015 1,7833 1,5753 1,3753 1,1637 0,9279 0,6736 0,4285 0,2400 0,1500 0,1682 0,2737 0,4370 0,6350 0,8452 1,0294 1,1320 1,1014 0,9214 0,6266 0,2871 -0,0355 -0,3207 -0,5743 -0,7905 -0,9390 -0,9879 -0,9344 -0,8143 -0,6800 -0,5676 -0,4858 -0,4314 -0,4052 -0,4086 -0,4338 -0,4553 -0,4306 -0,3115 -0,0687 0,2893 0,7208 1,1729 1,6030 1,9869 2,3079 2,5433 2,6611 2,6313 2,4383 2,0909 1,6285 1,1227 0,6540 0,2717 -0,0192 -0,2369 -0,3944 -0,4917 -0,5265 -0,4971 -0,4020 -0,2579 -0,1064 0,0148 0,1030 0,1856 0,2883 0,4152 0,5543 0,6949 0,8354 0,9781 1,1239 1,2760 1,4438 1,6402 1,8710 2,1288 2,3955 2,6487 2,8655 3,0233 3,1038 3,1056 3,0649 3,0568 3,1582 3,3990 3,7489 4,1434 4,5190 4,8274 5,0371 5,1486 5,2009 5,2433 5,3041 5,3853 5,4681 5,5197 5,5031 5,3863 5,1448 4,7647 4,2544 3,6577 3,0512 2,5187 2,1214 1,8846 1,7999 1,8310 1,9170 1,9794 1,9435 1,7696 1,4670 1,0726 0,6242 0,1542 -0,3127 -0,7661 -1,2102 -1,6533 -2,0920 -2,5074 -2,8803 -3,2032 -3,4758 -3,6943 -3,8411 -3,8866 -3,8137 -3,6385 -3,3944 -3,1102 -2,8167 -2,5524 -2,3423 -2,1785 -2,0382 -1,9201 -1,8554 -1,8826 -2,0168 -2,2332 -2,4704 -2,6524 -2,7207 -2,6563 -2,4789 -2,2214 -1,9056 -1,5411 -1,1440 -0,7457 -0,3820 -0,0759 0,1663 0,3475 0,4858 0,6218 0,8019 1,0489 1,3547 1,7006 2,0737 2,4566 2,8069 3,0631 3,1819 3,1694 3,0692 2,9187 2,7305 2,5192 2,3244 2,1878 2,1107 2,0440 1,9197 1,6971 1,3979 1,0961 0,8632 0,7200 0,6375 0,5691 0,4765 0,3309 0,1100 -0,1895 -0,5398 -0,8950 -1,2215 -1,5117 -1,7706 -1,9983 -2,1919 -2,3606 -2,5202 -2,6663 -2,7650 -2,7805 -2,6988 -2,5225 -2,2616 -1,9386 -1,5931 -1,2707 -1,0054 -0,8125 -0,6950 -0,6520 -0,6819 -0,7763 -0,9088 -1,0370 -1,1244 -1,1567 -1,1339 -1,0625 -0,9580 -0,8450 -0,7492 -0,6820 -0,6282 -0,5637 -0,4937 -0,4624 -0,5219 -0,6873 -0,9084 -1,0869 -1,1392 -1,0523 -0,8837 -0,7142 -0,6001 -0,5507 -0,5407 -0,5442 -0,5508 -0,5518 -0,5336 -0,4882 -0,4198 -0,3399 -0,2631 -0,2076 -0,1919 -0,2197 -0,2686 -0,2996 -0,2794 -0,1969 -0,0678 0,0653 0,1462 0,1326 0,0174 -0,1724 -0,3920 -0,5953 -0,7476 -0,8336 -0,8598 -0,8481 -0,8280 -0,8283 -0,8734 -0,9776 -1,1226 -1,2452 -1,2680 -1,1517 -0,9065 -0,5598 -0,1329 0,3499 0,8452 1,2966 1,6622 1,9291 2,1052 2,2074 2,2600 2,2918 2,3247 2,3733 2,4494 2,5623 2,7139 2,8939 3,0769 3,2315 3,3324 3,3614 3,3020 3,1454 2,9029 2,6028 2,2703 1,9178 1,5660 1,2642 1,0690 1,0033 1,0448 1,1426 1,2348 1,2603 1,1823 1,0122 0,7933 0,5607 0,3262 0,0881 -0,1627 -0,4360 -0,7285 -1,0137 -1,2472 -1,3885 -1,4188 -1,3393 -1,1624 -0,9093 -0,6127 -0,3258 -0,1175 -0,0338 -0,0622 -0,1521 -0,2648 -0,3882 -0,5074 -0,5841 -0,5681 -0,4235 -0,1447 0,2406 0,6798 1,1166 1,5115 1,8450 2,1035 2,2674 2,3133 2,2380 2,0811 1,9123 1,7922 1,7447 1,7601 1,8196 1,9124 2,0314 2,1612 2,2813 2,3825 2,4673 2,5299 2,5522 2,5205 2,4266 2,2595 2,0083 1,6673 1,2355 0,7218 0,1573 -0,4002 -0,8846 -1,2478 -1,4671 -1,5483 -1,5363 -1,5031 -1,5158 -1,6144 -1,8089 -2,0804 -2,3796 -2,6358 -2,7842 -2,7948 -2,6868 -2,5147 -2,3319 -2,1612 -1,9954 -1,8185 -1,6259 -1,4310 -1,2539 -1,1047 -0,9832 -0,8957 -0,8613 -0,9038 -1,0317 -1,2127 -1,3687 -1,4184 -1,3330 -1,1482 -0,9316 -0,7373 -0,5848 -0,4754 -0,4098 -0,3766 -0,3440 -0,2843 -0,2026 -0,1294 -0,0856 -0,0627 -0,0413 -0,0139 0,0087 0,0050 -0,0406 -0,1305 -0,2606 -0,4219 -0,5903 -0,7287 -0,8041 -0,8059 -0,7421 -0,6224 -0,4562 -0,2560 -0,0318 0,2109 0,4571 0,6687 0,7932 0,7974 0,6966 0,5463 0,3978 0,2724 0,1806 0,1439 0,1788 0,2634 0,3388 0,3463 0,2620 0,1023 -0,0915 -0,2720 -0,4011 -0,4561 -0,4208 -0,2760 -0,0061 0,3814 0,8486 1,3444 1,8351 2,3165 2,7906 3,2255 3,5553 3,7321 3,7615 3,6789 3,5176 3,3069 3,0726 2,8293 2,5844 2,3475 2,1291 1,9379 1,7801 1,6520 1,5289 1,3667 1,1220 0,7795 0,3624 -0,0895 -0,5533 -1,0189 -1,4612 -1,8387 -2,1164 -2,2866 -2,3695 -2,3966 -2,3896 -2,3538 -2,2889 -2,2074 -2,1362 -2,1015 -2,1152 -2,1763 -2,2847 -2,4421 -2,6377 -2,8406 -3,0142 -3,1338 -3,1931 -3,2059 -3,2041 -3,2259 -3,2989 -3,4306 -3,6167 -3,8542 -4,1340
F7    0,1422 0,4243 0,7248 0,9841 1,1427 1,1712 1,0822 0,9179 0,7305 0,5698 0,4771 0,4751 0,5540 0,6691 0,7599 0,7795 0,7118 0,5686 0,3780 0,1760 0,0018 -0,1109 -0,1446 -0,1007 0,0077 0,1686 0,3742 0,6149 0,8720 1,1146 1,3000 1,3844 1,3365 1,1463 0,8306 0,4247 -0,0341 -0,5077 -0,9486 -1,3103 -1,5696 -1,7399 -1,8605 -1,9703 -2,0829 -2,1820 -2,2360 -2,2149 -2,1019 -1,9003 -1,6318 -1,3217 -0,9906 -0,6644 -0,3790 -0,1655 -0,0336 0,0312 0,0591 0,0792 0,1071 0,1483 0,2137 0,3266 0,5105 0,7676 1,0740 1,3998 1,7298 2,0582 2,3756 2,6653 2,9080 3,0873 3,1929 3,2204 3,1716 3,0552 2,8889 2,6963 2,4988 2,3123 2,1518 2,0274 1,9375 1,8717 1,8210 1,7783 1,7333 1,6710 1,5727 1,4244 1,2293 1,0175 0,8358 0,7211 0,6746 0,6617 0,6361 0,5635 0,4337 0,2640 0,0904 -0,0513 -0,1375 -0,1583 -0,1121 0,0021 0,1810 0,4035 0,6281 0,8083 0,9127 0,9417 0,9292 0,9238 0,9639 1,0668 1,2365 1,4703 1,7547 2,0658 2,3794 2,6749 2,9299 3,1148 3,1988 3,1673 3,0371 2,8525 2,6635 2,5008 2,3650 2,2431 2,1318 2,0371 1,9588 1,8851 1,8003 1,6933 1,5612 1,4105 1,2596 1,1367 1,0744 1,0987 1,2138 1,3989 1,6213 1,8464 2,0456 2,2046 2,3274 2,4325 2,5402 2,6577 2,7751 2,8761 2,9474 2,9784 2,9561 2,8753 2,7595 2,6614 2,6339 2,6995 2,8454 3,0428 3,2665 3,4977 3,7226 3,9402 4,1575 4,3698 4,5533 4,6894 4,7847 4,8601 4,9304 4,9945 5,0300 5,0000 4,8752 4,6509 4,3454 3,9919 3,6288 3,2836 2,9671 2,6875 2,4623 2,3034 2,1991 2,1231 2,0618 2,0199 1,9969 1,9717 1,9158 1,8110 1,6518 1,4407 1,1841 0,8922 0,5772 0,2549 -0,0542 -0,3346 -0,5899 -0,8342 -1,0642 -1,2549 -1,3846 -1,4504 -1,4596 -1,4209 -1,3449 -1,2483 -1,1544 -1,0856 -1,0542 -1,0594 -1,0956 -1,1583 -1,2411 -1,3331 -1,4213 -1,4939 -1,5388 -1,5430 -1,4928 -1,3765 -1,1895 -0,9370 -0,6307 -0,2842 0,0852 0,4526 0,7853 1,0530 1,2437 1,3678 1,4523 1,5365 1,6650 1,8684 2,1425 2,4523 2,7578 3,0295 3,2432 3,3782 3,4254 3,3943 3,3172 3,2358 3,1744 3,1289 3,0797 3,0055 2,8889 2,7230 2,5219 2,3161 2,1364 2,0000 1,9046 1,8244 1,7173 1,5495 1,3243 1,0812 0,8596 0,6720 0,5144 0,3859 0,2856 0,1975 0,0945 -0,0363 -0,1770 -0,2907 -0,3531 -0,3686 -0,3594 -0,3474 -0,3467 -0,3571 -0,3629 -0,3386 -0,2656 -0,1555 -0,0517 0,0039 0,0036 -0,0274 -0,0566 -0,0624 -0,0346 0,0279 0,1172 0,2205 0,3263 0,4259 0,5089 0,5623 0,5752 0,5490 0,5040 0,4717 0,4751 0,5206 0,6024 0,7061 0,8097 0,8859 0,9054 0,8412 0,6797 0,4443 0,2004 0,0229 -0,0447 0,0018 0,1365 0,3167 0,4987 0,6544 0,7712 0,8401 0,8580 0,8391 0,8110 0,7964 0,8015 0,8151 0,8140 0,7773 0,6982 0,5907 0,4896 0,4417 0,4803 0,5963 0,7347 0,8257 0,8243 0,7229 0,5358 0,2816 -0,0137 -0,3053 -0,5391 -0,6740 -0,6902 -0,5847 -0,3755 -0,1077 0,1618 0,3887 0,5542 0,6620 0,7277 0,7668 0,7906 0,8118 0,8442 0,8905 0,9398 0,9780 0,9979 1,0033 1,0091 1,0321 1,0787 1,1428 1,2110 1,2661 1,2931 1,2821 1,2254 1,1169 0,9569 0,7556 0,5396 0,3531 0,2389 0,2165 0,2781 0,3981 0,5396 0,6636 0,7403 0,7496 0,6780 0,5257 0,3159 0,0895 -0,1127 -0,2626 -0,3473 -0,3722 -0,3624 -0,3491 -0,3523 -0,3764 -0,4143 -0,4473 -0,4500 -0,4080 -0,3344 -0,2686 -0,2548 -0,3114 -0,4176 -0,5268 -0,5922 -0,5881 -0,5179 -0,4029 -0,2585 -0,0806 0,1417 0,4052 0,6852 0,9454 1,1550 1,3009 1,3904 1,4393 1,4561 1,4473 1,4289 1,4227 1,4463 1,5061 1,5926 1,6821 1,7538 1,8043 1,8379 1,8541 1,8533 1,8462 1,8471 1,8647 1,9008 1,9454 1,9664 1,9166 1,7563 1,4717 1,0768 0,6118 0,1383 -0,2788 -0,5922 -0,7818 -0,8568 -0,8502 -0,8053 -0,7632 -0,7515 -0,7754 -0,8250 -0,8908 -0,9608 -1,0109 -1,0196 -0,9872 -0,9343 -0,8810 -0,8288 -0,7628 -0,6754 -0,5825 -0,5151 -0,4968 -0,5289 -0,5906 -0,6511 -0,6818 -0,6659 -0,6068 -0,5267 -0,4516 -0,4025 -0,3928 -0,4226 -0,4792 -0,5451 -0,6012 -0,6297 -0,6270 -0,6113 -0,6115 -0,6467 -0,7122 -0,7828 -0,8225 -0,7962 -0,6917 -0,5307 -0,3538 -0,1951 -0,0699 0,0221 0,0826 0,1098 0,1041 0,0738 0,0310 -0,0157 -0,0610 -0,0994 -0,1250 -0,1319 -0,1153 -0,0749 -0,0185 0,0447 0,1167 0,2091 0,3240 0,4457 0,5558 0,6477 0,7280 0,8117 0,9168 1,0579 1,2411 1,4574 1,6733 1,8381 1,9151 1,9021 1,8291 1,7477 1,7170 1,7813 1,9513 2,2017 2,4829 2,7400 2,9303 3,0365 3,0700 3,0598 3,0375 3,0280 3,0466 3,0926 3,1411 3,1489 3,0807 2,9356 2,7480 2,5605 2,3939 2,2404 2,0830 1,9132 1,7332 1,5548 1,3999 1,2867 1,2162 1,1799 1,1708 1,1778 1,1785 1,1460 1,0599 0,9066 0,6787 0,3810 0,0395 -0,2936 -0,5543 -0,6982 -0,7220 -0,6617 -0,5735 -0,5088 -0,4954 -0,5405 -0,6402 -0,7781 -0,9285 -1,0710 -1,2042 -1,3459 -1,5164 -1,7182 -1,9320 -2,1302 -2,2923 -2,4132 -2,4997
