Fp1   -1,8098 -1,5789 -1,2958 -1,0044 -0,7183 -0,4344 -0,1424 0,1615 0,4474 0,6344 0,6093 0,2860 -0,3292 -1,1226 -1,9138 -2,5038 -2,7184 -2,4632 -1,7702 -0,8110 0,1420 0,8174 1,0707 0,9464 0,6368 0,3680 0,2837 0,3982 0,6355 0,8906 1,0658 1,0913 0,9451 0,6692 0,3635 0,1427 0,0778 0,1673 0,3516 0,5501 0,6985 0,7692 0,7603 0,6757 0,5333 0,3936 0,3561 0,5052 0,8514 1,3205 1,8008 2,2033 2,4936 2,6852 2,8152 2,9219 3,0224 3,0895 3,0465 2,7917 2,2385 1,3622 0,2414 -0,9331 -1,9065 -2,4506 -2,4577 -1,9781 -1,1816 -0,2926 0,4617 0,9108 0,9995 0,7966 0,4451 0,0988 -0,1184 -0,1242 0,1159 0,5737 1,1593 1,7585 2,2870 2,7184 3,0666 3,3483 3,5599 3,6758 3,6568 3,4672 3,0976 2,5772 1,9600 1,3011 0,6538 0,0822 -0,3382 -0,5418 -0,5000 -0,2407 0,1487 0,5448 0,8416 1,0081 1,1004 1,2189 1,4483 1,8136 2,2653 2,7131 3,0867 3,3627 3,5433 3,6270 3,6118 3,5194 3,3884 3,2316 3,0168 2,6976 2,2501 1,6814 1,0225 0,3179 -0,3802 -1,0063 -1,4902 -1,7954 -1,9532 -2,0603 -2,2350 -2,5504 -2,9838 -3,4145 -3,6788 -3,6538 -3,3097 -2,7008 -1,9286 -1,1138 -0,3708 0,2266 0,6660 0,9852 1,2406 1,4814 1,7426 2,0472 2,4085 2,8271 3,2762 3,6898 3,9879 4,1347 4,1732 4,1961 4,2795 4,4289 4,5685 4,5866 4,4119 4,0663 3,6604 3,3446 3,2498 3,4564 3,9923 4,8360 5,9123 7,1043 8,2879 9,3684 10,2991 11,0797 11,7327 12,2609 12,6190 12,7352 12,5809 12,2289 11,8371 11,5587 11,4543 11,4811 11,5591 11,6328 11,6841 11,7217 11,7764 11,8939 12,1129 12,4415 12,8475 13,2752 13,6807 14,0531 14,4107 14,7844 15,1927 15,6157 15,9885 16,2260 16,2637 16,0853 15,7324 15,2960 14,8704 14,4911 14,1173 13,6723 13,1021 12,4220 11,7323 11,1911 10,9548 11,1245 11,7181 12,6662 13,8230 14,9928 15,9758 16,6347 16,9437 16,9702 16,8009 16,4916 16,0763 15,5895 15,0597 14,4995 13,9162 13,3189 12,7152 12,1233 11,5863 11,1606 10,8932 10,8133 10,9320 11,2314 11,6414 12,0352 12,2762 12,2944 12,1313 11,9118 11,7616 11,7266 11,7480 11,7042 11,4825 11,0341 10,3919 9,6515 8,9251 8,3055 7,8599 7,6260 7,5957 7,7119 7,8937 8,0562 8,1183 8,0290 7,8046 7,5233 7,2717 7,0949 6,9829 6,8926 6,7851 6,6407 6,4423 6,1671 5,8025 5,3617 4,8747 4,3631 3,8270 3,2582 2,6694 2,1199 1,7151 1,5709 1,7682 2,3193 3,1353 4,0151 4,7063 5,0133 4,8828 4,4115 3,7842 3,1957 2,7978 2,6723 2,8210 3,1748 3,6182 4,0252 4,2886 4,3318 4,1251 3,7104 3,1859 2,6483 2,1614 1,7627 1,4607 1,2241 1,0062 0,7900 0,6103 0,5405 0,6512 0,9696 1,4757 2,1350 2,9167 3,7687 4,5821 5,1989 5,4708 5,3274 4,8181 4,1053 3,3961 2,8427 2,4909 2,3077 2,2296 2,1836 2,0994 1,9421 1,7427 1,5869 1,5655 1,7343 2,1034 2,6278 3,2033 3,6962 3,9923 4,0383 3,8618 3,5482 3,1975 2,8969 2,6990 2,6057 2,5849 2,5989 2,6137 2,6018 2,5462 2,4350 2,2558 2,0078 1,7175 1,4372 1,2335 1,1824 1,3550 1,7814 2,4129 3,1240 3,7696 4,2561 4,5716 4,7602 4,8725 4,9303 4,9255 4,8461 4,7075 4,5619 4,4674 4,4439 4,4534 4,4168 4,2569 3,9475 3,5364 3,1274 2,8309 2,7174 2,7997 3,0420 3,3766 3,7201 3,9836 4,0894 3,9989 3,7393 3,4016 3,1031 2,9463 2,9959 3,2626 3,6944 4,1904 4,6383 4,9511 5,0860 5,0473 4,8754 4,6158 4,2845 3,8696 3,3704 2,8309 2,3255 1,9167 1,6307 1,4659 1,4247 1,5460 1,8952 2,4967 3,2669 4,0212 4,5509 4,7242 4,5637 4,2406 3,9707 3,8919 4,0083 4,2139 4,3638 4,3520 4,1489 3,7874 3,3316 2,8560 2,4392 2,1523 2,0338 2,0605 2,1382 2,1441 2,0012 1,7262 1,4073 1,1401 0,9849 0,9686 1,0960 1,3445 1,6675 2,0170 2,3590 2,6700 2,9265 3,0992 3,1656 3,1303 3,0171 2,8366 2,5696 2,1809 1,6536 1,0318 0,4422 0,0503 -0,0271 0,2301 0,7540 1,4067 1,9949 2,3156 2,2291 1,7193 0,9110 0,0351 -0,6604 -1,0067 -0,9578 -0,5716 0,0369 0,7491 1,4789 2,1739 2,7971 3,3173 3,7125 3,9755 4,1126 4,1269 3,9945 3,6655 3,1033 2,3336 1,4521 0,5849 -0,1645 -0,7513 -1,1976 -1,5728 -1,9475 -2,3458 -2,7314 -3,0443 -3,2478 -3,3455 -3,3725 -3,3859 -3,4600 -3,6656 -4,0316 -4,5212 -5,0390 -5,4527 -5,6155 -5,4077 -4,7932 -3,8403 -2,6894 -1,4985 -0,4196 0,3980 0,8310 0,8452 0,5368 0,1011 -0,2518 -0,3846 -0,2669 0,0446 0,4400 0,7867 0,9790 0,9977 0,9286 0,8992 0,9793 1,1362 1,2635 1,2465 1,0208 0,6000 0,0667 -0,4627 -0,8892 -1,1680 -1,2939 -1,2529 -1,0098 -0,5464 0,1070 0,8796 1,6884 2,4578 3,1238 3,6339 3,9561 4,0867 4,0507 3,9062 3,7282 3,5561 3,3644 3,1051 2,7740 2,4345 2,1912 2,1379 2,2919 2,5502 2,7238 2,6432 2,2528 1,6314 0,9465 0,3873 0,1104 0,2043 0,6603 1,3660 2,1443 2,8134 3,2249 3,2865 2,9930 2,4414 1,8001 1,2460 0,9033 0,8048 0,8955 1,0729 1,2317 1,2991 1,2652 1,1882 1,1480 1,1861 1,2913 1,4416 1,6451
Fz    0,5397 0,5929 0,5893 0,5394 0,4575 0,3523 0,2293 0,0996 -0,0261 -0,1601 -0,3432 -0,6089 -0,9347 -1,2393 -1,4320 -1,4539 -1,2896 -0,9684 -0,5577 -0,1417 0,1989 0,4076 0,4685 0,4099 0,2922 0,1780 0,0960 0,0389 -0,0064 -0,0391 -0,0512 -0,0417 -0,0183 0,0153 0,0729 0,1796 0,3481 0,5611 0,7685 0,9005 0,8940 0,7235 0,4154 0,0378 -0,3159 -0,5415 -0,5529 -0,3242 0,0856 0,5550 0,9565 1,2067 1,2839 1,2107 1,0297 0,7967 0,5816 0,4515 0,4370 0,5127 0,6082 0,6413 0,5583 0,3633 0,1229 -0,0630 -0,1113 0,0061 0,2584 0,5728 0,8598 1,0485 1,1172 1,1014 1,0744 1,1104 1,2472 1,4737 1,7419 1,9842 2,1364 2,1634 2,0725 1,9077 1,7287 1,5887 1,5185 1,5168 1,5471 1,5523 1,4854 1,3270 1,0782 0,7570 0,4143 0,1365 0,0187 0,1298 0,4813 1,0143 1,6245 2,2072 2,6885 3,0369 3,2635 3,4138 3,5505 3,7299 3,9780 4,2807 4,5956 4,8716 5,0653 5,1523 5,1401 5,0699 4,9876 4,9016 4,7735 4,5415 4,1516 3,5817 2,8574 2,0470 1,2447 0,5489 0,0322 -0,2871 -0,4451 -0,5116 -0,5631 -0,6520 -0,7892 -0,9490 -1,0867 -1,1562 -1,1200 -0,9480 -0,6238 -0,1625 0,3797 0,9168 1,3694 1,7031 1,9374 2,1223 2,3132 2,5495 2,8401 3,1729 3,5335 3,9039 4,2501 4,5303 4,7192 4,8241 4,8816 4,9309 4,9822 5,0178 5,0186 4,9833 4,9287 4,8829 4,8759 4,9333 5,0780 5,3346 5,7187 6,2151 6,7684 7,2994 7,7431 8,0834 8,3538 8,6018 8,8528 9,1058 9,3568 9,6204 9,9205 10,2621 10,6200 10,9551 11,2317 11,4220 11,5041 11,4702 11,3398 11,1594 10,9801 10,8310 10,7157 10,6302 10,5792 10,5789 10,6496 10,8006 11,0186 11,2753 11,5449 11,8081 12,0438 12,2311 12,3595 12,4357 12,4766 12,4954 12,4991 12,4909 12,4671 12,4209 12,3592 12,3094 12,3028 12,3498 12,4308 12,5109 12,5605 12,5671 12,5309 12,4584 12,3640 12,2696 12,1892 12,1209 12,0614 12,0176 11,9917 11,9674 11,9226 11,8449 11,7337 11,6083 11,5189 11,5286 11,6758 11,9508 12,2955 12,6238 12,8573 12,9421 12,8413 12,5440 12,0984 11,6170 11,2261 11,0096 10,9851 11,1035 11,2701 11,3865 11,3944 11,2898 11,1090 10,9052 10,7266 10,5924 10,4826 10,3534 10,1624 9,8792 9,4892 9,0082 8,4926 8,0177 7,6425 7,3936 7,2651 7,2207 7,2117 7,2045 7,1951 7,2053 7,2660 7,3957 7,5847 7,7953 7,9707 8,0539 8,0134 7,8594 7,6364 7,3974 7,1833 7,0195 6,9224 6,8965 6,9281 6,9849 7,0262 7,0119 6,9081 6,7025 6,4268 6,1555 5,9710 5,9188 5,9861 6,1151 6,2318 6,2748 6,2240 6,1125 6,0082 5,9758 6,0417 6,1811 6,3363 6,4450 6,4626 6,3779 6,2246 6,0684 5,9712 5,9598 6,0248 6,1343 6,2459 6,3131 6,2925 6,1603 5,9277 5,6418 5,3739 5,1975 5,1588 5,2538 5,4289 5,6082 5,7314 5,7784 5,7650 5,7255 5,6965 5,7016 5,7411 5,7969 5,8441 5,8516 5,7843 5,6288 5,4129 5,1909 5,0183 4,9416 4,9890 5,1577 5,4076 5,6736 5,8949 6,0313 6,0632 6,0009 5,8876 5,7761 5,6993 5,6660 5,6758 5,7239 5,7871 5,8266 5,8128 5,7439 5,6420 5,5339 5,4347 5,3505 5,2835 5,2247 5,1537 5,0549 4,9343 4,8228 4,7678 4,8148 4,9909 5,2939 5,6819 6,0699 6,3565 6,4709 6,3989 6,1727 5,8507 5,5055 5,2028 4,9774 4,8289 4,7366 4,6737 4,6190 4,5662 4,5269 4,5181 4,5450 4,5997 4,6746 4,7675 4,8732 4,9766 5,0544 5,0817 5,0429 4,9480 4,8355 4,7552 4,7424 4,8018 4,9065 5,0070 5,0447 4,9748 4,7896 4,5266 4,2542 4,0419 3,9272 3,8996 3,9159 3,9358 3,9386 3,9112 3,8410 3,7294 3,6080 3,5374 3,5792 3,7581 4,0408 4,3483 4,5889 4,6963 4,6498 4,4732 4,2303 4,0088 3,8806 3,8649 3,9237 3,9896 4,0045 3,9434 3,8153 3,6502 3,4865 3,3543 3,2613 3,1973 3,1430 3,0753 2,9745 2,8362 2,6721 2,4991 2,3347 2,2000 2,1087 2,0494 1,9896 1,9008 1,7789 1,6452 1,5332 1,4734 1,4837 1,5684 1,7184 1,9061 2,0875 2,2202 2,2776 2,2522 2,1596 2,0427 1,9622 1,9633 2,0464 2,1731 2,2982 2,3900 2,4346 2,4364 2,4165 2,4078 2,4457 2,5581 2,7504 2,9927 3,2204 3,3524 3,3192 3,0942 2,7110 2,2547 1,8276 1,5018 1,2825 1,1090 0,8928 0,5671 0,1139 -0,4426 -1,0522 -1,6435 -2,1328 -2,4558 -2,5992 -2,6044 -2,5449 -2,4901 -2,4736 -2,4828 -2,4751 -2,4026 -2,2296 -1,9369 -1,5212 -1,0030 -0,4389 0,0794 0,4594 0,6542 0,6888 0,6449 0,6130 0,6415 0,7216 0,8087 0,8561 0,8382 0,7606 0,6606 0,5951 0,6175 0,7523 0,9874 1,2819 1,5771 1,8084 1,9213 1,8886 1,7222 1,4751 1,2289 1,0682 1,0515 1,1877 1,4349 1,7231 1,9780 2,1382 2,1763 2,1105 1,9950 1,8949 1,8560 1,8897 1,9801 2,0952 2,1940 2,2371 2,1966 2,0641 1,8623 1,6460 1,4798 1,4011 1,3950 1,4031 1,3640 1,2567 1,1090 0,9704 0,8868 0,8883 0,9784 1,1294 1,2956 1,4327 1,5023 1,4749 1,3456 1,1484 0,9481 0,8086 0,7604 0,7956 0,8813 0,9723 1,0235 0,9966 0,8686 0,6453 0,3679 0,0941 -0,1337 -0,3012 -0,4048 -0,4374
F3    0,7030 0,5150 0,3123 0,1530 0,0467 -0,0319 -0,1092 -0,1925 -0,2825 -0,3951 -0,5604 -0,7890 -1,0396 -1,2324 -1,2977 -1,2113 -0,9997 -0,7271 -0,4665 -0,2710 -0,1581 -0,1118 -0,0999 -0,0933 -0,0730 -0,0332 0,0152 0,0577 0,0971 0,1522 0,2364 0,3485 0,4784 0,6192 0,7724 0,9346 1,0788 1,1582 1,1353 1,0047 0,7911 0,5318 0,2605 0,0025 -0,2138 -0,3479 -0,3640 -0,2639 -0,0986 0,0586 0,1542 0,1737 0,1294 0,0379 -0,0871 -0,2279 -0,3570 -0,4443 -0,4692 -0,4312 -0,3563 -0,2926 -0,2888 -0,3633 -0,4851 -0,5902 -0,6258 -0,5828 -0,4895 -0,3928 -0,3406 -0,3543 -0,4029 -0,4090 -0,2883 0,0023 0,4407 0,9524 1,4404 1,8082 1,9854 1,9569 1,7704 1,5092 1,2528 1,0535 0,9282 0,8548 0,7756 0,6270 0,3813 0,0569 -0,3087 -0,6740 -0,9778 -1,1408 -1,0973 -0,8225 -0,3411 0,2805 0,9600 1,6244 2,2150 2,6857 3,0111 3,2007 3,3041 3,3930 3,5164 3,6673 3,7955 3,8499 3,8123 3,6996 3,5444 3,3780 3,2183 3,0601 2,8755 2,6253 2,2737 1,8079 1,2513 0,6564 0,0835 -0,4186 -0,8276 -1,1492 -1,4036 -1,6164 -1,8101 -1,9865 -2,1254 -2,2067 -2,2269 -2,1936 -2,1050 -1,9394 -1,6687 -1,2841 -0,8122 -0,3150 0,1352 0,4969 0,7811 1,0344 1,3041 1,6039 1,9037 2,1625 2,3694 2,5414 2,6917 2,8185 2,9183 2,9983 3,0766 3,1683 3,2682 3,3478 3,3718 3,3232 3,2241 3,1337 3,1195 3,2277 3,4774 3,8691 4,3884 5,0024 5,6575 6,2855 6,8204 7,2188 7,4748 7,6146 7,6774 7,7007 7,7209 7,7795 7,9209 8,1754 8,5396 8,9705 9,3942 9,7241 9,8894 9,8711 9,7211 9,5387 9,4115 9,3696 9,3932 9,4501 9,5209 9,5979 9,6722 9,7272 9,7500 9,7515 9,7736 9,8733 10,0862 10,3912 10,7138 10,9722 11,1207 11,1577 11,1196 11,0622 11,0259 11,0149 11,0138 11,0114 11,0050 10,9889 10,9515 10,8848 10,7844 10,6455 10,4674 10,2626 10,0578 9,8812 9,7444 9,6454 9,5890 9,5833 9,6104 9,6238 9,5854 9,4924 9,3696 9,2615 9,2269 9,3129 9,5221 9,8095 10,1002 10,3173 10,4154 10,3915 10,2588 10,0281 9,7250 9,4022 9,1189 8,9175 8,8178 8,8109 8,8513 8,8684 8,8053 8,6523 8,4427 8,2210 8,0160 7,8329 7,6582 7,4702 7,2440 6,9523 6,5760 6,1260 5,6509 5,2094 4,8358 4,5362 4,3024 4,1235 4,0005 3,9500 3,9883 4,1233 4,3543 4,6612 4,9953 5,2936 5,4978 5,5657 5,4787 5,2511 4,9290 4,5754 4,2448 3,9686 3,7571 3,6143 3,5480 3,5577 3,6176 3,6780 3,6870 3,6134 3,4626 3,2751 3,1053 2,9910 2,9417 2,9525 3,0131 3,1010 3,1795 3,2156 3,2031 3,1732 3,1794 3,2587 3,4008 3,5565 3,6752 3,7310 3,7268 3,6848 3,6344 3,5978 3,5754 3,5364 3,4333 3,2335 2,9393 2,5828 2,2103 1,8734 1,6270 1,5209 1,5780 1,7730 2,0351 2,2780 2,4406 2,5068 2,4956 2,4451 2,4048 2,4231 2,5239 2,6946 2,8975 3,0853 3,2155 3,2683 3,2521 3,1849 3,0830 2,9723 2,8960 2,8951 2,9778 3,1095 3,2281 3,2681 3,1915 3,0196 2,8271 2,6944 2,6637 2,7312 2,8705 3,0506 3,2254 3,3340 3,3335 3,2279 3,0634 2,8965 2,7657 2,6824 2,6335 2,5920 2,5352 2,4592 2,3814 2,3354 2,3563 2,4625 2,6496 2,8972 3,1741 3,4332 3,6177 3,6855 3,6265 3,4594 3,2268 2,9880 2,7894 2,6386 2,5206 2,4319 2,3843 2,3895 2,4511 2,5645 2,7121 2,8652 3,0011 3,1152 3,2101 3,2825 3,3282 3,3513 3,3594 3,3520 3,3215 3,2693 3,2190 3,2117 3,2811 3,4270 3,6074 3,7547 3,8092 3,7487 3,5981 3,4122 3,2441 3,1173 3,0144 2,8944 2,7298 2,5208 2,2777 2,0126 1,7518 1,5428 1,4477 1,5183 1,7582 2,1088 2,4815 2,8020 3,0301 3,1525 3,1724 3,1116 3,0125 2,9205 2,8597 2,8217 2,7758 2,6964 2,5846 2,4674 2,3765 2,3288 2,3169 2,3151 2,2950 2,2338 2,1118 1,9127 1,6307 1,2786 0,8919 0,5305 0,2693 0,1630 0,2128 0,3724 0,5862 0,8193 1,0558 1,2759 1,4505 1,5602 1,6071 1,6000 1,5404 1,4303 1,2929 1,1725 1,1062 1,1025 1,1544 1,2641 1,4395 1,6669 1,9025 2,0890 2,1776 2,1496 2,0211 1,8276 1,6144 1,4408 1,3716 1,4491 1,6651 1,9576 2,2298 2,3824 2,3511 2,1329 1,7854 1,4025 1,0729 0,8378 0,6696 0,4852 0,1930 -0,2560 -0,8429 -1,4897 -2,0871 -2,5300 -2,7513 -2,7407 -2,5440 -2,2464 -1,9442 -1,7125 -1,5871 -1,5647 -1,6117 -1,6754 -1,6932 -1,6017 -1,3605 -0,9851 -0,5501 -0,1441 0,1775 0,4091 0,5874 0,7682 0,9841 1,2140 1,3885 1,4226 1,2571 0,8954 0,4154 -0,0567 -0,3961 -0,5250 -0,4340 -0,1744 0,1712 0,5206 0,8146 1,0237 1,1421 1,1797 1,1618 1,1228 1,0939 1,0920 1,1192 1,1686 1,2314 1,3006 1,3748 1,4584 1,5612 1,6972 1,8737 2,0763 2,2646 2,3847 2,3948 2,2896 2,1033 1,8891 1,6950 1,5523 1,4773 1,4684 1,4970 1,5172 1,4960 1,4336 1,3549 1,2868 1,2473 1,2472 1,2860 1,3491 1,4213 1,4961 1,5616 1,5880 1,5472 1,4390 1,2966 1,1646 1,0683 1,0075 0,9745 0,9685 0,9863 1,0034 0,9736 0,8581 0,6563 0,4029 0,1402 -0,0981 -0,2748 -0,3404
F7    -0,6389 -0,6854 -0,8270 -1,0503 -1,3050 -1,5267 -1,6577 -1,6613 -1,5363 -1,3233 -1,0936 -0,9183 -0,8277 -0,8004 -0,7881 -0,7429 -0,6368 -0,4730 -0,2737 -0,0521 0,1933 0,4523 0,6812 0,8207 0,8348 0,7257 0,5209 0,2612 -0,0027 -0,2169 -0,3351 -0,3289 -0,1920 0,0593 0,3852 0,7221 0,9980 1,1721 1,2615 1,3204 1,3856 1,4410 1,4370 1,3406 1,1603 0,9338 0,7061 0,5094 0,3500 0,2213 0,1381 0,1454 0,2777 0,5123 0,7781 1,0036 1,1510 1,2138 1,2014 1,1221 0,9653 0,7065 0,3392 -0,0978 -0,5221 -0,8385 -0,9818 -0,9461 -0,7852 -0,5885 -0,4416 -0,3879 -0,4114 -0,4524 -0,4413 -0,3280 -0,0956 0,2367 0,6225 1,0050 1,3391 1,6036 1,7968 1,9188 1,9579 1,8952 1,7246 1,4665 1,1648 0,8729 0,6388 0,4798 0,3662 0,2476 0,1070 -0,0155 -0,0510 0,0541 0,3052 0,6498 1,0050 1,3076 1,5360 1,6911 1,7819 1,8346 1,8924 1,9950 2,1511 2,3225 2,4425 2,4566 2,3425 2,1082 1,7908 1,4551 1,1727 0,9794 0,8515 0,7261 0,5395 0,2547 -0,1288 -0,5792 -1,0436 -1,4571 -1,7555 -1,8985 -1,8934 -1,8055 -1,7424 -1,8034 -2,0239 -2,3536 -2,6815 -2,8928 -2,9220 -2,7682 -2,4681 -2,0641 -1,5965 -1,1146 -0,6760 -0,3190 -0,0428 0,1811 0,3822 0,5779 0,7752 0,9820 1,2189 1,5111 1,8582 2,2184 2,5322 2,7648 2,9262 3,0556 3,1878 3,3284 3,4533 3,5340 3,5608 3,5424 3,4925 3,4327 3,4080 3,4824 3,7067 4,0933 4,6209 5,2513 5,9453 6,6726 7,4082 8,1091 8,7012 9,1083 9,3060 9,3493 9,3432 9,3785 9,4786 9,5948 9,6507 9,5990 9,4505 9,2645 9,1197 9,0785 9,1545 9,3123 9,5051 9,7088 9,9244 10,1650 10,4447 10,7663 11,1076 11,4199 11,6393 11,7031 11,5666 11,2178 10,6918 10,0715 9,4606 8,9425 8,5625 8,3363 8,2634 8,3415 8,5743 8,9475 9,3903 9,7752 9,9687 9,9015 9,6012 9,1655 8,7065 8,3158 8,0584 7,9725 8,0592 8,2846 8,6035 8,9704 9,3254 9,5914 9,6963 9,5952 9,2847 8,8145 8,2780 7,7771 7,3926 7,1763 7,1495 7,2917 7,5295 7,7486 7,8372 7,7401 7,4829 7,1439 6,8091 6,5486 6,4050 6,3729 6,3900 6,3666 6,2431 6,0213 5,7402 5,4420 5,1651 4,9439 4,7965 4,7137 4,6669 4,6177 4,5187 4,3246 4,0170 3,6118 3,1496 2,6887 2,2925 2,0037 1,8330 1,7669 1,7822 1,8582 1,9807 2,1299 2,2702 2,3623 2,3858 2,3381 2,2155 2,0096 1,7288 1,4088 1,0899 0,7998 0,5669 0,4261 0,3962 0,4589 0,5671 0,6742 0,7559 0,8127 0,8595 0,9086 0,9594 1,0062 1,0563 1,1337 1,2595 1,4267 1,5979 1,7266 1,7806 1,7487 1,6328 1,4428 1,1944 0,9074 0,6093 0,3413 0,1527 0,0815 0,1301 0,2596 0,4118 0,5437 0,6438 0,7157 0,7553 0,7453 0,6665 0,5167 0,3243 0,1456 0,0433 0,0531 0,1601 0,3150 0,4705 0,5987 0,6892 0,7487 0,7970 0,8512 0,9188 1,0084 1,1307 1,2733 1,3931 1,4502 1,4369 1,3697 1,2682 1,1423 0,9939 0,8244 0,6351 0,4352 0,2648 0,1954 0,2874 0,5397 0,8826 1,2255 1,5102 1,7183 1,8438 1,8691 1,7700 1,5443 1,2311 0,8962 0,6060 0,4055 0,2988 0,2568 0,2541 0,2872 0,3544 0,4338 0,4932 0,5234 0,5521 0,6183 0,7426 0,9211 1,1256 1,2956 1,3607 1,2888 1,1085 0,8899 0,7095 0,6155 0,6072 0,6485 0,7044 0,7624 0,8269 0,9034 0,9905 1,0811 1,1625 1,2130 1,2029 1,1133 0,9614 0,7990 0,6843 0,6524 0,7027 0,8052 0,9218 1,0281 1,1126 1,1599 1,1492 1,0697 0,9325 0,7656 0,5981 0,4461 0,3151 0,2155 0,1701 0,2040 0,3296 0,5377 0,7909 1,0201 1,1420 1,1005 0,9036 0,6265 0,3805 0,2658 0,3274 0,5356 0,8054 1,0484 1,2115 1,2720 1,2156 1,0436 0,7921 0,5214 0,2781 0,0734 -0,0931 -0,1973 -0,1947 -0,0626 0,1735 0,4555 0,7243 0,9398 1,0865 1,1669 1,1865 1,1415 1,0243 0,8374 0,5956 0,3235 0,0560 -0,1640 -0,3002 -0,3382 -0,2965 -0,2219 -0,1636 -0,1421 -0,1398 -0,1182 -0,0460 0,0772 0,2100 0,2852 0,2439 0,0644 -0,2239 -0,5444 -0,7995 -0,9060 -0,8298 -0,6038 -0,3085 -0,0259 0,2006 0,3843 0,5832 0,8530 1,1989 1,5754 1,9224 2,1902 2,3464 2,3743 2,2634 2,0041 1,6030 1,1020 0,5805 0,1323 -0,1771 -0,3529 -0,4719 -0,6327 -0,8935 -1,2508 -1,6559 -2,0391 -2,3323 -2,4988 -2,5522 -2,5457 -2,5403 -2,5748 -2,6488 -2,7283 -2,7708 -2,7477 -2,6500 -2,4833 -2,2552 -1,9621 -1,5969 -1,1798 -0,7699 -0,4333 -0,1970 -0,0325 0,1230 0,3234 0,5764 0,8359 1,0296 1,0953 1,0018 0,7615 0,4431 0,1555 -0,0077 -0,0235 0,0597 0,1716 0,2636 0,3152 0,3239 0,2967 0,2494 0,2083 0,2052 0,2688 0,4217 0,6754 1,0244 1,4475 1,9074 2,3453 2,6907 2,8949 2,9558 2,9064 2,7837 2,6134 2,4134 2,1988 1,9841 1,7795 1,5843 1,3964 1,2314 1,1188 1,0817 1,1212 1,2124 1,3184 1,4152 1,4994 1,5721 1,6208 1,6283 1,5892 1,5064 1,3797 1,2145 1,0397 0,8999 0,8280 0,8343 0,9162 1,0615 1,2465 1,4509 1,6726 1,9089 2,1213 2,2405 2,2147 2,0506 1,8113 1,5755 1,3982 1,3000 1,2762 1,3160 1,4269
