Fp1   0,9891 1,8624 2,6990 3,3635 3,8260 4,1385 4,3883 4,6394 4,8947 5,1100 5,2378 5,2536 5,1645 4,9994 4,7797 4,4925 4,1078 3,6335 3,1435 2,7333 2,4786 2,4417 2,6551 3,0668 3,5175 3,7814 3,6453 2,9773 1,7683 0,1643 -1,5554 -3,1109 -4,3641 -5,3358 -6,1082 -6,7288 -7,2039 -7,5291 -7,6756 -7,5975 -7,2973 -6,8451 -6,3165 -5,7373 -5,0954 -4,4011 -3,7351 -3,2325 -3,0077 -3,0757 -3,3412 -3,6667 -3,9443 -4,1163 -4,1605 -4,0694 -3,8406 -3,4922 -3,0723 -2,6288 -2,1726 -1,6814 -1,1387 -0,5616 0,0134 0,5718 1,1422 1,7603 2,4114 3,0399 3,6226 4,2013 4,8550 5,6562 6,6000 7,5759 8,4752 9,2990 10,1016 10,8763 11,5320 11,9376 11,9969 11,7363 11,3108 10,8966 10,5893 10,4022 10,3214 10,3373 10,4355 10,5875 10,7610 10,9215 11,0210 11,0208 10,9070 10,6485 10,1833 9,4826 8,6017 7,6517 6,7264 5,8497 4,9957 4,1495 3,3431 2,6399 2,0801 1,6592 1,3824 1,3052 1,4950 1,9860 2,7741 3,8043 4,9473 6,0221 6,8607 7,3660 7,5492 7,5246 7,4360 7,3736 7,3697 7,4485 7,6472 7,9758 8,3897 8,8417 9,3428 9,9528 10,7200 11,6135 12,4887 13,1354 13,3969 13,2528 12,7957 12,1642 11,4951 10,9000 10,4558 10,2072 10,1846 10,4047 10,8462 11,4568 12,1970 13,0616 14,0363 15,0184 15,8042 16,1880 16,0722 15,4864 14,5352 13,3428 12,0436 10,7909 9,7268 8,9328 8,4244 8,1825 8,1650 8,3080 8,5491 8,8555 9,2296 9,6820 10,1848 10,6594 11,0101 11,1654 11,1134 10,9180 10,6733 10,4190 10,0997 9,6085 8,8801 7,9575 6,9850 6,1324 5,5046 5,1089 4,8897 4,7702 4,6751 4,5374 4,3038 3,9619 3,5589 3,1673 2,8387 2,6013 2,4575 2,3495 2,1562 1,7713 1,1899 0,5267 -0,0400 -0,3586 -0,3442 0,0593 0,9007 2,1438 3,5821 4,8866 5,7647 6,0774 5,8509 5,2484 4,5222 3,9177 3,5784 3,5029 3,5647 3,6029 3,5246 3,3300 3,0661 2,7774 2,4819 2,1944 1,9879 1,9926 2,2937 2,8757 3,6659 4,5531 5,3697 5,9342 6,1454 6,0502 5,8162 5,6173 5,5448 5,6198 5,8387 6,1690 6,5165 6,7522 6,7889 6,6136 6,2679 5,8205 5,3289 4,8215 4,3305 3,9182 3,6562 3,5777 3,6468 3,7726 3,8515 3,8067 3,5964 3,2034 2,6456 1,9783 1,2728 0,6028 0,0428 -0,3326 -0,4765 -0,4336 -0,3326 -0,2659 -0,2224 -0,1432 0,0096 0,2318 0,4721 0,6419 0,6667 0,5490 0,3542 0,1259 -0,1511 -0,5148 -0,9921 -1,5786 -2,2261 -2,8598 -3,4242 -3,9005 -4,2591 -4,4146 -4,2419 -3,6333 -2,5505 -1,0559 0,6846 2,4293 3,8997 4,8268 5,0236 4,4515 3,2273 1,5666 -0,2864 -2,0837 -3,5784 -4,5596 -4,8973 -4,5810 -3,7411 -2,6088 -1,4266 -0,3644 0,5169 1,2423 1,8621 2,3866 2,7435 2,7718 2,2887 1,2241 -0,2991 -2,0263 -3,7013 -5,1539 -6,3046 -7,1164 -7,5489 -7,5552 -7,1327 -6,3592 -5,3602 -4,2707 -3,2424 -2,4288 -1,9173 -1,7068 -1,7741 -2,1376 -2,8367 -3,8467 -5,0032 -6,0213 -6,6201 -6,6606 -6,1888 -5,3709 -4,3991 -3,4166 -2,4641 -1,4964 -0,4984 0,4175 1,0513 1,2353 0,9187 0,1784 -0,8261 -1,9137 -2,9077 -3,6267 -3,8994 -3,6406 -2,9156 -1,8906 -0,7229 0,4505 1,4476 2,0434 2,0458 1,3595 0,0281 -1,7533 -3,6789 -5,4072 -6,6483 -7,2408 -7,1688 -6,5159 -5,4244 -4,0766 -2,6749 -1,4240 -0,4958 0,0425 0,2599 0,2921 0,2518 0,1993 0,1559 0,1331 0,1672 0,3167 0,6106 0,9987 1,3498 1,5073 1,3649 0,9199 0,2722 -0,4366 -1,0952 -1,6354 -2,0008 -2,1198 -1,9047 -1,2892 -0,2884 0,9632 2,2361 3,2909 3,9848 4,3322 4,4657 4,5324 4,6040 4,6490 4,5783 4,3238 3,8940 3,3774 2,8910 2,5257 2,3486 2,4184 2,7625 3,3439 4,0668 4,8353 5,6034 6,3610 7,0914 7,7474 8,2331 8,4210 8,2386 7,7263 6,9959 6,1742 5,3815 4,6991 4,1435 3,7001 3,3821 3,2626 3,4446 3,9596 4,7047 5,5119 6,2634 6,9358 7,5579 8,1346 8,6006 8,8357 8,7188 8,1783 7,2329 6,0212 4,7731 3,7043 2,9149 2,3859 2,0742 2,0146 2,3018 2,9565 3,8449 4,7467 5,4830 5,9780 6,2497 6,3742 6,4125 6,3233 5,9647 5,2138 4,0917 2,7851 1,5592 0,6444 0,1506 0,0388 0,1659 0,3494 0,4330 0,3757 0,2809 0,2993 0,5040 0,8577 1,2652 1,6425 1,9426 2,1469 2,2708 2,3808 2,5641 2,8600 3,2393 3,6394 4,0007 4,2998 4,5745 4,8896 5,2377 5,4874 5,4697 5,1294 4,5839 4,0386 3,6777 3,6071 3,8281 4,2725 4,8986 5,7271 6,7718 7,9764 9,2349 10,4491 11,5579 12,5120 13,2350 13,6579 13,8070 13,8043 13,7579 13,6762 13,4714 13,0214 12,2604 11,2391 10,1120 9,0692 8,2754 7,8364 7,7786 8,0475 8,5344 9,1127 9,6478 9,9967 10,0428 9,7284 9,0448 8,0416 6,8562 5,6657 4,5917 3,7003 3,0684 2,7812 2,8536 3,1793 3,5586 3,7680 3,6504 3,2139 2,6418 2,1629 1,9096 1,8784 1,9901 2,1862 2,4699 2,8650 3,3656 3,9246 4,4698 4,9348 5,2727 5,4344 5,3564 4,9967 4,3675 3,5308 2,5814 1,6354 0,8389 0,3628 0,3155 0,6101 0,9538 1,0148 0,6129 -0,2091 -1,2426 -2,2311 -2,9727 -3,3607 -3,3604 -2,9600 -2,1595 -1,0212 0,2886 1,5406 2,5347 3,1655 3,4506 3,5319
Fz    -0,1784 0,0161 0,1839 0,2773 0,2942 0,2762 0,2875 0,3816 0,5783 0,8630 1,2007 1,5502 1,8746 2,1416 2,3196 2,3851 2,3379 2,2106 2,0621 1,9498 1,9062 1,9404 2,0423 2,1792 2,2990 2,3433 2,2634 2,0316 1,6458 1,1347 0,5536 -0,0404 -0,6168 -1,1731 -1,7107 -2,2133 -2,6519 -3,0014 -3,2386 -3,3425 -3,3115 -3,1737 -2,9730 -2,7490 -2,5255 -2,3165 -2,1420 -2,0344 -2,0228 -2,1146 -2,2952 -2,5394 -2,8165 -3,0879 -3,3116 -3,4549 -3,5052 -3,4726 -3,3809 -3,2500 -3,0823 -2,8648 -2,5837 -2,2357 -1,8299 -1,3824 -0,9123 -0,4413 0,0047 0,4042 0,7583 1,0955 1,4569 1,8729 2,3367 2,8040 3,2348 3,6300 4,0165 4,4106 4,7974 5,1283 5,3459 5,4297 5,4162 5,3668 5,3243 5,3023 5,3020 5,3219 5,3505 5,3633 5,3376 5,2653 5,1533 5,0269 4,9196 4,8388 4,7546 4,6360 4,4847 4,3279 4,1843 4,0385 3,8483 3,5700 3,1833 2,6980 2,1421 1,5531 0,9841 0,4976 0,1364 -0,0922 -0,2055 -0,2287 -0,1895 -0,1147 -0,0271 0,0571 0,1402 0,2492 0,4190 0,6666 0,9885 1,3785 1,8356 2,3475 2,8745 3,3644 3,7813 4,1163 4,3804 4,5905 4,7549 4,8702 4,9415 4,9951 5,0629 5,1610 5,2847 5,4154 5,5325 5,6250 5,7023 5,7891 5,9026 6,0397 6,1893 6,3460 6,5048 6,6474 6,7418 6,7561 6,6711 6,4826 6,1987 5,8398 5,4430 5,0606 4,7424 4,5134 4,3690 4,2890 4,2476 4,2209 4,1990 4,1854 4,1849 4,1922 4,1905 4,1548 4,0576 3,8737 3,5985 3,2647 2,9277 2,6284 2,3713 2,1281 1,8615 1,5513 1,2062 0,8521 0,5124 0,1972 -0,0958 -0,3769 -0,6508 -0,9079 -1,1360 -1,3315 -1,4959 -1,6331 -1,7520 -1,8630 -1,9752 -2,1014 -2,2583 -2,4524 -2,6642 -2,8430 -2,9271 -2,8780 -2,6951 -2,3931 -1,9753 -1,4504 -0,8729 -0,3468 0,0213 0,1690 0,0942 -0,1464 -0,4498 -0,7000 -0,8126 -0,7671 -0,6070 -0,4002 -0,1884 0,0290 0,2711 0,5436 0,8242 1,0775 1,2874 1,4659 1,6252 1,7606 1,8625 1,9223 1,9267 1,8672 1,7636 1,6775 1,6895 1,8486 2,1419 2,5117 2,8905 3,2149 3,4270 3,4850 3,3777 3,1214 2,7494 2,3042 1,8278 1,3505 0,8902 0,4537 0,0415 -0,3467 -0,7102 -1,0465 -1,3504 -1,6113 -1,8158 -1,9559 -2,0353 -2,0741 -2,1067 -2,1674 -2,2723 -2,4104 -2,5521 -2,6715 -2,7552 -2,7895 -2,7561 -2,6458 -2,4649 -2,2319 -1,9742 -1,7219 -1,4955 -1,2981 -1,1279 -0,9947 -0,9187 -0,9087 -0,9478 -1,0001 -1,0315 -1,0276 -0,9990 -0,9714 -0,9621 -0,9620 -0,9415 -0,8657 -0,7102 -0,4791 -0,2119 0,0277 0,1719 0,1619 -0,0432 -0,4503 -1,0232 -1,6941 -2,3892 -3,0416 -3,5908 -3,9838 -4,1839 -4,1904 -4,0569 -3,8780 -3,7421 -3,6857 -3,6873 -3,6998 -3,6873 -3,6482 -3,6242 -3,6899 -3,9139 -4,3098 -4,8199 -5,3483 -5,8098 -6,1627 -6,4087 -6,5684 -6,6551 -6,6685 -6,6048 -6,4668 -6,2631 -6,0100 -5,7396 -5,4948 -5,3072 -5,1850 -5,1300 -5,1549 -5,2768 -5,4885 -5,7357 -5,9308 -5,9957 -5,8988 -5,6562 -5,3084 -4,9044 -4,4886 -4,0775 -3,6556 -3,2147 -2,7896 -2,4480 -2,2512 -2,2238 -2,3432 -2,5534 -2,7916 -3,0032 -3,1444 -3,1812 -3,0984 -2,9124 -2,6653 -2,4014 -2,1623 -2,0043 -1,9995 -2,2139 -2,6767 -3,3570 -4,1617 -4,9586 -5,6122 -6,0195 -6,1362 -5,9806 -5,6143 -5,1221 -4,5974 -4,1263 -3,7732 -3,5703 -3,5042 -3,5136 -3,5231 -3,4913 -3,4258 -3,3594 -3,3163 -3,2939 -3,2669 -3,2085 -3,1107 -2,9901 -2,8799 -2,8128 -2,8013 -2,8278 -2,8605 -2,8815 -2,8955 -2,9112 -2,9191 -2,8843 -2,7566 -2,4975 -2,1102 -1,6529 -1,2125 -0,8548 -0,5933 -0,4033 -0,2557 -0,1413 -0,0772 -0,0908 -0,1969 -0,3852 -0,6213 -0,8574 -1,0493 -1,1678 -1,2038 -1,1638 -1,0586 -0,8980 -0,6892 -0,4370 -0,1475 0,1646 0,4688 0,7105 0,8196 0,7453 0,4866 0,0875 -0,3838 -0,8556 -1,2767 -1,6288 -1,9131 -2,1270 -2,2525 -2,2633 -2,1504 -1,9349 -1,6519 -1,3276 -0,9744 -0,6058 -0,2506 0,0536 0,2775 0,4076 0,4404 0,3769 0,2300 0,0321 -0,1732 -0,3503 -0,4823 -0,5617 -0,5738 -0,4977 -0,3325 -0,1160 0,0915 0,2411 0,3172 0,3386 0,3444 0,3597 0,3637 0,2969 0,1052 -0,2232 -0,6502 -1,1030 -1,4989 -1,7812 -1,9488 -2,0502 -2,1521 -2,3044 -2,5113 -2,7289 -2,8997 -2,9929 -3,0186 -3,0088 -2,9884 -2,9628 -2,9239 -2,8568 -2,7391 -2,5500 -2,2905 -1,9915 -1,7026 -1,4699 -1,3112 -1,2050 -1,1128 -1,0200 -0,9569 -0,9761 -1,1037 -1,3104 -1,5308 -1,6995 -1,7700 -1,7197 -1,5449 -1,2414 -0,7973 -0,2160 0,4615 1,1679 1,8417 2,4480 2,9707 3,3939 3,7015 3,8994 4,0200 4,0944 4,1238 4,0778 3,9184 3,6336 3,2540 2,8370 2,4387 2,1020 1,8593 1,7261 1,6922 1,7252 1,7820 1,8170 1,7868 1,6644 1,4516 1,1678 0,8339 0,4751 0,1215 -0,2078 -0,5021 -0,7366 -0,8669 -0,8613 -0,7387 -0,5732 -0,4620 -0,4817 -0,6483 -0,9100 -1,1865 -1,4186 -1,5895 -1,7130 -1,8073 -1,8782 -1,9212 -1,9306 -1,9063 -1,8560 -1,7913 -1,7277 -1,6884 -1,6972 -1,7622 -1,8682 -1,9835 -2,0702 -2,0944 -2,0322 -1,8720 -1,6267 -1,3509 -1,1325 -1,0547 -1,1565 -1,4136 -1,7485 -2,0674 -2,2978 -2,4092 -2,4086 -2,3133 -2,1279 -1,8536 -1,5152 -1,1680 -0,8818 -0,7154 -0,6871 -0,7555
F3    1,0576 1,3468 1,6224 1,8419 2,0008 2,1275 2,2639 2,4389 2,6556 2,8988 3,1488 3,3848 3,5842 3,7184 3,7556 3,6693 3,4492 3,1175 2,7373 2,3899 2,1384 2,0142 2,0137 2,0910 2,1661 2,1477 1,9609 1,5644 0,9579 0,1919 -0,6384 -1,4417 -2,1790 -2,8563 -3,4775 -4,0173 -4,4420 -4,7352 -4,8891 -4,9004 -4,7929 -4,6189 -4,4217 -4,2053 -3,9429 -3,6148 -3,2428 -2,8910 -2,6330 -2,5155 -2,5461 -2,7033 -2,9424 -3,1975 -3,3988 -3,4964 -3,4685 -3,3235 -3,0924 -2,8090 -2,4917 -2,1441 -1,7663 -1,3619 -0,9381 -0,5047 -0,0743 0,3348 0,6959 0,9896 1,2305 1,4690 1,7672 2,1705 2,6714 3,2026 3,7016 4,1693 4,6435 5,1364 5,6112 5,9941 6,2146 6,2632 6,2061 6,1293 6,0779 6,0502 6,0292 6,0020 5,9566 5,8781 5,7591 5,6074 5,4412 5,2878 5,1723 5,0825 4,9630 4,7638 4,4865 4,1825 3,9087 3,6794 3,4599 3,1981 2,8633 2,4623 2,0250 1,5892 1,2098 0,9518 0,8524 0,9023 1,0693 1,3237 1,6369 1,9770 2,3134 2,6250 2,9104 3,1870 3,4686 3,7464 4,0058 4,2574 4,5363 4,8628 5,2178 5,5655 5,8867 6,1830 6,4641 6,7352 6,9832 7,1779 7,3012 7,3662 7,3999 7,4203 7,4328 7,4391 7,4463 7,4708 7,5402 7,6796 7,8840 8,1194 8,3527 8,5726 8,7784 8,9549 9,0654 9,0722 8,9559 8,7168 8,3653 7,9215 7,4279 6,9521 6,5593 6,2785 6,0966 5,9808 5,8956 5,8107 5,7135 5,6118 5,5197 5,4429 5,3711 5,2808 5,1454 4,9430 4,6733 4,3735 4,1017 3,8955 3,7434 3,5921 3,3813 3,0825 2,7123 2,3138 1,9262 1,5728 1,2666 1,0126 0,8107 0,6570 0,5348 0,4157 0,2756 0,1019 -0,1099 -0,3505 -0,5969 -0,8379 -1,0897 -1,3758 -1,6952 -2,0072 -2,2450 -2,3532 -2,3102 -2,1110 -1,7477 -1,2357 -0,6545 -0,1333 0,2113 0,3172 0,1813 -0,1405 -0,5403 -0,8983 -1,1310 -1,2179 -1,1970 -1,1266 -1,0397 -0,9303 -0,7773 -0,5749 -0,3492 -0,1417 0,0346 0,2051 0,3908 0,5858 0,7769 0,9470 1,0636 1,0899 1,0192 0,8986 0,8130 0,8333 0,9809 1,2375 1,5667 1,9173 2,2223 2,4178 2,4702 2,3806 2,1709 1,8714 1,5121 1,1237 0,7417 0,3967 0,0991 -0,1635 -0,4158 -0,6766 -0,9478 -1,2122 -1,4453 -1,6333 -1,7793 -1,9022 -2,0322 -2,1957 -2,3979 -2,6166 -2,8167 -2,9795 -3,1015 -3,1613 -3,1223 -2,9722 -2,7368 -2,4605 -2,1862 -1,9481 -1,7640 -1,6285 -1,5275 -1,4639 -1,4558 -1,5090 -1,6022 -1,6988 -1,7657 -1,7843 -1,7591 -1,7104 -1,6457 -1,5406 -1,3540 -1,0538 -0,6377 -0,1455 0,3464 0,7506 0,9941 1,0248 0,8155 0,3765 -0,2388 -0,9545 -1,6961 -2,3889 -2,9485 -3,2922 -3,3663 -3,1730 -2,7840 -2,3185 -1,8923 -1,5749 -1,3768 -1,2661 -1,2004 -1,1615 -1,1775 -1,3208 -1,6700 -2,2474 -2,9889 -3,7776 -4,5003 -5,0816 -5,4859 -5,6994 -5,7137 -5,5292 -5,1716 -4,6944 -4,1615 -3,6406 -3,2081 -2,9307 -2,8249 -2,8499 -2,9528 -3,1141 -3,3439 -3,6391 -3,9502 -4,1911 -4,2799 -4,1814 -3,9144 -3,5310 -3,0966 -2,6736 -2,2896 -1,9220 -1,5393 -1,1562 -0,8369 -0,6533 -0,6409 -0,7800 -1,0130 -1,2795 -1,5330 -1,7288 -1,8146 -1,7538 -1,5614 -1,2999 -1,0370 -0,8222 -0,7039 -0,7415 -0,9895 -1,4700 -2,1522 -2,9541 -3,7647 -4,4683 -4,9647 -5,1955 -5,1587 -4,8924 -4,4544 -3,9182 -3,3724 -2,9063 -2,5830 -2,4105 -2,3396 -2,3028 -2,2569 -2,1923 -2,1189 -2,0456 -1,9636 -1,8453 -1,6667 -1,4358 -1,2003 -1,0280 -0,9715 -1,0392 -1,1904 -1,3609 -1,5027 -1,5973 -1,6401 -1,6189 -1,5063 -1,2689 -0,8918 -0,4043 0,1143 0,5661 0,8910 1,1014 1,2601 1,4221 1,5944 1,7362 1,7947 1,7443 1,6032 1,4276 1,2817 1,2068 1,2138 1,2959 1,4411 1,6349 1,8570 2,0920 2,3439 2,6287 2,9492 3,2745 3,5341 3,6346 3,5053 3,1351 2,5721 1,9087 1,2605 0,7228 0,3347 0,0879 -0,0388 -0,0516 0,0565 0,2720 0,5426 0,8071 1,0385 1,2521 1,4774 1,7233 1,9670 2,1672 2,2826 2,2812 2,1478 1,8992 1,5924 1,3005 1,0732 0,9208 0,8355 0,8246 0,9079 1,0767 1,2725 1,4165 1,4608 1,4106 1,3091 1,2104 1,1456 1,0917 0,9786 0,7376 0,3468 -0,1555 -0,6832 -1,1326 -1,4277 -1,5554 -1,5584 -1,5021 -1,4456 -1,4088 -1,3647 -1,2778 -1,1521 -1,0349 -0,9770 -0,9929 -1,0607 -1,1502 -1,2336 -1,2767 -1,2451 -1,1342 -0,9776 -0,8220 -0,7001 -0,6129 -0,5247 -0,3902 -0,2059 -0,0334 0,0390 -0,0300 -0,1976 -0,3716 -0,4686 -0,4456 -0,3055 -0,0729 0,2482 0,6821 1,2393 1,8859 2,5611 3,2167 3,8321 4,3948 4,8758 5,2457 5,5142 5,7283 5,9224 6,0809 6,1453 6,0502 5,7715 5,3507 4,8727 4,4225 4,0588 3,8109 3,6782 3,6353 3,6477 3,6843 3,7102 3,6754 3,5288 3,2409 2,8068 2,2467 1,6147 0,9775 0,3791 -0,1515 -0,5659 -0,8032 -0,8386 -0,7186 -0,5518 -0,4668 -0,5565 -0,8248 -1,1801 -1,4980 -1,6925 -1,7422 -1,6778 -1,5499 -1,4041 -1,2771 -1,1956 -1,1710 -1,1984 -1,2606 -1,3370 -1,4177 -1,5078 -1,6101 -1,7141 -1,8059 -1,8788 -1,9285 -1,9372 -1,8649 -1,6794 -1,4079 -1,1481 -1,0175 -1,0904 -1,3647 -1,7686 -2,1972 -2,5591 -2,8083 -2,9417 -2,9648 -2,8618 -2,6129 -2,2361 -1,7979 -1,3879 -1,0864 -0,9302 -0,8857
F7    0,9553 1,4584 1,9589 2,3719 2,6635 2,8474 2,9686 3,0718 3,1713 3,2505 3,2824 3,2473 3,1457 2,9960 2,8167 2,6072 2,3504 2,0429 1,7199 1,4402 1,2586 1,2209 1,3472 1,5991 1,8734 2,0331 1,9532 1,5575 0,8415 -0,1066 -1,1198 -2,0340 -2,7736 -3,3560 -3,8276 -4,2075 -4,4881 -4,6579 -4,6974 -4,5824 -4,3228 -3,9748 -3,5981 -3,2173 -2,8309 -2,4492 -2,1179 -1,9036 -1,8495 -1,9360 -2,0857 -2,2117 -2,2617 -2,2268 -2,1218 -1,9616 -1,7529 -1,5044 -1,2323 -0,9474 -0,6429 -0,3047 0,0652 0,4353 0,7613 1,0244 1,2477 1,4681 1,6949 1,9111 2,1135 2,3329 2,6238 3,0403 3,5908 4,2123 4,8298 5,4229 6,0042 6,5619 7,0441 7,3790 7,5121 7,4541 7,2865 7,1087 6,9830 6,9281 6,9419 7,0153 7,1306 7,2642 7,3964 7,5077 7,5728 7,5752 7,5125 7,3664 7,0929 6,6640 6,1005 5,4563 4,7786 4,0854 3,3811 2,6858 2,0423 1,4941 1,0561 0,7136 0,4617 0,3338 0,3823 0,6470 1,1392 1,8262 2,6171 3,3815 3,9981 4,3916 4,5573 4,5645 4,5120 4,4691 4,4646 4,5157 4,6402 4,8362 5,0734 5,3297 5,6252 6,0069 6,5032 7,0853 7,6588 8,0999 8,3203 8,3061 8,1043 7,7931 7,4554 7,1584 6,9470 6,8531 6,9098 7,1471 7,5665 8,1324 8,7945 9,5144 10,2613 10,9744 11,5427 11,8489 11,8349 11,5239 10,9898 10,3159 9,5837 8,8777 8,2727 7,8153 7,5270 7,4171 7,4753 7,6629 7,9245 8,2085 8,4823 8,7319 8,9409 9,0797 9,1164 9,0338 8,8441 8,5930 8,3344 8,0897 7,8261 7,4763 6,9901 6,3779 5,7105 5,0775 4,5376 4,1009 3,7441 3,4336 3,1422 2,8487 2,5299 2,1737 1,8016 1,4571 1,1748 0,9694 0,8344 0,7281 0,5786 0,3264 -0,0297 -0,4235 -0,7552 -0,9412 -0,9359 -0,7095 -0,2370 0,4611 1,2739 2,0272 2,5632 2,7978 2,7330 2,4561 2,1168 1,8658 1,7898 1,8842 2,0691 2,2430 2,3385 2,3351 2,2378 2,0589 1,8106 1,5180 1,2487 1,1002 1,1348 1,3521 1,7210 2,1897 2,6669 3,0358 3,2099 3,1840 3,0318 2,8497 2,7053 2,6328 2,6490 2,7495 2,8941 3,0175 3,0671 3,0240 2,8961 2,7012 2,4460 2,1254 1,7529 1,3794 1,0730 0,8804 0,8013 0,7931 0,7937 0,7487 0,6231 0,3977 0,0772 -0,3033 -0,6917 -1,0342 -1,2873 -1,4185 -1,4147 -1,3139 -1,2007 -1,1344 -1,1064 -1,0720 -0,9956 -0,8720 -0,7301 -0,6219 -0,5909 -0,6350 -0,7119 -0,7892 -0,8711 -0,9818 -1,1409 -1,3509 -1,5918 -1,8336 -2,0591 -2,2665 -2,4373 -2,5104 -2,4006 -2,0369 -1,3899 -0,4891 0,5714 1,6492 2,5781 3,1958 3,3857 3,1148 2,4380 1,4713 0,3579 -0,7496 -1,6976 -2,3481 -2,6052 -2,4479 -1,9504 -1,2563 -0,5175 0,1602 0,7325 1,1983 1,5724 1,8611 2,0352 2,0124 1,6859 1,0057 0,0340 -1,0815 -2,1819 -3,1559 -3,9485 -4,5322 -4,8792 -4,9622 -4,7814 -4,3794 -3,8251 -3,1945 -2,5741 -2,0525 -1,6860 -1,4883 -1,4630 -1,6320 -2,0192 -2,6052 -3,2902 -3,9074 -4,2856 -4,3268 -4,0414 -3,5265 -2,9100 -2,2920 -1,7006 -1,1001 -0,4698 0,1262 0,5562 0,6988 0,5072 0,0282 -0,6269 -1,3293 -1,9573 -2,3968 -2,5516 -2,3825 -1,9395 -1,3289 -0,6463 0,0320 0,6080 0,9627 0,9980 0,6682 -0,0054 -0,9298 -1,9557 -2,9076 -3,6235 -4,0007 -4,0160 -3,7061 -3,1439 -2,4244 -1,6531 -0,9382 -0,3766 -0,0157 0,1709 0,2522 0,2896 0,3159 0,3417 0,3743 0,4385 0,5732 0,7988 1,0865 1,3560 1,5084 1,4742 1,2468 0,8843 0,4743 0,0890 -0,2277 -0,4455 -0,5284 -0,4247 -0,0846 0,4958 1,2434 2,0226 2,6886 3,1476 3,3918 3,4847 3,5074 3,5091 3,4861 3,3980 3,2059 2,9112 2,5656 2,2395 1,9901 1,8605 1,8830 2,0629 2,3612 2,7022 3,0124 3,2582 3,4443 3,5885 3,6999 3,7569 3,7095 3,5239 3,2140 2,8221 2,3936 1,9703 1,5799 1,2259 0,9053 0,6347 0,4663 0,4737 0,6964 1,0978 1,5926 2,1075 2,6125 3,1028 3,5590 3,9243 4,1186 4,0752 3,7694 3,2302 2,5442 1,8419 1,2428 0,7990 0,4946 0,3053 0,2590 0,4232 0,8228 1,3853 1,9779 2,4856 2,8542 3,0840 3,2074 3,2496 3,1863 2,9463 2,4738 1,7909 1,0058 0,2671 -0,2965 -0,6243 -0,7403 -0,7273 -0,6891 -0,7119 -0,8143 -0,9355 -0,9943 -0,9526 -0,8274 -0,6637 -0,5060 -0,3865 -0,3238 -0,3147 -0,3227 -0,2965 -0,2078 -0,0611 0,1255 0,3346 0,5580 0,8051 1,0890 1,3834 1,6030 1,6528 1,5106 1,2557 1,0171 0,9094 0,9994 1,2886 1,7279 2,2746 2,9233 3,6742 4,4968 5,3377 6,1497 6,9063 7,5856 8,1409 8,5151 8,7027 8,7660 8,7731 8,7377 8,6183 8,3563 7,9261 7,3635 6,7528 6,1873 5,7405 5,4588 5,3577 5,4181 5,5927 5,8204 6,0292 6,1393 6,0853 5,8329 5,3756 4,7422 4,0104 3,2736 2,5892 1,9886 1,5190 1,2359 1,1542 1,2242 1,3518 1,4309 1,3801 1,1917 0,9445 0,7412 0,6343 0,6130 0,6442 0,7246 0,8918 1,1832 1,5913 2,0546 2,4861 2,8155 3,0076 3,0417 2,8943 2,5523 2,0299 1,3656 0,6146 -0,1510 -0,8314 -1,3060 -1,4896 -1,4139 -1,2410 -1,1750 -1,3479 -1,7627 -2,3135 -2,8501 -3,2419 -3,4099 -3,3213 -2,9637 -2,3401 -1,4991 -0,5584 0,3253 1,0205 1,4602 1,6525 1,6754
