Fp1   0,8706 0,5005 0,0427 -0,4511 -0,9251 -1,3417 -1,6904 -1,9821 -2,2380 -2,4714 -2,6687 -2,7865 -2,7756 -2,6156 -2,3249 -1,9383 -1,4861 -0,9992 -0,5148 -0,0605 0,3596 0,7574 1,1435 1,5176 1,8673 2,1761 2,4354 2,6434 2,7963 2,8917 2,9348 2,9320 2,8824 2,7844 2,6489 2,4935 2,3230 2,1182 1,8442 1,4658 0,9598 0,3293 -0,3831 -1,1018 -1,7448 -2,2495 -2,5886 -2,7715 -2,8269 -2,7821 -2,6590 -2,4770 -2,2464 -1,9638 -1,6214 -1,2222 -0,7837 -0,3327 0,1009 0,4941 0,8388 1,1414 1,4152 1,6665 1,8808 2,0282 2,0892 2,0664 1,9715 1,8179 1,6251 1,4136 1,1963 0,9795 0,7689 0,5719 0,3997 0,2694 0,2078 0,2512 0,4344 0,7667 1,2019 1,6379 1,9662 2,1288 2,1352 2,0413 1,9141 1,8071 1,7488 1,7367 1,7461 1,7512 1,7399 1,7123 1,6791 1,6589 1,6677 1,7060 1,7561 1,7976 1,8197 1,8171 1,7827 1,7127 1,6102 1,4777 1,3152 1,1244 0,9071 0,6574 0,3634 0,0199 -0,3628 -0,7670 -1,1772 -1,5794 -1,9522 -2,2676 -2,5028 -2,6506 -2,7132 -2,6907 -2,5783 -2,3685 -2,0511 -1,6127 -1,0430 -0,3520 0,4235 1,2404 2,0717 2,8997 3,7006 4,4482 5,1235 5,7159 6,2215 6,6420 6,9828 7,2576 7,4881 7,6956 7,8926 8,0797 8,2421 8,3528 8,3886 8,3483 8,2552 8,1381 8,0119 7,8802 7,7534 7,6532 7,5956 7,5767 7,5761 7,5714 7,5519 7,5221 7,4950 7,4833 7,4923 7,5101 7,5059 7,4426 7,2972 7,0734 6,7982 6,5116 6,2552 6,0512 5,8859 5,7249 5,5443 5,3434 5,1347 4,9304 4,7365 4,5538 4,3810 4,2169 4,0607 3,9079 3,7522 3,5910 3,4301 3,2841 3,1733 3,1124 3,0994 3,1207 3,1660 3,2374 3,3488 3,5183 3,7530 4,0414 4,3580 4,6715 4,9468 5,1460 5,2430 5,2463 5,1991 5,1527 5,1402 5,1710 5,2353 5,3089 5,3603 5,3646 5,3125 5,2069 5,0560 4,8773 4,6999 4,5531 4,4513 4,3895 4,3469 4,2909 4,1906 4,0379 3,8562 3,6814 3,5356 3,4186 3,3210 3,2389 3,1784 3,1491 3,1547 3,1905 3,2452 3,3053 3,3568 3,3864 3,3866 3,3649 3,3420 3,3327 3,3335 3,3329 3,3245 3,3035 3,2596 3,1781 3,0421 2,8386 2,5687 2,2505 1,9130 1,5854 1,2859 1,0126 0,7516 0,4936 0,2402 -0,0018 -0,2227 -0,4054 -0,5208 -0,5372 -0,4407 -0,2490 -0,0023 0,2575 0,5041 0,7334 0,9545 1,1745 1,3983 1,6369 1,9040 2,2004 2,5028 2,7757 2,9965 3,1647 3,2927 3,3937 3,4695 3,5123 3,5193 3,4989 3,4649 3,4256 3,3797 3,3222 3,2526 3,1721 3,0784 2,9715 2,8548 2,7316 2,6080 2,5003 2,4359 2,4387 2,5032 2,5859 2,6285 2,5915 2,4693 2,2852 2,0801 1,9006 1,7825 1,7369 1,7500 1,7963 1,8557 1,9228 1,9992 2,0854 2,1851 2,3090 2,4712 2,6854 2,9562 3,2665 3,5780 3,8530 4,0786 4,2654 4,4269 4,5689 4,6938 4,7974 4,8595 4,8544 4,7745 4,6375 4,4741 4,3168 4,1933 4,1143 4,0662 4,0229 3,9607 3,8598 3,7017 3,4777 3,2016 2,9046 2,6197 2,3701 2,1665 2,0080 1,8852 1,7830 1,6903 1,6146 1,5868 1,6439 1,8038 2,0480 2,3287 2,5948 2,8219 3,0239 3,2356 3,4796 3,7449 3,9940 4,1860 4,2913 4,2963 4,2079 4,0511 3,8559 3,6409 3,4134 3,1791 2,9473 2,7250 2,5091 2,2867 2,0448 1,7782 1,4895 1,1952 0,9292 0,7288 0,6198 0,6102 0,6911 0,8450 1,0587 1,3265 1,6384 1,9707 2,2859 2,5415 2,7090 2,7919 2,8202 2,8260 2,8279 2,8311 2,8310 2,8177 2,7832 2,7231 2,6318 2,5023 2,3380 2,1650 2,0347 2,0060 2,1092 2,3288 2,6232 2,9542 3,3027 3,6645 4,0381 4,4147 4,7794 5,1133 5,3952 5,6080 5,7472 5,8184 5,8254 5,7661 5,6413 5,4581 5,2231 4,9358 4,5899 4,1799 3,7131 3,2152 2,7272 2,2978 1,9735 1,7863 1,7421 1,8186 1,9743 2,1637 2,3541 2,5355 2,7168 2,9135 3,1329 3,3667 3,5942 3,7966 3,9679 4,1102 4,2218 4,2999 4,3507 4,3854 4,4057 4,4008 4,3549 4,2506 4,0689 3,8001 3,4577 3,0736 2,6777 2,2829 1,8879 1,4875 1,0748 0,6353 0,1528 -0,3737 -0,9220 -1,4568 -1,9484 -2,3828 -2,7606 -3,0945 -3,4084 -3,7282 -4,0677 -4,4260 -4,7904 -5,1312 -5,3977 -5,5349 -5,5093 -5,3196 -4,9917 -4,5680 -4,0940 -3,6038 -3,1105 -2,6090 -2,0831 -1,5105 -0,8709 -0,1553 0,6278 1,4514 2,2732 3,0470 3,7386 4,3290 4,8024 5,1416 5,3361 5,3896 5,3183 5,1444 4,8929 4,5906 4,2644 3,9421 3,6578 3,4534 3,3714 3,4423 3,6692 4,0272 4,4800 4,9987 5,5668 6,1695 6,7778 7,3419 7,8036 8,1210 8,2836 8,3088 8,2287 8,0779 7,8895 7,6934 7,5092 7,3451 7,1979 7,0462 6,8473 6,5567 6,1563 5,6621 5,1105 4,5431 3,9970 3,5011 3,0789 2,7469 2,5079 2,3537 2,2746 2,2607 2,2933 2,3482 2,4084 2,4690 2,5285 2,5817 2,6255 2,6659 2,7103 2,7531 2,7779 2,7728 2,7378 2,6804 2,6064 2,5092 2,3659 2,1479 1,8369 1,4368 0,9766 0,5023 0,0604 -0,3138 -0,5990 -0,7918 -0,9066 -0,9696 -1,0027 -1,0105 -0,9831 -0,9151 -0,8241 -0,7546 -0,7631 -0,8887 -1,1270 -1,4356 -1,7705 -2,1162 -2,4736 -2,8282 -3,1408 -3,3666 -3,4790
Fz    1,1509 0,6037 -0,0944 -0,8639 -1,6230 -2,3032 -2,8600 -3,2797 -3,5767 -3,7818 -3,9229 -4,0052 -4,0073 -3,8956 -3,6506 -3,2824 -2,8291 -2,3428 -1,8677 -1,4203 -0,9822 -0,5119 0,0313 0,6651 1,3757 2,1256 2,8674 3,5489 4,1185 4,5413 4,8104 4,9396 4,9475 4,8517 4,6698 4,4175 4,1013 3,7118 3,2243 2,6102 1,8570 0,9902 0,0777 -0,7917 -1,5385 -2,1118 -2,4961 -2,7079 -2,7748 -2,7157 -2,5399 -2,2625 -1,9113 -1,5202 -1,1251 -0,7604 -0,4485 -0,1903 0,0345 0,2548 0,4985 0,7915 1,1596 1,6203 2,1634 2,7447 3,3043 3,7899 4,1609 4,3878 4,4585 4,3814 4,1811 3,8956 3,5719 3,2545 2,9718 2,7288 2,5153 2,3255 2,1728 2,0838 2,0760 2,1425 2,2618 2,4165 2,5988 2,8048 3,0244 3,2404 3,4316 3,5728 3,6377 3,6116 3,4992 3,3251 3,1283 2,9499 2,8187 2,7446 2,7217 2,7334 2,7566 2,7653 2,7370 2,6604 2,5354 2,3631 2,1422 1,8725 1,5537 1,1805 0,7474 0,2564 -0,2855 -0,8709 -1,4933 -2,1456 -2,8156 -3,4794 -4,0984 -4,6263 -5,0191 -5,2416 -5,2727 -5,1104 -4,7688 -4,2697 -3,6415 -2,9226 -2,1585 -1,3904 -0,6453 0,0580 0,7019 1,2741 1,7753 2,2196 2,6282 3,0204 3,4068 3,7881 4,1579 4,5088 4,8416 5,1647 5,4819 5,7828 6,0495 6,2694 6,4395 6,5616 6,6361 6,6665 6,6688 6,6687 6,6864 6,7227 6,7618 6,7864 6,7893 6,7729 6,7434 6,7108 6,6895 6,6910 6,7177 6,7656 6,8303 6,9110 7,0084 7,1242 7,2588 7,4061 7,5510 7,6753 7,7606 7,7829 7,7077 7,4983 7,1320 6,6142 5,9808 5,2910 4,6143 4,0127 3,5270 3,1741 2,9569 2,8700 2,8959 2,9995 3,1305 3,2392 3,2939 3,2917 3,2530 3,2073 3,1800 3,1865 3,2288 3,2935 3,3550 3,3859 3,3720 3,3236 3,2713 3,2478 3,2731 3,3505 3,4627 3,5749 3,6497 3,6655 3,6228 3,5384 3,4381 3,3567 3,3333 3,3982 3,5577 3,7844 4,0210 4,1974 4,2571 4,1818 3,9941 3,7353 3,4430 3,1474 2,8760 2,6516 2,4850 2,3764 2,3233 2,3260 2,3846 2,4897 2,6181 2,7418 2,8403 2,9040 2,9301 2,9161 2,8576 2,7553 2,6195 2,4662 2,3146 2,1873 2,1036 2,0703 2,0780 2,1001 2,0982 2,0354 1,8910 1,6676 1,3879 1,0855 0,7950 0,5462 0,3627 0,2621 0,2575 0,3599 0,5723 0,8816 1,2599 1,6737 2,0909 2,4838 2,8304 3,1166 3,3394 3,5087 3,6419 3,7540 3,8479 3,9192 3,9692 4,0109 4,0634 4,1409 4,2424 4,3512 4,4447 4,4995 4,4916 4,3995 4,2108 3,9270 3,5658 3,1549 2,7244 2,3056 1,9270 1,6101 1,3764 1,2573 1,2920 1,5096 1,9074 2,4410 3,0383 3,6238 4,1308 4,5032 4,6976 4,6887 4,4753 4,0829 3,5630 2,9861 2,4285 1,9621 1,6419 1,5004 1,5504 1,7871 2,1853 2,7001 3,2708 3,8260 4,2971 4,6374 4,8335 4,8962 4,8445 4,7015 4,4936 4,2438 3,9659 3,6728 3,3871 3,1408 2,9659 2,8841 2,8979 2,9851 3,1061 3,2207 3,3020 3,3394 3,3385 3,3199 3,3158 3,3582 3,4661 3,6409 3,8674 4,1180 4,3580 4,5530 4,6765 4,7230 4,7155 4,6929 4,6864 4,7065 4,7431 4,7754 4,7879 4,7876 4,8058 4,8780 5,0201 5,2245 5,4685 5,7192 5,9345 6,0694 6,0887 5,9734 5,7199 5,3403 4,8673 4,3529 3,8550 3,4205 3,0706 2,8005 2,5900 2,4115 2,2382 2,0547 1,8621 1,6734 1,5047 1,3704 1,2877 1,2802 1,3707 1,5687 1,8667 2,2412 2,6559 3,0731 3,4657 3,8141 4,0953 4,2838 4,3629 4,3289 4,1918 3,9766 3,7211 3,4662 3,2455 3,0838 3,0018 3,0195 3,1536 3,4099 3,7793 4,2451 4,7913 5,4026 6,0597 6,7313 7,3701 7,9182 8,3234 8,5560 8,6186 8,5436 8,3731 8,1332 7,8259 7,4427 6,9815 6,4556 5,8932 5,3275 4,7808 4,2571 3,7469 3,2434 2,7577 2,3211 1,9719 1,7373 1,6269 1,6336 1,7400 1,9306 2,1992 2,5399 2,9332 3,3443 3,7289 4,0440 4,2628 4,3839 4,4234 4,3980 4,3178 4,1910 4,0264 3,8332 3,6242 3,4187 3,2328 3,0707 2,9284 2,8054 2,7075 2,6429 2,6196 2,6430 2,7125 2,8127 2,9108 2,9678 2,9567 2,8688 2,7040 2,4570 2,1083 1,6315 1,0092 0,2451 -0,6313 -1,5652 -2,4866 -3,3273 -4,0311 -4,5579 -4,8867 -5,0154 -4,9556 -4,7286 -4,3622 -3,8795 -3,2877 -2,5812 -1,7555 -0,8191 0,2034 1,2724 2,3354 3,3328 4,2138 4,9521 5,5491 6,0279 6,4163 6,7268 6,9492 7,0658 7,0727 6,9877 6,8422 6,6710 6,5045 6,3640 6,2650 6,2211 6,2416 6,3299 6,4842 6,6937 6,9384 7,1986 7,4668 7,7507 8,0612 8,3943 8,7229 9,0095 9,2235 9,3511 9,3947 9,3696 9,2974 9,2001 9,0952 8,9907 8,8829 8,7586 8,5954 8,3651 8,0459 7,6342 7,1446 6,6028 6,0397 5,4819 4,9423 4,4212 3,9189 3,4436 3,0095 2,6336 2,3280 2,0887 1,8956 1,7260 1,5657 1,4117 1,2676 1,1406 1,0434 0,9880 0,9758 0,9963 1,0360 1,0852 1,1399 1,1985 1,2500 1,2660 1,2109 1,0628 0,8292 0,5460 0,2632 0,0280 -0,1283 -0,1930 -0,1695 -0,0723 0,0765 0,2541 0,4405 0,6191 0,7714 0,8728 0,8904 0,7880 0,5454 0,1808 -0,2475 -0,6698 -1,0350 -1,3171 -1,5038 -1,5931 -1,5995 -1,5521
F3    0,8643 0,3590 -0,1938 -0,7430 -1,2582 -1,7293 -2,1569 -2,5490 -2,9288 -3,3290 -3,7621 -4,1911 -4,5330 -4,6913 -4,5982 -4,2451 -3,6887 -3,0212 -2,3226 -1,6314 -0,9501 -0,2608 0,4624 1,2344 2,0389 2,8282 3,5431 4,1304 4,5488 4,7819 4,8535 4,8235 4,7596 4,7046 4,6594 4,5891 4,4385 4,1457 3,6588 2,9560 2,0541 1,0078 -0,0950 -1,1454 -2,0376 -2,6969 -3,0977 -3,2616 -3,2389 -3,0852 -2,8404 -2,5148 -2,0917 -1,5568 -0,9397 -0,3196 0,2143 0,6051 0,8430 0,9574 1,0070 1,0712 1,2363 1,5617 2,0489 2,6392 3,2407 3,7604 4,1259 4,2991 4,2834 4,1169 3,8536 3,5452 3,2277 2,9213 2,6405 2,3979 2,1957 2,0263 1,8876 1,7939 1,7651 1,8062 1,9044 2,0427 2,2105 2,4089 2,6457 2,9152 3,1807 3,3812 3,4598 3,3912 3,1916 2,9061 2,5890 2,2848 2,0199 1,8083 1,6573 1,5626 1,5060 1,4611 1,4044 1,3251 1,2288 1,1287 1,0313 0,9293 0,8025 0,6292 0,4010 0,1187 -0,2224 -0,6319 -1,1190 -1,7013 -2,4054 -3,2390 -4,1616 -5,0856 -5,8984 -6,4977 -6,8266 -6,8809 -6,6817 -6,2523 -5,6222 -4,8420 -3,9787 -3,0917 -2,2168 -1,3654 -0,5257 0,3261 1,2007 2,0818 2,9382 3,7438 4,4823 5,1375 5,6830 6,0882 6,3399 6,4524 6,4545 6,3755 6,2483 6,1146 6,0151 5,9722 5,9820 6,0213 6,0661 6,1123 6,1771 6,2754 6,4021 6,5367 6,6540 6,7308 6,7530 6,7250 6,6737 6,6393 6,6582 6,7461 6,8928 7,0714 7,2545 7,4257 7,5783 7,6987 7,7543 7,7023 7,5058 7,1422 6,6094 5,9282 5,1428 4,3180 3,5276 2,8417 2,3146 1,9772 1,8339 1,8689 2,0591 2,3751 2,7629 3,1384 3,4164 3,5472 3,5256 3,3764 3,1350 2,8407 2,5407 2,2915 2,1473 2,1394 2,2608 2,4704 2,7124 2,9392 3,1194 3,2317 3,2634 3,2151 3,1009 2,9424 2,7639 2,5890 2,4399 2,3410 2,3185 2,3925 2,5667 2,8300 3,1621 3,5285 3,8748 4,1337 4,2511 4,2161 4,0640 3,8430 3,5890 3,3338 3,1158 2,9677 2,9009 2,9077 2,9687 3,0571 3,1475 3,2249 3,2847 3,3331 3,3822 3,4339 3,4632 3,4239 3,2725 2,9931 2,6095 2,1795 1,7758 1,4607 1,2673 1,1964 1,2242 1,3058 1,3796 1,3833 1,2793 1,0713 0,8038 0,5379 0,3252 0,1981 0,1746 0,2607 0,4515 0,7322 1,0776 1,4515 1,8142 2,1356 2,4036 2,6186 2,7854 2,9101 3,0001 3,0659 3,1260 3,2083 3,3414 3,5370 3,7804 4,0373 4,2730 4,4596 4,5672 4,5692 4,4663 4,2921 4,0902 3,8851 3,6715 3,4281 3,1394 2,8044 2,4331 2,0422 1,6467 1,2579 0,8968 0,6047 0,4358 0,4385 0,6365 1,0176 1,5426 2,1603 2,8090 3,4121 3,8831 4,1427 4,1420 3,8827 3,4217 2,8586 2,3080 1,8664 1,5894 1,4898 1,5496 1,7370 2,0230 2,3877 2,8115 3,2677 3,7236 4,1433 4,4917 4,7435 4,8926 4,9564 4,9673 4,9522 4,9237 4,8939 4,8846 4,9145 4,9773 5,0328 5,0200 4,8898 4,6363 4,2987 3,9375 3,6155 3,3894 3,2953 3,3331 3,4707 3,6695 3,9027 4,1529 4,4004 4,6171 4,7715 4,8401 4,8187 4,7275 4,6035 4,4842 4,3984 4,3646 4,3870 4,4509 4,5341 4,6305 4,7517 4,9035 5,0714 5,2327 5,3721 5,4824 5,5550 5,5680 5,4791 5,2381 4,8175 4,2395 3,5814 2,9541 2,4641 2,1796 2,1141 2,2299 2,4519 2,6875 2,8510 2,8886 2,7959 2,6111 2,3933 2,2013 2,0789 2,0509 2,1295 2,3226 2,6293 3,0345 3,5139 4,0344 4,5410 4,9514 5,1803 5,1722 4,9170 4,4529 3,8647 3,2649 2,7546 2,3869 2,1644 2,0730 2,1176 2,3222 2,7077 3,2762 4,0083 4,8645 5,7918 6,7397 7,6636 8,5067 9,1884 9,6223 9,7545 9,5923 9,2043 8,6888 8,1313 7,5808 7,0527 6,5452 6,0564 5,5962 5,1795 4,8024 4,4319 4,0236 3,5507 3,0261 2,5005 2,0360 1,6817 1,4740 1,4366 1,5648 1,8256 2,1829 2,6117 3,0858 3,5618 3,9832 4,3026 4,5009 4,5882 4,5853 4,5034 4,3388 4,0876 3,7591 3,3725 2,9497 2,5189 2,1215 1,8099 1,6317 1,6091 1,7300 1,9587 2,2555 2,5921 2,9494 3,3001 3,5997 3,7989 3,8586 3,7562 3,4888 3,0718 2,5208 1,8332 0,9942 0,0057 -1,0892 -2,2072 -3,2487 -4,1293 -4,8033 -5,2694 -5,5519 -5,6751 -5,6434 -5,4376 -5,0221 -4,3636 -3,4537 -2,3243 -1,0433 0,3015 1,6145 2,8034 3,7940 4,5410 5,0360 5,3160 5,4550 5,5341 5,6068 5,6844 5,7474 5,7730 5,7587 5,7280 5,7146 5,7388 5,8000 5,8882 6,0026 6,1550 6,3542 6,5920 6,8442 7,0844 7,2955 7,4770 7,6502 7,8532 8,1231 8,4695 8,8634 9,2528 9,5916 9,8560 10,0391 10,1373 10,1418 10,0382 9,8093 9,4431 8,9471 8,3527 7,7046 7,0464 6,4153 5,8399 5,3353 4,9097 4,5740 4,3348 4,1750 4,0558 3,9479 3,8478 3,7606 3,6780 3,5747 3,4152 3,1661 2,8119 2,3671 1,8704 1,3692 0,9084 0,5255 0,2448 0,0722 -0,0009 0,0139 0,1105 0,2839 0,5192 0,7833 1,0268 1,1945 1,2464 1,1771 1,0170 0,8146 0,6155 0,4496 0,3316 0,2664 0,2606 0,3321 0,4996 0,7518 1,0300 1,2453 1,3183 1,2057 0,9033 0,4452 -0,0943 -0,6196 -1,0527 -1,3610 -1,5534 -1,6550 -1,6904 -1,6833 -1,6553
F7    2,0332 1,7188 1,2754 0,7489 0,1931 -0,3358 -0,7901 -1,1455 -1,4120 -1,6319 -1,8578 -2,1189 -2,3978 -2,6359 -2,7659 -2,7482 -2,5836 -2,2909 -1,8784 -1,3453 -0,7028 0,0133 0,7460 1,4291 2,0028 2,4308 2,7093 2,8584 2,9054 2,8773 2,8057 2,7227 2,6494 2,5897 2,5335 2,4591 2,3354 2,1245 1,7916 1,3210 0,7231 0,0298 -0,7079 -1,4275 -2,0676 -2,5835 -2,9551 -3,1800 -3,2614 -3,2038 -3,0134 -2,7072 -2,3271 -1,9422 -1,6306 -1,4464 -1,3855 -1,3846 -1,3576 -1,2394 -1,0121 -0,7003 -0,3366 0,0630 0,4857 0,9045 1,2937 1,6445 1,9484 2,1749 2,2788 2,2271 2,0167 1,6783 1,2691 0,8561 0,4951 0,2159 0,0221 -0,0942 -0,1494 -0,1740 -0,1978 -0,2205 -0,2061 -0,1091 0,0963 0,4078 0,8010 1,2337 1,6520 2,0034 2,2530 2,3897 2,4220 2,3696 2,2583 2,1130 1,9516 1,7858 1,6198 1,4463 1,2525 1,0276 0,7633 0,4624 0,1461 -0,1576 -0,4245 -0,6285 -0,7411 -0,7469 -0,6609 -0,5359 -0,4520 -0,4877 -0,6891 -1,0537 -1,5308 -2,0369 -2,4764 -2,7643 -2,8497 -2,7243 -2,4154 -1,9791 -1,4915 -1,0245 -0,6140 -0,2479 0,1228 0,5600 1,1097 1,7824 2,5549 3,3885 4,2412 5,0728 5,8515 6,5592 7,1885 7,7336 8,1782 8,4952 8,6639 8,6870 8,5872 8,3951 8,1511 7,9091 7,7220 7,6184 7,5962 7,6338 7,7048 7,7844 7,8492 7,8779 7,8602 7,8068 7,7405 7,6735 7,6021 7,5199 7,4250 7,3164 7,1922 7,0529 6,9047 6,7556 6,6088 6,4613 6,3147 6,1858 6,1007 6,0743 6,0918 6,1087 6,0720 5,9431 5,7103 5,3902 5,0223 4,6610 4,3596 4,1501 4,0341 3,9937 4,0092 4,0662 4,1512 4,2467 4,3300 4,3759 4,3669 4,3054 4,2131 4,1172 4,0377 3,9829 3,9520 3,9417 3,9511 3,9811 4,0291 4,0874 4,1464 4,2010 4,2529 4,3030 4,3417 4,3480 4,3016 4,1941 4,0350 3,8539 3,6957 3,6067 3,6192 3,7441 3,9695 4,2558 4,5374 4,7445 4,8257 4,7592 4,5553 4,2516 3,9019 3,5628 3,2819 3,0860 2,9777 2,9419 2,9576 3,0119 3,1107 3,2696 3,4867 3,7284 3,9404 4,0719 4,0977 4,0257 3,8803 3,6817 3,4389 3,1602 2,8694 2,6065 2,4064 2,2803 2,2160 2,1801 2,1213 1,9876 1,7551 1,4447 1,1093 0,8042 0,5624 0,3894 0,2745 0,2057 0,1779 0,1939 0,2624 0,3957 0,6070 0,8972 1,2423 1,6000 1,9333 2,2243 2,4715 2,6886 2,9003 3,1261 3,3602 3,5703 3,7212 3,7979 3,8153 3,8127 3,8324 3,8954 3,9939 4,1083 4,2311 4,3660 4,5071 4,6278 4,6898 4,6561 4,5061 4,2438 3,8922 3,4787 3,0325 2,5929 2,2123 1,9445 1,8208 1,8362 1,9580 2,1453 2,3552 2,5392 2,6440 2,6188 2,4295 2,0797 1,6236 1,1526 0,7655 0,5404 0,5164 0,6949 1,0586 1,5818 2,2296 2,9589 3,7232 4,4744 5,1631 5,7411 6,1702 6,4321 6,5362 6,5224 6,4500 6,3738 6,3293 6,3326 6,3847 6,4765 6,5915 6,7038 6,7779 6,7767 6,6729 6,4540 6,1192 5,6729 5,1281 4,5118 3,8628 3,2273 2,6590 2,2187 1,9572 1,8927 1,9990 2,2123 2,4583 2,6860 2,8809 3,0435 3,1642 3,2237 3,2135 3,1556 3,1022 3,1107 3,2154 3,4163 3,6875 3,9931 4,3008 4,5854 4,8231 4,9913 5,0764 5,0777 5,0034 4,8663 4,6810 4,4616 4,2222 3,9726 3,7135 3,4418 3,1583 2,8642 2,5573 2,2393 1,9267 1,6494 1,4356 1,2996 1,2478 1,2878 1,4265 1,6637 1,9890 2,3795 2,7978 3,1953 3,5235 3,7398 3,8079 3,7053 3,4341 3,0231 2,5246 2,0116 1,5685 1,2740 1,1844 1,3253 1,6883 2,2359 2,9112 3,6487 4,3822 5,0572 5,6482 6,1637 6,6351 7,0946 7,5478 7,9598 8,2709 8,4320 8,4324 8,3041 8,0956 7,8355 7,5136 7,1007 6,5945 6,0443 5,5324 5,1280 4,8546 4,6823 4,5441 4,3697 4,1190 3,7920 3,4172 3,0363 2,6907 2,4135 2,2280 2,1555 2,2188 2,4343 2,7988 3,2849 3,8474 4,4326 4,9860 5,4637 5,8419 6,1153 6,2865 6,3572 6,3243 6,1854 5,9532 5,6612 5,3473 5,0367 4,7369 4,4399 4,1255 3,7723 3,3730 2,9403 2,4973 2,0631 1,6507 1,2707 0,9269 0,6080 0,2911 -0,0445 -0,4131 -0,8251 -1,2872 -1,7974 -2,3421 -2,8943 -3,4198 -3,8863 -4,2662 -4,5367 -4,6819 -4,6930 -4,5620 -4,2835 -3,8663 -3,3363 -2,7225 -2,0439 -1,3107 -0,5315 0,2792 1,0952 1,8773 2,5814 3,1726 3,6352 3,9705 4,1951 4,3367 4,4222 4,4643 4,4658 4,4355 4,3939 4,3614 4,3540 4,3887 4,4823 4,6478 4,8969 5,2387 5,6737 6,1860 6,7373 7,2743 7,7511 8,1483 8,4739 8,7502 8,9983 9,2321 9,4615 9,6932 9,9264 10,1495 10,3410 10,4708 10,4993 10,3815 10,0846 9,6091 8,9962 8,3120 7,6200 6,9633 6,3646 5,8327 5,3666 4,9612 4,6124 4,3192 4,0869 3,9288 3,8624 3,9039 4,0610 4,3154 4,6044 4,8341 4,9236 4,8431 4,6201 4,3209 4,0230 3,7867 3,6328 3,5393 3,4705 3,4088 3,3596 3,3342 3,3350 3,3476 3,3382 3,2618 3,0816 2,7839 2,3829 1,9190 1,4432 0,9976 0,6048 0,2794 0,0447 -0,0677 -0,0373 0,1242 0,3696 0,6293 0,8277 0,8934 0,7732 0,4546 -0,0220 -0,5747 -1,1106 -1,5566 -1,8737 -2,0480 -2,0821 -1,9998 -1,8481
