Fp1   -3,9677 -4,7231 -5,3224 -5,6308 -5,5530 -5,0899 -4,3192 -3,3400 -2,2650 -1,2244 -0,3256 0,3919 0,9529 1,4066 1,7940 2,1348 2,4080 2,5333 2,4134 2,0499 1,6001 1,2882 1,2797 1,6354 2,3209 3,2091 4,0850 4,6982 4,8482 4,4568 3,6087 2,5201 1,4386 0,5577 -0,0169 -0,2678 -0,2476 -0,0647 0,1407 0,2514 0,2194 0,0618 -0,1747 -0,4516 -0,7630 -1,1291 -1,5676 -2,0750 -2,6220 -3,1638 -3,6670 -4,1200 -4,5084 -4,8044 -4,9885 -5,0569 -5,0006 -4,7970 -4,4189 -3,8451 -3,0846 -2,2164 -1,3890 -0,7608 -0,4260 -0,3598 -0,4161 -0,4016 -0,1824 0,2475 0,7830 1,2963 1,7154 2,0182 2,1967 2,2687 2,2860 2,2847 2,2385 2,0703 1,7029 1,1099 0,3268 -0,5783 -1,5370 -2,4901 -3,3836 -4,1722 -4,8250 -5,3203 -5,6417 -5,7790 -5,7360 -5,5498 -5,3082 -5,1385 -5,1660 -5,4606 -6,0045 -6,6910 -7,3670 -7,9227 -8,3506 -8,7077 -9,0420 -9,3532 -9,5979 -9,7371 -9,7851 -9,7922 -9,7833 -9,7334 -9,6019 -9,3794 -9,0891 -8,7431 -8,3129 -7,7505 -7,0186 -6,0981 -5,0000 -3,7868 -2,5545 -1,3895 -0,3502 0,5339 1,2678 1,8831 2,4137 2,8869 3,3490 3,8787 4,5380 5,3089 6,0963 6,7756 7,2339 7,3946 7,2264 6,7407 5,9874 5,0319 3,9307 2,7577 1,6553 0,8228 0,4269 0,5054 0,9429 1,5403 2,1229 2,5980 2,9258 3,0810 3,0644 2,9129 2,6838 2,4419 2,2432 2,1171 2,0659 2,0711 2,1037 2,1458 2,2097 2,3436 2,6154 3,0590 3,6263 4,2030 4,6628 4,9220 4,9851 4,9503 4,9458 5,0506 5,2710 5,5684 5,8917 6,1917 6,4395 6,6489 6,8690 7,1618 7,5926 8,2066 8,9797 9,8082 10,5586 11,1187 11,4139 11,4172 11,1645 10,7520 10,2901 9,8446 9,4190 8,9835 8,5043 7,9613 7,3605 6,7331 6,1211 5,5663 5,0996 4,7281 4,4218 4,1220 3,7636 3,3046 2,7623 2,2165 1,7460 1,3548 0,9748 0,5558 0,1430 -0,1493 -0,2310 -0,0970 0,1858 0,5363 0,8945 1,2093 1,4311 1,5205 1,4439 1,1712 0,6987 0,0727 -0,5906 -1,1071 -1,2947 -1,0771 -0,5256 0,1808 0,8352 1,2748 1,4129 1,2303 0,7690 0,1357 -0,5313 -1,1272 -1,6085 -1,9666 -2,2065 -2,3532 -2,4469 -2,5196 -2,5911 -2,6788 -2,7916 -2,9352 -3,1323 -3,4285 -3,8650 -4,4222 -4,9899 -5,4207 -5,6185 -5,5656 -5,2694 -4,7273 -3,9755 -3,1400 -2,3790 -1,7654 -1,2584 -0,7940 -0,3857 -0,1207 -0,0632 -0,1868 -0,4003 -0,5992 -0,7008 -0,6790 -0,5593 -0,3652 -0,1021 0,1988 0,4528 0,5770 0,5776 0,5572 0,6269 0,8139 1,0468 1,2078 1,1905 0,9469 0,5281 0,0859 -0,2008 -0,2364 -0,0494 0,2758 0,6718 1,0677 1,3407 1,3568 1,0579 0,5004 -0,1708 -0,7714 -1,1249 -1,1164 -0,7435 -0,1304 0,5180 1,0155 1,2991 1,4705 1,7341 2,2705 3,1420 4,2806 5,5204 6,6551 7,5084 7,9921 8,1319 8,0346 7,8086 7,5169 7,1971 6,8814 6,5790 6,2632 5,8925 5,4485 4,9643 4,5269 4,2583 4,2876 4,6996 5,4730 6,4714 7,4979 8,3671 8,9583 9,2407 9,2681 9,1440 8,9808 8,8748 8,8730 8,9366 8,9662 8,8996 8,7723 8,6729 8,6624 8,7383 8,8339 8,8526 8,7474 8,5696 8,4139 8,3275 8,2891 8,2487 8,1676 8,0519 7,9680 8,0190 8,2836 8,7535 9,3276 9,8654 10,2382 10,3568 10,2119 9,9158 9,6689 9,6459 9,9114 10,4246 11,0723 11,6878 12,1018 12,2273 12,0925 11,7762 11,3173 10,7006 9,9139 9,0014 8,0621 7,1877 6,4082 5,7208 5,1590 4,8073 4,7548 5,0333 5,5883 6,2974 7,0131 7,6033 7,9832 8,1267 8,0394 7,7254 7,2071 6,5691 5,9392 5,4140 5,0143 4,7075 4,4639 4,2800 4,1691 4,1606 4,2879 4,5416 4,8394 5,0532 5,0784 4,9054 4,6231 4,3446 4,1422 4,0559 4,1278 4,3938 4,8210 5,2619 5,5051 5,3958 4,9199 4,1895 3,3747 2,6420 2,0953 1,7268 1,4434 1,1528 0,8195 0,4707 0,1880 0,0868 0,2526 0,6696 1,2279 1,8096 2,3299 2,6960 2,8027 2,5993 2,1342 1,5513 1,0589 0,8671 1,1080 1,7766 2,7163 3,6710 4,4036 4,8113 4,9462 4,9343 4,8673 4,7519 4,5492 4,2532 3,9209 3,6178 3,3362 3,0008 2,5686 2,0979 1,7299 1,6210 1,8532 2,3738 3,0164 3,5793 3,8957 3,8783 3,5304 2,9275 2,2016 1,5225 1,0216 0,7019 0,4493 0,1515 -0,2102 -0,5832 -0,9004 -1,0796 -1,0177 -0,6391 0,0441 0,9235 1,8330 2,5871 3,0018 2,9411 2,4078 1,5940 0,8141 0,3557 0,3450 0,7149 1,3069 2,0114 2,7955 3,6111 4,3265 4,7640 4,7974 4,4267 3,7672 2,9602 2,1038 1,2446 0,4067 -0,3690 -1,0021 -1,3966 -1,4858 -1,2537 -0,7457 -0,0595 0,7023 1,4622 2,1669 2,7938 3,3515 3,8567 4,3164 4,7283 5,0882 5,4061 5,7108 6,0257 6,3376 6,5905 6,7075 6,6248 6,3209 5,8251 5,2035 4,5401 3,9164 3,3886 2,9802 2,6980 2,5507 2,5407 2,6467 2,8344 3,0757 3,3320 3,5321 3,5803 3,3889 2,9085 2,1469 1,1717 0,0899 -0,9869 -1,9628 -2,7559 -3,2990 -3,5559 -3,5501 -3,3789 -3,1688 -3,0027 -2,8971 -2,8427 -2,8542 -2,9751 -3,2314 -3,5853 -3,9492 -4,2434 -4,4381 -4,5507 -4,6076 -4,6079 -4,5256 -4,3350 -4,0122 -3,5137 -2,7950 -1,8762 -0,8941 -0,0733 0,3881 0,4269 0,1299 -0,3493 -0,8969 -1,4711 -2,0544
Fz    -2,3728 -2,5893 -2,7946 -2,9538 -3,0097 -2,9188 -2,6679 -2,2636 -1,7398 -1,1612 -0,5902 -0,0520 0,4648 0,9765 1,4715 1,9038 2,2119 2,3361 2,2475 1,9972 1,7223 1,5753 1,6483 1,9470 2,4020 2,8915 3,2759 3,4427 3,3352 2,9508 2,3327 1,5630 0,7492 0,0110 -0,5423 -0,8457 -0,9066 -0,8084 -0,6734 -0,5985 -0,6144 -0,6981 -0,8100 -0,9284 -1,0682 -1,2677 -1,5555 -1,9281 -2,3460 -2,7509 -3,0998 -3,3808 -3,5907 -3,7068 -3,6961 -3,5409 -3,2472 -2,8341 -2,3240 -1,7417 -1,1276 -0,5517 -0,0991 0,1753 0,2735 0,2529 0,2139 0,2642 0,4620 0,7860 1,1561 1,4821 1,7106 1,8268 1,8254 1,7138 1,5297 1,3174 1,0840 0,7973 0,4199 -0,0613 -0,6280 -1,2441 -1,8720 -2,4809 -3,0426 -3,5236 -3,8843 -4,0905 -4,1328 -4,0425 -3,8972 -3,8011 -3,8381 -4,0319 -4,3533 -4,7628 -5,2306 -5,7144 -6,1501 -6,4951 -6,7709 -7,0302 -7,2928 -7,5288 -7,6975 -7,7873 -7,8164 -7,8039 -7,7489 -7,6313 -7,4282 -7,1342 -6,7574 -6,2889 -5,6965 -4,9637 -4,1194 -3,2168 -2,3013 -1,3988 -0,5119 0,3705 1,2486 2,0924 2,8379 3,4142 3,7921 4,0133 4,1679 4,3458 4,5964 4,9178 5,2711 5,6050 5,8819 6,0896 6,2304 6,3004 6,2827 6,1454 5,8445 5,3598 4,7453 4,1294 3,6488 3,3764 3,3031 3,3715 3,5184 3,6946 3,8656 4,0163 4,1574 4,3113 4,4863 4,6683 4,8298 4,9476 5,0190 5,0665 5,1279 5,2374 5,4065 5,6264 5,8876 6,1846 6,4946 6,7666 6,9453 7,0007 6,9462 6,8471 6,8021 6,8891 7,1226 7,4545 7,8027 8,0952 8,3125 8,4919 8,6879 8,9415 9,2797 9,7096 10,1950 10,6582 11,0211 11,2411 11,3120 11,2446 11,0520 10,7586 10,4154 10,0867 9,8155 9,6056 9,4288 9,2435 9,0197 8,7562 8,4761 8,2020 7,9368 7,6631 7,3553 6,9924 6,5700 6,1039 5,6294 5,1838 4,7685 4,3370 3,8365 3,2722 2,7360 2,3659 2,2657 2,4438 2,8147 3,2555 3,6613 3,9599 4,1106 4,1111 3,9924 3,7929 3,5375 3,2349 2,8965 2,5661 2,3194 2,2245 2,3001 2,4999 2,7286 2,8742 2,8429 2,5896 2,1361 1,5655 0,9790 0,4468 -0,0043 -0,3665 -0,6361 -0,8220 -0,9461 -1,0292 -1,0858 -1,1290 -1,1705 -1,2258 -1,3267 -1,5153 -1,8102 -2,1798 -2,5579 -2,8866 -3,1370 -3,2904 -3,3108 -3,1489 -2,7883 -2,2925 -1,7802 -1,3464 -1,0249 -0,8255 -0,7667 -0,8563 -1,0559 -1,2803 -1,4328 -1,4410 -1,2744 -0,9526 -0,5288 -0,0556 0,4281 0,8801 1,2393 1,4424 1,4625 1,3264 1,0968 0,8491 0,6491 0,5171 0,4122 0,2770 0,1045 -0,0489 -0,1103 -0,0459 0,1245 0,3637 0,6525 0,9678 1,2502 1,4274 1,4579 1,3409 1,1059 0,8055 0,5062 0,2662 0,1136 0,0414 0,0258 0,0587 0,1781 0,4658 0,9969 1,7771 2,7252 3,7143 4,6257 5,3774 5,9250 6,2583 6,4075 6,4260 6,3437 6,1583 5,8819 5,5652 5,2574 4,9639 4,6623 4,3474 4,0532 3,8443 3,7910 3,9393 4,2812 4,7510 5,2554 5,7078 6,0449 6,2385 6,3072 6,3139 6,3380 6,4412 6,6473 6,9282 7,2015 7,3767 7,4272 7,4072 7,3932 7,4262 7,4994 7,5673 7,5627 7,4366 7,1920 6,8662 6,4960 6,1173 5,7768 5,5240 5,3963 5,4198 5,6112 5,9667 6,4425 6,9568 7,4154 7,7342 7,8586 7,8016 7,6679 7,6075 7,7211 8,0170 8,4386 8,8957 9,2709 9,4519 9,3938 9,1414 8,7683 8,3048 7,7476 7,1186 6,4836 5,9182 5,4660 5,1216 4,8548 4,6507 4,5199 4,4766 4,5117 4,5885 4,6655 4,7174 4,7282 4,6813 4,5630 4,3611 4,0599 3,6606 3,2159 2,8160 2,5258 2,3414 2,2150 2,1125 2,0366 2,0118 2,0678 2,2236 2,4653 2,7335 2,9367 2,9874 2,8548 2,5901 2,2887 2,0414 1,9217 1,9815 2,2248 2,5891 2,9600 3,2109 3,2450 3,0246 2,5790 1,9966 1,4070 0,9321 0,6239 0,4477 0,3225 0,1791 -0,0005 -0,1789 -0,2892 -0,2788 -0,1522 0,0202 0,1515 0,1924 0,1306 -0,0317 -0,2786 -0,5685 -0,8255 -0,9510 -0,8629 -0,5289 0,0280 0,7354 1,4808 2,1398 2,6199 2,8907 2,9832 2,9590 2,8708 2,7433 2,5902 2,4368 2,3023 2,1572 1,9297 1,5757 1,1271 0,6727 0,3159 0,1382 0,1652 0,3551 0,6222 0,8713 1,0167 0,9849 0,7323 0,2884 -0,2304 -0,6873 -1,0220 -1,2705 -1,4954 -1,7166 -1,9111 -2,0468 -2,0957 -2,0321 -1,8409 -1,5254 -1,0994 -0,5811 -0,0123 0,5219 0,9201 1,1220 1,1431 1,0631 0,9809 0,9593 1,0068 1,1138 1,2928 1,5599 1,8799 2,1570 2,2988 2,2762 2,1247 1,8989 1,6258 1,3071 0,9564 0,6106 0,3135 0,1081 0,0358 0,1267 0,3897 0,8041 1,3201 1,8809 2,4379 2,9462 3,3771 3,7395 4,0632 4,3634 4,6358 4,8786 5,1032 5,3204 5,5213 5,6706 5,7151 5,6055 5,3222 4,8935 4,3891 3,8855 3,4323 3,0414 2,6987 2,3915 2,1327 1,9566 1,8942 1,9577 2,1464 2,4422 2,7876 3,0836 3,2173 3,0910 2,6516 1,9241 1,0138 0,0584 -0,8307 -1,5952 -2,2149 -2,6722 -2,9378 -3,0013 -2,9089 -2,7500 -2,6080 -2,5287 -2,5239 -2,5879 -2,7090 -2,8662 -3,0263 -3,1555 -3,2270 -3,2223 -3,1363 -2,9811 -2,7829 -2,5750 -2,3819 -2,1872 -1,9243 -1,5300 -1,0170 -0,4874 -0,0845 0,0763 -0,0271 -0,3049 -0,6256 -0,9169 -1,1889 -1,4788
F3    -2,0590 -2,0330 -2,1096 -2,2739 -2,4322 -2,4593 -2,2500 -1,7515 -0,9979 -0,1115 0,7546 1,4881 2,0438 2,4204 2,6235 2,6532 2,5148 2,2293 1,8443 1,4551 1,1968 1,1814 1,4345 1,8890 2,4188 2,8756 3,1302 3,1208 2,8659 2,4219 1,8411 1,1676 0,4520 -0,2301 -0,7805 -1,1187 -1,2366 -1,2194 -1,2031 -1,2897 -1,4915 -1,7424 -1,9483 -2,0437 -2,0336 -1,9894 -2,0010 -2,1268 -2,3756 -2,7145 -3,0854 -3,4164 -3,6274 -3,6431 -3,4263 -3,0088 -2,4795 -1,9326 -1,4315 -1,0121 -0,7005 -0,5220 -0,4893 -0,5806 -0,7316 -0,8419 -0,7875 -0,4668 0,1353 0,9228 1,7221 2,3536 2,7044 2,7492 2,5208 2,0923 1,5713 1,0541 0,5704 0,0863 -0,4408 -1,0187 -1,6214 -2,2141 -2,7728 -3,2843 -3,7321 -4,0801 -4,2771 -4,2833 -4,0977 -3,7694 -3,3956 -3,0941 -2,9466 -2,9587 -3,0906 -3,3250 -3,6862 -4,1899 -4,8088 -5,5050 -6,2644 -7,0592 -7,7973 -8,3503 -8,6339 -8,6460 -8,4414 -8,0959 -7,6891 -7,2850 -6,9140 -6,5739 -6,2312 -5,8148 -5,2399 -4,4689 -3,5426 -2,5452 -1,5508 -0,5906 0,3491 1,2978 2,2560 3,1693 3,9360 4,4547 4,6930 4,7155 4,6402 4,5675 4,5433 4,5682 4,6316 4,7363 4,9007 5,1432 5,4607 5,8185 6,1560 6,3882 6,4145 6,1687 5,6778 5,0634 4,4753 4,0173 3,7243 3,5838 3,5623 3,6153 3,6973 3,7853 3,8964 4,0649 4,2939 4,5341 4,7059 4,7426 4,6310 4,4266 4,2298 4,1382 4,2058 4,4360 4,8011 5,2589 5,7460 6,1716 6,4454 6,5149 6,3864 6,1328 5,8779 5,7366 5,7545 5,8979 6,0845 6,2375 6,3385 6,4376 6,6045 6,8771 7,2564 7,7227 8,2388 8,7531 9,2155 9,5908 9,8561 9,9861 9,9423 9,6930 9,2630 8,7545 8,3006 7,9899 7,8291 7,7620 7,7180 7,6517 7,5524 7,4256 7,2713 7,0798 6,8394 6,5505 6,2353 5,9276 5,6478 5,3790 5,0549 4,5872 3,9292 3,1309 2,3437 1,7621 1,5301 1,6691 2,0800 2,6059 3,0951 3,4305 3,5501 3,4718 3,2905 3,1257 3,0499 3,0493 3,0491 2,9882 2,8751 2,7829 2,7940 2,9443 3,2051 3,4964 3,7141 3,7662 3,6062 3,2495 2,7596 2,2138 1,6780 1,2027 0,8211 0,5393 0,3348 0,1691 0,0035 -0,1833 -0,3808 -0,5620 -0,7171 -0,8647 -1,0267 -1,2074 -1,4027 -1,6134 -1,8310 -2,0075 -2,0511 -1,8610 -1,3916 -0,7062 0,0439 0,7036 1,1736 1,4033 1,3723 1,1007 0,6608 0,1650 -0,2666 -0,5367 -0,5886 -0,4136 -0,0418 0,4803 1,1030 1,7669 2,3904 2,8768 3,1534 3,2052 3,0742 2,8384 2,5831 2,3525 2,1217 1,8457 1,5329 1,2492 1,0622 0,9985 1,0448 1,1818 1,4029 1,6907 1,9974 2,2658 2,4521 2,5240 2,4623 2,2727 1,9896 1,6572 1,3093 0,9732 0,6927 0,5400 0,6035 0,9580 1,6254 2,5442 3,5821 4,5900 5,4528 6,1024 6,5080 6,6697 6,6256 6,4408 6,1685 5,8415 5,5116 5,2611 5,1379 5,0967 5,0358 4,8873 4,6698 4,4800 4,4411 4,6324 5,0378 5,5520 6,0429 6,4132 6,6192 6,6629 6,5857 6,4595 6,3640 6,3583 6,4657 6,6661 6,8938 7,0729 7,1778 7,2525 7,3594 7,5197 7,6968 7,8154 7,7915 7,5706 7,1574 6,6104 6,0217 5,5036 5,1688 5,0926 5,2875 5,7113 6,2952 6,9555 7,5928 8,1050 8,4165 8,4953 8,3601 8,0948 7,8447 7,7564 7,8992 8,2453 8,7123 9,1991 9,5904 9,7725 9,6899 9,3783 8,9144 8,3396 7,6614 6,9112 6,1691 5,5390 5,1042 4,8854 4,8442 4,9276 5,0962 5,3035 5,4664 5,4851 5,3102 4,9789 4,5781 4,1854 3,8445 3,5601 3,3047 3,0542 2,8240 2,6566 2,5716 2,5394 2,5103 2,4630 2,4240 2,4499 2,6017 2,9104 3,3402 3,7814 4,0881 4,1377 3,8909 3,4115 2,8269 2,2797 1,9056 1,8054 2,0017 2,4193 2,9112 3,3127 3,4961 3,3941 3,0068 2,4171 1,7909 1,3113 1,0773 1,0568 1,1319 1,1866 1,1731 1,1211 1,0969 1,1406 1,2184 1,2322 1,0925 0,7858 0,3657 -0,1022 -0,5667 -0,9745 -1,2470 -1,2987 -1,0862 -0,6266 0,0244 0,7899 1,5721 2,2643 2,7846 3,1075 3,2692 3,3437 3,3961 3,4514 3,5058 3,5543 3,5826 3,5307 3,2953 2,7966 2,0426 1,1288 0,2015 -0,5839 -1,1081 -1,3213 -1,2468 -0,9648 -0,5969 -0,2916 -0,1825 -0,3179 -0,6281 -0,9835 -1,2941 -1,5488 -1,7685 -1,9493 -2,0628 -2,0847 -2,0042 -1,8180 -1,5316 -1,1624 -0,7312 -0,2561 0,2308 0,6677 0,9878 1,1614 1,2109 1,1931 1,1646 1,1473 1,1368 1,1545 1,2675 1,5230 1,8632 2,1374 2,2137 2,0678 1,7768 1,4495 1,1604 0,9341 0,7718 0,6655 0,6024 0,5840 0,6345 0,7833 1,0422 1,3870 1,7579 2,0938 2,3675 2,5817 2,7572 2,9338 3,1531 3,4288 3,7429 4,0657 4,3735 4,6483 4,8619 4,9648 4,9006 4,6433 4,2246 3,7272 3,2483 2,8517 2,5358 2,2403 1,8880 1,4422 0,9444 0,4962 0,2047 0,1423 0,3329 0,7408 1,2663 1,7688 2,1064 2,1660 1,8944 1,3320 0,6060 -0,1360 -0,7966 -1,3561 -1,8468 -2,2940 -2,6708 -2,9208 -3,0155 -2,9744 -2,8437 -2,6778 -2,5323 -2,4533 -2,4655 -2,5637 -2,7179 -2,8911 -3,0453 -3,1395 -3,1383 -3,0296 -2,8438 -2,6527 -2,5286 -2,4811 -2,4363 -2,2963 -2,0248 -1,6786 -1,3750 -1,2260 -1,2606 -1,3969 -1,5131 -1,5474 -1,5228 -1,5000
F7    -1,8800 -2,0237 -1,8720 -1,4739 -0,9380 -0,4017 0,0069 0,2026 0,1538 -0,1017 -0,4484 -0,7263 -0,7875 -0,5338 0,0480 0,8551 1,6882 2,3288 2,6250 2,5442 2,1716 1,6600 1,1671 0,8103 0,6467 0,6705 0,8130 0,9601 1,0040 0,8943 0,6427 0,3014 -0,0520 -0,3399 -0,5297 -0,6466 -0,7391 -0,8478 -0,9831 -1,0997 -1,1225 -1,0235 -0,8487 -0,6718 -0,5468 -0,4872 -0,4612 -0,4039 -0,2442 0,0406 0,3706 0,5860 0,5497 0,2306 -0,2879 -0,8470 -1,2774 -1,4624 -1,3530 -0,9527 -0,3202 0,4253 1,1370 1,6949 2,0345 2,1485 2,0811 1,8982 1,6452 1,3448 1,0145 0,6683 0,3141 -0,0544 -0,4643 -0,9206 -1,3468 -1,6093 -1,6093 -1,3309 -0,8273 -0,2045 0,3804 0,7494 0,7776 0,4576 -0,1058 -0,7610 -1,3757 -1,8637 -2,1900 -2,3733 -2,4749 -2,5644 -2,6936 -2,8897 -3,1559 -3,4772 -3,8247 -4,1378 -4,3164 -4,2806 -4,0498 -3,7359 -3,4621 -3,3051 -3,2920 -3,4105 -3,6104 -3,8108 -3,9334 -3,9328 -3,7960 -3,5323 -3,1654 -2,7125 -2,1859 -1,6281 -1,1108 -0,6782 -0,3176 0,0153 0,3718 0,8078 1,3695 2,0564 2,7874 3,4168 3,8152 3,9518 3,9103 3,8344 3,8375 3,9511 4,1508 4,4145 4,7400 5,1150 5,4881 5,7849 5,9556 5,9958 5,9258 5,7711 5,5775 5,4240 5,3843 5,4602 5,5689 5,6078 5,5201 5,3027 4,9783 4,5911 4,2176 3,9392 3,7986 3,7963 3,9243 4,1819 4,5494 4,9515 5,2617 5,3590 5,1997 4,8514 4,4582 4,1546 3,9995 3,9788 4,0458 4,1430 4,2180 4,2664 4,3466 4,5251 4,8153 5,1652 5,4809 5,6755 5,7198 5,6470 5,5257 5,4450 5,5029 5,7549 6,1510 6,5368 6,7323 6,6349 6,2735 5,7803 5,3218 5,0560 5,0918 5,4294 5,9444 6,4542 6,8016 6,9029 6,7658 6,4811 6,1859 5,9994 5,9581 5,9960 5,9826 5,7902 5,3612 4,7515 4,1124 3,6065 3,3186 3,2406 3,3307 3,5619 3,9183 4,3776 4,9042 5,4438 5,9299 6,3115 6,5714 6,7176 6,7759 6,7739 6,6983 6,4871 6,0966 5,5659 5,0131 4,5855 4,4025 4,5094 4,8570 5,3142 5,7153 5,9306 5,9117 5,6827 5,3023 4,8322 4,3155 3,7691 3,2113 2,7080 2,3698 2,2808 2,4289 2,7121 2,9965 3,1656 3,1479 2,9216 2,5104 1,9945 1,5241 1,2851 1,3935 1,7922 2,2743 2,6313 2,7786 2,7672 2,7092 2,6852 2,7021 2,7237 2,7166 2,6772 2,6455 2,6844 2,8260 3,0590 3,3661 3,7334 4,1274 4,4990 4,8137 5,0529 5,1918 5,2016 5,0679 4,7895 4,3725 3,8318 3,2027 2,5692 2,0751 1,8735 2,0481 2,5670 3,3047 4,1194 4,9157 5,6332 6,1988 6,5335 6,6027 6,4190 6,0102 5,4237 4,7436 4,0767 3,5252 3,1613 3,0198 3,1065 3,3941 3,7998 4,1937 4,4673 4,6162 4,7494 5,0053 5,4471 6,0226 6,6022 7,0535 7,3089 7,3852 7,3519 7,2891 7,2439 7,1899 7,0502 6,7832 6,4336 6,0933 5,8327 5,6786 5,6373 5,7055 5,8637 6,0839 6,3518 6,6768 7,0821 7,5759 8,1235 8,6512 9,0769 9,3393 9,4168 9,3249 9,0969 8,7720 8,3907 7,9813 7,5601 7,1568 6,8233 6,6098 6,5414 6,6193 6,8238 7,1145 7,4487 7,7920 8,0934 8,2780 8,2855 8,1119 7,8140 7,4815 7,2079 7,0742 7,1353 7,3951 7,7926 8,2254 8,5962 8,8563 9,0195 9,1408 9,2726 9,4287 9,5915 9,7395 9,8472 9,8744 9,7839 9,5781 9,3120 9,0475 8,7973 8,5459 8,3053 8,0980 7,8960 7,6115 7,1472 6,4688 5,6541 4,8758 4,3179 4,0884 4,1855 4,5217 4,9786 5,4537 5,8691 6,1451 6,1901 5,9406 5,4184 4,7477 4,1114 3,6703 3,5065 3,6254 3,9862 4,5018 5,0283 5,4052 5,5336 5,4123 5,1079 4,7064 4,2982 3,9825 3,8437 3,9017 4,1033 4,3716 4,6486 4,9027 5,1366 5,3811 5,6469 5,8864 6,0137 5,9522 5,6697 5,1920 4,5834 3,9067 3,2046 2,5085 1,8439 1,2387 0,7418 0,4269 0,3690 0,6080 1,1061 1,7358 2,3346 2,7846 3,0538 3,1769 3,2055 3,1861 3,1729 3,2155 3,3294 3,4975 3,6905 3,8768 4,0260 4,1174 4,1612 4,2153 4,3461 4,5576 4,7803 4,9323 4,9591 4,8152 4,4428 3,8094 2,9676 2,0576 1,2545 0,7100 0,5017 0,5968 0,8667 1,1513 1,3283 1,3474 1,2115 0,9427 0,5861 0,2220 -0,0661 -0,2508 -0,3798 -0,5371 -0,7833 -1,1176 -1,4838 -1,8076 -2,0331 -2,1343 -2,0961 -1,8818 -1,4279 -0,6952 0,2663 1,3241 2,3388 3,2149 3,8995 4,3756 4,6537 4,7516 4,6884 4,5076 4,2909 4,1269 4,0675 4,1174 4,2409 4,3740 4,4399 4,3550 4,0559 3,5537 2,9437 2,3506 1,8831 1,6215 1,6052 1,8204 2,2025 2,6484 3,0318 3,2323 3,1790 2,8944 2,5018 2,1671 2,0105 2,0589 2,2683 2,5694 2,8912 3,1699 3,3682 3,4912 3,5683 3,6163 3,6326 3,6120 3,5398 3,3767 3,0867 2,6752 2,1833 1,6602 1,1657 0,7812 0,5851 0,6170 0,8708 1,2913 1,7607 2,1202 2,2280 2,0162 1,5204 0,8541 0,1411 -0,5272 -1,0859 -1,4748 -1,6344 -1,5326 -1,2067 -0,7749 -0,3958 -0,2069 -0,2869 -0,6467 -1,2367 -1,9605 -2,6842 -3,2533 -3,5348 -3,4667 -3,0883 -2,5322 -1,9644 -1,5141 -1,2403 -1,1371 -1,1520 -1,2111 -1,2429 -1,1943 -1,0456 -0,8271 -0,6138 -0,4791 -0,4495 -0,5226 -0,7252 -1,1239 -1,7590
