Fp1   1,6844 1,5186 1,1925 0,8054 0,4472 0,1777 0,0207 -0,0272 0,0158 0,1238 0,2695 0,4367 0,6334 0,8874 1,2277 1,6657 2,1775 2,6919 3,1000 3,2897 3,1900 2,7929 2,1379 1,2995 0,3850 -0,4871 -1,2256 -1,7915 -2,1874 -2,4213 -2,4874 -2,3862 -2,1513 -1,8486 -1,5484 -1,2902 -1,0698 -0,8588 -0,6342 -0,4006 -0,2119 -0,1598 -0,3013 -0,5954 -0,9291 -1,1955 -1,3500 -1,4240 -1,5060 -1,6822 -1,9640 -2,2697 -2,4827 -2,5201 -2,3599 -2,0278 -1,5738 -1,0612 -0,5669 -0,1729 0,0627 0,1305 0,0642 -0,0673 -0,1667 -0,1658 -0,1033 -0,1126 -0,3075 -0,6901 -1,1689 -1,6379 -2,0284 -2,3120 -2,4798 -2,5309 -2,4906 -2,4179 -2,3527 -2,2664 -2,0962 -1,8157 -1,4609 -1,1109 -0,8661 -0,8230 -1,0257 -1,4168 -1,8542 -2,2027 -2,4052 -2,4763 -2,4639 -2,4193 -2,3658 -2,2777 -2,1006 -1,8124 -1,4530 -1,0933 -0,8066 -0,6651 -0,7141 -0,9357 -1,2515 -1,5665 -1,8142 -1,9709 -2,0404 -2,0397 -1,9985 -1,9417 -1,8559 -1,6863 -1,3789 -0,9261 -0,3805 0,1603 0,5873 0,8143 0,7995 0,5744 0,2633 0,0424 0,0504 0,3288 0,8228 1,4210 2,0049 2,4727 2,7521 2,8151 2,6753 2,3713 1,9617 1,5188 1,1015 0,7156 0,3168 -0,1145 -0,5128 -0,7730 -0,8315 -0,6824 -0,3431 0,1707 0,8470 1,6561 2,5288 3,3741 4,1175 4,7166 5,1528 5,4226 5,5136 5,3700 4,9047 4,0799 2,9746 1,7573 0,5964 -0,3947 -1,1565 -1,6673 -1,9373 -2,0068 -1,9449 -1,8456 -1,8082 -1,8977 -2,0999 -2,3073 -2,3721 -2,1973 -1,7833 -1,1982 -0,5304 0,1288 0,6880 1,0663 1,2117 1,1135 0,8163 0,4247 0,0592 -0,2019 -0,3250 -0,3025 -0,1612 0,0339 0,2051 0,3016 0,3285 0,3448 0,4356 0,6751 1,0869 1,6322 2,2484 2,8858 3,4875 3,9650 4,2422 4,3285 4,3284 4,3575 4,4427 4,5228 4,5512 4,5585 4,6203 4,8033 5,1173 5,4865 5,7932 5,9659 5,9894 5,8521 5,5402 5,0622 4,4315 3,6659 2,8436 2,1067 1,5683 1,2423 1,0725 1,0034 1,0152 1,1146 1,3170 1,6379 2,0768 2,5998 3,1444 3,6354 4,0127 4,2549 4,3636 4,3426 4,2074 3,9881 3,7235 3,4638 3,2570 3,1256 3,0752 3,1098 3,2260 3,4072 3,6201 3,8180 3,9761 4,1149 4,2673 4,4430 4,6262 4,7821 4,8650 4,8367 4,6947 4,4727 4,1982 3,8706 3,5002 3,1463 2,9009 2,8230 2,8920 3,0425 3,2323 3,4544 3,6973 3,9295 4,1323 4,3264 4,5441 4,7697 4,9121 4,8411 4,4572 3,7556 2,8498 1,9278 1,1574 0,6167 0,3012 0,1689 0,1690 0,2602 0,4218 0,6407 0,8883 1,1379 1,4151 1,7952 2,3316 3,0061 3,7448 4,4589 5,0768 5,5576 5,8873 6,0641 6,0956 6,0273 5,9636 6,0173 6,2280 6,5478 6,8827 7,1234 7,1802 7,0430 6,8149 6,6554 6,6620 6,7980 6,9206 6,8636 6,5113 5,8517 5,0077 4,2123 3,7085 3,6293 3,9510 4,5366 5,2098 5,7943 6,1259 6,0919 5,6835 4,9916 4,1492 3,2960 2,5700 2,0792 1,8644 1,8876 2,0412 2,1897 2,2429 2,1965 2,0965 1,9890 1,9057 1,8575 1,8259 1,7688 1,6415 1,4223 1,1189 0,7486 0,3358 -0,0732 -0,4318 -0,7276 -0,9645 -1,1315 -1,2299 -1,3088 -1,4353 -1,6174 -1,7562 -1,6790 -1,2604 -0,5303 0,3479 1,1905 1,8600 2,2604 2,3457 2,1652 1,8585 1,5613 1,3210 1,1184 0,9432 0,8315 0,8513 1,0502 1,4043 1,8247 2,2124 2,4973 2,6481 2,6803 2,6518 2,6314 2,6713 2,7992 3,0043 3,2381 3,4551 3,6557 3,8882 4,2194 4,6805 5,2105 5,6626 5,8936 5,8694 5,6956 5,5262 5,4306 5,3672 5,2739 5,1446 5,0130 4,9021 4,8143 4,7372 4,6484 4,5285 4,3651 4,1463 3,8764 3,5914 3,3393 3,1514 3,0324 2,9586 2,8903 2,8111 2,7599 2,7923 2,9109 3,0683 3,2120 3,2805 3,1984 2,9237 2,4796 1,9246 1,3195 0,7264 0,2230 -0,0987 -0,1595 0,0742 0,5767 1,2609 1,9865 2,6093 3,0473 3,2959 3,3883 3,3635 3,2589 3,1152 2,9895 2,9501 3,0388 3,2330 3,4527 3,6105 3,6607 3,6093 3,4914 3,3348 3,1282 2,8327 2,4488 2,0732 1,8689 1,9619 2,3612 2,9629 3,6050 4,1185 4,3722 4,3198 4,0109 3,5529 3,0717 2,6718 2,3869 2,1730 1,9524 1,6585 1,2521 0,7233 0,0962 -0,5551 -1,1009 -1,4003 -1,3917 -1,1444 -0,8150 -0,5538 -0,4370 -0,4510 -0,5172 -0,5500 -0,5131 -0,4319 -0,3546 -0,2937 -0,1977 0,0267 0,4771 1,2283 2,2830 3,5355 4,8368 6,0992 7,2995 8,4021 9,3209 9,9568 10,2544 10,2298 9,9629 9,5550 9,0899 8,6238 8,1823 7,7597 7,3272 6,8494 6,3224 5,8013 5,3678 5,0739 4,9156 4,8306 4,7056 4,4040 3,8161 2,9181 1,7969 0,5971 -0,5555 -1,5703 -2,3653 -2,8665 -3,0500 -2,9749 -2,7516 -2,4777 -2,1998 -1,9075 -1,5509 -1,0935 -0,5629 -0,0341 0,4317 0,8132 1,1240 1,3948 1,6433 1,8682 2,0769 2,3098 2,6337 3,0916 3,6409 4,1470 4,4619 4,5241 4,3977 4,2278 4,1540 4,2542 4,5472 5,0030 5,5305 5,9827 6,2113 6,1276 5,7328 5,1151 4,4152 3,7657 3,2427 2,8587 2,5849 2,3908 2,2794 2,2710 2,3304 2,3374 2,1596 1,7443 1,1363 0,4352 -0,2515 -0,8406 -1,2804 -1,5463 -1,6316 -1,5338 -1,2545 -0,8115 -0,2412 0,3969 1,0198 1,5539 1,9668
Fz    0,0037 -0,0116 0,0004 0,0469 0,1357 0,2752 0,4591 0,6584 0,8379 0,9803 1,0931 1,1975 1,3178 1,4753 1,6829 1,9403 2,2276 2,5026 2,7095 2,7985 2,7383 2,5159 2,1316 1,6010 0,9693 0,3142 -0,2751 -0,7361 -1,0559 -1,2564 -1,3624 -1,3928 -1,3690 -1,3158 -1,2490 -1,1665 -1,0584 -0,9281 -0,8016 -0,7226 -0,7427 -0,9001 -1,1864 -1,5365 -1,8626 -2,1025 -2,2449 -2,3296 -2,4243 -2,5820 -2,8043 -3,0380 -3,2074 -3,2513 -3,1404 -2,8765 -2,4861 -2,0148 -1,5247 -1,0828 -0,7382 -0,5079 -0,3856 -0,3482 -0,3532 -0,3600 -0,3646 -0,4025 -0,5112 -0,6976 -0,9402 -1,2081 -1,4683 -1,6856 -1,8304 -1,8867 -1,8587 -1,7701 -1,6481 -1,5073 -1,3533 -1,1965 -1,0543 -0,9466 -0,8987 -0,9457 -1,1203 -1,4232 -1,8090 -2,2110 -2,5715 -2,8460 -3,0003 -3,0181 -2,9051 -2,6812 -2,3746 -2,0251 -1,6800 -1,3782 -1,1466 -1,0076 -0,9730 -1,0314 -1,1498 -1,2828 -1,3834 -1,4153 -1,3568 -1,1959 -0,9328 -0,5889 -0,1960 0,2278 0,6834 1,1695 1,6620 2,1125 2,4693 2,7082 2,8506 2,9573 3,1030 3,3419 3,6837 4,0906 4,4920 4,8095 4,9825 4,9804 4,8035 4,4771 4,0366 3,5166 2,9489 2,3638 1,7870 1,2297 0,6904 0,1831 -0,2416 -0,5216 -0,6224 -0,5459 -0,3136 0,0450 0,4975 1,0045 1,5145 1,9725 2,3413 2,6147 2,8118 2,9566 3,0524 3,0693 2,9584 2,6932 2,3008 1,8478 1,3941 0,9648 0,5609 0,1779 -0,1874 -0,5303 -0,8413 -1,1222 -1,3925 -1,6745 -1,9719 -2,2585 -2,4832 -2,5884 -2,5304 -2,2908 -1,8810 -1,3434 -0,7514 -0,1956 0,2450 0,5302 0,6710 0,7230 0,7576 0,8247 0,9324 1,0513 1,1357 1,1498 1,0772 0,9227 0,7183 0,5227 0,4011 0,3993 0,5256 0,7542 1,0458 1,3683 1,6960 1,9976 2,2357 2,3789 2,4090 2,3199 2,1169 1,8239 1,4895 1,1720 0,9126 0,7275 0,6128 0,5439 0,4850 0,4073 0,2887 0,1009 -0,1757 -0,5303 -0,9364 -1,3704 -1,7969 -2,1600 -2,4104 -2,5322 -2,5425 -2,4750 -2,3634 -2,2324 -2,0932 -1,9389 -1,7540 -1,5329 -1,2892 -1,0454 -0,8127 -0,5831 -0,3543 -0,1533 -0,0228 0,0075 -0,0627 -0,2046 -0,3735 -0,5290 -0,6410 -0,6908 -0,6730 -0,5932 -0,4638 -0,2992 -0,1062 0,1192 0,3742 0,6300 0,8320 0,9205 0,8590 0,6527 0,3490 0,0202 -0,2670 -0,4728 -0,5822 -0,5943 -0,5167 -0,3714 -0,2011 -0,0588 0,0143 0,0048 -0,0740 -0,1971 -0,3374 -0,4658 -0,5598 -0,6262 -0,7159 -0,9036 -1,2439 -1,7339 -2,3070 -2,8577 -3,2863 -3,5366 -3,6084 -3,5494 -3,4313 -3,3146 -3,2203 -3,1370 -3,0495 -2,9463 -2,8036 -2,5889 -2,2875 -1,9133 -1,5005 -1,0975 -0,7582 -0,5197 -0,3856 -0,3304 -0,3160 -0,3020 -0,2482 -0,1319 0,0348 0,2133 0,3649 0,4618 0,4929 0,4801 0,4858 0,5776 0,7748 1,0313 1,2643 1,3962 1,3828 1,2259 0,9763 0,7222 0,5574 0,5425 0,6854 0,9491 1,2699 1,5683 1,7614 1,7914 1,6538 1,3903 1,0566 0,7058 0,3867 0,1348 -0,0381 -0,1454 -0,2230 -0,3107 -0,4213 -0,5355 -0,6310 -0,7037 -0,7616 -0,8196 -0,9030 -1,0426 -1,2608 -1,5579 -1,9082 -2,2734 -2,6123 -2,8785 -3,0324 -3,0627 -2,9893 -2,8507 -2,6987 -2,5889 -2,5513 -2,5674 -2,5763 -2,5086 -2,3314 -2,0783 -1,8294 -1,6568 -1,5954 -1,6531 -1,8185 -2,0489 -2,2753 -2,4385 -2,5237 -2,5569 -2,5714 -2,5787 -2,5614 -2,4932 -2,3689 -2,2121 -2,0564 -1,9261 -1,8283 -1,7526 -1,6835 -1,6146 -1,5456 -1,4749 -1,4011 -1,3230 -1,2319 -1,1103 -0,9356 -0,6849 -0,3514 0,0288 0,3821 0,6424 0,7936 0,8719 0,9295 0,9898 1,0328 1,0202 0,9314 0,7745 0,5756 0,3660 0,1723 0,0049 -0,1418 -0,2839 -0,4356 -0,5952 -0,7470 -0,8778 -0,9839 -1,0703 -1,1572 -1,2745 -1,4244 -1,5558 -1,6007 -1,5352 -1,3954 -1,2480 -1,1641 -1,1981 -1,3660 -1,6426 -1,9800 -2,3261 -2,6304 -2,8437 -2,9225 -2,8474 -2,6373 -2,3411 -2,0175 -1,7169 -1,4671 -1,2732 -1,1316 -1,0402 -0,9928 -0,9728 -0,9546 -0,9076 -0,7993 -0,6081 -0,3412 -0,0386 0,2489 0,4847 0,6534 0,7543 0,7908 0,7586 0,6465 0,4644 0,2659 0,1294 0,1128 0,2265 0,4355 0,6691 0,8391 0,8740 0,7544 0,5154 0,2143 -0,0982 -0,3899 -0,6522 -0,8911 -1,1141 -1,3319 -1,5659 -1,8470 -2,2004 -2,6265 -3,0918 -3,5397 -3,9170 -4,2005 -4,3987 -4,5297 -4,6020 -4,6096 -4,5340 -4,3590 -4,0916 -3,7701 -3,4446 -3,1443 -2,8609 -2,5622 -2,2097 -1,7646 -1,2033 -0,5345 0,2165 1,0308 1,8884 2,7434 3,5223 4,1480 4,5623 4,7400 4,6976 4,4870 4,1738 3,8173 3,4554 3,0983 2,7346 2,3449 1,9206 1,4751 1,0327 0,6106 0,2085 -0,1937 -0,6333 -1,1555 -1,7957 -2,5564 -3,3946 -4,2391 -5,0212 -5,6896 -6,2059 -6,5429 -6,7012 -6,7199 -6,6522 -6,5354 -6,3882 -6,2187 -6,0246 -5,7948 -5,5213 -5,2070 -4,8685 -4,5332 -4,2254 -3,9549 -3,7230 -3,5313 -3,3776 -3,2469 -3,1088 -2,9339 -2,7230 -2,5141 -2,3505 -2,2391 -2,1381 -1,9822 -1,7205 -1,3374 -0,8486 -0,2933 0,2620 0,7266 1,0129 1,0726 0,9117 0,5817 0,1577 -0,2893 -0,7188 -1,1249 -1,5185 -1,9046 -2,2682 -2,5818 -2,8340 -3,0458 -3,2524 -3,4758 -3,7149 -3,9495 -4,1511 -4,2959 -4,3678 -4,3549 -4,2518 -4,0591 -3,7784 -3,4144 -2,9792 -2,4993 -2,0167 -1,5733 -1,1957
F3    0,3570 0,3400 0,3105 0,2778 0,2556 0,2640 0,3159 0,4045 0,5089 0,6121 0,7104 0,8147 0,9496 1,1469 1,4265 1,7783 2,1587 2,4985 2,7232 2,7799 2,6563 2,3771 1,9776 1,4844 0,9253 0,3461 -0,1914 -0,6333 -0,9592 -1,1789 -1,3134 -1,3890 -1,4387 -1,4893 -1,5400 -1,5599 -1,5138 -1,3925 -1,2185 -1,0342 -0,8939 -0,8531 -0,9360 -1,1100 -1,3063 -1,4666 -1,5730 -1,6550 -1,7733 -1,9806 -2,2797 -2,6139 -2,8994 -3,0687 -3,0929 -2,9752 -2,7348 -2,4010 -2,0147 -1,6235 -1,2662 -0,9648 -0,7312 -0,5675 -0,4538 -0,3626 -0,2958 -0,2933 -0,3978 -0,6174 -0,9239 -1,2700 -1,6019 -1,8721 -2,0546 -2,1432 -2,1429 -2,0701 -1,9459 -1,7796 -1,5691 -1,3211 -1,0624 -0,8331 -0,6787 -0,6452 -0,7625 -1,0189 -1,3598 -1,7208 -2,0562 -2,3366 -2,5404 -2,6608 -2,7094 -2,7006 -2,6386 -2,5250 -2,3702 -2,1927 -2,0207 -1,8921 -1,8370 -1,8545 -1,9102 -1,9510 -1,9255 -1,8025 -1,5743 -1,2487 -0,8458 -0,3949 0,0786 0,5670 1,0749 1,5995 2,1144 2,5685 2,9063 3,1004 3,1720 3,1858 3,2288 3,3752 3,6538 4,0378 4,4590 4,8336 5,0866 5,1688 5,0644 4,7905 4,3815 3,8739 3,3015 2,6973 2,0891 1,4917 0,9095 0,3641 -0,0893 -0,3879 -0,4998 -0,4308 -0,2041 0,1554 0,6236 1,1702 1,7517 2,3176 2,8265 3,2590 3,6138 3,8885 4,0595 4,0800 3,9033 3,5223 2,9904 2,3970 1,8186 1,2922 0,8276 0,4277 0,0952 -0,1665 -0,3578 -0,4963 -0,6197 -0,7715 -0,9738 -1,2079 -1,4183 -1,5389 -1,5214 -1,3494 -1,0361 -0,6169 -0,1455 0,3090 0,6745 0,8989 0,9700 0,9226 0,8178 0,7091 0,6246 0,5617 0,4925 0,3815 0,2044 -0,0410 -0,3279 -0,6002 -0,7891 -0,8412 -0,7423 -0,5180 -0,2105 0,1423 0,5039 0,8264 1,0610 1,1804 1,1862 1,0959 0,9270 0,6963 0,4319 0,1725 -0,0481 -0,2092 -0,3050 -0,3521 -0,3830 -0,4250 -0,4973 -0,6241 -0,8260 -1,1047 -1,4557 -1,8731 -2,3202 -2,7223 -3,0083 -3,1502 -3,1609 -3,0726 -2,9231 -2,7507 -2,5841 -2,4267 -2,2583 -2,0581 -1,8278 -1,5928 -1,3757 -1,1727 -0,9696 -0,7690 -0,5942 -0,4775 -0,4423 -0,4858 -0,5843 -0,7104 -0,8336 -0,9185 -0,9388 -0,8881 -0,7783 -0,6289 -0,4512 -0,2439 -0,0094 0,2276 0,4210 0,5209 0,4951 0,3460 0,1201 -0,1041 -0,2598 -0,3239 -0,3070 -0,2233 -0,0797 0,1109 0,3148 0,4848 0,5799 0,5802 0,4900 0,3331 0,1406 -0,0607 -0,2601 -0,4717 -0,7316 -1,0781 -1,5291 -2,0680 -2,6394 -3,1647 -3,5771 -3,8489 -3,9875 -4,0202 -3,9848 -3,9169 -3,8320 -3,7250 -3,5929 -3,4433 -3,2753 -3,0739 -2,8288 -2,5466 -2,2456 -1,9513 -1,6908 -1,4811 -1,3233 -1,2097 -1,1343 -1,0895 -1,0538 -0,9997 -0,9225 -0,8505 -0,8233 -0,8703 -0,9964 -1,1620 -1,2801 -1,2591 -1,0638 -0,7391 -0,3821 -0,0962 0,0433 0,0072 -0,1768 -0,4264 -0,6330 -0,7090 -0,6220 -0,3929 -0,0766 0,2530 0,5162 0,6546 0,6543 0,5382 0,3407 0,1004 -0,1360 -0,3249 -0,4452 -0,5097 -0,5600 -0,6444 -0,7836 -0,9577 -1,1312 -1,2792 -1,3930 -1,4811 -1,5688 -1,6879 -1,8646 -2,1084 -2,4041 -2,7171 -3,0014 -3,2044 -3,2821 -3,2262 -3,0688 -2,8645 -2,6730 -2,5474 -2,5142 -2,5585 -2,6271 -2,6480 -2,5710 -2,4091 -2,2303 -2,0994 -2,0441 -2,0717 -2,1827 -2,3534 -2,5268 -2,6445 -2,6871 -2,6791 -2,6561 -2,6315 -2,5861 -2,4894 -2,3304 -2,1248 -1,9034 -1,7037 -1,5593 -1,4820 -1,4610 -1,4823 -1,5394 -1,6293 -1,7446 -1,8697 -1,9807 -2,0485 -2,0411 -1,9287 -1,7034 -1,4014 -1,0861 -0,8031 -0,5579 -0,3333 -0,1178 0,0753 0,2089 0,2462 0,1820 0,0514 -0,0967 -0,2305 -0,3447 -0,4498 -0,5620 -0,7011 -0,8845 -1,1116 -1,3601 -1,6014 -1,8112 -1,9755 -2,0999 -2,2083 -2,3112 -2,3763 -2,3519 -2,2201 -2,0145 -1,7980 -1,6450 -1,6268 -1,7798 -2,0842 -2,4757 -2,8757 -3,2211 -3,4743 -3,6128 -3,6232 -3,5070 -3,2860 -3,0020 -2,7068 -2,4437 -2,2357 -2,0905 -2,0075 -1,9770 -1,9829 -2,0095 -2,0358 -2,0256 -1,9394 -1,7662 -1,5369 -1,3019 -1,0993 -0,9432 -0,8270 -0,7387 -0,6798 -0,6685 -0,7169 -0,8071 -0,8961 -0,9451 -0,9413 -0,8975 -0,8445 -0,8268 -0,8842 -1,0237 -1,2143 -1,4136 -1,5912 -1,7371 -1,8655 -2,0055 -2,1826 -2,4098 -2,6908 -3,0241 -3,4018 -3,8053 -4,2021 -4,5455 -4,7889 -4,9113 -4,9282 -4,8732 -4,7742 -4,6443 -4,4840 -4,2922 -4,0790 -3,8674 -3,6752 -3,4877 -3,2544 -2,9180 -2,4429 -1,8255 -1,0992 -0,3256 0,4421 1,1858 1,9074 2,5964 3,2183 3,7241 4,0645 4,2069 4,1544 3,9440 3,6233 3,2338 2,8049 2,3559 1,8962 1,4258 0,9466 0,4744 0,0290 -0,3852 -0,7789 -1,1715 -1,5937 -2,0881 -2,6892 -3,3932 -4,1480 -4,8791 -5,5259 -6,0506 -6,4242 -6,6212 -6,6403 -6,5165 -6,3025 -6,0419 -5,7636 -5,4829 -5,2032 -4,9212 -4,6347 -4,3435 -4,0502 -3,7639 -3,4973 -3,2620 -3,0727 -2,9484 -2,8988 -2,9047 -2,9166 -2,8831 -2,7952 -2,6999 -2,6591 -2,6901 -2,7461 -2,7471 -2,6291 -2,3661 -1,9644 -1,4566 -0,9112 -0,4251 -0,0894 0,0446 -0,0236 -0,2537 -0,5866 -0,9696 -1,3750 -1,7980 -2,2415 -2,6989 -3,1423 -3,5312 -3,8423 -4,0854 -4,2822 -4,4411 -4,5584 -4,6309 -4,6598 -4,6474 -4,5928 -4,4923 -4,3433 -4,1415 -3,8829 -3,5738 -3,2358 -2,9038 -2,6168 -2,3968 -2,2398
F7    0,8629 0,7983 0,7571 0,7216 0,6639 0,5749 0,4708 0,3787 0,3200 0,2973 0,2963 0,3043 0,3302 0,4082 0,5752 0,8344 1,1424 1,4272 1,6156 1,6568 1,5438 1,3129 1,0081 0,6549 0,2706 -0,1145 -0,4516 -0,6930 -0,8209 -0,8560 -0,8423 -0,8304 -0,8614 -0,9499 -1,0720 -1,1735 -1,2007 -1,1317 -0,9808 -0,7847 -0,5928 -0,4592 -0,4196 -0,4644 -0,5477 -0,6244 -0,6807 -0,7438 -0,8622 -1,0682 -1,3488 -1,6460 -1,8867 -2,0248 -2,0653 -2,0510 -2,0285 -2,0187 -2,0102 -1,9743 -1,8897 -1,7565 -1,5864 -1,3837 -1,1452 -0,8833 -0,6442 -0,4908 -0,4639 -0,5642 -0,7612 -1,0059 -1,2407 -1,4183 -1,5207 -1,5546 -1,5340 -1,4749 -1,3867 -1,2574 -1,0613 -0,7931 -0,4893 -0,2175 -0,0562 -0,0701 -0,2811 -0,6478 -1,0777 -1,4687 -1,7470 -1,8789 -1,8619 -1,7186 -1,4920 -1,2355 -0,9994 -0,8219 -0,7206 -0,6865 -0,6961 -0,7341 -0,8004 -0,8999 -1,0325 -1,1855 -1,3323 -1,4376 -1,4662 -1,3908 -1,1983 -0,8908 -0,4818 0,0130 0,5836 1,2175 1,8767 2,4842 2,9479 3,2093 3,2705 3,1858 3,0408 2,9323 2,9395 3,0979 3,3885 3,7492 4,0938 4,3333 4,4035 4,2864 4,0039 3,5982 3,1177 2,6061 2,0917 1,5861 1,0912 0,6121 0,1719 -0,1904 -0,4372 -0,5464 -0,5119 -0,3336 -0,0072 0,4686 1,0732 1,7638 2,4917 3,2130 3,8828 4,4425 4,8179 4,9373 4,7632 4,3193 3,6861 2,9607 2,2155 1,4900 0,8121 0,2118 -0,2843 -0,6584 -0,9052 -1,0396 -1,1020 -1,1520 -1,2439 -1,4010 -1,6035 -1,7939 -1,9000 -1,8685 -1,6911 -1,4039 -1,0711 -0,7650 -0,5500 -0,4640 -0,5051 -0,6352 -0,8046 -0,9763 -1,1287 -1,2530 -1,3576 -1,4693 -1,6199 -1,8269 -2,0763 -2,3189 -2,4884 -2,5368 -2,4601 -2,2864 -2,0451 -1,7555 -1,4477 -1,1730 -0,9833 -0,9024 -0,9201 -1,0050 -1,1255 -1,2605 -1,3992 -1,5442 -1,7063 -1,8829 -2,0467 -2,1612 -2,2029 -2,1755 -2,1200 -2,1053 -2,1878 -2,3869 -2,7058 -3,1446 -3,6787 -4,2480 -4,7781 -5,1953 -5,4345 -5,4611 -5,2938 -4,9970 -4,6436 -4,2764 -3,9005 -3,5090 -3,1128 -2,7489 -2,4546 -2,2328 -2,0507 -1,8657 -1,6512 -1,4186 -1,2127 -1,0770 -1,0273 -1,0513 -1,1146 -1,1699 -1,1763 -1,1179 -1,0036 -0,8536 -0,6823 -0,4930 -0,2921 -0,1079 0,0118 0,0273 -0,0711 -0,2610 -0,4878 -0,6744 -0,7623 -0,7440 -0,6431 -0,4717 -0,2238 0,0921 0,4283 0,7115 0,8718 0,8680 0,7023 0,4204 0,0898 -0,2313 -0,5143 -0,7604 -0,9871 -1,2133 -1,4570 -1,7395 -2,0762 -2,4538 -2,8243 -3,1245 -3,3039 -3,3446 -3,2620 -3,0847 -2,8338 -2,5277 -2,2073 -1,9288 -1,7209 -1,5636 -1,4188 -1,2693 -1,1242 -0,9949 -0,8726 -0,7332 -0,5598 -0,3584 -0,1578 0,0047 0,1113 0,1755 0,2172 0,2337 0,2037 0,1112 -0,0352 -0,1914 -0,2887 -0,2755 -0,1540 0,0266 0,1981 0,2894 0,2380 0,0131 -0,3601 -0,7954 -1,1758 -1,4064 -1,4490 -1,3181 -1,0595 -0,7358 -0,4177 -0,1677 -0,0232 0,0029 -0,0884 -0,2837 -0,5454 -0,8105 -1,0129 -1,1152 -1,1233 -1,0735 -1,0020 -0,9217 -0,8296 -0,7250 -0,6169 -0,5259 -0,4828 -0,5202 -0,6657 -0,9310 -1,2978 -1,7157 -2,1174 -2,4406 -2,6462 -2,7309 -2,7219 -2,6565 -2,5711 -2,5020 -2,4726 -2,4738 -2,4660 -2,3953 -2,2233 -1,9612 -1,6653 -1,3892 -1,1553 -0,9737 -0,8606 -0,8216 -0,8300 -0,8441 -0,8453 -0,8483 -0,8735 -0,9195 -0,9584 -0,9533 -0,8772 -0,7243 -0,5179 -0,3131 -0,1787 -0,1615 -0,2658 -0,4602 -0,6979 -0,9360 -1,1434 -1,2954 -1,3659 -1,3283 -1,1686 -0,8982 -0,5557 -0,1920 0,1567 0,4817 0,7832 1,0495 1,2573 1,3843 1,4133 1,3392 1,1920 1,0408 0,9481 0,9178 0,9001 0,8381 0,6971 0,4639 0,1467 -0,2188 -0,5858 -0,9234 -1,2187 -1,4603 -1,6373 -1,7496 -1,8058 -1,8109 -1,7616 -1,6550 -1,4948 -1,3007 -1,1250 -1,0436 -1,1120 -1,3298 -1,6446 -1,9836 -2,2848 -2,5039 -2,6061 -2,5678 -2,3860 -2,0843 -1,7083 -1,3139 -0,9560 -0,6827 -0,5269 -0,4957 -0,5670 -0,7011 -0,8596 -1,0135 -1,1391 -1,2176 -1,2473 -1,2480 -1,2513 -1,2822 -1,3413 -1,3977 -1,4069 -1,3432 -1,2162 -1,0625 -0,9234 -0,8202 -0,7484 -0,6972 -0,6667 -0,6717 -0,7380 -0,8852 -1,1032 -1,3501 -1,5770 -1,7496 -1,8628 -1,9504 -2,0702 -2,2670 -2,5470 -2,8798 -3,2172 -3,5208 -3,7807 -4,0045 -4,1819 -4,2693 -4,2196 -4,0198 -3,6995 -3,3125 -2,9187 -2,5701 -2,2981 -2,1113 -2,0061 -1,9712 -1,9708 -1,9346 -1,7826 -1,4601 -0,9549 -0,3051 0,4085 1,0985 1,7087 2,2205 2,6357 2,9599 3,1995 3,3609 3,4490 3,4667 3,4081 3,2552 2,9906 2,6190 2,1820 1,7464 1,3650 1,0531 0,7999 0,5857 0,3844 0,1679 -0,0833 -0,3823 -0,7497 -1,2133 -1,7799 -2,4152 -3,0616 -3,6708 -4,2059 -4,6235 -4,8749 -4,9316 -4,8048 -4,5362 -4,1779 -3,7755 -3,3545 -2,9177 -2,4654 -2,0125 -1,5801 -1,1844 -0,8380 -0,5475 -0,3112 -0,1355 -0,0444 -0,0530 -0,1331 -0,2184 -0,2495 -0,2208 -0,1873 -0,2202 -0,3484 -0,5401 -0,7309 -0,8598 -0,8863 -0,7994 -0,6239 -0,4156 -0,2442 -0,1694 -0,2168 -0,3626 -0,5413 -0,6827 -0,7570 -0,7948 -0,8662 -1,0380 -1,3350 -1,7264 -2,1479 -2,5443 -2,8901 -3,1710 -3,3658 -3,4571 -3,4510 -3,3784 -3,2692 -3,1315 -2,9618 -2,7652 -2,5512 -2,3177 -2,0556 -1,7695 -1,4896 -1,2553 -1,0826 -0,9581
