Fp1   -0,5802 -0,6249 -0,5431 -0,3847 -0,2089 -0,0625 0,0376 0,1044 0,1617 0,2257 0,2971 0,3593 0,3869 0,3644 0,2966 0,2050 0,1184 0,0619 0,0441 0,0533 0,0639 0,0476 -0,0161 -0,1311 -0,2840 -0,4543 -0,6247 -0,7835 -0,9234 -1,0349 -1,0951 -1,0693 -0,9288 -0,6651 -0,2898 0,1710 0,6728 1,1467 1,5105 1,6960 1,6731 1,4604 1,1140 0,7039 0,2947 -0,0666 -0,3553 -0,5690 -0,7245 -0,8513 -0,9821 -1,1377 -1,3098 -1,4693 -1,6044 -1,7412 -1,9180 -2,1446 -2,3915 -2,6061 -2,7343 -2,7395 -2,6148 -2,3847 -2,0954 -1,8014 -1,5519 -1,3761 -1,2767 -1,2437 -1,2644 -1,3147 -1,3467 -1,2941 -1,1007 -0,7503 -0,2714 0,2801 0,8403 1,3492 1,7601 2,0475 2,2130 2,2819 2,2932 2,2884 2,2960 2,3207 2,3459 2,3471 2,3030 2,1999 2,0327 1,8137 1,5857 1,4123 1,3399 1,3675 1,4465 1,5002 1,4502 1,2479 0,8997 0,4668 0,0300 -0,3443 -0,6073 -0,7175 -0,6465 -0,3909 0,0345 0,6107 1,3121 2,0941 2,8939 3,6385 4,2457 4,6290 4,7183 4,4897 3,9796 3,2717 2,4645 1,6533 0,9286 0,3680 0,0186 -0,1083 -0,0248 0,2388 0,6274 1,0633 1,4675 1,7875 2,0090 2,1410 2,1931 2,1727 2,0988 1,9984 1,8846 1,7490 1,5832 1,4045 1,2525 1,1672 1,1752 1,2862 1,4968 1,7910 2,1289 2,4453 2,6788 2,8163 2,9077 3,0381 3,2850 3,6927 4,2644 4,9619 5,7126 6,4294 7,0361 7,4931 7,8054 8,0101 8,1496 8,2464 8,2983 8,3003 8,2689 8,2449 8,2716 8,3700 8,5306 8,7166 8,8814 8,9992 9,0734 9,1086 9,0832 8,9636 8,7395 8,4344 8,0899 7,7493 7,4484 7,2062 7,0224 6,8886 6,7955 6,7212 6,6172 6,4271 6,1254 5,7322 5,2970 4,8746 4,5036 4,1975 3,9548 3,7789 3,6853 3,6877 3,7870 3,9743 4,2258 4,4911 4,6984 4,7750 4,6714 4,3790 3,9312 3,3931 2,8536 2,4106 2,1372 2,0488 2,1033 2,2404 2,4251 2,6544 2,9235 3,1970 3,4177 3,5403 3,5500 3,4568 3,2862 3,0705 2,8367 2,6011 2,3799 2,2023 2,1052 2,1099 2,2029 2,3358 2,4500 2,5076 2,4968 2,4156 2,2610 2,0377 1,7739 1,5226 1,3392 1,2569 1,2830 1,4127 1,6342 1,9223 2,2288 2,4852 2,6240 2,6043 2,4206 2,0993 1,6873 1,2340 0,7829 0,3773 0,0673 -0,0993 -0,1041 0,0263 0,2333 0,4559 0,6542 0,8104 0,9145 0,9579 0,9467 0,9095 0,8833 0,8921 0,9389 1,0114 1,0887 1,1395 1,1326 1,0595 0,9469 0,8469 0,8145 0,8856 1,0643 1,3220 1,6086 1,8670 2,0406 2,0749 1,9299 1,5993 1,1107 0,5156 -0,1126 -0,6874 -1,1382 -1,4405 -1,6214 -1,7368 -1,8381 -1,9520 -2,0774 -2,1964 -2,2933 -2,3649 -2,4133 -2,4361 -2,4290 -2,3952 -2,3439 -2,2852 -2,2282 -2,1759 -2,1179 -2,0325 -1,8995 -1,7097 -1,4681 -1,2005 -0,9565 -0,7897 -0,7201 -0,7137 -0,6995 -0,6093 -0,4146 -0,1342 0,1921 0,5300 0,8569 1,1594 1,4343 1,6840 1,9036 2,0710 2,1537 2,1246 1,9775 1,7347 1,4401 1,1421 0,8889 0,7321 0,7156 0,8545 1,1250 1,4734 1,8382 2,1677 2,4165 2,5375 2,4984 2,3120 2,0446 1,7890 1,6336 1,6441 1,8439 2,1956 2,6056 2,9594 3,1678 3,1948 3,0622 2,8378 2,6103 2,4558 2,4138 2,4843 2,6444 2,8704 3,1476 3,4563 3,7572 3,9937 4,1120 4,0850 3,9269 3,6901 3,4446 3,2532 3,1543 3,1549 3,2338 3,3518 3,4636 3,5324 3,5429 3,5037 3,4397 3,3783 3,3358 3,3094 3,2887 3,2690 3,2464 3,2108 3,1553 3,0840 3,0023 2,9053 2,7810 2,6205 2,4249 2,2126 2,0196 1,8723 1,7575 1,6295 1,4520 1,2382 1,0536 0,9762 1,0489 1,2555 1,5308 1,7911 1,9696 2,0443 2,0414 2,0140 2,0148 2,0808 2,2282 2,4530 2,7301 3,0115 3,2389 3,3688 3,3905 3,3246 3,2108 3,0908 2,9878 2,8935 2,7737 2,5881 2,3093 1,9347 1,4943 1,0471 0,6586 0,3725 0,1991 0,1301 0,1529 0,2475 0,3772 0,4989 0,5846 0,6328 0,6665 0,7200 0,8224 0,9846 1,1940 1,4175 1,6174 1,7708 1,8752 1,9448 2,0053 2,0888 2,2184 2,3920 2,5863 2,7749 2,9409 3,0755 3,1792 3,2682 3,3676 3,4941 3,6507 3,8344 4,0388 4,2463 4,4187 4,4943 4,4026 4,1000 3,6042 2,9961 2,3818 1,8482 1,4468 1,1958 1,0803 1,0605 1,0971 1,1766 1,3148 1,5331 1,8213 2,1261 2,3812 2,5466 2,6175 2,6084 2,5381 2,4265 2,2967 2,1776 2,1020 2,0982 2,1828 2,3533 2,5852 2,8413 3,0842 3,2791 3,4079 3,4851 3,5458 3,6155 3,7026 3,8107 3,9438 4,1005 4,2702 4,4364 4,5831 4,7019 4,7957 4,8831 4,9983 5,1834 5,4788 5,9118 6,4836 7,1643 7,9054 8,6545 9,3491 9,9071 10,2487 10,3383 10,1976 9,8822 9,4563 8,9823 8,5158 8,1001 7,7628 7,5153 7,3579 7,2927 7,3256 7,4487 7,6291 7,8194 7,9768 8,0695 8,0731 7,9754 7,7840 7,5188 7,1943 6,8179 6,3964 5,9319 5,4183 4,8527 4,2473 3,6194 2,9746 2,3039 1,5952 0,8465 0,0752 -0,6824 -1,3789 -1,9675 -2,4138 -2,6962 -2,7976 -2,7081 -2,4436 -2,0583 -1,6283 -1,2234 -0,8980 -0,6884 -0,5938 -0,5621 -0,5145 -0,3926 -0,1842 0,0837 0,3630 0,6047 0,7786 0,8883 0,9767 1,1033 1,2970 1,5335
Fz    -0,1116 -0,1714 -0,1670 -0,1204 -0,0549 0,0110 0,0693 0,1218 0,1719 0,2185 0,2534 0,2606 0,2226 0,1329 0,0029 -0,1414 -0,2693 -0,3563 -0,3927 -0,3842 -0,3488 -0,3118 -0,2983 -0,3210 -0,3760 -0,4477 -0,5182 -0,5724 -0,6031 -0,6087 -0,5848 -0,5199 -0,4014 -0,2242 0,0073 0,2810 0,5745 0,8498 1,0569 1,1503 1,1091 0,9485 0,7100 0,4414 0,1865 -0,0156 -0,1362 -0,1664 -0,1211 -0,0354 0,0445 0,0787 0,0545 -0,0135 -0,1114 -0,2491 -0,4458 -0,6980 -0,9692 -1,2061 -1,3615 -1,4105 -1,3539 -1,2129 -1,0193 -0,8093 -0,6166 -0,4629 -0,3530 -0,2870 -0,2669 -0,2866 -0,3188 -0,3194 -0,2477 -0,0869 0,1534 0,4488 0,7709 1,0889 1,3707 1,5914 1,7441 1,8402 1,9033 1,9592 2,0234 2,0921 2,1441 2,1521 2,0951 1,9650 1,7678 1,5239 1,2724 1,0649 0,9427 0,9139 0,9501 0,9982 0,9988 0,9070 0,7102 0,4352 0,1335 -0,1368 -0,3211 -0,3741 -0,2708 -0,0131 0,3777 0,8753 1,4524 2,0717 2,6818 3,2230 3,6378 3,8802 3,9215 3,7559 3,4047 2,9122 2,3335 1,7297 1,1689 0,7162 0,4167 0,2888 0,3262 0,4973 0,7451 1,0008 1,2069 1,3354 1,3921 1,4040 1,3993 1,3977 1,4121 1,4459 1,4871 1,5142 1,5147 1,4994 1,4938 1,5182 1,5781 1,6692 1,7878 1,9311 2,0842 2,2175 2,3050 2,3485 2,3824 2,4542 2,6039 2,8555 3,2131 3,6562 4,1402 4,6086 5,0099 5,3147 5,5230 5,6575 5,7462 5,8041 5,8297 5,8204 5,7907 5,7713 5,7901 5,8535 5,9440 6,0287 6,0784 6,0873 6,0710 6,0404 5,9817 5,8695 5,6930 5,4651 5,2112 4,9572 4,7243 4,5281 4,3771 4,2742 4,2163 4,1840 4,1372 4,0326 3,8526 3,6129 3,3477 3,0895 2,8554 2,6438 2,4470 2,2681 2,1215 2,0196 1,9652 1,9569 1,9891 2,0440 2,0888 2,0833 1,9934 1,8052 1,5317 1,2074 0,8816 0,6125 0,4514 0,4220 0,5094 0,6766 0,8945 1,1489 1,4201 1,6673 1,8393 1,9039 1,8645 1,7526 1,6093 1,4682 1,3431 1,2279 1,1145 1,0140 0,9558 0,9638 1,0356 1,1404 1,2384 1,3036 1,3290 1,3152 1,2613 1,1688 1,0499 0,9290 0,8335 0,7808 0,7772 0,8260 0,9283 1,0750 1,2396 1,3808 1,4601 1,4574 1,3699 1,2065 0,9847 0,7243 0,4445 0,1700 -0,0650 -0,2268 -0,2970 -0,2781 -0,1882 -0,0532 0,1001 0,2453 0,3556 0,4118 0,4171 0,3976 0,3822 0,3839 0,3983 0,4153 0,4257 0,4165 0,3719 0,2880 0,1826 0,0886 0,0389 0,0559 0,1454 0,2927 0,4667 0,6299 0,7439 0,7718 0,6878 0,4903 0,1996 -0,1507 -0,5179 -0,8559 -1,1314 -1,3382 -1,4962 -1,6353 -1,7779 -1,9319 -2,0896 -2,2341 -2,3516 -2,4402 -2,5043 -2,5448 -2,5576 -2,5404 -2,4960 -2,4287 -2,3417 -2,2363 -2,1092 -1,9540 -1,7693 -1,5628 -1,3480 -1,1438 -0,9759 -0,8684 -0,8261 -0,8228 -0,8122 -0,7510 -0,6236 -0,4447 -0,2404 -0,0276 0,1882 0,4068 0,6290 0,8523 1,0647 1,2432 1,3614 1,4013 1,3615 1,2602 1,1278 0,9963 0,8940 0,8477 0,8815 1,0084 1,2210 1,4893 1,7727 2,0325 2,2313 2,3330 2,3158 2,1896 1,9986 1,8071 1,6817 1,6757 1,8085 2,0505 2,3308 2,5673 2,6999 2,7103 2,6225 2,4893 2,3692 2,3055 2,3156 2,3950 2,5289 2,7042 2,9123 3,1413 3,3669 3,5532 3,6604 3,6610 3,5552 3,3742 3,1675 2,9860 2,8684 2,8288 2,8517 2,9013 2,9397 2,9402 2,8955 2,8178 2,7302 2,6525 2,5909 2,5375 2,4834 2,4293 2,3774 2,3228 2,2591 2,1859 2,1055 2,0140 1,9009 1,7548 1,5723 1,3691 1,1775 1,0242 0,9100 0,8152 0,7215 0,6347 0,5878 0,6209 0,7528 0,9657 1,2122 1,4338 1,5838 1,6464 1,6410 1,6064 1,5815 1,5936 1,6554 1,7629 1,8954 2,0185 2,0948 2,0982 2,0231 1,8878 1,7317 1,5993 1,5195 1,4921 1,4882 1,4646 1,3816 1,2174 0,9789 0,7007 0,4288 0,2000 0,0298 -0,0810 -0,1368 -0,1473 -0,1322 -0,1140 -0,1040 -0,0959 -0,0703 -0,0042 0,1160 0,2871 0,4872 0,6836 0,8464 0,9595 1,0213 1,0421 1,0428 1,0516 1,0926 1,1744 1,2890 1,4206 1,5539 1,6785 1,7913 1,8981 2,0086 2,1276 2,2543 2,3895 2,5362 2,6891 2,8234 2,8929 2,8466 2,6575 2,3481 1,9842 1,6403 1,3687 1,1957 1,1281 1,1542 1,2515 1,4000 1,5929 1,8352 2,1279 2,4482 2,7476 2,9728 3,0892 3,0905 2,9915 2,8173 2,5995 2,3760 2,1873 2,0671 2,0330 2,0850 2,2087 2,3799 2,5693 2,7453 2,8764 2,9430 2,9519 2,9289 2,8991 2,8797 2,8828 2,9171 2,9877 3,0966 3,2434 3,4221 3,6200 3,8226 4,0251 4,2388 4,4876 4,7972 5,1837 5,6427 6,1477 6,6635 7,1587 7,6037 7,9598 8,1857 8,2587 8,1831 7,9801 7,6799 7,3222 6,9525 6,6124 6,3317 6,1265 6,0005 5,9496 5,9638 6,0234 6,0970 6,1480 6,1449 6,0682 5,9147 5,6971 5,4391 5,1621 4,8736 4,5682 4,2379 3,8775 3,4845 3,0620 2,6176 2,1567 1,6770 1,1717 0,6399 0,0894 -0,4662 -1,0074 -1,5046 -1,9201 -2,2180 -2,3756 -2,3859 -2,2586 -2,0218 -1,7216 -1,4113 -1,1388 -0,9416 -0,8431 -0,8399 -0,8926 -0,9397 -0,9293 -0,8410 -0,6881 -0,5074 -0,3404 -0,2159 -0,1388 -0,0870 -0,0261 0,0609 0,1579
F3    -0,5992 -0,5444 -0,4082 -0,2348 -0,0689 0,0562 0,1319 0,1758 0,2153 0,2693 0,3368 0,3977 0,4269 0,4121 0,3567 0,2731 0,1764 0,0835 0,0073 -0,0494 -0,0953 -0,1440 -0,2051 -0,2804 -0,3673 -0,4625 -0,5610 -0,6536 -0,7314 -0,7852 -0,7974 -0,7413 -0,5962 -0,3610 -0,0514 0,3096 0,6895 1,0359 1,2829 1,3756 1,2945 1,0656 0,7472 0,4004 0,0702 -0,2161 -0,4444 -0,6136 -0,7379 -0,8404 -0,9426 -1,0545 -1,1681 -1,2647 -1,3369 -1,4008 -1,4795 -1,5754 -1,6649 -1,7106 -1,6789 -1,5550 -1,3475 -1,0845 -0,8049 -0,5529 -0,3688 -0,2764 -0,2786 -0,3671 -0,5286 -0,7356 -0,9398 -1,0802 -1,1061 -0,9998 -0,7784 -0,4797 -0,1458 0,1869 0,4929 0,7567 0,9703 1,1293 1,2367 1,3045 1,3465 1,3625 1,3372 1,2546 1,1125 0,9209 0,6938 0,4480 0,2127 0,0303 -0,0652 -0,0738 -0,0347 -0,0113 -0,0663 -0,2384 -0,5237 -0,8728 -1,2131 -1,4792 -1,6257 -1,6258 -1,4737 -1,1875 -0,7962 -0,3215 0,2241 0,8220 1,4382 2,0241 2,5215 2,8716 3,0280 2,9716 2,7180 2,3092 1,7988 1,2462 0,7200 0,2887 0,0006 -0,1244 -0,0888 0,0849 0,3496 0,6372 0,8803 1,0383 1,1079 1,1114 1,0719 1,0031 0,9158 0,8194 0,7174 0,6105 0,5082 0,4346 0,4151 0,4615 0,5710 0,7326 0,9323 1,1526 1,3647 1,5324 1,6341 1,6826 1,7225 1,8091 1,9855 2,2742 2,6743 3,1609 3,6880 4,1995 4,6440 4,9906 5,2348 5,3917 5,4799 5,5089 5,4789 5,3962 5,2861 5,1892 5,1473 5,1858 5,3040 5,4725 5,6460 5,7901 5,8933 5,9500 5,9413 5,8418 5,6434 5,3664 5,0499 4,7357 4,4572 4,2319 4,0629 3,9472 3,8771 3,8286 3,7575 3,6201 3,3998 3,1129 2,7930 2,4737 2,1775 1,9131 1,6831 1,4969 1,3698 1,3102 1,3156 1,3833 1,5105 1,6780 1,8428 1,9490 1,9460 1,8078 1,5398 1,1737 0,7632 0,3792 0,0899 -0,0669 -0,0939 -0,0169 0,1443 0,3831 0,6819 0,9914 1,2456 1,3988 1,4423 1,3940 1,2848 1,1472 1,0011 0,8505 0,6988 0,5673 0,4930 0,5081 0,6188 0,7963 0,9910 1,1580 1,2693 1,3087 1,2692 1,1564 0,9927 0,8142 0,6621 0,5712 0,5651 0,6559 0,8408 1,0980 1,3875 1,6576 1,8600 1,9610 1,9418 1,7957 1,5274 1,1525 0,7028 0,2314 -0,1924 -0,5011 -0,6544 -0,6535 -0,5351 -0,3513 -0,1504 0,0298 0,1588 0,2185 0,2162 0,1836 0,1545 0,1424 0,1390 0,1316 0,1135 0,0795 0,0265 -0,0361 -0,0840 -0,0858 -0,0167 0,1302 0,3382 0,5667 0,7613 0,8746 0,8770 0,7554 0,5145 0,1803 -0,2116 -0,6302 -1,0477 -1,4332 -1,7618 -2,0291 -2,2537 -2,4609 -2,6646 -2,8623 -3,0375 -3,1676 -3,2383 -3,2542 -3,2343 -3,1959 -3,1475 -3,0938 -3,0401 -2,9926 -2,9567 -2,9336 -2,9151 -2,8838 -2,8197 -2,7101 -2,5560 -2,3735 -2,1917 -2,0432 -1,9444 -1,8828 -1,8204 -1,7153 -1,5495 -1,3373 -1,1070 -0,8800 -0,6649 -0,4598 -0,2566 -0,0486 0,1611 0,3538 0,4993 0,5659 0,5308 0,3917 0,1702 -0,0949 -0,3525 -0,5399 -0,5968 -0,4920 -0,2402 0,1017 0,4613 0,7771 1,0038 1,1073 1,0719 0,9152 0,6893 0,4630 0,3046 0,2721 0,3943 0,6498 0,9680 1,2567 1,4409 1,4884 1,4143 1,2688 1,1161 1,0101 0,9762 1,0104 1,0935 1,2113 1,3608 1,5386 1,7260 1,8859 1,9775 1,9781 1,8967 1,7691 1,6389 1,5415 1,4990 1,5173 1,5807 1,6584 1,7205 1,7518 1,7539 1,7379 1,7178 1,7052 1,7037 1,7046 1,6971 1,6800 1,6559 1,6200 1,5665 1,4968 1,4141 1,3128 1,1822 1,0152 0,8110 0,5782 0,3395 0,1201 -0,0691 -0,2336 -0,3788 -0,4875 -0,5169 -0,4232 -0,1956 0,1305 0,4865 0,7975 1,0106 1,1145 1,1372 1,1224 1,1072 1,1180 1,1717 1,2724 1,4060 1,5422 1,6433 1,6819 1,6541 1,5816 1,5040 1,4580 1,4549 1,4707 1,4578 1,3684 1,1728 0,8706 0,4957 0,1101 -0,2191 -0,4463 -0,5605 -0,5746 -0,5121 -0,4039 -0,2886 -0,2001 -0,1523 -0,1374 -0,1328 -0,1085 -0,0356 0,1006 0,2911 0,5032 0,6961 0,8410 0,9302 0,9747 0,9980 1,0291 1,0922 1,1948 1,3257 1,4625 1,5811 1,6628 1,7016 1,7110 1,7172 1,7425 1,8006 1,9034 2,0595 2,2610 2,4721 2,6285 2,6574 2,5143 2,2155 1,8344 1,4616 1,1639 0,9726 0,8920 0,9090 0,9999 1,1396 1,3108 1,5087 1,7312 1,9591 2,1541 2,2818 2,3312 2,3098 2,2290 2,0998 1,9376 1,7661 1,6167 1,5200 1,4947 1,5428 1,6498 1,7876 1,9263 2,0417 2,1150 2,1418 2,1435 2,1535 2,1896 2,2501 2,3272 2,4170 2,5183 2,6298 2,7522 2,8891 3,0450 3,2205 3,4141 3,6287 3,8758 4,1770 4,5552 5,0170 5,5461 6,1129 6,6846 7,2183 7,6541 7,9278 7,9996 7,8680 7,5598 7,1199 6,6091 6,0979 5,6499 5,3086 5,0939 5,0064 5,0365 5,1682 5,3712 5,5986 5,7971 5,9246 5,9598 5,9025 5,7694 5,5885 5,3842 5,1636 4,9206 4,6487 4,3407 3,9845 3,5675 3,0835 2,5293 1,9021 1,2078 0,4676 -0,2835 -1,0044 -1,6534 -2,1898 -2,5790 -2,8019 -2,8593 -2,7668 -2,5501 -2,2458 -1,9008 -1,5641 -1,2773 -1,0792 -1,0044 -1,0568 -1,1857 -1,3067 -1,3544 -1,3132 -1,2081 -1,0799 -0,9643 -0,8810 -0,8286 -0,7834 -0,7166 -0,6241 -0,5362
F7    -0,7250 -0,6907 -0,5805 -0,4231 -0,2587 -0,1232 -0,0341 0,0151 0,0477 0,0932 0,1721 0,2824 0,4010 0,4989 0,5572 0,5728 0,5558 0,5209 0,4796 0,4356 0,3839 0,3134 0,2137 0,0844 -0,0626 -0,2096 -0,3424 -0,4550 -0,5500 -0,6323 -0,6971 -0,7250 -0,6901 -0,5733 -0,3696 -0,0905 0,2333 0,5520 0,8091 0,9597 0,9797 0,8685 0,6491 0,3629 0,0603 -0,2146 -0,4384 -0,6108 -0,7453 -0,8602 -0,9763 -1,1073 -1,2449 -1,3628 -1,4480 -1,5194 -1,6109 -1,7409 -1,8984 -2,0513 -2,1652 -2,2198 -2,2111 -2,1469 -2,0421 -1,9195 -1,8077 -1,7303 -1,6971 -1,7084 -1,7611 -1,8388 -1,9014 -1,8948 -1,7774 -1,5422 -1,2175 -0,8502 -0,4877 -0,1654 0,0967 0,2936 0,4316 0,5197 0,5665 0,5837 0,5854 0,5803 0,5669 0,5351 0,4726 0,3717 0,2312 0,0595 -0,1182 -0,2614 -0,3360 -0,3370 -0,2920 -0,2491 -0,2606 -0,3628 -0,5567 -0,8070 -1,0637 -1,2827 -1,4303 -1,4796 -1,4141 -1,2334 -0,9488 -0,5735 -0,1195 0,3944 0,9334 1,4472 1,8780 2,1712 2,2858 2,2024 1,9314 1,5138 1,0109 0,4953 0,0429 -0,2841 -0,4576 -0,4870 -0,4016 -0,2335 -0,0171 0,2066 0,3962 0,5261 0,5958 0,6189 0,6058 0,5630 0,5008 0,4312 0,3577 0,2771 0,1923 0,1182 0,0745 0,0757 0,1284 0,2352 0,3990 0,6207 0,8853 1,1514 1,3695 1,5164 1,6136 1,7128 1,8673 2,1113 2,4510 2,8565 3,2666 3,6136 3,8538 3,9832 4,0328 4,0506 4,0804 4,1429 4,2314 4,3279 4,4248 4,5339 4,6731 4,8460 5,0327 5,1959 5,2995 5,3315 5,3054 5,2357 5,1168 4,9345 4,6938 4,4234 4,1582 3,9212 3,7175 3,5396 3,3767 3,2228 3,0784 2,9421 2,8015 2,6377 2,4426 2,2267 2,0128 1,8220 1,6630 1,5292 1,4100 1,3069 1,2360 1,2108 1,2297 1,2802 1,3461 1,4069 1,4392 1,4201 1,3316 1,1682 0,9406 0,6732 0,4031 0,1772 0,0346 -0,0114 0,0233 0,1100 0,2297 0,3804 0,5585 0,7369 0,8709 0,9314 0,9245 0,8779 0,8198 0,7669 0,7214 0,6735 0,6176 0,5668 0,5490 0,5860 0,6740 0,7821 0,8706 0,9130 0,9002 0,8312 0,7034 0,5158 0,2859 0,0567 -0,1207 -0,2123 -0,2107 -0,1267 0,0197 0,2013 0,3817 0,5178 0,5740 0,5344 0,4020 0,1948 -0,0621 -0,3438 -0,6277 -0,8877 -1,0918 -1,2124 -1,2449 -1,2124 -1,1519 -1,0944 -1,0546 -1,0340 -1,0307 -1,0422 -1,0581 -1,0574 -1,0192 -0,9350 -0,8117 -0,6660 -0,5162 -0,3840 -0,2962 -0,2689 -0,2927 -0,3358 -0,3608 -0,3394 -0,2590 -0,1242 0,0468 0,2241 0,3627 0,4070 0,3118 0,0644 -0,3144 -0,7835 -1,2894 -1,7730 -2,1843 -2,5017 -2,7385 -2,9274 -3,0932 -3,2392 -3,3520 -3,4162 -3,4287 -3,4032 -3,3587 -3,3048 -3,2405 -3,1616 -3,0678 -2,9650 -2,8640 -2,7734 -2,6926 -2,6141 -2,5298 -2,4354 -2,3327 -2,2338 -2,1629 -2,1441 -2,1776 -2,2283 -2,2445 -2,1892 -2,0591 -1,8780 -1,6771 -1,4771 -1,2862 -1,1068 -0,9393 -0,7858 -0,6537 -0,5569 -0,5064 -0,5004 -0,5255 -0,5659 -0,6138 -0,6704 -0,7362 -0,7992 -0,8379 -0,8347 -0,7864 -0,7063 -0,6138 -0,5221 -0,4404 -0,3854 -0,3778 -0,4236 -0,5030 -0,5777 -0,6050 -0,5492 -0,3938 -0,1540 0,1205 0,3604 0,5034 0,5167 0,4073 0,2206 0,0246 -0,1192 -0,1780 -0,1487 -0,0448 0,1187 0,3302 0,5716 0,8097 1,0019 1,1132 1,1317 1,0738 0,9755 0,8782 0,8162 0,8061 0,8423 0,9030 0,9609 0,9919 0,9820 0,9316 0,8550 0,7750 0,7154 0,6931 0,7094 0,7499 0,7889 0,7957 0,7439 0,6276 0,4688 0,3049 0,1634 0,0485 -0,0539 -0,1609 -0,2773 -0,3920 -0,4929 -0,5828 -0,6780 -0,7877 -0,8931 -0,9513 -0,9230 -0,8015 -0,6196 -0,4356 -0,3062 -0,2613 -0,2913 -0,3562 -0,4096 -0,4197 -0,3757 -0,2815 -0,1481 0,0072 0,1585 0,2775 0,3450 0,3582 0,3288 0,2779 0,2266 0,1853 0,1480 0,0966 0,0117 -0,1185 -0,2939 -0,5036 -0,7293 -0,9500 -1,1474 -1,3065 -1,4138 -1,4610 -1,4538 -1,4138 -1,3633 -1,3085 -1,2390 -1,1408 -1,0075 -0,8431 -0,6589 -0,4676 -0,2823 -0,1164 0,0184 0,1150 0,1731 0,2007 0,2119 0,2217 0,2376 0,2605 0,2908 0,3303 0,3796 0,4399 0,5172 0,6197 0,7488 0,8962 1,0480 1,1870 1,2925 1,3390 1,2973 1,1415 0,8697 0,5199 0,1588 -0,1519 -0,3787 -0,5139 -0,5651 -0,5525 -0,5045 -0,4419 -0,3635 -0,2472 -0,0717 0,1536 0,3807 0,5495 0,6209 0,5901 0,4785 0,3197 0,1452 -0,0224 -0,1642 -0,2579 -0,2779 -0,2046 -0,0365 0,2045 0,4826 0,7616 1,0095 1,2023 1,3330 1,4113 1,4525 1,4721 1,4879 1,5152 1,5602 1,6224 1,6991 1,7870 1,8820 1,9806 2,0857 2,2136 2,3928 2,6512 3,0020 3,4324 3,9068 4,3823 4,8210 5,1870 5,4411 5,5528 5,5192 5,3666 5,1317 4,8490 4,5491 4,2572 3,9899 3,7577 3,5681 3,4262 3,3380 3,3122 3,3548 3,4577 3,5964 3,7358 3,8384 3,8701 3,8111 3,6624 3,4382 3,1523 2,8191 2,4569 2,0795 1,6878 1,2804 0,8652 0,4524 0,0430 -0,3696 -0,7890 -1,2127 -1,6353 -2,0482 -2,4349 -2,7733 -3,0443 -3,2359 -3,3360 -3,3324 -3,2254 -3,0392 -2,8124 -2,5822 -2,3797 -2,2294 -2,1350 -2,0697 -1,9924 -1,8764 -1,7202 -1,5431 -1,3775 -1,2527 -1,1769 -1,1318 -1,0792 -0,9815 -0,8271 -0,6390
