Fp1   -1,9349 -1,6926 -1,3750 -1,0287 -0,7023 -0,4465 -0,2945 -0,2460 -0,2739 -0,3424 -0,4230 -0,5013 -0,5774 -0,6670 -0,7955 -0,9728 -1,1738 -1,3558 -1,4903 -1,5708 -1,6036 -1,5968 -1,5454 -1,4224 -1,1968 -0,8623 -0,4333 0,0771 0,6472 1,2252 1,7445 2,1545 2,4291 2,5643 2,5792 2,5001 2,3371 2,0941 1,8010 1,5082 1,2461 1,0106 0,7890 0,5730 0,3490 0,1094 -0,1244 -0,3061 -0,3950 -0,3877 -0,3296 -0,2940 -0,3432 -0,4908 -0,6926 -0,8692 -0,9387 -0,8530 -0,6243 -0,3073 0,0423 0,3829 0,6878 0,9621 1,2464 1,5780 1,9503 2,3155 2,6166 2,8120 2,8825 2,8393 2,7318 2,6307 2,5928 2,6320 2,7157 2,7959 2,8482 2,8778 2,8908 2,8711 2,7918 2,6465 2,4637 2,3027 2,2330 2,3007 2,5028 2,7902 3,0906 3,3352 3,4706 3,4608 3,3013 3,0317 2,7153 2,3961 2,0854 1,7922 1,5462 1,3819 1,3067 1,2958 1,3173 1,3592 1,4285 1,5188 1,5831 1,5583 1,4154 1,1775 0,9001 0,6328 0,3917 0,1716 -0,0169 -0,1347 -0,1377 -0,0002 0,2824 0,6877 1,1505 1,5722 1,8637 1,9897 1,9799 1,9046 1,8354 1,8163 1,8566 1,9313 1,9888 1,9782 1,8783 1,6928 1,4277 1,0870 0,6924 0,2902 -0,0678 -0,3436 -0,5158 -0,5768 -0,5289 -0,3789 -0,1390 0,1637 0,4881 0,7981 1,0794 1,3390 1,5930 1,8523 2,1162 2,3762 2,6159 2,8048 2,9068 2,9066 2,8296 2,7282 2,6469 2,6071 2,6236 2,7122 2,8747 3,0940 3,3560 3,6591 3,9992 4,3505 4,6631 4,8846 4,9893 4,9868 4,9046 4,7713 4,6131 4,4540 4,3097 4,1774 4,0452 3,9155 3,8119 3,7578 3,7516 3,7634 3,7540 3,6975 3,5916 3,4555 3,3159 3,1915 3,0880 3,0021 2,9241 2,8410 2,7390 2,6069 2,4407 2,2469 2,0332 1,8002 1,5473 1,2801 1,0076 0,7388 0,4838 0,2594 0,0964 0,0247 0,0446 0,1184 0,1893 0,2071 0,1443 -0,0034 -0,2258 -0,4989 -0,7803 -1,0207 -1,1841 -1,2501 -1,2059 -1,0438 -0,7693 -0,4107 -0,0176 0,3572 0,6785 0,9283 1,0844 1,1148 1,0098 0,8143 0,6070 0,4488 0,3589 0,3350 0,3855 0,5315 0,7724 1,0580 1,3100 1,4706 1,5248 1,4872 1,3825 1,2376 1,0834 0,9540 0,8785 0,8705 0,9246 1,0200 1,1241 1,2042 1,2314 1,1793 1,0394 0,8362 0,6077 0,3709 0,1099 -0,2076 -0,6001 -1,0500 -1,5061 -1,9075 -2,2124 -2,4145 -2,5408 -2,6307 -2,7042 -2,7481 -2,7309 -2,6303 -2,4480 -2,2198 -2,0176 -1,9204 -1,9693 -2,1459 -2,3836 -2,5994 -2,7319 -2,7542 -2,6599 -2,4531 -2,1578 -1,8268 -1,5278 -1,3070 -1,1613 -1,0413 -0,8831 -0,6472 -0,3422 -0,0159 0,2748 0,4872 0,6000 0,6143 0,5519 0,4417 0,3062 0,1669 0,0574 0,0225 0,0999 0,2957 0,5723 0,8590 1,0749 1,1539 1,0680 0,8388 0,5317 0,2373 0,0447 0,0079 0,1296 0,3822 0,7415 1,1824 1,6507 2,0709 2,3893 2,5991 2,7286 2,8114 2,8669 2,8975 2,8997 2,8835 2,8758 2,8995 2,9552 3,0182 3,0524 3,0377 2,9856 2,9273 2,8872 2,8671 2,8497 2,8167 2,7620 2,6831 2,5745 2,4454 2,3308 2,2743 2,3045 2,4274 2,6313 2,8970 3,2007 3,5063 3,7643 3,9335 4,0019 3,9754 3,8562 3,6452 3,3488 2,9783 2,5595 2,1513 1,8358 1,6861 1,7419 2,0088 2,4645 3,0608 3,7290 4,3939 4,9852 5,4413 5,7231 5,8332 5,8191 5,7543 5,7077 5,7173 5,7786 5,8501 5,8743 5,8090 5,6549 5,4537 5,2521 5,0650 4,8719 4,6401 4,3462 3,9899 3,5983 3,2087 2,8447 2,5162 2,2387 2,0451 1,9803 2,0775 2,3376 2,7264 3,1823 3,6248 3,9772 4,1968 4,2895 4,2978 4,2725 4,2501 4,2543 4,3075 4,4229 4,5898 4,7805 4,9654 5,1185 5,2200 5,2610 5,2461 5,1946 5,1382 5,1138 5,1561 5,2914 5,5276 5,8420 6,1858 6,5135 6,8066 7,0692 7,3075 7,5157 7,6752 7,7673 7,7867 7,7401 7,6369 7,4873 7,3019 7,0834 6,8200 6,4995 6,1352 5,7651 5,4238 5,1280 4,8955 4,7598 4,7572 4,8988 5,1573 5,4757 5,7945 6,0761 6,3069 6,4843 6,6070 6,6772 6,7049 6,7072 6,7012 6,6948 6,6808 6,6433 6,5716 6,4674 6,3393 6,1934 6,0367 5,8845 5,7612 5,6849 5,6466 5,6091 5,5301 5,3869 5,1815 4,9226 4,6086 4,2295 3,7829 3,2889 2,7906 2,3342 1,9500 1,6553 1,4576 1,3472 1,3028 1,3083 1,3482 1,3936 1,4033 1,3393 1,1855 0,9628 0,7224 0,5151 0,3625 0,2574 0,1868 0,1513 0,1580 0,2028 0,2702 0,3468 0,4214 0,4734 0,4737 0,4053 0,2745 0,1014 -0,0972 -0,3165 -0,5512 -0,7725 -0,9330 -1,0088 -1,0229 -1,0244 -1,0477 -1,0884 -1,1152 -1,1008 -1,0381 -0,9300 -0,7754 -0,5657 -0,2906 0,0515 0,4430 0,8486 1,2279 1,5467 1,7799 1,9112 1,9376 1,8774 1,7758 1,6964 1,6990 1,8183 2,0548 2,3699 2,6926 2,9479 3,0883 3,1071 3,0275 2,8739 2,6482 2,3344 1,9220 1,4201 0,8586 0,2828 -0,2593 -0,7310 -1,1132 -1,4060 -1,6326 -1,8371 -2,0631 -2,3240 -2,5999 -2,8657 -3,1175 -3,3656 -3,6056 -3,8098 -3,9459 -3,9997 -3,9809 -3,9134 -3,8252 -3,7491 -3,7201 -3,7554 -3,8379 -3,9249 -3,9764 -3,9718 -3,9047 -3,7719 -3,5717 -3,3109 -3,0079 -2,6896 -2,3901 -2,1542 -2,0259 -2,0202 -2,1066
Fz    -2,1990 -1,8995 -1,5449 -1,1819 -0,8617 -0,6311 -0,5128 -0,4974 -0,5609 -0,6823 -0,8437 -1,0213 -1,1855 -1,3148 -1,4083 -1,4727 -1,5056 -1,4992 -1,4544 -1,3816 -1,2914 -1,1856 -1,0500 -0,8591 -0,5963 -0,2671 0,1121 0,5294 0,9688 1,3966 1,7739 2,0790 2,3069 2,4568 2,5287 2,5225 2,4348 2,2652 2,0300 1,7564 1,4634 1,1629 0,8741 0,6147 0,3818 0,1627 -0,0398 -0,2058 -0,3132 -0,3536 -0,3436 -0,3216 -0,3265 -0,3735 -0,4513 -0,5335 -0,5839 -0,5650 -0,4584 -0,2688 -0,0125 0,2862 0,5998 0,9122 1,2272 1,5516 1,8764 2,1789 2,4387 2,6426 2,7772 2,8382 2,8459 2,8412 2,8629 2,9257 3,0118 3,0923 3,1562 3,2106 3,2567 3,2804 3,2659 3,2087 3,1217 3,0379 2,9989 3,0291 3,1175 3,2242 3,3017 3,3161 3,2492 3,0871 2,8217 2,4680 2,0665 1,6617 1,2812 0,9411 0,6583 0,4482 0,3130 0,2441 0,2369 0,2975 0,4327 0,6270 0,8302 0,9818 1,0510 1,0489 1,0085 0,9565 0,9018 0,8515 0,8312 0,8826 1,0393 1,3115 1,6866 2,1320 2,5938 3,0017 3,2879 3,4167 3,4045 3,3116 3,2061 3,1280 3,0809 3,0410 2,9734 2,8543 2,6836 2,4704 2,2125 1,8993 1,5363 1,1595 0,8219 0,5703 0,4300 0,4018 0,4720 0,6286 0,8617 1,1475 1,4439 1,7117 1,9382 2,1411 2,3510 2,5918 2,8718 3,1865 3,5184 3,8316 4,0802 4,2334 4,2902 4,2689 4,1875 4,0655 3,9423 3,8739 3,9010 4,0304 4,2503 4,5476 4,9067 5,2990 5,6789 5,9938 6,2061 6,3082 6,3196 6,2699 6,1797 6,0563 5,9031 5,7259 5,5351 5,3483 5,1849 5,0534 4,9426 4,8267 4,6783 4,4823 4,2476 4,0111 3,8196 3,7016 3,6537 3,6522 3,6699 3,6815 3,6609 3,5862 3,4507 3,2632 3,0337 2,7681 2,4818 2,2014 1,9482 1,7267 1,5308 1,3585 1,2205 1,1262 1,0615 0,9868 0,8611 0,6660 0,4109 0,1214 -0,1741 -0,4485 -0,6748 -0,8293 -0,8932 -0,8521 -0,7007 -0,4465 -0,1061 0,2919 0,7025 1,0773 1,3837 1,6050 1,7246 1,7220 1,5926 1,3707 1,1233 0,9155 0,7820 0,7311 0,7730 0,9311 1,2120 1,5754 1,9505 2,2804 2,5460 2,7525 2,9053 3,0044 3,0505 3,0506 3,0166 2,9587 2,8821 2,7866 2,6677 2,5181 2,3277 2,0846 1,7889 1,4582 1,1103 0,7468 0,3526 -0,0965 -0,6187 -1,2075 -1,8244 -2,4091 -2,9050 -3,2861 -3,5630 -3,7604 -3,8868 -3,9254 -3,8541 -3,6718 -3,4077 -3,1161 -2,8679 -2,7296 -2,7344 -2,8642 -3,0524 -3,2153 -3,2950 -3,2772 -3,1723 -2,9940 -2,7583 -2,4948 -2,2423 -2,0281 -1,8500 -1,6752 -1,4569 -1,1620 -0,7946 -0,3935 -0,0066 0,3299 0,5942 0,7782 0,8884 0,9377 0,9357 0,8932 0,8313 0,7787 0,7601 0,7820 0,8271 0,8621 0,8504 0,7624 0,5894 0,3529 0,0989 -0,1133 -0,2256 -0,2040 -0,0563 0,1848 0,4971 0,8710 1,2772 1,6600 1,9681 2,1821 2,3168 2,4053 2,4783 2,5498 2,6177 2,6798 2,7424 2,8084 2,8656 2,8897 2,8598 2,7783 2,6730 2,5744 2,4954 2,4320 2,3747 2,3197 2,2715 2,2342 2,2039 2,1844 2,1998 2,2813 2,4462 2,6911 2,9989 3,3456 3,6966 3,9981 4,1879 4,2311 4,1426 3,9652 3,7375 3,4830 3,2086 2,9040 2,5634 2,2163 1,9298 1,7810 1,8236 2,0711 2,4997 3,0586 3,6809 4,2949 4,8334 5,2441 5,5071 5,6474 5,7225 5,7954 5,9110 6,0835 6,2883 6,4648 6,5400 6,4695 6,2646 5,9858 5,7064 5,4706 5,2764 5,0875 4,8612 4,5742 4,2323 3,8575 3,4699 3,0902 2,7468 2,4753 2,3111 2,2764 2,3716 2,5780 2,8646 3,1933 3,5272 3,8420 4,1296 4,3930 4,6380 4,8695 5,0936 5,3167 5,5361 5,7357 5,8962 6,0067 6,0655 6,0796 6,0635 6,0323 5,9979 5,9753 5,9889 6,0665 6,2278 6,4734 6,7780 7,0969 7,3899 7,6383 7,8413 8,0049 8,1356 8,2337 8,2910 8,2954 8,2379 8,1159 7,9353 7,7107 7,4547 7,1650 6,8338 6,4746 6,1281 5,8285 5,5801 5,3757 5,2255 5,1591 5,2038 5,3646 5,6160 5,9123 6,2125 6,4970 6,7597 6,9941 7,1921 7,3528 7,4836 7,5939 7,6903 7,7742 7,8420 7,8887 7,9128 7,9128 7,8790 7,7966 7,6607 7,4882 7,3078 7,1379 6,9813 6,8337 6,6875 6,5316 6,3503 6,1236 5,8340 5,4784 5,0753 4,6564 4,2466 3,8551 3,4903 3,1676 2,9010 2,7016 2,5842 2,5548 2,5908 2,6409 2,6482 2,5793 2,4379 2,2530 2,0548 1,8611 1,6761 1,4973 1,3271 1,1762 1,0535 0,9581 0,8831 0,8198 0,7582 0,6888 0,6059 0,5041 0,3737 0,2063 0,0086 -0,1863 -0,3219 -0,3484 -0,2588 -0,0909 0,1030 0,2882 0,4591 0,6269 0,7989 0,9731 1,1518 1,3500 1,5914 1,8960 2,2663 2,6785 3,0890 3,4550 3,7518 3,9724 4,1180 4,1934 4,2112 4,1980 4,1960 4,2504 4,3895 4,6161 4,9077 5,2189 5,4886 5,6614 5,7129 5,6529 5,4996 5,2549 4,9081 4,4572 3,9207 3,3357 2,7530 2,2234 1,7764 1,4127 1,1135 0,8524 0,5979 0,3219 0,0188 -0,2870 -0,5625 -0,7938 -0,9886 -1,1558 -1,2878 -1,3628 -1,3624 -1,2896 -1,1734 -1,0610 -1,0058 -1,0495 -1,2001 -1,4264 -1,6785 -1,9121 -2,0999 -2,2274 -2,2809 -2,2416 -2,0918 -1,8272 -1,4675 -1,0561 -0,6521 -0,3151 -0,0842 0,0322
F3    -1,0423 -0,8957 -0,6544 -0,3531 -0,0584 0,1444 0,1943 0,0897 -0,1268 -0,4037 -0,6887 -0,9290 -1,0839 -1,1431 -1,1329 -1,0942 -1,0490 -0,9924 -0,9146 -0,8165 -0,7126 -0,6252 -0,5687 -0,5338 -0,4968 -0,4382 -0,3392 -0,1711 0,0882 0,4264 0,8027 1,1779 1,5279 1,8431 2,1276 2,3794 2,5682 2,6546 2,6271 2,4817 2,1715 1,6362 0,8977 0,0761 -0,6886 -1,2948 -1,6849 -1,8319 -1,7323 -1,4177 -0,9595 -0,4548 -0,0086 0,2856 0,3658 0,2235 -0,0797 -0,4252 -0,6835 -0,7623 -0,6311 -0,3201 0,1058 0,5850 1,0844 1,5916 2,0917 2,5534 2,9304 3,1660 3,2089 3,0592 2,8000 2,5515 2,3945 2,3435 2,3721 2,4519 2,5716 2,7272 2,8981 3,0423 3,1203 3,1208 3,0614 2,9813 2,9303 2,9480 3,0436 3,1926 3,3517 3,4777 3,5322 3,4742 3,2747 2,9456 2,5439 2,1424 1,7973 1,5349 1,3553 1,2414 1,1683 1,1187 1,0930 1,1079 1,1828 1,3165 1,4697 1,5853 1,6250 1,5862 1,4956 1,3840 1,2650 1,1415 1,0286 0,9585 0,9582 1,0386 1,2027 1,4456 1,7354 2,0066 2,1898 2,2535 2,2183 2,1350 2,0512 1,9936 1,9672 1,9585 1,9385 1,8796 1,7714 1,6165 1,4161 1,1705 0,8969 0,6342 0,4254 0,2975 0,2550 0,2844 0,3658 0,4866 0,6485 0,8549 1,0968 1,3541 1,6111 1,8678 2,1389 2,4394 2,7730 3,1337 3,5068 3,8641 4,1677 4,3865 4,5121 4,5515 4,5102 4,3968 4,2449 4,1097 4,0378 4,0496 4,1506 4,3395 4,6030 4,9080 5,2011 5,4229 5,5342 5,5290 5,4298 5,2773 5,1181 4,9920 4,9194 4,8949 4,8926 4,8866 4,8647 4,8268 4,7764 4,7162 4,6441 4,5530 4,4410 4,3226 4,2223 4,1546 4,1139 4,0814 4,0351 3,9541 3,8199 3,6246 3,3795 3,1093 2,8381 2,5822 2,3560 2,1723 2,0311 1,9129 1,7892 1,6492 1,5178 1,4331 1,4027 1,3900 1,3421 1,2252 1,0370 0,7984 0,5389 0,2885 0,0787 -0,0622 -0,1169 -0,0798 0,0453 0,2461 0,5065 0,8069 1,1206 1,4179 1,6748 1,8688 1,9707 1,9535 1,8193 1,6150 1,4089 1,2531 1,1656 1,1435 1,1902 1,3216 1,5374 1,7950 2,0252 2,1737 2,2261 2,2041 2,1469 2,0893 2,0504 2,0383 2,0565 2,1023 2,1668 2,2335 2,2784 2,2781 2,2184 2,0929 1,9060 1,6727 1,4086 1,1185 0,7932 0,4138 -0,0300 -0,5187 -1,0030 -1,4259 -1,7551 -1,9986 -2,1898 -2,3573 -2,4985 -2,5797 -2,5644 -2,4382 -2,2158 -1,9422 -1,6905 -1,5391 -1,5330 -1,6607 -1,8562 -2,0291 -2,1115 -2,0787 -1,9337 -1,6905 -1,3754 -1,0335 -0,7200 -0,4760 -0,3036 -0,1588 0,0277 0,3043 0,6631 1,0479 1,3937 1,6519 1,7948 1,8208 1,7565 1,6407 1,5067 1,3833 1,3036 1,3039 1,4107 1,6219 1,8969 2,1655 2,3495 2,3873 2,2587 1,9930 1,6501 1,3029 1,0262 0,8769 0,8754 1,0143 1,2813 1,6551 2,0862 2,5060 2,8620 3,1406 3,3594 3,5415 3,6921 3,7952 3,8317 3,8059 3,7514 3,7034 3,6740 3,6525 3,6253 3,5941 3,5766 3,5876 3,6232 3,6623 3,6786 3,6541 3,5895 3,4959 3,3840 3,2732 3,2005 3,2050 3,3053 3,4950 3,7532 4,0541 4,3661 4,6423 4,8290 4,8976 4,8602 4,7446 4,5644 4,3230 4,0258 3,6771 3,2930 2,9233 2,6452 2,5294 2,6139 2,8989 3,3561 3,9341 4,5647 5,1749 5,6985 6,0846 6,3153 6,4176 6,4466 6,4605 6,5055 6,6055 6,7479 6,8808 6,9340 6,8601 6,6650 6,4023 6,1358 5,8982 5,6792 5,4472 5,1770 4,8631 4,5195 4,1664 3,8177 3,4864 3,1938 2,9708 2,8495 2,8503 2,9728 3,1987 3,4985 3,8321 4,1514 4,4164 4,6139 4,7612 4,8887 5,0217 5,1815 5,3858 5,6328 5,8938 6,1327 6,3245 6,4549 6,5202 6,5290 6,4975 6,4480 6,4079 6,4064 6,4657 6,5962 6,7956 7,0492 7,3350 7,6313 7,9196 8,1839 8,4106 8,5870 8,6985 8,7309 8,6823 8,5676 8,4088 8,2232 8,0208 7,8014 7,5521 7,2599 6,9346 6,6069 6,2998 6,0133 5,7477 5,5285 5,3984 5,3880 5,4968 5,6926 5,9271 6,1632 6,3871 6,5924 6,7668 6,9003 6,9984 7,0789 7,1589 7,2439 7,3241 7,3797 7,3928 7,3586 7,2827 7,1704 7,0256 6,8621 6,7077 6,5900 6,5155 6,4678 6,4224 6,3622 6,2793 6,1606 5,9846 5,7344 5,4106 5,0321 4,6280 4,2212 3,8231 3,4481 3,1170 2,8421 2,6282 2,4886 2,4347 2,4508 2,4937 2,5135 2,4782 2,3872 2,2646 2,1383 2,0225 1,9135 1,8021 1,6913 1,5969 1,5324 1,4983 1,4862 1,4826 1,4660 1,4132 1,3167 1,1891 1,0463 0,8949 0,7337 0,5706 0,4342 0,3599 0,3540 0,3820 0,3992 0,3883 0,3693 0,3805 0,4495 0,5794 0,7568 0,9682 1,2112 1,4916 1,8125 2,1607 2,5068 2,8197 3,0791 3,2749 3,4017 3,4566 3,4442 3,3885 3,3369 3,3451 3,4531 3,6702 3,9702 4,2947 4,5686 4,7281 4,7454 4,6323 4,4204 4,1351 3,7847 3,3680 2,8898 2,3723 1,8566 1,3827 0,9679 0,6063 0,2853 -0,0061 -0,2793 -0,5421 -0,7872 -0,9956 -1,1563 -1,2834 -1,4066 -1,5426 -1,6765 -1,7750 -1,8131 -1,7887 -1,7201 -1,6391 -1,5825 -1,5777 -1,6293 -1,7201 -1,8252 -1,9251 -2,0105 -2,0770 -2,1145 -2,1031 -2,0192 -1,8490 -1,5975 -1,2903 -0,9742 -0,7088 -0,5396 -0,4725
F7    -1,7366 -1,4623 -1,0834 -0,6696 -0,2653 0,0947 0,3749 0,5533 0,6385 0,6629 0,6443 0,5651 0,3941 0,1168 -0,2595 -0,7064 -1,1734 -1,5978 -1,9292 -2,1454 -2,2521 -2,2643 -2,1762 -1,9478 -1,5329 -0,9239 -0,1600 0,6918 1,5360 2,2558 2,7589 2,9961 2,9417 2,5975 2,0104 1,2624 0,4413 -0,3693 -1,0735 -1,5413 -1,6251 -1,2549 -0,5304 0,3067 0,9969 1,3800 1,4416 1,2770 1,0116 0,7301 0,4481 0,1383 -0,2140 -0,5679 -0,8332 -0,9095 -0,7193 -0,2552 0,3762 0,9935 1,4472 1,6795 1,7076 1,5941 1,4246 1,2602 1,1016 0,9305 0,7916 0,8101 1,1014 1,6487 2,2963 2,8957 3,4086 3,8477 4,1891 4,3871 4,4190 4,2947 4,0514 3,7408 3,4088 3,0942 2,8392 2,6890 2,6855 2,8498 3,1582 3,5421 3,9117 4,1926 4,3487 4,3740 4,2792 4,0931 3,8534 3,5799 3,2668 2,9226 2,6062 2,3991 2,3515 2,4573 2,6603 2,8800 3,0478 3,1222 3,0767 2,8987 2,6043 2,2361 1,8428 1,4585 1,1015 0,7881 0,5437 0,3978 0,3662 0,4445 0,6187 0,8646 1,1333 1,3623 1,5098 1,5763 1,5894 1,5708 1,5264 1,4678 1,4280 1,4402 1,5072 1,6022 1,6931 1,7542 1,7636 1,7025 1,5612 1,3474 1,0892 0,8265 0,5983 0,4374 0,3648 0,3817 0,4722 0,6118 0,7820 0,9794 1,2032 1,4394 1,6647 1,8639 2,0398 2,2019 2,3474 2,4586 2,5195 2,5286 2,5063 2,4895 2,5087 2,5744 2,6849 2,8320 2,9953 3,1528 3,3026 3,4573 3,6141 3,7429 3,8063 3,7931 3,7303 3,6668 3,6407 3,6647 3,7399 3,8642 4,0156 4,1477 4,2202 4,2261 4,1807 4,1040 4,0159 3,9230 3,8161 3,6948 3,5799 3,4939 3,4459 3,4341 3,4528 3,4921 3,5358 3,5649 3,5645 3,5313 3,4753 3,4064 3,3163 3,1866 3,0119 2,7982 2,5516 2,2933 2,0662 1,9103 1,8348 1,8141 1,8108 1,8029 1,7900 1,7739 1,7349 1,6424 1,4852 1,2846 1,0879 0,9512 0,9185 1,0101 1,2253 1,5446 1,9306 2,3298 2,6774 2,9104 2,9963 2,9537 2,8339 2,6783 2,5016 2,3110 2,1248 1,9621 1,8257 1,7039 1,5889 1,4894 1,4248 1,3987 1,3881 1,3688 1,3368 1,2945 1,2316 1,1402 1,0379 0,9609 0,9333 0,9520 0,9998 1,0632 1,1387 1,2321 1,3467 1,4639 1,5492 1,5810 1,5621 1,4978 1,3743 1,1687 0,8737 0,5088 0,1127 -0,2662 -0,5802 -0,8024 -0,9470 -1,0569 -1,1623 -1,2570 -1,3092 -1,2809 -1,1451 -0,9157 -0,6659 -0,4914 -0,4460 -0,5177 -0,6532 -0,7945 -0,9096 -1,0023 -1,0858 -1,1541 -1,1885 -1,1803 -1,1315 -1,0424 -0,9088 -0,7272 -0,5001 -0,2434 0,0082 0,2155 0,3515 0,4072 0,3971 0,3616 0,3482 0,3773 0,4291 0,4639 0,4519 0,3939 0,3220 0,2762 0,2741 0,3048 0,3431 0,3638 0,3512 0,3033 0,2363 0,1852 0,1883 0,2652 0,4101 0,6094 0,8625 1,1707 1,5080 1,8271 2,0980 2,3258 2,5293 2,7075 2,8340 2,8778 2,8228 2,6796 2,4887 2,3091 2,1932 2,1568 2,1719 2,1959 2,2063 2,2086 2,2250 2,2684 2,3265 2,3785 2,4135 2,4277 2,4157 2,3700 2,2841 2,1645 2,0415 1,9587 1,9426 1,9862 2,0629 2,1386 2,1726 2,1353 2,0303 1,8891 1,7509 1,6524 1,6165 1,6425 1,7173 1,8365 2,0025 2,2108 2,4566 2,7465 3,0863 3,4642 3,8536 4,2214 4,5360 4,7772 4,9390 5,0291 5,0705 5,0946 5,1251 5,1716 5,2351 5,3009 5,3286 5,2766 5,1494 4,9972 4,8673 4,7716 4,6914 4,5915 4,4398 4,2296 3,9778 3,6988 3,3883 3,0369 2,6576 2,3004 2,0417 1,9554 2,0808 2,4025 2,8465 3,3032 3,6774 3,9262 4,0569 4,1057 4,1124 4,0974 4,0709 4,0589 4,0979 4,2062 4,3735 4,5659 4,7376 4,8559 4,9173 4,9392 4,9467 4,9690 5,0296 5,1307 5,2600 5,4134 5,5940 5,7929 5,9921 6,1821 6,3660 6,5427 6,6974 6,8064 6,8498 6,8245 6,7444 6,6233 6,4685 6,2883 6,0868 5,8525 5,5753 5,2729 4,9836 4,7417 4,5748 4,5164 4,5974 4,8149 5,1225 5,4554 5,7595 6,0064 6,1914 6,3143 6,3622 6,3149 6,1651 5,9337 5,6686 5,4229 5,2299 5,0940 5,0000 4,9296 4,8696 4,8078 4,7357 4,6585 4,5929 4,5530 4,5402 4,5372 4,5090 4,4195 4,2541 4,0224 3,7451 3,4452 3,1449 2,8597 2,6008 2,3826 2,2182 2,1114 2,0592 2,0474 2,0431 2,0115 1,9427 1,8431 1,7133 1,5484 1,3495 1,1277 0,9055 0,7216 0,6191 0,6225 0,7217 0,8801 1,0583 1,2271 1,3629 1,4455 1,4630 1,4164 1,3113 1,1465 0,9180 0,6367 0,3337 0,0466 -0,1968 -0,3752 -0,4715 -0,4915 -0,4789 -0,5001 -0,6036 -0,7843 -0,9824 -1,1242 -1,1730 -1,1428 -1,0698 -0,9734 -0,8405 -0,6452 -0,3783 -0,0517 0,3102 0,6733 0,9990 1,2562 1,4316 1,5284 1,5594 1,5445 1,5168 1,5209 1,5985 1,7714 2,0254 2,3129 2,5829 2,7984 2,9313 2,9690 2,9228 2,8134 2,6577 2,4666 2,2387 1,9604 1,6251 1,2474 0,8581 0,4885 0,1638 -0,0994 -0,3029 -0,4642 -0,5933 -0,6897 -0,7724 -0,8926 -1,1016 -1,4088 -1,7724 -2,1268 -2,4136 -2,5991 -2,6778 -2,6685 -2,6036 -2,5137 -2,4173 -2,3179 -2,2134 -2,1096 -2,0229 -1,9636 -1,9221 -1,8780 -1,8105 -1,7039 -1,5631 -1,4270 -1,3491 -1,3591 -1,4437 -1,5573
