Fp1   -2,1000 -1,4868 -0,9914 -0,7446 -0,7645 -0,9643 -1,2021 -1,3458 -1,3014 -1,0191 -0,5203 0,0907 0,6750 1,1239 1,3805 1,4295 1,3014 1,0947 0,9508 0,9663 1,1240 1,2999 1,3297 1,0972 0,5971 -0,0611 -0,7129 -1,2085 -1,4499 -1,4194 -1,2129 -1,0136 -0,9826 -1,1514 -1,4112 -1,5994 -1,6005 -1,3876 -1,0042 -0,5338 -0,0742 0,2948 0,5479 0,7258 0,9122 1,2117 1,7179 2,4306 3,1945 3,7675 3,9716 3,7852 3,3150 2,6972 2,0111 1,2801 0,5244 -0,2435 -1,0648 -2,0156 -3,1163 -4,2737 -5,3081 -6,0397 -6,3776 -6,3565 -6,1028 -5,7604 -5,4389 -5,2033 -5,0570 -4,9196 -4,6706 -4,2340 -3,6060 -2,8298 -1,9847 -1,1847 -0,5548 -0,1954 -0,1515 -0,4129 -0,9426 -1,6886 -2,5705 -3,4569 -4,1598 -4,4828 -4,3226 -3,7402 -2,9244 -2,0847 -1,3810 -0,9302 -0,8162 -1,0360 -1,4574 -1,8847 -2,1682 -2,2557 -2,1976 -2,1311 -2,2182 -2,5517 -3,0976 -3,7277 -4,3100 -4,7629 -5,0364 -5,0935 -4,9429 -4,6656 -4,3803 -4,1880 -4,1519 -4,3091 -4,6717 -5,1826 -5,6664 -5,8739 -5,6371 -4,9948 -4,1568 -3,3571 -2,7513 -2,4238 -2,4308 -2,7833 -3,3856 -4,0367 -4,5340 -4,7906 -4,8653 -4,9023 -5,0515 -5,3976 -5,9095 -6,4328 -6,7416 -6,6341 -6,0164 -4,9269 -3,5132 -1,9857 -0,5656 0,5659 1,3175 1,6930 1,7528 1,5968 1,3547 1,1288 0,9344 0,7174 0,4369 0,1112 -0,2165 -0,5215 -0,8007 -1,0657 -1,3408 -1,6414 -1,9442 -2,1932 -2,3426 -2,4003 -2,4361 -2,5433 -2,7785 -3,1267 -3,5029 -3,7942 -3,9344 -3,9591 -3,9694 -4,0397 -4,1672 -4,2854 -4,2883 -4,0751 -3,6179 -2,9892 -2,3219 -1,7443 -1,3297 -1,0796 -0,9512 -0,9166 -0,9995 -1,2516 -1,6998 -2,3170 -3,0309 -3,7515 -4,3909 -4,8888 -5,2583 -5,5772 -5,8977 -6,1905 -6,3856 -6,4378 -6,3453 -6,1202 -5,7772 -5,3730 -5,0132 -4,7777 -4,6664 -4,6385 -4,6774 -4,8010 -5,0258 -5,3400 -5,7041 -6,0537 -6,2813 -6,2367 -5,8097 -5,0384 -4,1229 -3,3374 -2,9183 -2,9866 -3,5149 -4,3506 -5,2834 -6,1112 -6,6804 -6,9190 -6,8609 -6,6282 -6,3703 -6,1991 -6,1524 -6,1805 -6,1630 -5,9766 -5,5714 -4,9765 -4,2557 -3,4832 -2,7136 -1,9515 -1,2084 -0,5904 -0,2747 -0,4030 -1,0120 -2,0161 -3,2213 -4,3776 -5,2480 -5,6635 -5,5648 -5,0279 -4,2242 -3,3089 -2,3552 -1,4102 -0,5651 0,0805 0,4841 0,6399 0,5131 0,0322 -0,8376 -2,0020 -3,2338 -4,2846 -5,0045 -5,3772 -5,4923 -5,4911 -5,4864 -5,5033 -5,5127 -5,5182 -5,5649 -5,6608 -5,7477 -5,7695 -5,7312 -5,6997 -5,7730 -6,0369 -6,5320 -7,2371 -8,0519 -8,7990 -9,2721 -9,3047 -8,8339 -7,9442 -6,8421 -5,7611 -4,8926 -4,3659 -4,2173 -4,3614 -4,6241 -4,8198 -4,8208 -4,5989 -4,2398 -3,9106 -3,7845 -3,9723 -4,4864 -5,2186 -5,9533 -6,4478 -6,5418 -6,2139 -5,5712 -4,8009 -4,0939 -3,5613 -3,2159 -3,0344 -3,0186 -3,1904 -3,5412 -3,9825 -4,3448 -4,4406 -4,1642 -3,5560 -2,7676 -1,9518 -1,1841 -0,4856 0,1143 0,5689 0,8581 0,9959 0,9730 0,7258 0,2041 -0,5411 -1,3713 -2,1516 -2,8009 -3,2570 -3,4420 -3,3070 -2,9043 -2,3850 -1,9464 -1,7911 -2,0705 -2,8046 -3,8475 -4,9469 -5,8691 -6,4944 -6,8276 -6,9538 -6,9723 -6,9236 -6,7584 -6,3893 -5,7751 -4,9556 -4,0305 -3,1312 -2,4098 -2,0183 -2,0685 -2,6060 -3,5938 -4,8770 -6,1828 -7,2262 -7,8573 -8,1170 -8,1698 -8,1871 -8,2459 -8,2779 -8,1153 -7,6259 -6,8267 -5,8823 -5,0277 -4,4853 -4,3846 -4,7206 -5,3886 -6,2502 -7,1644 -7,9803 -8,5386 -8,7238 -8,5340 -8,0763 -7,4879 -6,8707 -6,2813 -5,7524 -5,3129 -4,9718 -4,7033 -4,4773 -4,2812 -4,0886 -3,8441 -3,5039 -3,0693 -2,5869 -2,1355 -1,7893 -1,5889 -1,5612 -1,7450 -2,1807 -2,8686 -3,7214 -4,5702 -5,2344 -5,6100 -5,7218 -5,6820 -5,5880 -5,4642 -5,2537 -4,8335 -4,0915 -3,0333 -1,8104 -0,6424 0,2735 0,7964 0,8395 0,3789 -0,5257 -1,7234 -3,0134 -4,2106 -5,1673 -5,7836 -6,0510 -6,0467 -5,8472 -5,4834 -4,9948 -4,4809 -4,0641 -3,8056 -3,6765 -3,6048 -3,5203 -3,3751 -3,1679 -2,9461 -2,7678 -2,6656 -2,6519 -2,7684 -3,0914 -3,6343 -4,2732 -4,8094 -5,0921 -5,0845 -4,8484 -4,4796 -4,0585 -3,6531 -3,3459 -3,2328 -3,3731 -3,7329 -4,1714 -4,4752 -4,4331 -3,9326 -3,0198 -1,8796 -0,7470 0,1903 0,8427 1,2107 1,3427 1,2854 1,0586 0,6737 0,1647 -0,4090 -0,9988 -1,6231 -2,3915 -3,4545 -4,8997 -6,6647 -8,5326 -10,2261 -11,5280 -12,3322 -12,6050 -12,3215 -11,4638 -10,1015 -8,4391 -6,7399 -5,2056 -3,9228 -2,8776 -2,0000 -1,2175 -0,4887 0,1811 0,7265 1,0350 1,0242 0,7376 0,3295 -0,0499 -0,3196 -0,4332 -0,3403 -0,0035 0,5723 1,3449 2,2505 3,1950 4,0552 4,7336 5,1915 5,4036 5,3156 4,8661 4,0417 2,9037 1,5738 0,2076 -1,0398 -2,0514 -2,7620 -3,1432 -3,1821 -2,8752 -2,2425 -1,3552 -0,3504 0,5984 1,3464 1,8102 1,9362 1,6668 0,9671 -0,1133 -1,4096 -2,6637 -3,6051 -4,0656 -4,0431 -3,6638 -3,0962 -2,4928 -1,9747 -1,6120 -1,4006 -1,2991 -1,2929 -1,3998 -1,6510 -2,0827 -2,7118 -3,5068 -4,3872 -5,2414 -5,9637 -6,5078 -6,8931 -7,1613 -7,3510 -7,5060 -7,6772 -7,8962 -8,1413 -8,3334 -8,3658 -8,1536 -7,6924 -7,0914 -6,5352 -6,1903 -6,1342 -6,3558 -6,8038 -7,4310 -8,1886 -8,9936 -9,7356 -10,3347 -10,7858 -11,1260 -11,3646 -11,4725
Fz    -0,0499 -0,2147 -0,3495 -0,4439 -0,4894 -0,4845 -0,4444 -0,4053 -0,4004 -0,4290 -0,4625 -0,4681 -0,4137 -0,2738 -0,0562 0,1799 0,3508 0,4035 0,3505 0,2551 0,1850 0,1658 0,1687 0,1431 0,0656 -0,0392 -0,1225 -0,1490 -0,1123 -0,0279 0,0737 0,1492 0,1616 0,1092 0,0315 -0,0198 -0,0159 0,0401 0,1254 0,2116 0,2723 0,2862 0,2473 0,1726 0,1018 0,0864 0,1629 0,3178 0,4821 0,5723 0,5443 0,4108 0,2147 -0,0080 -0,2500 -0,5277 -0,8555 -1,2323 -1,6519 -2,1145 -2,6200 -3,1515 -3,6662 -4,1050 -4,4238 -4,6213 -4,7344 -4,7987 -4,8221 -4,8015 -4,7521 -4,7016 -4,6644 -4,6296 -4,5679 -4,4475 -4,2509 -3,9781 -3,6378 -3,2430 -2,8121 -2,3689 -1,9377 -1,5347 -1,1703 -0,8522 -0,5727 -0,3029 -0,0197 0,2700 0,5390 0,7619 0,9221 1,0043 0,9931 0,8857 0,7058 0,4931 0,2727 0,0372 -0,2463 -0,6157 -1,0888 -1,6442 -2,2286 -2,7900 -3,3024 -3,7588 -4,1443 -4,4222 -4,5508 -4,5080 -4,2977 -3,9408 -3,4733 -2,9507 -2,4442 -2,0157 -1,6932 -1,4715 -1,3395 -1,3050 -1,3868 -1,5802 -1,8401 -2,1017 -2,3188 -2,4774 -2,5831 -2,6480 -2,6875 -2,7119 -2,7190 -2,7000 -2,6530 -2,5808 -2,4758 -2,3141 -2,0711 -1,7473 -1,3773 -1,0104 -0,6843 -0,4085 -0,1709 0,0403 0,2227 0,3630 0,4490 0,4880 0,5098 0,5427 0,5958 0,6638 0,7367 0,8033 0,8564 0,9009 0,9575 1,0445 1,1568 1,2716 1,3720 1,4544 1,5172 1,5560 1,5665 1,5450 1,4878 1,4025 1,3177 1,2751 1,3026 1,3905 1,4963 1,5762 1,6093 1,5947 1,5410 1,4631 1,3822 1,3244 1,3052 1,3102 1,3001 1,2421 1,1336 0,9954 0,8529 0,7292 0,6425 0,5974 0,5787 0,5550 0,4945 0,3788 0,2062 -0,0154 -0,2769 -0,5757 -0,9163 -1,3011 -1,7208 -2,1454 -2,5322 -2,8525 -3,1056 -3,2975 -3,4220 -3,4681 -3,4379 -3,3504 -3,2325 -3,1116 -3,0121 -2,9489 -2,9158 -2,8843 -2,8167 -2,6845 -2,4803 -2,2279 -1,9815 -1,8053 -1,7471 -1,8205 -2,0000 -2,2294 -2,4470 -2,6131 -2,7240 -2,8041 -2,8864 -2,9974 -3,1556 -3,3663 -3,6135 -3,8671 -4,0997 -4,2886 -4,4119 -4,4585 -4,4301 -4,3308 -4,1684 -3,9712 -3,7890 -3,6656 -3,6085 -3,5810 -3,5319 -3,4412 -3,3355 -3,2611 -3,2548 -3,3377 -3,5112 -3,7441 -3,9756 -4,1472 -4,2361 -4,2562 -4,2356 -4,1955 -4,1469 -4,1003 -4,0688 -4,0522 -4,0238 -3,9468 -3,8005 -3,5914 -3,3516 -3,1340 -2,9905 -2,9477 -3,0057 -3,1481 -3,3393 -3,5297 -3,6920 -3,8488 -4,0468 -4,3104 -4,6288 -4,9691 -5,2922 -5,5595 -5,7337 -5,7848 -5,7061 -5,5165 -5,2433 -4,9133 -4,5594 -4,2186 -3,9264 -3,7158 -3,6032 -3,5761 -3,6060 -3,6656 -3,7285 -3,7668 -3,7637 -3,7276 -3,6792 -3,6251 -3,5509 -3,4302 -3,2344 -2,9481 -2,5778 -2,1438 -1,6734 -1,2091 -0,8103 -0,5331 -0,4081 -0,4366 -0,5972 -0,8512 -1,1509 -1,4519 -1,7226 -1,9486 -2,1301 -2,2763 -2,4012 -2,5171 -2,6275 -2,7250 -2,7925 -2,8023 -2,7200 -2,5241 -2,2290 -1,8828 -1,5382 -1,2301 -0,9792 -0,8004 -0,6955 -0,6412 -0,5991 -0,5475 -0,5012 -0,4921 -0,5375 -0,6354 -0,7770 -0,9507 -1,1350 -1,2920 -1,3800 -1,3808 -1,3135 -1,2230 -1,1553 -1,1325 -1,1445 -1,1615 -1,1507 -1,0896 -0,9745 -0,8206 -0,6540 -0,5017 -0,3853 -0,3190 -0,3131 -0,3701 -0,4729 -0,5876 -0,6855 -0,7633 -0,8448 -0,9633 -1,1339 -1,3341 -1,5127 -1,6249 -1,6566 -1,6228 -1,5595 -1,5158 -1,5292 -1,6077 -1,7317 -1,8660 -1,9753 -2,0361 -2,0390 -1,9882 -1,9091 -1,8379 -1,7919 -1,7547 -1,6936 -1,5875 -1,4384 -1,2640 -1,0876 -0,9392 -0,8461 -0,8105 -0,8046 -0,7938 -0,7494 -0,6499 -0,4909 -0,2900 -0,0757 0,1271 0,3028 0,4371 0,5024 0,4619 0,2957 0,0221 -0,3109 -0,6603 -1,0038 -1,3224 -1,5858 -1,7585 -1,8098 -1,7224 -1,4976 -1,1600 -0,7563 -0,3451 0,0162 0,2851 0,4416 0,4823 0,4139 0,2573 0,0554 -0,1317 -0,2488 -0,2790 -0,2472 -0,1926 -0,1468 -0,1364 -0,1850 -0,2983 -0,4528 -0,6068 -0,7171 -0,7475 -0,6793 -0,5215 -0,3091 -0,0893 0,0952 0,2180 0,2649 0,2322 0,1368 0,0166 -0,0945 -0,1807 -0,2299 -0,2187 -0,1184 0,0839 0,3728 0,7121 1,0616 1,3881 1,6632 1,8558 1,9421 1,9228 1,8222 1,6765 1,5219 1,3833 1,2710 1,1883 1,1401 1,1233 1,1128 1,0688 0,9665 0,8110 0,6270 0,4393 0,2597 0,0842 -0,1033 -0,3214 -0,5775 -0,8610 -1,1568 -1,4650 -1,8033 -2,1798 -2,5618 -2,8790 -3,0665 -3,0996 -2,9937 -2,7813 -2,4859 -2,1114 -1,6544 -1,1216 -0,5323 0,0830 0,6748 1,1729 1,5161 1,6874 1,7151 1,6463 1,5271 1,4025 1,3172 1,3021 1,3619 1,4804 1,6272 1,7572 1,8210 1,7929 1,6827 1,5169 1,3187 1,1046 0,8896 0,6904 0,5287 0,4309 0,4193 0,5082 0,7054 1,0031 1,3653 1,7355 2,0571 2,2835 2,3741 2,2990 2,0631 1,7167 1,3219 0,9138 0,5053 0,1126 -0,2430 -0,5480 -0,8044 -1,0325 -1,2594 -1,5004 -1,7501 -1,9920 -2,2140 -2,4084 -2,5616 -2,6640 -2,7324 -2,8113 -2,9542 -3,1959 -3,5325 -3,9262 -4,3308 -4,7093 -5,0344 -5,2903 -5,4763 -5,6056 -5,7091 -5,8379 -6,0411 -6,3372 -6,7128 -7,1374 -7,5654 -7,9385 -8,2056 -8,3394 -8,3433 -8,2491 -8,1076 -7,9776 -7,9165 -7,9680 -8,1495 -8,4462 -8,8164 -9,2106 -9,5882 -9,9178 -10,1693 -10,3113
F3    0,0998 0,2028 0,3780 0,5786 0,7389 0,8101 0,7707 0,6120 0,3371 -0,0243 -0,4165 -0,7705 -1,0193 -1,1159 -1,0610 -0,9157 -0,7731 -0,6996 -0,6928 -0,6907 -0,6208 -0,4598 -0,2543 -0,0766 0,0392 0,1184 0,2093 0,3352 0,4831 0,6251 0,7269 0,7462 0,6523 0,4550 0,1994 -0,0642 -0,2949 -0,4600 -0,5391 -0,5304 -0,4536 -0,3417 -0,2231 -0,1101 0,0090 0,1698 0,4056 0,7059 1,0007 1,1988 1,2477 1,1516 0,9364 0,6197 0,2115 -0,2719 -0,7977 -1,3299 -1,8567 -2,3932 -2,9528 -3,5213 -4,0514 -4,4759 -4,7380 -4,8251 -4,7803 -4,6690 -4,5368 -4,4127 -4,3379 -4,3613 -4,5051 -4,7409 -4,9978 -5,1922 -5,2603 -5,1678 -4,8999 -4,4567 -3,8559 -3,1319 -2,3337 -1,5242 -0,7798 -0,1755 0,2489 0,5088 0,6511 0,7175 0,7291 0,6920 0,6057 0,4672 0,2800 0,0665 -0,1348 -0,2962 -0,4288 -0,5740 -0,7704 -1,0343 -1,3614 -1,7306 -2,1100 -2,4804 -2,8541 -3,2591 -3,6971 -4,1172 -4,4396 -4,6000 -4,5676 -4,3422 -3,9548 -3,4687 -2,9711 -2,5388 -2,1963 -1,9174 -1,6778 -1,5010 -1,4404 -1,5190 -1,7029 -1,9331 -2,1698 -2,3998 -2,6173 -2,8180 -3,0088 -3,1982 -3,3743 -3,5063 -3,5691 -3,5531 -3,4541 -3,2637 -2,9720 -2,5804 -2,1077 -1,5817 -1,0303 -0,4784 0,0463 0,5058 0,8562 1,0615 1,1026 0,9903 0,7692 0,4982 0,2281 -0,0030 -0,1659 -0,2416 -0,2213 -0,1002 0,1167 0,3939 0,6658 0,8718 0,9902 1,0361 1,0357 1,0065 0,9514 0,8607 0,7238 0,5457 0,3487 0,1588 -0,0029 -0,1209 -0,1835 -0,1795 -0,1011 0,0437 0,2310 0,4371 0,6494 0,8628 1,0645 1,2166 1,2611 1,1526 0,8875 0,5048 0,0719 -0,3285 -0,6158 -0,7399 -0,7023 -0,5553 -0,3784 -0,2439 -0,1920 -0,2287 -0,3407 -0,5148 -0,7539 -1,0774 -1,5029 -2,0151 -2,5611 -3,0861 -3,5617 -3,9736 -4,3022 -4,5257 -4,6382 -4,6586 -4,6232 -4,5751 -4,5566 -4,5902 -4,6565 -4,6962 -4,6394 -4,4374 -4,0794 -3,6050 -3,1064 -2,6995 -2,4769 -2,4789 -2,6892 -3,0424 -3,4404 -3,7907 -4,0494 -4,2342 -4,3936 -4,5674 -4,7668 -4,9721 -5,1461 -5,2571 -5,2915 -5,2407 -5,0948 -4,8590 -4,5629 -4,2460 -3,9460 -3,7027 -3,5538 -3,5236 -3,6097 -3,7749 -3,9563 -4,1025 -4,2017 -4,2734 -4,3462 -4,4449 -4,5795 -4,7272 -4,8331 -4,8448 -4,7458 -4,5533 -4,3029 -4,0423 -3,8256 -3,6975 -3,6745 -3,7383 -3,8465 -3,9458 -3,9763 -3,8800 -3,6311 -3,2725 -2,9019 -2,6145 -2,4686 -2,4832 -2,6317 -2,8445 -3,0606 -3,2786 -3,5380 -3,8624 -4,2369 -4,6287 -5,0116 -5,3682 -5,6747 -5,9011 -6,0346 -6,0880 -6,0779 -6,0088 -5,8814 -5,6952 -5,4489 -5,1577 -4,8571 -4,5751 -4,3127 -4,0572 -3,8064 -3,5734 -3,3760 -3,2275 -3,1261 -3,0520 -2,9837 -2,9053 -2,7911 -2,6054 -2,3262 -1,9599 -1,5350 -1,0954 -0,7023 -0,4255 -0,3181 -0,3923 -0,6172 -0,9330 -1,2744 -1,5854 -1,8171 -1,9282 -1,8984 -1,7405 -1,5002 -1,2470 -1,0550 -0,9827 -1,0546 -1,2452 -1,4775 -1,6551 -1,7160 -1,6628 -1,5418 -1,4018 -1,2753 -1,1795 -1,1139 -1,0503 -0,9445 -0,7713 -0,5465 -0,3077 -0,0843 0,1045 0,2366 0,2882 0,2491 0,1323 -0,0307 -0,2076 -0,3764 -0,5273 -0,6559 -0,7550 -0,8187 -0,8468 -0,8341 -0,7644 -0,6201 -0,3971 -0,1145 0,1860 0,4576 0,6680 0,8008 0,8501 0,8242 0,7459 0,6414 0,5244 0,3881 0,2070 -0,0451 -0,3649 -0,7054 -1,0008 -1,2029 -1,2957 -1,2969 -1,2449 -1,1693 -1,0746 -0,9547 -0,8143 -0,6784 -0,5839 -0,5565 -0,6028 -0,7245 -0,9117 -1,1151 -1,2569 -1,2801 -1,1797 -0,9935 -0,7738 -0,5637 -0,3906 -0,2604 -0,1485 -0,0105 0,1868 0,4489 0,7536 1,0533 1,2970 1,4620 1,5583 1,6099 1,6241 1,5695 1,3879 1,0398 0,5443 -0,0250 -0,5784 -1,0453 -1,3869 -1,5958 -1,6849 -1,6707 -1,5662 -1,3834 -1,1440 -0,8854 -0,6432 -0,4347 -0,2597 -0,1112 0,0120 0,0999 0,1457 0,1664 0,2088 0,3212 0,5111 0,7376 0,9382 1,0528 1,0275 0,8236 0,4424 -0,0651 -0,6146 -1,1132 -1,4728 -1,6252 -1,5379 -1,2244 -0,7421 -0,1791 0,3657 0,7920 1,0127 0,9891 0,7542 0,3866 -0,0302 -0,4196 -0,7053 -0,8230 -0,7484 -0,5055 -0,1388 0,3135 0,8167 1,3146 1,7222 1,9629 2,0145 1,9149 1,7343 1,5430 1,3822 1,2534 1,1333 0,9982 0,8303 0,6063 0,3028 -0,0742 -0,4727 -0,8113 -1,0218 -1,0845 -1,0328 -0,9336 -0,8641 -0,8760 -0,9713 -1,1183 -1,2904 -1,4813 -1,6886 -1,8925 -2,0656 -2,2041 -2,3298 -2,4598 -2,5804 -2,6457 -2,5974 -2,3905 -2,0130 -1,4920 -0,8853 -0,2729 0,2561 0,6396 0,8741 0,9988 1,0557 1,0755 1,0881 1,1258 1,2113 1,3533 1,5527 1,7998 2,0565 2,2553 2,3344 2,2681 2,0618 1,7380 1,3406 0,9344 0,5779 0,2982 0,1023 0,0006 0,0154 0,1656 0,4379 0,7806 1,1353 1,4639 1,7406 1,9309 1,9931 1,9089 1,7087 1,4484 1,1595 0,8447 0,5123 0,1891 -0,0961 -0,3313 -0,5367 -0,7579 -1,0344 -1,3709 -1,7383 -2,0987 -2,4220 -2,6862 -2,8848 -3,0369 -3,1797 -3,3497 -3,5625 -3,7996 -4,0212 -4,1975 -4,3232 -4,4066 -4,4598 -4,4967 -4,5398 -4,6333 -4,8409 -5,2056 -5,7147 -6,3128 -6,9334 -7,5081 -7,9734 -8,2867 -8,4305 -8,4091 -8,2519 -8,0138 -7,7665 -7,5856 -7,5354 -7,6505 -7,9183 -8,2756 -8,6339 -8,9208 -9,1033 -9,1848 -9,1849
F7    -1,1964 -0,9499 -0,7330 -0,6099 -0,6048 -0,6866 -0,7838 -0,8288 -0,7836 -0,6403 -0,4213 -0,1671 0,0874 0,3201 0,5081 0,6230 0,6504 0,6157 0,5742 0,5690 0,5992 0,6178 0,5579 0,3757 0,0849 -0,2441 -0,5205 -0,6789 -0,6969 -0,5883 -0,4045 -0,2294 -0,1372 -0,1382 -0,1712 -0,1562 -0,0563 0,1061 0,2798 0,4179 0,4914 0,4899 0,4267 0,3385 0,2765 0,2967 0,4383 0,6807 0,9301 1,0710 1,0401 0,8569 0,5945 0,3217 0,0594 -0,2137 -0,5223 -0,8806 -1,3031 -1,7981 -2,3438 -2,8821 -3,3398 -3,6609 -3,8266 -3,8589 -3,8071 -3,7224 -3,6385 -3,5722 -3,5185 -3,4399 -3,2869 -3,0369 -2,6999 -2,2997 -1,8731 -1,4694 -1,1297 -0,8722 -0,7029 -0,6316 -0,6700 -0,8137 -1,0337 -1,2779 -1,4694 -1,5247 -1,3976 -1,1094 -0,7254 -0,3050 0,1156 0,4956 0,7740 0,9074 0,9083 0,8243 0,6938 0,5341 0,3475 0,1199 -0,1736 -0,5407 -0,9484 -1,3407 -1,6782 -1,9475 -2,1420 -2,2545 -2,2951 -2,2950 -2,2813 -2,2536 -2,1907 -2,0808 -1,9423 -1,8041 -1,6600 -1,4632 -1,1821 -0,8557 -0,5801 -0,4412 -0,4655 -0,6329 -0,9165 -1,2896 -1,7007 -2,0709 -2,3405 -2,5112 -2,6354 -2,7750 -2,9698 -3,2176 -3,4634 -3,6097 -3,5558 -3,2469 -2,6979 -1,9757 -1,1693 -0,3681 0,3444 0,8983 1,2571 1,4260 1,4392 1,3504 1,2221 1,0954 0,9699 0,8271 0,6658 0,5049 0,3603 0,2363 0,1347 0,0568 -0,0005 -0,0370 -0,0422 -0,0082 0,0572 0,1297 0,1711 0,1387 0,0111 -0,1927 -0,4208 -0,6166 -0,7538 -0,8547 -0,9646 -1,1029 -1,2411 -1,3195 -1,2735 -1,0650 -0,7087 -0,2661 0,1835 0,5679 0,8369 0,9785 1,0191 0,9933 0,9104 0,7606 0,5419 0,2734 -0,0173 -0,3126 -0,6056 -0,8877 -1,1559 -1,4220 -1,6936 -1,9605 -2,2080 -2,4304 -2,6262 -2,7832 -2,8837 -2,9341 -2,9715 -3,0278 -3,0977 -3,1542 -3,1881 -3,2215 -3,2860 -3,3970 -3,5468 -3,7119 -3,8528 -3,9139 -3,8442 -3,6339 -3,3262 -3,0075 -2,7871 -2,7582 -2,9491 -3,3085 -3,7329 -4,1108 -4,3617 -4,4623 -4,4454 -4,3698 -4,2896 -4,2431 -4,2490 -4,2908 -4,3148 -4,2636 -4,1153 -3,8829 -3,5932 -3,2771 -2,9617 -2,6578 -2,3743 -2,1507 -2,0522 -2,1314 -2,3949 -2,7915 -3,2259 -3,5978 -3,8370 -3,9075 -3,8004 -3,5414 -3,1882 -2,7973 -2,4008 -2,0256 -1,7115 -1,4875 -1,3462 -1,2653 -1,2504 -1,3458 -1,5948 -1,9814 -2,4204 -2,8066 -3,0705 -3,1958 -3,2076 -3,1538 -3,0775 -2,9893 -2,8769 -2,7413 -2,6054 -2,4844 -2,3815 -2,3155 -2,3257 -2,4446 -2,6777 -3,0083 -3,4134 -3,8659 -4,3156 -4,6835 -4,8909 -4,8900 -4,6724 -4,2752 -3,7796 -3,2808 -2,8624 -2,5893 -2,4921 -2,5465 -2,6812 -2,8105 -2,8637 -2,8034 -2,6394 -2,4284 -2,2437 -2,1426 -2,1543 -2,2675 -2,4196 -2,5223 -2,5083 -2,3560 -2,0870 -1,7538 -1,4142 -1,1024 -0,8293 -0,6115 -0,4872 -0,4926 -0,6306 -0,8614 -1,1112 -1,2964 -1,3611 -1,3021 -1,1531 -0,9440 -0,6816 -0,3711 -0,0470 0,2358 0,4398 0,5579 0,5860 0,5033 0,2982 0,0010 -0,3250 -0,6171 -0,8272 -0,9133 -0,8466 -0,6407 -0,3658 -0,1180 0,0190 -0,0162 -0,2549 -0,6742 -1,1904 -1,6902 -2,0839 -2,3381 -2,4703 -2,5205 -2,5196 -2,4637 -2,3181 -2,0514 -1,6683 -1,2119 -0,7419 -0,3170 0,0070 0,1795 0,1656 -0,0538 -0,4822 -1,0834 -1,7577 -2,3708 -2,8193 -3,0740 -3,1801 -3,2187 -3,2460 -3,2459 -3,1416 -2,8654 -2,4216 -1,8934 -1,4102 -1,0997 -1,0352 -1,2114 -1,5672 -2,0253 -2,5112 -2,9528 -3,2810 -3,4483 -3,4543 -3,3411 -3,1590 -2,9433 -2,7145 -2,4852 -2,2656 -2,0607 -1,8713 -1,7087 -1,5937 -1,5319 -1,5057 -1,4870 -1,4396 -1,3231 -1,1155 -0,8204 -0,4617 -0,0917 0,2074 0,3459 0,2606 -0,0531 -0,5350 -1,0884 -1,6232 -2,0893 -2,4707 -2,7568 -2,9285 -2,9595 -2,8170 -2,4832 -1,9833 -1,3900 -0,7978 -0,2922 0,0664 0,2453 0,2387 0,0648 -0,2359 -0,6032 -0,9686 -1,2675 -1,4627 -1,5670 -1,6244 -1,6580 -1,6555 -1,6057 -1,5225 -1,4263 -1,3191 -1,1886 -1,0302 -0,8533 -0,6731 -0,5054 -0,3647 -0,2618 -0,2000 -0,1739 -0,1897 -0,2779 -0,4571 -0,6953 -0,9283 -1,1018 -1,1882 -1,1784 -1,0680 -0,8579 -0,5704 -0,2611 -0,0101 0,1102 0,0689 -0,1102 -0,3530 -0,5552 -0,6232 -0,5150 -0,2565 0,0763 0,4034 0,6842 0,9231 1,1382 1,3257 1,4565 1,5027 1,4603 1,3500 1,1917 0,9751 0,6577 0,1926 -0,4336 -1,1760 -1,9392 -2,6213 -3,1572 -3,5218 -3,7006 -3,6667 -3,3974 -2,9223 -2,3365 -1,7573 -1,2666 -0,8837 -0,5750 -0,2855 0,0281 0,3813 0,7586 1,1146 1,3863 1,5283 1,5507 1,5070 1,4440 1,3813 1,3345 1,3304 1,3954 1,5441 1,7825 2,1066 2,4837 2,8492 3,1449 3,3471 3,4451 3,4103 3,2011 2,7977 2,2263 1,5566 0,8823 0,2964 -0,1300 -0,3559 -0,3701 -0,1869 0,1593 0,6201 1,1364 1,6387 2,0516 2,3193 2,4268 2,3821 2,1782 1,7980 1,2572 0,6298 0,0291 -0,4380 -0,7184 -0,8290 -0,8296 -0,7829 -0,7356 -0,7228 -0,7615 -0,8387 -0,9305 -1,0339 -1,1723 -1,3807 -1,6838 -2,0728 -2,5030 -2,9158 -3,2550 -3,4771 -3,5714 -3,5638 -3,4975 -3,4257 -3,4129 -3,5170 -3,7562 -4,0994 -4,4815 -4,8217 -5,0465 -5,1204 -5,0596 -4,9183 -4,7671 -4,6756 -4,6992 -4,8692 -5,1943 -5,6587 -6,2128 -6,7742 -7,2553 -7,5992 -7,7880 -7,8219 -7,7027
