Fp1   0,2768 0,4060 0,5745 0,7583 0,9300 1,0550 1,0995 1,0604 0,9826 0,9338 0,9530 1,0279 1,1173 1,1811 1,1900 1,1182 0,9439 0,6754 0,3687 0,1027 -0,0665 -0,1314 -0,1248 -0,0865 -0,0366 0,0158 0,0500 0,0350 -0,0532 -0,2192 -0,4408 -0,6804 -0,9152 -1,1500 -1,3954 -1,6438 -1,8684 -2,0384 -2,1229 -2,0910 -1,9284 -1,6513 -1,2908 -0,8733 -0,4210 0,0419 0,4919 0,9128 1,2947 1,6319 1,9248 2,1768 2,3787 2,4960 2,4813 2,2976 1,9310 1,4014 0,7748 0,1449 -0,4166 -0,8919 -1,3045 -1,6754 -1,9909 -2,2186 -2,3522 -2,4268 -2,4939 -2,5993 -2,7838 -3,0729 -3,4407 -3,8046 -4,0859 -4,2692 -4,3884 -4,4710 -4,5046 -4,4475 -4,2680 -3,9773 -3,6300 -3,2950 -3,0154 -2,7919 -2,5965 -2,3898 -2,1315 -1,7970 -1,3931 -0,9579 -0,5397 -0,1768 0,1090 0,3134 0,4588 0,5954 0,7643 0,9487 1,0753 1,0745 0,9333 0,6891 0,3836 0,0310 -0,3793 -0,8587 -1,4102 -2,0387 -2,7485 -3,5225 -4,3188 -5,0870 -5,7754 -6,3364 -6,7437 -6,9977 -7,1063 -7,0714 -6,8979 -6,6076 -6,2333 -5,7992 -5,3177 -4,8015 -4,2564 -3,6691 -3,0181 -2,2906 -1,4859 -0,6204 0,2741 1,1807 2,1203 3,1269 4,2039 5,3072 6,3650 7,3185 8,1523 8,8889 9,5625 10,1950 10,7893 11,3396 11,8401 12,2842 12,6649 12,9724 13,1898 13,2987 13,2908 13,1717 12,9574 12,6672 12,3222 11,9455 11,5495 11,1237 10,6510 10,1345 9,5916 9,0294 8,4386 7,8117 7,1576 6,4988 5,8679 5,3047 4,8388 4,4740 4,1931 3,9780 3,8198 3,7080 3,6223 3,5480 3,4974 3,5028 3,5923 3,7736 4,0315 4,3352 4,6504 4,9437 5,1824 5,3458 5,4397 5,4927 5,5267 5,5262 5,4450 5,2470 4,9372 4,5563 4,1608 3,8025 3,5099 3,2787 3,0761 2,8545 2,5687 2,1995 1,7788 1,3873 1,1068 0,9717 0,9642 1,0426 1,1663 1,3057 1,4435 1,5790 1,7178 1,8471 1,9300 1,9254 1,8063 1,5737 1,2666 0,9477 0,6605 0,4109 0,1900 0,0032 -0,1322 -0,2040 -0,2117 -0,1681 -0,1003 -0,0397 -0,0024 0,0155 0,0184 -0,0063 -0,0833 -0,2247 -0,4078 -0,5703 -0,6322 -0,5411 -0,3041 0,0320 0,4273 0,8701 1,3684 1,9315 2,5493 3,1849 3,7892 4,3063 4,6780 4,8714 4,9040 4,8237 4,6776 4,5107 4,3767 4,3168 4,3221 4,3344 4,2904 4,1634 3,9639 3,7142 3,4402 3,1747 2,9495 2,7847 2,6781 2,5979 2,5005 2,3636 2,1918 1,9855 1,7251 1,4006 1,0429 0,7211 0,5102 0,4533 0,5523 0,7922 1,1619 1,6467 2,2110 2,7967 3,3383 3,7831 4,1082 4,3157 4,4155 4,4222 4,3600 4,2498 4,0937 3,8857 3,6360 3,3697 3,1063 2,8456 2,5718 2,2784 1,9889 1,7363 1,5208 1,3103 1,0742 0,8071 0,5281 0,2741 0,0881 0,0045 0,0319 0,1418 0,2776 0,3898 0,4684 0,5443 0,6645 0,8627 1,1447 1,4946 1,8909 2,3099 2,7178 3,0738 3,3503 3,5449 3,6715 3,7422 3,7574 3,7208 3,6639 3,6406 3,6864 3,7937 3,9287 4,0568 4,1474 4,1727 4,1264 4,0391 3,9732 4,0018 4,1764 4,5017 4,9374 5,4122 5,8311 6,0994 6,1602 6,0123 5,6908 5,2389 4,6966 4,1015 3,4929 2,9216 2,4406 2,0732 1,8011 1,5916 1,4289 1,3160 1,2571 1,2528 1,3062 1,4147 1,5605 1,7182 1,8678 1,9949 2,0786 2,0849 1,9783 1,7463 1,4155 1,0363 0,6469 0,2640 -0,0926 -0,3883 -0,5920 -0,6931 -0,6930 -0,5884 -0,3761 -0,0770 0,2523 0,5404 0,7384 0,8357 0,8432 0,7762 0,6619 0,5422 0,4536 0,4103 0,4068 0,4312 0,4740 0,5345 0,6215 0,7439 0,9024 1,0904 1,2996 1,5184 1,7328 1,9284 2,0936 2,2185 2,2931 2,3152 2,2950 2,2371 2,1189 1,9026 1,5729 1,1564 0,7003 0,2408 -0,2054 -0,6359 -1,0632 -1,5039 -1,9598 -2,4185 -2,8694 -3,3055 -3,7095 -4,0527 -4,3074 -4,4510 -4,4646 -4,3410 -4,1006 -3,7993 -3,5024 -3,2353 -2,9760 -2,7068 -2,4575 -2,2875 -2,2283 -2,2461 -2,2583 -2,1803 -1,9538 -1,5553 -1,0029 -0,3541 0,3182 0,9503 1,4903 1,8894 2,1006 2,0926 1,8662 1,4567 0,9233 0,3327 -0,2538 -0,7906 -1,2540 -1,6331 -1,9191 -2,1052 -2,1902 -2,1812 -2,0953 -1,9484 -1,7409 -1,4686 -1,1470 -0,8109 -0,4900 -0,1970 0,0498 0,2137 0,2630 0,2018 0,0615 -0,1288 -0,3518 -0,5887 -0,8114 -0,9873 -1,0858 -1,0787 -0,9476 -0,7023 -0,3896 -0,0812 0,1537 0,2782 0,3066 0,2874 0,2639 0,2509 0,2432 0,2383 0,2487 0,2984 0,4085 0,5870 0,8291 1,1208 1,4388 1,7476 2,0067 2,1890 2,2986 2,3678 2,4444 2,5773 2,7955 3,0901 3,4139 3,7031 3,9115 4,0351 4,1084 4,1758 4,2609 4,3546 4,4276 4,4554 4,4363 4,3966 4,3756 4,3968 4,4476 4,4869 4,4702 4,3765 4,2205 4,0394 3,8602 3,6779 3,4670 3,2201 2,9629 2,7224 2,4926 2,2483 1,9897 1,7605 1,6209 1,6051 1,7048 1,8891 2,1335 2,4231 2,7360 3,0316 3,2585 3,3693 3,3262 3,1080 2,7238 2,2160 1,6364 1,0193 0,3862 -0,2355 -0,8117 -1,3162 -1,7408 -2,0965 -2,4059 -2,6907 -2,9543 -3,1716 -3,2973 -3,2949 -3,1655 -2,9522 -2,7143 -2,4941 -2,2994 -2,1042 -1,8654 -1,5503 -1,1599 -0,7272 -0,2991 0,0876 0,4294 0,7606 1,1319 1,5728 2,0574 2,5056 2,8307 2,9974 3,0382 3,0183
Fz    -1,7063 -1,5242 -1,2229 -0,8136 -0,3279 0,1947 0,7168 1,2157 1,6942 2,1695 2,6458 3,1013 3,5056 3,8402 4,1004 4,2787 4,3547 4,3122 4,1627 3,9458 3,7052 3,4637 3,2110 2,9181 2,5644 2,1458 1,6599 1,1039 0,4858 -0,1719 -0,8409 -1,5024 -2,1566 -2,8163 -3,4853 -4,1404 -4,7337 -5,2099 -5,5188 -5,6194 -5,4889 -5,1316 -4,5749 -3,8564 -3,0202 -2,1154 -1,1903 -0,2840 0,5777 1,3784 2,1048 2,7425 3,2731 3,6692 3,8984 3,9354 3,7721 3,4219 2,9246 2,3367 1,7102 1,0811 0,4747 -0,0825 -0,5580 -0,9293 -1,2079 -1,4380 -1,6777 -1,9860 -2,4133 -2,9770 -3,6405 -4,3303 -4,9879 -5,6021 -6,1904 -6,7606 -7,2898 -7,7336 -8,0546 -8,2466 -8,3378 -8,3684 -8,3601 -8,3068 -8,1874 -7,9768 -7,6523 -7,2037 -6,6456 -6,0194 -5,3756 -4,7490 -4,1502 -3,5759 -3,0156 -2,4553 -1,8951 -1,3714 -0,9486 -0,6782 -0,5701 -0,6029 -0,7568 -1,0307 -1,4323 -1,9569 -2,5828 -3,2833 -4,0319 -4,7914 -5,5123 -6,1485 -6,6657 -7,0389 -7,2533 -7,3056 -7,2003 -6,9456 -6,5546 -6,0533 -5,4816 -4,8799 -4,2734 -3,6678 -3,0452 -2,3675 -1,5991 -0,7300 0,2196 1,2051 2,1702 3,0729 3,9030 4,6708 5,3807 6,0171 6,5510 6,9638 7,2642 7,4792 7,6360 7,7548 7,8540 7,9561 8,0892 8,2823 8,5588 8,9282 9,3824 9,9004 10,4519 10,9977 11,4950 11,9064 12,2102 12,4024 12,4867 12,4626 12,3292 12,0970 11,7861 11,4113 10,9727 10,4626 9,8816 9,2483 8,6029 8,0006 7,4903 7,0956 6,8145 6,6292 6,5127 6,4279 6,3311 6,1946 6,0319 5,8944 5,8416 5,9092 6,0948 6,3627 6,6583 6,9237 7,1099 7,1891 7,1624 7,0527 6,8851 6,6682 6,3896 6,0313 5,5850 5,0596 4,4814 3,8879 3,3129 2,7705 2,2502 1,7248 1,1657 0,5632 -0,0511 -0,6046 -1,0193 -1,2506 -1,2968 -1,1827 -0,9428 -0,6154 -0,2445 0,1251 0,4549 0,7125 0,8681 0,8999 0,8020 0,5916 0,3114 0,0173 -0,2464 -0,4598 -0,6147 -0,6969 -0,6832 -0,5528 -0,3016 0,0465 0,4379 0,8118 1,1279 1,3678 1,5115 1,5267 1,3891 1,1124 0,7567 0,4082 0,1516 0,0422 0,0891 0,2665 0,5431 0,8996 1,3254 1,8089 2,3324 2,8722 3,4029 3,8918 4,2959 4,5773 4,7243 4,7504 4,6863 4,5826 4,5062 4,5126 4,6098 4,7480 4,8493 4,8547 4,7440 4,5235 4,2110 3,8329 3,4227 3,0203 2,6593 2,3476 2,0722 1,8247 1,6088 1,4214 1,2440 1,0654 0,9033 0,7990 0,7970 0,9262 1,1916 1,5817 2,0795 2,6608 3,2881 3,9112 4,4775 4,9467 5,2998 5,5323 5,6434 5,6368 5,5276 5,3331 5,0546 4,6772 4,1912 3,6072 2,9506 2,2476 1,5164 0,7753 0,0573 -0,6017 -1,1872 -1,7052 -2,1587 -2,5376 -2,8246 -3,0006 -3,0471 -2,9520 -2,7180 -2,3738 -1,9691 -1,5460 -1,1098 -0,6333 -0,0877 0,5295 1,1911 1,8575 2,5002 3,1127 3,7006 4,2658 4,8029 5,3044 5,7570 6,1362 6,4121 6,5691 6,6219 6,6092 6,5649 6,5033 6,4308 6,3550 6,2746 6,1784 6,0661 5,9589 5,8879 5,8832 5,9646 6,1297 6,3484 6,5645 6,7026 6,6863 6,4621 6,0148 5,3652 4,5590 3,6588 2,7372 1,8704 1,1338 0,5878 0,2597 0,1409 0,1977 0,3830 0,6446 0,9374 1,2372 1,5415 1,8538 2,1700 2,4763 2,7506 2,9630 3,0787 3,0670 2,9166 2,6423 2,2796 1,8685 1,4387 1,0113 0,6105 0,2653 0,0007 -0,1685 -0,2373 -0,2070 -0,0848 0,1091 0,3361 0,5500 0,7185 0,8328 0,8964 0,9101 0,8729 0,7905 0,6770 0,5524 0,4384 0,3503 0,2925 0,2659 0,2782 0,3433 0,4723 0,6677 0,9247 1,2324 1,5740 1,9279 2,2706 2,5794 2,8365 3,0353 3,1835 3,2874 3,3331 3,2903 3,1357 2,8692 2,5071 2,0667 1,5582 0,9817 0,3269 -0,4121 -1,2188 -2,0565 -2,8865 -3,6783 -4,4085 -5,0590 -5,6148 -6,0512 -6,3315 -6,4253 -6,3343 -6,1034 -5,7997 -5,4740 -5,1481 -4,8355 -4,5593 -4,3457 -4,2018 -4,1031 -4,0028 -3,8558 -3,6324 -3,3186 -2,9178 -2,4582 -1,9859 -1,5469 -1,1785 -0,9140 -0,7836 -0,8053 -0,9752 -1,2683 -1,6467 -2,0723 -2,5124 -2,9406 -3,3373 -3,6843 -3,9587 -4,1347 -4,1925 -4,1225 -3,9259 -3,6088 -3,1770 -2,6441 -2,0458 -1,4375 -0,8756 -0,4063 -0,0705 0,0967 0,0811 -0,0999 -0,4076 -0,7963 -1,2191 -1,6292 -1,9816 -2,2358 -2,3588 -2,3269 -2,1290 -1,7782 -1,3226 -0,8414 -0,4217 -0,1249 0,0329 0,0752 0,0435 -0,0213 -0,0865 -0,1270 -0,1231 -0,0587 0,0787 0,2963 0,5964 0,9736 1,4090 1,8663 2,2993 2,6700 2,9634 3,1900 3,3783 3,5635 3,7705 3,9980 4,2161 4,3825 4,4699 4,4805 4,4360 4,3574 4,2514 4,1087 3,9141 3,6662 3,3884 3,1189 2,8923 2,7244 2,6052 2,5024 2,3786 2,2191 2,0457 1,9012 1,8153 1,7812 1,7613 1,7238 1,6705 1,6216 1,5817 1,5399 1,4975 1,4794 1,5216 1,6508 1,8733 2,1790 2,5552 2,9906 3,4638 3,9310 4,3261 4,5714 4,5931 4,3422 3,8151 3,0578 2,1435 1,1428 0,1175 -0,8735 -1,7809 -2,5771 -3,2573 -3,8316 -4,3158 -4,7196 -5,0362 -5,2462 -5,3304 -5,2826 -5,1176 -4,8730 -4,5968 -4,3255 -4,0688 -3,8078 -3,5093 -3,1481 -2,7232 -2,2562 -1,7767 -1,3040 -0,8322 -0,3331 0,2249 0,8516 1,5124 2,1288 2,6113 2,9090 3,0387 3,0654
F3    0,6205 0,7094 0,8448 0,9990 1,1546 1,3030 1,4397 1,5768 1,7589 2,0433 2,4507 2,9428 3,4470 3,8923 4,2228 4,3871 4,3356 4,0533 3,5907 3,0465 2,5199 2,0707 1,7066 1,4035 1,1386 0,8959 0,6508 0,3722 0,0396 -0,3455 -0,7624 -1,1895 -1,6295 -2,1095 -2,6531 -3,2514 -3,8613 -4,4209 -4,8592 -5,1058 -5,1205 -4,9178 -4,5482 -4,0607 -3,4873 -2,8500 -2,1693 -1,4644 -0,7538 -0,0565 0,6094 1,2251 1,7629 2,1792 2,4229 2,4562 2,2690 1,8878 1,3831 0,8510 0,3688 -0,0303 -0,3488 -0,6004 -0,7904 -0,9187 -1,0023 -1,0824 -1,2102 -1,4370 -1,8107 -2,3539 -3,0291 -3,7412 -4,4026 -4,9916 -5,5367 -6,0582 -6,5336 -6,9084 -7,1343 -7,2029 -7,1520 -7,0358 -6,8857 -6,6986 -6,4538 -6,1282 -5,7052 -5,1871 -4,6027 -4,0038 -3,4478 -2,9749 -2,6023 -2,3318 -2,1417 -1,9773 -1,7810 -1,5467 -1,3294 -1,1940 -1,1664 -1,2372 -1,3949 -1,6443 -1,9997 -2,4681 -3,0458 -3,7306 -4,5155 -5,3673 -6,2279 -7,0391 -7,7506 -8,3163 -8,7016 -8,8822 -8,8310 -8,5231 -7,9657 -7,2198 -6,3834 -5,5467 -4,7662 -4,0699 -3,4554 -2,8823 -2,2933 -1,6475 -0,9347 -0,1768 0,5831 1,3158 2,0306 2,7579 3,5104 4,2638 4,9666 5,5746 6,0801 6,5105 6,9051 7,2982 7,7121 8,1591 8,6420 9,1564 9,6957 10,2467 10,7803 11,2549 11,6315 11,8872 12,0210 12,0516 12,0129 11,9443 11,8695 11,7792 11,6459 11,4516 11,1902 10,8527 10,4266 9,9153 9,3442 8,7455 8,1499 7,5893 7,0828 6,6229 6,1893 5,7736 5,3796 5,0010 4,6141 4,2059 3,8058 3,4810 3,2962 3,2787 3,4111 3,6514 3,9529 4,2659 4,5359 4,7197 4,8102 4,8334 4,8118 4,7285 4,5367 4,2011 3,7257 3,1508 2,5427 1,9745 1,4964 1,1144 0,7925 0,4674 0,0721 -0,4295 -1,0054 -1,5564 -1,9742 -2,2041 -2,2566 -2,1729 -1,9899 -1,7321 -1,4220 -1,0805 -0,7244 -0,3788 -0,0860 0,1071 0,1673 0,0921 -0,0830 -0,3063 -0,5472 -0,7988 -1,0468 -1,2522 -1,3722 -1,3847 -1,2907 -1,1097 -0,8794 -0,6444 -0,4319 -0,2509 -0,1191 -0,0797 -0,1813 -0,4352 -0,7924 -1,1567 -1,4222 -1,5221 -1,4586 -1,2807 -1,0304 -0,7131 -0,3102 0,1915 0,7766 1,4054 2,0274 2,5800 2,9884 3,1968 3,1996 3,0353 2,7632 2,4539 2,1872 2,0232 1,9621 1,9418 1,8851 1,7493 1,5317 1,2470 0,9230 0,6033 0,3305 0,1294 0,0023 -0,0747 -0,1399 -0,2197 -0,3176 -0,4364 -0,5922 -0,7895 -0,9967 -1,1538 -1,2019 -1,1080 -0,8698 -0,5022 -0,0256 0,5357 1,1487 1,7698 2,3481 2,8386 3,2204 3,4964 3,6824 3,8031 3,8844 3,9283 3,8987 3,7439 3,4381 2,9967 2,4586 1,8604 1,2254 0,5813 -0,0226 -0,5384 -0,9568 -1,3041 -1,6084 -1,8779 -2,0975 -2,2343 -2,2534 -2,1379 -1,9034 -1,5995 -1,2885 -1,0031 -0,7208 -0,3855 0,0438 0,5612 1,1185 1,6543 2,1269 2,5239 2,8492 3,1069 3,2987 3,4298 3,5135 3,5641 3,5865 3,5823 3,5720 3,5950 3,6788 3,8170 3,9791 4,1272 4,2211 4,2281 4,1463 4,0142 3,8993 3,8789 4,0107 4,3043 4,7167 5,1643 5,5373 5,7249 5,6498 5,2893 4,6681 3,8409 2,8837 1,8820 0,9215 0,0883 -0,5443 -0,9422 -1,1162 -1,1013 -0,9372 -0,6671 -0,3342 0,0406 0,4695 0,9701 1,5330 2,1182 2,6707 3,1329 3,4490 3,5707 3,4699 3,1547 2,6747 2,1003 1,4858 0,8600 0,2487 -0,3135 -0,7985 -1,1901 -1,4672 -1,5937 -1,5376 -1,3057 -0,9624 -0,6099 -0,3353 -0,1757 -0,1290 -0,1783 -0,2931 -0,4277 -0,5370 -0,5945 -0,5964 -0,5543 -0,4838 -0,3913 -0,2663 -0,0948 0,1227 0,3716 0,6363 0,9051 1,1662 1,4034 1,5972 1,7266 1,7761 1,7495 1,6723 1,5661 1,4226 1,2144 0,9291 0,5837 0,2083 -0,1791 -0,5735 -0,9793 -1,4150 -1,9063 -2,4651 -3,0838 -3,7478 -4,4429 -5,1518 -5,8509 -6,5051 -7,0542 -7,4215 -7,5528 -7,4522 -7,1875 -6,8554 -6,5263 -6,2237 -5,9587 -5,7676 -5,6987 -5,7605 -5,8902 -5,9771 -5,9180 -5,6539 -5,1756 -4,5178 -3,7493 -2,9513 -2,1987 -1,5557 -1,0800 -0,8215 -0,8100 -1,0385 -1,4578 -1,9882 -2,5411 -3,0426 -3,4556 -3,7817 -4,0376 -4,2274 -4,3364 -4,3466 -4,2579 -4,0915 -3,8665 -3,5792 -3,2201 -2,8062 -2,3846 -2,0082 -1,7195 -1,5570 -1,5582 -1,7362 -2,0581 -2,4607 -2,8877 -3,3047 -3,6827 -3,9786 -4,1426 -4,1387 -3,9562 -3,6102 -3,1440 -2,6253 -2,1360 -1,7549 -1,5287 -1,4470 -1,4568 -1,5005 -1,5368 -1,5394 -1,4920 -1,3828 -1,2034 -0,9531 -0,6408 -0,2766 0,1315 0,5642 0,9785 1,3190 1,5483 1,6678 1,7114 1,7257 1,7532 1,8195 1,9227 2,0303 2,0936 2,0789 1,9924 1,8727 1,7615 1,6767 1,6046 1,5161 1,3937 1,2459 1,1042 1,0058 0,9738 1,0029 1,0568 1,0850 1,0559 0,9794 0,8907 0,8129 0,7326 0,6156 0,4486 0,2623 0,0985 -0,0359 -0,1651 -0,2978 -0,4015 -0,4216 -0,3192 -0,0920 0,2353 0,6330 1,0776 1,5437 1,9916 2,3667 2,6102 2,6711 2,5171 2,1436 1,5739 0,8441 -0,0108 -0,9499 -1,9171 -2,8525 -3,7122 -4,4729 -5,1252 -5,6673 -6,1017 -6,4323 -6,6552 -6,7522 -6,7061 -6,5270 -6,2614 -5,9753 -5,7223 -5,5199 -5,3431 -5,1377 -4,8527 -4,4683 -4,0002 -3,4865 -2,9634 -2,4399 -1,8915 -1,2791 -0,5818 0,1670 0,8705 1,4147 1,7376 1,8620 1,8650
F7    1,6267 1,7544 1,8013 1,7099 1,4901 1,1762 0,7886 0,3564 -0,0469 -0,3236 -0,4202 -0,3638 -0,2295 -0,0951 -0,0327 -0,1151 -0,3973 -0,8672 -1,4231 -1,9292 -2,2931 -2,4916 -2,5435 -2,4632 -2,2390 -1,8672 -1,3938 -0,9078 -0,5043 -0,2365 -0,0762 0,0506 0,1735 0,2555 0,2569 0,1865 0,0906 0,0270 0,0583 0,2320 0,5300 0,8587 1,1159 1,2584 1,3040 1,2954 1,2687 1,2412 1,2072 1,1457 1,0538 0,9629 0,8951 0,8195 0,6736 0,4071 -0,0126 -0,5945 -1,2882 -1,9920 -2,6175 -3,1310 -3,5393 -3,8523 -4,0510 -4,1006 -4,0021 -3,8127 -3,6111 -3,4702 -3,4688 -3,6781 -4,0778 -4,5106 -4,7932 -4,8617 -4,7660 -4,5630 -4,2631 -3,8490 -3,3136 -2,6832 -2,0232 -1,4119 -0,8892 -0,4330 0,0040 0,4547 0,9290 1,4194 1,9037 2,3478 2,7150 2,9732 3,0850 3,0091 2,7431 2,3687 2,0152 1,7471 1,5068 1,1883 0,7444 0,2138 -0,3230 -0,7998 -1,1921 -1,5105 -1,7997 -2,1484 -2,6514 -3,3384 -4,1605 -5,0304 -5,8515 -6,5463 -7,0998 -7,5336 -7,8258 -7,9176 -7,8050 -7,5686 -7,3037 -7,0460 -6,7795 -6,4914 -6,1749 -5,7957 -5,2995 -4,6462 -3,8276 -2,8824 -1,8899 -0,9139 0,0469 1,0522 2,1666 3,4012 4,6910 5,9349 7,0658 8,0898 9,0631 10,0290 10,9849 11,9033 12,7520 13,4912 14,0764 14,4675 14,6363 14,5826 14,3349 13,9288 13,3922 12,7519 12,0473 11,3334 10,6505 9,9930 9,3429 8,7224 8,1674 7,6657 7,1629 6,6256 6,0614 5,4784 4,8770 4,2775 3,7082 3,1662 2,6293 2,1030 1,6266 1,2243 0,8733 0,5444 0,2596 0,0855 0,0728 0,2150 0,4665 0,7968 1,2175 1,7451 2,3511 2,9745 3,5867 4,2182 4,8921 5,5370 6,0024 6,1685 6,0222 5,6440 5,1646 4,7189 4,3916 4,1870 4,0418 3,8560 3,5344 3,0408 2,4411 1,8875 1,5294 1,4288 1,5496 1,8004 2,0792 2,2978 2,3989 2,3850 2,3107 2,2198 2,0994 1,8943 1,5519 1,0731 0,5343 0,0347 -0,3942 -0,7963 -1,2121 -1,6327 -2,0344 -2,4163 -2,7764 -3,0771 -3,2728 -3,3591 -3,3665 -3,3243 -3,2590 -3,2112 -3,2177 -3,2692 -3,3028 -3,2276 -2,9631 -2,4938 -1,8952 -1,2776 -0,7076 -0,1869 0,3255 0,8826 1,5121 2,2001 2,9015 3,5363 3,9964 4,2108 4,2007 4,0505 3,8429 3,6409 3,4983 3,4278 3,3564 3,1608 2,7692 2,2228 1,6326 1,1005 0,6986 0,4713 0,4168 0,4909 0,6263 0,7393 0,7558 0,6547 0,4582 0,1697 -0,2432 -0,7948 -1,4222 -1,9929 -2,3811 -2,5414 -2,5045 -2,3112 -1,9661 -1,4566 -0,8085 -0,1136 0,5049 0,9692 1,2955 1,5569 1,8141 2,0965 2,4137 2,7453 3,0380 3,2423 3,3540 3,4070 3,4323 3,4259 3,3488 3,1775 2,9590 2,7736 2,6456 2,5276 2,3580 2,1085 1,7936 1,4630 1,1930 1,0644 1,1125 1,2873 1,4684 1,5379 1,4528 1,2595 1,0561 0,9410 0,9759 1,1743 1,5116 1,9285 2,3320 2,6145 2,6918 2,5354 2,1788 1,6946 1,1576 0,6389 0,2334 0,0467 0,1311 0,4547 0,9320 1,4597 1,9263 2,2263 2,3073 2,2177 2,1012 2,1331 2,4401 3,0496 3,8905 4,8257 5,6881 6,3196 6,6225 6,5868 6,2632 5,7232 5,0435 4,2922 3,5284 2,8301 2,2866 1,9371 1,7417 1,6270 1,5465 1,4839 1,4214 1,3448 1,2657 1,2085 1,1874 1,2063 1,2721 1,3950 1,5688 1,7511 1,8673 1,8494 1,6849 1,4120 1,0605 0,6329 0,1533 -0,3033 -0,6532 -0,8528 -0,8902 -0,7581 -0,4595 -0,0404 0,3929 0,7039 0,7992 0,6657 0,3331 -0,1509 -0,6897 -1,1390 -1,3718 -1,3341 -1,0554 -0,6248 -0,1505 0,2849 0,6518 0,9613 1,2299 1,4622 1,6493 1,7714 1,8101 1,7620 1,6362 1,4347 1,1532 0,8152 0,4802 0,1852 -0,1095 -0,4792 -0,9402 -1,4211 -1,8336 -2,1478 -2,3810 -2,5476 -2,6573 -2,7306 -2,7917 -2,8652 -2,9820 -3,1633 -3,3988 -3,6542 -3,8887 -4,0443 -4,0465 -3,8521 -3,5036 -3,1239 -2,8310 -2,6319 -2,4249 -2,1311 -1,8128 -1,6382 -1,7277 -2,0429 -2,4200 -2,6806 -2,6984 -2,4113 -1,8310 -1,0429 -0,1744 0,6482 1,3212 1,7703 1,9576 1,8893 1,6107 1,1875 0,6890 0,1875 -0,2498 -0,5932 -0,8666 -1,1120 -1,3433 -1,5314 -1,6251 -1,6003 -1,4927 -1,3664 -1,2530 -1,1450 -1,0325 -0,9211 -0,8151 -0,7119 -0,6279 -0,6069 -0,6692 -0,7671 -0,8245 -0,8192 -0,7957 -0,8045 -0,8485 -0,8916 -0,8953 -0,8323 -0,6896 -0,4923 -0,3144 -0,2459 -0,3411 -0,5787 -0,8562 -1,0438 -1,0712 -0,9626 -0,7970 -0,6504 -0,5621 -0,5251 -0,5021 -0,4639 -0,4139 -0,3725 -0,3471 -0,3350 -0,3443 -0,3842 -0,4361 -0,4567 -0,3993 -0,2298 0,0610 0,4482 0,8678 1,2294 1,4692 1,6042 1,7192 1,9002 2,1798 2,5243 2,8633 3,1453 3,3780 3,6187 3,9248 4,3010 4,6834 4,9698 5,0740 4,9801 4,7567 4,5047 4,2761 4,0434 3,7564 3,4254 3,1244 2,9038 2,7246 2,5018 2,2047 1,8986 1,6878 1,6277 1,6949 1,8322 2,0027 2,1967 2,4104 2,6210 2,7820 2,8488 2,8008 2,6419 2,4024 2,1330 1,8672 1,5946 1,2908 0,9517 0,5843 0,1886 -0,2460 -0,7299 -1,2537 -1,7898 -2,3086 -2,7701 -3,1117 -3,2766 -3,2553 -3,0928 -2,8579 -2,6059 -2,3628 -2,1267 -1,8697 -1,5604 -1,2037 -0,8517 -0,5725 -0,4038 -0,3132 -0,2009 0,0452 0,4783 1,0410 1,5843 1,9668 2,1540 2,2290 2,3157
