Fp1   -0,4746 -0,4912 -0,6675 -0,9731 -1,3370 -1,6824 -1,9477 -2,0892 -2,0756 -1,8922 -1,5550 -1,1107 -0,6268 -0,1775 0,1784 0,4188 0,5611 0,6394 0,6784 0,6787 0,6184 0,4805 0,2889 0,1143 0,0389 0,1200 0,3751 0,7791 1,2618 1,7198 2,0611 2,2499 2,3053 2,2630 2,1465 1,9615 1,7066 1,3898 1,0276 0,6314 0,2073 -0,2286 -0,6460 -1,0055 -1,2652 -1,3990 -1,4180 -1,3653 -1,2834 -1,1899 -1,0854 -0,9715 -0,8598 -0,7692 -0,7206 -0,7290 -0,7893 -0,8765 -0,9634 -1,0366 -1,1061 -1,2064 -1,3803 -1,6500 -1,9996 -2,3880 -2,7807 -3,1655 -3,5452 -3,9252 -4,3112 -4,7119 -5,1413 -5,6124 -6,1232 -6,6409 -7,1030 -7,4311 -7,5479 -7,3977 -6,9697 -6,3069 -5,4875 -4,5932 -3,6876 -2,8183 -2,0282 -1,3539 -0,8088 -0,3751 -0,0196 0,2839 0,5447 0,7622 0,9454 1,1256 1,3429 1,6188 1,9394 2,2650 2,5560 2,7931 2,9761 3,1136 3,2181 3,3061 3,3921 3,4724 3,5226 3,5161 3,4394 3,2868 3,0592 2,7692 2,4369 2,0842 1,7361 1,4214 1,1706 1,0165 0,9900 1,1013 1,3180 1,5749 1,8205 2,0481 2,2902 2,5976 3,0226 3,6016 4,3358 5,1762 6,0377 6,8366 7,5163 8,0483 8,4313 8,6916 8,8716 9,0105 9,1304 9,2393 9,3374 9,4120 9,4369 9,3860 9,2458 9,0152 8,7024 8,3215 7,8874 7,4140 6,9153 6,4090 5,9142 5,4429 4,9923 4,5481 4,0912 3,6029 3,0744 2,5178 1,9631 1,4322 0,9193 0,4073 -0,1012 -0,5762 -0,9761 -1,2664 -1,4296 -1,4601 -1,3539 -1,1070 -0,7309 -0,2628 0,2415 0,7145 1,0775 1,2578 1,2238 1,0081 0,6973 0,3922 0,1668 0,0483 0,0261 0,0791 0,1965 0,3746 0,6044 0,8618 1,1089 1,3067 1,4321 1,4811 1,4593 1,3671 1,1943 0,9350 0,6164 0,2994 0,0411 -0,1377 -0,2484 -0,3157 -0,3744 -0,4617 -0,5944 -0,7631 -0,9486 -1,1313 -1,2841 -1,3770 -1,3984 -1,3656 -1,3062 -1,2431 -1,2065 -1,2428 -1,3906 -1,6518 -1,9905 -2,3501 -2,6743 -2,9278 -3,1062 -3,2273 -3,3173 -3,3996 -3,4860 -3,5789 -3,6767 -3,7708 -3,8436 -3,8780 -3,8680 -3,8145 -3,7194 -3,5930 -3,4684 -3,4043 -3,4634 -3,6718 -3,9957 -4,3594 -4,6838 -4,9103 -5,0118 -4,9943 -4,8944 -4,7709 -4,6891 -4,6931 -4,7763 -4,8746 -4,9000 -4,7912 -4,5447 -4,2074 -3,8516 -3,5537 -3,3718 -3,3219 -3,3787 -3,5051 -3,6757 -3,8738 -4,0783 -4,2567 -4,3620 -4,3437 -4,1779 -3,8921 -3,5519 -3,2193 -2,9309 -2,7095 -2,5751 -2,5370 -2,5868 -2,7078 -2,8850 -3,0941 -3,2915 -3,4306 -3,4847 -3,4471 -3,3153 -3,0849 -2,7550 -2,3347 -1,8434 -1,3052 -0,7448 -0,1943 0,3046 0,7180 1,0320 1,2446 1,3539 1,3537 1,2383 1,0133 0,6978 0,3202 -0,0807 -0,4558 -0,7595 -0,9725 -1,1112 -1,2147 -1,3183 -1,4348 -1,5616 -1,7060 -1,8982 -2,1744 -2,5409 -2,9505 -3,3185 -3,5711 -3,6818 -3,6648 -3,5458 -3,3439 -3,0725 -2,7485 -2,4018 -2,0804 -1,8423 -1,7247 -1,7179 -1,7790 -1,8688 -1,9635 -2,0378 -2,0552 -1,9791 -1,7914 -1,5079 -1,1820 -0,8813 -0,6507 -0,4929 -0,3762 -0,2549 -0,0871 0,1557 0,4817 0,8737 1,2897 1,6769 1,9953 2,2359 2,4115 2,5377 2,6311 2,7195 2,8390 3,0205 3,2722 3,5713 3,8683 4,1030 4,2239 4,2028 4,0326 3,7119 3,2408 2,6385 1,9528 1,2480 0,5849 0,0064 -0,4625 -0,8016 -0,9919 -1,0409 -0,9970 -0,9222 -0,8547 -0,7999 -0,7510 -0,7097 -0,6802 -0,6480 -0,5831 -0,4772 -0,3693 -0,3247 -0,3911 -0,5786 -0,8668 -1,2114 -1,5466 -1,7986 -1,9113 -1,8736 -1,7378 -1,6009 -1,5567 -1,6544 -1,8770 -2,1436 -2,3471 -2,4122 -2,3291 -2,1388 -1,8981 -1,6567 -1,4447 -1,2639 -1,0860 -0,8672 -0,5736 -0,2051 0,2008 0,5789 0,8533 0,9694 0,9214 0,7497 0,5149 0,2816 0,1101 0,0363 0,0472 0,0908 0,1248 0,1518 0,2040 0,3017 0,4327 0,5632 0,6627 0,7259 0,7726 0,8329 0,9370 1,1077 1,3485 1,6436 1,9695 2,2992 2,6011 2,8526 3,0508 3,1933 3,2603 3,2293 3,1026 2,9177 2,7340 2,6132 2,5990 2,7008 2,8986 3,1563 3,4223 3,6273 3,7101 3,6603 3,5256 3,3652 3,2054 3,0430 2,8701 2,6856 2,4916 2,2959 2,1234 2,0161 2,0111 2,1205 2,3286 2,5983 2,8782 3,1120 3,2462 3,2357 3,0566 2,7178 2,2612 1,7468 1,2348 0,7743 0,3852 0,0451 -0,2948 -0,6770 -1,1174 -1,6049 -2,1111 -2,5942 -3,0002 -3,2680 -3,3380 -3,1684 -2,7600 -2,1678 -1,4724 -0,7282 0,0541 0,8769 1,7255 2,5755 3,4134 4,2386 5,0481 5,8215 6,5270 7,1460 7,6955 8,2262 8,7955 9,4355 10,1355 10,8460 11,4923 11,9913 12,2768 12,3231 12,1425 11,7609 11,2056 10,5111 9,7155 8,8498 7,9442 7,0376 6,1665 5,3412 4,5428 3,7545 2,9790 2,2134 1,4268 0,5811 -0,3303 -1,2699 -2,1720 -2,9631 -3,5765 -3,9711 -4,1485 -4,1584 -4,0835 -4,0044 -3,9663 -3,9719 -3,9959 -4,0052 -3,9691 -3,8554 -3,6193 -3,2132 -2,6295 -1,9377 -1,2594 -0,7009 -0,3164 -0,1214 -0,1144 -0,2803 -0,5800 -0,9520 -1,3409 -1,7275 -2,1269 -2,5682 -3,0771 -3,6623 -4,3181 -5,0368 -5,8039 -6,5873 -7,3497 -8,0655 -8,7186 -9,2904 -9,7577 -10,1092 -10,3633 -10,5619 -10,7504 -10,9591 -11,1911 -11,4193 -11,5973 -11,6869 -11,6857 -11,6216 -11,5223 -11,3940 -11,2208 -10,9737 -10,6177 -10,1207 -9,4614
Fz    1,6759 1,9697 2,1756 2,2863 2,3112 2,2628 2,1532 1,9955 1,8091 1,6185 1,4473 1,3143 1,2340 1,2127 1,2437 1,3092 1,3849 1,4409 1,4485 1,3900 1,2615 1,0687 0,8289 0,5715 0,3312 0,1399 0,0159 -0,0465 -0,0815 -0,1405 -0,2645 -0,4612 -0,7093 -0,9803 -1,2546 -1,5230 -1,7781 -2,0113 -2,2203 -2,4140 -2,6005 -2,7729 -2,9071 -2,9671 -2,9149 -2,7283 -2,4172 -2,0184 -1,5735 -1,1157 -0,6733 -0,2744 0,0545 0,2925 0,4280 0,4659 0,4297 0,3518 0,2585 0,1615 0,0557 -0,0774 -0,2565 -0,4855 -0,7515 -1,0374 -1,3374 -1,6607 -2,0253 -2,4472 -2,9326 -3,4771 -4,0706 -4,6989 -5,3378 -5,9481 -6,4816 -6,8919 -7,1384 -7,1928 -7,0535 -6,7496 -6,3245 -5,8097 -5,2155 -4,5432 -3,8045 -3,0273 -2,2478 -1,4967 -0,7924 -0,1398 0,4677 1,0441 1,6106 2,1959 2,8290 3,5225 4,2581 4,9913 5,6724 6,2649 6,7467 7,1063 7,3467 7,4897 7,5660 7,5959 7,5876 7,5490 7,4903 7,4140 7,3105 7,1636 6,9559 6,6772 6,3304 5,9286 5,4886 5,0315 4,5869 4,1936 3,8918 3,7172 3,7049 3,8911 4,2992 4,9269 5,7485 6,7248 7,8038 8,9101 9,9506 10,8455 11,5588 12,1027 12,5221 12,8728 13,2022 13,5388 13,8911 14,2569 14,6333 15,0179 15,4013 15,7613 16,0646 16,2710 16,3391 16,2340 15,9338 15,4375 14,7704 13,9859 13,1559 12,3479 11,5989 10,9072 10,2491 9,6051 8,9763 8,3846 7,8610 7,4293 7,0984 6,8674 6,7373 6,7154 6,8099 7,0252 7,3593 7,8036 8,3456 8,9687 9,6467 10,3428 11,0155 11,6232 12,1251 12,4840 12,6789 12,7193 12,6469 12,5178 12,3743 12,2298 12,0781 11,9123 11,7340 11,5527 11,3827 11,2374 11,1249 11,0461 10,9961 10,9682 10,9494 10,9107 10,8069 10,5970 10,2687 9,8450 9,3626 8,8459 8,3020 7,7300 7,1259 6,4875 5,8294 5,1865 4,5974 4,0905 3,6851 3,3910 3,1954 3,0648 2,9684 2,8941 2,8403 2,8011 2,7687 2,7438 2,7397 2,7731 2,8541 2,9811 3,1392 3,3002 3,4286 3,4955 3,4927 3,4349 3,3528 3,2796 3,2426 3,2627 3,3557 3,5290 3,7713 4,0471 4,3028 4,4831 4,5461 4,4760 4,2887 4,0237 3,7264 3,4360 3,1797 2,9697 2,8042 2,6745 2,5693 2,4761 2,3850 2,2908 2,1908 2,0802 1,9540 1,8156 1,6815 1,5724 1,4984 1,4529 1,4166 1,3623 1,2623 1,0984 0,8695 0,5940 0,3119 0,0749 -0,0744 -0,1178 -0,0553 0,1088 0,3698 0,7162 1,1283 1,5815 2,0475 2,4925 2,8840 3,2033 3,4542 3,6563 3,8334 4,0052 4,1867 4,3904 4,6284 4,9113 5,2470 5,6394 6,0922 6,6066 7,1739 7,7674 8,3432 8,8495 9,2418 9,4955 9,6102 9,6052 9,5096 9,3531 9,1635 8,9647 8,7689 8,5713 8,3551 8,1028 7,8129 7,5086 7,2246 6,9811 6,7690 6,5611 6,3346 6,0865 5,8334 5,6007 5,4109 5,2788 5,2095 5,1995 5,2408 5,3191 5,4090 5,4739 5,4769 5,3997 5,2529 5,0649 4,8633 4,6702 4,5130 4,4270 4,4386 4,5484 4,7262 4,9227 5,0935 5,2228 5,3284 5,4476 5,6188 5,8710 6,2192 6,6600 7,1664 7,6891 8,1723 8,5766 8,8940 9,1380 9,3286 9,4912 9,6630 9,8866 10,1898 10,5661 10,9753 11,3647 11,6907 11,9258 12,0592 12,0933 12,0324 11,8722 11,6055 11,2347 10,7755 10,2548 9,7058 9,1635 8,6680 8,2631 7,9753 7,7958 7,6879 7,6102 7,5306 7,4267 7,2807 7,0814 6,8277 6,5267 6,1833 5,7929 5,3426 4,8223 4,2358 3,6083 2,9875 2,4335 2,0018 1,7277 1,6166 1,6406 1,7517 1,9045 2,0739 2,2616 2,4929 2,8043 3,2200 3,7296 4,2865 4,8309 5,3142 5,7130 6,0312 6,2969 6,5514 6,8325 7,1578 7,5153 7,8625 8,1374 8,2829 8,2713 8,1092 7,8266 7,4682 7,0888 6,7392 6,4456 6,2077 6,0200 5,8896 5,8305 5,8506 5,9531 6,1388 6,4023 6,7316 7,1119 7,5287 7,9753 8,4549 8,9744 9,5345 10,1224 10,7067 11,2500 11,7340 12,1660 12,5520 12,8754 13,1063 13,2209 13,2148 13,1061 12,9325 12,7390 12,5633 12,4264 12,3301 12,2567 12,1753 12,0533 11,8705 11,6247 11,3252 10,9883 10,6354 10,2849 9,9413 9,5937 9,2308 8,8557 8,4885 8,1578 7,8898 7,7008 7,5932 7,5599 7,5894 7,6641 7,7555 7,8322 7,8740 7,8768 7,8490 7,8050 7,7628 7,7349 7,7144 7,6734 7,5847 7,4450 7,2785 7,1199 7,0016 6,9554 7,0108 7,1847 7,4708 7,8386 8,2457 8,6616 9,0889 9,5567 10,0940 10,7089 11,3888 12,1111 12,8485 13,5693 14,2381 14,8261 15,3258 15,7600 16,1706 16,5958 17,0553 17,5457 18,0414 18,4973 18,8608 19,0905 19,1697 19,0981 18,8788 18,5167 18,0253 17,4302 16,7655 16,0702 15,3851 14,7461 14,1726 13,6616 13,1998 12,7747 12,3673 11,9456 11,4756 10,9383 10,3353 9,6853 9,0216 8,3915 7,8497 7,4384 7,1662 7,0034 6,8985 6,8024 6,6833 6,5277 6,3369 6,1271 5,9311 5,7955 5,7703 5,8818 6,1094 6,3963 6,6848 6,9343 7,1133 7,1897 7,1359 6,9386 6,6018 6,1403 5,5703 4,9024 4,1364 3,2666 2,2960 1,2480 0,1662 -0,8923 -1,8681 -2,7158 -3,4169 -3,9743 -4,3968 -4,6885 -4,8588 -4,9371 -4,9704 -5,0093 -5,0937 -5,2410 -5,4433 -5,6771 -5,9176 -6,1445 -6,3369 -6,4662 -6,4972 -6,3965 -6,1413 -5,7275 -5,1746 -4,5198
F3    0,3127 0,4006 0,4442 0,4558 0,4513 0,4330 0,3900 0,3123 0,2052 0,0909 -0,0036 -0,0570 -0,0550 0,0075 0,1239 0,2799 0,4601 0,6469 0,8185 0,9550 1,0409 1,0657 1,0321 0,9623 0,8918 0,8565 0,8786 0,9558 1,0573 1,1354 1,1515 1,0947 0,9776 0,8183 0,6273 0,4062 0,1573 -0,1094 -0,3880 -0,6870 -1,0193 -1,3828 -1,7529 -2,0888 -2,3456 -2,4932 -2,5301 -2,4761 -2,3493 -2,1587 -1,9168 -1,6491 -1,3916 -1,1828 -1,0538 -1,0157 -1,0555 -1,1460 -1,2589 -1,3727 -1,4785 -1,5816 -1,6923 -1,8123 -1,9315 -2,0384 -2,1315 -2,2213 -2,3230 -2,4495 -2,6131 -2,8294 -3,1145 -3,4734 -3,8864 -4,3052 -4,6704 -4,9322 -5,0562 -5,0226 -4,8337 -4,5174 -4,1118 -3,6434 -3,1217 -2,5514 -1,9463 -1,3333 -0,7437 -0,1977 0,3039 0,7733 1,2204 1,6445 2,0434 2,4256 2,8092 3,2039 3,5943 3,9425 4,2136 4,3990 4,5170 4,5949 4,6602 4,7405 4,8547 4,9991 5,1495 5,2816 5,3805 5,4363 5,4387 5,3796 5,2542 5,0639 4,8197 4,5376 4,2332 3,9241 3,6374 3,4106 3,2788 3,2674 3,4013 3,7131 4,2311 4,9591 5,8715 6,9264 8,0704 9,2272 10,2992 11,1991 11,8833 12,3591 12,6707 12,8795 13,0432 13,2003 13,3658 13,5391 13,7171 13,8984 14,0787 14,2488 14,3932 14,4893 14,5105 14,4289 14,2220 13,8797 13,4101 12,8427 12,2239 11,5986 10,9880 10,3845 9,7685 9,1322 8,4905 7,8745 7,3160 6,8314 6,4164 6,0589 5,7565 5,5241 5,3856 5,3603 5,4537 5,6572 5,9570 6,3366 6,7716 7,2263 7,6618 8,0410 8,3285 8,4951 8,5298 8,4483 8,2889 8,0949 7,8951 7,6972 7,4988 7,3027 7,1251 6,9922 6,9281 6,9416 7,0216 7,1411 7,2663 7,3674 7,4216 7,4067 7,2964 7,0726 6,7428 6,3407 5,9027 5,4452 4,9678 4,4681 3,9456 3,4062 2,8770 2,4065 2,0407 1,8047 1,7046 1,7298 1,8444 1,9921 2,1230 2,2091 2,2349 2,1877 2,0652 1,8877 1,6961 1,5378 1,4483 1,4410 1,5057 1,6121 1,7200 1,7957 1,8262 1,8194 1,7929 1,7625 1,7398 1,7367 1,7675 1,8441 1,9655 2,1102 2,2384 2,3054 2,2788 2,1521 1,9502 1,7200 1,5108 1,3595 1,2853 1,2880 1,3532 1,4609 1,5893 1,7136 1,8086 1,8536 1,8346 1,7457 1,5919 1,3919 1,1776 0,9842 0,8380 0,7513 0,7246 0,7465 0,7918 0,8309 0,8438 0,8290 0,8079 0,8163 0,8816 1,0049 1,1672 1,3484 1,5361 1,7225 1,9045 2,0860 2,2732 2,4682 2,6716 2,8870 3,1191 3,3663 3,6188 3,8657 4,1044 4,3423 4,5919 4,8654 5,1696 5,5048 5,8712 6,2715 6,7037 7,1520 7,5845 7,9599 8,2412 8,4079 8,4620 8,4232 8,3168 8,1663 7,9943 7,8233 7,6685 7,5325 7,4061 7,2765 7,1360 6,9870 6,8367 6,6847 6,5158 6,3048 6,0303 5,6890 5,3004 4,8981 4,5167 4,1836 3,9163 3,7231 3,6084 3,5718 3,5977 3,6516 3,6912 3,6865 3,6303 3,5298 3,3964 3,2467 3,1103 3,0278 3,0342 3,1415 3,3293 3,5497 3,7509 3,9061 4,0232 4,1330 4,2706 4,4629 4,7220 5,0465 5,4188 5,8029 6,1541 6,4396 6,6522 6,8038 6,9139 7,0068 7,1131 7,2639 7,4790 7,7529 8,0521 8,3275 8,5318 8,6321 8,6155 8,4886 8,2679 7,9705 7,6143 7,2187 6,8023 6,3805 5,9638 5,5589 5,1819 4,8655 4,6416 4,5183 4,4781 4,4925 4,5333 4,5721 4,5780 4,5245 4,4017 4,2205 4,0007 3,7506 3,4576 3,0999 2,6675 2,1784 1,6800 1,2375 0,9133 0,7471 0,7437 0,8677 1,0566 1,2479 1,4002 1,5015 1,5695 1,6443 1,7665 1,9530 2,1876 2,4347 2,6578 2,8347 2,9662 3,0766 3,2032 3,3795 3,6206 3,9140 4,2186 4,4766 4,6357 4,6724 4,5965 4,4336 4,2117 3,9615 3,7150 3,4943 3,3057 3,1505 3,0363 2,9690 2,9460 2,9636 3,0236 3,1306 3,2887 3,4990 3,7579 4,0623 4,4136 4,8135 5,2559 5,7192 6,1620 6,5366 6,8189 7,0198 7,1613 7,2507 7,2847 7,2640 7,1990 7,1057 7,0031 6,9075 6,8256 6,7557 6,6938 6,6306 6,5464 6,4166 6,2263 5,9784 5,6856 5,3639 5,0341 4,7188 4,4331 4,1788 3,9544 3,7666 3,6324 3,5694 3,5864 3,6815 3,8414 4,0452 4,2700 4,4913 4,6810 4,8138 4,8788 4,8811 4,8323 4,7438 4,6292 4,5001 4,3523 4,1648 3,9203 3,6268 3,3172 3,0311 2,8003 2,6505 2,6053 2,6804 2,8728 3,1563 3,4926 3,8569 4,2568 4,7237 5,2841 5,9396 6,6703 7,4484 8,2441 9,0241 9,7493 10,3846 10,9168 11,3666 11,7785 12,1966 12,6459 13,1260 13,6103 14,0509 14,3914 14,5870 14,6161 14,4717 14,1492 13,6480 12,9837 12,1949 11,3388 10,4801 9,6780 8,9751 8,3857 7,8923 7,4616 7,0612 6,6593 6,2225 5,7260 5,1642 4,5492 3,9051 3,2653 2,6748 2,1803 1,8116 1,5649 1,4051 1,2841 1,1606 1,0115 0,8322 0,6307 0,4236 0,2362 0,1067 0,0812 0,1896 0,4196 0,7214 1,0349 1,3066 1,4890 1,5430 1,4461 1,1978 0,8185 0,3396 -0,2093 -0,8117 -1,4652 -2,1728 -2,9301 -3,7186 -4,5105 -5,2740 -5,9774 -6,5977 -7,1257 -7,5622 -7,9079 -8,1592 -8,3178 -8,4028 -8,4493 -8,4978 -8,5814 -8,7132 -8,8811 -9,0558 -9,2063 -9,3128 -9,3653 -9,3516 -9,2518 -9,0457 -8,7238 -8,2934 -7,7779 -7,2070
F7    0,1495 0,0756 -0,0161 -0,1170 -0,2189 -0,3234 -0,4366 -0,5542 -0,6555 -0,7120 -0,7037 -0,6258 -0,4872 -0,3075 -0,1141 0,0659 0,2133 0,3199 0,3869 0,4248 0,4492 0,4745 0,5158 0,5903 0,7121 0,8872 1,1083 1,3512 1,5780 1,7499 1,8458 1,8700 1,8420 1,7750 1,6656 1,5011 1,2749 0,9920 0,6578 0,2660 -0,1923 -0,7089 -1,2481 -1,7551 -2,1754 -2,4776 -2,6651 -2,7605 -2,7768 -2,7107 -2,5624 -2,3506 -2,1123 -1,8926 -1,7331 -1,6563 -1,6596 -1,7204 -1,8076 -1,8933 -1,9643 -2,0278 -2,0983 -2,1764 -2,2444 -2,2822 -2,2815 -2,2469 -2,1932 -2,1401 -2,1074 -2,1126 -2,1680 -2,2766 -2,4251 -2,5821 -2,7104 -2,7813 -2,7767 -2,6859 -2,5071 -2,2513 -1,9361 -1,5761 -1,1806 -0,7581 -0,3211 0,1111 0,5157 0,8775 1,1960 1,4794 1,7285 1,9292 2,0641 2,1342 2,1670 2,1988 2,2482 2,3070 2,3557 2,3837 2,3908 2,3767 2,3381 2,2752 2,1937 2,1003 2,0043 1,9236 1,8784 1,8744 1,8948 1,9069 1,8771 1,7885 1,6497 1,4867 1,3278 1,1972 1,1207 1,1260 1,2303 1,4367 1,7472 2,1736 2,7306 3,4195 4,2237 5,1191 6,0731 7,0288 7,9020 8,6100 9,1049 9,3871 9,4997 9,5123 9,4973 9,5075 9,5667 9,6715 9,8004 9,9265 10,0317 10,1143 10,1798 10,2268 10,2391 10,1925 10,0676 9,8556 9,5567 9,1858 8,7755 8,3604 7,9525 7,5338 7,0746 6,5628 6,0149 5,4633 4,9356 4,4441 3,9881 3,5660 3,1839 2,8553 2,5972 2,4255 2,3495 2,3664 2,4622 2,6185 2,8173 3,0390 3,2544 3,4221 3,4988 3,4562 3,2954 3,0494 2,7724 2,5192 2,3231 2,1859 2,0865 2,0026 1,9278 1,8762 1,8710 1,9269 2,0374 2,1707 2,2790 2,3187 2,2654 2,1087 1,8448 1,4833 1,0588 0,6243 0,2217 -0,1412 -0,4839 -0,8275 -1,1795 -1,5283 -1,8373 -2,0541 -2,1382 -2,0787 -1,8886 -1,5975 -1,2550 -0,9208 -0,6399 -0,4328 -0,3118 -0,2910 -0,3748 -0,5404 -0,7394 -0,9187 -1,0418 -1,0951 -1,0841 -1,0272 -0,9505 -0,8788 -0,8277 -0,8004 -0,7917 -0,7936 -0,7957 -0,7824 -0,7332 -0,6311 -0,4740 -0,2795 -0,0790 0,0917 0,2020 0,2337 0,1899 0,0965 -0,0086 -0,0904 -0,1242 -0,0979 -0,0078 0,1462 0,3544 0,5901 0,8137 0,9848 1,0710 1,0561 0,9447 0,7620 0,5478 0,3456 0,1872 0,0830 0,0256 -0,0037 -0,0306 -0,0769 -0,1510 -0,2471 -0,3457 -0,4178 -0,4404 -0,4142 -0,3610 -0,3072 -0,2731 -0,2708 -0,2971 -0,3306 -0,3435 -0,3179 -0,2483 -0,1338 0,0238 0,2176 0,4347 0,6615 0,8919 1,1324 1,3961 1,6908 2,0118 2,3458 2,6815 3,0134 3,3339 3,6257 3,8653 4,0293 4,1003 4,0734 3,9623 3,7949 3,6000 3,4002 3,2173 3,0736 2,9815 2,9349 2,9117 2,8860 2,8386 2,7623 2,6575 2,5230 2,3508 2,1287 1,8499 1,5205 1,1617 0,8017 0,4665 0,1724 -0,0772 -0,2884 -0,4682 -0,6217 -0,7568 -0,8868 -1,0246 -1,1715 -1,3109 -1,4184 -1,4764 -1,4785 -1,4224 -1,3045 -1,1261 -0,9018 -0,6604 -0,4377 -0,2619 -0,1406 -0,0617 -0,0059 0,0425 0,0942 0,1599 0,2518 0,3746 0,5131 0,6335 0,7042 0,7169 0,6910 0,6622 0,6676 0,7346 0,8754 1,0842 1,3338 1,5806 1,7779 1,8904 1,9016 1,8113 1,6296 1,3707 1,0495 0,6821 0,2857 -0,1242 -0,5370 -0,9482 -1,3573 -1,7531 -2,1019 -2,3615 -2,5077 -2,5424 -2,4848 -2,3605 -2,1988 -2,0335 -1,8982 -1,8130 -1,7776 -1,7789 -1,8046 -1,8532 -1,9335 -2,0567 -2,2247 -2,4216 -2,6149 -2,7704 -2,8669 -2,9018 -2,8915 -2,8637 -2,8408 -2,8318 -2,8361 -2,8484 -2,8604 -2,8625 -2,8519 -2,8365 -2,8285 -2,8327 -2,8408 -2,8342 -2,7938 -2,7082 -2,5761 -2,4065 -2,2174 -2,0321 -1,8750 -1,7660 -1,7131 -1,7115 -1,7519 -1,8290 -1,9375 -2,0651 -2,1977 -2,3272 -2,4475 -2,5490 -2,6225 -2,6616 -2,6574 -2,6010 -2,4924 -2,3413 -2,1642 -1,9799 -1,7996 -1,6225 -1,4416 -1,2516 -1,0558 -0,8738 -0,7346 -0,6491 -0,5970 -0,5509 -0,5048 -0,4751 -0,4837 -0,5432 -0,6516 -0,7949 -0,9543 -1,1142 -1,2656 -1,4033 -1,5262 -1,6409 -1,7616 -1,9003 -2,0586 -2,2307 -2,4032 -2,5529 -2,6545 -2,6979 -2,6932 -2,6559 -2,5908 -2,4902 -2,3443 -2,1515 -1,9236 -1,6832 -1,4546 -1,2560 -1,1004 -1,0012 -0,9718 -1,0173 -1,1324 -1,3074 -1,5318 -1,7933 -2,0812 -2,3929 -2,7300 -3,0831 -3,4258 -3,7234 -3,9464 -4,0774 -4,1078 -4,0305 -3,8408 -3,5454 -3,1712 -2,7577 -2,3310 -1,8837 -1,3861 -0,8153 -0,1731 0,5199 1,2409 1,9729 2,7003 3,4040 4,0635 4,6707 5,2401 5,7979 6,3580 6,9116 7,4325 7,8856 8,2350 8,4527 8,5281 8,4680 8,2801 7,9583 7,4884 6,8633 6,0978 5,2337 4,3304 3,4487 2,6392 1,9286 1,3117 0,7640 0,2628 -0,2081 -0,6613 -1,1031 -1,5322 -1,9471 -2,3509 -2,7432 -3,1096 -3,4252 -3,6719 -3,8492 -3,9708 -4,0557 -4,1234 -4,1908 -4,2690 -4,3622 -4,4662 -4,5647 -4,6238 -4,5983 -4,4586 -4,2155 -3,9128 -3,6018 -3,3260 -3,1236 -3,0292 -3,0694 -3,2528 -3,5651 -3,9762 -4,4518 -4,9680 -5,5178 -6,1007 -6,7031 -7,2949 -7,8461 -8,3366 -8,7557 -9,1057 -9,4030 -9,6691 -9,9158 -10,1392 -10,3319 -10,4980 -10,6532 -10,8129 -10,9831 -11,1576 -11,3209 -11,4549 -11,5501 -11,6115 -11,6502 -11,6659 -11,6387 -11,5393 -11,3475 -11,0621 -10,6987 -10,2770
