Fp1   -2,5273 -2,1329 -1,7621 -1,4749 -1,2905 -1,1978 -1,1693 -1,1630 -1,1266 -1,0139 -0,8111 -0,5498 -0,2829 -0,0429 0,1648 0,3333 0,4409 0,4730 0,4389 0,3585 0,2488 0,1266 0,0128 -0,0638 -0,0665 0,0345 0,2433 0,5258 0,8184 1,0562 1,1925 1,1990 1,0729 0,8503 0,6017 0,4038 0,3008 0,2872 0,3252 0,3708 0,3926 0,3810 0,3395 0,2702 0,1882 0,1486 0,2344 0,4980 0,9200 1,4223 1,9135 2,3243 2,6163 2,7811 2,8393 2,8277 2,7711 2,6728 2,5348 2,3864 2,2792 2,2538 2,3178 2,4522 2,6272 2,8206 3,0230 3,2143 3,3461 3,3679 3,2646 3,0574 2,7781 2,4519 2,1030 1,7664 1,4917 1,3223 1,2664 1,2939 1,3621 1,4354 1,4854 1,4909 1,4467 1,3635 1,2542 1,1270 0,9950 0,8783 0,7835 0,6843 0,5329 0,2945 -0,0328 -0,4163 -0,7986 -1,1215 -1,3541 -1,5111 -1,6419 -1,7899 -1,9646 -2,1564 -2,3629 -2,5879 -2,8239 -3,0492 -3,2411 -3,3900 -3,5042 -3,6063 -3,7274 -3,8957 -4,1239 -4,4033 -4,7083 -5,0006 -5,2304 -5,3544 -5,3687 -5,3117 -5,2275 -5,1360 -5,0385 -4,9342 -4,8261 -4,7145 -4,5942 -4,4581 -4,2952 -4,0850 -3,8139 -3,5002 -3,1962 -2,9637 -2,8404 -2,8173 -2,8424 -2,8480 -2,7834 -2,6371 -2,4367 -2,2203 -2,0065 -1,7983 -1,5997 -1,4205 -1,2813 -1,2066 -1,1916 -1,1717 -1,0424 -0,7238 -0,2159 0,4014 1,0157 1,5324 1,8977 2,0946 2,1365 2,0673 1,9522 1,8505 1,7886 1,7613 1,7567 1,7714 1,8047 1,8540 1,9160 1,9841 2,0474 2,0979 2,1283 2,1213 2,0540 1,9255 1,7747 1,6574 1,6015 1,5840 1,5443 1,4140 1,1431 0,7230 0,2004 -0,3420 -0,8284 -1,2208 -1,5183 -1,7476 -1,9483 -2,1500 -2,3598 -2,5712 -2,7699 -2,9321 -3,0390 -3,0968 -3,1300 -3,1556 -3,1743 -3,1853 -3,1936 -3,2002 -3,1859 -3,1135 -2,9562 -2,7223 -2,4485 -2,1856 -1,9875 -1,8929 -1,9079 -2,0047 -2,1311 -2,2255 -2,2370 -2,1479 -1,9828 -1,7981 -1,6605 -1,6211 -1,6921 -1,8399 -1,9991 -2,0986 -2,0943 -1,9931 -1,8507 -1,7432 -1,7347 -1,8455 -2,0314 -2,2011 -2,2650 -2,1703 -1,9040 -1,4915 -0,9934 -0,4901 -0,0570 0,2591 0,4512 0,5455 0,5768 0,5655 0,5165 0,4308 0,3149 0,1818 0,0447 -0,0980 -0,2576 -0,4241 -0,5591 -0,6299 -0,6394 -0,6139 -0,5735 -0,5184 -0,4341 -0,3075 -0,1457 0,0234 0,1770 0,3065 0,3981 0,4315 0,4113 0,3765 0,3665 0,3911 0,4377 0,4918 0,5524 0,6280 0,7178 0,8064 0,8811 0,9461 1,0231 1,1407 1,3112 1,5097 1,6794 1,7593 1,7155 1,5600 1,3477 1,1525 1,0421 1,0593 1,2048 1,4360 1,6949 1,9412 2,1578 2,3291 2,4265 2,4230 2,3176 2,1376 1,9296 1,7602 1,7071 1,8179 2,0738 2,3973 2,6948 2,9057 3,0212 3,0620 3,0483 2,9967 2,9242 2,8418 2,7506 2,6528 2,5552 2,4569 2,3438 2,1944 1,9844 1,6942 1,3310 0,9439 0,6031 0,3613 0,2367 0,2199 0,2820 0,3855 0,4996 0,6065 0,6928 0,7515 0,7941 0,8482 0,9321 1,0329 1,1147 1,1464 1,1277 1,0892 1,0602 1,0373 0,9921 0,9009 0,7553 0,5570 0,3160 0,0594 -0,1683 -0,3231 -0,3782 -0,3225 -0,1558 0,1040 0,4096 0,6912 0,8880 0,9772 0,9731 0,9047 0,7972 0,6634 0,5066 0,3342 0,1688 0,0433 -0,0166 -0,0120 0,0240 0,0436 0,0130 -0,0717 -0,1863 -0,2912 -0,3575 -0,3864 -0,4005 -0,4151 -0,4272 -0,4273 -0,4067 -0,3602 -0,2976 -0,2494 -0,2466 -0,2938 -0,3627 -0,4132 -0,4178 -0,3662 -0,2657 -0,1458 -0,0525 -0,0265 -0,0800 -0,1880 -0,2994 -0,3632 -0,3531 -0,2784 -0,1762 -0,0887 -0,0323 0,0105 0,0597 0,1077 0,1332 0,1345 0,1343 0,1492 0,1717 0,1846 0,1767 0,1390 0,0608 -0,0639 -0,2397 -0,4772 -0,7771 -1,1027 -1,3838 -1,5548 -1,5887 -1,5043 -1,3535 -1,1969 -1,0888 -1,0678 -1,1335 -1,2283 -1,2621 -1,1627 -0,9086 -0,5319 -0,0932 0,3402 0,6983 0,9181 0,9790 0,9274 0,8558 0,8489 0,9406 1,1077 1,2921 1,4353 1,5022 1,4859 1,4031 1,2901 1,1898 1,1263 1,0912 1,0588 1,0154 0,9684 0,9334 0,9217 0,9392 0,9802 1,0135 0,9841 0,8408 0,5663 0,1851 -0,2466 -0,6590 -0,9900 -1,2005 -1,2766 -1,2262 -1,0768 -0,8747 -0,6763 -0,5398 -0,5222 -0,6650 -0,9664 -1,3782 -1,8469 -2,3520 -2,8933 -3,4524 -3,9815 -4,4351 -4,8043 -5,1117 -5,3761 -5,5872 -5,7111 -5,7199 -5,6243 -5,4772 -5,3409 -5,2523 -5,2111 -5,1855 -5,1293 -4,9973 -4,7452 -4,3383 -3,7848 -3,1531 -2,5436 -2,0404 -1,6795 -1,4408 -1,2658 -1,0918 -0,8809 -0,6193 -0,2989 0,0864 0,5212 0,9576 1,3354 1,6226 1,8363 2,0221 2,2195 2,4482 2,7060 2,9641 3,1729 3,2903 3,3075 3,2482 3,1516 3,0509 2,9603 2,8856 2,8434 2,8548 2,9287 3,0613 3,2416 3,4515 3,6671 3,8649 4,0282 4,1470 4,2124 4,2149 4,1532 4,0331 3,8537 3,6067 3,2985 2,9684 2,6675 2,4249 2,2405 2,0969 1,9639 1,8043 1,5914 1,3239 1,0242 0,7242 0,4499 0,2176 0,0440 -0,0468 -0,0401 0,0365 0,1063 0,0858 -0,0548 -0,2761 -0,5130 -0,7331 -0,9556 -1,2210 -1,5463 -1,9042 -2,2387 -2,4976 -2,6546 -2,7127 -2,6980 -2,6487 -2,6018 -2,5827 -2,6013 -2,6495 -2,7037 -2,7408 -2,7536 -2,7498 -2,7313 -2,6833 -2,5956 -2,4856 -2,3894
Fz    -3,0211 -2,6596 -2,2788 -1,9555 -1,7253 -1,5847 -1,5125 -1,4836 -1,4644 -1,4115 -1,2962 -1,1294 -0,9461 -0,7732 -0,6196 -0,4842 -0,3667 -0,2654 -0,1733 -0,0837 -0,0026 0,0536 0,0723 0,0644 0,0689 0,1344 0,2891 0,5207 0,7829 1,0219 1,1949 1,2681 1,2197 1,0603 0,8460 0,6587 0,5636 0,5803 0,6839 0,8226 0,9460 1,0311 1,0802 1,0995 1,0986 1,1156 1,2206 1,4751 1,8829 2,3814 2,8755 3,2779 3,5339 3,6353 3,6212 3,5519 3,4717 3,3975 3,3318 3,2778 3,2443 3,2400 3,2661 3,3128 3,3613 3,3976 3,4243 3,4495 3,4683 3,4688 3,4429 3,3805 3,2625 3,0665 2,7850 2,4422 2,0923 1,7937 1,5805 1,4556 1,4044 1,4069 1,4380 1,4666 1,4682 1,4355 1,3708 1,2717 1,1329 0,9595 0,7665 0,5565 0,3093 0,0005 -0,3729 -0,7814 -1,1716 -1,4905 -1,7101 -1,8423 -1,9288 -2,0088 -2,0997 -2,2099 -2,3493 -2,5227 -2,7203 -2,9197 -3,0964 -3,2352 -3,3355 -3,4121 -3,4950 -3,6215 -3,8149 -4,0719 -4,3688 -4,6673 -4,9137 -5,0541 -5,0693 -4,9908 -4,8769 -4,7771 -4,7155 -4,6962 -4,7122 -4,7484 -4,7826 -4,7971 -4,7870 -4,7507 -4,6825 -4,5838 -4,4690 -4,3535 -4,2414 -4,1222 -3,9767 -3,7859 -3,5365 -3,2306 -2,8967 -2,5778 -2,3035 -2,0781 -1,8876 -1,7150 -1,5607 -1,4419 -1,3617 -1,2784 -1,1175 -0,8210 -0,3849 0,1414 0,6815 1,1630 1,5408 1,8001 1,9504 2,0239 2,0679 2,1224 2,1989 2,2837 2,3633 2,4415 2,5349 2,6562 2,8009 2,9445 3,0536 3,1096 3,1187 3,0975 3,0558 3,0007 2,9522 2,9349 2,9473 2,9461 2,8672 2,6606 2,3068 1,8174 1,2360 0,6293 0,0603 -0,4309 -0,8269 -1,1311 -1,3643 -1,5578 -1,7438 -1,9477 -2,1761 -2,4139 -2,6374 -2,8309 -2,9865 -3,0950 -3,1525 -3,1737 -3,1839 -3,1937 -3,1827 -3,1108 -2,9521 -2,7202 -2,4594 -2,2223 -2,0545 -1,9862 -2,0238 -2,1486 -2,3224 -2,4944 -2,6101 -2,6303 -2,5500 -2,4001 -2,2276 -2,0722 -1,9492 -1,8477 -1,7406 -1,6034 -1,4345 -1,2597 -1,1165 -1,0390 -1,0527 -1,1621 -1,3330 -1,4966 -1,5800 -1,5327 -1,3375 -1,0151 -0,6203 -0,2215 0,1244 0,3877 0,5691 0,6865 0,7556 0,7828 0,7707 0,7246 0,6512 0,5584 0,4509 0,3199 0,1517 -0,0426 -0,2231 -0,3585 -0,4543 -0,5360 -0,6148 -0,6758 -0,6908 -0,6431 -0,5478 -0,4417 -0,3506 -0,2785 -0,2261 -0,2032 -0,2140 -0,2469 -0,2850 -0,3117 -0,3143 -0,2906 -0,2482 -0,1963 -0,1486 -0,1255 -0,1421 -0,1921 -0,2461 -0,2670 -0,2327 -0,1485 -0,0379 0,0743 0,1740 0,2620 0,3512 0,4586 0,6000 0,7806 0,9856 1,1853 1,3571 1,5002 1,6240 1,7297 1,8066 1,8421 1,8317 1,7812 1,7111 1,6620 1,6833 1,7999 1,9884 2,1884 2,3398 2,4157 2,4270 2,4024 2,3756 2,3792 2,4296 2,5119 2,5862 2,6118 2,5627 2,4263 2,2028 1,8998 1,5254 1,0942 0,6470 0,2507 -0,0348 -0,1877 -0,2240 -0,1810 -0,1010 -0,0147 0,0690 0,1529 0,2358 0,3163 0,4041 0,5132 0,6419 0,7615 0,8263 0,8015 0,6884 0,5243 0,3566 0,2173 0,1163 0,0425 -0,0290 -0,1214 -0,2475 -0,4111 -0,6029 -0,7921 -0,9303 -0,9700 -0,8875 -0,6968 -0,4473 -0,2079 -0,0363 0,0508 0,0751 0,0675 0,0463 0,0144 -0,0393 -0,1339 -0,2766 -0,4444 -0,5916 -0,6804 -0,7090 -0,7066 -0,7003 -0,6951 -0,6830 -0,6602 -0,6363 -0,6326 -0,6676 -0,7432 -0,8415 -0,9335 -0,9840 -0,9611 -0,8601 -0,7205 -0,6068 -0,5649 -0,5926 -0,6490 -0,6872 -0,6789 -0,6218 -0,5363 -0,4582 -0,4267 -0,4683 -0,5798 -0,7241 -0,8518 -0,9329 -0,9629 -0,9478 -0,8949 -0,8101 -0,6939 -0,5488 -0,3931 -0,2559 -0,1532 -0,0741 0,0007 0,0722 0,1177 0,1101 0,0354 -0,1029 -0,2885 -0,5087 -0,7673 -1,0664 -1,3730 -1,6208 -1,7466 -1,7252 -1,5825 -1,3835 -1,2039 -1,1047 -1,1130 -1,1968 -1,2645 -1,2119 -0,9809 -0,5805 -0,0733 0,4522 0,9085 1,2247 1,3550 1,2993 1,1191 0,9171 0,7864 0,7696 0,8539 0,9919 1,1290 1,2251 1,2678 1,2688 1,2519 1,2406 1,2449 1,2530 1,2428 1,2065 1,1583 1,1218 1,1160 1,1512 1,2239 1,3093 1,3652 1,3515 1,2497 1,0653 0,8154 0,5238 0,2269 -0,0262 -0,1871 -0,2260 -0,1458 0,0132 0,1841 0,2933 0,2796 0,1137 -0,1877 -0,5775 -1,0167 -1,4922 -1,9964 -2,5014 -2,9632 -3,3517 -3,6693 -3,9455 -4,2122 -4,4771 -4,7145 -4,8841 -4,9621 -4,9628 -4,9297 -4,9002 -4,8771 -4,8297 -4,7161 -4,5043 -4,1770 -3,7330 -3,1991 -2,6350 -2,1181 -1,7133 -1,4451 -1,2855 -1,1644 -1,0050 -0,7563 -0,3985 0,0722 0,6441 1,2701 1,8639 2,3369 2,6511 2,8398 2,9745 3,1130 3,2781 3,4661 3,6592 3,8334 3,9722 4,0804 4,1839 4,3105 4,4662 4,6351 4,8023 4,9650 5,1168 5,2419 5,3305 5,3854 5,4102 5,4029 5,3582 5,2778 5,1792 5,0891 5,0227 4,9742 4,9217 4,8358 4,6923 4,4928 4,2770 4,1011 3,9910 3,9225 3,8444 3,7073 3,4812 3,1644 2,7861 2,3987 2,0629 1,8266 1,7064 1,6909 1,7574 1,8746 1,9882 2,0232 1,9232 1,6916 1,3904 1,0958 0,8511 0,6538 0,4757 0,2898 0,0836 -0,1388 -0,3596 -0,5577 -0,7206 -0,8459 -0,9391 -1,0115 -1,0731 -1,1270 -1,1707 -1,2004 -1,2141 -1,2122 -1,1983 -1,1752 -1,1420 -1,1025 -1,0724 -1,0732
F3    -2,4388 -1,9451 -1,5410 -1,2855 -1,1690 -1,1420 -1,1417 -1,1030 -0,9742 -0,7363 -0,4210 -0,1066 0,1247 0,2424 0,2697 0,2383 0,1656 0,0766 0,0101 -0,0100 0,0068 0,0308 0,0370 0,0288 0,0463 0,1446 0,3600 0,6788 1,0357 1,3479 1,5402 1,5505 1,3527 0,9841 0,5429 0,1473 -0,1235 -0,2619 -0,3071 -0,3026 -0,2789 -0,2523 -0,2235 -0,1820 -0,1021 0,0699 0,3982 0,9044 1,5341 2,1793 2,7310 3,1214 3,3336 3,3929 3,3521 3,2651 3,1493 2,9786 2,7301 2,4404 2,1978 2,0744 2,0824 2,1900 2,3538 2,5473 2,7662 2,9956 3,1807 3,2522 3,1782 2,9814 2,7081 2,3907 2,0474 1,7137 1,4593 1,3585 1,4362 1,6476 1,9089 2,1376 2,2754 2,2990 2,2212 2,0732 1,8796 1,6520 1,4084 1,1831 1,0016 0,8515 0,6872 0,4605 0,1463 -0,2365 -0,6211 -0,9265 -1,1161 -1,2309 -1,3630 -1,5816 -1,8822 -2,2088 -2,5047 -2,7342 -2,8766 -2,9197 -2,8610 -2,7129 -2,5037 -2,2783 -2,1017 -2,0499 -2,1777 -2,4873 -2,9248 -3,4031 -3,8241 -4,1033 -4,2043 -4,1539 -4,0130 -3,8455 -3,7131 -3,6688 -3,7327 -3,8698 -4,0037 -4,0570 -3,9721 -3,7128 -3,2841 -2,7574 -2,2526 -1,8800 -1,6872 -1,6404 -1,6518 -1,6343 -1,5478 -1,4097 -1,2647 -1,1349 -1,0013 -0,8404 -0,6584 -0,4880 -0,3785 -0,3802 -0,4974 -0,6429 -0,6612 -0,4237 0,0817 0,7480 1,4215 1,9737 2,3320 2,4790 2,4461 2,3046 2,1483 2,0637 2,0902 2,2033 2,3426 2,4609 2,5472 2,6197 2,7061 2,8242 2,9729 3,1318 3,2594 3,3023 3,2227 3,0269 2,7719 2,5413 2,3989 2,3557 2,3672 2,3477 2,2001 1,8683 1,3774 0,8140 0,2639 -0,2255 -0,6410 -0,9933 -1,3045 -1,5821 -1,8082 -1,9634 -2,0460 -2,0717 -2,0752 -2,1072 -2,2033 -2,3506 -2,4974 -2,5973 -2,6355 -2,6186 -2,5443 -2,3931 -2,1610 -1,8852 -1,6246 -1,4282 -1,3251 -1,3220 -1,4007 -1,5196 -1,6194 -1,6360 -1,5273 -1,2961 -0,9972 -0,7248 -0,5815 -0,6310 -0,8560 -1,1613 -1,4239 -1,5503 -1,5087 -1,3371 -1,1296 -0,9978 -1,0221 -1,2111 -1,4871 -1,7184 -1,7829 -1,6118 -1,1994 -0,6033 0,0712 0,7071 1,2094 1,5234 1,6518 1,6522 1,5944 1,5049 1,3582 1,1189 0,7872 0,4123 0,0670 -0,1975 -0,3694 -0,4487 -0,4282 -0,3134 -0,1436 0,0194 0,1257 0,1672 0,1789 0,2112 0,2917 0,4149 0,5626 0,7104 0,8177 0,8436 0,7893 0,7006 0,6182 0,5478 0,4793 0,4198 0,4060 0,4807 0,6490 0,8676 1,0810 1,2618 1,4291 1,6348 1,9135 2,2313 2,4857 2,5585 2,3832 1,9853 1,4682 0,9616 0,5841 0,4306 0,5515 0,9297 1,4931 2,1483 2,7953 3,3234 3,6249 3,6408 3,3903 2,9490 2,4135 1,9013 1,5467 1,4458 1,5995 1,9158 2,2694 2,5677 2,7758 2,8915 2,9250 2,9051 2,8712 2,8375 2,7817 2,6830 2,5538 2,4265 2,3226 2,2350 2,1230 1,9255 1,6065 1,1970 0,7812 0,4400 0,2209 0,1403 0,1861 0,3190 0,4898 0,6540 0,7730 0,8284 0,8433 0,8730 0,9584 1,0852 1,1942 1,2385 1,2322 1,2382 1,3029 1,4040 1,4702 1,4411 1,2975 1,0541 0,7500 0,4499 0,2287 0,1345 0,1663 0,2880 0,4601 0,6539 0,8402 0,9798 1,0405 1,0177 0,9297 0,8020 0,6586 0,5156 0,3764 0,2394 0,1136 0,0258 0,0110 0,0835 0,2123 0,3305 0,3732 0,3122 0,1749 0,0346 -0,0359 -0,0108 0,0882 0,2250 0,3662 0,4811 0,5535 0,5872 0,5803 0,5044 0,3291 0,0658 -0,2166 -0,4203 -0,4716 -0,3530 -0,1081 0,1721 0,3809 0,4409 0,3429 0,1507 -0,0339 -0,1218 -0,0748 0,0811 0,2751 0,4387 0,5545 0,6539 0,7572 0,8334 0,8355 0,7650 0,6794 0,6303 0,6165 0,6010 0,5490 0,4400 0,2712 0,0617 -0,1690 -0,4302 -0,7455 -1,1020 -1,4305 -1,6395 -1,6702 -1,5261 -1,2626 -0,9587 -0,7040 -0,5904 -0,6661 -0,8804 -1,0968 -1,1688 -1,0110 -0,6221 -0,0643 0,5574 1,1020 1,4252 1,4519 1,2327 0,9285 0,7276 0,7528 1,0123 1,4172 1,8409 2,1751 2,3562 2,3692 2,2409 2,0229 1,7664 1,5042 1,2531 1,0312 0,8719 0,8178 0,8987 1,1131 1,4154 1,7102 1,8768 1,8189 1,5059 0,9830 0,3582 -0,2364 -0,7019 -0,9995 -1,1232 -1,0685 -0,8382 -0,4700 -0,0475 0,3143 0,4996 0,4368 0,1442 -0,2799 -0,7398 -1,2125 -1,7234 -2,2717 -2,8036 -3,2578 -3,6141 -3,8871 -4,0895 -4,2146 -4,2466 -4,1838 -4,0607 -3,9488 -3,9193 -4,0012 -4,1671 -4,3523 -4,4916 -4,5349 -4,4242 -4,0979 -3,5491 -2,8605 -2,1675 -1,5944 -1,2058 -0,9830 -0,8376 -0,6624 -0,3876 0,0020 0,4861 1,0221 1,5453 1,9826 2,2842 2,4537 2,5507 2,6558 2,8289 3,0891 3,4149 3,7475 4,0083 4,1403 4,1400 4,0510 3,9343 3,8361 3,7693 3,7304 3,7276 3,7820 3,9059 4,0942 4,3281 4,5784 4,8119 4,9998 5,1234 5,1774 5,1679 5,1115 5,0304 4,9329 4,7965 4,5798 4,2659 3,8926 3,5324 3,2440 3,0455 2,9131 2,7891 2,6047 2,3175 1,9366 1,5167 1,1225 0,7977 0,5672 0,4585 0,5049 0,7116 1,0148 1,2867 1,4040 1,3260 1,1111 0,8536 0,5988 0,3154 -0,0553 -0,5263 -1,0339 -1,4732 -1,7644 -1,8905 -1,8810 -1,7790 -1,6308 -1,4904 -1,4155 -1,4377 -1,5309 -1,6222 -1,6483 -1,6038 -1,5318 -1,4717 -1,4285 -1,3994 -1,4065 -1,4816
F7    -2,3610 -2,2259 -1,9261 -1,5462 -1,1881 -0,9302 -0,8200 -0,8621 -0,9963 -1,0988 -1,0372 -0,7432 -0,2354 0,4200 1,1373 1,7943 2,2308 2,3095 1,9871 1,3365 0,5201 -0,2642 -0,8453 -1,1304 -1,1307 -0,9444 -0,6928 -0,4568 -0,2579 -0,0773 0,1097 0,3078 0,5085 0,7040 0,8907 1,0681 1,2383 1,4055 1,5658 1,6909 1,7355 1,6651 1,4464 1,0252 0,3781 -0,3988 -1,0945 -1,5012 -1,5232 -1,1869 -0,5889 0,1397 0,8484 1,3929 1,6893 1,7551 1,6926 1,6221 1,6223 1,7133 1,8727 2,0652 2,2646 2,4492 2,6008 2,7325 2,8872 3,0783 3,2488 3,3102 3,1991 2,8877 2,3865 1,7664 1,1430 0,6139 0,2202 -0,0512 -0,2426 -0,3793 -0,4416 -0,3922 -0,2299 -0,0104 0,1884 0,3146 0,3551 0,3249 0,2576 0,1872 0,1200 0,0220 -0,1528 -0,4113 -0,7064 -0,9787 -1,2055 -1,3934 -1,5244 -1,5370 -1,3795 -1,0631 -0,6594 -0,2761 -0,0405 -0,0701 -0,4245 -1,0725 -1,9091 -2,8109 -3,6877 -4,4918 -5,1781 -5,6742 -5,9214 -5,9337 -5,7942 -5,5975 -5,4030 -5,2422 -5,1538 -5,1685 -5,2550 -5,3115 -5,2105 -4,8679 -4,3024 -3,6347 -3,0186 -2,5677 -2,3258 -2,2806 -2,3854 -2,5706 -2,7583 -2,8962 -2,9895 -3,0899 -3,2421 -3,4277 -3,5493 -3,4888 -3,2067 -2,7789 -2,3322 -1,9640 -1,7100 -1,5567 -1,4701 -1,4125 -1,3391 -1,2021 -0,9591 -0,5803 -0,0686 0,5237 1,1216 1,6760 2,1722 2,5928 2,9001 3,0646 3,0868 2,9789 2,7546 2,4581 2,1756 1,9821 1,8816 1,8238 1,7596 1,6638 1,5371 1,4217 1,3879 1,4681 1,6143 1,7414 1,8016 1,7855 1,6642 1,3813 0,9218 0,3638 -0,1550 -0,5202 -0,6851 -0,6556 -0,4679 -0,1929 0,0637 0,1892 0,1091 -0,1784 -0,6186 -1,1427 -1,6693 -2,0935 -2,3249 -2,3442 -2,2170 -2,0602 -1,9792 -2,0118 -2,1277 -2,2759 -2,4183 -2,5248 -2,5613 -2,4838 -2,2625 -1,9369 -1,6263 -1,4618 -1,5108 -1,7497 -2,0821 -2,3892 -2,5897 -2,6682 -2,6466 -2,5347 -2,3268 -2,0532 -1,8078 -1,7051 -1,8028 -2,0489 -2,2997 -2,4020 -2,2785 -1,9618 -1,5707 -1,2457 -1,0783 -1,0889 -1,2582 -1,5460 -1,8771 -2,1487 -2,2772 -2,2346 -2,0358 -1,7114 -1,3057 -0,8774 -0,4807 -0,1437 0,1397 0,3988 0,6495 0,8621 0,9747 0,9363 0,7415 0,4310 0,0528 -0,3653 -0,7877 -1,1316 -1,2866 -1,1899 -0,8674 -0,4038 0,0907 0,4896 0,6885 0,6555 0,4275 0,0774 -0,2964 -0,5734 -0,6430 -0,4540 -0,0455 0,4687 0,9530 1,3004 1,4670 1,4868 1,4402 1,3807 1,3013 1,1809 1,0392 0,9313 0,9230 1,0782 1,4259 1,9199 2,4458 2,8774 3,1336 3,1843 3,0121 2,5897 1,9222 1,1179 0,3971 -0,0040 0,0281 0,4259 1,0130 1,6105 2,0907 2,3946 2,5342 2,5660 2,5480 2,5150 2,4771 2,4497 2,4867 2,6454 2,9077 3,1713 3,3324 3,3562 3,2678 3,1074 2,8907 2,5931 2,1838 1,6943 1,2365 0,9313 0,8232 0,8631 0,9541 1,0051 0,9576 0,7924 0,5374 0,2686 0,0810 0,0429 0,1643 0,3958 0,6571 0,8750 1,0055 1,0411 1,0022 0,9109 0,7770 0,6115 0,4318 0,2454 0,0545 -0,1153 -0,2172 -0,2298 -0,1951 -0,1837 -0,2223 -0,2765 -0,2889 -0,1954 0,0760 0,5639 1,2192 1,9106 2,4839 2,8218 2,8719 2,6475 2,2142 1,6617 1,0927 0,6309 0,3927 0,4144 0,6163 0,8576 1,0281 1,0828 1,0138 0,8321 0,5838 0,3467 0,1866 0,1135 0,0890 0,0708 0,0355 -0,0243 -0,1014 -0,1710 -0,2035 -0,1796 -0,0938 0,0473 0,2090 0,3161 0,2946 0,1436 -0,0598 -0,2267 -0,3054 -0,2786 -0,1476 0,0672 0,3231 0,5761 0,8090 1,0286 1,2342 1,3965 1,4789 1,4780 1,4231 1,3468 1,2631 1,1578 0,9943 0,7424 0,4218 0,1148 -0,0712 -0,0635 0,1251 0,3906 0,5990 0,6670 0,5955 0,4495 0,3048 0,1963 0,1035 -0,0252 -0,2376 -0,5394 -0,8692 -1,1185 -1,1836 -1,0224 -0,6968 -0,3596 -0,1744 -0,2228 -0,4475 -0,6770 -0,7247 -0,4827 0,0564 0,8131 1,6292 2,3027 2,6629 2,6325 2,2448 1,6260 0,9487 0,3669 -0,0192 -0,1575 -0,0456 0,2551 0,6458 1,0534 1,4455 1,7776 1,9536 1,8653 1,4754 0,8614 0,1802 -0,4104 -0,7994 -0,9342 -0,8326 -0,5765 -0,2679 0,0273 0,2901 0,5068 0,6366 0,6318 0,4776 0,2066 -0,1190 -0,4447 -0,7590 -1,0910 -1,4664 -1,8674 -2,2381 -2,5292 -2,7418 -2,9326 -3,1784 -3,5400 -4,0394 -4,6488 -5,2829 -5,8024 -6,0564 -5,9618 -5,5495 -4,9300 -4,2419 -3,6158 -3,1310 -2,7925 -2,5630 -2,3942 -2,2255 -1,9997 -1,7039 -1,3782 -1,0721 -0,8027 -0,5637 -0,3640 -0,2408 -0,2332 -0,3394 -0,4859 -0,5440 -0,3979 -0,0173 0,5250 1,1076 1,6236 2,0037 2,2286 2,3483 2,4668 2,6747 2,9943 3,3788 3,7392 3,9829 4,0647 4,0027 3,8391 3,6102 3,3626 3,1592 3,0478 3,0330 3,0906 3,2004 3,3669 3,6176 3,9715 4,3892 4,7548 4,9290 4,8388 4,5220 4,0948 3,6891 3,4063 3,2795 3,2484 3,1997 3,0562 2,8209 2,5479 2,2951 2,1072 2,0170 2,0381 2,1525 2,2992 2,3742 2,2665 1,9309 1,4348 0,9087 0,4469 0,0755 -0,2058 -0,4053 -0,5556 -0,7083 -0,9063 -1,1646 -1,4679 -1,7945 -2,1443 -2,5315 -2,9471 -3,3467 -3,6738 -3,8688 -3,8647 -3,6231 -3,1976 -2,7402 -2,4133 -2,2887 -2,3268 -2,4321 -2,5136 -2,5218 -2,4614 -2,3732 -2,2887
