Fp1   0,5780 0,7172 0,8775 0,9847 0,9841 0,8673 0,6688 0,4269 0,1424 -0,2141 -0,6550 -1,1476 -1,6349 -2,0707 -2,4319 -2,7105 -2,9076 -3,0291 -3,0684 -3,0014 -2,8091 -2,4984 -2,1005 -1,6664 -1,2619 -0,9398 -0,7044 -0,5180 -0,3384 -0,1375 0,1013 0,3820 0,6964 1,0272 1,3430 1,5986 1,7598 1,8316 1,8578 1,8934 1,9698 2,0758 2,1613 2,1591 2,0271 1,7868 1,5149 1,2853 1,1221 1,0049 0,9092 0,8441 0,8547 0,9856 1,2406 1,5774 1,9290 2,2288 2,4269 2,4983 2,4426 2,2844 2,0697 1,8351 1,5751 1,2557 0,8642 0,4323 0,0149 -0,3441 -0,6311 -0,8649 -1,0784 -1,2885 -1,4795 -1,6170 -1,6798 -1,6752 -1,6260 -1,5592 -1,5112 -1,5245 -1,6324 -1,8524 -2,1832 -2,5908 -3,0074 -3,3634 -3,6184 -3,7593 -3,7891 -3,7371 -3,6706 -3,6687 -3,7731 -3,9668 -4,1993 -4,4246 -4,6232 -4,8028 -4,9806 -5,1619 -5,3375 -5,4932 -5,6073 -5,6415 -5,5594 -5,3615 -5,0957 -4,8305 -4,6142 -4,4513 -4,3107 -4,1553 -3,9679 -3,7564 -3,5320 -3,2894 -3,0186 -2,7226 -2,4048 -2,0415 -1,5827 -0,9869 -0,2618 0,5365 1,3550 2,1843 3,0370 3,8978 4,7094 5,4057 5,9498 6,3353 6,5728 6,6973 6,7697 6,8479 6,9614 7,1140 7,2987 7,5170 7,7859 8,1240 8,5327 8,9821 9,4165 9,7848 10,0678 10,2738 10,4110 10,4709 10,4413 10,3314 10,1801 10,0293 9,8873 9,7192 9,4689 9,0889 8,5712 7,9652 7,3564 6,8176 6,3813 6,0530 5,8394 5,7543 5,8021 5,9636 6,1973 6,4444 6,6401 6,7267 6,6667 6,4576 6,1315 5,7346 5,3039 4,8551 4,3853 3,8844 3,3574 2,8486 2,4315 2,1633 2,0531 2,0691 2,1674 2,3146 2,4927 2,6873 2,8741 3,0157 3,0727 3,0240 2,8823 2,6808 2,4351 2,1236 1,7168 1,2171 0,6643 0,1065 -0,4296 -0,9443 -1,4511 -1,9600 -2,4700 -2,9704 -3,4451 -3,8746 -4,2333 -4,4901 -4,6104 -4,5573 -4,3013 -3,8415 -3,2153 -2,4806 -1,6894 -0,8814 -0,0939 0,6367 1,2892 1,8678 2,3952 2,8949 3,3827 3,8711 4,3651 4,8458 5,2641 5,5616 5,7004 5,6751 5,5057 5,2235 4,8612 4,4580 4,0712 3,7703 3,6098 3,6001 3,6997 3,8379 3,9518 4,0119 4,0201 3,9875 3,9213 3,8169 3,6513 3,3881 2,9964 2,4694 1,8381 1,1682 0,5292 -0,0429 -0,5529 -1,0212 -1,4533 -1,8283 -2,1000 -2,2158 -2,1485 -1,9157 -1,5739 -1,1927 -0,8302 -0,5243 -0,2880 -0,0987 0,1051 0,3974 0,8215 1,3598 1,9395 2,4749 2,9135 3,2520 3,5216 3,7580 3,9764 4,1696 4,3210 4,4131 4,4349 4,4005 4,3504 4,3198 4,3081 4,2893 4,2399 4,1568 4,0615 3,9933 3,9924 4,0875 4,2860 4,5617 4,8601 5,1216 5,2996 5,3752 5,3674 5,3121 5,2181 5,0603 4,8218 4,5204 4,1869 3,8460 3,5271 3,2696 3,1056 3,0492 3,0989 3,2354 3,4218 3,6130 3,7706 3,8726 3,9131 3,8987 3,8468 3,7773 3,6918 3,5586 3,3327 2,9972 2,5768 2,1167 1,6650 1,2783 1,0151 0,9060 0,9359 1,0615 1,2436 1,4559 1,6712 1,8639 2,0351 2,2054 2,3733 2,5079 2,5804 2,5819 2,5172 2,3948 2,2150 1,9628 1,6272 1,2311 0,8288 0,4656 0,1491 -0,1365 -0,3971 -0,6216 -0,8023 -0,9505 -1,0846 -1,2089 -1,3007 -1,3166 -1,2200 -1,0126 -0,7348 -0,4351 -0,1434 0,1260 0,3565 0,5278 0,6322 0,6870 0,7223 0,7633 0,8333 0,9589 1,1507 1,3807 1,5907 1,7228 1,7509 1,6922 1,5921 1,4977 1,4415 1,4434 1,5128 1,6334 1,7562 1,8310 1,8413 1,8022 1,7318 1,6317 1,4906 1,3070 1,0955 0,8707 0,6378 0,4075 0,2076 0,0694 -0,0024 -0,0349 -0,0516 -0,0367 0,0463 0,1962 0,3504 0,4195 0,3361 0,0754 -0,3478 -0,8883 -1,4820 -2,0566 -2,5523 -2,9470 -3,2620 -3,5401 -3,8102 -4,0651 -4,2736 -4,4054 -4,4450 -4,4007 -4,3014 -4,1726 -4,0202 -3,8424 -3,6424 -3,4207 -3,1711 -2,8886 -2,5715 -2,2118 -1,7930 -1,3032 -0,7479 -0,1536 0,4430 1,0108 1,5310 1,9886 2,3619 2,6271 2,7664 2,7706 2,6425 2,3999 2,0714 1,6947 1,3088 0,9321 0,5563 0,1662 -0,2471 -0,6918 -1,1806 -1,7288 -2,3575 -3,0824 -3,8902 -4,7412 -5,5981 -6,4312 -7,1971 -7,8282 -8,2507 -8,4164 -8,3233 -8,0053 -7,5063 -6,8753 -6,1774 -5,4859 -4,8572 -4,3153 -3,8599 -3,4868 -3,1963 -2,9812 -2,8145 -2,6612 -2,4994 -2,3212 -2,1215 -1,8923 -1,6294 -1,3399 -1,0414 -0,7556 -0,5020 -0,2974 -0,1583 -0,0940 -0,0949 -0,1301 -0,1601 -0,1453 -0,0509 0,1420 0,4235 0,7632 1,1302 1,5035 1,8617 2,1732 2,4044 2,5406 2,5929 2,5841 2,5303 2,4328 2,2821 2,0755 1,8271 1,5553 1,2706 0,9793 0,6925 0,4217 0,1711 -0,0600 -0,2608 -0,4041 -0,4656 -0,4465 -0,3742 -0,2776 -0,1617 -0,0100 0,1944 0,4539 0,7523 1,0553 1,3215 1,5297 1,6989 1,8718 2,0737 2,2963 2,5160 2,7142 2,8778 2,9869 3,0159 2,9452 2,7701 2,5034 2,1796 1,8589 1,6066 1,4525 1,3690 1,2880 1,1400 0,8906 0,5536 0,1826 -0,1568 -0,4267 -0,6347 -0,8160 -1,0029 -1,2129 -1,4622 -1,7755 -2,1729 -2,6522 -3,1810 -3,6953 -4,1139 -4,3688 -4,4368 -4,3527 -4,1937 -4,0532 -4,0171 -4,1423 -4,4398 -4,8704 -5,3504 -5,7703 -6,0365 -6,1102 -6,0059 -5,7682 -5,4543 -5,1176 -4,7874 -4,4717 -4,1762 -3,9102
Fz    3,4383 3,3357 3,1820 2,9405 2,5897 2,1378 1,6152 1,0511 0,4518 -0,1951 -0,8898 -1,6014 -2,2825 -2,8969 -3,4288 -3,8732 -4,2265 -4,4792 -4,6055 -4,5693 -4,3493 -3,9565 -3,4290 -2,8277 -2,2303 -1,7001 -1,2501 -0,8504 -0,4688 -0,0924 0,2777 0,6317 0,9524 1,2206 1,4192 1,5386 1,5862 1,5937 1,6099 1,6811 1,8290 2,0397 2,2647 2,4309 2,4739 2,3819 2,2003 1,9886 1,7769 1,5638 1,3440 1,1360 0,9862 0,9415 1,0209 1,2079 1,4609 1,7275 1,9636 2,1434 2,2577 2,3107 2,3201 2,3010 2,2391 2,0937 1,8351 1,4739 1,0531 0,6212 0,2113 -0,1644 -0,5055 -0,8112 -1,0780 -1,3074 -1,5121 -1,7097 -1,9129 -2,1298 -2,3726 -2,6572 -2,9950 -3,3880 -3,8231 -4,2661 -4,6762 -5,0293 -5,3229 -5,5572 -5,7284 -5,8460 -5,9444 -6,0703 -6,2519 -6,4816 -6,7223 -6,9313 -7,0787 -7,1537 -7,1613 -7,1182 -7,0519 -6,9945 -6,9665 -6,9643 -6,9700 -6,9714 -6,9689 -6,9630 -6,9348 -6,8365 -6,6103 -6,2246 -5,6990 -5,0946 -4,4748 -3,8707 -3,2839 -2,7054 -2,1196 -1,5015 -0,8266 -0,0944 0,6593 1,3800 2,0385 2,6550 3,2759 3,9297 4,6019 5,2431 5,7980 6,2264 6,5132 6,6801 6,7860 6,9015 7,0817 7,3566 7,7351 8,2167 8,7968 9,4604 10,1739 10,8835 11,5256 12,0487 12,4323 12,6874 12,8381 12,9006 12,8822 12,7992 12,6879 12,5851 12,5011 12,4165 12,3002 12,1307 11,9136 11,6847 11,4926 11,3690 11,3134 11,3042 11,3237 11,3668 11,4255 11,4767 11,4923 11,4505 11,3327 11,1126 10,7576 10,2471 9,5877 8,8051 7,9330 7,0110 6,0847 5,2006 4,4060 3,7570 3,3094 3,0897 3,0760 3,2081 3,4173 3,6529 3,8887 4,1151 4,3231 4,4922 4,5921 4,5994 4,5142 4,3545 4,1281 3,8215 3,4235 2,9468 2,4211 1,8708 1,2999 0,6938 0,0351 -0,6757 -1,4100 -2,1210 -2,7654 -3,3126 -3,7387 -4,0213 -4,1418 -4,0855 -3,8441 -3,4219 -2,8362 -2,1067 -1,2498 -0,2878 0,7387 1,7756 2,7759 3,7176 4,6050 5,4562 6,2869 7,1026 7,8905 8,6089 9,1909 9,5697 9,7105 9,6207 9,3377 8,9116 8,3974 7,8563 7,3569 6,9645 6,7168 6,6066 6,5898 6,6110 6,6272 6,6207 6,5938 6,5554 6,5107 6,4522 6,3483 6,1454 5,7903 5,2576 4,5653 3,7664 2,9254 2,0977 1,3198 0,6142 0,0000 -0,4983 -0,8462 -1,0099 -0,9823 -0,7963 -0,5131 -0,1925 0,1318 0,4530 0,7766 1,1147 1,4919 1,9403 2,4775 3,0858 3,7150 4,3076 4,8257 5,2587 5,6137 5,9002 6,1179 6,2579 6,3109 6,2710 6,1433 5,9606 5,7796 5,6428 5,5477 5,4650 5,3792 5,3077 5,2891 5,3615 5,5480 5,8580 6,2857 6,7970 7,3276 7,8031 8,1617 8,3712 8,4367 8,3854 8,2369 7,9933 7,6608 7,2632 6,8265 6,3689 5,9136 5,4957 5,1524 4,9117 4,7848 4,7556 4,7798 4,8017 4,7769 4,6853 4,5248 4,3030 4,0330 3,7255 3,3720 2,9436 2,4178 1,8082 1,1613 0,5325 -0,0268 -0,4641 -0,7307 -0,8010 -0,6841 -0,4148 -0,0341 0,4180 0,8978 1,3694 1,8237 2,2656 2,6774 3,0149 3,2376 3,3283 3,2934 3,1595 2,9576 2,7032 2,4009 2,0721 1,7578 1,4871 1,2584 1,0621 0,9113 0,8407 0,8750 1,0045 1,1919 1,4000 1,6122 1,8320 2,0637 2,2915 2,4808 2,6017 2,6478 2,6293 2,5554 2,4333 2,2758 2,1038 1,9414 1,8147 1,7553 1,7927 1,9300 2,1356 2,3625 2,5701 2,7328 2,8413 2,9008 2,9282 2,9506 3,0008 3,1010 3,2448 3,3974 3,5151 3,5665 3,5389 3,4320 3,2501 3,0047 2,7237 2,4502 2,2278 2,0904 2,0645 2,1670 2,3928 2,7051 3,0463 3,3679 3,6530 3,9056 4,1158 4,2449 4,2446 4,0785 3,7211 3,1561 2,3920 1,4790 0,5011 -0,4551 -1,3304 -2,1024 -2,7783 -3,3764 -3,9011 -4,3370 -4,6613 -4,8550 -4,9106 -4,8332 -4,6317 -4,3181 -3,9152 -3,4538 -2,9554 -2,4260 -1,8674 -1,2822 -0,6683 -0,0195 0,6618 1,3550 2,0250 2,6388 3,1805 3,6506 4,0532 4,3869 4,6512 4,8491 4,9803 5,0399 5,0241 4,9326 4,7704 4,5433 4,2449 3,8558 3,3610 2,7606 2,0646 1,2839 0,4204 -0,5431 -1,6253 -2,8080 -4,0266 -5,2018 -6,2668 -7,1689 -7,8649 -8,3234 -8,5302 -8,4901 -8,2175 -7,7308 -7,0633 -6,2725 -5,4292 -4,5963 -3,8162 -3,1130 -2,5052 -2,0121 -1,6396 -1,3680 -1,1634 -1,0005 -0,8691 -0,7666 -0,6865 -0,6165 -0,5422 -0,4546 -0,3545 -0,2547 -0,1774 -0,1503 -0,1965 -0,3181 -0,4843 -0,6377 -0,7084 -0,6329 -0,3781 0,0442 0,5854 1,1834 1,7845 2,3524 2,8623 3,2946 3,6380 3,8962 4,0824 4,2073 4,2736 4,2812 4,2383 4,1630 4,0715 3,9706 3,8656 3,7667 3,6840 3,6180 3,5596 3,5050 3,4657 3,4595 3,4920 3,5459 3,5909 3,6025 3,5720 3,5041 3,4135 3,3191 3,2340 3,1611 3,1001 3,0573 3,0492 3,0919 3,1907 3,3406 3,5334 3,7549 3,9770 4,1554 4,2422 4,2023 4,0248 3,7256 3,3467 2,9465 2,5710 2,2311 1,9084 1,5836 1,2596 0,9638 0,7363 0,6125 0,6012 0,6743 0,7788 0,8576 0,8622 0,7467 0,4637 -0,0188 -0,6934 -1,5040 -2,3543 -3,1325 -3,7421 -4,1275 -4,2845 -4,2577 -4,1243 -3,9674 -3,8430 -3,7636 -3,7110 -3,6564 -3,5693 -3,4302 -3,2477 -3,0542 -2,8874 -2,7793 -2,7499 -2,7973 -2,8953 -3,0074 -3,0975
F3    3,7663 3,6732 3,5631 3,3722 3,0590 2,6306 2,1327 1,6084 1,0611 0,4582 -0,2285 -0,9916 -1,7894 -2,5663 -3,2726 -3,8793 -4,3803 -4,7721 -5,0265 -5,0948 -4,9454 -4,5855 -4,0557 -3,4224 -2,7668 -2,1503 -1,5830 -1,0408 -0,5164 -0,0361 0,3634 0,6613 0,8637 0,9977 1,0869 1,1369 1,1562 1,1816 1,2695 1,4649 1,7718 2,1461 2,5036 2,7404 2,7757 2,6021 2,2891 1,9290 1,5805 1,2584 0,9607 0,6994 0,5118 0,4368 0,4842 0,6282 0,8218 1,0130 1,1579 1,2335 1,2402 1,1944 1,1192 1,0270 0,9040 0,7222 0,4717 0,1709 -0,1545 -0,4919 -0,8482 -1,2410 -1,6798 -2,1466 -2,5928 -2,9588 -3,2062 -3,3289 -3,3426 -3,2831 -3,2150 -3,2181 -3,3571 -3,6627 -4,1218 -4,6735 -5,2288 -5,7119 -6,0808 -6,3090 -6,3753 -6,2898 -6,1146 -5,9380 -5,8222 -5,7769 -5,7748 -5,7792 -5,7620 -5,7116 -5,6328 -5,5401 -5,4543 -5,4020 -5,4029 -5,4497 -5,5159 -5,5822 -5,6469 -5,7133 -5,7701 -5,7800 -5,6918 -5,4724 -5,1320 -4,7205 -4,2945 -3,8870 -3,5051 -3,1467 -2,8027 -2,4427 -2,0150 -1,4763 -0,8299 -0,1191 0,6272 1,4268 2,3083 3,2568 4,2019 5,0453 5,6982 6,1052 6,2598 6,2190 6,0893 5,9759 5,9430 6,0135 6,1884 6,4632 6,8318 7,2813 7,7951 8,3564 8,9457 9,5389 10,1136 10,6517 11,1314 11,5198 11,7849 11,9238 11,9735 11,9848 11,9836 11,9551 11,8545 11,6366 11,2923 10,8684 10,4473 10,0998 9,8515 9,6936 9,6151 9,6149 9,6827 9,7883 9,8915 9,9534 9,9406 9,8215 9,5666 9,1650 8,6340 8,0086 7,3268 6,6162 5,8881 5,1444 4,4028 3,7200 3,1748 2,8178 2,6409 2,5930 2,6196 2,6912 2,8010 2,9461 3,1129 3,2735 3,3918 3,4431 3,4301 3,3707 3,2610 3,0642 2,7464 2,3116 1,7956 1,2367 0,6539 0,0438 -0,6049 -1,2907 -1,9899 -2,6665 -3,2895 -3,8392 -4,2969 -4,6343 -4,8132 -4,7925 -4,5390 -4,0440 -3,3348 -2,4669 -1,5056 -0,5160 0,4391 1,3072 2,0630 2,7199 3,3180 3,8976 4,4804 5,0680 5,6402 6,1508 6,5342 6,7307 6,7179 6,5206 6,1924 5,7875 5,3483 4,9111 4,5133 4,1921 3,9726 3,8542 3,8092 3,8010 3,8078 3,8274 3,8579 3,8837 3,8848 3,8436 3,7349 3,5217 3,1711 2,6774 2,0755 1,4323 0,8134 0,2553 -0,2356 -0,6624 -1,0200 -1,2866 -1,4272 -1,4131 -1,2487 -0,9780 -0,6655 -0,3663 -0,1082 0,1025 0,2735 0,4349 0,6434 0,9579 1,4056 1,9678 2,5913 3,2122 3,7844 4,2904 4,7299 5,1021 5,3924 5,5743 5,6263 5,5492 5,3707 5,1426 4,9297 4,7766 4,6802 4,6091 4,5476 4,5123 4,5369 4,6497 4,8596 5,1630 5,5493 5,9894 6,4289 6,8034 7,0607 7,1801 7,1853 7,1201 6,9977 6,7901 6,4715 6,0504 5,5565 5,0264 4,5096 4,0651 3,7436 3,5742 3,5596 3,6714 3,8533 4,0403 4,1841 4,2653 4,2863 4,2582 4,1918 4,0870 3,9182 3,6365 3,2033 2,6271 1,9602 1,2693 0,6207 0,0851 -0,2734 -0,4293 -0,4056 -0,2466 0,0143 0,3573 0,7580 1,1922 1,6608 2,1813 2,7440 3,2977 3,7830 4,1608 4,4121 4,5298 4,5066 4,3230 3,9668 3,4708 2,9119 2,3613 1,8460 1,3656 0,9312 0,5714 0,3034 0,1159 -0,0144 -0,0975 -0,1205 -0,0570 0,1089 0,3598 0,6493 0,9297 1,1717 1,3599 1,4830 1,5327 1,5100 1,4275 1,3041 1,1653 1,0573 1,0402 1,1460 1,3498 1,5876 1,7942 1,9266 1,9712 1,9424 1,8732 1,8013 1,7615 1,7809 1,8606 1,9660 2,0554 2,1150 2,1550 2,1854 2,2004 2,1865 2,1432 2,0883 2,0410 2,0140 2,0254 2,1053 2,2763 2,5194 2,7712 2,9686 3,0961 3,1815 3,2487 3,2888 3,2728 3,1719 2,9610 2,6202 2,1486 1,5778 0,9672 0,3760 -0,1685 -0,6803 -1,1959 -1,7425 -2,3136 -2,8725 -3,3747 -3,7851 -4,0894 -4,2907 -4,3907 -4,3812 -4,2620 -4,0495 -3,7578 -3,3868 -2,9350 -2,4082 -1,8102 -1,1426 -0,4168 0,3359 1,0711 1,7510 2,3582 2,8877 3,3324 3,6825 3,9346 4,0915 4,1566 4,1372 4,0463 3,8947 3,6938 3,4583 3,1908 2,8736 2,4833 2,0021 1,4223 0,7492 -0,0092 -0,8629 -1,8304 -2,8959 -3,9939 -5,0442 -5,9831 -6,7636 -7,3484 -7,7114 -7,8390 -7,7252 -7,3647 -6,7617 -5,9540 -5,0221 -4,0669 -3,1792 -2,4217 -1,8245 -1,3943 -1,1268 -1,0055 -0,9879 -1,0114 -1,0234 -1,0077 -0,9799 -0,9625 -0,9639 -0,9779 -0,9914 -0,9934 -0,9849 -0,9831 -1,0136 -1,0907 -1,1996 -1,2987 -1,3364 -1,2595 -1,0192 -0,5898 0,0098 0,7209 1,4732 2,2045 2,8612 3,3968 3,7824 4,0234 4,1591 4,2383 4,2952 4,3409 4,3675 4,3609 4,3090 4,2009 4,0341 3,8291 3,6214 3,4352 3,2658 3,0890 2,8915 2,6904 2,5196 2,4014 2,3314 2,2923 2,2734 2,2749 2,2996 2,3443 2,3924 2,4106 2,3599 2,2239 2,0296 1,8314 1,6742 1,5771 1,5489 1,6007 1,7313 1,9113 2,0917 2,2249 2,2808 2,2530 2,1633 2,0618 2,0026 2,0008 2,0175 1,9880 1,8670 1,6523 1,3819 1,1138 0,8996 0,7615 0,6895 0,6560 0,6301 0,5789 0,4555 0,2004 -0,2271 -0,8237 -1,5423 -2,2975 -2,9746 -3,4637 -3,7054 -3,7106 -3,5479 -3,3154 -3,1144 -3,0213 -3,0696 -3,2473 -3,4979 -3,7304 -3,8583 -3,8403 -3,6869 -3,4381 -3,1446 -2,8560 -2,6107 -2,4317 -2,3282 -2,2947
F7    0,7211 0,6093 0,5769 0,5316 0,3955 0,1552 -0,1300 -0,3851 -0,5955 -0,8142 -1,0970 -1,4514 -1,8425 -2,2250 -2,5570 -2,8021 -2,9428 -2,9814 -2,9108 -2,7134 -2,4018 -2,0326 -1,6663 -1,3400 -1,0806 -0,9033 -0,7778 -0,6360 -0,4266 -0,1415 0,2014 0,5803 0,9899 1,4418 1,9225 2,3585 2,6542 2,7625 2,7155 2,5930 2,4641 2,3497 2,2228 2,0301 1,7344 1,3667 1,0285 0,8222 0,7780 0,8491 0,9699 1,1195 1,3304 1,6295 1,9793 2,2885 2,4700 2,4812 2,3242 2,0346 1,6645 1,2618 0,8597 0,4619 0,0284 -0,4878 -1,0706 -1,6305 -2,0718 -2,3570 -2,5151 -2,6156 -2,7308 -2,8879 -3,0406 -3,1019 -3,0190 -2,8064 -2,5148 -2,2050 -1,9584 -1,8611 -1,9623 -2,2574 -2,6956 -3,1855 -3,6232 -3,9411 -4,1182 -4,1388 -3,9740 -3,6337 -3,2194 -2,8826 -2,7215 -2,7338 -2,8547 -3,0087 -3,1386 -3,2227 -3,2698 -3,2968 -3,3214 -3,3699 -3,4552 -3,5431 -3,5770 -3,5429 -3,4855 -3,4670 -3,5188 -3,6249 -3,7381 -3,8106 -3,8184 -3,7725 -3,7029 -3,6314 -3,5719 -3,5481 -3,5677 -3,5672 -3,4126 -2,9846 -2,2668 -1,3447 -0,3200 0,7514 1,8334 2,8608 3,7443 4,4183 4,8751 5,1489 5,2910 5,3720 5,4718 5,6372 5,8633 6,1164 6,3616 6,5833 6,7852 6,9767 7,1699 7,3696 7,5612 7,7235 7,8543 7,9679 8,0679 8,1371 8,1581 8,1475 8,1630 8,2609 8,4347 8,5942 8,5979 8,3127 7,6871 6,7983 5,8149 4,8999 4,1506 3,6113 3,3144 3,2849 3,5023 3,8857 4,3227 4,7060 4,9597 5,0527 4,9991 4,8491 4,6704 4,5244 4,4403 4,3919 4,3042 4,0949 3,7312 3,2754 2,8608 2,5948 2,4927 2,5078 2,6010 2,7683 3,0106 3,2960 3,5561 3,7105 3,6907 3,4663 3,0665 2,5665 2,0275 1,4522 0,8139 0,1164 -0,5903 -1,2509 -1,8534 -2,4348 -3,0427 -3,6960 -4,3824 -5,0724 -5,7207 -6,2664 -6,6468 -6,8141 -6,7447 -6,4357 -5,8990 -5,1688 -4,3103 -3,4035 -2,5113 -1,6735 -0,9249 -0,2927 0,2260 0,6688 1,0841 1,5013 1,9252 2,3520 2,7706 3,1391 3,3766 3,4050 3,2056 2,8324 2,3762 1,9172 1,5046 1,1715 0,9547 0,8931 1,0041 1,2584 1,5795 1,8712 2,0559 2,1026 2,0227 1,8402 1,5777 1,2596 0,9067 0,5247 0,1023 -0,3727 -0,8783 -1,3517 -1,7380 -2,0395 -2,3026 -2,5653 -2,8254 -3,0449 -3,1567 -3,0848 -2,7876 -2,2867 -1,6580 -1,0032 -0,4232 -0,0037 0,2077 0,2487 0,2555 0,3906 0,7445 1,2987 1,9536 2,5811 3,0855 3,4441 3,7044 3,9398 4,1931 4,4513 4,6641 4,7820 4,7866 4,7052 4,5942 4,4891 4,3751 4,2179 4,0054 3,7554 3,5125 3,3371 3,2824 3,3745 3,6013 3,9142 4,2520 4,5602 4,7825 4,8750 4,8527 4,7802 4,6928 4,5635 4,3631 4,1065 3,8211 3,5220 3,2330 2,9945 2,8407 2,7894 2,8424 2,9763 3,1405 3,2781 3,3605 3,4024 3,4459 3,5352 3,6998 3,9403 4,2118 4,4245 4,4864 4,3619 4,0859 3,7256 3,3418 2,9916 2,7297 2,5730 2,4810 2,4005 2,3254 2,2913 2,3107 2,3572 2,4231 2,5367 2,6971 2,8417 2,8950 2,8178 2,6133 2,3096 1,9286 1,4684 0,9233 0,3250 -0,2545 -0,7617 -1,2126 -1,6631 -2,1385 -2,6093 -3,0290 -3,3734 -3,6398 -3,8214 -3,8845 -3,7673 -3,4254 -2,8918 -2,2711 -1,6709 -1,1523 -0,7285 -0,3853 -0,0960 0,1727 0,4526 0,7515 1,0482 1,3287 1,6115 1,9186 2,2323 2,4844 2,5841 2,4755 2,1816 1,7901 1,3992 1,0794 0,8770 0,8240 0,9111 1,0714 1,2313 1,3632 1,4700 1,5478 1,5715 1,5092 1,3579 1,1469 0,8982 0,6031 0,2525 -0,1214 -0,4540 -0,7135 -0,9349 -1,1619 -1,3709 -1,4902 -1,4930 -1,4405 -1,4308 -1,5285 -1,7428 -2,0443 -2,3841 -2,6979 -2,9106 -2,9717 -2,9027 -2,7936 -2,7481 -2,8204 -2,9876 -3,1783 -3,3245 -3,3912 -3,3899 -3,3653 -3,3460 -3,3120 -3,2282 -3,0934 -2,9364 -2,7748 -2,6050 -2,4233 -2,2242 -1,9827 -1,6630 -1,2504 -0,7700 -0,2732 0,1904 0,5850 0,8840 1,0709 1,1404 1,0836 0,8814 0,5351 0,0904 -0,3864 -0,8320 -1,1994 -1,4863 -1,7403 -2,0203 -2,3661 -2,7887 -3,2693 -3,7806 -4,3249 -4,9278 -5,5937 -6,2942 -6,9973 -7,6746 -8,2808 -8,7465 -9,0009 -9,0045 -8,7544 -8,2626 -7,5460 -6,6472 -5,6607 -4,7144 -3,9083 -3,2805 -2,8270 -2,5318 -2,3718 -2,3059 -2,2754 -2,2295 -2,1528 -2,0592 -1,9659 -1,8726 -1,7583 -1,5962 -1,3764 -1,1135 -0,8374 -0,5843 -0,3858 -0,2449 -0,1235 0,0287 0,2272 0,4503 0,6734 0,8859 1,0808 1,2547 1,4164 1,5753 1,7150 1,7910 1,7647 1,6415 1,4726 1,3215 1,2277 1,1841 1,1315 0,9958 0,7372 0,3538 -0,1327 -0,6724 -1,1947 -1,6503 -2,0345 -2,3597 -2,6188 -2,7870 -2,8509 -2,8244 -2,7398 -2,6196 -2,4482 -2,1775 -1,7652 -1,2050 -0,5461 0,1029 0,6160 0,9353 1,1130 1,2495 1,3929 1,5156 1,5763 1,5679 1,5011 1,3724 1,1700 0,9005 0,6003 0,3288 0,1637 0,1900 0,4551 0,9164 1,4385 1,8447 1,9867 1,7975 1,3071 0,6283 -0,0930 -0,7496 -1,3076 -1,7823 -2,1971 -2,5736 -2,9523 -3,3875 -3,8962 -4,4336 -4,9195 -5,2678 -5,4070 -5,3079 -5,0064 -4,5951 -4,1894 -3,8968 -3,8033 -3,9643 -4,3938 -5,0440 -5,7840 -6,4295 -6,8348 -6,9594 -6,8446 -6,5557 -6,1495 -5,6587 -5,0880 -4,4430 -3,7614 -3,1081
