Fp1   -2,8577 -3,4118 -4,0344 -4,6004 -4,9470 -4,9590 -4,6368 -4,0997 -3,5158 -3,0158 -2,6469 -2,3712 -2,0957 -1,7245 -1,2020 -0,5190 0,3045 1,2121 2,0982 2,8405 3,3627 3,6626 3,7808 3,7447 3,5527 3,2133 2,7810 2,3419 1,9739 1,7202 1,5770 1,5004 1,4337 1,3207 1,0988 0,7108 0,1528 -0,4787 -1,0045 -1,2552 -1,1646 -0,7979 -0,3056 0,1709 0,5878 1,0031 1,4943 2,0767 2,6904 3,2379 3,6473 3,9333 4,1944 4,5254 4,9233 5,2847 5,5010 5,5589 5,5573 5,6419 5,9150 6,3773 6,9316 7,4211 7,6794 7,5945 7,1558 6,4301 5,4979 4,4338 3,3397 2,3474 1,5612 1,0157 0,6880 0,5140 0,4109 0,3264 0,2585 0,2066 0,1364 0,0140 -0,1483 -0,2970 -0,3648 -0,3019 -0,1240 0,0762 0,1908 0,1716 0,0544 -0,0760 -0,1516 -0,1653 -0,1590 -0,1888 -0,2976 -0,5063 -0,8238 -1,2603 -1,8254 -2,5030 -3,2185 -3,8540 -4,3318 -4,6779 -4,9842 -5,3169 -5,6694 -5,9709 -6,1262 -6,0713 -5,8097 -5,4081 -4,9618 -4,5445 -4,1786 -3,8532 -3,5436 -3,1988 -2,7357 -2,0748 -1,1955 -0,1651 0,8937 1,8778 2,7504 3,5297 4,2414 4,8758 5,3918 5,7625 6,0078 6,1973 6,4163 6,7016 7,0113 7,2641 7,3832 7,3221 7,0906 6,7540 6,3844 6,0195 5,6688 5,3338 5,0180 4,7356 4,5193 4,4162 4,4646 4,6625 4,9621 5,3018 5,6442 5,9810 6,3088 6,6127 6,8816 7,1435 7,4595 7,8689 8,3548 8,8628 9,3312 9,7159 10,0110 10,2365 10,4068 10,5161 10,5326 10,4038 10,1054 9,6974 9,3190 9,1239 9,1926 9,4529 9,6808 9,6256 9,1652 8,3636 7,4165 6,5585 5,9743 5,7198 5,7010 5,7522 5,7442 5,6290 5,4163 5,1414 4,8571 4,6349 4,5494 4,6517 4,9311 5,2794 5,5283 5,5747 5,4488 5,2405 4,9958 4,7081 4,3734 4,0200 3,6958 3,4392 3,2502 3,0770 2,8347 2,4601 1,9727 1,4820 1,1341 1,0378 1,2129 1,5912 2,0472 2,4289 2,6077 2,5344 2,2503 1,8616 1,4971 1,2523 1,1520 1,1530 1,1716 1,1240 0,9736 0,7391 0,4425 0,0681 -0,3990 -0,9108 -1,3603 -1,6446 -1,7168 -1,5841 -1,2676 -0,7747 -0,1220 0,6172 1,3133 1,8381 2,1128 2,1183 1,9036 1,5905 1,3267 1,2074 1,2484 1,4242 1,6913 1,9780 2,1993 2,3029 2,2783 2,1277 1,8576 1,4974 1,1123 0,7971 0,6416 0,6845 0,8921 1,1633 1,3530 1,3394 1,1033 0,7251 0,2918 -0,1635 -0,6316 -1,0802 -1,4486 -1,6702 -1,6964 -1,5170 -1,1833 -0,8109 -0,5301 -0,4058 -0,3988 -0,3978 -0,2831 0,0450 0,6557 1,5381 2,5574 3,5044 4,2016 4,5623 4,5822 4,3213 3,8884 3,4001 2,9386 2,5348 2,1641 1,7525 1,2264 0,5882 -0,0763 -0,6682 -1,1221 -1,4039 -1,5138 -1,4804 -1,3253 -1,0480 -0,6658 -0,2406 0,1445 0,4161 0,5298 0,4779 0,2743 -0,0514 -0,4488 -0,8725 -1,3128 -1,7828 -2,2691 -2,6942 -2,9486 -2,9794 -2,8456 -2,6838 -2,6291 -2,7586 -3,0741 -3,5084 -3,9502 -4,2941 -4,4787 -4,4719 -4,2426 -3,7741 -3,0907 -2,2651 -1,4111 -0,6652 -0,1421 0,1201 0,1741 0,1105 -0,0151 -0,1837 -0,3496 -0,4298 -0,3820 -0,2583 -0,1597 -0,1500 -0,2081 -0,2304 -0,0921 0,2505 0,7233 1,2226 1,7041 2,1705 2,6124 2,9924 3,2763 3,4589 3,5444 3,5186 3,3562 3,0520 2,6354 2,1476 1,6081 1,0278 0,4600 0,0187 -0,1815 -0,1143 0,1374 0,4424 0,6833 0,7732 0,6602 0,3510 -0,0695 -0,4727 -0,7569 -0,8958 -0,9460 -1,0163 -1,2020 -1,5172 -1,8854 -2,2053 -2,4307 -2,5780 -2,6658 -2,6729 -2,5577 -2,2936 -1,8865 -1,3872 -0,8870 -0,4752 -0,1989 -0,0598 -0,0297 -0,0631 -0,0926 -0,0261 0,2219 0,6890 1,3563 2,1673 3,0480 3,9180 4,6941 5,2981 5,6720 5,7867 5,6444 5,2910 4,8259 4,3678 3,9858 3,6563 3,2994 2,8816 2,4743 2,2065 2,1887 2,4818 3,0864 3,9210 4,8184 5,5703 6,0089 6,0839 5,8771 5,5451 5,2435 5,0835 5,1128 5,3076 5,5910 5,8533 5,9726 5,8700 5,5715 5,1997 4,9017 4,7916 4,9294 5,3153 5,9036 6,6185 7,3303 7,8652 8,1028 8,0619 7,8868 7,7746 7,8841 8,2397 8,6958 9,0171 9,0201 8,6602 8,0057 7,1642 6,2559 5,4258 4,8236 4,5401 4,5555 4,7525 4,9893 5,1657 5,2230 5,0992 4,7249 4,0774 3,2117 2,2319 1,2532 0,3805 -0,3068 -0,7573 -0,9358 -0,8226 -0,4448 0,0959 0,6516 1,1044 1,4171 1,6305 1,8431 2,1877 2,7945 3,7428 5,0271 6,5494 8,1236 9,5022 10,4688 10,9546 11,0562 10,9226 10,6344 10,1859 9,5636 8,8259 8,1124 7,5853 7,3389 7,3391 7,4519 7,5381 7,5363 7,4788 7,4289 7,4027 7,3552 7,2097 6,8833 6,3311 5,5853 4,7320 3,8472 2,9677 2,1232 1,3814 0,8447 0,5977 0,6570 0,9628 1,4063 1,8674 2,2531 2,5377 2,7643 2,9836 3,1995 3,3924 3,5589 3,6791 3,6722 3,4473 3,0013 2,4433 1,9346 1,6105 1,5189 1,5993 1,7344 1,8274 1,8134 1,6365 1,2745 0,7837 0,2811 -0,1374 -0,4623 -0,7664 -1,1364 -1,5879 -2,0303 -2,3248 -2,3970 -2,3006 -2,1673 -2,0839 -2,0098 -1,8243 -1,4533 -0,9354 -0,3822 0,0970 0,4482 0,6857 0,8554 0,9707 0,9876 0,8506 0,5506 0,1290 -0,3440 -0,7744 -1,0515 -1,0811 -0,8270 -0,3272 0,3353 1,0801 1,8506 2,6134 3,3633 4,1135
Fz    -2,0738 -2,1324 -2,2562 -2,4174 -2,5331 -2,5118 -2,3079 -1,9537 -1,5401 -1,1614 -0,8714 -0,6715 -0,5271 -0,3958 -0,2454 -0,0513 0,2155 0,5787 1,0292 1,5188 1,9866 2,3850 2,6834 2,8578 2,8826 2,7376 2,4227 1,9724 1,4561 0,9549 0,5301 0,2113 0,0036 -0,1100 -0,1755 -0,2576 -0,4036 -0,6064 -0,8064 -0,9273 -0,9183 -0,7812 -0,5640 -0,3212 -0,0802 0,1574 0,3961 0,6372 0,8779 1,1074 1,3104 1,4840 1,6503 1,8380 2,0485 2,2461 2,3843 2,4452 2,4584 2,4853 2,5828 2,7761 3,0547 3,3732 3,6575 3,8341 3,8691 3,7748 3,5732 3,2603 2,8164 2,2406 1,5653 0,8488 0,1699 -0,3958 -0,8108 -1,0714 -1,1853 -1,1747 -1,0861 -0,9780 -0,8954 -0,8548 -0,8475 -0,8618 -0,9153 -1,0519 -1,2922 -1,6023 -1,9145 -2,1643 -2,3103 -2,3303 -2,2221 -2,0197 -1,7963 -1,6320 -1,5800 -1,6612 -1,8747 -2,2008 -2,5894 -2,9732 -3,3234 -3,6840 -4,1207 -4,6412 -5,1768 -5,6230 -5,8828 -5,8927 -5,6419 -5,1767 -4,5840 -3,9584 -3,3716 -2,8548 -2,3961 -1,9428 -1,4234 -0,7935 -0,0677 0,6971 1,4439 2,1380 2,7674 3,3358 3,8532 4,3197 4,7168 5,0245 5,2464 5,4193 5,5900 5,7736 5,9402 6,0566 6,1261 6,1853 6,2747 6,4086 6,5608 6,6766 6,7039 6,6197 6,4356 6,1922 5,9457 5,7505 5,6406 5,6243 5,6943 5,8441 6,0720 6,3731 6,7345 7,1371 7,5634 8,0102 8,4849 8,9788 9,4515 9,8449 10,1184 10,2775 10,3661 10,4239 10,4541 10,4284 10,3057 10,0534 9,6772 9,2382 8,8337 8,5523 8,4237 8,3854 8,3025 8,0449 7,5657 6,9221 6,2363 5,6356 5,2052 4,9620 4,8611 4,8325 4,8198 4,7982 4,7676 4,7311 4,6844 4,6281 4,5753 4,5370 4,5069 4,4591 4,3661 4,2319 4,0964 3,9918 3,9027 3,7901 3,6452 3,4990 3,3823 3,2934 3,2023 3,0722 2,8819 2,6345 2,3560 2,0891 1,8833 1,7823 1,8128 1,9776 2,2470 2,5571 2,8325 3,0229 3,1125 3,1030 3,0033 2,8263 2,5791 2,2555 1,8477 1,3710 0,8745 0,4214 0,0491 -0,2482 -0,4976 -0,7179 -0,9044 -1,0311 -1,0646 -0,9881 -0,8166 -0,5916 -0,3570 -0,1367 0,0726 0,2877 0,5137 0,7338 0,9289 1,1018 1,2648 1,4054 1,4875 1,4997 1,4809 1,4854 1,5312 1,5935 1,6304 1,5975 1,4570 1,1954 0,8368 0,4390 0,0772 -0,1846 -0,3191 -0,3432 -0,3029 -0,2374 -0,1511 -0,0319 0,1061 0,2150 0,2456 0,1774 0,0292 -0,1478 -0,2945 -0,3711 -0,3741 -0,3372 -0,3082 -0,3117 -0,3288 -0,3148 -0,2301 -0,0477 0,2500 0,6586 1,1392 1,6239 2,0309 2,2839 2,3341 2,1825 1,8825 1,5064 1,1074 0,7174 0,3654 0,0784 -0,1312 -0,2670 -0,3476 -0,4061 -0,4731 -0,5555 -0,6415 -0,7242 -0,8073 -0,8901 -0,9624 -1,0098 -1,0204 -0,9985 -0,9721 -0,9807 -1,0574 -1,2087 -1,4117 -1,6404 -1,8859 -2,1452 -2,3952 -2,5834 -2,6560 -2,6061 -2,4913 -2,3991 -2,3940 -2,4880 -2,6491 -2,8327 -3,0101 -3,1775 -3,3341 -3,4494 -3,4591 -3,3076 -2,9926 -2,5751 -2,1480 -1,7946 -1,5621 -1,4517 -1,4240 -1,4285 -1,4407 -1,4578 -1,4646 -1,4297 -1,3402 -1,2205 -1,1132 -1,0508 -1,0348 -1,0219 -0,9421 -0,7591 -0,5072 -0,2520 -0,0295 0,1677 0,3613 0,5616 0,7713 1,0002 1,2512 1,4946 1,6717 1,7299 1,6524 1,4489 1,1284 0,7006 0,2027 -0,2874 -0,6879 -0,9667 -1,1459 -1,2565 -1,3099 -1,3150 -1,2996 -1,3029 -1,3421 -1,3952 -1,4256 -1,4305 -1,4623 -1,5935 -1,8589 -2,2271 -2,6210 -2,9641 -3,2212 -3,4024 -3,5266 -3,5868 -3,5522 -3,3952 -3,1187 -2,7725 -2,4436 -2,2156 -2,1230 -2,1329 -2,1687 -2,1536 -2,0419 -1,8183 -1,4810 -1,0306 -0,4690 0,1903 0,9072 1,6065 2,1993 2,6254 2,8774 2,9813 2,9632 2,8402 2,6444 2,4376 2,2788 2,1765 2,0900 1,9894 1,8989 1,8748 1,9592 2,1717 2,5233 3,0030 3,5476 4,0432 4,3674 4,4479 4,2945 3,9812 3,6063 3,2619 3,0093 2,8582 2,7746 2,7020 2,5821 2,3904 2,1654 1,9850 1,9113 1,9635 2,1268 2,3697 2,6564 2,9544 3,2239 3,4170 3,5095 3,5317 3,5588 3,6793 3,9612 4,4137 4,9710 5,5270 5,9903 6,3089 6,4589 6,4291 6,2285 5,9012 5,5141 5,1211 4,7332 4,3232 3,8658 3,3782 2,9147 2,5206 2,1964 1,9061 1,6136 1,3104 1,0136 0,7471 0,5309 0,3840 0,3271 0,3695 0,4937 0,6573 0,8172 0,9576 1,0975 1,2755 1,5370 1,9321 2,5038 3,2711 4,2179 5,2840 6,3522 7,2625 7,8790 8,1687 8,2098 8,1148 7,9508 7,7331 7,4719 7,2055 6,9977 6,9162 6,9929 7,1847 7,3822 7,4735 7,4094 7,2205 6,9811 6,7532 6,5567 6,3706 6,1437 5,8245 5,3989 4,8954 4,3493 3,7764 3,1917 2,6424 2,2046 1,9477 1,9058 2,0677 2,3707 2,7090 2,9733 3,1080 3,1320 3,0964 3,0351 2,9642 2,8998 2,8474 2,7818 2,6642 2,4789 2,2436 1,9916 1,7585 1,5734 1,4520 1,4008 1,4145 1,4533 1,4422 1,3209 1,0974 0,8359 0,5911 0,3652 0,1195 -0,1818 -0,5266 -0,8491 -1,0822 -1,2137 -1,2883 -1,3591 -1,4337 -1,4506 -1,3135 -0,9645 -0,4297 0,1928 0,7832 1,2542 1,5805 1,7814 1,8799 1,8848 1,8022 1,6470 1,4375 1,1983 0,9750 0,8306 0,8106 0,9149 1,1089 1,3668 1,6990 2,1347 2,6901 3,3510 4,0641
F3    -1,3653 -1,0611 -0,7777 -0,5694 -0,4353 -0,3258 -0,1892 -0,0238 0,1195 0,1805 0,1317 -0,0091 -0,1998 -0,4016 -0,5823 -0,6971 -0,6815 -0,4774 -0,0745 0,4759 1,0886 1,6820 2,1934 2,5735 2,7810 2,7845 2,5688 2,1462 1,5700 0,9304 0,3290 -0,1490 -0,4588 -0,6125 -0,6797 -0,7586 -0,9233 -1,1777 -1,4499 -1,6353 -1,6588 -1,5140 -1,2544 -0,9475 -0,6394 -0,3569 -0,1222 0,0587 0,2124 0,3828 0,5920 0,8224 1,0354 1,2019 1,3155 1,3943 1,4722 1,5797 1,7259 1,8980 2,0749 2,2465 2,4262 2,6407 2,9019 3,1956 3,4977 3,7835 4,0042 4,0638 3,8466 3,2819 2,3826 1,2458 0,0407 -1,0379 -1,8420 -2,3072 -2,4420 -2,3119 -2,0248 -1,7014 -1,4375 -1,2802 -1,2264 -1,2493 -1,3374 -1,4982 -1,7194 -1,9547 -2,1528 -2,2848 -2,3376 -2,2916 -2,1265 -1,8575 -1,5476 -1,2784 -1,1197 -1,1148 -1,2745 -1,5757 -1,9589 -2,3536 -2,7419 -3,1885 -3,7771 -4,5117 -5,2888 -5,9504 -6,3539 -6,4126 -6,1105 -5,5048 -4,7092 -3,8526 -3,0336 -2,2997 -1,6492 -1,0465 -0,4485 0,1588 0,7504 1,2924 1,7697 2,1846 2,5530 2,9035 3,2624 3,6254 3,9521 4,1931 4,3303 4,4007 4,4741 4,5904 4,7329 4,8727 5,0166 5,2030 5,4664 5,8049 6,1725 6,4981 6,7157 6,7855 6,6996 6,4725 6,1305 5,7101 5,2554 4,8180 4,4644 4,2706 4,2914 4,5344 4,9660 5,5347 6,1874 6,8781 7,5686 8,2112 8,7355 9,0719 9,2015 9,1787 9,0945 9,0108 8,9311 8,8204 8,6298 8,3199 7,8992 7,4353 7,0183 6,7126 6,5237 6,3848 6,1863 5,8425 5,3434 4,7583 4,1966 3,7556 3,4867 3,3852 3,3995 3,4539 3,4817 3,4583 3,4086 3,3718 3,3596 3,3564 3,3363 3,2684 3,1266 2,9075 2,6432 2,4027 2,2681 2,2762 2,3759 2,4656 2,4734 2,3830 2,2021 1,9433 1,6332 1,3180 1,0577 0,9022 0,8614 0,9057 0,9976 1,1202 1,2750 1,4608 1,6643 1,8646 2,0449 2,2021 2,3395 2,4494 2,5128 2,5086 2,4097 2,1782 1,7899 1,2670 0,6816 0,1221 -0,3476 -0,7057 -0,9633 -1,1478 -1,2871 -1,3913 -1,4437 -1,4236 -1,3446 -1,2625 -1,2381 -1,2860 -1,3518 -1,3404 -1,1801 -0,8694 -0,4654 -0,0375 0,3573 0,6654 0,8388 0,8718 0,8268 0,8039 0,8753 1,0473 1,2628 1,4225 1,4245 1,2118 0,7941 0,2375 -0,3567 -0,8856 -1,2817 -1,5229 -1,6186 -1,5830 -1,4210 -1,1541 -0,8482 -0,5912 -0,4424 -0,4134 -0,4778 -0,5904 -0,7155 -0,8431 -0,9831 -1,1464 -1,3208 -1,4581 -1,4971 -1,4121 -1,2300 -0,9955 -0,7311 -0,4337 -0,0887 0,3096 0,7319 1,1061 1,3459 1,3995 1,2743 1,0079 0,6319 0,1812 -0,2758 -0,6479 -0,8692 -0,9290 -0,8683 -0,7604 -0,6774 -0,6557 -0,6910 -0,7683 -0,8890 -1,0668 -1,3053 -1,5786 -1,8342 -2,0278 -2,1551 -2,2502 -2,3626 -2,5297 -2,7627 -3,0534 -3,3824 -3,7114 -3,9731 -4,0855 -3,9984 -3,7408 -3,4215 -3,1696 -3,0641 -3,1040 -3,2332 -3,3939 -3,5670 -3,7779 -4,0507 -4,3391 -4,5191 -4,4699 -4,1577 -3,6472 -3,0535 -2,4896 -2,0393 -1,7481 -1,6145 -1,6031 -1,6804 -1,8240 -1,9970 -2,1488 -2,2499 -2,3025 -2,3188 -2,2982 -2,2197 -2,0434 -1,7332 -1,3041 -0,8481 -0,4924 -0,3275 -0,3712 -0,5783 -0,8611 -1,1024 -1,1768 -1,0039 -0,5996 -0,0692 0,4560 0,8790 1,1374 1,1775 0,9609 0,5032 -0,1134 -0,7848 -1,4400 -2,0388 -2,5331 -2,8658 -3,0078 -2,9828 -2,8495 -2,6615 -2,4422 -2,2035 -1,9853 -1,8582 -1,8763 -2,0333 -2,2751 -2,5430 -2,8023 -3,0497 -3,3027 -3,5686 -3,8181 -3,9870 -4,0066 -3,8461 -3,5420 -3,1926 -2,9098 -2,7575 -2,7177 -2,7119 -2,6538 -2,4950 -2,2314 -1,8758 -1,4354 -0,9160 -0,3378 0,2562 0,8021 1,2316 1,5020 1,6114 1,5821 1,4354 1,1942 0,9109 0,6767 0,5728 0,6079 0,7168 0,8304 0,9348 1,0654 1,2680 1,5794 2,0185 2,5634 3,1299 3,5902 3,8237 3,7685 3,4438 2,9324 2,3466 1,7983 1,3674 1,0805 0,9218 0,8523 0,8249 0,8129 0,8300 0,9110 1,0769 1,3195 1,6071 1,8908 2,1163 2,2396 2,2333 2,0913 1,8488 1,5971 1,4545 1,5172 1,8325 2,3893 3,1216 3,9343 4,7347 5,4492 6,0253 6,4201 6,5961 6,5311 6,2260 5,6962 4,9515 3,9936 2,8495 1,6152 0,4525 -0,4758 -1,0826 -1,3834 -1,4613 -1,4068 -1,2806 -1,1155 -0,9327 -0,7414 -0,5358 -0,3136 -0,0937 0,0914 0,2181 0,2946 0,3627 0,4793 0,7061 1,1023 1,6937 2,4494 3,3007 4,1676 4,9601 5,5761 5,9345 6,0279 5,9302 5,7362 5,5001 5,2443 5,0095 4,8653 4,8778 5,0774 5,4356 5,8524 6,1810 6,2877 6,1095 5,6819 5,1183 4,5508 4,0749 3,7247 3,4687 3,2320 2,9511 2,6124 2,2316 1,8157 1,3662 0,9036 0,4746 0,1430 -0,0242 0,0126 0,2236 0,5010 0,7168 0,8059 0,7925 0,7421 0,7054 0,7118 0,7811 0,9107 1,0641 1,1968 1,2906 1,3510 1,3930 1,4388 1,5107 1,6141 1,7339 1,8338 1,8489 1,6950 1,3204 0,7662 0,1596 -0,3657 -0,7417 -0,9812 -1,1412 -1,2652 -1,3586 -1,4201 -1,4774 -1,5744 -1,7249 -1,8786 -1,9300 -1,7689 -1,3440 -0,6927 0,0732 0,8104 1,3989 1,7758 1,9278 1,8688 1,6359 1,2930 0,9156 0,5647 0,2792 0,0892 0,0181 0,0645 0,1927 0,3584 0,5542 0,8251 1,2357 1,8250 2,5772 3,4104
F7    -0,9975 -1,3112 -1,6847 -2,0492 -2,3260 -2,4669 -2,4656 -2,3289 -2,0478 -1,6297 -1,1433 -0,6852 -0,3056 0,0119 0,3118 0,6176 0,9242 1,2194 1,4895 1,7221 1,9241 2,1238 2,3489 2,5978 2,8252 2,9529 2,9149 2,7146 2,4297 2,1356 1,8390 1,5050 1,1215 0,7128 0,3039 -0,1070 -0,5363 -0,9840 -1,4275 -1,8305 -2,1462 -2,3247 -2,3208 -2,1030 -1,6798 -1,1082 -0,4666 0,1551 0,6486 0,9263 0,9925 0,9581 0,9767 1,1619 1,5311 1,9871 2,3598 2,5084 2,4096 2,1604 1,9151 1,8185 1,9549 2,3167 2,8056 3,2688 3,5672 3,6459 3,5432 3,3297 3,0555 2,7586 2,4872 2,2825 2,1420 2,0191 1,8541 1,6021 1,2444 0,7892 0,2683 -0,2678 -0,7530 -1,1103 -1,2680 -1,2040 -0,9812 -0,7180 -0,5146 -0,4167 -0,4198 -0,4828 -0,5549 -0,6011 -0,6001 -0,5438 -0,4551 -0,3774 -0,3348 -0,3249 -0,3525 -0,4443 -0,6082 -0,7894 -0,9014 -0,9038 -0,8268 -0,7401 -0,7239 -0,8266 -1,0167 -1,1960 -1,2658 -1,1812 -0,9735 -0,7416 -0,6036 -0,6286 -0,8008 -1,0299 -1,1810 -1,1286 -0,8190 -0,2841 0,4072 1,1961 2,0387 2,8950 3,7308 4,5279 5,2932 6,0572 6,8405 7,6071 8,2646 8,7121 8,8796 8,7484 8,3581 7,7876 7,1169 6,4066 5,7119 5,1036 4,6533 4,3925 4,2991 4,3370 4,4925 4,7632 5,1328 5,5544 5,9425 6,2033 6,2908 6,2370 6,1314 6,0618 6,0635 6,1196 6,1940 6,2563 6,2896 6,2883 6,2617 6,2407 6,2626 6,3302 6,4056 6,4576 6,4754 6,4301 6,2770 6,0158 5,7129 5,4574 5,3082 5,2655 5,2700 5,2310 5,0834 4,8249 4,4914 4,1078 3,6730 3,1844 2,6603 2,1416 1,6758 1,2996 1,0196 0,7984 0,5749 0,3257 0,1032 0,0044 0,1003 0,3734 0,7181 1,0108 1,1715 1,1675 0,9960 0,6886 0,3306 0,0520 -0,0367 0,0825 0,3232 0,5433 0,6032 0,4232 0,0352 -0,4131 -0,7312 -0,7826 -0,5284 -0,0077 0,6985 1,4927 2,2800 2,9809 3,5262 3,8518 3,9093 3,6814 3,1852 2,4686 1,6105 0,7266 -0,0388 -0,5667 -0,8301 -0,9021 -0,8939 -0,8850 -0,8896 -0,8615 -0,7332 -0,4730 -0,1142 0,2742 0,6397 0,9589 1,2175 1,4067 1,5314 1,6011 1,6139 1,5498 1,3801 1,0840 0,6732 0,2074 -0,2265 -0,5618 -0,7751 -0,8706 -0,8640 -0,8027 -0,7704 -0,8196 -0,9035 -0,9030 -0,7209 -0,3531 0,1107 0,5435 0,8438 0,9676 0,9312 0,7915 0,6180 0,4678 0,3616 0,2693 0,1353 -0,0644 -0,2905 -0,4596 -0,4983 -0,3971 -0,2164 -0,0356 0,0965 0,1779 0,2519 0,3895 0,6460 1,0170 1,4407 1,8313 2,1041 2,1899 2,0457 1,6682 1,1129 0,4907 -0,0718 -0,4819 -0,7135 -0,7972 -0,7803 -0,7022 -0,5916 -0,4654 -0,3346 -0,2302 -0,2168 -0,3653 -0,7062 -1,1957 -1,7212 -2,1515 -2,4003 -2,4566 -2,3691 -2,2166 -2,0784 -2,0070 -2,0229 -2,1238 -2,2849 -2,4614 -2,6032 -2,6770 -2,6839 -2,6531 -2,6194 -2,6086 -2,6296 -2,6702 -2,7103 -2,7503 -2,8177 -2,9220 -3,0203 -3,0576 -3,0263 -2,9605 -2,8933 -2,8359 -2,7802 -2,7036 -2,5625 -2,2890 -1,8455 -1,2973 -0,7872 -0,4127 -0,1560 0,0556 0,2487 0,3704 0,3290 0,0577 -0,4331 -1,0457 -1,6393 -2,1017 -2,3864 -2,4839 -2,3652 -1,9756 -1,3003 -0,4384 0,4098 1,0412 1,3364 1,2774 0,9252 0,3862 -0,2203 -0,7879 -1,2337 -1,5049 -1,5846 -1,4869 -1,2616 -1,0019 -0,8052 -0,7046 -0,6564 -0,5962 -0,5038 -0,4102 -0,3569 -0,3617 -0,4182 -0,5239 -0,7089 -1,0248 -1,4950 -2,0775 -2,6715 -3,1459 -3,3906 -3,3716 -3,1352 -2,7715 -2,3826 -2,0364 -1,7275 -1,4033 -1,0371 -0,6668 -0,3471 -0,0738 0,2137 0,5430 0,8559 1,0557 1,0817 0,9386 0,6869 0,4188 0,2275 0,1767 0,2886 0,5527 0,9440 1,4334 1,9686 2,4504 2,7651 2,8583 2,7717 2,6115 2,4775 2,4124 2,3987 2,3842 2,3060 2,1266 1,8764 1,6505 1,5397 1,5581 1,6425 1,7179 1,7508 1,7528 1,7628 1,8210 1,9317 2,0438 2,0782 1,9706 1,6954 1,2920 0,8839 0,6255 0,5997 0,7827 1,0967 1,4698 1,8604 2,2568 2,6619 3,0750 3,4777 3,8315 4,1054 4,3062 4,4652 4,5960 4,6790 4,6991 4,6835 4,6785 4,6840 4,6322 4,4498 4,1348 3,7528 3,3724 3,0265 2,7241 2,4760 2,2968 2,1720 2,0333 1,7889 1,3935 0,8933 0,3942 -0,0212 -0,3393 -0,5827 -0,7510 -0,8085 -0,7328 -0,5633 -0,3873 -0,2683 -0,1893 -0,0689 0,1658 0,5300 1,0023 1,5720 2,2574 3,0891 4,0643 5,0972 6,0251 6,6893 7,0350 7,1448 7,1608 7,1692 7,1689 7,1244 7,0203 6,8796 6,7450 6,6387 6,5451 6,4350 6,2940 6,1183 5,8991 5,6331 5,3392 5,0404 4,7316 4,3828 3,9634 3,4658 2,9263 2,4197 2,0153 1,7547 1,6643 1,7376 1,9046 2,0616 2,1366 2,1228 2,0708 2,0571 2,1459 2,3600 2,6632 2,9693 3,1819 3,2306 3,0816 2,7349 2,2241 1,6189 1,0060 0,4559 0,0133 -0,2907 -0,4330 -0,4038 -0,2262 0,0347 0,3160 0,6160 0,9827 1,4364 1,9223 2,3369 2,5724 2,5431 2,2235 1,6856 1,0791 0,5607 0,2313 0,1176 0,1941 0,4252 0,7901 1,2576 1,7496 2,1565 2,3920 2,4478 2,4051 2,3814 2,4539 2,6133 2,7746 2,8391 2,7596 2,5571 2,2952 2,0464 1,8691 1,7971 1,8438 2,0178 2,3355 2,8080 3,4135 4,0879 4,7340
