Fp1   -5,5695 -5,2288 -4,9698 -4,8098 -4,6923 -4,5365 -4,2927 -3,9577 -3,5532 -3,0966 -2,5948 -2,0718 -1,5942 -1,2618 -1,1656 -1,3298 -1,6713 -2,0313 -2,2552 -2,2418 -1,9386 -1,3279 -0,4356 0,6554 1,8184 2,9003 3,7361 4,1964 4,2560 3,9996 3,5528 3,0151 2,4525 1,9222 1,4813 1,1717 1,0159 1,0376 1,2643 1,6868 2,2201 2,7275 3,1043 3,3257 3,3987 3,3039 3,0100 2,5146 1,8412 1,0184 0,0965 -0,8296 -1,6417 -2,2496 -2,6312 -2,8326 -2,9335 -3,0080 -3,0946 -3,1843 -3,2469 -3,2762 -3,3061 -3,3725 -3,4598 -3,5059 -3,4658 -3,3568 -3,2370 -3,1599 -3,1580 -3,2443 -3,4063 -3,6092 -3,8225 -4,0411 -4,2831 -4,5895 -5,0259 -5,6357 -6,3561 -7,0091 -7,4009 -7,4189 -7,0522 -6,3799 -5,5663 -4,8294 -4,3617 -4,2446 -4,4275 -4,7950 -5,2574 -5,7708 -6,2879 -6,7309 -7,0201 -7,1043 -6,9762 -6,6808 -6,3057 -5,9428 -5,6449 -5,4241 -5,2874 -5,2565 -5,3485 -5,5374 -5,7356 -5,8351 -5,7828 -5,6199 -5,4518 -5,3798 -5,4439 -5,6258 -5,8970 -6,2378 -6,6092 -6,9447 -7,1885 -7,3271 -7,3865 -7,4169 -7,4703 -7,5699 -7,7085 -7,8696 -8,0137 -8,0357 -7,7704 -7,0693 -5,8822 -4,2877 -2,4723 -0,6656 0,9307 2,1765 2,9905 3,3577 3,3519 3,1124 2,7625 2,3712 2,0089 1,7940 1,8442 2,1925 2,7590 3,3904 3,9237 4,2433 4,3138 4,1668 3,8809 3,5826 3,4130 3,4492 3,6637 3,9603 4,2461 4,4671 4,5833 4,5499 4,3614 4,0960 3,8853 3,8295 3,9316 4,0913 4,1579 4,0136 3,6298 3,0685 2,4539 1,9388 1,6529 1,6458 1,8617 2,1614 2,3787 2,3936 2,1939 1,8723 1,5408 1,2478 0,9733 0,6739 0,3196 -0,0918 -0,5358 -0,9677 -1,3314 -1,5856 -1,7353 -1,8249 -1,8994 -1,9823 -2,0659 -2,1021 -2,0189 -1,7563 -1,2977 -0,6850 -0,0250 0,5151 0,7488 0,5491 -0,0912 -1,0563 -2,1545 -3,1950 -4,0446 -4,6336 -4,9373 -4,9579 -4,7189 -4,2587 -3,6171 -2,8407 -2,0034 -1,1936 -0,4671 0,1747 0,7563 1,2726 1,6552 1,7933 1,5864 1,0028 0,1155 -0,9212 -1,9321 -2,7600 -3,2974 -3,5249 -3,5248 -3,4344 -3,3681 -3,3765 -3,4635 -3,6054 -3,7531 -3,8561 -3,8940 -3,8724 -3,7951 -3,6593 -3,4747 -3,2782 -3,1355 -3,1353 -3,3667 -3,8652 -4,5604 -5,2967 -5,9043 -6,2584 -6,3232 -6,1681 -5,9183 -5,6679 -5,4373 -5,2056 -4,9732 -4,7782 -4,6563 -4,6067 -4,6036 -4,6298 -4,6932 -4,8024 -4,9311 -5,0274 -5,0602 -5,0346 -4,9632 -4,8483 -4,6905 -4,4982 -4,2922 -4,1038 -3,9424 -3,7646 -3,5024 -3,1244 -2,6702 -2,2404 -1,9498 -1,8833 -2,0872 -2,5768 -3,3376 -4,3213 -5,4364 -6,5376 -7,4445 -7,9892 -8,0609 -7,6241 -6,7187 -5,4622 -4,0467 -2,6892 -1,5541 -0,7203 -0,2097 -0,0338 -0,2098 -0,7386 -1,5746 -2,6100 -3,6685 -4,5271 -4,9849 -4,9416 -4,4341 -3,6106 -2,6523 -1,6831 -0,7381 0,1739 0,9904 1,5985 1,9049 1,8792 1,5439 0,9612 0,2438 -0,4316 -0,8569 -0,8760 -0,4551 0,3141 1,2523 2,1385 2,7626 2,9989 2,8733 2,5464 2,2079 1,9889 1,9475 2,0796 2,3138 2,5280 2,6111 2,5298 2,3465 2,1720 2,0813 2,0698 2,1062 2,2020 2,3926 2,6592 2,8989 2,9916 2,9075 2,7448 2,6623 2,7772 3,1105 3,6001 4,1601 4,7370 5,3252 5,9381 6,5600 7,1140 7,4821 7,5779 7,4200 7,1430 6,9241 6,8785 7,0043 7,2042 7,3438 7,3114 7,0645 6,6534 6,2062 5,8686 5,7360 5,8146 6,0339 6,2942 6,5078 6,6122 6,5669 6,3462 5,9378 5,3532 4,6383 3,8727 3,1603 2,6007 2,2535 2,1214 2,1442 2,2065 2,1802 1,9764 1,5598 0,9423 0,1849 -0,6001 -1,2683 -1,6951 -1,8190 -1,6480 -1,2424 -0,6982 -0,1356 0,3142 0,5353 0,4660 0,1323 -0,3506 -0,8147 -1,0992 -1,1147 -0,8756 -0,4805 -0,0704 0,2069 0,2488 0,0576 -0,2712 -0,6258 -0,9388 -1,1949 -1,3954 -1,5086 -1,4682 -1,2315 -0,8234 -0,3288 0,1410 0,4911 0,6908 0,7958 0,9187 1,1547 1,5061 1,8692 2,0958 2,0731 1,7680 1,2239 0,5303 -0,2003 -0,8449 -1,2986 -1,5118 -1,4998 -1,3172 -1,0182 -0,6195 -0,0941 0,5797 1,3560 2,1188 2,7393 3,1332 3,2812 3,2048 2,9208 2,4257 1,7203 0,8327 -0,1830 -1,2562 -2,3036 -3,2303 -3,9274 -4,2797 -4,1971 -3,6537 -2,7158 -1,5485 -0,3793 0,5656 1,1204 1,2174 0,8898 0,2438 -0,5751 -1,4091 -2,1303 -2,6895 -3,1131 -3,4538 -3,7702 -4,1251 -4,5556 -5,0425 -5,5068 -5,8213 -5,8406 -5,4705 -4,7353 -3,7745 -2,7724 -1,8849 -1,2007 -0,7446 -0,4956 -0,3894 -0,3207 -0,1744 0,1388 0,6580 1,3394 2,0452 2,6004 2,8932 2,9335 2,8235 2,6929 2,6636 2,8258 3,1883 3,6583 4,0973 4,4021 4,5621 4,6823 4,9395 5,4734 6,2938 7,2785 8,2484 9,0364 9,5263 9,6857 9,5645 9,2389 8,7516 8,1074 7,3230 6,4816 5,7321 5,2202 5,0066 5,0468 5,2411 5,5073 5,8279 6,2393 6,7713 7,3871 7,9602 8,3082 8,2814 7,8367 7,0304 5,9617 4,7395 3,4729 2,2601 1,1843 0,3110 -0,3331 -0,7759 -1,0635 -1,2088 -1,1957 -1,0174 -0,6886 -0,2415 0,2715 0,7754 1,1690 1,3461 1,2505 0,9129 0,4437 -0,0013 -0,2871 -0,3613 -0,2480 -0,0029 0,2882 0,4956 0,4964 0,2468 -0,2037 -0,7395 -1,2087 -1,4670 -1,4361 -1,1444 -0,7165 -0,3113 -0,0511 0,0130 -0,0991 -0,3069
Fz    -2,4105 -2,4009 -2,4514 -2,5483 -2,6548 -2,7224 -2,7159 -2,6263 -2,4604 -2,2309 -1,9539 -1,6480 -1,3331 -1,0298 -0,7573 -0,5239 -0,3198 -0,1304 0,0477 0,2101 0,3600 0,5124 0,6823 0,8719 1,0700 1,2551 1,3948 1,4527 1,4091 1,2721 1,0682 0,8224 0,5552 0,2935 0,0771 -0,0571 -0,0883 -0,0072 0,1903 0,4922 0,8601 1,2399 1,5912 1,8977 2,1470 2,3115 2,3693 2,3300 2,2220 2,0648 1,8689 1,6581 1,4742 1,3592 1,3332 1,3892 1,4986 1,6209 1,7234 1,7990 1,8606 1,9178 1,9626 1,9784 1,9555 1,8912 1,7785 1,6040 1,3605 1,0575 0,7222 0,3990 0,1411 -0,0056 -0,0179 0,0993 0,3136 0,5613 0,7523 0,8079 0,7123 0,5193 0,3109 0,1553 0,0920 0,1271 0,2298 0,3395 0,3941 0,3656 0,2724 0,1576 0,0524 -0,0420 -0,1420 -0,2570 -0,3768 -0,4775 -0,5406 -0,5718 -0,6043 -0,6782 -0,8130 -1,0008 -1,2230 -1,4665 -1,7274 -2,0018 -2,2773 -2,5377 -2,7805 -3,0283 -3,3177 -3,6657 -4,0482 -4,4167 -4,7313 -4,9707 -5,1205 -5,1743 -5,1500 -5,0868 -5,0223 -4,9795 -4,9709 -5,0007 -5,0617 -5,1322 -5,1757 -5,1462 -5,0021 -4,7218 -4,3095 -3,7946 -3,2247 -2,6537 -2,1263 -1,6742 -1,3182 -1,0624 -0,8812 -0,7272 -0,5629 -0,3754 -0,1500 0,1476 0,5442 1,0224 1,5188 1,9555 2,2780 2,4766 2,5790 2,6221 2,6429 2,6883 2,8030 2,9927 3,2186 3,4336 3,6217 3,8054 4,0174 4,2734 4,5724 4,9105 5,2875 5,6975 6,1140 6,4902 6,7822 6,9771 7,0876 7,1185 7,0572 6,8942 6,6386 6,3078 5,9076 5,4254 4,8479 4,1896 3,5022 2,8506 2,2730 1,7699 1,3294 0,9474 0,6194 0,3222 0,0138 -0,3453 -0,7721 -1,2628 -1,8070 -2,3909 -2,9916 -3,5822 -4,1395 -4,6422 -5,0669 -5,3912 -5,6031 -5,7081 -5,7296 -5,7044 -5,6753 -5,6809 -5,7514 -5,9021 -6,1192 -6,3598 -6,5766 -6,7359 -6,8156 -6,8013 -6,6921 -6,5000 -6,2412 -5,9389 -5,6358 -5,3876 -5,2416 -5,2216 -5,3258 -5,5348 -5,8204 -6,1454 -6,4656 -6,7313 -6,8941 -6,9263 -6,8373 -6,6681 -6,4746 -6,3123 -6,2237 -6,2290 -6,3178 -6,4512 -6,5749 -6,6315 -6,5748 -6,3903 -6,1099 -5,7982 -5,5163 -5,2933 -5,1291 -5,0118 -4,9298 -4,8759 -4,8524 -4,8663 -4,9176 -5,0030 -5,1281 -5,3040 -5,5392 -5,8354 -6,1806 -6,5404 -6,8641 -7,1103 -7,2684 -7,3535 -7,3858 -7,3872 -7,3905 -7,4341 -7,5400 -7,6924 -7,8340 -7,8932 -7,8213 -7,6058 -7,2661 -6,8474 -6,4077 -5,9989 -5,6591 -5,4192 -5,2976 -5,2852 -5,3462 -5,4346 -5,5110 -5,5496 -5,5369 -5,4748 -5,3862 -5,3062 -5,2688 -5,2987 -5,4019 -5,5557 -5,7152 -5,8328 -5,8762 -5,8393 -5,7400 -5,6083 -5,4752 -5,3621 -5,2711 -5,1871 -5,0931 -4,9876 -4,8891 -4,8143 -4,7534 -4,6724 -4,5327 -4,3054 -3,9815 -3,5828 -3,1633 -2,7892 -2,5088 -2,3277 -2,2100 -2,1112 -2,0148 -1,9391 -1,9122 -1,9426 -2,0110 -2,0783 -2,1010 -2,0403 -1,8685 -1,5812 -1,2019 -0,7679 -0,3125 0,1368 0,5496 0,8933 1,1490 1,3203 1,4199 1,4572 1,4388 1,3627 1,2047 0,9281 0,5192 0,0137 -0,5085 -0,9546 -1,2602 -1,4094 -1,4151 -1,2939 -1,0717 -0,8015 -0,5609 -0,4199 -0,3995 -0,4619 -0,5432 -0,5925 -0,5879 -0,5359 -0,4591 -0,3761 -0,2891 -0,1902 -0,0789 0,0320 0,1296 0,2200 0,3340 0,5152 0,7997 1,2001 1,6992 2,2553 2,8109 3,2963 3,6439 3,8236 3,8652 3,8395 3,8134 3,8162 3,8446 3,8869 3,9330 3,9668 3,9665 3,9156 3,8067 3,6314 3,3746 3,0254 2,5942 2,1179 1,6504 1,2497 0,9578 0,7844 0,7104 0,7015 0,7132 0,6959 0,6088 0,4355 0,1896 -0,0931 -0,3699 -0,6030 -0,7654 -0,8443 -0,8481 -0,8137 -0,7961 -0,8389 -0,9509 -1,1059 -1,2593 -1,3603 -1,3626 -1,2375 -0,9853 -0,6405 -0,2689 0,0617 0,3228 0,5288 0,7035 0,8544 0,9717 1,0451 1,0856 1,1266 1,1976 1,3017 1,4191 1,5244 1,6012 1,6456 1,6578 1,6346 1,5675 1,4487 1,2839 1,0996 0,9313 0,8009 0,6987 0,5841 0,4128 0,1719 -0,1112 -0,3906 -0,6272 -0,7990 -0,8998 -0,9268 -0,8637 -0,6874 -0,4042 -0,0714 0,2289 0,4415 0,5644 0,6263 0,6452 0,6163 0,5305 0,3928 0,2213 0,0372 -0,1413 -0,3050 -0,4544 -0,5884 -0,6873 -0,7094 -0,6122 -0,3799 -0,0415 0,3293 0,6382 0,8081 0,7998 0,6080 0,2569 -0,1973 -0,6826 -1,1455 -1,5649 -1,9342 -2,2461 -2,4953 -2,6803 -2,8103 -2,9121 -3,0149 -3,1209 -3,2044 -3,2410 -3,2259 -3,1673 -3,0783 -2,9788 -2,9002 -2,8824 -2,9525 -3,0977 -3,2595 -3,3475 -3,2692 -2,9724 -2,4750 -1,8540 -1,2023 -0,5946 -0,0834 0,2934 0,5203 0,6159 0,6196 0,5706 0,5032 0,4501 0,4450 0,5238 0,7200 1,0492 1,4921 1,9906 2,4631 2,8290 3,0412 3,1142 3,1156 3,1196 3,1665 3,2529 3,3458 3,4078 3,4209 3,3922 3,3396 3,2723 3,1788 3,0299 2,7975 2,4717 2,0611 1,5843 1,0612 0,5022 -0,0904 -0,7068 -1,3240 -1,9184 -2,4741 -2,9798 -3,4284 -3,8193 -4,1589 -4,4576 -4,7208 -4,9400 -5,0903 -5,1434 -5,0885 -4,9478 -4,7767 -4,6428 -4,5907 -4,6278 -4,7353 -4,8816 -5,0349 -5,1734 -5,2843 -5,3605 -5,4039 -5,4254 -5,4392 -5,4621 -5,5141 -5,6071 -5,7328 -5,8659 -5,9725 -6,0144 -5,9663 -5,8386 -5,6906 -5,6155 -5,6963 -5,9521 -6,3269 -6,7304 -7,0812
F3    -2,1290 -2,2434 -2,4053 -2,6031 -2,8129 -2,9936 -3,1031 -3,1184 -3,0384 -2,8752 -2,6474 -2,3726 -2,0592 -1,7118 -1,3414 -0,9650 -0,5934 -0,2296 0,1224 0,4577 0,7763 1,0795 1,3602 1,5992 1,7743 1,8728 1,8942 1,8435 1,7275 1,5573 1,3496 1,1207 0,8854 0,6624 0,4742 0,3383 0,2637 0,2600 0,3425 0,5229 0,7964 1,1390 1,5087 1,8500 2,1004 2,2080 2,1570 1,9801 1,7372 1,4812 1,2433 1,0413 0,8900 0,8001 0,7703 0,7889 0,8418 0,9181 1,0150 1,1356 1,2780 1,4260 1,5518 1,6259 1,6254 1,5344 1,3468 1,0705 0,7274 0,3487 -0,0248 -0,3418 -0,5500 -0,6166 -0,5470 -0,3817 -0,1761 0,0150 0,1439 0,1807 0,1239 -0,0067 -0,1847 -0,3792 -0,5512 -0,6618 -0,6896 -0,6459 -0,5689 -0,5008 -0,4613 -0,4442 -0,4368 -0,4424 -0,4786 -0,5535 -0,6491 -0,7326 -0,7835 -0,8099 -0,8399 -0,8979 -0,9881 -1,0966 -1,2086 -1,3198 -1,4373 -1,5773 -1,7589 -1,9902 -2,2651 -2,5760 -2,9214 -3,2954 -3,6772 -4,0378 -4,3541 -4,6155 -4,8163 -4,9465 -4,9970 -4,9720 -4,8888 -4,7673 -4,6230 -4,4695 -4,3154 -4,1560 -3,9729 -3,7467 -3,4718 -3,1595 -2,8324 -2,5171 -2,2326 -1,9826 -1,7570 -1,5407 -1,3194 -1,0803 -0,8109 -0,5022 -0,1580 0,2070 0,5878 1,0033 1,4802 2,0223 2,5962 3,1427 3,6050 3,9528 4,1830 4,3063 4,3425 4,3253 4,2926 4,2676 4,2579 4,2711 4,3249 4,4400 4,6267 4,8774 5,1715 5,4867 5,8104 6,1404 6,4758 6,8084 7,1267 7,4218 7,6805 7,8748 7,9655 7,9137 7,6911 7,2886 6,7220 6,0292 5,2644 4,4880 3,7525 3,0920 2,5187 2,0307 1,6242 1,3007 1,0555 0,8609 0,6668 0,4218 0,0922 -0,3332 -0,8454 -1,4156 -2,0006 -2,5560 -3,0502 -3,4673 -3,8036 -4,0654 -4,2658 -4,4170 -4,5223 -4,5779 -4,5863 -4,5679 -4,5601 -4,5976 -4,6875 -4,8038 -4,9108 -4,9854 -5,0177 -5,0019 -4,9329 -4,8082 -4,6305 -4,4129 -4,1816 -3,9718 -3,8206 -3,7608 -3,8138 -3,9777 -4,2179 -4,4735 -4,6795 -4,7867 -4,7718 -4,6426 -4,4411 -4,2322 -4,0815 -4,0320 -4,0961 -4,2609 -4,4934 -4,7445 -4,9563 -5,0737 -5,0588 -4,9064 -4,6524 -4,3619 -4,0970 -3,8903 -3,7492 -3,6752 -3,6706 -3,7301 -3,8379 -3,9740 -4,1172 -4,2542 -4,3918 -4,5569 -4,7790 -5,0722 -5,4249 -5,7967 -6,1325 -6,3910 -6,5653 -6,6746 -6,7423 -6,7854 -6,8191 -6,8575 -6,9058 -6,9487 -6,9485 -6,8620 -6,6627 -6,3464 -5,9241 -5,4253 -4,9051 -4,4322 -4,0650 -3,8387 -3,7676 -3,8482 -4,0530 -4,3240 -4,5822 -4,7532 -4,7931 -4,7051 -4,5327 -4,3296 -4,1359 -3,9764 -3,8621 -3,7924 -3,7630 -3,7724 -3,8229 -3,9185 -4,0580 -4,2295 -4,4157 -4,6012 -4,7691 -4,8970 -4,9621 -4,9523 -4,8699 -4,7199 -4,4964 -4,1869 -3,7915 -3,3320 -2,8498 -2,3985 -2,0300 -1,7755 -1,6334 -1,5754 -1,5608 -1,5539 -1,5391 -1,5252 -1,5315 -1,5687 -1,6256 -1,6693 -1,6613 -1,5723 -1,3850 -1,0941 -0,7128 -0,2715 0,1929 0,6482 1,0655 1,4177 1,6896 1,8890 2,0403 2,1655 2,2696 2,3294 2,2961 2,1211 1,7908 1,3365 0,8177 0,2967 -0,1784 -0,5723 -0,8503 -0,9789 -0,9466 -0,7820 -0,5468 -0,3111 -0,1238 0,0015 0,0804 0,1411 0,2066 0,2865 0,3803 0,4867 0,6060 0,7397 0,8920 1,0718 1,2898 1,5476 1,8327 2,1273 2,4226 2,7225 3,0380 3,3816 3,7597 4,1554 4,5225 4,8056 4,9746 5,0389 5,0349 5,0018 4,9692 4,9556 4,9631 4,9746 4,9627 4,9037 4,7774 4,5630 4,2460 3,8285 3,3336 2,8005 2,2794 1,8272 1,4922 1,2947 1,2190 1,2201 1,2411 1,2353 1,1797 1,0758 0,9423 0,7971 0,6403 0,4569 0,2400 0,0080 -0,2075 -0,3910 -0,5567 -0,7319 -0,9293 -1,1313 -1,2958 -1,3738 -1,3236 -1,1187 -0,7565 -0,2662 0,2900 0,8340 1,3014 1,6577 1,8925 2,0123 2,0380 1,9985 1,9249 1,8458 1,7795 1,7259 1,6747 1,6249 1,5913 1,5868 1,6037 1,6126 1,5781 1,4802 1,3291 1,1650 1,0368 0,9750 0,9735 0,9948 0,9932 0,9410 0,8416 0,7234 0,6217 0,5608 0,5451 0,5633 0,6016 0,6528 0,7072 0,7447 0,7445 0,7076 0,6650 0,6598 0,7167 0,8268 0,9566 1,0739 1,1647 1,2275 1,2620 1,2632 1,2224 1,1335 1,0034 0,8545 0,7213 0,6384 0,6214 0,6512 0,6817 0,6662 0,5740 0,3902 0,1152 -0,2321 -0,6179 -1,0070 -1,3710 -1,6848 -1,9211 -2,0530 -2,0670 -1,9815 -1,8574 -1,7754 -1,7874 -1,8923 -2,0526 -2,2195 -2,3487 -2,4129 -2,4086 -2,3520 -2,2728 -2,2058 -2,1745 -2,1711 -2,1491 -2,0371 -1,7741 -1,3444 -0,7869 -0,1743 0,4188 0,9343 1,3338 1,5991 1,7371 1,7792 1,7698 1,7492 1,7435 1,7709 1,8503 2,0026 2,2430 2,5677 2,9459 3,3254 3,6507 3,8899 4,0556 4,1965 4,3618 4,5708 4,8073 5,0293 5,1824 5,2207 5,1273 4,9173 4,6264 4,2965 3,9597 3,6253 3,2795 2,8977 2,4619 1,9686 1,4270 0,8593 0,3025 -0,1975 -0,6014 -0,8878 -1,0572 -1,1316 -1,1527 -1,1718 -1,2344 -1,3659 -1,5642 -1,7989 -2,0205 -2,1857 -2,2851 -2,3483 -2,4182 -2,5169 -2,6362 -2,7545 -2,8555 -2,9359 -3,0025 -3,0632 -3,1226 -3,1853 -3,2585 -3,3499 -3,4652 -3,6048 -3,7596 -3,9091 -4,0202 -4,0545 -3,9854 -3,8180 -3,6000 -3,4125 -3,3410 -3,4342 -3,6752 -3,9919 -4,3005 -4,5413
F7    -4,1038 -4,1119 -4,0611 -3,9363 -3,7165 -3,3867 -2,9585 -2,4776 -2,0046 -1,5896 -1,2616 -1,0312 -0,8953 -0,8437 -0,8634 -0,9309 -1,0048 -1,0429 -1,0234 -0,9366 -0,7608 -0,4598 -0,0113 0,5639 1,2073 1,8453 2,4017 2,8112 3,0410 3,0981 3,0096 2,8009 2,4940 2,1208 1,7304 1,3749 1,0931 0,9107 0,8446 0,8923 1,0221 1,1828 1,3306 1,4409 1,4912 1,4480 1,2864 1,0157 0,6704 0,2841 -0,1141 -0,4894 -0,8036 -1,0291 -1,1622 -1,2245 -1,2544 -1,2939 -1,3700 -1,4805 -1,6009 -1,7026 -1,7653 -1,7786 -1,7419 -1,6711 -1,6033 -1,5892 -1,6737 -1,8798 -2,1945 -2,5624 -2,8934 -3,0963 -3,1215 -2,9796 -2,7274 -2,4514 -2,2557 -2,2208 -2,3531 -2,5824 -2,8133 -2,9674 -2,9932 -2,8749 -2,6486 -2,3977 -2,2148 -2,1573 -2,2267 -2,3848 -2,5884 -2,8070 -3,0099 -3,1548 -3,1999 -3,1252 -2,9474 -2,7211 -2,5204 -2,4046 -2,3941 -2,4806 -2,6550 -2,9146 -3,2449 -3,6045 -3,9303 -4,1637 -4,2809 -4,3067 -4,2978 -4,3057 -4,3492 -4,4239 -4,5297 -4,6721 -4,8387 -4,9967 -5,1217 -5,2164 -5,3002 -5,3912 -5,5009 -5,6354 -5,7940 -5,9647 -6,1142 -6,1833 -6,1008 -5,8072 -5,2751 -4,5207 -3,6047 -2,6149 -1,6393 -0,7470 0,0133 0,6139 1,0522 1,3427 1,4941 1,5114 1,4342 1,3557 1,3814 1,5666 1,8884 2,2665 2,6115 2,8669 3,0155 3,0553 2,9919 2,8581 2,7119 2,6006 2,5434 2,5536 2,6603 2,8930 3,2435 3,6553 4,0601 4,4182 4,7234 4,9795 5,1768 5,2910 5,3029 5,2223 5,0840 4,9219 4,7534 4,5808 4,3952 4,1775 3,9003 3,5378 3,0814 2,5536 2,0058 1,4934 1,0455 0,6600 0,3291 0,0566 -0,1547 -0,3251 -0,4975 -0,7145 -0,9967 -1,3393 -1,7246 -2,1254 -2,5020 -2,8136 -3,0341 -3,1507 -3,1558 -3,0461 -2,8287 -2,5235 -2,1626 -1,7980 -1,5055 -1,3680 -1,4466 -1,7528 -2,2383 -2,8137 -3,3841 -3,8732 -4,2270 -4,4100 -4,4014 -4,1897 -3,7724 -3,1746 -2,4664 -1,7487 -1,1211 -0,6606 -0,4106 -0,3743 -0,5167 -0,7756 -1,0854 -1,3924 -1,6572 -1,8610 -2,0111 -2,1286 -2,2337 -2,3470 -2,4968 -2,7113 -2,9928 -3,3053 -3,5870 -3,7695 -3,7911 -3,6192 -3,2768 -2,8372 -2,3857 -1,9911 -1,7130 -1,6112 -1,7289 -2,0671 -2,5806 -3,1899 -3,7977 -4,3189 -4,7084 -4,9658 -5,1263 -5,2461 -5,3739 -5,5172 -5,6386 -5,6929 -5,6660 -5,5744 -5,4390 -5,2759 -5,1096 -4,9796 -4,9287 -4,9764 -5,0987 -5,2389 -5,3372 -5,3450 -5,2276 -4,9781 -4,6268 -4,2262 -3,8321 -3,5033 -3,2952 -3,2365 -3,3153 -3,4868 -3,6934 -3,8850 -4,0262 -4,0983 -4,1064 -4,0800 -4,0646 -4,1076 -4,2349 -4,4291 -4,6327 -4,7764 -4,8100 -4,7153 -4,4994 -4,1903 -3,8371 -3,4972 -3,2142 -3,0085 -2,8846 -2,8447 -2,8952 -3,0342 -3,2331 -3,4372 -3,5817 -3,6097 -3,4868 -3,2108 -2,8088 -2,3202 -1,7805 -1,2130 -0,6366 -0,0847 0,3838 0,6991 0,8140 0,7251 0,4689 0,1086 -0,2783 -0,6025 -0,7693 -0,7082 -0,4093 0,0697 0,6282 1,1570 1,5641 1,7984 1,8731 1,8605 1,8505 1,9120 2,0750 2,3161 2,5529 2,6752 2,6016 2,3204 1,8890 1,3988 0,9272 0,5195 0,2184 0,0858 0,1691 0,4474 0,8213 1,1650 1,4005 1,5343 1,6321 1,7698 1,9933 2,3018 2,6599 3,0260 3,3714 3,6807 3,9387 4,1210 4,2074 4,2062 4,1630 4,1478 4,2273 4,4364 4,7634 5,1615 5,5661 5,9034 6,1029 6,1279 5,9977 5,7758 5,5344 5,3271 5,1853 5,1225 5,1293 5,1676 5,1814 5,1154 4,9269 4,5978 4,1468 3,6312 3,1319 2,7254 2,4550 2,3206 2,2841 2,2870 2,2708 2,1887 2,0057 1,7070 1,3102 0,8706 0,4662 0,1622 -0,0190 -0,0998 -0,1260 -0,1451 -0,1983 -0,3213 -0,5385 -0,8458 -1,1994 -1,5243 -1,7381 -1,7830 -1,6469 -1,3616 -0,9818 -0,5705 -0,1955 0,0890 0,2729 0,3842 0,4503 0,4803 0,4730 0,4328 0,3832 0,3648 0,4079 0,5068 0,6226 0,7110 0,7498 0,7491 0,7415 0,7635 0,8317 0,9299 1,0232 1,0904 1,1375 1,1800 1,2124 1,1946 1,0741 0,8299 0,4976 0,1513 -0,1350 -0,3125 -0,3583 -0,2601 -0,0044 0,4091 0,9388 1,5004 2,0030 2,3882 2,6387 2,7581 2,7481 2,6048 2,3324 1,9485 1,4772 0,9414 0,3670 -0,2151 -0,7690 -1,2474 -1,5859 -1,7130 -1,5846 -1,2186 -0,7031 -0,1700 0,2519 0,4803 0,4884 0,2837 -0,1046 -0,6210 -1,1903 -1,7508 -2,2714 -2,7351 -3,1244 -3,4255 -3,6347 -3,7648 -3,8473 -3,9089 -3,9390 -3,8950 -3,7438 -3,4838 -3,1334 -2,7202 -2,2812 -1,8645 -1,5234 -1,2971 -1,1894 -1,1577 -1,1186 -0,9721 -0,6515 -0,1659 0,4032 0,9487 1,3885 1,6853 1,8437 1,9046 1,9315 1,9773 2,0536 2,1349 2,1922 2,2301 2,3038 2,4998 2,8882 3,4808 4,2250 5,0262 5,7729 6,3659 6,7531 6,9371 6,9464 6,8030 6,5166 6,1002 5,5933 5,0726 4,6312 4,3336 4,1880 4,1555 4,1793 4,2156 4,2486 4,2811 4,3122 4,3174 4,2493 4,0646 3,7534 3,3415 2,8719 2,3931 1,9521 1,5804 1,2798 1,0227 0,7666 0,4763 0,1493 -0,1716 -0,4174 -0,5326 -0,5016 -0,3555 -0,1570 0,0301 0,1620 0,2199 0,2080 0,1449 0,0522 -0,0454 -0,1256 -0,1851 -0,2450 -0,3362 -0,4889 -0,7239 -1,0336 -1,3680 -1,6460 -1,7827 -1,7160 -1,4317 -0,9813 -0,4750 -0,0451 0,2064 0,2486 0,1203 -0,1025 -0,3364
