Fp1   -10,2768 -11,2053 -11,8271 -12,0129 -11,6945 -10,9023 -9,7560 -8,4079 -6,9863 -5,5562 -4,1179 -2,6406 -1,0873 0,5645 2,2945 4,0353 5,6917 7,1481 8,2639 8,9101 9,0561 8,7976 8,2731 7,5849 6,8068 6,0071 5,2294 4,4719 3,6994 2,8830 2,0351 1,2071 0,4573 -0,1670 -0,6275 -0,8929 -0,9421 -0,7766 -0,4366 0,0049 0,4683 0,8892 1,2241 1,4416 1,5132 1,4076 1,0890 0,5251 -0,3005 -1,3651 -2,5695 -3,7280 -4,6221 -5,0715 -4,9876 -4,4198 -3,5516 -2,5993 -1,6929 -0,8429 0,0229 0,9951 2,1223 3,3966 4,7747 6,2065 7,6508 9,0590 10,3616 11,4926 12,4103 13,0705 13,4039 13,3522 12,9236 12,1854 11,2140 10,0934 8,9444 7,9106 7,1162 6,6314 6,4492 6,4930 6,6550 6,8305 6,9341 6,8974 6,6625 6,1985 5,5192 4,6701 3,7027 2,6646 1,5961 0,5270 -0,5313 -1,6005 -2,7293 -3,9536 -5,2673 -6,6414 -8,0699 -9,5847 -11,2107 -12,9081 -14,5901 -16,2061 -17,7780 -19,3448 -20,8978 -22,3713 -23,6699 -24,7074 -25,4494 -25,9260 -26,1939 -26,2835 -26,1980 -25,9672 -25,6605 -25,3245 -24,9553 -24,5431 -24,0953 -23,6123 -23,0824 -22,5133 -21,9546 -21,4621 -21,0384 -20,6308 -20,1876 -19,7035 -19,2086 -18,7081 -18,1336 -17,3652 -16,3137 -14,9767 -13,4376 -11,8281 -10,2625 -8,7835 -7,3772 -6,0233 -4,7100 -3,4225 -2,1422 -0,8444 0,4968 1,8574 3,1222 4,1320 4,7694 4,9962 4,8468 4,4128 3,8214 3,2034 2,6679 2,2841 2,0747 2,0225 2,0721 2,1365 2,1302 1,9975 1,7259 1,3795 1,1131 1,0983 1,4119 1,9966 2,7328 3,5430 4,4092 5,3037 6,1422 6,8168 7,2494 7,4069 7,2993 6,9676 6,4561 5,8100 5,0909 4,3571 3,6309 2,9090 2,2146 1,6195 1,1861 0,8888 0,6194 0,2609 -0,2444 -0,8645 -1,4957 -2,0134 -2,3123 -2,3292 -2,0635 -1,5893 -1,0303 -0,5064 -0,0999 0,1374 0,1718 0,0019 -0,3296 -0,7597 -1,2315 -1,7102 -2,1923 -2,6876 -3,1871 -3,6730 -4,1658 -4,7446 -5,5010 -6,4625 -7,5622 -8,6925 -9,7887 -10,8528 -11,8967 -12,8715 -13,6544 -14,0998 -14,1124 -13,7046 -13,0051 -12,1973 -11,4223 -10,7291 -10,1030 -9,5160 -8,9453 -8,3611 -7,7178 -6,9778 -6,1469 -5,2776 -4,4492 -3,7466 -3,2311 -2,9136 -2,7612 -2,7344 -2,8080 -2,9688 -3,2109 -3,5315 -3,9459 -4,5187 -5,3512 -6,5179 -8,0253 -9,8110 -11,7464 -13,6467 -15,3081 -16,5704 -17,3901 -17,8846 -18,2839 -18,7955 -19,5013 -20,3842 -21,4133 -22,5678 -23,7971 -24,9976 -26,0327 -26,7728 -27,1263 -27,0470 -26,5413 -25,6837 -24,5926 -23,3772 -22,1196 -20,8799 -19,6782 -18,4907 -17,2819 -16,0272 -14,7078 -13,3091 -11,8307 -10,2945 -8,7410 -7,2032 -5,6879 -4,2117 -2,8612 -1,7995 -1,1943 -1,1121 -1,4629 -2,0519 -2,6833 -3,2207 -3,5880 -3,7576 -3,7512 -3,6308 -3,4707 -3,3364 -3,2770 -3,3191 -3,4676 -3,7101 -4,0173 -4,3460 -4,6209 -4,7156 -4,5000 -3,9325 -3,0953 -2,1356 -1,1800 -0,2929 0,5080 1,2115 1,7946 2,2117 2,3663 2,1263 1,4104 0,2628 -1,1282 -2,4686 -3,4698 -3,9812 -4,0417 -3,8056 -3,4080 -2,8906 -2,2116 -1,2958 -0,0976 1,3466 2,9247 4,5059 5,9742 7,2092 8,0848 8,5274 8,5647 8,3014 7,8607 7,3576 6,8921 6,5261 6,2505 5,9811 5,6064 5,0828 4,5000 4,0333 3,8186 3,8815 4,1518 4,4901 4,7133 4,6581 4,2807 3,7118 3,1918 2,9130 2,8783 2,8833 2,6598 2,0732 1,1899 0,1856 -0,7675 -1,5592 -2,1706 -2,6710 -3,1610 -3,6962 -4,2481 -4,7218 -5,0063 -5,0011 -4,6143 -3,7917 -2,5797 -1,1349 0,3435 1,6850 2,7867 3,6296 4,2329 4,5769 4,6317 4,4746 4,3022 4,2965 4,5059 4,8364 5,1002 5,0798 4,6018 3,6034 2,1563 0,4150 -1,4601 -3,3071 -4,9268 -6,1040 -6,6794 -6,6078 -5,9779 -4,9847 -3,8364 -2,6497 -1,4468 -0,2370 0,9357 2,0051 2,8903 3,4916 3,7242 3,5971 3,2315 2,7751 2,3198 1,8979 1,5164 1,1745 0,8632 0,5752 0,3281 0,1680 0,1389 0,2365 0,3894 0,4906 0,4550 0,2767 0,0397 -0,1572 -0,2855 -0,3748 -0,4501 -0,5115 -0,5628 -0,6161 -0,6393 -0,5298 -0,1855 0,4235 1,2498 2,1890 3,1182 3,9516 4,6459 5,1571 5,4177 5,3622 4,9763 4,3093 3,4280 2,3706 1,1653 -0,1250 -1,4239 -2,7074 -4,0200 -5,4378 -7,0496 -8,9565 -11,2306 -13,8544 -16,7067 -19,6077 -22,3812 -24,9032 -27,1212 -29,0297 -30,6225 -31,8793 -32,7917 -33,3809 -33,6708 -33,6652 -33,3789 -32,8671 -32,1956 -31,4139 -30,5633 -29,6666 -28,7069 -27,6403 -26,4260 -25,0506 -23,5401 -21,9562 -20,3687 -18,8129 -17,2816 -15,7666 -14,2853 -12,8785 -11,6097 -10,5562 -9,7733 -9,2582 -8,9555 -8,7743 -8,5971 -8,3027 -7,7987 -7,0408 -6,0444 -4,8903 -3,7058 -2,6151 -1,6894 -0,9322 -0,3063 0,2325 0,7374 1,2786 1,9113 2,6343 3,3824 4,0587 4,5719 4,8305 4,7329 4,2218 3,3319 2,1392 0,6890 -0,9983 -2,8726 -4,8225 -6,6885 -8,3171 -9,6235 -10,6240 -11,4160 -12,1031 -12,7228 -13,2411 -13,5994 -13,7644 -13,7391 -13,5300 -13,1155 -12,4579 -11,5549 -10,4883 -9,4081 -8,4420 -7,6273 -6,9400 -6,3734 -5,9933 -5,9249 -6,2617 -6,9579 -7,8237 -8,6608 -9,4066 -10,1393 -10,9587 -11,8818 -12,8312 -13,6811 -14,3208 -14,7033 -14,8435 -14,7925 -14,6314 -14,4711 -14,4249 -14,5761 -14,9762 -15,6530 -16,5943 -17,7199 -18,8827 -19,9012 -20,6082 -20,8981 -20,7420 -20,1813 -19,3243 -18,3169 -17,2789 -16,2533 -15,2117 -14,0941 -12,8378
Fz    -4,5962 -4,8304 -4,9396 -4,8752 -4,6085 -4,1591 -3,5950 -2,9936 -2,4001 -1,8170 -1,2247 -0,6051 0,0512 0,7428 1,4486 2,1321 2,7528 3,2704 3,6364 3,8026 3,7578 3,5464 3,2315 2,8589 2,4631 2,0798 1,7353 1,4301 1,1387 0,8302 0,4972 0,1614 -0,1469 -0,4027 -0,5865 -0,6854 -0,6949 -0,6245 -0,5040 -0,3741 -0,2609 -0,1633 -0,0589 0,0800 0,2659 0,4802 0,6740 0,7835 0,7503 0,5456 0,1930 -0,2323 -0,6390 -0,9525 -1,1293 -1,1671 -1,1049 -0,9910 -0,8450 -0,6503 -0,3692 0,0290 0,5478 1,1678 1,8614 2,6005 3,3563 4,0923 4,7655 5,3407 5,7965 6,1088 6,2426 6,1749 5,9203 5,5211 5,0218 4,4691 3,9134 3,3949 2,9353 2,5399 2,2004 1,9036 1,6440 1,4262 1,2535 1,1114 0,9645 0,7743 0,5231 0,2271 -0,0701 -0,3217 -0,5050 -0,6286 -0,7242 -0,8374 -1,0163 -1,2953 -1,6840 -2,1692 -2,7314 -3,3621 -4,0613 -4,8149 -5,5901 -6,3627 -7,1305 -7,8932 -8,6348 -9,3286 -9,9480 -10,4744 -10,9040 -11,2450 -11,4987 -11,6446 -11,6590 -11,5521 -11,3668 -11,1370 -10,8734 -10,5905 -10,3155 -10,0657 -9,8342 -9,6032 -9,3638 -9,1107 -8,8263 -8,4888 -8,0925 -7,6569 -7,2180 -6,8025 -6,4029 -5,9782 -5,4826 -4,8921 -4,2178 -3,5008 -2,7811 -2,0685 -1,3547 -0,6432 0,0473 0,7035 1,3353 1,9766 2,6595 3,3702 4,0357 4,5643 4,8953 5,0178 4,9630 4,7886 4,5602 4,3393 4,1781 4,1064 4,1158 4,1608 4,1729 4,0849 3,8653 3,5375 3,1622 2,8143 2,5675 2,4743 2,5414 2,7321 3,0042 3,3421 3,7379 4,1509 4,5065 4,7362 4,8087 4,7275 4,5187 4,2195 3,8612 3,4646 3,0460 2,6117 2,1564 1,6843 1,2321 0,8594 0,6071 0,4630 0,3659 0,2400 0,0265 -0,2972 -0,7099 -1,1504 -1,5336 -1,7817 -1,8588 -1,7859 -1,6266 -1,4544 -1,3266 -1,2786 -1,3305 -1,4821 -1,7087 -1,9742 -2,2496 -2,5193 -2,7740 -2,9974 -3,1670 -3,2771 -3,3582 -3,4719 -3,6767 -3,9858 -4,3566 -4,7264 -5,0567 -5,3491 -5,6256 -5,8937 -6,1268 -6,2763 -6,2995 -6,1865 -5,9680 -5,6941 -5,4025 -5,1092 -4,8256 -4,5715 -4,3706 -4,2374 -4,1644 -4,1197 -4,0610 -3,9536 -3,7907 -3,6005 -3,4263 -3,2968 -3,2179 -3,1864 -3,2053 -3,2915 -3,4720 -3,7608 -4,1489 -4,6271 -5,2006 -5,8687 -6,6112 -7,3960 -8,1857 -8,9349 -9,5890 -10,0933 -10,4170 -10,5794 -10,6500 -10,7152 -10,8378 -11,0523 -11,3833 -11,8433 -12,4110 -13,0257 -13,6061 -14,0745 -14,3690 -14,4477 -14,2999 -13,9606 -13,4988 -12,9853 -12,4767 -12,0096 -11,5900 -11,1953 -10,7944 -10,3641 -9,8905 -9,3665 -8,7878 -8,1494 -7,4463 -6,6771 -5,8520 -5,0096 -4,2288 -3,6156 -3,2664 -3,2172 -3,4158 -3,7503 -4,1103 -4,4241 -4,6564 -4,7982 -4,8598 -4,8571 -4,7969 -4,6810 -4,5188 -4,3314 -4,1506 -4,0132 -3,9462 -3,9519 -4,0001 -4,0318 -3,9805 -3,8031 -3,5022 -3,1215 -2,7130 -2,3035 -1,8933 -1,4835 -1,0961 -0,7811 -0,6180 -0,6848 -1,0074 -1,5420 -2,1879 -2,8090 -3,2804 -3,5445 -3,6300 -3,6150 -3,5638 -3,4876 -3,3526 -3,1121 -2,7391 -2,2505 -1,6991 -1,1414 -0,6202 -0,1769 0,1387 0,2916 0,2906 0,1783 0,0001 -0,2049 -0,3980 -0,5486 -0,6550 -0,7530 -0,8978 -1,1196 -1,3824 -1,5935 -1,6633 -1,5554 -1,3004 -0,9844 -0,7228 -0,6181 -0,7107 -0,9520 -1,2299 -1,4381 -1,5420 -1,5967 -1,6933 -1,8756 -2,1170 -2,3656 -2,5848 -2,7629 -2,9156 -3,0781 -3,2800 -3,5166 -3,7443 -3,9077 -3,9747 -3,9357 -3,7710 -3,4434 -2,9400 -2,3107 -1,6586 -1,0972 -0,7031 -0,4882 -0,4231 -0,4929 -0,7016 -1,0167 -1,3493 -1,6019 -1,7203 -1,7059 -1,6039 -1,4939 -1,4786 -1,6547 -2,0679 -2,6920 -3,4472 -4,2210 -4,8832 -5,3186 -5,4675 -5,3406 -5,0022 -4,5421 -4,0390 -3,5269 -3,0025 -2,4639 -1,9306 -1,4351 -1,0142 -0,7104 -0,5648 -0,5868 -0,7389 -0,9629 -1,2119 -1,4561 -1,6751 -1,8611 -2,0239 -2,1785 -2,3203 -2,4227 -2,4609 -2,4348 -2,3732 -2,3206 -2,3143 -2,3539 -2,3933 -2,3792 -2,3010 -2,1899 -2,0784 -1,9769 -1,8848 -1,8088 -1,7541 -1,7102 -1,6588 -1,5788 -1,4454 -1,2496 -1,0124 -0,7666 -0,5384 -0,3568 -0,2631 -0,2951 -0,4568 -0,7118 -1,0175 -1,3600 -1,7491 -2,1868 -2,6576 -3,1486 -3,6639 -4,2192 -4,8417 -5,5738 -6,4533 -7,4788 -8,5978 -9,7277 -10,7890 -11,7300 -12,5416 -13,2494 -13,8816 -14,4466 -14,9355 -15,3313 -15,6089 -15,7420 -15,7296 -15,6098 -15,4349 -15,2450 -15,0616 -14,8791 -14,6624 -14,3672 -13,9637 -13,4459 -12,8302 -12,1515 -11,4457 -10,7198 -9,9495 -9,1108 -8,2044 -7,2621 -6,3501 -5,5558 -4,9462 -4,5326 -4,2754 -4,1082 -3,9530 -3,7393 -3,4279 -3,0193 -2,5422 -2,0377 -1,5472 -1,1016 -0,7145 -0,3875 -0,1209 0,0832 0,2343 0,3610 0,4968 0,6572 0,8305 0,9861 1,0857 1,0836 0,9332 0,6204 0,1788 -0,3451 -0,9303 -1,5734 -2,2558 -2,9270 -3,5153 -3,9616 -4,2556 -4,4497 -4,6358 -4,8957 -5,2626 -5,7159 -6,2021 -6,6672 -7,0794 -7,4197 -7,6578 -7,7515 -7,6744 -7,4473 -7,1371 -6,8196 -6,5415 -6,3125 -6,1267 -5,9938 -5,9523 -6,0437 -6,2667 -6,5652 -6,8726 -7,1672 -7,4753 -7,8255 -8,2103 -8,5844 -8,8857 -9,0631 -9,0998 -9,0155 -8,8527 -8,6651 -8,5058 -8,4179 -8,4329 -8,5760 -8,8625 -9,2837 -9,7953 -10,3266 -10,7998 -11,1467 -11,3196 -11,2980 -11,0957 -10,7636 -10,3707 -9,9716 -9,5858 -9,2071 -8,8248 -8,4305
F3    -4,8704 -5,1140 -5,2356 -5,1878 -4,9371 -4,4936 -3,9137 -3,2659 -2,5960 -1,9174 -1,2298 -0,5351 0,1670 0,8799 1,5961 2,2920 2,9381 3,5000 3,9269 4,1579 4,1639 3,9742 3,6493 3,2437 2,8050 2,3789 1,9953 1,6534 1,3239 0,9711 0,5824 0,1777 -0,2080 -0,5396 -0,7881 -0,9330 -0,9618 -0,8735 -0,6907 -0,4591 -0,2282 -0,0316 0,1218 0,2442 0,3521 0,4458 0,5040 0,4908 0,3668 0,1075 -0,2689 -0,6941 -1,0765 -1,3331 -1,4098 -1,3020 -1,0607 -0,7577 -0,4398 -0,1145 0,2389 0,6467 1,1196 1,6539 2,2434 2,8845 3,5694 4,2713 4,9428 5,5356 6,0153 6,3513 6,5046 6,4487 6,1965 5,7888 5,2683 4,6818 4,0889 3,5493 3,1055 2,7735 2,5396 2,3730 2,2432 2,1281 2,0091 1,8653 1,6719 1,4100 1,0781 0,6962 0,2991 -0,0786 -0,4162 -0,7094 -0,9723 -1,2405 -1,5628 -1,9762 -2,4868 -3,0752 -3,7199 -4,4154 -5,1620 -5,9394 -6,7091 -7,4493 -8,1711 -8,8918 -9,6062 -10,2880 -10,9038 -11,4275 -11,8528 -12,1940 -12,4643 -12,6497 -12,7214 -12,6801 -12,5647 -12,4103 -12,2249 -12,0121 -11,7827 -11,5389 -11,2681 -10,9623 -10,6331 -10,2958 -9,9433 -9,5515 -9,1060 -8,6182 -8,1194 -7,6337 -7,1531 -6,6403 -6,0570 -5,3889 -4,6562 -3,9071 -3,1843 -2,4933 -1,8124 -1,1263 -0,4367 0,2527 0,9516 1,6825 2,4597 3,2539 3,9849 4,5623 4,9304 5,0806 5,0435 4,8762 4,6469 4,4224 4,2582 4,1822 4,1809 4,2083 4,2022 4,1023 3,8786 3,5497 3,1703 2,8130 2,5576 2,4690 2,5642 2,8043 3,1316 3,5115 3,9272 4,3416 4,6894 4,9109 4,9809 4,9028 4,6968 4,3946 4,0280 3,6253 3,2170 2,8256 2,4552 2,1072 1,8063 1,5991 1,5138 1,5192 1,5288 1,4457 1,2080 0,8121 0,3111 -0,2015 -0,6208 -0,8667 -0,9150 -0,8013 -0,5970 -0,3754 -0,1900 -0,0755 -0,0590 -0,1557 -0,3579 -0,6394 -0,9720 -1,3388 -1,7302 -2,1242 -2,4776 -2,7548 -2,9618 -3,1486 -3,3741 -3,6624 -3,9888 -4,3096 -4,6037 -4,8882 -5,1939 -5,5267 -5,8490 -6,0947 -6,2050 -6,1650 -6,0126 -5,8085 -5,5972 -5,3932 -5,1952 -5,0018 -4,8174 -4,6506 -4,5065 -4,3794 -4,2533 -4,1050 -3,9188 -3,7023 -3,4801 -3,2717 -3,0890 -2,9502 -2,8836 -2,9223 -3,0940 -3,4031 -3,8300 -4,3558 -4,9770 -5,6890 -6,4723 -7,2973 -8,1281 -8,9208 -9,6224 -10,1782 -10,5605 -10,7985 -10,9713 -11,1603 -11,4087 -11,7309 -12,1438 -12,6649 -13,2814 -13,9395 -14,5628 -15,0766 -15,4202 -15,5500 -15,4505 -15,1488 -14,7040 -14,1760 -13,6133 -13,0500 -12,4956 -11,9370 -11,3608 -10,7689 -10,1711 -9,5689 -8,9494 -8,2963 -7,6043 -6,8764 -6,1157 -5,3411 -4,6127 -4,0309 -3,6966 -3,6523 -3,8489 -4,1738 -4,5164 -4,8070 -5,0145 -5,1337 -5,1748 -5,1482 -5,0545 -4,8927 -4,6761 -4,4361 -4,2164 -4,0587 -3,9853 -3,9896 -4,0322 -4,0448 -3,9546 -3,7223 -3,3646 -2,9414 -2,5185 -2,1342 -1,7958 -1,4987 -1,2443 -1,0559 -0,9947 -1,1358 -1,5108 -2,0786 -2,7357 -3,3433 -3,7769 -3,9791 -3,9773 -3,8516 -3,6764 -3,4817 -3,2549 -2,9654 -2,5931 -2,1495 -1,6718 -1,1948 -0,7408 -0,3374 -0,0298 0,1426 0,1778 0,1077 -0,0307 -0,2040 -0,3750 -0,5108 -0,6063 -0,6935 -0,8246 -1,0292 -1,2742 -1,4770 -1,5646 -1,5157 -1,3618 -1,1767 -1,0595 -1,0964 -1,3093 -1,6283 -1,9280 -2,1063 -2,1517 -2,1508 -2,2181 -2,4032 -2,6671 -2,9356 -3,1530 -3,3008 -3,3997 -3,4980 -3,6383 -3,8264 -4,0259 -4,1808 -4,2473 -4,1997 -4,0097 -3,6429 -3,0922 -2,4128 -1,7124 -1,1063 -0,6668 -0,3970 -0,2620 -0,2485 -0,3675 -0,5967 -0,8562 -1,0540 -1,1391 -1,1186 -1,0489 -1,0186 -1,1254 -1,4423 -1,9815 -2,6909 -3,4862 -4,2698 -4,9315 -5,3674 -5,5168 -5,3822 -5,0218 -4,5245 -3,9719 -3,4050 -2,8299 -2,2538 -1,7013 -1,2055 -0,7993 -0,5176 -0,3924 -0,4239 -0,5684 -0,7693 -0,9924 -1,2256 -1,4636 -1,7043 -1,9540 -2,2208 -2,4930 -2,7327 -2,8978 -2,9739 -2,9845 -2,9743 -2,9786 -2,9975 -2,9941 -2,9303 -2,8050 -2,6467 -2,4794 -2,3092 -2,1413 -1,9909 -1,8613 -1,7300 -1,5708 -1,3723 -1,1350 -0,8734 -0,6163 -0,3837 -0,1805 -0,0193 0,0660 0,0405 -0,1016 -0,3328 -0,6217 -0,9629 -1,3689 -1,8394 -2,3562 -2,9104 -3,5161 -4,1972 -4,9789 -5,8903 -6,9483 -8,1287 -9,3611 -10,5595 -11,6563 -12,6200 -13,4590 -14,2058 -14,8850 -15,4938 -16,0105 -16,4114 -16,6733 -16,7754 -16,7235 -16,5667 -16,3689 -16,1746 -15,9985 -15,8246 -15,6128 -15,3208 -14,9195 -14,3953 -13,7550 -13,0328 -12,2769 -11,5116 -10,7266 -9,9057 -9,0488 -8,1791 -7,3525 -6,6475 -6,1189 -5,7604 -5,5179 -5,3249 -5,1169 -4,8372 -4,4512 -3,9557 -3,3749 -2,7490 -2,1218 -1,5310 -1,0026 -0,5512 -0,1831 0,1065 0,3399 0,5558 0,7864 1,0362 1,2814 1,4900 1,6352 1,6838 1,5901 1,3260 0,9054 0,3629 -0,2784 -1,0058 -1,7955 -2,6011 -3,3599 -4,0148 -4,5388 -4,9492 -5,2976 -5,6388 -6,0020 -6,3841 -6,7608 -7,1029 -7,3883 -7,5987 -7,7121 -7,7078 -7,5816 -7,3596 -7,0930 -6,8301 -6,5914 -6,3733 -6,1740 -6,0209 -5,9702 -6,0675 -6,3027 -6,6100 -6,9230 -7,2295 -7,5666 -7,9683 -8,4257 -8,8866 -9,2772 -9,5315 -9,6174 -9,5427 -9,3451 -9,0801 -8,8100 -8,5945 -8,4881 -8,5406 -8,7855 -9,2177 -9,7819 -10,3886 -10,9435 -11,3682 -11,6108 -11,6499 -11,4985 -11,2039 -10,8283 -10,4171 -9,9813 -9,5121 -9,0073 -8,4774
F7    -3,8402 -4,2675 -4,6256 -4,8313 -4,8177 -4,5692 -4,1229 -3,5389 -2,8702 -2,1470 -1,3847 -0,5999 0,1907 0,9757 1,7409 2,4657 3,1314 3,7187 4,1908 4,4950 4,5994 4,5137 4,2617 3,8587 3,3291 2,7226 2,0955 1,4877 0,9202 0,4050 -0,0440 -0,4099 -0,6826 -0,8660 -0,9711 -1,0044 -0,9626 -0,8392 -0,6414 -0,3988 -0,1555 0,0450 0,1747 0,2266 0,2093 0,1371 0,0187 -0,1534 -0,4062 -0,7637 -1,2076 -1,6625 -2,0242 -2,2026 -2,1534 -1,9005 -1,5280 -1,1306 -0,7621 -0,4202 -0,0617 0,3627 0,8761 1,4722 2,1317 2,8358 3,5707 4,3181 5,0459 5,7161 6,2896 6,7156 6,9331 6,9048 6,6491 6,2255 5,6976 5,1286 4,5915 4,1493 3,8316 3,6333 3,5262 3,4754 3,4533 3,4438 3,4356 3,4112 3,3437 3,2068 2,9858 2,6762 2,2780 1,7957 1,2460 0,6612 0,0772 -0,4903 -1,0520 -1,6293 -2,2355 -2,8730 -3,5464 -4,2718 -5,0572 -5,8771 -6,6840 -7,4535 -8,2023 -8,9577 -9,7219 -10,4666 -11,1466 -11,7169 -12,1541 -12,4636 -12,6607 -12,7452 -12,7054 -12,5480 -12,3031 -11,9974 -11,6472 -11,2789 -10,9280 -10,6152 -10,3372 -10,0847 -9,8583 -9,6601 -9,4742 -9,2688 -9,0176 -8,7169 -8,3814 -8,0183 -7,6021 -7,0824 -6,4242 -5,6360 -4,7690 -3,8981 -3,0879 -2,3644 -1,7197 -1,1335 -0,5814 -0,0350 0,5326 1,1437 1,8137 2,5289 3,2288 3,8254 4,2448 4,4516 4,4551 4,3035 4,0682 3,8248 3,6374 3,5423 3,5375 3,5886 3,6410 3,6353 3,5322 3,3280 3,0512 2,7623 2,5490 2,4908 2,6122 2,8701 3,1947 3,5454 3,9173 4,2967 4,6365 4,8822 5,0056 5,0043 4,8883 4,6735 4,3748 4,0116 3,6184 3,2361 2,8907 2,5918 2,3547 2,2097 2,1707 2,1979 2,2101 2,1339 1,9398 1,6467 1,3042 0,9757 0,7272 0,6098 0,6328 0,7550 0,9072 1,0283 1,0847 1,0699 0,9920 0,8691 0,7264 0,5828 0,4379 0,2680 0,0383 -0,2658 -0,6214 -0,9893 -1,3516 -1,7239 -2,1348 -2,5943 -3,0795 -3,5503 -3,9812 -4,3727 -4,7315 -5,0428 -5,2651 -5,3510 -5,2792 -5,0809 -4,8343 -4,6245 -4,4973 -4,4408 -4,4066 -4,3468 -4,2364 -4,0704 -3,8485 -3,5732 -3,2575 -2,9222 -2,5913 -2,2908 -2,0384 -1,8290 -1,6434 -1,4746 -1,3404 -1,2745 -1,3105 -1,4688 -1,7553 -2,1732 -2,7280 -3,4158 -4,2135 -5,0833 -5,9806 -6,8551 -7,6468 -8,2906 -8,7425 -9,0170 -9,1914 -9,3614 -9,5937 -9,9226 -10,3691 -10,9406 -11,6123 -12,3214 -12,9829 -13,5143 -13,8562 -13,9755 -13,8599 -13,5206 -12,9945 -12,3369 -11,6172 -10,9073 -10,2551 -9,6679 -9,1259 -8,6043 -8,0784 -7,5174 -6,8901 -6,1876 -5,4350 -4,6728 -3,9336 -3,2509 -2,6789 -2,2911 -2,1481 -2,2522 -2,5259 -2,8464 -3,1109 -3,2710 -3,3225 -3,2850 -3,1889 -3,0601 -2,9046 -2,7137 -2,4850 -2,2335 -1,9898 -1,7894 -1,6611 -1,6150 -1,6288 -1,6451 -1,5965 -1,4447 -1,1993 -0,9047 -0,6132 -0,3565 -0,1303 0,0907 0,3181 0,5228 0,6296 0,5493 0,2322 -0,3036 -0,9753 -1,6544 -2,2154 -2,5925 -2,7937 -2,8592 -2,8093 -2,6313 -2,3007 -1,8038 -1,1518 -0,3944 0,3883 1,1202 1,7512 2,2440 2,5591 2,6721 2,5996 2,3933 2,1119 1,8124 1,5559 1,3932 1,3347 1,3385 1,3345 1,2749 1,1755 1,1023 1,1089 1,1924 1,3005 1,3651 1,3290 1,1678 0,9085 0,6271 0,4086 0,2913 0,2324 0,1268 -0,1186 -0,5083 -0,9574 -1,3605 -1,6551 -1,8359 -1,9419 -2,0359 -2,1768 -2,3879 -2,6377 -2,8509 -2,9476 -2,8750 -2,6076 -2,1393 -1,4962 -0,7461 0,0173 0,7041 1,2541 1,6519 1,9118 2,0446 2,0576 1,9845 1,8872 1,8197 1,7990 1,8022 1,7735 1,6431 1,3509 0,8680 0,2134 -0,5493 -1,3415 -2,0891 -2,7163 -3,1451 -3,3140 -3,2001 -2,8314 -2,2823 -1,6393 -0,9527 -0,2318 0,5147 1,2468 1,8943 2,3782 2,6325 2,6303 2,4099 2,0658 1,6949 1,3547 1,0642 0,8196 0,6039 0,3988 0,2020 0,0436 -0,0211 0,0484 0,2348 0,4591 0,6216 0,6544 0,5532 0,3727 0,1849 0,0335 -0,0731 -0,1396 -0,1722 -0,1881 -0,2148 -0,2569 -0,2762 -0,2223 -0,0692 0,1792 0,4969 0,8476 1,2080 1,5679 1,9013 2,1520 2,2591 2,1956 1,9768 1,6360 1,1958 0,6684 0,0772 -0,5433 -1,1769 -1,8401 -2,5699 -3,4073 -4,3856 -5,5127 -6,7568 -8,0501 -9,3099 -10,4661 -11,4839 -12,3706 -13,1588 -13,8761 -14,5242 -15,0811 -15,5165 -15,7965 -15,8915 -15,8031 -15,5775 -15,2803 -14,9626 -14,6473 -14,3259 -13,9665 -13,5334 -12,9974 -12,3476 -11,6027 -10,8100 -10,0211 -9,2599 -8,5186 -7,7826 -7,0453 -6,3120 -5,6115 -4,9947 -4,5006 -4,1290 -3,8532 -3,6418 -3,4525 -3,2217 -2,8804 -2,3851 -1,7430 -1,0120 -0,2724 0,4070 0,9858 1,4509 1,8121 2,1009 2,3703 2,6804 3,0667 3,5164 3,9725 4,3624 4,6246 4,7070 4,5641 4,1810 3,5864 2,8291 1,9518 0,9944 0,0106 -0,9270 -1,7430 -2,3880 -2,8597 -3,2045 -3,4958 -3,7950 -4,1198 -4,4447 -4,7270 -4,9339 -5,0527 -5,0844 -5,0330 -4,8965 -4,6705 -4,3699 -4,0396 -3,7308 -3,4692 -3,2530 -3,0777 -2,9628 -2,9549 -3,0915 -3,3562 -3,6771 -3,9857 -4,2737 -4,5858 -4,9662 -5,4198 -5,9096 -6,3685 -6,7226 -6,9212 -6,9524 -6,8407 -6,6410 -6,4273 -6,2768 -6,2564 -6,4148 -6,7714 -7,3002 -7,9243 -8,5377 -9,0415 -9,3734 -9,5149 -9,4781 -9,2938 -9,0073 -8,6677 -8,3041 -7,9107 -7,4618 -6,9387 -6,3346
