Fp1   -2,5068 -2,2349 -1,8592 -1,4369 -1,0253 -0,6654 -0,3640 -0,1002 0,1383 0,3355 0,4692 0,5392 0,5741 0,6239 0,7380 0,9253 1,1301 1,2598 1,2470 1,0894 0,8396 0,5634 0,3062 0,0991 -0,0252 -0,0377 0,0717 0,2904 0,5766 0,8620 1,0782 1,1843 1,1694 1,0385 0,8017 0,4818 0,1233 -0,2205 -0,5127 -0,7480 -0,9394 -1,0889 -1,1773 -1,1776 -1,0719 -0,8629 -0,5741 -0,2480 0,0548 0,2662 0,3400 0,2803 0,1397 -0,0163 -0,1434 -0,2226 -0,2503 -0,2327 -0,1876 -0,1464 -0,1403 -0,1753 -0,2347 -0,3038 -0,3814 -0,4693 -0,5553 -0,6047 -0,5692 -0,4097 -0,1263 0,2222 0,5329 0,6998 0,6548 0,3818 -0,0898 -0,7044 -1,4049 -2,1434 -2,8721 -3,5381 -4,0954 -4,5118 -4,7663 -4,8564 -4,8089 -4,6734 -4,5028 -4,3359 -4,1865 -4,0434 -3,8820 -3,6760 -3,4120 -3,1017 -2,7874 -2,5345 -2,4021 -2,4119 -2,5488 -2,7844 -3,0833 -3,4003 -3,6898 -3,9238 -4,0967 -4,2177 -4,3048 -4,3845 -4,4815 -4,5889 -4,6506 -4,5888 -4,3535 -3,9531 -3,4559 -2,9653 -2,5794 -2,3558 -2,3036 -2,4007 -2,6100 -2,8853 -3,1765 -3,4435 -3,6776 -3,9109 -4,1863 -4,5058 -4,8045 -4,9792 -4,9443 -4,6638 -4,1505 -3,4698 -2,7467 -2,1322 -1,7394 -1,6077 -1,7074 -1,9617 -2,2817 -2,5918 -2,8380 -2,9956 -3,0726 -3,0889 -3,0524 -2,9514 -2,7497 -2,3908 -1,8224 -1,0264 -0,0381 1,0558 2,1426 3,1212 3,9285 4,5493 5,0122 5,3748 5,6975 6,0090 6,2800 6,4232 6,3202 5,8704 5,0435 3,9070 2,6121 1,3534 0,3277 -0,3021 -0,4442 -0,1068 0,6118 1,5722 2,6445 3,7236 4,7157 5,5282 6,0832 6,3330 6,2647 5,9021 5,2993 4,5221 3,6297 2,6750 1,7126 0,7975 -0,0205 -0,6982 -1,2011 -1,5097 -1,6207 -1,5406 -1,2851 -0,8868 -0,3913 0,1561 0,7181 1,2641 1,7694 2,2131 2,5714 2,8202 2,9504 2,9732 2,9077 2,7750 2,6045 2,4339 2,2931 2,1988 2,1728 2,2406 2,3949 2,5811 2,7313 2,8000 2,7699 2,6482 2,4617 2,2312 1,9379 1,5291 0,9760 0,3184 -0,3492 -0,9232 -1,3327 -1,5636 -1,6574 -1,6818 -1,6961 -1,7357 -1,8089 -1,8976 -1,9657 -1,9703 -1,8762 -1,6629 -1,3209 -0,8569 -0,3091 0,2449 0,7039 0,9809 1,0399 0,9078 0,6606 0,3929 0,1825 0,0652 0,0332 0,0524 0,0833 0,0889 0,0362 -0,0916 -0,2904 -0,5446 -0,8358 -1,1400 -1,4254 -1,6585 -1,8112 -1,8597 -1,7766 -1,5300 -1,0945 -0,4719 0,2967 1,1351 1,9439 2,6217 3,0951 3,3333 3,3331 3,1042 2,6755 2,1007 1,4429 0,7622 0,1179 -0,4347 -0,8521 -1,1013 -1,1519 -0,9867 -0,6242 -0,1300 0,4015 0,8760 1,2187 1,3850 1,3664 1,1839 0,8702 0,4479 -0,0824 -0,7242 -1,4538 -2,2069 -2,8913 -3,4114 -3,6984 -3,7375 -3,5804 -3,3252 -3,0613 -2,8162 -2,5548 -2,2236 -1,7930 -1,2733 -0,7044 -0,1302 0,4194 0,9190 1,3318 1,6174 1,7603 1,7776 1,6951 1,5265 1,2793 0,9723 0,6420 0,3330 0,0840 -0,0750 -0,1128 0,0041 0,2882 0,7089 1,1979 1,6749 2,0725 2,3455 2,4645 2,4096 2,1694 1,7426 1,1448 0,4305 -0,2973 -0,9225 -1,3702 -1,6298 -1,7372 -1,7522 -1,7455 -1,7815 -1,8983 -2,1042 -2,3846 -2,7021 -2,9982 -3,2148 -3,3336 -3,3932 -3,4536 -3,5456 -3,6504 -3,7105 -3,6555 -3,4327 -3,0347 -2,5129 -1,9650 -1,4968 -1,1856 -1,0683 -1,1493 -1,4110 -1,8103 -2,2713 -2,6937 -2,9807 -3,0697 -2,9468 -2,6475 -2,2573 -1,8943 -1,6600 -1,5917 -1,6557 -1,7733 -1,8553 -1,8252 -1,6305 -1,2514 -0,7127 -0,0791 0,5646 1,1289 1,5309 1,7208 1,7128 1,5841 1,4367 1,3510 1,3495 1,3876 1,3833 1,2660 1,0171 0,6816 0,3494 0,1225 0,0819 0,2618 0,6456 1,1736 1,7549 2,2886 2,6859 2,8757 2,8087 2,4796 1,9428 1,2923 0,6216 0,0045 -0,4957 -0,8246 -0,9642 -0,9519 -0,8465 -0,6786 -0,4510 -0,1834 0,0633 0,2101 0,1963 -0,0065 -0,4039 -0,9812 -1,6871 -2,4372 -3,1530 -3,7940 -4,3463 -4,7947 -5,1181 -5,2984 -5,3258 -5,2042 -4,9585 -4,6297 -4,2658 -3,9177 -3,6303 -3,4211 -3,2713 -3,1377 -2,9704 -2,7214 -2,3486 -1,8304 -1,1935 -0,5296 0,0286 0,3664 0,4426 0,2958 0,0117 -0,3093 -0,5861 -0,7892 -0,9387 -1,0740 -1,2343 -1,4551 -1,7616 -2,1569 -2,6098 -3,0564 -3,4161 -3,6074 -3,5622 -3,2532 -2,7296 -2,1227 -1,6017 -1,3113 -1,3275 -1,6519 -2,2350 -3,0001 -3,8542 -4,7061 -5,4911 -6,1795 -6,7642 -7,2368 -7,5702 -7,7351 -7,7335 -7,6003 -7,3695 -7,0443 -6,5947 -5,9754 -5,1623 -4,1822 -3,1036 -2,0010 -0,9338 0,0604 0,9729 1,8210 2,6260 3,3996 4,1467 4,8595 5,5130 6,0912 6,6100 7,1012 7,5730 7,9900 8,2904 8,4175 8,3326 8,0172 7,4805 6,7655 5,9516 5,1419 4,4222 3,8222 3,3099 2,8171 2,2764 1,6595 0,9944 0,3568 -0,1638 -0,5057 -0,6589 -0,6527 -0,5287 -0,3299 -0,1064 0,0846 0,1997 0,2358 0,2360 0,2641 0,3660 0,5517 0,8034 1,0912 1,3834 1,6609 1,9345 2,2396 2,6058 3,0317 3,4842 3,9160 4,2867 4,5725 4,7584 4,8276 4,7534 4,4967 4,0205 3,3196 2,4452 1,5017 0,6119 -0,1242 -0,6525 -0,9791 -1,1709 -1,3172 -1,4652 -1,5890 -1,6254 -1,5254 -1,2795 -0,9261 -0,5418 -0,2030 0,0496 0,2069 0,2589 0,1825 -0,0447 -0,4218 -0,9150 -1,4738 -2,0571 -2,6388 -3,1844
Fz    -2,8906 -3,0548 -3,0630 -2,9154 -2,6394 -2,2716 -1,8405 -1,3666 -0,8729 -0,3865 0,0709 0,4815 0,8265 1,0966 1,3016 1,4575 1,5674 1,6231 1,6210 1,5700 1,4777 1,3276 1,0835 0,7249 0,2731 -0,2113 -0,6453 -0,9534 -1,1042 -1,1183 -1,0324 -0,8622 -0,6026 -0,2569 0,1377 0,5204 0,8375 1,0558 1,1548 1,1226 0,9720 0,7537 0,5405 0,3942 0,3447 0,3907 0,5134 0,6956 0,9326 1,2190 1,5244 1,7887 1,9471 1,9627 1,8465 1,6469 1,4119 1,1698 0,9392 0,7373 0,5711 0,4311 0,3013 0,1770 0,0685 -0,0013 0,0042 0,1232 0,3653 0,6915 1,0246 1,2799 1,3961 1,3527 1,1712 0,8964 0,5695 0,2117 -0,1753 -0,5986 -1,0586 -1,5401 -2,0185 -2,4737 -2,8983 -3,2992 -3,6843 -4,0380 -4,3122 -4,4508 -4,4250 -4,2432 -3,9375 -3,5507 -3,1337 -2,7432 -2,4375 -2,2697 -2,2716 -2,4309 -2,6963 -3,0124 -3,3482 -3,6998 -4,0740 -4,4720 -4,8840 -5,2909 -5,6658 -5,9828 -6,2293 -6,3983 -6,4716 -6,4242 -6,2455 -5,9529 -5,5929 -5,2309 -4,9313 -4,7333 -4,6307 -4,5766 -4,5161 -4,4138 -4,2540 -4,0309 -3,7512 -3,4364 -3,1141 -2,8053 -2,5202 -2,2686 -2,0677 -1,9312 -1,8568 -1,8387 -1,8835 -1,9996 -2,1756 -2,3797 -2,5664 -2,6781 -2,6579 -2,4688 -2,1016 -1,5845 -0,9845 -0,3755 0,1975 0,7215 1,1988 1,6370 2,0410 2,3979 2,6709 2,8214 2,8427 2,7725 2,6782 2,6301 2,6754 2,8258 3,0649 3,3604 3,6682 3,9342 4,1063 4,1557 4,0897 3,9457 3,7758 3,6326 3,5590 3,5807 3,6989 3,8888 4,1122 4,3340 4,5303 4,6816 4,7649 4,7630 4,6829 4,5539 4,4050 4,2470 4,0707 3,8581 3,5955 3,2781 2,9119 2,5211 2,1487 1,8392 1,6148 1,4670 1,3705 1,2990 1,2246 1,1115 0,9237 0,6423 0,2739 -0,1478 -0,5552 -0,8571 -0,9790 -0,8974 -0,6365 -0,2439 0,2292 0,7350 1,2275 1,6617 1,9971 2,2017 2,2609 2,1875 2,0253 1,8348 1,6681 1,5470 1,4635 1,3979 1,3328 1,2489 1,1157 0,8992 0,5880 0,2076 -0,1880 -0,5341 -0,7763 -0,8903 -0,8940 -0,8400 -0,7842 -0,7497 -0,7122 -0,6197 -0,4257 -0,1146 0,2871 0,7177 1,1086 1,4163 1,6339 1,7795 1,8783 1,9404 1,9443 1,8439 1,6024 1,2245 0,7627 0,2950 -0,1019 -0,3626 -0,4358 -0,2980 0,0337 0,5081 1,0598 1,6228 2,1405 2,5709 2,8852 3,0711 3,1463 3,1541 3,1297 3,0697 2,9354 2,6847 2,3008 1,7967 1,2058 0,5795 -0,0147 -0,5037 -0,8217 -0,9228 -0,7993 -0,4926 -0,0788 0,3631 0,7662 1,0707 1,2237 1,1903 0,9679 0,5893 0,1106 -0,4059 -0,9006 -1,3277 -1,6708 -1,9480 -2,1923 -2,4181 -2,6014 -2,6895 -2,6351 -2,4276 -2,0968 -1,6997 -1,3018 -0,9571 -0,6877 -0,4804 -0,3130 -0,1798 -0,0816 -0,0073 0,0508 0,0702 0,0060 -0,1794 -0,4944 -0,9033 -1,3131 -1,5854 -1,5898 -1,2659 -0,6532 0,1254 0,9090 1,5556 1,9871 2,1954 2,2123 2,0808 1,8533 1,5945 1,3639 1,1885 1,0555 0,9329 0,7939 0,6256 0,4330 0,2470 0,1190 0,0908 0,1635 0,2943 0,4245 0,5178 0,5727 0,6035 0,6144 0,5879 0,4872 0,2726 -0,0694 -0,5074 -0,9774 -1,4132 -1,7632 -1,9828 -2,0302 -1,8767 -1,5275 -1,0338 -0,4828 0,0234 0,3883 0,5388 0,4383 0,0908 -0,4610 -1,1428 -1,8657 -2,5441 -3,1083 -3,5078 -3,7149 -3,7324 -3,5885 -3,3163 -2,9397 -2,4759 -1,9501 -1,4074 -0,9083 -0,5075 -0,2304 -0,0710 -0,0120 -0,0351 -0,1118 -0,2012 -0,2634 -0,2692 -0,2069 -0,0892 0,0599 0,2342 0,4521 0,7269 1,0437 1,3714 1,6783 1,9328 2,1047 2,1761 2,1507 2,0532 1,9191 1,7802 1,6565 1,5632 1,5178 1,5399 1,6458 1,8439 2,1222 2,4443 2,7697 3,0756 3,3519 3,5829 3,7379 3,7792 3,6790 3,4266 3,0258 2,4957 1,8705 1,1877 0,4778 -0,2265 -0,8809 -1,4381 -1,8670 -2,1621 -2,3369 -2,4137 -2,4252 -2,4205 -2,4574 -2,5758 -2,7799 -3,0540 -3,3931 -3,8032 -4,2748 -4,7725 -5,2492 -5,6605 -5,9704 -6,1555 -6,2019 -6,0970 -5,8253 -5,3741 -4,7469 -3,9769 -3,1351 -2,3195 -1,6199 -1,0782 -0,6772 -0,3699 -0,1168 0,1057 0,3142 0,5143 0,6829 0,7724 0,7436 0,5948 0,3650 0,1194 -0,0761 -0,1826 -0,2041 -0,1839 -0,1819 -0,2476 -0,4082 -0,6695 -1,0149 -1,4085 -1,8187 -2,2428 -2,6979 -3,1881 -3,6911 -4,1782 -4,6358 -5,0657 -5,4722 -5,8543 -6,2113 -6,5511 -6,8848 -7,2102 -7,5069 -7,7474 -7,9103 -7,9824 -7,9508 -7,7985 -7,5077 -7,0615 -6,4429 -5,6452 -4,6902 -3,6236 -2,4857 -1,2864 -0,0125 1,3425 2,7511 4,1479 5,4563 6,6218 7,6192 8,4461 9,1248 9,6972 10,1989 10,6321 10,9637 11,1530 11,1790 11,0448 10,7676 10,3670 9,8538 9,2308 8,5071 7,7149 6,9132 6,1662 5,5037 4,8956 4,2652 3,5335 2,6651 1,6879 0,6810 -0,2569 -1,0385 -1,6113 -1,9701 -2,1544 -2,2265 -2,2412 -2,2247 -2,1668 -2,0323 -1,7870 -1,4167 -0,9259 -0,3295 0,3490 1,0707 1,7808 2,4178 2,9284 3,2763 3,4428 3,4220 3,2242 2,8844 2,4678 2,0570 1,7262 1,5186 1,4385 1,4569 1,5256 1,5955 1,6364 1,6531 1,6808 1,7499 1,8503 1,9323 1,9327 1,7915 1,4598 0,9261 0,2451 -0,4721 -1,1031 -1,5571 -1,7990 -1,8561 -1,8046 -1,7386 -1,7359 -1,8336 -2,0155 -2,2184 -2,3682 -2,4266 -2,4116
F3    -2,2885 -2,6129 -2,8146 -2,8798 -2,8196 -2,6583 -2,4189 -2,1074 -1,7116 -1,2147 -0,6162 0,0509 0,7218 1,3268 1,8209 2,1926 2,4486 2,5996 2,6559 2,6255 2,5058 2,2816 1,9387 1,4829 0,9470 0,3842 -0,1474 -0,6036 -0,9669 -1,2363 -1,4017 -1,4339 -1,3042 -1,0091 -0,5812 -0,0841 0,4044 0,8111 1,0779 1,1716 1,1018 0,9244 0,7075 0,4910 0,2864 0,1013 -0,0445 -0,1173 -0,0779 0,0904 0,3514 0,6209 0,8086 0,8629 0,7903 0,6410 0,4731 0,3275 0,2248 0,1738 0,1760 0,2235 0,2985 0,3804 0,4549 0,5208 0,5908 0,6773 0,7700 0,8291 0,8089 0,6895 0,4906 0,2619 0,0596 -0,0765 -0,1397 -0,1574 -0,1798 -0,2649 -0,4630 -0,7953 -1,2385 -1,7344 -2,2260 -2,6894 -3,1290 -3,5419 -3,8867 -4,1002 -4,1426 -4,0225 -3,7854 -3,4882 -3,1791 -2,8882 -2,6337 -2,4372 -2,3219 -2,2957 -2,3499 -2,4759 -2,6737 -2,9458 -3,2909 -3,7012 -4,1628 -4,6544 -5,1437 -5,5917 -5,9659 -6,2416 -6,3994 -6,4314 -6,3508 -6,1863 -5,9694 -5,7287 -5,4885 -5,2572 -5,0158 -4,7260 -4,3632 -3,9371 -3,4777 -3,0098 -2,5442 -2,0841 -1,6407 -1,2441 -0,9454 -0,8070 -0,8792 -1,1677 -1,6239 -2,1709 -2,7380 -3,2703 -3,7248 -4,0728 -4,2952 -4,3663 -4,2508 -3,9141 -3,3353 -2,5246 -1,5318 -0,4328 0,6908 1,7594 2,6932 3,4192 3,8843 4,0607 3,9454 3,5725 3,0273 2,4355 1,9248 1,5869 1,4562 1,5120 1,7010 1,9667 2,2668 2,5838 2,9285 3,3266 3,7935 4,3149 4,8480 5,3342 5,7141 5,9347 5,9516 5,7393 5,3055 4,6985 3,9979 3,2934 2,6611 2,1535 1,8022 1,6218 1,6084 1,7375 1,9655 2,2348 2,4840 2,6602 2,7287 2,6856 2,5605 2,3956 2,2156 2,0148 1,7674 1,4441 1,0268 0,5242 -0,0244 -0,5681 -1,0695 -1,5072 -1,8535 -2,0626 -2,0901 -1,9219 -1,5795 -1,1005 -0,5203 0,1242 0,7796 1,3753 1,8439 2,1388 2,2345 2,1297 1,8593 1,4928 1,1092 0,7719 0,5198 0,3675 0,3073 0,3147 0,3566 0,3974 0,4047 0,3528 0,2308 0,0503 -0,1551 -0,3456 -0,4985 -0,6238 -0,7501 -0,8893 -1,0133 -1,0626 -0,9770 -0,7330 -0,3695 0,0210 0,3376 0,5260 0,6012 0,6260 0,6667 0,7526 0,8524 0,8822 0,7487 0,4040 -0,1237 -0,7415 -1,3275 -1,7616 -1,9482 -1,8362 -1,4314 -0,7890 0,0067 0,8637 1,7043 2,4750 3,1371 3,6582 4,0187 4,2133 4,2314 4,0380 3,5904 2,8804 1,9573 0,9093 -0,1644 -1,1668 -2,0099 -2,6189 -2,9287 -2,8926 -2,5114 -1,8529 -1,0331 -0,1748 0,6184 1,2637 1,6993 1,8908 1,8325 1,5410 1,0456 0,3876 -0,3746 -1,1737 -1,9566 -2,6973 -3,3828 -3,9834 -4,4385 -4,6765 -4,6510 -4,3637 -3,8603 -3,2163 -2,5237 -1,8717 -1,3217 -0,8914 -0,5638 -0,3083 -0,0884 0,1179 0,2826 0,3245 0,1574 -0,2588 -0,8994 -1,6779 -2,4510 -3,0378 -3,2730 -3,0734 -2,4705 -1,5886 -0,5917 0,3703 1,1912 1,8105 2,2025 2,3758 2,3746 2,2636 2,0976 1,9009 1,6699 1,3915 1,0584 0,6756 0,2651 -0,1277 -0,4367 -0,5943 -0,5646 -0,3681 -0,0745 0,2315 0,4774 0,6055 0,5711 0,3527 -0,0407 -0,5659 -1,1455 -1,6832 -2,0979 -2,3518 -2,4495 -2,4135 -2,2636 -2,0084 -1,6510 -1,2087 -0,7298 -0,2935 0,0020 0,0629 -0,1730 -0,7169 -1,5187 -2,4646 -3,4012 -4,1817 -4,7038 -4,9205 -4,8316 -4,4720 -3,8985 -3,1743 -2,3629 -1,5332 -0,7622 -0,1275 0,3114 0,5371 0,5874 0,5310 0,4225 0,2829 0,1196 -0,0530 -0,2157 -0,3539 -0,4627 -0,5492 -0,6241 -0,6812 -0,6880 -0,6079 -0,4252 -0,1498 0,1829 0,5115 0,7661 0,8979 0,9025 0,8272 0,7535 0,7537 0,8475 0,9950 1,1329 1,2193 1,2547 1,2683 1,2884 1,3292 1,4058 1,5438 1,7656 2,0658 2,3969 2,6808 2,8432 2,8391 2,6502 2,2751 1,7252 1,0272 0,2237 -0,6312 -1,4810 -2,2722 -2,9607 -3,5153 -3,9102 -4,1218 -4,1499 -4,0382 -3,8666 -3,7128 -3,6154 -3,5766 -3,5992 -3,7080 -3,9266 -4,2489 -4,6402 -5,0575 -5,4608 -5,8117 -6,0655 -6,1685 -6,0699 -5,7372 -5,1685 -4,4009 -3,5184 -2,6417 -1,8923 -1,3478 -1,0180 -0,8561 -0,7889 -0,7435 -0,6639 -0,5286 -0,3662 -0,2419 -0,2139 -0,2989 -0,4690 -0,6689 -0,8385 -0,9361 -0,9559 -0,9265 -0,8912 -0,8905 -0,9611 -1,1398 -1,4525 -1,9043 -2,4868 -3,1875 -3,9774 -4,7926 -5,5385 -6,1250 -6,5025 -6,6734 -6,6824 -6,6012 -6,5099 -6,4741 -6,5250 -6,6494 -6,8020 -6,9351 -7,0212 -7,0464 -6,9894 -6,8200 -6,5149 -6,0653 -5,4737 -4,7574 -3,9507 -3,0876 -2,1749 -1,1839 -0,0714 1,1821 2,5434 3,9327 5,2606 6,4587 7,4832 8,3125 8,9449 9,3855 9,6337 9,6885 9,5636 9,2963 8,9450 8,5733 8,2239 7,9018 7,5790 7,2162 6,7856 6,2872 5,7504 5,2109 4,6747 4,1053 3,4481 2,6646 1,7550 0,7642 -0,2296 -1,1381 -1,8846 -2,4189 -2,7242 -2,8154 -2,7305 -2,5152 -2,2071 -1,8269 -1,3797 -0,8661 -0,2944 0,3162 0,9431 1,5638 2,1466 2,6436 3,0012 3,1774 3,1472 2,9051 2,4736 1,9035 1,2617 0,6221 0,0675 -0,3197 -0,4777 -0,3837 -0,0644 0,4060 0,9278 1,4150 1,8271 2,1667 2,4481 2,6675 2,8013 2,8139 2,6554 2,2683 1,6276 0,7829 -0,1435 -0,9995 -1,6564 -2,0490 -2,1886 -2,1439 -2,0022 -1,8386 -1,7016 -1,6040 -1,5194 -1,4083 -1,2619 -1,1203
F7    -2,3886 -1,8615 -1,2203 -0,5915 -0,0736 0,2936 0,5295 0,6838 0,7950 0,8796 0,9542 1,0392 1,1423 1,2581 1,3773 1,4790 1,5203 1,4576 1,2917 1,0792 0,8890 0,7524 0,6575 0,5745 0,4788 0,3608 0,2291 0,1011 -0,0183 -0,1342 -0,2336 -0,2824 -0,2563 -0,1634 -0,0349 0,0946 0,1914 0,2218 0,1637 0,0180 -0,1922 -0,4320 -0,6721 -0,9036 -1,1371 -1,3873 -1,6624 -1,9648 -2,2899 -2,6132 -2,8862 -3,0483 -3,0466 -2,8541 -2,4764 -1,9458 -1,3175 -0,6612 -0,0469 0,4594 0,7948 0,9117 0,7935 0,4609 -0,0294 -0,5897 -1,1164 -1,5160 -1,7295 -1,7409 -1,5759 -1,3072 -1,0456 -0,9017 -0,9408 -1,1655 -1,5290 -1,9644 -2,4140 -2,8443 -3,2419 -3,5981 -3,8955 -4,1060 -4,2014 -4,1760 -4,0665 -3,9450 -3,8805 -3,9018 -3,9861 -4,0608 -4,0282 -3,8236 -3,4674 -3,0512 -2,6726 -2,3919 -2,2273 -2,1667 -2,1923 -2,3026 -2,5047 -2,7907 -3,1307 -3,4836 -3,8173 -4,1197 -4,3880 -4,6138 -4,7732 -4,8124 -4,6556 -4,2528 -3,6281 -2,8786 -2,1325 -1,5085 -1,0908 -0,9142 -0,9602 -1,1718 -1,4761 -1,8023 -2,0955 -2,3357 -2,5547 -2,8250 -3,2044 -3,6745 -4,1372 -4,4763 -4,6207 -4,5600 -4,3288 -3,9999 -3,6760 -3,4456 -3,3386 -3,3317 -3,3808 -3,4417 -3,4757 -3,4498 -3,3387 -3,1375 -2,8669 -2,5510 -2,2042 -1,8422 -1,4871 -1,1555 -0,8467 -0,5442 -0,2273 0,1155 0,4865 0,8981 1,3921 2,0146 2,7678 3,6046 4,4647 5,2856 5,9833 6,4575 6,6247 6,4435 5,9246 5,1267 4,1452 3,1029 2,1421 1,3965 0,9507 0,8131 0,9262 1,2041 1,5682 1,9542 2,3005 2,5582 2,7182 2,8131 2,8922 3,0032 3,1730 3,3754 3,5223 3,5027 3,2392 2,7155 1,9731 1,0962 0,1959 -0,6125 -1,2334 -1,5997 -1,6738 -1,4534 -0,9829 -0,3556 0,3020 0,8682 1,2685 1,4900 1,5594 1,5189 1,4190 1,3116 1,2392 1,2278 1,2831 1,3951 1,5502 1,7351 1,9359 2,1387 2,3357 2,5331 2,7435 2,9627 3,1555 3,2590 3,2050 2,9458 2,4677 1,7929 0,9894 0,1690 -0,5444 -1,0585 -1,3401 -1,4284 -1,4263 -1,4573 -1,6074 -1,8933 -2,2724 -2,6770 -3,0446 -3,3269 -3,4886 -3,5076 -3,3766 -3,1058 -2,7268 -2,2897 -1,8537 -1,4765 -1,2090 -1,0896 -1,1339 -1,3216 -1,5943 -1,8744 -2,0953 -2,2185 -2,2361 -2,1717 -2,0766 -2,0105 -2,0207 -2,1311 -2,3399 -2,6208 -2,9311 -3,2220 -3,4435 -3,5434 -3,4720 -3,2064 -2,7656 -2,1974 -1,5581 -0,9088 -0,3121 0,1888 0,5910 0,9291 1,2441 1,5409 1,7751 1,8753 1,7735 1,4357 0,8832 0,1859 -0,5617 -1,2608 -1,8273 -2,2138 -2,4174 -2,4639 -2,3896 -2,2322 -2,0230 -1,7812 -1,5243 -1,2805 -1,0864 -0,9819 -1,0123 -1,2194 -1,6171 -2,1786 -2,8415 -3,5189 -4,1158 -4,5580 -4,8239 -4,9448 -4,9663 -4,9137 -4,7888 -4,5780 -4,2605 -3,8247 -3,2814 -2,6584 -1,9878 -1,3088 -0,6792 -0,1697 0,1684 0,3312 0,3600 0,3114 0,2287 0,1263 -0,0054 -0,1739 -0,3618 -0,5284 -0,6293 -0,6392 -0,5670 -0,4562 -0,3702 -0,3668 -0,4643 -0,6289 -0,7965 -0,9108 -0,9607 -0,9972 -1,1056 -1,3443 -1,7044 -2,1268 -2,5432 -2,8995 -3,1591 -3,3110 -3,3804 -3,4246 -3,5139 -3,7097 -4,0395 -4,4804 -4,9688 -5,4336 -5,8300 -6,1457 -6,3748 -6,4924 -6,4547 -6,2212 -5,7882 -5,2135 -4,6084 -4,1025 -3,7937 -3,7056 -3,7811 -3,9239 -4,0535 -4,1375 -4,1854 -4,2184 -4,2487 -4,2748 -4,2758 -4,2093 -4,0324 -3,7335 -3,3458 -2,9308 -2,5580 -2,2917 -2,1739 -2,2065 -2,3430 -2,4955 -2,5625 -2,4703 -2,2004 -1,7883 -1,3078 -0,8502 -0,4916 -0,2603 -0,1388 -0,0954 -0,1083 -0,1740 -0,3042 -0,5045 -0,7538 -1,0046 -1,2038 -1,3078 -1,2801 -1,0928 -0,7450 -0,2774 0,2338 0,7016 1,0613 1,2884 1,3845 1,3537 1,2000 0,9421 0,6191 0,2756 -0,0528 -0,3407 -0,5692 -0,7318 -0,8454 -0,9439 -1,0504 -1,1610 -1,2595 -1,3431 -1,4277 -1,5430 -1,7359 -2,0680 -2,5817 -3,2555 -3,9967 -4,6904 -5,2580 -5,6654 -5,8899 -5,9047 -5,7048 -5,3332 -4,8784 -4,4412 -4,0854 -3,8122 -3,5826 -3,3546 -3,1028 -2,8269 -2,5586 -2,3474 -2,2245 -2,1714 -2,1251 -2,0181 -1,8212 -1,5591 -1,2908 -1,0801 -0,9776 -1,0071 -1,1477 -1,3429 -1,5350 -1,6848 -1,7729 -1,8100 -1,8384 -1,9105 -2,0697 -2,3455 -2,7472 -3,2537 -3,8040 -4,3065 -4,6789 -4,8941 -4,9950 -5,0689 -5,2037 -5,4545 -5,8309 -6,2961 -6,7722 -7,1629 -7,3937 -7,4451 -7,3532 -7,1870 -7,0176 -6,8965 -6,8489 -6,8734 -6,9385 -6,9898 -6,9675 -6,8105 -6,4573 -5,8760 -5,1011 -4,2256 -3,3546 -2,5635 -1,8722 -1,2365 -0,5767 0,1649 0,9879 1,8351 2,6092 3,2098 3,5972 3,8266 4,0102 4,2365 4,5184 4,8015 5,0060 5,0572 4,8938 4,4748 3,7950 2,9014 1,8886 0,8717 -0,0414 -0,7776 -1,3238 -1,7182 -2,0053 -2,2018 -2,2974 -2,2786 -2,1561 -1,9699 -1,7592 -1,5314 -1,2720 -0,9881 -0,7299 -0,5644 -0,5302 -0,6116 -0,7473 -0,8615 -0,8974 -0,8283 -0,6432 -0,3343 0,0988 0,6470 1,2848 1,9539 2,5654 3,0409 3,3565 3,5389 3,6267 3,6456 3,6138 3,5450 3,4381 3,2758 3,0438 2,7423 2,3761 1,9440 1,4522 0,9319 0,4296 -0,0227 -0,4138 -0,7285 -0,9394 -1,0358 -1,0372 -0,9718 -0,8579 -0,7079 -0,5400 -0,3889 -0,3071 -0,3579 -0,5971 -1,0508 -1,6962 -2,4531 -3,2009 -3,8307 -4,2891 -4,5783
