Fp1   1,0210 2,5585 3,4575 3,6920 3,3411 2,4835 1,2020 -0,3548 -1,9756 -3,4478 -4,6183 -5,3988 -5,7168 -5,5276 -4,9068 -4,0549 -3,1693 -2,3430 -1,5805 -0,8747 -0,2724 0,1149 0,1769 -0,1017 -0,5923 -1,0711 -1,3462 -1,3620 -1,1900 -0,9294 -0,6431 -0,3691 -0,1117 0,1837 0,5733 1,0290 1,4584 1,8011 2,0508 2,1895 2,1812 2,0532 1,9177 1,8868 1,9963 2,2091 2,4728 2,7859 3,2254 3,8967 4,8528 6,0565 7,3790 8,6202 9,5717 10,0897 10,1490 9,8657 9,4424 9,0434 8,7165 8,3933 7,9179 7,1146 5,9055 4,3777 2,7380 1,2095 -0,0680 -1,0716 -1,8318 -2,3463 -2,5639 -2,4559 -2,1108 -1,7385 -1,5405 -1,5479 -1,5776 -1,3769 -0,8326 -0,0315 0,8483 1,6438 2,2515 2,6688 3,0143 3,4721 4,2038 5,2527 6,4713 7,5629 8,2323 8,3215 7,8650 7,0469 6,0672 5,0198 3,9084 2,7447 1,5823 0,4777 -0,5354 -1,4507 -2,2830 -3,0189 -3,5503 -3,6968 -3,3330 -2,4854 -1,3016 0,0382 1,3674 2,5640 3,6136 4,6173 5,6614 6,6899 7,5441 8,0810 8,2107 7,8876 7,1624 6,2353 5,3937 4,8757 4,7521 4,8712 4,9382 4,7167 4,1706 3,4648 2,8903 2,7252 3,0720 3,8015 4,6433 5,3248 5,6704 5,6556 5,4086 5,1346 4,9859 4,9546 4,8884 4,6418 4,2056 3,7002 3,2990 3,1712 3,4135 3,9605 4,5921 5,0872 5,3556 5,4147 5,2986 5,0019 4,4718 3,6785 2,7168 1,7859 1,0664 0,6627 0,6129 0,8629 1,2279 1,4359 1,2599 0,6401 -0,2846 -1,2578 -2,0465 -2,5592 -2,8894 -3,2384 -3,7609 -4,5090 -5,5060 -6,7615 -8,1670 -9,4446 -10,2768 -10,5367 -10,4029 -10,2120 -10,1870 -10,3125 -10,4143 -10,2964 -9,8151 -8,9004 -7,5470 -5,7662 -3,5764 -1,0947 1,4061 3,5933 5,2082 6,1199 6,3212 5,9067 5,0559 4,0223 3,0848 2,4549 2,1976 2,2277 2,3725 2,4402 2,2601 1,7311 0,8718 -0,1796 -1,2091 -1,9881 -2,3506 -2,2691 -1,8630 -1,3028 -0,6830 0,0132 0,8384 1,7808 2,7485 3,6304 4,3310 4,7678 4,8760 4,6100 3,9858 3,1542 2,3708 1,8578 1,6842 1,7325 1,7606 1,5367 0,9650 0,1021 -0,9143 -1,8948 -2,5788 -2,7023 -2,1574 -1,1035 0,0889 1,0545 1,6227 1,8100 1,7027 1,4034 1,0373 0,7283 0,5456 0,4939 0,5558 0,7223 0,9573 1,1355 1,0621 0,6074 -0,1716 -1,0796 -1,9449 -2,6977 -3,3253 -3,7964 -4,0321 -3,9685 -3,6521 -3,2649 -3,0491 -3,1843 -3,7070 -4,5033 -5,3489 -6,0101 -6,3758 -6,4995 -6,5156 -6,5219 -6,5163 -6,4246 -6,1859 -5,8112 -5,3733 -4,9581 -4,6078 -4,2962 -3,9781 -3,6613 -3,3904 -3,1780 -2,9998 -2,8453 -2,7370 -2,6913 -2,6913 -2,7189 -2,7742 -2,8342 -2,8484 -2,7924 -2,6625 -2,4210 -2,0285 -1,5402 -1,1048 -0,8684 -0,9143 -1,2577 -1,8489 -2,6020 -3,4630 -4,4608 -5,6695 -7,1152 -8,7055 -10,2048 -11,2764 -11,6290 -11,1936 -10,1529 -8,7787 -7,2613 -5,7070 -4,2167 -2,8903 -1,7846 -0,9046 -0,2029 0,3989 0,9351 1,3576 1,5957 1,6445 1,6083 1,6453 1,8236 2,0129 1,9379 1,3538 0,1733 -1,5359 -3,5985 -5,7457 -7,6360 -8,9365 -9,4448 -9,1690 -8,2834 -6,9977 -5,4970 -4,0029 -2,8151 -2,2340 -2,4181 -3,2880 -4,5443 -5,7867 -6,6682 -7,0293 -6,9665 -6,7843 -6,8339 -7,3235 -8,2530 -9,5130 -10,9808 -12,5042 -13,8719 -14,8534 -15,2775 -15,0910 -14,3772 -13,3295 -12,2048 -11,2587 -10,6476 -10,3756 -10,3336 -10,3591 -10,2984 -10,1029 -9,8710 -9,7603 -9,8534 -10,1013 -10,3966 -10,7261 -11,2496 -12,1839 -13,5749 -15,1934 -16,6482 -17,5410 -17,5458 -16,5042 -14,5613 -12,1829 -9,9491 -8,2683 -7,2738 -6,9186 -7,0937 -7,6834 -8,5781 -9,6733 -10,8738 -12,1026 -13,3226 -14,5519 -15,8252 -17,0988 -18,2057 -18,9509 -19,2450 -19,1228 -18,6615 -17,9393 -17,0665 -16,1921 -15,4466 -14,8725 -14,4083 -13,9770 -13,5931 -13,3192 -13,1180 -12,8456 -12,4168 -11,9079 -11,4760 -11,2220 -11,1306 -11,0999 -11,0162 -10,8099 -10,4448 -9,8773 -9,0655 -8,0293 -6,8979 -5,8965 -5,2765 -5,2367 -5,8570 -7,0600 -8,6238 -10,2526 -11,6795 -12,7248 -13,2638 -13,1882 -12,4637 -11,2123 -9,6705 -8,0581 -6,5076 -5,1146 -4,0209 -3,3844 -3,2485 -3,4831 -3,8956 -4,3939 -5,0144 -5,8059 -6,7253 -7,6307 -8,3377 -8,6564 -8,3860 -7,3907 -5,7681 -3,8634 -2,0649 -0,6460 0,2446 0,5663 0,3909 -0,1016 -0,6464 -0,9709 -0,9199 -0,5287 0,0401 0,6016 1,0249 1,3060 1,5542 1,8483 2,1599 2,4355 2,6734 2,8840 3,0376 3,0985 3,0856 3,0829 3,2065 3,5297 4,0011 4,4644 4,7978 4,9974 5,0953 5,0654 4,8591 4,4866 4,0221 3,5272 2,9955 2,4093 1,8027 1,1979 0,5053 -0,4418 -1,7193 -3,1853 -4,5220 -5,4014 -5,6494 -5,3106 -4,5954 -3,7651 -3,0111 -2,3884 -1,8679 -1,4504 -1,2056 -1,2129 -1,5259 -2,1878 -3,1871 -4,3695 -5,4406 -6,0868 -6,1164 -5,5103 -4,3681 -2,8545 -1,2103 0,2352 1,1310 1,2318 0,4951 -0,8945 -2,5963 -4,2677 -5,6725 -6,6642 -7,1646 -7,1977 -6,8749 -6,3380 -5,7474 -5,2679 -4,9953 -4,9054 -4,9069 -4,9393 -5,0015 -5,1007 -5,2050 -5,2332 -5,0893 -4,7656 -4,4023 -4,1956 -4,2850 -4,7571 -5,6576 -6,9185 -8,3255 -9,6232 -10,6383 -11,2905 -11,5290 -11,3225 -10,7037 -9,7657 -8,6234 -7,4133 -6,2970 -5,4202 -4,8656 -4,6280 -4,6062 -4,6255 -4,5231 -4,2602 -3,9397 -3,7001 -3,6111 -3,6467 -3,7227 -3,7706 -3,7877
Fz    -2,2011 -1,9200 -1,8315 -1,8758 -1,9926 -2,1657 -2,3914 -2,6320 -2,8172 -2,8801 -2,7898 -2,5479 -2,1514 -1,5894 -0,8850 -0,1049 0,6832 1,4411 2,1591 2,8335 3,4285 3,8521 3,9831 3,7408 3,1462 2,3215 1,4244 0,5789 -0,1421 -0,6929 -1,0442 -1,2010 -1,1979 -1,0675 -0,8389 -0,5648 -0,3150 -0,1313 -0,0164 0,0364 0,0386 0,0362 0,1063 0,3040 0,6251 1,0206 1,4376 1,8520 2,2640 2,6747 3,0818 3,4882 3,8849 4,2266 4,4393 4,4568 4,2619 3,9071 3,4880 3,0921 2,7714 2,5407 2,3857 2,2879 2,2530 2,3011 2,4330 2,6186 2,8125 2,9787 3,1131 3,2437 3,4046 3,5997 3,7878 3,9018 3,8980 3,7942 3,6624 3,5784 3,5711 3,6154 3,6621 3,6637 3,5940 3,4735 3,3716 3,3712 3,5307 3,8543 4,2763 4,6851 4,9730 5,0753 4,9943 4,8043 4,6089 4,4784 4,4279 4,4373 4,4673 4,4644 4,3779 4,1750 3,8541 3,4615 3,0905 2,8417 2,7676 2,8522 3,0446 3,2976 3,5732 3,8452 4,1277 4,4815 4,9587 5,5435 6,1611 6,7179 7,1241 7,3204 7,3161 7,1919 7,0586 7,0082 7,0696 7,1803 7,2231 7,1237 6,9108 6,6920 6,6048 6,7730 7,2606 8,0338 8,9638 9,8785 10,6393 11,2039 11,6358 12,0545 12,5601 13,1712 13,8094 14,3537 14,7289 14,9512 15,0997 15,2542 15,4473 15,6463 15,7772 15,7801 15,6498 15,4261 15,1579 14,8657 14,5201 14,0674 13,4871 12,8206 12,1515 11,5735 11,1550 10,9011 10,7395 10,5559 10,2589 9,8216 9,2822 8,7239 8,2453 7,9180 7,7461 7,6753 7,6532 7,6563 7,6569 7,6126 7,5104 7,3982 7,3554 7,4207 7,5440 7,6194 7,5731 7,4203 7,2482 7,1525 7,1866 7,3492 7,6026 7,9158 8,2851 8,6893 9,0420 9,2251 9,1631 8,8554 8,3604 7,7587 7,1236 6,5124 5,9722 5,5383 5,2160 4,9706 4,7520 4,5232 4,2582 3,9332 3,5376 3,0900 2,6406 2,2492 1,9562 1,7674 1,6584 1,6016 1,6028 1,7047 1,9387 2,2745 2,6325 2,9382 3,1403 3,1887 3,0291 2,6267 2,0096 1,2867 0,5968 0,0315 -0,3923 -0,7067 -0,9529 -1,1543 -1,3087 -1,3997 -1,4143 -1,3302 -1,0889 -0,6143 0,1221 1,0565 2,0531 2,9750 3,7360 4,2885 4,6011 4,6795 4,5921 4,4431 4,3158 4,2492 4,2604 4,3594 4,5179 4,6375 4,5830 4,2677 3,7159 3,0358 2,3307 1,6509 1,0290 0,5271 0,2274 0,1682 0,2885 0,4443 0,4889 0,3508 0,0586 -0,2805 -0,5264 -0,5734 -0,4028 -0,0765 0,3156 0,7106 1,0980 1,4996 1,9252 2,3528 2,7458 3,0718 3,3086 3,4443 3,4698 3,3694 3,1317 2,7766 2,3511 1,8955 1,4269 0,9593 0,5191 0,1320 -0,1883 -0,4292 -0,5774 -0,6296 -0,5827 -0,4209 -0,1432 0,1994 0,5195 0,7399 0,8232 0,7730 0,6161 0,3735 0,0409 -0,4067 -0,9871 -1,6854 -2,4440 -3,1527 -3,6584 -3,8317 -3,6486 -3,1972 -2,6011 -1,9521 -1,3163 -0,7596 -0,3270 -0,0149 0,2109 0,3819 0,5045 0,5478 0,4640 0,2411 -0,0697 -0,3726 -0,5737 -0,6315 -0,5811 -0,4993 -0,4450 -0,4443 -0,5179 -0,6854 -0,9319 -1,1868 -1,3465 -1,3284 -1,1155 -0,7549 -0,3136 0,1565 0,6129 1,0055 1,2797 1,3983 1,3636 1,2245 1,0609 0,9642 1,0148 1,2392 1,5783 1,9155 2,1519 2,2473 2,1998 2,0212 1,7407 1,4082 1,0824 0,8148 0,6357 0,5485 0,5263 0,5049 0,3951 0,1321 -0,2853 -0,8011 -1,3263 -1,7734 -2,1000 -2,3193 -2,4655 -2,5512 -2,5556 -2,4547 -2,2744 -2,1205 -2,1373 -2,4176 -2,9473 -3,6250 -4,3042 -4,8231 -5,0546 -4,9737 -4,6854 -4,3636 -4,1439 -4,0729 -4,1374 -4,3034 -4,5327 -4,7923 -5,0564 -5,2918 -5,4533 -5,5098 -5,4758 -5,4055 -5,3445 -5,2915 -5,2112 -5,0678 -4,8407 -4,5274 -4,1539 -3,7783 -3,4671 -3,2596 -3,1472 -3,0831 -3,0320 -3,0125 -3,0631 -3,1765 -3,2988 -3,3959 -3,4980 -3,6738 -3,9685 -4,3686 -4,8159 -5,2491 -5,6301 -5,9298 -6,1025 -6,0965 -5,8955 -5,5427 -5,1280 -4,7602 -4,5443 -4,5471 -4,7665 -5,1373 -5,5729 -6,0045 -6,3859 -6,6697 -6,8054 -6,7811 -6,6563 -6,5298 -6,4732 -6,5000 -6,5907 -6,7352 -6,9352 -7,1715 -7,3882 -7,5207 -7,5480 -7,5140 -7,4936 -7,5315 -7,6140 -7,6925 -7,7117 -7,6057 -7,3135 -6,8358 -6,2514 -5,6664 -5,1701 -4,8225 -4,6420 -4,6024 -4,6486 -4,7143 -4,7462 -4,7347 -4,7158 -4,7310 -4,7992 -4,9190 -5,0680 -5,2129 -5,3416 -5,4668 -5,5944 -5,7181 -5,8365 -5,9460 -6,0207 -6,0219 -5,9316 -5,7646 -5,5518 -5,3242 -5,1053 -4,8974 -4,6886 -4,4889 -4,3430 -4,2879 -4,3119 -4,3609 -4,3803 -4,3427 -4,2354 -4,0409 -3,7536 -3,4049 -3,0454 -2,6944 -2,3223 -1,8841 -1,3617 -0,7836 -0,2215 0,2408 0,5513 0,7216 0,8237 0,9415 1,1089 1,2929 1,4278 1,4478 1,2993 0,9617 0,4719 -0,0751 -0,5631 -0,9179 -1,1462 -1,3084 -1,4650 -1,6546 -1,9043 -2,2317 -2,6333 -3,0755 -3,4980 -3,8368 -4,0589 -4,1675 -4,1668 -4,0477 -3,8200 -3,5290 -3,2367 -3,0057 -2,8904 -2,9144 -3,0529 -3,2502 -3,4622 -3,6699 -3,8584 -3,9996 -4,0563 -3,9939 -3,8053 -3,5364 -3,2771 -3,1287 -3,1764 -3,4603 -3,9369 -4,4860 -4,9864 -5,3856 -5,6957 -5,9498 -6,1791 -6,4081 -6,6338 -6,8174 -6,9201 -6,9366 -6,8916 -6,8246 -6,7788 -6,7791 -6,8106 -6,8287 -6,8031 -6,7447 -6,6852 -6,6507 -6,6551 -6,7057 -6,8097 -6,9741
F3    -1,1173 -0,8110 -0,7371 -0,8066 -0,9245 -1,0503 -1,1776 -1,2878 -1,3410 -1,2986 -1,1482 -0,8982 -0,5442 -0,0695 0,5109 1,1354 1,7360 2,2704 2,7254 3,0991 3,3682 3,4651 3,2996 2,8208 2,0700 1,1764 0,2931 -0,4686 -1,0555 -1,4474 -1,6407 -1,6586 -1,5481 -1,3530 -1,1132 -0,8893 -0,7488 -0,7196 -0,7801 -0,8939 -1,0204 -1,0919 -1,0281 -0,7926 -0,4222 0,0046 0,4211 0,8046 1,1659 1,5173 1,8643 2,2142 2,5591 2,8579 3,0497 3,0829 2,9439 2,6755 2,3580 2,0614 1,8204 1,6400 1,5075 1,4117 1,3622 1,3812 1,4766 1,6306 1,8072 1,9733 2,1255 2,2957 2,5243 2,8168 3,1218 3,3521 3,4426 3,3988 3,2923 3,2029 3,1605 3,1443 3,1209 3,0660 2,9721 2,8696 2,8311 2,9342 3,2226 3,6825 4,2344 4,7561 5,1311 5,2860 5,2144 4,9803 4,6804 4,3872 4,1296 3,9108 3,7208 3,5396 3,3440 3,1120 2,8315 2,5234 2,2511 2,0878 2,0635 2,1479 2,2889 2,4537 2,6279 2,8072 3,0193 3,3300 3,7899 4,3778 5,0122 5,5958 6,0383 6,2799 6,3294 6,2699 6,2132 6,2477 6,3998 6,6107 6,7691 6,7996 6,7177 6,6123 6,6062 6,8198 7,3230 8,0900 8,9971 9,8737 10,5798 11,0678 11,3939 11,6729 12,0073 12,4280 12,8801 13,2699 13,5409 13,7085 13,8330 13,9720 14,1446 14,3130 14,3985 14,3363 14,1176 13,7775 13,3539 12,8575 12,2662 11,5533 10,7342 9,8853 9,1170 8,5323 8,1871 8,0611 8,0584 8,0509 7,9390 7,6825 7,2995 6,8522 6,4267 6,0962 5,8780 5,7378 5,6464 5,6009 5,5824 5,5399 5,4408 5,3155 5,2367 5,2486 5,3153 5,3489 5,2896 5,1594 5,0426 5,0262 5,1554 5,4233 5,7877 6,2110 6,6840 7,1847 7,6309 7,9080 7,9389 7,7168 7,2911 6,7373 6,1318 5,5419 5,0234 4,6096 4,2942 4,0315 3,7679 3,4707 3,1239 2,7192 2,2655 1,7960 1,3602 1,0020 0,7396 0,5602 0,4307 0,3251 0,2576 0,2819 0,4417 0,7203 1,0520 1,3714 1,6298 1,7784 1,7658 1,5595 1,1822 0,7293 0,3221 0,0329 -0,1438 -0,2654 -0,3959 -0,5682 -0,7716 -0,9689 -1,1225 -1,1901 -1,1070 -0,8087 -0,2862 0,3834 1,0640 1,6312 2,0228 2,2253 2,2454 2,1206 1,9348 1,7879 1,7455 1,8237 2,0192 2,3281 2,7154 3,0758 3,2613 3,1725 2,8294 2,3455 1,8346 1,3532 0,9264 0,5977 0,4316 0,4576 0,6170 0,7747 0,7966 0,6284 0,3173 -0,0154 -0,2257 -0,2128 0,0324 0,4359 0,8980 1,3501 1,7761 2,1892 2,5927 2,9689 3,2949 3,5534 3,7313 3,8200 3,8103 3,6834 3,4221 3,0360 2,5586 2,0207 1,4430 0,8621 0,3379 -0,0770 -0,3599 -0,5044 -0,5066 -0,3679 -0,0880 0,3385 0,8899 1,4854 2,0078 2,3610 2,5047 2,4565 2,2705 2,0026 1,6807 1,2983 0,8343 0,2796 -0,3422 -0,9510 -1,4139 -1,6103 -1,5117 -1,1898 -0,7486 -0,2629 0,2145 0,6299 0,9459 1,1644 1,3135 1,4243 1,5122 1,5608 1,5350 1,4229 1,2630 1,1316 1,1012 1,1919 1,3516 1,4935 1,5559 1,5182 1,3728 1,1153 0,7713 0,4199 0,1747 0,1296 0,3105 0,6754 1,1568 1,6948 2,2339 2,7115 3,0659 3,2571 3,2846 3,1908 3,0484 2,9457 2,9652 3,1366 3,4032 3,6529 3,7924 3,7882 3,6473 3,3927 3,0641 2,7168 2,4079 2,1781 2,0412 1,9838 1,9697 1,9367 1,8059 1,5226 1,0906 0,5642 0,0278 -0,4329 -0,7708 -0,9924 -1,1289 -1,1956 -1,1763 -1,0477 -0,8344 -0,6385 -0,5982 -0,7965 -1,2118 -1,7420 -2,2465 -2,5731 -2,6054 -2,3311 -1,8657 -1,3873 -1,0283 -0,8260 -0,7566 -0,7855 -0,8895 -1,0616 -1,2995 -1,5820 -1,8641 -2,1025 -2,2875 -2,4434 -2,5910 -2,7159 -2,7841 -2,7715 -2,6726 -2,4967 -2,2732 -2,0517 -1,8803 -1,7774 -1,7194 -1,6574 -1,5654 -1,4740 -1,4307 -1,4339 -1,4345 -1,4045 -1,3818 -1,4422 -1,6389 -1,9638 -2,3536 -2,7323 -3,0486 -3,2701 -3,3561 -3,2622 -2,9771 -2,5440 -2,0508 -1,6108 -1,3414 -1,3230 -1,5604 -1,9839 -2,4908 -2,9913 -3,4215 -3,7291 -3,8716 -3,8503 -3,7334 -3,6205 -3,5765 -3,6036 -3,6717 -3,7649 -3,8873 -4,0318 -4,1586 -4,2206 -4,2107 -4,1810 -4,2037 -4,3130 -4,4840 -4,6585 -4,7682 -4,7301 -4,4683 -3,9780 -3,3427 -2,6778 -2,0835 -1,6325 -1,3586 -1,2491 -1,2538 -1,3018 -1,3275 -1,3099 -1,2856 -1,3119 -1,4257 -1,6302 -1,8910 -2,1528 -2,3795 -2,5669 -2,7175 -2,8319 -2,9184 -2,9844 -3,0190 -3,0018 -2,9252 -2,7971 -2,6294 -2,4344 -2,2231 -1,9903 -1,7176 -1,4114 -1,1186 -0,8891 -0,7328 -0,6184 -0,5099 -0,3902 -0,2451 -0,0467 0,2195 0,5229 0,8058 1,0416 1,2626 1,5317 1,8936 2,3405 2,8067 3,2003 3,4552 3,5676 3,5939 3,6046 3,6254 3,6250 3,5531 3,3723 3,0589 2,6084 2,0533 1,4680 0,9428 0,5352 0,2412 0,0204 -0,1640 -0,3386 -0,5325 -0,7759 -1,0837 -1,4431 -1,8121 -2,1371 -2,3834 -2,5430 -2,6080 -2,5641 -2,4205 -2,2182 -2,0077 -1,8356 -1,7427 -1,7477 -1,8324 -1,9583 -2,1011 -2,2567 -2,4164 -2,5521 -2,6209 -2,5767 -2,3972 -2,1153 -1,8153 -1,5984 -1,5533 -1,7241 -2,0695 -2,4706 -2,8111 -3,0513 -3,2236 -3,3826 -3,5740 -3,8228 -4,1158 -4,4016 -4,6290 -4,7802 -4,8650 -4,9035 -4,9156 -4,9100 -4,8740 -4,7838 -4,6351 -4,4577 -4,2935 -4,1710 -4,0996 -4,0780 -4,1072 -4,1968
F7    0,2191 0,6115 0,7967 0,8471 0,8210 0,7197 0,5232 0,2419 -0,0749 -0,3663 -0,5912 -0,7346 -0,7825 -0,7172 -0,5425 -0,2862 0,0242 0,3705 0,7392 1,1166 1,4687 1,7208 1,7725 1,5542 1,0831 0,4639 -0,1703 -0,7201 -1,1314 -1,3723 -1,4275 -1,3186 -1,0969 -0,8088 -0,4908 -0,1957 0,0137 0,1072 0,0992 0,0169 -0,1119 -0,2398 -0,3110 -0,3081 -0,2679 -0,2437 -0,2572 -0,2836 -0,2769 -0,2025 -0,0406 0,2236 0,5825 0,9841 1,3451 1,5879 1,6756 1,6257 1,4891 1,3121 1,1181 0,9079 0,6665 0,3883 0,1010 -0,1492 -0,3330 -0,4539 -0,5376 -0,6077 -0,6607 -0,6625 -0,5760 -0,3977 -0,1770 0,0049 0,0927 0,1033 0,1138 0,1982 0,3708 0,5884 0,7971 0,9648 1,0881 1,1965 1,3463 1,5947 1,9758 2,4822 3,0492 3,5705 3,9394 4,0853 3,9940 3,7127 3,3186 2,8753 2,4203 1,9774 1,5542 1,1387 0,7108 0,2587 -0,2074 -0,6430 -0,9768 -1,1448 -1,1285 -0,9631 -0,7060 -0,4040 -0,0856 0,2428 0,6179 1,1119 1,7711 2,5662 3,4100 4,1953 4,8125 5,1776 5,2805 5,1989 5,0557 4,9610 4,9606 5,0056 4,9854 4,8224 4,5391 4,2458 4,0882 4,1895 4,5992 5,2659 6,0488 6,7727 7,3042 7,6092 7,7578 7,8715 8,0513 8,3218 8,6201 8,8451 8,9350 8,9056 8,8250 8,7622 8,7442 8,7374 8,6680 8,4774 8,1647 7,7799 7,3829 7,0020 6,6147 6,1784 5,6918 5,2168 4,8458 4,6554 4,6677 4,8278 5,0190 5,1201 5,0611 4,8362 4,4838 4,0708 3,6820 3,3916 3,2202 3,1321 3,0789 3,0199 2,9004 2,6610 2,2919 1,8602 1,4682 1,1802 0,9776 0,7820 0,5266 0,2173 -0,0632 -0,2069 -0,1357 0,1766 0,7095 1,4220 2,2722 3,1920 4,0571 4,7227 5,0950 5,1665 5,0006 4,6897 4,3155 3,9328 3,5707 3,2379 2,9269 2,6211 2,3078 1,9781 1,6163 1,2073 0,7619 0,3273 -0,0266 -0,2409 -0,3000 -0,2326 -0,0869 0,0991 0,3156 0,5753 0,8822 1,2033 1,4878 1,7117 1,8760 1,9697 1,9559 1,7974 1,5018 1,1469 0,8367 0,6292 0,5100 0,4185 0,2897 0,0892 -0,1769 -0,4801 -0,7915 -1,0751 -1,2655 -1,2844 -1,0966 -0,7472 -0,3410 0,0178 0,2683 0,3839 0,3515 0,1885 -0,0337 -0,2143 -0,2794 -0,2074 -0,0044 0,3145 0,7029 1,0594 1,2631 1,2510 1,0599 0,7841 0,4896 0,1841 -0,1335 -0,4184 -0,5819 -0,5538 -0,3487 -0,0720 0,1417 0,2040 0,1055 -0,0921 -0,2909 -0,4130 -0,4417 -0,4116 -0,3672 -0,3326 -0,3031 -0,2617 -0,2093 -0,1671 -0,1532 -0,1688 -0,2037 -0,2413 -0,2691 -0,2929 -0,3287 -0,3792 -0,4338 -0,4881 -0,5427 -0,5826 -0,5829 -0,5433 -0,4961 -0,4714 -0,4726 -0,4853 -0,4836 -0,4331 -0,3187 -0,1707 -0,0507 -0,0132 -0,0823 -0,2478 -0,4816 -0,7596 -1,0754 -1,4391 -1,8631 -2,3491 -2,8739 -3,3673 -3,7079 -3,7808 -3,5583 -3,1151 -2,5635 -1,9892 -1,4512 -1,0024 -0,6718 -0,4416 -0,2680 -0,1173 0,0160 0,1059 0,1155 0,0340 -0,1064 -0,2450 -0,3220 -0,3182 -0,2782 -0,2767 -0,3588 -0,5279 -0,7783 -1,1070 -1,4915 -1,8733 -2,1690 -2,3012 -2,2350 -1,9879 -1,6037 -1,1316 -0,6316 -0,1797 0,1463 0,2898 0,2397 0,0408 -0,2222 -0,4493 -0,5499 -0,4837 -0,2947 -0,0859 0,0525 0,0857 0,0146 -0,1521 -0,3976 -0,6899 -0,9872 -1,2495 -1,4523 -1,5946 -1,6964 -1,7963 -1,9434 -2,1668 -2,4488 -2,7310 -2,9367 -3,0019 -2,9141 -2,7205 -2,4929 -2,2784 -2,0769 -1,8639 -1,6431 -1,4818 -1,4816 -1,7022 -2,1148 -2,6182 -3,0754 -3,3375 -3,2859 -2,8936 -2,2556 -1,5421 -0,9012 -0,4025 -0,0547 0,1580 0,2543 0,2442 0,1267 -0,0960 -0,4046 -0,7690 -1,1720 -1,6181 -2,1080 -2,6114 -3,0758 -3,4520 -3,7087 -3,8398 -3,8723 -3,8612 -3,8606 -3,8938 -3,9438 -3,9685 -3,9438 -3,8926 -3,8497 -3,8012 -3,6897 -3,4842 -3,2289 -3,0150 -2,9104 -2,9174 -2,9844 -3,0508 -3,0839 -3,0758 -3,0154 -2,8821 -2,6695 -2,4035 -2,1309 -1,9065 -1,7927 -1,8411 -2,0564 -2,3887 -2,7636 -3,1140 -3,3921 -3,5617 -3,5958 -3,4926 -3,2911 -3,0562 -2,8396 -2,6517 -2,4767 -2,3135 -2,1890 -2,1248 -2,1048 -2,0889 -2,0610 -2,0556 -2,1288 -2,3045 -2,5486 -2,7932 -2,9663 -2,9975 -2,8360 -2,4930 -2,0474 -1,6008 -1,2452 -1,0498 -1,0392 -1,1840 -1,4196 -1,6708 -1,8733 -2,0022 -2,0802 -2,1453 -2,2163 -2,2860 -2,3262 -2,3078 -2,2318 -2,1281 -2,0221 -1,9252 -1,8456 -1,7850 -1,7273 -1,6448 -1,5155 -1,3298 -1,0847 -0,7860 -0,4492 -0,0817 0,3249 0,7615 1,1804 1,5299 1,7999 2,0237 2,2381 2,4538 2,6682 2,8884 3,1175 3,3271 3,4716 3,5357 3,5527 3,5802 3,6689 3,8377 4,0578 4,2680 4,4123 4,4729 4,4766 4,4625 4,4394 4,3772 4,2350 3,9800 3,5882 3,0565 2,4305 1,8105 1,3186 1,0332 0,9465 0,9858 1,0674 1,1253 1,1106 0,9896 0,7546 0,4327 0,0828 -0,2261 -0,4495 -0,5768 -0,6033 -0,5182 -0,3301 -0,0825 0,1633 0,3479 0,4283 0,3949 0,2789 0,1326 -0,0078 -0,1344 -0,2477 -0,3394 -0,3882 -0,3586 -0,2211 0,0121 0,2758 0,4726 0,5009 0,2955 -0,1190 -0,6209 -1,0658 -1,3686 -1,5176 -1,5424 -1,4897 -1,4110 -1,3377 -1,2714 -1,2109 -1,1727 -1,1782 -1,2413 -1,3686 -1,5476 -1,7280 -1,8347 -1,8176 -1,6839 -1,4791 -1,2542 -1,0515 -0,9067 -0,8561 -0,9307
