Fp1   -0,1949 -0,2517 -0,2535 -0,1851 -0,0517 0,0781 0,1050 -0,0341 -0,3257 -0,6848 -1,0003 -1,1874 -1,2327 -1,1711 -1,0380 -0,8450 -0,6021 -0,3416 -0,1104 0,0431 0,0766 -0,0210 -0,2058 -0,3808 -0,4422 -0,3496 -0,1475 0,0804 0,2789 0,4460 0,6197 0,8254 1,0405 1,1986 1,2513 1,2092 1,1284 1,0596 1,0181 0,9795 0,9045 0,7438 0,4683 0,1153 -0,2194 -0,4427 -0,5244 -0,5044 -0,4607 -0,4616 -0,5174 -0,5626 -0,5037 -0,2971 0,0275 0,3921 0,7160 0,9274 0,9773 0,8545 0,6177 0,3737 0,2290 0,2380 0,3656 0,5095 0,5642 0,4826 0,3039 0,1222 0,0408 0,1345 0,4149 0,8157 1,2280 1,5834 1,8776 2,1228 2,3051 2,4090 2,4655 2,5365 2,6581 2,7960 2,8758 2,8266 2,6157 2,2677 1,8523 1,4544 1,1517 1,0059 1,0263 1,1665 1,3552 1,5272 1,6299 1,5990 1,3612 0,8660 0,1437 -0,6905 -1,4826 -2,1105 -2,5223 -2,7345 -2,7963 -2,7673 -2,7080 -2,6654 -2,6416 -2,5910 -2,4607 -2,2217 -1,8717 -1,4305 -0,9697 -0,6064 -0,4395 -0,4839 -0,6692 -0,8799 -1,0062 -0,9906 -0,8382 -0,5888 -0,2915 0,0160 0,3228 0,6573 1,0595 1,5124 1,9316 2,2244 2,3574 2,3830 2,4011 2,4984 2,6836 2,8958 3,0667 3,1769 3,2541 3,3343 3,4306 3,5338 3,6178 3,6507 3,5902 3,3892 3,0342 2,5664 2,0806 1,6845 1,4407 1,3617 1,4297 1,6377 1,9960 2,5127 3,1527 3,8511 4,5460 5,1961 5,7844 6,2958 6,7036 6,9604 7,0322 6,9462 6,8058 6,7454 6,8663 7,2027 7,7199 8,3382 8,9520 9,4520 9,7603 9,8461 9,7319 9,4654 9,0902 8,6345 8,1381 7,6615 7,2610 6,9587 6,7557 6,6476 6,6306 6,6809 6,7428 6,7527 6,6788 6,5275 6,3155 6,0414 5,6932 5,2819 4,8662 4,5204 4,3011 4,2331 4,3059 4,4570 4,5912 4,6468 4,6357 4,6126 4,6132 4,6251 4,6078 4,5177 4,3382 4,0904 3,8190 3,5613 3,3057 2,9943 2,5845 2,1091 1,6497 1,2549 0,9239 0,6504 0,4545 0,3790 0,4547 0,6629 0,9129 1,0749 1,0426 0,7816 0,3354 -0,1957 -0,6872 -1,0433 -1,2434 -1,3309 -1,3828 -1,4852 -1,7008 -2,0319 -2,4087 -2,7247 -2,8848 -2,8315 -2,5451 -2,0456 -1,3945 -0,6840 -0,0062 0,5799 1,0611 1,4322 1,6477 1,6524 1,4443 1,1045 0,7446 0,4471 0,2642 0,2370 0,3876 0,6843 1,0283 1,2861 1,3500 1,1799 0,8160 0,3635 -0,0488 -0,3271 -0,4541 -0,4694 -0,4235 -0,3494 -0,2684 -0,2084 -0,2011 -0,2661 -0,4038 -0,5995 -0,8296 -1,0403 -1,1629 -1,1431 -0,9496 -0,5705 -0,0406 0,5499 1,0841 1,4741 1,6995 1,8070 1,8842 2,0162 2,2358 2,5083 2,7513 2,8831 2,8537 2,6623 2,3524 1,9845 1,6087 1,2869 1,1026 1,1194 1,3432 1,7188 2,1450 2,5025 2,7123 2,7813 2,7626 2,6953 2,5727 2,3669 2,0768 1,7526 1,4837 1,3441 1,3540 1,4905 1,7241 2,0127 2,2854 2,4671 2,5415 2,5669 2,6284 2,7760 3,0051 3,2784 3,5750 3,9089 4,3055 4,7499 5,1821 5,5267 5,7222 5,7286 5,5506 5,2506 4,9285 4,6690 4,5057 4,4221 4,3775 4,3241 4,2274 4,0816 3,9185 3,7898 3,7385 3,7749 3,8789 4,0022 4,0770 4,0395 3,8685 3,6254 3,4279 3,3705 3,4666 3,6650 3,9179 4,2206 4,5940 5,0485 5,5607 6,0825 6,5491 6,8908 7,0453 6,9889 6,7596 6,4548 6,1740 5,9566 5,7780 5,5986 5,4047 5,1976 4,9695 4,6970 4,3648 3,9968 3,6722 3,4983 3,5564 3,8418 4,2482 4,6343 4,9065 5,0557 5,1143 5,0839 4,9267 4,6191 4,2049 3,7915 3,5004 3,4026 3,4883 3,6843 3,9008 4,0821 4,2420 4,4497 4,7737 5,2311 5,7806 6,3593 6,9061 7,3688 7,7116 7,9201 7,9986 7,9609 7,8288 7,6342 7,4103 7,1905 6,9971 6,8517 6,7581 6,6911 6,6133 6,5072 6,3826 6,2841 6,2791 6,4037 6,6336 6,9069 7,1733 7,4035 7,5770 7,6711 7,6591 7,5083 7,1949 6,7356 6,2056 5,7078 5,3256 5,0718 4,8872 4,7010 4,4966 4,3308 4,2655 4,3085 4,4123 4,5073 4,5314 4,4630 4,3301 4,2017 4,1489 4,2041 4,3460 4,5222 4,6767 4,7651 4,7603 4,6727 4,5443 4,4149 4,2852 4,1438 3,9935 3,8458 3,6971 3,5387 3,3695 3,1852 2,9650 2,6790 2,3196 1,9180 1,5350 1,2426 1,1089 1,1798 1,4488 1,8546 2,3035 2,7130 3,0289 3,2177 3,2507 3,0977 2,7569 2,2733 1,7317 1,2285 0,8462 0,6283 0,5758 0,6518 0,7984 0,9531 1,0581 1,0711 0,9938 0,8802 0,8119 0,8497 1,0194 1,3210 1,7342 2,2162 2,7121 3,1640 3,5081 3,6814 3,6602 3,4951 3,2945 3,1705 3,1885 3,3536 3,6249 3,9327 4,1992 4,3553 4,3669 4,2386 4,0086 3,7471 3,5487 3,5052 3,6533 3,9361 4,2296 4,4221 4,4707 4,4047 4,2815 4,1463 4,0254 3,9421 3,9100 3,9131 3,8957 3,7916 3,5770 3,2825 2,9674 2,6855 2,4744 2,3389 2,2583 2,2179 2,2390 2,3531 2,5548 2,8103 3,1062 3,4660 3,9131 4,4291 4,9502 5,3928 5,6862 5,7910 5,7086 5,4644 5,0849 4,6181 4,1573 3,7990 3,5887 3,5090 3,5035 3,5122 3,5046 3,4949 3,5022 3,5198 3,5284 3,5183 3,4992 3,4934 3,5085 3,5128 3,4400 3,2308 2,8774 2,4393 2,0271 1,7494 1,6630 1,7581 1,9865 2,2893
Fz    -1,6365 -1,5545 -1,3818 -1,1504 -0,8984 -0,6753 -0,5220 -0,4579 -0,4703 -0,5136 -0,5410 -0,5273 -0,4851 -0,4367 -0,3925 -0,3487 -0,3053 -0,2779 -0,2877 -0,3449 -0,4380 -0,5223 -0,5311 -0,4097 -0,1507 0,1860 0,5016 0,7075 0,7623 0,6761 0,5139 0,3611 0,2818 0,2817 0,3297 0,3994 0,4909 0,6144 0,7725 0,9286 1,0187 0,9851 0,8223 0,5959 0,4064 0,3370 0,4182 0,6329 0,9403 1,2952 1,6555 1,9843 2,2504 2,4321 2,5317 2,5660 2,5584 2,5183 2,4462 2,3374 2,2054 2,0695 1,9489 1,8658 1,8319 1,8495 1,9166 2,0273 2,1832 2,3896 2,6445 2,9342 3,2334 3,5168 3,7611 3,9566 4,0958 4,1665 4,1535 4,0578 3,9204 3,8029 3,7547 3,7813 3,8630 3,9770 4,1093 4,2507 4,3863 4,4947 4,5493 4,5337 4,4379 4,2726 4,0745 3,8879 3,7327 3,5727 3,3410 2,9731 2,4490 1,7964 1,0796 0,3701 -0,2770 -0,8410 -1,3255 -1,7402 -2,0847 -2,3524 -2,5369 -2,6397 -2,6734 -2,6474 -2,5644 -2,4150 -2,1970 -1,9233 -1,6227 -1,3288 -1,0720 -0,8651 -0,7000 -0,5634 -0,4399 -0,3119 -0,1729 -0,0197 0,1603 0,3974 0,7270 1,1578 1,6708 2,2286 2,7852 3,3137 3,8146 4,3098 4,8073 5,2990 5,7718 6,2144 6,6161 6,9659 7,2533 7,4799 7,6509 7,7717 7,8449 7,8659 7,8335 7,7495 7,6240 7,4853 7,3734 7,3322 7,3838 7,5372 7,7881 8,1340 8,5601 9,0361 9,5147 9,9399 10,2789 10,5337 10,7399 10,9338 11,1328 11,3308 11,5138 11,6725 11,8064 11,9290 12,0571 12,1987 12,3338 12,4142 12,3948 12,2562 12,0192 11,7177 11,3755 10,9959 10,5789 10,1334 9,6788 9,2372 8,8433 8,5355 8,3376 8,2350 8,1780 8,1087 7,9828 7,7724 7,4605 7,0387 6,5176 5,9335 5,3463 4,8097 4,3640 4,0342 3,8300 3,7335 3,7034 3,7013 3,7140 3,7526 3,8261 3,9198 4,0073 4,0644 4,0871 4,0869 4,0695 4,0199 3,9032 3,6929 3,3900 3,0286 2,6650 2,3474 2,1074 1,9630 1,9096 1,9155 1,9315 1,9168 1,8468 1,7160 1,5283 1,2954 1,0355 0,7657 0,5000 0,2562 0,0613 -0,0428 -0,0276 0,0855 0,2285 0,3315 0,3611 0,3189 0,2220 0,0893 -0,0648 -0,2321 -0,4065 -0,5732 -0,7019 -0,7670 -0,7678 -0,7319 -0,7015 -0,6961 -0,7060 -0,7005 -0,6582 -0,5781 -0,4643 -0,3163 -0,1295 0,0878 0,3011 0,4605 0,5293 0,4990 0,3898 0,2455 0,1211 0,0595 0,0728 0,1541 0,2859 0,4443 0,6044 0,7394 0,8183 0,8089 0,7004 0,5316 0,3693 0,2804 0,2979 0,4191 0,6170 0,8575 1,0979 1,3024 1,4488 1,5303 1,5532 1,5288 1,4718 1,4016 1,3314 1,2692 1,2135 1,1617 1,1171 1,1018 1,1450 1,2594 1,4171 1,5709 1,6913 1,7840 1,8811 2,0085 2,1725 2,3603 2,5435 2,6871 2,7564 2,7431 2,6662 2,5670 2,4983 2,5068 2,6264 2,8580 3,1684 3,5098 3,8463 4,1478 4,3823 4,5234 4,5800 4,5983 4,6377 4,7417 4,9211 5,1480 5,3845 5,6049 5,7922 5,9170 5,9544 5,9026 5,7858 5,6357 5,4876 5,3747 5,3221 5,3391 5,4241 5,5653 5,7462 5,9384 6,1142 6,2570 6,3681 6,4499 6,4964 6,4963 6,4535 6,3810 6,2918 6,1951 6,0921 5,9850 5,8782 5,7812 5,7124 5,6897 5,7192 5,7962 5,9121 6,0571 6,2076 6,3287 6,3817 6,3460 6,2279 6,0602 5,8832 5,7371 5,6512 5,6311 5,6585 5,7074 5,7688 5,8447 5,9305 6,0020 6,0289 5,9949 5,9154 5,8255 5,7627 5,7503 5,7893 5,8746 5,9958 6,1369 6,2692 6,3490 6,3398 6,2381 6,0879 5,9565 5,8972 5,9259 6,0237 6,1484 6,2531 6,2998 6,2713 6,1723 6,0249 5,8636 5,7210 5,6197 5,5734 5,5978 5,7047 5,8856 6,1071 6,3252 6,5156 6,6878 6,8622 7,0519 7,2378 7,3888 7,4766 7,4871 7,4218 7,3012 7,1543 7,0176 6,9226 6,8689 6,8265 6,7578 6,6506 6,5198 6,3941 6,2871 6,1904 6,0836 5,9486 5,7751 5,5728 5,3684 5,1942 5,0575 4,9342 4,7898 4,5955 4,3576 4,1062 3,8707 3,6594 3,4656 3,2881 3,1501 3,0791 3,0895 3,1738 3,3117 3,4754 3,6292 3,7350 3,7716 3,7409 3,6661 3,5659 3,4468 3,3064 3,1592 3,0305 2,9430 2,9012 2,8908 2,8838 2,8485 2,7615 2,6093 2,3888 2,1043 1,7722 1,4234 1,0985 0,8345 0,6452 0,5207 0,4304 0,3419 0,2340 0,1080 -0,0107 -0,1007 -0,1679 -0,2545 -0,4130 -0,6723 -1,0140 -1,3856 -1,7204 -1,9586 -2,0590 -2,0058 -1,8057 -1,4821 -1,0671 -0,5991 -0,1044 0,4052 0,9255 1,4407 1,9223 2,3407 2,6750 2,9068 3,0141 2,9845 2,8306 2,5935 2,3405 2,1526 2,0957 2,1925 2,4082 2,6625 2,8773 3,0065 3,0430 2,9953 2,8731 2,6939 2,4909 2,3043 2,1696 2,1025 2,0885 2,0913 2,0671 1,9769 1,7908 1,5030 1,1422 0,7748 0,4801 0,3172 0,2928 0,3605 0,4561 0,5316 0,5765 0,6119 0,6833 0,8251 1,0401 1,2999 1,5631 1,7845 1,9236 1,9604 1,9023 1,7820 1,6459 1,5417 1,5107 1,5723 1,7136 1,8947 2,0732 2,2204 2,3215 2,3779 2,4073 2,4187 2,3938 2,2927 2,0875 1,7888 1,4435 1,1289 0,9188 0,8520 0,9212 1,0771 1,2489 1,3681 1,3844 1,2850 1,0949 0,8642 0,6503 0,4986 0,4327 0,4455 0,5086 0,5903 0,6716 0,7475
F3    -1,5249 -1,4638 -1,3365 -1,1430 -0,8927 -0,6185 -0,3626 -0,1692 -0,0644 -0,0298 -0,0221 -0,0060 0,0254 0,0726 0,1254 0,1529 0,1179 0,0008 -0,1919 -0,4288 -0,6528 -0,7830 -0,7465 -0,5135 -0,1021 0,4290 0,9959 1,4966 1,8285 1,9149 1,7506 1,3943 0,9275 0,4012 -0,1488 -0,6628 -1,0570 -1,2672 -1,2718 -1,1155 -0,8881 -0,6785 -0,5096 -0,3208 -0,0304 0,3947 0,9202 1,4849 2,0366 2,5328 2,9387 3,2393 3,4413 3,5588 3,6018 3,5580 3,4105 3,1572 2,8187 2,4090 1,9503 1,4807 1,0748 0,8410 0,8615 1,1452 1,6188 2,1571 2,6445 3,0145 3,2559 3,3938 3,4608 3,4892 3,5096 3,5499 3,6207 3,7229 3,8504 3,9880 4,1261 4,2542 4,3513 4,3734 4,2886 4,1171 3,9461 3,8830 3,9717 4,1470 4,2704 4,2386 4,0380 3,7300 3,3930 3,0794 2,8007 2,5132 2,1442 1,6361 1,0064 0,3428 -0,2339 -0,6292 -0,8306 -0,9241 -1,0269 -1,2079 -1,4580 -1,7226 -1,9463 -2,1104 -2,2416 -2,3684 -2,4868 -2,5501 -2,5092 -2,3496 -2,1084 -1,8492 -1,6227 -1,4383 -1,2689 -1,0851 -0,8694 -0,6107 -0,3139 -0,0037 0,2762 0,4885 0,6459 0,8232 1,1234 1,5940 2,1825 2,7927 3,3598 3,8885 4,4088 4,9247 5,3813 5,6805 5,7395 5,5607 5,2490 4,9766 4,8884 5,0307 5,3450 5,7152 6,0321 6,2236 6,2711 6,2110 6,1097 6,0482 6,0924 6,2889 6,6445 7,1315 7,6787 8,1858 8,5513 8,7183 8,7161 8,6375 8,5897 8,6477 8,8549 9,2309 9,7674 10,4079 11,0522 11,5973 11,9720 12,1594 12,1838 12,0730 11,8329 11,4465 10,9183 10,2925 9,6467 9,0462 8,5067 7,9979 7,5000 7,0461 6,7219 6,6092 6,7391 7,0620 7,4509 7,7438 7,8118 7,6116 7,1893 6,6329 6,0301 5,4387 4,8827 4,3572 3,8728 3,4715 3,2005 3,0720 3,0570 3,1068 3,1770 3,2428 3,2956 3,3330 3,3585 3,3765 3,4056 3,4738 3,5958 3,7586 3,9155 4,0007 3,9491 3,7359 3,4047 3,0372 2,7049 2,4332 2,1962 1,9434 1,6294 1,2459 0,8233 0,4198 0,0950 -0,1098 -0,1945 -0,2092 -0,2202 -0,2611 -0,3169 -0,3331 -0,2537 -0,0618 0,1998 0,4397 0,5635 0,5193 0,3170 0,0097 -0,3393 -0,6703 -0,9233 -1,0326 -0,9413 -0,6462 -0,2235 0,2015 0,5153 0,6835 0,7448 0,7663 0,7845 0,7908 0,7523 0,6363 0,4458 0,2239 0,0235 -0,1179 -0,1744 -0,1319 0,0100 0,2425 0,5490 0,8978 1,2389 1,5211 1,7013 1,7595 1,7256 1,6761 1,6873 1,7772 1,9054 2,0264 2,1200 2,2055 2,3123 2,4458 2,5627 2,5908 2,4584 2,1371 1,6577 1,1016 0,5726 0,1641 -0,0650 -0,1077 -0,0090 0,1746 0,4002 0,6469 0,9097 1,1970 1,5149 1,8551 2,1822 2,4550 2,6599 2,8132 2,9311 2,9947 2,9688 2,8423 2,6475 2,4453 2,2731 2,1302 1,9954 1,8646 1,7629 1,7279 1,7942 1,9665 2,2211 2,5387 2,9366 3,4384 4,0273 4,6385 5,2068 5,6928 6,0713 6,3159 6,4098 6,3611 6,2073 5,9838 5,7049 5,3650 4,9695 4,5462 4,1465 3,8255 3,6343 3,5971 3,6894 3,8456 4,0187 4,2307 4,5524 5,0194 5,5919 6,1785 6,6873 7,0480 7,2133 7,1583 6,9092 6,5486 6,1922 5,9456 5,8770 6,0314 6,4190 6,9845 7,6084 8,1453 8,4733 8,5236 8,2877 7,8177 7,2064 6,5645 5,9860 5,5351 5,2455 5,1355 5,1991 5,4071 5,7109 6,0437 6,3304 6,5126 6,5806 6,5678 6,5206 6,4761 6,4696 6,5338 6,6791 6,8655 7,0109 7,0243 6,8457 6,4919 6,0475 5,6179 5,2688 5,0005 4,7818 4,5918 4,4472 4,3963 4,4967 4,7881 5,2776 5,9293 6,6582 7,3375 7,8292 8,0147 7,8241 7,2601 6,4035 5,4098 4,4719 3,7566 3,3500 3,2574 3,4422 3,8506 4,4131 5,0456 5,6574 6,1793 6,5564 6,7686 6,8436 6,8537 6,8805 6,9822 7,1671 7,4010 7,6235 7,7506 7,6984 7,4138 6,9109 6,2736 5,6260 5,0674 4,6402 4,3432 4,1595 4,0667 4,0478 4,0893 4,1864 4,3353 4,5322 4,7723 5,0304 5,2620 5,3977 5,3695 5,1421 4,7329 4,2010 3,6176 3,0290 2,4638 1,9511 1,5363 1,2837 1,2600 1,4968 1,9678 2,5801 3,1930 3,6524 3,8613 3,8159 3,5885 3,2632 2,9103 2,5872 2,3423 2,2016 2,1616 2,1931 2,2435 2,2581 2,2085 2,1020 1,9586 1,7829 1,5528 1,2240 0,7716 0,2231 -0,3344 -0,7886 -1,0418 -1,0412 -0,8094 -0,4371 -0,0556 0,2067 0,2534 0,0419 -0,4122 -1,0362 -1,7288 -2,3795 -2,8739 -3,1041 -3,0071 -2,5981 -1,9714 -1,2538 -0,5618 0,0292 0,4895 0,8282 1,0680 1,2138 1,2451 1,1460 0,9368 0,6761 0,4418 0,3077 0,3221 0,4974 0,8118 1,2067 1,5962 1,9159 2,1411 2,2689 2,2817 2,1556 1,8933 1,5286 1,1061 0,6756 0,2846 -0,0421 -0,3012 -0,4952 -0,6283 -0,7324 -0,8726 -1,1135 -1,4548 -1,8145 -2,0668 -2,1007 -1,8546 -1,3237 -0,5740 0,2590 0,9994 1,5133 1,7562 1,7596 1,5831 1,2892 0,9394 0,5996 0,3434 0,2299 0,2762 0,4514 0,7013 0,9719 1,2029 1,3358 1,3413 1,2410 1,0920 0,9592 0,9018 0,9544 1,0925 1,2341 1,2774 1,1531 0,8586 0,4568 0,0556 -0,2481 -0,4119 -0,4496 -0,4100 -0,3462 -0,2931 -0,2559 -0,2141 -0,1625 -0,1365 -0,1867 -0,3361 -0,5528 -0,7595 -0,8734 -0,8610 -0,7489 -0,5915
F7    -0,5678 -0,5841 -0,5565 -0,5117 -0,4694 -0,4530 -0,4837 -0,5741 -0,7174 -0,8782 -1,0075 -1,0638 -1,0399 -0,9491 -0,8076 -0,6312 -0,4421 -0,2724 -0,1528 -0,0997 -0,1100 -0,1602 -0,2104 -0,2163 -0,1515 -0,0346 0,0840 0,1570 0,1694 0,1351 0,0924 0,0786 0,1154 0,1998 0,3220 0,4753 0,6526 0,8347 0,9941 1,0968 1,1219 1,0593 0,9172 0,7405 0,5989 0,5431 0,5709 0,6443 0,7290 0,8127 0,8974 0,9846 1,0661 1,1250 1,1496 1,1354 1,0908 1,0287 0,9645 0,9071 0,8768 0,8976 0,9809 1,1139 1,2553 1,3615 1,4140 1,4271 1,4414 1,5001 1,6311 1,8430 2,1231 2,4397 2,7488 3,0222 3,2476 3,4114 3,4890 3,4649 3,3612 3,2286 3,1205 3,0590 3,0373 3,0232 2,9746 2,8678 2,7190 2,5786 2,4998 2,5070 2,5716 2,6387 2,6672 2,6454 2,5845 2,4866 2,3333 2,0913 1,7517 1,3407 0,9072 0,4952 0,1320 -0,1700 -0,4005 -0,5563 -0,6517 -0,7206 -0,7960 -0,8905 -0,9958 -1,0875 -1,1372 -1,1147 -1,0092 -0,8400 -0,6440 -0,4485 -0,2648 -0,0910 0,0816 0,2587 0,4441 0,6441 0,8627 1,1058 1,3778 1,6820 2,0204 2,3739 2,7063 2,9818 3,1849 3,3385 3,4919 3,6931 3,9496 4,2354 4,5187 4,7828 5,0203 5,2180 5,3469 5,3779 5,2924 5,0949 4,8100 4,4730 4,1401 3,8802 3,7520 3,7781 3,9329 4,1699 4,4442 4,7354 5,0391 5,3622 5,7030 6,0533 6,4066 6,7521 7,0667 7,3083 7,4358 7,4209 7,2651 7,0060 6,7183 6,4944 6,4169 6,5331 6,8304 7,2405 7,6611 7,9922 8,1775 8,2133 8,1413 8,0110 7,8516 7,6632 7,4344 7,1592 6,8497 6,5375 6,2759 6,1111 6,0555 6,0730 6,0950 6,0578 5,9322 5,7231 5,4484 5,1223 4,7587 4,3825 4,0457 3,8072 3,7079 3,7523 3,9086 4,1073 4,2590 4,2983 4,2176 4,0598 3,8790 3,7074 3,5563 3,4234 3,3111 3,2279 3,1807 3,1679 3,1702 3,1602 3,1213 3,0619 3,0039 2,9554 2,9112 2,8635 2,8064 2,7400 2,6603 2,5530 2,3926 2,1656 1,8819 1,5746 1,2870 1,0540 0,8963 0,8156 0,7863 0,7681 0,7217 0,6174 0,4408 0,2000 -0,0746 -0,3457 -0,5813 -0,7544 -0,8357 -0,7954 -0,6178 -0,3149 0,0736 0,4874 0,8637 1,1474 1,2894 1,2681 1,1054 0,8663 0,6235 0,4259 0,2991 0,2576 0,3110 0,4496 0,6303 0,7871 0,8681 0,8582 0,7776 0,6647 0,5620 0,5015 0,4886 0,5122 0,5614 0,6340 0,7270 0,8243 0,9036 0,9496 0,9582 0,9339 0,8840 0,8322 0,8083 0,8359 0,9320 1,1172 1,3943 1,7341 2,0790 2,3686 2,5638 2,6581 2,6765 2,6576 2,6269 2,5922 2,5415 2,4530 2,3049 2,0948 1,8406 1,5717 1,3162 1,1116 1,0057 1,0344 1,2076 1,5036 1,8751 2,2546 2,5742 2,7962 2,9190 2,9669 2,9602 2,9058 2,8119 2,6994 2,5960 2,5121 2,4396 2,3684 2,3012 2,2393 2,1749 2,1035 2,0531 2,0790 2,2259 2,4936 2,8381 3,1977 3,5356 3,8560 4,1823 4,5129 4,8138 5,0378 5,1507 5,1377 5,0142 4,8246 4,6257 4,4595 4,3396 4,2585 4,2082 4,1834 4,1798 4,1884 4,2022 4,2190 4,2390 4,2536 4,2467 4,1978 4,0878 3,9047 3,6504 3,3601 3,0925 2,8992 2,8051 2,8076 2,8902 3,0406 3,2562 3,5336 3,8523 4,1814 4,4884 4,7461 4,9275 5,0129 5,0039 4,9364 4,8604 4,8034 4,7554 4,6858 4,5731 4,4104 4,2002 3,9496 3,6769 3,4163 3,2195 3,1337 3,1791 3,3381 3,5602 3,7908 3,9907 4,1433 4,2390 4,2526 4,1548 3,9450 3,6772 3,4382 3,2992 3,2743 3,3233 3,3856 3,4132 3,3835 3,3098 3,2372 3,2175 3,2832 3,4373 3,6630 3,9321 4,2127 4,4694 4,6617 4,7500 4,7103 4,5488 4,3020 4,0187 3,7567 3,5644 3,4798 3,5117 3,6314 3,7881 3,9408 4,0690 4,1760 4,2773 4,3758 4,4583 4,5077 4,5225 4,5094 4,4705 4,3929 4,2575 4,0472 3,7545 3,3896 2,9855 2,5855 2,2328 1,9502 1,7303 1,5507 1,4003 1,3024 1,2859 1,3528 1,4707 1,5895 1,6650 1,6835 1,6586 1,6249 1,6173 1,6515 1,7164 1,7856 1,8303 1,8320 1,7832 1,6980 1,6071 1,5407 1,5013 1,4737 1,4403 1,3922 1,3261 1,2482 1,1703 1,0941 1,0011 0,8614 0,6601 0,4093 0,1438 -0,0877 -0,2340 -0,2612 -0,1779 -0,0363 0,0860 0,1288 0,0685 -0,0891 -0,3239 -0,6124 -0,9223 -1,2195 -1,4795 -1,6943 -1,8636 -1,9851 -2,0482 -2,0428 -1,9648 -1,8225 -1,6368 -1,4338 -1,2282 -1,0237 -0,8174 -0,6104 -0,4038 -0,1948 0,0250 0,2587 0,4972 0,7186 0,8925 0,9930 1,0160 0,9899 0,9695 1,0157 1,1658 1,4185 1,7319 2,0292 2,2264 2,2629 2,1295 1,8633 1,5266 1,1913 0,9249 0,7754 0,7563 0,8379 0,9582 1,0574 1,1046 1,1028 1,0670 1,0085 0,9338 0,8544 0,7789 0,7055 0,6186 0,4967 0,3274 0,1150 -0,1168 -0,3349 -0,5012 -0,5932 -0,6127 -0,5799 -0,5164 -0,4397 -0,3596 -0,2670 -0,1335 0,0724 0,3574 0,6869 1,0021 1,2478 1,3884 1,4060 1,3020 1,0902 0,7855 0,4144 0,0302 -0,3017 -0,5264 -0,6179 -0,5874 -0,4759 -0,3343 -0,1945 -0,0707 0,0390 0,1554 0,3037 0,4948 0,7110 0,9023 1,0010 0,9463 0,7119 0,3236 -0,1412 -0,5723 -0,8683 -0,9755 -0,8996 -0,6835 -0,3824
