Fp1   -0,8030 -1,0269 -1,2023 -1,3386 -1,4316 -1,4695 -1,4611 -1,4307 -1,3952 -1,3598 -1,3210 -1,2716 -1,2114 -1,1414 -1,0410 -0,8798 -0,6606 -0,4291 -0,2352 -0,0954 0,0060 0,0922 0,1784 0,2762 0,4011 0,5656 0,7709 1,0103 1,2741 1,5498 1,8266 2,0977 2,3509 2,5543 2,6580 2,6190 2,4278 2,1086 1,7052 1,2699 0,8463 0,4518 0,0869 -0,2448 -0,5430 -0,8221 -1,1021 -1,3982 -1,7244 -2,0876 -2,4722 -2,8424 -3,1660 -3,4325 -3,6454 -3,8019 -3,8821 -3,8565 -3,7110 -3,4769 -3,2309 -3,0590 -3,0150 -3,1022 -3,2744 -3,4599 -3,6063 -3,7089 -3,7963 -3,8998 -4,0322 -4,1789 -4,3053 -4,3761 -4,3712 -4,2893 -4,1476 -3,9762 -3,7956 -3,5964 -3,3502 -3,0405 -2,6761 -2,2812 -1,8856 -1,5227 -1,2243 -1,0079 -0,8786 -0,8379 -0,8762 -0,9579 -1,0322 -1,0652 -1,0545 -1,0156 -0,9648 -0,9157 -0,8776 -0,8468 -0,8003 -0,7069 -0,5522 -0,3450 -0,1051 0,1447 0,3826 0,5975 0,7985 1,0010 1,1995 1,3592 1,4385 1,4162 1,2988 1,1066 0,8658 0,6149 0,4017 0,2585 0,1834 0,1563 0,1697 0,2350 0,3578 0,5173 0,6796 0,8231 0,9492 1,0786 1,2404 1,4565 1,7267 2,0274 2,3294 2,6178 2,8941 3,1590 3,3973 3,5764 3,6598 3,6256 3,4844 3,2814 3,0767 2,9161 2,8231 2,8061 2,8569 2,9510 3,0674 3,2001 3,3547 3,5406 3,7644 4,0263 4,3234 4,6511 4,9974 5,3400 5,6590 5,9468 6,1989 6,4038 6,5559 6,6601 6,7237 6,7576 6,7793 6,7983 6,8112 6,8101 6,7904 6,7578 6,7258 6,6996 6,6690 6,6154 6,5232 6,3880 6,2184 6,0274 5,8283 5,6356 5,4591 5,2997 5,1562 5,0283 4,9102 4,7871 4,6391 4,4501 4,2091 3,9081 3,5434 3,1225 2,6685 2,2198 1,8243 1,5304 1,3756 1,3759 1,5138 1,7324 1,9550 2,1218 2,2073 2,2073 2,1204 1,9447 1,6812 1,3363 0,9252 0,4767 0,0288 -0,3839 -0,7385 -1,0214 -1,2262 -1,3573 -1,4360 -1,5000 -1,5842 -1,6988 -1,8277 -1,9481 -2,0531 -2,1535 -2,2620 -2,3744 -2,4614 -2,4869 -2,4407 -2,3565 -2,2925 -2,2948 -2,3718 -2,4925 -2,6050 -2,6693 -2,6833 -2,6799 -2,6992 -2,7592 -2,8527 -2,9613 -3,0615 -3,1232 -3,1252 -3,0726 -2,9862 -2,8822 -2,7743 -2,6775 -2,5974 -2,5244 -2,4392 -2,3237 -2,1693 -1,9787 -1,7684 -1,5706 -1,4183 -1,3227 -1,2667 -1,2211 -1,1718 -1,1386 -1,1621 -1,2706 -1,4608 -1,7010 -1,9441 -2,1519 -2,3144 -2,4421 -2,5500 -2,6565 -2,7913 -2,9816 -3,2217 -3,4618 -3,6351 -3,6938 -3,6308 -3,4797 -3,2904 -3,1046 -2,9482 -2,8351 -2,7734 -2,7725 -2,8333 -2,9383 -3,0594 -3,1798 -3,3031 -3,4461 -3,6284 -3,8629 -4,1449 -4,4504 -4,7457 -4,9983 -5,1826 -5,2854 -5,3118 -5,2806 -5,2120 -5,1155 -4,9897 -4,8361 -4,6714 -4,5116 -4,3556 -4,1973 -4,0469 -3,9272 -3,8548 -3,8265 -3,8184 -3,7995 -3,7486 -3,6577 -3,5307 -3,3851 -3,2552 -3,1783 -3,1700 -3,2208 -3,3131 -3,4264 -3,5283 -3,5791 -3,5530 -3,4536 -3,3155 -3,1889 -3,1153 -3,1204 -3,2170 -3,3972 -3,6234 -3,8340 -3,9667 -3,9888 -3,9111 -3,7785 -3,6448 -3,5492 -3,5000 -3,4768 -3,4583 -3,4393 -3,4193 -3,3986 -3,3931 -3,4311 -3,5298 -3,6902 -3,9068 -4,1667 -4,4429 -4,6969 -4,8940 -5,0148 -5,0548 -5,0165 -4,9098 -4,7485 -4,5382 -4,2690 -3,9246 -3,4989 -3,0064 -2,4808 -1,9615 -1,4772 -1,0428 -0,6698 -0,3684 -0,1343 0,0569 0,2293 0,3863 0,5183 0,6188 0,6808 0,6879 0,6264 0,4991 0,3245 0,1325 -0,0371 -0,1429 -0,1550 -0,0643 0,1087 0,3127 0,4882 0,5965 0,6261 0,5802 0,4725 0,3322 0,1917 0,0622 -0,0680 -0,1968 -0,2864 -0,2923 -0,1989 -0,0251 0,1937 0,4232 0,6353 0,8057 0,9179 0,9647 0,9439 0,8589 0,7292 0,5887 0,4620 0,3476 0,2366 0,1389 0,0751 0,0510 0,0539 0,0688 0,0880 0,1137 0,1479 0,1750 0,1577 0,0554 -0,1523 -0,4535 -0,8082 -1,1633 -1,4695 -1,6905 -1,8034 -1,8059 -1,7223 -1,5871 -1,4247 -1,2508 -1,0850 -0,9494 -0,8532 -0,7799 -0,6942 -0,5669 -0,3994 -0,2230 -0,0739 0,0318 0,0986 0,1402 0,1683 0,1920 0,2241 0,2795 0,3589 0,4455 0,5207 0,5800 0,6345 0,7064 0,8182 0,9801 1,1857 1,4244 1,6896 1,9624 2,2001 2,3552 2,4038 2,3525 2,2219 2,0292 1,7860 1,5041 1,1988 0,8874 0,5924 0,3412 0,1561 0,0439 -0,0111 -0,0454 -0,0992 -0,1907 -0,3067 -0,4172 -0,4920 -0,5097 -0,4633 -0,3604 -0,2162 -0,0491 0,1200 0,2653 0,3572 0,3736 0,3125 0,1999 0,0865 0,0241 0,0350 0,1064 0,2099 0,3199 0,4145 0,4686 0,4645 0,4128 0,3497 0,3052 0,2816 0,2630 0,2371 0,2000 0,1537 0,1099 0,0900 0,1064 0,1460 0,1762 0,1661 0,0967 -0,0413 -0,2497 -0,5175 -0,8136 -1,1018 -1,3645 -1,5959 -1,7850 -1,9278 -2,0374 -2,1254 -2,1834 -2,1929 -2,1467 -2,0550 -1,9336 -1,7893 -1,6181 -1,4157 -1,1904 -0,9677 -0,7805 -0,6481 -0,5633 -0,4991 -0,4239 -0,3154 -0,1658 0,0217 0,2403 0,4918 0,7883 1,1309 1,4909 1,8172 2,0601 2,1894 2,2024 2,1184 1,9606 1,7437 1,4857 1,2242 1,0026 0,8406 0,7311 0,6569 0,6009 0,5448 0,4682 0,3468 0,1547 -0,1237 -0,4843 -0,9069 -1,3675 -1,8459 -2,3232 -2,7747 -3,1717 -3,4978 -3,7591 -3,9738 -4,1532 -4,2956 -4,4009 -4,4821
Fz    -0,5577 -0,8382 -1,1104 -1,3588 -1,5519 -1,6563 -1,6706 -1,6200 -1,5280 -1,4119 -1,2876 -1,1610 -1,0220 -0,8430 -0,5852 -0,2301 0,1800 0,5548 0,8156 0,9351 0,9311 0,8447 0,7243 0,6220 0,5919 0,6739 0,8708 1,1450 1,4373 1,6954 1,8924 2,0284 2,1181 2,1716 2,1759 2,0988 1,9129 1,6114 1,2115 0,7536 0,2862 -0,1563 -0,5541 -0,8891 -1,1532 -1,3641 -1,5578 -1,7718 -2,0358 -2,3677 -2,7629 -3,1920 -3,6125 -3,9815 -4,2617 -4,4213 -4,4347 -4,2901 -4,0089 -3,6585 -3,3359 -3,1257 -3,0636 -3,1278 -3,2505 -3,3558 -3,4126 -3,4517 -3,5291 -3,6847 -3,9258 -4,2253 -4,5340 -4,7990 -4,9797 -5,0560 -5,0340 -4,9428 -4,8145 -4,6610 -4,4714 -4,2306 -3,9348 -3,5918 -3,2188 -2,8403 -2,4821 -2,1705 -1,9437 -1,8455 -1,8893 -2,0307 -2,1891 -2,2970 -2,3279 -2,2870 -2,1936 -2,0716 -1,9390 -1,7957 -1,6191 -1,3801 -1,0698 -0,7055 -0,3137 0,0817 0,4599 0,8018 1,0941 1,3269 1,4897 1,5780 1,6016 1,5833 1,5440 1,4876 1,4047 1,2904 1,1482 0,9798 0,7860 0,5837 0,4173 0,3467 0,4096 0,5946 0,8532 1,1295 1,3804 1,5873 1,7622 1,9371 2,1393 2,3759 2,6417 2,9343 3,2523 3,5744 3,8538 4,0393 4,0965 4,0095 3,7893 3,4866 3,1793 2,9382 2,8049 2,7857 2,8508 2,9513 3,0501 3,1385 3,2320 3,3587 3,5472 3,8154 4,1676 4,5903 5,0518 5,5130 5,9494 6,3582 6,7383 7,0787 7,3735 7,6282 7,8460 8,0298 8,1855 8,3083 8,3813 8,3904 8,3354 8,2382 8,1402 8,0776 8,0554 8,0415 7,9844 7,8496 7,6391 7,3779 7,0967 6,8319 6,6170 6,4647 6,3618 6,2781 6,1714 5,9973 5,7223 5,3365 4,8586 4,3277 3,7842 3,2575 2,7689 2,3391 1,9877 1,7318 1,5868 1,5580 1,6274 1,7505 1,8800 1,9914 2,0761 2,1160 2,0769 1,9255 1,6450 1,2365 0,7203 0,1485 -0,4036 -0,8734 -1,2362 -1,4974 -1,6741 -1,7839 -1,8475 -1,8956 -1,9611 -2,0575 -2,1710 -2,2829 -2,3974 -2,5367 -2,7123 -2,9022 -3,0557 -3,1224 -3,0918 -3,0065 -2,9328 -2,9190 -2,9758 -3,0814 -3,1991 -3,3067 -3,4173 -3,5661 -3,7733 -4,0204 -4,2579 -4,4355 -4,5211 -4,5059 -4,4121 -4,2908 -4,1895 -4,1243 -4,0851 -4,0494 -3,9879 -3,8732 -3,6929 -3,4537 -3,1781 -2,8978 -2,6460 -2,4500 -2,3184 -2,2311 -2,1466 -2,0269 -1,8668 -1,7071 -1,6103 -1,6176 -1,7286 -1,9110 -2,1144 -2,2887 -2,4008 -2,4371 -2,4037 -2,3344 -2,2867 -2,3129 -2,4205 -2,5632 -2,6757 -2,7131 -2,6674 -2,5622 -2,4369 -2,3314 -2,2800 -2,3028 -2,4021 -2,5677 -2,7788 -3,0060 -3,2207 -3,4073 -3,5689 -3,7241 -3,8997 -4,1153 -4,3701 -4,6465 -4,9198 -5,1604 -5,3418 -5,4551 -5,5148 -5,5436 -5,5532 -5,5418 -5,4986 -5,4116 -5,2757 -5,0877 -4,8436 -4,5544 -4,2589 -4,0115 -3,8551 -3,7996 -3,8226 -3,8864 -3,9511 -3,9810 -3,9496 -3,8513 -3,7126 -3,5846 -3,5161 -3,5379 -3,6629 -3,8750 -4,1197 -4,3230 -4,4243 -4,3997 -4,2741 -4,1126 -3,9860 -3,9451 -4,0130 -4,1809 -4,4041 -4,6091 -4,7201 -4,7016 -4,5782 -4,4115 -4,2636 -4,1722 -4,1393 -4,1388 -4,1440 -4,1447 -4,1383 -4,1275 -4,1378 -4,2127 -4,3829 -4,6492 -4,9881 -5,3609 -5,7152 -5,9923 -6,1481 -6,1677 -6,0617 -5,8586 -5,6013 -5,3315 -5,0634 -4,7731 -4,4092 -3,9191 -3,2826 -2,5287 -1,7222 -0,9384 -0,2474 0,2988 0,6848 0,9439 1,1415 1,3352 1,5454 1,7632 1,9661 2,1206 2,1933 2,1716 2,0658 1,8983 1,6992 1,5062 1,3574 1,2804 1,2822 1,3421 1,4159 1,4567 1,4347 1,3402 1,1805 0,9858 0,8089 0,6982 0,6594 0,6502 0,6291 0,5965 0,5782 0,5894 0,6300 0,7032 0,8231 0,9957 1,1966 1,3791 1,4963 1,5164 1,4326 1,2724 1,0890 0,9307 0,8160 0,7375 0,6835 0,6452 0,6103 0,5633 0,4964 0,4141 0,3325 0,2667 0,2146 0,1543 0,0556 -0,1089 -0,3498 -0,6490 -0,9652 -1,2539 -1,4777 -1,6078 -1,6372 -1,5884 -1,4959 -1,3881 -1,2834 -1,1914 -1,1147 -1,0528 -0,9925 -0,9006 -0,7447 -0,5233 -0,2685 -0,0233 0,1786 0,3235 0,4195 0,4864 0,5482 0,6315 0,7584 0,9322 1,1336 1,3311 1,4981 1,6264 1,7318 1,8461 2,0007 2,2137 2,4903 2,8235 3,1809 3,5024 3,7269 3,8213 3,7852 3,6374 3,4016 3,1010 2,7596 2,3982 2,0265 1,6440 1,2540 0,8716 0,5210 0,2267 0,0038 -0,1443 -0,2207 -0,2346 -0,2067 -0,1626 -0,1186 -0,0826 -0,0619 -0,0611 -0,0718 -0,0738 -0,0515 -0,0070 0,0443 0,0867 0,1174 0,1563 0,2367 0,3795 0,5793 0,8148 1,0626 1,2966 1,4860 1,6070 1,6556 1,6476 1,6004 1,5177 1,3952 1,2389 1,0718 0,9263 0,8330 0,8087 0,8476 0,9153 0,9577 0,9296 0,8163 0,6311 0,3936 0,1165 -0,1902 -0,5172 -0,8619 -1,2142 -1,5490 -1,8520 -2,1306 -2,3808 -2,5694 -2,6607 -2,6501 -2,5658 -2,4481 -2,3285 -2,2155 -2,0903 -1,9208 -1,6903 -1,4081 -1,0952 -0,7714 -0,4583 -0,1751 0,0704 0,2796 0,4593 0,6306 0,8341 1,1104 1,4700 1,8821 2,2877 2,6191 2,8186 2,8545 2,7327 2,4903 2,1729 1,8219 1,4803 1,1908 0,9789 0,8472 0,7816 0,7509 0,7129 0,6331 0,4915 0,2769 -0,0122 -0,3618 -0,7483 -1,1545 -1,5790 -2,0300 -2,5083 -2,9970 -3,4676 -3,8923 -4,2516 -4,5352 -4,7403 -4,8780 -4,9755
F3    -0,3185 -0,4541 -0,5782 -0,7017 -0,8076 -0,8692 -0,8902 -0,8996 -0,9160 -0,9400 -0,9700 -1,0082 -1,0503 -1,0676 -1,0064 -0,8287 -0,5574 -0,2657 -0,0259 0,1256 0,1893 0,1896 0,1630 0,1517 0,1953 0,3186 0,5288 0,8228 1,1840 1,5730 1,9342 2,2185 2,4001 2,4719 2,4255 2,2487 1,9455 1,5416 1,0787 0,6109 0,1838 -0,1916 -0,5274 -0,8226 -1,0607 -1,2379 -1,3753 -1,5098 -1,6852 -1,9358 -2,2621 -2,6276 -2,9818 -3,2818 -3,4987 -3,6127 -3,6061 -3,4679 -3,2149 -2,9093 -2,6480 -2,5228 -2,5838 -2,8182 -3,1466 -3,4580 -3,6803 -3,8159 -3,9179 -4,0490 -4,2521 -4,5302 -4,8454 -5,1396 -5,3592 -5,4686 -5,4606 -5,3585 -5,1963 -4,9941 -4,7512 -4,4599 -4,1215 -3,7524 -3,3828 -3,0498 -2,7755 -2,5587 -2,4022 -2,3327 -2,3731 -2,5035 -2,6609 -2,7771 -2,8154 -2,7753 -2,6701 -2,5071 -2,2887 -2,0175 -1,6935 -1,3176 -0,9031 -0,4740 -0,0522 0,3466 0,7086 1,0233 1,2888 1,5043 1,6566 1,7238 1,6937 1,5752 1,3925 1,1691 0,9203 0,6579 0,3936 0,1371 -0,1012 -0,3011 -0,4246 -0,4258 -0,2841 -0,0267 0,2897 0,6131 0,9119 1,1747 1,4122 1,6502 1,9073 2,1795 2,4495 2,7070 2,9563 3,1937 3,3860 3,4828 3,4420 3,2419 2,8945 2,4577 2,0184 1,6564 1,4244 1,3450 1,4052 1,5604 1,7615 1,9793 2,2076 2,4546 2,7326 3,0544 3,4375 3,8971 4,4213 4,9629 5,4667 5,8984 6,2412 6,4863 6,6446 6,7522 6,8528 6,9824 7,1579 7,3609 7,5466 7,6720 7,7147 7,6870 7,6326 7,5940 7,5827 7,5745 7,5298 7,4254 7,2699 7,0894 6,9110 6,7608 6,6522 6,5740 6,5016 6,4113 6,2783 6,0737 5,7741 5,3730 4,8818 4,3199 3,7098 3,0805 2,4749 1,9428 1,5239 1,2383 1,0906 1,0708 1,1478 1,2707 1,3900 1,4834 1,5535 1,6017 1,6097 1,5450 1,3762 1,0834 0,6694 0,1700 -0,3549 -0,8467 -1,2630 -1,5801 -1,7973 -1,9373 -2,0399 -2,1497 -2,2999 -2,4928 -2,6986 -2,8801 -3,0213 -3,1307 -3,2249 -3,3081 -3,3611 -3,3542 -3,2806 -3,1778 -3,1079 -3,1130 -3,1866 -3,2789 -3,3306 -3,3174 -3,2708 -3,2556 -3,3203 -3,4617 -3,6361 -3,7956 -3,9055 -3,9412 -3,8984 -3,8093 -3,7241 -3,6725 -3,6502 -3,6328 -3,5920 -3,5084 -3,3742 -3,1904 -2,9624 -2,7003 -2,4238 -2,1643 -1,9455 -1,7625 -1,5912 -1,4128 -1,2318 -1,0817 -1,0082 -1,0386 -1,1672 -1,3626 -1,5758 -1,7574 -1,8828 -1,9570 -2,0045 -2,0648 -2,1877 -2,4082 -2,7103 -3,0225 -3,2601 -3,3698 -3,3441 -3,2122 -3,0161 -2,7973 -2,6022 -2,4748 -2,4400 -2,5030 -2,6523 -2,8581 -3,0837 -3,3041 -3,5151 -3,7301 -3,9751 -4,2704 -4,6134 -4,9820 -5,3446 -5,6599 -5,8835 -5,9877 -5,9751 -5,8750 -5,7285 -5,5747 -5,4350 -5,3092 -5,1875 -5,0525 -4,8806 -4,6616 -4,4163 -4,1892 -4,0224 -3,9317 -3,9047 -3,9171 -3,9421 -3,9498 -3,9110 -3,8121 -3,6721 -3,5344 -3,4398 -3,4153 -3,4810 -3,6361 -3,8375 -4,0139 -4,1037 -4,0766 -3,9418 -3,7480 -3,5637 -3,4531 -3,4620 -3,6048 -3,8517 -4,1325 -4,3671 -4,5039 -4,5368 -4,4980 -4,4378 -4,4000 -4,4011 -4,4294 -4,4642 -4,4901 -4,4956 -4,4758 -4,4488 -4,4558 -4,5360 -4,7095 -4,9738 -5,3041 -5,6558 -5,9741 -6,2084 -6,3242 -6,3100 -6,1773 -5,9590 -5,6953 -5,4101 -5,0948 -4,7130 -4,2236 -3,6113 -2,9022 -2,1532 -1,4310 -0,7990 -0,3050 0,0379 0,2608 0,4228 0,5751 0,7395 0,9167 1,0957 1,2468 1,3281 1,3124 1,2014 1,0167 0,7949 0,5867 0,4441 0,4065 0,4962 0,7072 0,9887 1,2602 1,4493 1,5115 1,4306 1,2267 0,9590 0,6974 0,4778 0,2907 0,1225 -0,0119 -0,0880 -0,0991 -0,0575 0,0236 0,1436 0,3060 0,5034 0,7166 0,9184 1,0722 1,1450 1,1270 1,0331 0,8822 0,6845 0,4622 0,2659 0,1469 0,1193 0,1586 0,2254 0,2890 0,3386 0,3721 0,3742 0,3160 0,1741 -0,0597 -0,3783 -0,7544 -1,1409 -1,4860 -1,7478 -1,8976 -1,9312 -1,8776 -1,7784 -1,6627 -1,5462 -1,4446 -1,3815 -1,3772 -1,4221 -1,4726 -1,4843 -1,4462 -1,3768 -1,2979 -1,2211 -1,1505 -1,0879 -1,0299 -0,9633 -0,8659 -0,7196 -0,5270 -0,3065 -0,0743 0,1592 0,3864 0,6085 0,8398 1,0953 1,3767 1,6785 1,9998 2,3323 2,6406 2,8693 2,9723 2,9302 2,7473 2,4430 2,0480 1,6006 1,1393 0,6942 0,2851 -0,0751 -0,3781 -0,6209 -0,8092 -0,9574 -1,0807 -1,1828 -1,2551 -1,2860 -1,2642 -1,1849 -1,0618 -0,9277 -0,8119 -0,7190 -0,6361 -0,5590 -0,5046 -0,4993 -0,5567 -0,6618 -0,7699 -0,8315 -0,8259 -0,7686 -0,6889 -0,6031 -0,5138 -0,4289 -0,3644 -0,3231 -0,2881 -0,2502 -0,2285 -0,2499 -0,3173 -0,4113 -0,5107 -0,6036 -0,6808 -0,7350 -0,7734 -0,8210 -0,9066 -1,0480 -1,2486 -1,5018 -1,7961 -2,1124 -2,4340 -2,7577 -3,0737 -3,3521 -3,5702 -3,7286 -3,8245 -3,8334 -3,7292 -3,5125 -3,2143 -2,8817 -2,5608 -2,2832 -2,0588 -1,8805 -1,7402 -1,6354 -1,5511 -1,4494 -1,2940 -1,0793 -0,8308 -0,5854 -0,3732 -0,1983 -0,0258 0,2007 0,5131 0,8926 1,2793 1,5999 1,7952 1,8372 1,7332 1,5154 1,2241 0,9038 0,6078 0,3831 0,2429 0,1622 0,1001 0,0191 -0,1075 -0,2941 -0,5476 -0,8695 -1,2506 -1,6687 -2,1008 -2,5359 -2,9753 -3,4258 -3,8854 -4,3332 -4,7375 -5,0733 -5,3312 -5,5099 -5,6094 -5,6442 -5,6501
F7    -0,2501 -0,4789 -0,6234 -0,6842 -0,6865 -0,6571 -0,6236 -0,6069 -0,6145 -0,6403 -0,6590 -0,6446 -0,6098 -0,5935 -0,5991 -0,5811 -0,5080 -0,4078 -0,3315 -0,2874 -0,2341 -0,1379 -0,0107 0,1184 0,2389 0,3497 0,4471 0,5386 0,6487 0,8072 1,0429 1,3705 1,7567 2,1023 2,2811 2,2159 1,9182 1,4675 0,9646 0,4954 0,1081 -0,1935 -0,4232 -0,5870 -0,6962 -0,7824 -0,8820 -1,0272 -1,2501 -1,5604 -1,9183 -2,2562 -2,5317 -2,7541 -2,9559 -3,1422 -3,2749 -3,2960 -3,1672 -2,9158 -2,6396 -2,4489 -2,4042 -2,5058 -2,7124 -2,9578 -3,1821 -3,3680 -3,5379 -3,7174 -3,9042 -4,0661 -4,1652 -4,1804 -4,1120 -3,9794 -3,8293 -3,7265 -3,6996 -3,6995 -3,6365 -3,4502 -3,1365 -2,7256 -2,2536 -1,7724 -1,3665 -1,1172 -1,0444 -1,1027 -1,2213 -1,3337 -1,3943 -1,3891 -1,3246 -1,2083 -1,0532 -0,8933 -0,7721 -0,7099 -0,6849 -0,6481 -0,5566 -0,3921 -0,1578 0,1285 0,4393 0,7538 1,0768 1,4295 1,8053 2,1397 2,3332 2,3025 2,0216 1,5340 0,9377 0,3591 -0,0802 -0,3176 -0,3776 -0,3315 -0,2343 -0,1082 0,0312 0,1553 0,2353 0,2659 0,2758 0,3198 0,4505 0,6885 1,0091 1,3532 1,6641 1,9183 2,1218 2,2898 2,4280 2,5126 2,4934 2,3348 2,0516 1,7050 1,3704 1,0994 0,9070 0,7934 0,7571 0,7972 0,9250 1,1598 1,5059 1,9416 2,4271 2,9150 3,3613 3,7402 4,0506 4,3046 4,5244 4,7414 4,9773 5,2324 5,4939 5,7405 5,9426 6,0784 6,1430 6,1432 6,0921 6,0102 5,9257 5,8713 5,8615 5,8734 5,8691 5,8289 5,7583 5,6766 5,6012 5,5374 5,4752 5,3951 5,2826 5,1434 4,9994 4,8703 4,7670 4,6917 4,6313 4,5552 4,4245 4,2052 3,8829 3,4654 2,9689 2,4134 1,8381 1,3076 0,8939 0,6537 0,6065 0,7097 0,8698 0,9966 1,0408 0,9900 0,8579 0,6799 0,4957 0,3254 0,1610 -0,0207 -0,2366 -0,4831 -0,7410 -0,9875 -1,1990 -1,3530 -1,4521 -1,5321 -1,6263 -1,7349 -1,8384 -1,9229 -1,9904 -2,0547 -2,1304 -2,2152 -2,2797 -2,2907 -2,2492 -2,1923 -2,1611 -2,1771 -2,2396 -2,3256 -2,3926 -2,3927 -2,3008 -2,1376 -1,9615 -1,8350 -1,7979 -1,8573 -1,9862 -2,1323 -2,2433 -2,2852 -2,2426 -2,1281 -1,9953 -1,9146 -1,9204 -1,9912 -2,0695 -2,0970 -2,0396 -1,8890 -1,6615 -1,4033 -1,1774 -1,0302 -0,9679 -0,9607 -0,9774 -1,0182 -1,1133 -1,2916 -1,5521 -1,8529 -2,1288 -2,3339 -2,4707 -2,5723 -2,6637 -2,7597 -2,8919 -3,0978 -3,3701 -3,6408 -3,8216 -3,8501 -3,7135 -3,4550 -3,1511 -2,8709 -2,6502 -2,4953 -2,4096 -2,4141 -2,5259 -2,7244 -2,9563 -3,1741 -3,3623 -3,5319 -3,7064 -3,9175 -4,1882 -4,5082 -4,8405 -5,1523 -5,4225 -5,6323 -5,7679 -5,8283 -5,8242 -5,7618 -5,6427 -5,4939 -5,3701 -5,2993 -5,2441 -5,1406 -4,9643 -4,7468 -4,5462 -4,4036 -4,3139 -4,2377 -4,1348 -3,9854 -3,7998 -3,6212 -3,5106 -3,5144 -3,6335 -3,8214 -4,0104 -4,1395 -4,1658 -4,0622 -3,8273 -3,5042 -3,1839 -2,9699 -2,9287 -3,0774 -3,3942 -3,8140 -4,2285 -4,5153 -4,5844 -4,4157 -4,0660 -3,6417 -3,2483 -2,9519 -2,7671 -2,6759 -2,6609 -2,7130 -2,8098 -2,9242 -3,0525 -3,2059 -3,3863 -3,5963 -3,8520 -4,1634 -4,5105 -4,8462 -5,1181 -5,2928 -5,3646 -5,3433 -5,2401 -5,0659 -4,8249 -4,5079 -4,1141 -3,6779 -3,2573 -2,8967 -2,6061 -2,3556 -2,0870 -1,7601 -1,3883 -1,0113 -0,6582 -0,3519 -0,1226 0,0139 0,0809 0,1124 0,1019 0,0097 -0,1853 -0,4579 -0,7467 -0,9758 -1,0755 -1,0020 -0,7590 -0,4074 -0,0467 0,2282 0,3723 0,4021 0,3588 0,2707 0,1494 -0,0040 -0,1991 -0,4421 -0,7034 -0,9083 -0,9771 -0,8707 -0,6062 -0,2488 0,1131 0,4026 0,5751 0,6147 0,5298 0,3559 0,1444 -0,0486 -0,1688 -0,1857 -0,1139 0,0103 0,1708 0,3681 0,5823 0,7733 0,9121 0,9937 1,0329 1,0519 1,0545 1,0040 0,8425 0,5433 0,1380 -0,3142 -0,7622 -1,1694 -1,5030 -1,7269 -1,8141 -1,7652 -1,6043 -1,3631 -1,0857 -0,8375 -0,6775 -0,6091 -0,5758 -0,5099 -0,3769 -0,1937 -0,0183 0,0969 0,1479 0,1672 0,1801 0,1808 0,1496 0,0912 0,0413 0,0223 0,0160 -0,0062 -0,0463 -0,0772 -0,0670 -0,0023 0,1103 0,2609 0,4545 0,7022 0,9854 1,2444 1,4174 1,4860 1,4747 1,4140 1,3043 1,1277 0,8880 0,6138 0,3395 0,1013 -0,0643 -0,1389 -0,1357 -0,0999 -0,0995 -0,1975 -0,4164 -0,7209 -1,0395 -1,3051 -1,4733 -1,5135 -1,4046 -1,1520 -0,8130 -0,4820 -0,2424 -0,1386 -0,1795 -0,3461 -0,5890 -0,8366 -1,0269 -1,1383 -1,1826 -1,1766 -1,1331 -1,0797 -1,0666 -1,1355 -1,2770 -1,4348 -1,5509 -1,5974 -1,5787 -1,5211 -1,4666 -1,4559 -1,4959 -1,5546 -1,5998 -1,6258 -1,6392 -1,6487 -1,6785 -1,7677 -1,9424 -2,1889 -2,4473 -2,6476 -2,7637 -2,8158 -2,8264 -2,8064 -2,7754 -2,7618 -2,7745 -2,7899 -2,7750 -2,7127 -2,5969 -2,4117 -2,1341 -1,7669 -1,3640 -1,0130 -0,7916 -0,7347 -0,8238 -0,9930 -1,1574 -1,2500 -1,2307 -1,0793 -0,7999 -0,4174 0,0427 0,5458 1,0236 1,3855 1,5629 1,5425 1,3673 1,1055 0,8034 0,4685 0,1101 -0,2253 -0,4861 -0,6608 -0,7709 -0,8363 -0,8626 -0,8486 -0,8029 -0,7607 -0,7833 -0,9304 -1,2278 -1,6627 -2,2010 -2,7993 -3,4034 -3,9393 -4,3303 -4,5466 -4,6314 -4,6644 -4,7120 -4,8085 -4,9580 -5,1448
