Fp1   -1,5692 -1,3484 -1,1699 -1,0332 -0,9369 -0,8872 -0,8887 -0,9261 -0,9588 -0,9397 -0,8478 -0,7065 -0,5677 -0,4714 -0,4150 -0,3504 -0,2137 0,0296 0,3630 0,7388 1,1095 1,4407 1,7067 1,8871 1,9734 1,9761 1,9249 1,8664 1,8560 1,9301 2,0745 2,2194 2,2576 2,0852 1,6567 1,0162 0,2725 -0,4561 -1,0809 -1,5502 -1,8359 -1,9230 -1,8287 -1,6196 -1,3788 -1,1575 -0,9720 -0,8309 -0,7525 -0,7675 -0,9069 -1,1825 -1,5725 -2,0217 -2,4612 -2,8440 -3,1630 -3,4348 -3,6758 -3,8905 -4,0718 -4,2110 -4,3075 -4,3689 -4,4031 -4,4072 -4,3619 -4,2409 -4,0318 -3,7454 -3,4058 -3,0435 -2,6927 -2,3783 -2,1024 -1,8471 -1,5899 -1,3164 -1,0174 -0,6869 -0,3295 0,0422 0,4139 0,7643 1,0528 1,2266 1,2571 1,1640 0,9916 0,7752 0,5411 0,3183 0,1318 -0,0111 -0,1253 -0,2397 -0,3866 -0,5870 -0,8393 -1,1222 -1,3992 -1,6198 -1,7383 -1,7402 -1,6513 -1,5110 -1,3369 -1,1238 -0,8774 -0,6389 -0,4702 -0,4174 -0,4937 -0,6902 -0,9831 -1,3324 -1,6859 -1,9766 -2,1224 -2,0559 -1,7741 -1,3532 -0,9095 -0,5409 -0,2902 -0,1491 -0,0993 -0,1495 -0,3254 -0,6326 -1,0349 -1,4650 -1,8520 -2,1378 -2,2767 -2,2419 -2,0444 -1,7329 -1,3750 -1,0396 -0,7849 -0,6380 -0,5828 -0,5780 -0,5906 -0,6082 -0,6379 -0,7049 -0,8406 -1,0579 -1,3363 -1,6389 -1,9372 -2,2094 -2,4287 -2,5626 -2,5798 -2,4590 -2,1960 -1,8059 -1,3231 -0,7995 -0,2944 0,1406 0,4679 0,6587 0,6910 0,5684 0,3313 0,0337 -0,2875 -0,6173 -0,9487 -1,2688 -1,5499 -1,7636 -1,9110 -2,0267 -2,1466 -2,2821 -2,4236 -2,5575 -2,6733 -2,7579 -2,7870 -2,7296 -2,5731 -2,3395 -2,0766 -1,8384 -1,6764 -1,6276 -1,6998 -1,8704 -2,1040 -2,3694 -2,6439 -2,9146 -3,1827 -3,4628 -3,7645 -4,0730 -4,3619 -4,6205 -4,8537 -5,0667 -5,2633 -5,4509 -5,6394 -5,8407 -6,0707 -6,3444 -6,6698 -7,0421 -7,4484 -7,8831 -8,3514 -8,8543 -9,3699 -9,8428 -10,1966 -10,3675 -10,3356 -10,1254 -9,7753 -9,3150 -8,7840 -8,2522 -7,7992 -7,4808 -7,3235 -7,3321 -7,4875 -7,7453 -8,0420 -8,3074 -8,4773 -8,5038 -8,3681 -8,0902 -7,7192 -7,3126 -6,9214 -6,5866 -6,3396 -6,1924 -6,1330 -6,1347 -6,1610 -6,1706 -6,1380 -6,0690 -5,9847 -5,8928 -5,7874 -5,6738 -5,5742 -5,5045 -5,4621 -5,4364 -5,4162 -5,3926 -5,3730 -5,3931 -5,4980 -5,7074 -6,0068 -6,3671 -6,7533 -7,1079 -7,3468 -7,3923 -7,2119 -6,8278 -6,3002 -5,7051 -5,1183 -4,6010 -4,1834 -3,8635 -3,6254 -3,4513 -3,3207 -3,2102 -3,0949 -2,9556 -2,7937 -2,6325 -2,4978 -2,4089 -2,3836 -2,4333 -2,5545 -2,7316 -2,9413 -3,1514 -3,3289 -3,4581 -3,5531 -3,6447 -3,7397 -3,7892 -3,7137 -3,4667 -3,0662 -2,5763 -2,0740 -1,6262 -1,2803 -1,0582 -0,9459 -0,9011 -0,8862 -0,8905 -0,9202 -0,9666 -0,9919 -0,9519 -0,8320 -0,6649 -0,5166 -0,4466 -0,4676 -0,5355 -0,5783 -0,5395 -0,4042 -0,1974 0,0439 0,2997 0,5673 0,8457 1,1310 1,4239 1,7260 2,0272 2,3121 2,5776 2,8190 3,0093 3,1104 3,0985 2,9775 2,7820 2,5629 2,3675 2,2297 2,1665 2,1756 2,2394 2,3262 2,3872 2,3693 2,2553 2,0940 1,9759 1,9725 2,0873 2,2546 2,3844 2,4261 2,3979 2,3586 2,3536 2,3881 2,4441 2,5068 2,5757 2,6651 2,7977 2,9894 3,2381 3,5247 3,8217 4,1068 4,3777 4,6469 4,9181 5,1685 5,3593 5,4739 5,5400 5,6101 5,7276 5,9152 6,1733 6,4699 6,7419 6,9250 6,9821 6,9008 6,6875 6,3787 6,0340 5,7087 5,4382 5,2436 5,1406 5,1361 5,2170 5,3476 5,4849 5,6009 5,6845 5,7245 5,7090 5,6410 5,5462 5,4671 5,4451 5,5043 5,6471 5,8593 6,1208 6,4167 6,7453 7,1213 7,5662 8,0838 8,6408 9,1718 9,6063 9,8988 10,0481 10,0931 10,0772 10,0087 9,8538 9,5698 9,1488 8,6400 8,1378 7,7425 7,5117 7,4304 7,4238 7,4072 7,3400 7,2437 7,1814 7,2139 7,3628 7,6078 7,9002 8,1740 8,3721 8,4804 8,5290 8,5536 8,5583 8,5177 8,4097 8,2391 8,0311 7,8111 7,6135 7,5005 7,5469 7,8002 8,2528 8,8382 9,4592 10,0412 10,5614 11,0186 11,3826 11,5913 11,5996 11,4206 11,1187 10,7671 10,4083 10,0435 9,6546 9,2437 8,8617 8,5857 8,4532 8,4185 8,3765 8,2336 7,9681 7,6383 7,3377 7,1366 7,0496 7,0345 7,0227 6,9633 6,8481 6,7090 6,6018 6,5833 6,6883 6,9142 7,2157 7,5134 7,7163 7,7458 7,5579 7,1736 6,6953 6,2720 6,0196 5,9632 6,0424 6,1591 6,2315 6,2250 6,1555 6,0787 6,0634 6,1513 6,3497 6,6693 7,1474 7,8171 8,6641 9,6105 10,5305 11,2889 11,7780 11,9310 11,7322 11,2290 10,5204 9,7165 8,8970 8,0975 7,3227 6,5680 5,8362 5,1513 4,5658 4,1556 3,9945 4,1144 4,4815 5,0032 5,5588 6,0268 6,3017 6,3180 6,0801 5,6616 5,1542 4,6145 4,0622 3,5138 2,9992 2,5388 2,1145 1,6794 1,2030 0,6956 0,1929 -0,2632 -0,6259 -0,8508 -0,9205 -0,8606 -0,7232 -0,5552 -0,3897 -0,2529 -0,1613 -0,1109 -0,0735 -0,0087 0,1123 0,2928 0,5165 0,7511 0,9493 1,0700 1,1024 1,0662 0,9983 0,9453 0,9469 1,0177 1,1482 1,3065 1,4395 1,4953 1,4562 1,3467 1,2138 1,1036 1,0440 1,0332 1,0458 1,0511 1,0194 0,9217 0,7497 0,5333 0,3185 0,1307 -0,0316
Fz    -1,9058 -1,5334 -1,2169 -1,0035 -0,9209 -0,9690 -1,1184 -1,3200 -1,5217 -1,6792 -1,7635 -1,7716 -1,7243 -1,6407 -1,5089 -1,2747 -0,8732 -0,2910 0,4047 1,1052 1,7146 2,1729 2,4517 2,5497 2,4940 2,3338 2,1197 1,8897 1,6713 1,4813 1,3226 1,1818 1,0230 0,7943 0,4643 0,0496 -0,3969 -0,8125 -1,1321 -1,2954 -1,2610 -1,0160 -0,5969 -0,1062 0,3267 0,6157 0,7409 0,7256 0,6067 0,4137 0,1538 -0,1849 -0,6113 -1,1095 -1,6388 -2,1537 -2,6146 -2,9859 -3,2442 -3,3925 -3,4631 -3,5026 -3,5489 -3,6119 -3,6765 -3,7128 -3,6858 -3,5719 -3,3793 -3,1444 -2,9056 -2,6928 -2,5325 -2,4314 -2,3640 -2,2906 -2,1784 -2,0022 -1,7415 -1,3883 -0,9524 -0,4570 0,0635 0,5596 0,9643 1,2040 1,2371 1,0884 0,8300 0,5292 0,2260 -0,0623 -0,3402 -0,6305 -0,9526 -1,3012 -1,6447 -1,9401 -2,1521 -2,2649 -2,2700 -2,1517 -1,8994 -1,5319 -1,1047 -0,6885 -0,3341 -0,0567 0,1476 0,2795 0,3274 0,2756 0,1136 -0,1627 -0,5468 -1,0142 -1,5165 -1,9729 -2,2741 -2,3257 -2,1129 -1,7236 -1,2979 -0,9481 -0,7125 -0,5700 -0,4938 -0,4860 -0,5629 -0,7196 -0,9142 -1,0855 -1,1853 -1,1943 -1,1084 -0,9327 -0,6958 -0,4472 -0,2317 -0,0715 0,0292 0,0739 0,0752 0,0556 0,0392 0,0433 0,0722 0,1100 0,1252 0,0906 0,0025 -0,1241 -0,2709 -0,4188 -0,5326 -0,5427 -0,3573 0,0907 0,8020 1,7045 2,6783 3,5939 4,3469 4,8677 5,1171 5,0826 4,7862 4,2976 3,7254 3,1731 2,6988 2,3161 2,0175 1,7882 1,6164 1,4994 1,4312 1,3934 1,3653 1,3389 1,3164 1,2963 1,2678 1,2273 1,1952 1,2074 1,2904 1,4455 1,6488 1,8519 1,9905 2,0074 1,8744 1,6015 1,2335 0,8410 0,4982 0,2544 0,1157 0,0557 0,0453 0,0727 0,1342 0,2203 0,3226 0,4413 0,5730 0,6921 0,7503 0,6986 0,5124 0,1992 -0,2090 -0,6673 -1,1324 -1,5844 -2,0271 -2,4672 -2,8978 -3,2927 -3,6050 -3,7807 -3,7927 -3,6633 -3,4484 -3,2063 -2,9859 -2,8292 -2,7677 -2,8131 -2,9615 -3,2018 -3,5132 -3,8620 -4,2047 -4,4870 -4,6466 -4,6316 -4,4340 -4,0998 -3,7001 -3,2977 -2,9347 -2,6286 -2,3768 -2,1670 -1,9838 -1,8049 -1,6024 -1,3600 -1,0915 -0,8370 -0,6365 -0,5004 -0,4108 -0,3511 -0,3159 -0,2909 -0,2517 -0,1870 -0,1022 -0,0047 0,0823 0,1013 -0,0156 -0,2950 -0,7066 -1,1898 -1,6770 -2,0952 -2,3681 -2,4369 -2,2814 -1,9224 -1,4111 -0,8159 -0,2101 0,3396 0,7848 1,1072 1,3191 1,4524 1,5428 1,6193 1,6981 1,7745 1,8179 1,7937 1,6964 1,5492 1,3749 1,1837 0,9789 0,7637 0,5433 0,3261 0,1220 -0,0612 -0,2216 -0,3634 -0,4778 -0,5214 -0,4299 -0,1642 0,2631 0,7984 1,3727 1,9184 2,3673 2,6603 2,7865 2,8012 2,7799 2,7577 2,7194 2,6428 2,5342 2,4180 2,3116 2,2124 2,1012 1,9587 1,7825 1,5930 1,4202 1,2832 1,1837 1,1183 1,0980 1,1541 1,3194 1,6023 1,9827 2,4280 2,9001 3,3469 3,7156 3,9838 4,1593 4,2513 4,2608 4,1878 4,0437 3,8673 3,7222 3,6653 3,7195 3,8675 4,0715 4,2993 4,5292 4,7374 4,8904 4,9595 4,9432 4,8635 4,7478 4,6143 4,4659 4,2951 4,1025 3,9089 3,7455 3,6314 3,5607 3,5112 3,4630 3,4060 3,3437 3,2932 3,2751 3,3063 3,4041 3,5857 3,8608 4,2216 4,6334 5,0313 5,3340 5,4814 5,4814 5,4210 5,4191 5,5597 5,8611 6,2802 6,7231 7,0745 7,2512 7,2346 7,0471 6,7205 6,2935 5,8078 5,2969 4,7886 4,3112 3,8930 3,5604 3,3385 3,2458 3,2915 3,4750 3,7759 4,1390 4,4870 4,7536 4,9051 4,9432 4,8933 4,7901 4,6683 4,5547 4,4614 4,3855 4,3260 4,3104 4,3974 4,6313 4,9921 5,3963 5,7455 5,9788 6,0965 6,1405 6,1515 6,1391 6,0871 5,9790 5,8162 5,6172 5,4111 5,2359 5,1273 5,0934 5,0932 5,0566 4,9403 4,7676 4,6157 4,5648 4,6557 4,8815 5,1956 5,5236 5,7954 5,9848 6,1158 6,2256 6,3193 6,3692 6,3575 6,2991 6,2154 6,1073 5,9723 5,8287 5,7102 5,6552 5,6997 5,8626 6,1359 6,4979 6,9219 7,3578 7,7117 7,8700 7,7655 7,4207 6,9309 6,4051 5,9033 5,4103 4,8713 4,2717 3,6881 3,2467 3,0230 2,9831 3,0230 3,0616 3,0984 3,1982 3,4278 3,8016 4,2698 4,7448 5,1415 5,4100 5,5471 5,5870 5,5821 5,5824 5,6239 5,7167 5,8274 5,8840 5,8164 5,5966 5,2444 4,8220 4,4318 4,1814 4,1186 4,2012 4,3355 4,4392 4,4837 4,4901 4,5003 4,5591 4,7037 4,9394 5,2365 5,5727 5,9597 6,4182 6,9451 7,5006 8,0095 8,3882 8,5790 8,5535 8,3033 7,8458 7,2254 6,4989 5,7211 4,9380 4,1875 3,5003 2,9013 2,4150 2,0722 1,9082 1,9520 2,2136 2,6764 3,2981 4,0112 4,7216 5,3150 5,6906 5,8154 5,7435 5,5631 5,3257 5,0320 4,6744 4,2671 3,8242 3,3267 2,7384 2,0581 1,3324 0,6194 -0,0361 -0,5947 -1,0176 -1,2864 -1,4207 -1,4572 -1,4101 -1,2694 -1,0321 -0,7188 -0,3605 0,0174 0,3929 0,7323 0,9900 1,1305 1,1426 1,0349 0,8312 0,5685 0,2931 0,0630 -0,0543 -0,0130 0,1771 0,4572 0,7475 0,9642 1,0391 0,9467 0,7132 0,4030 0,0944 -0,1539 -0,3278 -0,4491 -0,5458 -0,6414 -0,7601 -0,9229 -1,1353 -1,3905 -1,6793 -1,9934
F3    -1,0670 -0,7867 -0,5792 -0,4591 -0,4350 -0,5097 -0,6768 -0,9081 -1,1451 -1,3171 -1,3766 -1,3243 -1,2012 -1,0569 -0,9147 -0,7410 -0,4575 -0,0103 0,5757 1,2156 1,8177 2,3120 2,6495 2,8030 2,7806 2,6236 2,3824 2,1008 1,8142 1,5377 1,2579 0,9481 0,5873 0,1674 -0,3030 -0,8022 -1,2978 -1,7425 -2,0705 -2,2110 -2,1102 -1,7533 -1,1982 -0,5836 -0,0624 0,2796 0,4327 0,4243 0,2964 0,0946 -0,1518 -0,4382 -0,7675 -1,1343 -1,5346 -1,9727 -2,4393 -2,8894 -3,2605 -3,5106 -3,6363 -3,6617 -3,6174 -3,5314 -3,4302 -3,3301 -3,2276 -3,1143 -2,9958 -2,8799 -2,7544 -2,6001 -2,4203 -2,2374 -2,0662 -1,8988 -1,7147 -1,4998 -1,2518 -0,9757 -0,6806 -0,3777 -0,0790 0,1932 0,3994 0,4959 0,4680 0,3446 0,1681 -0,0416 -0,2781 -0,5240 -0,7561 -0,9633 -1,1441 -1,2935 -1,4076 -1,4892 -1,5451 -1,5809 -1,5904 -1,5472 -1,4154 -1,1766 -0,8487 -0,4762 -0,1011 0,2464 0,5356 0,7276 0,7816 0,6706 0,3936 -0,0263 -0,5551 -1,1547 -1,7709 -2,3116 -2,6587 -2,7225 -2,4971 -2,0725 -1,5928 -1,1847 -0,9015 -0,7301 -0,6478 -0,6597 -0,7778 -0,9867 -1,2440 -1,4989 -1,7086 -1,8434 -1,8824 -1,8080 -1,6192 -1,3485 -1,0527 -0,7837 -0,5711 -0,4219 -0,3199 -0,2351 -0,1475 -0,0564 0,0235 0,0608 0,0163 -0,1266 -0,3414 -0,5806 -0,8148 -1,0373 -1,2257 -1,3082 -1,1796 -0,7611 -0,0488 0,8739 1,8631 2,7675 3,4739 3,9207 4,0949 4,0244 3,7635 3,3860 2,9771 2,6022 2,2797 1,9967 1,7364 1,4861 1,2472 1,0401 0,8807 0,7604 0,6656 0,6044 0,6024 0,6705 0,7900 0,9305 1,0747 1,2245 1,3894 1,5756 1,7816 1,9861 2,1376 2,1691 2,0367 1,7452 1,3425 0,8965 0,4742 0,1260 -0,1329 -0,3225 -0,4691 -0,5778 -0,6428 -0,6714 -0,6790 -0,6664 -0,6193 -0,5359 -0,4475 -0,4010 -0,4298 -0,5481 -0,7647 -1,0893 -1,5298 -2,0906 -2,7609 -3,5028 -4,2573 -4,9492 -5,4863 -5,7778 -5,7785 -5,5177 -5,0865 -4,5975 -4,1486 -3,8054 -3,5960 -3,5158 -3,5484 -3,6799 -3,8922 -4,1590 -4,4461 -4,7047 -4,8655 -4,8588 -4,6573 -4,2978 -3,8554 -3,4063 -3,0107 -2,6994 -2,4655 -2,2751 -2,0874 -1,8702 -1,6112 -1,3271 -1,0627 -0,8647 -0,7451 -0,6714 -0,6053 -0,5535 -0,5627 -0,6602 -0,8255 -1,0193 -1,2085 -1,3632 -1,4669 -1,5418 -1,6442 -1,8195 -2,0716 -2,3785 -2,7114 -3,0260 -3,2532 -3,3283 -3,2283 -2,9765 -2,6238 -2,2287 -1,8384 -1,4713 -1,1184 -0,7646 -0,4092 -0,0684 0,2328 0,4728 0,6422 0,7398 0,7621 0,7155 0,6305 0,5455 0,4812 0,4361 0,3897 0,3062 0,1534 -0,0721 -0,3420 -0,6190 -0,8776 -1,1018 -1,2693 -1,3398 -1,2662 -1,0287 -0,6542 -0,2018 0,2654 0,6989 1,0578 1,3084 1,4603 1,5817 1,7477 1,9706 2,1895 2,3291 2,3614 2,3060 2,1936 2,0406 1,8528 1,6375 1,4058 1,1736 0,9629 0,7980 0,6967 0,6693 0,7318 0,9152 1,2395 1,6826 2,1891 2,7063 3,1999 3,6398 3,9957 4,2471 4,3811 4,3903 4,2896 4,1165 3,9102 3,7092 3,5570 3,4901 3,5188 3,6250 3,7805 3,9604 4,1328 4,2496 4,2610 4,1521 3,9675 3,7941 3,7179 3,7834 3,9702 4,2087 4,4288 4,5960 4,7058 4,7589 4,7480 4,6664 4,5171 4,3110 4,0741 3,8522 3,6871 3,5961 3,5829 3,6551 3,8282 4,1141 4,4986 4,9280 5,3189 5,5955 5,7426 5,8311 5,9786 6,2739 6,7290 7,2807 7,8176 8,2197 8,4040 8,3526 8,1002 7,7027 7,2220 6,7164 6,2311 5,7943 5,4150 5,0850 4,7935 4,5432 4,3525 4,2456 4,2443 4,3559 4,5659 4,8434 5,1443 5,4128 5,6006 5,6851 5,6704 5,5856 5,4725 5,3553 5,2215 5,0519 4,8815 4,8114 4,9385 5,2768 5,7447 6,2168 6,5926 6,8401 6,9871 7,0728 7,1040 7,0555 6,9080 6,6818 6,4316 6,2183 6,0947 6,0955 6,2122 6,3731 6,4729 6,4455 6,3124 6,1660 6,1077 6,1983 6,4455 6,8054 7,1877 7,4910 7,6580 7,7045 7,6959 7,6915 7,7063 7,7307 7,7666 7,8236 7,8912 7,9473 7,9850 8,0150 8,0515 8,1043 8,1743 8,2571 8,3605 8,5036 8,6820 8,8365 8,8767 8,7399 8,4265 7,9872 7,4815 6,9439 6,3779 5,7820 5,1896 4,6835 4,3526 4,2157 4,1926 4,1584 4,0365 3,8540 3,7165 3,7291 3,9241 4,2496 4,6117 4,9235 5,1357 5,2479 5,3026 5,3623 5,4803 5,6876 5,9865 6,3366 6,6565 6,8590 6,8833 6,7038 6,3425 5,8868 5,4613 5,1543 4,9755 4,8810 4,8254 4,7969 4,8140 4,8980 5,0670 5,3397 5,7204 6,1886 6,7199 7,3042 7,9396 8,6128 9,2714 9,8175 10,1527 10,2284 10,0443 9,6233 9,0058 8,2503 7,4228 6,5832 5,7819 5,0578 4,4299 3,8991 3,4700 3,1666 3,0285 3,0921 3,3690 3,8383 4,4570 5,1612 5,8536 6,4096 6,7241 6,7746 6,6363 6,4214 6,1953 5,9507 5,6603 5,3305 4,9863 4,6226 4,2078 3,7367 3,2408 2,7439 2,2444 1,7429 1,2590 0,8176 0,4318 0,1067 -0,1416 -0,2857 -0,3068 -0,2039 0,0177 0,3515 0,7731 1,2205 1,6125 1,8902 2,0292 2,0195 1,8575 1,5630 1,1944 0,8516 0,6553 0,6907 0,9577 1,3778 1,8339 2,2072 2,4153 2,4360 2,2984 2,0623 1,7977 1,5590 1,3659 1,2058 1,0494 0,8667 0,6395 0,3693 0,0767 -0,2100 -0,4729 -0,7148
F7    -1,3015 -1,1075 -0,9428 -0,8411 -0,8204 -0,8763 -0,9833 -1,1014 -1,1848 -1,1952 -1,1209 -0,9923 -0,8649 -0,7774 -0,7164 -0,6123 -0,3763 0,0348 0,5819 1,1727 1,7138 2,1377 2,4038 2,4937 2,4148 2,2033 1,9143 1,6136 1,3690 1,2258 1,1804 1,1778 1,1282 0,9425 0,5812 0,0773 -0,4908 -1,0412 -1,5039 -1,8208 -1,9444 -1,8429 -1,5271 -1,0740 -0,5945 -0,1731 0,1511 0,3658 0,4712 0,4728 0,3753 0,1810 -0,1016 -0,4478 -0,8231 -1,2022 -1,5735 -1,9252 -2,2376 -2,4924 -2,6818 -2,8112 -2,8917 -2,9352 -2,9527 -2,9488 -2,9140 -2,8300 -2,6910 -2,5135 -2,3244 -2,1505 -2,0142 -1,9187 -1,8412 -1,7478 -1,6117 -1,4138 -1,1391 -0,7818 -0,3524 0,1247 0,6151 1,0689 1,4179 1,5909 1,5550 1,3462 1,0442 0,7187 0,4089 0,1277 -0,1352 -0,4072 -0,7119 -1,0509 -1,4042 -1,7362 -2,0082 -2,1918 -2,2643 -2,1967 -1,9617 -1,5584 -1,0257 -0,4308 0,1613 0,7052 1,1665 1,5100 1,7051 1,7398 1,6185 1,3446 0,9220 0,3757 -0,2340 -0,8057 -1,2101 -1,3413 -1,1832 -0,8300 -0,4347 -0,1282 0,0343 0,0684 0,0110 -0,1215 -0,3302 -0,6056 -0,9126 -1,1982 -1,4119 -1,5180 -1,4911 -1,3210 -1,0321 -0,6818 -0,3355 -0,0436 0,1642 0,2761 0,2990 0,2551 0,1718 0,0770 -0,0075 -0,0778 -0,1542 -0,2665 -0,4315 -0,6489 -0,9122 -1,2062 -1,4913 -1,6902 -1,7014 -1,4454 -0,9060 -0,1412 0,7327 1,5776 2,2751 2,7493 2,9717 2,9509 2,7226 2,3539 1,9387 1,5608 1,2604 1,0394 0,8826 0,7694 0,6861 0,6303 0,5957 0,5653 0,5264 0,4784 0,4258 0,3689 0,3055 0,2437 0,2125 0,2524 0,3877 0,6086 0,8794 1,1475 1,3482 1,4192 1,3265 1,0803 0,7296 0,3434 -0,0100 -0,2859 -0,4816 -0,6296 -0,7646 -0,8955 -1,0125 -1,1060 -1,1649 -1,1742 -1,1295 -1,0575 -1,0147 -1,0626 -1,2390 -1,5484 -1,9691 -2,4626 -2,9887 -3,5292 -4,0922 -4,6880 -5,3022 -5,8809 -6,3382 -6,5914 -6,6062 -6,4122 -6,0785 -5,6823 -5,2981 -4,9952 -4,8249 -4,8062 -4,9329 -5,1891 -5,5493 -5,9723 -6,4004 -6,7609 -6,9749 -6,9820 -6,7730 -6,3994 -5,9468 -5,4997 -5,1177 -4,8240 -4,6096 -4,4495 -4,3131 -4,1685 -3,9883 -3,7610 -3,5048 -3,2654 -3,0919 -3,0071 -3,0010 -3,0538 -3,1490 -3,2626 -3,3671 -3,4507 -3,5148 -3,5580 -3,5883 -3,6466 -3,7895 -4,0419 -4,3823 -4,7689 -5,1577 -5,4941 -5,7079 -5,7352 -5,5460 -5,1544 -4,6131 -4,0010 -3,4083 -2,9154 -2,5699 -2,3731 -2,2909 -2,2743 -2,2774 -2,2673 -2,2277 -2,1630 -2,1007 -2,0706 -2,0719 -2,0776 -2,0721 -2,0721 -2,1123 -2,2173 -2,3858 -2,5917 -2,7983 -2,9772 -3,1217 -3,2417 -3,3332 -3,3530 -3,2392 -2,9619 -2,5476 -2,0620 -1,5810 -1,1682 -0,8689 -0,7080 -0,6716 -0,7038 -0,7437 -0,7680 -0,7938 -0,8380 -0,8838 -0,8968 -0,8599 -0,7908 -0,7325 -0,7265 -0,7852 -0,8850 -0,9838 -1,0500 -1,0766 -1,0717 -1,0389 -0,9673 -0,8421 -0,6569 -0,4121 -0,1080 0,2461 0,6135 0,9400 1,1867 1,3375 1,3862 1,3357 1,1989 0,9982 0,7758 0,5916 0,4992 0,5262 0,6668 0,8881 1,1473 1,4041 1,6203 1,7591 1,8021 1,7686 1,7030 1,6445 1,6056 1,5653 1,4870 1,3587 1,2156 1,1164 1,0960 1,1414 1,2116 1,2714 1,3069 1,3292 1,3685 1,4512 1,5825 1,7528 1,9493 2,1613 2,3797 2,5915 2,7720 2,8845 2,9012 2,8393 2,7727 2,7949 2,9697 3,3108 3,7817 4,3004 4,7607 5,0739 5,1961 5,1208 4,8690 4,4906 4,0465 3,5813 3,1212 2,6887 2,3114 2,0174 1,8282 1,7529 1,7937 1,9536 2,2244 2,5651 2,9080 3,1890 3,3730 3,4637 3,4945 3,5072 3,5311 3,5743 3,6273 3,6745 3,7095 3,7555 3,8666 4,0913 4,4239 4,7958 5,1129 5,3076 5,3702 5,3384 5,2551 5,1386 4,9835 4,7817 4,5407 4,2888 4,0687 3,9222 3,8676 3,8824 3,9044 3,8662 3,7419 3,5676 3,4242 3,3958 3,5273 3,8122 4,2001 4,6095 4,9628 5,2310 5,4425 5,6397 5,8258 5,9609 6,0127 5,9911 5,9254 5,8276 5,6978 5,5514 5,4212 5,3450 5,3526 5,4550 5,6481 5,9319 6,3088 6,7469 7,1515 7,3961 7,3962 7,1590 6,7707 6,3381 5,9249 5,5266 5,0999 4,6244 4,1453 3,7471 3,4782 3,3062 3,1479 2,9430 2,7103 2,5402 2,5314 2,7219 3,0644 3,4521 3,7777 3,9841 4,0790 4,1214 4,1935 4,3674 4,6757 5,0984 5,5622 5,9588 6,1856 6,1825 5,9446 5,5288 5,0529 4,6560 4,4226 4,3366 4,3091 4,2478 4,1143 3,9366 3,7824 3,7303 3,8428 4,1339 4,5666 5,0959 5,7012 6,3743 7,0961 7,8186 8,4564 8,9093 9,1038 9,0119 8,6498 8,0729 7,3582 6,5773 5,7793 4,9918 4,2359 3,5349 2,9171 2,4166 2,0724 1,9205 1,9840 2,2628 2,7262 3,3142 3,9461 4,5317 4,9812 5,2281 5,2656 5,1550 4,9777 4,7717 4,5238 4,2260 3,9139 3,6354 3,3895 3,1209 2,7767 2,3492 1,8633 1,3533 0,8623 0,4411 0,1270 -0,0800 -0,2045 -0,2577 -0,2285 -0,1118 0,0723 0,2892 0,5121 0,7248 0,9082 1,0372 1,0921 1,0665 0,9643 0,8017 0,6098 0,4284 0,3040 0,2860 0,4005 0,6260 0,9068 1,1793 1,3825 1,4664 1,4090 1,2290 0,9861 0,7662 0,6432 0,6406 0,7310 0,8662 0,9943 1,0622 1,0327 0,9057 0,7057 0,4540 0,1609
