Fp1   -1,4811 -0,9778 -0,4862 -0,1031 0,0938 0,0918 -0,0625 -0,2878 -0,4896 -0,5902 -0,5581 -0,4126 -0,1899 0,0979 0,4471 0,8143 1,1176 1,2840 1,2900 1,1698 0,9877 0,7818 0,5328 0,1995 -0,2234 -0,6914 -1,1320 -1,4624 -1,6014 -1,4931 -1,1392 -0,6130 -0,0382 0,4602 0,8035 0,9708 0,9783 0,8594 0,6597 0,4366 0,2456 0,1153 0,0342 -0,0356 -0,1260 -0,2304 -0,2901 -0,2192 0,0347 0,4280 0,8196 1,0474 1,0222 0,7550 0,3072 -0,2671 -0,9328 -1,6525 -2,3681 -3,0062 -3,5006 -3,8305 -4,0524 -4,2683 -4,5459 -4,8692 -5,1522 -5,2907 -5,2265 -4,9765 -4,6128 -4,2380 -3,9660 -3,8884 -4,0341 -4,3532 -4,7412 -5,0817 -5,2719 -5,2400 -4,9679 -4,4889 -3,8608 -3,1444 -2,3972 -1,6923 -1,1299 -0,7727 -0,5675 -0,3899 -0,1658 0,0822 0,2844 0,3909 0,4122 0,4234 0,5301 0,8121 1,2789 1,8743 2,5115 3,1021 3,5814 3,9248 4,1504 4,3114 4,4727 4,6802 4,9333 5,1670 5,2719 5,1592 4,8156 4,2999 3,6980 3,0773 2,4705 1,8880 1,3329 0,8068 0,3128 -0,1381 -0,5230 -0,8054 -0,9402 -0,8975 -0,6837 -0,3361 0,0960 0,5493 0,9321 1,1350 1,0617 0,6560 -0,0776 -1,0710 -2,2073 -3,3407 -4,3400 -5,1534 -5,8318 -6,4740 -7,1492 -7,8556 -8,5274 -9,0662 -9,3784 -9,4179 -9,2110 -8,8339 -8,3730 -7,9118 -7,5275 -7,2603 -7,0907 -6,9577 -6,7842 -6,4891 -5,9960 -5,2492 -4,2389 -3,0189 -1,6876 -0,3397 0,9811 2,2991 3,6741 5,1528 6,7391 8,3728 9,9292 11,2692 12,3066 13,0364 13,5188 13,8473 14,1116 14,3531 14,5465 14,6343 14,5807 14,3963 14,1284 13,8422 13,6077 13,4814 13,4785 13,5524 13,6061 13,5358 13,2782 12,8288 12,2250 11,5218 10,7805 10,0569 9,3769 8,7239 8,0604 7,3526 6,5739 5,7122 4,7951 3,8919 3,0661 2,3285 1,6505 0,9997 0,3586 -0,2614 -0,8241 -1,2979 -1,6768 -1,9833 -2,2573 -2,5225 -2,7532 -2,8731 -2,7893 -2,4393 -1,8282 -1,0344 -0,1879 0,5676 1,1207 1,4248 1,5031 1,4274 1,2878 1,1607 1,0838 1,0621 1,0916 1,1658 1,2735 1,4003 1,5230 1,6001 1,5789 1,4109 1,0627 0,5417 -0,0846 -0,7056 -1,2079 -1,5062 -1,5701 -1,4439 -1,2265 -1,0122 -0,8520 -0,7581 -0,7293 -0,7757 -0,9162 -1,1441 -1,4047 -1,6229 -1,7481 -1,7839 -1,8069 -1,9474 -2,3155 -2,9294 -3,7040 -4,4965 -5,1721 -5,6515 -5,9164 -5,9945 -5,9502 -5,8678 -5,8165 -5,8250 -5,8771 -5,9171 -5,8694 -5,6810 -5,3587 -4,9671 -4,5884 -4,2782 -4,0510 -3,8956 -3,7964 -3,7468 -3,7425 -3,7436 -3,6547 -3,3775 -2,8868 -2,2464 -1,5778 -1,0186 -0,6684 -0,5485 -0,6208 -0,8417 -1,1806 -1,5965 -2,0319 -2,4376 -2,7846 -3,0503 -3,2113 -3,2542 -3,1885 -3,0471 -2,8753 -2,7184 -2,6068 -2,5372 -2,4744 -2,3828 -2,2544 -2,1112 -1,9885 -1,9169 -1,9190 -2,0221 -2,2533 -2,6082 -3,0381 -3,4663 -3,8080 -4,0050 -4,0673 -4,0683 -4,0859 -4,1554 -4,2752 -4,4345 -4,6170 -4,7824 -4,8728 -4,8500 -4,7217 -4,5239 -4,2730 -3,9556 -3,5755 -3,1869 -2,8605 -2,6316 -2,4915 -2,4145 -2,3805 -2,3846 -2,4403 -2,5817 -2,8640 -3,3532 -4,0947 -5,0705 -6,1751 -7,2336 -8,0710 -8,5959 -8,8305 -8,8677 -8,8055 -8,7152 -8,6475 -8,6418 -8,7183 -8,8623 -9,0251 -9,1437 -9,1751 -9,1248 -9,0440 -8,9876 -8,9642 -8,9214 -8,7736 -8,4471 -7,9200 -7,2347 -6,4718 -5,7073 -4,9875 -4,3355 -3,7632 -3,2680 -2,8319 -2,4345 -2,0615 -1,7112 -1,4139 -1,2421 -1,2880 -1,6113 -2,1874 -2,9006 -3,5902 -4,1099 -4,3777 -4,4048 -4,2681 -4,0449 -3,7785 -3,5035 -3,2950 -3,2800 -3,5717 -4,1721 -4,9337 -5,6062 -5,9438 -5,8393 -5,4019 -4,8787 -4,4864 -4,3148 -4,3386 -4,4580 -4,5388 -4,4627 -4,1813 -3,7466 -3,2871 -2,9321 -2,7458 -2,7282 -2,8460 -3,0430 -3,2409 -3,3600 -3,3471 -3,1828 -2,8744 -2,4621 -2,0243 -1,6455 -1,3663 -1,1861 -1,1207 -1,2198 -1,5056 -1,9210 -2,3669 -2,7731 -3,1155 -3,3951 -3,6305 -3,8515 -4,0847 -4,3407 -4,6144 -4,9024 -5,2312 -5,6581 -6,2306 -6,9418 -7,7195 -8,4552 -9,0450 -9,4144 -9,5208 -9,3665 -9,0205 -8,5899 -8,1482 -7,7132 -7,2854 -6,8810 -6,5278 -6,2392 -5,9924 -5,7552 -5,5316 -5,3584 -5,2669 -5,2689 -5,3433 -5,4121 -5,3648 -5,1351 -4,7405 -4,2601 -3,7899 -3,4005 -3,1172 -2,9349 -2,8469 -2,8525 -2,9468 -3,1160 -3,3401 -3,5920 -3,8393 -4,0514 -4,1999 -4,2505 -4,1626 -3,9161 -3,5469 -3,1482 -2,8350 -2,7049 -2,8104 -3,1547 -3,6994 -4,3612 -5,0217 -5,5807 -6,0039 -6,3116 -6,5461 -6,7754 -7,1092 -7,6545 -8,4336 -9,3747 -10,3811 -11,3834 -12,3376 -13,2233 -14,0570 -14,8824 -15,7249 -16,5523 -17,2801 -17,8158 -18,1058 -18,1556 -18,0050 -17,6830 -17,1945 -16,5547 -15,8262 -15,1133 -14,5166 -14,0939 -13,8530 -13,7543 -13,7150 -13,6289 -13,3922 -12,9348 -12,2486 -11,3740 -10,3556 -9,2306 -8,0587 -6,9272 -5,9048 -4,9918 -4,1388 -3,3223 -2,5840 -1,9903 -1,5789 -1,3373 -1,2050 -1,1038 -0,9867 -0,8572 -0,7429 -0,6653 -0,6284 -0,6134 -0,5838 -0,5035 -0,3554 -0,1478 0,0865 0,3011 0,4528 0,5088 0,4398 0,2105 -0,2128 -0,8413 -1,6533 -2,5981 -3,6071 -4,6088 -5,5430 -6,3637 -7,0378 -7,5532 -7,9310 -8,2186 -8,4695 -8,7331 -9,0479 -9,4288 -9,8637 -10,3320 -10,8407 -11,4275 -12,1106 -12,8564 -13,6013 -14,2761 -14,8065 -15,1223 -15,1849 -15,0059
Fz    -2,0534 -1,5550 -1,0908 -0,6978 -0,3870 -0,1396 0,0733 0,2762 0,4828 0,6918 0,8875 1,0456 1,1509 1,2132 1,2537 1,2695 1,2288 1,1008 0,8835 0,6048 0,3016 -0,0078 -0,3324 -0,6836 -1,0478 -1,3878 -1,6627 -1,8399 -1,8995 -1,8423 -1,6942 -1,4968 -1,2895 -1,0917 -0,8966 -0,6829 -0,4348 -0,1567 0,1274 0,3908 0,6188 0,8072 0,9535 1,0547 1,1152 1,1555 1,2109 1,3167 1,4831 1,6731 1,8060 1,8009 1,6284 1,3242 0,9563 0,5851 0,2477 -0,0391 -0,2726 -0,4572 -0,5996 -0,7188 -0,8546 -1,0499 -1,3151 -1,6147 -1,8843 -2,0623 -2,1208 -2,0735 -1,9563 -1,8104 -1,6804 -1,6033 -1,5845 -1,5879 -1,5586 -1,4578 -1,2747 -1,0174 -0,7057 -0,3650 -0,0168 0,3283 0,6680 0,9920 1,2701 1,4754 1,6176 1,7296 1,8256 1,8909 1,9057 1,8696 1,8119 1,7866 1,8540 2,0528 2,3764 2,7749 3,1785 3,5216 3,7637 3,8999 3,9606 4,0002 4,0723 4,2028 4,3771 4,5398 4,6132 4,5323 4,2770 3,8765 3,3898 2,8782 2,3891 1,9507 1,5701 1,2383 0,9406 0,6694 0,4296 0,2407 0,1349 0,1424 0,2704 0,4970 0,7783 1,0542 1,2524 1,3034 1,1631 0,8321 0,3616 -0,1633 -0,6557 -1,0524 -1,3311 -1,5187 -1,6766 -1,8625 -2,0964 -2,3518 -2,5730 -2,7008 -2,6966 -2,5605 -2,3324 -2,0675 -1,8083 -1,5818 -1,4038 -1,2679 -1,1436 -0,9936 -0,7878 -0,5024 -0,1184 0,3773 0,9866 1,6925 2,4656 3,2816 4,1380 5,0566 6,0667 7,1799 8,3736 9,5856 10,7227 11,6969 12,4642 13,0377 13,4697 13,8238 14,1498 14,4639 14,7395 14,9223 14,9644 14,8536 14,6224 14,3368 14,0718 13,8827 13,7845 13,7457 13,7025 13,5878 13,3594 13,0123 12,5734 12,0878 11,6060 11,1727 10,8067 10,4849 10,1505 9,7360 9,1857 8,4736 7,6185 6,6847 5,7486 4,8619 4,0455 3,2958 2,5919 1,9156 1,2698 0,6756 0,1589 -0,2624 -0,5841 -0,8091 -0,9342 -0,9422 -0,8090 -0,5240 -0,1115 0,3713 0,8565 1,2921 1,6542 1,9458 2,1881 2,4064 2,6142 2,8021 2,9409 3,0031 2,9846 2,9077 2,8101 2,7324 2,7031 2,7272 2,7856 2,8411 2,8545 2,8083 2,7191 2,6248 2,5652 2,5681 2,6387 2,7503 2,8538 2,9023 2,8696 2,7523 2,5640 2,3260 2,0639 1,8134 1,6188 1,5165 1,5154 1,5883 1,6710 1,6807 1,5547 1,2867 0,9323 0,5802 0,3088 0,1544 0,1093 0,1320 0,1571 0,1171 -0,0246 -0,2529 -0,5115 -0,7265 -0,8326 -0,8024 -0,6665 -0,5009 -0,3868 -0,3714 -0,4567 -0,6103 -0,7842 -0,9342 -1,0320 -1,0562 -0,9830 -0,8012 -0,5311 -0,2173 0,0930 0,3653 0,5907 0,7882 0,9851 1,1885 1,3788 1,5277 1,6129 1,6183 1,5359 1,3779 1,1798 0,9876 0,8399 0,7564 0,7321 0,7425 0,7618 0,7820 0,8133 0,8696 0,9583 1,0774 1,2159 1,3563 1,4734 1,5329 1,5021 1,3728 1,1731 0,9615 0,8120 0,7819 0,8778 1,0540 1,2452 1,3980 1,4828 1,4923 1,4408 1,3693 1,3357 1,3857 1,5293 1,7476 2,0187 2,3276 2,6482 2,9372 3,1604 3,3177 3,4340 3,5332 3,6248 3,7010 3,7371 3,6911 3,5118 3,1582 2,6262 1,9654 1,2724 0,6620 0,2256 -0,0057 -0,0723 -0,0585 -0,0460 -0,0817 -0,1757 -0,3150 -0,4722 -0,6109 -0,6954 -0,7022 -0,6296 -0,5035 -0,3695 -0,2694 -0,2162 -0,1855 -0,1283 0,0061 0,2463 0,5894 1,0082 1,4645 1,9192 2,3394 2,7044 3,0080 3,2558 3,4621 3,6487 3,8365 4,0253 4,1817 4,2541 4,2048 4,0365 3,7989 3,5700 3,4260 3,4125 3,5286 3,7355 3,9818 4,2218 4,4172 4,5315 4,5321 4,4075 4,1858 3,9357 3,7510 3,7207 3,8791 4,1689 4,4722 4,6845 4,7594 4,7114 4,6028 4,5226 4,5453 4,6913 4,9144 5,1278 5,2525 5,2549 5,1498 4,9789 4,7957 4,6538 4,5895 4,6091 4,6931 4,8092 4,9156 4,9656 4,9302 4,8195 4,6695 4,5070 4,3359 4,1555 3,9816 3,8378 3,7338 3,6616 3,6097 3,5693 3,5353 3,5069 3,4843 3,4629 3,4245 3,3324 3,1426 2,8310 2,4157 1,9490 1,4890 1,0795 0,7514 0,5278 0,4120 0,3743 0,3681 0,3672 0,3812 0,4389 0,5648 0,7653 1,0278 1,3286 1,6344 1,9009 2,0872 2,1742 2,1691 2,1053 2,0438 2,0555 2,1818 2,4102 2,6858 2,9413 3,1247 3,2157 3,2231 3,1684 3,0733 2,9578 2,8375 2,7191 2,6010 2,4787 2,3475 2,2043 2,0536 1,9111 1,7957 1,7122 1,6401 1,5408 1,3750 1,1214 0,7824 0,3828 -0,0251 -0,3698 -0,5916 -0,6706 -0,6289 -0,5185 -0,4190 -0,4320 -0,6455 -1,0839 -1,6994 -2,4085 -3,1323 -3,8158 -4,4342 -4,9949 -5,5279 -6,0584 -6,5796 -7,0498 -7,4133 -7,6256 -7,6703 -7,5552 -7,2946 -6,9024 -6,4046 -5,8526 -5,3157 -4,8531 -4,4897 -4,2106 -3,9695 -3,7091 -3,3897 -3,0034 -2,5719 -2,1334 -1,7217 -1,3469 -0,9955 -0,6519 -0,3104 0,0338 0,3970 0,7940 1,2117 1,6087 1,9434 2,1966 2,3817 2,5416 2,7265 2,9622 3,2390 3,5272 3,7935 4,0113 4,1717 4,2885 4,3907 4,5102 4,6716 4,8827 5,1320 5,3948 5,6383 5,8274 5,9284 5,9166 5,7854 5,5468 5,2247 4,8484 4,4478 4,0455 3,6526 3,2713 2,9005 2,5401 2,1955 1,8792 1,6005 1,3573 1,1388 0,9317 0,7202 0,4792 0,1822 -0,1730 -0,5562 -0,9283 -1,2577 -1,5135 -1,6641 -1,6905 -1,5975
F3    -0,4481 0,0036 0,4345 0,8115 1,1132 1,3363 1,4852 1,5673 1,5956 1,5879 1,5584 1,5094 1,4374 1,3474 1,2469 1,1268 0,9628 0,7355 0,4427 0,1033 -0,2515 -0,6005 -0,9428 -1,2780 -1,5860 -1,8367 -2,0105 -2,1020 -2,1069 -2,0184 -1,8392 -1,5945 -1,3251 -1,0660 -0,8333 -0,6303 -0,4567 -0,3124 -0,1977 -0,1092 -0,0404 0,0142 0,0572 0,0942 0,1387 0,2112 0,3326 0,5183 0,7676 1,0463 1,2865 1,4177 1,4056 1,2647 1,0388 0,7744 0,5043 0,2426 -0,0081 -0,2432 -0,4500 -0,6216 -0,7738 -0,9367 -1,1228 -1,3102 -1,4553 -1,5221 -1,5051 -1,4291 -1,3294 -1,2373 -1,1781 -1,1678 -1,2042 -1,2634 -1,3126 -1,3266 -1,2924 -1,2033 -1,0550 -0,8433 -0,5660 -0,2261 0,1648 0,5757 0,9512 1,2452 1,4588 1,6266 1,7721 1,8968 1,9998 2,0905 2,1888 2,3209 2,5141 2,7821 3,1092 3,4514 3,7552 3,9787 4,1057 4,1489 4,1471 4,1542 4,2126 4,3289 4,4688 4,5693 4,5596 4,3950 4,0812 3,6721 3,2431 2,8566 2,5426 2,3033 2,1256 1,9910 1,8800 1,7807 1,6984 1,6572 1,6897 1,8173 2,0352 2,3135 2,6095 2,8739 3,0520 3,0920 2,9597 2,6512 2,2007 1,6751 1,1535 0,7061 0,3765 0,1662 0,0381 -0,0570 -0,1489 -0,2328 -0,2768 -0,2413 -0,0970 0,1553 0,4765 0,8111 1,1186 1,3817 1,5990 1,7889 1,9880 2,2316 2,5384 2,9125 3,3520 3,8584 4,4349 5,0761 5,7625 6,4722 7,1992 7,9602 8,7775 9,6571 10,5824 11,5135 12,3931 13,1681 13,8161 14,3502 14,8028 15,2072 15,5822 15,9188 16,1792 16,3199 16,3248 16,2148 16,0338 15,8315 15,6512 15,5185 15,4321 15,3606 15,2521 15,0576 14,7540 14,3523 13,8876 13,4047 12,9467 12,5456 12,2085 11,9067 11,5854 11,1844 10,6579 9,9890 9,2058 8,3764 7,5723 6,8313 6,1530 5,5103 4,8679 4,2148 3,5793 3,0088 2,5448 2,2095 2,0014 1,9030 1,8988 1,9853 2,1681 2,4496 2,8158 3,2334 3,6579 4,0478 4,3745 4,6242 4,7962 4,8986 4,9416 4,9334 4,8836 4,8126 4,7549 4,7497 4,8286 5,0053 5,2657 5,5663 5,8448 6,0354 6,0896 6,0016 5,8096 5,5694 5,3283 5,1156 4,9402 4,7879 4,6292 4,4398 4,2145 3,9680 3,7288 3,5240 3,3670 3,2617 3,2122 3,2195 3,2749 3,3598 3,4439 3,4871 3,4587 3,3583 3,2163 3,0768 2,9751 2,9213 2,8991 2,8744 2,8054 2,6597 2,4344 2,1619 1,8954 1,6911 1,5888 1,5911 1,6575 1,7215 1,7250 1,6460 1,5003 1,3231 1,1519 1,0127 0,9164 0,8740 0,9093 1,0414 1,2594 1,5261 1,7962 2,0293 2,2049 2,3319 2,4306 2,5037 2,5327 2,4983 2,3929 2,2194 1,9906 1,7353 1,4964 1,3139 1,2072 1,1676 1,1646 1,1597 1,1262 1,0660 1,0059 0,9745 0,9813 1,0143 1,0476 1,0508 0,9960 0,8628 0,6493 0,3874 0,1385 -0,0267 -0,0505 0,0855 0,3397 0,6281 0,8687 1,0115 1,0417 0,9721 0,8398 0,7057 0,6408 0,6926 0,8627 1,1134 1,3970 1,6761 1,9208 2,1041 2,2177 2,2826 2,3329 2,3939 2,4712 2,5485 2,5910 2,5573 2,4121 2,1355 1,7310 1,2361 0,7231 0,2826 -0,0122 -0,1416 -0,1439 -0,0893 -0,0439 -0,0487 -0,1190 -0,2510 -0,4258 -0,6129 -0,7780 -0,8935 -0,9483 -0,9548 -0,9395 -0,9210 -0,8905 -0,8138 -0,6502 -0,3731 0,0176 0,4904 0,9931 1,4760 1,9102 2,2869 2,6082 2,8866 3,1438 3,4009 3,6687 3,9425 4,1951 4,3760 4,4277 4,3175 4,0650 3,7419 3,4373 3,2193 3,1149 3,1086 3,1596 3,2317 3,3105 3,3933 3,4662 3,4948 3,4464 3,3238 3,1762 3,0864 3,1379 3,3649 3,7161 4,0840 4,3778 4,5635 4,6525 4,6826 4,7080 4,7769 4,8984 5,0302 5,1025 5,0645 4,9189 4,7149 4,5118 4,3555 4,2761 4,2908 4,4019 4,5957 4,8458 5,1160 5,3673 5,5721 5,7240 5,8281 5,8781 5,8510 5,7304 5,5285 5,2763 5,0029 4,7319 4,4833 4,2660 4,0761 3,9016 3,7270 3,5367 3,3162 3,0516 2,7307 2,3531 1,9385 1,5268 1,1634 0,8800 0,6905 0,6007 0,6093 0,6975 0,8338 0,9969 1,1860 1,4087 1,6644 1,9359 2,1976 2,4289 2,6153 2,7401 2,7928 2,7827 2,7347 2,6828 2,6746 2,7624 2,9702 3,2737 3,6147 3,9312 4,1831 4,3627 4,4864 4,5749 4,6407 4,6891 4,7179 4,7155 4,6659 4,5590 4,3941 4,1798 3,9343 3,6853 3,4602 3,2697 3,0977 2,9065 2,6533 2,3111 1,8819 1,3975 0,9187 0,5219 0,2658 0,1629 0,1803 0,2618 0,3421 0,3499 0,2254 -0,0484 -0,4422 -0,9108 -1,4204 -1,9493 -2,4848 -3,0273 -3,5838 -4,1466 -4,6780 -5,1151 -5,3920 -5,4677 -5,3424 -5,0488 -4,6292 -4,1200 -3,5526 -2,9615 -2,3850 -1,8560 -1,3934 -1,0009 -0,6660 -0,3652 -0,0779 0,2059 0,4867 0,7601 1,0259 1,2994 1,6052 1,9544 2,3335 2,7182 3,0962 3,4659 3,8171 4,1251 4,3665 4,5330 4,6375 4,7144 4,8060 4,9356 5,0935 5,2501 5,3747 5,4481 5,4763 5,4955 5,5523 5,6794 5,8845 6,1532 6,4548 6,7498 6,9969 7,1619 7,2215 7,1617 6,9788 6,6844 6,3033 5,8646 5,3936 4,9108 4,4366 3,9933 3,5994 3,2655 2,9939 2,7783 2,6008 2,4332 2,2459 2,0154 1,7264 1,3701 0,9467 0,4760 -0,0058 -0,4629 -0,8658 -1,1822 -1,3807 -1,4488 -1,4002
F7    0,8322 0,9961 1,1640 1,2994 1,3704 1,3679 1,3023 1,1948 1,0716 0,9546 0,8531 0,7660 0,6939 0,6495 0,6449 0,6680 0,6815 0,6444 0,5342 0,3575 0,1440 -0,0769 -0,2949 -0,5077 -0,7020 -0,8556 -0,9510 -0,9815 -0,9463 -0,8460 -0,6878 -0,4959 -0,3132 -0,1837 -0,1318 -0,1587 -0,2553 -0,4132 -0,6185 -0,8383 -1,0213 -1,1218 -1,1273 -1,0612 -0,9600 -0,8478 -0,7241 -0,5696 -0,3676 -0,1311 0,0897 0,2360 0,2813 0,2401 0,1412 0,0019 -0,1764 -0,3964 -0,6495 -0,9116 -1,1488 -1,3353 -1,4708 -1,5783 -1,6795 -1,7755 -1,8461 -1,8654 -1,8231 -1,7318 -1,6165 -1,5074 -1,4392 -1,4407 -1,5200 -1,6567 -1,8069 -1,9183 -1,9488 -1,8820 -1,7270 -1,5022 -1,2219 -0,8993 -0,5557 -0,2277 0,0349 0,2009 0,2870 0,3403 0,3944 0,4556 0,5176 0,5782 0,6495 0,7567 0,9287 1,1836 1,5168 1,9008 2,2966 2,6626 2,9661 3,1917 3,3430 3,4377 3,4987 3,5453 3,5850 3,6041 3,5716 3,4621 3,2785 3,0522 2,8232 2,6162 2,4313 2,2568 2,0894 1,9386 1,8169 1,7333 1,6944 1,7071 1,7778 1,9056 2,0786 2,2779 2,4858 2,6853 2,8525 2,9523 2,9439 2,7976 2,5124 2,1191 1,6698 1,2282 0,8531 0,5722 0,3715 0,2148 0,0730 -0,0640 -0,1872 -0,2724 -0,2892 -0,2196 -0,0726 0,1240 0,3456 0,5769 0,8050 1,0241 1,2423 1,4765 1,7479 2,0813 2,4995 3,0128 3,6102 4,2580 4,9094 5,5200 6,0650 6,5497 7,0020 7,4549 7,9295 8,4218 8,9020 9,3302 9,6767 9,9321 10,1089 10,2349 10,3400 10,4393 10,5253 10,5820 10,6068 10,6160 10,6334 10,6774 10,7548 10,8566 10,9550 11,0087 10,9757 10,8295 10,5722 10,2303 9,8412 9,4399 9,0501 8,6808 8,3282 7,9793 7,6186 7,2324 6,8072 6,3350 5,8308 5,3413 4,9221 4,6048 4,3897 4,2507 4,1473 4,0498 3,9552 3,8751 3,8190 3,7851 3,7597 3,7248 3,6753 3,6296 3,6235 3,6914 3,8475 4,0803 4,3558 4,6304 4,8669 5,0447 5,1581 5,2104 5,2147 5,1921 5,1624 5,1403 5,1386 5,1667 5,2285 5,3238 5,4429 5,5581 5,6289 5,6169 5,5007 5,2912 5,0375 4,8051 4,6439 4,5654 4,5458 4,5426 4,5148 4,4426 4,3336 4,2110 4,0964 3,9961 3,9039 3,8180 3,7527 3,7241 3,7289 3,7396 3,7135 3,6095 3,4101 3,1325 2,8211 2,5322 2,3127 2,1841 2,1408 2,1567 2,1900 2,1923 2,1298 1,9988 1,8250 1,6526 1,5259 1,4709 1,4882 1,5587 1,6513 1,7310 1,7691 1,7516 1,6801 1,5624 1,4073 1,2388 1,1048 1,0558 1,1153 1,2733 1,4916 1,7108 1,8698 1,9324 1,8938 1,7623 1,5493 1,2769 0,9802 0,6931 0,4379 0,2247 0,0579 -0,0612 -0,1348 -0,1708 -0,1828 -0,1874 -0,1968 -0,2095 -0,2123 -0,1945 -0,1587 -0,1176 -0,0884 -0,0898 -0,1394 -0,2472 -0,4072 -0,5907 -0,7554 -0,8629 -0,8888 -0,8349 -0,7413 -0,6707 -0,6682 -0,7408 -0,8703 -1,0344 -1,2103 -1,3628 -1,4452 -1,4227 -1,2927 -1,0803 -0,8128 -0,5074 -0,1870 0,1076 0,3371 0,4882 0,5705 0,5969 0,5760 0,5166 0,4330 0,3380 0,2270 0,0734 -0,1517 -0,4520 -0,7960 -1,1267 -1,3872 -1,5487 -1,6197 -1,6303 -1,6113 -1,5874 -1,5836 -1,6263 -1,7344 -1,9097 -2,1347 -2,3763 -2,5966 -2,7680 -2,8813 -2,9375 -2,9336 -2,8569 -2,6933 -2,4411 -2,1186 -1,7610 -1,4039 -1,0665 -0,7474 -0,4353 -0,1184 0,2126 0,5577 0,8991 1,2084 1,4644 1,6527 1,7533 1,7396 1,5945 1,3293 0,9866 0,6246 0,3002 0,0558 -0,0894 -0,1357 -0,0907 0,0347 0,2154 0,4027 0,5315 0,5474 0,4401 0,2548 0,0790 0,0071 0,0855 0,2767 0,4880 0,6399 0,7005 0,6767 0,5999 0,5164 0,4732 0,4984 0,5931 0,7349 0,8914 1,0340 1,1428 1,2077 1,2325 1,2366 1,2469 1,2856 1,3658 1,4929 1,6611 1,8487 2,0275 2,1796 2,2977 2,3694 2,3697 2,2829 2,1254 1,9361 1,7482 1,5780 1,4285 1,2929 1,1578 1,0123 0,8531 0,6823 0,4981 0,2864 0,0240 -0,3007 -0,6721 -1,0509 -1,3879 -1,6359 -1,7601 -1,7441 -1,5937 -1,3400 -1,0277 -0,6902 -0,3430 0,0016 0,3212 0,5900 0,7980 0,9606 1,1045 1,2435 1,3725 1,4786 1,5531 1,6028 1,6616 1,7766 1,9724 2,2315 2,5059 2,7479 2,9326 3,0617 3,1499 3,2089 3,2406 3,2389 3,1984 3,1188 3,0056 2,8662 2,7088 2,5437 2,3847 2,2451 2,1297 2,0280 1,9140 1,7546 1,5265 1,2325 0,9003 0,5635 0,2503 -0,0194 -0,2405 -0,4238 -0,5865 -0,7447 -0,9181 -1,1370 -1,4262 -1,7763 -2,1469 -2,5030 -2,8356 -3,1504 -3,4529 -3,7479 -4,0416 -4,3331 -4,6012 -4,8049 -4,9025 -4,8769 -4,7428 -4,5280 -4,2484 -3,9057 -3,5045 -3,0673 -2,6354 -2,2533 -1,9507 -1,7324 -1,5751 -1,4393 -1,2948 -1,1307 -0,9455 -0,7376 -0,4997 -0,2178 0,1164 0,4870 0,8566 1,1915 1,4850 1,7501 1,9944 2,2125 2,4018 2,5703 2,7275 2,8772 3,0160 3,1331 3,2180 3,2709 3,3036 3,3313 3,3676 3,4247 3,5117 3,6272 3,7527 3,8597 3,9249 3,9420 3,9217 3,8842 3,8466 3,8077 3,7419 3,6107 3,3881 3,0772 2,7052 2,3077 1,9187 1,5675 1,2756 1,0504 0,8858 0,7662 0,6640 0,5417 0,3700 0,1435 -0,1244 -0,4232 -0,7530 -1,1094 -1,4735 -1,8259 -2,1557 -2,4527 -2,6999 -2,8768 -2,9678
