Fp1   -1,1212 -1,0717 -1,0187 -0,9688 -0,9311 -0,9206 -0,9441 -0,9843 -1,0015 -0,9539 -0,8211 -0,6219 -0,4117 -0,2510 -0,1694 -0,1547 -0,1664 -0,1550 -0,0831 0,0575 0,2519 0,4795 0,7198 0,9523 1,1535 1,2945 1,3509 1,3163 1,2061 1,0521 0,8892 0,7438 0,6304 0,5516 0,4969 0,4492 0,3972 0,3371 0,2652 0,1785 0,0866 0,0138 -0,0272 -0,0553 -0,1064 -0,2015 -0,3311 -0,4537 -0,5061 -0,4424 -0,2841 -0,1236 -0,0657 -0,1534 -0,3448 -0,5626 -0,7525 -0,8937 -0,9820 -1,0274 -1,0510 -1,0706 -1,0843 -1,0648 -0,9747 -0,7955 -0,5374 -0,2274 0,0988 0,3945 0,6081 0,7026 0,6749 0,5605 0,4107 0,2658 0,1437 0,0424 -0,0491 -0,1431 -0,2503 -0,3735 -0,5065 -0,6447 -0,7832 -0,9040 -0,9812 -1,0048 -0,9888 -0,9463 -0,8699 -0,7579 -0,6474 -0,5919 -0,6138 -0,6932 -0,7940 -0,8931 -0,9905 -1,0966 -1,2133 -1,3280 -1,4166 -1,4553 -1,4398 -1,3917 -1,3430 -1,3150 -1,3104 -1,3223 -1,3467 -1,3875 -1,4528 -1,5474 -1,6721 -1,8312 -2,0308 -2,2584 -2,4746 -2,6307 -2,6925 -2,6558 -2,5484 -2,4107 -2,2671 -2,1135 -1,9359 -1,7350 -1,5279 -1,3326 -1,1546 -0,9825 -0,7980 -0,5874 -0,3470 -0,0763 0,2332 0,5927 0,9940 1,4011 1,7608 2,0237 2,1755 2,2509 2,3052 2,3768 2,4842 2,6394 2,8455 3,0904 3,3530 3,6105 3,8384 4,0125 4,1177 4,1551 4,1435 4,1092 4,0782 4,0762 4,1216 4,2115 4,3139 4,3681 4,3030 4,0786 3,7173 3,2921 2,8805 2,5310 2,2582 2,0495 1,8804 1,7391 1,6370 1,5871 1,5847 1,6234 1,7180 1,8935 2,1567 2,4875 2,8417 3,1508 3,3519 3,4374 3,4646 3,5087 3,6182 3,8000 4,0212 4,2185 4,3219 4,2837 4,1011 3,8201 3,5117 3,2330 3,0067 2,8316 2,6957 2,5763 2,4462 2,2853 2,0915 1,8863 1,7074 1,5876 1,5347 1,5235 1,5091 1,4576 1,3623 1,2423 1,1268 1,0357 0,9671 0,9086 0,8645 0,8738 0,9939 1,2514 1,6057 1,9635 2,2256 2,3264 2,2580 2,0650 1,8071 1,5329 1,2865 1,1155 1,0578 1,1301 1,3239 1,6035 1,9196 2,2244 2,4730 2,6365 2,7242 2,7794 2,8487 2,9563 3,0905 3,2040 3,2392 3,1778 3,0644 2,9713 2,9373 2,9449 2,9494 2,9228 2,8714 2,8168 2,7713 2,7412 2,7385 2,7617 2,7666 2,6829 2,4701 2,1493 1,7869 1,4610 1,2293 1,1012 1,0403 1,0064 0,9893 0,9969 1,0318 1,0858 1,1387 1,1618 1,1371 1,0758 1,0198 1,0243 1,1285 1,3228 1,5446 1,7133 1,7754 1,7370 1,6630 1,6231 1,6356 1,6743 1,7067 1,7061 1,6559 1,5712 1,4987 1,4780 1,5134 1,5891 1,6959 1,8454 2,0550 2,3147 2,5765 2,7814 2,8869 2,8693 2,7226 2,4717 2,1738 1,8927 1,6675 1,5010 1,3737 1,2605 1,1324 0,9678 0,7895 0,6718 0,6864 0,8445 1,0909 1,3449 1,5513 1,6961 1,7918 1,8652 1,9435 2,0349 2,1280 2,2074 2,2674 2,3231 2,3981 2,4887 2,5558 2,5595 2,4890 2,3544 2,1711 1,9595 1,7425 1,5344 1,3382 1,1619 1,0362 0,9969 1,0473 1,1552 1,2829 1,4077 1,5273 1,6521 1,7829 1,8883 1,9152 1,8221 1,6013 1,2799 0,9076 0,5296 0,1726 -0,1424 -0,3839 -0,5171 -0,5313 -0,4601 -0,3691 -0,3259 -0,3694 -0,4882 -0,6348 -0,7743 -0,9129 -1,0772 -1,2808 -1,5133 -1,7502 -1,9586 -2,1004 -2,1434 -2,0716 -1,8838 -1,5900 -1,2166 -0,8098 -0,4299 -0,1397 0,0142 0,0280 -0,0447 -0,1128 -0,1031 -0,0078 0,1181 0,2103 0,2509 0,2778 0,3448 0,4730 0,6286 0,7371 0,7247 0,5595 0,2618 -0,1113 -0,4825 -0,7720 -0,9172 -0,8915 -0,7183 -0,4631 -0,2022 0,0116 0,1649 0,2751 0,3648 0,4460 0,5321 0,6427 0,7852 0,9412 1,0707 1,1204 1,0413 0,8168 0,4727 0,0603 -0,3637 -0,7457 -1,0394 -1,2160 -1,2699 -1,2107 -1,0524 -0,8193 -0,5574 -0,3243 -0,1607 -0,0780 -0,0711 -0,1320 -0,2487 -0,3928 -0,5191 -0,5923 -0,6102 -0,5973 -0,5921 -0,6329 -0,7319 -0,8648 -0,9973 -1,1112 -1,2014 -1,2661 -1,3037 -1,3100 -1,2733 -1,1808 -1,0359 -0,8581 -0,6640 -0,4610 -0,2599 -0,0820 0,0447 0,0997 0,0897 0,0509 0,0107 -0,0425 -0,1409 -0,3031 -0,5222 -0,7740 -1,0325 -1,2771 -1,4803 -1,6027 -1,6116 -1,5067 -1,3277 -1,1379 -0,9909 -0,9052 -0,8655 -0,8428 -0,8196 -0,8125 -0,8673 -1,0171 -1,2407 -1,4673 -1,6235 -1,6736 -1,6279 -1,5266 -1,4091 -1,2831 -1,1292 -0,9396 -0,7355 -0,5398 -0,3520 -0,1529 0,0725 0,3122 0,5249 0,6784 0,7900 0,9103 1,0679 1,2497 1,4348 1,6273 1,8510 2,1231 2,4401 2,7757 3,0869 3,3309 3,4868 3,5665 3,6147 3,6906 3,8394 4,0759 4,3802 4,6976 4,9580 5,1134 5,1520 5,0819 4,9272 4,7326 4,5458 4,3908 4,2712 4,1884 4,1454 4,1415 4,1747 4,2417 4,3299 4,4202 4,5073 4,6094 4,7449 4,8977 5,0168 5,0617 5,0418 5,0073 5,0103 5,0721 5,1741 5,2734 5,3275 5,3063 5,1939 4,9887 4,7024 4,3605 4,0087 3,7081 3,5096 3,4293 3,4416 3,4880 3,5018 3,4447 3,3278 3,1936 3,0811 3,0026 2,9429 2,8748 2,7826 2,6772 2,5887 2,5335 2,4891 2,4007 2,2149 1,9162 1,5393 1,1463 0,7962 0,5308 0,3779 0,3527 0,4495 0,6376 0,8730 1,1122 1,3173 1,4616 1,5383 1,5545 1,5168
Fz    -1,3359 -1,3204 -1,3617 -1,4203 -1,4663 -1,5095 -1,5676 -1,6184 -1,6001 -1,4553 -1,1816 -0,8518 -0,5755 -0,4272 -0,4100 -0,4732 -0,5460 -0,5580 -0,4650 -0,2729 -0,0132 0,3115 0,7201 1,1953 1,6674 2,0514 2,2849 2,3365 2,2079 1,9404 1,6138 1,3137 1,0863 0,9201 0,7637 0,5735 0,3508 0,1293 -0,0620 -0,2111 -0,3069 -0,3292 -0,2672 -0,1506 -0,0449 -0,0010 -0,0125 -0,0188 0,0647 0,3028 0,6895 1,1232 1,4441 1,5280 1,3585 1,0032 0,5361 0,0179 -0,4785 -0,8725 -1,1066 -1,1576 -1,0235 -0,7059 -0,2065 0,4572 1,2371 2,0529 2,8035 3,3902 3,7434 3,8364 3,6925 3,3833 3,0064 2,6557 2,4043 2,2922 2,3092 2,3940 2,4706 2,4887 2,4220 2,2554 2,0085 1,7519 1,5589 1,4420 1,3562 1,2537 1,1137 0,9258 0,6771 0,3691 0,0292 -0,3084 -0,6243 -0,9150 -1,1840 -1,4310 -1,6395 -1,7741 -1,7992 -1,7010 -1,4966 -1,2340 -0,9850 -0,8222 -0,7880 -0,8768 -1,0433 -1,2335 -1,4193 -1,6074 -1,8199 -2,0758 -2,3826 -2,7228 -3,0594 -3,3580 -3,5970 -3,7702 -3,8856 -3,9404 -3,9015 -3,7234 -3,3770 -2,8670 -2,2376 -1,5594 -0,8990 -0,2947 0,2382 0,6819 1,0223 1,2853 1,5501 1,9071 2,3930 2,9611 3,5130 3,9582 4,2645 4,4707 4,6500 4,8692 5,1786 5,6077 6,1493 6,7528 7,3357 7,8088 8,1068 8,2181 8,1963 8,1343 8,1188 8,1979 8,3744 8,6146 8,8691 9,0942 9,2569 9,3196 9,2359 8,9824 8,5923 8,1437 7,7192 7,3749 7,1237 6,9335 6,7489 6,5315 6,2892 6,0661 5,9060 5,8271 5,8357 5,9527 6,2016 6,5674 6,9766 7,3244 7,5398 7,6472 7,7545 7,9635 8,2956 8,6966 9,0796 9,3552 9,4461 9,3026 8,9319 8,4230 7,9067 7,4678 7,1148 6,8298 6,6097 6,4504 6,3222 6,1786 5,9892 5,7577 5,5147 5,2989 5,1291 4,9839 4,8292 4,6657 4,5290 4,4458 4,4072 4,3779 4,3115 4,1744 3,9859 3,8338 3,8241 4,0067 4,3352 4,6888 4,9380 5,0041 4,8808 4,6216 4,2992 3,9697 3,6800 3,4971 3,5012 3,7401 4,1934 4,7769 5,3847 5,9326 6,3722 6,6997 6,9612 7,2215 7,5102 7,7982 8,0195 8,1111 8,0415 7,8273 7,5302 7,2273 6,9699 6,7614 6,5761 6,4045 6,2789 6,2444 6,3138 6,4641 6,6641 6,8639 6,9565 6,8050 6,3427 5,6375 4,8592 4,1939 3,7575 3,5481 3,4718 3,4205 3,3351 3,2203 3,1255 3,1057 3,1745 3,2888 3,3880 3,4347 3,4253 3,3826 3,3314 3,2663 3,1531 2,9580 2,6797 2,3799 2,1708 2,1248 2,2066 2,3233 2,4111 2,4544 2,4698 2,5043 2,6238 2,8762 3,2567 3,6989 4,1138 4,4531 4,7176 4,9100 5,0154 5,0252 4,9467 4,7952 4,5923 4,3785 4,2193 4,1802 4,2842 4,4917 4,7213 4,8831 4,8954 4,7145 4,3820 4,0258 3,7948 3,7904 4,0323 4,4634 4,9786 5,4558 5,7961 5,9629 5,9809 5,9023 5,7869 5,6887 5,6390 5,6466 5,7009 5,7618 5,7700 5,6958 5,5673 5,4431 5,3698 5,3593 5,3888 5,4246 5,4504 5,4802 5,5555 5,7189 5,9746 6,2753 6,5487 6,7339 6,8087 6,7949 6,7192 6,5589 6,2503 5,7561 5,1073 4,3932 3,7218 3,1688 2,7509 2,4423 2,2127 2,0485 1,9443 1,8881 1,8543 1,8072 1,7204 1,5979 1,4573 1,2897 1,0592 0,7426 0,3575 -0,0365 -0,3575 -0,5342 -0,5341 -0,3715 -0,0902 0,2666 0,6627 1,0561 1,3971 1,6419 1,7615 1,7460 1,6152 1,4267 1,2661 1,2056 1,2577 1,3766 1,4990 1,5832 1,6261 1,6498 1,6674 1,6624 1,5966 1,4331 1,1589 0,7987 0,4202 0,1316 0,0534 0,2624 0,7497 1,4231 2,1466 2,7877 3,2550 3,5276 3,6604 3,7431 3,8357 3,9403 4,0215 4,0374 3,9596 3,7810 3,5139 3,1819 2,8102 2,4218 2,0412 1,7022 1,4487 1,3275 1,3733 1,5944 1,9670 2,4415 2,9487 3,4103 3,7638 3,9843 4,0750 4,0312 3,8315 3,4761 3,0216 2,5697 2,2223 2,0452 2,0531 2,1929 2,3508 2,4100 2,3134 2,0729 1,7405 1,3755 1,0223 0,7131 0,4882 0,3886 0,4123 0,5034 0,5939 0,6479 0,6699 0,6840 0,7057 0,7338 0,7711 0,8411 0,9667 1,1346 1,2906 1,3751 1,3602 1,2536 1,0701 0,8087 0,4693 0,0843 -0,2721 -0,5141 -0,5987 -0,5583 -0,4703 -0,3945 -0,3396 -0,2756 -0,1629 0,0102 0,1863 0,2570 0,1491 -0,1130 -0,4286 -0,6802 -0,7841 -0,7200 -0,5368 -0,3064 -0,0480 0,2869 0,7444 1,3128 1,9358 2,5508 3,1091 3,5780 3,9275 4,1225 4,1583 4,1053 4,0784 4,1476 4,2992 4,4873 4,7009 4,9710 5,3270 5,7575 6,1961 6,5345 6,6752 6,5898 6,3356 6,0351 5,8344 5,8472 6,1138 6,6012 7,2234 7,8704 8,4455 8,8748 9,1007 9,1120 8,9712 8,7725 8,5774 8,4005 8,2331 8,0738 7,9473 7,8857 7,8879 7,9165 7,9375 7,9532 7,9952 8,0919 8,2327 8,3589 8,4017 8,3456 8,2534 8,2178 8,2845 8,4208 8,5509 8,6150 8,5940 8,4829 8,2612 7,9125 7,4626 6,9819 6,5505 6,2245 6,0146 5,8845 5,7740 5,6347 5,4545 5,2581 5,0880 4,9749 4,9158 4,8767 4,8113 4,6886 4,5268 4,4021 4,3888 4,4768 4,5540 4,4806 4,1941 3,7537 3,2865 2,9024 2,6588 2,5760 2,6506 2,8510 3,1177 3,3826 3,5952 3,7357 3,8070 3,8216 3,8018 3,7725
F3    -1,2799 -1,1289 -1,0275 -0,9768 -0,9754 -1,0351 -1,1550 -1,2921 -1,3652 -1,2913 -1,0422 -0,6833 -0,3473 -0,1481 -0,1122 -0,1821 -0,2687 -0,3020 -0,2605 -0,1687 -0,0586 0,0746 0,2619 0,5118 0,7927 1,0595 1,2765 1,4161 1,4546 1,3883 1,2546 1,1167 1,0160 0,9416 0,8492 0,7093 0,5376 0,3747 0,2432 0,1365 0,0467 -0,0119 -0,0191 0,0142 0,0392 0,0092 -0,0747 -0,1570 -0,1555 -0,0059 0,2947 0,6638 0,9575 1,0484 0,9047 0,5866 0,1798 -0,2386 -0,5939 -0,8212 -0,8888 -0,8082 -0,6125 -0,3203 0,0742 0,5772 1,1683 1,7889 2,3480 2,7468 2,9122 2,8199 2,5037 2,0473 1,5579 1,1400 0,8754 0,7981 0,8788 1,0421 1,2108 1,3368 1,3962 1,3811 1,3209 1,2863 1,3340 1,4463 1,5462 1,5663 1,4886 1,3204 1,0645 0,7299 0,3496 -0,0286 -0,3680 -0,6509 -0,8670 -1,0038 -1,0474 -0,9884 -0,8271 -0,5699 -0,2293 0,1578 0,5124 0,7339 0,7521 0,5671 0,2448 -0,1285 -0,4949 -0,8370 -1,1590 -1,4728 -1,7948 -2,1297 -2,4603 -2,7568 -2,9873 -3,1332 -3,1943 -3,1647 -3,0138 -2,7014 -2,2103 -1,5726 -0,8698 -0,1985 0,3748 0,8367 1,2046 1,4869 1,6804 1,8094 1,9481 2,1866 2,5647 3,0346 3,4910 3,8380 4,0458 4,1595 4,2667 4,4556 4,7871 5,2701 5,8570 6,4649 7,0022 7,3862 7,5703 7,5753 7,4896 7,4241 7,4604 7,6242 7,8865 8,1892 8,4814 8,7375 8,9365 9,0294 8,9450 8,6439 8,1611 7,5888 7,0227 6,5205 6,0911 5,7091 5,3449 4,9898 4,6632 4,4035 4,2443 4,1982 4,2692 4,4773 4,8493 5,3837 6,0265 6,6758 7,2324 7,6690 8,0401 8,4118 8,7959 9,1489 9,4048 9,4965 9,3688 9,0021 8,4409 7,7977 7,2026 6,7249 6,3568 6,0708 5,8586 5,7087 5,5803 5,4180 5,1836 4,8716 4,5084 4,1418 3,8130 3,5303 3,2877 3,1049 3,0208 3,0494 3,1592 3,2884 3,3690 3,3582 3,2738 3,1952 3,2155 3,3782 3,6428 3,9062 4,0669 4,0751 3,9355 3,6818 3,3485 2,9570 2,5377 2,1637 1,9418 1,9588 2,2316 2,6999 3,2642 3,8297 4,3239 4,7127 5,0186 5,2975 5,5786 5,8337 6,0057 6,0526 5,9662 5,7785 5,5580 5,3820 5,2930 5,2789 5,3008 5,3389 5,4076 5,5257 5,6834 5,8525 6,0159 6,1509 6,1831 6,0022 5,5524 4,8932 4,1714 3,5499 3,1391 2,9525 2,9158 2,9302 2,9351 2,9218 2,9146 2,9467 3,0334 3,1564 3,2776 3,3643 3,4087 3,4265 3,4301 3,4001 3,2927 3,0719 2,7418 2,3742 2,0923 1,9812 2,0221 2,1342 2,2541 2,3548 2,4317 2,5045 2,6138 2,7947 3,0467 3,3242 3,5677 3,7540 3,8987 4,0095 4,0714 4,0712 4,0093 3,8947 3,7477 3,6087 3,5304 3,5488 3,6574 3,8106 3,9479 4,0095 3,9370 3,6964 3,3297 2,9634 2,7448 2,7659 3,0287 3,4557 3,9270 4,3168 4,5347 4,5644 4,4607 4,3042 4,1695 4,1117 4,1571 4,3024 4,5193 4,7512 4,9300 5,0185 5,0314 5,0076 4,9696 4,9083 4,8015 4,6451 4,4704 4,3362 4,3054 4,4120 4,6337 4,8985 5,1249 5,2619 5,3059 5,2902 5,2454 5,1514 4,9457 4,5838 4,0857 3,5296 3,0033 2,5503 2,1586 1,8008 1,4735 1,2014 1,0154 0,9284 0,9235 0,9546 0,9687 0,9324 0,8284 0,6299 0,3117 -0,1148 -0,5999 -1,0800 -1,4918 -1,7750 -1,8806 -1,7893 -1,5187 -1,1119 -0,6244 -0,1202 0,3340 0,6778 0,8683 0,8993 0,8112 0,6811 0,5994 0,6322 0,7827 0,9907 1,1736 1,2730 1,2824 1,2398 1,1859 1,1261 1,0229 0,8225 0,4958 0,0644 -0,3972 -0,7729 -0,9357 -0,8029 -0,3831 0,2215 0,8660 1,4319 1,8602 2,1474 2,3336 2,4775 2,6180 2,7640 2,9063 3,0257 3,0931 3,0750 2,9464 2,6994 2,3433 1,9018 1,4136 0,9307 0,5152 0,2283 0,1117 0,1756 0,4012 0,7510 1,1699 1,5849 1,9220 2,1343 2,2085 2,1433 1,9390 1,6203 1,2550 0,9390 0,7566 0,7500 0,9067 1,1541 1,3773 1,4734 1,3991 1,1718 0,8435 0,4741 0,1148 -0,1888 -0,3813 -0,4127 -0,2799 -0,0346 0,2568 0,5536 0,8505 1,1589 1,4751 1,7703 2,0136 2,1945 2,3139 2,3579 2,2926 2,0895 1,7545 1,3379 0,9102 0,5243 0,2051 -0,0296 -0,1480 -0,1168 0,0583 0,3108 0,5440 0,6899 0,7416 0,7469 0,7784 0,8838 1,0301 1,1093 1,0213 0,7508 0,3734 0,0086 -0,2374 -0,3221 -0,2854 -0,2038 -0,1085 0,0380 0,2824 0,6291 1,0478 1,5046 1,9765 2,4479 2,8920 3,2625 3,5305 3,7310 3,9388 4,1917 4,4582 4,6880 4,8738 5,0519 5,2618 5,5199 5,8041 6,0444 6,1576 6,1086 5,9378 5,7407 5,6330 5,7110 6,0118 6,4999 7,0874 7,6719 8,1762 8,5564 8,7870 8,8735 8,8712 8,8517 8,8506 8,8598 8,8529 8,8158 8,7610 8,7103 8,6653 8,6112 8,5432 8,4796 8,4539 8,4954 8,5962 8,6926 8,7057 8,6182 8,4986 8,4426 8,4979 8,6445 8,8279 8,9992 9,1263 9,1723 9,0789 8,7983 8,3396 7,7720 7,1908 6,6820 6,2920 6,0092 5,7748 5,5267 5,2442 4,9587 4,7290 4,6078 4,6181 4,7430 4,9312 5,1212 5,2860 5,4508 5,6418 5,8142 5,8495 5,6319 5,1393 4,4637 3,7457 3,1005 2,5980 2,2793 2,1609 2,2181 2,3825 2,5749 2,7411 2,8604 2,9292 2,9520 2,9496 2,9555
F7    -1,5189 -1,4383 -1,4225 -1,4437 -1,4638 -1,4721 -1,4677 -1,4218 -1,2793 -1,0074 -0,6385 -0,2610 0,0302 0,1806 0,1939 0,1233 0,0488 0,0416 0,1158 0,2160 0,2763 0,2914 0,3191 0,4212 0,6156 0,8773 1,1576 1,3995 1,5536 1,6048 1,5823 1,5289 1,4590 1,3531 1,1899 0,9768 0,7470 0,5313 0,3390 0,1667 0,0149 -0,1139 -0,2237 -0,3277 -0,4454 -0,5868 -0,7275 -0,8051 -0,7513 -0,5390 -0,2128 0,1260 0,3702 0,4525 0,3621 0,1243 -0,2302 -0,6699 -1,1378 -1,5507 -1,8463 -2,0187 -2,0942 -2,0837 -1,9728 -1,7464 -1,4123 -1,0063 -0,5911 -0,2505 -0,0679 -0,0887 -0,2860 -0,5711 -0,8540 -1,0856 -1,2479 -1,3405 -1,3826 -1,4061 -1,4452 -1,5323 -1,6873 -1,8956 -2,0945 -2,1963 -2,1454 -1,9634 -1,7369 -1,5572 -1,4701 -1,4716 -1,5320 -1,6267 -1,7514 -1,9090 -2,0901 -2,2748 -2,4452 -2,5779 -2,6351 -2,5866 -2,4356 -2,2102 -1,9379 -1,6423 -1,3613 -1,1539 -1,0689 -1,1093 -1,2388 -1,4167 -1,6190 -1,8349 -2,0622 -2,3091 -2,5779 -2,8441 -3,0668 -3,2182 -3,2988 -3,3404 -3,3859 -3,4445 -3,4681 -3,3844 -3,1493 -2,7775 -2,3357 -1,9048 -1,5354 -1,2233 -0,9368 -0,6655 -0,4227 -0,1977 0,0652 0,4224 0,8717 1,3432 1,7431 2,0064 2,1273 2,1617 2,1991 2,3215 2,5741 2,9574 3,4334 3,9414 4,4111 4,7711 4,9660 4,9796 4,8419 4,6105 4,3468 4,1101 3,9556 3,9158 3,9789 4,0907 4,1759 4,1640 4,0184 3,7554 3,4370 3,1316 2,8750 2,6605 2,4647 2,2690 2,0595 1,8302 1,5998 1,4058 1,2778 1,2402 1,3414 1,6418 2,1544 2,8160 3,5191 4,1584 4,6661 5,0326 5,2863 5,4515 5,5348 5,5425 5,4838 5,3540 5,1341 4,8185 4,4379 4,0520 3,7289 3,5146 3,4098 3,3833 3,3974 3,4105 3,3738 3,2459 3,0152 2,7110 2,3902 2,1098 1,9013 1,7594 1,6591 1,5843 1,5334 1,5060 1,4908 1,4593 1,3757 1,2356 1,0935 1,0328 1,1098 1,3178 1,5777 1,7669 1,7860 1,6101 1,2911 0,9195 0,5778 0,3155 0,1529 0,0970 0,1539 0,3280 0,6055 0,9422 1,2822 1,5778 1,7883 1,8916 1,9199 1,9488 2,0302 2,1550 2,2777 2,3444 2,3012 2,1255 1,8632 1,6056 1,4149 1,2935 1,2245 1,2118 1,2677 1,3845 1,5312 1,6765 1,8020 1,8864 1,8889 1,7627 1,4915 1,1171 0,7317 0,4355 0,2865 0,2683 0,3046 0,3248 0,3178 0,3129 0,3310 0,3737 0,4326 0,4956 0,5475 0,5737 0,5796 0,6026 0,6786 0,7892 0,8595 0,8199 0,6655 0,4661 0,3295 0,3270 0,4404 0,5849 0,6716 0,6512 0,5287 0,3578 0,2144 0,1604 0,2137 0,3404 0,4855 0,6250 0,7739 0,9438 1,1232 1,2905 1,4121 1,4398 1,3397 1,1266 0,8656 0,6390 0,5043 0,4648 0,4670 0,4244 0,2547 -0,0776 -0,5217 -0,9528 -1,2445 -1,3342 -1,2340 -1,0050 -0,7145 -0,3994 -0,0685 0,2616 0,5484 0,7520 0,8642 0,8979 0,8655 0,7794 0,6475 0,4637 0,2241 -0,0408 -0,2669 -0,3988 -0,4296 -0,4017 -0,3742 -0,3830 -0,4209 -0,4467 -0,4146 -0,3041 -0,1359 0,0356 0,1572 0,2159 0,2446 0,2886 0,3602 0,4184 0,3905 0,2211 -0,0963 -0,5215 -0,9915 -1,4474 -1,8489 -2,1684 -2,3819 -2,4720 -2,4395 -2,3096 -2,1285 -1,9507 -1,8193 -1,7495 -1,7403 -1,8054 -1,9691 -2,2273 -2,5377 -2,8522 -3,1361 -3,3571 -3,4765 -3,4631 -3,3113 -3,0439 -2,6977 -2,3030 -1,8813 -1,4640 -1,0990 -0,8260 -0,6518 -0,5528 -0,4939 -0,4506 -0,4240 -0,4321 -0,4856 -0,5675 -0,6316 -0,6293 -0,5494 -0,4328 -0,3493 -0,3613 -0,5012 -0,7671 -1,1176 -1,4696 -1,7210 -1,7957 -1,6787 -1,4209 -1,1116 -0,8318 -0,6274 -0,5090 -0,4549 -0,4274 -0,4034 -0,3791 -0,3479 -0,2963 -0,2284 -0,1810 -0,2068 -0,3354 -0,5541 -0,8234 -1,1056 -1,3786 -1,6284 -1,8316 -1,9616 -2,0108 -1,9883 -1,8925 -1,7085 -1,4412 -1,1358 -0,8571 -0,6623 -0,6010 -0,7053 -0,9514 -1,2486 -1,4840 -1,5782 -1,5137 -1,3394 -1,1640 -1,1135 -1,2547 -1,5499 -1,8912 -2,1711 -2,3260 -2,3421 -2,2454 -2,0788 -1,8754 -1,6574 -1,4546 -1,3045 -1,2264 -1,1983 -1,1687 -1,1015 -0,9988 -0,8818 -0,7664 -0,6619 -0,5834 -0,5494 -0,5641 -0,6126 -0,6753 -0,7396 -0,8080 -0,8991 -1,0267 -1,1696 -1,2764 -1,3130 -1,2998 -1,2943 -1,3396 -1,4292 -1,5107 -1,5229 -1,4460 -1,3265 -1,2527 -1,3013 -1,4915 -1,7800 -2,0940 -2,3649 -2,5518 -2,6578 -2,7116 -2,7168 -2,6424 -2,4651 -2,1925 -1,8534 -1,4878 -1,1317 -0,7989 -0,4905 -0,2177 0,0103 0,2190 0,4566 0,7380 1,0200 1,2491 1,4235 1,5986 1,8385 2,1661 2,5410 2,8701 3,0557 3,0594 2,9303 2,7746 2,7038 2,7975 3,0805 3,5106 3,9937 4,4262 4,7358 4,8948 4,9168 4,8566 4,7943 4,7906 4,8531 4,9469 5,0317 5,0908 5,1337 5,1769 5,2292 5,2921 5,3651 5,4546 5,5712 5,7172 5,8678 5,9674 5,9638 5,8634 5,7460 5,7096 5,7911 5,9452 6,0935 6,1802 6,1798 6,0749 5,8481 5,5004 5,0683 4,6108 4,1843 3,8324 3,5839 3,4440 3,3848 3,3619 3,3508 3,3595 3,4027 3,4733 3,5394 3,5562 3,4881 3,3338 3,1385 2,9744 2,8927 2,8799 2,8537 2,7129 2,4031 1,9408 1,3928 0,8500 0,4042 0,1228 0,0347 0,1226 0,3214 0,5455 0,7381 0,8911 1,0131 1,0905 1,0961 1,0204
