Fp1   3,5570 2,9607 2,2323 1,4840 0,7979 0,1989 -0,3334 -0,8273 -1,2993 -1,7561 -2,1832 -2,5275 -2,7179 -2,7070 -2,4936 -2,1207 -1,6685 -1,2393 -0,9233 -0,7587 -0,7158 -0,7241 -0,7128 -0,6416 -0,5128 -0,3525 -0,1758 0,0133 0,1914 0,3238 0,4150 0,5196 0,6892 0,9199 1,1486 1,3017 1,3457 1,2931 1,1795 1,0475 0,9374 0,8742 0,8619 0,8813 0,8837 0,8030 0,5992 0,2944 -0,0381 -0,3249 -0,5347 -0,6796 -0,7859 -0,8695 -0,9391 -1,0031 -1,0590 -1,0880 -1,0608 -0,9517 -0,7567 -0,4968 -0,2084 0,0627 0,2761 0,4191 0,5064 0,5540 0,5588 0,5058 0,3981 0,2686 0,1610 0,1118 0,1540 0,3223 0,6335 1,0642 1,5609 2,0761 2,5883 3,0833 3,5265 3,8566 4,0016 3,9169 3,6159 3,1723 2,7020 2,3174 2,0696 1,9296 1,8285 1,7224 1,6200 1,5476 1,5029 1,4513 1,3538 1,1992 1,0178 0,8707 0,8368 0,9989 1,3889 1,9319 2,4695 2,8488 2,9864 2,8692 2,5176 1,9459 1,1541 0,1441 -1,0806 -2,5145 -4,0972 -5,6591 -6,9488 -7,7273 -7,8539 -7,3213 -6,2399 -4,8023 -3,2461 -1,8143 -0,7086 -0,0361 0,2250 0,2141 0,1317 0,1562 0,3790 0,7879 1,2849 1,7332 2,0285 2,1456 2,1270 2,0439 1,9785 2,0177 2,2224 2,6000 3,1174 3,7335 4,4097 5,0922 5,7087 6,2044 6,5848 6,9135 7,2590 7,6360 8,0009 8,3016 8,5212 8,6843 8,8470 9,0729 9,3964 9,7992 10,2174 10,5636 10,7481 10,6982 10,3659 9,7334 8,8347 7,7716 6,6928 5,7528 5,0750 4,7303 4,7275 5,0267 5,5672 6,2769 7,0739 7,8948 8,7096 9,4919 10,1908 10,7342 11,0527 11,1162 10,9574 10,6477 10,2501 9,7998 9,3134 8,7924 8,2146 7,5397 6,7426 5,8444 4,9137 4,0413 3,3182 2,8123 2,5432 2,4746 2,5274 2,6106 2,6677 2,7092 2,8135 3,0958 3,6535 4,5123 5,6148 6,8407 8,0343 9,0413 9,7463 10,0994 10,1178 9,8437 9,3076 8,5481 7,6381 6,6667 5,7154 4,8637 4,1992 3,7925 3,6606 3,7661 4,0354 4,3739 4,6958 4,9644 5,2015 5,4524 5,7344 6,0171 6,2515 6,4064 6,4651 6,3977 6,1601 5,7471 5,2414 4,7777 4,4446 4,2455 4,1477 4,1391 4,2522 4,5552 5,1027 5,8721 6,7374 7,5031 7,9785 8,0403 7,6650 6,9360 6,0096 5,0517 4,1934 3,5312 3,1384 3,0368 3,1498 3,3179 3,3806 3,2391 2,8602 2,2791 1,6086 0,9934 0,5215 0,1901 -0,0608 -0,3092 -0,6186 -1,0045 -1,4148 -1,7274 -1,7904 -1,5123 -0,9283 -0,1771 0,5835 1,2450 1,7571 2,1119 2,3259 2,4136 2,3749 2,2215 2,0051 1,7999 1,6551 1,5808 1,5895 1,7356 2,0965 2,7170 3,5627 4,5207 5,4561 6,2771 6,9496 7,4573 7,7574 7,7875 7,5163 6,9792 6,2701 5,5038 4,7716 4,1083 3,4918 2,8790 2,2530 1,6498 1,1560 0,8853 0,9375 1,3511 2,0701 2,9537 3,8335 4,5751 5,1045 5,4038 5,4874 5,3777 5,1081 4,7271 4,2825 3,8114 3,3471 2,9198 2,5520 2,2633 2,0827 2,0540 2,2302 2,6590 3,3489 4,2350 5,1863 6,0485 6,6902 7,0407 7,0951 6,8725 6,3866 5,6673 4,7913 3,8757 3,0460 2,3915 1,9346 1,6348 1,4267 1,2673 1,1733 1,2227 1,5214 2,1471 3,0920 4,2439 5,4111 6,3735 6,9590 7,1031 6,8434 6,2684 5,4696 4,5235 3,4885 2,4084 1,3379 0,3759 -0,3379 -0,6619 -0,4865 0,2363 1,4493 2,9711 4,5525 5,9706 7,0818 7,8135 8,1367 8,0652 7,6716 7,0668 6,3376 5,5001 4,5259 3,4094 2,1968 0,9647 -0,1963 -1,1813 -1,8815 -2,2134 -2,1471 -1,7216 -1,0324 -0,1899 0,7108 1,5822 2,3416 2,9355 3,3586 3,6387 3,8023 3,8530 3,7706 3,5271 3,1314 2,6575 2,2217 1,9526 1,9819 2,4092 3,2421 4,3824 5,6678 6,9176 7,9678 8,7178 9,1607 9,3448 9,3007 9,0357 8,5944 8,0614 7,4990 6,9248 6,3441 5,7786 5,2844 4,9558 4,8736 5,0261 5,3024 5,5740 5,7718 5,8927 5,9611 6,0070 6,0698 6,1844 6,3499 6,5197 6,6205 6,5929 6,4259 6,1526 5,8270 5,5234 5,3261 5,2726 5,3201 5,3978 5,4798 5,6018 5,8287 6,2166 6,7706 7,4202 8,0604 8,6244 9,0991 9,4906 9,8032 10,0395 10,1978 10,2653 10,2298 10,1085 9,9524 9,8001 9,6275 9,3640 8,9818 8,5624 8,2529 8,1495 8,2129 8,2799 8,1636 7,7552 7,0520 6,1342 5,1295 4,1644 3,3208 2,6333 2,1222 1,8212 1,7703 1,9797 2,3945 2,8944 3,3607 3,7622 4,1658 4,6674 5,3165 6,0944 6,9273 7,6997 8,2818 8,5878 8,6236 8,4788 8,2872 8,1847 8,2615 8,5277 8,9389 9,4545 10,0457 10,6559 11,1958 11,5941 11,8344 11,9553 12,0347 12,1519 12,3245 12,4887 12,5545 12,4781 12,2877 12,0557 11,8572 11,7485 11,7672 11,9326 12,2403 12,6512 13,0793 13,3991 13,4914 13,3087 12,9091 12,4277 12,0077 11,7402 11,6365 11,6516 11,7278 11,8086 11,8320 11,7518 11,5659 11,3095 11,0211 10,7175 10,3900 10,0173 9,5846 9,1077 8,6429 8,2662 8,0378 7,9782 8,0629 8,2366 8,4300 8,5694 8,5969 8,4962 8,2952 8,0524 7,8364 7,6761 7,5119 7,2211 6,7080 5,9607 5,0400 4,0616 3,1792 2,5316 2,2002 2,2173 2,5835 3,2569 4,1331 5,0458 5,8000 6,2365 6,2860 5,9798 5,4208 4,7293 3,9947 3,2683 2,5843 1,9824
Fz    -0,0044 -0,1362 -0,2717 -0,4366 -0,6367 -0,8654 -1,1064 -1,3315 -1,5107 -1,6310 -1,7011 -1,7369 -1,7506 -1,7555 -1,7665 -1,7879 -1,8039 -1,7876 -1,7118 -1,5525 -1,2943 -0,9435 -0,5319 -0,1054 0,2951 0,6470 0,9521 1,2280 1,4861 1,7157 1,8933 2,0014 2,0374 2,0053 1,9072 1,7550 1,5815 1,4257 1,3086 1,2302 1,1779 1,1311 1,0651 0,9576 0,7917 0,5572 0,2585 -0,0813 -0,4262 -0,7410 -1,0061 -1,2228 -1,4060 -1,5695 -1,7202 -1,8540 -1,9443 -1,9436 -1,8078 -1,5245 -1,1164 -0,6222 -0,0800 0,4746 1,0104 1,5089 1,9622 2,3606 2,6843 2,9134 3,0527 3,1460 3,2572 3,4387 3,7193 4,1024 4,5630 5,0571 5,5475 6,0203 6,4805 6,9359 7,3823 7,7984 8,1500 8,4059 8,5548 8,6092 8,5981 8,5503 8,4753 8,3542 8,1519 7,8542 7,4992 7,1678 6,9369 6,8384 6,8480 6,9019 6,9261 6,8626 6,6889 6,4208 6,0903 5,7229 5,3362 4,9475 4,5694 4,2044 3,8538 3,5256 3,2265 2,9495 2,6702 2,3590 2,0089 1,6458 1,3070 1,0128 0,7626 0,5493 0,3729 0,2453 0,1869 0,2130 0,3183 0,4756 0,6531 0,8391 1,0539 1,3371 1,7176 2,1907 2,7175 3,2508 3,7620 4,2411 4,6790 5,0581 5,3648 5,6059 5,8101 6,0194 6,2809 6,6351 7,0961 7,6405 8,2176 8,7750 9,2782 9,7110 10,0648 10,3287 10,4961 10,5851 10,6429 10,7214 10,8540 11,0528 11,3159 11,6310 11,9755 12,3169 12,6152 12,8290 12,9259 12,8874 12,7101 12,4072 12,0165 11,5972 11,2076 10,8819 10,6251 10,4217 10,2491 10,0840 9,9106 9,7339 9,5814 9,4823 9,4484 9,4679 9,5056 9,5128 9,4447 9,2753 9,0051 8,6604 8,2804 7,8983 7,5261 7,1591 6,7901 6,4180 6,0429 5,6632 5,2867 4,9368 4,6382 4,3980 4,1992 4,0074 3,7890 3,5300 3,2439 2,9704 2,7662 2,6836 2,7438 2,9203 3,1409 3,3098 3,3443 3,2137 2,9527 2,6297 2,3026 2,0048 1,7545 1,5619 1,4248 1,3270 1,2456 1,1549 1,0263 0,8377 0,5936 0,3302 0,1002 -0,0460 -0,0740 0,0272 0,2441 0,5432 0,8844 1,2388 1,5936 1,9410 2,2630 2,5347 2,7374 2,8569 2,8735 2,7717 2,5655 2,3066 2,0678 1,9219 1,9118 2,0288 2,2210 2,4282 2,6147 2,7729 2,9092 3,0359 3,1651 3,2993 3,4237 3,5085 3,5241 3,4585 3,3159 3,1086 2,8581 2,5957 2,3547 2,1684 2,0704 2,0795 2,1733 2,2883 2,3530 2,3227 2,1966 2,0122 1,8237 1,6854 1,6397 1,6963 1,8204 1,9493 2,0295 2,0383 1,9780 1,8669 1,7325 1,5960 1,4624 1,3343 1,2279 1,1712 1,1855 1,2740 1,4317 1,6544 1,9302 2,2342 2,5289 2,7680 2,9112 2,9508 2,9174 2,8582 2,8108 2,7885 2,7832 2,7776 2,7510 2,6821 2,5551 2,3660 2,1249 1,8489 1,5571 1,2719 1,0256 0,8635 0,8361 0,9771 1,2771 1,6797 2,1100 2,5092 2,8467 3,1160 3,3241 3,4845 3,6196 3,7591 3,9341 4,1722 4,4935 4,9012 5,3743 5,8649 6,3115 6,6649 6,9077 7,0568 7,1556 7,2574 7,4058 7,6202 7,8907 8,1892 8,4853 8,7496 8,9514 9,0660 9,0857 9,0203 8,8899 8,7148 8,5045 8,2568 7,9663 7,6321 7,2601 6,8643 6,4769 6,1490 5,9213 5,7957 5,7353 5,6862 5,6020 5,4642 5,2832 5,0846 4,8910 4,7124 4,5460 4,3822 4,2134 4,0442 3,8960 3,8049 3,8134 3,9522 4,2200 4,5759 4,9591 5,3193 5,6280 5,8690 6,0307 6,1135 6,1381 6,1360 6,1237 6,0918 6,0230 5,9222 5,8197 5,7469 5,7201 5,7437 5,8180 5,9367 6,0852 6,2449 6,3973 6,5274 6,6275 6,6995 6,7541 6,8109 6,8933 7,0164 7,1748 7,3418 7,4814 7,5621 7,5688 7,5049 7,3873 7,2480 7,1300 7,0624 7,0434 7,0569 7,0998 7,1822 7,2994 7,4131 7,4655 7,4064 7,2108 6,8928 6,5172 6,1813 5,9648 5,8950 5,9451 6,0565 6,1709 6,2596 6,3216 6,3565 6,3487 6,2821 6,1646 6,0348 5,9444 5,9335 6,0123 6,1536 6,3048 6,4157 6,4611 6,4448 6,3915 6,3295 6,2745 6,2303 6,1952 6,1574 6,0977 6,0084 5,9051 5,8127 5,7423 5,6869 5,6259 5,5340 5,4072 5,2834 5,2208 5,2572 5,3905 5,5811 5,7659 5,8784 5,8737 5,7542 5,5687 5,3762 5,2020 5,0251 4,8034 4,5100 4,1539 3,7706 3,3928 3,0252 2,6487 2,2437 1,8008 1,3188 0,8069 0,2930 -0,1805 -0,5752 -0,8688 -1,0506 -1,1119 -1,0462 -0,8630 -0,5980 -0,2988 0,0036 0,3046 0,6096 0,9145 1,2040 1,4637 1,6856 1,8667 2,0111 2,1367 2,2731 2,4524 2,6966 3,0082 3,3742 3,7864 4,2536 4,7851 5,3598 5,9221 6,4155 6,8150 7,1325 7,4028 7,6598 7,9143 8,1448 8,3078 8,3605 8,2832 8,0877 7,8134 7,5152 7,2449 7,0289 6,8560 6,6854 6,4712 6,1865 5,8381 5,4657 5,1239 4,8602 4,7022 4,6520 4,6783 4,7222 4,7269 4,6604 4,5101 4,2679 3,9288 3,5020 3,0165 2,5186 2,0598 1,6801 1,3911 1,1796 1,0300 0,9364 0,8958 0,8993 0,9315 0,9767 1,0216 1,0502 1,0469 1,0052 0,9308 0,8440 0,7770 0,7499 0,7434 0,7097 0,6200 0,4876 0,3476 0,2317 0,1603 0,1390 0,1588 0,2100 0,2906 0,4005 0,5294 0,6519 0,7375 0,7674 0,7398 0,6679 0,5769 0,4912 0,4199 0,3610 0,3186 0,3094
F3    0,3281 0,1879 0,0430 -0,1392 -0,3683 -0,6399 -0,9373 -1,2271 -1,4689 -1,6359 -1,7246 -1,7468 -1,7255 -1,6944 -1,6862 -1,7157 -1,7778 -1,8575 -1,9336 -1,9741 -1,9411 -1,8039 -1,5467 -1,1702 -0,6912 -0,1369 0,4619 1,0715 1,6488 2,1387 2,4884 2,6702 2,6928 2,5930 2,4136 2,1921 1,9610 1,7452 1,5552 1,3852 1,2192 1,0436 0,8568 0,6680 0,4865 0,3115 0,1342 -0,0527 -0,2494 -0,4516 -0,6576 -0,8728 -1,1047 -1,3490 -1,5830 -1,7746 -1,8924 -1,9098 -1,8121 -1,6059 -1,3162 -0,9697 -0,5822 -0,1579 0,3032 0,7968 1,3084 1,8114 2,2717 2,6573 2,9508 3,1607 3,3188 3,4663 3,6424 3,8765 4,1761 4,5229 4,8893 5,2585 5,6309 6,0158 6,4145 6,8106 7,1718 7,4630 7,6608 7,7628 7,7831 7,7373 7,6335 7,4746 7,2621 7,0065 6,7419 6,5237 6,4002 6,3836 6,4447 6,5255 6,5612 6,5037 6,3345 6,0628 5,7140 5,3220 4,9287 4,5753 4,2786 4,0184 3,7582 3,4796 3,1939 2,9268 2,6975 2,5148 2,3837 2,2969 2,2153 2,0737 1,8185 1,4409 0,9816 0,5123 0,1095 -0,1677 -0,2875 -0,2517 -0,0935 0,1416 0,4216 0,7417 1,1187 1,5696 2,0974 2,6933 3,3470 4,0432 4,7510 5,4237 6,0117 6,4775 6,8081 7,0268 7,1966 7,3992 7,6990 8,1161 8,6269 9,1813 9,7183 10,1787 10,5181 10,7153 10,7745 10,7294 10,6356 10,5449 10,4835 10,4588 10,4801 10,5670 10,7375 10,9895 11,2901 11,5844 11,8184 11,9600 12,0019 11,9546 11,8434 11,7025 11,5606 11,4284 11,3018 11,1722 11,0339 10,8803 10,7014 10,4909 10,2540 10,0060 9,7696 9,5690 9,4198 9,3183 9,2400 9,1536 9,0409 8,9036 8,7519 8,5913 8,4193 8,2332 8,0339 7,8215 7,5884 7,3188 6,9995 6,6336 6,2434 5,8617 5,5187 5,2322 5,0036 4,8214 4,6637 4,5087 4,3557 4,2306 4,1631 4,1584 4,1896 4,2055 4,1525 4,0059 3,7873 3,5505 3,3483 3,2080 3,1317 3,1112 3,1365 3,1904 3,2408 3,2432 3,1531 2,9434 2,6158 2,2055 1,7735 1,3896 1,1146 0,9878 1,0199 1,1909 1,4539 1,7542 2,0526 2,3320 2,5851 2,8035 2,9767 3,0940 3,1459 3,1295 3,0523 2,9279 2,7719 2,6053 2,4496 2,3161 2,2114 2,1532 2,1732 2,2997 2,5382 2,8667 3,2470 3,6372 3,9952 4,2786 4,4521 4,4981 4,4207 4,2415 3,9905 3,7016 3,4123 3,1629 2,9878 2,9012 2,8827 2,8808 2,8394 2,7308 2,5649 2,3745 2,1949 2,0549 1,9781 1,9798 2,0559 2,1807 2,3201 2,4430 2,5234 2,5444 2,5016 2,4014 2,2574 2,0957 1,9613 1,9083 1,9753 2,1662 2,4526 2,7880 3,1175 3,3901 3,5722 3,6483 3,6160 3,4927 3,3209 3,1571 3,0486 3,0193 3,0710 3,1905 3,3477 3,4929 3,5711 3,5494 3,4316 3,2460 3,0238 2,7882 2,5589 2,3618 2,2322 2,2012 2,2754 2,4309 2,6305 2,8476 3,0773 3,3253 3,5870 3,8393 4,0523 4,2135 4,3450 4,4971 4,7228 5,0502 5,4703 5,9405 6,3967 6,7692 6,9990 7,0561 6,9583 6,7741 6,5980 6,5099 6,5443 6,6886 6,9051 7,1531 7,4015 7,6345 7,8491 8,0416 8,1959 8,2833 8,2761 8,1629 7,9551 7,6802 7,3680 7,0430 6,7287 6,4471 6,2061 5,9894 5,7703 5,5337 5,2883 5,0603 4,8755 4,7430 4,6531 4,5870 4,5333 4,5001 4,5110 4,5834 4,7106 4,8681 5,0313 5,1816 5,3028 5,3853 5,4368 5,4811 5,5353 5,5925 5,6298 5,6300 5,5981 5,5572 5,5273 5,5130 5,5115 5,5283 5,5787 5,6749 5,8129 5,9724 6,1276 6,2555 6,3417 6,3845 6,3923 6,3775 6,3535 6,3380 6,3517 6,4096 6,5117 6,6425 6,7769 6,8896 6,9644 7,0028 7,0249 7,0579 7,1214 7,2170 7,3269 7,4194 7,4642 7,4522 7,4074 7,3760 7,3950 7,4642 7,5470 7,5957 7,5822 7,5110 7,4145 7,3350 7,3024 7,3209 7,3698 7,4154 7,4243 7,3728 7,2531 7,0720 6,8439 6,5874 6,3325 6,1237 6,0065 6,0054 6,1085 6,2650 6,4059 6,4840 6,4970 6,4744 6,4490 6,4371 6,4357 6,4304 6,4057 6,3539 6,2813 6,2089 6,1601 6,1468 6,1645 6,1973 6,2266 6,2389 6,2392 6,2571 6,3328 6,4942 6,7424 7,0444 7,3403 7,5646 7,6734 7,6640 7,5701 7,4347 7,2797 7,0937 6,8441 6,5035 6,0721 5,5833 5,0870 4,6226 4,2073 3,8409 3,5071 3,1741 2,8107 2,4114 2,0038 1,6289 1,3196 1,0962 0,9723 0,9516 1,0197 1,1460 1,2973 1,4556 1,6267 1,8238 2,0387 2,2367 2,3865 2,4889 2,5762 2,6939 2,8828 3,1659 3,5386 3,9689 4,4128 4,8369 5,2339 5,6172 6,0009 6,3853 6,7577 7,1055 7,4273 7,7330 8,0353 8,3430 8,6606 8,9859 9,3001 9,5636 9,7334 9,7923 9,7597 9,6795 9,5930 9,5164 9,4314 9,2980 9,0802 8,7710 8,4050 8,0468 7,7584 7,5690 7,4742 7,4506 7,4627 7,4683 7,4329 7,3423 7,1964 6,9904 6,7092 6,3395 5,8868 5,3847 4,8912 4,4612 4,1176 3,8481 3,6271 3,4374 3,2759 3,1454 3,0440 2,9666 2,9113 2,8746 2,8475 2,8235 2,8093 2,8255 2,8899 2,9985 3,1205 3,2174 3,2673 3,2725 3,2474 3,2038 3,1426 3,0583 2,9458 2,8026 2,6294 2,4301 2,2098 1,9731 1,7308 1,5088 1,3419 1,2573 1,2661 1,3616 1,5199 1,7082 1,9035 2,1026
F7    2,0799 1,7724 1,3473 0,8283 0,2539 -0,3406 -0,9220 -1,4403 -1,8317 -2,0521 -2,0978 -1,9975 -1,7941 -1,5344 -1,2614 -1,0137 -0,8341 -0,7699 -0,8485 -1,0418 -1,2645 -1,4138 -1,4172 -1,2578 -0,9703 -0,6114 -0,2253 0,1659 0,5436 0,8762 1,1318 1,2978 1,3830 1,4012 1,3595 1,2699 1,1619 1,0688 1,0063 0,9692 0,9425 0,9130 0,8785 0,8485 0,8272 0,7977 0,7279 0,5913 0,3826 0,1144 -0,1988 -0,5519 -0,9388 -1,3348 -1,6982 -1,9842 -2,1535 -2,1753 -2,0365 -1,7510 -1,3597 -0,9178 -0,4826 -0,1085 0,1666 0,3353 0,4178 0,4465 0,4505 0,4458 0,4376 0,4350 0,4588 0,5415 0,7204 1,0231 1,4416 1,9284 2,4246 2,8945 3,3307 3,7336 4,0864 4,3491 4,4755 4,4444 4,2814 4,0530 3,8398 3,7003 3,6436 3,6290 3,5919 3,4901 3,3352 3,1730 3,0339 2,9106 2,7754 2,6107 2,4279 2,2653 2,1746 2,2012 2,3547 2,5904 2,8253 2,9743 2,9714 2,7778 2,3869 1,8225 1,1280 0,3552 -0,4487 -1,2472 -1,9964 -2,6374 -3,1227 -3,4421 -3,6134 -3,6540 -3,5653 -3,3419 -2,9916 -2,5474 -2,0660 -1,6143 -1,2435 -0,9605 -0,7199 -0,4530 -0,1144 0,2901 0,7101 1,0878 1,3935 1,6346 1,8374 2,0264 2,2157 2,4103 2,6088 2,8126 3,0439 3,3472 3,7630 4,2941 4,9007 5,5268 6,1330 6,7034 7,2236 7,6538 7,9355 8,0348 7,9740 7,8179 7,6411 7,5105 7,4804 7,5828 7,8140 8,1280 8,4471 8,6865 8,7748 8,6690 8,3605 7,8775 7,2859 6,6830 6,1725 5,8340 5,7047 5,7826 6,0385 6,4223 6,8707 7,3271 7,7536 8,1200 8,3910 8,5261 8,4919 8,2811 7,9237 7,4785 7,0130 6,5896 6,2546 6,0221 5,8690 5,7558 5,6547 5,5584 5,4623 5,3464 5,1821 4,9501 4,6444 4,2683 3,8323 3,3557 2,8738 2,4443 2,1370 2,0158 2,1234 2,4698 3,0224 3,7021 4,3907 4,9590 5,3070 5,4043 5,3008 5,0892 4,8521 4,6410 4,4827 4,3845 4,3317 4,2940 4,2383 4,1316 3,9407 3,6416 3,2362 2,7551 2,2495 1,7804 1,4091 1,1836 1,1234 1,2138 1,4157 1,6850 1,9846 2,2801 2,5330 2,7110 2,8100 2,8507 2,8501 2,8099 2,7313 2,6275 2,5275 2,4755 2,5114 2,6377 2,8091 2,9584 3,0358 3,0282 2,9573 2,8690 2,8097 2,8051 2,8543 2,9391 3,0359 3,1173 3,1404 3,0536 2,8281 2,4748 2,0321 1,5538 1,1083 0,7575 0,5144 0,3283 0,1208 -0,1621 -0,5197 -0,8960 -1,2029 -1,3475 -1,2628 -0,9411 -0,4479 0,1045 0,6119 1,0132 1,2878 1,4399 1,4838 1,4273 1,2692 1,0243 0,7434 0,4964 0,3318 0,2573 0,2675 0,3773 0,6179 1,0034 1,5007 2,0314 2,5119 2,9005 3,2055 3,4521 3,6464 3,7692 3,7948 3,7129 3,5347 3,2798 2,9621 2,5883 2,1665 1,7103 1,2412 0,7939 0,4214 0,1903 0,1627 0,3636 0,7546 1,2416 1,7216 2,1319 2,4605 2,7219 2,9235 3,0528 3,0948 3,0561 2,9677 2,8711 2,8002 2,7661 2,7556 2,7440 2,7153 2,6740 2,6420 2,6489 2,7214 2,8740 3,1042 3,3918 3,7012 3,9948 4,2459 4,4338 4,5377 4,5449 4,4573 4,2827 4,0224 3,6710 3,2316 2,7360 2,2462 1,8356 1,5652 1,4719 1,5738 1,8716 2,3348 2,8903 3,4378 3,8814 4,1628 4,2725 4,2275 4,0409 3,7119 3,2421 2,6548 1,9995 1,3432 0,7601 0,3242 0,1015 0,1408 0,4604 1,0334 1,7877 2,6309 3,4767 4,2497 4,8757 5,2843 5,4309 5,3193 4,9928 4,4990 3,8664 3,1203 2,3150 1,5358 0,8659 0,3594 0,0447 -0,0642 0,0354 0,3309 0,7875 1,3425 1,9132 2,4174 2,7952 3,0267 3,1389 3,1928 3,2466 3,3186 3,3788 3,3755 3,2781 3,1096 2,9420 2,8547 2,9048 3,1203 3,4934 3,9752 4,4963 5,0016 5,4588 5,8371 6,0979 6,2167 6,2055 6,1065 5,9757 5,8728 5,8364 5,8575 5,8856 5,8607 5,7391 5,5080 5,1929 4,8409 4,4863 4,1410 3,8207 3,5685 3,4457 3,4946 3,7105 4,0441 4,4150 4,7334 4,9311 4,9834 4,9068 4,7433 4,5388 4,3255 4,1219 3,9389 3,7754 3,6231 3,4850 3,3817 3,3353 3,3583 3,4599 3,6455 3,9049 4,2184 4,5799 4,9987 5,4785 6,0000 6,5153 6,9545 7,2438 7,3378 7,2506 7,0555 6,8403 6,6516 6,4777 6,2831 6,0540 5,8128 5,5952 5,4144 5,2436 5,0370 4,7624 4,4056 3,9573 3,4133 2,7847 2,0983 1,3919 0,7175 0,1491 -0,2284 -0,3530 -0,2183 0,1222 0,5878 1,1158 1,6765 2,2466 2,7790 3,2075 3,4813 3,5906 3,5620 3,4469 3,3144 3,2360 3,2657 3,4267 3,7133 4,1030 4,5748 5,1171 5,7151 6,3330 6,9153 7,4082 7,7783 8,0200 8,1575 8,2341 8,2894 8,3440 8,3980 8,4394 8,4605 8,4727 8,5078 8,6043 8,7847 9,0359 9,3075 9,5301 9,6413 9,6086 9,4419 9,1873 8,9036 8,6387 8,4238 8,2726 8,1690 8,0702 7,9369 7,7567 7,5370 7,2873 7,0135 6,7181 6,4005 6,0587 5,6933 5,3088 4,9131 4,5202 4,1534 3,8391 3,5976 3,4340 3,3370 3,2890 3,2737 3,2707 3,2562 3,2210 3,1809 3,1684 3,2122 3,3100 3,4135 3,4536 3,3834 3,1908 2,8819 2,4761 2,0156 1,5636 1,1924 0,9687 0,9352 1,0925 1,3899 1,7326 2,0125 2,1548 2,1436 2,0126 1,8150 1,5953 1,3754 1,1652 0,9840 0,8645
