Fp1   6,1285 5,2621 4,5989 4,1230 3,8682 3,8955 4,2165 4,7563 5,3752 5,9024 6,1567 5,9732 5,2510 4,0137 2,4707 1,0202 0,1047 -0,0177 0,6397 1,8712 3,3480 4,6865 5,5900 5,9510 5,8238 5,3414 4,6395 3,7976 2,8424 1,8062 0,7385 -0,3373 -1,4347 -2,5782 -3,7712 -4,9488 -5,9794 -6,7583 -7,2879 -7,6359 -7,8207 -7,7777 -7,4738 -7,0403 -6,7504 -6,8517 -7,4250 -8,3776 -9,4869 -10,4387 -10,9377 -10,8639 -10,3230 -9,5559 -8,8082 -8,2355 -7,8722 -7,6530 -7,4701 -7,2357 -6,9166 -6,5189 -6,0512 -5,5283 -5,0040 -4,5544 -4,2300 -4,0479 -4,0049 -4,1022 -4,3785 -4,8747 -5,5544 -6,2858 -6,9177 -7,3694 -7,6321 -7,7042 -7,5683 -7,2107 -6,6171 -5,7851 -4,7887 -3,7969 -2,9626 -2,3203 -1,8216 -1,4024 -0,9986 -0,5801 -0,1954 0,0574 0,1167 0,0268 -0,0491 0,1070 0,6414 1,5162 2,5250 3,4374 4,1243 4,5574 4,7737 4,8786 5,0113 5,2539 5,5881 5,9384 6,2365 6,4328 6,4406 6,1092 5,3016 4,0034 2,3532 0,5871 -1,0633 -2,4594 -3,5629 -4,3976 -5,0271 -5,5294 -5,9500 -6,2815 -6,4925 -6,5489 -6,4121 -6,0653 -5,5672 -5,0775 -4,8090 -4,8907 -5,2642 -5,7496 -6,1742 -6,3888 -6,2460 -5,6496 -4,6179 -3,2949 -1,9041 -0,6788 0,1825 0,5340 0,3252 -0,3302 -1,1589 -1,8326 -2,0675 -1,6685 -0,5906 0,9848 2,6722 4,0471 4,8458 5,0322 4,7127 4,0473 3,2231 2,4158 1,7231 1,1418 0,6216 0,1353 -0,3315 -0,8543 -1,5835 -2,6550 -4,0622 -5,6080 -7,0227 -8,1342 -8,9188 -9,4455 -9,8048 -10,0571 -10,2507 -10,4882 -10,9238 -11,6721 -12,7325 -13,9753 -15,1626 -16,0181 -16,3586 -16,1829 -15,6257 -14,8544 -14,0214 -13,2558 -12,6520 -12,2489 -12,0033 -11,8046 -11,5798 -11,3943 -11,4228 -11,7960 -12,4569 -13,1512 -13,5448 -13,3643 -12,5122 -11,1273 -9,5012 -7,8761 -6,3428 -4,9024 -3,5393 -2,2421 -1,0284 0,0336 0,8516 1,3904 1,7494 2,1222 2,6225 3,1645 3,5226 3,4724 2,8952 1,8324 0,4789 -0,9008 -2,0782 -2,9143 -3,3502 -3,3986 -3,1668 -2,8539 -2,6840 -2,8020 -3,1780 -3,5863 -3,7018 -3,2757 -2,2547 -0,7546 1,0231 2,8244 4,3514 5,3209 5,5570 5,0377 3,9107 2,4913 1,1629 0,2142 -0,2592 -0,3556 -0,2777 -0,1907 -0,1563 -0,2017 -0,4102 -0,9090 -1,7583 -2,8495 -3,9189 -4,6703 -4,8991 -4,5460 -3,6989 -2,5548 -1,3373 -0,2400 0,5902 1,0823 1,2503 1,1519 0,8630 0,4690 0,0195 -0,5168 -1,1984 -1,9720 -2,6349 -2,9869 -2,9946 -2,7935 -2,5648 -2,4027 -2,2679 -2,0460 -1,6397 -1,0374 -0,3435 0,2635 0,6480 0,8156 0,8895 0,9754 1,0381 0,9104 0,4208 -0,4927 -1,7695 -3,2523 -4,7076 -5,8734 -6,5164 -6,4987 -5,8677 -4,8699 -3,8210 -2,9420 -2,2889 -1,8112 -1,4576 -1,2130 -1,1003 -1,2134 -1,6810 -2,5241 -3,5774 -4,5575 -5,1834 -5,2785 -4,8380 -4,0589 -3,2826 -2,8197 -2,7729 -3,0348 -3,4589 -4,0053 -4,7231 -5,6496 -6,7448 -7,8823 -8,8969 -9,6618 -10,1284 -10,3289 -10,3623 -10,3299 -10,2413 -9,9779 -9,3570 -8,2540 -6,7125 -4,9824 -3,4493 -2,4809 -2,2675 -2,7348 -3,5832 -4,4368 -5,0084 -5,1995 -5,0962 -4,8650 -4,6397 -4,4775 -4,3663 -4,2691 -4,1745 -4,0795 -3,9244 -3,6083 -3,1159 -2,5956 -2,2878 -2,3932 -2,9881 -4,0144 -5,3363 -6,8169 -8,3467 -9,8134 -11,0792 -12,0075 -12,4980 -12,5058 -12,0559 -11,2266 -10,0926 -8,6944 -7,0756 -5,3450 -3,7013 -2,4102 -1,7350 -1,8020 -2,4899 -3,4737 -4,3720 -4,8774 -4,8437 -4,3071 -3,4273 -2,4252 -1,5436 -0,9848 -0,8386 -1,0700 -1,5688 -2,2076 -2,8788 -3,5225 -4,1402 -4,7347 -5,2085 -5,3756 -5,1141 -4,4742 -3,6354 -2,8030 -2,1529 -1,8235 -1,8982 -2,3712 -3,1518 -4,1069 -5,0883 -5,9429 -6,5438 -6,8290 -6,8007 -6,4960 -5,9629 -5,2468 -4,3782 -3,3725 -2,2588 -1,1344 -0,1742 0,4608 0,7454 0,7978 0,7487 0,6244 0,3658 -0,0590 -0,5407 -0,8235 -0,6720 -0,0777 0,7098 1,3504 1,6119 1,4663 1,0571 0,5750 0,1600 -0,0964 -0,1458 -0,0556 -0,0331 -0,2745 -0,7835 -1,3781 -1,8418 -2,0071 -1,7357 -0,9441 0,2949 1,7216 2,9950 3,8366 4,1348 3,9928 3,6895 3,5191 3,6001 3,8275 4,0146 4,0714 4,0378 3,9780 3,8858 3,6944 3,3501 2,8696 2,3409 1,8869 1,6186 1,5615 1,6009 1,5417 1,2500 0,7407 0,1572 -0,2957 -0,4063 -0,0183 0,8765 2,0796 3,2348 3,9634 4,0088 3,3461 2,1861 0,8376 -0,4271 -1,3749 -1,7824 -1,4984 -0,5370 0,9101 2,5326 3,9843 4,9791 5,3777 5,2021 4,5671 3,6033 2,4367 1,1934 -0,0108 -1,0517 -1,7410 -1,8448 -1,2343 -0,0339 1,4168 2,7996 4,0294 5,1975 6,3537 7,4189 8,2487 8,7051 8,7022 8,2506 7,4764 6,5827 5,7454 5,0139 4,3298 3,6388 2,9762 2,4853 2,3725 2,8081 3,8326 5,3139 6,9798 8,5335 9,7779 10,6417 11,1264 11,2687 11,1389 10,8491 10,5448 10,3553 10,3542 10,5821 11,0562 11,7161 12,4163 13,0173 13,4369 13,6044 13,4412 12,9210 12,1109 11,1271 10,0506 8,8777 7,5532 6,0702 4,5503 3,2298 2,3432 1,9936 2,1199 2,5768 3,2331 3,9961 4,7601 5,3896 5,7822 5,9159 5,8114 5,4802 4,9399 4,2589 3,5418 2,8695 2,2712 1,7214 1,1668 0,6231 0,2442 0,2373 0,7088 1,5953 2,7128 3,8610 4,9053 5,8035 6,5670 7,1817 7,5652 7,6145 7,3053 6,7497 6,1332
Fz    3,6873 3,3457 2,9350 2,4625 1,9706 1,5370 1,2408 1,1126 1,1029 1,0966 0,9664 0,6308 0,0903 -0,5705 -1,2033 -1,6329 -1,7184 -1,4144 -0,7819 0,0428 0,8788 1,5448 1,9271 2,0181 1,8956 1,6742 1,4538 1,2731 1,1033 0,8946 0,6168 0,2617 -0,1571 -0,5996 -1,0131 -1,3523 -1,5824 -1,6854 -1,6762 -1,6019 -1,5086 -1,4107 -1,3054 -1,2268 -1,2645 -1,5090 -1,9917 -2,6846 -3,5146 -4,3581 -5,0644 -5,5188 -5,6813 -5,5750 -5,2532 -4,7794 -4,2246 -3,6589 -3,1355 -2,6843 -2,3161 -2,0205 -1,7596 -1,4809 -1,1503 -0,7641 -0,3406 0,0835 0,4593 0,7359 0,8728 0,8676 0,7795 0,7062 0,7177 0,8065 0,9105 0,9797 1,0082 1,0221 1,0643 1,1739 1,3461 1,5217 1,6398 1,6927 1,7146 1,7399 1,7833 1,8341 1,8559 1,8029 1,6455 1,3920 1,0988 0,8563 0,7409 0,7631 0,8601 0,9397 0,9201 0,7420 0,3838 -0,1239 -0,7155 -1,3156 -1,8460 -2,2320 -2,4205 -2,4031 -2,2398 -2,0491 -1,9494 -2,0023 -2,2028 -2,5024 -2,8407 -3,1699 -3,4540 -3,6661 -3,7988 -3,8619 -3,8603 -3,7866 -3,6428 -3,4560 -3,2652 -3,0999 -2,9762 -2,9074 -2,9028 -2,9348 -2,9164 -2,7427 -2,3513 -1,7259 -0,8687 0,2043 1,4476 2,7755 4,0719 5,2240 6,1531 6,8182 7,2137 7,3802 7,3982 7,3593 7,3527 7,4629 7,7340 8,1286 8,5411 8,8624 9,0382 9,0660 8,9475 8,6724 8,2513 7,7343 7,1907 6,6858 6,2771 6,0069 5,8724 5,8018 5,6678 5,3458 4,7977 4,1139 3,4491 2,9137 2,5309 2,2615 2,0520 1,8764 1,7385 1,6366 1,5437 1,4249 1,2673 1,0947 0,9579 0,9105 0,9778 1,1366 1,3199 1,4444 1,4393 1,2671 0,9338 0,4833 -0,0212 -0,5307 -1,0460 -1,6249 -2,3514 -3,2737 -4,3448 -5,4210 -6,3214 -6,8961 -7,0848 -6,9503 -6,6417 -6,3011 -6,0048 -5,7693 -5,5705 -5,3580 -5,0836 -4,7328 -4,3280 -3,8957 -3,4249 -2,8775 -2,2632 -1,6824 -1,2790 -1,1649 -1,3758 -1,8522 -2,4523 -3,0103 -3,4025 -3,5709 -3,5092 -3,2568 -2,9027 -2,5663 -2,3544 -2,3270 -2,4889 -2,8026 -3,2140 -3,6733 -4,1326 -4,5243 -4,7673 -4,8135 -4,6866 -4,4635 -4,2230 -4,0158 -3,8599 -3,7413 -3,6304 -3,4961 -3,3118 -3,0710 -2,7961 -2,5126 -2,2204 -1,9042 -1,5681 -1,2469 -0,9837 -0,7958 -0,6648 -0,5644 -0,4935 -0,4799 -0,5641 -0,7852 -1,1641 -1,6930 -2,3343 -3,0182 -3,6523 -4,1529 -4,4674 -4,5746 -4,4937 -4,2964 -4,0811 -3,9053 -3,7531 -3,5863 -3,4135 -3,2975 -3,3055 -3,4511 -3,6828 -3,9234 -4,1126 -4,2281 -4,2879 -4,3231 -4,3352 -4,2907 -4,1618 -3,9669 -3,7773 -3,6833 -3,7377 -3,9212 -4,1649 -4,3956 -4,5592 -4,6267 -4,5874 -4,4398 -4,2007 -3,9166 -3,6417 -3,4015 -3,1843 -2,9648 -2,7276 -2,4712 -2,2167 -2,0291 -1,9927 -2,1372 -2,3989 -2,6523 -2,7774 -2,7138 -2,4764 -2,1366 -1,7909 -1,5221 -1,3685 -1,3291 -1,3963 -1,5722 -1,8540 -2,2173 -2,6162 -2,9910 -3,2855 -3,4731 -3,5662 -3,6042 -3,6361 -3,6964 -3,7871 -3,8824 -3,9474 -3,9571 -3,9206 -3,8954 -3,9626 -4,1710 -4,4948 -4,8391 -5,0808 -5,1222 -4,9349 -4,5775 -4,1739 -3,8527 -3,6901 -3,6902 -3,7978 -3,9443 -4,0948 -4,2467 -4,3878 -4,4786 -4,4889 -4,4358 -4,3790 -4,3854 -4,4896 -4,6752 -4,8928 -5,0962 -5,2592 -5,3712 -5,4399 -5,5018 -5,6112 -5,8021 -6,0580 -6,3181 -6,5027 -6,5389 -6,3840 -6,0493 -5,6124 -5,1985 -4,9294 -4,8631 -4,9654 -5,1354 -5,2576 -5,2514 -5,1073 -4,8951 -4,7293 -4,7151 -4,9104 -5,3145 -5,8711 -6,4830 -7,0418 -7,4574 -7,6712 -7,6622 -7,4511 -7,0786 -6,5645 -5,9042 -5,1171 -4,2836 -3,5242 -2,9414 -2,5828 -2,4490 -2,5196 -2,7646 -3,1512 -3,6451 -4,2012 -4,7509 -5,2062 -5,4838 -5,5348 -5,3678 -5,0439 -4,6422 -4,2239 -3,8210 -3,4523 -3,1535 -2,9853 -2,9938 -3,1566 -3,3770 -3,5431 -3,5988 -3,5656 -3,4994 -3,4159 -3,2561 -2,9364 -2,4348 -1,8285 -1,2582 -0,8568 -0,6871 -0,7299 -0,9257 -1,2180 -1,5559 -1,8929 -2,2136 -2,5478 -2,9296 -3,3441 -3,7226 -3,9772 -4,0339 -3,8524 -3,4401 -2,8624 -2,2295 -1,6634 -1,2681 -1,0982 -1,1287 -1,2625 -1,3930 -1,4709 -1,5107 -1,5403 -1,5579 -1,5472 -1,5186 -1,5106 -1,5523 -1,6353 -1,7235 -1,7749 -1,7475 -1,6060 -1,3536 -1,0623 -0,8541 -0,8386 -1,0507 -1,4262 -1,8292 -2,1089 -2,1578 -1,9573 -1,5962 -1,2401 -1,0647 -1,1886 -1,6309 -2,3110 -3,0965 -3,8565 -4,4795 -4,8820 -5,0289 -4,9439 -4,6876 -4,3311 -3,9519 -3,6337 -3,4423 -3,4012 -3,4945 -3,6761 -3,8785 -4,0388 -4,1248 -4,1182 -3,9620 -3,5482 -2,7841 -1,6831 -0,3781 0,9707 2,2788 3,5402 4,7624 5,9237 6,9622 7,7819 8,2836 8,4125 8,1840 7,6816 7,0275 6,3275 5,6306 4,9355 4,2377 3,5810 3,0609 2,7685 2,7283 2,8779 3,0982 3,2745 3,3383 3,2658 3,0591 2,7350 2,3214 1,8596 1,4043 1,0028 0,6847 0,4848 0,4534 0,6160 0,9379 1,3390 1,7252 2,0038 2,1092 2,0328 1,8109 1,4747 1,0217 0,4347 -0,2756 -1,0490 -1,7873 -2,3866 -2,7748 -2,9365 -2,9116 -2,7658 -2,5576 -2,3315 -2,1286 -1,9785 -1,8730 -1,7725 -1,6519 -1,5328 -1,4584 -1,4510 -1,5049 -1,6088 -1,7631 -1,9870 -2,3076 -2,7141 -3,1274 -3,4395 -3,5808 -3,5506 -3,4014 -3,2034 -3,0148 -2,8708 -2,7965 -2,8343 -3,0445 -3,4619 -4,0452 -4,6765 -5,2276
F3    3,7008 3,4421 3,1041 2,6979 2,2662 1,8832 1,6207 1,4997 1,4665 1,4144 1,2304 0,8428 0,2488 -0,4835 -1,2299 -1,8361 -2,1665 -2,1599 -1,8434 -1,3095 -0,6949 -0,1458 0,2413 0,4539 0,5433 0,5800 0,6134 0,6458 0,6387 0,5543 0,3819 0,1327 -0,1662 -0,4739 -0,7511 -0,9695 -1,1071 -1,1494 -1,1059 -1,0117 -0,8995 -0,7745 -0,6316 -0,5041 -0,4767 -0,6320 -0,9973 -1,5484 -2,2234 -2,9111 -3,4711 -3,7975 -3,8645 -3,7164 -3,4269 -3,0696 -2,7101 -2,4015 -2,1738 -2,0325 -1,9653 -1,9440 -1,9207 -1,8420 -1,6776 -1,4291 -1,1194 -0,7879 -0,4825 -0,2492 -0,1243 -0,1144 -0,1785 -0,2447 -0,2613 -0,2329 -0,2012 -0,1931 -0,1995 -0,1870 -0,1099 0,0693 0,3397 0,6325 0,8749 1,0446 1,1616 1,2508 1,3244 1,3791 1,3966 1,3542 1,2410 1,0690 0,8811 0,7442 0,7180 0,8129 0,9760 1,1221 1,1736 1,0776 0,8183 0,4226 -0,0588 -0,5717 -1,0583 -1,4584 -1,7213 -1,8278 -1,8144 -1,7692 -1,7830 -1,8988 -2,1041 -2,3527 -2,5919 -2,7835 -2,9038 -2,9396 -2,8969 -2,7972 -2,6537 -2,4604 -2,2107 -1,9148 -1,5943 -1,2710 -0,9649 -0,7032 -0,5180 -0,4106 -0,3208 -0,1558 0,1561 0,6606 1,3931 2,3679 3,5521 4,8569 6,1551 7,3157 8,2367 8,8568 9,1630 9,2005 9,0602 8,8402 8,6268 8,4963 8,4915 8,5874 8,7010 8,7489 8,6987 8,5613 8,3456 8,0437 7,6607 7,2341 6,8203 6,4787 6,2691 6,2376 6,3794 6,6129 6,7951 6,7788 6,4974 6,0124 5,4597 4,9490 4,5199 4,1602 3,8420 3,5544 3,3036 3,0844 2,8694 2,6293 2,3563 2,0720 1,8206 1,6505 1,5849 1,6045 1,6587 1,6903 1,6469 1,4912 1,2157 0,8478 0,4385 0,0346 -0,3525 -0,7610 -1,2589 -1,8875 -2,6041 -3,2760 -3,7327 -3,8365 -3,5491 -2,9681 -2,2807 -1,6545 -1,1718 -0,8381 -0,6087 -0,4137 -0,1964 0,0531 0,3032 0,5215 0,7219 0,9543 1,2295 1,4723 1,5592 1,3875 0,9203 0,2059 -0,6336 -1,4523 -2,1357 -2,6166 -2,8619 -2,8763 -2,7189 -2,4975 -2,3277 -2,2872 -2,3910 -2,5995 -2,8513 -3,0971 -3,2997 -3,4094 -3,3681 -3,1529 -2,8103 -2,4364 -2,1256 -1,9365 -1,8804 -1,9227 -2,0007 -2,0432 -1,9871 -1,8044 -1,5137 -1,1533 -0,7500 -0,3209 0,1040 0,4768 0,7528 0,9203 1,0066 1,0540 1,0896 1,1122 1,0919 0,9812 0,7422 0,3666 -0,1209 -0,6614 -1,1721 -1,5762 -1,8238 -1,8940 -1,8082 -1,6426 -1,4959 -1,4163 -1,3700 -1,2961 -1,1783 -1,0594 -0,9997 -1,0236 -1,1054 -1,1991 -1,2726 -1,3224 -1,3710 -1,4450 -1,5395 -1,6103 -1,6062 -1,5111 -1,3666 -1,2554 -1,2451 -1,3444 -1,5123 -1,6924 -1,8337 -1,9040 -1,8937 -1,8102 -1,6829 -1,5617 -1,4864 -1,4527 -1,4156 -1,3254 -1,1584 -0,9222 -0,6612 -0,4668 -0,4437 -0,6295 -0,9542 -1,2813 -1,4815 -1,4870 -1,3036 -0,9925 -0,6429 -0,3347 -0,1046 0,0487 0,1293 0,1245 0,0214 -0,1715 -0,4216 -0,6822 -0,9135 -1,1047 -1,2728 -1,4403 -1,6217 -1,8176 -2,0110 -2,1750 -2,2829 -2,3196 -2,3025 -2,2975 -2,3966 -2,6597 -3,0682 -3,5250 -3,8958 -4,0672 -3,9920 -3,7087 -3,3239 -2,9599 -2,6968 -2,5474 -2,4700 -2,4120 -2,3505 -2,2875 -2,2117 -2,0856 -1,8858 -1,6420 -1,4279 -1,3222 -1,3684 -1,5553 -1,8306 -2,1358 -2,4271 -2,6750 -2,8697 -3,0354 -3,2213 -3,4604 -3,7338 -3,9770 -4,1106 -4,0687 -3,8232 -3,4061 -2,9153 -2,4889 -2,2517 -2,2553 -2,4500 -2,7175 -2,9319 -3,0058 -2,9190 -2,7240 -2,5182 -2,3971 -2,4222 -2,6102 -2,9331 -3,3271 -3,7134 -4,0233 -4,2107 -4,2555 -4,1676 -3,9713 -3,6750 -3,2686 -2,7634 -2,2229 -1,7441 -1,4092 -1,2539 -1,2743 -1,4489 -1,7487 -2,1387 -2,5773 -3,0115 -3,3736 -3,5927 -3,6155 -3,4260 -3,0521 -2,5577 -2,0157 -1,4805 -0,9790 -0,5263 -0,1569 0,0639 0,0760 -0,1181 -0,4411 -0,7891 -1,0944 -1,3459 -1,5591 -1,7172 -1,7416 -1,5410 -1,0959 -0,4920 0,1221 0,6077 0,8926 0,9856 0,9405 0,8150 0,6573 0,4985 0,3281 0,0905 -0,2616 -0,7114 -1,1772 -1,5536 -1,7483 -1,7026 -1,4094 -0,9262 -0,3632 0,1525 0,5094 0,6424 0,5655 0,3710 0,1700 0,0187 -0,0965 -0,2077 -0,3157 -0,3995 -0,4603 -0,5292 -0,6310 -0,7566 -0,8691 -0,9281 -0,9053 -0,7890 -0,6006 -0,4098 -0,3110 -0,3702 -0,5820 -0,8634 -1,0851 -1,1211 -0,8965 -0,4249 0,1786 0,7285 1,0361 0,9811 0,5589 -0,1255 -0,9185 -1,6831 -2,3179 -2,7528 -2,9583 -2,9558 -2,8041 -2,5718 -2,3265 -2,1340 -2,0411 -2,0569 -2,1568 -2,2953 -2,4133 -2,4596 -2,4136 -2,2694 -1,9897 -1,4918 -0,7031 0,3603 1,5800 2,8165 4,0018 5,1356 6,2182 7,2166 8,0688 8,6923 9,0074 8,9748 8,6170 8,0165 7,2881 6,5278 5,7753 5,0209 4,2510 3,4996 2,8567 2,4186 2,2254 2,2354 2,3467 2,4530 2,4852 2,4138 2,2334 1,9529 1,5920 1,1852 0,7837 0,4341 0,1652 0,0084 0,0079 0,1846 0,5042 0,8919 1,2592 1,5161 1,5937 1,4738 1,1860 0,7660 0,2247 -0,4408 -1,2120 -2,0293 -2,7968 -3,4055 -3,7688 -3,8553 -3,6920 -3,3394 -2,8662 -2,3433 -1,8467 -1,4394 -1,1423 -0,9359 -0,7987 -0,7360 -0,7639 -0,8813 -1,0727 -1,3239 -1,6292 -1,9974 -2,4447 -2,9469 -3,4095 -3,7135 -3,7904 -3,6525 -3,3688 -3,0220 -2,6780 -2,3767 -2,1462 -2,0299 -2,0903 -2,3646 -2,8143 -3,3252 -3,7711
F7    -1,1624 -1,3125 -1,4224 -1,4910 -1,4868 -1,3621 -1,0872 -0,6880 -0,2570 0,0792 0,2129 0,0923 -0,2617 -0,7554 -1,2434 -1,5669 -1,6023 -1,3032 -0,7036 0,1013 0,9687 1,7360 2,2850 2,5928 2,7189 2,7494 2,7457 2,7152 2,6171 2,4034 2,0548 1,5833 1,0262 0,4400 -0,1173 -0,6014 -0,9761 -1,2109 -1,2937 -1,2417 -1,0898 -0,8680 -0,5964 -0,3139 -0,0987 -0,0354 -0,1670 -0,4845 -0,9296 -1,3918 -1,7385 -1,8766 -1,7856 -1,5021 -1,0914 -0,6320 -0,2058 0,1182 0,3019 0,3435 0,2716 0,1411 0,0251 -0,0119 0,0513 0,1907 0,3620 0,5224 0,6438 0,7104 0,7062 0,6301 0,5243 0,4623 0,4915 0,5873 0,6734 0,6908 0,6371 0,5575 0,5214 0,5873 0,7575 0,9717 1,1635 1,3152 1,4520 1,6071 1,7974 2,0108 2,2038 2,3175 2,3029 2,1463 1,8897 1,6272 1,4605 1,4390 1,5395 1,6990 1,8531 1,9477 1,9485 1,8537 1,6863 1,4777 1,2672 1,1017 1,0251 1,0548 1,1512 1,2196 1,1639 0,9460 0,5959 0,1822 -0,2266 -0,5836 -0,8582 -1,0328 -1,1109 -1,1074 -1,0239 -0,8498 -0,5920 -0,2895 0,0022 0,2371 0,3936 0,4674 0,4606 0,3927 0,3190 0,3169 0,4543 0,7831 1,3436 2,1495 3,1662 4,3028 5,4264 6,3992 7,1174 7,5258 7,6224 7,4668 7,1673 6,8438 6,6062 6,5420 6,6802 6,9614 7,2664 7,4869 7,5814 7,5711 7,4903 7,3536 7,1660 6,9401 6,7007 6,4821 6,3205 6,2401 6,2342 6,2549 6,2243 6,0710 5,7823 5,4260 5,0963 4,8382 4,6293 4,4154 4,1543 3,8437 3,5078 3,1573 2,7776 2,3577 1,9166 1,5044 1,1831 1,0034 0,9830 1,0999 1,3067 1,5499 1,7821 1,9732 2,1141 2,2087 2,2666 2,2939 2,2743 2,1546 1,8641 1,3683 0,7242 0,0803 -0,3829 -0,5249 -0,3020 0,2091 0,8541 1,4909 2,0383 2,4653 2,7732 2,9904 3,1544 3,2838 3,3717 3,4141 3,4461 3,5286 3,6766 3,8168 3,8274 3,6077 3,1253 2,4350 1,6629 0,9551 0,4235 0,1289 0,0919 0,2937 0,6661 1,1008 1,4866 1,7498 1,8752 1,8953 1,8573 1,7974 1,7387 1,7073 1,7376 1,8434 1,9926 2,1248 2,1946 2,1871 2,1122 1,9962 1,8666 1,7464 1,6625 1,6354 1,6604 1,7170 1,7902 1,8671 1,9215 1,9144 1,8195 1,6540 1,4810 1,3747 1,3761 1,4769 1,6282 1,7593 1,8037 1,7234 1,5218 1,2417 0,9446 0,6792 0,4731 0,3399 0,2717 0,2268 0,1503 0,0273 -0,0954 -0,1570 -0,1464 -0,1122 -0,1212 -0,2051 -0,3398 -0,4712 -0,5550 -0,5794 -0,5638 -0,5327 -0,4843 -0,3957 -0,2615 -0,1169 -0,0284 -0,0625 -0,2482 -0,5569 -0,9227 -1,2803 -1,5865 -1,8224 -1,9769 -2,0338 -1,9887 -1,8665 -1,7031 -1,5142 -1,2927 -1,0320 -0,7437 -0,4520 -0,1983 -0,0576 -0,1082 -0,3580 -0,7157 -1,0365 -1,1902 -1,1108 -0,8101 -0,3621 0,1250 0,5488 0,8507 1,0222 1,0751 1,0155 0,8515 0,6137 0,3586 0,1521 0,0453 0,0551 0,1670 0,3493 0,5641 0,7835 0,9990 1,2165 1,4435 1,6726 1,8633 1,9403 1,8305 1,5147 1,0504 0,5502 0,1395 -0,0904 -0,1082 0,0534 0,3081 0,5473 0,6864 0,7002 0,6246 0,5144 0,3969 0,2734 0,1579 0,0879 0,0891 0,1419 0,1873 0,1605 0,0233 -0,2207 -0,5374 -0,8866 -1,2299 -1,5292 -1,7618 -1,9425 -2,1159 -2,3183 -2,5473 -2,7630 -2,9065 -2,9213 -2,7806 -2,5107 -2,1944 -1,9433 -1,8474 -1,9223 -2,0907 -2,2235 -2,2064 -1,9839 -1,5741 -1,0613 -0,5683 -0,2115 -0,0645 -0,1396 -0,3927 -0,7483 -1,1301 -1,4756 -1,7363 -1,8836 -1,9166 -1,8462 -1,6629 -1,3364 -0,8639 -0,3095 0,2232 0,6554 0,9592 1,1356 1,1908 1,1337 0,9779 0,7364 0,4245 0,0712 -0,2717 -0,5375 -0,6708 -0,6593 -0,5367 -0,3505 -0,1303 0,1172 0,3868 0,6417 0,8059 0,8101 0,6526 0,4120 0,1964 0,0766 0,0569 0,1063 0,2226 0,4612 0,8876 1,5027 2,2175 2,8913 3,3980 3,6829 3,7710 3,7238 3,5962 3,4298 3,2539 3,0652 2,8242 2,4945 2,0900 1,6821 1,3741 1,2639 1,4105 1,8103 2,3941 3,0475 3,6426 4,0692 4,2682 4,2634 4,1559 4,0643 4,0532 4,1114 4,1924 4,2628 4,3061 4,2979 4,2030 4,0056 3,7370 3,4671 3,2717 3,2084 3,3060 3,5434 3,8338 4,0508 4,0921 3,9346 3,6493 3,3685 3,2281 3,3182 3,6505 4,1445 4,6460 4,9832 5,0342 4,7741 4,2827 3,7067 3,2034 2,9007 2,8748 3,1343 3,6214 4,2395 4,8844 5,4568 5,8686 6,0658 6,0411 5,8205 5,4528 5,0093 4,5652 4,1729 3,8730 3,7309 3,8363 4,2455 4,9168 5,7149 6,4973 7,2022 7,8492 8,4775 9,0969 9,6659 10,0949 10,2853 10,1877 9,8310 9,3108 8,7514 8,2447 7,8051 7,3818 6,9196 6,4219 5,9661 5,6597 5,5733 5,7055 5,9962 6,3652 6,7391 7,0541 7,2578 7,3217 7,2464 7,0541 6,7788 6,4533 6,1110 5,8075 5,6178 5,5896 5,7085 5,9167 6,1477 6,3361 6,4269 6,3927 6,2309 5,9366 5,4860 4,8564 4,0647 3,1865 2,3427 1,6602 1,2274 1,0667 1,1394 1,3733 1,6942 2,0408 2,3637 2,6282 2,8273 2,9753 3,0773 3,1115 3,0490 2,8845 2,6396 2,3438 2,0158 1,6479 1,2163 0,7325 0,2822 -0,0077 -0,0453 0,1800 0,6058 1,1420 1,7147 2,2830 2,8213 3,2881 3,6178 3,7563 3,7072 3,5363 3,3222
