Fp1   -1,3643 -0,7863 -0,2143 0,2729 0,6786 1,0486 1,3960 1,6856 1,8862 2,0043 2,0771 2,1641 2,3365 2,6357 3,0308 3,4276 3,7132 3,7937 3,6166 3,1814 2,5441 1,8155 1,1350 0,6260 0,3553 0,3032 0,3649 0,4073 0,3490 0,1955 0,0106 -0,1371 -0,2026 -0,1702 -0,0578 0,0803 0,1570 0,0705 -0,2688 -0,9014 -1,7766 -2,7474 -3,6390 -4,3338 -4,7971 -5,0569 -5,1783 -5,2337 -5,2632 -5,2345 -5,0385 -4,5453 -3,6938 -2,5497 -1,2941 -0,1549 0,6811 1,1246 1,1850 0,9396 0,5026 -0,0020 -0,4678 -0,8315 -1,0786 -1,2246 -1,2993 -1,3417 -1,3782 -1,3816 -1,2555 -0,8854 -0,2253 0,6566 1,6090 2,4749 3,1461 3,5602 3,6722 3,4487 2,9089 2,1782 1,4767 1,0177 0,9027 1,1039 1,5240 2,0528 2,5860 3,0246 3,2924 3,3756 3,3377 3,2765 3,2731 3,3754 3,5880 3,8639 4,1232 4,2852 4,2975 4,1530 3,8700 3,4558 2,9193 2,3249 1,8099 1,5415 1,6334 2,0649 2,6608 3,1741 3,4156 3,3296 2,9819 2,5058 2,0472 1,7218 1,5792 1,5849 1,6474 1,6878 1,6885 1,6756 1,6631 1,6146 1,4518 1,1090 0,6026 0,0377 -0,4733 -0,8815 -1,1900 -1,4098 -1,5320 -1,5310 -1,3910 -1,1184 -0,7237 -0,2204 0,3571 0,9581 1,5316 2,0271 2,3935 2,5901 2,6021 2,4514 2,2000 1,9431 1,7735 1,7293 1,7839 1,8947 2,0529 2,2797 2,5780 2,9053 3,2016 3,4310 3,6063 3,7832 4,0107 4,2712 4,4828 4,5699 4,5375 4,4791 4,5123 4,7047 5,0498 5,4899 5,9454 6,3314 6,5706 6,5953 6,3525 5,8361 5,1199 4,3524 3,7104 3,3405 3,3215 3,6427 4,1984 4,8280 5,3993 5,8684 6,2615 6,6013 6,8581 6,9739 6,9239 6,7457 6,5152 6,3010 6,1337 5,9980 5,8435 5,6091 5,2524 4,7699 4,1976 3,5864 2,9830 2,4501 2,0859 1,9790 2,1408 2,5018 2,9541 3,3720 3,6214 3,5975 3,2599 2,6403 1,8340 0,9838 0,2634 -0,1504 -0,1541 0,2024 0,7450 1,2885 1,7059 1,9216 1,8970 1,6362 1,1919 0,6540 0,1227 -0,3102 -0,5722 -0,6443 -0,5914 -0,5338 -0,5737 -0,7400 -0,9892 -1,2427 -1,4203 -1,4590 -1,3242 -1,0248 -0,6225 -0,2247 0,0412 0,0794 -0,1170 -0,4605 -0,8312 -1,1471 -1,3899 -1,5801 -1,7241 -1,7752 -1,6518 -1,2991 -0,7334 -0,0336 0,7046 1,4070 2,0286 2,5471 2,9609 3,2738 3,4732 3,5305 3,4135 3,1044 2,6216 2,0206 1,3734 0,7556 0,2402 -0,1213 -0,3157 -0,3675 -0,3340 -0,2906 -0,2843 -0,2857 -0,2164 -0,0287 0,2779 0,7071 1,2664 1,8987 2,4665 2,8207 2,8615 2,5438 1,8724 0,9009 -0,2841 -1,5796 -2,8508 -3,9046 -4,5033 -4,4493 -3,6903 -2,3764 -0,8250 0,6179 1,7457 2,5399 3,0625 3,3449 3,3838 3,1893 2,7993 2,2660 1,6667 1,1234 0,7654 0,6475 0,7229 0,9051 1,1300 1,3542 1,5284 1,6141 1,6313 1,6668 1,8108 2,0907 2,4631 2,8472 3,1651 3,3883 3,5562 3,7277 3,9106 4,0476 4,0563 3,8689 3,4531 2,8246 2,0508 1,2445 0,5356 0,0366 -0,1785 -0,0939 0,2283 0,6692 1,1160 1,5057 1,8212 2,0738 2,2846 2,4555 2,5554 2,5621 2,5204 2,5246 2,6299 2,8036 2,9653 3,0475 3,0083 2,8198 2,4804 2,0425 1,6104 1,2984 1,1809 1,2644 1,4830 1,7165 1,8378 1,7782 1,5750 1,3635 1,3130 1,5326 2,0033 2,5868 3,1054 3,4169 3,4349 3,1350 2,5817 1,9279 1,3459 0,9331 0,6783 0,5252 0,4698 0,5843 0,9457 1,5587 2,3393 3,1523 3,8639 4,3857 4,6899 4,7768 4,6299 4,2291 3,6198 2,9460 2,3994 2,1202 2,1252 2,3219 2,5868 2,8315 3,0340 3,2444 3,5547 4,0188 4,5813 5,1037 5,4828 5,7319 5,9472 6,2230 6,6014 7,0625 7,5339 7,9047 8,0357 7,7992 7,1614 6,2306 5,2124 4,3002 3,5921 3,0991 2,8123 2,7310 2,8394 3,0904 3,4137 3,7377 4,0079 4,1671 4,1181 3,7597 3,0889 2,2437 1,4379 0,8684 0,6618 0,8455 1,3453 2,0285 2,7662 3,4610 4,0274 4,3726 4,4211 4,1608 3,6541 3,0060 2,3327 1,7554 1,3843 1,2659 1,3466 1,5019 1,6072 1,6011 1,5173 1,4734 1,6169 2,0431 2,7240 3,5194 4,2717 4,8834 5,3221 5,5953 5,7282 5,7434 5,6419 5,4069 5,0405 4,5819 4,0758 3,5416 2,9881 2,4407 1,9481 1,5809 1,4189 1,5094 1,8185 2,2320 2,6021 2,7981 2,7591 2,5439 2,3131 2,2199 2,3063 2,4993 2,6801 2,7511 2,6732 2,4826 2,2930 2,2599 2,4963 3,0059 3,6994 4,4533 5,1338 5,6015 5,7537 5,5736 5,1166 4,4638 3,7041 2,9306 2,2182 1,6063 1,1078 0,7135 0,3993 0,1637 0,0624 0,1870 0,6091 1,3253 2,2203 3,0732 3,6404 3,7690 3,4513 2,8006 2,0001 1,2402 0,6347 0,1636 -0,2895 -0,8261 -1,4354 -1,9844 -2,2940 -2,2298 -1,7481 -0,8941 0,2242 1,4633 2,6689 3,7115 4,5148 5,0454 5,2915 5,2617 4,9973 4,5747 4,0965 3,6794 3,4204 3,3482 3,4090 3,5133 3,6079 3,7267 3,9809 4,4819 5,2491 6,1684 7,0260 7,5953 7,7255 7,3781 6,6118 5,5483 4,3410 3,1439 2,0690 1,1523 0,3705 -0,3003 -0,8422 -1,2051 -1,3449 -1,2594 -1,0164 -0,7548 -0,6217 -0,6762 -0,8447 -0,9740 -0,9344 -0,6962 -0,3378 0,0047 0,2166 0,2541 0,1274 -0,1427 -0,5346 -1,0153 -1,5383 -2,0637
Fz    -0,4488 -0,1399 0,1378 0,3909 0,6402 0,9101 1,2098 1,5199 1,8009 2,0270 2,2082 2,3774 2,5647 2,7871 3,0505 3,3472 3,6489 3,9063 4,0687 4,1113 4,0448 3,8991 3,6970 3,4375 3,0945 2,6295 2,0151 1,2554 0,3948 -0,4817 -1,2616 -1,8416 -2,1752 -2,2955 -2,2983 -2,2885 -2,3262 -2,4204 -2,5625 -2,7418 -2,9421 -3,1530 -3,3887 -3,6793 -4,0418 -4,4523 -4,8380 -5,1049 -5,1920 -5,1007 -4,8750 -4,5684 -4,2294 -3,8972 -3,5986 -3,3478 -3,1437 -2,9664 -2,7871 -2,5875 -2,3652 -2,1204 -1,8452 -1,5312 -1,1854 -0,8317 -0,4974 -0,2067 0,0236 0,1956 0,3439 0,5237 0,7754 1,0916 1,4196 1,6982 1,8912 1,9973 2,0436 2,0617 2,0651 2,0525 2,0218 1,9724 1,9064 1,8350 1,7758 1,7431 1,7441 1,7785 1,8342 1,8927 1,9465 2,0039 2,0780 2,1766 2,3028 2,4565 2,6332 2,8252 3,0265 3,2282 3,4074 3,5227 3,5274 3,3949 3,1391 2,8094 2,4636 2,1440 1,8766 1,6806 1,5655 1,5218 1,5264 1,5628 1,6285 1,7154 1,7871 1,7801 1,6327 1,3218 0,8807 0,3849 -0,0836 -0,4605 -0,7031 -0,7946 -0,7554 -0,6379 -0,5020 -0,3919 -0,3202 -0,2687 -0,2135 -0,1468 -0,0741 -0,0083 0,0282 0,0072 -0,0942 -0,2774 -0,5090 -0,7287 -0,8794 -0,9326 -0,8876 -0,7583 -0,5654 -0,3335 -0,0820 0,1835 0,4695 0,7752 1,0752 1,3264 1,4975 1,5905 1,6373 1,6748 1,7212 1,7714 1,8105 1,8373 1,8829 1,9989 2,2172 2,5282 2,9017 3,3095 3,7207 4,0991 4,4264 4,7144 4,9869 5,2590 5,5327 5,7925 5,9970 6,0905 6,0390 5,8593 5,6167 5,3902 5,2365 5,1863 5,2578 5,4561 5,7673 6,1559 6,5595 6,8945 7,0808 7,0658 6,8316 6,3936 5,8029 5,1430 4,5143 4,0042 3,6573 3,4604 3,3490 3,2350 3,0523 2,7978 2,5315 2,3254 2,2029 2,1239 2,0237 1,8634 1,6520 1,4245 1,2034 0,9776 0,7131 0,3822 -0,0100 -0,4204 -0,7930 -1,0966 -1,3455 -1,5791 -1,8217 -2,0796 -2,3747 -2,7441 -3,1920 -3,6593 -4,0574 -4,3295 -4,4733 -4,5180 -4,4950 -4,4284 -4,3367 -4,2293 -4,1016 -3,9429 -3,7545 -3,5602 -3,3933 -3,2717 -3,1859 -3,1051 -2,9952 -2,8398 -2,6527 -2,4719 -2,3391 -2,2739 -2,2570 -2,2388 -2,1702 -2,0335 -1,8522 -1,6851 -1,6010 -1,6354 -1,7576 -1,8862 -1,9349 -1,8398 -1,5678 -1,1330 -0,6059 -0,0846 0,3554 0,6916 0,9488 1,1625 1,3364 1,4337 1,4057 1,2251 0,9011 0,4706 -0,0169 -0,5091 -0,9586 -1,3364 -1,6409 -1,8905 -2,1003 -2,2671 -2,3749 -2,4074 -2,3556 -2,2291 -2,0696 -1,9473 -1,9347 -2,0729 -2,3506 -2,7043 -3,0463 -3,3065 -3,4611 -3,5342 -3,5767 -3,6414 -3,7654 -3,9542 -4,1686 -4,3357 -4,3884 -4,2865 -4,0109 -3,5681 -3,0106 -2,4308 -1,9201 -1,5307 -1,2673 -1,1072 -1,0192 -0,9647 -0,8971 -0,7814 -0,6164 -0,4335 -0,2650 -0,1148 0,0343 0,1927 0,3588 0,5299 0,7056 0,8782 1,0285 1,1331 1,1705 1,1164 0,9423 0,6406 0,2500 -0,1479 -0,4612 -0,6244 -0,6273 -0,5190 -0,3802 -0,2855 -0,2823 -0,3844 -0,5673 -0,7764 -0,9579 -1,0850 -1,1476 -1,1291 -1,0069 -0,7825 -0,5002 -0,2273 -0,0163 0,1202 0,2081 0,2878 0,3867 0,5050 0,6218 0,7092 0,7411 0,6936 0,5559 0,3491 0,1268 -0,0528 -0,1557 -0,1811 -0,1577 -0,1334 -0,1530 -0,2316 -0,3454 -0,4461 -0,4844 -0,4335 -0,3028 -0,1345 0,0160 0,1036 0,1026 0,0043 -0,1824 -0,4299 -0,6965 -0,9329 -1,0893 -1,1255 -1,0272 -0,8113 -0,5130 -0,1708 0,1786 0,4953 0,7360 0,8723 0,9122 0,9002 0,8992 0,9654 1,1214 1,3500 1,6185 1,9059 2,2067 2,5233 2,8653 3,2506 3,6942 4,1878 4,6927 5,1484 5,4790 5,6101 5,5094 5,2162 4,8192 4,4110 4,0609 3,8098 3,6683 3,6163 3,6097 3,6011 3,5702 3,5333 3,5201 3,5415 3,5740 3,5705 3,4883 3,3156 3,0795 2,8335 2,6317 2,5043 2,4476 2,4216 2,3621 2,2097 1,9358 1,5511 1,0980 0,6290 0,1878 -0,1934 -0,4880 -0,6730 -0,7353 -0,6744 -0,5023 -0,2469 0,0571 0,3915 0,7610 1,1684 1,5937 1,9951 2,3227 2,5347 2,6134 2,5708 2,4461 2,2957 2,1802 2,1529 2,2457 2,4536 2,7245 2,9708 3,1089 3,1093 3,0127 2,8923 2,8044 2,7737 2,7969 2,8439 2,8702 2,8365 2,7223 2,5283 2,2752 1,9964 1,7254 1,4866 1,2933 1,1415 0,9982 0,8118 0,5517 0,2382 -0,0637 -0,2718 -0,3174 -0,1726 0,1353 0,5357 0,9473 1,3038 1,5580 1,6804 1,6701 1,5635 1,4268 1,3284 1,3118 1,3841 1,5270 1,7186 1,9420 2,1691 2,3499 2,4375 2,4195 2,3146 2,1489 1,9457 1,7206 1,4733 1,1935 0,8776 0,5363 0,1917 -0,1209 -0,3620 -0,5109 -0,5820 -0,6139 -0,6417 -0,6777 -0,7098 -0,7167 -0,6827 -0,6000 -0,4711 -0,3144 -0,1545 0,0056 0,1965 0,4571 0,7995 1,1981 1,6124 2,0194 2,4328 2,8915 3,4249 4,0186 4,6095 5,1151 5,4757 5,6783 5,7491 5,7320 5,6673 5,5784 5,4646 5,3080 5,0962 4,8434 4,5810 4,3289 4,0838 3,8322 3,5725 3,3275 3,1365 3,0313 3,0109 3,0322 3,0271 2,9356 2,7243 2,3904 1,9680 1,5240 1,1259 0,8046 0,5430 0,3048 0,0727 -0,1490 -0,3613 -0,5841 -0,8517 -1,2052 -1,6782 -2,2651 -2,9083 -3,5348 -4,0999 -4,5921 -5,0127 -5,3671 -5,6721
F3    -1,1412 -0,9104 -0,6838 -0,4374 -0,1720 0,0906 0,3318 0,5524 0,7662 0,9901 1,2367 1,5094 1,8050 2,1232 2,4661 2,8249 3,1661 3,4410 3,6124 3,6695 3,6231 3,4882 3,2695 2,9588 2,5422 2,0139 1,3918 0,7203 0,0564 -0,5403 -1,0110 -1,3102 -1,4365 -1,4498 -1,4508 -1,5248 -1,6929 -1,9153 -2,1327 -2,2939 -2,3732 -2,3897 -2,4045 -2,4848 -2,6662 -2,9295 -3,1991 -3,3775 -3,4083 -3,3135 -3,1721 -3,0675 -3,0508 -3,1297 -3,2714 -3,4207 -3,5232 -3,5372 -3,4356 -3,2134 -2,8911 -2,4974 -2,0481 -1,5494 -1,0205 -0,4972 -0,0124 0,4172 0,7816 1,0602 1,2286 1,2884 1,2773 1,2392 1,2003 1,1779 1,1940 1,2729 1,4300 1,6520 1,8848 2,0561 2,1123 2,0365 1,8467 1,5908 1,3330 1,1317 1,0210 1,0010 1,0379 1,0847 1,1122 1,1253 1,1517 1,2217 1,3577 1,5725 1,8643 2,2176 2,6106 3,0140 3,3854 3,6684 3,7992 3,7237 3,4218 2,9201 2,2838 1,6013 0,9708 0,4785 0,1758 0,0705 0,1339 0,3141 0,5461 0,7619 0,9011 0,9200 0,7960 0,5339 0,1676 -0,2477 -0,6460 -0,9572 -1,1174 -1,0981 -0,9354 -0,7238 -0,5679 -0,5289 -0,5942 -0,6942 -0,7638 -0,7918 -0,8072 -0,8406 -0,9129 -1,0376 -1,2133 -1,4136 -1,5876 -1,6748 -1,6303 -1,4430 -1,1371 -0,7579 -0,3577 0,0123 0,3162 0,5513 0,7460 0,9270 1,0880 1,1979 1,2413 1,2471 1,2723 1,3606 1,5130 1,6898 1,8395 1,9345 1,9925 2,0590 2,1675 2,3230 2,5250 2,7777 3,0693 3,3638 3,6294 3,8627 4,0889 4,3488 4,6784 5,0823 5,5124 5,8783 6,0891 6,1029 5,9446 5,6821 5,3922 5,1488 5,0158 5,0289 5,1807 5,4220 5,6758 5,8642 5,9382 5,8830 5,7037 5,4156 5,0479 4,6520 4,2946 4,0312 3,8783 3,8101 3,7771 3,7289 3,6285 3,4629 3,2411 2,9794 2,6879 2,3746 2,0589 1,7758 1,5645 1,4405 1,3769 1,3153 1,1999 1,0071 0,7497 0,4572 0,1562 -0,1421 -0,4482 -0,7807 -1,1378 -1,5003 -1,8642 -2,2414 -2,6200 -2,9467 -3,1621 -3,2455 -3,2174 -3,1084 -2,9369 -2,7171 -2,4757 -2,2555 -2,0996 -2,0374 -2,0828 -2,2318 -2,4521 -2,6820 -2,8488 -2,8921 -2,7835 -2,5374 -2,2068 -1,8618 -1,5637 -1,3405 -1,1743 -1,0154 -0,8239 -0,6046 -0,4107 -0,3159 -0,3726 -0,5776 -0,8667 -1,1438 -1,3259 -1,3656 -1,2512 -1,0047 -0,6745 -0,3076 0,0741 0,4736 0,9045 1,3699 1,8362 2,2287 2,4639 2,4895 2,3055 1,9592 1,5252 1,0786 0,6641 0,2821 -0,0896 -0,4639 -0,8365 -1,2002 -1,5499 -1,8691 -2,1208 -2,2654 -2,2917 -2,2278 -2,1211 -2,0064 -1,8890 -1,7518 -1,5818 -1,3947 -1,2380 -1,1727 -1,2502 -1,4983 -1,9096 -2,4296 -2,9589 -3,3832 -3,6160 -3,6142 -3,3660 -2,8955 -2,2820 -1,6488 -1,1143 -0,7474 -0,5567 -0,5078 -0,5476 -0,6179 -0,6593 -0,6267 -0,5120 -0,3464 -0,1675 0,0150 0,2167 0,4540 0,7292 1,0293 1,3191 1,5350 1,6032 1,4821 1,1864 0,7678 0,2827 -0,2084 -0,6279 -0,8940 -0,9528 -0,8023 -0,4955 -0,1237 0,2102 0,4217 0,4658 0,3473 0,1169 -0,1505 -0,3926 -0,5772 -0,6823 -0,6746 -0,5231 -0,2359 0,1226 0,4554 0,6809 0,7705 0,7526 0,6902 0,6511 0,6843 0,8064 0,9995 1,2119 1,3676 1,3954 1,2722 1,0433 0,7998 0,6311 0,5843 0,6413 0,7255 0,7449 0,6509 0,4640 0,2561 0,1085 0,0720 0,1480 0,2941 0,4475 0,5516 0,5734 0,5128 0,3990 0,2637 0,1196 -0,0323 -0,1826 -0,3136 -0,4136 -0,4773 -0,4933 -0,4427 -0,3119 -0,1055 0,1543 0,4431 0,7445 1,0439 1,3227 1,5627 1,7541 1,9070 2,0580 2,2551 2,5304 2,8842 3,2883 3,7001 4,0797 4,3983 4,6369 4,7800 4,8019 4,6651 4,3498 3,8893 3,3729 2,9168 2,6263 2,5628 2,7215 3,0313 3,3759 3,6400 3,7627 3,7563 3,6712 3,5459 3,3793 3,1374 2,7860 2,3289 1,8243 1,3729 1,0786 1,0041 1,1449 1,4310 1,7491 1,9808 2,0386 1,8883 1,5500 1,0787 0,5405 0,0002 -0,4797 -0,8409 -1,0396 -1,0584 -0,9106 -0,6344 -0,2803 0,1065 0,5001 0,8964 1,3044 1,7261 2,1402 2,5084 2,7946 2,9704 3,0123 2,9181 2,7349 2,5546 2,4682 2,5166 2,6683 2,8371 2,9312 2,9099 2,8040 2,6810 2,5941 2,5654 2,5925 2,6505 2,6981 2,6959 2,6215 2,4750 2,2739 2,0456 1,8223 1,6366 1,5200 1,4901 1,5236 1,5507 1,4975 1,3422 1,1303 0,9438 0,8523 0,8823 1,0118 1,1869 1,3477 1,4450 1,4454 1,3372 1,1441 0,9298 0,7800 0,7634 0,8952 1,1346 1,4194 1,7013 1,9526 2,1465 2,2453 2,2197 2,0757 1,8548 1,6131 1,3986 1,2228 1,0429 0,7862 0,4024 -0,0997 -0,6479 -1,1335 -1,4623 -1,5996 -1,5795 -1,4785 -1,3732 -1,3000 -1,2400 -1,1390 -0,9475 -0,6546 -0,2978 0,0600 0,3718 0,6316 0,8642 1,0950 1,3335 1,5792 1,8332 2,1084 2,4354 2,8512 3,3710 3,9662 4,5707 5,1079 5,5124 5,7405 5,7791 5,6532 5,4157 5,1150 4,7729 4,3936 3,9905 3,6007 3,2692 3,0234 2,8631 2,7712 2,7299 2,7337 2,7889 2,8948 3,0215 3,1122 3,1157 3,0149 2,8195 2,5413 2,1886 1,7787 1,3434 0,9207 0,5415 0,2250 -0,0212 -0,2117 -0,3910 -0,6148 -0,9247 -1,3392 -1,8590 -2,4626 -3,1010 -3,7145 -4,2595 -4,7151 -5,0755 -5,3460 -5,5452
F7    -1,6914 -1,3272 -0,9504 -0,5420 -0,0828 0,4310 0,9672 1,4484 1,7814 1,9195 1,8873 1,7434 1,5380 1,3111 1,1080 0,9751 0,9354 0,9732 1,0501 1,1372 1,2401 1,3935 1,6229 1,9089 2,1874 2,3743 2,3953 2,2037 1,7911 1,1962 0,5032 -0,1770 -0,7318 -1,0766 -1,1934 -1,1399 -1,0015 -0,8452 -0,7197 -0,6653 -0,7110 -0,8765 -1,1758 -1,6125 -2,1751 -2,8263 -3,4907 -4,0594 -4,4252 -4,5265 -4,3683 -4,0123 -3,5524 -3,0853 -2,6814 -2,3697 -2,1408 -1,9600 -1,7847 -1,5821 -1,3331 -1,0311 -0,6922 -0,3650 -0,1170 -0,0091 -0,0793 -0,3253 -0,6799 -1,0092 -1,1650 -1,0610 -0,7033 -0,1585 0,4899 1,1614 1,7785 2,2753 2,6171 2,8104 2,8888 2,8935 2,8627 2,8203 2,7607 2,6409 2,3980 1,9940 1,4662 0,9453 0,6051 0,5633 0,8205 1,2847 1,8355 2,3664 2,7951 3,0615 3,1342 3,0244 2,7787 2,4604 2,1399 1,8839 1,7361 1,7056 1,7766 1,9268 2,1265 2,3251 2,4578 2,4713 2,3381 2,0628 1,6836 1,2688 0,9079 0,6794 0,5926 0,5707 0,5082 0,3356 0,0377 -0,3629 -0,8301 -1,3312 -1,8342 -2,2897 -2,6224 -2,7502 -2,6334 -2,3151 -1,9049 -1,5201 -1,2315 -1,0470 -0,9420 -0,9069 -0,9499 -1,0587 -1,1798 -1,2353 -1,1507 -0,8892 -0,4852 -0,0441 0,3080 0,4975 0,5388 0,4945 0,4158 0,3339 0,2890 0,3350 0,5075 0,7939 1,1339 1,4450 1,6652 1,7873 1,8523 1,9061 1,9646 2,0216 2,0776 2,1471 2,2350 2,3216 2,3814 2,4089 2,4229 2,4605 2,5738 2,8088 3,1711 3,6188 4,0828 4,4791 4,7241 4,7765 4,6672 4,4812 4,3110 4,2185 4,2232 4,3049 4,4092 4,4664 4,4448 4,3917 4,3998 4,5278 4,7618 5,0316 5,2539 5,3679 5,3416 5,1663 4,8610 4,4815 4,1049 3,7870 3,5313 3,3134 3,1344 3,0350 3,0586 3,2038 3,4031 3,5431 3,5153 3,2684 2,8328 2,3027 1,7895 1,3790 1,0997 0,9145 0,7518 0,5562 0,3232 0,0999 -0,0412 -0,0329 0,1611 0,5185 0,9467 1,3194 1,5392 1,5768 1,4570 1,2146 0,8652 0,4138 -0,1189 -0,6832 -1,2051 -1,5987 -1,7921 -1,7619 -1,5450 -1,2189 -0,8739 -0,5940 -0,4429 -0,4538 -0,6228 -0,9073 -1,2371 -1,5411 -1,7681 -1,8868 -1,8748 -1,7159 -1,4077 -0,9664 -0,4247 0,1701 0,7627 1,3081 1,7739 2,1163 2,2769 2,2292 2,0164 1,7309 1,4655 1,2874 1,2418 1,3473 1,5763 1,8501 2,0722 2,1744 2,1417 1,9997 1,7853 1,5299 1,2629 1,0171 0,8219 0,6863 0,5927 0,5157 0,4452 0,3874 0,3535 0,3510 0,3803 0,4331 0,4923 0,5332 0,5188 0,4016 0,1474 -0,2355 -0,6885 -1,1180 -1,4328 -1,5819 -1,5641 -1,4101 -1,1730 -0,9220 -0,7156 -0,5730 -0,4806 -0,4160 -0,3597 -0,2975 -0,2097 -0,0631 0,1604 0,4293 0,6827 0,8764 0,9938 1,0311 0,9952 0,9177 0,8599 0,8884 1,0329 1,2610 1,4798 1,5695 1,4548 1,1704 0,8537 0,6617 0,6852 0,9177 1,2770 1,6412 1,8850 1,9151 1,7049 1,3070 0,8190 0,3246 -0,1320 -0,5148 -0,7676 -0,8472 -0,7693 -0,5990 -0,3979 -0,1821 0,0727 0,3807 0,7030 0,9657 1,1265 1,2067 1,2683 1,3863 1,6290 2,0289 2,5583 3,1328 3,6354 3,9534 4,0142 3,8038 3,3611 2,7554 2,0639 1,3590 0,6976 0,1160 -0,3598 -0,7009 -0,8878 -0,9324 -0,8675 -0,7123 -0,4639 -0,1158 0,3252 0,8266 1,3299 1,7687 2,0915 2,2648 2,2655 2,0915 1,7905 1,4599 1,1953 1,0382 0,9680 0,9368 0,9140 0,9137 0,9763 1,1272 1,3522 1,6016 1,8069 1,9140 1,9149 1,8572 1,8341 1,9607 2,3105 2,8425 3,4081 3,8488 4,0877 4,1351 4,0408 3,8659 3,6882 3,5942 3,6429 3,8373 4,1243 4,4264 4,6832 4,8700 4,9791 5,0046 4,9489 4,8224 4,6303 4,3764 4,0721 3,7306 3,3642 2,9937 2,6521 2,3781 2,2060 2,1570 2,2290 2,3878 2,5719 2,7194 2,8001 2,8207 2,7915 2,6928 2,4865 2,1547 1,7220 1,2528 0,8303 0,5264 0,3835 0,4090 0,5780 0,8458 1,1607 1,4702 1,7338 1,9306 2,0518 2,0928 2,0548 1,9550 1,8328 1,7376 1,7015 1,7233 1,7831 1,8771 2,0312 2,2683 2,5744 2,9038 3,1979 3,4017 3,4941 3,5103 3,5140 3,5525 3,6410 3,7639 3,8833 3,9648 4,0019 4,0088 3,9918 3,9308 3,7866 3,5249 3,1374 2,6546 2,1429 1,6892 1,3706 1,2147 1,1830 1,2000 1,2014 1,1588 1,0865 1,0405 1,0974 1,3222 1,7453 2,3421 3,0175 3,6337 4,0692 4,2598 4,2020 3,9405 3,5444 3,0731 2,5640 2,0485 1,5662 1,1578 0,8474 0,6277 0,4743 0,3840 0,3765 0,4526 0,5739 0,6907 0,7763 0,8383 0,8993 0,9592 0,9787 0,9089 0,7310 0,4656 0,1531 -0,1657 -0,4586 -0,7009 -0,8651 -0,9186 -0,8441 -0,6639 -0,4230 -0,1514 0,1405 0,4370 0,7219 0,9996 1,2835 1,5628 1,8036 1,9849 2,1263 2,2818 2,5058 2,8205 3,2014 3,5833 3,8927 4,0991 4,2460 4,4215 4,6924 5,0657 5,4967 5,9095 6,2120 6,3157 6,1636 5,7528 5,1381 4,4115 3,6774 3,0371 2,5669 2,2841 2,1395 2,0571 1,9802 1,8841 1,7618 1,6093 1,4357 1,2829 1,2048 1,2236 1,3135 1,4141 1,4544 1,3816 1,1717 0,8237 0,3624 -0,1588 -0,6797 -1,1574 -1,5685 -1,9051 -2,1798 -2,4182 -2,6397 -2,8457 -3,0277 -3,1817
