Fp1   -0,6867 -0,5334 -0,5133 -0,5847 -0,7079 -0,8569 -1,0270 -1,2259 -1,4495 -1,6730 -1,8668 -2,0038 -2,0492 -1,9637 -1,7282 -1,3489 -0,8373 -0,1998 0,5425 1,3284 2,0577 2,6229 2,9481 3,0110 2,8432 2,5061 2,0497 1,4836 0,7948 -0,0003 -0,8314 -1,6037 -2,2486 -2,7433 -3,0939 -3,3035 -3,3455 -3,1607 -2,6912 -1,9227 -0,9038 0,2548 1,4051 2,4060 3,1629 3,6377 3,8343 3,7719 3,4718 2,9723 2,3456 1,6838 1,0675 0,5467 0,1339 -0,1972 -0,4917 -0,7677 -0,9857 -1,0709 -0,9633 -0,6491 -0,1651 0,4157 1,0002 1,4890 1,7903 1,8300 1,5595 0,9704 0,1132 -0,9003 -1,9193 -2,7817 -3,3381 -3,4872 -3,2181 -2,6245 -1,8733 -1,1451 -0,5828 -0,2655 -0,1968 -0,2994 -0,4374 -0,4707 -0,3143 0,0408 0,5414 1,0967 1,6081 1,9998 2,2356 2,3126 2,2309 1,9689 1,5017 0,8519 0,1225 -0,5310 -0,9856 -1,2333 -1,3895 -1,6081 -1,9755 -2,4647 -2,9664 -3,3559 -3,5641 -3,6184 -3,6283 -3,7273 -4,0145 -4,5285 -5,2490 -6,1025 -6,9642 -7,6688 -8,0478 -7,9862 -7,4701 -6,5852 -5,4689 -4,2620 -3,0883 -2,0457 -1,1854 -0,4881 0,1342 0,7950 1,5745 2,4842 3,4675 4,4310 5,2846 5,9673 6,4541 6,7603 6,9396 7,0605 7,1750 7,3075 7,4608 7,6220 7,7668 7,8657 7,8812 7,7752 7,5400 7,2253 6,9270 6,7421 6,7178 6,8393 7,0638 7,3494 7,6521 7,9175 8,0930 8,1539 8,1223 8,0493 7,9600 7,8170 7,5519 7,1355 6,6175 6,1122 5,7462 5,5993 5,6713 5,8843 6,1153 6,2439 6,2013 5,9919 5,6682 5,2815 4,8547 4,3956 3,9193 3,4519 3,0229 2,6666 2,4268 2,3435 2,4291 2,6565 2,9527 3,2009 3,2738 3,0906 2,6575 2,0683 1,4670 0,9897 0,7113 0,6249 0,6698 0,7859 0,9443 1,1300 1,3056 1,4013 1,3433 1,0993 0,7053 0,2569 -0,1289 -0,3580 -0,3779 -0,1736 0,2274 0,7455 1,2677 1,6894 1,9403 1,9880 1,8392 1,5413 1,1683 0,7863 0,4254 0,0812 -0,2635 -0,6192 -0,9780 -1,3052 -1,5475 -1,6663 -1,6703 -1,6060 -1,5211 -1,4442 -1,3874 -1,3449 -1,2885 -1,1797 -1,0041 -0,7992 -0,6443 -0,6179 -0,7608 -1,0654 -1,4772 -1,9054 -2,2494 -2,4298 -2,4028 -2,1589 -1,7154 -1,1070 -0,3794 0,4065 1,1734 1,8448 2,3689 2,7239 2,9038 2,9111 2,7671 2,5146 2,2035 1,8691 1,5185 1,1342 0,6999 0,2306 -0,2230 -0,5993 -0,8430 -0,9084 -0,7701 -0,4400 0,0313 0,5706 1,1087 1,6012 2,0284 2,3807 2,6502 2,8328 2,9355 2,9803 2,9915 2,9754 2,9134 2,7767 2,5497 2,2468 1,9131 1,6176 1,4375 1,4305 1,6020 1,8912 2,1912 2,3928 2,4257 2,2831 2,0330 1,8040 1,7357 1,9024 2,2709 2,7283 3,1487 3,4416 3,5561 3,4665 3,1778 2,7438 2,2608 1,8309 1,5134 1,3007 1,1425 1,0055 0,9094 0,9000 0,9840 1,0967 1,1284 0,9912 0,6778 0,2695 -0,1126 -0,3702 -0,4722 -0,4726 -0,4856 -0,6228 -0,9390 -1,4163 -1,9793 -2,5309 -2,9927 -3,3229 -3,5077 -3,5507 -3,4690 -3,2851 -3,0067 -2,6184 -2,1061 -1,4919 -0,8419 -0,2477 0,1958 0,4126 0,3801 0,1552 -0,1401 -0,3766 -0,4802 -0,4578 -0,3766 -0,3118 -0,2998 -0,3281 -0,3575 -0,3532 -0,3118 -0,2759 -0,3138 -0,4677 -0,7112 -0,9610 -1,1365 -1,2081 -1,1873 -1,0841 -0,8919 -0,6089 -0,2509 0,1671 0,6412 1,1480 1,6090 1,9030 1,9187 1,6048 0,9945 0,1976 -0,6371 -1,3621 -1,8531 -2,0231 -1,8464 -1,3835 -0,7740 -0,1792 0,2970 0,6489 0,9414 1,2415 1,5656 1,8679 2,0681 2,0974 1,9300 1,5849 1,1081 0,5531 -0,0320 -0,6089 -1,1385 -1,5667 -1,8389 -1,9289 -1,8459 -1,6261 -1,3298 -1,0303 -0,7813 -0,5831 -0,3874 -0,1371 0,1957 0,5975 1,0217 1,4076 1,7098 1,9257 2,0945 2,2643 2,4576 2,6578 2,8134 2,8559 2,7262 2,4055 1,9292 1,3718 0,8202 0,3601 0,0674 -0,0155 0,0817 0,2496 0,3570 0,3243 0,1451 -0,1458 -0,4979 -0,8507 -1,1452 -1,3430 -1,4387 -1,4632 -1,4739 -1,5260 -1,6313 -1,7433 -1,7838 -1,6874 -1,4273 -1,0174 -0,5007 0,0689 0,6320 1,1066 1,3885 1,3981 1,1302 0,6517 0,0635 -0,5356 -1,0706 -1,5006 -1,8218 -2,0507 -2,2035 -2,3035 -2,4035 -2,5764 -2,8723 -3,2869 -3,7753 -4,2945 -4,8373 -5,4334 -6,1180 -6,8960 -7,7218 -8,5075 -9,1555 -9,5936 -9,7886 -9,7498 -9,5139 -9,1124 -8,5551 -7,8358 -6,9423 -5,8750 -4,6806 -3,4636 -2,3514 -1,4431 -0,7883 -0,3927 -0,2218 -0,1927 -0,1712 -0,0029 0,4246 1,1431 2,1143 3,2523 4,4361 5,5296 6,4167 7,0330 7,3734 7,4787 7,4179 7,2808 7,1603 7,1184 7,1613 7,2420 7,2826 7,2135 7,0122 6,7078 6,3506 5,9776 5,5977 5,1980 4,7592 4,2698 3,7355 3,1878 2,6912 2,3318 2,1804 2,2485 2,4732 2,7485 2,9850 3,1472 3,2430 3,2782 3,2183 2,9949 2,5489 1,8691 0,9939 -0,0056 -1,0417 -2,0182 -2,8311 -3,3738 -3,5639 -3,3817 -2,8888 -2,2230 -1,5709 -1,1116 -0,9485 -1,0723 -1,3872 -1,7727 -2,1289 -2,3980 -2,5774 -2,7104 -2,8444 -2,9858 -3,0848 -3,0628 -2,8683 -2,5160 -2,0794 -1,6536 -1,3220 -1,1319 -1,0826 -1,1370 -1,2429 -1,3434 -1,3920 -1,3687 -1,2712 -1,0924 -0,8189 -0,4424 0,0331 0,5807 1,1447 1,6515 2,0305 2,2345 2,2443 2,0527 1,6510 1,0346 0,2166 -0,7519
Fz    -0,7927 -0,3971 -0,0527 0,1719 0,2352 0,1350 -0,0955 -0,4008 -0,7212 -1,0100 -1,2425 -1,4103 -1,5097 -1,5371 -1,4913 -1,3774 -1,2101 -1,0121 -0,8055 -0,6013 -0,3981 -0,1902 0,0237 0,2372 0,4397 0,6196 0,7655 0,8691 0,9263 0,9340 0,8847 0,7687 0,5811 0,3276 0,0290 -0,2786 -0,5492 -0,7369 -0,8072 -0,7453 -0,5578 -0,2667 0,1007 0,5166 0,9558 1,3971 1,8212 2,2043 2,5175 2,7356 2,8440 2,8385 2,7257 2,5278 2,2822 2,0290 1,7987 1,6060 1,4493 1,3072 1,1426 0,9207 0,6314 0,3003 -0,0212 -0,2794 -0,4405 -0,4978 -0,4642 -0,3617 -0,2125 -0,0347 0,1581 0,3542 0,5426 0,7125 0,8553 0,9660 1,0427 1,0855 1,0961 1,0755 1,0243 0,9495 0,8734 0,8339 0,8688 0,9983 1,2180 1,5050 1,8273 2,1502 2,4410 2,6790 2,8624 3,0026 3,1085 3,1747 3,1777 3,0832 2,8611 2,5020 2,0282 1,4939 0,9686 0,5122 0,1553 -0,1032 -0,2896 -0,4484 -0,6286 -0,8635 -1,1572 -1,4865 -1,8099 -2,0799 -2,2576 -2,3230 -2,2769 -2,1355 -1,9262 -1,6792 -1,4170 -1,1480 -0,8678 -0,5631 -0,2149 0,1966 0,6877 1,2640 1,9158 2,6212 3,3520 4,0771 4,7660 5,3925 5,9394 6,4034 6,7934 7,1181 7,3753 7,5512 7,6288 7,5983 7,4676 7,2658 7,0376 6,8346 6,7044 6,6758 6,7525 6,9214 7,1623 7,4491 7,7539 8,0553 8,3414 8,6064 8,8478 9,0611 9,2360 9,3578 9,4141 9,4018 9,3295 9,2139 9,0730 8,9239 8,7852 8,6737 8,5941 8,5304 8,4503 8,3192 8,1190 7,8575 7,5612 7,2599 6,9761 6,7231 6,5064 6,3249 6,1686 6,0186 5,8574 5,6853 5,5241 5,4036 5,3408 5,3274 5,3310 5,3096 5,2305 5,0841 4,8842 4,6576 4,4301 4,2177 4,0247 3,8459 3,6686 3,4794 3,2697 3,0389 2,7943 2,5478 2,3128 2,1024 1,9263 1,7856 1,6727 1,5790 1,5012 1,4408 1,4017 1,3857 1,3830 1,3701 1,3225 1,2301 1,1031 0,9668 0,8537 0,7925 0,7960 0,8551 0,9480 1,0563 1,1717 1,2889 1,4004 1,4993 1,5791 1,6307 1,6446 1,6154 1,5464 1,4500 1,3417 1,2317 1,1239 1,0218 0,9309 0,8540 0,7888 0,7325 0,6852 0,6456 0,6129 0,5943 0,6029 0,6475 0,7233 0,8137 0,9007 0,9798 1,0653 1,1803 1,3422 1,5556 1,8157 2,1143 2,4406 2,7789 3,1095 3,4126 3,6722 3,8769 4,0181 4,0918 4,1030 4,0685 4,0090 3,9395 3,8700 3,8078 3,7517 3,6912 3,6173 3,5354 3,4647 3,4277 3,4388 3,4993 3,6037 3,7487 3,9325 4,1460 4,3694 4,5766 4,7399 4,8332 4,8372 4,7467 4,5755 4,3552 4,1320 3,9606 3,8927 3,9598 4,1624 4,4726 4,8454 5,2282 5,5698 5,8346 6,0052 6,0740 6,0365 5,8921 5,6501 5,3355 4,9891 4,6579 4,3824 4,1845 4,0666 4,0235 4,0501 4,1352 4,2489 4,3435 4,3684 4,2877 4,0886 3,7774 3,3706 2,8905 2,3638 1,8203 1,2897 0,8026 0,3878 0,0665 -0,1492 -0,2525 -0,2382 -0,1037 0,1430 0,4747 0,8441 1,1990 1,5021 1,7400 1,9172 2,0452 2,1348 2,1965 2,2435 2,2902 2,3473 2,4210 2,5149 2,6293 2,7590 2,8938 3,0195 3,1230 3,1951 3,2293 3,2189 3,1611 3,0616 2,9324 2,7841 2,6227 2,4531 2,2842 2,1313 2,0148 1,9573 1,9820 2,1043 2,3196 2,6012 2,9089 3,1987 3,4312 3,5810 3,6435 3,6335 3,5776 3,5051 3,4414 3,3998 3,3777 3,3615 3,3394 3,3076 3,2702 3,2349 3,2090 3,1936 3,1820 3,1627 3,1246 3,0625 2,9800 2,8858 2,7851 2,6744 2,5472 2,4072 2,2738 2,1758 2,1390 2,1759 2,2827 2,4409 2,6238 2,8052 2,9654 3,0900 3,1692 3,2030 3,2068 3,2060 3,2242 3,2765 3,3695 3,5032 3,6708 3,8597 4,0551 4,2459 4,4270 4,5990 4,7632 4,9162 5,0465 5,1339 5,1599 5,1225 5,0376 4,9270 4,8058 4,6774 4,5357 4,3713 4,1770 3,9569 3,7309 3,5270 3,3696 3,2738 3,2451 3,2751 3,3409 3,4125 3,4639 3,4794 3,4519 3,3768 3,2511 3,0807 2,8841 2,6878 2,5158 2,3825 2,2931 2,2462 2,2314 2,2279 2,2145 2,1863 2,1601 2,1622 2,2075 2,2863 2,3653 2,3968 2,3344 2,1504 1,8403 1,4159 0,8977 0,3150 -0,2937 -0,8850 -1,4202 -1,8755 -2,2458 -2,5411 -2,7759 -2,9624 -3,1072 -3,2105 -3,2650 -3,2602 -3,1906 -3,0619 -2,8880 -2,6823 -2,4476 -2,1753 -1,8509 -1,4653 -1,0207 -0,5309 -0,0179 0,4920 0,9755 1,4226 1,8437 2,2696 2,7421 3,3003 3,9666 4,7353 5,5682 6,4030 7,1724 7,8225 8,3244 8,6724 8,8753 8,9528 8,9374 8,8739 8,8051 8,7565 8,7276 8,6974 8,6430 8,5597 8,4643 8,3836 8,3389 8,3359 8,3570 8,3651 8,3213 8,2011 7,9957 7,7103 7,3655 6,9951 6,6366 6,3164 6,0408 5,7951 5,5498 5,2722 4,9365 4,5318 4,0653 3,5612 3,0542 2,5766 2,1444 1,7522 1,3828 1,0226 0,6709 0,3364 0,0266 -0,2554 -0,5087 -0,7338 -0,9347 -1,1176 -1,2865 -1,4427 -1,5838 -1,7045 -1,8023 -1,8863 -1,9776 -2,0963 -2,2478 -2,4204 -2,5922 -2,7406 -2,8501 -2,9134 -2,9299 -2,9013 -2,8280 -2,7088 -2,5454 -2,3437 -2,1083 -1,8399 -1,5398 -1,2158 -0,8854 -0,5735 -0,3033 -0,0854 0,0815 0,2041 0,2888 0,3384 0,3511 0,3214 0,2425 0,1093 -0,0758 -0,2974 -0,5219
F3    0,1182 0,5269 0,8346 0,9675 0,9034 0,6792 0,3671 0,0433 -0,2346 -0,4392 -0,5710 -0,6441 -0,6697 -0,6547 -0,6126 -0,5670 -0,5375 -0,5251 -0,5136 -0,4830 -0,4249 -0,3441 -0,2456 -0,1280 0,0078 0,1469 0,2596 0,3138 0,2925 0,2035 0,0703 -0,0878 -0,2701 -0,4879 -0,7439 -1,0079 -1,2132 -1,2831 -1,1713 -0,8898 -0,5050 -0,1031 0,2540 0,5504 0,8081 1,0615 1,3312 1,6130 1,8841 2,1211 2,3087 2,4327 2,4723 2,4066 2,2335 1,9826 1,7126 1,4930 1,3736 1,3558 1,3906 1,4063 1,3426 1,1742 0,9164 0,6167 0,3367 0,1318 0,0346 0,0496 0,1581 0,3246 0,5065 0,6726 0,8170 0,9536 1,0961 1,2468 1,4017 1,5573 1,7074 1,8363 1,9190 1,9317 1,8672 1,7436 1,5970 1,4678 1,3945 1,4086 1,5236 1,7258 1,9806 2,2532 2,5233 2,7801 3,0087 3,1797 3,2537 3,1956 2,9882 2,6323 2,1372 1,5224 0,8300 0,1262 -0,5161 -1,0379 -1,4159 -1,6769 -1,8798 -2,0736 -2,2697 -2,4484 -2,5776 -2,6247 -2,5648 -2,3902 -2,1170 -1,7839 -1,4417 -1,1384 -0,9045 -0,7422 -0,6190 -0,4743 -0,2394 0,1407 0,6944 1,4126 2,2468 3,1283 3,9950 4,8042 5,5309 6,1582 6,6709 7,0623 7,3409 7,5238 7,6233 7,6465 7,6049 7,5218 7,4318 7,3719 7,3659 7,4129 7,4910 7,5705 7,6317 7,6787 7,7385 7,8420 8,0086 8,2472 8,5600 8,9369 9,3466 9,7384 10,0642 10,2998 10,4492 10,5355 10,5866 10,6175 10,6200 10,5700 10,4507 10,2677 10,0390 9,7746 9,4714 9,1197 8,7126 8,2559 7,7730 7,2980 6,8620 6,4886 6,1991 6,0082 5,9053 5,8483 5,7864 5,6939 5,5815 5,4818 5,4261 5,4265 5,4686 5,5197 5,5450 5,5143 5,3992 5,1737 4,8242 4,3630 3,8368 3,3169 2,8745 2,5542 2,3596 2,2592 2,2075 2,1682 2,1279 2,0928 2,0721 2,0624 2,0477 2,0137 1,9573 1,8807 1,7832 1,6593 1,5040 1,3215 1,1324 0,9714 0,8761 0,8799 1,0128 1,2921 1,7040 2,1963 2,6957 3,1302 3,4390 3,5773 3,5277 3,3074 2,9553 2,5151 2,0292 1,5400 1,0915 0,7259 0,4687 0,3151 0,2402 0,2249 0,2680 0,3738 0,5324 0,7111 0,8666 0,9679 1,0122 1,0225 1,0264 1,0371 1,0461 1,0262 0,9500 0,8167 0,6625 0,5466 0,5254 0,6281 0,8511 1,1730 1,5699 2,0164 2,4855 2,9535 3,4035 3,8198 4,1782 4,4424 4,5719 4,5377 4,3357 3,9956 3,5822 3,1813 2,8697 2,6881 2,6361 2,6857 2,7967 2,9271 3,0409 3,1228 3,1913 3,2864 3,4349 3,6299 3,8407 4,0291 4,1551 4,1854 4,1099 3,9513 3,7558 3,5788 3,4750 3,4906 3,6514 3,9512 4,3521 4,7971 5,2307 5,6147 5,9307 6,1672 6,3055 6,3209 6,1982 5,9431 5,5836 5,1681 4,7570 4,4099 4,1754 4,0782 4,1082 4,2304 4,4026 4,5767 4,6913 4,6822 4,5071 4,1598 3,6688 3,0847 2,4651 1,8659 1,3389 0,9267 0,6519 0,5098 0,4699 0,4842 0,5046 0,5069 0,5012 0,5172 0,5804 0,6969 0,8479 0,9999 1,1254 1,2159 1,2794 1,3304 1,3832 1,4497 1,5399 1,6597 1,8114 1,9978 2,2202 2,4681 2,7144 2,9214 3,0526 3,0903 3,0480 2,9614 2,8635 2,7673 2,6697 2,5644 2,4456 2,3104 2,1668 2,0367 1,9463 1,9108 1,9361 2,0299 2,2014 2,4460 2,7352 3,0172 3,2328 3,3423 3,3471 3,2912 3,2396 3,2472 3,3413 3,5196 3,7500 3,9757 4,1317 4,1737 4,1000 3,9492 3,7750 3,6206 3,5097 3,4469 3,4165 3,3884 3,3340 3,2392 3,1029 2,9258 2,7032 2,4365 2,1485 1,8848 1,7007 1,6448 1,7420 1,9869 2,3475 2,7713 3,1921 3,5439 3,7740 3,8535 3,7878 3,6238 3,4360 3,2942 3,2371 3,2654 3,3558 3,4820 3,6248 3,7682 3,8960 3,9976 4,0758 4,1455 4,2230 4,3138 4,4084 4,4935 4,5652 4,6273 4,6802 4,7151 4,7142 4,6560 4,5217 4,3056 4,0224 3,7037 3,3870 3,1066 2,8921 2,7680 2,7474 2,8200 2,9487 3,0807 3,1682 3,1829 3,1229 3,0142 2,9034 2,8348 2,8211 2,8362 2,8370 2,7975 2,7201 2,6167 2,4871 2,3243 2,1355 1,9509 1,8137 1,7590 1,7952 1,8966 2,0123 2,0863 2,0759 1,9562 1,7077 1,3108 0,7595 0,0818 -0,6551 -1,3655 -1,9802 -2,4691 -2,8400 -3,1179 -3,3294 -3,4990 -3,6433 -3,7534 -3,7873 -3,6940 -3,4550 -3,1037 -2,7097 -2,3422 -2,0334 -1,7667 -1,4948 -1,1751 -0,7964 -0,3836 0,0250 0,4071 0,7717 1,1516 1,5876 2,1178 2,7716 3,5601 4,4653 5,4358 6,3972 7,2704 7,9896 8,5203 8,8660 9,0540 9,1160 9,0835 8,9874 8,8523 8,6944 8,5258 8,3586 8,2096 8,1005 8,0517 8,0711 8,1465 8,2425 8,3074 8,2952 8,1911 8,0131 7,7843 7,5119 7,1964 6,8538 6,5215 6,2403 6,0307 5,8823 5,7570 5,5985 5,3483 4,9695 4,4723 3,9168 3,3894 2,9646 2,6707 2,4785 2,3215 2,1335 1,8790 1,5585 1,1981 0,8315 0,4838 0,1607 -0,1475 -0,4514 -0,7502 -1,0254 -1,2441 -1,3760 -1,4153 -1,3888 -1,3406 -1,3076 -1,3049 -1,3302 -1,3761 -1,4361 -1,5054 -1,5820 -1,6650 -1,7468 -1,8087 -1,8280 -1,7923 -1,7085 -1,5978 -1,4758 -1,3349 -1,1435 -0,8730 -0,5287 -0,1505 0,2114 0,5181 0,7518 0,9165 1,0253 1,0801 1,0635 0,9560 0,7605 0,5056 0,2286 -0,0353
F7    -0,5399 -0,4001 -0,2406 -0,0914 0,0179 0,0658 0,0377 -0,0757 -0,2714 -0,5270 -0,8037 -1,0530 -1,2241 -1,2748 -1,1816 -0,9424 -0,5750 -0,1140 0,3983 0,9175 1,3947 1,7750 2,0044 2,0424 1,8737 1,5187 1,0313 0,4828 -0,0589 -0,5415 -0,9287 -1,1978 -1,3411 -1,3674 -1,2990 -1,1648 -0,9911 -0,7952 -0,5851 -0,3648 -0,1378 0,0923 0,3202 0,5382 0,7361 0,9000 1,0103 1,0470 1,0012 0,8825 0,7174 0,5403 0,3907 0,3155 0,3635 0,5635 0,9030 1,3280 1,7650 2,1429 2,4094 2,5416 2,5466 2,4526 2,2928 2,0891 1,8468 1,5633 1,2397 0,8842 0,5108 0,1412 -0,1948 -0,4634 -0,6359 -0,6971 -0,6428 -0,4748 -0,2036 0,1489 0,5583 1,0010 1,4465 1,8543 2,1827 2,3974 2,4770 2,4218 2,2632 2,0558 1,8533 1,6870 1,5625 1,4691 1,3897 1,3122 1,2385 1,1785 1,1350 1,0961 1,0417 0,9525 0,8164 0,6304 0,4025 0,1489 -0,1103 -0,3608 -0,6058 -0,8710 -1,1903 -1,5830 -2,0397 -2,5239 -2,9821 -3,3586 -3,6157 -3,7426 -3,7446 -3,6278 -3,3942 -3,0462 -2,5941 -2,0628 -1,4886 -0,9058 -0,3359 0,2129 0,7404 1,2520 1,7572 2,2708 2,8092 3,3820 3,9850 4,6011 5,2089 5,7940 6,3480 6,8573 7,2963 7,6347 7,8529 7,9528 7,9574 7,9006 7,8143 7,7205 7,6339 7,5653 7,5215 7,5013 7,4983 7,5106 7,5521 7,6476 7,8073 8,0061 8,1935 8,3257 8,3895 8,3991 8,3762 8,3388 8,2989 8,2592 8,2136 8,1606 8,1149 8,0960 8,1041 8,1115 8,0775 7,9709 7,7819 7,5189 7,1960 6,8262 6,4284 6,0343 5,6842 5,4163 5,2574 5,2133 5,2629 5,3615 5,4581 5,5129 5,5010 5,4081 5,2285 4,9677 4,6476 4,3068 3,9892 3,7265 3,5242 3,3622 3,2073 3,0282 2,8096 2,5647 2,3376 2,1852 2,1501 2,2390 2,4196 2,6354 2,8267 2,9456 2,9644 2,8845 2,7369 2,5688 2,4241 2,3291 2,2837 2,2665 2,2523 2,2289 2,2070 2,2164 2,2886 2,4369 2,6454 2,8682 3,0422 3,1118 3,0507 2,8672 2,5978 2,2945 2,0001 1,7285 1,4697 1,2105 0,9516 0,7103 0,5075 0,3496 0,2230 0,1050 -0,0226 -0,1622 -0,2964 -0,3960 -0,4375 -0,4155 -0,3433 -0,2431 -0,1330 -0,0160 0,1186 0,2832 0,4826 0,7149 0,9815 1,2867 1,6214 1,9510 2,2286 2,4236 2,5287 2,5431 2,4674 2,3179 2,1322 1,9530 1,8059 1,6921 1,5998 1,5208 1,4590 1,4325 1,4743 1,6201 1,8901 2,2755 2,7369 3,2108 3,6233 3,9067 4,0166 3,9438 3,7126 3,3704 2,9734 2,5766 2,2278 1,9646 1,8088 1,7698 1,8535 2,0633 2,3910 2,8063 3,2570 3,6802 4,0174 4,2291 4,3043 4,2660 4,1632 4,0485 3,9571 3,9041 3,8922 3,9167 3,9628 3,9986 3,9821 3,8868 3,7222 3,5305 3,3680 3,2823 3,2931 3,3828 3,5014 3,5833 3,5712 3,4373 3,1828 2,8263 2,3960 1,9279 1,4629 1,0424 0,6971 0,4339 0,2353 0,0747 -0,0682 -0,2013 -0,3193 -0,4056 -0,4396 -0,4089 -0,3216 -0,2098 -0,1140 -0,0531 -0,0052 0,0765 0,2287 0,4546 0,7247 0,9903 1,2019 1,3263 1,3558 1,3070 1,2148 1,1207 1,0531 1,0115 0,9701 0,9008 0,7945 0,6611 0,5169 0,3761 0,2483 0,1398 0,0573 0,0134 0,0254 0,1059 0,2523 0,4445 0,6509 0,8421 0,9996 1,1177 1,2000 1,2573 1,3005 1,3306 1,3391 1,3160 1,2545 1,1529 1,0194 0,8776 0,7636 0,7132 0,7494 0,8814 1,1040 1,3924 1,7017 1,9856 2,2195 2,4085 2,5703 2,7115 2,8180 2,8649 2,8327 2,7169 2,5300 2,2975 2,0532 1,8351 1,6764 1,5947 1,5841 1,6212 1,6763 1,7250 1,7577 1,7800 1,8024 1,8294 1,8583 1,8830 1,9004 1,9124 1,9177 1,9049 1,8656 1,8126 1,7829 1,8262 1,9867 2,2786 2,6740 3,1137 3,5291 3,8584 4,0516 4,0811 3,9576 3,7322 3,4727 3,2318 3,0283 2,8517 2,6746 2,4681 2,2185 1,9426 1,6789 1,4618 1,3088 1,2272 1,2194 1,2810 1,4024 1,5691 1,7578 1,9326 2,0504 2,0783 2,0124 1,8816 1,7292 1,5899 1,4739 1,3664 1,2468 1,1103 0,9695 0,8433 0,7500 0,7053 0,7207 0,7946 0,9045 1,0122 1,0809 1,0914 1,0423 0,9337 0,7524 0,4748 0,0827 -0,4213 -1,0101 -1,6385 -2,2526 -2,7963 -3,2195 -3,4892 -3,5962 -3,5554 -3,4036 -3,1884 -2,9501 -2,7143 -2,4959 -2,3053 -2,1538 -2,0555 -2,0172 -2,0274 -2,0597 -2,0827 -2,0632 -1,9667 -1,7576 -1,4041 -0,8909 -0,2303 0,5419 1,3776 2,2282 3,0545 3,8275 4,5249 5,1289 5,6260 6,0065 6,2664 6,4071 6,4325 6,3543 6,2027 6,0274 5,8841 5,8147 5,8327 5,9186 6,0299 6,1180 6,1426 6,0820 5,9348 5,7102 5,4232 5,1008 4,7859 4,5242 4,3431 4,2457 4,2240 4,2672 4,3570 4,4587 4,5243 4,5070 4,3790 4,1343 3,7822 3,3448 2,8591 2,3726 1,9262 1,5381 1,1976 0,8733 0,5306 0,1533 -0,2440 -0,6229 -0,9429 -1,1848 -1,3626 -1,5140 -1,6767 -1,8622 -2,0444 -2,1738 -2,2061 -2,1240 -1,9448 -1,7157 -1,4981 -1,3418 -1,2709 -1,2805 -1,3409 -1,4053 -1,4270 -1,3764 -1,2550 -1,0954 -0,9462 -0,8534 -0,8492 -0,9444 -1,1205 -1,3280 -1,4981 -1,5637 -1,4769 -1,2241 -0,8359 -0,3791 0,0684 0,4456 0,7240 0,9034 0,9969 1,0206 0,9882 0,9074 0,7763 0,5863 0,3393
