Fp1   -1,8615 -1,3001 -0,7841 -0,3332 0,0380 0,3289 0,5501 0,7108 0,8131 0,8570 0,8463 0,7889 0,6978 0,5945 0,4997 0,4151 0,3175 0,1742 -0,0370 -0,3203 -0,6689 -1,0645 -1,4677 -1,8242 -2,0879 -2,2363 -2,2681 -2,1916 -2,0153 -1,7501 -1,4181 -1,0535 -0,6944 -0,3696 -0,0913 0,1468 0,3680 0,5982 0,8455 1,0914 1,3025 1,4525 1,5340 1,5568 1,5424 1,5179 1,5050 1,5166 1,5646 1,6635 1,8171 2,0060 2,1967 2,3652 2,5110 2,6453 2,7730 2,8857 2,9640 2,9804 2,9031 2,7057 2,3846 1,9711 1,5196 1,0789 0,6697 0,2771 -0,1395 -0,6162 -1,1510 -1,6964 -2,1837 -2,5592 -2,8020 -2,9159 -2,9139 -2,8114 -2,6234 -2,3603 -2,0283 -1,6349 -1,1922 -0,7150 -0,2206 0,2667 0,7198 1,1220 1,4724 1,7708 2,0039 2,1565 2,2355 2,2753 2,3173 2,3759 2,4211 2,3965 2,2668 2,0467 1,7849 1,5270 1,3039 1,1431 1,0648 1,0573 1,0666 1,0199 0,8604 0,5673 0,1588 -0,3151 -0,7931 -1,2321 -1,6233 -1,9867 -2,3480 -2,7146 -3,0684 -3,3812 -3,6296 -3,7936 -3,8484 -3,7645 -3,5166 -3,0949 -2,5086 -1,7803 -0,9396 -0,0201 0,9400 1,8927 2,7824 3,5696 4,2526 4,8538 5,3871 5,8578 6,2852 6,7084 7,1632 7,6530 8,1433 8,5853 8,9425 9,1927 9,3178 9,3072 9,1763 8,9744 8,7739 8,6440 8,6271 8,7335 8,9513 9,2456 9,5492 9,7789 9,8863 9,8882 9,8324 9,7531 9,6663 9,5790 9,4862 9,3750 9,2305 9,0327 8,7663 8,4390 8,0769 7,6992 7,3085 6,9034 6,4865 6,0599 5,6285 5,2097 4,8216 4,4627 4,1135 3,7675 3,4536 3,2208 3,0988 3,0783 3,1235 3,1990 3,2888 3,3919 3,5116 3,6558 3,8306 4,0218 4,1886 4,2842 4,2849 4,2025 4,0706 3,9238 3,7837 3,6485 3,4925 3,2855 3,0163 2,7014 2,3775 2,0827 1,8389 1,6506 1,5229 1,4729 1,5122 1,6239 1,7640 1,8826 1,9502 1,9713 1,9743 1,9867 2,0180 2,0635 2,1144 2,1674 2,2258 2,2912 2,3562 2,4114 2,4571 2,5040 2,5683 2,6709 2,8352 3,0702 3,3526 3,6318 3,8528 3,9837 4,0317 4,0298 4,0058 3,9646 3,8934 3,7763 3,6022 3,3637 3,0540 2,6727 2,2364 1,7866 1,3868 1,1055 0,9833 1,0055 1,1098 1,2188 1,2690 1,2223 1,0641 0,7987 0,4498 0,0573 -0,3342 -0,6841 -0,9622 -1,1450 -1,2111 -1,1504 -0,9782 -0,7334 -0,4660 -0,2227 -0,0314 0,1123 0,2400 0,3864 0,5661 0,7683 0,9667 1,1332 1,2520 1,3249 1,3569 1,3399 1,2617 1,1286 0,9713 0,8310 0,7453 0,7439 0,8475 1,0656 1,3910 1,7943 2,2308 2,6572 3,0427 3,3652 3,6006 3,7248 3,7275 3,6212 3,4323 3,1975 2,9646 2,7723 2,6243 2,4985 2,3789 2,2707 2,1881 2,1317 2,0862 2,0404 1,9981 1,9628 1,9223 1,8614 1,7889 1,7402 1,7527 1,8467 2,0301 2,3034 2,6551 3,0560 3,4596 3,8097 4,0574 4,1715 4,1458 4,0085 3,8128 3,6038 3,3978 3,1914 2,9827 2,7799 2,5961 2,4406 2,3163 2,2265 2,1806 2,1861 2,2368 2,3186 2,4229 2,5483 2,6971 2,8808 3,1176 3,4179 3,7700 4,1409 4,4916 4,7954 5,0397 5,2093 5,2720 5,1890 4,9442 4,5577 4,0754 3,5519 3,0411 2,5950 2,2580 2,0537 1,9765 1,9983 2,0793 2,1794 2,2692 2,3330 2,3657 2,3744 2,3738 2,3704 2,3534 2,3008 2,1970 2,0509 1,8940 1,7587 1,6623 1,6136 1,6204 1,6856 1,8033 1,9602 2,1366 2,3074 2,4522 2,5651 2,6557 2,7434 2,8527 3,0041 3,2011 3,4272 3,6537 3,8488 3,9855 4,0478 4,0376 3,9778 3,9023 3,8345 3,7711 3,6819 3,5292 3,2995 3,0178 2,7360 2,5145 2,4131 2,4757 2,7076 3,0673 3,4856 3,8941 4,2393 4,4736 4,5597 4,4989 4,3349 4,1157 3,8690 3,6120 3,3628 3,1345 2,9280 2,7384 2,5772 2,4801 2,4876 2,6155 2,8457 3,1362 3,4365 3,7044 3,9160 4,0667 4,1643 4,2178 4,2281 4,1849 4,0675 3,8489 3,5106 3,0640 2,5575 2,0572 1,6232 1,3026 1,1245 1,0830 1,1332 1,2155 1,2876 1,3340 1,3530 1,3520 1,3657 1,4570 1,6680 1,9680 2,2709 2,4941 2,5931 2,5563 2,3848 2,0829 1,6706 1,1937 0,7132 0,2844 -0,0595 -0,3168 -0,5130 -0,6850 -0,8622 -1,0617 -1,2927 -1,5533 -1,8199 -2,0504 -2,2063 -2,2656 -2,2209 -2,0834 -1,8864 -1,6734 -1,4786 -1,3174 -1,1865 -1,0727 -0,9584 -0,8180 -0,6202 -0,3464 -0,0033 0,3848 0,7907 1,1807 1,5078 1,7377 1,8899 2,0320 2,2296 2,5120 2,8783 3,3095 3,7723 4,2297 4,6609 5,0735 5,4908 5,9230 6,3558 6,7698 7,1575 7,5123 7,8169 8,0499 8,2023 8,2838 8,3137 8,3118 8,2943 8,2590 8,1681 7,9707 7,6569 7,2806 6,9205 6,6184 6,3542 6,0777 5,7597 5,4118 5,0663 4,7526 4,4882 4,2716 4,0804 3,8739 3,5937 3,1745 2,5802 1,8425 1,0563 0,3256 -0,2844 -0,7510 -1,0777 -1,2701 -1,3193 -1,2159 -0,9764 -0,6410 -0,2508 0,1663 0,5903 0,9900 1,3116 1,4969 1,5218 1,4084 1,1986 0,9292 0,6327 0,3460 0,1082 -0,0488 -0,1152 -0,1177 -0,1196 -0,2011 -0,4143 -0,7387 -1,0917 -1,3905 -1,5948 -1,6981 -1,7061 -1,6380 -1,5355 -1,4555 -1,4399 -1,4940 -1,5908 -1,6963 -1,7920 -1,8735 -1,9323 -1,9505 -1,9200 -1,8546 -1,7780
Fz    -1,5468 -1,0260 -0,6240 -0,3396 -0,1457 0,0115 0,1943 0,4464 0,7834 1,1996 1,6707 2,1512 2,5785 2,8878 3,0279 2,9703 2,7128 2,2784 1,7069 1,0450 0,3344 -0,3943 -1,1164 -1,8037 -2,4189 -2,9181 -3,2630 -3,4333 -3,4308 -3,2780 -3,0143 -2,6882 -2,3489 -2,0369 -1,7722 -1,5451 -1,3186 -1,0465 -0,6955 -0,2612 0,2283 0,7260 1,1871 1,5799 1,8883 2,1071 2,2321 2,2584 2,1935 2,0663 1,9167 1,7766 1,6651 1,6003 1,6035 1,6870 1,8436 2,0520 2,2887 2,5327 2,7610 2,9497 3,0857 3,1704 3,2042 3,1689 3,0291 2,7465 2,2982 1,6946 0,9838 0,2342 -0,4948 -1,1739 -1,8011 -2,3790 -2,8983 -3,3376 -3,6598 -3,8130 -3,7498 -3,4572 -2,9664 -2,3355 -1,6252 -0,8900 -0,1796 0,4649 1,0171 1,4657 1,8120 2,0655 2,2401 2,3572 2,4462 2,5306 2,6098 2,6597 2,6521 2,5746 2,4333 2,2468 2,0438 1,8625 1,7364 1,6691 1,6245 1,5477 1,3942 1,1421 0,7915 0,3609 -0,1184 -0,6153 -1,1145 -1,6213 -2,1454 -2,6797 -3,1926 -3,6410 -3,9866 -4,2015 -4,2673 -4,1742 -3,9159 -3,4889 -2,8969 -2,1502 -1,2610 -0,2489 0,8484 1,9751 3,0709 4,0890 5,0096 5,8377 6,5865 7,2687 7,9005 8,5064 9,1070 9,6981 10,2427 10,6847 10,9718 11,0725 10,9793 10,7096 10,3113 9,8644 9,4627 9,1829 9,0614 9,0925 9,2383 9,4351 9,6018 9,6637 9,5890 9,4052 9,1762 8,9677 8,8282 8,7747 8,7859 8,8146 8,8098 8,7264 8,5314 8,2113 7,7670 7,2018 6,5234 5,7576 4,9563 4,1883 3,5252 3,0309 2,7498 2,6924 2,8271 3,0946 3,4338 3,7966 4,1432 4,4334 4,6304 4,7142 4,6917 4,5909 4,4467 4,2943 4,1606 4,0472 3,9243 3,7504 3,5031 3,1993 2,8908 2,6421 2,5031 2,4865 2,5637 2,6812 2,7824 2,8177 2,7458 2,5387 2,1921 1,7346 1,2285 0,7526 0,3752 0,1383 0,0584 0,1308 0,3384 0,6633 1,0842 1,5626 2,0416 2,4636 2,7894 3,0074 3,1310 3,1844 3,1852 3,1401 3,0550 2,9461 2,8415 2,7754 2,7790 2,8693 3,0435 3,2827 3,5595 3,8471 4,1249 4,3739 4,5690 4,6769 4,6654 4,5174 4,2396 3,8578 3,4019 2,8958 2,3569 1,8047 1,2686 0,7842 0,3753 0,0388 -0,2485 -0,5112 -0,7630 -1,0081 -1,2502 -1,4978 -1,7615 -2,0479 -2,3527 -2,6600 -2,9459 -3,1823 -3,3385 -3,3896 -3,3227 -3,1387 -2,8551 -2,5096 -2,1480 -1,7999 -1,4640 -1,1162 -0,7302 -0,2913 0,1976 0,7132 1,2181 1,6707 2,0296 2,2558 2,3233 2,2335 2,0196 1,7415 1,4740 1,2914 1,2499 1,3791 1,6809 2,1325 2,6942 3,3236 3,9838 4,6419 5,2651 5,8237 6,2965 6,6724 6,9435 7,1014 7,1504 7,1133 7,0209 6,9041 6,7950 6,7199 6,6876 6,6870 6,6976 6,6980 6,6671 6,5836 6,4327 6,2166 5,9581 5,6933 5,4612 5,2968 5,2257 5,2592 5,3918 5,6001 5,8452 6,0864 6,2974 6,4691 6,6036 6,7119 6,8080 6,8939 6,9537 6,9629 6,9025 6,7707 6,5884 6,3924 6,2136 6,0616 5,9286 5,8023 5,6784 5,5689 5,4979 5,4853 5,5382 5,6577 5,8451 6,0936 6,3773 6,6496 6,8610 6,9802 6,9999 6,9241 6,7531 6,4845 6,1270 5,7063 5,2597 4,8236 4,4261 4,0876 3,8251 3,6561 3,5948 3,6439 3,7880 3,9995 4,2473 4,4970 4,7096 4,8513 4,9039 4,8642 4,7398 4,5450 4,2990 4,0259 3,7526 3,5006 3,2816 3,1002 2,9568 2,8453 2,7564 2,6857 2,6310 2,5848 2,5357 2,4787 2,4227 2,3889 2,4043 2,4919 2,6669 2,9389 3,3093 3,7602 4,2486 4,7135 5,0929 5,3380 5,4184 5,3253 5,0713 4,6783 4,1651 3,5541 2,8856 2,2175 1,6098 1,1105 0,7489 0,5371 0,4717 0,5385 0,7188 0,9897 1,3136 1,6361 1,9036 2,0841 2,1709 2,1769 2,1312 2,0745 2,0503 2,0957 2,2384 2,4990 2,8867 3,3883 3,9666 4,5723 5,1564 5,6771 6,1027 6,4139 6,6029 6,6696 6,6130 6,4261 6,1032 5,6502 5,0857 4,4394 3,7525 3,0700 2,4250 1,8352 1,3195 0,9075 0,6216 0,4626 0,4192 0,4841 0,6566 0,9315 1,2917 1,7145 2,1798 2,6573 3,0887 3,3998 3,5330 3,4666 3,2067 2,7714 2,1839 1,4799 0,7140 -0,0502 -0,7573 -1,3643 -1,8360 -2,1545 -2,3275 -2,3823 -2,3538 -2,2741 -2,1648 -2,0303 -1,8620 -1,6489 -1,3871 -1,0858 -0,7748 -0,5013 -0,3111 -0,2284 -0,2501 -0,3572 -0,5323 -0,7618 -1,0221 -1,2742 -1,4786 -1,6093 -1,6523 -1,5942 -1,4262 -1,1558 -0,7988 -0,3575 0,1842 0,8457 1,6320 2,5194 3,4483 4,3358 5,1097 5,7394 6,2375 6,6418 6,9944 7,3222 7,6323 7,9231 8,1894 8,4145 8,5690 8,6262 8,5774 8,4292 8,1979 7,9170 7,6332 7,3809 7,1627 6,9585 6,7553 6,5593 6,3763 6,1906 5,9741 5,7136 5,4203 5,1139 4,8071 4,5066 4,2155 3,9259 3,6157 3,2555 2,8147 2,2721 1,6357 0,9499 0,2696 -0,3684 -0,9475 -1,4579 -1,8861 -2,2123 -2,4228 -2,5299 -2,5742 -2,6035 -2,6532 -2,7430 -2,8834 -3,0808 -3,3279 -3,5921 -3,8276 -4,0050 -4,1243 -4,2005 -4,2439 -4,2532 -4,2263 -4,1763 -4,1387 -4,1615 -4,2841 -4,5162 -4,8277 -5,1584 -5,4458 -5,6485 -5,7507 -5,7553 -5,6762 -5,5374 -5,3714 -5,2109 -5,0747 -4,9625 -4,8659 -4,7810 -4,7064 -4,6345 -4,5529 -4,4546 -4,3465 -4,2401
F3    -0,7247 -0,7808 -1,1343 -1,6843 -2,2953 -2,7966 -3,0236 -2,8857 -2,3913 -1,6145 -0,6597 0,3489 1,2767 2,0072 2,4658 2,6229 2,4910 2,1138 1,5467 0,8518 0,0995 -0,6494 -1,3567 -1,9894 -2,4960 -2,8089 -2,8678 -2,6515 -2,2037 -1,6307 -1,0584 -0,5809 -0,2367 -0,0148 0,1263 0,2365 0,3566 0,5073 0,6892 0,8958 1,1252 1,3784 1,6490 1,9252 2,2024 2,4780 2,7227 2,8702 2,8597 2,6889 2,4200 2,1331 1,8808 1,6752 1,5007 1,3343 1,1678 1,0270 0,9697 1,0546 1,3022 1,6815 2,1318 2,5893 2,9877 3,2469 3,2744 2,9974 2,4109 1,6031 0,7264 -0,0810 -0,7642 -1,3538 -1,9125 -2,4824 -3,0666 -3,6334 -4,1117 -4,3914 -4,3596 -3,9615 -3,2350 -2,2952 -1,2851 -0,3259 0,5058 1,1786 1,6974 2,0928 2,4012 2,6411 2,8101 2,9117 2,9818 3,0754 3,2330 3,4585 3,7107 3,9090 3,9594 3,7841 3,3563 2,7362 2,0604 1,4705 1,0458 0,7900 0,6551 0,5692 0,4522 0,2283 -0,1494 -0,6792 -1,3268 -2,0550 -2,8218 -3,5585 -4,1711 -4,5839 -4,7830 -4,8095 -4,7102 -4,4989 -4,1576 -3,6668 -3,0294 -2,2611 -1,3759 -0,4008 0,6115 1,6039 2,5396 3,4052 4,2078 4,9725 5,7231 6,4646 7,1880 7,8873 8,5590 9,1897 9,7562 10,2299 10,5743 10,7542 10,7488 10,5591 10,2200 9,8085 9,4227 9,1392 8,9901 8,9725 9,0602 9,2066 9,3544 9,4590 9,5104 9,5331 9,5662 9,6493 9,8169 10,0663 10,3255 10,4851 10,4689 10,2601 9,8742 9,3282 8,6252 7,7582 6,7376 5,6178 4,4919 3,4620 2,6203 2,0499 1,8209 1,9519 2,3759 2,9642 3,5936 4,1935 4,7340 5,1856 5,5043 5,6509 5,6196 5,4478 5,1918 4,8936 4,5709 4,2332 3,8911 3,5537 3,2292 2,9375 2,7170 2,6133 2,6561 2,8411 3,1251 3,4360 3,6870 3,7950 3,7013 3,3886 2,8930 2,3060 1,7469 1,3067 1,0132 0,8466 0,7715 0,7616 0,8185 0,9668 1,2201 1,5566 1,9302 2,2948 2,6120 2,8543 3,0201 3,1324 3,2098 3,2484 3,2334 3,1616 3,0558 2,9642 2,9432 3,0300 3,2226 3,4777 3,7322 3,9376 4,0772 4,1536 4,1716 4,1347 4,0383 3,8701 3,6272 3,3278 2,9983 2,6542 2,3043 1,9713 1,6977 1,5201 1,4344 1,3884 1,3127 1,1624 0,9399 0,6846 0,4378 0,2142 0,0042 -0,2025 -0,4044 -0,5966 -0,7817 -0,9623 -1,1287 -1,2604 -1,3316 -1,3112 -1,1800 -0,9556 -0,6846 -0,4041 -0,1172 0,1925 0,5346 0,9006 1,2611 1,5710 1,7905 1,9090 1,9432 1,9143 1,8311 1,6994 1,5350 1,3569 1,1718 0,9806 0,8011 0,6788 0,6743 0,8412 1,2105 1,7879 2,5595 3,4915 4,5229 5,5611 6,4876 7,1787 7,5342 7,5156 7,1801 6,6721 6,1645 5,7977 5,6427 5,6887 5,8645 6,0856 6,2941 6,4636 6,5809 6,6266 6,5679 6,3686 6,0164 5,5436 5,0184 4,5139 4,0943 3,8241 3,7636 3,9417 4,3366 4,8834 5,4927 6,0776 6,5838 6,9991 7,3277 7,5637 7,6913 7,6996 7,5923 7,3968 7,1705 6,9811 6,8619 6,7830 6,6753 6,4936 6,2597 6,0423 5,9029 5,8654 5,9224 6,0584 6,2620 6,5140 6,7705 6,9779 7,1042 7,1528 7,1430 7,0795 6,9424 6,7054 6,3595 5,9249 5,4459 4,9734 4,5442 4,1718 3,8566 3,6035 3,4224 3,3157 3,2772 3,3020 3,3770 3,4609 3,4914 3,4276 3,2812 3,1049 2,9506 2,8390 2,7619 2,7067 2,6738 2,6723 2,7049 2,7629 2,8319 2,8966 2,9458 2,9713 2,9560 2,8757 2,7229 2,5207 2,3010 2,0834 1,8879 1,7594 1,7716 2,0051 2,5030 3,2314 4,0792 4,8874 5,4962 5,8030 5,7903 5,5078 5,0372 4,4592 3,8361 3,2215 2,6652 2,1950 1,8014 1,4574 1,1544 0,9119 0,7637 0,7417 0,8665 1,1347 1,5034 1,8914 2,2195 2,4581 2,6330 2,7891 2,9530 3,1207 3,2733 3,3976 3,4960 3,5863 3,6902 3,8138 3,9409 4,0440 4,1003 4,1066 4,0823 4,0610 4,0801 4,1698 4,3403 4,5714 4,8168 5,0147 5,0927 4,9809 4,6393 4,0756 3,3384 2,5139 1,7237 1,0965 0,7218 0,6323 0,8131 1,2149 1,7706 2,4086 3,0521 3,6254 4,0794 4,4001 4,5834 4,6192 4,5056 4,2622 3,9145 3,4632 2,8767 2,1334 1,2680 0,3640 -0,4851 -1,1934 -1,6992 -1,9858 -2,0817 -2,0361 -1,8913 -1,6648 -1,3524 -0,9568 -0,5155 -0,0952 0,2479 0,4996 0,6780 0,7935 0,8258 0,7419 0,5331 0,2255 -0,1394 -0,5215 -0,8740 -1,1470 -1,3111 -1,3641 -1,3164 -1,1839 -0,9947 -0,7791 -0,5351 -0,2140 0,2487 0,8976 1,7450 2,7618 3,8663 4,9441 5,8978 6,6759 7,2666 7,6853 7,9656 8,1512 8,2967 8,4595 8,6670 8,8997 9,1156 9,2846 9,3978 9,4412 9,3825 9,2045 8,9286 8,5831 8,1751 7,7191 7,2816 6,9549 6,7730 6,6765 6,5673 6,3971 6,1992 6,0317 5,9034 5,7593 5,5250 5,1603 4,6912 4,1934 3,7298 3,3018 2,8765 2,4419 2,0085 1,5793 1,1481 0,7121 0,2787 -0,1246 -0,4631 -0,7314 -0,9583 -1,1716 -1,3813 -1,5931 -1,8213 -2,0726 -2,3212 -2,5092 -2,5855 -2,5528 -2,4754 -2,4292 -2,4408 -2,4868 -2,5438 -2,6213 -2,7470 -2,9338 -3,1734 -3,4505 -3,7403 -3,9989 -4,1816 -4,2742 -4,2983 -4,2831 -4,2309 -4,1163 -3,9255 -3,6798 -3,4210 -3,1901 -3,0183 -2,9220 -2,8964 -2,9116 -2,9174 -2,8727 -2,7805 -2,6743
F7    -4,0258 -3,7395 -3,2120 -2,4391 -1,4918 -0,5135 0,3472 1,0005 1,4236 1,6367 1,6845 1,6212 1,4867 1,2946 1,0461 0,7522 0,4467 0,1849 0,0078 -0,1006 -0,2060 -0,3728 -0,6311 -0,9752 -1,3636 -1,7178 -1,9385 -1,9443 -1,7166 -1,3183 -0,8565 -0,4155 -0,0294 0,2936 0,5439 0,7075 0,7781 0,7716 0,7301 0,7015 0,7109 0,7568 0,8321 0,9342 1,0579 1,1891 1,3163 1,4462 1,5876 1,7181 1,7907 1,7801 1,7067 1,6221 1,5872 1,6561 1,8484 2,1253 2,4040 2,6046 2,6844 2,6467 2,5367 2,4055 2,2572 2,0528 1,7651 1,3873 0,8954 0,2555 -0,5257 -1,3777 -2,1885 -2,8450 -3,2669 -3,4243 -3,3462 -3,1196 -2,8539 -2,6262 -2,4632 -2,3613 -2,3003 -2,2335 -2,0849 -1,7823 -1,3082 -0,7153 -0,1004 0,4321 0,8220 1,0779 1,2351 1,3130 1,3283 1,3176 1,3255 1,3781 1,4680 1,5605 1,6261 1,6731 1,7278 1,7851 1,7944 1,6930 1,4477 1,0708 0,6002 0,0701 -0,4980 -1,0868 -1,6779 -2,2555 -2,8141 -3,3635 -3,9282 -4,5326 -5,1658 -5,7565 -6,1757 -6,2753 -5,9848 -5,3956 -4,7014 -4,0482 -3,4746 -2,9487 -2,4044 -1,7736 -1,0258 -0,1768 0,7368 1,6689 2,5566 3,3491 4,0567 4,7318 5,4060 6,0800 6,7509 7,4055 8,0013 8,4815 8,8008 8,9380 8,8977 8,7002 8,3727 7,9523 7,4923 7,0655 6,7488 6,5922 6,6011 6,7471 6,9874 7,2677 7,5136 7,6486 7,6431 7,5351 7,4106 7,3649 7,4449 7,5974 7,6944 7,6283 7,3668 6,9354 6,3819 5,7505 5,0633 4,3293 3,5815 2,8875 2,3071 1,8489 1,4962 1,2682 1,2243 1,3966 1,7285 2,0944 2,3817 2,5390 2,5628 2,4850 2,3686 2,2742 2,2258 2,2254 2,2759 2,3679 2,4587 2,4876 2,4154 2,2452 2,0087 1,7407 1,4696 1,2222 1,0290 0,9178 0,8969 0,9384 0,9809 0,9512 0,7788 0,4051 -0,1803 -0,9061 -1,6338 -2,2012 -2,4736 -2,4009 -2,0399 -1,5096 -0,9278 -0,3884 0,0335 0,2962 0,4074 0,4097 0,3628 0,3424 0,4180 0,6082 0,8609 1,0832 1,2050 1,2176 1,1619 1,0990 1,0909 1,1819 1,3713 1,6019 1,7841 1,8403 1,7322 1,4577 1,0441 0,5536 0,0789 -0,2896 -0,5018 -0,5613 -0,5116 -0,4118 -0,3110 -0,2355 -0,1975 -0,2078 -0,2735 -0,3854 -0,5116 -0,6081 -0,6408 -0,6094 -0,5585 -0,5538 -0,6364 -0,7986 -1,0021 -1,2106 -1,4050 -1,5851 -1,7583 -1,9149 -2,0181 -2,0346 -1,9724 -1,8729 -1,7656 -1,6428 -1,4850 -1,2925 -1,0762 -0,8396 -0,5942 -0,3879 -0,2978 -0,3773 -0,6158 -0,9583 -1,3471 -1,7307 -2,0605 -2,3041 -2,4527 -2,5098 -2,4747 -2,3384 -2,0964 -1,7670 -1,3928 -1,0189 -0,6704 -0,3459 -0,0193 0,3574 0,8278 1,3749 1,8944 2,2585 2,4072 2,3649 2,1903 1,9327 1,6185 1,2537 0,8323 0,3522 -0,1670 -0,6680 -1,0533 -1,2116 -1,0821 -0,7034 -0,1831 0,3794 0,9170 1,3715 1,6980 1,8833 1,9421 1,9153 1,8707 1,8726 1,9309 1,9946 2,0050 1,9436 1,8352 1,7244 1,6500 1,6238 1,6253 1,6275 1,6442 1,7434 1,9960 2,3920 2,8178 3,1425 3,3166 3,3844 3,4305 3,5206 3,6674 3,8395 3,9974 4,1184 4,1903 4,1990 4,1417 4,0390 3,9180 3,7964 3,6813 3,5621 3,3999 3,1356 2,7254 2,1715 1,5210 0,8530 0,2686 -0,1387 -0,3281 -0,3224 -0,1736 0,0714 0,3724 0,6744 0,8991 0,9849 0,9345 0,8046 0,6539 0,5065 0,3602 0,2192 0,1072 0,0535 0,0770 0,1662 0,2765 0,3740 0,4786 0,6466 0,9144 1,2681 1,6574 2,0193 2,2872 2,4069 2,3694 2,2290 2,0780 1,9924 2,0050 2,1256 2,3513 2,6384 2,9016 3,0576 3,0590 2,8962 2,5927 2,1983 1,7755 1,3839 1,0605 0,8035 0,5862 0,3937 0,2377 0,1432 0,1381 0,2541 0,5139 0,8944 1,2993 1,5952 1,6886 1,5640 1,2679 0,8884 0,5483 0,3842 0,4988 0,9078 1,5180 2,1616 2,6745 2,9621 3,0108 2,8588 2,5605 2,1690 1,7347 1,2952 0,8529 0,3729 -0,1690 -0,7265 -1,1739 -1,3617 -1,1890 -0,6511 0,1347 0,9306 1,4664 1,5841 1,2957 0,7233 0,0117 -0,7149 -1,3415 -1,7431 -1,8153 -1,5483 -1,0539 -0,5061 -0,0662 0,1498 0,0844 -0,2569 -0,8072 -1,4358 -1,9753 -2,3152 -2,4591 -2,4899 -2,5282 -2,6919 -3,0262 -3,4825 -3,9602 -4,3505 -4,5774 -4,6258 -4,5259 -4,3130 -4,0022 -3,5976 -3,1297 -2,6805 -2,3572 -2,2276 -2,2825 -2,4586 -2,6812 -2,8906 -3,0600 -3,2052 -3,3728 -3,6061 -3,9130 -4,2476 -4,5188 -4,6260 -4,4968 -4,1131 -3,5222 -2,8293 -2,1526 -1,5503 -0,9835 -0,3587 0,3846 1,2218 2,0712 2,8479 3,4845 3,9562 4,3040 4,5781 4,7560 4,7793 4,6530 4,4488 4,2237 3,9765 3,6857 3,3542 3,0069 2,6919 2,5302 2,7164 3,3675 4,3490 5,3276 6,0196 6,3456 6,3752 6,2000 5,8746 5,4313 4,9004 4,3127 3,7091 3,1377 2,6012 2,0170 1,2879 0,4020 -0,5706 -1,5432 -2,4379 -3,1705 -3,6528 -3,8260 -3,6829 -3,2814 -2,7488 -2,2355 -1,8524 -1,6661 -1,7139 -1,9903 -2,4367 -2,9690 -3,5053 -3,9562 -4,2180 -4,2254 -4,0101 -3,6880 -3,4056 -3,2807 -3,3387 -3,5024 -3,6625 -3,7723 -3,8888 -4,1036 -4,4482 -4,8979 -5,4172 -5,9555 -6,4290 -6,7545 -6,9094 -6,9389 -6,8986 -6,8226 -6,7535 -6,7360 -6,7474 -6,6892 -6,4810 -6,1300 -5,7222 -5,3753 -5,1801 -5,1652 -5,3004
