Fp1   -2,4061 -2,0222 -1,7722 -1,5833 -1,3300 -0,9746 -0,6524 -0,5843 -0,8891 -1,5005 -2,2491 -2,9561 -3,4770 -3,7339 -3,6968 -3,3547 -2,7719 -2,1499 -1,7622 -1,7990 -2,2695 -3,0285 -3,8574 -4,5387 -4,9206 -4,9431 -4,6073 -3,9387 -2,9596 -1,6569 -0,0138 1,8861 3,8051 5,4203 6,4646 6,8694 6,8115 6,5741 6,3284 6,0465 5,5939 4,9003 4,0639 3,2839 2,6986 2,3110 2,0284 1,7130 1,2081 0,3922 -0,7421 -2,0421 -3,2140 -3,9415 -4,0673 -3,6807 -3,0351 -2,4214 -2,0905 -2,1861 -2,6732 -3,3483 -3,9949 -4,5741 -5,2486 -6,2019 -7,4210 -8,6669 -9,6667 -10,3003 -10,6092 -10,7060 -10,6946 -10,6201 -10,4427 -10,0567 -9,3735 -8,4029 -7,2542 -6,0781 -5,0211 -4,2216 -3,8151 -3,8967 -4,4459 -5,2910 -6,1743 -6,8835 -7,3296 -7,5086 -7,4506 -7,2380 -7,0102 -6,8826 -6,8586 -6,8189 -6,5891 -6,0331 -5,1386 -4,0730 -3,1111 -2,4336 -2,0537 -1,9589 -2,2183 -2,9261 -4,1008 -5,6120 -7,1605 -8,3852 -9,0269 -8,9782 -8,2644 -7,0549 -5,6491 -4,3714 -3,4283 -2,8392 -2,4883 -2,2483 -2,0884 -2,1033 -2,4391 -3,1768 -4,2704 -5,5595 -6,8207 -7,8421 -8,5003 -8,8029 -8,8719 -8,9194 -9,2191 -9,9814 -11,1890 -12,5612 -13,6780 -14,1882 -13,9751 -13,1529 -11,9375 -10,5386 -9,1180 -7,7799 -6,5792 -5,5498 -4,7293 -4,1381 -3,7407 -3,4662 -3,2986 -3,3151 -3,5742 -3,9932 -4,3905 -4,6292 -4,6948 -4,6684 -4,6691 -4,8375 -5,3222 -6,2148 -7,4953 -9,0562 -10,7632 -12,4991 -14,1925 -15,8341 -17,4678 -19,1540 -20,9092 -22,6504 -24,2001 -25,3522 -25,9275 -25,8234 -25,0988 -24,0026 -22,8550 -21,8801 -21,1641 -20,7482 -20,6787 -20,9582 -21,5354 -22,3630 -23,3998 -24,5415 -25,5935 -26,3454 -26,6773 -26,6029 -26,2195 -25,6043 -24,7456 -23,5698 -22,0031 -19,9926 -17,5227 -14,6802 -11,7159 -9,0049 -6,8825 -5,4920 -4,7880 -4,6417 -4,9232 -5,5244 -6,3236 -7,1447 -7,7997 -8,1800 -8,2844 -8,1635 -7,8838 -7,5387 -7,2029 -6,8538 -6,4318 -5,9728 -5,5950 -5,3777 -5,3230 -5,4156 -5,6761 -6,1484 -6,8303 -7,6318 -8,4259 -9,1239 -9,6826 -10,0629 -10,2177 -10,1268 -9,8166 -9,3303 -8,6912 -7,9127 -7,0596 -6,2705 -5,6800 -5,3285 -5,1448 -4,9984 -4,8048 -4,5947 -4,4654 -4,4712 -4,5845 -4,7457 -4,9198 -5,1077 -5,3090 -5,4616 -5,4424 -5,1666 -4,6844 -4,1547 -3,7305 -3,4736 -3,3490 -3,2857 -3,2551 -3,3029 -3,5387 -4,1104 -5,1246 -6,5369 -8,1257 -9,5873 -10,6768 -11,2752 -11,3559 -10,9484 -10,1424 -9,0734 -7,8807 -6,6738 -5,5181 -4,4484 -3,5027 -2,7306 -2,1386 -1,6356 -1,0910 -0,4952 -0,0572 -0,0800 -0,7290 -1,9705 -3,6763 -5,6591 -7,6538 -9,4016 -10,7517 -11,6503 -12,1281 -12,3448 -12,5465 -12,8968 -13,3795 -13,8856 -14,3404 -14,7160 -14,9753 -15,0571 -14,9058 -14,5066 -13,9105 -13,2423 -12,6869 -12,4232 -12,5216 -12,9132 -13,4733 -14,0870 -14,6102 -14,8506 -14,6768 -14,1344 -13,4202 -12,7782 -12,4461 -12,6098 -13,3025 -14,3625 -15,5486 -16,6887 -17,7146 -18,6171 -19,3881 -19,9471 -20,1378 -19,8708 -19,2685 -18,6315 -18,2489 -18,2198 -18,4508 -18,8047 -19,2049 -19,6350 -20,1289 -20,7529 -21,5296 -22,3772 -23,1381 -23,6385 -23,7403 -23,4208 -22,8122 -22,1127 -21,4468 -20,8379 -20,2871 -19,8170 -19,4393 -19,1273 -18,8226 -18,4596 -18,0237 -17,5967 -17,2963 -17,1520 -17,0559 -16,8537 -16,4912 -16,0325 -15,5490 -15,0702 -14,6154 -14,1744 -13,6908 -13,1573 -12,7008 -12,5052 -12,6918 -13,2942 -14,2768 -15,5542 -17,0216 -18,5721 -20,0962 -21,4747 -22,5659 -23,2275 -23,4104 -23,2568 -23,0791 -23,1865 -23,6892 -24,4562 -25,2534 -25,8981 -26,2912 -26,3667 -26,0553 -25,3101 -24,1817 -22,8514 -21,5630 -20,5315 -19,9142 -19,7955 -20,1572 -20,8973 -21,8946 -23,0145 -24,0506 -24,7520 -24,9938 -24,8893 -24,6750 -24,5039 -24,3911 -24,3147 -24,2920 -24,3584 -24,5212 -24,7344 -24,8820 -24,7985 -24,3511 -23,5244 -22,4345 -21,2954 -20,3838 -19,9641 -20,1341 -20,7204 -21,3869 -21,8729 -22,1146 -22,1572 -22,0095 -21,6443 -21,1195 -20,6094 -20,3107 -20,3533 -20,7684 -21,4628 -22,2095 -22,7199 -22,7741 -22,3056 -21,3980 -20,2495 -19,1527 -18,4278 -18,2768 -18,6789 -19,4520 -20,4053 -21,4116 -22,3815 -23,2364 -23,9008 -24,2859 -24,3033 -23,8984 -23,0549 -21,8089 -20,2958 -18,7468 -17,3966 -16,4072 -15,8707 -15,8081 -16,1456 -16,7670 -17,6069 -18,6346 -19,7427 -20,7070 -21,3043 -21,4852 -21,4280 -21,4047 -21,5747 -21,9036 -22,2467 -22,4602 -22,4587 -22,2564 -21,9827 -21,8306 -21,9602 -22,4089 -23,0516 -23,6729 -24,1326 -24,4616 -24,7884 -25,2153 -25,7747 -26,4312 -27,0773 -27,5767 -27,8391 -27,8275 -27,5073 -26,8400 -25,8545 -24,7052 -23,6351 -22,8671 -22,5020 -22,4750 -22,6099 -22,7642 -22,9557 -23,3485 -24,1040 -25,2100 -26,4237 -27,4047 -27,9624 -28,1780 -28,2641 -28,3341 -28,3476 -28,2603 -28,1550 -28,1651 -28,2936 -28,3907 -28,3288 -28,1365 -27,9209 -27,6899 -27,2985 -26,5965 -25,6278 -24,6708 -24,0830 -24,1056 -24,7814 -25,9926 -27,5406 -29,1904 -30,6590 -31,6315 -31,8779 -31,4004 -30,4582 -29,4312 -28,6465 -28,3057 -28,4938 -29,1663 -30,1336 -31,1475 -32,0272 -32,6801 -33,0511 -33,1176 -32,9213 -32,5677 -32,1740 -31,7901 -31,3729 -30,8809 -30,3815 -30,0136 -29,8568 -29,8818 -29,9816 -29,9897 -29,7285 -29,1219 -28,2493 -27,2821 -26,4125 -25,8284 -25,6850 -26,0477 -26,8516 -27,9265 -29,0817 -30,1748 -31,1222 -31,8949 -32,5059 -32,9518 -33,1649 -33,0491 -32,5404 -31,6307 -30,3733 -28,8706 -27,2260 -25,4886 -23,6547 -21,7428 -19,8812 -18,3257 -17,3894 -17,3273 -18,2521
Fz    -4,3578 -4,0278 -3,6762 -3,2910 -2,8468 -2,3356 -1,7913 -1,2756 -0,8293 -0,4374 -0,0480 0,3791 0,8392 1,2900 1,6934 2,0350 2,2904 2,4013 2,3106 2,0175 1,5879 1,1134 0,6696 0,3006 0,0173 -0,1937 -0,3492 -0,4602 -0,5330 -0,5626 -0,5336 -0,4428 -0,3182 -0,2149 -0,1922 -0,2741 -0,4193 -0,5449 -0,5891 -0,5454 -0,4384 -0,2737 -0,0133 0,3898 0,9298 1,5281 2,0776 2,4933 2,7210 2,7306 2,5300 2,1856 1,8239 1,5859 1,5498 1,6998 1,9645 2,2651 2,5300 2,6979 2,7373 2,6606 2,4928 2,2228 1,8050 1,2142 0,4948 -0,2557 -0,9626 -1,6185 -2,2545 -2,8859 -3,4868 -4,0081 -4,4032 -4,6415 -4,7153 -4,6385 -4,4390 -4,1686 -3,9117 -3,7656 -3,8038 -4,0432 -4,4307 -4,8576 -5,2061 -5,4036 -5,4486 -5,3855 -5,2626 -5,1189 -4,9900 -4,8956 -4,8162 -4,6909 -4,4472 -4,0430 -3,5069 -2,9598 -2,5723 -2,4530 -2,5822 -2,8632 -3,2091 -3,5776 -3,9585 -4,3460 -4,7095 -4,9999 -5,1796 -5,2263 -5,1251 -4,8869 -4,5611 -4,2141 -3,8927 -3,6037 -3,3247 -3,0400 -2,7728 -2,5782 -2,5059 -2,5744 -2,7677 -3,0401 -3,3261 -3,5479 -3,6195 -3,4672 -3,0658 -2,4680 -1,7950 -1,1759 -0,6749 -0,2672 0,1299 0,5947 1,1452 1,7458 2,3590 2,9717 3,5829 4,1886 4,7726 5,2949 5,6976 5,9418 6,0459 6,0758 6,0875 6,0831 6,0349 5,9363 5,8140 5,7047 5,6315 5,5923 5,5560 5,4661 5,2577 4,8812 4,3224 3,6118 2,8181 2,0299 1,3274 0,7495 0,2796 -0,1379 -0,5570 -0,9899 -1,3984 -1,7249 -1,9244 -1,9764 -1,8928 -1,7206 -1,5161 -1,3060 -1,0848 -0,8548 -0,6498 -0,5206 -0,5181 -0,6774 -0,9902 -1,3934 -1,8085 -2,1943 -2,5535 -2,9013 -3,2384 -3,5388 -3,7554 -3,8489 -3,8082 -3,6384 -3,3514 -2,9792 -2,5851 -2,2511 -2,0410 -1,9708 -2,0147 -2,1297 -2,2698 -2,3912 -2,4490 -2,3907 -2,1770 -1,8108 -1,3401 -0,8346 -0,3686 -0,0100 0,2085 0,3122 0,3549 0,3664 0,3438 0,2750 0,1433 -0,0807 -0,4355 -0,9447 -1,5876 -2,3018 -3,0280 -3,7364 -4,4037 -4,9889 -5,4501 -5,7794 -6,0052 -6,1634 -6,2706 -6,3240 -6,3269 -6,3025 -6,2694 -6,2099 -6,0697 -5,7926 -5,3663 -4,8412 -4,3024 -3,8199 -3,4202 -3,0934 -2,8090 -2,5250 -2,1929 -1,7645 -1,2089 -0,5369 0,1867 0,8565 1,3645 1,6384 1,6620 1,4735 1,1466 0,7606 0,3584 -0,0777 -0,5960 -1,2159 -1,9034 -2,5988 -3,2512 -3,8204 -4,2672 -4,5706 -4,7473 -4,8325 -4,8458 -4,7821 -4,6247 -4,3615 -4,0028 -3,5895 -3,1701 -2,7609 -2,3484 -1,9433 -1,6165 -1,4599 -1,5210 -1,7972 -2,2645 -2,8669 -3,4999 -4,0443 -4,4199 -4,6075 -4,6503 -4,6422 -4,6830 -4,8136 -4,9937 -5,1498 -5,2358 -5,2440 -5,1800 -5,0467 -4,8433 -4,5706 -4,2402 -3,8924 -3,6019 -3,4509 -3,4818 -3,6834 -4,0196 -4,4456 -4,8937 -5,2780 -5,5350 -5,6536 -5,6647 -5,6270 -5,6198 -5,7120 -5,9115 -6,1480 -6,3158 -6,3344 -6,1757 -5,8651 -5,4696 -5,0537 -4,6333 -4,1882 -3,7213 -3,2832 -2,9353 -2,6960 -2,5329 -2,4017 -2,2776 -2,1553 -2,0438 -1,9668 -1,9478 -1,9864 -2,0555 -2,1175 -2,1467 -2,1536 -2,1889 -2,3082 -2,5262 -2,8085 -3,1048 -3,3834 -3,6512 -3,9516 -4,3258 -4,7737 -5,2684 -5,7959 -6,3537 -6,9107 -7,3875 -7,6973 -7,8142 -7,7794 -7,6437 -7,4331 -7,1556 -6,8130 -6,4141 -6,0043 -5,6699 -5,4891 -5,4817 -5,6107 -5,8123 -6,0217 -6,1948 -6,3166 -6,3861 -6,3924 -6,3027 -6,0773 -5,7126 -5,2846 -4,9455 -4,8555 -5,1042 -5,6880 -6,5354 -7,5286 -8,5175 -9,3465 -9,8890 -10,0829 -9,9592 -9,6308 -9,2344 -8,8694 -8,5749 -8,3353 -8,1053 -7,8523 -7,5814 -7,3051 -6,9950 -6,5994 -6,1253 -5,6655 -5,3153 -5,0775 -4,8717 -4,6273 -4,3487 -4,1062 -3,9859 -4,0344 -4,2191 -4,4393 -4,5945 -4,6489 -4,6360 -4,6195 -4,6558 -4,7754 -4,9712 -5,1993 -5,4144 -5,6153 -5,8405 -6,1109 -6,3876 -6,5987 -6,7048 -6,7261 -6,7150 -6,7187 -6,7484 -6,7543 -6,6354 -6,2967 -5,7095 -4,9258 -4,0533 -3,2239 -2,5720 -2,2064 -2,1697 -2,4160 -2,8423 -3,3493 -3,8739 -4,3851 -4,8722 -5,3382 -5,7955 -6,2576 -6,7111 -7,1020 -7,3781 -7,5410 -7,6327 -7,6866 -7,7198 -7,7600 -7,8480 -8,0126 -8,2677 -8,6266 -9,0816 -9,5560 -9,9073 -10,0074 -9,8281 -9,4528 -9,0067 -8,5730 -8,1654 -7,7570 -7,3196 -6,8493 -6,3751 -5,9496 -5,6263 -5,4383 -5,3819 -5,4173 -5,4990 -5,6199 -5,8159 -6,1286 -6,5718 -7,1215 -7,7137 -8,2541 -8,6575 -8,8804 -8,9103 -8,7341 -8,3320 -7,7154 -6,9696 -6,2426 -5,6765 -5,3351 -5,1773 -5,0985 -5,0119 -4,9094 -4,8516 -4,9032 -5,0674 -5,2614 -5,3544 -5,2520 -4,9608 -4,5664 -4,1438 -3,7073 -3,2518 -2,8096 -2,4288 -2,1145 -1,8322 -1,5795 -1,4262 -1,4593 -1,6887 -2,0285 -2,3835 -2,7471 -3,2106 -3,8859 -4,8275 -6,0066 -7,3326 -8,6906 -9,9677 -11,0494 -11,8165 -12,1870 -12,1775 -11,9080 -11,5408 -11,2229 -11,0714 -11,1625 -11,4860 -11,9230 -12,3138 -12,5590 -12,6470 -12,6091 -12,4786 -12,2866 -12,0739 -11,8845 -11,7332 -11,5896 -11,4134 -11,1984 -10,9675 -10,7419 -10,5400 -10,3890 -10,3057 -10,2824 -10,3122 -10,4100 -10,5952 -10,8697 -11,2203 -11,6252 -12,0510 -12,4529 -12,7908 -13,0499 -13,2402 -13,3710 -13,4428 -13,4647 -13,4574 -13,4279 -13,3584 -13,2241 -13,0120 -12,7304 -12,4114 -12,0947 -11,7988 -11,5151 -11,2362 -10,9874 -10,8292 -10,8357 -11,0694 -11,5643
F3    -3,6868 -3,3623 -3,0394 -2,7202 -2,3906 -2,0425 -1,6964 -1,3933 -1,1550 -0,9544 -0,7317 -0,4396 -0,0747 0,3269 0,7255 1,0977 1,4096 1,5972 1,5985 1,4030 1,0607 0,6494 0,2431 -0,1007 -0,3485 -0,4933 -0,5384 -0,4858 -0,3363 -0,0921 0,2370 0,6165 0,9811 1,2484 1,3447 1,2403 0,9773 0,6502 0,3471 0,1090 -0,0584 -0,1415 -0,0941 0,1327 0,5299 1,0111 1,4570 1,7669 1,8731 1,7424 1,3947 0,9225 0,4807 0,2277 0,2449 0,5081 0,9305 1,4092 1,8415 2,1412 2,2692 2,2465 2,1138 1,8735 1,4889 0,9406 0,2791 -0,3906 -0,9843 -1,4885 -1,9332 -2,3334 -2,6651 -2,8898 -2,9835 -2,9441 -2,7908 -2,5560 -2,2749 -1,9913 -1,7681 -1,6765 -1,7689 -2,0500 -2,4652 -2,9181 -3,3113 -3,5889 -3,7527 -3,8389 -3,8798 -3,8948 -3,9005 -3,9059 -3,8883 -3,7880 -3,5367 -3,0995 -2,5079 -1,8764 -1,3646 -1,0805 -1,0243 -1,1369 -1,3686 -1,6965 -2,1107 -2,5910 -3,0835 -3,5108 -3,8055 -3,9198 -3,8241 -3,5316 -3,1175 -2,6917 -2,3422 -2,0971 -1,9324 -1,8142 -1,7414 -1,7526 -1,8907 -2,1651 -2,5377 -2,9333 -3,2614 -3,4370 -3,3887 -3,0719 -2,4955 -1,7441 -0,9628 -0,2896 0,2190 0,6046 0,9671 1,3994 1,9311 2,5280 3,1418 3,7435 4,3203 4,8632 5,3587 5,7730 6,0516 6,1540 6,0907 5,9175 5,6860 5,4087 5,0847 4,7452 4,4514 4,2557 4,1730 4,1793 4,2225 4,2343 4,1442 3,8951 3,4600 2,8559 2,1469 1,4280 0,7928 0,2967 -0,0645 -0,3469 -0,6220 -0,9297 -1,2573 -1,5599 -1,7874 -1,8987 -1,8805 -1,7606 -1,5849 -1,3782 -1,1402 -0,8817 -0,6431 -0,4758 -0,4247 -0,5209 -0,7612 -1,0960 -1,4589 -1,8101 -2,1429 -2,4569 -2,7350 -2,9357 -3,0056 -2,9118 -2,6646 -2,3015 -1,8680 -1,4225 -1,0406 -0,7964 -0,7283 -0,8184 -1,0116 -1,2496 -1,4902 -1,7088 -1,8826 -1,9712 -1,9323 -1,7612 -1,5040 -1,2330 -1,0204 -0,9216 -0,9523 -1,0735 -1,2207 -1,3527 -1,4630 -1,5595 -1,6570 -1,7808 -1,9622 -2,2239 -2,5571 -2,9231 -3,2887 -3,6475 -3,9937 -4,2964 -4,5179 -4,6537 -4,7359 -4,8035 -4,8771 -4,9572 -5,0441 -5,1462 -5,2593 -5,3448 -5,3390 -5,1866 -4,8814 -4,4795 -4,0661 -3,7071 -3,4263 -3,2118 -3,0284 -2,8321 -2,5802 -2,2348 -1,7695 -1,1920 -0,5599 0,0316 0,4835 0,7266 0,7455 0,5788 0,3026 0,0008 -0,2770 -0,5439 -0,8503 -1,2278 -1,6608 -2,1041 -2,5110 -2,8413 -3,0617 -3,1643 -3,1823 -3,1686 -3,1570 -3,1466 -3,1119 -3,0230 -2,8671 -2,6592 -2,4258 -2,1722 -1,8830 -1,5688 -1,3030 -1,1849 -1,2671 -1,5408 -1,9691 -2,4939 -3,0279 -3,4824 -3,8052 -3,9902 -4,0740 -4,1336 -4,2556 -4,4788 -4,7668 -5,0468 -5,2665 -5,4100 -5,4804 -5,4818 -5,4107 -5,2569 -5,0178 -4,7193 -4,4250 -4,2112 -4,1210 -4,1498 -4,2697 -4,4428 -4,6069 -4,6817 -4,6159 -4,4215 -4,1584 -3,9071 -3,7555 -3,7719 -3,9570 -4,2292 -4,4727 -4,6016 -4,5827 -4,4304 -4,1950 -3,9253 -3,6304 -3,2943 -2,9259 -2,5774 -2,3052 -2,1203 -1,9886 -1,8754 -1,7740 -1,6969 -1,6678 -1,7204 -1,8769 -2,1199 -2,3940 -2,6326 -2,7864 -2,8505 -2,8702 -2,9050 -2,9827 -3,0904 -3,2027 -3,3079 -3,4183 -3,5653 -3,7678 -4,0048 -4,2408 -4,4704 -4,7142 -4,9690 -5,1773 -5,2613 -5,1908 -4,9993 -4,7376 -4,4432 -4,1414 -3,8402 -3,5342 -3,2404 -3,0180 -2,9279 -2,9855 -3,1625 -3,4124 -3,6903 -3,9671 -4,2300 -4,4666 -4,6461 -4,7167 -4,6271 -4,3682 -4,0084 -3,6837 -3,5345 -3,6391 -4,0008 -4,5721 -5,2677 -5,9685 -6,5421 -6,8788 -6,9255 -6,7082 -6,3226 -5,8896 -5,5086 -5,2295 -5,0425 -4,8948 -4,7406 -4,5784 -4,4238 -4,2537 -4,0141 -3,6993 -3,3887 -3,1752 -3,0714 -3,0065 -2,9063 -2,7583 -2,6114 -2,5352 -2,5754 -2,7157 -2,8762 -2,9684 -2,9576 -2,8732 -2,7774 -2,7325 -2,7802 -2,9196 -3,1035 -3,2748 -3,4158 -3,5504 -3,6952 -3,8202 -3,8733 -3,8436 -3,7804 -3,7573 -3,8266 -3,9858 -4,1613 -4,2301 -4,0843 -3,6898 -3,0966 -2,4091 -1,7536 -1,2593 -1,0307 -1,1000 -1,4047 -1,8274 -2,2642 -2,6604 -3,0012 -3,2922 -3,5461 -3,7774 -4,0011 -4,2164 -4,3921 -4,4952 -4,5304 -4,5294 -4,5143 -4,4949 -4,4970 -4,5619 -4,7179 -4,9741 -5,3358 -5,7913 -6,2731 -6,6588 -6,8330 -6,7630 -6,5181 -6,2149 -5,9392 -5,7091 -5,4947 -5,2586 -4,9826 -4,6806 -4,3925 -4,1666 -4,0375 -4,0061 -4,0328 -4,0683 -4,1023 -4,1765 -4,3498 -4,6578 -5,0921 -5,5941 -6,0680 -6,4229 -6,6097 -6,6120 -6,4127 -5,9860 -5,3355 -4,5398 -3,7449 -3,1013 -2,6932 -2,5053 -2,4465 -2,4218 -2,4021 -2,4294 -2,5579 -2,7849 -3,0268 -3,1601 -3,1072 -2,8941 -2,6198 -2,3631 -2,1327 -1,9116 -1,7173 -1,5867 -1,5181 -1,4702 -1,4292 -1,4500 -1,6064 -1,9030 -2,2552 -2,5684 -2,8340 -3,1426 -3,6131 -4,3151 -5,2397 -6,3170 -7,4513 -8,5465 -9,4997 -10,1970 -10,5539 -10,5791 -10,3880 -10,1452 -9,9987 -10,0514 -10,3469 -10,8414 -11,3969 -11,8497 -12,1029 -12,1498 -12,0304 -11,7921 -11,4841 -11,1615 -10,8735 -10,6357 -10,4216 -10,1961 -9,9513 -9,7028 -9,4646 -9,2497 -9,0799 -8,9692 -8,9108 -8,8974 -8,9376 -9,0436 -9,2193 -9,4649 -9,7775 -10,1422 -10,5280 -10,9030 -11,2540 -11,5843 -11,8905 -12,1579 -12,3812 -12,5676 -12,7129 -12,7899 -12,7631 -12,6098 -12,3344 -11,9724 -11,5728 -11,1681 -10,7654 -10,3738 -10,0329 -9,8060 -9,7520 -9,9026 -10,2562
