Fp1   -2,0186 -1,9504 -1,7972 -1,6092 -1,4486 -1,3608 -1,3497 -1,3793 -1,3994 -1,3759 -1,3068 -1,2243 -1,1776 -1,2011 -1,2941 -1,4229 -1,5361 -1,5821 -1,5287 -1,3785 -1,1617 -0,9143 -0,6626 -0,4189 -0,1825 0,0569 0,3138 0,5994 0,9191 1,2756 1,6649 2,0660 2,4334 2,7043 2,8228 2,7667 2,5558 2,2454 1,9094 1,6140 1,3867 1,2066 1,0308 0,8323 0,6185 0,4255 0,2984 0,2626 0,3027 0,3696 0,4123 0,4128 0,4014 0,4362 0,5570 0,7623 1,0330 1,3539 1,7002 2,0276 2,2986 2,5055 2,6610 2,7781 2,8627 2,9098 2,9135 2,8824 2,8428 2,8207 2,8235 2,8383 2,8449 2,8283 2,7848 2,7229 2,6639 2,6345 2,6568 2,7434 2,9029 3,1348 3,4158 3,7001 3,9402 4,1050 4,1872 4,2014 4,1760 4,1427 4,1347 4,1865 4,3204 4,5258 4,7625 4,9918 5,2005 5,3896 5,5473 5,6415 5,6353 5,5030 5,2321 4,8262 4,3144 3,7510 3,1982 2,7063 2,3013 1,9757 1,6890 1,3842 1,0210 0,6031 0,1734 -0,2271 -0,5969 -0,9716 -1,3798 -1,8067 -2,2047 -2,5240 -2,7247 -2,7763 -2,6723 -2,4425 -2,1346 -1,7812 -1,3977 -1,0046 -0,6262 -0,2679 0,0831 0,4335 0,7783 1,1142 1,4415 1,7495 2,0106 2,1928 2,2800 2,2828 2,2291 2,1411 2,0253 1,8843 1,7346 1,6113 1,5495 1,5542 1,5924 1,6185 1,6090 1,5712 1,5307 1,5190 1,5625 1,6723 1,8412 2,0482 2,2687 2,4786 2,6536 2,7721 2,8275 2,8398 2,8494 2,8915 2,9749 3,0821 3,1821 3,2510 3,2884 3,3195 3,3791 3,4868 3,6293 3,7646 3,8436 3,8360 3,7378 3,5598 3,3129 3,0042 2,6439 2,2531 1,8563 1,4671 1,0908 0,7325 0,3960 0,0752 -0,2475 -0,5853 -0,9188 -1,1950 -1,3679 -1,4328 -1,4262 -1,4048 -1,4184 -1,4891 -1,6121 -1,7694 -1,9373 -2,0843 -2,1666 -2,1318 -1,9458 -1,6343 -1,2876 -1,0051 -0,8375 -0,7763 -0,7819 -0,8135 -0,8435 -0,8576 -0,8493 -0,8213 -0,7875 -0,7652 -0,7664 -0,7980 -0,8614 -0,9497 -1,0454 -1,1214 -1,1428 -1,0790 -0,9275 -0,7241 -0,5257 -0,3819 -0,3159 -0,3216 -0,3742 -0,4496 -0,5359 -0,6290 -0,7180 -0,7804 -0,7971 -0,7709 -0,7254 -0,6871 -0,6659 -0,6432 -0,5861 -0,4816 -0,3476 -0,2147 -0,1143 -0,0794 -0,1403 -0,3092 -0,5677 -0,8750 -1,1933 -1,5065 -1,8109 -2,0958 -2,3420 -2,5394 -2,7025 -2,8625 -3,0403 -3,2327 -3,4265 -3,6128 -3,7801 -3,9008 -3,9361 -3,8645 -3,7084 -3,5306 -3,4033 -3,3732 -3,4480 -3,6031 -3,7965 -3,9826 -4,1213 -4,1803 -4,1396 -4,0023 -3,8008 -3,5894 -3,4246 -3,3440 -3,3528 -3,4201 -3,4896 -3,5022 -3,4181 -3,2294 -2,9584 -2,6436 -2,3236 -2,0315 -1,7968 -1,6448 -1,5945 -1,6546 -1,8158 -2,0472 -2,3028 -2,5367 -2,7186 -2,8460 -2,9361 -2,9980 -3,0153 -2,9593 -2,8134 -2,5880 -2,3162 -2,0347 -1,7607 -1,4931 -1,2320 -0,9882 -0,7697 -0,5746 -0,4007 -0,2559 -0,1566 -0,1156 -0,1309 -0,1827 -0,2400 -0,2735 -0,2672 -0,2243 -0,1599 -0,0834 0,0031 0,0923 0,1708 0,2280 0,2584 0,2546 0,2066 0,1217 0,0356 -0,0097 0,0016 0,0536 0,1194 0,1754 0,1966 0,1519 0,0113 -0,2375 -0,5665 -0,9020 -1,1567 -1,2791 -1,2769 -1,2021 -1,1141 -1,0491 -1,0108 -0,9768 -0,9136 -0,7924 -0,5986 -0,3341 -0,0226 0,2936 0,5739 0,8001 0,9776 1,1179 1,2241 1,2942 1,3349 1,3686 1,4211 1,4965 1,5734 1,6285 1,6601 1,6844 1,7140 1,7455 1,7562 1,7088 1,5705 1,3415 1,0678 0,8246 0,6817 0,6700 0,7714 0,9387 1,1245 1,2954 1,4312 1,5197 1,5518 1,5192 1,4193 1,2616 1,0708 0,8854 0,7481 0,6911 0,7251 0,8344 0,9829 1,1255 1,2218 1,2494 1,2086 1,1198 1,0237 0,9810 1,0535 1,2765 1,6428 2,1097 2,6145 3,0824 3,4366 3,6152 3,5906 3,3820 3,0525 2,6873 2,3607 2,1121 1,9454 1,8479 1,8086 1,8216 1,8764 1,9439 1,9737 1,9169 1,7710 1,6012 1,5094 1,5748 1,8154 2,1898 2,6226 3,0355 3,3706 3,5948 3,6954 3,6863 3,6121 3,5277 3,4677 3,4350 3,4172 3,4055 3,3976 3,3985 3,4272 3,5069 3,6401 3,8041 3,9718 4,1304 4,2794 4,4109 4,4991 4,5139 4,4490 4,3297 4,1915 4,0577 3,9377 3,8398 3,7750 3,7478 3,7510 3,7717 3,8025 3,8530 3,9471 4,1017 4,3050 4,5222 4,7201 4,8845 5,0199 5,1380 5,2458 5,3316 5,3680 5,3280 5,1890 4,9282 4,5323 4,0172 3,4361 2,8638 2,3621 1,9548 1,6354 1,3920 1,2189 1,1091 1,0492 1,0274 1,0404 1,0866 1,1561 1,2360 1,3212 1,4079 1,4738 1,4788 1,3956 1,2381 1,0545 0,8915 0,7693 0,6904 0,6588 0,6812 0,7503 0,8333 0,8824 0,8536 0,7197 0,4836 0,1833 -0,1215 -0,3736 -0,5377 -0,6083 -0,6043 -0,5540 -0,4796 -0,3880 -0,2709 -0,1135 0,0961 0,3595 0,6552 0,9306 1,1250 1,2026 1,1641 1,0344 0,8497 0,6503 0,4770 0,3613 0,3117 0,3106 0,3344 0,3806 0,4648 0,5849 0,7008 0,7551 0,7105 0,5734 0,3832 0,1818 -0,0103 -0,1960 -0,3900 -0,6105 -0,8722 -1,1729 -1,4779 -1,7262 -1,8640 -1,8772 -1,7882 -1,6299 -1,4294 -1,2094 -0,9902 -0,7885 -0,6149 -0,4749 -0,3716 -0,3069 -0,2835 -0,3125 -0,4135 -0,6018 -0,8710 -1,1823 -1,4759 -1,7034 -1,8535 -1,9485 -2,0192 -2,0873 -2,1711 -2,2909 -2,4452
Fz    -1,6402 -1,7009 -1,6842 -1,6225 -1,5484 -1,4726 -1,3836 -1,2633 -1,1082 -0,9368 -0,7810 -0,6779 -0,6605 -0,7437 -0,9161 -1,1436 -1,3784 -1,5714 -1,6859 -1,7057 -1,6324 -1,4781 -1,2582 -0,9838 -0,6586 -0,2810 0,1535 0,6433 1,1671 1,6851 2,1535 2,5335 2,7898 2,8936 2,8351 2,6274 2,3028 1,9135 1,5299 1,2209 1,0195 0,9060 0,8287 0,7404 0,6196 0,4738 0,3324 0,2273 0,1703 0,1499 0,1464 0,1529 0,1850 0,2702 0,4228 0,6324 0,8776 1,1382 1,3875 1,5880 1,7092 1,7470 1,7206 1,6568 1,5770 1,4874 1,3871 1,2881 1,2220 1,2250 1,3147 1,4789 1,6875 1,9125 2,1410 2,3748 2,6224 2,8901 3,1761 3,4714 3,7669 4,0550 4,3273 4,5740 4,7824 4,9401 5,0433 5,0991 5,1149 5,0926 5,0378 4,9719 4,9260 4,9160 4,9299 4,9448 4,9518 4,9612 4,9840 5,0116 5,0170 4,9700 4,8498 4,6500 4,3820 4,0714 3,7470 3,4271 3,1097 2,7722 2,3821 1,9158 1,3762 0,7965 0,2248 -0,3038 -0,7871 -1,2524 -1,7274 -2,2132 -2,6835 -3,0979 -3,4072 -3,5568 -3,5086 -3,2643 -2,8625 -2,3524 -1,7835 -1,2103 -0,6820 -0,2196 0,1854 0,5522 0,8961 1,2293 1,5591 1,8804 2,1735 2,4146 2,5931 2,7223 2,8309 2,9394 3,0478 3,1464 3,2306 3,3041 3,3695 3,4163 3,4174 3,3445 3,1910 2,9819 2,7686 2,6126 2,5631 2,6372 2,8173 3,0635 3,3342 3,5985 3,8376 4,0407 4,2077 4,3536 4,5027 4,6695 4,8471 5,0136 5,1457 5,2338 5,2912 5,3471 5,4245 5,5229 5,6179 5,6716 5,6445 5,5086 5,2572 4,9033 4,4704 3,9865 3,4825 2,9933 2,5501 2,1691 1,8472 1,5651 1,2950 1,0118 0,7017 0,3713 0,0527 -0,2107 -0,3920 -0,4943 -0,5423 -0,5668 -0,5882 -0,6100 -0,6277 -0,6388 -0,6424 -0,6330 -0,5946 -0,4996 -0,3264 -0,0882 0,1609 0,3608 0,4819 0,5298 0,5283 0,5062 0,4894 0,4963 0,5305 0,5776 0,6112 0,6123 0,5801 0,5199 0,4341 0,3293 0,2225 0,1388 0,1084 0,1547 0,2742 0,4311 0,5772 0,6756 0,7107 0,6862 0,6212 0,5373 0,4468 0,3557 0,2776 0,2358 0,2456 0,3015 0,3848 0,4747 0,5578 0,6361 0,7196 0,8048 0,8744 0,9155 0,9251 0,8989 0,8236 0,6837 0,4787 0,2296 -0,0361 -0,3021 -0,5598 -0,7979 -1,0049 -1,1790 -1,3318 -1,4801 -1,6337 -1,7949 -1,9684 -2,1608 -2,3628 -2,5359 -2,6280 -2,6092 -2,4976 -2,3506 -2,2327 -2,1889 -2,2376 -2,3743 -2,5728 -2,7868 -2,9562 -3,0212 -2,9420 -2,7174 -2,3907 -2,0369 -1,7357 -1,5410 -1,4674 -1,4957 -1,5832 -1,6735 -1,7106 -1,6612 -1,5256 -1,3270 -1,0959 -0,8643 -0,6693 -0,5509 -0,5407 -0,6494 -0,8622 -1,1424 -1,4451 -1,7326 -1,9832 -2,1914 -2,3572 -2,4728 -2,5181 -2,4729 -2,3333 -2,1174 -1,8552 -1,5712 -1,2735 -0,9604 -0,6360 -0,3166 -0,0181 0,2545 0,4989 0,7031 0,8479 0,9221 0,9337 0,9101 0,8868 0,8920 0,9361 1,0101 1,0951 1,1772 1,2514 1,3165 1,3710 1,4121 1,4327 1,4162 1,3420 1,2101 1,0513 0,9050 0,7921 0,7062 0,6217 0,5109 0,3565 0,1525 -0,0991 -0,3830 -0,6617 -0,8821 -0,9999 -1,0028 -0,9138 -0,7772 -0,6355 -0,5111 -0,4013 -0,2861 -0,1382 0,0669 0,3445 0,6944 1,0936 1,4967 1,8561 2,1455 2,3680 2,5412 2,6805 2,7935 2,8846 2,9554 2,9982 2,9936 2,9266 2,8078 2,6732 2,5626 2,4942 2,4556 2,4148 2,3400 2,2132 2,0351 1,8285 1,6363 1,5048 1,4578 1,4841 1,5529 1,6348 1,7125 1,7777 1,8268 1,8590 1,8750 1,8748 1,8599 1,8353 1,8082 1,7830 1,7612 1,7467 1,7429 1,7459 1,7427 1,7171 1,6621 1,5828 1,4932 1,4168 1,3912 1,4589 1,6474 1,9569 2,3613 2,8155 3,2634 3,6460 3,9113 4,0245 3,9771 3,7874 3,4942 3,1445 2,7837 2,4471 2,1588 1,9368 1,7986 1,7542 1,7920 1,8723 1,9459 1,9924 2,0430 2,1605 2,3944 2,7495 3,1832 3,6256 4,0097 4,2905 4,4442 4,4626 4,3565 4,1623 3,9341 3,7273 3,5835 3,5260 3,5571 3,6554 3,7868 3,9279 4,0714 4,2110 4,3372 4,4464 4,5422 4,6239 4,6758 4,6683 4,5805 4,4275 4,2606 4,1345 4,0781 4,0950 4,1752 4,2979 4,4306 4,5398 4,6087 4,6461 4,6852 4,7692 4,9283 5,1638 5,4490 5,7449 6,0192 6,2519 6,4318 6,5493 6,5922 6,5506 6,4274 6,2313 5,9600 5,6015 5,1574 4,6548 4,1380 3,6500 3,2157 2,8382 2,5090 2,2206 1,9716 1,7609 1,5827 1,4238 1,2674 1,1039 0,9452 0,8245 0,7744 0,7966 0,8559 0,9080 0,9321 0,9372 0,9396 0,9407 0,9292 0,8947 0,8372 0,7632 0,6736 0,5569 0,3946 0,1728 -0,1019 -0,3957 -0,6597 -0,8496 -0,9409 -0,9354 -0,8585 -0,7462 -0,6301 -0,5268 -0,4326 -0,3274 -0,1858 0,0126 0,2675 0,5463 0,7975 0,9770 1,0612 1,0455 0,9380 0,7551 0,5235 0,2789 0,0565 -0,1182 -0,2280 -0,2557 -0,1967 -0,0828 0,0223 0,0637 0,0301 -0,0477 -0,1270 -0,1803 -0,2038 -0,2109 -0,2253 -0,2778 -0,4005 -0,6105 -0,8911 -1,1897 -1,4432 -1,6135 -1,6941 -1,6929 -1,6217 -1,5021 -1,3648 -1,2407 -1,1502 -1,0964 -1,0654 -1,0375 -1,0046 -0,9825 -1,0051 -1,1015 -1,2690 -1,4664 -1,6405 -1,7597 -1,8238 -1,8502 -1,8585 -1,8670 -1,8975 -1,9735 -2,0979
F3    -1,3327 -1,3447 -1,3044 -1,2492 -1,2141 -1,2116 -1,2284 -1,2368 -1,2122 -1,1440 -1,0374 -0,9174 -0,8277 -0,8121 -0,8875 -1,0314 -1,1926 -1,3134 -1,3533 -1,3051 -1,1898 -1,0381 -0,8764 -0,7188 -0,5642 -0,3958 -0,1864 0,0889 0,4373 0,8458 1,2907 1,7440 2,1634 2,4918 2,6798 2,7036 2,5669 2,3037 1,9785 1,6619 1,3941 1,1697 0,9596 0,7419 0,5147 0,2957 0,1156 0,0043 -0,0280 0,0017 0,0612 0,1245 0,1862 0,2582 0,3546 0,4832 0,6490 0,8502 1,0649 1,2560 1,3971 1,4874 1,5373 1,5524 1,5318 1,4732 1,3834 1,2900 1,2365 1,2623 1,3797 1,5655 1,7745 1,9632 2,1056 2,1981 2,2575 2,3150 2,4036 2,5461 2,7496 3,0062 3,2955 3,5890 3,8545 4,0660 4,2143 4,3075 4,3571 4,3684 4,3478 4,3166 4,3069 4,3379 4,4035 4,4869 4,5828 4,6936 4,8062 4,8824 4,8799 4,7808 4,5948 4,3426 4,0469 3,7318 3,4185 3,1215 2,8479 2,5895 2,3179 1,9987 1,6155 1,1828 0,7387 0,3204 -0,0610 -0,4234 -0,7902 -1,1643 -1,5240 -1,8337 -2,0494 -2,1263 -2,0410 -1,8121 -1,4884 -1,1164 -0,7289 -0,3567 -0,0250 0,2691 0,5543 0,8530 1,1665 1,4897 1,8187 2,1410 2,4278 2,6455 2,7788 2,8435 2,8726 2,8853 2,8775 2,8438 2,7960 2,7605 2,7597 2,7919 2,8294 2,8402 2,8072 2,7300 2,6211 2,5038 2,4037 2,3372 2,3047 2,2976 2,3152 2,3680 2,4638 2,5971 2,7552 2,9284 3,1126 3,3033 3,4916 3,6681 3,8266 3,9670 4,1000 4,2389 4,3837 4,5186 4,6216 4,6697 4,6414 4,5250 4,3232 4,0484 3,7195 3,3588 2,9892 2,6331 2,3081 2,0198 1,7597 1,5136 1,2711 1,0290 0,7872 0,5472 0,3195 0,1224 -0,0333 -0,1548 -0,2639 -0,3868 -0,5391 -0,7186 -0,9141 -1,1168 -1,3184 -1,5028 -1,6368 -1,6702 -1,5592 -1,3105 -0,9950 -0,7027 -0,4860 -0,3471 -0,2600 -0,1952 -0,1343 -0,0710 -0,0056 0,0578 0,1131 0,1592 0,2003 0,2338 0,2478 0,2322 0,1847 0,1126 0,0403 0,0036 0,0233 0,0867 0,1588 0,2079 0,2178 0,1887 0,1351 0,0782 0,0384 0,0320 0,0723 0,1673 0,3122 0,4850 0,6530 0,7816 0,8478 0,8593 0,8509 0,8521 0,8702 0,8993 0,9250 0,9217 0,8594 0,7204 0,5085 0,2420 -0,0651 -0,4088 -0,7786 -1,1466 -1,4774 -1,7470 -1,9601 -2,1454 -2,3291 -2,5181 -2,7092 -2,8974 -3,0694 -3,1970 -3,2444 -3,1921 -3,0580 -2,8953 -2,7659 -2,7118 -2,7433 -2,8456 -2,9909 -3,1423 -3,2534 -3,2792 -3,1962 -3,0166 -2,7846 -2,5586 -2,3878 -2,2961 -2,2802 -2,3154 -2,3664 -2,3993 -2,3856 -2,3033 -2,1420 -1,9065 -1,6142 -1,2929 -0,9810 -0,7241 -0,5647 -0,5301 -0,6266 -0,8350 -1,1092 -1,3885 -1,6200 -1,7757 -1,8529 -1,8632 -1,8215 -1,7413 -1,6316 -1,4996 -1,3536 -1,1989 -1,0276 -0,8176 -0,5514 -0,2345 0,1071 0,4451 0,7590 1,0316 1,2447 1,3840 1,4530 1,4843 1,5241 1,5998 1,7041 1,8055 1,8708 1,8869 1,8658 1,8311 1,8030 1,7866 1,7641 1,6982 1,5545 1,3361 1,0882 0,8647 0,6945 0,5783 0,5043 0,4597 0,4284 0,3881 0,3150 0,1928 0,0272 -0,1462 -0,2772 -0,3315 -0,3075 -0,2313 -0,1386 -0,0567 0,0046 0,0548 0,1193 0,2342 0,4343 0,7339 1,1104 1,5145 1,8979 2,2307 2,5020 2,7110 2,8589 2,9514 3,0069 3,0545 3,1125 3,1672 3,1797 3,1203 2,9936 2,8294 2,6570 2,4913 2,3321 2,1688 1,9901 1,7998 1,6237 1,5031 1,4757 1,5538 1,7154 1,9151 2,1049 2,2535 2,3535 2,4163 2,4601 2,4943 2,5126 2,5016 2,4531 2,3706 2,2655 2,1553 2,0607 1,9940 1,9501 1,9107 1,8576 1,7843 1,6956 1,6033 1,5317 1,5197 1,6054 1,8055 2,1073 2,4770 2,8729 3,2489 3,5547 3,7438 3,7870 3,6821 3,4565 3,1599 2,8467 2,5572 2,3107 2,1122 1,9646 1,8751 1,8495 1,8800 1,9357 1,9759 1,9886 2,0116 2,1060 2,3114 2,6238 3,0013 3,3841 3,7183 3,9700 4,1204 4,1582 4,0889 3,9494 3,7987 3,6899 3,6500 3,6792 3,7586 3,8606 3,9619 4,0575 4,1576 4,2663 4,3738 4,4706 4,5581 4,6433 4,7213 4,7660 4,7475 4,6625 4,5444 4,4387 4,3752 4,3639 4,4033 4,4847 4,5921 4,7051 4,8089 4,9031 5,0035 5,1348 5,3144 5,5333 5,7583 5,9556 6,1108 6,2286 6,3177 6,3779 6,3956 6,3522 6,2354 6,0363 5,7431 5,3519 4,8842 4,3859 3,9097 3,4977 3,1700 2,9234 2,7371 2,5860 2,4503 2,3177 2,1809 2,0350 1,8755 1,7016 1,5253 1,3745 1,2766 1,2332 1,2182 1,2015 1,1764 1,1591 1,1655 1,1935 1,2254 1,2417 1,2369 1,2200 1,1945 1,1445 1,0400 0,8544 0,5860 0,2675 -0,0469 -0,3040 -0,4701 -0,5376 -0,5183 -0,4351 -0,3176 -0,1924 -0,0728 0,0431 0,1669 0,3142 0,4923 0,6820 0,8413 0,9317 0,9360 0,8589 0,7180 0,5392 0,3524 0,1857 0,0580 -0,0242 -0,0588 -0,0368 0,0443 0,1545 0,2371 0,2475 0,1789 0,0585 -0,0712 -0,1741 -0,2363 -0,2684 -0,2972 -0,3554 -0,4688 -0,6421 -0,8499 -1,0425 -1,1747 -1,2350 -1,2454 -1,2340 -1,2171 -1,2002 -1,1840 -1,1630 -1,1230 -1,0468 -0,9244 -0,7622 -0,5893 -0,4585 -0,4301 -0,5388 -0,7707 -1,0682 -1,3630 -1,6088 -1,7910 -1,9168 -2,0046 -2,0757 -2,1532 -2,2583 -2,3910
F7    -0,7308 -0,6667 -0,6532 -0,6740 -0,7103 -0,7545 -0,7984 -0,8210 -0,8017 -0,7403 -0,6654 -0,6245 -0,6606 -0,7878 -0,9856 -1,2071 -1,3927 -1,4822 -1,4345 -1,2499 -0,9664 -0,6300 -0,2748 0,0697 0,3816 0,6643 0,9379 1,2122 1,4826 1,7418 1,9736 2,1485 2,2376 2,2185 2,0704 1,7854 1,3918 0,9560 0,5560 0,2495 0,0507 -0,0717 -0,1654 -0,2601 -0,3550 -0,4247 -0,4345 -0,3671 -0,2407 -0,0964 0,0283 0,1130 0,1594 0,1898 0,2331 0,3106 0,4286 0,5739 0,7171 0,8320 0,9192 1,0062 1,1199 1,2637 1,4124 1,5218 1,5537 1,5038 1,4060 1,3100 1,2561 1,2596 1,3020 1,3392 1,3275 1,2522 1,1407 1,0462 1,0157 1,0736 1,2213 1,4406 1,7000 1,9620 2,1953 2,3851 2,5311 2,6395 2,7162 2,7630 2,7873 2,8114 2,8581 2,9258 2,9901 3,0357 3,0770 3,1376 3,2203 3,3081 3,3846 3,4326 3,4168 3,2932 3,0414 2,6852 2,2828 1,8924 1,5405 1,2185 0,9011 0,5617 0,1833 -0,2262 -0,6347 -1,0087 -1,3329 -1,6131 -1,8629 -2,0881 -2,2856 -2,4532 -2,5892 -2,6883 -2,7436 -2,7534 -2,7158 -2,6185 -2,4501 -2,2218 -1,9618 -1,6915 -1,4139 -1,1249 -0,8211 -0,4956 -0,1450 0,2106 0,5234 0,7370 0,8097 0,7345 0,5417 0,2813 0,0007 -0,2717 -0,5247 -0,7443 -0,9084 -1,0121 -1,0797 -1,1339 -1,1662 -1,1474 -1,0584 -0,9092 -0,7288 -0,5389 -0,3476 -0,1649 -0,0116 0,0854 0,1098 0,0751 0,0223 -0,0013 0,0386 0,1516 0,3226 0,5251 0,7307 0,9095 1,0367 1,1123 1,1699 1,2534 1,3718 1,4833 1,5288 1,4767 1,3352 1,1333 0,8970 0,6415 0,3823 0,1434 -0,0517 -0,1923 -0,2784 -0,3182 -0,3345 -0,3662 -0,4618 -0,6549 -0,9355 -1,2537 -1,5512 -1,7865 -1,9502 -2,0639 -2,1574 -2,2470 -2,3339 -2,4151 -2,4889 -2,5539 -2,6008 -2,6103 -2,5682 -2,4830 -2,3804 -2,2839 -2,2090 -2,1607 -2,1281 -2,0895 -2,0302 -1,9526 -1,8653 -1,7673 -1,6572 -1,5542 -1,4934 -1,4980 -1,5670 -1,6810 -1,8089 -1,9098 -1,9407 -1,8744 -1,7148 -1,4895 -1,2357 -0,9999 -0,8341 -0,7733 -0,8126 -0,9148 -1,0428 -1,1726 -1,2816 -1,3480 -1,3636 -1,3340 -1,2744 -1,2110 -1,1695 -1,1544 -1,1527 -1,1613 -1,1927 -1,2488 -1,3084 -1,3522 -1,3893 -1,4426 -1,5202 -1,6169 -1,7394 -1,9091 -2,1395 -2,4225 -2,7411 -3,0866 -3,4596 -3,8488 -4,2175 -4,5217 -4,7394 -4,8814 -4,9749 -5,0334 -5,0485 -5,0094 -4,9173 -4,7846 -4,6350 -4,5018 -4,4102 -4,3581 -4,3178 -4,2602 -4,1718 -4,0531 -3,9126 -3,7644 -3,6168 -3,4713 -3,3416 -3,2655 -3,2824 -3,4025 -3,5944 -3,7960 -3,9491 -4,0360 -4,0762 -4,0877 -4,0649 -3,9999 -3,9100 -3,8343 -3,8100 -3,8520 -3,9363 -4,0036 -3,9946 -3,8861 -3,6960 -3,4702 -3,2633 -3,1120 -3,0174 -2,9527 -2,8840 -2,7898 -2,6725 -2,5538 -2,4538 -2,3785 -2,3254 -2,2868 -2,2441 -2,1765 -2,0757 -1,9539 -1,8419 -1,7731 -1,7639 -1,8072 -1,8748 -1,9218 -1,8997 -1,7831 -1,5809 -1,3202 -1,0335 -0,7601 -0,5427 -0,4141 -0,3870 -0,4576 -0,6149 -0,8399 -1,0955 -1,3284 -1,4979 -1,5995 -1,6540 -1,6804 -1,6864 -1,6815 -1,6874 -1,7292 -1,8132 -1,9214 -2,0242 -2,0959 -2,1267 -2,1230 -2,1027 -2,0860 -2,0792 -2,0630 -2,0025 -1,8716 -1,6606 -1,3712 -1,0304 -0,6993 -0,4409 -0,2789 -0,1969 -0,1682 -0,1713 -0,1806 -0,1605 -0,0805 0,0559 0,2082 0,3304 0,4013 0,4236 0,4063 0,3551 0,2788 0,1938 0,1108 0,0193 -0,0933 -0,2095 -0,2874 -0,2958 -0,2382 -0,1463 -0,0508 0,0341 0,1020 0,1474 0,1725 0,1899 0,2138 0,2490 0,2884 0,3180 0,3269 0,3177 0,3092 0,3185 0,3357 0,3298 0,2803 0,1952 0,1022 0,0270 -0,0176 -0,0168 0,0631 0,2634 0,6040 1,0634 1,5794 2,0710 2,4675 2,7260 2,8315 2,7960 2,6631 2,4982 2,3560 2,2528 2,1706 2,0880 2,0054 1,9422 1,9188 1,9381 1,9753 1,9850 1,9251 1,7804 1,5734 1,3653 1,2366 1,2459 1,3976 1,6489 1,9423 2,2305 2,4791 2,6676 2,8008 2,9076 3,0209 3,1562 3,2984 3,4120 3,4697 3,4689 3,4339 3,4069 3,4250 3,4989 3,6077 3,7092 3,7631 3,7536 3,6836 3,5531 3,3588 3,1140 2,8590 2,6444 2,4998 2,4154 2,3555 2,2923 2,2217 2,1573 2,1201 2,1303 2,1976 2,3172 2,4756 2,6629 2,8778 3,1207 3,3853 3,6529 3,8915 4,0636 4,1395 4,1117 3,9967 3,8106 3,5449 3,1782 2,7144 2,2051 1,7323 1,3629 1,1139 0,9634 0,8902 0,8935 0,9718 1,0960 1,2143 1,2839 1,2868 1,2192 1,0837 0,8938 0,6660 0,4026 0,1011 -0,2147 -0,4876 -0,6572 -0,6990 -0,6360 -0,5047 -0,3185 -0,0819 0,1724 0,3842 0,4972 0,4870 0,3688 0,1840 -0,0269 -0,2408 -0,4451 -0,6281 -0,7807 -0,9002 -0,9863 -1,0341 -1,0313 -0,9640 -0,8291 -0,6346 -0,3943 -0,1363 0,0948 0,2568 0,3301 0,3174 0,2367 0,1158 -0,0160 -0,1374 -0,2417 -0,3303 -0,4058 -0,4738 -0,5328 -0,5570 -0,5132 -0,4024 -0,2702 -0,1731 -0,1413 -0,1729 -0,2517 -0,3679 -0,5260 -0,7353 -0,9949 -1,2856 -1,5672 -1,7839 -1,8829 -1,8435 -1,6894 -1,4658 -1,2104 -0,9516 -0,7201 -0,5413 -0,4269 -0,3821 -0,4072 -0,4918 -0,6167 -0,7626 -0,9116 -1,0449 -1,1502 -1,2296 -1,2889 -1,3253 -1,3409 -1,3599 -1,4197 -1,5433 -1,7218 -1,9268 -2,1324 -2,3156
