Fp1   -5,2215 -4,3601 -3,2549 -2,0090 -0,7495 0,3938 1,3341 2,0558 2,5894 2,9670 3,2025 3,2927 3,2265 3,0066 2,6777 2,3145 1,9645 1,6060 1,1731 0,6221 -0,0212 -0,6688 -1,2150 -1,5784 -1,7121 -1,6015 -1,2762 -0,8079 -0,2859 0,1976 0,5562 0,7304 0,7007 0,4782 0,1023 -0,3442 -0,7328 -0,9304 -0,8678 -0,5812 -0,1860 0,1885 0,4372 0,4738 0,2346 -0,2838 -0,9982 -1,7566 -2,3795 -2,7031 -2,6230 -2,1383 -1,3734 -0,5431 0,1317 0,5017 0,5286 0,2844 -0,0881 -0,4384 -0,6662 -0,7504 -0,7465 -0,7442 -0,8028 -0,9095 -0,9911 -0,9726 -0,8300 -0,5955 -0,3275 -0,0844 0,0879 0,1652 0,1577 0,1003 0,0091 -0,1410 -0,3773 -0,6752 -0,9583 -1,1431 -1,1754 -1,0458 -0,7938 -0,4940 -0,2206 -0,0222 0,0735 0,0553 -0,0454 -0,1413 -0,1354 0,0046 0,2259 0,4402 0,5781 0,5994 0,4838 0,2254 -0,1805 -0,7348 -1,3965 -2,0622 -2,6009 -2,9240 -3,0500 -3,1030 -3,2333 -3,5366 -4,0280 -4,6548 -5,3221 -5,9215 -6,3532 -6,5475 -6,4859 -6,2085 -5,8055 -5,3962 -5,0987 -4,9965 -5,1065 -5,3666 -5,6680 -5,9040 -5,9903 -5,8654 -5,5049 -4,9290 -4,1765 -3,2774 -2,2555 -1,1444 0,0045 1,1261 2,1594 3,0697 3,8475 4,4832 4,9499 5,2118 5,2490 5,0830 4,7925 4,5097 4,3802 4,5028 4,8926 5,4840 6,1569 6,7783 7,2476 7,5197 7,6057 7,5660 7,4897 7,4443 7,4215 7,3292 7,0523 6,5406 5,8475 5,0995 4,4441 3,9970 3,7887 3,7513 3,7757 3,7870 3,7737 3,7671 3,8024 3,8871 3,9886 4,0505 4,0349 3,9568 3,8793 3,8734 3,9673 4,1270 4,2847 4,3818 4,3779 4,2460 3,9901 3,6603 3,3253 3,0307 2,7840 2,5587 2,3015 1,9566 1,5026 0,9798 0,4816 0,1013 -0,1210 -0,2038 -0,1979 -0,1669 -0,1748 -0,2673 -0,4664 -0,7741 -1,1607 -1,5556 -1,8848 -2,1255 -2,3137 -2,5002 -2,7136 -2,9552 -3,1991 -3,3814 -3,4148 -3,2301 -2,8158 -2,2359 -1,6033 -1,0179 -0,5228 -0,1100 0,2475 0,5652 0,8316 1,0136 1,0824 1,0363 0,8996 0,7115 0,5155 0,3436 0,1993 0,0610 -0,1016 -0,3152 -0,5790 -0,8365 -0,9890 -0,9593 -0,7546 -0,4775 -0,2737 -0,2443 -0,3860 -0,6075 -0,7985 -0,8964 -0,9273 -0,9928 -1,1928 -1,5544 -2,0299 -2,5437 -3,0351 -3,4702 -3,8316 -4,1072 -4,2929 -4,3989 -4,4418 -4,4248 -4,3394 -4,1857 -3,9849 -3,7725 -3,5787 -3,4023 -3,1936 -2,8760 -2,3957 -1,7573 -1,0212 -0,2727 0,4029 0,9268 1,2320 1,2829 1,0901 0,7107 0,2421 -0,2073 -0,5671 -0,8263 -1,0025 -1,1151 -1,2015 -1,3271 -1,5498 -1,8680 -2,2009 -2,4243 -2,4428 -2,2496 -1,9232 -1,5686 -1,2594 -1,0213 -0,8426 -0,6977 -0,5830 -0,5255 -0,5518 -0,6643 -0,8487 -1,0815 -1,3155 -1,4783 -1,5101 -1,4000 -1,1756 -0,8810 -0,5696 -0,2895 -0,0629 0,1098 0,2380 0,3418 0,4538 0,5977 0,7721 0,9734 1,2321 1,6022 2,1143 2,7420 3,4017 3,9854 4,4123 4,6585 4,7471 4,7232 4,6387 4,5482 4,5067 4,5611 4,7279 4,9680 5,1895 5,2946 5,2319 5,0011 4,6178 4,1007 3,4834 2,8078 2,1080 1,4157 0,7822 0,2780 -0,0457 -0,1972 -0,2402 -0,2474 -0,2443 -0,1860 -0,0015 0,3293 0,7470 1,1492 1,4526 1,6335 1,7203 1,7624 1,8104 1,9094 2,0924 2,3771 2,7571 3,1919 3,6105 3,9326 4,1088 4,1483 4,0960 3,9929 3,8632 3,7216 3,5803 3,4522 3,3498 3,2764 3,2196 3,1668 3,1248 3,1188 3,1715 3,2774 3,4016 3,5251 3,6853 3,9501 4,3477 4,8182 5,2338 5,4672 5,4557 5,2248 4,8623 4,4589 4,0660 3,7010 3,3804 3,1298 2,9640 2,8772 2,8567 2,8962 3,0011 3,1924 3,5027 3,9491 4,5042 5,0995 5,6585 6,1189 6,4310 6,5531 6,4602 6,1535 5,6651 5,0671 4,4831 4,0715 3,9634 4,2045 4,7409 5,4439 6,1536 6,7321 7,1112 7,3088 7,3941 7,4260 7,4284 7,4092 7,3741 7,3131 7,1916 6,9830 6,6996 6,3773 6,0428 5,7078 5,3849 5,0986 4,8807 4,7470 4,6733 4,6022 4,4833 4,3188 4,1748 4,1433 4,2845 4,5876 4,9710 5,3180 5,5250 5,5437 5,3995 5,1656 4,9169 4,7025 4,5313 4,3684 4,1604 3,8836 3,5702 3,2901 3,1121 3,0750 3,1692 3,3310 3,4753 3,5464 3,5312 3,4338 3,2586 3,0106 2,6914 2,2988 1,8427 1,3565 0,8785 0,4286 0,0137 -0,3525 -0,6518 -0,8815 -1,0658 -1,2335 -1,3825 -1,4773 -1,4761 -1,3474 -1,0604 -0,5788 0,1156 0,9901 1,9553 2,8835 3,6439 4,1551 4,4266 4,5490 4,6413 4,8047 5,1144 5,6227 6,3354 7,1824 8,0381 8,7929 9,4038 9,8804 10,2460 10,5155 10,6875 10,7490 10,6861 10,4990 10,2278 9,9668 9,8214 9,8296 9,9249 9,9795 9,8860 9,6029 9,1473 8,5725 7,9463 7,3288 6,7602 6,2579 5,8103 5,3837 4,9504 4,5129 4,0884 3,6672 3,2001 2,6539 2,0827 1,6251 1,4230 1,5465 1,9870 2,6886 3,5707 4,5331 5,4609 6,2454 6,8182 7,1647 7,3085 7,2887 7,1465 6,9114 6,5954 6,2023 5,7467 5,2655 4,8062 4,4025 4,0598 3,7598 3,4625 3,1083 2,6387 2,0249 1,2884 0,4940 -0,2852 -1,0009 -1,6307 -2,1565 -2,5539 -2,8045 -2,9163 -2,9391 -2,9621 -3,0737 -3,3098 -3,6375 -3,9791 -4,2435 -4,3476 -4,2324 -3,8835 -3,3427 -2,6834 -1,9568 -1,1709 -0,3282 0,5353 1,3650
Fz    -0,2237 -0,0596 0,2029 0,5415 0,9129 1,2698 1,5882 1,8771 2,1540 2,4167 2,6415 2,7970 2,8518 2,7837 2,6012 2,3487 2,0748 1,7964 1,5027 1,1877 0,8677 0,5680 0,3043 0,0801 -0,1048 -0,2513 -0,3655 -0,4602 -0,5508 -0,6540 -0,7813 -0,9305 -1,0917 -1,2620 -1,4435 -1,6300 -1,7996 -1,9210 -1,9641 -1,9166 -1,7957 -1,6414 -1,5015 -1,4227 -1,4367 -1,5477 -1,7393 -1,9929 -2,2874 -2,5930 -2,8782 -3,1274 -3,3486 -3,5697 -3,8243 -4,1296 -4,4676 -4,7868 -5,0272 -5,1463 -5,1329 -5,0090 -4,8267 -4,6470 -4,5095 -4,4245 -4,3865 -4,3845 -4,4055 -4,4343 -4,4589 -4,4794 -4,5067 -4,5439 -4,5737 -4,5755 -4,5559 -4,5446 -4,5551 -4,5595 -4,5132 -4,3929 -4,2083 -3,9879 -3,7601 -3,5365 -3,3043 -3,0378 -2,7248 -2,3794 -2,0246 -1,6631 -1,2750 -0,8407 -0,3643 0,1228 0,5732 0,9331 1,1528 1,2002 1,0647 0,7562 0,3047 -0,2441 -0,8394 -1,4381 -2,0163 -2,5674 -3,0904 -3,5829 -4,0399 -4,4543 -4,8209 -5,1419 -5,4241 -5,6748 -5,8998 -6,1041 -6,2920 -6,4645 -6,6204 -6,7641 -6,8991 -7,0118 -7,0773 -7,0772 -7,0031 -6,8496 -6,6169 -6,3128 -5,9430 -5,5024 -4,9825 -4,3881 -3,7492 -3,1126 -2,5149 -1,9624 -1,4365 -0,9186 -0,4070 0,0827 0,5278 0,9156 1,2579 1,5871 1,9358 2,3155 2,7110 3,0885 3,4100 3,6485 3,7989 3,8827 3,9385 4,0006 4,0825 4,1765 4,2668 4,3446 4,4182 4,5093 4,6360 4,7976 4,9768 5,1519 5,3020 5,4052 5,4417 5,4017 5,2932 5,1438 4,9904 4,8617 4,7622 4,6700 4,5538 4,3988 4,2178 4,0386 3,8837 3,7589 3,6535 3,5524 3,4481 3,3461 3,2681 3,2457 3,3002 3,4237 3,5805 3,7183 3,7787 3,7153 3,5149 3,2041 2,8360 2,4689 2,1452 1,8816 1,6701 1,4851 1,2954 1,0765 0,8120 0,4922 0,1253 -0,2528 -0,5953 -0,8748 -1,0961 -1,2865 -1,4784 -1,6983 -1,9592 -2,2587 -2,5827 -2,9080 -3,2044 -3,4432 -3,6077 -3,6962 -3,7212 -3,7054 -3,6733 -3,6463 -3,6392 -3,6608 -3,7138 -3,7949 -3,8976 -4,0192 -4,1592 -4,3111 -4,4587 -4,5789 -4,6457 -4,6365 -4,5370 -4,3421 -4,0579 -3,7055 -3,3254 -2,9728 -2,6982 -2,5259 -2,4477 -2,4339 -2,4504 -2,4732 -2,5026 -2,5647 -2,6895 -2,8867 -3,1451 -3,4461 -3,7702 -4,0939 -4,3884 -4,6312 -4,8223 -4,9857 -5,1473 -5,3090 -5,4513 -5,5535 -5,6023 -5,5877 -5,5082 -5,3790 -5,2194 -5,0315 -4,7952 -4,4826 -4,0723 -3,5617 -2,9804 -2,3935 -1,8820 -1,5112 -1,3121 -1,2803 -1,3850 -1,5820 -1,8317 -2,1080 -2,3917 -2,6650 -2,9144 -3,1311 -3,3049 -3,4215 -3,4665 -3,4318 -3,3172 -3,1284 -2,8796 -2,5936 -2,2947 -2,0017 -1,7275 -1,4812 -1,2754 -1,1293 -1,0574 -1,0594 -1,1237 -1,2337 -1,3650 -1,4834 -1,5565 -1,5665 -1,5083 -1,3846 -1,2106 -1,0150 -0,8321 -0,6925 -0,6142 -0,5972 -0,6231 -0,6585 -0,6667 -0,6180 -0,4944 -0,2936 -0,0329 0,2534 0,5228 0,7362 0,8688 0,9124 0,8723 0,7650 0,6150 0,4491 0,2886 0,1491 0,0409 -0,0361 -0,0913 -0,1278 -0,1345 -0,1071 -0,0718 -0,0725 -0,1354 -0,2533 -0,3988 -0,5388 -0,6408 -0,6835 -0,6758 -0,6634 -0,7084 -0,8507 -1,0741 -1,3038 -1,4481 -1,4494 -1,3006 -1,0297 -0,6819 -0,3064 0,0575 0,3934 0,7089 1,0190 1,3261 1,6115 1,8412 1,9828 2,0219 1,9690 1,8541 1,7097 1,5501 1,3710 1,1709 0,9687 0,7991 0,6920 0,6555 0,6692 0,6964 0,7072 0,6929 0,6563 0,5943 0,4947 0,3501 0,1780 0,0180 -0,0944 -0,1491 -0,1611 -0,1557 -0,1495 -0,1392 -0,1032 -0,0168 0,1310 0,3334 0,5691 0,8103 1,0342 1,2277 1,3803 1,4807 1,5248 1,5290 1,5303 1,5727 1,6828 1,8531 2,0446 2,2056 2,2923 2,2858 2,1989 2,0659 1,9193 1,7759 1,6450 1,5460 1,5061 1,5406 1,6469 1,8133 2,0251 2,2636 2,5066 2,7306 2,9162 3,0504 3,1235 3,1321 3,0915 3,0365 2,9975 2,9762 2,9481 2,8835 2,7641 2,5919 2,3914 2,1932 2,0129 1,8542 1,7239 1,6266 1,5480 1,4541 1,3146 1,1236 0,8962 0,6500 0,3982 0,1517 -0,0846 -0,3178 -0,5594 -0,8107 -1,0602 -1,2916 -1,4881 -1,6338 -1,7223 -1,7616 -1,7679 -1,7522 -1,7119 -1,6322 -1,5044 -1,3473 -1,2074 -1,1355 -1,1576 -1,2668 -1,4294 -1,5970 -1,7227 -1,7758 -1,7508 -1,6704 -1,5864 -1,5767 -1,7223 -2,0595 -2,5475 -3,0906 -3,5950 -4,0088 -4,3195 -4,5281 -4,6362 -4,6530 -4,5936 -4,4594 -4,2319 -3,8933 -3,4487 -2,9253 -2,3596 -1,7861 -1,2291 -0,7050 -0,2344 0,1518 0,4253 0,5884 0,6907 0,8096 1,0057 1,2993 1,6804 2,1314 2,6378 3,1907 3,7859 4,4171 5,0608 5,6704 6,1877 6,5700 6,8103 6,9245 6,9230 6,8021 6,5577 6,2002 5,7512 5,2351 4,6777 4,1087 3,5598 3,0598 2,6283 2,2663 1,9559 1,6745 1,4099 1,1581 0,9072 0,6332 0,3219 -0,0096 -0,3250 -0,5915 -0,7819 -0,8668 -0,8252 -0,6619 -0,4076 -0,1055 0,2028 0,4868 0,7334 0,9439 1,1309 1,3089 1,4756 1,5981 1,6254 1,5192 1,2824 0,9617 0,6233 0,3205 0,0747 -0,1311 -0,3488 -0,6441 -1,0667 -1,6287 -2,3042 -3,0496 -3,8258 -4,6038 -5,3600 -6,0740 -6,7337 -7,3374 -7,8853 -8,3679 -8,7683 -9,0792 -9,3176 -9,5141 -9,6789 -9,7773 -9,7453 -9,5364 -9,1575 -8,6635 -8,1158 -7,5480 -6,9669 -6,3763 -5,7909
F3    1,2946 1,3028 1,2614 1,1714 1,0393 0,8865 0,7550 0,6960 0,7404 0,8768 1,0600 1,2391 1,3756 1,4468 1,4485 1,3985 1,3215 1,2288 1,1217 1,0099 0,9096 0,8225 0,7271 0,5983 0,4305 0,2404 0,0506 -0,1287 -0,3070 -0,5021 -0,7199 -0,9469 -1,1595 -1,3367 -1,4644 -1,5350 -1,5482 -1,5094 -1,4268 -1,3147 -1,2010 -1,1195 -1,0939 -1,1269 -1,1950 -1,2590 -1,2969 -1,3280 -1,3967 -1,5373 -1,7584 -2,0492 -2,3905 -2,7626 -3,1440 -3,4992 -3,7775 -3,9291 -3,9268 -3,7774 -3,5167 -3,1958 -2,8710 -2,5909 -2,3840 -2,2618 -2,2299 -2,2853 -2,4098 -2,5723 -2,7368 -2,8702 -2,9433 -2,9291 -2,8129 -2,6162 -2,4021 -2,2403 -2,1591 -2,1367 -2,1343 -2,1276 -2,1118 -2,0920 -2,0731 -2,0513 -2,0085 -1,9164 -1,7540 -1,5262 -1,2645 -1,0047 -0,7649 -0,5394 -0,3113 -0,0721 0,1671 0,3769 0,5192 0,5563 0,4578 0,2066 -0,2004 -0,7582 -1,4520 -2,2473 -3,0850 -3,8884 -4,5794 -5,1039 -5,4480 -5,6320 -5,6952 -5,6873 -5,6635 -5,6810 -5,7923 -6,0293 -6,3856 -6,8135 -7,2409 -7,5955 -7,8204 -7,8786 -7,7586 -7,4736 -7,0534 -6,5365 -5,9644 -5,3727 -4,7856 -4,2161 -3,6656 -3,1281 -2,6009 -2,0898 -1,6025 -1,1403 -0,6968 -0,2625 0,1763 0,6339 1,1118 1,5966 2,0747 2,5425 3,0021 3,4469 3,8541 4,1938 4,4453 4,6068 4,6987 4,7572 4,8177 4,8956 4,9802 5,0441 5,0689 5,0712 5,1021 5,2126 5,4147 5,6712 5,9155 6,0835 6,1383 6,0777 5,9227 5,7025 5,4509 5,2069 5,0031 4,8502 4,7343 4,6262 4,4966 4,3299 4,1294 3,9113 3,6981 3,5106 3,3564 3,2281 3,1174 3,0262 2,9602 2,9198 2,8994 2,8893 2,8736 2,8282 2,7258 2,5509 2,3070 2,0042 1,6504 1,2610 0,8667 0,4977 0,1639 -0,1446 -0,4397 -0,7164 -0,9571 -1,1518 -1,3074 -1,4386 -1,5589 -1,6821 -1,8204 -1,9826 -2,1712 -2,3822 -2,6089 -2,8545 -3,1310 -3,4369 -3,7391 -3,9863 -4,1380 -4,1799 -4,1206 -3,9810 -3,7893 -3,5782 -3,3779 -3,2077 -3,0748 -2,9819 -2,9351 -2,9484 -3,0392 -3,2110 -3,4383 -3,6706 -3,8502 -3,9350 -3,9100 -3,7901 -3,6115 -3,4071 -3,1871 -2,9447 -2,6758 -2,3953 -2,1389 -1,9511 -1,8652 -1,8864 -1,9899 -2,1342 -2,2787 -2,3956 -2,4764 -2,5323 -2,5852 -2,6513 -2,7286 -2,7983 -2,8443 -2,8727 -2,9069 -2,9616 -3,0308 -3,0966 -3,1371 -3,1279 -3,0537 -2,9294 -2,7989 -2,7029 -2,6499 -2,6128 -2,5434 -2,3952 -2,1493 -1,8324 -1,5127 -1,2727 -1,1741 -1,2366 -1,4370 -1,7264 -2,0572 -2,4004 -2,7407 -3,0633 -3,3400 -3,5303 -3,6010 -3,5490 -3,4060 -3,2217 -3,0316 -2,8388 -2,6334 -2,4227 -2,2293 -2,0660 -1,9241 -1,7848 -1,6402 -1,5027 -1,3964 -1,3392 -1,3374 -1,3897 -1,4871 -1,6051 -1,7018 -1,7298 -1,6558 -1,4727 -1,1982 -0,8677 -0,5239 -0,2040 0,0682 0,2793 0,4217 0,4989 0,5339 0,5657 0,6300 0,7380 0,8730 1,0021 1,0904 1,1146 1,0682 0,9566 0,7903 0,5871 0,3723 0,1705 -0,0068 -0,1612 -0,3005 -0,4307 -0,5459 -0,6215 -0,6276 -0,5574 -0,4399 -0,3230 -0,2429 -0,2051 -0,1866 -0,1552 -0,0868 0,0243 0,1568 0,2593 0,2716 0,1609 -0,0535 -0,3075 -0,5248 -0,6491 -0,6530 -0,5292 -0,2895 0,0319 0,3891 0,7467 1,0879 1,4032 1,6752 1,8745 1,9717 1,9530 1,8325 1,6495 1,4484 1,2557 1,0692 0,8674 0,6339 0,3848 0,1715 0,0548 0,0699 0,2073 0,4211 0,6545 0,8586 0,9967 1,0387 0,9642 0,7753 0,5096 0,2278 -0,0143 -0,1826 -0,2613 -0,2442 -0,1294 0,0800 0,3692 0,7060 1,0518 1,3854 1,7082 2,0240 2,3272 2,6042 2,8295 2,9656 2,9807 2,8700 2,6577 2,3883 2,1119 1,8702 1,6860 1,5598 1,4765 1,4208 1,3913 1,3972 1,4431 1,5215 1,6217 1,7402 1,8748 2,0139 2,1420 2,2537 2,3546 2,4551 2,5664 2,6929 2,8245 2,9423 3,0280 3,0694 3,0690 3,0521 3,0559 3,1035 3,1903 3,2932 3,3898 3,4738 3,5570 3,6452 3,7154 3,7307 3,6781 3,5834 3,4857 3,4011 3,3090 3,1668 2,9338 2,5904 2,1512 1,6615 1,1755 0,7314 0,3505 0,0527 -0,1373 -0,2054 -0,1567 -0,0091 0,2133 0,4800 0,7539 0,9944 1,1678 1,2634 1,2952 1,2835 1,2373 1,1516 1,0096 0,7898 0,4835 0,1145 -0,2581 -0,5585 -0,7285 -0,7626 -0,7202 -0,7035 -0,8108 -1,0848 -1,4910 -1,9442 -2,3546 -2,6595 -2,8337 -2,8851 -2,8432 -2,7485 -2,6384 -2,5263 -2,3948 -2,2161 -1,9781 -1,6893 -1,3637 -1,0034 -0,5961 -0,1318 0,3773 0,8923 1,3607 1,7428 2,0356 2,2717 2,4911 2,7174 2,9571 3,2119 3,4877 3,7987 4,1693 4,6175 5,1317 5,6642 6,1485 6,5266 6,7669 6,8578 6,7932 6,5763 6,2382 5,8377 5,4301 5,0333 4,6260 4,1766 3,6767 3,1526 2,6498 2,2058 1,8394 1,5533 1,3387 1,1772 1,0439 0,9117 0,7611 0,5887 0,4016 0,2113 0,0414 -0,0622 -0,0511 0,0889 0,3260 0,6023 0,8636 1,0819 1,2590 1,4160 1,5802 1,7716 1,9884 2,1954 2,3297 2,3267 2,1562 1,8385 1,4288 0,9852 0,5482 0,1348 -0,2602 -0,6591 -1,0905 -1,5742 -2,1107 -2,6840 -3,2752 -3,8702 -4,4579 -5,0253 -5,5604 -6,0547 -6,4971 -6,8629 -7,1165 -7,2340 -7,2282 -7,1499 -7,0509 -6,9420 -6,7907 -6,5600 -6,2493 -5,8950 -5,5378 -5,1962 -4,8611 -4,5048 -4,1002
F7    -2,4321 -2,1426 -1,7107 -1,1923 -0,6521 -0,1441 0,3094 0,7168 1,0887 1,4182 1,6918 1,9010 2,0344 2,0822 2,0576 1,9921 1,9006 1,7653 1,5622 1,2948 0,9993 0,7272 0,5220 0,4020 0,3576 0,3610 0,3781 0,3815 0,3581 0,3089 0,2446 0,1827 0,1339 0,0845 -0,0004 -0,1497 -0,3688 -0,6458 -0,9553 -1,2589 -1,5126 -1,6770 -1,7288 -1,6765 -1,5632 -1,4483 -1,3850 -1,4070 -1,5174 -1,6881 -1,8770 -2,0518 -2,2034 -2,3483 -2,5148 -2,7157 -2,9287 -3,1063 -3,2054 -3,2070 -3,1171 -2,9602 -2,7716 -2,5843 -2,4138 -2,2553 -2,0928 -1,9128 -1,7154 -1,5105 -1,3087 -1,1246 -0,9836 -0,9080 -0,8960 -0,9274 -0,9893 -1,0776 -1,1723 -1,2291 -1,2095 -1,1100 -0,9565 -0,7841 -0,6319 -0,5367 -0,5151 -0,5546 -0,6363 -0,7626 -0,9471 -1,1778 -1,4023 -1,5547 -1,5906 -1,5028 -1,3136 -1,0682 -0,8310 -0,6760 -0,6702 -0,8499 -1,1988 -1,6561 -2,1523 -2,6382 -3,0849 -3,4692 -3,7716 -3,9920 -4,1570 -4,3085 -4,4871 -4,7199 -5,0074 -5,3151 -5,5834 -5,7544 -5,7987 -5,7199 -5,5437 -5,3045 -5,0251 -4,7002 -4,3111 -3,8532 -3,3430 -2,8079 -2,2764 -1,7753 -1,3286 -0,9555 -0,6627 -0,4340 -0,2333 -0,0211 0,2394 0,5858 1,0427 1,5935 2,1764 2,7180 3,1734 3,5362 3,8222 4,0477 4,2168 4,3260 4,3806 4,4032 4,4222 4,4576 4,5206 4,6199 4,7587 4,9228 5,0816 5,2070 5,2902 5,3482 5,4139 5,5107 5,6306 5,7388 5,7969 5,7845 5,7034 5,5657 5,3827 5,1629 4,9191 4,6832 4,5112 4,4669 4,5930 4,8875 5,3045 5,7808 6,2587 6,6844 6,9982 7,1410 7,0775 6,8180 6,4163 5,9445 5,4691 5,0386 4,6728 4,3632 4,0902 3,8317 3,5546 3,2195 2,8137 2,3650 1,9166 1,4983 1,1245 0,8044 0,5412 0,3237 0,1339 -0,0315 -0,1568 -0,2246 -0,2268 -0,1615 -0,0323 0,1453 0,3375 0,4959 0,5702 0,5306 0,3864 0,1836 -0,0222 -0,1928 -0,3124 -0,3816 -0,4128 -0,4271 -0,4468 -0,4796 -0,5104 -0,5164 -0,4850 -0,4150 -0,3124 -0,1891 -0,0640 0,0380 0,1007 0,1344 0,1753 0,2614 0,4053 0,5842 0,7505 0,8508 0,8398 0,6897 0,3965 -0,0198 -0,5156 -1,0222 -1,4562 -1,7439 -1,8410 -1,7360 -1,4568 -1,0772 -0,6995 -0,4115 -0,2550 -0,2232 -0,2780 -0,3724 -0,4707 -0,5579 -0,6403 -0,7351 -0,8494 -0,9671 -1,0606 -1,1142 -1,1285 -1,1109 -1,0714 -1,0217 -0,9654 -0,8892 -0,7694 -0,5898 -0,3551 -0,0966 0,1267 0,2389 0,1804 -0,0528 -0,4005 -0,7656 -1,0583 -1,2285 -1,2722 -1,2176 -1,1128 -1,0195 -0,9996 -1,0899 -1,2845 -1,5394 -1,7945 -1,9943 -2,0996 -2,0902 -1,9622 -1,7198 -1,3740 -0,9496 -0,4903 -0,0521 0,3105 0,5559 0,6716 0,6786 0,6152 0,5168 0,4138 0,3334 0,2955 0,3112 0,3848 0,5094 0,6626 0,8176 0,9589 1,0853 1,2026 1,3168 1,4349 1,5711 1,7380 1,9276 2,1116 2,2692 2,4059 2,5389 2,6742 2,8056 2,9261 3,0300 3,1114 3,1642 3,1816 3,1535 3,0740 2,9600 2,8527 2,7831 2,7395 2,6797 2,5684 2,3923 2,1462 1,8236 1,4270 0,9739 0,4924 0,0240 -0,3761 -0,6586 -0,8077 -0,8458 -0,8139 -0,7517 -0,6828 -0,6064 -0,5068 -0,3757 -0,2195 -0,0465 0,1427 0,3492 0,5647 0,7730 0,9594 1,1131 1,2269 1,3001 1,3398 1,3604 1,3870 1,4499 1,5678 1,7298 1,8867 1,9694 1,9356 1,8050 1,6457 1,5276 1,4851 1,5156 1,6007 1,7285 1,8916 2,0724 2,2431 2,3791 2,4666 2,5051 2,5007 2,4564 2,3743 2,2620 2,1274 1,9699 1,7871 1,5936 1,4272 1,3313 1,3336 1,4368 1,6205 1,8493 2,0755 2,2446 2,3148 2,2834 2,1956 2,1233 2,1298 2,2393 2,4271 2,6315 2,7833 2,8363 2,7827 2,6497 2,4842 2,3327 2,2297 2,1972 2,2449 2,3637 2,5257 2,6967 2,8498 2,9759 3,0948 3,2577 3,5228 3,9135 4,3973 4,9020 5,3572 5,7305 6,0270 6,2583 6,4149 6,4647 6,3714 6,1189 5,7289 5,2616 4,7906 4,3732 4,0401 3,8007 3,6484 3,5650 3,5270 3,5106 3,4952 3,4651 3,4141 3,3540 3,3118 3,3092 3,3427 3,3922 3,4450 3,5013 3,5631 3,6322 3,7136 3,8072 3,8964 3,9522 3,9529 3,9049 3,8386 3,7784 3,7130 3,5989 3,3965 3,1089 2,7902 2,5200 2,3620 2,3329 2,4025 2,5158 2,6125 2,6361 2,5355 2,2726 1,8444 1,2988 0,7192 0,1868 -0,2447 -0,5438 -0,6808 -0,6312 -0,3963 -0,0100 0,4778 1,0159 1,5507 2,0294 2,4213 2,7364 3,0124 3,2821 3,5526 3,8072 4,0157 4,1492 4,2009 4,2009 4,2043 4,2594 4,3907 4,6062 4,9059 5,2796 5,7023 6,1366 6,5454 6,8996 7,1763 7,3569 7,4357 7,4279 7,3541 7,2174 7,0019 6,6991 6,3342 5,9650 5,6542 5,4406 5,3267 5,2855 5,2803 5,2774 5,2477 5,1719 5,0532 4,9185 4,7966 4,6919 4,5827 4,4463 4,2778 4,0791 3,8437 3,5687 3,2786 3,0226 2,8513 2,8033 2,9031 3,1569 3,5423 4,0013 4,4543 4,8373 5,1215 5,3004 5,3782 5,3720 5,3077 5,2077 5,0781 4,9019 4,6495 4,2963 3,8286 3,2446 2,5625 1,8207 1,0711 0,3675 -0,2501 -0,7720 -1,2191 -1,6258 -2,0226 -2,4244 -2,8220 -3,1793 -3,4498 -3,6070 -3,6624 -3,6574 -3,6322 -3,5954 -3,5186 -3,3624 -3,1118 -2,7913 -2,4501 -2,1282 -1,8326 -1,5422 -1,2403 -0,9403
