Fp1   -0,6752 -0,7335 -0,7796 -0,8040 -0,8075 -0,7990 -0,7861 -0,7696 -0,7457 -0,7111 -0,6658 -0,6068 -0,5239 -0,4092 -0,2653 -0,0973 0,1011 0,3432 0,6306 0,9482 1,2736 1,5826 1,8467 2,0310 2,1030 2,0486 1,8875 1,6712 1,4624 1,3056 1,2053 1,1360 1,0758 1,0204 0,9711 0,9229 0,8629 0,7729 0,6320 0,4202 0,1244 -0,2535 -0,6956 -1,1730 -1,6547 -2,1153 -2,5400 -2,9254 -3,2711 -3,5709 -3,8209 -4,0266 -4,1928 -4,3095 -4,3552 -4,3185 -4,2075 -4,0436 -3,8560 -3,6851 -3,5862 -3,6120 -3,7789 -4,0529 -4,3637 -4,6335 -4,8114 -4,8977 -4,9454 -5,0341 -5,2223 -5,5083 -5,8351 -6,1268 -6,3260 -6,4090 -6,3794 -6,2493 -6,0315 -5,7500 -5,4439 -5,1513 -4,8979 -4,7000 -4,5683 -4,5048 -4,5013 -4,5416 -4,6028 -4,6576 -4,6856 -4,6910 -4,7055 -4,7650 -4,8763 -5,0040 -5,0922 -5,1025 -5,0336 -4,9096 -4,7584 -4,6041 -4,4777 -4,4290 -4,5142 -4,7582 -5,1278 -5,5453 -5,9186 -6,1724 -6,2808 -6,2787 -6,2309 -6,1825 -6,1377 -6,0777 -5,9898 -5,8792 -5,7585 -5,6268 -5,4590 -5,2181 -4,8767 -4,4306 -3,8920 -3,2797 -2,6142 -1,9159 -1,2021 -0,4869 0,2112 0,8644 1,4473 1,9574 2,4255 2,9054 3,4458 4,0618 4,7279 5,3962 6,0243 6,5920 7,0941 7,5204 7,8553 8,1020 8,2911 8,4622 8,6511 8,8896 9,1914 9,5249 9,8197 10,0166 10,1023 10,0970 10,0312 9,9300 9,8054 9,6552 9,4628 9,2000 8,8394 8,3777 7,8504 7,3203 6,8398 6,4262 6,0720 5,7697 5,5236 5,3474 5,2526 5,2320 5,2494 5,2515 5,1964 5,0752 4,9142 4,7599 4,6551 4,6232 4,6699 4,7859 4,9455 5,1189 5,2882 5,4482 5,5992 5,7524 5,9324 6,1645 6,4562 6,7892 7,1267 7,4275 7,6548 7,7786 7,7800 7,6578 7,4363 7,1689 6,9258 6,7691 6,7358 6,8392 7,0711 7,3974 7,7577 8,0787 8,3006 8,3994 8,3875 8,2962 8,1560 7,9884 7,8112 7,6420 7,4914 7,3519 7,2001 7,0089 6,7632 6,4677 6,1342 5,7664 5,3611 4,9236 4,4719 4,0247 3,5887 3,1586 2,7169 2,2372 1,7092 1,1594 0,6429 0,2188 -0,0695 -0,2044 -0,2052 -0,1314 -0,0596 -0,0444 -0,0956 -0,1794 -0,2426 -0,2537 -0,2272 -0,2070 -0,2262 -0,2901 -0,3894 -0,5104 -0,6277 -0,7089 -0,7361 -0,7176 -0,6756 -0,6247 -0,5600 -0,4609 -0,3039 -0,0718 0,2473 0,6651 1,1910 1,8145 2,4905 3,1442 3,6982 4,0953 4,3015 4,3021 4,1067 3,7532 3,3058 2,8446 2,4453 2,1575 1,9926 1,9237 1,8958 1,8471 1,7436 1,5982 1,4553 1,3578 1,3217 1,3339 1,3690 1,4059 1,4309 1,4342 1,4145 1,3877 1,3850 1,4317 1,5283 1,6533 1,7855 1,9212 2,0702 2,2346 2,3905 2,5017 2,5482 2,5321 2,4653 2,3596 2,2268 2,0829 1,9464 1,8236 1,6985 1,5464 1,3621 1,1724 1,0185 0,9275 0,9005 0,9229 0,9746 1,0383 1,1081 1,1956 1,3202 1,4925 1,6995 1,9074 2,0796 2,1921 2,2369 2,2160 2,1257 1,9396 1,6180 1,1435 0,5517 -0,0753 -0,6498 -1,1145 -1,4434 -1,6296 -1,6802 -1,6205 -1,4909 -1,3196 -1,1008 -0,8165 -0,4781 -0,1362 0,1477 0,3238 0,3535 0,2107 -0,0974 -0,5216 -0,9962 -1,4710 -1,9219 -2,3458 -2,7460 -3,1184 -3,4496 -3,7217 -3,9149 -4,0130 -4,0174 -3,9580 -3,8869 -3,8571 -3,8996 -4,0067 -4,1324 -4,2137 -4,2034 -4,0961 -3,9285 -3,7587 -3,6487 -3,6498 -3,7836 -4,0282 -4,3228 -4,5943 -4,7834 -4,8616 -4,8394 -4,7621 -4,6894 -4,6701 -4,7218 -4,8192 -4,8989 -4,8917 -4,7602 -4,5086 -4,1606 -3,7465 -3,3166 -2,9424 -2,6870 -2,5791 -2,6083 -2,7322 -2,8946 -3,0554 -3,2094 -3,3782 -3,5828 -3,8224 -4,0786 -4,3363 -4,5877 -4,8143 -4,9692 -4,9893 -4,8364 -4,5369 -4,1735 -3,8280 -3,5356 -3,2921 -3,0807 -2,8812 -2,6661 -2,4100 -2,1102 -1,7968 -1,5177 -1,3106 -1,1884 -1,1430 -1,1522 -1,1852 -1,2165 -1,2458 -1,3039 -1,4434 -1,7101 -2,1070 -2,5827 -3,0576 -3,4598 -3,7437 -3,8914 -3,9045 -3,7985 -3,6048 -3,3669 -3,1233 -2,8941 -2,6774 -2,4557 -2,2069 -1,9223 -1,6269 -1,3768 -1,2299 -1,2162 -1,3292 -1,5345 -1,7807 -2,0119 -2,1812 -2,2571 -2,2246 -2,0874 -1,8609 -1,5612 -1,2146 -0,8741 -0,6069 -0,4617 -0,4589 -0,6058 -0,9102 -1,3786 -2,0075 -2,7787 -3,6586 -4,5967 -5,5317 -6,4030 -7,1534 -7,7252 -8,0683 -8,1560 -7,9900 -7,5910 -6,9850 -6,2045 -5,3052 -4,3712 -3,4927 -2,7329 -2,1145 -1,6285 -1,2525 -0,9674 -0,7583 -0,6136 -0,5288 -0,5022 -0,5193 -0,5472 -0,5428 -0,4668 -0,2999 -0,0466 0,2722 0,6275 0,9977 1,3847 1,8046 2,2574 2,7185 3,1543 3,5281 3,7972 3,9211 3,8839 3,7160 3,4969 3,3288 3,2999 3,4562 3,7877 4,2304 4,6804 5,0252 5,1876 5,1537 4,9653 4,6853 4,3711 4,0681 3,8050 3,5858 3,3871 3,1715 2,9194 2,6474 2,3991 2,2220 2,1413 2,1342 2,1354 2,0853 1,9696 1,8090 1,6232 1,4149 1,1870 0,9621 0,7743 0,6403 0,5523 0,5038 0,5022 0,5471 0,6077 0,6352 0,5978 0,5046 0,3994 0,3253 0,2906 0,2675 0,2219 0,1398 0,0238 -0,1224 -0,2986 -0,5070 -0,7583 -1,0714 -1,4554 -1,8900 -2,3274 -2,7099 -2,9954 -3,1854 -3,3336 -3,5086 -3,7417 -4,0054 -4,2334 -4,3575 -4,3414 -4,2032 -4,0017 -3,7957 -3,6198 -3,4921 -3,4266 -3,4326 -3,5121 -3,6609
Fz    -2,5568 -2,3950 -2,2795 -2,2123 -2,1822 -2,1779 -2,1856 -2,1811 -2,1317 -2,0122 -1,8188 -1,5683 -1,2827 -0,9795 -0,6709 -0,3676 -0,0798 0,1869 0,4349 0,6725 0,9073 1,1422 1,3754 1,5996 1,8019 1,9673 2,0833 2,1451 2,1585 2,1332 2,0717 1,9734 1,8479 1,7142 1,5877 1,4727 1,3637 1,2519 1,1266 0,9731 0,7736 0,5155 0,2008 -0,1480 -0,4919 -0,7929 -1,0313 -1,2057 -1,3245 -1,4047 -1,4752 -1,5658 -1,6894 -1,8363 -1,9874 -2,1286 -2,2547 -2,3632 -2,4538 -2,5335 -2,6172 -2,7155 -2,8281 -2,9520 -3,0864 -3,2282 -3,3753 -3,5402 -3,7539 -4,0508 -4,4421 -4,9022 -5,3821 -5,8335 -6,2176 -6,5013 -6,6583 -6,6746 -6,5524 -6,3114 -5,9888 -5,6326 -5,2968 -5,0383 -4,9041 -4,9086 -5,0282 -5,2162 -5,4155 -5,5671 -5,6279 -5,5890 -5,4689 -5,2913 -5,0703 -4,8137 -4,5315 -4,2427 -3,9692 -3,7198 -3,4833 -3,2440 -3,0069 -2,8084 -2,6977 -2,7060 -2,8359 -3,0785 -3,4222 -3,8432 -4,3074 -4,7840 -5,2486 -5,6739 -6,0277 -6,2810 -6,4170 -6,4380 -6,3595 -6,1917 -5,9288 -5,5529 -5,0476 -4,4178 -3,6956 -2,9246 -2,1437 -1,3879 -0,6910 -0,0814 0,4257 0,8335 1,1665 1,4710 1,8099 2,2466 2,8212 3,5279 4,3142 5,1049 5,8362 6,4783 7,0325 7,5105 7,9224 8,2709 8,5474 8,7471 8,8984 9,0629 9,2920 9,5804 9,8751 10,1228 10,2981 10,3945 10,4093 10,3460 10,2193 10,0445 9,8212 9,5324 9,1606 8,7046 8,1839 7,6324 7,0869 6,5786 6,1294 5,7494 5,4382 5,1918 5,0069 4,8775 4,7908 4,7329 4,6980 4,6903 4,7203 4,8027 4,9516 5,1692 5,4390 5,7340 6,0307 6,3138 6,5746 6,8092 7,0216 7,2254 7,4381 7,6683 7,9075 8,1404 8,3651 8,5985 8,8553 9,1238 9,3686 9,5531 9,6609 9,7025 9,7050 9,6944 9,6858 9,6948 9,7409 9,8296 9,9391 10,0348 10,0925 10,1001 10,0469 9,9228 9,7288 9,4801 9,1985 8,9046 8,6138 8,3302 8,0418 7,7223 7,3436 6,8939 6,3859 5,8485 5,3139 4,8114 4,3551 3,9313 3,5096 3,0712 2,6160 2,1477 1,6709 1,1984 0,7498 0,3469 0,0132 -0,2309 -0,3864 -0,4908 -0,6067 -0,7842 -1,0266 -1,2873 -1,5012 -1,6298 -1,6844 -1,7103 -1,7518 -1,8283 -1,9401 -2,0769 -2,2145 -2,3153 -2,3465 -2,3010 -2,1982 -2,0689 -1,9359 -1,8024 -1,6540 -1,4659 -1,2086 -0,8534 -0,3869 0,1717 0,7715 1,3519 1,8575 2,2409 2,4720 2,5534 2,5155 2,3913 2,2014 1,9628 1,7047 1,4629 1,2581 1,0906 0,9605 0,8860 0,8990 1,0228 1,2553 1,5639 1,8970 2,2091 2,4750 2,6794 2,8048 2,8417 2,8019 2,7203 2,6446 2,6150 2,6459 2,7308 2,8594 3,0230 3,2136 3,4230 3,6401 3,8503 4,0446 4,2238 4,3910 4,5459 4,6853 4,8031 4,8876 4,9215 4,8872 4,7830 4,6363 4,4949 4,3980 4,3549 4,3536 4,3802 4,4233 4,4710 4,5191 4,5801 4,6748 4,8086 4,9607 5,0945 5,1762 5,1801 5,0859 4,8821 4,5685 4,1477 3,6135 2,9589 2,2005 1,3893 0,5919 -0,1326 -0,7380 -1,1840 -1,4399 -1,4967 -1,3736 -1,1012 -0,6991 -0,1865 0,3854 0,9301 1,3649 1,6414 1,7396 1,6530 1,3891 0,9749 0,4472 -0,1612 -0,8317 -1,5594 -2,3414 -3,1590 -3,9747 -4,7410 -5,4124 -5,9566 -6,3636 -6,6464 -6,8333 -6,9606 -7,0597 -7,1379 -7,1704 -7,1171 -6,9481 -6,6593 -6,2753 -5,8469 -5,4468 -5,1504 -5,0042 -5,0100 -5,1392 -5,3562 -5,6244 -5,9046 -6,1636 -6,3861 -6,5741 -6,7334 -6,8558 -6,9141 -6,8757 -6,7208 -6,4479 -6,0639 -5,5741 -4,9862 -4,3261 -3,6486 -3,0346 -2,5707 -2,3122 -2,2548 -2,3457 -2,5276 -2,7738 -3,0890 -3,4854 -3,9522 -4,4453 -4,9066 -5,2922 -5,5762 -5,7312 -5,7208 -5,5209 -5,1457 -4,6438 -4,0648 -3,4359 -2,7669 -2,0716 -1,3796 -0,7398 -0,2144 0,1422 0,3126 0,3297 0,2562 0,1448 0,0148 -0,1369 -0,3096 -0,4936 -0,6852 -0,8947 -1,1380 -1,4206 -1,7249 -2,0106 -2,2343 -2,3719 -2,4259 -2,4093 -2,3301 -2,1932 -2,0117 -1,8092 -1,6103 -1,4309 -1,2762 -1,1448 -1,0294 -0,9152 -0,7833 -0,6201 -0,4220 -0,1971 0,0355 0,2500 0,4243 0,5469 0,6176 0,6493 0,6699 0,7106 0,7883 0,8950 0,9983 1,0542 1,0274 0,9009 0,6671 0,3141 -0,1766 -0,8185 -1,6027 -2,4961 -3,4548 -4,4324 -5,3741 -6,2145 -6,8857 -7,3265 -7,4903 -7,3553 -6,9332 -6,2642 -5,4088 -4,4469 -3,4741 -2,5787 -1,8097 -1,1653 -0,6164 -0,1401 0,2699 0,6116 0,8841 1,0936 1,2577 1,4048 1,5673 1,7720 2,0387 2,3796 2,7888 3,2360 3,6744 4,0565 4,3583 4,5964 4,8073 5,0149 5,2269 5,4502 5,6880 5,9257 6,1298 6,2669 6,3334 6,3650 6,4168 6,5313 6,7223 6,9748 7,2510 7,4934 7,6413 7,6567 7,5380 7,3127 7,0240 6,7216 6,4526 6,2479 6,1143 6,0340 5,9697 5,8802 5,7404 5,5519 5,3335 5,1002 4,8449 4,5442 4,1856 3,7890 3,3916 3,0132 2,6462 2,2797 1,9239 1,6102 1,3753 1,2493 1,2524 1,3907 1,6475 1,9715 2,2825 2,5000 2,5792 2,5300 2,4013 2,2428 2,0777 1,9005 1,6874 1,4073 1,0411 0,6030 0,1329 -0,3317 -0,7684 -1,1584 -1,4797 -1,7187 -1,8803 -1,9865 -2,0739 -2,1897 -2,3706 -2,6125 -2,8660 -3,0640 -3,1581 -3,1439 -3,0627 -2,9734 -2,9146 -2,8910 -2,8849 -2,8718 -2,8342 -2,7722 -2,7047
F3    -0,5098 -0,4881 -0,5365 -0,6449 -0,7919 -0,9564 -1,1149 -1,2355 -1,2847 -1,2441 -1,1217 -0,9459 -0,7492 -0,5602 -0,4024 -0,2897 -0,2180 -0,1632 -0,0933 0,0170 0,1790 0,3919 0,6470 0,9278 1,2120 1,4780 1,7117 1,9064 2,0587 2,1615 2,1987 2,1543 2,0293 1,8446 1,6285 1,4062 1,1901 0,9741 0,7387 0,4649 0,1448 -0,2191 -0,6178 -1,0318 -1,4274 -1,7671 -2,0302 -2,2210 -2,3551 -2,4455 -2,5048 -2,5486 -2,5871 -2,6188 -2,6383 -2,6490 -2,6610 -2,6778 -2,6943 -2,7109 -2,7423 -2,8075 -2,9138 -3,0572 -3,2273 -3,4073 -3,5837 -3,7648 -3,9828 -4,2712 -4,6345 -5,0410 -5,4460 -5,8150 -6,1246 -6,3522 -6,4704 -6,4508 -6,2762 -5,9586 -5,5435 -5,0936 -4,6761 -4,3569 -4,1885 -4,1900 -4,3412 -4,5923 -4,8749 -5,1124 -5,2443 -5,2536 -5,1688 -5,0356 -4,8856 -4,7265 -4,5544 -4,3717 -4,1893 -4,0157 -3,8467 -3,6743 -3,5108 -3,3993 -3,3893 -3,4981 -3,7037 -3,9703 -4,2650 -4,5578 -4,8344 -5,1060 -5,3879 -5,6698 -5,9149 -6,0860 -6,1679 -6,1738 -6,1294 -6,0452 -5,9036 -5,6679 -5,3037 -4,8046 -4,2006 -3,5402 -2,8681 -2,2121 -1,5801 -0,9700 -0,3881 0,1463 0,6209 1,0556 1,5069 2,0474 2,7295 3,5496 4,4422 5,3130 6,0867 6,7350 7,2686 7,7091 8,0719 8,3643 8,5835 8,7267 8,8186 8,9184 9,0788 9,2973 9,5213 9,7025 9,8277 9,9021 9,9291 9,9110 9,8540 9,7583 9,6036 9,3509 8,9645 8,4371 7,7988 7,1043 6,4140 5,7804 5,2399 4,8081 4,4841 4,2659 4,1550 4,1449 4,2115 4,3183 4,4311 4,5282 4,6056 4,6801 4,7788 4,9201 5,1033 5,3158 5,5426 5,7715 5,9946 6,2068 6,4090 6,6165 6,8556 7,1453 7,4813 7,8387 8,1922 8,5327 8,8579 9,1508 9,3772 9,5036 9,5136 9,4172 9,2473 9,0462 8,8554 8,7178 8,6681 8,7074 8,7976 8,8893 8,9515 8,9703 8,9354 8,8429 8,7014 8,5246 8,3200 8,0901 7,8366 7,5575 7,2403 6,8633 6,4094 5,8895 5,3445 4,8179 4,3328 3,8948 3,4982 3,1208 2,7299 2,3034 1,8370 1,3342 0,8069 0,2810 -0,2061 -0,6110 -0,8896 -1,0112 -0,9857 -0,8787 -0,7911 -0,8083 -0,9559 -1,1920 -1,4405 -1,6420 -1,7851 -1,8952 -2,0003 -2,1112 -2,2274 -2,3430 -2,4387 -2,4823 -2,4465 -2,3253 -2,1337 -1,8994 -1,6542 -1,4251 -1,2248 -1,0407 -0,8285 -0,5281 -0,0971 0,4564 1,0700 1,6557 2,1353 2,4607 2,6209 2,6400 2,5591 2,4086 2,2001 1,9424 1,6580 1,3750 1,1090 0,8620 0,6413 0,4735 0,3976 0,4426 0,6082 0,8614 1,1502 1,4230 1,6417 1,7787 1,8128 1,7377 1,5725 1,3620 1,1624 1,0140 0,9218 0,8713 0,8578 0,8917 0,9822 1,1229 1,2891 1,4512 1,5934 1,7178 1,8326 1,9434 2,0535 2,1652 2,2755 2,3695 2,4225 2,4162 2,3575 2,2753 2,1933 2,1115 2,0178 1,9121 1,8061 1,7087 1,6275 1,5823 1,6024 1,7038 1,8714 2,0668 2,2473 2,3759 2,4225 2,3671 2,2008 1,9158 1,4962 0,9282 0,2266 -0,5544 -1,3433 -2,0737 -2,6854 -3,1209 -3,3374 -3,3310 -3,1439 -2,8308 -2,4214 -1,9318 -1,4060 -0,9196 -0,5426 -0,3156 -0,2548 -0,3612 -0,6163 -0,9800 -1,4059 -1,8623 -2,3409 -2,8518 -3,4062 -3,9967 -4,5900 -5,1364 -5,5885 -5,9196 -6,1345 -6,2650 -6,3542 -6,4402 -6,5401 -6,6346 -6,6751 -6,6179 -6,4545 -6,2110 -5,9284 -5,6535 -5,4433 -5,3544 -5,4158 -5,6158 -5,9118 -6,2484 -6,5734 -6,8505 -7,0641 -7,2171 -7,3232 -7,3973 -7,4440 -7,4524 -7,4008 -7,2687 -7,0472 -6,7358 -6,3305 -5,8252 -5,2347 -4,6115 -4,0400 -3,6084 -3,3697 -3,3160 -3,3944 -3,5552 -3,7851 -4,0977 -4,4990 -4,9622 -5,4299 -5,8422 -6,1627 -6,3807 -6,4915 -6,4842 -6,3514 -6,1088 -5,7907 -5,4198 -4,9928 -4,5016 -3,9605 -3,4076 -2,8900 -2,4500 -2,1158 -1,8911 -1,7543 -1,6737 -1,6301 -1,6256 -1,6651 -1,7352 -1,8108 -1,8827 -1,9701 -2,1093 -2,3299 -2,6278 -2,9598 -3,2698 -3,5193 -3,6916 -3,7800 -3,7847 -3,7202 -3,6194 -3,5255 -3,4742 -3,4799 -3,5320 -3,6024 -3,6537 -3,6472 -3,5569 -3,3799 -3,1321 -2,8407 -2,5365 -2,2494 -2,0035 -1,8166 -1,6985 -1,6407 -1,6125 -1,5786 -1,5185 -1,4285 -1,3195 -1,2161 -1,1469 -1,1349 -1,2018 -1,3756 -1,6894 -2,1713 -2,8289 -3,6396 -4,5563 -5,5182 -6,4570 -7,3031 -7,9881 -8,4473 -8,6312 -8,5211 -8,1370 -7,5267 -6,7506 -5,8779 -4,9884 -4,1610 -3,4448 -2,8396 -2,3113 -1,8281 -1,3796 -0,9732 -0,6186 -0,3162 -0,0573 0,1703 0,3791 0,5839 0,8109 1,0958 1,4587 1,8849 2,3290 2,7318 3,0491 3,2799 3,4571 3,6128 3,7645 3,9263 4,1099 4,3085 4,4929 4,6318 4,7243 4,8090 4,9374 5,1439 5,4331 5,7825 6,1456 6,4549 6,6402 6,6612 6,5266 6,2812 5,9794 5,6674 5,3792 5,1352 4,9403 4,7828 4,6370 4,4770 4,2924 4,0928 3,9010 3,7334 3,5792 3,4029 3,1760 2,9044 2,6174 2,3289 2,0234 1,6825 1,3185 0,9792 0,7240 0,5990 0,6262 0,8009 1,0902 1,4287 1,7270 1,9009 1,9110 1,7802 1,5720 1,3500 1,1471 0,9634 0,7800 0,5720 0,3182 0,0110 -0,3438 -0,7386 -1,1637 -1,5957 -1,9973 -2,3322 -2,5810 -2,7496 -2,8742 -3,0143 -3,2195 -3,4913 -3,7762 -3,9992 -4,1104 -4,1116 -4,0501 -3,9818 -3,9339 -3,9029 -3,8804 -3,8686 -3,8770 -3,9170 -3,9966
F7    0,4952 0,5833 0,6392 0,6646 0,6587 0,6105 0,5114 0,3751 0,2347 0,1176 0,0258 -0,0566 -0,1409 -0,2259 -0,3082 -0,3893 -0,4628 -0,5019 -0,4716 -0,3543 -0,1601 0,0834 0,3463 0,6017 0,8259 1,0034 1,1320 1,2210 1,2836 1,3251 1,3323 1,2823 1,1656 0,9929 0,7835 0,5576 0,3325 0,1208 -0,0743 -0,2621 -0,4618 -0,6946 -0,9702 -1,2722 -1,5623 -1,8069 -2,0038 -2,1801 -2,3673 -2,5788 -2,8078 -3,0369 -3,2431 -3,4009 -3,4933 -3,5249 -3,5154 -3,4794 -3,4193 -3,3409 -3,2654 -3,2178 -3,2074 -3,2285 -3,2700 -3,3161 -3,3517 -3,3822 -3,4430 -3,5805 -3,8112 -4,1040 -4,4048 -4,6719 -4,8865 -5,0400 -5,1163 -5,0881 -4,9332 -4,6548 -4,2804 -3,8516 -3,4252 -3,0724 -2,8591 -2,8183 -2,9382 -3,1690 -3,4349 -3,6508 -3,7546 -3,7385 -3,6479 -3,5411 -3,4486 -3,3648 -3,2705 -3,1576 -3,0340 -2,9108 -2,7895 -2,6702 -2,5765 -2,5677 -2,7049 -3,0018 -3,4147 -3,8768 -4,3250 -4,7084 -5,0060 -5,2364 -5,4333 -5,6092 -5,7521 -5,8468 -5,8909 -5,8962 -5,8775 -5,8335 -5,7382 -5,5516 -5,2422 -4,8063 -4,2633 -3,6371 -2,9513 -2,2366 -1,5313 -0,8766 -0,3086 0,1545 0,5253 0,8539 1,2207 1,7109 2,3744 3,1929 4,0831 4,9388 5,6859 6,3129 6,8545 7,3448 7,7881 8,1619 8,4344 8,5938 8,6787 8,7707 8,9358 9,1716 9,4202 9,6259 9,7680 9,8517 9,8890 9,8937 9,8820 9,8632 9,8230 9,7167 9,4874 9,1014 8,5742 7,9652 7,3461 6,7725 6,2772 5,8733 5,5640 5,3561 5,2609 5,2736 5,3573 5,4534 5,5109 5,5076 5,4567 5,4000 5,3857 5,4378 5,5490 5,6979 5,8627 6,0231 6,1614 6,2679 6,3491 6,4347 6,5646 6,7605 7,0097 7,2756 7,5239 7,7411 7,9293 8,0929 8,2318 8,3356 8,3815 8,3517 8,2520 8,1078 7,9531 7,8317 7,7871 7,8313 7,9334 8,0464 8,1341 8,1708 8,1369 8,0279 7,8591 7,6549 7,4374 7,2247 7,0268 6,8382 6,6369 6,3938 6,0895 5,7268 5,3252 4,9029 4,4737 4,0566 3,6725 3,3255 2,9989 2,6716 2,3301 1,9690 1,5946 1,2243 0,8789 0,5852 0,3834 0,3148 0,3828 0,5260 0,6412 0,6451 0,5209 0,3201 0,1244 -0,0107 -0,0862 -0,1401 -0,2066 -0,2944 -0,3944 -0,4897 -0,5535 -0,5547 -0,4773 -0,3337 -0,1609 -0,0016 0,1154 0,1866 0,2321 0,2900 0,4123 0,6532 1,0484 1,5889 2,2117 2,8224 3,3300 3,6751 3,8461 3,8781 3,8266 3,7292 3,5942 3,4190 3,2080 2,9654 2,6792 2,3320 1,9283 1,5072 1,1336 0,8694 0,7442 0,7437 0,8229 0,9340 1,0449 1,1374 1,1979 1,2193 1,2096 1,1917 1,1855 1,1844 1,1544 1,0731 0,9601 0,8598 0,8038 0,7915 0,7953 0,7819 0,7358 0,6638 0,5829 0,5110 0,4631 0,4481 0,4641 0,4934 0,5028 0,4606 0,3645 0,2475 0,1495 0,0867 0,0527 0,0368 0,0264 0,0063 -0,0241 -0,0359 0,0159 0,1632 0,4026 0,6978 0,9975 1,2509 1,4176 1,4808 1,4476 1,3238 1,0892 0,7113 0,1845 -0,4493 -1,1211 -1,7636 -2,3156 -2,7177 -2,9249 -2,9304 -2,7727 -2,5037 -2,1532 -1,7387 -1,3006 -0,9049 -0,6082 -0,4316 -0,3690 -0,4067 -0,5242 -0,6898 -0,8751 -1,0722 -1,2906 -1,5432 -1,8343 -2,1536 -2,4770 -2,7698 -2,9943 -3,1222 -3,1471 -3,0887 -2,9873 -2,8930 -2,8427 -2,8353 -2,8308 -2,7827 -2,6687 -2,4992 -2,3085 -2,1488 -2,0816 -2,1572 -2,3893 -2,7467 -3,1673 -3,5844 -3,9504 -4,2422 -4,4570 -4,6054 -4,7067 -4,7830 -4,8487 -4,8970 -4,8991 -4,8216 -4,6450 -4,3643 -3,9781 -3,4925 -2,9388 -2,3801 -1,8994 -1,5808 -1,4767 -1,5763 -1,8133 -2,1159 -2,4474 -2,8047 -3,1941 -3,6087 -4,0157 -4,3708 -4,6442 -4,8256 -4,9066 -4,8731 -4,7260 -4,5004 -4,2478 -3,9905 -3,7066 -3,3618 -2,9504 -2,5089 -2,0997 -1,7836 -1,5970 -1,5400 -1,5822 -1,6814 -1,8060 -1,9435 -2,0852 -2,2074 -2,2782 -2,2858 -2,2563 -2,2465 -2,3113 -2,4662 -2,6788 -2,9003 -3,0950 -3,2403 -3,3176 -3,3182 -3,2514 -3,1433 -3,0240 -2,9209 -2,8591 -2,8536 -2,8973 -2,9594 -3,0007 -2,9937 -2,9294 -2,8094 -2,6421 -2,4487 -2,2638 -2,1230 -2,0489 -2,0438 -2,0852 -2,1308 -2,1390 -2,0815 -1,9430 -1,7312 -1,4861 -1,2612 -1,0958 -1,0126 -1,0329 -1,1838 -1,4923 -1,9690 -2,5943 -3,3193 -4,0783 -4,8041 -5,4410 -5,9430 -6,2634 -6,3648 -6,2405 -5,9174 -5,4352 -4,8287 -4,1365 -3,4176 -2,7470 -2,1860 -1,7523 -1,4221 -1,1561 -0,9239 -0,7109 -0,5044 -0,2820 -0,0242 0,2687 0,5774 0,8798 1,1680 1,4484 1,7226 1,9808 2,2136 2,4151 2,5849 2,7404 2,9109 3,1110 3,3355 3,5757 3,8227 4,0557 4,2422 4,3599 4,4215 4,4775 4,5890 4,7940 5,0944 5,4616 5,8394 6,1484 6,3112 6,2914 6,1082 5,8191 5,4885 5,1681 4,8964 4,7032 4,6072 4,6007 4,6396 4,6664 4,6455 4,5750 4,4733 4,3556 4,2167 4,0339 3,7973 3,5363 3,3025 3,1182 2,9547 2,7648 2,5273 2,2606 2,0048 1,8052 1,7024 1,7230 1,8669 2,0955 2,3343 2,4993 2,5352 2,4406 2,2607 2,0571 1,8789 1,7504 1,6749 1,6362 1,6012 1,5325 1,4002 1,1852 0,8882 0,5394 0,1907 -0,1087 -0,3339 -0,4928 -0,6252 -0,7856 -1,0142 -1,3126 -1,6428 -1,9490 -2,1850 -2,3349 -2,4202 -2,4765 -2,5232 -2,5663 -2,6187 -2,6999 -2,8212 -2,9826 -3,1792
