Fp1   -5,4754 -5,4764 -5,3710 -5,1513 -4,8059 -4,3130 -3,6783 -2,9593 -2,2284 -1,5147 -0,7957 -0,0388 0,7497 1,5104 2,1697 2,6872 3,0591 3,3107 3,4931 3,6518 3,7878 3,8576 3,8062 3,6049 3,2836 2,9298 2,6393 2,4577 2,3637 2,2888 2,1546 1,9158 1,5741 1,1486 0,6536 0,1100 -0,4409 -0,9451 -1,3534 -1,6349 -1,7857 -1,8306 -1,8122 -1,7585 -1,6614 -1,4922 -1,2313 -0,8827 -0,4806 -0,0900 0,2191 0,4230 0,5740 0,7655 1,0579 1,4450 1,8808 2,3136 2,7029 3,0456 3,3929 3,8266 4,4069 5,1337 5,9385 6,6971 7,2640 7,5362 7,5016 7,2251 6,7976 6,3010 5,7792 5,2167 4,5647 3,8019 2,9611 2,1011 1,2747 0,5291 -0,0746 -0,4668 -0,6039 -0,4873 -0,1536 0,3372 0,9107 1,4914 2,0065 2,3869 2,5856 2,6058 2,5067 2,3789 2,3052 2,3320 2,4740 2,7415 3,1498 3,7021 4,3738 5,1167 5,8705 6,5799 7,2096 7,7446 8,1782 8,5031 8,7133 8,8241 8,8807 8,9240 8,9581 8,9641 8,9300 8,8554 8,7290 8,5095 8,1475 7,6260 6,9682 6,2205 5,4484 4,7511 4,2683 4,1394 4,4330 5,1142 6,0681 7,1347 8,1315 8,8891 9,3106 9,4095 9,2895 9,0936 8,9634 9,0105 9,2957 9,8311 10,5964 11,5465 12,6183 13,7421 14,8428 15,8409 16,6774 17,3435 17,8764 18,3163 18,6727 18,9349 19,0940 19,1478 19,1083 19,0004 18,8333 18,5676 18,1312 17,4808 16,6525 15,7590 14,9415 14,2971 13,8311 13,4738 13,1389 12,7707 12,3576 11,9181 11,4765 11,0323 10,5471 9,9751 9,3118 8,6014 7,8968 7,2194 6,5657 5,9500 5,4258 5,0626 4,9026 4,9372 5,1224 5,4053 5,7263 6,0183 6,2259 6,3248 6,3231 6,2451 6,1022 5,8734 5,5267 5,0576 4,4976 3,8851 3,2359 2,5405 1,7828 0,9507 0,0453 -0,8984 -1,7995 -2,5644 -3,1463 -3,5701 -3,8991 -4,1828 -4,4278 -4,6026 -4,6740 -4,6419 -4,5294 -4,3480 -4,0867 -3,7195 -3,2215 -2,5986 -1,9065 -1,2278 -0,6303 -0,1343 0,2826 0,6398 0,9190 1,0731 1,0457 0,7866 0,2787 -0,4478 -1,3183 -2,2103 -2,9713 -3,5020 -3,8281 -4,0658 -4,3119 -4,5662 -4,7576 -4,8281 -4,7790 -4,6512 -4,4872 -4,3002 -4,0584 -3,7081 -3,2265 -2,6479 -2,0529 -1,5475 -1,2299 -1,1429 -1,2437 -1,4203 -1,5582 -1,6131 -1,6202 -1,6306 -1,6507 -1,6386 -1,5375 -1,3126 -0,9788 -0,5985 -0,2537 -0,0236 0,0213 -0,1761 -0,6376 -1,3170 -2,1001 -2,8599 -3,5295 -4,1184 -4,6560 -5,1264 -5,4634 -5,5969 -5,4977 -5,1848 -4,7135 -4,1684 -3,6442 -3,2056 -2,8559 -2,5367 -2,1622 -1,6704 -1,0596 -0,3808 0,2983 0,9269 1,4893 1,9982 2,4641 2,8674 3,1642 3,3302 3,4020 3,4578 3,5416 3,6061 3,5343 3,2234 2,6619 1,9455 1,2186 0,6084 0,1997 0,0176 0,0045 0,0329 -0,0337 -0,2734 -0,6766 -1,1730 -1,6828 -2,1325 -2,4389 -2,5192 -2,3304 -1,8956 -1,2948 -0,6346 -0,0032 0,5635 1,0670 1,5041 1,8541 2,0910 2,1940 2,1672 2,0646 1,9864 2,0281 2,2116 2,4736 2,7321 2,9540 3,1506 3,3366 3,5084 3,6525 3,7594 3,8322 3,8833 3,9295 3,9936 4,0955 4,2286 4,3472 4,3815 4,2652 3,9485 3,4085 2,6757 1,8507 1,0701 0,4502 0,0599 -0,0772 0,0260 0,3348 0,8116 1,4260 2,1498 2,9513 3,7923 4,6283 5,4134 6,1097 6,6978 7,1842 7,5798 7,8506 7,9019 7,6375 7,0445 6,2170 5,3106 4,4865 3,8808 3,5694 3,5345 3,6782 3,8782 4,0409 4,1233 4,1227 4,0543 3,9397 3,8031 3,6701 3,5702 3,5277 3,5404 3,5718 3,5677 3,4830 3,3073 3,0693 2,8231 2,6419 2,6094 2,7990 3,2486 3,9347 4,7597 5,5691 6,1912 6,4878 6,4110 6,0400 5,5723 5,2563 5,2834 5,7032 6,4242 7,2869 8,1413 8,8837 9,4582 9,8476 10,0657 10,1465 10,1304 10,0455 9,8975 9,6905 9,4671 9,3143 9,3246 9,5447 9,9529 10,4834 11,0746 11,7014 12,3684 13,0679 13,7483 14,3220 14,6932 14,7858 14,5678 14,0615 13,3354 12,4788 11,5777 10,7153 9,9709 9,3909 8,9726 8,6957 8,5510 8,5304 8,6195 8,8058 9,0707 9,3803 9,7059 10,0433 10,4057 10,8041 11,2290 11,6469 12,0206 12,3239 12,5372 12,6524 12,6877 12,6926 12,7334 12,8660 13,1081 13,4243 13,7454 14,0089 14,1809 14,2497 14,2210 14,1255 14,0182 13,9582 13,9941 14,1565 14,4392 14,7952 15,1750 15,5682 15,9995 16,4901 17,0276 17,5514 17,9450 18,0668 17,8281 17,2538 16,4816 15,7089 15,1135 14,7822 14,6824 14,6791 14,5846 14,2405 13,5996 12,7413 11,8150 10,9723 10,3156 9,8777 9,6429 9,5894 9,7085 9,9918 10,4110 10,9276 11,5133 12,1481 12,8097 13,4827 14,1724 14,8913 15,6245 16,3248 16,9483 17,4766 17,9057 18,2423 18,5063 18,7166 18,8824 19,0115 19,1117 19,1852 19,2383 19,2939 19,3777 19,4809 19,5333 19,4231 19,0560 18,4131 17,5681 16,6499 15,7888 15,0863 14,5978 14,3135 14,1482 13,9758 13,7085 13,3525 12,9883 12,6991 12,5230 12,4612 12,4939 12,5756 12,6368 12,5993 12,3942 11,9824 11,3599 10,5444 9,5776 8,5507 7,6116 6,9220 6,5899 6,6130 6,8701 7,1816 7,3877 7,3868 7,1446 6,6879 6,0738 5,3604 4,6085 3,8966 3,3188 2,9686 2,9232 3,2154 3,8018 4,5667 5,3708 6,1016 6,6949 7,1282 7,4062 7,5544 7,6053 7,5812 7,5143 7,4786 7,5582
Fz    -4,1982 -4,1906 -4,1328 -3,9884 -3,7204 -3,3115 -2,7878 -2,2154 -1,6605 -1,1536 -0,6942 -0,2778 0,0917 0,4056 0,6669 0,9024 1,1517 1,4516 1,8289 2,2832 2,7685 3,1999 3,4842 3,5545 3,4004 3,0761 2,6705 2,2595 1,8831 1,5471 1,2370 0,9381 0,6463 0,3612 0,0780 -0,2073 -0,4911 -0,7613 -0,9939 -1,1550 -1,2170 -1,1805 -1,0749 -0,9266 -0,7365 -0,4901 -0,1785 0,1956 0,6161 1,0460 1,4337 1,7412 1,9700 2,1560 2,3363 2,5256 2,7183 2,9017 3,0693 3,2359 3,4409 3,7265 4,1055 4,5502 5,0061 5,4133 5,7223 5,9105 5,9926 6,0077 5,9937 5,9661 5,9052 5,7575 5,4633 4,9960 4,3799 3,6774 2,9638 2,3128 1,7928 1,4582 1,3290 1,3849 1,5783 1,8492 2,1396 2,4075 2,6296 2,7937 2,8970 2,9497 2,9745 3,0019 3,0610 3,1665 3,3226 3,5410 3,8437 4,2412 4,7158 5,2299 5,7455 6,2363 6,6884 7,0932 7,4372 7,6965 7,8434 7,8711 7,8070 7,6872 7,5266 7,3240 7,0887 6,8473 6,6241 6,4216 6,2277 6,0360 5,8467 5,6536 5,4440 5,2175 5,0023 4,8374 4,7343 4,6677 4,6050 4,5327 4,4550 4,3808 4,3238 4,3069 4,3569 4,4926 4,7238 5,0607 5,5198 6,1205 6,8775 7,7910 8,8463 10,0168 11,2611 12,5266 13,7727 14,9887 16,1770 17,3173 18,3515 19,2081 19,8333 20,2052 20,3420 20,3008 20,1503 19,9294 19,6307 19,2292 18,7217 18,1396 17,5346 16,9500 16,4047 15,9001 15,4380 15,0306 14,6972 14,4508 14,2808 14,1365 13,9344 13,6009 13,1154 12,5124 11,8472 11,1645 10,4988 9,8946 9,4108 9,0963 8,9633 8,9896 9,1450 9,4098 9,7623 10,1634 10,5656 10,9334 11,2475 11,4948 11,6526 11,6839 11,5555 11,2613 10,8246 10,2805 9,6576 8,9747 8,2466 7,4858 6,7039 5,9259 5,2041 4,6037 4,1686 3,9040 3,7916 3,8136 3,9636 4,2348 4,5935 4,9698 5,2891 5,5128 5,6462 5,7237 5,7859 5,8493 5,8937 5,8851 5,8072 5,6718 5,5014 5,3060 5,0787 4,8038 4,4578 4,0111 3,4425 2,7503 1,9572 1,1206 0,3204 -0,3938 -1,0409 -1,6789 -2,3367 -2,9771 -3,5205 -3,8934 -4,0588 -4,0194 -3,8087 -3,4770 -3,0763 -2,6543 -2,2538 -1,9047 -1,6146 -1,3753 -1,1744 -0,9932 -0,8014 -0,5627 -0,2533 0,1155 0,4977 0,8488 1,1589 1,4489 1,7422 2,0417 2,3180 2,5143 2,5680 2,4356 2,1095 1,6200 1,0262 0,4055 -0,1594 -0,6015 -0,8968 -1,0702 -1,1637 -1,1984 -1,1657 -1,0447 -0,8243 -0,5164 -0,1628 0,1669 0,3974 0,4844 0,4374 0,3145 0,1978 0,1603 0,2393 0,4365 0,7322 1,0955 1,4951 1,9106 2,3337 2,7535 3,1428 3,4677 3,7132 3,8907 4,0146 4,0724 4,0206 3,8080 3,4102 2,8515 2,1996 1,5456 0,9831 0,5753 0,3226 0,1645 0,0179 -0,1779 -0,4366 -0,7336 -1,0303 -1,2822 -1,4360 -1,4432 -1,2842 -0,9784 -0,5758 -0,1416 0,2735 0,6624 1,0564 1,4883 1,9648 2,4616 2,9310 3,3250 3,6270 3,8622 4,0706 4,2620 4,4040 4,4556 4,4038 4,2705 4,0985 3,9389 3,8408 3,8425 3,9611 4,1803 4,4498 4,7093 4,9164 5,0496 5,0933 5,0317 4,8578 4,5791 4,2173 3,8136 3,4268 3,1069 2,8666 2,6898 2,5654 2,5058 2,5405 2,7007 3,0103 3,4820 4,1123 4,8756 5,7196 6,5691 7,3382 7,9472 8,3420 8,4975 8,4015 8,0484 7,4585 6,7001 5,8797 5,1059 4,4617 3,9990 3,7350 3,6475 3,6859 3,7971 3,9431 4,1035 4,2676 4,4247 4,5599 4,6566 4,7003 4,6855 4,6183 4,5142 4,3909 4,2619 4,1383 4,0370 3,9795 3,9825 4,0599 4,2322 4,5204 4,9246 5,4040 5,8785 6,2532 6,4453 6,4055 6,1375 5,7100 5,2486 4,8945 4,7483 4,8339 5,1075 5,4962 5,9306 6,3547 6,7271 7,0199 7,2148 7,3000 7,2695 7,1259 6,8849 6,5869 6,3074 6,1431 6,1745 6,4306 6,8821 7,4606 8,0885 8,7084 9,2960 9,8407 10,3179 10,6883 10,9133 10,9713 10,8680 10,6352 10,3169 9,9497 9,5521 9,1356 8,7191 8,3268 7,9807 7,7069 7,5322 7,4670 7,5034 7,6286 7,8252 8,0636 8,3075 8,5273 8,7043 8,8274 8,8929 8,9106 8,9108 8,9362 9,0226 9,1853 9,4200 9,7092 10,0234 10,3177 10,5329 10,6117 10,5252 10,2900 9,9559 9,5796 9,2125 8,9057 8,7129 8,6790 8,8211 9,1203 9,5244 9,9636 10,3768 10,7336 11,0347 11,2942 11,5192 11,6973 11,7874 11,7260 11,4604 10,9884 10,3745 9,7290 9,1641 8,7524 8,5105 8,4060 8,3730 8,3379 8,2482 8,0837 7,8580 7,6188 7,4333 7,3575 7,4175 7,6153 7,9390 8,3607 8,8333 9,3078 9,7620 10,2021 10,6420 11,0897 11,5499 12,0219 12,4880 12,9140 13,2696 13,5425 13,7331 13,8522 13,9247 13,9804 14,0424 14,1243 14,2280 14,3458 14,4727 14,6173 14,7931 14,9889 15,1444 15,1650 14,9746 14,5685 14,0228 13,4491 12,9388 12,5390 12,2611 12,0943 12,0079 11,9570 11,9073 11,8584 11,8409 11,8901 12,0187 12,2089 12,4230 12,6185 12,7593 12,8159 12,7599 12,5674 12,2230 11,7145 11,0371 10,2187 9,3380 8,5064 7,8229 7,3335 7,0175 6,8077 6,6234 6,3933 6,0704 5,6432 5,1341 4,5884 4,0623 3,6145 3,2953 3,1390 3,1587 3,3378 3,6284 3,9726 4,3278 4,6693 4,9821 5,2603 5,5105 5,7499 5,9951 6,2484 6,5074 6,7861 7,1030
F3    -3,6982 -3,6779 -3,6499 -3,5681 -3,3646 -2,9900 -2,4615 -1,8638 -1,2916 -0,7983 -0,3961 -0,0791 0,1664 0,3594 0,5211 0,6709 0,8212 0,9805 1,1643 1,3914 1,6634 1,9526 2,2037 2,3512 2,3536 2,2222 2,0120 1,7825 1,5722 1,3953 1,2462 1,1045 0,9429 0,7387 0,4920 0,2362 0,0209 -0,1212 -0,1914 -0,2147 -0,2258 -0,2611 -0,3431 -0,4560 -0,5420 -0,5337 -0,3913 -0,1183 0,2430 0,6292 0,9795 1,2561 1,4563 1,6069 1,7488 1,9268 2,1823 2,5322 2,9548 3,4109 3,8741 4,3343 4,7793 5,1853 5,5209 5,7551 5,8672 5,8632 5,7840 5,6879 5,6215 5,6016 5,6090 5,5898 5,4778 5,2248 4,8142 4,2601 3,6002 2,8883 2,1907 1,5790 1,1134 0,8286 0,7344 0,8190 1,0524 1,3962 1,8105 2,2555 2,6962 3,1137 3,5043 3,8635 4,1733 4,4101 4,5725 4,7040 4,8787 5,1538 5,5395 6,0022 6,4804 6,9055 7,2315 7,4494 7,5776 7,6383 7,6445 7,6121 7,5673 7,5231 7,4613 7,3517 7,1829 6,9738 6,7606 6,5787 6,4512 6,3865 6,3783 6,4117 6,4713 6,5454 6,6235 6,6882 6,7024 6,6137 6,3834 6,0174 5,5659 5,1025 4,7023 4,4254 4,2975 4,3047 4,4151 4,6129 4,9183 5,3831 6,0642 6,9905 8,1497 9,4952 10,9529 12,4353 13,8689 15,2101 16,4323 17,5008 18,3663 18,9780 19,3011 19,3327 19,1193 18,7595 18,3688 18,0274 17,7520 17,5110 17,2600 16,9638 16,5988 16,1523 15,6277 15,0469 14,4467 13,8787 13,4114 13,1127 13,0142 13,0773 13,1945 13,2453 13,1628 12,9495 12,6443 12,2870 11,9062 11,5295 11,1913 10,9181 10,7034 10,5137 10,3296 10,1734 10,0873 10,0980 10,2056 10,3947 10,6409 10,9053 11,1275 11,2346 11,1728 10,9335 10,5456 10,0493 9,4804 8,8706 8,2478 7,6336 7,0420 6,4826 5,9631 5,4819 5,0255 4,5817 4,1603 3,7968 3,5400 3,4371 3,5131 3,7524 4,1070 4,5208 4,9390 5,3053 5,5694 5,6977 5,6825 5,5502 5,3599 5,1807 5,0595 4,9985 4,9620 4,9030 4,7796 4,5618 4,2385 3,8139 3,2933 2,6809 1,9877 1,2272 0,4065 -0,4626 -1,3377 -2,1374 -2,7665 -3,1556 -3,2826 -3,1671 -2,8557 -2,4145 -1,9234 -1,4611 -1,0837 -0,8008 -0,5784 -0,3706 -0,1456 0,1174 0,4390 0,8365 1,3034 1,7944 2,2407 2,5883 2,8217 2,9516 2,9905 2,9454 2,8233 2,6302 2,3637 2,0134 1,5755 1,0657 0,5225 0,0008 -0,4439 -0,7724 -0,9740 -1,0685 -1,0906 -1,0630 -0,9871 -0,8545 -0,6613 -0,4202 -0,1705 0,0254 0,1089 0,0674 -0,0387 -0,0949 0,0092 0,3213 0,8138 1,4176 2,0586 2,6748 3,2273 3,7071 4,1238 4,4798 4,7540 4,9130 4,9376 4,8393 4,6526 4,4141 4,1485 3,8694 3,5905 3,3313 3,1076 2,9199 2,7555 2,5906 2,3910 2,1276 1,7955 1,4152 1,0229 0,6627 0,3808 0,2224 0,2264 0,4096 0,7460 1,1685 1,5988 1,9789 2,2861 2,5296 2,7378 2,9445 3,1821 3,4761 3,8384 4,2689 4,7590 5,2846 5,7934 6,2102 6,4644 6,5182 6,3698 6,0467 5,6103 5,1569 4,7979 4,6300 4,7094 5,0330 5,5337 6,0993 6,6050 6,9425 7,0437 6,8975 6,5487 6,0738 5,5577 5,0826 4,7149 4,4813 4,3588 4,3018 4,2760 4,2701 4,2926 4,3695 4,5328 4,8038 5,1914 5,6976 6,3136 7,0083 7,7194 8,3557 8,8205 9,0409 8,9849 8,6640 8,1339 7,4879 6,8323 6,2482 5,7727 5,4072 5,1335 4,9237 4,7569 4,6312 4,5554 4,5343 4,5628 4,6321 4,7396 4,8892 5,0762 5,2753 5,4485 5,5646 5,6147 5,6117 5,5838 5,5690 5,6042 5,7121 5,8995 6,1641 6,4914 6,8459 7,1751 7,4242 7,5509 7,5284 7,3442 7,0132 6,5956 6,1881 5,8853 5,7416 5,7643 5,9336 6,2210 6,5972 7,0323 7,4946 7,9450 8,3313 8,5920 8,6772 8,5752 8,3236 8,0010 7,7066 7,5356 7,5549 7,7865 8,2059 8,7535 9,3535 9,9376 10,4638 10,9118 11,2682 11,5182 11,6422 11,6229 11,4636 11,1970 10,8700 10,5188 10,1603 9,8042 9,4654 9,1623 8,9109 8,7276 8,6248 8,5983 8,6309 8,7104 8,8310 8,9806 9,1410 9,2963 9,4267 9,5068 9,5247 9,4986 9,4714 9,4817 9,5407 9,6362 9,7565 9,9027 10,0762 10,2599 10,4147 10,4972 10,4841 10,3829 10,2209 10,0292 9,8432 9,7116 9,6902 9,8220 10,1197 10,5538 11,0545 11,5388 11,9488 12,2719 12,5343 12,7722 13,0004 13,1959 13,3001 13,2365 12,9461 12,4246 11,7328 10,9702 10,2318 9,5848 9,0671 8,6888 8,4333 8,2673 8,1550 8,0658 7,9789 7,8933 7,8323 7,8353 7,9448 8,1952 8,5971 9,1191 9,6849 10,2086 10,6422 10,9885 11,2780 11,5478 11,8350 12,1630 12,5220 12,8667 13,1387 13,2949 13,3325 13,2974 13,2637 13,2970 13,4335 13,6724 13,9741 14,2742 14,5138 14,6648 14,7318 14,7292 14,6521 14,4732 14,1722 13,7740 13,3586 13,0228 12,8239 12,7555 12,7653 12,7906 12,7836 12,7252 12,6300 12,5358 12,4785 12,4739 12,5147 12,5780 12,6341 12,6550 12,6215 12,5194 12,3394 12,0832 11,7574 11,3529 10,8518 10,2590 9,6178 8,9935 8,4384 7,9664 7,5544 7,1679 6,7813 6,3808 5,9668 5,5572 5,1768 4,8378 4,5405 4,2914 4,1138 4,0403 4,0956 4,2787 4,5623 4,9108 5,2865 5,6391 5,9135 6,0827 6,1668 6,2147 6,2663 6,3360 6,4326 6,5823 6,8173
F7    -2,1153 -1,9873 -1,9163 -1,8906 -1,8782 -1,8364 -1,7339 -1,5645 -1,3351 -1,0522 -0,7239 -0,3674 -0,0047 0,3417 0,6477 0,8902 1,0551 1,1485 1,1992 1,2410 1,2934 1,3575 1,4190 1,4535 1,4456 1,4072 1,3667 1,3415 1,3296 1,3198 1,3010 1,2620 1,1856 1,0456 0,8215 0,5223 0,1911 -0,1215 -0,3814 -0,5730 -0,6926 -0,7547 -0,7902 -0,8220 -0,8475 -0,8502 -0,8129 -0,7164 -0,5404 -0,2776 0,0567 0,4350 0,8346 1,2395 1,6297 1,9824 2,2841 2,5304 2,7233 2,8821 3,0509 3,2799 3,5911 3,9613 4,3353 4,6518 4,8628 4,9447 4,9061 4,7841 4,6246 4,4612 4,2986 4,1125 3,8702 3,5561 3,1754 2,7427 2,2753 1,7970 1,3467 0,9744 0,7228 0,6114 0,6325 0,7502 0,9079 1,0485 1,1352 1,1588 1,1386 1,1180 1,1486 1,2693 1,4964 1,8230 2,2261 2,6829 3,1809 3,7110 4,2584 4,8035 5,3264 5,8080 6,2357 6,6051 6,9117 7,1395 7,2675 7,2919 7,2367 7,1308 6,9862 6,8071 6,6124 6,4357 6,3035 6,2174 6,1602 6,1115 6,0499 5,9457 5,7656 5,4902 5,1337 4,7413 4,3669 4,0575 3,8485 3,7519 3,7441 3,7785 3,8183 3,8566 3,9120 4,0103 4,1742 4,4230 4,7756 5,2532 5,8748 6,6391 7,5144 8,4457 9,3690 10,2314 11,0103 11,7101 12,3403 12,8948 13,3442 13,6466 13,7687 13,6993 13,4610 13,1151 12,7429 12,4091 12,1400 11,9337 11,7801 11,6723 11,6064 11,5744 11,5599 11,5415 11,5014 11,4337 11,3462 11,2573 11,1874 11,1441 11,1089 11,0471 10,9349 10,7751 10,5886 10,3959 10,2083 10,0314 9,8698 9,7248 9,5871 9,4404 9,2809 9,1299 9,0177 8,9574 8,9422 8,9597 9,0026 9,0604 9,1045 9,0850 8,9529 8,6889 8,3072 7,8317 7,2760 6,6462 5,9574 5,2371 4,5198 3,8494 3,2760 2,8326 2,5127 2,2751 2,0692 1,8591 1,6392 1,4365 1,2907 1,2253 1,2381 1,3173 1,4530 1,6363 1,8548 2,0890 2,3133 2,5041 2,6498 2,7519 2,8204 2,8631 2,8776 2,8480 2,7471 2,5485 2,2443 1,8507 1,4012 0,9449 0,5399 0,2226 -0,0181 -0,2195 -0,3997 -0,5396 -0,6096 -0,6034 -0,5405 -0,4403 -0,3041 -0,1214 0,1152 0,3988 0,7035 0,9932 1,2387 1,4192 1,5155 1,5173 1,4433 1,3457 1,2821 1,2791 1,3253 1,3961 1,4795 1,5775 1,6919 1,8155 1,9293 2,0008 1,9917 1,8734 1,6389 1,2991 0,8746 0,3973 -0,0860 -0,5269 -0,8996 -1,2104 -1,4766 -1,6984 -1,8524 -1,9099 -1,8608 -1,7266 -1,5557 -1,3973 -1,2722 -1,1630 -1,0310 -0,8373 -0,5579 -0,1878 0,2585 0,7517 1,2547 1,7331 2,1658 2,5505 2,8957 3,2082 3,4845 3,7156 3,8987 4,0394 4,1382 4,1803 4,1432 4,0131 3,7995 3,5379 3,2733 3,0418 2,8667 2,7530 2,6738 2,5766 2,4143 2,1681 1,8539 1,5114 1,1859 0,9145 0,7289 0,6559 0,7097 0,8857 1,1641 1,5127 1,8899 2,2546 2,5769 2,8405 3,0395 3,1726 3,2457 3,2808 3,3164 3,3896 3,5153 3,6785 3,8508 4,0160 4,1810 4,3644 4,5817 4,8370 5,1222 5,4179 5,6935 5,9120 6,0444 6,0874 6,0685 6,0241 5,9689 5,8881 5,7542 5,5466 5,2637 4,9281 4,5791 4,2508 3,9552 3,6947 3,4848 3,3528 3,3180 3,3829 3,5416 3,7877 4,1167 4,5224 4,9886 5,4852 5,9667 6,3787 6,6750 6,8322 6,8440 6,7101 6,4422 6,0812 5,6983 5,3660 5,1297 5,0028 4,9718 5,0005 5,0429 5,0618 5,0371 4,9657 4,8624 4,7580 4,6890 4,6852 4,7564 4,8856 5,0349 5,1595 5,2215 5,1966 5,0814 4,8995 4,6916 4,4952 4,3401 4,2590 4,2876 4,4493 4,7351 5,0961 5,4603 5,7590 5,9451 6,0006 5,9385 5,8018 5,6561 5,5679 5,5823 5,7155 5,9620 6,3018 6,6977 7,0964 7,4432 7,6965 7,8328 7,8456 7,7500 7,5839 7,4043 7,2809 7,2791 7,4331 7,7298 8,1212 8,5483 8,9620 9,3366 9,6722 9,9793 10,2541 10,4653 10,5637 10,5101 10,3034 9,9841 9,6111 9,2309 8,8648 8,5176 8,1912 7,8886 7,6166 7,3927 7,2410 7,1724 7,1747 7,2242 7,2968 7,3707 7,4316 7,4785 7,5147 7,5355 7,5346 7,5250 7,5455 7,6379 7,8169 8,0599 8,3228 8,5657 8,7709 8,9371 9,0573 9,1139 9,0960 9,0095 8,8707 8,7025 8,5397 8,4298 8,4191 8,5321 8,7620 9,0766 9,4333 9,7928 10,1273 10,4293 10,7129 10,9968 11,2817 11,5447 11,7457 11,8341 11,7638 11,5155 11,1126 10,6113 10,0744 9,5517 9,0751 8,6585 8,2974 7,9763 7,6833 7,4196 7,1963 7,0275 6,9231 6,8879 6,9263 7,0435 7,2368 7,4862 7,7587 8,0310 8,3070 8,6049 8,9335 9,2857 9,6457 9,9955 10,3158 10,5914 10,8243 11,0371 11,2593 11,5103 11,7854 12,0532 12,2727 12,4215 12,5075 12,5599 12,6105 12,6784 12,7648 12,8505 12,8969 12,8604 12,7141 12,4615 12,1340 11,7771 11,4369 11,1503 10,9359 10,7862 10,6694 10,5416 10,3654 10,1262 9,8373 9,5289 9,2340 8,9815 8,7915 8,6652 8,5766 8,4822 8,3449 8,1484 7,8864 7,5491 7,1354 6,6732 6,2244 5,8652 5,6522 5,5919 5,6383 5,7225 5,7830 5,7753 5,6730 5,4776 5,2183 4,9336 4,6585 4,4314 4,2949 4,2804 4,3943 4,6158 4,9061 5,2180 5,5054 5,7294 5,8661 5,9102 5,8743 5,7849 5,6748 5,5772 5,5307 5,5844 5,7727
