Fp1   -0,4928 -0,6081 -0,6266 -0,5703 -0,4745 -0,3590 -0,2226 -0,0542 0,1558 0,4113 0,7019 1,0009 1,2788 1,5153 1,6894 1,7702 1,7280 1,5608 1,3080 1,0372 0,8137 0,6765 0,6329 0,6728 0,7842 0,9564 1,1709 1,3946 1,5804 1,6775 1,6426 1,4446 1,0613 0,4794 -0,2862 -1,1593 -2,0003 -2,6530 -3,0099 -3,0498 -2,8366 -2,4914 -2,1377 -1,8403 -1,5931 -1,3513 -1,0590 -0,6612 -0,1270 0,5190 1,1934 1,7924 2,2436 2,5323 2,6878 2,7465 2,7210 2,5948 2,3422 1,9495 1,4202 0,7703 0,0293 -0,7521 -1,5005 -2,1370 -2,5941 -2,8240 -2,8037 -2,5389 -2,0573 -1,4021 -0,6384 0,1416 0,8354 1,3605 1,6749 1,7830 1,7341 1,6001 1,4302 1,2175 0,9054 0,4307 -0,2231 -0,9955 -1,7607 -2,3706 -2,7052 -2,7115 -2,4160 -1,9159 -1,3552 -0,8889 -0,6307 -0,6068 -0,7535 -0,9676 -1,1616 -1,2838 -1,3199 -1,2977 -1,2811 -1,3369 -1,4962 -1,7385 -2,0075 -2,2421 -2,4036 -2,4839 -2,4899 -2,4217 -2,2685 -2,0265 -1,7154 -1,3740 -1,0314 -0,6791 -0,2665 0,2740 0,9919 1,9000 2,9729 4,1498 5,3448 6,4682 7,4510 8,2557 8,8774 9,3404 9,6897 9,9794 10,2608 10,5734 10,9438 11,3927 11,9380 12,5833 13,2984 14,0132 14,6369 15,0998 15,3801 15,4899 15,4499 15,2874 15,0494 14,8052 14,6284 14,5693 14,6416 14,8232 15,0627 15,2965 15,4728 15,5643 15,5634 15,4734 15,3048 15,0734 14,7866 14,4338 13,9968 13,4614 12,8149 12,0488 11,1698 10,2011 9,1760 8,1394 7,1571 6,3229 5,7515 5,5507 5,7699 6,3525 7,1362 7,9132 8,5103 8,8514 8,9705 8,9621 8,9045 8,8205 8,6945 8,5082 8,2562 7,9412 7,5692 7,1510 6,7017 6,2466 5,8249 5,4791 5,2329 5,0819 5,0077 5,0062 5,1048 5,3426 5,7245 6,1976 6,6725 7,0619 7,3133 7,4240 7,4259 7,3505 7,2027 6,9589 6,5824 6,0533 5,3988 4,7026 4,0862 3,6726 3,5519 3,7637 4,2905 5,0497 5,8979 6,6582 7,1605 7,2851 6,9994 6,3696 5,5428 4,7023 4,0070 3,5473 3,3417 3,3642 3,5697 3,9079 4,3380 4,8375 5,3954 5,9870 6,5538 7,0152 7,3065 7,4010 7,2996 7,0056 6,5124 5,8150 4,9388 3,9666 3,0386 2,3089 1,8861 1,8110 2,0774 2,6541 3,4826 4,4660 5,4797 6,4029 7,1467 7,6572 7,8991 7,8550 7,5504 7,0650 6,4983 5,9245 5,3891 4,9375 4,6230 4,4868 4,5436 4,7840 5,1788 5,6783 6,2211 6,7521 7,2213 7,5672 7,7175 7,6239 7,3003 6,8284 6,3243 5,8895 5,5831 5,4328 5,4569 5,6609 6,0146 6,4405 6,8310 7,0829 7,1319 6,9764 6,6804 6,3441 6,0546 5,8463 5,6963 5,5483 5,3470 5,0645 4,7146 4,3496 4,0425 3,8652 3,8660 4,0552 4,4058 4,8590 5,3363 5,7634 6,1020 6,3615 6,5750 6,7597 6,8990 6,9576 6,9148 6,7883 6,6262 6,4754 6,3522 6,2405 6,1198 5,9973 5,9148 5,9319 6,1073 6,4762 7,0234 7,6658 8,2739 8,7237 8,9414 8,9227 8,7199 8,4105 8,0675 7,7445 7,4709 7,2548 7,0977 7,0061 6,9862 7,0308 7,1147 7,2033 7,2654 7,2819 7,2550 7,2112 7,1853 7,1945 7,2298 7,2673 7,2823 7,2546 7,1651 6,9889 6,6989 6,2802 5,7488 5,1601 4,5935 4,1236 3,8032 3,6652 3,7194 3,9358 4,2392 4,5357 4,7526 4,8645 4,9014 4,9294 5,0027 5,1185 5,2171 5,2275 5,1072 4,8463 4,4575 3,9740 3,4480 2,9427 2,5178 2,2178 2,0622 2,0438 2,1453 2,3560 2,6574 3,0028 3,3302 3,6028 3,8272 4,0313 4,2228 4,3723 4,4335 4,3787 4,2252 4,0333 3,8694 3,7663 3,7234 3,7354 3,8088 3,9525 4,1530 4,3618 4,5112 4,5461 4,4385 4,1788 3,7732 3,2568 2,7079 2,2390 1,9637 1,9557 2,2247 2,7167 3,3294 3,9373 4,4217 4,6925 4,6941 4,4057 3,8530 3,1213 2,3468 1,6740 1,1945 0,9174 0,7914 0,7541 0,7721 0,8411 0,9585 1,1147 1,3133 1,5757 1,9136 2,2961 2,6426 2,8494 2,8316 2,5631 2,0930 1,5276 0,9893 0,5714 0,3048 0,1503 0,0317 -0,1105 -0,2911 -0,4847 -0,6415 -0,7096 -0,6622 -0,5134 -0,3103 -0,1100 0,0358 0,0847 0,0125 -0,1794 -0,4755 -0,8683 -1,3651 -1,9663 -2,6314 -3,2709 -3,7852 -4,1127 -4,2467 -4,2248 -4,1160 -4,0112 -4,0035 -4,1595 -4,5021 -5,0146 -5,6492 -6,3290 -6,9579 -7,4519 -7,7684 -7,9119 -7,9125 -7,7906 -7,5312 -7,1063 -6,5219 -5,8245 -5,0555 -4,2216 -3,3179 -2,3656 -1,4237 -0,5698 0,1363 0,6866 1,1309 1,5467 1,9943 2,4972 3,0430 3,5885 4,0709 4,4343 4,6567 4,7568 4,7828 4,7967 4,8565 4,9939 5,2016 5,4392 5,6457 5,7473 5,6693 5,3631 4,8393 4,1720 3,4577 2,7664 2,1242 1,5163 0,9010 0,2371 -0,4799 -1,1946 -1,8063 -2,2174 -2,3830 -2,3344 -2,1679 -2,0019 -1,9328 -2,0215 -2,2934 -2,7285 -3,2534 -3,7537 -4,1160 -4,2856 -4,3026 -4,2764 -4,3229 -4,5192 -4,8946 -5,4307 -6,0551 -6,6438 -7,0554 -7,1914 -7,0431 -6,6894 -6,2574 -5,8723 -5,6173 -5,5086 -5,4911 -5,4631 -5,3311 -5,0620 -4,6935 -4,2942 -3,9151 -3,5785 -3,2973 -3,0833 -2,9404 -2,8636 -2,8507 -2,9059 -3,0369 -3,2449 -3,5023 -3,7376 -3,8580 -3,7916 -3,5062 -3,0039 -2,3229 -1,5456 -0,7885 -0,1714 0,2094 0,2905 0,0501 -0,4727 -1,1732 -1,9086 -2,5520 -3,0465
Fz    0,4861 0,6441 0,7746 0,8513 0,8534 0,7770 0,6411 0,4820 0,3414 0,2528 0,2324 0,2760 0,3640 0,4702 0,5708 0,6484 0,6930 0,7015 0,6796 0,6414 0,6039 0,5801 0,5755 0,5893 0,6162 0,6481 0,6721 0,6711 0,6263 0,5212 0,3455 0,0999 -0,1988 -0,5191 -0,8234 -1,0794 -1,2705 -1,4018 -1,4964 -1,5779 -1,6493 -1,6892 -1,6652 -1,5519 -1,3432 -1,0535 -0,7092 -0,3376 0,0377 0,3984 0,7323 1,0321 1,2928 1,5109 1,6851 1,8166 1,9080 1,9641 1,9942 2,0113 2,0277 2,0498 2,0758 2,0951 2,0911 2,0487 1,9629 1,8408 1,6988 1,5573 1,4381 1,3593 1,3264 1,3259 1,3305 1,3104 1,2432 1,1190 0,9404 0,7207 0,4761 0,2169 -0,0595 -0,3644 -0,7057 -1,0787 -1,4651 -1,8332 -2,1409 -2,3461 -2,4201 -2,3538 -2,1524 -1,8296 -1,4073 -0,9208 -0,4156 0,0637 0,4856 0,8335 1,0978 1,2660 1,3213 1,2480 1,0373 0,6941 0,2438 -0,2664 -0,7747 -1,2165 -1,5378 -1,7042 -1,7065 -1,5612 -1,3031 -0,9709 -0,5923 -0,1753 0,2939 0,8413 1,4842 2,2147 2,9987 3,7871 4,5292 5,1836 5,7254 6,1487 6,4654 6,7018 6,8923 7,0734 7,2811 7,5495 7,9085 8,3813 8,9801 9,6963 10,4924 11,3046 12,0582 12,6912 13,1711 13,4953 13,6802 13,7532 13,7480 13,6991 13,6354 13,5753 13,5270 13,4920 13,4669 13,4442 13,4171 13,3844 13,3495 13,3149 13,2778 13,2265 13,1372 12,9817 12,7426 12,4223 12,0367 11,6051 11,1433 10,6604 10,1611 9,6568 9,1755 8,7584 8,4426 8,2471 8,1730 8,2098 8,3373 8,5222 8,7203 8,8863 8,9832 8,9857 8,8864 8,6997 8,4556 8,1901 7,9385 7,7285 7,5721 7,4649 7,3959 7,3566 7,3454 7,3666 7,4266 7,5261 7,6554 7,7973 7,9310 8,0318 8,0689 8,0110 7,8424 7,5748 7,2489 6,9276 6,6796 6,5565 6,5765 6,7216 6,9523 7,2299 7,5330 7,8538 8,1821 8,4942 8,7584 8,9507 9,0687 9,1312 9,1668 9,2012 9,2518 9,3272 9,4271 9,5436 9,6659 9,7845 9,8947 9,9963 10,0949 10,1982 10,3085 10,4152 10,4950 10,5185 10,4610 10,3123 10,0820 9,7963 9,4858 9,1767 8,8906 8,6513 8,4861 8,4191 8,4659 8,6330 8,9196 9,3125 9,7766 10,2555 10,6883 11,0314 11,2659 11,3935 11,4276 11,3862 11,2883 11,1527 10,9908 10,7993 10,5651 10,2804 9,9523 9,6020 9,2593 8,9547 8,7120 8,5455 8,4606 8,4545 8,5163 8,6296 8,7762 8,9405 9,1128 9,2885 9,4617 9,6208 9,7506 9,8387 9,8817 9,8853 9,8623 9,8301 9,8068 9,8053 9,8284 9,8678 9,9046 9,9095 9,8508 9,7082 9,4845 9,2063 8,9153 8,6549 8,4573 8,3340 8,2732 8,2445 8,2100 8,1345 7,9956 7,7931 7,5497 7,2962 7,0559 6,8383 6,6410 6,4610 6,3087 6,2131 6,2118 6,3354 6,5980 6,9935 7,4953 8,0549 8,6070 9,0859 9,4464 9,6727 9,7747 9,7789 9,7175 9,6160 9,4876 9,3390 9,1766 9,0091 8,8482 8,7111 8,6178 8,5845 8,6181 8,7153 8,8659 9,0557 9,2688 9,4890 9,7047 9,9087 10,0919 10,2390 10,3287 10,3378 10,2485 10,0586 9,7898 9,4827 9,1802 8,9121 8,6927 8,5277 8,4210 8,3775 8,3991 8,4786 8,5952 8,7168 8,8100 8,8509 8,8307 8,7543 8,6340 8,4797 8,2944 8,0766 7,8255 7,5464 7,2530 6,9660 6,7105 6,5091 6,3732 6,2984 6,2678 6,2577 6,2418 6,1972 6,1132 5,9975 5,8718 5,7629 5,6948 5,6833 5,7287 5,8132 5,9094 5,9959 6,0697 6,1445 6,2410 6,3744 6,5431 6,7246 6,8784 6,9567 6,9198 6,7519 6,4687 6,1101 5,7240 5,3559 5,0450 4,8194 4,6907 4,6527 4,6869 4,7710 4,8846 5,0078 5,1214 5,2111 5,2693 5,2945 5,2932 5,2832 5,2907 5,3406 5,4438 5,5904 5,7534 5,9034 6,0231 6,1103 6,1706 6,2126 6,2455 6,2746 6,2966 6,3001 6,2700 6,1950 6,0734 5,9166 5,7494 5,6041 5,5096 5,4840 5,5340 5,6522 5,8127 5,9769 6,1089 6,1883 6,2109 6,1829 6,1169 6,0306 5,9462 5,8829 5,8464 5,8233 5,7886 5,7213 5,6126 5,4610 5,2664 5,0280 4,7437 4,4128 4,0426 3,6540 3,2825 2,9719 2,7610 2,6701 2,6961 2,8165 2,9965 3,1945 3,3696 3,4890 3,5324 3,4888 3,3476 3,0925 2,7067 2,1893 1,5684 0,9019 0,2623 -0,2889 -0,7228 -1,0445 -1,2785 -1,4527 -1,5903 -1,7047 -1,7980 -1,8618 -1,8781 -1,8194 -1,6573 -1,3740 -0,9680 -0,4531 0,1431 0,7809 1,4152 2,0085 2,5416 3,0132 3,4283 3,7879 4,0898 4,3354 4,5351 4,7041 4,8554 4,9959 5,1281 5,2561 5,3874 5,5290 5,6827 5,8432 5,9986 6,1296 6,2131 6,2285 6,1596 5,9928 5,7172 5,3318 4,8508 4,3050 3,7373 3,1950 2,7200 2,3386 2,0534 1,8427 1,6736 1,5210 1,3757 1,2355 1,0904 0,9207 0,7089 0,4525 0,1661 -0,1293 -0,4203 -0,7074 -1,0008 -1,3120 -1,6485 -2,0100 -2,3869 -2,7641 -3,1273 -3,4676 -3,7817 -4,0697 -4,3313 -4,5655 -4,7716 -4,9480 -5,0889 -5,1820 -5,2136 -5,1808 -5,1011 -5,0071 -4,9326 -4,9003 -4,9127 -4,9505 -4,9783 -4,9610 -4,8804 -4,7413 -4,5621 -4,3582 -4,1338 -3,8848 -3,6063 -3,2969 -2,9578 -2,5909 -2,2022 -1,8092 -1,4376 -1,1110 -0,8431 -0,6371 -0,4914 -0,4066 -0,3871 -0,4364 -0,5517 -0,7231 -0,9347 -1,1650 -1,3906 -1,5908
F3    0,7117 0,7829 0,8388 0,8505 0,7875 0,6448 0,4607 0,3008 0,2171 0,2157 0,2618 0,3119 0,3405 0,3416 0,3199 0,2885 0,2691 0,2828 0,3390 0,4351 0,5640 0,7183 0,8813 1,0195 1,0913 1,0656 0,9325 0,7005 0,3886 0,0279 -0,3378 -0,6667 -0,9357 -1,1438 -1,2996 -1,4076 -1,4672 -1,4805 -1,4563 -1,4014 -1,3080 -1,1624 -0,9641 -0,7332 -0,5042 -0,3095 -0,1599 -0,0360 0,1008 0,2829 0,5167 0,7799 1,0337 1,2407 1,3782 1,4457 1,4621 1,4551 1,4499 1,4634 1,5039 1,5706 1,6516 1,7265 1,7800 1,8160 1,8535 1,9055 1,9618 1,9938 1,9748 1,8941 1,7556 1,5688 1,3430 1,0874 0,8137 0,5345 0,2591 -0,0057 -0,2539 -0,4875 -0,7221 -0,9752 -1,2486 -1,5276 -1,7919 -2,0214 -2,1929 -2,2804 -2,2644 -2,1385 -1,9068 -1,5792 -1,1750 -0,7290 -0,2838 0,1307 0,5036 0,8308 1,1026 1,3022 1,4101 1,4040 1,2601 0,9622 0,5149 -0,0480 -0,6651 -1,2594 -1,7540 -2,0863 -2,2202 -2,1548 -1,9195 -1,5505 -1,0682 -0,4745 0,2310 1,0412 1,9427 2,9153 3,9178 4,8769 5,6992 6,3033 6,6482 6,7402 6,6246 6,3783 6,1012 5,9022 5,8775 6,0882 6,5542 7,2667 8,1958 9,2830 10,4371 11,5500 12,5228 13,2914 13,8356 14,1665 14,3069 14,2849 14,1418 13,9325 13,7077 13,4942 13,2971 13,1249 12,9997 12,9424 12,9566 13,0300 13,1409 13,2618 13,3638 13,4231 13,4169 13,3199 13,1109 12,7841 12,3549 11,8554 11,3230 10,7890 10,2753 9,7991 9,3768 9,0252 8,7585 8,5803 8,4838 8,4582 8,4926 8,5721 8,6758 8,7792 8,8559 8,8778 8,8204 8,6728 8,4411 8,1476 7,8273 7,5200 7,2608 7,0751 6,9793 6,9812 7,0810 7,2726 7,5406 7,8538 8,1637 8,4182 8,5808 8,6374 8,5841 8,4148 8,1252 7,7283 7,2658 6,8113 6,4537 6,2661 6,2762 6,4586 6,7518 7,0918 7,4417 7,7929 8,1442 8,4848 8,7916 9,0314 9,1697 9,1883 9,1045 8,9711 8,8587 8,8304 8,9234 9,1393 9,4453 9,7894 10,1196 10,3963 10,6001 10,7322 10,8054 10,8298 10,8082 10,7351 10,5931 10,3548 9,9989 9,5299 8,9819 8,4065 7,8626 7,4108 7,1051 6,9809 7,0502 7,3037 7,7199 8,2732 8,9261 9,6158 10,2576 10,7699 11,0995 11,2337 11,1909 11,0030 10,7037 10,3228 9,8824 9,3992 8,8990 8,4274 8,0440 7,8027 7,7341 7,8369 8,0787 8,4056 8,7566 9,0767 9,3233 9,4745 9,5349 9,5349 9,5186 9,5185 9,5321 9,5268 9,4704 9,3510 9,1742 8,9552 8,7200 8,5096 8,3740 8,3536 8,4657 8,7028 9,0361 9,4164 9,7765 10,0400 10,1373 10,0264 9,7135 9,2586 8,7529 8,2780 7,8775 7,5567 7,2971 7,0721 6,8598 6,6572 6,4810 6,3505 6,2648 6,2007 6,1325 6,0579 6,0071 6,0240 6,1346 6,3312 6,5817 6,8533 7,1323 7,4278 7,7537 8,1026 8,4363 8,7000 8,8491 8,8663 8,7665 8,5923 8,4031 8,2576 8,1946 8,2231 8,3265 8,4780 8,6564 8,8462 9,0241 9,1541 9,2047 9,1704 9,0766 8,9686 8,8907 8,8661 8,8885 8,9298 8,9561 8,9385 8,8579 8,7088 8,5037 8,2713 8,0470 7,8607 7,7329 7,6775 7,7060 7,8255 8,0306 8,2923 8,5588 8,7708 8,8792 8,8569 8,7018 8,4331 8,0830 7,6895 7,2892 6,9104 6,5690 6,2719 6,0262 5,8448 5,7443 5,7376 5,8249 5,9900 6,1995 6,4091 6,5749 6,6618 6,6489 6,5366 6,3471 6,1138 5,8686 5,6381 5,4468 5,3162 5,2627 5,2954 5,4154 5,6165 5,8881 6,2152 6,5776 6,9467 7,2828 7,5358 7,6592 7,6349 7,4903 7,2887 7,0936 6,9324 6,7874 6,6173 6,3887 6,1004 5,7882 5,5050 5,2906 5,1579 5,1044 5,1259 5,2212 5,3873 5,6104 5,8597 6,0979 6,2993 6,4589 6,5821 6,6734 6,7346 6,7667 6,7666 6,7270 6,6433 6,5211 6,3766 6,2305 6,1019 6,0000 5,9179 5,8389 5,7527 5,6631 5,5795 5,5068 5,4464 5,4044 5,3927 5,4211 5,4845 5,5632 5,6390 5,7071 5,7715 5,8371 5,9072 5,9824 6,0559 6,1084 6,1096 6,0298 5,8558 5,5954 5,2685 4,8965 4,4954 4,0751 3,6440 3,2160 2,8171 2,4859 2,2653 2,1839 2,2389 2,3990 2,6241 2,8776 3,1230 3,3206 3,4349 3,4428 3,3352 3,1116 2,7762 2,3352 1,8002 1,2007 0,5918 0,0415 -0,3936 -0,6892 -0,8571 -0,9334 -0,9640 -0,9898 -1,0353 -1,1081 -1,2054 -1,3174 -1,4240 -1,4904 -1,4658 -1,2902 -0,9173 -0,3421 0,3944 1,2252 2,0848 2,9266 3,7201 4,4407 5,0632 5,5626 5,9217 6,1419 6,2454 6,2640 6,2240 6,1416 6,0326 5,9232 5,8519 5,8584 5,9640 6,1548 6,3839 6,5913 6,7275 6,7617 6,6766 6,4641 6,1288 5,6921 5,1908 4,6699 4,1723 3,7294 3,3566 3,0501 2,7912 2,5563 2,3285 2,1026 1,8796 1,6516 1,3985 1,1020 0,7627 0,4025 0,0535 -0,2580 -0,5249 -0,7648 -1,0132 -1,3034 -1,6461 -2,0149 -2,3510 -2,5929 -2,7128 -2,7319 -2,7063 -2,6990 -2,7554 -2,8870 -3,0682 -3,2460 -3,3594 -3,3609 -3,2400 -3,0369 -2,8310 -2,7062 -2,7157 -2,8632 -3,1042 -3,3661 -3,5779 -3,6902 -3,6796 -3,5454 -3,3026 -2,9716 -2,5758 -2,1432 -1,7042 -1,2831 -0,8942 -0,5438 -0,2321 0,0492 0,3150 0,5746 0,8207 1,0247 1,1429 1,1337 0,9790 0,6942 0,3228 -0,0773 -0,4520 -0,7672 -1,0090
F7    0,1816 0,2719 0,3422 0,3901 0,4086 0,3929 0,3480 0,2884 0,2340 0,2073 0,2296 0,3121 0,4470 0,6022 0,7280 0,7780 0,7324 0,6068 0,4462 0,3062 0,2335 0,2522 0,3587 0,5242 0,7058 0,8609 0,9550 0,9658 0,8887 0,7379 0,5353 0,2992 0,0444 -0,2118 -0,4470 -0,6423 -0,7964 -0,9319 -1,0837 -1,2703 -1,4695 -1,6240 -1,6755 -1,5973 -1,4015 -1,1235 -0,8039 -0,4766 -0,1669 0,1069 0,3313 0,4981 0,6018 0,6399 0,6215 0,5765 0,5475 0,5676 0,6385 0,7303 0,8031 0,8289 0,7995 0,7231 0,6181 0,5071 0,4113 0,3424 0,2972 0,2618 0,2267 0,1936 0,1633 0,1218 0,0431 -0,0912 -0,2743 -0,4733 -0,6453 -0,7587 -0,8049 -0,7996 -0,7759 -0,7686 -0,7924 -0,8349 -0,8716 -0,8902 -0,9005 -0,9257 -0,9848 -1,0780 -1,1826 -1,2610 -1,2785 -1,2166 -1,0775 -0,8790 -0,6448 -0,4003 -0,1710 0,0176 0,1412 0,1774 0,1114 -0,0604 -0,3278 -0,6681 -1,0478 -1,4256 -1,7577 -2,0049 -2,1379 -2,1389 -2,0057 -1,7524 -1,4063 -0,9995 -0,5588 -0,0973 0,3833 0,8820 1,3924 1,9041 2,4084 2,8984 3,3708 3,8293 4,2837 4,7448 5,2220 5,7209 6,2406 6,7722 7,3032 7,8224 8,3219 8,7893 9,2021 9,5340 9,7696 9,9180 10,0132 10,0948 10,1847 10,2827 10,3766 10,4540 10,5124 10,5617 10,6180 10,6983 10,8175 10,9836 11,1914 11,4201 11,6385 11,8161 11,9307 11,9667 11,9115 11,7588 11,5139 11,1868 10,7818 10,2989 9,7432 9,1339 8,5030 7,8887 7,3297 6,8615 6,5090 6,2798 6,1644 6,1420 6,1850 6,2598 6,3293 6,3615 6,3406 6,2698 6,1662 6,0533 5,9539 5,8837 5,8454 5,8287 5,8158 5,7904 5,7415 5,6612 5,5450 5,3985 5,2432 5,1105 5,0251 4,9883 4,9730 4,9388 4,8539 4,7128 4,5428 4,3940 4,3150 4,3320 4,4391 4,6062 4,7964 4,9824 5,1487 5,2859 5,3871 5,4448 5,4486 5,3911 5,2785 5,1377 5,0124 4,9460 4,9631 5,0612 5,2151 5,3872 5,5370 5,6309 5,6509 5,5979 5,4881 5,3432 5,1846 5,0315 4,9003 4,8044 4,7526 4,7459 4,7732 4,8152 4,8534 4,8791 4,8943 4,9068 4,9226 4,9421 4,9597 4,9676 4,9610 4,9430 4,9224 4,9018 4,8628 4,7690 4,5925 4,3363 4,0332 3,7286 3,4697 3,2980 3,2399 3,2977 3,4453 3,6320 3,7993 3,9085 3,9604 3,9898 4,0404 4,1380 4,2758 4,4192 4,5296 4,5857 4,5857 4,5360 4,4471 4,3417 4,2568 4,2308 4,2832 4,4017 4,5453 4,6635 4,7160 4,6822 4,5653 4,3956 4,2261 4,1153 4,1031 4,1914 4,3404 4,4850 4,5640 4,5415 4,4117 4,1906 3,9075 3,5988 3,3022 3,0462 2,8367 2,6593 2,4963 2,3402 2,1944 2,0667 1,9611 1,8730 1,7948 1,7232 1,6579 1,5978 1,5432 1,4997 1,4785 1,4915 1,5500 1,6668 1,8528 2,1078 2,4158 2,7510 3,0881 3,4085 3,6980 3,9400 4,1153 4,2092 4,2189 4,1552 4,0383 3,8898 3,7243 3,5431 3,3361 3,0942 2,8220 2,5419 2,2901 2,1095 2,0402 2,1114 2,3348 2,6970 3,1539 3,6365 4,0654 4,3720 4,5159 4,4951 4,3428 4,1087 3,8320 3,5296 3,2097 2,8912 2,6109 2,4169 2,3512 2,4286 2,6263 2,8944 3,1766 3,4217 3,5849 3,6311 3,5425 3,3230 2,9981 2,6094 2,2052 1,8290 1,5159 1,2923 1,1746 1,1660 1,2599 1,4447 1,7027 2,0050 2,3120 2,5799 2,7702 2,8607 2,8561 2,7891 2,6997 2,6111 2,5220 2,4213 2,3065 2,1896 2,0887 2,0157 1,9746 1,9706 2,0131 2,1107 2,2623 2,4451 2,6065 2,6793 2,6179 2,4220 2,1298 1,7978 1,4860 1,2479 1,1239 1,1330 1,2668 1,4927 1,7677 2,0536 2,3238 2,5604 2,7475 2,8677 2,9046 2,8490 2,7018 2,4783 2,2102 1,9363 1,6866 1,4735 1,2939 1,1351 0,9845 0,8379 0,7024 0,5940 0,5328 0,5378 0,6172 0,7586 0,9254 1,0691 1,1501 1,1507 1,0731 0,9313 0,7465 0,5446 0,3522 0,1912 0,0724 -0,0098 -0,0756 -0,1485 -0,2361 -0,3201 -0,3682 -0,3580 -0,2946 -0,2068 -0,1322 -0,1036 -0,1432 -0,2601 -0,4490 -0,6896 -0,9491 -1,1907 -1,3904 -1,5487 -1,6842 -1,8143 -1,9441 -2,0656 -2,1631 -2,2180 -2,2152 -2,1529 -2,0480 -1,9317 -1,8383 -1,7926 -1,8058 -1,8810 -2,0210 -2,2274 -2,4961 -2,8160 -3,1725 -3,5485 -3,9222 -4,2710 -4,5817 -4,8585 -5,1174 -5,3633 -5,5722 -5,6911 -5,6560 -5,4176 -4,9605 -4,3082 -3,5136 -2,6497 -1,8042 -1,0668 -0,5049 -0,1416 0,0477 0,1225 0,1554 0,2128 0,3394 0,5509 0,8369 1,1694 1,5128 1,8342 2,1160 2,3602 2,5837 2,8073 3,0459 3,3011 3,5575 3,7853 3,9524 4,0366 4,0264 3,9088 3,6635 3,2756 2,7550 2,1440 1,5096 0,9216 0,4263 0,0334 -0,2779 -0,5425 -0,7914 -1,0378 -1,2717 -1,4686 -1,6074 -1,6807 -1,6929 -1,6562 -1,5897 -1,5170 -1,4584 -1,4234 -1,4133 -1,4308 -1,4893 -1,6084 -1,8019 -2,0711 -2,4066 -2,7894 -3,1916 -3,5771 -3,9059 -4,1445 -4,2718 -4,2801 -4,1755 -3,9815 -3,7374 -3,4903 -3,2857 -3,1588 -3,1272 -3,1866 -3,3153 -3,4830 -3,6608 -3,8265 -3,9655 -4,0652 -4,1136 -4,1021 -4,0293 -3,9012 -3,7306 -3,5341 -3,3263 -3,1141 -2,8941 -2,6564 -2,3897 -2,0865 -1,7502 -1,4045 -1,0933 -0,8707 -0,7813 -0,8436 -1,0454 -1,3509 -1,7118 -2,0795 -2,4144 -2,6907
