Fp1   -8,6539 -9,3086 -9,4072 -8,9667 -8,0930 -6,9375 -5,6901 -4,5474 -3,6474 -3,0200 -2,5785 -2,1562 -1,5906 -0,8271 0,0515 0,9144 1,6997 2,4395 3,2084 4,0783 5,0746 6,1170 6,9928 7,3914 7,0259 5,8452 4,1699 2,5618 1,4978 1,1077 1,1704 1,3486 1,4493 1,5077 1,6628 1,9620 2,2816 2,4192 2,2442 1,7766 1,1686 0,6208 0,2644 0,0711 -0,1123 -0,4128 -0,8079 -1,1371 -1,2230 -1,0058 -0,6068 -0,2750 -0,2014 -0,3290 -0,3852 -0,1115 0,5716 1,5751 2,7274 3,8264 4,6417 4,9299 4,5133 3,3777 1,6796 -0,3344 -2,3973 -4,2469 -5,6502 -6,4290 -6,4688 -5,7510 -4,4273 -2,8406 -1,4207 -0,5215 -0,3006 -0,6703 -1,3564 -2,0789 -2,7134 -3,2844 -3,8464 -4,3907 -4,8111 -4,8927 -4,3431 -2,9514 -0,8159 1,6054 3,7343 5,1834 5,8835 5,9990 5,7604 5,3477 4,8810 4,4516 4,0986 3,7655 3,3330 2,7186 1,9407 1,0881 0,2416 -0,5702 -1,3654 -2,1840 -3,0434 -3,8895 -4,6160 -5,1452 -5,4582 -5,5384 -5,3406 -4,8608 -4,2423 -3,7907 -3,8596 -4,7009 -6,3794 -8,7692 -11,5946 -14,4695 -16,9600 -18,7276 -19,6591 -19,8577 -19,5433 -18,9564 -18,2805 -17,5965 -16,9092 -16,2070 -15,4632 -14,5965 -13,4773 -11,9784 -10,0203 -7,5798 -4,6998 -1,5683 1,4368 3,8869 5,5024 6,2060 6,0535 5,1966 3,9224 2,6723 1,9394 2,0670 3,0790 4,6731 6,4039 7,9184 9,0673 9,8672 10,3907 10,6627 10,6440 10,3139 9,7505 9,1120 8,5389 8,0786 7,6857 7,2515 6,6688 5,9341 5,1657 4,5035 4,0206 3,7045 3,4677 3,1873 2,7674 2,1730 1,4242 0,5920 -0,2027 -0,8701 -1,4824 -2,2603 -3,3628 -4,7164 -6,0950 -7,3532 -8,5425 -9,7888 -11,0885 -12,2566 -13,0707 -13,4430 -13,4604 -13,2792 -12,9890 -12,5539 -11,8792 -10,9613 -9,9745 -9,1863 -8,8110 -8,9520 -9,6079 -10,6592 -11,8760 -12,9846 -13,7400 -13,9791 -13,6536 -12,8165 -11,5721 -10,0456 -8,3816 -6,7360 -5,2784 -4,2291 -3,8419 -4,2697 -5,4391 -7,0632 -8,7451 -10,0732 -10,7118 -10,5009 -9,5144 -8,0414 -6,4817 -5,1967 -4,4096 -4,1761 -4,3866 -4,8246 -5,2692 -5,5535 -5,5661 -5,2766 -4,7868 -4,3015 -3,9949 -3,8970 -3,9236 -4,0067 -4,1598 -4,4116 -4,7091 -4,9132 -4,9162 -4,7760 -4,7151 -4,9882 -5,7523 -7,0167 -8,6393 -10,3414 -11,7683 -12,6157 -12,7747 -12,3908 -11,7587 -11,1250 -10,5546 -9,9194 -9,0040 -7,6736 -5,9528 -3,9693 -1,9076 -0,0198 1,4212 2,2533 2,5127 2,3845 2,0722 1,7223 1,4261 1,2026 0,9928 0,7438 0,4967 0,3546 0,3750 0,4891 0,5246 0,3393 -0,0787 -0,6302 -1,1696 -1,5828 -1,8507 -2,0212 -2,1390 -2,2137 -2,2012 -2,0078 -1,5508 -0,8215 0,1057 1,0856 1,8991 2,2859 2,0707 1,2800 0,1043 -1,2452 -2,6155 -3,8934 -4,9650 -5,6812 -5,8719 -5,4597 -4,5799 -3,5485 -2,7106 -2,3361 -2,5773 -3,4131 -4,6497 -6,0192 -7,2667 -8,1676 -8,5561 -8,4175 -7,9575 -7,5264 -7,4047 -7,6079 -7,8864 -7,9114 -7,4751 -6,5985 -5,5331 -4,6546 -4,2624 -4,3986 -4,8477 -5,2974 -5,4740 -5,1814 -4,3141 -2,8731 -0,9860 1,0718 2,9270 4,2603 4,9403 5,0430 4,8017 4,5092 4,3745 4,4359 4,5961 4,7147 4,6835 4,4462 3,9896 3,3732 2,7318 2,1885 1,7994 1,5977 1,6080 1,7699 1,9017 1,7975 1,3464 0,5545 -0,4796 -1,5886 -2,5965 -3,3995 -3,9903 -4,4139 -4,7205 -4,9559 -5,1400 -5,2241 -5,0951 -4,6573 -3,9341 -3,0936 -2,3378 -1,7581 -1,3101 -0,9213 -0,5963 -0,3955 -0,3567 -0,5006 -0,8713 -1,5146 -2,4299 -3,5513 -4,7491 -5,8423 -6,6527 -7,1066 -7,2950 -7,4191 -7,6732 -8,1260 -8,6477 -8,9463 -8,7081 -7,7874 -6,3432 -4,7803 -3,5018 -2,6804 -2,2425 -2,0183 -1,8785 -1,7848 -1,7733 -1,8792 -2,0458 -2,1427 -2,1138 -2,0612 -2,1354 -2,3850 -2,7369 -3,0690 -3,2688 -3,2508 -2,9654 -2,4339 -1,7829 -1,2053 -0,8534 -0,7618 -0,8569 -1,0363 -1,2277 -1,3677 -1,3642 -1,1443 -0,7704 -0,4671 -0,4393 -0,6581 -0,8929 -0,9391 -0,7511 -0,3926 0,0375 0,4160 0,6155 0,5667 0,2864 -0,1793 -0,8138 -1,6103 -2,5462 -3,5958 -4,7217 -5,8473 -6,8594 -7,6100 -7,9516 -7,8405 -7,3694 -6,6683 -5,8264 -4,8864 -3,8312 -2,5918 -1,1419 0,3954 1,7632 2,7022 3,0575 2,8056 2,0553 1,0443 0,0873 -0,5526 -0,8006 -0,7869 -0,7079 -0,6568 -0,6008 -0,5179 -0,5033 -0,7364 -1,4113 -2,7039 -4,7295 -7,4851 -10,8246 -14,4951 -18,2253 -21,8187 -25,1913 -28,3389 -31,2636 -33,8811 -35,9855 -37,3427 -37,8145 -37,3721 -36,0617 -34,0262 -31,5254 -28,8564 -26,2194 -23,6520 -21,0683 -18,3357 -15,3433 -12,0864 -8,7381 -5,6009 -2,9526 -0,9488 0,3414 0,9146 0,9282 0,7366 0,7368 1,1613 1,9874 3,0199 4,0793 5,1212 6,1994 7,3639 8,6140 9,9325 11,3203 12,7632 14,1740 15,3816 16,1858 16,4341 16,0707 15,1390 13,7275 11,8838 9,5984 6,9275 4,1023 1,4547 -0,7338 -2,3127 -3,3051 -3,9058 -4,3694 -4,8591 -5,3795 -5,8181 -6,0643 -6,1213 -6,0996 -6,1102 -6,2034 -6,4104 -6,7726 -7,3014 -7,9799 -8,8351 -9,9447 -11,3554 -13,0452 -14,9591 -17,0245 -19,1102 -21,0208 -22,5890 -23,7587 -24,5675 -25,0885 -25,3897 -25,5039 -25,4339 -25,1998 -24,8762 -24,5786 -24,4179 -24,4594 -24,6978 -25,0592 -25,4588 -25,8750 -26,3530 -26,9347 -27,5809 -28,1559 -28,5037 -28,5341 -28,2304 -27,6130 -26,7277 -25,6497 -24,4480 -23,1324 -21,6877 -20,1982 -18,8879
Fz    -2,9407 -2,8803 -2,7196 -2,4948 -2,2588 -2,0571 -1,9166 -1,8415 -1,8113 -1,7908 -1,7443 -1,6459 -1,4845 -1,2731 -1,0475 -0,8413 -0,6554 -0,4585 -0,2150 0,0892 0,4353 0,7717 1,0335 1,1699 1,1566 1,0107 0,8034 0,6424 0,6150 0,7336 0,9345 1,1307 1,2725 1,3677 1,4553 1,5569 1,6530 1,7029 1,6750 1,5604 1,3733 1,1541 0,9590 0,8240 0,7455 0,7050 0,7022 0,7624 0,9154 1,1658 1,4745 1,7616 1,9473 2,0133 2,0111 2,0005 1,9988 1,9930 1,9729 1,9329 1,8476 1,6709 1,3647 0,9260 0,3834 -0,2254 -0,8672 -1,5088 -2,1098 -2,6264 -3,0240 -3,2881 -3,4282 -3,4725 -3,4533 -3,3979 -3,3301 -3,2662 -3,2055 -3,1486 -3,1208 -3,1485 -3,2122 -3,2430 -3,1596 -2,8908 -2,3779 -1,6002 -0,6268 0,3731 1,2029 1,7320 1,9342 1,8615 1,5918 1,2050 0,7921 0,4543 0,2668 0,2400 0,3160 0,4041 0,4248 0,3305 0,1096 -0,2138 -0,5926 -0,9849 -1,3710 -1,7448 -2,0977 -2,4187 -2,6979 -2,9107 -3,0107 -2,9698 -2,8317 -2,7140 -2,7539 -3,0444 -3,6046 -4,3886 -5,3084 -6,2465 -7,0703 -7,6773 -8,0366 -8,1794 -8,1562 -8,0051 -7,7358 -7,3311 -6,7775 -6,1048 -5,3918 -4,7301 -4,1775 -3,7286 -3,3171 -2,8495 -2,2503 -1,5050 -0,6742 0,1503 0,9019 1,5461 2,0497 2,3735 2,5019 2,4713 2,3641 2,2696 2,2319 2,2310 2,2215 2,1814 2,1260 2,0939 2,1236 2,2240 2,3676 2,5160 2,6406 2,7177 2,7249 2,6488 2,4878 2,2419 1,9144 1,5274 1,1219 0,7363 0,3926 0,0980 -0,1482 -0,3484 -0,5046 -0,6181 -0,6881 -0,7077 -0,6680 -0,5821 -0,5042 -0,5067 -0,6258 -0,8368 -1,0936 -1,3918 -1,7781 -2,2857 -2,8660 -3,3985 -3,7721 -3,9553 -3,9968 -3,9709 -3,9279 -3,8854 -3,8441 -3,8099 -3,8033 -3,8410 -3,9148 -4,0049 -4,1032 -4,2124 -4,3320 -4,4492 -4,5345 -4,5421 -4,4268 -4,1668 -3,7761 -3,3030 -2,8177 -2,3927 -2,0917 -1,9722 -2,0829 -2,4432 -3,0239 -3,7475 -4,5076 -5,1955 -5,7266 -6,0579 -6,1904 -6,1621 -6,0379 -5,8902 -5,7707 -5,6863 -5,5945 -5,4317 -5,1597 -4,7901 -4,3688 -3,9525 -3,6034 -3,3782 -3,2948 -3,3052 -3,3204 -3,2766 -3,1756 -3,0592 -2,9529 -2,8445 -2,7146 -2,5744 -2,4682 -2,4507 -2,5647 -2,8213 -3,1864 -3,5783 -3,8911 -4,0437 -4,0307 -3,9311 -3,8600 -3,8930 -4,0164 -4,1342 -4,1318 -3,9475 -3,5851 -3,0703 -2,4258 -1,6970 -0,9687 -0,3316 0,1686 0,5440 0,8374 1,0949 1,3521 1,6182 1,8661 2,0546 2,1604 2,1857 2,1386 2,0085 1,7675 1,4009 0,9256 0,3785 -0,1929 -0,7421 -1,2392 -1,6637 -1,9919 -2,2025 -2,2818 -2,2201 -2,0179 -1,6902 -1,2651 -0,7933 -0,3596 -0,0669 0,0105 -0,1358 -0,4520 -0,8530 -1,2508 -1,5745 -1,7863 -1,8800 -1,8702 -1,7913 -1,7029 -1,6678 -1,7150 -1,8318 -1,9838 -2,1325 -2,2509 -2,3331 -2,3810 -2,3783 -2,2951 -2,1339 -1,9587 -1,8582 -1,8872 -2,0454 -2,2889 -2,5538 -2,7788 -2,9213 -2,9698 -2,9487 -2,8952 -2,8223 -2,7183 -2,5850 -2,4466 -2,3118 -2,1476 -1,8927 -1,4948 -0,9473 -0,3035 0,3435 0,8983 1,2974 1,5351 1,6595 1,7407 1,8345 1,9587 2,0892 2,1864 2,2193 2,1680 2,0343 1,8520 1,6618 1,4829 1,3210 1,1852 1,0824 1,0040 0,9275 0,8253 0,6747 0,4731 0,2480 0,0441 -0,1034 -0,1810 -0,1924 -0,1519 -0,0825 -0,0117 0,0425 0,0819 0,1126 0,1099 0,0067 -0,2611 -0,6921 -1,2087 -1,7092 -2,1251 -2,4308 -2,6266 -2,7338 -2,7940 -2,8516 -2,9433 -3,0984 -3,3337 -3,6377 -3,9694 -4,2801 -4,5363 -4,7211 -4,8274 -4,8473 -4,7576 -4,5157 -4,0791 -3,4522 -2,7260 -2,0524 -1,5569 -1,2676 -1,1241 -1,0426 -0,9687 -0,8886 -0,8169 -0,7761 -0,7732 -0,7994 -0,8587 -0,9807 -1,1928 -1,4909 -1,8448 -2,2083 -2,5211 -2,7188 -2,7509 -2,5940 -2,2671 -1,8373 -1,3962 -1,0157 -0,7194 -0,4965 -0,3315 -0,2113 -0,1148 -0,0174 0,0781 0,1257 0,0755 -0,0701 -0,2561 -0,4231 -0,5374 -0,5876 -0,5847 -0,5755 -0,6365 -0,8337 -1,1854 -1,6616 -2,2047 -2,7452 -3,2183 -3,5827 -3,8235 -3,9405 -3,9389 -3,8240 -3,6142 -3,3606 -3,1208 -2,9066 -2,6785 -2,3854 -1,9914 -1,4841 -0,8888 -0,2764 0,2599 0,6477 0,8589 0,8989 0,7887 0,5641 0,2776 -0,0255 -0,3476 -0,7409 -1,2461 -1,8251 -2,3724 -2,7957 -3,0726 -3,2445 -3,3861 -3,5828 -3,9124 -4,4279 -5,1382 -5,9936 -6,8975 -7,7507 -8,5038 -9,1771 -9,8331 -10,5181 -11,2184 -11,8723 -12,4023 -12,7246 -12,7563 -12,4564 -11,8594 -11,0484 -10,0987 -9,0541 -7,9401 -6,7792 -5,5976 -4,4313 -3,3306 -2,3496 -1,5199 -0,8456 -0,3304 0,0131 0,2070 0,3402 0,5312 0,8594 1,3282 1,8882 2,4962 3,1403 3,8077 4,4461 4,9732 5,3291 5,5112 5,5567 5,5102 5,4137 5,3120 5,2427 5,2142 5,1949 5,1249 4,9339 4,5653 4,0144 3,3448 2,6539 2,0260 1,5093 1,1005 0,7465 0,3798 -0,0388 -0,5044 -0,9810 -1,4293 -1,8297 -2,1852 -2,5046 -2,7936 -3,0696 -3,3699 -3,7256 -4,1371 -4,5879 -5,0651 -5,5592 -6,0693 -6,6187 -7,2479 -7,9787 -8,7932 -9,6535 -10,5194 -11,3426 -12,0661 -12,6400 -13,0366 -13,2606 -13,3565 -13,3934 -13,4265 -13,4686 -13,5024 -13,5131 -13,4998 -13,4699 -13,4369 -13,4196 -13,4381 -13,5016 -13,5933 -13,6782 -13,7364 -13,7788 -13,8235 -13,8713 -13,9043 -13,8853 -13,7562 -13,4684 -13,0376 -12,5548
F3    -4,5451 -4,3935 -4,0115 -3,4606 -2,8576 -2,3218 -1,9376 -1,7284 -1,6565 -1,6574 -1,6797 -1,6920 -1,6714 -1,6024 -1,4823 -1,3100 -1,0745 -0,7721 -0,4261 -0,0811 0,2154 0,4303 0,5638 0,6449 0,7030 0,7595 0,8450 1,0051 1,2706 1,6131 1,9387 2,1405 2,1696 2,0650 1,9179 1,8033 1,7406 1,7071 1,6686 1,5942 1,4675 1,3058 1,1562 1,0560 1,0166 1,0465 1,1660 1,3972 1,7502 2,2036 2,6832 3,0668 3,2387 3,1567 2,8671 2,4592 2,0205 1,6292 1,3535 1,2263 1,2175 1,2461 1,2212 1,0729 0,7633 0,2863 -0,3363 -1,0533 -1,7852 -2,4463 -2,9767 -3,3519 -3,5752 -3,6737 -3,6875 -3,6530 -3,5921 -3,5054 -3,3727 -3,1861 -2,9834 -2,8221 -2,7217 -2,6473 -2,5335 -2,3013 -1,8638 -1,1701 -0,2804 0,6253 1,3444 1,7633 1,8949 1,8331 1,6723 1,4754 1,3011 1,2215 1,2863 1,4725 1,6864 1,8207 1,8000 1,5862 1,1731 0,5923 -0,0892 -0,7922 -1,4616 -2,0825 -2,6586 -3,1869 -3,6563 -4,0405 -4,2921 -4,3749 -4,3139 -4,2078 -4,1877 -4,3543 -4,7415 -5,3268 -6,0547 -6,8319 -7,5221 -7,9929 -8,1845 -8,1276 -7,9063 -7,6105 -7,2952 -6,9558 -6,5517 -6,0654 -5,5303 -5,0078 -4,5437 -4,1315 -3,7090 -3,1873 -2,4918 -1,6082 -0,6044 0,4175 1,3885 2,2728 3,0166 3,5325 3,7461 3,6524 3,3311 2,9150 2,5271 2,2345 2,0563 1,9951 2,0472 2,1991 2,4247 2,6760 2,8939 3,0433 3,1229 3,1320 3,0486 2,8481 2,5288 2,1079 1,6133 1,0942 0,6126 0,2087 -0,1180 -0,3934 -0,6396 -0,8549 -1,0226 -1,1303 -1,1758 -1,1566 -1,0714 -0,9444 -0,8430 -0,8468 -0,9890 -1,2350 -1,5276 -1,8529 -2,2563 -2,7869 -3,4225 -4,0554 -4,5571 -4,8570 -4,9694 -4,9571 -4,8804 -4,7825 -4,7027 -4,6883 -4,7788 -4,9672 -5,1857 -5,3507 -5,4152 -5,3742 -5,2431 -5,0433 -4,7946 -4,5086 -4,1896 -3,8449 -3,4925 -3,1603 -2,8841 -2,7072 -2,6755 -2,8251 -3,1692 -3,6887 -4,3342 -5,0371 -5,7244 -6,3317 -6,8165 -7,1612 -7,3618 -7,4173 -7,3403 -7,1704 -6,9630 -6,7573 -6,5529 -6,3232 -6,0553 -5,7673 -5,4867 -5,2343 -5,0385 -4,9327 -4,9174 -4,9354 -4,9034 -4,7785 -4,5940 -4,4304 -4,3462 -4,3347 -4,3456 -4,3332 -4,2838 -4,2240 -4,2077 -4,2836 -4,4622 -4,7009 -4,9125 -5,0143 -4,9924 -4,9243 -4,9365 -5,1197 -5,4646 -5,8609 -6,1596 -6,2487 -6,0782 -5,6343 -4,9311 -4,0406 -3,1016 -2,2632 -1,6100 -1,1431 -0,8131 -0,5503 -0,2835 0,0234 0,3426 0,5979 0,7192 0,6835 0,5087 0,2146 -0,1930 -0,7018 -1,2854 -1,9114 -2,5342 -3,1003 -3,5703 -3,9189 -4,1313 -4,2177 -4,2108 -4,1379 -4,0065 -3,8019 -3,4929 -3,0605 -2,5400 -2,0321 -1,6589 -1,5020 -1,5723 -1,8179 -2,1536 -2,4947 -2,7792 -2,9718 -3,0565 -3,0454 -2,9980 -3,0044 -3,1286 -3,3736 -3,7001 -4,0596 -4,4108 -4,7166 -4,9268 -4,9709 -4,7886 -4,3968 -3,9232 -3,5415 -3,3701 -3,4304 -3,6695 -4,0020 -4,3400 -4,6029 -4,7352 -4,7377 -4,6663 -4,5780 -4,4963 -4,4332 -4,3995 -4,3760 -4,2974 -4,0755 -3,6379 -2,9715 -2,1494 -1,3087 -0,5915 -0,0865 0,1981 0,3191 0,3566 0,3806 0,4284 0,4990 0,5723 0,6266 0,6440 0,6266 0,6026 0,5911 0,5807 0,5603 0,5450 0,5457 0,5310 0,4436 0,2460 -0,0592 -0,4356 -0,8239 -1,1646 -1,4249 -1,6048 -1,7158 -1,7577 -1,7233 -1,6175 -1,4628 -1,2918 -1,1462 -1,0854 -1,1793 -1,4653 -1,8995 -2,3716 -2,7844 -3,1162 -3,4012 -3,6741 -3,9468 -4,2098 -4,4345 -4,5933 -4,6896 -4,7537 -4,8100 -4,8642 -4,9211 -4,9941 -5,0876 -5,1816 -5,2374 -5,2052 -5,0307 -4,6748 -4,1572 -3,5841 -3,1057 -2,8206 -2,7157 -2,6993 -2,6839 -2,6361 -2,5614 -2,4665 -2,3478 -2,1978 -2,0188 -1,8485 -1,7683 -1,8552 -2,1263 -2,5295 -2,9681 -3,3353 -3,5554 -3,5988 -3,4659 -3,1786 -2,7926 -2,3884 -2,0303 -1,7364 -1,4975 -1,3124 -1,1899 -1,1273 -1,1098 -1,1449 -1,2799 -1,5584 -1,9596 -2,4012 -2,8000 -3,1146 -3,3337 -3,4584 -3,5141 -3,5627 -3,6733 -3,8797 -4,1715 -4,5083 -4,8402 -5,1344 -5,3892 -5,6171 -5,8175 -5,9617 -5,9983 -5,8863 -5,6362 -5,3088 -4,9626 -4,6183 -4,2698 -3,8969 -3,4669 -2,9592 -2,3953 -1,8308 -1,3206 -0,9029 -0,6116 -0,4816 -0,5360 -0,7658 -1,1334 -1,6113 -2,2104 -2,9372 -3,7255 -4,4405 -4,9596 -5,2421 -5,3435 -5,3863 -5,5069 -5,8084 -6,3415 -7,1000 -8,0147 -8,9648 -9,8291 -10,5505 -11,1545 -11,7120 -12,2870 -12,9049 -13,5472 -14,1512 -14,6081 -14,7879 -14,6057 -14,0720 -13,2725 -12,3019 -11,2221 -10,0635 -8,8519 -7,6232 -6,4195 -5,2841 -4,2593 -3,3775 -2,6631 -2,1500 -1,8708 -1,7986 -1,8077 -1,7162 -1,3842 -0,7872 -0,0016 0,8717 1,7535 2,5712 3,2389 3,6794 3,8724 3,8660 3,7321 3,5276 3,3016 3,1110 3,0028 2,9794 2,9873 2,9366 2,7321 2,3140 1,6979 0,9769 0,2736 -0,3141 -0,7423 -1,0374 -1,2876 -1,5890 -1,9861 -2,4558 -2,9314 -3,3445 -3,6632 -3,9002 -4,0884 -4,2592 -4,4507 -4,7111 -5,0657 -5,4923 -5,9523 -6,4282 -6,9221 -7,4488 -8,0461 -8,7619 -9,6101 -10,5486 -11,5044 -12,4029 -13,1776 -13,7836 -14,2118 -14,4852 -14,6402 -14,7146 -14,7454 -14,7576 -14,7493 -14,7010 -14,6083 -14,4947 -14,3911 -14,3188 -14,2957 -14,3460 -14,4940 -14,7458 -15,0875 -15,5045 -15,9798 -16,4667 -16,8870 -17,1622 -17,2339 -17,0593 -16,6277 -15,9981 -15,2968
F7    -3,2997 -3,7832 -4,0647 -4,1053 -3,9055 -3,5051 -2,9810 -2,4185 -1,8821 -1,4077 -1,0070 -0,6711 -0,3833 -0,1408 0,0421 0,1616 0,2464 0,3392 0,4648 0,6251 0,8104 1,0020 1,1672 1,2553 1,2146 1,0419 0,8204 0,6872 0,7391 0,9596 1,2357 1,4459 1,5403 1,5569 1,5744 1,6411 1,7386 1,8075 1,7967 1,6898 1,5064 1,2871 1,0661 0,8452 0,6065 0,3543 0,1349 0,0097 0,0130 0,1278 0,2839 0,3830 0,3648 0,2681 0,2020 0,2480 0,4014 0,5951 0,7524 0,8105 0,7181 0,4398 -0,0262 -0,6401 -1,3338 -2,0325 -2,6709 -3,1973 -3,5693 -3,7518 -3,7246 -3,4939 -3,1079 -2,6650 -2,2902 -2,0848 -2,0891 -2,2692 -2,5339 -2,7864 -2,9761 -3,1026 -3,1846 -3,2258 -3,1948 -3,0203 -2,6092 -1,9011 -0,9392 0,1161 1,0680 1,7854 2,2423 2,4854 2,5730 2,5431 2,4288 2,2775 2,1342 2,0054 1,8531 1,6326 1,3381 1,0020 0,6508 0,2742 -0,1589 -0,6683 -1,2415 -1,8291 -2,3625 -2,7870 -3,0791 -3,2287 -3,2213 -3,0531 -2,7632 -2,4434 -2,2176 -2,2032 -2,4739 -3,0471 -3,8888 -4,9036 -5,9291 -6,7796 -7,3189 -7,5044 -7,3923 -7,1065 -6,7688 -6,4349 -6,0960 -5,7317 -5,3407 -4,9282 -4,4832 -3,9719 -3,3555 -2,6033 -1,6963 -0,6574 0,4184 1,3951 2,1567 2,6347 2,8069 2,6974 2,3838 1,9961 1,6919 1,6011 1,7598 2,0913 2,4640 2,7748 2,9865 3,1139 3,1866 3,2145 3,1892 3,1153 3,0175 2,9105 2,7747 2,5751 2,2963 1,9437 1,5293 1,0838 0,6733 0,3759 0,2446 0,2856 0,4547 0,6755 0,8776 1,0211 1,0891 1,0790 1,0028 0,8644 0,6332 0,2665 -0,2321 -0,7845 -1,2789 -1,6550 -1,9522 -2,2612 -2,6249 -2,9935 -3,2677 -3,3737 -3,3058 -3,1118 -2,8537 -2,5817 -2,3304 -2,1279 -2,0053 -1,9893 -2,0878 -2,2944 -2,6014 -2,9929 -3,4327 -3,8674 -4,2355 -4,4763 -4,5457 -4,4321 -4,1582 -3,7650 -3,2965 -2,7964 -2,3140 -1,9176 -1,6897 -1,6902 -1,9207 -2,3204 -2,7899 -3,2208 -3,5265 -3,6687 -3,6629 -3,5657 -3,4510 -3,3823 -3,3961 -3,4985 -3,6636 -3,8469 -4,0116 -4,1356 -4,1928 -4,1568 -4,0324 -3,8646 -3,7022 -3,5635 -3,4411 -3,3340 -3,2608 -3,2410 -3,2658 -3,2910 -3,2702 -3,2043 -3,1548 -3,2138 -3,4520 -3,8773 -4,4265 -4,9889 -5,4486 -5,7265 -5,8096 -5,7511 -5,6345 -5,5150 -5,3846 -5,1841 -4,8533 -4,3801 -3,8026 -3,1683 -2,5114 -1,8696 -1,3013 -0,8666 -0,5916 -0,4628 -0,4547 -0,5415 -0,6891 -0,8631 -1,0470 -1,2365 -1,4160 -1,5500 -1,6033 -1,5761 -1,5120 -1,4629 -1,4620 -1,5217 -1,6289 -1,7543 -1,8779 -1,9895 -2,0740 -2,1153 -2,1018 -2,0199 -1,8541 -1,5952 -1,2474 -0,8404 -0,4452 -0,1615 -0,0704 -0,1930 -0,4936 -0,9112 -1,3830 -1,8515 -2,2657 -2,5778 -2,7440 -2,7490 -2,6340 -2,4864 -2,3992 -2,4468 -2,6745 -3,0736 -3,5775 -4,0941 -4,5328 -4,8105 -4,8658 -4,6973 -4,3886 -4,0709 -3,8433 -3,7170 -3,6272 -3,4944 -3,2824 -3,0156 -2,7626 -2,6063 -2,6073 -2,7647 -3,0163 -3,2789 -3,4753 -3,5331 -3,3944 -3,0411 -2,5090 -1,8838 -1,2775 -0,7810 -0,4253 -0,1851 -0,0106 0,1447 0,3044 0,4686 0,6281 0,7739 0,8975 0,9806 0,9912 0,9106 0,7575 0,5728 0,4004 0,2925 0,2972 0,4145 0,5715 0,6589 0,5928 0,3440 -0,0585 -0,5380 -1,0058 -1,4039 -1,7183 -1,9625 -2,1554 -2,3101 -2,4290 -2,4995 -2,4987 -2,4116 -2,2550 -2,0863 -1,9723 -1,9413 -1,9697 -2,0161 -2,0663 -2,1399 -2,2650 -2,4643 -2,7544 -3,1354 -3,5846 -4,0650 -4,5289 -4,9106 -5,1334 -5,1495 -4,9788 -4,7100 -4,4615 -4,3208 -4,2944 -4,3052 -4,2366 -4,0063 -3,6257 -3,1891 -2,7976 -2,4932 -2,2628 -2,0829 -1,9490 -1,8703 -1,8535 -1,8887 -1,9386 -1,9498 -1,9010 -1,8311 -1,7990 -1,8299 -1,9067 -1,9893 -2,0322 -2,0065 -1,9098 -1,7606 -1,5948 -1,4594 -1,3881 -1,3763 -1,3940 -1,4203 -1,4573 -1,5114 -1,5732 -1,6185 -1,6419 -1,6860 -1,8049 -1,9995 -2,2146 -2,3997 -2,5476 -2,6722 -2,7807 -2,8762 -2,9716 -3,0790 -3,1954 -3,3153 -3,4478 -3,6047 -3,7872 -3,9896 -4,1955 -4,3712 -4,4805 -4,4963 -4,4001 -4,1984 -3,9352 -3,6643 -3,4210 -3,2189 -3,0475 -2,8728 -2,6665 -2,4409 -2,2440 -2,1199 -2,0832 -2,1162 -2,1748 -2,2039 -2,1592 -2,0256 -1,8309 -1,6346 -1,4867 -1,3922 -1,3259 -1,2781 -1,2752 -1,3629 -1,5906 -2,0051 -2,6371 -3,4848 -4,5097 -5,6462 -6,8233 -7,9869 -9,1043 -10,1512 -11,0992 -11,9087 -12,5260 -12,8998 -13,0086 -12,8594 -12,4701 -11,8741 -11,1325 -10,3132 -9,4550 -8,5600 -7,6145 -6,6121 -5,5636 -4,5055 -3,5082 -2,6517 -1,9807 -1,4944 -1,1853 -1,0567 -1,0812 -1,1695 -1,2036 -1,0964 -0,8311 -0,4572 -0,0462 0,3508 0,7117 1,0338 1,3338 1,6526 2,0414 2,5239 3,0664 3,5831 3,9757 4,1754 4,1593 3,9441 3,5649 3,0456 2,3916 1,6244 0,8164 0,0716 -0,5200 -0,9147 -1,1385 -1,2836 -1,4547 -1,7084 -2,0296 -2,3484 -2,5893 -2,7298 -2,8095 -2,8838 -2,9824 -3,1163 -3,3000 -3,5493 -3,8793 -4,3147 -4,8819 -5,5807 -6,3772 -7,2255 -8,0851 -8,9150 -9,6698 -10,3163 -10,8459 -11,2645 -11,5798 -11,7962 -11,9118 -11,9214 -11,8262 -11,6456 -11,4187 -11,1946 -11,0180 -10,9173 -10,9048 -10,9911 -11,2023 -11,5760 -12,1332 -12,8432 -13,6189 -14,3533 -14,9582 -15,3715 -15,5500 -15,4763 -15,1680 -14,6689 -14,0304 -13,3115 -12,5976 -11,9972
