Fp1   -1,4425 -0,7902 -0,3455 -0,1234 -0,0685 -0,0695 -0,0002 0,2366 0,6643 1,2040 1,7180 2,0977 2,2987 2,3358 2,2792 2,2060 2,1350 2,0352 1,8741 1,6315 1,2981 0,8817 0,4154 -0,0384 -0,4041 -0,6346 -0,7491 -0,8118 -0,8657 -0,9284 -1,0469 -1,2728 -1,5684 -1,8099 -1,8915 -1,7853 -1,5222 -1,1605 -0,7724 -0,4328 -0,2020 -0,1106 -0,1477 -0,2578 -0,3728 -0,4673 -0,5669 -0,7000 -0,8714 -1,0804 -1,3403 -1,6765 -2,1023 -2,5751 -2,9781 -3,1832 -3,1362 -2,8654 -2,4297 -1,8922 -1,3255 -0,8057 -0,3962 -0,1529 -0,1212 -0,2903 -0,5689 -0,8376 -1,0144 -1,0693 -1,0135 -0,8874 -0,7425 -0,6168 -0,5176 -0,4131 -0,2338 0,0969 0,6086 1,2644 1,9876 2,6863 3,2540 3,5843 3,6159 3,3680 2,9309 2,4180 1,9239 1,5081 1,1884 0,9432 0,7398 0,5738 0,4661 0,4286 0,4692 0,6206 0,9181 1,3408 1,7816 2,0747 2,0784 1,7648 1,2348 0,6451 0,1172 -0,3088 -0,6654 -1,0165 -1,4080 -1,8318 -2,2225 -2,4828 -2,5224 -2,3050 -1,8764 -1,3371 -0,7744 -0,2331 0,2579 0,6773 1,0498 1,4644 2,0213 2,7561 3,6228 4,5435 5,4590 6,3423 7,1879 7,9823 8,6754 9,1805 9,4062 9,3123 8,9729 8,5894 8,3921 8,4969 8,8569 9,3376 9,8241 10,2757 10,7134 11,1718 11,6504 12,0939 12,4171 12,5564 12,4858 12,1975 11,7027 11,0507 10,3178 9,5818 8,9199 8,4149 8,1288 8,0554 8,0972 8,0934 7,9023 7,4896 6,9364 6,3629 5,8615 5,4849 5,2455 5,1070 5,0067 4,8944 4,7407 4,5160 4,1845 3,7321 3,2008 2,6786 2,2336 1,8654 1,5327 1,2082 0,8866 0,5533 0,1720 -0,2861 -0,8125 -1,3748 -1,9469 -2,5057 -3,0005 -3,3469 -3,4768 -3,3949 -3,1671 -2,8664 -2,5551 -2,2884 -2,0885 -1,9230 -1,7288 -1,4637 -1,1479 -0,8602 -0,6829 -0,6429 -0,7048 -0,8048 -0,8924 -0,9550 -1,0196 -1,1322 -1,3222 -1,5803 -1,8744 -2,1734 -2,4506 -2,6758 -2,8260 -2,8952 -2,8742 -2,7321 -2,4419 -2,0194 -1,5245 -1,0300 -0,5944 -0,2671 -0,1124 -0,2009 -0,5519 -1,0949 -1,7052 -2,2743 -2,7505 -3,1394 -3,4740 -3,7611 -3,9519 -3,9784 -3,8125 -3,4765 -3,0099 -2,4485 -1,8352 -1,2284 -0,6941 -0,2988 -0,1070 -0,1708 -0,4986 -1,0177 -1,5849 -2,0524 -2,3341 -2,4265 -2,3820 -2,2696 -2,1539 -2,0947 -2,1389 -2,3023 -2,5657 -2,8852 -3,1916 -3,3998 -3,4405 -3,2837 -2,9370 -2,4390 -1,8572 -1,2887 -0,8430 -0,5868 -0,4957 -0,4803 -0,4628 -0,4262 -0,3978 -0,4193 -0,5384 -0,7881 -1,1485 -1,5396 -1,8480 -1,9659 -1,8356 -1,4785 -0,9849 -0,4692 -0,0158 0,3440 0,6178 0,8209 0,9477 0,9810 0,9342 0,8612 0,8083 0,7641 0,6622 0,4215 -0,0196 -0,6776 -1,4935 -2,3243 -2,9888 -3,3397 -3,3052 -2,9064 -2,2651 -1,5737 -1,0163 -0,6984 -0,6451 -0,8326 -1,1878 -1,5902 -1,9186 -2,0929 -2,0767 -1,8704 -1,5179 -1,0991 -0,6967 -0,3655 -0,1387 -0,0463 -0,1087 -0,3138 -0,6017 -0,8791 -1,0568 -1,0784 -0,9266 -0,6249 -0,2333 0,1751 0,5408 0,8393 1,0944 1,3617 1,6901 2,0898 2,5237 2,9227 3,2190 3,3724 3,3799 3,2844 3,1727 3,1462 3,2712 3,5363 3,8539 4,1199 4,2820 4,3448 4,3340 4,2980 4,3251 4,5134 4,9260 5,5715 6,3964 7,2957 8,1514 8,8603 9,3300 9,4742 9,2450 8,6729 7,8754 7,0266 6,3020 5,8231 5,6219 5,6197 5,6444 5,5168 5,1475 4,5581 3,8430 3,1266 2,5238 2,1004 1,8557 1,7419 1,7057 1,7218 1,8010 1,9750 2,2735 2,7056 3,2606 3,9170 4,6388 5,3756 6,0784 6,7046 7,2114 7,5595 7,7285 7,7288 7,6024 7,4205 7,2757 7,2442 7,3316 7,4622 7,5223 7,4185 7,1229 6,6879 6,2243 5,8614 5,7038 5,8063 6,1758 6,7775 7,5382 8,3538 9,0976 9,6449 9,9126 9,8886 9,6405 9,3020 9,0231 8,9025 8,9531 9,1265 9,3683 9,6416 9,9123 10,1416 10,3030 10,3955 10,4393 10,4620 10,4708 10,4315 10,2840 9,9823 9,5184 8,9219 8,2403 7,5290 6,8594 6,3138 5,9596 5,8342 5,9416 6,2404 6,6460 7,0679 7,4452 7,7499 7,9659 8,0692 8,0417 7,9071 7,7243 7,5392 7,3580 7,1619 6,9423 6,7176 6,5118 6,3289 6,1470 5,9223 5,6080 5,1931 4,7266 4,2973 3,9925 3,8780 3,9994 4,3686 4,9456 5,6437 6,3518 6,9593 7,3838 7,5858 7,5651 7,3658 7,0686 6,7493 6,4559 6,2229 6,0702 5,9838 5,9189 5,8249 5,6799 5,5239 5,4605 5,6051 6,0247 6,7187 7,6242 8,6243 9,5694 10,3133 10,7628 10,9226 10,9027 10,8606 10,9028 11,0350 11,2052 11,3657 11,4797 11,5015 11,3679 11,0122 10,3985 9,5566 8,5881 7,6417 6,8661 6,3679 6,1975 6,3533 6,7829 7,3818 8,0135 8,5497 8,8907 8,9669 8,7514 8,2821 7,6657 7,0524 6,5882 6,3616 6,3773 6,5867 6,9384 7,3872 7,8719 8,3104 8,6022 8,6288 8,2913 7,5713 6,5476 5,3608 4,1675 3,1096 2,2882 1,7352 1,4150 1,2618 1,2017 1,1461 1,0064 0,7339 0,3393 -0,1294 -0,6214 -1,1026 -1,5455 -1,9093 -2,1573 -2,2960 -2,3689 -2,4132 -2,4278 -2,3657 -2,1539 -1,7438 -1,1550 -0,4734 0,1993 0,8016 1,3217 1,7605 2,0910 2,2603 2,2280 1,9870 1,5502 0,9413 0,2019 -0,6076 -1,4141 -2,1204 -2,6045 -2,7692 -2,5885 -2,0947 -1,3462 -0,4270 0,5442 1,4252 2,0858 2,4501
Fz    -0,8840 -0,6120 -0,4065 -0,2748 -0,2011 -0,1497 -0,0832 0,0237 0,1767 0,3580 0,5337 0,6722 0,7537 0,7747 0,7518 0,7069 0,6462 0,5645 0,4599 0,3333 0,1855 0,0195 -0,1586 -0,3390 -0,5058 -0,6421 -0,7403 -0,7982 -0,8083 -0,7715 -0,7194 -0,6914 -0,6920 -0,6910 -0,6588 -0,5855 -0,4760 -0,3386 -0,1774 0,0035 0,1904 0,3596 0,4907 0,5823 0,6462 0,6873 0,6972 0,6685 0,6048 0,5148 0,4041 0,2726 0,1216 -0,0317 -0,1494 -0,1963 -0,1678 -0,0888 0,0082 0,0979 0,1667 0,2121 0,2382 0,2438 0,2159 0,1449 0,0461 -0,0427 -0,0820 -0,0516 0,0397 0,1593 0,2706 0,3564 0,4272 0,5089 0,6303 0,8145 1,0680 1,3725 1,6924 1,9876 2,2162 2,3363 2,3246 2,1941 1,9887 1,7591 1,5446 1,3684 1,2368 1,1420 1,0751 1,0374 1,0334 1,0550 1,0865 1,1234 1,1706 1,2256 1,2649 1,2497 1,1512 0,9783 0,7783 0,6107 0,5177 0,5084 0,5616 0,6405 0,7120 0,7592 0,7816 0,7873 0,7826 0,7621 0,7096 0,6135 0,4846 0,3533 0,2485 0,1881 0,1902 0,2762 0,4559 0,7158 1,0299 1,3861 1,7984 2,2893 2,8634 3,4932 4,1205 4,6701 5,0713 5,2834 5,3246 5,2772 5,2454 5,2920 5,4156 5,5813 5,7593 5,9366 6,1040 6,2456 6,3400 6,3670 6,3170 6,1991 6,0334 5,8363 5,6215 5,4098 5,2270 5,0967 5,0430 5,0902 5,2455 5,4782 5,7167 5,8731 5,8881 5,7631 5,5509 5,3150 5,1001 4,9315 4,8200 4,7580 4,7249 4,7021 4,6773 4,6337 4,5450 4,3882 4,1655 3,9021 3,6189 3,3179 2,9980 2,6738 2,3702 2,0994 1,8504 1,6011 1,3369 1,0513 0,7385 0,3972 0,0439 -0,2877 -0,5657 -0,7747 -0,9137 -0,9840 -0,9864 -0,9266 -0,8196 -0,6865 -0,5494 -0,4286 -0,3464 -0,3259 -0,3736 -0,4662 -0,5602 -0,6134 -0,6036 -0,5377 -0,4499 -0,3815 -0,3576 -0,3778 -0,4251 -0,4796 -0,5229 -0,5373 -0,5104 -0,4341 -0,2957 -0,0782 0,2213 0,5768 0,9449 1,2891 1,5932 1,8533 2,0616 2,1993 2,2487 2,2091 2,0973 1,9354 1,7407 1,5268 1,3081 1,1056 0,9469 0,8508 0,8120 0,8081 0,8212 0,8462 0,8792 0,9070 0,9100 0,8707 0,7789 0,6341 0,4513 0,2670 0,1290 0,0657 0,0661 0,0920 0,1066 0,0916 0,0446 -0,0288 -0,1175 -0,2047 -0,2726 -0,3076 -0,2967 -0,2225 -0,0696 0,1673 0,4791 0,8399 1,2083 1,5335 1,7660 1,8771 1,8785 1,8146 1,7349 1,6741 1,6477 1,6485 1,6490 1,6263 1,5871 1,5655 1,6046 1,7319 1,9363 2,1662 2,3547 2,4528 2,4467 2,3521 2,2002 2,0248 1,8493 1,6817 1,5249 1,3824 1,2508 1,1120 0,9403 0,7139 0,4202 0,0655 -0,3147 -0,6582 -0,8966 -0,9824 -0,9053 -0,6910 -0,3889 -0,0603 0,2365 0,4644 0,6118 0,6799 0,6795 0,6358 0,5809 0,5390 0,5226 0,5325 0,5546 0,5642 0,5394 0,4686 0,3489 0,1826 -0,0220 -0,2478 -0,4657 -0,6368 -0,7259 -0,7140 -0,6012 -0,4052 -0,1575 0,1047 0,3510 0,5657 0,7496 0,9133 1,0664 1,2147 1,3617 1,5071 1,6485 1,7865 1,9293 2,0923 2,2941 2,5489 2,8523 3,1677 3,4335 3,5996 3,6625 3,6587 3,6315 3,6167 3,6502 3,7664 3,9843 4,2965 4,6679 5,0468 5,3807 5,6255 5,7430 5,7045 5,5067 5,1811 4,7860 4,3881 4,0459 3,7997 3,6616 3,5997 3,5399 3,4053 3,1626 2,8302 2,4536 2,0828 1,7612 1,5184 1,3602 1,2715 1,2349 1,2448 1,3015 1,3995 1,5280 1,6839 1,8796 2,1343 2,4527 2,8155 3,1910 3,5489 3,8641 4,1192 4,3073 4,4376 4,5355 4,6355 4,7675 4,9387 5,1246 5,2758 5,3366 5,2658 5,0588 4,7563 4,4324 4,1659 4,0126 3,9956 4,1163 4,3655 4,7170 5,1194 5,5022 5,7971 5,9639 6,0074 5,9733 5,9248 5,9088 5,9344 5,9778 6,0066 6,0040 5,9752 5,9394 5,9202 5,9401 6,0122 6,1341 6,2919 6,4642 6,6199 6,7220 6,7406 6,6662 6,5111 6,2998 6,0561 5,8019 5,5644 5,3777 5,2763 5,2810 5,3862 5,5608 5,7642 5,9615 6,1290 6,2528 6,3233 6,3355 6,2952 6,2157 6,1069 5,9717 5,8085 5,6172 5,4057 5,1877 4,9730 4,7620 4,5445 4,3082 4,0563 3,8134 3,6104 3,4679 3,3961 3,3970 3,4562 3,5404 3,6154 3,6612 3,6705 3,6427 3,5811 3,4905 3,3807 3,2677 3,1650 3,0800 3,0219 3,0030 3,0275 3,0819 3,1384 3,1771 3,2106 3,2849 3,4524 3,7441 4,1624 4,6876 5,2803 5,8856 6,4452 6,9145 7,2804 7,5732 7,8509 8,1600 8,5106 8,8879 9,2752 9,6537 9,9883 10,2284 10,3279 10,2691 10,0731 9,7917 9,4867 9,2056 8,9695 8,7843 8,6611 8,6149 8,6451 8,7242 8,8043 8,8323 8,7693 8,6102 8,3848 8,1413 7,9238 7,7600 7,6585 7,6068 7,5757 7,5363 7,4711 7,3695 7,2220 7,0159 6,7299 6,3380 5,8325 5,2390 4,6103 4,0058 3,4738 3,0415 2,7120 2,4704 2,2906 2,1347 1,9574 1,7233 1,4262 1,0872 0,7393 0,4136 0,1353 -0,0765 -0,2100 -0,2707 -0,2902 -0,3135 -0,3712 -0,4608 -0,5464 -0,5763 -0,5135 -0,3566 -0,1346 0,1153 0,3623 0,5858 0,7731 0,9172 1,0203 1,0982 1,1706 1,2428 1,3020 1,3340 1,3351 1,3147 1,2967 1,3101 1,3723 1,4854 1,6471 1,8539 2,0896 2,3161 2,4789 2,5275 2,4410
F3    -0,6945 -0,2841 0,0625 0,3267 0,5152 0,6569 0,7866 0,9328 1,1042 1,2758 1,4019 1,4499 1,4136 1,3119 1,1838 1,0639 0,9574 0,8534 0,7471 0,6350 0,5085 0,3596 0,1869 -0,0016 -0,1866 -0,3481 -0,4836 -0,6039 -0,7086 -0,7912 -0,8670 -0,9568 -1,0465 -1,0976 -1,0920 -1,0442 -0,9779 -0,9072 -0,8336 -0,7537 -0,6681 -0,5858 -0,5158 -0,4565 -0,3988 -0,3434 -0,3007 -0,2742 -0,2584 -0,2530 -0,2695 -0,3280 -0,4443 -0,6094 -0,7779 -0,8927 -0,9219 -0,8659 -0,7388 -0,5597 -0,3525 -0,1431 0,0453 0,1900 0,2684 0,2794 0,2604 0,2670 0,3355 0,4634 0,6163 0,7483 0,8211 0,8188 0,7535 0,6610 0,5962 0,6169 0,7548 0,9982 1,3011 1,5998 1,8247 1,9179 1,8570 1,6705 1,4227 1,1799 0,9847 0,8520 0,7724 0,7190 0,6662 0,6100 0,5621 0,5251 0,4906 0,4582 0,4375 0,4306 0,4161 0,3503 0,1956 -0,0420 -0,3071 -0,5273 -0,6540 -0,6797 -0,6342 -0,5673 -0,5262 -0,5353 -0,5906 -0,6642 -0,7141 -0,7018 -0,6112 -0,4519 -0,2407 0,0084 0,2759 0,5367 0,7828 1,0336 1,3184 1,6525 2,0384 2,4822 2,9990 3,6027 4,2931 5,0445 5,7972 6,4663 6,9658 7,2429 7,3165 7,2837 7,2649 7,3275 7,4656 7,6397 7,8208 8,0034 8,1927 8,3842 8,5541 8,6655 8,6893 8,6223 8,4804 8,2766 8,0181 7,7184 7,4003 7,0955 6,8496 6,7124 6,7064 6,8047 6,9351 7,0029 6,9348 6,7221 6,4159 6,0788 5,7482 5,4440 5,1833 4,9755 4,8177 4,6991 4,6025 4,4985 4,3505 4,1361 3,8669 3,5766 3,2823 2,9678 2,6118 2,2223 1,8303 1,4547 1,0843 0,6985 0,2960 -0,1093 -0,5085 -0,8969 -1,2530 -1,5300 -1,6807 -1,6913 -1,5853 -1,4038 -1,1917 -0,9910 -0,8286 -0,7094 -0,6237 -0,5643 -0,5448 -0,5970 -0,7400 -0,9509 -1,1730 -1,3463 -1,4351 -1,4399 -1,3946 -1,3466 -1,3285 -1,3391 -1,3537 -1,3494 -1,3203 -1,2722 -1,2158 -1,1543 -1,0672 -0,9140 -0,6684 -0,3435 0,0177 0,3714 0,6921 0,9674 1,1783 1,2944 1,2937 1,1854 1,0047 0,7873 0,5535 0,3108 0,0665 -0,1580 -0,3270 -0,4120 -0,4095 -0,3331 -0,1931 0,0059 0,2485 0,5000 0,7163 0,8565 0,8893 0,7958 0,5772 0,2694 -0,0607 -0,3448 -0,5485 -0,6816 -0,7772 -0,8614 -0,9411 -1,0120 -1,0705 -1,1157 -1,1497 -1,1762 -1,1870 -1,1555 -1,0491 -0,8469 -0,5469 -0,1703 0,2370 0,6120 0,8892 1,0293 1,0449 0,9881 0,9120 0,8460 0,8001 0,7733 0,7527 0,7247 0,6954 0,6970 0,7781 0,9762 1,2826 1,6340 1,9386 2,1193 2,1460 2,0405 1,8593 1,6681 1,5117 1,4008 1,3297 1,2926 1,2769 1,2534 1,1835 1,0350 0,7925 0,4667 0,1017 -0,2294 -0,4481 -0,5005 -0,3746 -0,0996 0,2626 0,6371 0,9582 1,1847 1,2949 1,2814 1,1607 0,9785 0,7883 0,6273 0,5115 0,4438 0,4169 0,4162 0,4270 0,4364 0,4281 0,3842 0,2947 0,1687 0,0395 -0,0444 -0,0416 0,0654 0,2695 0,5429 0,8424 1,1230 1,3524 1,5181 1,6299 1,7135 1,7957 1,8907 1,9981 2,1100 2,2215 2,3369 2,4674 2,6292 2,8390 3,1074 3,4247 3,7458 3,9980 4,1209 4,1046 3,9848 3,8102 3,6316 3,5072 3,4898 3,6084 3,8632 4,2267 4,6509 5,0830 5,4737 5,7721 5,9248 5,8955 5,6871 5,3434 4,9317 4,5214 4,1715 3,9168 3,7450 3,5892 3,3664 3,0309 2,5949 2,1158 1,6721 1,3345 1,1401 1,0800 1,1116 1,1892 1,2856 1,3932 1,5177 1,6759 1,8913 2,1877 2,5789 3,0530 3,5685 4,0725 4,5202 4,8819 5,1437 5,3115 5,4145 5,4985 5,6110 5,7854 6,0229 6,2798 6,4793 6,5436 6,4249 6,1285 5,7160 5,2832 4,9227 4,6944 4,6200 4,6981 4,9167 5,2518 5,6597 6,0748 6,4252 6,6595 6,7664 6,7781 6,7570 6,7617 6,8100 6,8712 6,8954 6,8528 6,7511 6,6228 6,5069 6,4409 6,4518 6,5484 6,7216 6,9461 7,1767 7,3521 7,4171 7,3479 7,1604 6,8924 6,5801 6,2527 5,9400 5,6769 5,5044 5,4575 5,5456 5,7441 6,0074 6,2865 6,5401 6,7376 6,8548 6,8775 6,8094 6,6669 6,4643 6,2079 5,8994 5,5486 5,1810 4,8269 4,5051 4,2189 3,9602 3,7220 3,5150 3,3683 3,3107 3,3543 3,4953 3,7199 4,0001 4,2935 4,5566 4,7555 4,8656 4,8755 4,7906 4,6337 4,4459 4,2747 4,1500 4,0785 4,0620 4,1018 4,1853 4,2830 4,3612 4,4010 4,4179 4,4627 4,5934 4,8408 5,2015 5,6509 6,1532 6,6668 7,1489 7,5663 7,9118 8,2130 8,5105 8,8166 9,1063 9,3530 9,5585 9,7350 9,8742 9,9395 9,8833 9,6754 9,3280 8,8997 8,4760 8,1337 7,9125 7,8159 7,8344 7,9566 8,1587 8,3935 8,5971 8,7044 8,6705 8,4906 8,2029 7,8745 7,5774 7,3657 7,2598 7,2422 7,2703 7,3024 7,3106 7,2756 7,1814 7,0116 6,7411 6,3437 5,8152 5,1832 4,4967 3,8121 3,1836 2,6491 2,2159 1,8649 1,5678 1,2902 0,9864 0,6149 0,1646 -0,3361 -0,8361 -1,2843 -1,6456 -1,9006 -2,0395 -2,0702 -2,0351 -1,9989 -2,0137 -2,0928 -2,2026 -2,2817 -2,2819 -2,1945 -2,0395 -1,8337 -1,5776 -1,2749 -0,9572 -0,6832 -0,5065 -0,4419 -0,4661 -0,5474 -0,6616 -0,7885 -0,9087 -1,0060 -1,0641 -1,0666 -1,0080 -0,8940 -0,7244 -0,4917 -0,2022 0,1106 0,3946 0,5992 0,6943
F7    -1,1964 -0,7143 -0,3743 -0,1944 -0,1413 -0,1460 -0,1288 -0,0226 0,1997 0,5029 0,8108 1,0567 1,2073 1,2617 1,2551 1,2349 1,2206 1,2051 1,1793 1,1350 1,0571 0,9297 0,7512 0,5426 0,3420 0,1845 0,0793 0,0110 -0,0346 -0,0732 -0,1484 -0,3076 -0,5418 -0,7829 -0,9589 -1,0309 -0,9926 -0,8628 -0,6794 -0,4899 -0,3426 -0,2758 -0,3035 -0,4048 -0,5376 -0,6711 -0,7962 -0,9096 -1,0072 -1,0968 -1,2049 -1,3663 -1,6013 -1,8877 -2,1516 -2,3071 -2,3077 -2,1525 -1,8629 -1,4755 -1,0466 -0,6422 -0,3207 -0,1294 -0,0968 -0,2066 -0,3918 -0,5740 -0,6993 -0,7420 -0,7014 -0,6006 -0,4772 -0,3639 -0,2760 -0,2048 -0,1148 0,0393 0,2788 0,5883 0,9309 1,2597 1,5159 1,6358 1,5761 1,3407 0,9827 0,5785 0,1962 -0,1200 -0,3566 -0,5321 -0,6775 -0,8024 -0,8940 -0,9445 -0,9504 -0,8925 -0,7485 -0,5325 -0,3095 -0,1712 -0,1859 -0,3539 -0,6113 -0,8791 -1,1115 -1,3133 -1,5261 -1,7965 -2,1388 -2,5167 -2,8562 -3,0760 -3,1149 -2,9543 -2,6287 -2,2067 -1,7500 -1,2939 -0,8594 -0,4610 -0,0862 0,3148 0,8003 1,3944 2,0773 2,8091 3,5500 4,2640 4,9186 5,4814 5,9134 6,1720 6,2268 6,0853 5,8217 5,5747 5,4872 5,6262 5,9571 6,3862 6,8253 7,2301 7,5992 7,9448 8,2643 8,5283 8,6968 8,7463 8,6739 8,4797 8,1676 7,7587 7,2919 6,8127 6,3679 6,0043 5,7550 5,6162 5,5350 5,4253 5,2160 4,8993 4,5322 4,1887 3,9196 3,7498 3,6797 3,6763 3,6823 3,6455 3,5352 3,3368 3,0459 2,6753 2,2662 1,8767 1,5449 1,2630 0,9948 0,7113 0,4013 0,0600 -0,3199 -0,7380 -1,1755 -1,6067 -2,0158 -2,3925 -2,7145 -2,9412 -3,0370 -2,9998 -2,8614 -2,6679 -2,4719 -2,3211 -2,2298 -2,1667 -2,0815 -1,9442 -1,7678 -1,6020 -1,4982 -1,4758 -1,5205 -1,6083 -1,7238 -1,8624 -2,0252 -2,2104 -2,4062 -2,5922 -2,7545 -2,8942 -3,0167 -3,1196 -3,1975 -3,2493 -3,2692 -3,2346 -3,1199 -2,9211 -2,6618 -2,3794 -2,1113 -1,8939 -1,7728 -1,7979 -1,9877 -2,3037 -2,6689 -3,0127 -3,2992 -3,5297 -3,7236 -3,8863 -3,9950 -4,0170 -3,9391 -3,7721 -3,5297 -3,2175 -2,8472 -2,4540 -2,0922 -1,8189 -1,6795 -1,7002 -1,8760 -2,1609 -2,4776 -2,7489 -2,9264 -3,0015 -2,9964 -2,9438 -2,8730 -2,8084 -2,7721 -2,7800 -2,8366 -2,9324 -3,0381 -3,1067 -3,0908 -2,9618 -2,7185 -2,3857 -2,0066 -1,6366 -1,3337 -1,1318 -1,0170 -0,9427 -0,8756 -0,8192 -0,7991 -0,8413 -0,9671 -1,1860 -1,4796 -1,7960 -2,0610 -2,2016 -2,1765 -1,9927 -1,6998 -1,3679 -1,0576 -0,8003 -0,5997 -0,4490 -0,3504 -0,3147 -0,3378 -0,3895 -0,4371 -0,4789 -0,5493 -0,6966 -0,9549 -1,3233 -1,7542 -2,1607 -2,4482 -2,5498 -2,4397 -2,1374 -1,7154 -1,2869 -0,9604 -0,7945 -0,7951 -0,9364 -1,1672 -1,4147 -1,6088 -1,7022 -1,6708 -1,5141 -1,2663 -0,9949 -0,7726 -0,6470 -0,6348 -0,7318 -0,9178 -1,1568 -1,3989 -1,5895 -1,6877 -1,6793 -1,5732 -1,3924 -1,1650 -0,9145 -0,6581 -0,4024 -0,1356 0,1678 0,5239 0,9214 1,3158 1,6390 1,8289 1,8616 1,7615 1,5875 1,4129 1,3053 1,3024 1,3909 1,5147 1,6143 1,6662 1,6816 1,6810 1,6908 1,7497 1,8931 2,1330 2,4573 2,8353 3,2257 3,5884 3,8865 4,0798 4,1271 4,0057 3,7296 3,3526 2,9565 2,6261 2,4180 2,3385 2,3337 2,3043 2,1578 1,8576 1,4275 0,9265 0,4223 -0,0289 -0,3969 -0,6773 -0,8790 -1,0092 -1,0652 -1,0335 -0,8941 -0,6292 -0,2330 0,2824 0,8846 1,5238 2,1477 2,7192 3,2167 3,6238 3,9264 4,1198 4,2147 4,2346 4,2093 4,1763 4,1741 4,2183 4,2838 4,3155 4,2630 4,1169 3,9152 3,7196 3,5885 3,5613 3,6540 3,8668 4,1849 4,5718 4,9673 5,2955 5,4866 5,5072 5,3764 5,1572 4,9355 4,7904 4,7632 4,8451 4,9957 5,1737 5,3521 5,5142 5,6471 5,7435 5,8048 5,8449 5,8847 5,9346 5,9772 5,9745 5,8920 5,7164 5,4547 5,1261 4,7612 4,4073 4,1210 3,9508 3,9242 4,0416 4,2713 4,5576 4,8412 5,0763 5,2351 5,3065 5,2900 5,1968 5,0576 4,9156 4,8008 4,7165 4,6465 4,5734 4,4879 4,3831 4,2487 4,0726 3,8417 3,5444 3,1854 2,8001 2,4480 2,1878 2,0619 2,0981 2,3044 2,6542 3,0830 3,5076 3,8526 4,0734 4,1600 4,1263 4,0049 3,8415 3,6739 3,5204 3,3909 3,2961 3,2419 3,2228 3,2184 3,2053 3,1853 3,2017 3,3148 3,5640 3,9524 4,4474 4,9844 5,4798 5,8549 6,0638 6,1180 6,0868 6,0617 6,1009 6,2061 6,3480 6,4966 6,6277 6,7159 6,7316 6,6434 6,4303 6,0997 5,6961 5,2949 4,9778 4,8028 4,7930 4,9438 5,2276 5,5909 5,9615 6,2683 6,4529 6,4754 6,3253 6,0293 5,6465 5,2548 4,9370 4,7576 4,7389 4,8618 5,0926 5,3963 5,7288 6,0288 6,2170 6,2030 5,9150 5,3397 4,5311 3,5867 2,6162 1,7247 0,9968 0,4706 0,1310 -0,0685 -0,1841 -0,2790 -0,4170 -0,6409 -0,9566 -1,3402 -1,7554 -2,1706 -2,5593 -2,8923 -3,1450 -3,3171 -3,4303 -3,5066 -3,5495 -3,5327 -3,4072 -3,1385 -2,7401 -2,2716 -1,8016 -1,3715 -0,9882 -0,6451 -0,3496 -0,1279 -0,0090 -0,0106 -0,1377 -0,3857 -0,7391 -1,1709 -1,6398 -2,0810 -2,4105 -2,5604 -2,5081 -2,2673 -1,8670 -1,3506 -0,7865 -0,2648 0,1270 0,3343
