Fp1   -1,7842 -1,1619 -0,3166 0,6512 1,5754 2,2850 2,6549 2,6318 2,2501 1,6347 0,9804 0,5006 0,3516 0,5764 1,1017 1,7734 2,3968 2,7823 2,7948 2,3678 1,4969 0,2724 -1,0856 -2,2684 -2,9756 -3,0148 -2,3876 -1,3139 -0,1382 0,8345 1,4471 1,6795 1,5733 1,1836 0,5823 -0,1240 -0,7905 -1,2646 -1,4585 -1,4029 -1,2145 -1,0145 -0,8824 -0,8642 -0,9905 -1,2827 -1,7457 -2,3481 -2,9985 -3,5504 -3,8655 -3,8943 -3,6847 -3,3142 -2,8338 -2,2748 -1,6817 -1,1338 -0,7389 -0,6029 -0,7939 -1,3042 -2,0129 -2,6979 -3,1390 -3,2524 -3,1337 -2,9588 -2,8312 -2,7188 -2,5084 -2,0814 -1,3604 -0,3522 0,8287 1,9966 2,9590 3,5653 3,7375 3,4808 2,8725 2,0498 1,1893 0,4552 -0,0567 -0,3300 -0,3957 -0,2805 0,0165 0,4861 1,0582 1,6038 1,9837 2,1066 1,9799 1,7152 1,4574 1,2823 1,1532 0,9665 0,6255 0,0806 -0,6469 -1,4587 -2,2226 -2,8387 -3,2741 -3,5508 -3,7021 -3,7280 -3,5925 -3,2623 -2,7434 -2,1040 -1,4764 -1,0288 -0,9162 -1,2391 -2,0201 -3,1825 -4,5381 -5,8220 -6,7890 -7,3039 -7,3583 -7,0188 -6,3730 -5,5203 -4,5818 -3,6728 -2,8524 -2,1116 -1,4127 -0,7469 -0,1545 0,3107 0,6223 0,7754 0,7603 0,5571 0,1538 -0,4215 -1,0770 -1,6672 -2,0284 -2,0214 -1,5867 -0,7905 0,1939 1,1700 2,0012 2,6323 3,0595 3,2961 3,3586 3,2721 3,0882 2,8945 2,7808 2,7757 2,8105 2,7477 2,4647 1,9328 1,2185 0,4216 -0,3616 -1,0208 -1,4133 -1,4077 -0,9537 -0,1088 0,9858 2,1396 3,1466 3,8348 4,1106 3,9714 3,5031 2,8709 2,2754 1,8746 1,7175 1,7399 1,8353 1,9527 2,1273 2,4145 2,8050 3,2073 3,4932 3,5448 3,2945 2,7775 2,1446 1,5788 1,1881 0,9877 0,9514 1,0325 1,1572 1,2464 1,2485 1,1463 0,9444 0,6592 0,3204 -0,0229 -0,3154 -0,5267 -0,6647 -0,7512 -0,7945 -0,7938 -0,7666 -0,7545 -0,7868 -0,8497 -0,8973 -0,8862 -0,8109 -0,7184 -0,6782 -0,7238 -0,8179 -0,8627 -0,7465 -0,4031 0,1476 0,8029 1,4227 1,8780 2,0638 1,8990 1,3518 0,4795 -0,5613 -1,5554 -2,3002 -2,6735 -2,6727 -2,4038 -2,0277 -1,7021 -1,5388 -1,5628 -1,6993 -1,8154 -1,7905 -1,5699 -1,1802 -0,6970 -0,1945 0,2777 0,6779 0,9477 1,0145 0,8238 0,3791 -0,2254 -0,8127 -1,1907 -1,2411 -0,9763 -0,5322 -0,0861 0,2525 0,4920 0,7149 0,9953 1,3529 1,7377 2,0405 2,1569 2,0494 1,7294 1,2061 0,4808 -0,4261 -1,4512 -2,4726 -3,3213 -3,8325 -3,9141 -3,5942 -3,0129 -2,3585 -1,8021 -1,4607 -1,3725 -1,4840 -1,6665 -1,7644 -1,6737 -1,4065 -1,0762 -0,8240 -0,7582 -0,9218 -1,2742 -1,6908 -1,9932 -2,0292 -1,7799 -1,4001 -1,1169 -1,0635 -1,2053 -1,3950 -1,4786 -1,3723 -1,0792 -0,6559 -0,1643 0,3524 0,8550 1,2897 1,6045 1,7669 1,7521 1,5446 1,1768 0,7469 0,3892 0,2292 0,3289 0,6568 1,1289 1,6765 2,2507 2,7735 3,1149 3,1327 2,7472 1,9942 1,0273 0,0727 -0,6382 -0,9394 -0,7867 -0,2777 0,3908 1,0134 1,4435 1,5993 1,4603 1,0854 0,6155 0,2207 0,0189 0,0287 0,1995 0,4815 0,8508 1,2572 1,5708 1,6287 1,3662 0,8879 0,3886 0,0237 -0,1419 -0,1015 0,1501 0,6480 1,4134 2,3659 3,3084 4,0170 4,3424 4,2612 3,8768 3,3604 2,8639 2,4769 2,2353 2,1380 2,1595 2,2621 2,3968 2,5085 2,5569 2,5404 2,5114 2,5580 2,7252 2,9444 3,0740 3,0140 2,7745 2,4367 2,0606 1,6513 1,2213 0,8511 0,6604 0,7219 0,9990 1,3587 1,6573 1,8325 1,9265 2,0258 2,1778 2,3614 2,5226 2,6250 2,6693 2,6860 2,7114 2,7509 2,7670 2,7023 2,5087 2,1767 1,7646 1,3953 1,1962 1,2341 1,5034 1,9469 2,4758 2,9983 3,4540 3,8152 4,0630 4,1838 4,1748 4,0277 3,7213 3,2464 2,6358 1,9767 1,4018 1,0546 1,0353 1,3540 1,9216 2,5929 3,2194 3,6663 3,8247 3,6524 3,2075 2,6394 2,1316 1,8206 1,7369 1,7924 1,8190 1,6539 1,2361 0,6362 0,0041 -0,4991 -0,7516 -0,7094 -0,4073 0,0804 0,6661 1,2492 1,7163 1,9531 1,8861 1,5364 1,0137 0,4541 -0,0244 -0,3269 -0,3798 -0,1542 0,2925 0,8091 1,2098 1,3709 1,2728 0,9633 0,5177 0,0443 -0,3255 -0,5047 -0,5058 -0,4128 -0,2989 -0,1806 -0,0550 0,0273 -0,0546 -0,4129 -1,0401 -1,7629 -2,3093 -2,4612 -2,1804 -1,6016 -0,9064 -0,2054 0,4640 1,0501 1,4356 1,4953 1,1976 0,6493 0,0442 -0,4444 -0,7387 -0,8482 -0,8196 -0,7053 -0,5433 -0,3345 -0,0478 0,3488 0,8617 1,4550 2,0461 2,5249 2,7857 2,7522 2,4020 1,7934 1,0719 0,4154 -0,0586 -0,3354 -0,4729 -0,5672 -0,7297 -1,0463 -1,5202 -2,0562 -2,5232 -2,8441 -3,0281 -3,1305 -3,2004 -3,2635 -3,3212 -3,3478 -3,2971 -3,1234 -2,8001 -2,3239 -1,7113 -0,9939 -0,2220 0,5208 1,1270 1,5148 1,6619 1,5940 1,3673 1,0656 0,7964 0,6529 0,6509 0,7204 0,7837 0,8443 0,9980 1,3562 1,9448 2,6632 3,3412 3,8463 4,1356 4,2232 4,1371 3,9145 3,5994 3,2106 2,7249 2,1165 1,4029 0,6296 -0,1773 -1,0095 -1,8346 -2,5869 -3,1956 -3,6082 -3,8018 -3,7870 -3,5938 -3,2773 -2,9565 -2,7971 -2,9158 -3,3137 -3,8963 -4,5350 -5,1293 -5,6499 -6,1499 -6,7384 -7,5156 -8,5034 -9,6271 -10,7473 -11,6932
Fz    -0,1956 0,1587 0,4550 0,7111 0,9467 1,1613 1,3435 1,4998 1,6586 1,8446 2,0584 2,2768 2,4653 2,5959 2,6604 2,6627 2,6040 2,4857 2,3248 2,1527 1,9958 1,8636 1,7512 1,6418 1,5079 1,3224 1,0743 0,7717 0,4300 0,0655 -0,3037 -0,6616 -1,0033 -1,3335 -1,6541 -1,9585 -2,2370 -2,4856 -2,7067 -2,9003 -3,0551 -3,1563 -3,1997 -3,1890 -3,1226 -2,9959 -2,8195 -2,6306 -2,4789 -2,4030 -2,4185 -2,5222 -2,6937 -2,8948 -3,0802 -3,2127 -3,2662 -3,2240 -3,0777 -2,8249 -2,4662 -2,0110 -1,4878 -0,9412 -0,4146 0,0563 0,4327 0,6704 0,7408 0,6526 0,4496 0,1991 -0,0205 -0,1368 -0,1071 0,0704 0,3669 0,7475 1,1912 1,6927 2,2395 2,7831 3,2377 3,5185 3,5859 3,4613 3,2135 2,9288 2,6702 2,4417 2,1899 1,8507 1,4084 0,9237 0,5030 0,2299 0,1179 0,1141 0,1429 0,1553 0,1453 0,1205 0,0668 -0,0562 -0,2976 -0,6914 -1,2263 -1,8315 -2,4096 -2,8961 -3,2819 -3,5944 -3,8691 -4,1192 -4,3166 -4,4106 -4,3773 -4,2430 -4,0619 -3,8766 -3,6957 -3,4989 -3,2636 -2,9958 -2,7361 -2,5366 -2,4330 -2,4347 -2,5209 -2,6439 -2,7475 -2,7901 -2,7481 -2,6059 -2,3540 -1,9945 -1,5347 -0,9900 -0,4004 0,1656 0,6376 0,9817 1,2168 1,3895 1,5342 1,6608 1,7684 1,8614 1,9468 2,0188 2,0527 2,0138 1,8706 1,6087 1,2472 0,8436 0,4735 0,1997 0,0466 -0,0075 -0,0139 -0,0221 -0,0547 -0,1021 -0,1304 -0,0983 0,0202 0,2178 0,4504 0,6550 0,7876 0,8508 0,8856 0,9463 1,0870 1,3510 1,7532 2,2617 2,8003 3,2782 3,6231 3,7948 3,7820 3,5980 3,2788 2,8726 2,4253 1,9718 1,5362 1,1425 0,8249 0,6236 0,5672 0,6623 0,8909 1,2093 1,5552 1,8657 2,1003 2,2461 2,3006 2,2700 2,1827 2,0760 1,9622 1,8193 1,6203 1,3654 1,0800 0,7859 0,4876 0,1859 -0,1075 -0,3721 -0,5907 -0,7554 -0,8612 -0,8989 -0,8670 -0,7887 -0,7050 -0,6465 -0,6133 -0,5811 -0,5230 -0,4312 -0,3311 -0,2732 -0,3038 -0,4375 -0,6441 -0,8575 -1,0156 -1,0961 -1,1177 -1,1179 -1,1292 -1,1546 -1,1614 -1,1129 -1,0095 -0,8896 -0,7998 -0,7767 -0,8457 -1,0134 -1,2538 -1,5112 -1,7208 -1,8333 -1,8300 -1,7224 -1,5361 -1,3002 -1,0488 -0,8174 -0,6307 -0,4950 -0,4003 -0,3259 -0,2498 -0,1597 -0,0609 0,0255 0,0720 0,0568 -0,0234 -0,1434 -0,2626 -0,3587 -0,4469 -0,5534 -0,6743 -0,7690 -0,7938 -0,7369 -0,6264 -0,5061 -0,4085 -0,3504 -0,3385 -0,3729 -0,4590 -0,6219 -0,8998 -1,3147 -1,8397 -2,3885 -2,8403 -3,0902 -3,0993 -2,9139 -2,6326 -2,3461 -2,0992 -1,8973 -1,7232 -1,5441 -1,3277 -1,0705 -0,8016 -0,5568 -0,3529 -0,1838 -0,0421 0,0551 0,0665 -0,0412 -0,2580 -0,5338 -0,8105 -1,0394 -1,1784 -1,1980 -1,0962 -0,8976 -0,6354 -0,3339 -0,0079 0,3286 0,6650 0,9981 1,3190 1,6035 1,8275 1,9852 2,0869 2,1448 2,1654 2,1533 2,1161 2,0568 1,9658 1,8328 1,6685 1,5084 1,3869 1,3063 1,2368 1,1555 1,0820 1,0668 1,1466 1,3154 1,5262 1,7089 1,7907 1,7189 1,4847 1,1323 0,7431 0,4049 0,1837 0,1109 0,1887 0,4013 0,7220 1,1183 1,5541 1,9895 2,3883 2,7289 3,0042 3,2129 3,3566 3,4433 3,4935 3,5379 3,5981 3,6671 3,7157 3,7161 3,6551 3,5367 3,3806 3,2155 3,0739 2,9930 3,0054 3,1085 3,2481 3,3438 3,3350 3,2028 2,9660 2,6641 2,3334 1,9881 1,6240 1,2411 0,8605 0,5219 0,2701 0,1401 0,1468 0,2730 0,4582 0,6156 0,6776 0,6369 0,5447 0,4726 0,4737 0,5637 0,7231 0,9111 1,0832 1,2044 1,2607 1,2646 1,2423 1,2176 1,2073 1,2208 1,2598 1,3259 1,4231 1,5461 1,6777 1,8083 1,9511 2,1246 2,3233 2,5144 2,6604 2,7377 2,7424 2,6864 2,5892 2,4731 2,3655 2,2980 2,2881 2,3239 2,3728 2,4016 2,3941 2,3648 2,3574 2,4167 2,5496 2,7170 2,8599 2,9318 2,9115 2,7996 2,6187 2,4157 2,2413 2,1250 2,0738 2,0733 2,0803 2,0392 1,9170 1,7130 1,4444 1,1450 0,8734 0,6971 0,6609 0,7720 1,0030 1,3010 1,6082 1,8825 2,1079 2,2927 2,4502 2,5713 2,6203 2,5603 2,3816 2,1129 1,8104 1,5284 1,2931 1,1002 0,9349 0,7912 0,6699 0,5709 0,4915 0,4248 0,3529 0,2456 0,0750 -0,1612 -0,4286 -0,6724 -0,8510 -0,9496 -0,9678 -0,9031 -0,7464 -0,4836 -0,0961 0,4261 1,0597 1,7384 2,3702 2,8681 3,1730 3,2605 3,1431 2,8687 2,5112 2,1572 1,8885 1,7649 1,8093 2,0000 2,2826 2,5933 2,8714 3,0636 3,1340 3,0697 2,8757 2,5725 2,1943 1,7838 1,3813 1,0181 0,7210 0,5148 0,4094 0,3916 0,4335 0,5055 0,5809 0,6230 0,5663 0,3314 -0,1148 -0,7098 -1,3091 -1,7492 -1,9149 -1,7790 -1,3993 -0,8776 -0,3158 0,2126 0,6756 1,0810 1,4668 1,8845 2,3766 2,9530 3,5849 4,2240 4,8280 5,3697 5,8338 6,2171 6,5302 6,7950 7,0353 7,2609 7,4577 7,5997 7,6611 7,6157 7,4474 7,1642 6,7943 6,3786 5,9696 5,6272 5,4011 5,2992 5,2645 5,1946 4,9922 4,6021 4,0112 3,2330 2,3026 1,2803 0,2421 -0,7468 -1,6515 -2,4598 -3,1674 -3,7780 -4,3025 -4,7515 -5,1318 -5,4488 -5,7123 -5,9464 -6,1865 -6,4589 -6,7666 -7,0997 -7,4494 -7,8077 -8,1650 -8,5174
F3    -0,4672 -0,1815 0,0010 0,1046 0,1799 0,2732 0,4164 0,6342 0,9366 1,2957 1,6429 1,9012 2,0238 2,0153 1,9220 1,7969 1,6727 1,5707 1,5232 1,5714 1,7372 1,9990 2,2894 2,5086 2,5504 2,3428 1,8876 1,2681 0,6072 0,0087 -0,4749 -0,8397 -1,1093 -1,3092 -1,4562 -1,5649 -1,6611 -1,7858 -1,9791 -2,2493 -2,5572 -2,8321 -3,0046 -3,0276 -2,8850 -2,5939 -2,2060 -1,7989 -1,4554 -1,2420 -1,1971 -1,3271 -1,6023 -1,9625 -2,3401 -2,6798 -2,9402 -3,0909 -3,1090 -2,9723 -2,6650 -2,1965 -1,6165 -1,0011 -0,4189 0,0906 0,5063 0,8033 0,9545 0,9524 0,8191 0,5931 0,3165 0,0354 -0,2030 -0,3617 -0,4155 -0,3423 -0,1173 0,2794 0,8395 1,5020 2,1623 2,7191 3,1145 3,3357 3,3940 3,3118 3,1153 2,8277 2,4607 2,0202 1,5322 1,0664 0,7160 0,5397 0,5211 0,5797 0,6219 0,5979 0,5223 0,4420 0,3875 0,3476 0,2698 0,0848 -0,2467 -0,7007 -1,2163 -1,7501 -2,2874 -2,8167 -3,3109 -3,7202 -3,9812 -4,0512 -3,9457 -3,7322 -3,4844 -3,2418 -3,0063 -2,7626 -2,5024 -2,2439 -2,0354 -1,9353 -1,9800 -2,1599 -2,4160 -2,6657 -2,8448 -2,9305 -2,9262 -2,8309 -2,6316 -2,3151 -1,8757 -1,3217 -0,6894 -0,0422 0,5564 1,0739 1,5137 1,8848 2,1739 2,3496 2,3916 2,3135 2,1558 1,9577 1,7391 1,5024 1,2416 0,9513 0,6403 0,3385 0,0853 -0,0907 -0,1861 -0,2227 -0,2281 -0,2146 -0,1793 -0,1140 -0,0053 0,1581 0,3669 0,5823 0,7460 0,8033 0,7363 0,5835 0,4208 0,3235 0,3475 0,5272 0,8697 1,3414 1,8671 2,3588 2,7519 3,0155 3,1431 3,1447 3,0388 2,8384 2,5435 2,1509 1,6778 1,1832 0,7641 0,5168 0,4929 0,6801 1,0090 1,3776 1,6882 1,8823 1,9559 1,9458 1,8992 1,8571 1,8533 1,9055 1,9984 2,0849 2,1135 2,0589 1,9244 1,7271 1,4909 1,2407 0,9895 0,7352 0,4726 0,2001 -0,0835 -0,3804 -0,6861 -0,9825 -1,2371 -1,4121 -1,4852 -1,4633 -1,3718 -1,2425 -1,1220 -1,0730 -1,1441 -1,3329 -1,5742 -1,7725 -1,8601 -1,8309 -1,7284 -1,6171 -1,5567 -1,5713 -1,6329 -1,6890 -1,7067 -1,6843 -1,6309 -1,5551 -1,4708 -1,3951 -1,3377 -1,2984 -1,2739 -1,2598 -1,2491 -1,2354 -1,2172 -1,2015 -1,1975 -1,1995 -1,1759 -1,0793 -0,8707 -0,5442 -0,1349 0,2949 0,6762 0,9559 1,1184 1,1832 1,1756 1,1080 0,9847 0,8083 0,5775 0,2948 -0,0145 -0,3012 -0,5178 -0,6445 -0,6914 -0,6777 -0,6149 -0,5111 -0,3817 -0,2529 -0,1680 -0,1903 -0,3831 -0,7660 -1,2788 -1,7894 -2,1493 -2,2639 -2,1358 -1,8538 -1,5353 -1,2578 -1,0299 -0,8199 -0,5956 -0,3331 -0,0225 0,3144 0,6223 0,8368 0,9168 0,8717 0,7610 0,6559 0,5888 0,5386 0,4690 0,3691 0,2548 0,1505 0,0782 0,0482 0,0557 0,0937 0,1630 0,2660 0,3965 0,5473 0,7276 0,9608 1,2582 1,6022 1,9531 2,2614 2,4814 2,5828 2,5562 2,4167 2,2052 1,9720 1,7558 1,5766 1,4421 1,3528 1,2951 1,2360 1,1348 0,9721 0,7739 0,6029 0,5214 0,5541 0,6765 0,8261 0,9246 0,9035 0,7339 0,4456 0,1155 -0,1695 -0,3491 -0,3977 -0,3056 -0,0594 0,3533 0,9251 1,6132 2,3384 3,0066 3,5419 3,9030 4,0786 4,0795 3,9433 3,7423 3,5732 3,5149 3,5853 3,7390 3,9001 3,9999 4,0069 3,9366 3,8328 3,7430 3,7049 3,7352 3,8186 3,9135 3,9753 3,9760 3,9015 3,7395 3,4796 3,1236 2,6897 2,2073 1,7121 1,2497 0,8774 0,6469 0,5765 0,6414 0,7890 0,9563 1,0905 1,1750 1,2393 1,3353 1,4962 1,7177 1,9692 2,2128 2,4145 2,5511 2,6128 2,6075 2,5644 2,5253 2,5241 2,5782 2,6895 2,8462 3,0266 3,2039 3,3478 3,4271 3,4296 3,3760 3,3021 3,2233 3,1277 3,0022 2,8546 2,7100 2,5983 2,5445 2,5653 2,6719 2,8652 3,1153 3,3503 3,4813 3,4398 3,2006 2,7933 2,2998 1,8295 1,4808 1,3054 1,2988 1,4169 1,6004 1,7906 1,9465 2,0598 2,1484 2,2421 2,3757 2,5654 2,7722 2,9094 2,8913 2,6710 2,2528 1,6955 1,1008 0,5850 0,2469 0,1393 0,2542 0,5366 0,9229 1,3652 1,8265 2,2688 2,6477 2,9138 3,0251 2,9677 2,7683 2,4865 2,1871 1,9122 1,6741 1,4619 1,2479 0,9978 0,6876 0,3253 -0,0426 -0,3562 -0,5835 -0,7321 -0,8203 -0,8491 -0,8031 -0,6697 -0,4595 -0,2093 0,0415 0,2748 0,4956 0,7176 0,9569 1,2306 1,5474 1,8961 2,2473 2,5649 2,8133 2,9628 3,0030 2,9527 2,8520 2,7418 2,6524 2,6058 2,6114 2,6534 2,6952 2,6983 2,6274 2,4556 2,1897 1,8789 1,5844 1,3440 1,1582 0,9981 0,8262 0,6202 0,3878 0,1609 -0,0249 -0,1432 -0,1846 -0,1612 -0,1028 -0,0541 -0,0822 -0,2603 -0,6151 -1,0835 -1,5333 -1,8312 -1,9045 -1,7601 -1,4640 -1,0957 -0,7095 -0,3245 0,0595 0,4443 0,8357 1,2564 1,7392 2,3032 2,9435 3,6433 4,3842 5,1419 5,8822 6,5658 7,1502 7,5930 7,8642 7,9572 7,8902 7,7100 7,4813 7,2551 7,0500 6,8537 6,6321 6,3491 5,9981 5,6236 5,3095 5,1215 5,0429 4,9713 4,7881 4,4263 3,8841 3,1984 2,4167 1,5810 0,7168 -0,1733 -1,0967 -2,0442 -2,9780 -3,8469 -4,6059 -5,2232 -5,6834 -5,9895 -6,1685 -6,2670 -6,3306 -6,3788 -6,4078 -6,4182 -6,4287 -6,4605 -6,5198 -6,6086
F7    -0,4980 -0,2973 -0,2334 -0,2658 -0,3600 -0,4977 -0,6603 -0,8022 -0,8481 -0,7161 -0,3384 0,3128 1,1831 2,1245 2,9473 3,5004 3,7292 3,6795 3,4432 3,0912 2,6471 2,1140 1,5241 0,9528 0,4804 0,1425 -0,0830 -0,2499 -0,4071 -0,5724 -0,7345 -0,8810 -1,0208 -1,1774 -1,3652 -1,5754 -1,7674 -1,8666 -1,7912 -1,5148 -1,1087 -0,7091 -0,4447 -0,3857 -0,5367 -0,8543 -1,2633 -1,6784 -2,0407 -2,3266 -2,5168 -2,5816 -2,5026 -2,2891 -1,9717 -1,5976 -1,2256 -0,9015 -0,6370 -0,4201 -0,2353 -0,0800 0,0199 0,0151 -0,1227 -0,3588 -0,6068 -0,7859 -0,8742 -0,9101 -0,9486 -1,0164 -1,0981 -1,1420 -1,0750 -0,8358 -0,4111 0,1564 0,7951 1,4323 2,0037 2,4527 2,7283 2,7931 2,6426 2,3144 1,8848 1,4630 1,1639 1,0577 1,1413 1,3535 1,6070 1,8197 1,9369 1,9402 1,8412 1,6636 1,4314 1,1730 0,9256 0,7203 0,5538 0,3880 0,1784 -0,1011 -0,4483 -0,8294 -1,1943 -1,5014 -1,7305 -1,8829 -1,9842 -2,0849 -2,2349 -2,4472 -2,6954 -2,9452 -3,1743 -3,3670 -3,5067 -3,5902 -3,6470 -3,7274 -3,8604 -4,0256 -4,1659 -4,2242 -4,1620 -3,9539 -3,5847 -3,0683 -2,4569 -1,8276 -1,2694 -0,8675 -0,6664 -0,6363 -0,6870 -0,7272 -0,7099 -0,6373 -0,5375 -0,4352 -0,3388 -0,2421 -0,1202 0,0734 0,3835 0,8181 1,3334 1,8445 2,2535 2,4929 2,5612 2,5159 2,4241 2,3130 2,1619 1,9343 1,6148 1,2274 0,8289 0,4883 0,2641 0,1824 0,2335 0,3928 0,6364 0,9411 1,2822 1,6294 1,9434 2,1870 2,3395 2,3978 2,3742 2,2974 2,2018 2,1184 2,0708 2,0670 2,0924 2,1250 2,1553 2,1881 2,2314 2,2877 2,3364 2,3255 2,2037 1,9562 1,6140 1,2571 1,0090 0,9979 1,2911 1,8388 2,4841 3,0410 3,3703 3,4098 3,1668 2,6921 2,0499 1,3126 0,5783 -0,0314 -0,4254 -0,6039 -0,6547 -0,6772 -0,7139 -0,7486 -0,7485 -0,6953 -0,5881 -0,4306 -0,2266 0,0095 0,2426 0,4271 0,5301 0,5456 0,4881 0,3733 0,2121 0,0275 -0,1428 -0,2814 -0,4193 -0,6022 -0,8301 -1,0485 -1,1971 -1,2475 -1,2020 -1,0715 -0,8603 -0,5784 -0,2679 -0,0039 0,1332 0,0914 -0,1296 -0,4715 -0,8377 -1,1309 -1,2676 -1,1807 -0,8535 -0,3507 0,2161 0,7530 1,2033 1,5280 1,6982 1,7151 1,6248 1,4977 1,3893 1,3215 1,2846 1,2471 1,1775 1,0730 0,9636 0,8855 0,8472 0,8168 0,7410 0,5946 0,4190 0,3073 0,3459 0,5542 0,8594 1,1346 1,2625 1,1705 0,8384 0,2975 -0,3785 -1,0897 -1,7351 -2,2407 -2,5710 -2,7181 -2,6830 -2,4654 -2,0764 -1,5694 -1,0474 -0,6150 -0,3258 -0,1866 -0,1859 -0,2846 -0,4091 -0,4873 -0,4884 -0,4173 -0,2943 -0,1581 -0,0671 -0,0723 -0,1853 -0,3743 -0,5825 -0,7541 -0,8530 -0,8503 -0,7058 -0,3938 0,0519 0,5382 0,9688 1,3068 1,5944 1,9106 2,3048 2,7566 3,1809 3,4671 3,5335 3,3631 2,9994 2,5195 2,0159 1,5860 1,3099 1,2214 1,2922 1,4457 1,5984 1,7029 1,7592 1,7892 1,8110 1,8378 1,8837 1,9468 1,9894 1,9509 1,7950 1,5501 1,3011 1,1325 1,0858 1,1696 1,3775 1,6778 2,0011 2,2580 2,3789 2,3497 2,2118 2,0328 1,8774 1,8008 1,8563 2,0882 2,4997 3,0270 3,5624 4,0167 4,3502 4,5433 4,5718 4,4339 4,1840 3,9198 3,7320 3,6594 3,6755 3,7150 3,7235 3,6901 3,6350 3,5670 3,4554 3,2528 2,9434 2,5615 2,1735 1,8555 1,6667 1,6203 1,6826 1,8027 1,9364 2,0572 2,1588 2,2527 2,3712 2,5568 2,8253 3,1448 3,4524 3,6855 3,8054 3,8136 3,7514 3,6713 3,5986 3,5237 3,4229 3,2711 3,0484 2,7691 2,5051 2,3594 2,4134 2,6807 3,0889 3,5099 3,8282 3,9915 4,0148 3,9623 3,9218 3,9609 4,0934 4,2916 4,5210 4,7574 4,9840 5,1856 5,3333 5,3732 5,2454 4,9245 4,4366 3,8487 3,2478 2,7149 2,3046 2,0454 1,9449 1,9812 2,1002 2,2448 2,3847 2,5004 2,5429 2,4444 2,1888 1,8522 1,5575 1,3925 1,3635 1,4086 1,4506 1,4494 1,4187 1,3952 1,4026 1,4384 1,4856 1,5255 1,5358 1,5024 1,4520 1,4565 1,5780 1,8137 2,1078 2,4068 2,6813 2,9026 3,0322 3,0499 2,9762 2,8534 2,7086 2,5463 2,3576 2,1266 1,8451 1,5295 1,2177 0,9476 0,7346 0,5624 0,3955 0,2080 0,0053 -0,1803 -0,3146 -0,3894 -0,4424 -0,5394 -0,7122 -0,9124 -1,0314 -0,9611 -0,6425 -0,0840 0,6476 1,4519 2,2177 2,8383 3,2251 3,3277 3,1524 2,7658 2,2748 1,7886 1,3848 1,1079 0,9880 1,0405 1,2505 1,5745 1,9580 2,3483 2,6920 2,9316 3,0159 2,9204 2,6567 2,2652 1,7840 1,2227 0,5862 -0,0818 -0,7003 -1,1932 -1,5185 -1,6637 -1,6274 -1,4200 -1,0861 -0,7094 -0,3876 -0,1991 -0,1722 -0,2762 -0,4475 -0,6348 -0,8186 -0,9885 -1,1171 -1,1680 -1,1140 -0,9369 -0,6109 -0,1048 0,5812 1,3890 2,2313 3,0306 3,7154 4,2019 4,4164 4,3582 4,1374 3,9342 3,9049 4,1087 4,4931 4,9410 5,3391 5,6163 5,7450 5,7366 5,6338 5,4863 5,3209 5,1207 4,8325 4,4029 3,8197 3,1304 2,4206 1,7574 1,1399 0,5092 -0,1821 -0,9013 -1,5341 -1,9632 -2,1639 -2,2170 -2,2276 -2,2510 -2,2921 -2,3495 -2,4435 -2,5948 -2,7970 -3,0390 -3,3456 -3,7610 -4,2902 -4,8780 -5,4450 -5,9321 -6,3179 -6,6111
