Fp1   -4,5267 -5,1355 -5,5637 -5,6825 -5,4122 -4,7601 -3,8052 -2,6596 -1,4659 -0,3845 0,4514 0,9413 1,0081 0,6533 0,0225 -0,6246 -1,0334 -1,0842 -0,8326 -0,4082 0,1249 0,7822 1,5573 2,3750 3,1542 3,8625 4,4941 5,0340 5,4450 5,6516 5,5360 4,9907 4,0039 2,7003 1,2972 0,0129 -1,0054 -1,6914 -2,0378 -2,0932 -1,9483 -1,6790 -1,3149 -0,8741 -0,3949 0,0721 0,4662 0,7062 0,6974 0,3775 -0,2092 -0,9091 -1,5594 -2,0782 -2,4625 -2,7375 -2,9079 -2,9497 -2,8442 -2,5947 -2,2209 -1,7787 -1,3681 -1,0645 -0,8359 -0,5557 -0,1060 0,5229 1,2081 1,7620 2,0520 2,0772 1,9323 1,6904 1,3334 0,8254 0,2275 -0,3162 -0,6927 -0,8815 -0,9335 -0,9219 -0,9102 -0,9373 -0,9956 -1,0226 -0,9503 -0,7699 -0,5274 -0,2608 0,0468 0,4582 1,0289 1,7418 2,4849 3,0999 3,4516 3,4594 3,1068 2,4614 1,6560 0,7929 -0,1284 -1,1475 -2,2352 -3,2903 -4,2053 -4,8876 -5,2541 -5,2680 -4,9857 -4,5245 -3,9754 -3,3758 -2,7526 -2,1435 -1,5963 -1,1879 -1,0018 -1,0437 -1,2077 -1,3506 -1,3787 -1,2627 -1,0138 -0,6723 -0,2999 0,0286 0,2231 0,1944 -0,0894 -0,5565 -1,0569 -1,4352 -1,5826 -1,4621 -1,1135 -0,6126 -0,0134 0,6623 1,3951 2,1391 2,8203 3,3793 3,8138 4,1621 4,4474 4,6522 4,7407 4,6887 4,5023 4,2184 3,8710 3,4827 3,1262 2,9354 2,9960 3,2716 3,6669 4,1283 4,6500 5,1697 5,4983 5,4315 4,9478 4,2449 3,5804 3,1147 2,8766 2,8098 2,8341 2,9012 3,0316 3,2960 3,7367 4,3109 4,9148 5,4381 5,7892 5,9074 5,7847 5,4762 5,0675 4,6194 4,1669 3,7453 3,3618 2,9478 2,3822 1,5727 0,5173 -0,7057 -1,9922 -3,2466 -4,3958 -5,3948 -6,2066 -6,7978 -7,1761 -7,3966 -7,4962 -7,4451 -7,2022 -6,8073 -6,3934 -6,1118 -6,0354 -6,1062 -6,1779 -6,1210 -5,9005 -5,5881 -5,3092 -5,1552 -5,1248 -5,1296 -5,0425 -4,7753 -4,3539 -3,9103 -3,5847 -3,4405 -3,4526 -3,5350 -3,5758 -3,4646 -3,1018 -2,4212 -1,4325 -0,2423 0,9766 2,0555 2,8921 3,4732 3,8758 4,2303 4,6191 4,9915 5,1883 5,0574 4,5501 3,7080 2,5856 1,2329 -0,2415 -1,6272 -2,6703 -3,1958 -3,1759 -2,7036 -1,9366 -1,0500 -0,1963 0,5025 0,9587 1,1580 1,1799 1,1483 1,1653 1,2754 1,4518 1,6059 1,6390 1,5087 1,2548 0,9724 0,7563 0,6453 0,6080 0,5838 0,5268 0,4172 0,2610 0,0923 -0,0533 -0,1823 -0,3266 -0,4664 -0,5283 -0,4899 -0,4484 -0,5509 -0,8783 -1,4169 -2,1050 -2,8551 -3,5582 -4,1182 -4,4864 -4,6584 -4,6638 -4,5742 -4,4946 -4,5169 -4,6606 -4,8467 -4,9431 -4,8444 -4,5240 -4,0563 -3,5956 -3,2769 -3,1028 -2,9425 -2,6414 -2,1272 -1,4569 -0,8036 -0,3701 -0,2766 -0,5204 -1,0102 -1,6202 -2,2364 -2,7810 -3,2216 -3,5640 -3,8179 -3,9681 -4,0095 -3,9991 -4,0258 -4,1199 -4,2184 -4,2295 -4,1168 -3,9153 -3,6866 -3,4644 -3,2310 -2,9488 -2,6203 -2,3163 -2,1352 -2,1262 -2,2711 -2,5490 -2,9825 -3,5963 -4,3454 -5,1030 -5,7145 -6,0702 -6,1579 -6,0676 -5,9510 -5,9650 -6,1933 -6,5713 -6,9128 -7,0362 -6,8685 -6,4606 -5,9317 -5,3976 -4,9191 -4,4956 -4,1143 -3,8029 -3,6116 -3,5474 -3,5425 -3,4887 -3,3050 -2,9819 -2,5673 -2,1107 -1,6338 -1,1594 -0,7558 -0,5478 -0,6837 -1,2533 -2,1902 -3,2693 -4,2188 -4,8303 -4,9987 -4,7209 -4,0756 -3,1999 -2,2671 -1,4465 -0,8571 -0,5338 -0,4117 -0,3511 -0,2138 0,0547 0,4051 0,7189 0,8481 0,6669 0,1453 -0,6148 -1,4298 -2,1385 -2,6879 -3,1478 -3,6395 -4,2376 -4,9272 -5,6165 -6,1585 -6,3891 -6,1877 -5,5297 -4,5172 -3,3788 -2,4022 -1,8251 -1,7622 -2,1772 -2,8762 -3,5722 -4,0219 -4,1299 -3,9392 -3,5497 -3,0825 -2,6946 -2,5598 -2,7834 -3,3022 -3,8714 -4,1765 -3,9796 -3,1992 -1,9192 -0,3620 1,1671 2,3616 2,9983 2,9896 2,3911 1,3613 0,1035 -1,1737 -2,2834 -3,1108 -3,6649 -4,0519 -4,3931 -4,7738 -5,2167 -5,6487 -5,9159 -5,8771 -5,5096 -4,9361 -4,3451 -3,8692 -3,5317 -3,2860 -3,0857 -2,9383 -2,9044 -3,0275 -3,2840 -3,6367 -4,1052 -4,7451 -5,5612 -6,4396 -7,1591 -7,4889 -7,2961 -6,5744 -5,4123 -3,9620 -2,4158 -0,9679 0,2399 1,1526 1,7832 2,1724 2,3454 2,2810 1,9376 1,3235 0,5251 -0,3291 -1,1127 -1,7277 -2,1402 -2,4109 -2,6541 -2,9449 -3,2910 -3,6848 -4,1411 -4,6747 -5,2497 -5,7788 -6,1932 -6,4798 -6,6376 -6,6337 -6,4151 -5,9481 -5,2501 -4,3986 -3,5037 -2,6544 -1,8953 -1,2454 -0,6969 -0,1951 0,3165 0,8151 1,2015 1,3957 1,4027 1,2893 1,1262 0,9503 0,7566 0,5261 0,2869 0,1482 0,2486 0,6614 1,3523 2,2160 3,1311 3,9917 4,7144 5,2385 5,5269 5,5514 5,2802 4,7200 3,9723 3,2143 2,6114 2,2423 2,0763 2,0117 1,9641 1,9507 2,0666 2,3653 2,7887 3,2135 3,5307 3,6785 3,6529 3,5205 3,3795 3,2758 3,1830 3,0441 2,7927 2,3763 1,8027 1,1415 0,4761 -0,1240 -0,6187 -1,0277 -1,4254 -1,8640 -2,2958 -2,5878 -2,6220 -2,3627 -1,8365 -1,1121 -0,3309 0,2997 0,5928 0,4634 -0,0463 -0,7903 -1,5950 -2,3469 -3,0028 -3,5198 -3,8076 -3,7829 -3,4620 -2,9708 -2,4656 -2,0638 -1,8234 -1,7386 -1,7415 -1,7226 -1,5629 -1,2036 -0,7281 -0,3238 -0,1198 -0,0954 -0,1587 -0,2503 -0,3322 -0,3220 -0,1168 0,2863
Fz    -3,6609 -3,7767 -3,8332 -3,7839 -3,6025 -3,3015 -2,9165 -2,4771 -2,0079 -1,5410 -1,1114 -0,7544 -0,5116 -0,4086 -0,4129 -0,4270 -0,3402 -0,1023 0,2491 0,6367 1,0115 1,3684 1,7107 2,0233 2,2803 2,4609 2,5570 2,5791 2,5515 2,4850 2,3634 2,1649 1,8927 1,5852 1,3040 1,1117 1,0450 1,0999 1,2343 1,3790 1,4539 1,3954 1,1760 0,7999 0,2973 -0,2773 -0,8673 -1,4465 -2,0264 -2,6289 -3,2495 -3,8519 -4,3985 -4,8739 -5,2786 -5,6068 -5,8331 -5,9272 -5,8869 -5,7442 -5,5335 -5,2748 -4,9827 -4,6698 -4,3343 -3,9571 -3,5222 -3,0418 -2,5682 -2,1816 -1,9494 -1,8847 -1,9459 -2,0821 -2,2688 -2,4937 -2,7262 -2,9288 -3,0931 -3,2407 -3,3848 -3,5021 -3,5486 -3,4937 -3,3284 -3,0527 -2,6828 -2,2679 -1,8779 -1,5660 -1,3450 -1,1923 -1,0690 -0,9406 -0,7972 -0,6620 -0,5784 -0,5855 -0,6968 -0,8948 -1,1448 -1,4209 -1,7188 -2,0371 -2,3508 -2,6188 -2,8113 -2,9182 -2,9398 -2,8863 -2,7795 -2,6406 -2,4716 -2,2636 -2,0190 -1,7496 -1,4687 -1,2045 -1,0025 -0,8934 -0,8659 -0,8804 -0,8992 -0,8992 -0,8685 -0,8052 -0,7156 -0,6123 -0,5174 -0,4619 -0,4707 -0,5426 -0,6493 -0,7558 -0,8422 -0,9063 -0,9488 -0,9546 -0,8900 -0,7236 -0,4509 -0,0982 0,2966 0,7061 1,1238 1,5613 2,0329 2,5357 3,0413 3,5041 3,8828 4,1565 4,3208 4,3912 4,4277 4,5228 4,7376 5,0578 5,4196 5,7651 6,0690 6,3155 6,4704 6,5035 6,4343 6,3319 6,2691 6,2886 6,4035 6,6087 6,8899 7,2332 7,6328 8,0856 8,5741 9,0557 9,4686 9,7458 9,8317 9,6928 9,3236 8,7599 8,0756 7,3537 6,6616 6,0497 5,5475 5,1503 4,8081 4,4386 3,9670 3,3667 2,6674 1,9341 1,2344 0,6161 0,1035 -0,2979 -0,6041 -0,8508 -1,0725 -1,2813 -1,4752 -1,6635 -1,8768 -2,1475 -2,4820 -2,8491 -3,2023 -3,5142 -3,7868 -4,0405 -4,3009 -4,5838 -4,8824 -5,1725 -5,4255 -5,6226 -5,7773 -5,9349 -6,1321 -6,3666 -6,6112 -6,8339 -7,0006 -7,0733 -7,0194 -6,8260 -6,5078 -6,1053 -5,6783 -5,2855 -4,9582 -4,6900 -4,4427 -4,1655 -3,8300 -3,4581 -3,1203 -2,9053 -2,8799 -3,0680 -3,4568 -4,0029 -4,6270 -5,2197 -5,6745 -5,9259 -5,9593 -5,7972 -5,4883 -5,1033 -4,7284 -4,4562 -4,3634 -4,4711 -4,7261 -5,0341 -5,3154 -5,5349 -5,6973 -5,8285 -5,9519 -6,0668 -6,1481 -6,1662 -6,1098 -5,9987 -5,8811 -5,8118 -5,8297 -5,9457 -6,1398 -6,3695 -6,5943 -6,7994 -6,9869 -7,1451 -7,2461 -7,2883 -7,3235 -7,4283 -7,6535 -8,0061 -8,4633 -8,9835 -9,5097 -9,9856 -10,3732 -10,6588 -10,8511 -10,9732 -11,0530 -11,1126 -11,1554 -11,1561 -11,0696 -10,8574 -10,5090 -10,0499 -9,5321 -9,0064 -8,4880 -7,9524 -7,3637 -6,7053 -5,9953 -5,2843 -4,6351 -4,0935 -3,6751 -3,3726 -3,1698 -3,0511 -3,0001 -2,9956 -3,0093 -3,0074 -2,9591 -2,8518 -2,7030 -2,5519 -2,4284 -2,3294 -2,2279 -2,1021 -1,9456 -1,7541 -1,5120 -1,2043 -0,8435 -0,4800 -0,1838 -0,0068 0,0538 0,0622 0,0983 0,2034 0,3723 0,5867 0,8391 1,1306 1,4596 1,8085 2,1375 2,3919 2,5165 2,4879 2,3469 2,1834 2,0774 2,0557 2,0996 2,1805 2,2833 2,4065 2,5521 2,7140 2,8738 3,0096 3,1073 3,1656 3,1920 3,1950 3,1846 3,1746 3,1738 3,1778 3,1689 3,1199 2,9939 2,7514 2,3715 1,8821 1,3634 0,9104 0,5920 0,4316 0,4095 0,4800 0,5907 0,6905 0,7342 0,6934 0,5671 0,3857 0,2030 0,0725 0,0179 0,0213 0,0358 0,0044 -0,1203 -0,3549 -0,6731 -1,0151 -1,3187 -1,5610 -1,7731 -2,0081 -2,2962 -2,6334 -2,9998 -3,3681 -3,7014 -3,9625 -4,1334 -4,2265 -4,2860 -4,3757 -4,5560 -4,8628 -5,2858 -5,7554 -6,1633 -6,4124 -6,4561 -6,3078 -6,0210 -5,6651 -5,3093 -5,0112 -4,8031 -4,6682 -4,5283 -4,2782 -3,8474 -3,2331 -2,4932 -1,7261 -1,0446 -0,5409 -0,2584 -0,1847 -0,2674 -0,4431 -0,6594 -0,8777 -1,0694 -1,2269 -1,3764 -1,5618 -1,8077 -2,1046 -2,4154 -2,6835 -2,8480 -2,8718 -2,7614 -2,5597 -2,3205 -2,0819 -1,8520 -1,6158 -1,3564 -1,0823 -0,8292 -0,6246 -0,4654 -0,3468 -0,2935 -0,3459 -0,5163 -0,7570 -0,9678 -1,0464 -0,9422 -0,6746 -0,3136 0,0530 0,3534 0,5503 0,6334 0,5991 0,4413 0,1609 -0,2228 -0,6834 -1,2004 -1,7484 -2,2868 -2,7713 -3,1737 -3,4861 -3,7200 -3,8987 -4,0380 -4,1343 -4,1883 -4,2308 -4,3100 -4,4558 -4,6542 -4,8565 -5,0123 -5,0874 -5,0532 -4,8799 -4,5492 -4,0725 -3,4961 -2,8867 -2,3076 -1,7945 -1,3478 -0,9375 -0,5140 -0,0319 0,5135 1,0758 1,5913 2,0202 2,3537 2,5916 2,7259 2,7484 2,6632 2,4919 2,2751 2,0675 1,9222 1,8669 1,8931 1,9711 2,0764 2,1996 2,3363 2,4768 2,6026 2,6864 2,6959 2,6105 2,4420 2,2414 2,0774 1,9957 1,9906 2,0143 2,0200 2,0045 2,0038 2,0462 2,1157 2,1636 2,1404 2,0133 1,7792 1,4791 1,1778 0,9154 0,6866 0,4577 0,1794 -0,1971 -0,6891 -1,2698 -1,8934 -2,5195 -3,1199 -3,6749 -4,1688 -4,5799 -4,8748 -5,0195 -5,0027 -4,8413 -4,5673 -4,2255 -3,8848 -3,6303 -3,5262 -3,5857 -3,7713 -4,0213 -4,2892 -4,5640 -4,8504 -5,1313 -5,3610 -5,4994 -5,5495 -5,5547 -5,5663 -5,6166 -5,7169 -5,8672 -6,0588 -6,2680 -6,4596 -6,6088 -6,7222 -6,8187 -6,8848 -6,8685 -6,7224 -6,4390 -6,0380 -5,5417 -4,9823 -4,4314
F3    -1,5412 -1,7731 -1,9337 -1,9958 -1,9427 -1,7823 -1,5370 -1,2219 -0,8500 -0,4468 -0,0460 0,3092 0,5585 0,6523 0,6034 0,5011 0,4561 0,5209 0,6631 0,8194 0,9696 1,1411 1,3563 1,6006 1,8414 2,0529 2,2160 2,3175 2,3525 2,3113 2,1689 1,9016 1,5163 1,0596 0,5994 0,1970 -0,1146 -0,3333 -0,4761 -0,5721 -0,6594 -0,7680 -0,9072 -1,0744 -1,2616 -1,4526 -1,6383 -1,8375 -2,0915 -2,4289 -2,8321 -3,2471 -3,6299 -3,9737 -4,2916 -4,5847 -4,8242 -4,9651 -4,9829 -4,8828 -4,6753 -4,3695 -3,9908 -3,5798 -3,1653 -2,7510 -2,3306 -1,9097 -1,5165 -1,1999 -1,0035 -0,9302 -0,9375 -0,9802 -1,0483 -1,1517 -1,2825 -1,4194 -1,5608 -1,7240 -1,9108 -2,0905 -2,2177 -2,2585 -2,1914 -2,0018 -1,6981 -1,3313 -0,9777 -0,6986 -0,5186 -0,4301 -0,4044 -0,4028 -0,3977 -0,3905 -0,4059 -0,4715 -0,6022 -0,7938 -1,0276 -1,2893 -1,5842 -1,9198 -2,2770 -2,6130 -2,8887 -3,0782 -3,1663 -3,1532 -3,0592 -2,9121 -2,7260 -2,5098 -2,2866 -2,0857 -1,9255 -1,8294 -1,8340 -1,9579 -2,1682 -2,3965 -2,5812 -2,6884 -2,7094 -2,6552 -2,5422 -2,3802 -2,1845 -1,9913 -1,8462 -1,7732 -1,7620 -1,7819 -1,8027 -1,8037 -1,7674 -1,6655 -1,4588 -1,1237 -0,6765 -0,1677 0,3498 0,8472 1,3247 1,7998 2,2858 2,7722 3,2268 3,6096 3,8904 4,0568 4,1068 4,0580 3,9809 3,9887 4,1616 4,4937 4,9219 5,3864 5,8547 6,2893 6,6197 6,7822 6,7849 6,7050 6,6268 6,5993 6,6402 6,7487 6,9141 7,1244 7,3759 7,6730 8,0139 8,3783 8,7273 9,0065 9,1543 9,1200 8,8820 8,4602 7,9092 7,2903 6,6539 6,0418 5,4835 4,9790 4,4849 3,9278 3,2484 2,4390 1,5478 0,6531 -0,1723 -0,8868 -1,4743 -1,9283 -2,2548 -2,4792 -2,6335 -2,7362 -2,7972 -2,8402 -2,9087 -3,0417 -3,2431 -3,4736 -3,6804 -3,8383 -3,9580 -4,0707 -4,2104 -4,3926 -4,6007 -4,7982 -4,9486 -5,0318 -5,0660 -5,1064 -5,2006 -5,3523 -5,5277 -5,6757 -5,7374 -5,6585 -5,4044 -4,9728 -4,3984 -3,7487 -3,1093 -2,5589 -2,1431 -1,8619 -1,6684 -1,4873 -1,2619 -0,9927 -0,7346 -0,5609 -0,5280 -0,6666 -0,9855 -1,4643 -2,0383 -2,6046 -3,0558 -3,3152 -3,3499 -3,1666 -2,8047 -2,3324 -1,8368 -1,4130 -1,1447 -1,0697 -1,1607 -1,3492 -1,5682 -1,7762 -1,9579 -2,1168 -2,2611 -2,3845 -2,4658 -2,4878 -2,4535 -2,3906 -2,3442 -2,3596 -2,4670 -2,6782 -2,9867 -3,3690 -3,7965 -4,2491 -4,7051 -5,1180 -5,4227 -5,5851 -5,6418 -5,6759 -5,7565 -5,9113 -6,1364 -6,4023 -6,6595 -6,8626 -6,9924 -7,0566 -7,0799 -7,0964 -7,1433 -7,2518 -7,4278 -7,6352 -7,8051 -7,8673 -7,7779 -7,5379 -7,1923 -6,7970 -6,3767 -5,9189 -5,4034 -4,8296 -4,2268 -3,6516 -3,1625 -2,7811 -2,4842 -2,2333 -2,0064 -1,8074 -1,6511 -1,5437 -1,4725 -1,4062 -1,3067 -1,1549 -0,9700 -0,7968 -0,6705 -0,5917 -0,5344 -0,4727 -0,3978 -0,3121 -0,2139 -0,0960 0,0371 0,1570 0,2203 0,1959 0,0991 -0,0017 -0,0297 0,0442 0,1957 0,3875 0,6008 0,8363 1,0991 1,3760 1,6262 1,7902 1,8081 1,6576 1,3955 1,1400 0,9939 0,9847 1,0735 1,2065 1,3600 1,5483 1,7996 2,1218 2,4867 2,8464 3,1610 3,4125 3,6001 3,7254 3,7854 3,7791 3,7115 3,5938 3,4382 3,2438 2,9859 2,6234 2,1321 1,5463 0,9640 0,4990 0,2297 0,1796 0,3203 0,5818 0,8729 1,1066 1,2256 1,2154 1,1036 0,9497 0,8267 0,7936 0,8691 1,0218 1,1842 1,2764 1,2342 1,0390 0,7309 0,3896 0,0900 -0,1422 -0,3406 -0,5574 -0,8085 -1,0636 -1,2790 -1,4198 -1,4610 -1,3936 -1,2368 -1,0401 -0,8731 -0,8103 -0,9115 -1,1998 -1,6342 -2,1032 -2,4672 -2,6263 -2,5583 -2,3091 -1,9553 -1,5777 -1,2535 -1,0494 -1,0016 -1,0830 -1,1913 -1,1914 -0,9865 -0,5564 0,0485 0,7303 1,3709 1,8676 2,1635 2,2603 2,2067 2,0679 1,8981 1,7318 1,5848 1,4504 1,2980 1,0919 0,8170 0,4847 0,1263 -0,2126 -0,4825 -0,6494 -0,7133 -0,7041 -0,6577 -0,5887 -0,4831 -0,3147 -0,0697 0,2343 0,5526 0,8512 1,1279 1,3823 1,5763 1,6447 1,5502 1,3321 1,1017 0,9830 1,0509 1,3118 1,7159 2,1786 2,6104 2,9431 3,1353 3,1645 3,0201 2,7126 2,2811 1,7785 1,2538 0,7554 0,3302 0,0079 -0,2094 -0,3410 -0,4248 -0,5117 -0,6396 -0,8123 -1,0207 -1,2743 -1,5993 -2,0075 -2,4685 -2,9153 -3,2792 -3,5143 -3,5955 -3,5139 -3,2809 -2,9314 -2,5172 -2,0961 -1,7226 -1,4333 -1,2345 -1,1002 -0,9740 -0,7887 -0,5086 -0,1520 0,2370 0,6299 1,0147 1,3676 1,6437 1,7966 1,7968 1,6399 1,3578 1,0268 0,7468 0,5947 0,5901 0,7013 0,8818 1,0961 1,3203 1,5341 1,7203 1,8616 1,9314 1,9030 1,7783 1,6026 1,4442 1,3523 1,3258 1,3187 1,2832 1,2186 1,1753 1,2034 1,3056 1,4425 1,5659 1,6410 1,6614 1,6666 1,7239 1,8709 2,0816 2,2809 2,3703 2,2624 1,9268 1,4001 0,7478 0,0340 -0,6848 -1,3646 -1,9765 -2,4946 -2,8797 -3,0861 -3,0879 -2,8876 -2,5081 -1,9964 -1,4410 -0,9593 -0,6486 -0,5436 -0,6157 -0,8045 -1,0614 -1,3718 -1,7376 -2,1397 -2,5257 -2,8421 -3,0763 -3,2640 -3,4578 -3,6906 -3,9594 -4,2327 -4,4656 -4,6130 -4,6419 -4,5533 -4,3976 -4,2474 -4,1354 -4,0323 -3,8879 -3,6688 -3,3548 -2,9298 -2,4060 -1,8607
F7    -2,1184 -2,1731 -2,1145 -1,9539 -1,7210 -1,4674 -1,2363 -1,0247 -0,7961 -0,5228 -0,2023 0,1332 0,4087 0,5449 0,5298 0,4410 0,3810 0,3885 0,4201 0,4248 0,4201 0,4829 0,6800 1,0193 1,4515 1,8927 2,2510 2,4605 2,4963 2,3549 2,0366 1,5544 0,9487 0,2903 -0,3324 -0,8369 -1,1731 -1,3304 -1,3220 -1,1771 -0,9431 -0,6678 -0,3849 -0,1250 0,0765 0,1898 0,1910 0,0555 -0,2355 -0,6653 -1,1611 -1,6244 -1,9974 -2,2909 -2,5562 -2,8344 -3,1189 -3,3653 -3,5421 -3,6439 -3,6577 -3,5587 -3,3479 -3,0586 -2,7186 -2,3306 -1,8948 -1,4382 -1,0196 -0,7096 -0,5508 -0,5211 -0,5420 -0,5367 -0,4860 -0,4163 -0,3491 -0,2924 -0,2685 -0,3118 -0,4281 -0,5736 -0,6838 -0,7169 -0,6622 -0,5205 -0,2988 -0,0213 0,2775 0,5720 0,8455 1,0813 1,2704 1,4225 1,5537 1,6640 1,7386 1,7672 1,7559 1,7244 1,6928 1,6557 1,5684 1,3772 1,0596 0,6257 0,0977 -0,4944 -1,0999 -1,6440 -2,0480 -2,2523 -2,2299 -2,0019 -1,6424 -1,2426 -0,8790 -0,6246 -0,5519 -0,6871 -0,9753 -1,3132 -1,6168 -1,8557 -2,0431 -2,2130 -2,3952 -2,5945 -2,7936 -2,9732 -3,1168 -3,1994 -3,1863 -3,0504 -2,7866 -2,4113 -1,9503 -1,4210 -0,8284 -0,1831 0,4817 1,1168 1,6798 2,1511 2,5346 2,8462 3,0967 3,2835 3,3978 3,4315 3,3792 3,2408 3,0199 2,7387 2,4719 2,3354 2,4080 2,6765 3,0685 3,5203 3,9999 4,4685 4,8522 5,0871 5,1834 5,2165 5,2613 5,3541 5,5024 5,7055 5,9624 6,2729 6,6337 7,0364 7,4657 7,8987 8,3018 8,6274 8,8240 8,8514 8,6903 8,3564 7,9046 7,4050 6,9166 6,4769 6,0919 5,7257 5,3039 4,7465 4,0180 3,1549 2,2447 1,3837 0,6431 0,0534 -0,3840 -0,6797 -0,8581 -0,9614 -1,0294 -1,0738 -1,0868 -1,0748 -1,0717 -1,1231 -1,2570 -1,4567 -1,6669 -1,8326 -1,9288 -1,9647 -1,9783 -2,0145 -2,0904 -2,1786 -2,2251 -2,1893 -2,0843 -1,9733 -1,9090 -1,8901 -1,8812 -1,8492 -1,7731 -1,6399 -1,4425 -1,1821 -0,8707 -0,5253 -0,1649 0,1923 0,5360 0,8664 1,1984 1,5576 1,9542 2,3543 2,6831 2,8577 2,8253 2,5738 2,1216 1,5216 0,8728 0,3000 -0,0926 -0,2553 -0,1924 0,0568 0,4330 0,8706 1,3069 1,6740 1,8961 1,9269 1,7871 1,5529 1,3110 1,1203 0,9961 0,9153 0,8408 0,7519 0,6514 0,5492 0,4465 0,3305 0,1808 -0,0065 -0,2042 -0,3786 -0,5228 -0,6606 -0,8296 -1,0608 -1,3524 -1,6483 -1,8622 -1,9438 -1,9286 -1,9109 -1,9673 -2,1123 -2,3156 -2,5356 -2,7385 -2,9060 -3,0370 -3,1424 -3,2419 -3,3585 -3,5117 -3,7143 -3,9649 -4,2356 -4,4751 -4,6324 -4,6775 -4,6062 -4,4334 -4,1790 -3,8632 -3,5174 -3,1887 -2,9221 -2,7428 -2,6576 -2,6464 -2,6442 -2,5592 -2,3324 -1,9812 -1,5911 -1,2664 -1,0815 -1,0547 -1,1467 -1,2822 -1,3945 -1,4582 -1,4832 -1,4856 -1,4684 -1,4193 -1,3275 -1,1914 -1,0090 -0,7708 -0,4743 -0,1427 0,1697 0,3823 0,4114 0,2215 -0,1329 -0,5347 -0,8745 -1,0906 -1,1587 -1,0714 -0,8273 -0,4397 0,0362 0,4962 0,8143 0,8866 0,6923 0,3401 0,0252 -0,0958 0,0038 0,2395 0,5011 0,7237 0,9103 1,1117 1,3780 1,7144 2,0810 2,4257 2,7157 2,9398 3,0892 3,1469 3,1013 2,9627 2,7720 2,5876 2,4427 2,3137 2,1370 1,8614 1,4994 1,1353 0,8760 0,7917 0,8927 1,1345 1,4375 1,7138 1,8935 1,9423 1,8618 1,6841 1,4701 1,2983 1,2268 1,2549 1,3256 1,3668 1,3246 1,1701 0,9124 0,6164 0,3805 0,2704 0,2666 0,2782 0,2161 0,0654 -0,1063 -0,2044 -0,1618 0,0445 0,3942 0,8208 1,2172 1,4572 1,4315 1,0834 0,4359 -0,3962 -1,2230 -1,8444 -2,1329 -2,0731 -1,7420 -1,2580 -0,7430 -0,3040 -0,0138 0,1106 0,1262 0,1540 0,3228 0,7021 1,2726 1,9390 2,5630 3,0063 3,1777 3,0676 2,7500 2,3432 1,9434 1,5791 1,2294 0,8753 0,5197 0,1713 -0,1664 -0,4893 -0,7867 -1,0375 -1,2055 -1,2533 -1,1729 -1,0016 -0,7973 -0,5972 -0,4027 -0,1980 0,0236 0,2461 0,4271 0,5179 0,5076 0,4312 0,3169 0,1419 -0,1392 -0,5261 -0,9320 -1,2096 -1,2296 -0,9475 -0,4111 0,2755 0,9983 1,6735 2,2593 2,7314 3,0545 3,1838 3,0989 2,8281 2,4330 1,9845 1,5580 1,2260 1,0319 0,9772 1,0298 1,1285 1,1922 1,1543 0,9952 0,7227 0,3318 -0,1979 -0,8654 -1,6130 -2,3343 -2,9285 -3,3458 -3,5845 -3,6605 -3,5776 -3,3239 -2,8979 -2,3421 -1,7499 -1,2345 -0,8827 -0,7156 -0,6650 -0,5960 -0,3873 -0,0004 0,5294 1,1443 1,7825 2,3602 2,7777 2,9588 2,8805 2,5793 2,1446 1,7067 1,4081 1,3504 1,5461 1,9240 2,3873 2,8630 3,3041 3,6767 3,9596 4,1428 4,2201 4,1931 4,0929 3,9921 3,9824 4,1166 4,3639 4,6252 4,8015 4,8617 4,8485 4,8162 4,7698 4,6689 4,4760 4,1920 3,8685 3,6044 3,5073 3,6295 3,9399 4,3471 4,7285 4,9658 4,9950 4,8233 4,4989 4,0781 3,6149 3,1583 2,7454 2,4032 2,1574 2,0286 2,0111 2,0690 2,1656 2,2813 2,3916 2,4491 2,4092 2,2672 2,0653 1,8637 1,6997 1,5675 1,4338 1,2705 1,0787 0,8848 0,7110 0,5545 0,3933 0,2119 0,0145 -0,1838 -0,3683 -0,5223 -0,6218 -0,6532 -0,6448 -0,6502 -0,6819 -0,6925 -0,6276 -0,4693 -0,2208 0,1249 0,5755 1,0859
