Fp1   -1,6920 -1,3678 -1,0907 -0,8824 -0,7237 -0,5669 -0,3647 -0,1100 0,1429 0,3113 0,3399 0,2262 0,0104 -0,2509 -0,5095 -0,7287 -0,8804 -0,9593 -0,9784 -0,9343 -0,7896 -0,5020 -0,0716 0,4453 0,9655 1,4159 1,7457 1,9318 1,9862 1,9404 1,8176 1,6299 1,4045 1,2035 1,1048 1,1532 1,3223 1,5132 1,5965 1,4837 1,1682 0,7018 0,1360 -0,5049 -1,1958 -1,8700 -2,4209 -2,7525 -2,8353 -2,7146 -2,4734 -2,1923 -1,9339 -1,7380 -1,6194 -1,5728 -1,5851 -1,6454 -1,7498 -1,8982 -2,0845 -2,2858 -2,4729 -2,6352 -2,7829 -2,9176 -3,0067 -2,9972 -2,8511 -2,5617 -2,1546 -1,6930 -1,2667 -0,9461 -0,7464 -0,6409 -0,5983 -0,5989 -0,6302 -0,6772 -0,7205 -0,7470 -0,7581 -0,7666 -0,7864 -0,8226 -0,8672 -0,8991 -0,8851 -0,7873 -0,5786 -0,2513 0,1776 0,6583 1,1094 1,4494 1,6400 1,6957 1,6585 1,5706 1,4508 1,2742 0,9967 0,6083 0,1472 -0,3351 -0,8053 -1,2449 -1,6299 -1,9256 -2,1029 -2,1573 -2,1039 -1,9575 -1,7276 -1,4334 -1,1075 -0,7702 -0,4060 0,0145 0,4861 0,9540 1,3550 1,6580 1,8580 1,9492 1,9204 1,7715 1,5266 1,2330 0,9434 0,6878 0,4512 0,1813 -0,1738 -0,6261 -1,1379 -1,6428 -2,0671 -2,3456 -2,4414 -2,3634 -2,1682 -1,9541 -1,8379 -1,9008 -2,1372 -2,4576 -2,7421 -2,8925 -2,8571 -2,6399 -2,2916 -1,8792 -1,4595 -1,0762 -0,7650 -0,5484 -0,4280 -0,3725 -0,3203 -0,2122 -0,0258 0,2239 0,5010 0,7571 0,9459 1,0459 1,0672 1,0349 0,9618 0,8282 0,5788 0,1499 -0,4746 -1,2314 -2,0136 -2,7342 -3,3573 -3,8935 -4,3765 -4,8391 -5,3020 -5,7611 -6,1784 -6,4951 -6,6648 -6,6828 -6,5849 -6,4190 -6,2183 -5,9978 -5,7650 -5,5296 -5,2980 -5,0621 -4,7984 -4,4835 -4,1199 -3,7556 -3,4698 -3,3383 -3,4076 -3,6821 -4,1217 -4,6615 -5,2390 -5,8031 -6,3155 -6,7563 -7,1179 -7,4037 -7,6462 -7,9208 -8,3146 -8,8634 -9,5234 -10,2051 -10,8211 -11,3120 -11,6588 -11,8770 -11,9924 -12,0334 -12,0401 -12,0482 -12,0560 -12,0250 -11,9161 -11,7136 -11,4276 -11,0830 -10,7059 -10,3153 -9,9270 -9,5610 -9,2373 -8,9664 -8,7467 -8,5671 -8,4173 -8,2962 -8,2005 -8,1012 -7,9467 -7,6971 -7,3498 -6,9319 -6,4834 -6,0488 -5,6727 -5,3964 -5,2569 -5,2789 -5,4511 -5,7014 -5,9122 -5,9800 -5,8612 -5,5792 -5,2133 -4,8665 -4,6168 -4,4916 -4,4812 -4,5691 -4,7507 -5,0229 -5,3536 -5,6625 -5,8360 -5,7733 -5,4332 -4,8525 -4,1289 -3,3847 -2,7324 -2,2484 -1,9590 -1,8371 -1,8216 -1,8564 -1,9149 -1,9941 -2,0972 -2,2251 -2,3801 -2,5697 -2,7884 -2,9993 -3,1547 -3,2321 -3,2409 -3,2030 -3,1440 -3,1078 -3,1577 -3,3459 -3,6824 -4,1357 -4,6457 -5,1251 -5,4715 -5,6135 -5,5514 -5,3440 -5,0591 -4,7397 -4,4025 -4,0499 -3,6728 -3,2490 -2,7546 -2,1859 -1,5729 -0,9734 -0,4515 -0,0537 0,2069 0,3469 0,3925 0,3696 0,3206 0,3051 0,3565 0,4509 0,5363 0,5852 0,6050 0,6169 0,6344 0,6590 0,6983 0,7753 0,8966 1,0164 1,0650 1,0146 0,9037 0,7944 0,7165 0,6554 0,5860 0,5029 0,4174 0,3431 0,2976 0,3034 0,3660 0,4639 0,5621 0,6243 0,6301 0,6003 0,5872 0,6351 0,7561 0,9253 1,0826 1,1553 1,1076 0,9783 0,8543 0,8021 0,8281 0,8990 0,9796 1,0462 1,0855 1,0954 1,0877 1,0856 1,1123 1,1730 1,2505 1,3198 1,3636 1,3778 1,3702 1,3519 1,3314 1,3194 1,3405 1,4288 1,6055 1,8597 2,1533 2,4397 2,6872 2,8940 3,0738 3,2300 3,3512 3,4237 3,4434 3,4195 3,3718 3,3187 3,2565 3,1537 2,9868 2,7851 2,6306 2,6066 2,7400 2,9775 3,2153 3,3531 3,3358 3,1688 2,9041 2,6039 2,3110 2,0468 1,8269 1,6669 1,5746 1,5475 1,5809 1,6621 1,7569 1,8177 1,8111 1,7340 1,6131 1,4915 1,4043 1,3561 1,3252 1,2890 1,2437 1,2082 1,2084 1,2519 1,3192 1,3921 1,4783 1,5923 1,7230 1,8375 1,9148 1,9743 2,0693 2,2478 2,5145 2,8331 3,1563 3,4363 3,6203 3,6631 3,5457 3,2747 2,8809 2,4261 1,9884 1,6303 1,3843 1,2601 1,2523 1,3432 1,4985 1,6620 1,7685 1,7676 1,6396 1,4010 1,0988 0,7896 0,5262 0,3540 0,2974 0,3552 0,5209 0,7936 1,1593 1,5717 1,9598 2,2487 2,3843 2,3520 2,1664 1,8416 1,3898 0,8476 0,2861 -0,2165 -0,6084 -0,8753 -1,0311 -1,1015 -1,1088 -1,0652 -0,9763 -0,8438 -0,6641 -0,4289 -0,1318 0,2249 0,6325 1,0778 1,5302 1,9324 2,2277 2,3984 2,4631 2,4458 2,3649 2,2407 2,0855 1,8927 1,6591 1,4164 1,2278 1,1538 1,2224 1,4276 1,7520 2,1796 2,6743 3,1523 3,4950 3,6079 3,4805 3,1942 2,8804 2,6629 2,6121 2,7200 2,9072 3,0708 3,1466 3,1315 3,0540 2,9386 2,7960 2,6281 2,4318 2,2034 1,9391 1,6421 1,3411 1,0969 0,9765 1,0145 1,1941 1,4571 1,7276 1,9293 2,0034 1,9356 1,7682 1,5751 1,4179 1,3063 1,1875 0,9759 0,6089 0,0849 -0,5413 -1,1947 -1,8164 -2,3766 -2,8655 -3,2716 -3,5646 -3,7040 -3,6776 -3,5306 -3,3500 -3,2161 -3,1603 -3,1591 -3,1567 -3,0912 -2,9148 -2,6073 -2,1872 -1,7184 -1,2923 -0,9855 -0,8217 -0,7677 -0,7676 -0,7872 -0,8406 -0,9840 -1,2785 -1,7558 -2,4123 -3,2033 -4,0249 -4,7326 -5,2056 -5,3947 -5,3210 -5,0548 -4,6924 -4,3298 -4,0410 -3,8680
Fz    -0,5497 -0,4673 -0,4272 -0,3670 -0,2264 0,0227 0,3685 0,7605 1,1163 1,3472 1,3956 1,2541 0,9586 0,5633 0,1195 -0,3214 -0,7019 -0,9735 -1,1042 -1,0642 -0,8224 -0,3756 0,2186 0,8490 1,4028 1,8134 2,0631 2,1627 2,1413 2,0303 1,8417 1,5716 1,2328 0,8803 0,5904 0,4129 0,3415 0,3152 0,2471 0,0721 -0,2221 -0,6087 -1,0615 -1,5709 -2,1147 -2,6265 -3,0116 -3,2017 -3,2004 -3,0742 -2,9002 -2,7179 -2,5264 -2,3161 -2,0918 -1,8647 -1,6369 -1,4070 -1,1926 -1,0370 -0,9865 -1,0587 -1,2366 -1,4892 -1,7819 -2,0621 -2,2544 -2,2952 -2,1715 -1,9185 -1,6013 -1,3150 -1,1672 -1,2137 -1,4151 -1,6663 -1,8616 -1,9379 -1,8831 -1,7196 -1,4801 -1,1981 -0,9122 -0,6662 -0,4990 -0,4304 -0,4580 -0,5509 -0,6428 -0,6512 -0,5210 -0,2475 0,1334 0,5510 0,9058 1,1055 1,1111 0,9504 0,6919 0,4071 0,1318 -0,1575 -0,5110 -0,9392 -1,3950 -1,8204 -2,1854 -2,4783 -2,6827 -2,7762 -2,7469 -2,6031 -2,3682 -2,0688 -1,7313 -1,3886 -1,0768 -0,8169 -0,6015 -0,4070 -0,2196 -0,0418 0,1259 0,2971 0,4857 0,6840 0,8651 1,0003 1,0724 1,0816 1,0404 0,9583 0,8292 0,6352 0,3730 0,0749 -0,2066 -0,4347 -0,5963 -0,6773 -0,6537 -0,5154 -0,2916 -0,0564 0,0922 0,0832 -0,0819 -0,3224 -0,5139 -0,5418 -0,3456 0,0578 0,5859 1,1376 1,6394 2,0536 2,3575 2,5301 2,5612 2,4772 2,3466 2,2449 2,2160 2,2680 2,3883 2,5524 2,7376 2,9364 3,1502 3,3749 3,5944 3,7769 3,8733 3,8335 3,6464 3,3606 3,0511 2,7668 2,5063 2,2198 1,8408 1,3339 0,7171 0,0530 -0,5704 -1,0690 -1,3968 -1,5573 -1,5835 -1,5056 -1,3385 -1,0923 -0,7867 -0,4595 -0,1534 0,1158 0,3726 0,6534 0,9604 1,2453 1,4317 1,4503 1,2627 0,8806 0,3686 -0,1869 -0,7235 -1,2123 -1,6370 -1,9778 -2,2089 -2,3166 -2,3332 -2,3482 -2,4639 -2,7224 -3,0786 -3,4452 -3,7530 -3,9811 -4,1548 -4,3160 -4,4881 -4,6744 -4,8803 -5,1069 -5,3230 -5,4710 -5,5046 -5,4058 -5,1765 -4,8312 -4,3934 -3,8958 -3,3822 -2,9019 -2,4944 -2,1862 -1,9924 -1,9116 -1,9207 -1,9827 -2,0538 -2,0840 -2,0260 -1,8532 -1,5717 -1,2174 -0,8445 -0,5092 -0,2513 -0,0864 -0,0199 -0,0706 -0,2614 -0,5772 -0,9482 -1,2856 -1,5229 -1,6344 -1,6429 -1,6045 -1,5681 -1,5497 -1,5416 -1,5410 -1,5658 -1,6425 -1,7739 -1,9143 -1,9730 -1,8492 -1,4809 -0,8761 -0,1101 0,6976 1,4171 1,9480 2,2477 2,3363 2,2764 2,1374 1,9660 1,7811 1,5878 1,3966 1,2215 1,0615 0,9012 0,7299 0,5485 0,3652 0,1910 0,0370 -0,0873 -0,1825 -0,2647 -0,3508 -0,4389 -0,5113 -0,5437 -0,5026 -0,3539 -0,0980 0,2066 0,4688 0,6167 0,6322 0,5498 0,4363 0,3665 0,4021 0,5779 0,8970 1,3362 1,8474 2,3641 2,8220 3,1844 3,4439 3,6065 3,6870 3,7187 3,7405 3,7614 3,7525 3,6906 3,5982 3,5295 3,5208 3,5603 3,6034 3,6225 3,6340 3,6579 3,6633 3,5854 3,3901 3,1014 2,7645 2,4089 2,0596 1,7616 1,5673 1,5030 1,5579 1,7051 1,9177 2,1622 2,4012 2,6088 2,7664 2,8552 2,8752 2,8509 2,8120 2,7776 2,7501 2,7100 2,6309 2,5234 2,4486 2,4633 2,5624 2,6884 2,7900 2,8522 2,8759 2,8528 2,7776 2,6728 2,5863 2,5594 2,5970 2,6708 2,7496 2,8180 2,8747 2,9208 2,9467 2,9284 2,8513 2,7429 2,6720 2,7022 2,8478 3,0769 3,3429 3,6089 3,8532 4,0626 4,2241 4,3198 4,3322 4,2604 4,1259 3,9561 3,7680 3,5629 3,3321 3,0858 2,8805 2,7988 2,8954 3,1618 3,5308 3,9077 4,2033 4,3623 4,3867 4,3270 4,2333 4,1151 3,9479 3,7162 3,4406 3,1698 2,9555 2,8331 2,8046 2,8332 2,8654 2,8639 2,8220 2,7590 2,7060 2,6874 2,7034 2,7286 2,7287 2,6833 2,5999 2,5085 2,4397 2,4015 2,3826 2,3748 2,3872 2,4364 2,5314 2,6736 2,8676 3,1291 3,4706 3,8794 4,3154 4,7320 5,0864 5,3345 5,4324 5,3494 5,0786 4,6534 4,1591 3,7076 3,3857 3,2267 3,2164 3,3167 3,4898 3,7006 3,8972 4,0072 3,9675 3,7586 3,4164 3,0141 2,6243 2,2969 2,0629 1,9334 1,8970 1,9360 2,0490 2,2395 2,4782 2,6887 2,7748 2,6719 2,3858 1,9774 1,5082 1,0119 0,5149 0,0564 -0,3193 -0,5793 -0,7032 -0,6856 -0,5449 -0,3129 -0,0163 0,3238 0,6808 1,0217 1,3223 1,5818 1,8231 2,0801 2,3774 2,6988 2,9762 3,1268 3,1028 2,9034 2,5584 2,1213 1,6654 1,2538 0,9139 0,6526 0,4907 0,4673 0,6143 0,9296 1,3728 1,8839 2,4064 2,8911 3,2801 3,5049 3,5219 3,3570 3,0992 2,8488 2,6777 2,6193 2,6666 2,7747 2,8881 2,9742 3,0320 3,0723 3,1004 3,1138 3,1055 3,0636 2,9711 2,8030 2,5376 2,1931 1,8489 1,6102 1,5433 1,6365 1,8214 2,0241 2,1933 2,3023 2,3562 2,3880 2,4320 2,4984 2,5595 2,5536 2,4119 2,0972 1,6208 1,0285 0,3752 -0,2895 -0,9213 -1,4740 -1,8945 -2,1282 -2,1425 -1,9560 -1,6425 -1,3005 -1,0114 -0,8122 -0,6929 -0,6164 -0,5440 -0,4469 -0,3054 -0,1109 0,1266 0,3759 0,5967 0,7638 0,8780 0,9470 0,9648 0,9073 0,7344 0,4022 -0,1178 -0,8218 -1,6561 -2,5077 -3,2425 -3,7718 -4,0806 -4,2023 -4,1898 -4,1027 -4,0004 -3,9322 -3,9326
F3    -0,1728 -0,0413 0,0021 0,0141 0,0623 0,1839 0,3742 0,6002 0,8141 0,9638 1,0037 0,9029 0,6516 0,2625 -0,2262 -0,7428 -1,1885 -1,4769 -1,5691 -1,4621 -1,1555 -0,6537 -0,0045 0,6918 1,3266 1,8287 2,1666 2,3341 2,3444 2,2198 1,9806 1,6538 1,2854 0,9406 0,6829 0,5464 0,5177 0,5307 0,4897 0,3258 0,0356 -0,3385 -0,7653 -1,2496 -1,7918 -2,3398 -2,8050 -3,1236 -3,2908 -3,3387 -3,2955 -3,1690 -2,9652 -2,7132 -2,4609 -2,2458 -2,0750 -1,9345 -1,8148 -1,7271 -1,6951 -1,7319 -1,8251 -1,9487 -2,0861 -2,2370 -2,3995 -2,5559 -2,6757 -2,7253 -2,6913 -2,6153 -2,5841 -2,6552 -2,7999 -2,9260 -2,9417 -2,7999 -2,5072 -2,1084 -1,6577 -1,2022 -0,7840 -0,4459 -0,2273 -0,1488 -0,2009 -0,3399 -0,4900 -0,5632 -0,4914 -0,2430 0,1736 0,6944 1,1959 1,5343 1,6082 1,3983 0,9701 0,4457 -0,0620 -0,5208 -0,9780 -1,4866 -2,0437 -2,5885 -3,0403 -3,3429 -3,4833 -3,4773 -3,3411 -3,0827 -2,7172 -2,2849 -1,8503 -1,4785 -1,2056 -1,0296 -0,9242 -0,8532 -0,7821 -0,6876 -0,5693 -0,4510 -0,3676 -0,3449 -0,3867 -0,4759 -0,5835 -0,6761 -0,7193 -0,6934 -0,6180 -0,5524 -0,5534 -0,6351 -0,7715 -0,9285 -1,0819 -1,2081 -1,2701 -1,2319 -1,0903 -0,8989 -0,7504 -0,7229 -0,8273 -0,9968 -1,1196 -1,0955 -0,8803 -0,5002 -0,0292 0,4564 0,9072 1,2922 1,5829 1,7562 1,8103 1,7770 1,7110 1,6565 1,6276 1,6251 1,6571 1,7289 1,8277 1,9246 1,9874 2,0006 1,9747 1,9272 1,8546 1,7350 1,5614 1,3621 1,1789 1,0347 0,9146 0,7594 0,4921 0,0660 -0,5099 -1,1774 -1,8457 -2,4183 -2,8212 -3,0226 -3,0302 -2,8704 -2,5769 -2,1944 -1,7827 -1,4038 -1,0955 -0,8499 -0,6254 -0,3855 -0,1377 0,0664 0,1665 0,1206 -0,0922 -0,4677 -0,9664 -1,5267 -2,0929 -2,6232 -3,0830 -3,4424 -3,6765 -3,7790 -3,7888 -3,7963 -3,9009 -4,1409 -4,4630 -4,7716 -5,0020 -5,1543 -5,2799 -5,4314 -5,6147 -5,8026 -5,9843 -6,1679 -6,3419 -6,4659 -6,4933 -6,3870 -6,1350 -5,7677 -5,3474 -4,9343 -4,5704 -4,2805 -4,0678 -3,9116 -3,7830 -3,6608 -3,5348 -3,4064 -3,2900 -3,1968 -3,1128 -3,0089 -2,8697 -2,7036 -2,5335 -2,3836 -2,2703 -2,2056 -2,2089 -2,3100 -2,5295 -2,8441 -3,1735 -3,4112 -3,4733 -3,3403 -3,0731 -2,7744 -2,5210 -2,3363 -2,2187 -2,1807 -2,2596 -2,4917 -2,8592 -3,2596 -3,5315 -3,5190 -3,1370 -2,4057 -1,4446 -0,4351 0,4356 1,0369 1,3361 1,3941 1,3184 1,2013 1,0853 0,9603 0,7868 0,5446 0,2578 -0,0409 -0,3442 -0,6537 -0,9543 -1,2207 -1,4370 -1,6029 -1,7276 -1,8247 -1,9114 -2,0024 -2,0989 -2,1811 -2,2096 -2,1371 -1,9356 -1,6256 -1,2768 -0,9748 -0,7821 -0,7134 -0,7299 -0,7545 -0,6989 -0,4901 -0,0912 0,4854 1,1790 1,8892 2,4943 2,8900 3,0373 2,9757 2,7881 2,5541 2,3338 2,1673 2,0639 2,0014 1,9674 2,0010 2,1691 2,4965 2,9197 3,3101 3,5559 3,6284 3,5621 3,3879 3,1201 2,7924 2,4612 2,1667 1,9158 1,7074 1,5540 1,4659 1,4262 1,3964 1,3531 1,3096 1,2935 1,3176 1,3761 1,4486 1,5173 1,5885 1,6746 1,7599 1,8121 1,8142 1,7640 1,6657 1,5421 1,4418 1,4106 1,4561 1,5413 1,6166 1,6591 1,6772 1,6826 1,6773 1,6711 1,6926 1,7682 1,8962 2,0488 2,1956 2,3195 2,4150 2,4791 2,5010 2,4598 2,3431 2,1730 2,0156 1,9475 2,0016 2,1497 2,3383 2,5315 2,7203 2,9041 3,0746 3,2105 3,2933 3,3366 3,3856 3,4754 3,5978 3,6966 3,6899 3,5288 3,2510 2,9610 2,7587 2,6882 2,7325 2,8401 2,9559 3,0421 3,0911 3,1186 3,1352 3,1255 3,0562 2,9093 2,7081 2,5093 2,3698 2,3245 2,3787 2,5051 2,6486 2,7487 2,7628 2,6799 2,5236 2,3395 2,1700 2,0361 1,9378 1,8665 1,8207 1,8110 1,8450 1,9110 1,9894 2,0775 2,1851 2,3078 2,4251 2,5270 2,6354 2,7994 3,0621 3,4260 3,8563 4,3111 4,7510 5,1212 5,3505 5,3815 5,2008 4,8513 4,4253 4,0305 3,7443 3,5954 3,5770 3,6677 3,8467 4,0930 4,3621 4,5711 4,6218 4,4467 4,0492 3,5111 2,9561 2,5006 2,2241 2,1611 2,3034 2,6155 3,0448 3,5145 3,9199 4,1562 4,1599 3,9295 3,5092 2,9483 2,2714 1,4899 0,6397 -0,1966 -0,9089 -1,4066 -1,6563 -1,6904 -1,5781 -1,3705 -1,0765 -0,6945 -0,2475 0,2158 0,6437 1,0085 1,3236 1,6346 1,9844 2,3692 2,7230 2,9585 3,0222 2,9118 2,6612 2,3280 1,9803 1,6688 1,4146 1,2258 1,1179 1,1182 1,2548 1,5411 1,9673 2,4975 3,0735 3,6209 4,0471 4,2513 4,1734 3,8446 3,3797 2,9175 2,5686 2,3920 2,3864 2,4984 2,6589 2,8216 2,9674 3,0804 3,1374 3,1167 3,0025 2,7904 2,4917 2,1260 1,7165 1,3034 0,9558 0,7529 0,7445 0,9189 1,2045 1,5060 1,7430 1,8764 1,9202 1,9316 1,9771 2,0858 2,2175 2,2708 2,1331 1,7454 1,1382 0,4087 -0,3299 -0,9819 -1,4823 -1,8063 -1,9697 -2,0025 -1,9181 -1,7182 -1,4211 -1,0752 -0,7396 -0,4579 -0,2534 -0,1348 -0,0918 -0,0843 -0,0494 0,0689 0,2856 0,5598 0,8152 0,9907 1,0786 1,1075 1,0935 1,0083 0,7943 0,4169 -0,1007 -0,6983 -1,3103 -1,8723 -2,3356 -2,6871 -2,9329 -3,0690 -3,0979 -3,0656 -3,0543 -3,1354 -3,3337
F7    0,0685 0,1437 0,1524 0,1265 0,1146 0,1600 0,2860 0,4828 0,6972 0,8489 0,8691 0,7290 0,4465 0,0701 -0,3470 -0,7541 -1,1008 -1,3455 -1,4593 -1,4138 -1,1780 -0,7472 -0,1749 0,4357 0,9809 1,3964 1,6543 1,7477 1,6922 1,5192 1,2560 0,9212 0,5491 0,2100 -0,0092 -0,0539 0,0638 0,2625 0,4270 0,4693 0,3690 0,1554 -0,1451 -0,5291 -0,9809 -1,4338 -1,7879 -1,9703 -1,9823 -1,8920 -1,7823 -1,7023 -1,6584 -1,6371 -1,6274 -1,6238 -1,6179 -1,5995 -1,5712 -1,5574 -1,5900 -1,6816 -1,8213 -1,9946 -2,1914 -2,3882 -2,5359 -2,5828 -2,5064 -2,3168 -2,0512 -1,7877 -1,6309 -1,6427 -1,7921 -1,9833 -2,1210 -2,1475 -2,0455 -1,8314 -1,5437 -1,2313 -0,9407 -0,7060 -0,5435 -0,4490 -0,4023 -0,3704 -0,3079 -0,1692 0,0688 0,3997 0,7948 1,2018 1,5440 1,7473 1,7772 1,6498 1,4115 1,1119 0,7724 0,3696 -0,1325 -0,7257 -1,3498 -1,9356 -2,4389 -2,8385 -3,1178 -3,2562 -3,2358 -3,0571 -2,7434 -2,3294 -1,8523 -1,3511 -0,8645 -0,4207 -0,0303 0,3026 0,5655 0,7442 0,8467 0,9101 0,9696 1,0264 1,0532 1,0244 0,9385 0,8204 0,7057 0,6164 0,5383 0,4231 0,2282 -0,0400 -0,3292 -0,5849 -0,7769 -0,8879 -0,9014 -0,8122 -0,6490 -0,4870 -0,4311 -0,5610 -0,8752 -1,2795 -1,6300 -1,7996 -1,7247 -1,4191 -0,9522 -0,4101 0,1312 0,6097 0,9732 1,1813 1,2173 1,1087 0,9286 0,7594 0,6544 0,6331 0,6952 0,8237 0,9934 1,1890 1,4064 1,6383 1,8625 2,0357 2,0936 1,9735 1,6605 1,2154 0,7418 0,3271 0,0086 -0,2356 -0,4628 -0,7251 -1,0484 -1,4295 -1,8374 -2,2235 -2,5474 -2,7975 -2,9805 -3,0954 -3,1247 -3,0514 -2,8771 -2,6271 -2,3388 -2,0370 -1,7208 -1,3790 -1,0220 -0,6976 -0,4728 -0,4043 -0,5193 -0,8075 -1,2226 -1,7074 -2,2195 -2,7293 -3,2048 -3,6113 -3,9168 -4,1063 -4,2079 -4,2985 -4,4651 -4,7438 -5,1008 -5,4689 -5,7897 -6,0316 -6,1948 -6,3036 -6,3851 -6,4640 -6,5737 -6,7401 -6,9468 -7,1371 -7,2536 -7,2656 -7,1738 -7,0017 -6,7739 -6,5043 -6,2049 -5,8943 -5,5942 -5,3317 -5,1405 -5,0469 -5,0533 -5,1372 -5,2562 -5,3515 -5,3639 -5,2599 -5,0472 -4,7668 -4,4742 -4,2208 -4,0394 -3,9391 -3,9178 -3,9816 -4,1378 -4,3613 -4,5838 -4,7308 -4,7604 -4,6773 -4,5312 -4,3947 -4,3220 -4,3230 -4,3746 -4,4525 -4,5559 -4,7002 -4,8842 -5,0616 -5,1432 -5,0284 -4,6529 -4,0252 -3,2295 -2,3962 -1,6608 -1,1253 -0,8281 -0,7367 -0,7743 -0,8667 -0,9730 -1,0863 -1,2132 -1,3528 -1,4995 -1,6623 -1,8562 -2,0743 -2,2894 -2,4803 -2,6428 -2,7780 -2,8868 -2,9843 -3,1074 -3,2889 -3,5276 -3,7927 -4,0396 -4,2142 -4,2634 -4,1702 -3,9750 -3,7513 -3,5572 -3,4097 -3,2928 -3,1762 -3,0242 -2,7970 -2,4558 -1,9786 -1,3779 -0,7073 -0,0508 0,5018 0,8845 1,0726 1,0789 0,9464 0,7429 0,5385 0,3653 0,2087 0,0501 -0,0910 -0,1698 -0,1586 -0,0732 0,0414 0,1550 0,2766 0,4185 0,5468 0,5943 0,5228 0,3495 0,1124 -0,1694 -0,4869 -0,8093 -1,0826 -1,2623 -1,3356 -1,3104 -1,2041 -1,0514 -0,8956 -0,7621 -0,6592 -0,5913 -0,5501 -0,5124 -0,4560 -0,3718 -0,2698 -0,1839 -0,1543 -0,1857 -0,2312 -0,2358 -0,1917 -0,1417 -0,1306 -0,1687 -0,2434 -0,3469 -0,4751 -0,6063 -0,6960 -0,7009 -0,6113 -0,4580 -0,2918 -0,1550 -0,0684 -0,0313 -0,0352 -0,0773 -0,1543 -0,2427 -0,2990 -0,2873 -0,2053 -0,0755 0,0749 0,2251 0,3652 0,4927 0,6034 0,6873 0,7321 0,7361 0,7135 0,6826 0,6459 0,5774 0,4339 0,1998 -0,0714 -0,2763 -0,3232 -0,1822 0,1035 0,4419 0,7333 0,9084 0,9537 0,9022 0,7922 0,6362 0,4279 0,1728 -0,0942 -0,3223 -0,4682 -0,5084 -0,4483 -0,3284 -0,2051 -0,1192 -0,0806 -0,0733 -0,0691 -0,0492 -0,0207 -0,0070 -0,0250 -0,0703 -0,1216 -0,1561 -0,1697 -0,1859 -0,2344 -0,3208 -0,4232 -0,5143 -0,5758 -0,5944 -0,5512 -0,4175 -0,1692 0,1904 0,6278 1,0951 1,5377 1,8955 2,1162 2,1703 2,0541 1,7960 1,4633 1,1430 0,9039 0,7781 0,7684 0,8631 1,0463 1,2913 1,5468 1,7412 1,8108 1,7260 1,5017 1,1883 0,8485 0,5419 0,3183 0,2047 0,1980 0,2824 0,4497 0,6891 0,9628 1,2019 1,3273 1,2810 1,0524 0,6706 0,1699 -0,4204 -1,0564 -1,6729 -2,2047 -2,6101 -2,8725 -2,9942 -2,9957 -2,9071 -2,7550 -2,5577 -2,3276 -2,0714 -1,7871 -1,4618 -1,0756 -0,6082 -0,0508 0,5653 1,1546 1,6105 1,8578 1,8735 1,6799 1,3374 0,9320 0,5388 0,1930 -0,0929 -0,2936 -0,3644 -0,2663 0,0059 0,4166 0,9047 1,4070 1,8627 2,2001 2,3392 2,2318 1,9103 1,4874 1,1019 0,8605 0,8066 0,9128 1,0947 1,2567 1,3422 1,3484 1,3014 1,2276 1,1451 1,0620 0,9730 0,8594 0,6947 0,4631 0,1878 -0,0621 -0,2050 -0,1977 -0,0588 0,1529 0,3799 0,5789 0,7172 0,7855 0,8098 0,8318 0,8757 0,9262 0,9268 0,8066 0,5224 0,0819 -0,4667 -1,0616 -1,6477 -2,1813 -2,6220 -2,9271 -3,0604 -3,0108 -2,8080 -2,5211 -2,2345 -2,0118 -1,8723 -1,7934 -1,7333 -1,6531 -1,5262 -1,3374 -1,0842 -0,7843 -0,4782 -0,2155 -0,0243 0,1045 0,1938 0,2461 0,2298 0,0909 -0,2160 -0,7030 -1,3465 -2,0867 -2,8220 -3,4384 -3,8661 -4,1015 -4,1826 -4,1613 -4,0950 -4,0391 -4,0367 -4,1151
