Fp1   0,9950 0,6363 0,5359 0,7210 1,1054 1,4965 1,6976 1,6318 1,3651 1,0291 0,7303 0,5129 0,3752 0,3034 0,2795 0,2580 0,1511 -0,1316 -0,6038 -1,1568 -1,5979 -1,7594 -1,5913 -1,1626 -0,5889 0,0308 0,6155 1,0784 1,3344 1,3300 1,0796 0,6822 0,2829 -0,0059 -0,1502 -0,1651 -0,0656 0,1213 0,2985 0,3081 0,0368 -0,5001 -1,1595 -1,7336 -2,0517 -2,0545 -1,7854 -1,3505 -0,8886 -0,5196 -0,2810 -0,1167 0,0568 0,2715 0,4905 0,6510 0,7315 0,7933 0,9423 1,2455 1,6839 2,1593 2,5413 2,7255 2,6601 2,3366 1,7759 1,0334 0,2052 -0,5969 -1,2597 -1,6639 -1,7138 -1,4058 -0,8843 -0,4064 -0,2003 -0,3368 -0,7193 -1,1632 -1,4694 -1,4556 -1,0078 -0,1679 0,8524 1,7831 2,4221 2,6782 2,5542 2,1288 1,5382 0,9407 0,4715 0,2099 0,1567 0,2278 0,2823 0,1857 -0,1118 -0,5309 -0,9048 -1,0843 -1,0171 -0,7570 -0,4351 -0,2314 -0,3275 -0,8049 -1,5630 -2,3704 -3,0161 -3,4044 -3,5272 -3,3908 -3,0013 -2,4233 -1,8151 -1,3705 -1,2161 -1,3488 -1,6513 -1,9699 -2,1772 -2,1964 -2,0366 -1,8135 -1,6827 -1,7340 -1,9590 -2,2695 -2,5131 -2,5251 -2,2200 -1,6439 -0,9446 -0,2942 0,1907 0,5003 0,7220 0,9799 1,3781 1,9722 2,7471 3,6278 4,5210 5,3168 5,8884 6,1673 6,1937 6,0725 5,9314 5,9154 6,1468 6,6567 7,3541 8,0729 8,6603 9,0407 9,2323 9,3392 9,5103 9,8599 10,4067 11,0752 11,7308 12,2194 12,4142 12,2768 11,8941 11,4269 11,0108 10,7191 10,5883 10,6228 10,7752 10,9425 10,9965 10,8591 10,5635 10,2195 9,9266 9,7252 9,6027 9,5291 9,4856 9,4656 9,4595 9,4370 9,3415 9,1140 8,7395 8,2757 7,8166 7,4248 7,1177 6,8923 6,7188 6,5299 6,2782 6,0106 5,8295 5,7690 5,7520 5,6774 5,5195 5,3113 5,0705 4,8092 4,5794 4,4471 4,4509 4,6032 4,8991 5,3082 5,7707 6,2109 6,5626 6,8017 6,9408 6,9868 6,9417 6,8383 6,7344 6,6693 6,6203 6,4911 6,1784 5,6754 5,0885 4,5627 4,2128 4,1052 4,2659 4,6918 5,3443 6,1221 6,8635 7,4198 7,7386 7,8514 7,8024 7,6229 7,3481 7,0170 6,6545 6,2606 5,8134 5,2868 4,6903 4,1032 3,6382 3,3554 3,2341 3,2292 3,3002 3,3655 3,2993 3,0313 2,6198 2,2038 1,9111 1,8118 1,9095 2,1302 2,3180 2,2839 1,9054 1,1996 0,3128 -0,5554 -1,2264 -1,5895 -1,6295 -1,4170 -1,0633 -0,6782 -0,3408 -0,0880 0,0782 0,1948 0,3500 0,6442 1,1168 1,7223 2,3435 2,8078 2,9499 2,6967 2,0733 1,1652 0,1132 -0,8962 -1,6859 -2,1489 -2,2783 -2,1608 -1,9236 -1,6493 -1,3405 -0,9658 -0,5051 0,0342 0,5936 1,0615 1,3287 1,3517 1,1690 0,8715 0,5574 0,3008 0,1470 0,1139 0,1896 0,3430 0,5320 0,6918 0,7226 0,5068 -0,0342 -0,8671 -1,8197 -2,6448 -3,1420 -3,2473 -3,0357 -2,6681 -2,3135 -2,0640 -1,9067 -1,7965 -1,7366 -1,7665 -1,9061 -2,1432 -2,4538 -2,8299 -3,2903 -3,8471 -4,4597 -5,0248 -5,4134 -5,5343 -5,3867 -5,0520 -4,6392 -4,2430 -3,9237 -3,7060 -3,6019 -3,6132 -3,7092 -3,8283 -3,9141 -3,9571 -3,9988 -4,0910 -4,2614 -4,4977 -4,7396 -4,8928 -4,8683 -4,6250 -4,1876 -3,6360 -3,0923 -2,6775 -2,4436 -2,3789 -2,4597 -2,6422 -2,8555 -3,0559 -3,2648 -3,5277 -3,8607 -4,2627 -4,7460 -5,3106 -5,8938 -6,3637 -6,5646 -6,3857 -5,8134 -4,9288 -3,8713 -2,8067 -1,9014 -1,2850 -1,0084 -1,0396 -1,3060 -1,7310 -2,2462 -2,7931 -3,3189 -3,7827 -4,1709 -4,4876 -4,7185 -4,8241 -4,7673 -4,5270 -4,1118 -3,5798 -3,0456 -2,6637 -2,5677 -2,7931 -3,2512 -3,7836 -4,2515 -4,5899 -4,8030 -4,9279 -5,0085 -5,0811 -5,1483 -5,1639 -5,0746 -4,8885 -4,6886 -4,5781 -4,6154 -4,7816 -4,9909 -5,1375 -5,1472 -4,9951 -4,6977 -4,3062 -3,9072 -3,6014 -3,4480 -3,4356 -3,5227 -3,6884 -3,9341 -4,2579 -4,6305 -4,9736 -5,1566 -5,0418 -4,5807 -3,8897 -3,2200 -2,8176 -2,7865 -3,0581 -3,4744 -3,8925 -4,2183 -4,3880 -4,3641 -4,1533 -3,8375 -3,5768 -3,5487 -3,8662 -4,5202 -5,3651 -6,1820 -6,7824 -7,0798 -7,1117 -6,9981 -6,8552 -6,7523 -6,7293 -6,8008 -6,9358 -7,0590 -7,0768 -6,9100 -6,5482 -6,1066 -5,8005 -5,8051 -6,1319 -6,6582 -7,2388 -7,7705 -8,1934 -8,4649 -8,5540 -8,4694 -8,2728 -8,0657 -7,9515 -7,9745 -8,0896 -8,1901 -8,1725 -8,0119 -7,7973 -7,6783 -7,7704 -8,0940 -8,5733 -9,0792 -9,4829 -9,6872 -9,6252 -9,2683 -8,6740 -7,9985 -7,3985 -6,9136 -6,4671 -5,9592 -5,3473 -4,6684 -3,9963 -3,3797 -2,8347 -2,3934 -2,1345 -2,1261 -2,3207 -2,5434 -2,6012 -2,3959 -1,9541 -1,3875 -0,8210 -0,3322 0,0628 0,3890 0,6818 0,9545 1,2035 1,4560 1,7685 2,1474 2,5057 2,7134 2,6872 2,4510 2,1177 1,8038 1,5650 1,4028 1,2812 1,1341 0,9013 0,5624 0,1233 -0,4137 -1,0570 -1,8042 -2,6115 -3,3873 -4,0212 -4,4242 -4,5616 -4,4769 -4,2968 -4,1844 -4,2488 -4,4920 -4,8440 -5,2244 -5,5661 -5,8085 -5,9119 -5,9046 -5,9037 -6,0564 -6,4287 -6,9379 -7,4108 -7,7088 -7,7841 -7,6461 -7,3188 -6,8353 -6,2541 -5,6695 -5,1897 -4,8915 -4,8011 -4,8991 -5,1272 -5,4186 -5,7391 -6,1062 -6,5826 -7,2338 -8,0687 -8,9896 -9,8090 -10,3651 -10,6119 -10,5777 -10,3014 -9,8323 -9,2431 -8,6186 -8,0366 -7,5653 -7,2686
Fz    1,2449 1,2166 1,2696 1,3910 1,5216 1,5694 1,4659 1,2153 0,8859 0,5615 0,3019 0,1310 0,0442 0,0236 0,0463 0,0758 0,0571 -0,0603 -0,2826 -0,5521 -0,7747 -0,8779 -0,8459 -0,7058 -0,4919 -0,2304 0,0476 0,2898 0,4344 0,4409 0,3175 0,1235 -0,0616 -0,1886 -0,2615 -0,3102 -0,3537 -0,4001 -0,4674 -0,5839 -0,7638 -0,9899 -1,2111 -1,3494 -1,3316 -1,1296 -0,7697 -0,3187 0,1330 0,5038 0,7615 0,9324 1,0658 1,1927 1,3174 1,4296 1,5238 1,6189 1,7500 1,9385 2,1757 2,4307 2,6650 2,8452 2,9468 2,9544 2,8647 2,6923 2,4603 2,1850 1,8833 1,5939 1,3688 1,2322 1,1516 1,0545 0,8832 0,6320 0,3394 0,0576 -0,1633 -0,2737 -0,2358 -0,0519 0,2289 0,5402 0,8276 1,0511 1,1766 1,1780 1,0472 0,8076 0,5158 0,2418 0,0369 -0,0886 -0,1606 -0,2159 -0,2677 -0,2849 -0,2138 -0,0271 0,2497 0,5536 0,8117 0,9505 0,9038 0,6420 0,2010 -0,3318 -0,8659 -1,3405 -1,7167 -1,9508 -1,9964 -1,8432 -1,5425 -1,1852 -0,8577 -0,6104 -0,4520 -0,3751 -0,3756 -0,4451 -0,5645 -0,7131 -0,8675 -0,9992 -1,0877 -1,1218 -1,0820 -0,9405 -0,6879 -0,3500 0,0245 0,3882 0,7131 1,0019 1,2888 1,6239 2,0499 2,5861 3,2197 3,9138 4,6279 5,3189 5,9355 6,4466 6,8626 7,2205 7,5680 7,9552 8,4095 8,9135 9,4145 9,8590 10,2228 10,5194 10,7875 11,0745 11,4225 11,8500 12,3326 12,8020 13,1745 13,3879 13,4178 13,2794 13,0280 12,7418 12,4846 12,2930 12,1880 12,1773 12,2452 12,3480 12,4245 12,4248 12,3370 12,1803 11,9781 11,7406 11,4654 11,1507 10,8111 10,4812 10,2002 9,9856 9,8172 9,6525 9,4633 9,2574 9,0631 8,8997 8,7752 8,6945 8,6471 8,5928 8,4900 8,3395 8,1775 8,0256 7,8662 7,6724 7,4523 7,2438 7,0753 6,9562 6,8938 6,8927 6,9487 7,0512 7,1840 7,3277 7,4653 7,5911 7,7116 7,8393 7,9744 8,0915 8,1524 8,1345 8,0451 7,9153 7,7720 7,6077 7,3881 7,0958 6,7573 6,4287 6,1625 5,9871 5,9079 5,9260 6,0469 6,2664 6,5556 6,8709 7,1786 7,4602 7,6997 7,8782 7,9767 7,9774 7,8664 7,6402 7,3123 6,9130 6,4854 6,0827 5,7572 5,5385 5,4251 5,3977 5,4246 5,4454 5,3796 5,1772 4,8543 4,4753 4,1128 3,8232 3,6361 3,5456 3,5074 3,4563 3,3397 3,1426 2,8869 2,6153 2,3788 2,2231 2,1678 2,1958 2,2647 2,3256 2,3406 2,2939 2,1938 2,0811 2,0318 2,1242 2,3893 2,7919 3,2421 3,6203 3,8252 3,8181 3,6174 3,2663 2,8251 2,3740 1,9973 1,7559 1,6636 1,6787 1,7318 1,7801 1,8339 1,9304 2,1001 2,3487 2,6475 2,9411 3,1736 3,3098 3,3423 3,2932 3,1990 3,0840 2,9489 2,7851 2,5974 2,4132 2,2679 2,1760 2,1158 2,0371 1,8844 1,6281 1,2935 0,9536 0,6843 0,5201 0,4433 0,3962 0,3160 0,1799 0,0182 -0,1287 -0,2537 -0,3719 -0,4912 -0,6101 -0,7300 -0,8629 -1,0299 -1,2458 -1,5029 -1,7711 -2,0076 -2,1744 -2,2558 -2,2562 -2,1831 -2,0401 -1,8310 -1,5659 -1,2737 -0,9989 -0,7805 -0,6378 -0,5727 -0,5814 -0,6609 -0,7983 -0,9611 -1,1052 -1,1865 -1,1648 -1,0079 -0,7030 -0,2656 0,2616 0,8107 1,3102 1,7150 2,0018 2,1508 2,1594 2,0522 1,8553 1,5783 1,2326 0,8480 0,4545 0,0615 -0,3266 -0,6837 -0,9564 -1,0839 -1,0307 -0,8062 -0,4537 -0,0294 0,4066 0,7983 1,1077 1,3225 1,4439 1,4656 1,3724 1,1602 0,8528 0,4968 0,1444 -0,1643 -0,4072 -0,5719 -0,6481 -0,6286 -0,5133 -0,3154 -0,0678 0,1785 0,3620 0,4384 0,4144 0,3493 0,3111 0,3303 0,3867 0,4336 0,4335 0,3743 0,2623 0,1222 -0,0035 -0,0809 -0,1106 -0,1211 -0,1452 -0,2033 -0,2961 -0,4051 -0,4975 -0,5356 -0,4886 -0,3434 -0,1099 0,1776 0,4682 0,7194 0,9115 1,0361 1,0859 1,0650 0,9962 0,9150 0,8596 0,8645 0,9525 1,1216 1,3327 1,5172 1,6096 1,5831 1,4530 1,2521 1,0044 0,7247 0,4341 0,1687 -0,0280 -0,1326 -0,1701 -0,2078 -0,3181 -0,5376 -0,8438 -1,1693 -1,4399 -1,6062 -1,6619 -1,6362 -1,5709 -1,5062 -1,4795 -1,5189 -1,6337 -1,8143 -2,0309 -2,2359 -2,3891 -2,4946 -2,6018 -2,7529 -2,9433 -3,1408 -3,3245 -3,4934 -3,6510 -3,7896 -3,8884 -3,9281 -3,9060 -3,8473 -3,8046 -3,8290 -3,9388 -4,1154 -4,3248 -4,5472 -4,7893 -5,0669 -5,3801 -5,7003 -5,9766 -6,1578 -6,2125 -6,1310 -5,9115 -5,5517 -5,0680 -4,5125 -3,9448 -3,3869 -2,8216 -2,2295 -1,6229 -1,0501 -0,5640 -0,1835 0,1094 0,3368 0,4994 0,5878 0,6208 0,6598 0,7766 1,0146 1,3752 1,8244 2,3105 2,7910 3,2500 3,6944 4,1362 4,5690 4,9694 5,3227 5,6297 5,8788 6,0331 6,0595 5,9659 5,8076 5,6524 5,5338 5,4382 5,3294 5,1669 4,9119 4,5425 4,0679 3,5207 2,9433 2,3727 1,8282 1,3120 0,8231 0,3709 -0,0224 -0,3340 -0,5628 -0,7432 -0,9308 -1,1644 -1,4481 -1,7674 -2,1074 -2,4495 -2,7572 -2,9816 -3,0979 -3,1355 -3,1611 -3,2290 -3,3473 -3,4876 -3,6222 -3,7421 -3,8458 -3,9252 -3,9626 -3,9393 -3,8520 -3,7205 -3,5766 -3,4520 -3,3734 -3,3566 -3,4057 -3,5208 -3,7036 -3,9535 -4,2583 -4,5922 -4,9196 -5,1986 -5,3998 -5,5158 -5,5407 -5,4583 -5,2594 -4,9564 -4,5772 -4,1549 -3,7256 -3,3274
F3    0,7743 0,6664 0,7148 0,9190 1,2044 1,4385 1,5025 1,3640 1,0819 0,7519 0,4550 0,2366 0,1160 0,1006 0,1850 0,3274 0,4368 0,4083 0,1942 -0,1499 -0,4909 -0,7008 -0,7210 -0,5656 -0,2833 0,0723 0,4354 0,7182 0,8366 0,7483 0,4738 0,0959 -0,2701 -0,5375 -0,6874 -0,7418 -0,7206 -0,6443 -0,5686 -0,5782 -0,7301 -1,0092 -1,3278 -1,5570 -1,5869 -1,3805 -0,9765 -0,4660 0,0302 0,4056 0,6245 0,7370 0,8287 0,9542 1,1152 1,2787 1,4172 1,5419 1,6936 1,9034 2,1707 2,4646 2,7388 2,9485 3,0557 3,0323 2,8698 2,5945 2,2611 1,9251 1,6344 1,4419 1,3954 1,4945 1,6563 1,7401 1,6303 1,3048 0,8379 0,3524 -0,0265 -0,1900 -0,0722 0,3056 0,8301 1,3574 1,7798 2,0433 2,1344 2,0683 1,8863 1,6518 1,4373 1,2996 1,2526 1,2537 1,2211 1,0800 0,8206 0,5241 0,3198 0,3027 0,4808 0,7879 1,1230 1,3727 1,4267 1,2205 0,7838 0,2287 -0,3212 -0,7849 -1,1174 -1,2768 -1,2263 -0,9799 -0,6278 -0,2971 -0,0841 -0,0125 -0,0421 -0,1152 -0,1863 -0,2234 -0,2206 -0,2126 -0,2467 -0,3430 -0,4881 -0,6405 -0,7265 -0,6598 -0,3916 0,0541 0,5930 1,1200 1,5518 1,8575 2,0696 2,2642 2,5260 2,9138 3,4396 4,0762 4,7805 5,4873 6,1066 6,5769 6,9021 7,1304 7,3337 7,5985 7,9914 8,5148 9,1010 9,6505 10,0822 10,3612 10,5041 10,5738 10,6638 10,8622 11,2028 11,6420 12,0801 12,4081 12,5492 12,4881 12,2829 12,0369 11,8409 11,7428 11,7593 11,8814 12,0638 12,2238 12,2659 12,1313 11,8341 11,4441 11,0393 10,6759 10,3800 10,1556 9,9991 9,9079 9,8771 9,8795 9,8538 9,7299 9,4798 9,1419 8,7870 8,4659 8,2001 7,9965 7,8400 7,6818 7,4792 7,2553 7,0843 7,0096 6,9992 6,9881 6,9449 6,8730 6,7670 6,6154 6,4303 6,2429 6,0893 6,0105 6,0426 6,1943 6,4381 6,7264 7,0171 7,2889 7,5249 7,6876 7,7335 7,6561 7,5004 7,3369 7,2072 7,0833 6,8934 6,5966 6,2247 5,8580 5,5742 5,4127 5,3777 5,4642 5,6682 5,9662 6,3018 6,6104 6,8603 7,0535 7,1943 7,2779 7,3016 7,2685 7,1741 7,0001 6,7246 6,3367 5,8528 5,3315 4,8582 4,5007 4,2853 4,2106 4,2524 4,3383 4,3533 4,2103 3,9115 3,5344 3,1776 2,9227 2,8140 2,8396 2,9235 2,9532 2,8373 2,5503 2,1360 1,6777 1,2687 0,9898 0,8814 0,9320 1,0953 1,3120 1,5220 1,6729 1,7302 1,7041 1,6710 1,7360 1,9608 2,3298 2,7581 3,1183 3,2938 3,2339 2,9522 2,4967 1,9486 1,4227 1,0370 0,8634 0,8936 1,0387 1,1828 1,2646 1,3115 1,3953 1,5773 1,8797 2,2685 2,6581 2,9506 3,0772 3,0185 2,8058 2,5047 2,1851 1,8986 1,6745 1,5291 1,4756 1,5147 1,6169 1,7154 1,7233 1,5666 1,2256 0,7655 0,3158 -0,0017 -0,1384 -0,1315 -0,0777 -0,0807 -0,1883 -0,3682 -0,5600 -0,7338 -0,8833 -0,9938 -1,0458 -1,0402 -1,0149 -1,0358 -1,1578 -1,3902 -1,6943 -2,0010 -2,2362 -2,3531 -2,3457 -2,2302 -2,0280 -1,7641 -1,4736 -1,2078 -1,0172 -0,9177 -0,8853 -0,8824 -0,8892 -0,9100 -0,9522 -1,0125 -1,0773 -1,1190 -1,0926 -0,9480 -0,6555 -0,2240 0,2953 0,8167 1,2556 1,5748 1,7728 1,8492 1,8155 1,7049 1,5406 1,3161 1,0237 0,6842 0,3267 -0,0429 -0,4260 -0,7959 -1,0877 -1,2197 -1,1353 -0,8341 -0,3632 0,2054 0,7830 1,2768 1,6182 1,7848 1,7936 1,6734 1,4481 1,1382 0,7694 0,3747 -0,0120 -0,3692 -0,6880 -0,9501 -1,1176 -1,1499 -1,0232 -0,7456 -0,3667 0,0260 0,3257 0,4479 0,3826 0,2040 0,0204 -0,0910 -0,1175 -0,0991 -0,0919 -0,1398 -0,2615 -0,4356 -0,5996 -0,6897 -0,6892 -0,6357 -0,5886 -0,5912 -0,6512 -0,7427 -0,8235 -0,8530 -0,8000 -0,6449 -0,3857 -0,0510 0,3017 0,6179 0,8685 1,0375 1,1138 1,1040 1,0327 0,9295 0,8292 0,7810 0,8429 1,0495 1,3729 1,7178 1,9705 2,0661 2,0102 1,8465 1,6160 1,3499 1,0840 0,8651 0,7405 0,7218 0,7553 0,7409 0,5878 0,2665 -0,1698 -0,6130 -0,9531 -1,1234 -1,1244 -1,0114 -0,8520 -0,7026 -0,6120 -0,6182 -0,7341 -0,9391 -1,1761 -1,3637 -1,4425 -1,4345 -1,4428 -1,5642 -1,8086 -2,1148 -2,4205 -2,6972 -2,9381 -3,1305 -3,2499 -3,2776 -3,2206 -3,1256 -3,0709 -3,1201 -3,2808 -3,5090 -3,7447 -3,9513 -4,1389 -4,3482 -4,6073 -4,9036 -5,1913 -5,4169 -5,5403 -5,5370 -5,3845 -5,0632 -4,5910 -4,0389 -3,4810 -2,9365 -2,3797 -1,7867 -1,1644 -0,5546 -0,0057 0,4651 0,8743 1,2328 1,5116 1,6611 1,6761 1,6261 1,6117 1,7077 1,9396 2,2845 2,6889 3,1033 3,5091 3,9158 4,3342 4,7453 5,1112 5,4202 5,6933 5,9361 6,1167 6,1978 6,1766 6,0920 5,9962 5,9132 5,8308 5,7258 5,5769 5,3593 5,0554 4,6687 4,2193 3,7331 3,2345 2,7379 2,2486 1,7742 1,3354 0,9684 0,7078 0,5530 0,4482 0,3095 0,0838 -0,2238 -0,5750 -0,9281 -1,2423 -1,4687 -1,5634 -1,5284 -1,4359 -1,3967 -1,4891 -1,7071 -1,9755 -2,2151 -2,3866 -2,4831 -2,5051 -2,4516 -2,3258 -2,1476 -1,9547 -1,7861 -1,6737 -1,6404 -1,6886 -1,8001 -1,9573 -2,1645 -2,4453 -2,8202 -3,2865 -3,8055 -4,3076 -4,7313 -5,0473 -5,2285 -5,2319 -5,0321 -4,6493 -4,1399 -3,5724 -3,0183 -2,5519
F7    -0,0464 -0,2977 -0,4332 -0,4066 -0,2385 -0,0123 0,1802 0,2947 0,3347 0,3207 0,2749 0,2224 0,1892 0,1938 0,2403 0,3090 0,3567 0,3375 0,2399 0,1118 0,0429 0,1043 0,2972 0,5632 0,8440 1,1207 1,3882 1,6100 1,7184 1,6528 1,4062 1,0441 0,6697 0,3627 0,1465 0,0073 -0,0723 -0,1140 -0,1717 -0,3234 -0,6171 -1,0319 -1,4821 -1,8455 -2,0198 -1,9753 -1,7585 -1,4656 -1,2087 -1,0634 -1,0251 -1,0240 -0,9848 -0,8776 -0,7256 -0,5834 -0,4957 -0,4561 -0,4097 -0,3005 -0,1041 0,1630 0,4467 0,6764 0,7973 0,7870 0,6511 0,4193 0,1380 -0,1449 -0,3730 -0,4673 -0,3612 -0,0660 0,2980 0,5436 0,5184 0,1883 -0,3619 -0,9896 -1,5449 -1,8818 -1,8847 -1,5352 -0,9353 -0,2439 0,4018 0,9086 1,2136 1,2831 1,1324 0,8361 0,5054 0,2459 0,1127 0,0835 0,0782 0,0082 -0,1773 -0,4609 -0,7607 -0,9724 -1,0256 -0,9166 -0,7129 -0,5383 -0,5284 -0,7523 -1,1637 -1,6455 -2,1025 -2,5027 -2,8398 -3,0768 -3,1470 -3,0185 -2,7438 -2,4409 -2,2391 -2,2249 -2,4061 -2,7164 -3,0530 -3,3203 -3,4739 -3,5371 -3,5606 -3,5762 -3,5955 -3,6098 -3,5675 -3,3898 -3,0407 -2,5681 -2,0728 -1,6416 -1,3035 -1,0248 -0,7395 -0,3860 0,0813 0,6907 1,4285 2,2326 3,0274 3,7408 4,3031 4,6807 4,8936 4,9881 5,0267 5,0927 5,2591 5,5414 5,8876 6,2077 6,4186 6,4819 6,4239 6,3273 6,2889 6,3666 6,5561 6,8058 7,0475 7,2233 7,3016 7,2893 7,2381 7,2162 7,2690 7,4163 7,6676 8,0143 8,4096 8,7598 8,9419 8,8677 8,5432 8,0574 7,5226 7,0344 6,6609 6,4452 6,3988 6,4923 6,6716 6,8820 7,0723 7,1938 7,2153 7,1372 6,9731 6,7248 6,3957 6,0115 5,5965 5,1466 4,6646 4,2144 3,8974 3,7657 3,7740 3,8195 3,8211 3,7514 3,6185 3,4635 3,3603 3,3758 3,5357 3,8269 4,2179 4,6692 5,1290 5,5331 5,8277 5,9953 6,0455 5,9836 5,8148 5,5726 5,3139 5,0866 4,9062 4,7489 4,5749 4,3675 4,1457 3,9428 3,7912 3,7276 3,7948 4,0322 4,4566 5,0349 5,6730 6,2557 6,7110 7,0242 7,2010 7,2479 7,1806 7,0306 6,8330 6,6082 6,3505 6,0333 5,6452 5,2325 4,8863 4,6747 4,6022 4,6330 4,7180 4,7839 4,7416 4,5401 4,2044 3,8145 3,4634 3,2257 3,1397 3,1928 3,3151 3,4006 3,3588 3,1636 2,8654 2,5602 2,3456 2,2866 2,3887 2,5975 2,8315 3,0289 3,1719 3,2697 3,3289 3,3606 3,4099 3,5426 3,7890 4,1209 4,4722 4,7623 4,9217 4,9108 4,7044 4,2853 3,6757 2,9623 2,2809 1,7782 1,5596 1,6375 1,9313 2,3260 2,7217 3,0427 3,2447 3,3234 3,2950 3,1688 2,9501 2,6651 2,3712 2,1426 2,0338 2,0538 2,1791 2,3792 2,6331 2,9298 3,2531 3,5590 3,7728 3,8087 3,6022 3,1500 2,5358 1,9046 1,3939 1,0746 0,9414 0,9425 1,0231 1,1626 1,3707 1,6411 1,9214 2,1434 2,2685 2,2946 2,2348 2,0916 1,8406 1,4479 0,9124 0,2983 -0,2773 -0,7002 -0,9136 -0,9265 -0,7862 -0,5542 -0,2893 -0,0391 0,1571 0,2760 0,3171 0,2973 0,2449 0,1811 0,1034 0,0002 -0,1277 -0,2716 -0,4190 -0,5371 -0,5674 -0,4591 -0,2055 0,1518 0,5392 0,8844 1,1579 1,3666 1,5145 1,5966 1,6104 1,5462 1,3845 1,1203 0,7830 0,4164 0,0499 -0,2984 -0,5986 -0,8005 -0,8487 -0,7046 -0,3608 0,1561 0,7782 1,3995 1,9065 2,2205 2,3265 2,2657 2,0955 1,8629 1,6099 1,3798 1,2070 1,0977 1,0191 0,9154 0,7557 0,5592 0,3736 0,2464 0,2096 0,2697 0,3978 0,5322 0,6097 0,6063 0,5442 0,4609 0,3783 0,3012 0,2335 0,1829 0,1489 0,1148 0,0692 0,0373 0,0609 0,1358 0,1951 0,1708 0,0541 -0,1045 -0,2343 -0,2780 -0,2020 0,0066 0,3342 0,7290 1,1129 1,4165 1,6106 1,7117 1,7521 1,7452 1,6812 1,5448 1,3341 1,0766 0,8426 0,7341 0,8258 1,0969 1,4304 1,6894 1,7916 1,7299 1,5458 1,2961 1,0449 0,8667 0,8256 0,9426 1,1743 1,4205 1,5670 1,5308 1,2897 0,8948 0,4515 0,0709 -0,1795 -0,2968 -0,3107 -0,2389 -0,0930 0,0869 0,2405 0,3268 0,3437 0,3227 0,3137 0,3577 0,4508 0,5360 0,5466 0,4539 0,2650 -0,0031 -0,3293 -0,6839 -1,0282 -1,3185 -1,5212 -1,6285 -1,6690 -1,6991 -1,7671 -1,8859 -2,0356 -2,1865 -2,3300 -2,4909 -2,7052 -2,9903 -3,3302 -3,6815 -3,9966 -4,2457 -4,4099 -4,4519 -4,3213 -4,0111 -3,5874 -3,1372 -2,6926 -2,2204 -1,6667 -1,0078 -0,2743 0,4772 1,2136 1,9248 2,5833 3,1306 3,5145 3,7471 3,9222 4,1569 4,5149 4,9766 5,4633 5,8837 6,1821 6,3592 6,4550 6,5130 6,5544 6,5886 6,6449 6,7667 6,9663 7,2031 7,4103 7,5409 7,5999 7,6330 7,6781 7,7308 7,7494 7,6833 7,5011 7,2115 6,8562 6,4734 6,0701 5,6255 5,1147 4,5417 3,9600 3,4553 3,1055 2,9478 2,9578 3,0486 3,1073 3,0555 2,8800 2,6155 2,3149 2,0404 1,8643 1,8459 1,9840 2,1946 2,3479 2,3461 2,1800 1,9149 1,6341 1,3968 1,2306 1,1453 1,1490 1,2476 1,4357 1,6957 1,9908 2,2510 2,3919 2,3713 2,2121 1,9657 1,6653 1,3100 0,8812 0,3745 -0,1696 -0,6706 -1,0609 -1,3203 -1,4537 -1,4684 -1,3703 -1,1646 -0,8671 -0,5188 -0,1845 0,0703
