Fp1   -0,8741 -0,6370 -0,4467 -0,2955 -0,1786 -0,1056 -0,0765 -0,0491 0,0504 0,2759 0,6187 1,0129 1,3806 1,6711 1,8602 1,9328 1,8829 1,7232 1,4888 1,2396 1,0477 0,9595 0,9605 0,9870 0,9704 0,8651 0,6577 0,3689 0,0413 -0,2792 -0,5562 -0,7753 -0,9475 -1,0980 -1,2489 -1,4046 -1,5509 -1,6711 -1,7504 -1,7685 -1,7015 -1,5366 -1,2776 -0,9475 -0,5939 -0,2820 -0,0620 0,0526 0,0695 -0,0025 -0,1492 -0,3367 -0,5130 -0,6341 -0,6906 -0,6996 -0,6825 -0,6654 -0,6922 -0,8171 -1,0679 -1,4236 -1,8299 -2,2196 -2,5252 -2,6999 -2,7420 -2,6891 -2,5840 -2,4497 -2,2925 -2,1146 -1,9179 -1,7041 -1,4742 -1,2298 -0,9803 -0,7480 -0,5639 -0,4517 -0,4155 -0,4391 -0,4952 -0,5529 -0,5911 -0,6048 -0,6008 -0,5942 -0,6014 -0,6175 -0,6100 -0,5511 -0,4492 -0,3489 -0,3117 -0,3827 -0,5559 -0,7757 -0,9895 -1,1943 -1,4203 -1,6847 -1,9739 -2,2595 -2,5165 -2,7267 -2,8802 -2,9820 -3,0526 -3,1177 -3,2001 -3,3196 -3,4867 -3,7021 -3,9752 -4,3284 -4,7654 -5,2551 -5,7558 -6,2398 -6,6906 -7,0924 -7,4304 -7,6974 -7,9004 -8,0685 -8,2448 -8,4572 -8,6995 -8,9370 -9,1216 -9,1982 -9,1057 -8,7890 -8,2276 -7,4554 -6,5477 -5,5892 -4,6517 -3,7872 -3,0167 -2,3241 -1,6689 -1,0077 -0,3216 0,3567 0,9557 1,4104 1,6905 1,7979 1,7533 1,5913 1,3649 1,1370 0,9626 0,8763 0,8866 0,9709 1,0860 1,1794 1,1920 1,0732 0,8052 0,4091 -0,0688 -0,5728 -1,0386 -1,3915 -1,5615 -1,5193 -1,3049 -1,0182 -0,7666 -0,6153 -0,5737 -0,6131 -0,6961 -0,7955 -0,8923 -0,9731 -1,0375 -1,0977 -1,1668 -1,2539 -1,3587 -1,4667 -1,5540 -1,5995 -1,5952 -1,5513 -1,4958 -1,4663 -1,4893 -1,5582 -1,6403 -1,7088 -1,7596 -1,8007 -1,8404 -1,8889 -1,9635 -2,0750 -2,2093 -2,3293 -2,3971 -2,3939 -2,3263 -2,2194 -2,1052 -2,0169 -1,9825 -2,0162 -2,1131 -2,2516 -2,3988 -2,5247 -2,6198 -2,7007 -2,7996 -2,9442 -3,1345 -3,3305 -3,4668 -3,4875 -3,3728 -3,1354 -2,7994 -2,3895 -1,9380 -1,4917 -1,1044 -0,8181 -0,6483 -0,5916 -0,6439 -0,8046 -1,0673 -1,4105 -1,7897 -2,1305 -2,3389 -2,3402 -2,1270 -1,7675 -1,3643 -1,0035 -0,7372 -0,6002 -0,6190 -0,7935 -1,0763 -1,3829 -1,6219 -1,7195 -1,6392 -1,3976 -1,0556 -0,6880 -0,3569 -0,1004 0,0685 0,1513 0,1607 0,1307 0,1103 0,1281 0,1712 0,2023 0,1827 0,0838 -0,1013 -0,3506 -0,6194 -0,8515 -0,9893 -0,9914 -0,8535 -0,6177 -0,3624 -0,1810 -0,1509 -0,3003 -0,5934 -0,9513 -1,2888 -1,5500 -1,7284 -1,8552 -1,9650 -2,0680 -2,1512 -2,1987 -2,2005 -2,1464 -2,0289 -1,8556 -1,6513 -1,4487 -1,2754 -1,1412 -1,0324 -0,9235 -0,8023 -0,6796 -0,5764 -0,5174 -0,5342 -0,6552 -0,8902 -1,2171 -1,5708 -1,8535 -1,9834 -1,9485 -1,8101 -1,6609 -1,5868 -1,6450 -1,8435 -2,1272 -2,3946 -2,5450 -2,5280 -2,3604 -2,0977 -1,7837 -1,4263 -1,0097 -0,5124 0,0843 0,7790 1,5273 2,2393 2,8062 3,1383 3,1980 3,0142 2,6657 2,2500 1,8597 1,5683 1,4168 1,4035 1,4808 1,5663 1,5733 1,4469 1,1799 0,8046 0,3808 -0,0164 -0,3220 -0,5051 -0,5714 -0,5527 -0,4905 -0,4161 -0,3417 -0,2679 -0,1976 -0,1436 -0,1211 -0,1339 -0,1693 -0,2019 -0,2035 -0,1626 -0,1026 -0,0785 -0,1460 -0,3231 -0,5710 -0,8125 -0,9727 -1,0122 -0,9319 -0,7562 -0,5094 -0,2042 0,1565 0,5642 0,9886 1,3821 1,7043 1,9363 2,0746 2,1255 2,1100 2,0572 1,9843 1,8880 1,7645 1,6297 1,5108 1,4175 1,3279 1,2006 1,0060 0,7602 0,5290 0,4005 0,4454 0,6807 1,0467 1,4208 1,6752 1,7463 1,6642 1,5148 1,3699 1,2481 1,1322 1,0065 0,8711 0,7277 0,5739 0,4243 0,3175 0,2829 0,3111 0,3650 0,4064 0,4049 0,3370 0,1949 -0,0079 -0,2514 -0,5213 -0,7936 -1,0185 -1,1398 -1,1333 -1,0201 -0,8462 -0,6582 -0,4943 -0,3802 -0,3211 -0,3038 -0,3125 -0,3388 -0,3805 -0,4341 -0,4920 -0,5525 -0,6410 -0,8073 -1,0910 -1,4941 -1,9821 -2,4977 -2,9764 -3,3651 -3,6298 -3,7555 -3,7514 -3,6464 -3,4676 -3,2303 -2,9523 -2,6600 -2,3747 -2,1001 -1,8300 -1,5631 -1,3033 -1,0506 -0,7901 -0,4961 -0,1619 0,1782 0,4686 0,6639 0,7435 0,7181 0,6287 0,5245 0,4305 0,3344 0,2102 0,0499 -0,1293 -0,3040 -0,4673 -0,6336 -0,8254 -1,0601 -1,3488 -1,6929 -2,0699 -2,4301 -2,7265 -2,9467 -3,1127 -3,2597 -3,4210 -3,6216 -3,8764 -4,1952 -4,5830 -5,0262 -5,4801 -5,8798 -6,1628 -6,2813 -6,2034 -5,9164 -5,4319 -4,7845 -4,0226 -3,2059 -2,4036 -1,6835 -1,0968 -0,6714 -0,4112 -0,2932 -0,2586 -0,2148 -0,0705 0,2258 0,6713 1,2123 1,7498 2,1600 2,3353 2,2313 1,8851 1,3886 0,8396 0,3171 -0,1219 -0,4539 -0,6946 -0,8733 -1,0135 -1,1474 -1,3260 -1,5888 -1,9313 -2,3072 -2,6569 -2,9444 -3,1824 -3,4169 -3,6881 -4,0123 -4,3850 -4,7764 -5,1242 -5,3469 -5,3747 -5,1757 -4,7691 -4,2215 -3,6332 -3,1113 -2,7342 -2,5242 -2,4480 -2,4399 -2,4413 -2,4395 -2,4748 -2,6030 -2,8419 -3,1446 -3,4184 -3,5768 -3,5860 -3,4745 -3,3003 -3,1144 -2,9509 -2,8350 -2,7871 -2,8080 -2,8623 -2,8895 -2,8454 -2,7290 -2,5722 -2,4190 -2,3093 -2,2546 -2,2155 -2,1196 -1,9135 -1,5991 -1,2254 -0,8531 -0,5261 -0,2639 -0,0729 0,0439 0,0901 0,0808 0,0347 -0,0426 -0,1694
Fz    -0,5103 -0,3476 -0,1999 -0,0824 -0,0140 -0,0122 -0,0804 -0,1935 -0,2970 -0,3325 -0,2742 -0,1456 -0,0029 0,0936 0,1028 0,0196 -0,1245 -0,2743 -0,3674 -0,3481 -0,1828 0,1209 0,5094 0,9039 1,2309 1,4406 1,5191 1,4902 1,3956 1,2702 1,1307 0,9760 0,7948 0,5755 0,3122 0,0114 -0,3035 -0,5942 -0,8214 -0,9584 -1,0000 -0,9648 -0,8840 -0,7826 -0,6778 -0,5907 -0,5464 -0,5625 -0,6429 -0,7786 -0,9450 -1,1035 -1,2168 -1,2705 -1,2792 -1,2726 -1,2794 -1,3213 -1,4125 -1,5614 -1,7651 -2,0034 -2,2480 -2,4767 -2,6763 -2,8433 -2,9856 -3,1133 -3,2238 -3,3009 -3,3228 -3,2672 -3,1166 -2,8664 -2,5323 -2,1537 -1,7871 -1,4909 -1,3049 -1,2374 -1,2612 -1,3263 -1,3830 -1,4021 -1,3786 -1,3194 -1,2303 -1,1169 -0,9888 -0,8491 -0,6803 -0,4527 -0,1548 0,1865 0,5128 0,7642 0,9093 0,9507 0,8988 0,7491 0,4940 0,1447 -0,2694 -0,7148 -1,1568 -1,5571 -1,8782 -2,0978 -2,2267 -2,3116 -2,4105 -2,5640 -2,7848 -3,0721 -3,4403 -3,9301 -4,5792 -5,3858 -6,3021 -7,2554 -8,1692 -8,9813 -9,6583 -10,1981 -10,6247 -10,9822 -11,3224 -11,6830 -12,0684 -12,4415 -12,7309 -12,8470 -12,7067 -12,2602 -11,5166 -10,5514 -9,4785 -8,4015 -7,3860 -6,4603 -5,6195 -4,8282 -4,0353 -3,2051 -2,3476 -1,5150 -0,7646 -0,1328 0,3620 0,7117 0,9210 1,0065 0,9943 0,9163 0,8080 0,7068 0,6509 0,6606 0,7117 0,7384 0,6682 0,4589 0,1121 -0,3363 -0,8341 -1,3251 -1,7519 -2,0600 -2,2081 -2,1830 -2,0072 -1,7302 -1,4083 -1,0941 -0,8310 -0,6476 -0,5600 -0,5803 -0,7153 -0,9601 -1,2978 -1,7007 -2,1326 -2,5499 -2,9046 -3,1582 -3,2976 -3,3366 -3,3035 -3,2293 -3,1430 -3,0778 -3,0674 -3,1260 -3,2407 -3,3873 -3,5498 -3,7227 -3,9027 -4,0829 -4,2530 -4,3981 -4,5026 -4,5587 -4,5700 -4,5448 -4,4940 -4,4336 -4,3843 -4,3650 -4,3860 -4,4496 -4,5539 -4,6946 -4,8641 -5,0503 -5,2409 -5,4272 -5,6038 -5,7616 -5,8806 -5,9296 -5,8757 -5,7050 -5,4388 -5,1229 -4,7974 -4,4783 -4,1650 -3,8596 -3,5807 -3,3558 -3,1995 -3,1040 -3,0503 -3,0244 -3,0244 -3,0632 -3,1572 -3,3039 -3,4665 -3,5892 -3,6328 -3,5882 -3,4628 -3,2684 -3,0233 -2,7608 -2,5290 -2,3681 -2,2805 -2,2310 -2,1776 -2,0969 -1,9910 -1,8840 -1,8059 -1,7684 -1,7598 -1,7588 -1,7441 -1,6967 -1,6086 -1,4896 -1,3676 -1,2828 -1,2786 -1,3852 -1,6102 -1,9374 -2,3292 -2,7330 -3,0920 -3,3602 -3,5169 -3,5700 -3,5466 -3,4866 -3,4437 -3,4816 -3,6554 -3,9826 -4,4348 -4,9563 -5,4851 -5,9711 -6,3894 -6,7358 -7,0083 -7,1948 -7,2770 -7,2437 -7,0978 -6,8571 -6,5578 -6,2569 -6,0170 -5,8782 -5,8396 -5,8643 -5,9005 -5,9050 -5,8590 -5,7675 -5,6474 -5,5174 -5,3971 -5,3072 -5,2678 -5,2902 -5,3652 -5,4640 -5,5651 -5,6713 -5,7926 -5,9200 -6,0227 -6,0627 -6,0059 -5,8280 -5,5243 -5,1154 -4,6412 -4,1469 -3,6686 -3,2172 -2,7731 -2,3008 -1,7758 -1,2005 -0,6033 -0,0290 0,4653 0,8171 0,9776 0,9360 0,7267 0,4131 0,0646 -0,2589 -0,5147 -0,6821 -0,7667 -0,7997 -0,8273 -0,8917 -1,0143 -1,1903 -1,3964 -1,6045 -1,7908 -1,9367 -2,0251 -2,0439 -1,9994 -1,9234 -1,8561 -1,8184 -1,8030 -1,7909 -1,7737 -1,7589 -1,7615 -1,7958 -1,8722 -1,9962 -2,1661 -2,3729 -2,6047 -2,8505 -3,0951 -3,3151 -3,4851 -3,5819 -3,5887 -3,5092 -3,3760 -3,2344 -3,1119 -3,0012 -2,8741 -2,7073 -2,4957 -2,2530 -2,0040 -1,7741 -1,5789 -1,4219 -1,2998 -1,2073 -1,1396 -1,0923 -1,0594 -1,0349 -1,0166 -1,0081 -1,0168 -1,0531 -1,1229 -1,2144 -1,2949 -1,3267 -1,2933 -1,2133 -1,1335 -1,1087 -1,1740 -1,3271 -1,5335 -1,7542 -1,9717 -2,1938 -2,4349 -2,6925 -2,9362 -3,1169 -3,1930 -3,1548 -3,0279 -2,8558 -2,6816 -2,5420 -2,4701 -2,4923 -2,6182 -2,8401 -3,1408 -3,4887 -3,8273 -4,0854 -4,2041 -4,1619 -3,9858 -3,7391 -3,4964 -3,3217 -3,2557 -3,3094 -3,4665 -3,6942 -3,9580 -4,2326 -4,5025 -4,7561 -4,9845 -5,1909 -5,3960 -5,6291 -5,9058 -6,2123 -6,5094 -6,7532 -6,9211 -7,0225 -7,0775 -7,0900 -7,0439 -6,9204 -6,7218 -6,4869 -6,2743 -6,1225 -6,0259 -5,9460 -5,8431 -5,7014 -5,5296 -5,3450 -5,1633 -4,9977 -4,8583 -4,7512 -4,6784 -4,6378 -4,6225 -4,6241 -4,6412 -4,6884 -4,7940 -4,9825 -5,2552 -5,5827 -5,9177 -6,2177 -6,4615 -6,6548 -6,8275 -7,0194 -7,2561 -7,5362 -7,8411 -8,1602 -8,5059 -8,9031 -9,3642 -9,8780 -10,4206 -10,9693 -11,5013 -11,9826 -12,3708 -12,6322 -12,7586 -12,7664 -12,6776 -12,5000 -12,2218 -11,8204 -11,2705 -10,5598 -9,7110 -8,7877 -7,8747 -7,0471 -6,3497 -5,7873 -5,3248 -4,9008 -4,4533 -3,9487 -3,3962 -2,8396 -2,3393 -1,9565 -1,7391 -1,7185 -1,9123 -2,3164 -2,8931 -3,5742 -4,2802 -4,9454 -5,5424 -6,0868 -6,6110 -7,1353 -7,6616 -8,1821 -8,6840 -9,1500 -9,5614 -9,9081 -10,1989 -10,4633 -10,7404 -11,0622 -11,4410 -11,8646 -12,2965 -12,6763 -12,9298 -12,9919 -12,8324 -12,4677 -11,9516 -11,3572 -10,7628 -10,2364 -9,8185 -9,5101 -9,2760 -9,0702 -8,8720 -8,6997 -8,5862 -8,5404 -8,5349 -8,5294 -8,5016 -8,4501 -8,3799 -8,2989 -8,2256 -8,1873 -8,2054 -8,2831 -8,4025 -8,5311 -8,6341 -8,6860 -8,6770 -8,6133 -8,5167 -8,4193 -8,3494 -8,3110 -8,2772 -8,2047 -8,0603 -7,8380 -7,5547 -7,2367 -6,9130 -6,6117 -6,3542 -6,1500 -5,9964 -5,8821 -5,7975 -5,7481
F3    -1,0108 -0,9330 -0,8452 -0,7518 -0,6720 -0,6310 -0,6438 -0,6956 -0,7386 -0,7173 -0,6077 -0,4347 -0,2550 -0,1276 -0,0894 -0,1361 -0,2211 -0,2765 -0,2397 -0,0697 0,2445 0,6738 1,1479 1,5815 1,9066 2,0855 2,1148 2,0256 1,8627 1,6613 1,4394 1,2003 0,9376 0,6414 0,3049 -0,0643 -0,4360 -0,7632 -1,0007 -1,1207 -1,1231 -1,0361 -0,9020 -0,7538 -0,6079 -0,4785 -0,3832 -0,3349 -0,3379 -0,3889 -0,4696 -0,5432 -0,5718 -0,5425 -0,4763 -0,4118 -0,3833 -0,4111 -0,5016 -0,6501 -0,8382 -1,0314 -1,1942 -1,3090 -1,3763 -1,4097 -1,4334 -1,4682 -1,5146 -1,5533 -1,5575 -1,5044 -1,3787 -1,1737 -0,8976 -0,5813 -0,2752 -0,0334 0,1063 0,1362 0,0842 0,0034 -0,0535 -0,0577 -0,0095 0,0774 0,1916 0,3232 0,4581 0,5857 0,7152 0,8720 1,0700 1,2884 1,4773 1,5860 1,5952 1,5230 1,3921 1,1996 0,9292 0,5819 0,1820 -0,2381 -0,6436 -0,9958 -1,2583 -1,4123 -1,4756 -1,5024 -1,5551 -1,6721 -1,8577 -2,1034 -2,4224 -2,8608 -3,4650 -4,2407 -5,1465 -6,1138 -7,0649 -7,9249 -8,6402 -9,1933 -9,6081 -9,9413 -10,2585 -10,6057 -10,9886 -11,3650 -11,6496 -11,7367 -11,5339 -10,9977 -10,1598 -9,1237 -8,0215 -6,9573 -5,9821 -5,1037 -4,3007 -3,5272 -2,7292 -1,8794 -1,0026 -0,1640 0,5716 1,1632 1,5908 1,8535 1,9690 1,9644 1,8682 1,7135 1,5419 1,4010 1,3368 1,3731 1,4830 1,5885 1,6004 1,4647 1,1811 0,7890 0,3431 -0,1027 -0,4938 -0,7724 -0,8891 -0,8261 -0,6116 -0,3054 0,0295 0,3405 0,5842 0,7313 0,7683 0,6944 0,5190 0,2602 -0,0589 -0,4124 -0,7739 -1,1169 -1,4120 -1,6280 -1,7433 -1,7555 -1,6831 -1,5587 -1,4219 -1,3175 -1,2862 -1,3420 -1,4664 -1,6301 -1,8140 -2,0103 -2,2123 -2,4102 -2,5920 -2,7414 -2,8423 -2,8936 -2,9147 -2,9317 -2,9633 -3,0174 -3,0956 -3,1935 -3,3009 -3,4080 -3,5134 -3,6230 -3,7453 -3,8849 -4,0403 -4,2072 -4,3829 -4,5642 -4,7368 -4,8665 -4,9088 -4,8379 -4,6686 -4,4452 -4,2078 -3,9733 -3,7410 -3,5109 -3,2977 -3,1271 -3,0138 -2,9498 -2,9162 -2,9022 -2,9130 -2,9635 -3,0618 -3,1905 -3,3034 -3,3497 -3,3065 -3,1827 -2,9988 -2,7728 -2,5260 -2,2963 -2,1360 -2,0817 -2,1233 -2,2079 -2,2749 -2,2850 -2,2300 -2,1325 -2,0287 -1,9409 -1,8700 -1,8070 -1,7400 -1,6574 -1,5548 -1,4401 -1,3374 -1,2901 -1,3503 -1,5554 -1,9125 -2,3968 -2,9554 -3,5168 -4,0078 -4,3709 -4,5770 -4,6264 -4,5413 -4,3615 -4,1467 -3,9735 -3,9133 -3,9990 -4,2117 -4,4972 -4,7918 -5,0444 -5,2333 -5,3620 -5,4360 -5,4473 -5,3817 -5,2349 -5,0182 -4,7534 -4,4725 -4,2203 -4,0441 -3,9722 -3,9976 -4,0802 -4,1662 -4,2121 -4,2023 -4,1492 -4,0791 -4,0166 -3,9817 -3,9914 -4,0580 -4,1833 -4,3495 -4,5220 -4,6737 -4,8022 -4,9162 -5,0121 -5,0729 -5,0812 -5,0222 -4,8793 -4,6430 -4,3247 -3,9536 -3,5636 -3,1787 -2,8011 -2,4106 -1,9779 -1,4827 -0,9263 -0,3365 0,2390 0,7439 1,1222 1,3311 1,3610 1,2421 1,0272 0,7723 0,5298 0,3419 0,2285 0,1781 0,1540 0,1141 0,0294 -0,1054 -0,2764 -0,4606 -0,6365 -0,7874 -0,8978 -0,9483 -0,9229 -0,8255 -0,6864 -0,5476 -0,4361 -0,3524 -0,2824 -0,2176 -0,1594 -0,1127 -0,0856 -0,0906 -0,1407 -0,2407 -0,3854 -0,5654 -0,7740 -1,0038 -1,2373 -1,4470 -1,6013 -1,6759 -1,6734 -1,6304 -1,5951 -1,5917 -1,6041 -1,5940 -1,5310 -1,4093 -1,2470 -1,0764 -0,9269 -0,8124 -0,7320 -0,6807 -0,6559 -0,6567 -0,6821 -0,7281 -0,7884 -0,8586 -0,9378 -1,0263 -1,1268 -1,2397 -1,3495 -1,4210 -1,4171 -1,3249 -1,1682 -0,9999 -0,8828 -0,8610 -0,9365 -1,0736 -1,2331 -1,4017 -1,5914 -1,8166 -2,0701 -2,3124 -2,4839 -2,5363 -2,4622 -2,2961 -2,0931 -1,9054 -1,7721 -1,7199 -1,7641 -1,9016 -2,1122 -2,3693 -2,6364 -2,8564 -2,9650 -2,9206 -2,7275 -2,4393 -2,1390 -1,9050 -1,7888 -1,8124 -1,9681 -2,2217 -2,5282 -2,8508 -3,1654 -3,4528 -3,6927 -3,8681 -3,9778 -4,0458 -4,1138 -4,2158 -4,3569 -4,5123 -4,6457 -4,7339 -4,7802 -4,8010 -4,8022 -4,7702 -4,6845 -4,5409 -4,3709 -4,2282 -4,1509 -4,1362 -4,1485 -4,1490 -4,1190 -4,0591 -3,9746 -3,8690 -3,7471 -3,6191 -3,4993 -3,3994 -3,3223 -3,2621 -3,2097 -3,1630 -3,1419 -3,1862 -3,3326 -3,5863 -3,9122 -4,2551 -4,5682 -4,8281 -5,0358 -5,2137 -5,3918 -5,5913 -5,8156 -6,0592 -6,3251 -6,6332 -7,0102 -7,4671 -7,9908 -8,5523 -9,1177 -9,6516 -10,1162 -10,4776 -10,7174 -10,8396 -10,8619 -10,7966 -10,6394 -10,3758 -9,9900 -9,4645 -8,7881 -7,9767 -7,0839 -6,1887 -5,3690 -4,6784 -4,1286 -3,6895 -3,3025 -2,9037 -2,4511 -1,9413 -1,4073 -0,9032 -0,4919 -0,2320 -0,1698 -0,3372 -0,7399 -1,3413 -2,0669 -2,8264 -3,5407 -4,1672 -4,7060 -5,1784 -5,6035 -5,9965 -6,3728 -6,7445 -7,1137 -7,4718 -7,8085 -8,1234 -8,4307 -8,7537 -9,1084 -9,4913 -9,8803 -10,2402 -10,5234 -10,6761 -10,6556 -10,4508 -10,0909 -9,6345 -9,1527 -8,7165 -8,3818 -8,1711 -8,0627 -8,0027 -7,9405 -7,8629 -7,7964 -7,7770 -7,8166 -7,8913 -7,9615 -8,0004 -8,0003 -7,9611 -7,8857 -7,7889 -7,6987 -7,6440 -7,6384 -7,6734 -7,7231 -7,7606 -7,7730 -7,7645 -7,7491 -7,7449 -7,7692 -7,8303 -7,9165 -7,9947 -8,0214 -7,9644 -7,8169 -7,5949 -7,3244 -7,0352 -6,7576 -6,5145 -6,3148 -6,1559 -6,0280 -5,9219 -5,8409
F7    -2,2757 -2,2573 -2,2154 -2,1012 -1,8932 -1,6204 -1,3396 -1,0877 -0,8605 -0,6276 -0,3650 -0,0817 0,1827 0,3825 0,4862 0,4850 0,3960 0,2623 0,1431 0,0940 0,1430 0,2821 0,4811 0,7138 0,9644 1,2087 1,4079 1,5261 1,5506 1,5003 1,4096 1,2923 1,1274 0,8825 0,5452 0,1405 -0,2732 -0,6301 -0,8775 -0,9753 -0,9014 -0,6701 -0,3394 0,0107 0,3127 0,5320 0,6674 0,7399 0,7692 0,7530 0,6789 0,5622 0,4620 0,4452 0,5310 0,6811 0,8415 0,9727 1,0355 0,9777 0,7661 0,4236 0,0231 -0,3514 -0,6370 -0,8065 -0,8683 -0,8480 -0,7577 -0,5818 -0,3032 0,0593 0,4584 0,8609 1,2631 1,6618 2,0278 2,3178 2,5042 2,5934 2,6175 2,6048 2,5622 2,4885 2,3907 2,2828 2,1776 2,0792 1,9827 1,8895 1,8215 1,8123 1,8826 2,0230 2,1996 2,3807 2,5633 2,7595 2,9492 3,0647 3,0404 2,8676 2,5955 2,2905 2,0126 1,8105 1,7096 1,6983 1,7333 1,7538 1,6913 1,4848 1,1069 0,5728 -0,0823 -0,8252 -1,6253 -2,4515 -3,2724 -4,0556 -4,7673 -5,3669 -5,8075 -6,0667 -6,1858 -6,2636 -6,4012 -6,6520 -7,0092 -7,4157 -7,7796 -7,9968 -7,9844 -7,7194 -7,2465 -6,6385 -5,9439 -5,1670 -4,2882 -3,3055 -2,2564 -1,1881 -0,1299 0,8882 1,8120 2,5763 3,1353 3,4765 3,6137 3,5710 3,3806 3,0952 2,7821 2,5019 2,3056 2,2487 2,3810 2,7064 3,1542 3,5994 3,9210 4,0547 4,0063 3,8249 3,5676 3,2795 2,9968 2,7599 2,6118 2,5798 2,6561 2,7978 2,9479 3,0646 3,1370 3,1760 3,1927 3,1875 3,1552 3,0949 3,0179 2,9444 2,8852 2,8255 2,7373 2,6150 2,4911 2,4083 2,3819 2,3842 2,3583 2,2558 2,0704 1,8375 1,6050 1,4038 1,2325 1,0693 0,9028 0,7484 0,6290 0,5493 0,4926 0,4391 0,3776 0,3015 0,2129 0,1298 0,0694 0,0272 -0,0176 -0,0849 -0,1877 -0,3399 -0,5619 -0,8686 -1,2460 -1,6452 -2,0044 -2,2771 -2,4401 -2,4812 -2,3956 -2,1930 -1,9023 -1,5643 -1,2226 -0,9172 -0,6730 -0,4819 -0,3086 -0,1275 0,0496 0,1803 0,2173 0,1296 -0,0854 -0,3921 -0,7164 -0,9693 -1,0841 -1,0356 -0,8327 -0,5094 -0,1226 0,2697 0,6316 0,9372 1,1535 1,2569 1,2538 1,1730 1,0484 0,9149 0,8111 0,7725 0,8228 0,9618 1,1613 1,3845 1,6058 1,8033 1,9526 2,0492 2,1189 2,1835 2,2278 2,2064 2,0770 1,8272 1,4812 1,0865 0,6977 0,3649 0,1238 -0,0114 -0,0471 -0,0107 0,0440 0,0415 -0,0896 -0,3782 -0,7867 -1,2196 -1,5682 -1,7649 -1,8070 -1,7367 -1,6057 -1,4508 -1,2864 -1,1143 -0,9385 -0,7664 -0,6067 -0,4756 -0,4007 -0,4084 -0,4954 -0,6140 -0,6888 -0,6582 -0,5130 -0,3008 -0,0923 0,0504 0,0829 -0,0248 -0,2835 -0,6631 -1,0758 -1,4015 -1,5485 -1,4992 -1,3044 -1,0340 -0,7340 -0,4274 -0,1400 0,0944 0,2551 0,3506 0,4143 0,4836 0,5808 0,7132 0,8840 1,0967 1,3587 1,6847 2,0859 2,5578 3,0765 3,5899 4,0137 4,2597 4,2827 4,0987 3,7717 3,3905 3,0412 2,7799 2,6242 2,5628 2,5650 2,5876 2,5889 2,5412 2,4347 2,2754 2,0858 1,9073 1,7915 1,7779 1,8854 2,1230 2,4873 2,9346 3,3745 3,7059 3,8650 3,8550 3,7324 3,5576 3,3622 3,1647 2,9896 2,8535 2,7436 2,6242 2,4708 2,3005 2,1686 2,1284 2,1869 2,3040 2,4367 2,5761 2,7385 2,9385 3,1698 3,4046 3,6092 3,7615 3,8547 3,8860 3,8515 3,7553 3,6168 3,4674 3,3401 3,2636 3,2580 3,3236 3,4319 3,5340 3,5782 3,5295 3,3865 3,1865 2,9932 2,8720 2,8615 2,9499 3,0763 3,1635 3,1607 3,0669 2,9223 2,7702 2,6220 2,4595 2,2648 2,0473 1,8438 1,6988 1,6425 1,6814 1,7973 1,9575 2,1284 2,2784 2,3775 2,4088 2,3853 2,3470 2,3345 2,3715 2,4679 2,6254 2,8389 3,0912 3,3456 3,5481 3,6429 3,5881 3,3641 2,9827 2,4918 1,9626 1,4674 1,0642 0,7850 0,6288 0,5661 0,5462 0,5105 0,4189 0,2750 0,1223 0,0127 -0,0292 -0,0132 0,0376 0,1082 0,1966 0,3150 0,4794 0,6774 0,8537 0,9462 0,9362 0,8564 0,7569 0,6733 0,6248 0,6245 0,6798 0,7898 0,9391 1,0980 1,2303 1,3039 1,3026 1,2378 1,1497 1,0850 1,0630 1,0642 1,0553 1,0209 0,9675 0,9033 0,8229 0,7149 0,5780 0,4215 0,2471 0,0376 -0,2333 -0,5786 -0,9871 -1,4342 -1,9000 -2,3788 -2,8773 -3,4031 -3,9535 -4,5110 -5,0446 -5,5158 -5,8877 -6,1339 -6,2394 -6,1865 -5,9484 -5,5058 -4,8667 -4,0659 -3,1576 -2,2139 -1,3189 -0,5491 0,0482 0,4690 0,7547 0,9700 1,1722 1,3981 1,6711 2,0073 2,4110 2,8680 3,3388 3,7610 4,0734 4,2417 4,2642 4,1553 3,9294 3,6002 3,1894 2,7273 2,2458 1,7779 1,3525 0,9721 0,6047 0,2132 -0,2098 -0,6488 -1,0917 -1,5416 -2,0127 -2,5163 -3,0388 -3,5370 -3,9625 -4,2861 -4,4950 -4,5766 -4,5157 -4,3092 -3,9836 -3,5932 -3,1992 -2,8538 -2,5943 -2,4310 -2,3345 -2,2536 -2,1623 -2,0837 -2,0616 -2,1167 -2,2225 -2,3118 -2,3145 -2,2041 -2,0108 -1,7956 -1,6166 -1,5099 -1,4861 -1,5350 -1,6354 -1,7628 -1,8936 -2,0152 -2,1294 -2,2417 -2,3477 -2,4379 -2,5119 -2,5763 -2,6323 -2,6711 -2,6783 -2,6348 -2,5171 -2,3059 -2,0021 -1,6383 -1,2773 -0,9874 -0,8082 -0,7373 -0,7418 -0,7827 -0,8364
