Fp1   -4,2404 -3,4055 -2,4223 -1,4718 -0,6978 -0,1771 0,0728 0,0739 -0,1359 -0,5183 -1,0179 -1,5275 -1,8862 -1,9482 -1,6798 -1,1879 -0,6608 -0,2538 0,0171 0,2693 0,6239 1,0852 1,5373 1,8287 1,8680 1,6747 1,3489 0,9936 0,6587 0,3460 0,0593 -0,1560 -0,2282 -0,1115 0,1615 0,4836 0,7485 0,9230 1,0476 1,1828 1,3560 1,5457 1,6831 1,6646 1,4193 0,9731 0,4129 -0,1859 -0,7821 -1,3638 -1,9202 -2,3918 -2,6814 -2,7294 -2,5460 -2,1752 -1,6637 -1,0508 -0,3745 0,2975 0,8562 1,1963 1,2776 1,1598 0,9767 0,8496 0,8156 0,8187 0,7584 0,5683 0,2630 -0,0904 -0,4191 -0,6614 -0,7862 -0,8078 -0,7555 -0,6487 -0,5377 -0,5366 -0,7510 -1,1671 -1,6378 -1,9792 -2,0815 -1,9526 -1,6791 -1,3589 -1,0605 -0,8117 -0,5979 -0,3703 -0,0929 0,2043 0,4433 0,5618 0,5251 0,3003 -0,1245 -0,6967 -1,3136 -1,8835 -2,3564 -2,7153 -2,9658 -3,1219 -3,1781 -3,1063 -2,9047 -2,6448 -2,4524 -2,4506 -2,7249 -3,3086 -4,1613 -5,1616 -6,1500 -6,9866 -7,5777 -7,8811 -7,9080 -7,7176 -7,3992 -7,0358 -6,6598 -6,2369 -5,7061 -5,0403 -4,2650 -3,4363 -2,6271 -1,9206 -1,3927 -1,0763 -0,9253 -0,8300 -0,6837 -0,4192 -0,0106 0,4947 0,9492 1,1706 1,0603 0,6559 0,0808 -0,5241 -1,0265 -1,3198 -1,3525 -1,1290 -0,6849 -0,0793 0,5823 1,1328 1,3850 1,2188 0,6324 -0,2731 -1,3290 -2,3437 -3,1802 -3,8077 -4,2742 -4,6470 -4,9737 -5,2644 -5,4862 -5,5793 -5,5016 -5,2828 -5,0376 -4,8915 -4,8939 -5,0134 -5,1909 -5,3887 -5,6166 -5,9108 -6,2691 -6,6166 -6,8491 -6,8958 -6,7296 -6,3394 -5,7225 -4,9300 -4,1243 -3,5560 -3,4292 -3,7613 -4,3788 -5,0378 -5,5485 -5,8317 -5,9100 -5,8760 -5,8622 -5,9959 -6,3299 -6,7888 -7,1933 -7,3656 -7,2294 -6,8404 -6,3454 -5,9023 -5,6177 -5,5231 -5,5569 -5,5801 -5,4577 -5,1431 -4,6940 -4,2285 -3,8706 -3,7164 -3,8228 -4,1924 -4,7528 -5,3758 -5,9351 -6,3427 -6,5462 -6,5208 -6,2584 -5,7572 -5,0392 -4,1873 -3,3476 -2,6687 -2,2280 -2,0068 -1,9177 -1,8581 -1,7591 -1,6049 -1,4239 -1,2734 -1,2183 -1,3105 -1,5770 -2,0023 -2,5097 -2,9745 -3,2718 -3,3221 -3,1123 -2,6890 -2,1310 -1,5226 -0,9431 -0,4554 -0,0848 0,1745 0,3292 0,3797 0,3363 0,2275 0,0896 -0,0423 -0,1256 -0,1111 0,0282 0,2681 0,5267 0,6806 0,6246 0,3506 -0,0352 -0,3723 -0,5337 -0,4957 -0,3512 -0,2578 -0,3580 -0,7064 -1,2359 -1,7970 -2,2450 -2,5205 -2,6720 -2,7915 -2,9132 -2,9894 -2,9521 -2,7716 -2,4560 -2,0319 -1,5512 -1,0921 -0,7204 -0,4665 -0,3655 -0,4908 -0,9026 -1,5570 -2,2936 -2,9267 -3,3285 -3,4354 -3,2189 -2,6758 -1,8402 -0,7942 0,3442 1,4563 2,4554 3,3015 3,9877 4,5043 4,8175 4,8703 4,6083 4,0366 3,2602 2,4434 1,7264 1,1740 0,7755 0,4822 0,2623 0,1290 0,1277 0,3119 0,7230 1,3618 2,1635 3,0150 3,7859 4,3421 4,5811 4,4869 4,1355 3,6511 3,1645 2,7734 2,4991 2,2779 2,0101 1,6452 1,2273 0,8472 0,5570 0,3332 0,1081 -0,1712 -0,5035 -0,8358 -1,0948 -1,2186 -1,1838 -1,0103 -0,7274 -0,3522 0,0821 0,5020 0,8185 0,9841 1,0323 1,0550 1,1162 1,1873 1,1905 1,1033 0,9983 0,9804 1,0924 1,2846 1,4697 1,6075 1,7288 1,8921 2,1377 2,4712 2,8616 3,2636 3,6445 3,9723 4,1876 4,2153 4,0108 3,5909 3,0316 2,4507 1,9822 1,7445 1,7937 2,0853 2,4853 2,8301 2,9819 2,8658 2,4828 1,8892 1,1716 0,4309 -0,2470 -0,7984 -1,1473 -1,1981 -0,8812 -0,2021 0,7501 1,8397 2,9330 3,9169 4,7046 5,2585 5,5964 5,7593 5,7827 5,6948 5,5203 5,2777 4,9781 4,6427 4,3218 4,0848 3,9913 4,0540 4,2153 4,3794 4,4843 4,5368 4,5776 4,6348 4,7175 4,8333 4,9940 5,2064 5,4600 5,7055 5,8452 5,7780 5,4720 4,9748 4,3675 3,7471 3,2423 2,9927 3,0799 3,4673 3,9973 4,4562 4,6809 4,6394 4,4332 4,2280 4,1567 4,2444 4,4065 4,5218 4,5160 4,4027 4,2604 4,1783 4,2285 4,4493 4,8024 5,1634 5,4016 5,4646 5,3926 5,2860 5,2476 5,3074 5,3875 5,3635 5,1875 4,9407 4,7602 4,7436 4,9178 5,2465 5,6467 6,0164 6,2430 6,2014 5,7999 5,0547 4,0841 3,0240 1,9758 1,0208 0,2331 -0,3415 -0,7013 -0,8741 -0,8968 -0,8081 -0,6453 -0,4445 -0,2461 -0,0887 0,0122 0,0729 0,1252 0,1943 0,2831 0,3738 0,4524 0,5311 0,6444 0,8248 1,0945 1,4806 2,0166 2,7121 3,5173 4,3190 4,9814 5,4091 5,5934 5,6111 5,5688 5,5339 5,5093 5,4653 5,3736 5,2158 4,9857 4,6915 4,3540 4,0152 3,7486 3,6361 3,7012 3,8518 3,9116 3,7524 3,3952 2,9679 2,5842 2,2681 1,9608 1,5829 1,1066 0,5859 0,1188 -0,2291 -0,4793 -0,7253 -1,0630 -1,5274 -2,0867 -2,6774 -3,2373 -3,7063 -4,0174 -4,1160 -4,0028 -3,7392 -3,4117 -3,1129 -2,9487 -3,0124 -3,3319 -3,8622 -4,5117 -5,1577 -5,6737 -5,9794 -6,0554 -5,9040 -5,5158 -4,8885 -4,0631 -3,1312 -2,2124 -1,4124 -0,7863 -0,3414 -0,0777 -0,0201 -0,1914 -0,5775 -1,1394 -1,8323 -2,6013 -3,3815 -4,0955 -4,6398 -4,9066 -4,8375 -4,4419 -3,7856 -2,9928 -2,2320 -1,6649 -1,3987 -1,4722 -1,8583 -2,4636 -3,1391 -3,7300 -4,1586 -4,4695 -4,7728 -5,1131 -5,3861
Fz    -3,8831 -3,7895 -3,4675 -2,9399 -2,3015 -1,6843 -1,2040 -0,9256 -0,8532 -0,9359 -1,0838 -1,1944 -1,1837 -1,0186 -0,7255 -0,3636 0,0091 0,3567 0,6777 0,9963 1,3321 1,6731 1,9636 2,1176 2,0725 1,8427 1,5126 1,1739 0,8694 0,5962 0,3578 0,1935 0,1571 0,2747 0,5233 0,8373 1,1325 1,3363 1,4165 1,3890 1,2942 1,1652 1,0077 0,8054 0,5446 0,2328 -0,1061 -0,4418 -0,7479 -1,0117 -1,2289 -1,3951 -1,5089 -1,5795 -1,6248 -1,6587 -1,6761 -1,6478 -1,5318 -1,3083 -1,0141 -0,7288 -0,5198 -0,4043 -0,3589 -0,3468 -0,3346 -0,3048 -0,2616 -0,2166 -0,1662 -0,0889 0,0373 0,2139 0,4065 0,5528 0,5977 0,5235 0,3422 0,0738 -0,2569 -0,6118 -0,9410 -1,1968 -1,3512 -1,4039 -1,3697 -1,2580 -1,0722 -0,8342 -0,5918 -0,3808 -0,1841 0,0522 0,3571 0,6910 0,9532 1,0404 0,9130 0,6118 0,2118 -0,2307 -0,6901 -1,1528 -1,5992 -1,9919 -2,2760 -2,4094 -2,4047 -2,3310 -2,2772 -2,3192 -2,5106 -2,8831 -3,4407 -4,1459 -4,9150 -5,6337 -6,1931 -6,5303 -6,6498 -6,6058 -6,4594 -6,2447 -5,9572 -5,5649 -5,0458 -4,4233 -3,7619 -3,1350 -2,5941 -2,1465 -1,7559 -1,3700 -0,9454 -0,4599 0,0764 0,6215 1,1183 1,5192 1,8044 1,9859 2,0947 2,1614 2,2110 2,2707 2,3663 2,5085 2,6909 2,9016 3,1257 3,3372 3,4991 3,5713 3,5190 3,3279 3,0243 2,6664 2,3100 1,9821 1,6807 1,3927 1,1078 0,8163 0,5097 0,1901 -0,1181 -0,3725 -0,5288 -0,5581 -0,4548 -0,2316 0,0854 0,4477 0,7779 0,9935 1,0445 0,9243 0,6502 0,2511 -0,2246 -0,7053 -1,1068 -1,3481 -1,3675 -1,1448 -0,7319 -0,2564 0,1300 0,3246 0,3045 0,1023 -0,2309 -0,6442 -1,0913 -1,5367 -1,9596 -2,3481 -2,6954 -2,9955 -3,2292 -3,3533 -3,3193 -3,1251 -2,8444 -2,5893 -2,4548 -2,4912 -2,6955 -3,0143 -3,3604 -3,6402 -3,7875 -3,7926 -3,6997 -3,5783 -3,4963 -3,5013 -3,6044 -3,7751 -3,9513 -4,0556 -4,0203 -3,8133 -3,4463 -2,9691 -2,4602 -2,0069 -1,6699 -1,4544 -1,3100 -1,1595 -0,9413 -0,6374 -0,2713 0,1164 0,4840 0,7841 0,9668 1,0025 0,9054 0,7359 0,5779 0,5033 0,5535 0,7369 1,0256 1,3678 1,7254 2,0980 2,5027 2,9362 3,3609 3,7097 3,9035 3,8965 3,7189 3,4692 3,2495 3,1009 2,9986 2,8947 2,7603 2,6009 2,4469 2,3256 2,2388 2,1685 2,0996 2,0301 1,9614 1,8855 1,7793 1,6011 1,2973 0,8371 0,2527 -0,3630 -0,9025 -1,2951 -1,5294 -1,6349 -1,6465 -1,5860 -1,4678 -1,3108 -1,1436 -0,9959 -0,8788 -0,7753 -0,6588 -0,5236 -0,3966 -0,3161 -0,2981 -0,3132 -0,2997 -0,1985 0,0250 0,3764 0,8311 1,3438 1,8732 2,3978 2,9113 3,4016 3,8280 4,1269 4,2537 4,2172 4,0671 3,8553 3,6130 3,3619 3,1338 2,9632 2,8654 2,8304 2,8320 2,8492 2,8916 2,9938 3,1711 3,3922 3,5948 3,7166 3,7224 3,6138 3,4191 3,1756 2,9220 2,7001 2,5448 2,4681 2,4605 2,5070 2,5926 2,6937 2,7749 2,8074 2,7834 2,7090 2,5888 2,4210 2,2006 1,9264 1,6154 1,3104 1,0631 0,9106 0,8639 0,9000 0,9676 1,0208 1,0514 1,0837 1,1506 1,2800 1,4884 1,7771 2,1299 2,5096 2,8628 3,1429 3,3289 3,4274 3,4661 3,4829 3,5108 3,5650 3,6326 3,6776 3,6656 3,5888 3,4723 3,3645 3,3135 3,3346 3,3979 3,4488 3,4427 3,3646 3,2217 3,0255 2,7872 2,5317 2,3065 2,1620 2,1182 2,1445 2,1600 2,0683 1,8122 1,4079 0,9403 0,5237 0,2464 0,1440 0,2167 0,4487 0,8096 1,2589 1,7698 2,3511 3,0270 3,7847 4,5419 5,1767 5,5996 5,8068 5,8701 5,8719 5,8464 5,7815 5,6607 5,4871 5,2744 5,0408 4,8191 4,6555 4,5775 4,5673 4,5794 4,5821 4,5822 4,6103 4,6885 4,8163 4,9737 5,1297 5,2594 5,3570 5,4280 5,4762 5,5114 5,5497 5,5908 5,6111 5,5932 5,5519 5,5233 5,5286 5,5423 5,4990 5,3355 5,0324 4,6274 4,2000 3,8406 3,6171 3,5570 3,6510 3,8656 4,1566 4,4854 4,8313 5,1871 5,5322 5,8061 5,9159 5,7918 5,4542 5,0267 4,6689 4,4853 4,4839 4,6025 4,7687 4,9487 5,1561 5,4257 5,7766 6,1836 6,5748 6,8675 7,0028 6,9456 6,6765 6,2025 5,5690 4,8543 4,1499 3,5370 3,0631 2,7274 2,4875 2,2830 2,0573 1,7724 1,4171 1,0131 0,6127 0,2842 0,0908 0,0694 0,2113 0,4573 0,7237 0,9499 1,1244 1,2712 1,4212 1,5957 1,8091 2,0779 2,4237 2,8694 3,4325 4,1100 4,8580 5,5963 6,2496 6,7821 7,2002 7,5339 7,8139 8,0489 8,2145 8,2696 8,1859 7,9618 7,6226 7,2125 6,7777 6,3496 5,9444 5,5689 5,2168 4,8682 4,5107 4,1591 3,8485 3,6130 3,4664 3,3904 3,3419 3,2797 3,1780 3,0165 2,7713 2,4227 1,9690 1,4308 0,8445 0,2523 -0,3075 -0,8081 -1,2345 -1,5669 -1,7685 -1,7967 -1,6320 -1,3009 -0,8851 -0,5070 -0,2852 -0,2778 -0,4582 -0,7389 -1,0136 -1,1913 -1,2161 -1,0759 -0,7907 -0,3870 0,1137 0,6831 1,2785 1,8532 2,3688 2,7983 3,1222 3,3205 3,3694 3,2577 3,0064 2,6607 2,2660 1,8600 1,4755 1,1390 0,8691 0,6793 0,5763 0,5567 0,5964 0,6427 0,6328 0,5254 0,3138 0,0166 -0,3347 -0,6906 -0,9771 -1,1200 -1,0881 -0,9136 -0,6683 -0,4147 -0,1733
F3    -3,6985 -3,4097 -2,9691 -2,4313 -1,8691 -1,3548 -0,9489 -0,6970 -0,6208 -0,7012 -0,8697 -1,0235 -1,0650 -0,9453 -0,6828 -0,3440 -0,0065 0,2812 0,5290 0,7902 1,1041 1,4527 1,7626 1,9435 1,9432 1,7797 1,5234 1,2461 0,9792 0,7163 0,4550 0,2270 0,0851 0,0695 0,1771 0,3576 0,5444 0,6954 0,8060 0,8910 0,9604 1,0089 1,0145 0,9429 0,7665 0,4850 0,1226 -0,2829 -0,6874 -1,0525 -1,3494 -1,5502 -1,6330 -1,6033 -1,4993 -1,3682 -1,2373 -1,1015 -0,9299 -0,6967 -0,4145 -0,1300 0,1106 0,2881 0,4090 0,4869 0,5311 0,5410 0,5068 0,4228 0,3029 0,1789 0,0863 0,0482 0,0630 0,1071 0,1542 0,1871 0,1858 0,1202 -0,0281 -0,2402 -0,4606 -0,6288 -0,7145 -0,7302 -0,7064 -0,6569 -0,5728 -0,4458 -0,2867 -0,1111 0,0809 0,2945 0,5191 0,7200 0,8424 0,8347 0,6866 0,4402 0,1580 -0,1188 -0,3795 -0,6293 -0,8723 -1,0999 -1,2872 -1,4118 -1,4836 -1,5471 -1,6559 -1,8563 -2,1900 -2,6911 -3,3648 -4,1681 -5,0150 -5,7968 -6,4075 -6,7779 -6,9034 -6,8379 -6,6532 -6,3948 -6,0627 -5,6228 -5,0459 -4,3484 -3,5933 -2,8545 -2,1855 -1,6080 -1,1145 -0,6796 -0,2691 0,1501 0,5921 1,0444 1,4770 1,8529 2,1376 2,3151 2,4003 2,4309 2,4488 2,4923 2,5900 2,7517 2,9669 3,2172 3,4864 3,7532 3,9802 4,1101 4,0791 3,8507 3,4427 2,9205 2,3698 1,8681 1,4605 1,1528 0,9227 0,7324 0,5453 0,3465 0,1558 0,0186 -0,0182 0,0652 0,2479 0,4837 0,7320 0,9664 1,1640 1,2965 1,3333 1,2482 1,0321 0,7089 0,3365 -0,0113 -0,2672 -0,3837 -0,3351 -0,1255 0,1876 0,4892 0,6561 0,6252 0,4121 0,0750 -0,3216 -0,7238 -1,0939 -1,4190 -1,7152 -2,0136 -2,3367 -2,6798 -3,0045 -3,2482 -3,3516 -3,3032 -3,1567 -2,9986 -2,9080 -2,9361 -3,0881 -3,3143 -3,5341 -3,6752 -3,7034 -3,6330 -3,5141 -3,4055 -3,3538 -3,3852 -3,4970 -3,6564 -3,8111 -3,9024 -3,8774 -3,7052 -3,3864 -2,9521 -2,4592 -1,9793 -1,5736 -1,2671 -1,0411 -0,8496 -0,6469 -0,4084 -0,1383 0,1374 0,3827 0,5578 0,6307 0,5986 0,4933 0,3647 0,2616 0,2222 0,2773 0,4468 0,7216 1,0595 1,4128 1,7567 2,0854 2,3924 2,6623 2,8668 2,9647 2,9276 2,7719 2,5585 2,3566 2,2050 2,1083 2,0572 2,0390 2,0369 2,0342 2,0166 1,9691 1,8808 1,7590 1,6314 1,5272 1,4526 1,3819 1,2650 1,0475 0,7056 0,2722 -0,1747 -0,5566 -0,8364 -1,0293 -1,1702 -1,2706 -1,3110 -1,2702 -1,1502 -0,9744 -0,7719 -0,5668 -0,3723 -0,1926 -0,0313 0,0965 0,1636 0,1522 0,0797 -0,0044 -0,0505 -0,0271 0,0836 0,2900 0,5880 0,9618 1,3905 1,8534 2,3265 2,7741 3,1534 3,4346 3,6134 3,6996 3,6982 3,6029 3,4163 3,1719 2,9207 2,6986 2,5177 2,3785 2,2844 2,2484 2,2858 2,3959 2,5535 2,7221 2,8716 2,9898 3,0823 3,1540 3,1875 3,1516 3,0316 2,8441 2,6292 2,4389 2,3238 2,3110 2,3862 2,4956 2,5783 2,6005 2,5622 2,4774 2,3545 2,1882 1,9681 1,6987 1,4124 1,1594 0,9888 0,9322 0,9880 1,1226 1,2936 1,4681 1,6229 1,7460 1,8470 1,9562 2,1073 2,3122 2,5441 2,7516 2,8979 2,9840 3,0365 3,0831 3,1391 3,2108 3,3033 3,4177 3,5440 3,6637 3,7606 3,8294 3,8797 3,9294 3,9832 4,0198 4,0039 3,9128 3,7511 3,5418 3,3116 3,0840 2,8833 2,7348 2,6549 2,6381 2,6519 2,6378 2,5294 2,2838 1,9056 1,4516 1,0088 0,6522 0,4250 0,3551 0,4676 0,7722 1,2464 1,8436 2,5214 3,2530 4,0075 4,7262 5,3289 5,7466 5,9545 5,9798 5,8771 5,6964 5,4720 5,2311 4,9995 4,8001 4,6527 4,5763 4,5821 4,6560 4,7579 4,8482 4,9176 4,9868 5,0794 5,1988 5,3324 5,4634 5,5746 5,6492 5,6765 5,6537 5,5906 5,5104 5,4322 5,3515 5,2540 5,1508 5,0852 5,1004 5,1971 5,3173 5,3718 5,2954 5,0826 4,7817 4,4651 4,1992 4,0247 3,9504 3,9629 4,0400 4,1615 4,3172 4,5097 4,7517 5,0462 5,3551 5,5919 5,6708 5,5729 5,3656 5,1604 5,0486 5,0570 5,1461 5,2486 5,3234 5,3824 5,4748 5,6519 5,9300 6,2701 6,5920 6,8089 6,8475 6,6575 6,2286 5,6053 4,8762 4,1369 3,4628 2,9027 2,4754 2,1650 1,9304 1,7286 1,5344 1,3405 1,1497 0,9689 0,8082 0,6807 0,5994 0,5673 0,5696 0,5836 0,6032 0,6511 0,7627 0,9605 1,2441 1,5993 2,0125 2,4821 3,0192 3,6375 4,3300 5,0478 5,7122 6,2573 6,6641 6,9611 7,1967 7,4080 7,6014 7,7538 7,8312 7,8085 7,6793 7,4561 7,1671 6,8469 6,5265 6,2294 5,9673 5,7233 5,4532 5,1233 4,7443 4,3639 4,0346 3,7858 3,6062 3,4515 3,2767 3,0621 2,8101 2,5246 2,1974 1,8159 1,3782 0,8983 0,4016 -0,0807 -0,5186 -0,8882 -1,1697 -1,3424 -1,3900 -1,3103 -1,1211 -0,8658 -0,6165 -0,4559 -0,4367 -0,5570 -0,7692 -1,0025 -1,1854 -1,2624 -1,2028 -0,9931 -0,6264 -0,1095 0,5175 1,1809 1,7994 2,3145 2,7009 2,9559 3,0811 3,0725 2,9312 2,6792 2,3519 1,9814 1,5915 1,1997 0,8201 0,4742 0,1943 0,0107 -0,0593 -0,0216 0,0811 0,1799 0,2134 0,1511 -0,0102 -0,2595 -0,5683 -0,8790 -1,1181 -1,2362 -1,2399 -1,1759 -1,0783 -0,9340
F7    -2,9022 -2,7792 -2,5361 -2,1847 -1,7654 -1,3400 -0,9811 -0,7529 -0,6805 -0,7310 -0,8274 -0,8819 -0,8236 -0,6236 -0,3119 0,0394 0,3550 0,5933 0,7680 0,9295 1,1177 1,3292 1,5208 1,6360 1,6415 1,5513 1,4135 1,2697 1,1252 0,9591 0,7599 0,5471 0,3601 0,2389 0,2077 0,2596 0,3530 0,4345 0,4725 0,4675 0,4372 0,3995 0,3604 0,3065 0,2135 0,0642 -0,1410 -0,3839 -0,6329 -0,8518 -1,0066 -1,0731 -1,0470 -0,9441 -0,7962 -0,6451 -0,5277 -0,4545 -0,4011 -0,3303 -0,2265 -0,1036 0,0171 0,1287 0,2425 0,3759 0,5350 0,7024 0,8426 0,9263 0,9520 0,9435 0,9356 0,9561 1,0058 1,0558 1,0707 1,0309 0,9273 0,7481 0,4860 0,1563 -0,1938 -0,4957 -0,6903 -0,7584 -0,7215 -0,6143 -0,4625 -0,2811 -0,0770 0,1565 0,4389 0,7735 1,1193 1,3954 1,5186 1,4479 1,2130 0,8987 0,5907 0,3274 0,0996 -0,1141 -0,3212 -0,5149 -0,6831 -0,8206 -0,9423 -1,0851 -1,2947 -1,6095 -2,0476 -2,6001 -3,2312 -3,8848 -4,4954 -5,0002 -5,3502 -5,5241 -5,5363 -5,4305 -5,2580 -5,0515 -4,8102 -4,5096 -4,1312 -3,6872 -3,2106 -2,7259 -2,2385 -1,7434 -1,2365 -0,7219 -0,2047 0,3181 0,8490 1,3777 1,8764 2,3036 2,6196 2,8115 2,9075 2,9635 3,0374 3,1653 3,3489 3,5617 3,7729 3,9704 4,1567 4,3262 4,4555 4,5045 4,4193 4,1578 3,7295 3,2053 2,6842 2,2433 1,9052 1,6464 1,4330 1,2443 1,0748 0,9264 0,8028 0,7107 0,6627 0,6718 0,7414 0,8701 1,0587 1,2966 1,5410 1,7249 1,7933 1,7278 1,5416 1,2681 0,9564 0,6616 0,4253 0,2668 0,1936 0,2090 0,2949 0,3996 0,4612 0,4407 0,3287 0,1318 -0,1328 -0,4338 -0,7325 -1,0010 -1,2328 -1,4388 -1,6354 -1,8313 -2,0180 -2,1707 -2,2629 -2,2910 -2,2877 -2,3050 -2,3895 -2,5670 -2,8271 -3,1202 -3,3781 -3,5409 -3,5752 -3,4852 -3,3109 -3,1090 -2,9299 -2,8068 -2,7557 -2,7747 -2,8400 -2,9040 -2,9074 -2,8071 -2,5985 -2,3132 -1,9957 -1,6826 -1,3987 -1,1563 -0,9494 -0,7566 -0,5568 -0,3416 -0,1166 0,1068 0,3158 0,4928 0,6134 0,6598 0,6381 0,5834 0,5419 0,5452 0,6025 0,7133 0,8733 1,0675 1,2734 1,4792 1,6883 1,9074 2,1337 2,3439 2,4975 2,5659 2,5592 2,5155 2,4634 2,3991 2,2991 2,1491 1,9571 1,7479 1,5565 1,4197 1,3586 1,3684 1,4285 1,5136 1,5900 1,6178 1,5713 1,4490 1,2626 1,0312 0,7876 0,5698 0,4032 0,2904 0,2125 0,1427 0,0708 0,0139 -0,0011 0,0356 0,1101 0,2011 0,2971 0,3965 0,4985 0,5964 0,6766 0,7279 0,7572 0,7982 0,8912 1,0503 1,2573 1,4844 1,7138 1,9420 2,1755 2,4222 2,6832 2,9464 3,1811 3,3484 3,4291 3,4361 3,3969 3,3248 3,2111 3,0472 2,8529 2,6718 2,5369 2,4493 2,3898 2,3503 2,3569 2,4550 2,6621 2,9377 3,1988 3,3665 3,4077 3,3434 3,2207 3,0801 2,9429 2,8151 2,6938 2,5756 2,4748 2,4259 2,4583 2,5670 2,7126 2,8513 2,9587 3,0250 3,0395 2,9864 2,8499 2,6281 2,3490 2,0680 1,8404 1,6996 1,6537 1,6886 1,7739 1,8785 1,9827 2,0767 2,1575 2,2258 2,2848 2,3469 2,4372 2,5745 2,7528 2,9478 3,1315 3,2812 3,3866 3,4516 3,4928 3,5337 3,5891 3,6548 3,7213 3,7910 3,8773 3,9954 4,1505 4,3225 4,4620 4,5108 4,4312 4,2220 3,9123 3,5434 3,1609 2,8209 2,5882 2,5109 2,5906 2,7741 2,9688 3,0780 3,0406 2,8529 2,5627 2,2418 1,9516 1,7334 1,6216 1,6479 1,8232 2,1291 2,5327 3,0092 3,5412 4,0989 4,6249 5,0462 5,3065 5,3963 5,3557 5,2425 5,1015 4,9617 4,8476 4,7835 4,7855 4,8532 4,9770 5,1452 5,3353 5,5098 5,6343 5,6988 5,7225 5,7345 5,7547 5,7902 5,8352 5,8684 5,8670 5,8270 5,7639 5,7079 5,6970 5,7486 5,8300 5,8756 5,8410 5,7358 5,6127 5,5275 5,4954 5,4785 5,4194 5,2873 5,0964 4,8929 4,7297 4,6412 4,6320 4,6881 4,7905 4,9183 5,0490 5,1688 5,2803 5,3927 5,4989 5,5648 5,5492 5,4432 5,2934 5,1826 5,1822 5,3101 5,5204 5,7345 5,8929 5,9883 6,0573 6,1451 6,2697 6,4064 6,5067 6,5304 6,4542 6,2657 5,9679 5,5861 5,1639 4,7478 4,3707 4,0427 3,7520 3,4772 3,2011 2,9162 2,6225 2,3245 2,0298 1,7473 1,4879 1,2688 1,1126 1,0313 1,0122 1,0331 1,0890 1,1920 1,3556 1,5854 1,8807 2,2345 2,6378 3,0851 3,5762 4,1122 4,6862 5,2749 5,8435 6,3582 6,7946 7,1435 7,4108 7,6115 7,7642 7,8834 7,9647 7,9832 7,9129 7,7453 7,4937 7,1805 6,8259 6,4500 6,0731 5,7045 5,3398 4,9784 4,6405 4,3605 4,1658 4,0576 4,0059 3,9683 3,9169 3,8395 3,7151 3,5047 3,1716 2,7061 2,1330 1,5021 0,8724 0,2990 -0,1752 -0,5269 -0,7447 -0,8172 -0,7378 -0,5220 -0,2140 0,1216 0,4117 0,5924 0,6346 0,5565 0,4090 0,2528 0,1430 0,1204 0,2068 0,4072 0,7171 1,1202 1,5786 2,0343 2,4290 2,7262 2,9202 3,0253 3,0548 3,0098 2,8904 2,7096 2,4840 2,2189 1,9103 1,5598 1,1851 0,8247 0,5303 0,3483 0,3019 0,3804 0,5360 0,7006 0,8096 0,8181 0,7099 0,5030 0,2494 0,0204 -0,1224 -0,1548 -0,0974 0,0011 0,1007 0,1983
